Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,randomiser-5g79,Spreadsheet,Current Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Manipulation: Spreadsheet
1,1708879913259,25/02/2024 16:51:53,1708883513259,1,25/02/2024 18:51:53,143587,31,task-iam7,,35489524,qdvg4,9856429,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 120.0.0.0,1440x900,1440x813,,,0,study_site,2,DGS,Spreadsheet1,Spreadsheet1,,,,,,5,BEGIN,,,,,,,0,,,,,,,,,,
2,1708879913357,25/02/2024 16:51:53,1708883513357,1,25/02/2024 18:51:53,143587,31,task-iam7,,35489524,qdvg4,9856429,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 120.0.0.0,1440x900,1440x813,,,0,study_site,2,DGS,Spreadsheet1,Spreadsheet1,1,dummy,Screen 1,yzgy6e,1,timedOut,,2654.4000000953674,2652.4,2654.4000000953674,2654.4000000953674,2652.4,2654.4000000953674,1,2654.4000000953674,0,0,,Time Limit,screen,0,screen,dummy,
3,1708879913360,25/02/2024 16:51:53,1708883513360,1,25/02/2024 18:51:53,143587,31,task-iam7,,35489524,qdvg4,9856429,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 120.0.0.0,1440x900,1440x813,,,0,study_site,2,DGS,Spreadsheet1,Spreadsheet1,,,,,,5,END,,,,,,,0,,,,,,,,,,
END OF FILE
