Fp1   -0,8817 -1,1504 -1,3865 -1,6474 -1,9817 -2,3893 -2,8171 -3,1893 -3,4469 -3,5584 -3,5078 -3,2883 -2,9064 -2,3830 -1,7629 -1,1221 -0,5480 -0,0974 0,2334 0,4939 0,7326 0,9588 1,1430 1,2442 1,2325 1,0904 0,8085 0,4012 -0,0734 -0,5198 -0,8330 -0,9316 -0,7896 -0,4541 -0,0260 0,3935 0,7584 1,0897 1,4369 1,8267 2,2388 2,6215 2,9256 3,1287 3,2326 3,2380 3,1278 2,8769 2,4807 1,9780 1,4422 0,9512 0,5671 0,3357 0,2878 0,4270 0,7092 1,0390 1,2961 1,3803 1,2649 1,0208 0,7819 0,6718 0,7332 0,9032 1,0598 1,1021 0,9984 0,7816 0,5206 0,2887 0,1392 0,0966 0,1569 0,2919 0,4687 0,6690 0,8843 1,0954 1,2681 1,3670 1,3720 1,2873 1,1336 0,9360 0,7270 0,5523 0,4542 0,4520 0,5467 0,7228 0,9309 1,0832 1,0906 0,9061 0,5355 0,0158 -0,6074 -1,2827 -1,9502 -2,5571 -3,0701 -3,4640 -3,7120 -3,8031 -3,7535 -3,5944 -3,3507 -3,0328 -2,6461 -2,2064 -1,7469 -1,3081 -0,9153 -0,5653 -0,2399 0,0665 0,3331 0,5280 0,6394 0,6971 0,7599 0,8757 1,0471 1,2220 1,3186 1,2773 1,1028 0,8632 0,6531 0,5446 0,5612 0,6876 0,8919 1,1433 1,4297 1,7615 2,1504 2,5923 3,0688 3,5516 3,9989 4,3520 4,5379 4,4897 4,1938 3,7249 3,2230 2,8152 2,5411 2,3406 2,1161 1,8159 1,4764 1,1995 1,0923 1,2181 1,5892 2,1913 2,9982 3,9603 4,9784 5,8965 6,5420 6,8036 6,6875 6,3026 5,7910 5,2729 4,8398 4,5664 4,5024 4,6435 4,9129 5,1808 5,3170 5,2419 4,9494 4,5006 3,9906 3,5035 3,0901 2,7766 2,5752 2,4777 2,4476 2,4273 2,3600 2,2134 1,9853 1,6897 1,3472 0,9944 0,6895 0,4901 0,4220 0,4767 0,6354 0,8832 1,1993 1,5453 1,8777 2,1756 2,4552 2,7509 3,0747 3,3908 3,6338 3,7501 3,7223 3,5708 3,3405 3,0827 2,8455 2,6705 2,5893 2,6175 2,7492 2,9603 3,2214 3,5075 3,7973 4,0747 4,3335 4,5652 4,7360 4,7833 4,6436 4,2934 3,7825 3,2277 2,7618 2,4799 2,4196 2,5657 2,8676 3,2563 3,6559 4,0012 4,2587 4,4275 4,5239 4,5695 4,5785 4,5484 4,4692 4,3466 4,2063 4,0755 3,9622 3,8508 3,7213 3,5789 3,4588 3,4050 3,4453 3,5831 3,8088 4,1123 4,4667 4,8039 5,0266 5,0554 4,8759 4,5523 4,1989 3,9311 3,8283 3,9204 4,1920 4,5868 5,0181 5,3980 5,6668 5,7912 5,7556 5,5737 5,2993 5,0008 4,7313 4,5261 4,4119 4,4043 4,5008 4,6817 4,9137 5,1481 5,3254 5,4062 5,4004 5,3493 5,2796 5,1922 5,1015 5,0691 5,1903 5,5404 6,1304 6,8924 7,6888 8,3484 8,7225 8,7330 8,3906 7,7857 7,0595 6,3676 5,8463 5,5791 5,5687 5,7309 5,9361 6,0833 6,1470 6,1559 6,1385 6,0921 5,9866 5,7831 5,4517 4,9964 4,4813 4,0281 3,7646 3,7583 3,9898 4,3836 4,8503 5,3051 5,6691 5,8772 5,8935 5,7158 5,3632 4,8697 4,3016 3,7593 3,3390 3,0894 3,0118 3,0979 3,3655 3,8484 4,5473 5,3965 6,2830 7,0948 7,7585 8,2460 8,5646 8,7480 8,8439 8,8850 8,8677 8,7693 8,5816 8,3316 8,0826 7,9101 7,8636 7,9458 8,1265 8,3749 8,6759 9,0187 9,3742 9,6881 9,9027 9,9969 9,9992 9,9567 9,8948 9,8013 9,6397 9,3790 9,0221 8,6135 8,2222 7,9109 7,7076 7,5937 7,5227 7,4523 7,3599 7,2397 7,1013 6,9634 6,8360 6,7092 6,5614 6,3624 6,0764 5,6931 5,2599 4,8599 4,5465 4,3157 4,1381 3,9974 3,8924 3,8208 3,7668 3,7054 3,6260 3,5478 3,5021 3,4992 3,5161 3,5081 3,4345 3,2833 3,0835 2,8881 2,7432 2,6743 2,6928 2,8003 2,9840 3,2189 3,4841 3,7690 4,0631 4,3471 4,5992 4,8033 4,9418 4,9872 4,9162 4,7443 4,5410 4,3916 4,3369 4,3513 4,3698 4,3353 4,2293 4,0687 3,8880 3,7230 3,5925 3,4903 3,4027 3,3287 3,2833 3,2948 3,4088 3,6774 4,1288 4,7392 5,4281 6,0811 6,5892 6,8816 6,9400 6,7897 6,4748 6,0309 5,4844 4,8766 4,2754 3,7630 3,4152 3,2765 3,3422 3,5714 3,9182 4,3281 4,7159 4,9815 5,0640 4,9749 4,7762 4,5358 4,2988 4,0831 3,8837 3,6780 3,4327 3,1125 2,6912 2,1570 1,5155 0,7994 0,0890 -0,4811 -0,7599 -0,6549 -0,1897 0,5042 1,2471 1,8740 2,2725 2,3968 2,2613 1,9204 1,4468 0,9090 0,3435 -0,2516 -0,8859 -1,5460 -2,1897 -2,7584 -3,1939 -3,4554 -3,5244 -3,3972 -3,0793 -2,5957 -2,0029 -1,3802 -0,8005 -0,3041 0,1018 0,4176 0,6324 0,7343 0,7336 0,6638 0,5642 0,4737 0,4334 0,4801 0,6350 0,8935 1,2203 1,5603 1,8666 2,1279 2,3609 2,5793 2,7754 2,9291 3,0240 3,0507 3,0075 2,9148 2,8239 2,7916 2,8321 2,9003 2,9229 2,8424 2,6390 2,3370 2,0028 1,7219 1,5567 1,5167 1,5719 1,6908 1,8581 2,0598 2,2648 2,4250 2,4998 2,4813 2,3912 2,2522 2,0662 1,8086 1,4385 0,9323 0,3308 -0,2533 -0,6939 -0,9298 -0,9947 -0,9913 -1,0434 -1,2446 -1,6263 -2,1565 -2,7597 -3,3462 -3,8433 -4,2156 -4,4661 -4,6262 -4,7453 -4,8778 -5,0570 -5,2625 -5,4156 -5,4224 -5,2342 -4,8792 -4,4552 -4,0879 -3,8770 -3,8593 -4,0041 -4,2294 -4,4287 -4,5012 -4,3795 -4,0536 -3,5739 -3,0213
Fz    -1,7203 -2,0620 -2,3519 -2,6125 -2,8647 -3,1149 -3,3535 -3,5599 -3,7058 -3,7548 -3,6706 -3,4375 -3,0709 -2,6050 -2,0765 -1,5257 -0,9995 -0,5375 -0,1541 0,1640 0,4393 0,6801 0,8712 0,9835 0,9917 0,8865 0,6784 0,4020 0,1154 -0,1139 -0,2260 -0,1810 0,0290 0,3753 0,8017 1,2458 1,6613 2,0257 2,3335 2,5880 2,7968 2,9678 3,1041 3,2030 3,2559 3,2517 3,1835 3,0566 2,8909 2,7159 2,5580 2,4326 2,3463 2,3028 2,3069 2,3590 2,4424 2,5174 2,5325 2,4478 2,2552 1,9871 1,7020 1,4521 1,2530 1,0798 0,8920 0,6628 0,3907 0,0960 -0,1890 -0,4325 -0,6155 -0,7334 -0,7886 -0,7799 -0,6957 -0,5186 -0,2445 0,1032 0,4771 0,8225 1,0930 1,2603 1,3174 1,2769 1,1650 1,0136 0,8511 0,6972 0,5604 0,4333 0,2899 0,0989 -0,1571 -0,4744 -0,8344 -1,2135 -1,5915 -1,9550 -2,2941 -2,6021 -2,8763 -3,1120 -3,2995 -3,4343 -3,5244 -3,5808 -3,6011 -3,5616 -3,4240 -3,1527 -2,7345 -2,1897 -1,5603 -0,8867 -0,1972 0,4846 1,1309 1,7117 2,2042 2,5999 2,9005 3,1051 3,2047 3,1910 3,0694 2,8681 2,6356 2,4327 2,3201 2,3394 2,4981 2,7701 3,1069 3,4541 3,7747 4,0640 4,3397 4,6175 4,8950 5,1517 5,3573 5,4824 5,5054 5,4190 5,2424 5,0244 4,8284 4,7011 4,6464 4,6227 4,5671 4,4316 4,2129 3,9580 3,7378 3,6123 3,6149 3,7585 4,0424 4,4460 4,9222 5,4016 5,8146 6,1214 6,3271 6,4682 6,5809 6,6825 6,7774 6,8668 6,9439 6,9866 6,9601 6,8291 6,5713 6,1837 5,6827 5,1023 4,4898 3,8934 3,3478 2,8675 2,4511 2,0923 1,7862 1,5304 1,3286 1,1943 1,1413 1,1678 1,2568 1,3925 1,5682 1,7793 2,0152 2,2595 2,4941 2,7057 2,8921 3,0659 3,2506 3,4735 3,7531 4,0848 4,4336 4,7392 4,9384 4,9962 4,9217 4,7574 4,5534 4,3483 4,1631 4,0028 3,8656 3,7524 3,6716 3,6381 3,6686 3,7699 3,9293 4,1176 4,3021 4,4566 4,5618 4,6018 4,5633 4,4397 4,2418 4,0055 3,7806 3,6089 3,5106 3,4877 3,5349 3,6460 3,8135 4,0260 4,2657 4,5071 4,7213 4,8830 4,9741 4,9864 4,9238 4,8000 4,6324 4,4386 4,2366 4,0441 3,8749 3,7368 3,6285 3,5449 3,4879 3,4659 3,4843 3,5408 3,6260 3,7215 3,7990 3,8303 3,8067 3,7557 3,7351 3,8081 4,0155 4,3645 4,8348 5,3833 5,9453 6,4512 6,8534 7,1324 7,2854 7,3239 7,2814 7,2040 7,1306 7,0846 7,0795 7,1182 7,1942 7,2992 7,4253 7,5579 7,6723 7,7478 7,7835 7,7927 7,7861 7,7709 7,7655 7,8072 7,9398 8,1910 8,5558 8,9953 9,4458 9,8336 10,0925 10,1801 10,0862 9,8329 9,4689 9,0591 8,6700 8,3521 8,1217 7,9564 7,8122 7,6549 7,4757 7,2821 7,0822 6,8807 6,6812 6,4854 6,2905 6,0950 5,9111 5,7695 5,7030 5,7182 5,7842 5,8525 5,8834 5,8535 5,7488 5,5590 5,2869 4,9571 4,6077 4,2753 3,9929 3,7894 3,6822 3,6771 3,7773 3,9890 4,3198 4,7707 5,3245 5,9409 6,5684 7,1640 7,7042 8,1814 8,6002 8,9719 9,2996 9,5642 9,7297 9,7677 9,6758 9,4836 9,2494 9,0435 8,9225 8,9129 9,0144 9,2145 9,4933 9,8167 10,1361 10,4015 10,5777 10,6550 10,6453 10,5697 10,4464 10,2834 10,0778 9,8239 9,5291 9,2228 8,9484 8,7415 8,6090 8,5277 8,4612 8,3798 8,2640 8,1028 7,8966 7,6608 7,4142 7,1675 6,9228 6,6762 6,4154 6,1263 5,8092 5,4771 5,1368 4,7803 4,4012 4,0071 3,6158 3,2461 2,9100 2,6097 2,3454 2,1237 1,9558 1,8471 1,7878 1,7504 1,7013 1,6257 1,5420 1,4878 1,4961 1,5808 1,7370 1,9506 2,2108 2,5147 2,8640 3,2525 3,6549 4,0276 4,3260 4,5213 4,6035 4,5782 4,4687 4,3246 4,2125 4,1821 4,2373 4,3388 4,4285 4,4623 4,4313 4,3604 4,2911 4,2666 4,3174 4,4483 4,6394 4,8586 5,0722 5,2586 5,4181 5,5686 5,7311 5,9254 6,1704 6,4745 6,8230 7,1751 7,4749 7,6687 7,7257 7,6461 7,4564 7,2000 6,9257 6,6765 6,4851 6,3715 6,3401 6,3855 6,5014 6,6721 6,8569 7,0008 7,0626 7,0313 6,9203 6,7507 6,5388 6,2928 6,0144 5,7005 5,3447 4,9403 4,4837 3,9742 3,4157 2,8250 2,2422 1,7330 1,3706 1,2055 1,2409 1,4325 1,7051 1,9691 2,1380 2,1518 1,9957 1,6978 1,3086 0,8779 0,4373 -0,0002 -0,4269 -0,8313 -1,2018 -1,5281 -1,7963 -1,9878 -2,0850 -2,0743 -1,9440 -1,6853 -1,3026 -0,8237 -0,2938 0,2432 0,7591 1,2423 1,6866 2,0846 2,4298 2,7206 2,9585 3,1453 3,2775 3,3448 3,3430 3,2902 3,2244 3,1825 3,1859 3,2436 3,3569 3,5179 3,7084 3,9046 4,0855 4,2344 4,3385 4,3964 4,4254 4,4498 4,4832 4,5210 4,5471 4,5430 4,4963 4,4052 4,2748 4,1108 3,9197 3,7143 3,5190 3,3663 3,2826 3,2718 3,3108 3,3580 3,3702 3,3235 3,2192 3,0664 2,8656 2,6047 2,2707 1,8658 1,4189 0,9793 0,5947 0,2880 0,0511 -0,1512 -0,3684 -0,6440 -0,9990 -1,4295 -1,9068 -2,3885 -2,8384 -3,2421 -3,6012 -3,9192 -4,1979 -4,4422 -4,6580 -4,8421 -4,9802 -5,0563 -5,0650 -5,0153 -4,9251 -4,8128 -4,6901 -4,5590 -4,4125 -4,2392 -4,0261 -3,7599 -3,4288 -3,0291 -2,5661 -2,0509
F3    -0,8239 -1,1108 -1,4301 -1,8009 -2,2235 -2,6736 -3,1070 -3,4698 -3,7080 -3,7752 -3,6439 -3,3147 -2,8171 -2,1971 -1,5057 -0,7968 -0,1310 0,4288 0,8382 1,0912 1,2159 1,2534 1,2383 1,1885 1,1075 0,9934 0,8454 0,6660 0,4663 0,2699 0,1135 0,0365 0,0627 0,1873 0,3819 0,6099 0,8392 1,0481 1,2246 1,3679 1,4901 1,6108 1,7485 1,9125 2,0958 2,2756 2,4225 2,5113 2,5258 2,4617 2,3217 2,1104 1,8383 1,5299 1,2278 0,9836 0,8308 0,7597 0,7261 0,6850 0,6228 0,5654 0,5533 0,6010 0,6775 0,7253 0,6979 0,5791 0,3798 0,1324 -0,1152 -0,3162 -0,4419 -0,4871 -0,4648 -0,3959 -0,2921 -0,1442 0,0669 0,3466 0,6723 0,9978 1,2697 1,4456 1,5103 1,4791 1,3851 1,2587 1,1173 0,9732 0,8399 0,7225 0,6039 0,4520 0,2459 -0,0103 -0,2956 -0,5877 -0,8735 -1,1499 -1,4175 -1,6766 -1,9254 -2,1562 -2,3569 -2,5233 -2,6653 -2,7943 -2,9051 -2,9689 -2,9416 -2,7784 -2,4575 -1,9990 -1,4542 -0,8735 -0,2902 0,2713 0,7856 1,2300 1,5948 1,8848 2,1088 2,2695 2,3602 2,3722 2,3048 2,1686 1,9865 1,7962 1,6488 1,5922 1,6518 1,8234 2,0776 2,3722 2,6779 2,9955 3,3424 3,7233 4,1149 4,4718 4,7423 4,8881 4,8984 4,7924 4,6129 4,4184 4,2661 4,1889 4,1785 4,1904 4,1677 4,0690 3,8935 3,6829 3,4968 3,3836 3,3737 3,4898 3,7528 4,1706 4,7178 5,3308 5,9300 6,4509 6,8602 7,1531 7,3409 7,4426 7,4814 7,4776 7,4408 7,3658 7,2345 7,0229 6,7087 6,2804 5,7484 5,1523 4,5504 4,0004 3,5446 3,1960 2,9349 2,7233 2,5267 2,3279 2,1371 1,9898 1,9189 1,9225 1,9683 2,0242 2,0723 2,1029 2,1132 2,1161 2,1364 2,1951 2,3033 2,4678 2,6972 3,0020 3,3857 3,8255 4,2643 4,6222 4,8286 4,8545 4,7224 4,4880 4,2092 3,9226 3,6434 3,3772 3,1296 2,9060 2,7134 2,5684 2,4962 2,5118 2,6091 2,7722 2,9856 3,2325 3,4899 3,7270 3,9072 3,9954 3,9738 3,8550 3,6773 3,4874 3,3269 3,2277 3,2080 3,2730 3,4168 3,6216 3,8521 4,0635 4,2218 4,3145 4,3412 4,3062 4,2191 4,0914 3,9332 3,7539 3,5618 3,3607 3,1564 2,9659 2,8111 2,7079 2,6624 2,6698 2,7158 2,7856 2,8667 2,9384 2,9706 2,9429 2,8653 2,7812 2,7502 2,8245 3,0344 3,3812 3,8384 4,3540 4,8588 5,2893 5,6116 5,8178 5,9082 5,8950 5,8123 5,7014 5,5847 5,4677 5,3621 5,2930 5,2886 5,3678 5,5324 5,7599 6,0065 6,2239 6,3774 6,4491 6,4331 6,3385 6,2011 6,0856 6,0626 6,1703 6,3954 6,6854 6,9727 7,1985 7,3278 7,3530 7,2890 7,1664 7,0227 6,8937 6,8064 6,7691 6,7570 6,7165 6,5998 6,4025 6,1594 5,9094 5,6725 5,4545 5,2555 5,0697 4,8874 4,7035 4,5286 4,3911 4,3261 4,3541 4,4653 4,6258 4,7972 4,9439 5,0283 5,0132 4,8788 4,6337 4,3080 3,9435 3,5937 3,3183 3,1613 3,1355 3,2308 3,4332 3,7352 4,1284 4,5913 5,0879 5,5816 6,0523 6,5019 6,9435 7,3878 7,8337 8,2560 8,6004 8,8008 8,8099 8,6181 8,2571 7,7965 7,3292 6,9427 6,6957 6,6156 6,7084 6,9597 7,3225 7,7177 8,0602 8,2930 8,4071 8,4333 8,4151 8,3856 8,3553 8,3128 8,2345 8,0983 7,8986 7,6549 7,4057 7,1851 7,0020 6,8392 6,6707 6,4789 6,2595 6,0207 5,7796 5,5536 5,3580 5,2066 5,0998 5,0143 4,9171 4,7926 4,6476 4,4877 4,3037 4,0800 3,8060 3,4746 3,0844 2,6533 2,2270 1,8707 1,6423 1,5680 1,6306 1,7754 1,9303 2,0388 2,0856 2,1005 2,1383 2,2485 2,4517 2,7374 3,0780 3,4450 3,8169 4,1814 4,5266 4,8301 5,0640 5,2109 5,2726 5,2616 5,1840 5,0377 4,8345 4,6146 4,4277 4,3049 4,2486 4,2382 4,2437 4,2404 4,2164 4,1735 4,1300 4,1123 4,1357 4,1982 4,2898 4,4013 4,5279 4,6702 4,8257 4,9805 5,1169 5,2307 5,3353 5,4475 5,5739 5,7006 5,7928 5,8103 5,7321 5,5686 5,3573 5,1456 4,9751 4,8779 4,8733 4,9568 5,1023 5,2798 5,4615 5,6170 5,7191 5,7584 5,7450 5,6944 5,6109 5,4843 5,3020 5,0647 4,7813 4,4523 4,0623 3,5896 3,0216 2,3680 1,6652 0,9767 0,3855 -0,0184 -0,1632 -0,0247 0,3613 0,9085 1,4990 2,0110 2,3550 2,4967 2,4458 2,2282 1,8699 1,3935 0,8232 0,1940 -0,4484 -1,0601 -1,6080 -2,0631 -2,3951 -2,5791 -2,6018 -2,4583 -2,1457 -1,6707 -1,0660 -0,3915 0,2892 0,9298 1,5030 1,9858 2,3536 2,5930 2,7127 2,7385 2,6993 2,6176 2,5084 2,3866 2,2723 2,1840 2,1306 2,1100 2,1152 2,1386 2,1704 2,1983 2,2093 2,1986 2,1800 2,1842 2,2445 2,3780 2,5744 2,7954 2,9894 3,1123 3,1406 3,0775 2,9505 2,7890 2,6058 2,4041 2,1973 2,0151 1,8932 1,8545 1,8931 1,9744 2,0501 2,0812 2,0586 2,0028 1,9377 1,8654 1,7613 1,5872 1,3154 0,9526 0,5455 0,1567 -0,1741 -0,4470 -0,6944 -0,9613 -1,2859 -1,6833 -2,1390 -2,6143 -3,0647 -3,4625 -3,8066 -4,1092 -4,3814 -4,6345 -4,8836 -5,1357 -5,3758 -5,5687 -5,6790 -5,6954 -5,6342 -5,5233 -5,3869 -5,2443 -5,1091 -4,9852 -4,8645 -4,7288 -4,5523 -4,3092 -3,9882 -3,5965 -3,1486
F7    -0,6773 -0,6696 -0,6766 -0,7202 -0,8018 -0,9001 -0,9882 -1,0464 -1,0622 -1,0319 -0,9697 -0,9056 -0,8710 -0,8801 -0,9179 -0,9463 -0,9248 -0,8271 -0,6454 -0,3929 -0,1014 0,1898 0,4520 0,6785 0,8765 1,0480 1,1823 1,2688 1,3107 1,3206 1,3024 1,2439 1,1313 0,9741 0,8166 0,7188 0,7125 0,7724 0,8281 0,8058 0,6679 0,4266 0,1303 -0,1591 -0,3831 -0,4975 -0,4811 -0,3444 -0,1309 0,0943 0,2730 0,3862 0,4588 0,5301 0,6262 0,7536 0,8966 1,0171 1,0722 1,0394 0,9209 0,7324 0,4929 0,2197 -0,0710 -0,3587 -0,6155 -0,8061 -0,8935 -0,8550 -0,6991 -0,4645 -0,2022 0,0414 0,2295 0,3483 0,4192 0,4869 0,5893 0,7395 0,9298 1,1472 1,3827 1,6242 1,8523 2,0501 2,2081 2,3218 2,3970 2,4478 2,4765 2,4577 2,3493 2,1181 1,7606 1,3081 0,8222 0,3797 0,0469 -0,1405 -0,1844 -0,1235 -0,0247 0,0424 0,0369 -0,0374 -0,1414 -0,2309 -0,2878 -0,3260 -0,3649 -0,4018 -0,4129 -0,3772 -0,2936 -0,1774 -0,0525 0,0514 0,1072 0,0966 0,0123 -0,1296 -0,2785 -0,3684 -0,3554 -0,2327 -0,0140 0,2788 0,6180 0,9796 1,3534 1,7302 2,0822 2,3667 2,5499 2,6260 2,6185 2,5708 2,5309 2,5322 2,5757 2,6308 2,6558 2,6237 2,5401 2,4500 2,4296 2,5571 2,8705 3,3445 3,9049 4,4675 4,9648 5,3542 5,6205 5,7775 5,8594 5,9073 5,9504 5,9942 6,0251 6,0254 5,9878 5,9262 5,8794 5,8947 6,0050 6,2220 6,5323 6,8874 7,2134 7,4403 7,5223 7,4492 7,2499 6,9755 6,6694 6,3515 6,0216 5,6763 5,3294 5,0113 4,7472 4,5404 4,3746 4,2213 4,0442 3,8079 3,4985 3,1402 2,7808 2,4592 2,1865 1,9513 1,7388 1,5508 1,4101 1,3501 1,4046 1,5993 1,9422 2,4155 2,9718 3,5422 4,0578 4,4676 4,7444 4,8774 4,8689 4,7365 4,5051 4,1896 3,7913 3,3180 2,8008 2,2886 1,8362 1,4981 1,3203 1,3315 1,5358 1,9020 2,3632 2,8338 3,2329 3,5052 3,6378 3,6608 3,6199 3,5373 3,4020 3,2031 2,9578 2,7041 2,4771 2,2976 2,1767 2,1318 2,1907 2,3699 2,6436 2,9458 3,2039 3,3665 3,4080 3,3237 3,1285 2,8580 2,5605 2,2866 2,0862 2,0013 2,0463 2,1924 2,3803 2,5547 2,6901 2,7894 2,8611 2,9008 2,8949 2,8395 2,7540 2,6853 2,6947 2,8224 3,0552 3,3303 3,5675 3,7075 3,7370 3,6843 3,5892 3,4814 3,3835 3,3161 3,2899 3,3045 3,3574 3,4467 3,5652 3,6951 3,8103 3,8842 3,9016 3,8729 3,8327 3,8127 3,8142 3,8096 3,7738 3,7079 3,6311 3,5565 3,4836 3,4081 3,3271 3,2411 3,1583 3,0940 3,0625 3,0632 3,0764 3,0769 3,0542 3,0138 2,9609 2,8943 2,8214 2,7648 2,7466 2,7767 2,8601 3,0023 3,1992 3,4230 3,6269 3,7686 3,8351 3,8423 3,8068 3,7200 3,5581 3,3119 2,9982 2,6452 2,2780 1,9222 1,6136 1,3858 1,2477 1,1818 1,1695 1,2065 1,3032 1,4800 1,7565 2,1324 2,5770 3,0392 3,4723 3,8473 4,1434 4,3369 4,4076 4,3564 4,2108 4,0080 3,7697 3,4931 3,1741 2,8398 2,5488 2,3564 2,2799 2,2927 2,3439 2,3873 2,4058 2,4207 2,4811 2,6353 2,9021 3,2621 3,6618 4,0223 4,2603 4,3239 4,2176 4,0006 3,7549 3,5478 3,4155 3,3675 3,3915 3,4570 3,5275 3,5733 3,5752 3,5179 3,3860 3,1703 2,8799 2,5416 2,1815 1,8133 1,4551 1,1538 0,9759 0,9716 1,1469 1,4612 1,8436 2,2115 2,4866 2,6091 2,5520 2,3363 2,0351 1,7480 1,5550 1,4907 1,5503 1,7084 1,9297 2,1741 2,4078 2,6138 2,7861 2,9125 2,9729 2,9541 2,8611 2,7117 2,5244 2,3118 2,0972 1,9412 1,9350 2,1482 2,5761 3,1413 3,7329 4,2374 4,5615 4,6597 4,5536 4,3271 4,1004 3,9847 4,0293 4,1940 4,3745 4,4613 4,3852 4,1304 3,7297 3,2592 2,8259 2,5399 2,4747 2,6397 2,9818 3,4120 3,8355 4,1745 4,3805 4,4368 4,3552 4,1725 3,9428 3,7199 3,5376 3,3941 3,2542 3,0769 2,8562 2,6377 2,4936 2,4767 2,5831 2,7546 2,9189 3,0292 3,0719 3,0577 3,0160 2,9854 2,9981 3,0736 3,2142 3,3990 3,5883 3,7357 3,7956 3,7338 3,5353 3,2035 2,7627 2,2587 1,7488 1,2851 0,9046 0,6317 0,4863 0,4785 0,5951 0,7968 1,0234 1,2044 1,2753 1,1964 0,9611 0,5977 0,1668 -0,2592 -0,6251 -0,9113 -1,1205 -1,2482 -1,2772 -1,2041 -1,0575 -0,8836 -0,7155 -0,5591 -0,4038 -0,2405 -0,0678 0,1129 0,3048 0,5196 0,7725 1,0682 1,3936 1,7190 2,0028 2,2051 2,3121 2,3499 2,3704 2,4167 2,5026 2,6193 2,7506 2,8818 2,9938 3,0538 3,0266 2,9056 2,7290 2,5529 2,4100 2,2966 2,1930 2,0806 1,9501 1,8111 1,6910 1,6140 1,5845 1,5895 1,6071 1,6135 1,5918 1,5429 1,4803 1,4132 1,3385 1,2425 1,1064 0,9173 0,6834 0,4439 0,2616 0,1882 0,2240 0,3134 0,3770 0,3471 0,1944 -0,0603 -0,3515 -0,5926 -0,7166 -0,7157 -0,6415 -0,5653 -0,5373 -0,5758 -0,6822 -0,8576 -1,1033 -1,4068 -1,7337 -2,0376 -2,2817 -2,4507 -2,5512 -2,6054 -2,6477 -2,7163 -2,8422 -3,0409 -3,3168 -3,6661 -4,0724 -4,5035 -4,9092 -5,2236 -5,3827 -5,3502 -5,1238 -4,7233 -4,1781 -3,5271 -2,8278 -2,1542 -1,5743 -1,1323
