Fp1   -0,0974 -0,0684 -0,1712 -0,4449 -0,9067 -1,5277 -2,2110 -2,8117 -3,1997 -3,3263 -3,2126 -2,8509 -2,1822 -1,2149 -0,1193 0,8367 1,4282 1,5502 1,2282 0,6203 -0,0182 -0,4351 -0,4806 -0,1537 0,4159 1,0527 1,6484 2,2090 2,7975 3,4440 4,1013 4,6467 4,9166 4,7914 4,2837 3,5318 2,7004 1,8922 1,1245 0,3511 -0,4730 -1,3191 -2,0884 -2,6949 -3,1154 -3,3369 -3,3077 -3,0126 -2,5745 -2,2157 -2,1069 -2,2690 -2,6005 -2,9663 -3,2623 -3,4269 -3,4310 -3,2821 -3,0206 -2,6961 -2,3630 -2,1015 -2,0161 -2,1861 -2,6217 -3,2745 -4,0425 -4,7276 -5,0387 -4,7189 -3,7238 -2,2706 -0,7076 0,6435 1,5663 1,9935 2,0341 1,9137 1,8469 1,9364 2,1337 2,2615 2,1159 1,5958 0,7526 -0,2581 -1,2524 -2,0738 -2,6346 -2,9636 -3,2157 -3,5764 -4,1420 -4,8885 -5,7062 -6,4225 -6,8373 -6,8193 -6,3900 -5,6896 -4,8687 -4,0409 -3,3121 -2,7844 -2,5078 -2,4716 -2,6619 -3,0857 -3,7280 -4,5122 -5,3198 -6,0549 -6,6905 -7,2423 -7,7220 -8,1493 -8,5793 -9,0615 -9,5590 -9,9292 -9,9984 -9,6394 -8,7897 -7,4546 -5,7452 -3,9091 -2,2679 -1,0697 -0,3671 0,0048 0,3396 0,8801 1,6577 2,4735 3,0212 3,0390 2,3969 1,1319 -0,5586 -2,3912 -4,0935 -5,4441 -6,2862 -6,5742 -6,3991 -5,9188 -5,2443 -4,3999 -3,4080 -2,3962 -1,5803 -1,1464 -1,1768 -1,6623 -2,5237 -3,6194 -4,7736 -5,8283 -6,6923 -7,3548 -7,8577 -8,2593 -8,6017 -8,8820 -9,0626 -9,1131 -9,0212 -8,7666 -8,3117 -7,6350 -6,7937 -5,9402 -5,2547 -4,8621 -4,8074 -5,0690 -5,5708 -6,1931 -6,8050 -7,3087 -7,6536 -7,8024 -7,6852 -7,2075 -6,3489 -5,2442 -4,1235 -3,1771 -2,4850 -2,0529 -1,8972 -2,0741 -2,6314 -3,5578 -4,7772 -6,1908 -7,7171 -9,2833 -10,7904 -12,1045 -13,0859 -13,6334 -13,6982 -13,2556 -12,3091 -10,9659 -9,4818 -8,1600 -7,1762 -6,5161 -6,0794 -5,8252 -5,7792 -5,8890 -5,9422 -5,7076 -5,1497 -4,4826 -4,0372 -4,0608 -4,5767 -5,3663 -6,0655 -6,3512 -6,1340 -5,5875 -4,9725 -4,4351 -3,9512 -3,4155 -2,7711 -2,0830 -1,5357 -1,3752 -1,8017 -2,8351 -4,2333 -5,5586 -6,4067 -6,6381 -6,3974 -5,9192 -5,3415 -4,6782 -3,9130 -3,1036 -2,4065 -2,0021 -1,9900 -2,3343 -2,8791 -3,4050 -3,7142 -3,7160 -3,4577 -3,0851 -2,7659 -2,6221 -2,7080 -3,0163 -3,4655 -3,9007 -4,1570 -4,1658 -4,0339 -3,9977 -4,2550 -4,8381 -5,6420 -6,5447 -7,4848 -8,4330 -9,3006 -9,8850 -9,9342 -9,2795 -7,9277 -6,0822 -4,1042 -2,3984 -1,2499 -0,7193 -0,6640 -0,8562 -1,1182 -1,3943 -1,7180 -2,1227 -2,5936 -3,0749 -3,4769 -3,6785 -3,5755 -3,1621 -2,5774 -2,0533 -1,7743 -1,7509 -1,8192 -1,7765 -1,5557 -1,2758 -1,1160 -1,1723 -1,4371 -1,8456 -2,3206 -2,8094 -3,2842 -3,6852 -3,8987 -3,8569 -3,6493 -3,4724 -3,4481 -3,5005 -3,4184 -3,0340 -2,3329 -1,4422 -0,5712 0,0756 0,4134 0,5176 0,5130 0,4434 0,2748 -0,0405 -0,5486 -1,2845 -2,2071 -3,1436 -3,8167 -3,9537 -3,4239 -2,3269 -0,9656 0,3143 1,3258 2,1021 2,7695 3,3849 3,8798 4,1045 3,9209 3,2930 2,3147 1,1614 0,0308 -0,8942 -1,4709 -1,6014 -1,2502 -0,4925 0,4736 1,3881 2,0212 2,2590 2,1560 1,9057 1,7012 1,5788 1,4038 1,0105 0,3451 -0,4805 -1,2134 -1,5387 -1,1990 -0,1138 1,5477 3,3777 4,8579 5,5748 5,3758 4,3539 2,7512 0,9069 -0,7818 -1,9603 -2,4452 -2,2896 -1,7270 -1,0285 -0,3708 0,2325 0,9064 1,7695 2,7887 3,7890 4,5735 5,0307 5,1573 4,9856 4,5051 3,6803 2,5409 1,2399 0,0343 -0,7959 -1,0385 -0,6032 0,4579 1,9369 3,4673 4,6148 5,0782 4,8286 4,0662 3,0904 2,1849 1,5278 1,1508 0,9832 0,9355 0,9581 1,0752 1,3855 2,0032 2,9802 4,2618 5,6885 7,0221 7,9879 8,3639 8,0876 7,2832 6,1842 5,0417 4,0842 3,5049 3,4162 3,7816 4,4171 5,0911 5,6291 5,9502 6,0439 5,9285 5,6316 5,2092 4,7432 4,2889 3,8466 3,3802 2,8310 2,1588 1,4410 0,9181 0,8790 1,4784 2,6435 4,0832 5,3760 6,1256 6,1052 5,3264 4,0304 2,5923 1,3684 0,5946 0,3768 0,6973 1,4025 2,2247 2,8257 2,8650 2,1573 0,8144 -0,8109 -2,3158 -3,3899 -3,8917 -3,8807 -3,5576 -3,1079 -2,5759 -1,9097 -1,1251 -0,3706 0,1770 0,4519 0,5561 0,6907 0,9885 1,3621 1,5066 1,0994 0,0426 -1,4614 -3,0252 -4,2706 -4,9906 -5,1787 -4,9322 -4,3597 -3,5673 -2,6834 -1,8556 -1,2072 -0,7925 -0,5733 -0,4342 -0,2491 0,0535 0,4682 0,9127 1,2456 1,3064 0,9743 0,2312 -0,8285 -2,0391 -3,1831 -3,9911 -4,1917 -3,6214 -2,3098 -0,4752 1,5406 3,3559 4,6503 5,2449 5,1078 4,3249 3,0838 1,6127 0,0747 -1,4705 -2,9983 -4,4277 -5,5879 -6,2627 -6,2841 -5,6246 -4,4461 -3,0848 -1,9549 -1,3915 -1,5274 -2,2856 -3,4716 -4,8797 -6,3393 -7,6976 -8,8074 -9,5772 -10,0390 -10,3481 -10,6839 -11,1332 -11,6685 -12,2134 -12,7012 -13,0959 -13,3862 -13,5655 -13,6076 -13,4527 -13,0205 -12,2471 -11,1325 -9,7696 -8,3159 -6,9269 -5,7174 -4,7683 -4,1496 -3,9164 -4,0782 -4,5843 -5,3419 -6,2220 -7,0722 -7,7625 -8,2178 -8,4244 -8,4324 -8,3161 -8,1075 -7,7956 -7,4021 -7,0207 -6,7634 -6,6949 -6,8021 -6,9891 -7,1330 -7,1756 -7,1411 -7,0743 -6,9960 -6,9011 -6,7756 -6,6348 -6,5549 -6,6345 -6,9037 -7,2960 -7,7105
Fz    -1,5583 -1,7064 -1,7329 -1,6138 -1,3655 -1,0339 -0,6672 -0,2995 0,0343 0,2795 0,3796 0,3164 0,1194 -0,1604 -0,4683 -0,7412 -0,9033 -0,8804 -0,6265 -0,1362 0,5524 1,3566 2,1673 2,8925 3,4863 3,9406 4,2573 4,4291 4,4421 4,2876 3,9748 3,5321 2,9896 2,3682 1,6909 0,9848 0,2680 -0,4462 -1,1311 -1,7501 -2,2729 -2,6836 -2,9833 -3,1942 -3,3498 -3,4637 -3,5147 -3,4801 -3,3707 -3,2149 -3,0252 -2,8026 -2,5611 -2,3313 -2,1417 -2,0067 -1,9338 -1,9322 -2,0021 -2,1179 -2,2341 -2,3092 -2,3288 -2,3037 -2,2485 -2,1687 -2,0679 -1,9464 -1,7862 -1,5512 -1,2091 -0,7448 -0,1627 0,5108 1,2266 1,9287 2,5733 3,1262 3,5393 3,7407 3,6536 3,2302 2,4776 1,4657 0,3115 -0,8569 -1,9378 -2,8765 -3,6643 -4,3224 -4,8757 -5,3302 -5,6801 -5,9336 -6,1228 -6,2942 -6,4902 -6,7277 -6,9823 -7,1946 -7,3059 -7,2954 -7,1895 -7,0376 -6,8741 -6,6951 -6,4628 -6,1360 -5,7096 -5,2420 -4,8406 -4,6138 -4,6230 -4,8627 -5,2729 -5,7711 -6,2731 -6,7001 -6,9914 -7,1243 -7,1069 -6,9391 -6,5949 -6,0495 -5,3134 -4,4380 -3,5023 -2,5887 -1,7561 -1,0337 -0,4435 -0,0203 0,2044 0,2331 0,1122 -0,0893 -0,3070 -0,4923 -0,6154 -0,6737 -0,6931 -0,7084 -0,7420 -0,8041 -0,8941 -0,9994 -1,1027 -1,1943 -1,2811 -1,3831 -1,5097 -1,6432 -1,7540 -1,8249 -1,8551 -1,8530 -1,8338 -1,8139 -1,8057 -1,8223 -1,8833 -1,9996 -2,1571 -2,3204 -2,4552 -2,5488 -2,6131 -2,6737 -2,7540 -2,8658 -3,0029 -3,1321 -3,1955 -3,1297 -2,8943 -2,4914 -1,9662 -1,3890 -0,8386 -0,3888 -0,0949 0,0159 -0,0505 -0,2420 -0,4672 -0,6469 -0,7675 -0,8868 -1,0986 -1,4864 -2,0807 -2,8342 -3,6372 -4,3688 -4,9456 -5,3446 -5,5946 -5,7435 -5,8221 -5,8300 -5,7540 -5,6030 -5,4209 -5,2668 -5,1869 -5,2060 -5,3289 -5,5335 -5,7681 -5,9707 -6,0941 -6,1173 -6,0414 -5,8821 -5,6728 -5,4648 -5,3010 -5,1900 -5,1150 -5,0546 -4,9944 -4,9289 -4,8563 -4,7729 -4,6754 -4,5621 -4,4274 -4,2614 -4,0612 -3,8465 -3,6627 -3,5540 -3,5211 -3,5178 -3,4944 -3,4294 -3,3216 -3,1762 -3,0084 -2,8435 -2,7062 -2,6104 -2,5541 -2,5152 -2,4635 -2,3862 -2,2923 -2,1891 -2,0726 -1,9410 -1,7990 -1,6501 -1,5044 -1,3949 -1,3721 -1,4820 -1,7449 -2,1349 -2,5795 -2,9947 -3,3256 -3,5632 -3,7291 -3,8448 -3,9195 -3,9618 -3,9885 -4,0154 -4,0384 -4,0230 -3,9141 -3,6723 -3,3029 -2,8492 -2,3655 -1,9020 -1,4962 -1,1690 -0,9288 -0,7786 -0,7167 -0,7357 -0,8240 -0,9685 -1,1645 -1,4219 -1,7428 -2,0892 -2,3875 -2,5694 -2,6035 -2,5020 -2,3147 -2,1166 -1,9769 -1,9271 -1,9513 -2,0056 -2,0502 -2,0749 -2,1071 -2,1940 -2,3626 -2,6036 -2,8931 -3,2042 -3,4900 -3,6844 -3,7298 -3,5916 -3,2580 -2,7589 -2,1838 -1,6593 -1,2943 -1,1323 -1,1446 -1,2696 -1,4564 -1,6739 -1,8931 -2,0763 -2,1802 -2,1697 -2,0327 -1,7841 -1,4499 -1,0584 -0,6598 -0,3409 -0,1956 -0,2744 -0,5583 -0,9737 -1,4326 -1,8703 -2,2501 -2,5369 -2,6758 -2,6195 -2,3785 -2,0260 -1,6524 -1,3229 -1,0666 -0,8833 -0,7512 -0,6327 -0,4808 -0,2624 0,0210 0,3474 0,7020 1,0782 1,4680 1,8497 2,1726 2,3618 2,3613 2,1800 1,8826 1,5307 1,1545 0,7808 0,4629 0,2678 0,2482 0,4214 0,7483 1,1324 1,4572 1,6255 1,5828 1,3395 0,9851 0,6553 0,4663 0,4748 0,6862 1,0719 1,5707 2,0874 2,5177 2,7947 2,9144 2,9237 2,8904 2,8797 2,9361 3,0669 3,2315 3,3589 3,3922 3,3222 3,1934 3,0868 3,0801 3,1996 3,4012 3,6000 3,7273 3,7635 3,7243 3,6270 3,4614 3,1917 2,8104 2,3930 2,0814 2,0105 2,2423 2,7405 3,3835 4,0188 4,5283 4,8560 4,9881 4,9253 4,6735 4,2494 3,6924 3,0753 2,4997 2,0677 1,8565 1,9127 2,2440 2,7882 3,3956 3,8805 4,1226 4,1295 4,0038 3,8602 3,7660 3,7311 3,7249 3,6991 3,6132 3,4567 3,2579 3,0776 2,9915 3,0633 3,3147 3,7101 4,1727 4,6295 5,0404 5,3805 5,6107 5,6847 5,5780 5,3056 4,9197 4,4760 3,9955 3,4714 2,9111 2,3545 1,8541 1,4517 1,1745 1,0433 1,0681 1,2237 1,4361 1,6152 1,7075 1,7109 1,6513 1,5505 1,4011 1,1808 0,9005 0,6242 0,4340 0,3730 0,4118 0,4665 0,4493 0,3032 0,0055 -0,4417 -1,0119 -1,6502 -2,2836 -2,8362 -3,2335 -3,4139 -3,3494 -3,0646 -2,6361 -2,1538 -1,6766 -1,2345 -0,8603 -0,6042 -0,5060 -0,5502 -0,6529 -0,7017 -0,6238 -0,4298 -0,1932 0,0076 0,1220 0,1240 0,0059 -0,2192 -0,5117 -0,8098 -1,0505 -1,2002 -1,2683 -1,2925 -1,3130 -1,3590 -1,4402 -1,5433 -1,6441 -1,7180 -1,7426 -1,7138 -1,6602 -1,6287 -1,6607 -1,7813 -1,9869 -2,2432 -2,5054 -2,7406 -2,9329 -3,0819 -3,1997 -3,3025 -3,4049 -3,5289 -3,7134 -4,0115 -4,4712 -5,1016 -5,8449 -6,5833 -7,1759 -7,5050 -7,5212 -7,2702 -6,8759 -6,4822 -6,1972 -6,0777 -6,1359 -6,3438 -6,6501 -7,0095 -7,3985 -7,8024 -8,1922 -8,5187 -8,7246 -8,7586 -8,5937 -8,2409 -7,7416 -7,1435 -6,4867 -5,8133 -5,1794 -4,6410 -4,2310 -3,9509 -3,7760 -3,6931 -3,7415 -3,9859 -4,4402 -5,0342 -5,6421 -6,1306 -6,4039 -6,4352 -6,2724 -6,0158 -5,7803 -5,6617 -5,7171 -5,9613 -6,3689 -6,8684 -7,3487 -7,6936 -7,8291 -7,7465 -7,4858 -7,0996 -6,6353 -6,1371 -5,6475 -5,1980
F3    -2,6083 -2,5421 -2,3490 -1,9728 -1,4278 -0,8077 -0,2438 0,1706 0,4143 0,5036 0,4482 0,2488 -0,0773 -0,4728 -0,8429 -1,0876 -1,1403 -0,9794 -0,6160 -0,0786 0,5946 1,3506 2,1142 2,8081 3,3801 3,7952 4,0198 4,0411 3,8950 3,6479 3,3464 2,9862 2,5244 1,9297 1,2307 0,5080 -0,1579 -0,7200 -1,1600 -1,4725 -1,6577 -1,7288 -1,7285 -1,7358 -1,8397 -2,0927 -2,4805 -2,9336 -3,3567 -3,6466 -3,7125 -3,5188 -3,1100 -2,5784 -2,0075 -1,4551 -0,9858 -0,6894 -0,6337 -0,8073 -1,1254 -1,4803 -1,7795 -1,9566 -1,9676 -1,8035 -1,5179 -1,2211 -1,0251 -0,9825 -1,0611 -1,1517 -1,0991 -0,7561 -0,0498 0,9708 2,1365 3,2124 3,9711 4,2508 3,9871 3,2221 2,0978 0,8218 -0,3986 -1,4234 -2,2081 -2,7837 -3,2125 -3,5493 -3,8202 -4,0301 -4,1969 -4,3704 -4,6167 -4,9893 -5,5014 -6,1109 -6,7356 -7,2860 -7,6951 -7,9274 -7,9708 -7,8354 -7,5526 -7,1487 -6,6228 -5,9741 -5,2595 -4,6094 -4,1717 -4,0368 -4,2008 -4,5732 -5,0217 -5,4302 -5,7314 -5,9064 -5,9781 -5,9979 -6,0108 -6,0137 -5,9423 -5,6980 -5,1904 -4,3776 -3,3065 -2,1294 -1,0613 -0,2997 0,0310 -0,0940 -0,5724 -1,1839 -1,6658 -1,8159 -1,5611 -0,9654 -0,1887 0,5705 1,1303 1,3733 1,2770 0,9135 0,4163 -0,0768 -0,4883 -0,8321 -1,1818 -1,5991 -2,0728 -2,5140 -2,8049 -2,8583 -2,6544 -2,2514 -1,7702 -1,3444 -1,0549 -0,9098 -0,8776 -0,9197 -0,9954 -1,0624 -1,0940 -1,0944 -1,1025 -1,1854 -1,4215 -1,8732 -2,5460 -3,3564 -4,1384 -4,6924 -4,8545 -4,5582 -3,8564 -2,8766 -1,7599 -0,6412 0,3445 1,0697 1,4476 1,4801 1,2650 0,9193 0,4890 -0,0541 -0,7431 -1,5710 -2,4896 -3,4103 -4,2197 -4,8299 -5,2255 -5,4618 -5,6134 -5,7092 -5,7068 -5,5328 -5,1578 -4,6480 -4,1484 -3,8088 -3,7187 -3,8945 -4,2876 -4,7959 -5,3009 -5,7157 -6,0100 -6,2042 -6,3413 -6,4608 -6,5951 -6,7673 -6,9638 -7,1172 -7,1373 -6,9586 -6,5673 -6,0115 -5,3911 -4,8109 -4,3216 -3,9037 -3,5159 -3,1543 -2,8703 -2,7418 -2,8227 -3,0935 -3,4483 -3,7371 -3,8466 -3,7492 -3,4883 -3,1436 -2,8135 -2,5963 -2,5581 -2,7067 -2,9897 -3,3158 -3,5948 -3,7725 -3,8255 -3,7315 -3,4703 -3,0573 -2,5619 -2,0896 -1,7546 -1,6527 -1,8342 -2,2863 -2,9340 -3,6555 -4,3100 -4,7825 -5,0291 -5,0968 -5,0903 -5,1016 -5,1587 -5,2331 -5,2750 -5,2338 -5,0537 -4,6675 -4,0200 -3,1230 -2,0841 -1,0779 -0,2939 0,1116 0,0663 -0,3852 -1,0911 -1,8411 -2,4431 -2,7999 -2,9314 -2,9351 -2,9208 -2,9609 -3,0570 -3,1315 -3,0691 -2,7919 -2,3133 -1,7476 -1,2739 -1,0517 -1,1320 -1,4316 -1,7949 -2,0995 -2,3263 -2,5403 -2,8189 -3,1956 -3,6411 -4,0831 -4,4445 -4,6525 -4,6305 -4,3226 -3,7472 -3,0070 -2,2334 -1,5236 -0,9223 -0,4486 -0,1318 -0,0170 -0,1400 -0,5115 -1,1135 -1,8876 -2,7198 -3,4525 -3,9378 -4,1034 -3,9731 -3,6126 -3,0605 -2,3307 -1,4762 -0,6260 0,0520 0,4263 0,4477 0,1440 -0,4159 -1,1542 -1,9856 -2,7947 -3,4385 -3,8206 -3,9701 -4,0108 -4,0372 -4,0405 -3,9457 -3,6874 -3,2416 -2,6141 -1,8371 -0,9939 -0,2184 0,3697 0,7299 0,9107 1,0113 1,1158 1,2361 1,3167 1,2940 1,1584 0,9677 0,8023 0,7237 0,7800 1,0162 1,4462 2,0147 2,5824 2,9451 2,9078 2,3961 1,5131 0,4954 -0,3757 -0,8525 -0,7923 -0,2100 0,7412 1,8508 2,9271 3,8333 4,4988 4,9128 5,0974 5,0668 4,8101 4,3296 3,7039 3,0977 2,6832 2,5254 2,5398 2,5715 2,5415 2,5389 2,7782 3,4431 4,5274 5,7953 6,8925 7,5203 7,5495 7,0237 6,0807 4,8665 3,5237 2,2384 1,2407 0,7260 0,7802 1,3634 2,3343 3,4966 4,6555 5,6552 6,3725 6,7010 6,5732 5,9907 5,0160 3,7636 2,4244 1,2566 0,5070 0,3272 0,7343 1,6003 2,6730 3,6490 4,2843 4,4926 4,3697 4,1123 3,8946 3,8043 3,8505 3,9903 4,1441 4,2127 4,1218 3,8726 3,5505 3,2843 3,1954 3,3635 3,8079 4,4832 5,2939 6,1069 6,7494 7,0411 6,8803 6,3051 5,4869 4,6670 4,0303 3,5871 3,1944 2,6992 2,0504 1,3063 0,5858 0,0145 -0,3171 -0,3719 -0,1706 0,2130 0,6951 1,2379 1,8429 2,4881 3,0816 3,4783 3,5623 3,3323 2,9151 2,4953 2,2180 2,1244 2,1504 2,1622 1,9996 1,5192 0,6371 -0,6141 -2,0441 -3,3595 -4,2914 -4,6859 -4,5148 -3,8498 -2,8421 -1,6950 -0,5947 0,3523 1,1125 1,6819 2,0629 2,2667 2,3217 2,2664 2,1269 1,9061 1,5980 1,2084 0,7691 0,3316 -0,0525 -0,3421 -0,4955 -0,4669 -0,2351 0,1534 0,5729 0,8608 0,8933 0,6458 0,1953 -0,3289 -0,8051 -1,1609 -1,3756 -1,4538 -1,4131 -1,2900 -1,1348 -1,0047 -0,9577 -1,0259 -1,1920 -1,4048 -1,6127 -1,7831 -1,9103 -2,0152 -2,1315 -2,2960 -2,5535 -2,9613 -3,5754 -4,4185 -5,4385 -6,4994 -7,4225 -8,0411 -8,2393 -7,9838 -7,3507 -6,5081 -5,6480 -4,9188 -4,4049 -4,1328 -4,0731 -4,1619 -4,3577 -4,6837 -5,1973 -5,9023 -6,6989 -7,4210 -7,9204 -8,1312 -8,0675 -7,7738 -7,3007 -6,7144 -6,0866 -5,4563 -4,8147 -4,1517 -3,5135 -2,9909 -2,6787 -2,6696 -3,0347 -3,7634 -4,7414 -5,7966 -6,7562 -7,4762 -7,8545 -7,8442 -7,4649 -6,8147 -6,0672 -5,4268 -5,0702 -5,0944 -5,4750 -6,0666 -6,6668 -7,0948 -7,2369 -7,0579 -6,5962 -5,9520 -5,2546 -4,6150 -4,0893
F7    -0,3597 -0,5583 -0,7361 -0,8695 -0,9570 -1,0025 -1,0019 -0,9515 -0,8600 -0,7483 -0,6365 -0,5278 -0,4121 -0,2866 -0,1678 -0,0828 -0,0456 -0,0408 -0,0214 0,0808 0,3239 0,7154 1,2078 1,7318 2,2248 2,6401 2,9480 3,1314 3,1749 3,0638 2,8002 2,4155 1,9556 1,4634 0,9748 0,5139 0,0812 -0,3371 -0,7402 -1,1098 -1,4318 -1,7052 -1,9299 -2,1019 -2,2157 -2,2517 -2,1772 -1,9844 -1,7219 -1,4743 -1,3146 -1,2719 -1,3348 -1,4709 -1,6415 -1,8071 -1,9406 -2,0374 -2,1060 -2,1503 -2,1697 -2,1669 -2,1503 -2,1265 -2,0913 -2,0343 -1,9496 -1,8299 -1,6489 -1,3653 -0,9561 -0,4357 0,1517 0,7443 1,2732 1,6883 1,9789 2,1655 2,2773 2,3329 2,3231 2,2098 1,9508 1,5267 0,9478 0,2516 -0,5018 -1,2424 -1,9108 -2,4775 -2,9425 -3,3162 -3,6082 -3,8298 -3,9969 -4,1245 -4,2138 -4,2513 -4,2224 -4,1240 -3,9711 -3,7991 -3,6535 -3,5650 -3,5344 -3,5452 -3,5881 -3,6664 -3,7832 -3,9314 -4,0982 -4,2774 -4,4739 -4,6927 -4,9290 -5,1742 -5,4192 -5,6406 -5,7933 -5,8290 -5,7220 -5,4725 -5,0931 -4,6039 -4,0356 -3,4260 -2,8078 -2,2018 -1,6179 -1,0560 -0,5156 -0,0166 0,4014 0,7068 0,8893 0,9508 0,9038 0,7829 0,6398 0,5145 0,4180 0,3498 0,3160 0,3207 0,3555 0,4062 0,4659 0,5386 0,6246 0,7024 0,7356 0,6978 0,5874 0,4227 0,2284 0,0222 -0,1886 -0,4022 -0,6221 -0,8599 -1,1267 -1,4171 -1,7056 -1,9546 -2,1306 -2,2197 -2,2336 -2,2013 -2,1514 -2,0968 -2,0323 -1,9392 -1,7942 -1,5809 -1,2989 -0,9594 -0,5765 -0,1713 0,2143 0,5221 0,7056 0,7571 0,7103 0,6251 0,5586 0,5374 0,5568 0,5923 0,6001 0,5158 0,2779 -0,1380 -0,7059 -1,3632 -2,0419 -2,6973 -3,3116 -3,8706 -4,3456 -4,7020 -4,9228 -5,0234 -5,0430 -5,0240 -4,9999 -4,9973 -5,0421 -5,1454 -5,2849 -5,4096 -5,4711 -5,4539 -5,3772 -5,2562 -5,0773 -4,8299 -4,5506 -4,3181 -4,2065 -4,2423 -4,3941 -4,5951 -4,7714 -4,8619 -4,8410 -4,7310 -4,5805 -4,4218 -4,2514 -4,0518 -3,8235 -3,5923 -3,3896 -3,2330 -3,1331 -3,1013 -3,1307 -3,1817 -3,2094 -3,2028 -3,1875 -3,1913 -3,2064 -3,1804 -3,0544 -2,8192 -2,5288 -2,2631 -2,0881 -2,0354 -2,0867 -2,1745 -2,2203 -2,1856 -2,0900 -1,9941 -1,9654 -2,0432 -2,2222 -2,4613 -2,7066 -2,9155 -3,0712 -3,1788 -3,2578 -3,3334 -3,4255 -3,5418 -3,6725 -3,7869 -3,8453 -3,8249 -3,7286 -3,5681 -3,3455 -3,0554 -2,6964 -2,2846 -1,8634 -1,4962 -1,2380 -1,1076 -1,0853 -1,1298 -1,2023 -1,2817 -1,3594 -1,4268 -1,4733 -1,4905 -1,4706 -1,4077 -1,3074 -1,1944 -1,1044 -1,0621 -1,0619 -1,0666 -1,0291 -0,9232 -0,7706 -0,6382 -0,5965 -0,6853 -0,9156 -1,2767 -1,7242 -2,1787 -2,5475 -2,7464 -2,7195 -2,4703 -2,0813 -1,6843 -1,3911 -1,2417 -1,2068 -1,2295 -1,2674 -1,3032 -1,3309 -1,3367 -1,2912 -1,1603 -0,9344 -0,6487 -0,3621 -0,1240 0,0250 0,0396 -0,1110 -0,4020 -0,7445 -1,0258 -1,1640 -1,1365 -0,9763 -0,7410 -0,4720 -0,1801 0,1318 0,4479 0,7367 0,9566 1,0694 1,0586 0,9352 0,7308 0,4976 0,3039 0,2119 0,2562 0,4347 0,7090 1,0193 1,3047 1,5136 1,6158 1,6156 1,5552 1,4830 1,4050 1,2802 1,0681 0,7730 0,4505 0,1937 0,1105 0,2799 0,7095 1,3238 1,9800 2,5079 2,7748 2,7399 2,4521 2,0055 1,5049 1,0574 0,7651 0,6916 0,8210 1,0681 1,3447 1,6114 1,8809 2,1919 2,5696 2,9966 3,4190 3,7713 4,0011 4,0890 4,0497 3,9175 3,7345 3,5412 3,3618 3,1990 3,0528 2,9421 2,9051 2,9765 3,1559 3,3844 3,5595 3,5976 3,4932 3,3218 3,1869 3,1589 3,2463 3,4056 3,5752 3,7086 3,7907 3,8349 3,8647 3,8947 3,9330 3,9902 4,0747 4,1809 4,2900 4,3873 4,4801 4,5899 4,7202 4,8381 4,8916 4,8480 4,7146 4,5276 4,3300 4,1594 4,0387 3,9746 3,9651 4,0053 4,0836 4,1762 4,2531 4,2905 4,2819 4,2371 4,1716 4,1096 4,0976 4,1964 4,4326 4,7606 5,0810 5,2915 5,3243 5,1611 4,8215 4,3399 3,7562 3,1187 2,4884 1,9391 1,5455 1,3526 1,3521 1,4933 1,6997 1,8714 1,9181 1,8144 1,6066 1,3693 1,1705 1,0551 1,0250 1,0351 1,0287 0,9817 0,8999 0,7776 0,5819 0,2856 -0,0897 -0,4719 -0,7896 -1,0229 -1,2054 -1,3948 -1,6323 -1,9046 -2,1434 -2,2643 -2,2181 -2,0234 -1,7464 -1,4462 -1,1459 -0,8479 -0,5621 -0,3119 -0,1168 0,0297 0,1675 0,3454 0,5760 0,8195 1,0149 1,1182 1,1186 1,0330 0,8894 0,7176 0,5489 0,4127 0,3330 0,3315 0,4262 0,6142 0,8565 1,0937 1,2805 1,3994 1,4506 1,4375 1,3573 1,1999 0,9585 0,6363 0,2421 -0,2119 -0,7059 -1,2106 -1,6874 -2,0879 -2,3656 -2,4960 -2,4835 -2,3597 -2,1840 -2,0300 -1,9646 -2,0391 -2,2888 -2,7208 -3,2966 -3,9224 -4,4678 -4,8266 -4,9763 -4,9825 -4,9438 -4,9344 -4,9853 -5,0946 -5,2375 -5,3778 -5,4853 -5,5494 -5,5780 -5,5898 -5,6024 -5,6166 -5,6077 -5,5419 -5,3992 -5,1784 -4,8915 -4,5637 -4,2423 -3,9917 -3,8592 -3,8480 -3,9285 -4,0610 -4,2081 -4,3479 -4,4709 -4,5634 -4,6065 -4,5951 -4,5433 -4,4711 -4,3944 -4,3230 -4,2580 -4,2018 -4,1732 -4,1949 -4,2719 -4,3899 -4,5219 -4,6322 -4,6896 -4,6840 -4,6290 -4,5485 -4,4641 -4,3932 -4,3456 -4,3159 -4,2843
