Fp1   0,9137 0,7906 0,8363 0,9786 1,0707 0,9886 0,7061 0,3118 -0,0374 -0,2009 -0,1315 0,1060 0,3986 0,6635 0,8568 0,9302 0,8246 0,5180 0,0756 -0,3654 -0,6872 -0,8527 -0,8751 -0,7693 -0,5539 -0,2627 0,0701 0,4157 0,7223 0,8972 0,8317 0,4660 -0,1377 -0,8021 -1,3477 -1,6798 -1,7566 -1,5473 -1,0708 -0,4312 0,2089 0,6891 0,9224 0,9249 0,7562 0,4311 -0,0857 -0,7947 -1,5949 -2,3203 -2,8431 -3,1439 -3,3001 -3,4142 -3,5480 -3,7128 -3,8979 -4,0829 -4,2341 -4,3200 -4,3413 -4,3275 -4,2829 -4,1409 -3,7730 -3,0630 -2,0045 -0,7286 0,5648 1,6893 2,5077 2,9546 3,0560 2,9023 2,5877 2,1761 1,7028 1,1973 0,7196 0,3569 0,1724 0,1629 0,2666 0,4156 0,5835 0,7698 0,9565 1,1051 1,2012 1,2900 1,4490 1,7256 2,1034 2,5171 2,8894 3,1701 3,3678 3,5410 3,7288 3,8881 3,9139 3,7285 3,3488 2,8593 2,3518 1,9100 1,5959 1,4234 1,3714 1,4156 1,5331 1,7063 1,9386 2,2395 2,5810 2,8750 3,0030 2,8864 2,5278 1,9799 1,3257 0,7266 0,4174 0,5819 1,2310 2,1795 3,1238 3,8021 4,1295 4,1877 4,1036 3,9424 3,7014 3,3806 3,0359 2,7731 2,7088 2,9248 3,4397 4,2113 5,1326 6,0208 6,6704 6,9689 6,9560 6,7767 6,5791 6,4449 6,4141 6,5370 6,8519 7,3372 7,9275 8,5299 8,9947 9,1317 8,8069 8,0186 6,8917 5,6299 4,4568 3,5590 3,0403 2,9073 3,0955 3,5065 4,0160 4,4828 4,8039 4,9577 4,9881 4,9767 5,0180 5,1499 5,3044 5,3628 5,2392 4,8882 4,2842 3,4425 2,4383 1,3741 0,3274 -0,6745 -1,6326 -2,5324 -3,3317 -3,9671 -4,3271 -4,2507 -3,6229 -2,4909 -1,0776 0,3150 1,4214 2,0703 2,1986 1,8679 1,2579 0,5741 -0,0601 -0,6169 -1,1216 -1,6186 -2,1203 -2,5585 -2,8048 -2,7519 -2,3702 -1,6918 -0,7624 0,3648 1,6013 2,8340 3,9642 4,9166 5,6204 6,0213 6,1358 6,0689 5,9518 5,8903 5,9686 6,2491 6,7461 7,4161 8,1836 8,9541 9,6017 9,9931 10,0645 9,8550 9,4570 8,9731 8,5191 8,2036 8,0838 8,1817 8,5212 9,0957 9,8323 10,6294 11,3941 12,0292 12,4379 12,5786 12,4917 12,2548 11,9072 11,4316 10,8209 10,1357 9,4857 8,9880 8,7372 8,7589 8,9960 9,3627 9,7832 10,1879 10,5169 10,7152 10,7246 10,5113 10,0914 9,5084 8,8060 8,0276 7,2250 6,4601 5,7982 5,2922 4,9621 4,7826 4,6768 4,5288 4,2499 3,8558 3,4419 3,0814 2,7701 2,4555 2,1084 1,7823 1,6027 1,6751 1,9979 2,4635 2,9278 3,2880 3,5330 3,7045 3,8116 3,8379 3,8136 3,8073 3,8381 3,8173 3,6074 3,1438 2,4884 1,8046 1,3108 1,1849 1,4584 1,9938 2,5559 2,9293 3,0161 2,8475 2,5266 2,1772 1,9207 1,8569 2,0313 2,3995 2,8363 3,2144 3,4753 3,6148 3,6263 3,4825 3,1584 2,6510 1,9933 1,2616 0,5666 0,0330 -0,2316 -0,1874 0,0959 0,4587 0,7413 0,8796 0,9394 1,0654 1,3618 1,7779 2,1136 2,1521 1,7768 0,9925 -0,0914 -1,2840 -2,3760 -3,2166 -3,7420 -3,9394 -3,7947 -3,2910 -2,4597 -1,4025 -0,2495 0,8852 1,9036 2,7118 3,2479 3,5340 3,6696 3,7628 3,8780 4,0413 4,2680 4,5518 4,8222 4,9617 4,8922 4,6379 4,3223 4,1231 4,1895 4,5494 5,0762 5,5616 5,8517 5,9227 5,8384 5,6737 5,4652 5,1919 4,8052 4,2827 3,6317 2,8766 2,1035 1,4881 1,2216 1,4190 2,0914 3,1563 4,4374 5,7091 6,8179 7,7307 8,4437 8,9209 9,1259 9,0409 8,6754 8,1079 7,4790 6,9207 6,5300 6,3896 6,5283 6,8635 7,2612 7,6649 8,1359 8,7778 9,6468 10,7171 11,8898 13,0367 14,0457 14,8159 15,2334 15,2147 14,7798 14,0358 13,0977 12,0652 11,0352 10,0878 9,2651 8,5638 7,9337 7,3125 6,6884 6,1092 5,6396 5,3329 5,2188 5,2921 5,5192 5,8583 6,2692 6,7014 7,0830 7,3496 7,4825 7,4990 7,4268 7,3020 7,1436 6,9115 6,5272 5,9656 5,3368 4,8646 4,7383 4,9588 5,3334 5,6172 5,6601 5,4631 5,1416 4,8490 4,7237 4,8542 5,2300 5,7201 6,1318 6,3062 6,1777 5,7857 5,2513 4,7213 4,2987 3,9983 3,7679 3,5595 3,3797 3,2764 3,3009 3,4858 3,8480 4,3918 5,0758 5,7705 6,2859 6,4791 6,3448 6,0050 5,6190 5,2832 4,9856 4,6473 4,2254 3,8013 3,5558 3,6358 4,0544 4,7156 5,4938 6,2616 6,8791 7,2471 7,3751 7,3551 7,2796 7,1944 7,0904 6,9281 6,6857 6,3918 6,1182 5,9658 6,0600 6,5151 7,3587 8,4856 9,7030 10,8134 11,6705 12,1962 12,3535 12,1178 11,5067 10,6155 9,5845 8,5494 7,6428 7,0081 6,7530 6,8769 7,2523 7,6762 7,9541 7,9753 7,7205 7,2050 6,4430 5,4819 4,4348 3,4447 2,6294 2,0678 1,8057 1,8563 2,2012 2,7891 3,5370 4,3496 5,1319 5,7839 6,2170 6,4010 6,3869 6,2638 6,1065 5,9666 5,8677 5,7953 5,7252 5,6548 5,5773 5,4547 5,2673 5,0752 5,0051 5,1757 5,6209 6,2631 6,9680 7,6174 8,1314 8,4702 8,6625 8,8140 9,0340 9,3378 9,6391 9,8309 9,8642 9,7706 9,6312 9,5369 9,5665 9,7471 9,9991 10,1532 10,0596 9,6916 9,1618 8,6399 8,2362 7,9590 7,7677 7,6300 7,5316 7,4625 7,4125 7,3785 7,3583 7,3229 7,2001 6,9049 6,4040 5,7389
Fz    0,0242 -0,0250 -0,0022 0,0706 0,1578 0,2235 0,2385 0,1938 0,1138 0,0355 -0,0326 -0,1109 -0,2051 -0,2797 -0,2887 -0,2234 -0,1176 -0,0098 0,0951 0,2183 0,3578 0,4620 0,4730 0,3737 0,1814 -0,0676 -0,3066 -0,4524 -0,4615 -0,3618 -0,2250 -0,1098 -0,0182 0,0947 0,2641 0,4747 0,6797 0,8401 0,9372 0,9685 0,9332 0,8182 0,6087 0,3118 -0,0470 -0,4504 -0,8975 -1,3781 -1,8459 -2,2332 -2,5004 -2,6650 -2,7769 -2,8695 -2,9411 -2,9758 -2,9591 -2,8670 -2,6627 -2,3170 -1,8377 -1,2769 -0,7028 -0,1605 0,3482 0,8538 1,3808 1,9180 2,4163 2,8041 3,0130 3,0215 2,8887 2,7249 2,6186 2,5914 2,6071 2,6120 2,5863 2,5643 2,6066 2,7620 3,0468 3,4440 3,9148 4,4063 4,8596 5,2264 5,4862 5,6552 5,7786 5,9020 6,0416 6,1798 6,2832 6,3248 6,3010 6,2328 6,1334 5,9724 5,6880 5,2468 4,6984 4,1556 3,7176 3,4202 3,2398 3,1306 3,0669 3,0523 3,0852 3,1377 3,1768 3,1870 3,1612 3,0793 2,9091 2,6393 2,2977 1,9267 1,5699 1,2999 1,2172 1,3947 1,8374 2,4774 3,1903 3,8585 4,4380 4,9491 5,4182 5,8489 6,2386 6,5954 6,9298 7,2383 7,5029 7,7026 7,8256 7,8855 7,9170 7,9404 7,9415 7,8990 7,8187 7,7384 7,7013 7,7295 7,8321 8,0184 8,2820 8,5901 8,9065 9,2056 9,4544 9,6083 9,6386 9,5480 9,3617 9,1227 8,8898 8,7222 8,6607 8,7189 8,8793 9,0911 9,2722 9,3360 9,2414 9,0189 8,7449 8,5065 8,3761 8,3711 8,4284 8,4413 8,3182 8,0024 7,4674 6,7250 5,8242 4,8303 3,8076 2,8091 1,8645 0,9849 0,1850 -0,4967 -0,9813 -1,1685 -1,0080 -0,5614 0,0188 0,5654 0,9511 1,0950 0,9537 0,5433 -0,0400 -0,6622 -1,2282 -1,7045 -2,0938 -2,4071 -2,6416 -2,7645 -2,7273 -2,5038 -2,1113 -1,5910 -0,9692 -0,2469 0,5783 1,4887 2,4347 3,3409 4,1256 4,7251 5,1163 5,3290 5,4353 5,5188 5,6464 5,8487 6,1217 6,4544 6,8459 7,2806 7,6950 7,9971 8,1262 8,0815 7,9035 7,6547 7,4129 7,2419 7,1586 7,1473 7,1908 7,2654 7,3305 7,3644 7,3985 7,4913 7,6813 7,9690 8,3191 8,6688 8,9419 9,0710 9,0292 8,8454 8,5827 8,3073 8,0685 7,8943 7,8034 7,8151 7,9283 8,1033 8,2860 8,4338 8,5131 8,5012 8,3986 8,2191 7,9677 7,6410 7,2414 6,7737 6,2327 5,6114 4,9237 4,2205 3,5726 3,0299 2,6080 2,3154 2,1619 2,1327 2,1768 2,2309 2,2565 2,2575 2,2637 2,3028 2,3856 2,5047 2,6340 2,7400 2,8042 2,8198 2,7700 2,6404 2,4490 2,2347 2,0126 1,7544 1,4188 0,9908 0,4923 -0,0164 -0,4326 -0,6515 -0,6274 -0,3902 -0,0130 0,4304 0,8928 1,3507 1,7841 2,1712 2,5013 2,7773 2,9983 3,1441 3,1884 3,1280 2,9940 2,8248 2,6338 2,4066 2,1238 1,7869 1,4339 1,1246 0,9049 0,7918 0,7870 0,8834 1,0498 1,2253 1,3447 1,3766 1,3429 1,2985 1,2759 1,2357 1,0848 0,7486 0,2151 -0,4823 -1,2853 -2,1098 -2,8548 -3,4235 -3,7387 -3,7515 -3,4434 -2,8322 -1,9866 -1,0246 -0,0712 0,7859 1,5016 2,0502 2,4254 2,6657 2,8517 3,0597 3,3198 3,6223 3,9564 4,3257 4,7202 5,0984 5,4114 5,6375 5,7976 5,9490 6,1570 6,4541 6,8168 7,1857 7,5017 7,7174 7,7879 7,6746 7,3514 6,8141 6,1014 5,2999 4,5023 3,7679 3,1427 2,6893 2,4640 2,4808 2,7152 3,1173 3,6106 4,1170 4,6123 5,1179 5,6294 6,0945 6,4491 6,6389 6,6344 6,4573 6,1810 5,9009 5,7189 5,7264 5,9502 6,3227 6,7451 7,1797 7,6701 8,2888 9,0808 10,0377 11,0995 12,1782 13,1805 14,0011 14,5131 14,6193 14,3284 13,7537 13,0380 12,2959 11,5878 10,9225 10,2890 9,6837 9,1047 8,5505 8,0377 7,6010 7,2698 7,0550 6,9551 6,9599 7,0513 7,2032 7,3789 7,5262 7,5837 7,5056 7,2844 6,9515 6,5617 6,1772 5,8402 5,5456 5,2498 4,9247 4,6105 4,4101 4,4190 4,6505 5,0260 5,4282 5,7648 6,0004 6,1529 6,2716 6,4095 6,6011 6,8391 7,0605 7,1648 7,0692 6,7596 6,3023 5,8091 5,3845 5,0828 4,8879 4,7379 4,5822 4,4175 4,2750 4,1851 4,1549 4,1731 4,2236 4,2751 4,2656 4,1232 3,8206 3,4021 2,9606 2,5892 2,3341 2,1715 2,0352 1,8780 1,7164 1,6188 1,6459 1,8068 2,0750 2,4277 2,8425 3,2755 3,6860 4,0743 4,4693 4,8893 5,3209 5,7300 6,0928 6,4142 6,7188 7,0349 7,3919 7,8268 8,3713 9,0180 9,7066 10,3538 10,8891 11,2672 11,4690 11,4882 11,3202 10,9854 10,5546 10,1272 9,7881 9,5898 9,5564 9,6775 9,8928 10,0896 10,1278 9,9015 9,3990 8,6937 7,8833 7,0556 6,2942 5,6700 5,2095 4,8903 4,6781 4,5602 4,5448 4,6444 4,8599 5,1741 5,5569 5,9760 6,3867 6,7173 6,8943 6,8932 6,7541 6,5480 6,3348 6,1376 5,9475 5,7528 5,5551 5,3562 5,1512 4,9495 4,7898 4,7248 4,7917 4,9867 5,2605 5,5524 5,8293 6,0842 6,3217 6,5649 6,8571 7,2297 7,6714 8,1353 8,5745 8,9627 9,2845 9,5159 9,6293 9,6202 9,5125 9,3264 9,0468 8,6413 8,1179 7,5581 7,0787 6,7564 6,5949 6,5577 6,6106 6,7372 6,9276 7,1624 7,4059 7,6084 7,7107 7,6493 7,3782 6,9008 6,2728
F3    -0,6491 -0,6850 -0,6190 -0,4562 -0,2338 -0,0031 0,1847 0,2990 0,3457 0,3461 0,2985 0,1848 0,0171 -0,1512 -0,2641 -0,3002 -0,2702 -0,1850 -0,0306 0,2150 0,5283 0,8221 1,0015 1,0247 0,9037 0,6818 0,4283 0,2170 0,0830 0,0091 -0,0454 -0,1074 -0,1627 -0,1617 -0,0654 0,1136 0,3217 0,5058 0,6382 0,7152 0,7329 0,6644 0,4779 0,1777 -0,1936 -0,5980 -1,0291 -1,4867 -1,9346 -2,3060 -2,5535 -2,6822 -2,7331 -2,7449 -2,7398 -2,7355 -2,7460 -2,7588 -2,7239 -2,5832 -2,3109 -1,9255 -1,4650 -0,9554 -0,3971 0,2247 0,9101 1,6167 2,2593 2,7331 2,9504 2,8881 2,6192 2,2758 1,9629 1,7099 1,4900 1,2737 1,0774 0,9637 0,9955 1,1981 1,5520 2,0043 2,4902 2,9491 3,3316 3,6056 3,7645 3,8355 3,8728 3,9262 4,0108 4,1087 4,1950 4,2562 4,2993 4,3472 4,4012 4,4067 4,2688 3,9217 3,3981 2,8177 2,3049 1,9272 1,6923 1,5710 1,5269 1,5282 1,5323 1,4892 1,3729 1,1946 0,9785 0,7323 0,4457 0,1196 -0,2190 -0,5439 -0,8373 -1,0434 -1,0618 -0,8130 -0,2958 0,3998 1,1250 1,7626 2,2976 2,7869 3,2817 3,7954 4,3191 4,8380 5,3306 5,7683 6,1223 6,3712 6,5067 6,5451 6,5242 6,4670 6,3626 6,1960 5,9901 5,8112 5,7299 5,7821 5,9727 6,2969 6,7319 7,2217 7,6906 8,0638 8,2692 8,2525 8,0088 7,5878 7,0722 6,5624 6,1633 5,9563 5,9714 6,1839 6,5316 6,9240 7,2460 7,3906 7,3234 7,1047 6,8419 6,6334 6,5408 6,5643 6,6358 6,6616 6,5743 6,3377 5,9295 5,3469 4,6137 3,7703 2,8650 1,9468 1,0500 0,1949 -0,5940 -1,2716 -1,7570 -1,9446 -1,7717 -1,2880 -0,6425 -0,0061 0,4865 0,7414 0,7004 0,3721 -0,1356 -0,6626 -1,0903 -1,3769 -1,5334 -1,5964 -1,5966 -1,5326 -1,3783 -1,1178 -0,7647 -0,3455 0,1361 0,7066 1,3925 2,1909 3,0631 3,9421 4,7489 5,4141 5,9033 6,2302 6,4444 6,6052 6,7598 6,9345 7,1401 7,3889 7,6986 8,0598 8,4044 8,6284 8,6628 8,5143 8,2439 7,9321 7,6594 7,4785 7,3913 7,3731 7,4042 7,4571 7,4862 7,4677 7,4384 7,4697 7,6130 7,8761 8,2307 8,6198 8,9616 9,1669 9,1758 8,9888 8,6619 8,2784 7,9226 7,6611 7,5365 7,5713 7,7540 8,0308 8,3358 8,6216 8,8497 8,9796 8,9799 8,8349 8,5384 8,1014 7,5617 6,9631 6,3211 5,6218 4,8579 4,0622 3,3026 2,6404 2,1101 1,7356 1,5345 1,4977 1,5814 1,7287 1,8996 2,0854 2,2936 2,5274 2,7801 3,0380 3,2763 3,4649 3,5899 3,6503 3,6379 3,5522 3,4261 3,3087 3,2136 3,0906 2,8563 2,4505 1,8681 1,1766 0,5170 0,0448 -0,1542 -0,0851 0,1933 0,6146 1,1260 1,6842 2,2402 2,7426 3,1571 3,4689 3,6622 3,7082 3,5866 3,3174 2,9628 2,5878 2,2198 1,8516 1,4728 1,0936 0,7515 0,4983 0,3668 0,3565 0,4474 0,6091 0,7925 0,9308 0,9656 0,8823 0,7278 0,5828 0,4975 0,4377 0,3048 0,0105 -0,4761 -1,1342 -1,8999 -2,6695 -3,3263 -3,7735 -3,9465 -3,8128 -3,3658 -2,6315 -1,6910 -0,6776 0,2703 1,0615 1,6622 2,0696 2,3017 2,4149 2,4992 2,6302 2,8268 3,0598 3,2997 3,5446 3,8019 4,0653 4,3186 4,5527 4,7770 5,0214 5,3224 5,6941 6,1115 6,5282 6,9042 7,2059 7,3957 7,4327 7,2774 6,9044 6,3324 5,6355 4,9048 4,2055 3,5898 3,1268 2,8860 2,9016 3,1631 3,6257 4,2122 4,8367 5,4530 6,0499 6,5951 7,0246 7,2794 7,3228 7,1535 6,8246 6,4292 6,0622 5,8119 5,7611 5,9431 6,3035 6,7439 7,2066 7,7115 8,3211 9,0787 9,9690 10,9204 11,8417 12,6525 13,2715 13,6002 13,5676 13,2020 12,6235 11,9639 11,3116 10,6975 10,1030 9,4972 8,8807 8,2864 7,7503 7,3000 6,9569 6,7321 6,6218 6,6146 6,6974 6,8553 7,0659 7,2889 7,4604 7,5105 7,3995 7,1419 6,7941 6,4288 6,1157 5,8965 5,7538 5,6181 5,4241 5,1743 4,9488 4,8442 4,8922 5,0339 5,1713 5,2420 5,2483 5,2371 5,2735 5,4206 5,7148 6,1322 6,5750 6,9058 7,0129 6,8621 6,5063 6,0502 5,5982 5,2146 4,9077 4,6467 4,4090 4,2111 4,0938 4,0871 4,1909 4,3851 4,6397 4,9024 5,0864 5,0981 4,8955 4,5191 4,0676 3,6475 3,3212 3,0762 2,8525 2,6119 2,3873 2,2649 2,3163 2,5455 2,9025 3,3344 3,7984 4,2477 4,6484 5,0073 5,3564 5,7138 6,0614 6,3578 6,5753 6,7213 6,8252 6,9226 7,0588 7,2946 7,6839 8,2297 8,8724 9,5254 10,1079 10,5528 10,8112 10,8474 10,6462 10,2519 9,7833 9,3773 9,1219 9,0443 9,1361 9,3553 9,6118 9,7727 9,7032 9,3344 8,7114 7,9595 7,1999 6,5134 5,9577 5,5723 5,3544 5,2564 5,2182 5,2021 5,2067 5,2602 5,3964 5,6249 5,9273 6,2739 6,6231 6,9100 7,0692 7,0821 6,9901 6,8603 6,7410 6,6389 6,5284 6,3826 6,1917 5,9523 5,6638 5,3503 5,0704 4,8927 4,8578 4,9539 5,1272 5,3314 5,5602 5,8268 6,1377 6,5009 6,9332 7,4360 7,9714 8,4722 8,8800 9,1762 9,3718 9,4690 9,4484 9,2989 9,0376 8,6864 8,2368 7,6639 6,9850 6,2977 5,7419 5,4136 5,3164 5,3929 5,5810 5,8378 6,1338 6,4462 6,7550 7,0347 7,2371 7,2855 7,1115 6,7111 6,1523
F7    -1,1290 -0,9808 -0,7406 -0,4252 -0,0867 0,2048 0,3848 0,4297 0,3808 0,3101 0,2469 0,1649 0,0409 -0,1012 -0,2081 -0,2343 -0,1559 0,0312 0,3174 0,6796 1,0673 1,3939 1,5695 1,5544 1,3746 1,0950 0,7922 0,5308 0,3409 0,2152 0,1232 0,0309 -0,0702 -0,1503 -0,1755 -0,1566 -0,1427 -0,1683 -0,2207 -0,2567 -0,2478 -0,2177 -0,2269 -0,3188 -0,4899 -0,7156 -0,9842 -1,2873 -1,5824 -1,8057 -1,9314 -1,9890 -2,0188 -2,0381 -2,0462 -2,0312 -1,9719 -1,8490 -1,6554 -1,3952 -1,0882 -0,7716 -0,4769 -0,2026 0,0794 0,4032 0,7919 1,2355 1,6735 2,0131 2,1756 2,1424 1,9789 1,7945 1,6646 1,5962 1,5528 1,4969 1,4258 1,3802 1,4147 1,5609 1,8062 2,0949 2,3564 2,5421 2,6379 2,6480 2,5794 2,4490 2,2925 2,1522 2,0532 1,9915 1,9477 1,9089 1,8904 1,9358 2,0691 2,2396 2,3295 2,2279 1,9124 1,4603 0,9815 0,5560 0,2208 -0,0187 -0,1734 -0,2681 -0,3513 -0,4797 -0,6774 -0,9223 -1,1713 -1,3936 -1,5896 -1,7779 -1,9761 -2,2054 -2,4753 -2,7368 -2,8876 -2,8414 -2,5746 -2,1335 -1,6193 -1,1358 -0,7326 -0,4037 -0,1202 0,1516 0,4444 0,7749 1,1228 1,4312 1,6446 1,7580 1,8174 1,8791 1,9759 2,1033 2,2192 2,2672 2,2155 2,0807 1,9169 1,7811 1,7176 1,7561 1,9085 2,1632 2,4835 2,8073 3,0593 3,1915 3,2155 3,1840 3,1493 3,1432 3,1808 3,2635 3,3742 3,4832 3,5645 3,5970 3,5501 3,3919 3,1287 2,8305 2,5999 2,5124 2,5809 2,7617 2,9761 3,1437 3,2136 3,1645 2,9918 2,7074 2,3376 1,9106 1,4526 0,9832 0,5007 -0,0098 -0,5407 -1,0413 -1,4216 -1,5749 -1,4379 -1,0472 -0,5223 0,0051 0,4364 0,7018 0,7436 0,5306 0,0936 -0,4766 -1,0793 -1,6338 -2,0705 -2,3371 -2,4201 -2,3414 -2,1350 -1,8337 -1,4732 -1,0857 -0,6787 -0,2354 0,2508 0,7522 1,2180 1,6005 1,8715 2,0230 2,0620 2,0107 1,9138 1,8361 1,8461 1,9857 2,2463 2,5910 2,9962 3,4385 3,8467 4,1031 4,1098 3,8501 3,3879 2,8291 2,2862 1,8418 1,5174 1,2895 1,1399 1,0649 1,0515 1,0900 1,2031 1,4242 1,7500 2,1393 2,5512 2,9617 3,3441 3,6444 3,7833 3,6939 3,3791 2,9324 2,4937 2,1811 2,0532 2,1105 2,3038 2,5482 2,7689 2,9407 3,0741 3,1820 3,2773 3,3729 3,4640 3,5199 3,5008 3,3709 3,0973 2,6526 2,0367 1,3035 0,5546 -0,1077 -0,6235 -0,9709 -1,1395 -1,1277 -0,9589 -0,6851 -0,3694 -0,0665 0,1905 0,3953 0,5638 0,7062 0,8015 0,8147 0,7364 0,5813 0,3614 0,0877 -0,2132 -0,5028 -0,7504 -0,9506 -1,1210 -1,2867 -1,4720 -1,6932 -1,9349 -2,1434 -2,2637 -2,2762 -2,1918 -2,0250 -1,7838 -1,4842 -1,1640 -0,8667 -0,6086 -0,3790 -0,1812 -0,0526 -0,0258 -0,0848 -0,1724 -0,2399 -0,2876 -0,3577 -0,4911 -0,6959 -0,9432 -1,1873 -1,3977 -1,5738 -1,7275 -1,8684 -2,0026 -2,1335 -2,2581 -2,3664 -2,4401 -2,4600 -2,4310 -2,4004 -2,4373 -2,5956 -2,8992 -3,3443 -3,8921 -4,4678 -4,9811 -5,3440 -5,4822 -5,3492 -4,9349 -4,2678 -3,4192 -2,4990 -1,6291 -0,9062 -0,3892 -0,1148 -0,0929 -0,2740 -0,5482 -0,8015 -0,9731 -1,0563 -1,0494 -0,9273 -0,6666 -0,2848 0,1553 0,5761 0,9220 1,1819 1,3902 1,6022 1,8537 2,1383 2,4097 2,5966 2,6311 2,4740 2,1194 1,5874 0,9260 0,2159 -0,4531 -1,0170 -1,4360 -1,6689 -1,6721 -1,4272 -0,9642 -0,3645 0,2601 0,8100 1,2395 1,5546 1,7719 1,8935 1,9026 1,7721 1,4950 1,1137 0,7044 0,3382 0,0758 -0,0215 0,0779 0,3408 0,6923 1,0766 1,4973 2,0041 2,6369 3,3769 4,1499 4,8683 5,4624 5,8700 6,0167 5,8479 5,3937 4,7692 4,1081 3,5074 3,0100 2,6139 2,2965 2,0310 1,7888 1,5448 1,2924 1,0465 0,8284 0,6521 0,5311 0,4818 0,5154 0,6285 0,7940 0,9646 1,0979 1,1790 1,2164 1,2308 1,2513 1,2989 1,3638 1,4008 1,3529 1,1910 0,9489 0,7183 0,5978 0,6327 0,7858 0,9606 1,0634 1,0544 0,9585 0,8467 0,8046 0,8947 1,1269 1,4473 1,7549 1,9382 1,9207 1,6981 1,3406 0,9546 0,6271 0,3851 0,2006 0,0349 -0,1276 -0,2755 -0,3793 -0,4018 -0,3082 -0,0790 0,2652 0,6407 0,9285 1,0475 0,9962 0,8285 0,6047 0,3480 0,0312 -0,3819 -0,8782 -1,3785 -1,7688 -1,9598 -1,9349 -1,7450 -1,4691 -1,1841 -0,9395 -0,7342 -0,5321 -0,3059 -0,0640 0,1534 0,3081 0,4127 0,5328 0,7299 1,0140 1,3537 1,7186 2,1052 2,5132 2,9155 3,2683 3,5347 3,6918 3,7386 3,6853 3,5357 3,3024 3,0316 2,7921 2,6406 2,6170 2,7583 3,0777 3,5219 3,9619 4,2339 4,2166 3,8935 3,3320 2,6210 1,8580 1,1609 0,6378 0,3363 0,2272 0,2371 0,3021 0,3958 0,5173 0,6718 0,8683 1,1202 1,4289 1,7569 2,0197 2,1309 2,0688 1,8985 1,7212 1,6008 1,5330 1,4676 1,3450 1,1216 0,7821 0,3421 -0,1633 -0,6784 -1,1167 -1,3820 -1,4263 -1,2822 -1,0317 -0,7472 -0,4672 -0,2064 0,0380 0,2882 0,5712 0,8949 1,2439 1,5964 1,9339 2,2316 2,4542 2,5685 2,5607 2,4435 2,2340 1,9179 1,4534 0,8330 0,1341 -0,5051 -0,9603 -1,1722 -1,1362 -0,8752 -0,4309 0,1424 0,7853 1,4326 2,0142 2,4576 2,6849 2,6281 2,2786 1,7128
