Fp1   -0,2645 -0,4101 -0,7833 -1,2014 -1,4939 -1,6026 -1,5864 -1,5192 -1,3969 -1,1570 -0,7577 -0,2220 0,3594 0,8556 1,1576 1,2311 1,0982 0,7792 0,2968 -0,2607 -0,7306 -0,9524 -0,8486 -0,4492 0,1348 0,7576 1,2847 1,6271 1,7545 1,6916 1,5020 1,2644 1,0454 0,8670 0,6846 0,4189 0,0356 -0,4171 -0,8474 -1,1705 -1,3293 -1,3004 -1,0942 -0,7475 -0,3102 0,1621 0,6055 0,9463 1,1306 1,1622 1,0959 0,9950 0,9030 0,8398 0,8008 0,7668 0,7341 0,7331 0,8054 0,9630 1,1678 1,3482 1,4464 1,4491 1,3726 1,2402 1,0834 0,9538 0,9366 1,1354 1,5898 2,2020 2,7665 3,0606 2,9125 2,2635 1,2117 -0,0325 -1,2539 -2,2955 -3,0595 -3,5128 -3,6963 -3,6857 -3,5257 -3,2021 -2,6775 -1,9465 -1,0430 0,0000 1,1577 2,3701 3,5117 4,4264 4,9921 5,1544 4,9233 4,3683 3,6033 2,7315 1,7814 0,6978 -0,5825 -2,0200 -3,4247 -4,5301 -5,1205 -5,1123 -4,5644 -3,6433 -2,5705 -1,5735 -0,8442 -0,5011 -0,5589 -0,9290 -1,4659 -2,0211 -2,4711 -2,7412 -2,8164 -2,7090 -2,4153 -1,9138 -1,2020 -0,3345 0,5757 1,4047 2,0866 2,6533 3,2200 3,9271 4,8467 5,9142 6,9613 7,8292 8,4519 8,8518 9,0886 9,2282 9,3437 9,5118 9,7862 10,1865 10,7194 11,3791 12,1147 12,8191 13,3575 13,5895 13,3853 12,6728 11,4901 9,9897 8,3972 6,9507 5,8332 5,1249 4,8021 4,7746 4,9307 5,1658 5,3799 5,4774 5,4052 5,1942 4,9450 4,7638 4,7021 4,7442 4,8318 4,8845 4,8160 4,5672 4,1350 3,5727 2,9595 2,3568 1,7893 1,2751 0,8512 0,5464 0,3435 0,1817 -0,0114 -0,2811 -0,6272 -1,0286 -1,4873 -2,0263 -2,6342 -3,2242 -3,6658 -3,8658 -3,8183 -3,5863 -3,2657 -2,9730 -2,8206 -2,8700 -3,1042 -3,4447 -3,7947 -4,0757 -4,2444 -4,2972 -4,2732 -4,2408 -4,2601 -4,3488 -4,4719 -4,5517 -4,4939 -4,2225 -3,7043 -2,9655 -2,1025 -1,2625 -0,5975 -0,2233 -0,2045 -0,5504 -1,2085 -2,0621 -2,9457 -3,6885 -4,1634 -4,3069 -4,1151 -3,6392 -2,9719 -2,2162 -1,4491 -0,6987 0,0335 0,7231 1,3158 1,7723 2,0950 2,3037 2,4097 2,4166 2,3232 2,1336 1,8912 1,6879 1,6003 1,6097 1,6085 1,5041 1,3050 1,0981 0,9629 0,9212 0,9620 1,0980 1,3706 1,7844 2,2546 2,6369 2,8089 2,7269 2,4350 2,0224 1,5644 1,1124 0,7207 0,4476 0,3340 0,3860 0,5542 0,7238 0,7506 0,5364 0,0895 -0,4669 -0,9452 -1,1687 -1,0198 -0,4533 0,4918 1,6777 2,8906 3,9134 4,5941 4,8731 4,7921 4,4956 4,1717 3,9353 3,7600 3,5244 3,1195 2,5307 1,8516 1,2292 0,7904 0,6054 0,6888 1,0156 1,5354 2,1696 2,8128 3,3693 3,8042 4,1388 4,3913 4,5373 4,5263 4,3217 3,9396 3,4581 2,9841 2,6072 2,3650 2,2272 2,1084 1,9234 1,6511 1,3479 1,1032 0,9899 1,0503 1,2980 1,7082 2,2039 2,6583 2,9367 2,9610 2,7407 2,3504 1,8849 1,4185 0,9872 0,5996 0,2483 -0,0870 -0,4278 -0,7695 -1,0666 -1,2552 -1,2956 -1,1889 -0,9628 -0,6559 -0,3106 0,0275 0,3179 0,5498 0,7649 1,0448 1,4711 2,0798 2,8244 3,5761 4,1737 4,4909 4,4809 4,1823 3,6902 3,1158 2,5418 1,9875 1,4188 0,7944 0,1126 -0,5691 -1,1538 -1,5628 -1,7827 -1,8592 -1,8358 -1,6949 -1,3659 -0,7860 0,0494 1,0840 2,2198 3,3243 4,2324 4,7870 4,9195 4,7048 4,3187 3,9289 3,6130 3,3581 3,1076 2,8073 2,4298 1,9954 1,5951 1,3827 1,5187 2,0859 3,0204 4,1219 5,1439 5,8930 6,2788 6,3063 6,0402 5,5811 5,0500 4,5576 4,1710 3,9005 3,7118 3,5581 3,4201 3,3294 3,3517 3,5224 3,7887 4,0329 4,1564 4,1179 3,9031 3,5020 2,9335 2,2717 1,6264 1,0808 0,6538 0,3355 0,1307 0,0493 0,0991 0,3132 0,7489 1,4313 2,3034 3,2382 4,1082 4,8444 5,4205 5,8057 5,9742 5,9420 5,7566 5,4590 5,0701 4,5900 4,0058 3,3388 2,6971 2,2670 2,2337 2,6807 3,5426 4,6446 5,7710 6,7192 7,3517 7,6297 7,5912 7,3051 6,8512 6,3216 5,8175 5,4307 5,2206 5,1978 5,3146 5,4752 5,5779 5,5579 5,3891 5,0702 4,6284 4,1218 3,6230 3,1949 2,8642 2,6115 2,4102 2,2827 2,2973 2,5035 2,8810 3,3512 3,8374 4,3205 4,8370 5,4217 6,0622 6,6979 7,2350 7,5701 7,6389 7,4625 7,1480 6,8389 6,6575 6,6690 6,8734 7,2206 7,6268 7,9882 8,2157 8,2879 8,2658 8,2402 8,2651 8,3427 8,4492 8,5515 8,6065 8,5635 8,3930 8,1223 7,8312 7,6085 7,5194 7,5981 7,8357 8,1671 8,5024 8,7888 9,0261 9,2174 9,3227 9,2685 8,9997 8,5324 7,9547 7,3704 6,8453 6,3988 6,0282 5,7218 5,4425 5,1163 4,6632 4,0474 3,3019 2,5143 1,7907 1,2166 0,8261 0,5929 0,4426 0,2712 -0,0282 -0,5288 -1,2354 -2,0769 -2,9281 -3,6333 -4,0433 -4,0908 -3,8319 -3,4014 -2,9540 -2,6523 -2,6550 -3,0612 -3,8490 -4,8834 -5,9941 -7,0460 -7,9578 -8,6915 -9,2347 -9,5939 -9,7958 -9,8742 -9,8407 -9,6713 -9,3342 -8,8494 -8,3148 -7,8358 -7,4367 -7,0697 -6,7055 -6,3875 -6,1885 -6,1244 -6,1207 -6,0632 -5,8633 -5,4827 -4,9350 -4,2918 -3,6686 -3,1694 -2,8327 -2,6287 -2,5046 -2,4252 -2,3791 -2,3665 -2,3968 -2,4972 -2,7019 -3,0190 -3,4167 -3,8463 -4,2592
Fz    2,5252 2,4563 2,3792 2,2630 2,1068 1,9370 1,7773 1,6278 1,4636 1,2524 0,9802 0,6620 0,3299 0,0126 -0,2748 -0,5173 -0,6807 -0,7181 -0,5907 -0,2887 0,1436 0,6059 0,9856 1,2083 1,2563 1,1568 0,9522 0,6683 0,3069 -0,1342 -0,6402 -1,1808 -1,7178 -2,2048 -2,5903 -2,8271 -2,8800 -2,7361 -2,4143 -1,9630 -1,4525 -0,9687 -0,5985 -0,3977 -0,3583 -0,4036 -0,4244 -0,3320 -0,0843 0,3216 0,8654 1,5201 2,2605 3,0522 3,8369 4,5459 5,1284 5,5591 5,8266 5,9375 5,9360 5,8968 5,8848 5,9231 6,0028 6,1129 6,2583 6,4590 6,7416 7,1257 7,6064 8,1482 8,6950 9,1773 9,5147 9,6353 9,5069 9,1499 8,6256 8,0133 7,3873 6,8038 6,3096 5,9586 5,7926 5,7941 5,8787 5,9463 5,9461 5,8993 5,8707 5,9137 6,0333 6,1907 6,3342 6,4212 6,4191 6,2974 6,0280 5,5960 5,0113 4,3113 3,5506 2,7832 2,0482 1,3639 0,7264 0,1122 -0,5143 -1,1894 -1,9380 -2,7583 -3,6086 -4,4134 -5,0914 -5,5922 -5,9166 -6,1000 -6,1754 -6,1549 -6,0316 -5,7865 -5,3976 -4,8436 -4,0974 -3,1257 -1,9134 -0,4962 1,0354 2,5753 4,0444 5,4027 6,6381 7,7567 8,7797 9,7329 10,6348 11,4932 12,3096 13,0828 13,8111 14,4944 15,1376 15,7500 16,3427 16,9269 17,5073 18,0704 18,5796 18,9873 19,2561 19,3761 19,3632 19,2445 19,0448 18,7849 18,4905 18,1965 17,9394 17,7388 17,5778 17,4052 17,1612 16,8036 16,3241 15,7581 15,1769 14,6596 14,2603 13,9932 13,8433 13,7820 13,7669 13,7434 13,6605 13,4833 13,1951 12,7996 12,3212 11,7903 11,2256 10,6273 9,9817 9,2654 8,4489 7,5083 6,4461 5,3059 4,1615 3,0853 2,1215 1,2852 0,5799 0,0094 -0,4201 -0,7042 -0,8510 -0,8895 -0,8702 -0,8554 -0,9040 -1,0594 -1,3466 -1,7703 -2,3042 -2,8809 -3,4134 -3,8407 -4,1584 -4,4099 -4,6532 -4,9303 -5,2500 -5,5803 -5,8526 -5,9841 -5,9159 -5,6407 -5,2001 -4,6664 -4,1263 -3,6558 -3,2862 -2,9949 -2,7343 -2,4685 -2,1859 -1,8864 -1,5590 -1,1757 -0,7114 -0,1654 0,4390 1,0727 1,7133 2,3459 2,9651 3,5796 4,1991 4,8109 5,3750 5,8419 6,1805 6,3951 6,5179 6,5805 6,5999 6,5931 6,5855 6,5943 6,6111 6,6070 6,5499 6,4195 6,2245 6,0130 5,8583 5,8212 5,9221 6,1329 6,3863 6,5977 6,7034 6,6878 6,5762 6,4062 6,2128 6,0319 5,9050 5,8662 5,9195 6,0267 6,1233 6,1476 6,0663 5,8910 5,6738 5,4759 5,3326 5,2474 5,2117 5,2165 5,2481 5,2879 5,3216 5,3411 5,3493 5,3741 5,4603 5,6342 5,8787 6,1425 6,3700 6,5256 6,5954 6,5770 6,4654 6,2515 5,9447 5,5974 5,3010 5,1436 5,1638 5,3380 5,6102 5,9358 6,2993 6,6927 7,0950 7,4793 7,8221 8,0991 8,2933 8,4118 8,4774 8,5042 8,4995 8,4813 8,4780 8,5126 8,5974 8,7356 8,9208 9,1321 9,3343 9,4890 9,5660 9,5480 9,4303 9,2211 8,9417 8,6275 8,3197 8,0487 7,8225 7,6326 7,4699 7,3291 7,1984 7,0581 6,8921 6,6908 6,4476 6,1707 5,8970 5,6835 5,5746 5,5677 5,6122 5,6491 5,6513 5,6329 5,6289 5,6614 5,7195 5,7706 5,7853 5,7458 5,6397 5,4578 5,1959 4,8581 4,4576 4,0148 3,5523 3,0915 2,6498 2,2348 1,8398 1,4562 1,0941 0,7938 0,6204 0,6356 0,8613 1,2674 1,7877 2,3476 2,8794 3,3218 3,6150 3,7133 3,6084 3,3383 2,9761 2,6087 2,3080 2,1069 2,0043 1,9848 2,0315 2,1327 2,2850 2,4919 2,7682 3,1352 3,5964 4,1235 4,6674 5,1809 5,6336 6,0185 6,3519 6,6580 6,9444 7,2000 7,4141 7,5907 7,7500 7,9206 8,1298 8,3899 8,6850 8,9687 9,1861 9,3042 9,3188 9,2411 9,0871 8,8761 8,6246 8,3320 7,9794 7,5564 7,0941 6,6661 6,3561 6,2222 6,2781 6,4855 6,7680 7,0397 7,2273 7,2853 7,2187 7,0835 6,9453 6,8350 6,7498 6,6806 6,6268 6,5868 6,5489 6,5011 6,4485 6,4148 6,4289 6,5081 6,6452 6,8038 6,9347 7,0050 7,0182 7,0123 7,0381 7,1290 7,2806 7,4530 7,5920 7,6461 7,5713 7,3433 6,9790 6,5414 6,1215 5,8078 5,6535 5,6614 5,7967 6,0113 6,2624 6,5207 6,7767 7,0441 7,3580 7,7592 8,2709 8,8785 9,5245 10,1253 10,5962 10,8758 10,9455 10,8383 10,6246 10,3834 10,1751 10,0187 9,8954 9,7807 9,6742 9,6012 9,5951 9,6861 9,8997 10,2532 10,7409 11,3141 11,8789 12,3322 12,6078 12,6853 12,5779 12,3359 12,0465 11,8025 11,6637 11,6466 11,7360 11,8970 12,0783 12,2159 12,2509 12,1561 11,9508 11,6879 11,4263 11,2097 11,0618 10,9845 10,9611 10,9696 10,9955 11,0288 11,0565 11,0609 11,0285 10,9656 10,8951 10,8273 10,7389 10,5832 10,3109 9,8833 9,2794 8,4951 7,5381 6,4295 5,2056 3,9117 2,5989 1,3189 0,1101 -1,0124 -2,0463 -2,9782 -3,7768 -4,4126 -4,8807 -5,1986 -5,3917 -5,4865 -5,5023 -5,4499 -5,3487 -5,2412 -5,1724 -5,1520 -5,1488 -5,1240 -5,0638 -4,9807 -4,8952 -4,8226 -4,7705 -4,7330 -4,6836 -4,5803 -4,3903 -4,1092 -3,7613 -3,3832 -3,0010 -2,6123 -2,1885 -1,6990 -1,1317 -0,4925 0,1995 0,9047 1,5600 2,1046 2,5148 2,8125 3,0357 3,2096 3,3472 3,4597 3,5491 3,5992 3,5824 3,4729 3,2538 2,9275 2,5280 2,1152 1,7466 1,4532 1,2365 1,0879
F3    1,7115 1,7796 1,8743 1,8691 1,6743 1,3209 0,9695 0,7840 0,7705 0,7660 0,5843 0,1633 -0,3916 -0,8782 -1,1278 -1,0991 -0,8632 -0,5154 -0,1151 0,3028 0,6929 1,0024 1,1927 1,2446 1,1624 0,9778 0,7310 0,4346 0,0588 -0,4428 -1,0868 -1,8376 -2,6223 -3,3404 -3,8520 -3,9987 -3,6756 -2,8948 -1,7923 -0,5837 0,4988 1,2694 1,6336 1,5964 1,2481 0,7483 0,3113 0,1627 0,4473 1,1342 2,0290 2,8978 3,5806 4,0103 4,1739 4,0888 3,8177 3,4868 3,2572 3,2585 3,5395 4,0607 4,7083 5,3366 5,8436 6,2156 6,4805 6,6132 6,5000 6,0213 5,1788 4,1430 3,1885 2,5730 2,4238 2,6827 3,1468 3,5837 3,8465 3,9263 3,9289 4,0048 4,2720 4,7579 5,3894 6,0283 6,5132 6,6937 6,4682 5,8147 4,7957 3,5433 2,2364 1,0690 0,2067 -0,2534 -0,2984 0,0067 0,5345 1,1290 1,6641 2,0971 2,4735 2,8616 3,2621 3,5771 3,6439 3,2901 2,4018 0,9988 -0,7518 -2,6036 -4,3273 -5,7727 -6,8763 -7,6304 -8,0527 -8,1799 -8,0668 -7,7676 -7,3101 -6,6968 -5,9110 -4,9096 -3,6449 -2,1121 -0,3733 1,4545 3,2212 4,7722 5,9857 6,8130 7,2976 7,5610 7,7586 8,0193 8,4156 8,9869 9,7630 10,7501 11,9007 13,1098 14,2457 15,1859 15,8332 16,1270 16,0589 15,6840 15,1186 14,5213 14,0565 13,8416 13,8871 14,0762 14,2237 14,1855 13,9351 13,5619 13,2175 13,0424 13,0935 13,3113 13,5545 13,6667 13,5190 13,0221 12,1445 10,9534 9,6300 8,4123 7,4895 6,9282 6,6852 6,6926 6,9127 7,3074 7,7840 8,1993 8,4218 8,3887 8,1085 7,6242 6,9833 6,2315 5,4022 4,5037 3,5454 2,5812 1,7039 0,9797 0,3883 -0,1660 -0,7925 -1,5582 -2,4613 -3,4226 -4,2944 -4,8980 -5,0884 -4,8168 -4,1655 -3,3463 -2,6300 -2,2050 -2,0807 -2,1419 -2,2808 -2,4691 -2,7458 -3,1623 -3,7166 -4,3260 -4,8818 -5,3350 -5,7119 -6,0428 -6,2982 -6,4033 -6,2995 -5,9814 -5,4900 -4,8804 -4,1771 -3,3679 -2,4627 -1,5359 -0,6945 -0,0284 0,4130 0,6341 0,6952 0,6812 0,6553 0,6514 0,7119 0,9059 1,2896 1,8505 2,4947 3,0945 3,5516 3,8248 3,9216 3,8818 3,7582 3,6081 3,4985 3,4969 3,6336 3,8653 4,0755 4,1266 3,9442 3,5835 3,2109 2,9978 3,0182 3,2496 3,6391 4,1353 4,6700 5,1447 5,4572 5,5601 5,4950 5,3571 5,2295 5,1416 5,0684 4,9674 4,8341 4,7243 4,7173 4,8466 5,0616 5,2563 5,3337 5,2368 4,9454 4,4905 3,9803 3,5699 3,3797 3,4449 3,7330 4,1718 4,6518 5,0386 5,2215 5,1782 5,0084 4,8850 4,9357 5,1476 5,3846 5,4976 5,4200 5,1787 4,8434 4,4804 4,1516 3,9285 3,8601 3,9152 4,0018 4,0634 4,1366 4,3108 4,6567 5,1940 5,8866 6,6461 7,3626 7,9523 8,3779 8,6500 8,8275 8,9864 9,1630 9,3282 9,4117 9,3448 9,0926 8,6551 8,0589 7,3739 6,7158 6,1987 5,8724 5,7054 5,6300 5,6026 5,6311 5,7598 6,0331 6,4711 7,0484 7,6613 8,1216 8,2257 7,8627 7,0718 6,0195 4,9345 4,0256 3,4131 3,1083 3,0259 3,0047 2,8629 2,4919 1,9330 1,3763 1,0805 1,2487 1,9229 2,9531 4,0447 4,8642 5,1716 4,9079 4,1911 3,2486 2,3305 1,6303 1,2369 1,1227 1,1684 1,2368 1,2613 1,2736 1,3529 1,5424 1,7981 1,9984 2,0009 1,7210 1,1957 0,5872 0,1196 -0,0237 0,2012 0,6630 1,1306 1,4195 1,4928 1,4417 1,3978 1,4605 1,6666 1,9888 2,3648 2,7361 3,0671 3,3548 3,6328 3,9499 4,3326 4,7641 5,1834 5,5029 5,6555 5,6405 5,5124 5,3266 5,1248 4,9717 4,9654 5,1765 5,5735 6,0162 6,3305 6,4030 6,2301 5,9044 5,5554 5,2915 5,1743 5,2170 5,3946 5,6531 5,9175 6,1156 6,2076 6,1945 6,1092 6,0060 5,9297 5,8724 5,7699 5,5527 5,2025 4,7621 4,3012 3,8715 3,4844 3,1186 2,7428 2,3390 1,9307 1,6055 1,5046 1,7684 2,4638 3,5298 4,7807 5,9754 6,9139 7,4972 7,7281 7,6767 7,4354 7,0759 6,6285 6,1102 5,5862 5,1858 5,0172 5,0635 5,1743 5,1623 4,9243 4,4988 4,0310 3,6870 3,5811 3,7459 4,1433 4,6991 5,3349 5,9786 6,5664 7,0481 7,4031 7,6630 7,9095 8,2280 8,6444 9,0976 9,4828 9,7241 9,8021 9,7201 9,4691 9,0303 8,4066 7,6482 6,8484 6,1025 5,4641 4,9452 4,5621 4,3556 4,3618 4,6000 5,0923 5,8399 6,7600 7,6909 8,4874 9,0814 9,4374 9,5160 9,3264 8,9847 8,6780 8,5600 8,6752 8,9616 9,3103 9,6418 9,9423 10,2238 10,4460 10,5014 10,2941 9,8267 9,2058 8,5726 8,0231 7,5859 7,2540 7,0196 6,8854 6,8498 6,8944 7,0050 7,1960 7,4719 7,7601 7,9364 7,9415 7,8256 7,6650 7,4754 7,2048 6,7742 6,1252 5,2416 4,1390 2,8553 1,4631 0,0665 -1,2425 -2,4248 -3,4851 -4,4352 -5,2893 -6,0985 -6,9437 -7,8585 -8,7753 -9,5627 -10,0985 -10,3018 -10,1240 -9,5511 -8,6326 -7,4925 -6,2980 -5,2131 -4,3508 -3,7496 -3,3933 -3,2437 -3,2604 -3,4130 -3,6902 -4,1003 -4,6501 -5,2956 -5,9229 -6,4050 -6,6716 -6,7089 -6,5072 -6,0494 -5,3592 -4,5158 -3,6059 -2,6916 -1,8316 -1,1031 -0,5798 -0,2918 -0,2123 -0,2836 -0,4562 -0,7072 -1,0215 -1,3623 -1,6797 -1,9415 -2,1336 -2,2323 -2,2035 -2,0391 -1,7762 -1,4620 -1,1148
F7    1,2136 1,0249 0,8700 0,7683 0,7693 0,9164 1,1948 1,5135 1,7377 1,7497 1,4984 1,0086 0,3617 -0,3351 -0,9766 -1,4696 -1,7360 -1,7303 -1,4558 -0,9624 -0,3455 0,2598 0,7216 0,9683 1,0098 0,9119 0,7473 0,5623 0,3704 0,1675 -0,0435 -0,2459 -0,4341 -0,6308 -0,8647 -1,1362 -1,4076 -1,6179 -1,7099 -1,6559 -1,4688 -1,1910 -0,8721 -0,5519 -0,2528 0,0258 0,2992 0,5727 0,8255 1,0250 1,1634 1,2844 1,4776 1,8257 2,3428 2,9659 3,6026 4,1670 4,5803 4,7707 4,7020 4,4004 3,9502 3,4627 3,0338 2,7221 2,5615 2,5742 2,7587 3,0823 3,4962 3,9463 4,3713 4,7045 4,8873 4,8881 4,7123 4,3905 3,9640 3,4795 2,9869 2,5409 2,2059 2,0512 2,1128 2,3355 2,5610 2,6171 2,4491 2,1645 1,9455 1,9281 2,1500 2,5703 3,1017 3,6250 4,0071 4,1497 4,0318 3,7030 3,2470 2,7472 2,2618 1,8132 1,3993 1,0098 0,6265 0,2214 -0,2273 -0,7224 -1,2561 -1,8168 -2,3810 -2,9011 -3,3073 -3,5387 -3,5827 -3,4798 -3,2921 -3,0781 -2,8834 -2,7318 -2,6158 -2,4914 -2,2832 -1,9048 -1,2957 -0,4573 0,5413 1,5956 2,6137 3,5500 4,4065 5,2100 5,9873 6,7495 7,4930 8,2115 8,8926 9,5032 9,9915 10,3191 10,4915 10,5560 10,5851 10,6642 10,8606 11,1739 11,5181 11,7609 11,7875 11,5583 11,1322 10,6353 10,1968 9,8943 9,7272 9,6291 9,5160 9,3361 9,0848 8,7849 8,4523 8,0813 7,6656 7,2294 6,8276 6,5138 6,3086 6,1928 6,1329 6,1087 6,1141 6,1405 6,1682 6,1633 6,0791 5,8730 5,5366 5,1092 4,6583 4,2521 3,9343 3,6962 3,4756 3,1965 2,8156 2,3354 1,7786 1,1626 0,4935 -0,2256 -0,9748 -1,6993 -2,3044 -2,6753 -2,7343 -2,5016 -2,0998 -1,6968 -1,4323 -1,3650 -1,4654 -1,6587 -1,8771 -2,0822 -2,2681 -2,4563 -2,6739 -2,9359 -3,2437 -3,5897 -3,9558 -4,2997 -4,5482 -4,6263 -4,5053 -4,2277 -3,8901 -3,5988 -3,4238 -3,3793 -3,4329 -3,5309 -3,6203 -3,6709 -3,6943 -3,7233 -3,7522 -3,7072 -3,4924 -3,0616 -2,4436 -1,7112 -0,9431 -0,2120 0,4220 0,9263 1,3016 1,5699 1,7625 1,9160 2,0682 2,2558 2,5057 2,8108 3,1193 3,3658 3,5090 3,5366 3,4460 3,2271 2,8698 2,3969 1,8844 1,4488 1,2059 1,2142 1,4433 1,7927 2,1414 2,3947 2,5144 2,5202 2,4667 2,4124 2,3925 2,4120 2,4605 2,5216 2,5681 2,5697 2,5221 2,4495 2,3741 2,3028 2,2535 2,2720 2,4153 2,7177 3,1684 3,7050 4,2251 4,6120 4,7561 4,5812 4,0903 3,3984 2,7012 2,1798 1,9188 1,8998 2,0327 2,1837 2,2196 2,0592 1,6926 1,1727 0,6027 0,1124 -0,1764 -0,1846 0,0942 0,5908 1,2007 1,8372 2,4462 2,9787 3,3707 3,5687 3,5698 3,4344 3,2628 3,1502 3,1557 3,3059 3,6082 4,0408 4,5301 4,9586 5,2187 5,2693 5,1439 4,9177 4,6640 4,4223 4,1937 3,9678 3,7541 3,5810 3,4638 3,3897 3,3289 3,2439 3,0972 2,8718 2,5988 2,3529 2,2088 2,2010 2,3089 2,4638 2,5755 2,5751 2,4429 2,2055 1,9090 1,5964 1,3061 1,0753 0,9341 0,9040 1,0061 1,2543 1,6281 2,0588 2,4563 2,7571 2,9441 3,0243 3,0062 2,9003 2,7215 2,4819 2,1870 1,8352 1,4275 0,9785 0,5191 0,0877 -0,2875 -0,5912 -0,7911 -0,8265 -0,6452 -0,2389 0,3619 1,1079 1,9294 2,7180 3,3381 3,6787 3,7022 3,4583 3,0591 2,6308 2,2766 2,0578 1,9882 2,0442 2,1924 2,4114 2,6936 3,0372 3,4425 3,8985 4,3631 4,7647 5,0358 5,1487 5,1165 4,9761 4,7895 4,6453 4,6298 4,7852 5,0914 5,4802 5,8652 6,1733 6,3702 6,4661 6,4879 6,4454 6,3290 6,1303 5,8563 5,5344 5,2101 4,9234 4,6807 4,4444 4,1592 3,8021 3,4169 3,0870 2,8747 2,7875 2,7886 2,8281 2,8735 2,9164 2,9596 3,0106 3,0884 3,2182 3,4063 3,6255 3,8357 4,0170 4,1694 4,2838 4,3320 4,2950 4,2003 4,1287 4,1838 4,4433 4,9049 5,4656 5,9701 6,2938 6,3922 6,3029 6,1175 5,9355 5,8177 5,7622 5,7207 5,6322 5,4443 5,1358 4,7451 4,3622 4,0770 3,9413 3,9580 4,0851 4,2475 4,3656 4,3917 4,3312 4,2319 4,1648 4,2035 4,3878 4,6987 5,0791 5,4743 5,8387 6,1130 6,2162 6,0821 5,7155 5,2087 4,7030 4,3253 4,1390 4,1439 4,3184 4,6422 5,0697 5,5140 5,8829 6,1260 6,2446 6,2712 6,2415 6,1769 6,0848 5,9668 5,8238 5,6640 5,5240 5,4799 5,6241 6,0213 6,6701 7,4952 8,3763 9,1864 9,8230 10,2409 10,4675 10,5738 10,6098 10,5661 10,4102 10,1493 9,8387 9,5462 9,3247 9,2075 9,2023 9,2816 9,3904 9,4676 9,4703 9,4024 9,3139 9,2457 9,1758 9,0286 8,7289 8,2454 7,6070 6,8881 6,1703 5,4996 4,8654 4,2089 3,4529 2,5394 1,4619 0,2767 -0,9116 -1,9863 -2,8700 -3,5550 -4,0823 -4,4991 -4,8332 -5,0899 -5,2684 -5,3858 -5,4804 -5,5843 -5,7024 -5,8270 -5,9662 -6,1471 -6,3939 -6,7026 -7,0303 -7,3008 -7,4296 -7,3688 -7,1373 -6,7966 -6,4056 -6,0104 -5,6626 -5,4148 -5,2942 -5,2824 -5,3176 -5,3193 -5,2214 -4,9895 -4,6272 -4,1716 -3,6700 -3,1555 -2,6515 -2,1902 -1,8124 -1,5442 -1,3826 -1,3063 -1,2978 -1,3509 -1,4613 -1,6174 -1,7902 -1,9264 -1,9754 -1,9356 -1,8659 -1,8404 -1,8896
