Fp1   0,2375 -1,4435 -3,4164 -5,3423 -6,8191 -7,5515 -7,4542 -6,6336 -5,3018 -3,7051 -2,1077 -0,7793 0,0674 0,3498 0,1266 -0,4486 -1,1505 -1,6889 -1,7871 -1,3043 -0,2856 1,0772 2,5014 3,6610 4,2777 4,2546 3,7306 2,9711 2,1949 1,5080 0,9763 0,6794 0,6403 0,7620 0,8961 0,9458 0,8888 0,7515 0,6031 0,5622 0,7583 1,2415 1,9152 2,5762 3,0380 3,2140 3,1114 2,7783 2,2693 1,6538 1,0418 0,5824 0,4279 0,6976 1,4549 2,6741 4,1850 5,6705 6,7814 7,2795 7,0774 6,1856 4,6791 2,7233 0,5818 -1,4398 -3,0763 -4,1544 -4,5773 -4,3050 -3,3877 -1,9769 -0,2763 1,4875 3,0738 4,2661 4,9181 4,9905 4,5665 3,8046 2,8684 1,9021 1,0343 0,3566 -0,0958 -0,3114 -0,2491 0,1415 0,8407 1,7313 2,6750 3,6135 4,5814 5,6131 6,6352 7,4565 7,8791 7,8231 7,3669 6,6972 6,0003 5,3875 4,9234 4,6586 4,5649 4,4897 4,2283 3,6219 2,6213 1,3222 -0,0928 -1,4504 -2,5730 -3,2206 -3,1573 -2,3022 -0,8000 1,0552 2,9454 4,5765 5,6642 5,9673 5,3716 3,9409 1,9042 -0,3859 -2,5198 -4,1418 -5,0718 -5,3494 -5,1687 -4,7692 -4,3464 -3,9952 -3,6668 -3,1547 -2,1573 -0,4265 2,0752 5,1316 8,3583 11,3157 13,5839 14,8281 14,8620 13,7021 11,6032 9,0153 6,4448 4,3273 2,9842 2,5903 3,0751 4,0585 4,9974 5,4684 5,3195 4,6391 3,6582 2,6532 1,8722 1,4730 1,4366 1,5377 1,4813 1,1161 0,5053 -0,1917 -0,8508 -1,3988 -1,7722 -1,9074 -1,7603 -1,3467 -0,7656 -0,1471 0,4394 1,0127 1,6126 2,2071 2,6481 2,6980 2,1373 0,9197 -0,7430 -2,4384 -3,7301 -4,3607 -4,3430 -3,8767 -3,2025 -2,4996 -1,8486 -1,2530 -0,6833 -0,0963 0,5403 1,2118 1,8699 2,4988 3,1228 3,7259 4,2090 4,4422 4,3327 3,8588 3,0797 2,1248 1,1593 0,3424 -0,2050 -0,4118 -0,2665 0,1654 0,7493 1,3341 1,8015 2,0884 2,2073 2,2390 2,2778 2,3902 2,6097 2,9232 3,2328 3,3492 3,0550 2,1952 0,7549 -1,1006 -3,0862 -4,9314 -6,4469 -7,5051 -8,0230 -7,9562 -7,2926 -6,0919 -4,5419 -2,9161 -1,4358 -0,1890 0,8421 1,7116 2,4512 3,0664 3,5813 4,0373 4,4296 4,6814 4,6976 4,4356 3,9253 3,2525 2,5489 1,9613 1,5829 1,4442 1,5715 1,9868 2,6466 3,4391 4,2489 5,0146 5,7358 6,4252 7,0503 7,5386 7,8378 7,9408 7,8680 7,6727 7,4501 7,2855 7,1837 7,0915 6,9855 6,8680 6,6807 6,3132 5,7314 5,0780 4,6393 4,6730 5,2040 5,9643 6,5206 6,4810 5,6800 4,2419 2,4803 0,7410 -0,6952 -1,6507 -2,0752 -2,0410 -1,6719 -1,0629 -0,2821 0,5661 1,3084 1,7546 1,8102 1,5476 1,1339 0,6908 0,2475 -0,2072 -0,6727 -1,0968 -1,3463 -1,2407 -0,6607 0,3575 1,6112 2,7831 3,5716 3,8692 3,8049 3,5784 3,2916 2,9328 2,4728 1,9631 1,5375 1,3366 1,4780 2,0669 3,1270 4,4966 5,8480 6,8170 7,1325 6,6975 5,6130 4,1293 2,5437 1,1099 0,0057 -0,6730 -0,9438 -0,9628 -0,9818 -1,2371 -1,8161 -2,5681 -3,1577 -3,2673 -2,7736 -1,7629 -0,4473 0,9612 2,3686 3,7905 5,2373 6,6467 7,9124 8,9423 9,6801 10,0968 10,1989 10,0413 9,7173 9,3164 8,8600 8,2879 7,5246 6,5489 5,4285 4,3143 3,3832 2,7679 2,5079 2,5273 2,6613 2,7229 2,5750 2,1961 1,7276 1,4494 1,6310 2,3611 3,5295 4,9249 6,3188 7,5218 8,4177 8,9581 9,1249 8,8908 8,2221 7,1149 5,6280 3,9207 2,2696 0,9851 0,2638 0,1243 0,4593 1,0857 1,7689 2,3098 2,6397 2,7969 2,8359 2,7802 2,6390 2,4365 2,2092 1,9777 1,7440 1,5225 1,3684 1,3736 1,6400 2,2429 3,1853 4,3579 5,5414 6,4958 7,0953 7,3812 7,4987 7,5981 7,7742 8,0442 8,3392 8,5097 8,3546 7,6953 6,4972 4,9333 3,3223 1,9990 1,1921 0,9582 1,2241 1,9035 2,9315 4,1817 5,4437 6,5317 7,3713 7,9775 8,4113 8,7437 8,9889 9,0645 8,8368 8,2187 7,2574 6,1202 4,9821 3,9532 3,0923 2,4464 2,0996 2,1908 2,8246 3,9465 5,3006 6,4890 7,1336 7,0451 6,2678 5,0178 3,5831 2,2107 1,0348 0,0911 -0,6356 -1,2016 -1,6942 -2,1630 -2,5466 -2,6861 -2,4274 -1,7294 -0,6776 0,5850 1,9205 3,2377 4,5003 5,6646 6,6325 7,2975 7,5721 7,3290 6,3881 4,6180 2,0524 -1,1031 -4,5904 -8,2214 -11,8735 -15,3809 -18,4566 -20,7294 -21,8604 -21,6690 -20,2108 -17,7738 -14,8140 -11,8464 -9,2632 -7,1437 -5,2438 -3,2331 -1,0084 1,1843 2,9140 3,8250 3,7914 2,9412 1,5819 0,0611 -1,3717 -2,6026 -3,5766 -4,2523 -4,6445 -4,8286 -4,8600 -4,7281 -4,4138 -3,9682 -3,4958 -3,0490 -2,5686 -1,9411 -1,0836 0,0333 1,3749 2,7872 3,9871 4,6837 4,7351 4,1890 3,1987 1,9167 0,4464 -1,1161 -2,6284 -3,9243 -4,8679 -5,3896 -5,5152 -5,3530 -5,0242 -4,6039 -4,1130 -3,5373 -2,8735 -2,1926 -1,6420 -1,3631 -1,3927 -1,6374 -1,9457 -2,2285 -2,5378 -3,0447 -3,9314 -5,2637 -6,9323 -8,6970 -10,2920 -11,5201 -12,2863 -12,5985 -12,5570 -12,3027 -11,9250 -11,3900 -10,5482 -9,2555 -7,5370 -5,6489 -3,9732 -2,8494 -2,4743 -2,8857 -3,9936 -5,6655 -7,8164 -10,3934 -13,2480 -16,0195 -18,1725 -19,1980 -18,8332 -17,1476 -14,4645 -11,1961 -7,7050 -4,2702 -1,1453 1,4080 3,1492 3,8951
Fz    -1,4286 -1,7027 -1,9134 -2,0039 -1,9319 -1,7001 -1,3587 -0,9738 -0,5915 -0,2363 0,0627 0,2624 0,3257 0,2433 0,0330 -0,2750 -0,6420 -1,0092 -1,2998 -1,4421 -1,3912 -1,1357 -0,6977 -0,1338 0,4698 1,0198 1,4393 1,6773 1,7087 1,5350 1,1796 0,6821 0,1023 -0,4724 -0,9373 -1,2067 -1,2535 -1,1122 -0,8398 -0,4751 -0,0387 0,4433 0,9333 1,4008 1,8326 2,2174 2,5273 2,7203 2,7587 2,6287 2,3502 1,9761 1,5787 1,2305 0,9910 0,9016 0,9765 1,1895 1,4797 1,7806 2,0353 2,1810 2,1476 1,8910 1,4254 0,8231 0,1803 -0,4320 -0,9932 -1,5106 -1,9801 -2,3658 -2,6175 -2,7082 -2,6499 -2,4830 -2,2631 -2,0448 -1,8663 -1,7454 -1,6822 -1,6618 -1,6652 -1,6844 -1,7264 -1,8002 -1,9028 -2,0275 -2,1724 -2,3232 -2,4251 -2,3905 -2,1464 -1,6842 -1,0740 -0,4404 0,0832 0,4033 0,4926 0,3846 0,1468 -0,1374 -0,3711 -0,4654 -0,3959 -0,2300 -0,0781 -0,0222 -0,0816 -0,2238 -0,4033 -0,5864 -0,7386 -0,8168 -0,7952 -0,6789 -0,4857 -0,2289 0,0742 0,3873 0,6494 0,7844 0,7229 0,4309 -0,0689 -0,6953 -1,3324 -1,8719 -2,2519 -2,4705 -2,5674 -2,5953 -2,5965 -2,5817 -2,5092 -2,2937 -1,8555 -1,1777 -0,3214 0,6120 1,5324 2,3800 3,1153 3,7105 4,1434 4,3900 4,4239 4,2243 3,7910 3,1650 2,4274 1,6735 0,9793 0,3821 -0,1148 -0,5234 -0,8713 -1,2035 -1,5581 -1,9377 -2,3135 -2,6543 -2,9476 -3,2016 -3,4338 -3,6527 -3,8492 -4,0066 -4,1176 -4,1820 -4,1917 -4,1224 -3,9360 -3,5958 -3,0872 -2,4225 -1,6294 -0,7520 0,1399 0,9530 1,5873 1,9577 2,0202 1,7948 1,3661 0,8647 0,4323 0,1709 0,1051 0,1856 0,3222 0,4267 0,4581 0,4437 0,4540 0,5467 0,7272 0,9556 1,1834 1,3907 1,5939 1,8214 2,0800 2,3381 2,5424 2,6549 2,6755 2,6330 2,5641 2,4891 2,3986 2,2670 2,0754 1,8184 1,4932 1,0911 0,6074 0,0601 -0,5010 -1,0062 -1,3966 -1,6531 -1,7976 -1,8665 -1,8966 -1,9287 -2,0005 -2,1309 -2,3208 -2,5598 -2,8308 -3,1165 -3,3975 -3,6494 -3,8486 -3,9751 -4,0020 -3,8952 -3,6354 -3,2387 -2,7433 -2,1837 -1,5792 -0,9462 -0,3171 0,2608 0,7492 1,1406 1,4524 1,7087 1,9365 2,1717 2,4469 2,7639 3,0886 3,3726 3,5786 3,7009 3,7664 3,8055 3,8212 3,7857 3,6611 3,4314 3,1331 2,8509 2,6797 2,6842 2,8833 3,2572 3,7624 4,3389 4,9102 5,3957 5,7461 5,9770 6,1524 6,3180 6,4492 6,4712 6,3318 6,0585 5,7529 5,5298 5,4432 5,4555 5,4721 5,4081 5,2341 4,9713 4,6577 4,3283 4,0199 3,7646 3,5679 3,4130 3,2947 3,2370 3,2723 3,4029 3,5838 3,7493 3,8617 3,9296 3,9788 4,0185 4,0392 4,0280 3,9788 3,9062 3,8591 3,9047 4,0862 4,3910 4,7552 5,0894 5,3122 5,3939 5,3783 5,3472 5,3557 5,3930 5,3948 5,2911 5,0433 4,6477 4,1375 3,5939 3,1190 2,7715 2,5316 2,3278 2,0921 1,7960 1,4569 1,1225 0,8476 0,6733 0,6190 0,6819 0,8317 1,0063 1,1328 1,1662 1,1126 1,0291 1,0038 1,1095 1,3644 1,7335 2,1596 2,6009 3,0607 3,5766 4,1815 4,8794 5,6475 6,4448 7,2103 7,8695 8,3631 8,6739 8,8216 8,8334 8,7132 8,4379 7,9875 7,3746 6,6479 5,8745 5,1202 4,4391 3,8705 3,4383 3,1507 2,9922 2,9246 2,9077 2,9250 2,9976 3,1626 3,4299 3,7683 4,1261 4,4511 4,6922 4,7939 4,7001 4,3750 3,8274 3,1185 2,3436 1,6066 1,0051 0,6167 0,4790 0,5803 0,8728 1,2960 1,7940 2,3191 2,8362 3,3271 3,7722 4,1349 4,3810 4,5046 4,5188 4,4269 4,2214 3,9104 3,5362 3,1665 2,8651 2,6658 2,5672 2,5426 2,5542 2,5647 2,5421 2,4645 2,3303 2,1731 2,0581 2,0531 2,1999 2,4969 2,8910 3,2883 3,5971 3,7744 3,8406 3,8630 3,9237 4,0798 4,3326 4,6376 4,9466 5,2403 5,5217 5,7936 6,0422 6,2403 6,3646 6,4095 6,3736 6,2403 5,9939 5,6557 5,2830 4,9352 4,6438 4,4066 4,2014 4,0119 3,8412 3,7140 3,6665 3,7227 3,8812 4,1206 4,4050 4,6910 4,9365 5,0969 5,1253 4,9873 4,6758 4,2139 3,6502 3,0480 2,4631 1,9252 1,4403 1,0050 0,6100 0,2388 -0,1263 -0,4746 -0,7400 -0,8309 -0,6976 -0,3607 0,1103 0,6304 1,1289 1,5593 1,8828 2,0457 1,9790 1,6279 0,9809 0,0674 -1,0612 -2,3307 -3,6361 -4,8492 -5,8410 -6,5086 -6,7988 -6,7182 -6,3280 -5,7248 -5,0005 -4,2029 -3,3248 -2,3258 -1,1757 0,0834 1,3119 2,3293 3,0076 3,3249 3,3534 3,2021 2,9617 2,6809 2,3745 2,0479 1,7160 1,4118 1,1780 1,0388 0,9783 0,9573 0,9503 0,9615 1,0192 1,1636 1,4245 1,8035 2,2792 2,8187 3,3719 3,8670 4,2344 4,4478 4,5374 4,5580 4,5480 4,5127 4,4416 4,3385 4,2301 4,1539 4,1417 4,1987 4,2890 4,3510 4,3366 4,2418 4,1071 3,9827 3,8820 3,7681 3,5832 3,2954 2,9320 2,5743 2,3027 2,1352 2,0127 1,8371 1,5298 1,0740 0,5190 -0,0459 -0,5302 -0,8793 -1,0976 -1,2465 -1,4138 -1,6706 -2,0402 -2,4955 -2,9801 -3,4298 -3,7897 -4,0313 -4,1607 -4,2098 -4,2262 -4,2711 -4,4159 -4,7186 -5,1895 -5,7802 -6,4023 -6,9555 -7,3564 -7,5537 -7,5228 -7,2551 -6,7566 -6,0498 -5,1870 -4,2743 -3,4663 -2,9117 -2,6954
F3    -2,7120 -2,9041 -2,9534 -2,8361 -2,5710 -2,2092 -1,8155 -1,4374 -1,0886 -0,7714 -0,5152 -0,3782 -0,4061 -0,5933 -0,8834 -1,2003 -1,4798 -1,6824 -1,7932 -1,8146 -1,7524 -1,5946 -1,3015 -0,8316 -0,1849 0,5770 1,3450 1,9986 2,4436 2,6291 2,5369 2,1722 1,5802 0,8697 0,2005 -0,2739 -0,4700 -0,3946 -0,1109 0,3054 0,7831 1,2567 1,6727 2,0037 2,2577 2,4702 2,6746 2,8796 3,0725 3,2307 3,3253 3,3246 3,1995 2,9274 2,5086 1,9934 1,4816 1,0808 0,8623 0,8457 0,9969 1,2307 1,4256 1,4630 1,2766 0,8784 0,3356 -0,2786 -0,9154 -1,5487 -2,1569 -2,7024 -3,1321 -3,4089 -3,5308 -3,5218 -3,4149 -3,2372 -2,9976 -2,6982 -2,3530 -1,9875 -1,6287 -1,3080 -1,0662 -0,9336 -0,9045 -0,9501 -1,0518 -1,1956 -1,3331 -1,3730 -1,2166 -0,8119 -0,1945 0,5171 1,1749 1,6648 1,9337 1,9773 1,8261 1,5473 1,2397 0,9951 0,8408 0,7250 0,5688 0,3303 0,0185 -0,3361 -0,7075 -1,0712 -1,3899 -1,6193 -1,7337 -1,7345 -1,6310 -1,4298 -1,1501 -0,8339 -0,5413 -0,3441 -0,3101 -0,4699 -0,7849 -1,1541 -1,4676 -1,6648 -1,7562 -1,8042 -1,8782 -2,0077 -2,1719 -2,3195 -2,3812 -2,2804 -1,9619 -1,4189 -0,6941 0,1450 1,0369 1,9352 2,8011 3,6028 4,3140 4,8968 5,2867 5,4016 5,1771 4,6063 3,7574 2,7619 1,7733 0,9163 0,2632 -0,1641 -0,4006 -0,5311 -0,6444 -0,7881 -0,9644 -1,1541 -1,3425 -1,5387 -1,7696 -2,0467 -2,3446 -2,6198 -2,8382 -2,9800 -3,0311 -2,9822 -2,8277 -2,5651 -2,1975 -1,7293 -1,1684 -0,5449 0,0806 0,6308 1,0286 1,2086 1,1366 0,8312 0,3649 -0,1527 -0,6015 -0,8871 -0,9734 -0,8948 -0,7409 -0,6094 -0,5468 -0,5244 -0,4726 -0,3447 -0,1566 0,0198 0,1015 0,0525 -0,0849 -0,2124 -0,2359 -0,1222 0,0964 0,3658 0,6489 0,9281 1,1892 1,4063 1,5377 1,5404 1,3915 1,0957 0,6734 0,1412 -0,4884 -1,1787 -1,8487 -2,3972 -2,7555 -2,9237 -2,9638 -2,9595 -2,9856 -3,0941 -3,2946 -3,5451 -3,7815 -3,9585 -4,0666 -4,1259 -4,1665 -4,2139 -4,2879 -4,3973 -4,5204 -4,6044 -4,5984 -4,4789 -4,2395 -3,8731 -3,3797 -2,7845 -2,1513 -1,5715 -1,1200 -0,8150 -0,6193 -0,4706 -0,3051 -0,0761 0,2308 0,5896 0,9425 1,2253 1,3991 1,4650 1,4529 1,3911 1,2793 1,0865 0,7750 0,3389 -0,1642 -0,6166 -0,8813 -0,8539 -0,5003 0,1331 0,9383 1,7813 2,5371 3,1154 3,4880 3,7056 3,8684 4,0486 4,2257 4,2958 4,1508 3,7673 3,2308 2,6826 2,2408 1,9473 1,7609 1,6030 1,4179 1,1918 0,9341 0,6666 0,4213 0,2174 0,0356 -0,1660 -0,4004 -0,6178 -0,7238 -0,6361 -0,3399 0,1053 0,6085 1,0924 1,5052 1,8145 2,0052 2,0815 2,0630 1,9855 1,9065 1,8948 1,9898 2,1681 2,3579 2,4803 2,4807 2,3497 2,1347 1,9236 1,8031 1,8144 1,9357 2,0972 2,2064 2,1799 1,9845 1,6554 1,2628 0,8553 0,4396 0,0127 -0,4049 -0,7793 -1,0912 -1,3366 -1,5126 -1,6134 -1,6286 -1,5456 -1,3698 -1,1421 -0,9189 -0,7349 -0,5964 -0,4904 -0,3871 -0,2522 -0,0687 0,1561 0,4027 0,6664 0,9789 1,3925 1,9399 2,6125 3,3702 4,1617 4,9279 5,5984 6,1101 6,4393 6,6082 6,6462 6,5482 6,2806 5,8281 5,2240 4,5369 3,8379 3,1814 2,6012 2,1160 1,7442 1,5143 1,4482 1,5308 1,7038 1,8956 2,0633 2,2032 2,3245 2,4324 2,5374 2,6518 2,7579 2,7883 2,6506 2,2805 1,6814 0,9328 0,1628 -0,5033 -0,9765 -1,2097 -1,1969 -0,9786 -0,6332 -0,2421 0,1454 0,5142 0,8675 1,2103 1,5327 1,8009 1,9735 2,0298 1,9772 1,8355 1,6264 1,3764 1,1165 0,8760 0,6815 0,5617 0,5353 0,5931 0,7006 0,8125 0,8808 0,8637 0,7518 0,5925 0,4804 0,5090 0,7235 1,1020 1,5687 2,0238 2,3797 2,5910 2,6673 2,6648 2,6568 2,6923 2,7723 2,8682 2,9567 3,0328 3,0980 3,1467 3,1619 3,1234 3,0174 2,8371 2,5778 2,2426 1,8602 1,4921 1,2091 1,0586 1,0467 1,1394 1,2755 1,3875 1,4261 1,3793 1,2745 1,1635 1,0999 1,1218 1,2371 1,4160 1,6032 1,7334 1,7456 1,6017 1,3046 0,9013 0,4688 0,0900 -0,1823 -0,3516 -0,4690 -0,6025 -0,8173 -1,1624 -1,6476 -2,2190 -2,7595 -3,1367 -3,2684 -3,1484 -2,8253 -2,3745 -1,8851 -1,4468 -1,1359 -1,0136 -1,1337 -1,5324 -2,2027 -3,0896 -4,1128 -5,1878 -6,2281 -7,1464 -7,8729 -8,3776 -8,6695 -8,7720 -8,7052 -8,4888 -8,1438 -7,6814 -7,0912 -6,3415 -5,4033 -4,3046 -3,1663 -2,1636 -1,4313 -1,0026 -0,8225 -0,8079 -0,9009 -1,0790 -1,3347 -1,6520 -1,9910 -2,2801 -2,4360 -2,4124 -2,2293 -1,9529 -1,6597 -1,4151 -1,2529 -1,1568 -1,0680 -0,9228 -0,6894 -0,3785 -0,0293 0,3067 0,5805 0,7659 0,8650 0,8910 0,8508 0,7499 0,6070 0,4613 0,3680 0,3821 0,5333 0,7943 1,0741 1,2613 1,2897 1,1691 0,9709 0,7802 0,6395 0,5252 0,3733 0,1324 -0,1959 -0,5567 -0,8798 -1,1241 -1,3051 -1,4895 -1,7519 -2,1270 -2,5971 -3,1084 -3,5961 -4,0088 -4,3286 -4,5744 -4,7898 -5,0226 -5,3073 -5,6565 -6,0529 -6,4398 -6,7362 -6,8801 -6,8561 -6,6936 -6,4579 -6,2378 -6,1197 -6,1587 -6,3663 -6,7199 -7,1813 -7,7084 -8,2626 -8,8068 -9,2878 -9,6286 -9,7505 -9,6056 -9,2029 -8,6267 -8,0242 -7,5469 -7,2874
F7    -1,4106 -2,0566 -2,6433 -3,0570 -3,2026 -3,0438 -2,6213 -2,0286 -1,3707 -0,7389 -0,2102 0,1538 0,3170 0,2818 0,0894 -0,1992 -0,5205 -0,8150 -1,0344 -1,1457 -1,1285 -0,9731 -0,6903 -0,3199 0,0782 0,4536 0,7880 1,0813 1,3187 1,4597 1,4552 1,2786 0,9536 0,5639 0,2322 0,0704 0,1220 0,3441 0,6489 0,9651 1,2614 1,5255 1,7399 1,8801 1,9292 1,8904 1,7897 1,6605 1,5197 1,3585 1,1556 0,9016 0,6149 0,3382 0,1213 0,0021 -0,0087 0,0613 0,1553 0,2127 0,1820 0,0176 -0,3141 -0,8120 -1,4239 -2,0545 -2,5981 -2,9823 -3,1871 -3,2293 -3,1359 -2,9334 -2,6632 -2,4009 -2,2402 -2,2464 -2,4258 -2,7254 -3,0536 -3,3147 -3,4437 -3,4213 -3,2707 -3,0430 -2,7955 -2,5596 -2,3267 -2,0722 -1,7916 -1,5013 -1,2084 -0,8860 -0,4855 0,0226 0,6131 1,1987 1,6604 1,8990 1,8747 1,6105 1,1724 0,6573 0,1910 -0,1033 -0,1790 -0,1054 -0,0206 -0,0469 -0,2317 -0,5335 -0,8631 -1,1391 -1,3055 -1,3264 -1,1928 -0,9221 -0,5398 -0,0706 0,4457 0,9392 1,3162 1,4798 1,3539 0,9145 0,2199 -0,5891 -1,3375 -1,8928 -2,2218 -2,3891 -2,4984 -2,6268 -2,7953 -2,9693 -3,0654 -2,9728 -2,6003 -1,9249 -1,0070 0,0450 1,1291 2,1718 3,1122 3,8869 4,4264 4,6685 4,5807 4,1790 3,5344 2,7702 2,0429 1,4959 1,2023 1,1295 1,1715 1,2221 1,2157 1,1245 0,9514 0,7288 0,5040 0,3107 0,1477 -0,0174 -0,2229 -0,4832 -0,7808 -1,0878 -1,3852 -1,6521 -1,8433 -1,8868 -1,7079 -1,2725 -0,6172 0,1678 0,9835 1,7429 2,3662 2,7807 2,9321 2,7923 2,3649 1,6969 0,8858 0,0727 -0,5892 -0,9947 -1,1325 -1,0749 -0,9290 -0,7822 -0,6603 -0,5220 -0,3016 0,0320 0,4427 0,8426 1,1456 1,3203 1,3952 1,4174 1,4058 1,3340 1,1558 0,8530 0,4635 0,0654 -0,2621 -0,4748 -0,5802 -0,6218 -0,6453 -0,6779 -0,7276 -0,7932 -0,8727 -0,9648 -1,0611 -1,1412 -1,1836 -1,1827 -1,1513 -1,1045 -1,0520 -1,0060 -0,9850 -1,0077 -1,0869 -1,2223 -1,4044 -1,6302 -1,9076 -2,2448 -2,6385 -3,0575 -3,4340 -3,6832 -3,7442 -3,6033 -3,2826 -2,8221 -2,2764 -1,7126 -1,1992 -0,7867 -0,4881 -0,2771 -0,1162 0,0071 0,0713 0,0473 -0,0716 -0,2618 -0,4805 -0,6831 -0,8427 -0,9537 -1,0181 -1,0371 -1,0134 -0,9564 -0,8835 -0,8080 -0,7187 -0,5780 -0,3430 0,0107 0,4778 1,0236 1,5931 2,1232 2,5484 2,8065 2,8602 2,7240 2,4638 2,1543 1,8328 1,4955 1,1344 0,7757 0,4914 0,3693 0,4592 0,7357 1,1009 1,4283 1,6222 1,6430 1,4922 1,1977 0,8171 0,4247 0,0790 -0,1937 -0,3803 -0,4583 -0,3997 -0,1968 0,1135 0,4592 0,7744 1,0299 1,2186 1,3286 1,3451 1,2705 1,1305 0,9718 0,8575 0,8497 0,9769 1,2091 1,4575 1,5993 1,5298 1,2258 0,7646 0,2740 -0,1330 -0,3944 -0,5049 -0,4974 -0,4201 -0,3244 -0,2438 -0,1635 -0,0322 0,1799 0,4405 0,6686 0,7777 0,7126 0,4691 0,0941 -0,3322 -0,7160 -0,9655 -1,0170 -0,8737 -0,6226 -0,3962 -0,2997 -0,3635 -0,5383 -0,7206 -0,8045 -0,7311 -0,5007 -0,1549 0,2566 0,7133 1,2247 1,7940 2,3908 2,9627 3,4657 3,8773 4,1917 4,4200 4,5893 4,7255 4,8271 4,8523 4,7379 4,4425 3,9763 3,3996 2,7946 2,2321 1,7537 1,3729 1,0828 0,8668 0,7093 0,6030 0,5480 0,5551 0,6532 0,8730 1,2093 1,6155 2,0318 2,4063 2,6975 2,8636 2,8553 2,6271 2,1627 1,4925 0,6862 -0,1704 -0,9797 -1,6319 -2,0272 -2,1139 -1,9063 -1,4755 -0,9306 -0,3959 0,0309 0,3145 0,4717 0,5355 0,5373 0,5096 0,4814 0,4650 0,4511 0,4228 0,3715 0,3042 0,2352 0,1754 0,1318 0,1116 0,1216 0,1642 0,2329 0,3118 0,3872 0,4675 0,5872 0,7849 1,0728 1,4183 1,7443 1,9547 1,9850 1,8426 1,5978 1,3377 1,1265 0,9927 0,9336 0,9357 0,9940 1,1072 1,2596 1,4187 1,5491 1,6226 1,6206 1,5326 1,3525 1,0828 0,7553 0,4413 0,2226 0,1479 0,2088 0,3445 0,4747 0,5405 0,5260 0,4588 0,3948 0,3839 0,4478 0,5841 0,7707 0,9644 1,1066 1,1336 0,9954 0,6768 0,1991 -0,3906 -1,0292 -1,6459 -2,1847 -2,6233 -2,9617 -3,1963 -3,3186 -3,3306 -3,2497 -3,0837 -2,8059 -2,3755 -1,7909 -1,1152 -0,4522 0,0943 0,4559 0,6081 0,5519 0,2890 -0,1894 -0,8932 -1,8183 -2,9467 -4,2475 -5,6548 -7,0472 -8,2676 -9,1722 -9,6680 -9,7313 -9,4101 -8,8128 -8,0821 -7,3540 -6,7099 -6,1391 -5,5467 -4,8212 -3,9285 -2,9513 -2,0394 -1,3319 -0,9124 -0,7929 -0,9225 -1,2172 -1,5981 -2,0127 -2,4323 -2,8380 -3,2037 -3,4860 -3,6431 -3,6690 -3,6004 -3,4913 -3,3768 -3,2457 -3,0401 -2,6896 -2,1519 -1,4330 -0,5918 0,2587 0,9721 1,4216 1,5559 1,4138 1,0882 0,6723 0,2223 -0,2344 -0,6624 -0,9992 -1,1718 -1,1370 -0,9241 -0,6404 -0,4170 -0,3397 -0,4114 -0,5579 -0,6785 -0,7192 -0,7050 -0,7059 -0,7755 -0,9115 -1,0649 -1,1908 -1,2966 -1,4470 -1,7267 -2,1875 -2,8152 -3,5306 -4,2221 -4,7900 -5,1805 -5,4003 -5,5070 -5,5780 -5,6744 -5,8170 -5,9821 -6,1132 -6,1370 -5,9884 -5,6474 -5,1591 -4,6155 -4,1182 -3,7563 -3,6076 -3,7412 -4,1952 -4,9471 -5,9028 -6,9172 -7,8400 -8,5489 -8,9591 -9,0282 -8,7628 -8,2110 -7,4536 -6,6100 -5,8337 -5,2743 -5,0259
