Fp1   -2,1827 -2,1069 -1,9956 -1,8496 -1,6941 -1,5646 -1,4896 -1,4771 -1,5118 -1,5652 -1,6155 -1,6542 -1,6770 -1,6728 -1,6292 -1,5429 -1,4205 -1,2721 -1,1080 -0,9397 -0,7827 -0,6516 -0,5502 -0,4692 -0,3904 -0,2902 -0,1465 0,0538 0,3091 0,6030 0,9138 1,2258 1,5315 1,8270 2,1081 2,3649 2,5813 2,7374 2,8071 2,7648 2,6038 2,3475 2,0379 1,7156 1,4069 1,1237 0,8670 0,6351 0,4301 0,2549 0,1051 -0,0334 -0,1786 -0,3472 -0,5512 -0,7935 -1,0646 -1,3481 -1,6314 -1,9060 -2,1581 -2,3683 -2,5227 -2,6184 -2,6600 -2,6632 -2,6607 -2,6976 -2,8109 -3,0123 -3,2870 -3,6077 -3,9439 -4,2607 -4,5181 -4,6802 -4,7219 -4,6253 -4,3845 -4,0164 -3,5620 -3,0738 -2,5991 -2,1625 -1,7637 -1,3970 -1,0710 -0,8091 -0,6353 -0,5596 -0,5717 -0,6435 -0,7431 -0,8474 -0,9436 -1,0228 -1,0786 -1,1087 -1,1163 -1,1115 -1,1074 -1,1117 -1,1234 -1,1380 -1,1513 -1,1549 -1,1342 -1,0751 -0,9741 -0,8453 -0,7175 -0,6211 -0,5705 -0,5565 -0,5580 -0,5583 -0,5468 -0,5098 -0,4310 -0,3045 -0,1430 0,0294 0,1871 0,3067 0,3703 0,3701 0,3061 0,1810 0,0014 -0,2172 -0,4555 -0,7010 -0,9499 -1,2000 -1,4414 -1,6558 -1,8299 -1,9721 -2,1123 -2,2818 -2,4914 -2,7265 -2,9579 -3,1560 -3,2972 -3,3659 -3,3581 -3,2824 -3,1578 -3,0123 -2,8740 -2,7563 -2,6521 -2,5451 -2,4289 -2,3153 -2,2288 -2,1919 -2,2149 -2,2891 -2,3881 -2,4746 -2,5144 -2,4936 -2,4294 -2,3620 -2,3297 -2,3432 -2,3837 -2,4207 -2,4315 -2,4070 -2,3460 -2,2476 -2,1106 -1,9396 -1,7433 -1,5241 -1,2759 -0,9943 -0,6874 -0,3770 -0,0898 0,1582 0,3682 0,5524 0,7254 0,9026 1,0984 1,3191 1,5571 1,7927 2,0024 2,1676 2,2814 2,3505 2,3896 2,4107 2,4208 2,4245 2,4202 2,3930 2,3207 2,1894 2,0065 1,8003 1,6072 1,4563 1,3606 1,3202 1,3279 1,3664 1,4057 1,4112 1,3573 1,2368 1,0640 0,8659 0,6690 0,4891 0,3287 0,1794 0,0295 -0,1274 -0,2914 -0,4575 -0,6172 -0,7631 -0,8951 -1,0178 -1,1288 -1,2160 -1,2686 -1,2925 -1,3097 -1,3436 -1,4037 -1,4833 -1,5713 -1,6592 -1,7380 -1,7967 -1,8260 -1,8204 -1,7782 -1,6999 -1,5891 -1,4557 -1,3185 -1,1967 -1,0997 -1,0264 -0,9696 -0,9206 -0,8742 -0,8320 -0,7997 -0,7815 -0,7741 -0,7656 -0,7438 -0,7048 -0,6517 -0,5883 -0,5146 -0,4279 -0,3237 -0,1959 -0,0414 0,1319 0,3073 0,4725 0,6280 0,7820 0,9404 1,1025 1,2611 1,4070 1,5304 1,6234 1,6850 1,7230 1,7470 1,7589 1,7483 1,6987 1,6020 1,4656 1,3052 1,1345 0,9607 0,7852 0,6072 0,4257 0,2411 0,0558 -0,1249 -0,2915 -0,4334 -0,5485 -0,6427 -0,7235 -0,8030 -0,9006 -1,0341 -1,2096 -1,4196 -1,6454 -1,8617 -2,0449 -2,1791 -2,2521 -2,2554 -2,1962 -2,0999 -1,9919 -1,8812 -1,7632 -1,6353 -1,5084 -1,4094 -1,3655 -1,3844 -1,4531 -1,5486 -1,6437 -1,7106 -1,7290 -1,6922 -1,6063 -1,4875 -1,3565 -1,2276 -1,1014 -0,9709 -0,8310 -0,6806 -0,5241 -0,3705 -0,2298 -0,1094 -0,0093 0,0809 0,1738 0,2729 0,3704 0,4530 0,5142 0,5657 0,6292 0,7167 0,8215 0,9257 1,0136 1,0816 1,1353 1,1826 1,2294 1,2785 1,3263 1,3624 1,3736 1,3465 1,2684 1,1301 0,9332 0,6952 0,4432 0,1967 -0,0428 -0,2786 -0,5014 -0,6929 -0,8446 -0,9662 -1,0793 -1,2057 -1,3558 -1,5239 -1,6924 -1,8408 -1,9570 -2,0449 -2,1240 -2,2249 -2,3776 -2,5959 -2,8662 -3,1509 -3,4034 -3,5830 -3,6648 -3,6443 -3,5376 -3,3744 -3,1816 -2,9728 -2,7553 -2,5470 -2,3831 -2,3008 -2,3146 -2,4080 -2,5446 -2,6834 -2,7877 -2,8311 -2,7990 -2,6904 -2,5203 -2,3172 -2,1142 -1,9365 -1,7935 -1,6811 -1,5946 -1,5432 -1,5475 -1,6219 -1,7593 -1,9332 -2,1148 -2,2856 -2,4380 -2,5698 -2,6808 -2,7701 -2,8355 -2,8803 -2,9181 -2,9693 -3,0517 -3,1738 -3,3310 -3,5075 -3,6819 -3,8355 -3,9607 -4,0662 -4,1677 -4,2730 -4,3794 -4,4834 -4,5845 -4,6752 -4,7372 -4,7535 -4,7193 -4,6448 -4,5532 -4,4761 -4,4388 -4,4496 -4,5011 -4,5801 -4,6774 -4,7886 -4,9062 -5,0158 -5,1019 -5,1542 -5,1680 -5,1433 -5,0891 -5,0287 -4,9944 -5,0114 -5,0883 -5,2222 -5,4051 -5,6205 -5,8445 -6,0556 -6,2449 -6,4097 -6,5413 -6,6182 -6,6131 -6,5054 -6,2898 -5,9791 -5,6052 -5,2162 -4,8601 -4,5692 -4,3576 -4,2262 -4,1641 -4,1495 -4,1528 -4,1424 -4,0953 -4,0054 -3,8816 -3,7426 -3,6164 -3,5382 -3,5408 -3,6445 -3,8502 -4,1316 -4,4402 -4,7282 -4,9712 -5,1718 -5,3480 -5,5187 -5,6942 -5,8748 -6,0512 -6,2082 -6,3356 -6,4376 -6,5324 -6,6375 -6,7551 -6,8709 -6,9666 -7,0336 -7,0758 -7,1051 -7,1358 -7,1804 -7,2416 -7,3069 -7,3556 -7,3708 -7,3458 -7,2830 -7,1924 -7,0921 -7,0048 -6,9437 -6,8977 -6,8334 -6,7152 -6,5246 -6,2654 -5,9575 -5,6249 -5,2833 -4,9339 -4,5709 -4,1967 -3,8281 -3,4853 -3,1809 -2,9156 -2,6848 -2,4880 -2,3320 -2,2227 -2,1618 -2,1458 -2,1639 -2,1980 -2,2314 -2,2557 -2,2697 -2,2720 -2,2562 -2,2209 -2,1797 -2,1551 -2,1623 -2,2002 -2,2582 -2,3270 -2,4007 -2,4742 -2,5463 -2,6245 -2,7203 -2,8387 -2,9708 -3,0996 -3,2115 -3,3037 -3,3834 -3,4609 -3,5432 -3,6334 -3,7358 -3,8561 -3,9979 -4,1568 -4,3145 -4,4377 -4,4906 -4,4545 -4,3314 -4,1395 -3,9116 -3,6905 -3,5137 -3,4006 -3,3533 -3,3681 -3,4387 -3,5456
Fz    -4,4318 -4,3009 -4,0973 -3,8148 -3,4811 -3,1474 -2,8648 -2,6586 -2,5178 -2,4118 -2,3140 -2,2100 -2,0916 -1,9505 -1,7810 -1,5877 -1,3842 -1,1841 -0,9925 -0,8039 -0,6084 -0,3992 -0,1779 0,0491 0,2802 0,5238 0,7929 1,0946 1,4220 1,7528 2,0609 2,3346 2,5830 2,8239 3,0655 3,2955 3,4855 3,6037 3,6188 3,5055 3,2605 2,9116 2,5043 2,0800 1,6635 1,2629 0,8738 0,4903 0,1156 -0,2432 -0,5855 -0,9187 -1,2516 -1,5910 -1,9416 -2,3040 -2,6723 -3,0381 -3,4000 -3,7604 -4,1090 -4,4200 -4,6666 -4,8356 -4,9343 -4,9941 -5,0646 -5,1912 -5,3919 -5,6534 -5,9467 -6,2448 -6,5260 -6,7659 -6,9336 -7,0016 -6,9500 -6,7621 -6,4281 -5,9575 -5,3829 -4,7502 -4,1030 -3,4652 -2,8410 -2,2350 -1,6672 -1,1673 -0,7599 -0,4538 -0,2384 -0,0858 0,0401 0,1695 0,3177 0,4878 0,6801 0,8952 1,1273 1,3574 1,5604 1,7182 1,8262 1,8921 1,9319 1,9661 2,0140 2,0888 2,1912 2,3057 2,4061 2,4707 2,4943 2,4887 2,4681 2,4397 2,4085 2,3884 2,3959 2,4366 2,5006 2,5691 2,6158 2,6094 2,5248 2,3548 2,1080 1,7938 1,4146 0,9726 0,4816 -0,0360 -0,5603 -1,0790 -1,5807 -2,0513 -2,4810 -2,8739 -3,2461 -3,6131 -3,9773 -4,3256 -4,6351 -4,8844 -5,0583 -5,1485 -5,1569 -5,0971 -4,9924 -4,8710 -4,7553 -4,6524 -4,5522 -4,4357 -4,2875 -4,1089 -3,9194 -3,7460 -3,6068 -3,4995 -3,4058 -3,3053 -3,1852 -3,0423 -2,8856 -2,7387 -2,6258 -2,5482 -2,4784 -2,3773 -2,2144 -1,9741 -1,6546 -1,2623 -0,8106 -0,3221 0,1791 0,6835 1,2003 1,7400 2,2988 2,8530 3,3684 3,8190 4,1996 4,5213 4,8019 5,0616 5,3179 5,5781 5,8373 6,0814 6,2909 6,4462 6,5374 6,5713 6,5684 6,5505 6,5325 6,5194 6,5027 6,4591 6,3610 6,1932 5,9626 5,6936 5,4160 5,1523 4,9152 4,7116 4,5460 4,4157 4,3076 4,2004 4,0727 3,9108 3,7136 3,4911 3,2570 3,0223 2,7916 2,5615 2,3264 2,0866 1,8484 1,6183 1,4034 1,2105 1,0413 0,8909 0,7554 0,6389 0,5467 0,4736 0,4045 0,3262 0,2375 0,1443 0,0478 -0,0565 -0,1663 -0,2629 -0,3168 -0,3025 -0,2108 -0,0499 0,1588 0,3865 0,6045 0,7955 0,9576 1,0971 1,2189 1,3249 1,4160 1,4869 1,5264 1,5270 1,4949 1,4476 1,4066 1,3926 1,4248 1,5177 1,6759 1,8961 2,1719 2,4946 2,8449 3,1888 3,4882 3,7205 3,8847 3,9952 4,0711 4,1279 4,1722 4,2038 4,2209 4,2224 4,2103 4,1912 4,1712 4,1469 4,1012 4,0084 3,8471 3,6126 3,3154 2,9747 2,6107 2,2384 1,8652 1,4946 1,1354 0,8022 0,5070 0,2541 0,0381 -0,1570 -0,3484 -0,5439 -0,7468 -0,9626 -1,1968 -1,4475 -1,7030 -1,9400 -2,1317 -2,2610 -2,3257 -2,3281 -2,2729 -2,1776 -2,0740 -1,9870 -1,9159 -1,8426 -1,7525 -1,6521 -1,5684 -1,5304 -1,5494 -1,6186 -1,7253 -1,8524 -1,9756 -2,0688 -2,1143 -2,1070 -2,0529 -1,9605 -1,8323 -1,6651 -1,4593 -1,2239 -0,9707 -0,7063 -0,4316 -0,1497 0,1307 0,4003 0,6553 0,8945 1,1154 1,3118 1,4768 1,6131 1,7420 1,8927 2,0788 2,2868 2,4866 2,6524 2,7769 2,8680 2,9403 3,0081 3,0809 3,1558 3,2189 3,2523 3,2387 3,1607 3,0033 2,7610 2,4470 2,0906 1,7197 1,3491 0,9909 0,6678 0,4040 0,2049 0,0493 -0,1002 -0,2776 -0,4961 -0,7451 -1,0009 -1,2372 -1,4374 -1,6026 -1,7536 -1,9250 -2,1475 -2,4262 -2,7320 -3,0153 -3,2308 -3,3501 -3,3622 -3,2708 -3,0937 -2,8563 -2,5806 -2,2828 -1,9806 -1,7036 -1,4926 -1,3826 -1,3799 -1,4585 -1,5729 -1,6712 -1,7083 -1,6541 -1,4952 -1,2353 -0,8966 -0,5162 -0,1375 0,2001 0,4707 0,6654 0,7840 0,8204 0,7589 0,5877 0,3176 -0,0126 -0,3502 -0,6516 -0,8984 -1,0989 -1,2757 -1,4490 -1,6266 -1,8112 -2,0084 -2,2234 -2,4572 -2,7078 -2,9680 -3,2258 -3,4685 -3,6869 -3,8797 -4,0593 -4,2448 -4,4447 -4,6504 -4,8496 -5,0334 -5,1922 -5,3146 -5,3939 -5,4291 -5,4230 -5,3863 -5,3440 -5,3266 -5,3541 -5,4313 -5,5548 -5,7184 -5,9067 -6,0862 -6,2142 -6,2597 -6,2145 -6,0898 -5,9069 -5,6930 -5,4799 -5,3006 -5,1817 -5,1360 -5,1644 -5,2604 -5,4081 -5,5838 -5,7672 -5,9469 -6,1122 -6,2414 -6,3031 -6,2668 -6,1137 -5,8415 -5,4664 -5,0264 -4,5779 -4,1769 -3,8573 -3,6277 -3,4800 -3,3933 -3,3378 -3,2843 -3,2117 -3,1111 -2,9856 -2,8452 -2,7017 -2,5756 -2,5008 -2,5124 -2,6306 -2,8535 -3,1540 -3,4851 -3,8006 -4,0784 -4,3254 -4,5615 -4,7978 -5,0305 -5,2511 -5,4556 -5,6428 -5,8127 -5,9687 -6,1146 -6,2467 -6,3516 -6,4128 -6,4181 -6,3653 -6,2647 -6,1360 -6,0040 -5,8923 -5,8142 -5,7655 -5,7295 -5,6895 -5,6366 -5,5672 -5,4800 -5,3772 -5,2641 -5,1428 -5,0025 -4,8176 -4,5615 -4,2234 -3,8100 -3,3393 -2,8336 -2,3112 -1,7818 -1,2497 -0,7237 -0,2188 0,2515 0,6820 1,0755 1,4341 1,7482 1,9982 2,1683 2,2525 2,2545 2,1902 2,0869 1,9737 1,8737 1,8023 1,7704 1,7844 1,8335 1,8824 1,8875 1,8239 1,6963 1,5279 1,3424 1,1554 0,9739 0,7975 0,6183 0,4236 0,2060 -0,0254 -0,2468 -0,4335 -0,5762 -0,6848 -0,7773 -0,8646 -0,9479 -1,0282 -1,1121 -1,2084 -1,3208 -1,4405 -1,5422 -1,5900 -1,5558 -1,4350 -1,2502 -1,0445 -0,8641 -0,7405 -0,6818 -0,6787 -0,7204 -0,8035 -0,9241
F3    -4,2524 -4,1037 -3,9054 -3,6501 -3,3602 -3,0741 -2,8301 -2,6509 -2,5344 -2,4577 -2,3942 -2,3228 -2,2275 -2,1005 -1,9478 -1,7899 -1,6491 -1,5299 -1,4115 -1,2593 -1,0485 -0,7756 -0,4561 -0,1153 0,2254 0,5583 0,8874 1,2154 1,5343 1,8239 2,0630 2,2454 2,3861 2,5100 2,6348 2,7607 2,8735 2,9552 2,9888 2,9644 2,8899 2,7886 2,6812 2,5686 2,4304 2,2373 1,9662 1,6168 1,2195 0,8221 0,4614 0,1432 -0,1567 -0,4742 -0,8346 -1,2388 -1,6588 -2,0541 -2,4009 -2,7013 -2,9650 -3,1946 -3,3872 -3,5401 -3,6534 -3,7354 -3,8094 -3,9088 -4,0595 -4,2631 -4,4979 -4,7387 -4,9707 -5,1821 -5,3530 -5,4599 -5,4813 -5,3955 -5,1859 -4,8556 -4,4373 -3,9844 -3,5470 -3,1483 -2,7861 -2,4551 -2,1608 -1,9165 -1,7355 -1,6270 -1,5908 -1,6137 -1,6733 -1,7490 -1,8242 -1,8834 -1,9123 -1,9050 -1,8693 -1,8241 -1,7902 -1,7795 -1,7907 -1,8120 -1,8256 -1,8107 -1,7463 -1,6143 -1,4060 -1,1309 -0,8189 -0,5095 -0,2358 -0,0129 0,1612 0,3008 0,4286 0,5704 0,7416 0,9344 1,1204 1,2661 1,3452 1,3405 1,2498 1,0971 0,9232 0,7568 0,5961 0,4205 0,2079 -0,0570 -0,3780 -0,7488 -1,1560 -1,5814 -2,0062 -2,4183 -2,8153 -3,1999 -3,5743 -3,9371 -4,2816 -4,5986 -4,8736 -5,0818 -5,1936 -5,1858 -5,0562 -4,8307 -4,5536 -4,2646 -3,9831 -3,7108 -3,4493 -3,2214 -3,0702 -3,0343 -3,1217 -3,3049 -3,5348 -3,7577 -3,9260 -4,0100 -4,0096 -3,9535 -3,8775 -3,7978 -3,7041 -3,5755 -3,3951 -3,1532 -2,8492 -2,4900 -2,0829 -1,6336 -1,1471 -0,6241 -0,0642 0,5235 1,1177 1,6882 2,1998 2,6209 2,9357 3,1475 3,2754 3,3499 3,4056 3,4729 3,5725 3,7078 3,8610 3,9995 4,0950 4,1387 4,1415 4,1197 4,0849 4,0413 3,9835 3,8945 3,7526 3,5473 3,2907 3,0157 2,7631 2,5676 2,4480 2,4070 2,4334 2,4987 2,5590 2,5689 2,4975 2,3330 2,0827 1,7725 1,4420 1,1328 0,8753 0,6801 0,5405 0,4390 0,3525 0,2604 0,1559 0,0469 -0,0545 -0,1410 -0,2064 -0,2419 -0,2434 -0,2235 -0,2124 -0,2443 -0,3394 -0,4993 -0,7167 -0,9805 -1,2689 -1,5456 -1,7657 -1,8886 -1,8914 -1,7750 -1,5598 -1,2788 -0,9702 -0,6669 -0,3867 -0,1312 0,1066 0,3312 0,5364 0,7064 0,8247 0,8846 0,8928 0,8643 0,8093 0,7272 0,6164 0,4872 0,3648 0,2806 0,2625 0,3269 0,4697 0,6621 0,8655 1,0570 1,2378 1,4207 1,6130 1,8078 1,9831 2,1127 2,1825 2,2013 2,1983 2,2096 2,2585 2,3437 2,4397 2,5075 2,5146 2,4501 2,3242 2,1545 1,9558 1,7358 1,4935 1,2204 0,9109 0,5742 0,2352 -0,0776 -0,3501 -0,5913 -0,8221 -1,0594 -1,3120 -1,5806 -1,8562 -2,1214 -2,3518 -2,5161 -2,5878 -2,5594 -2,4432 -2,2563 -2,0206 -1,7771 -1,5825 -1,4803 -1,4755 -1,5341 -1,6087 -1,6730 -1,7311 -1,7917 -1,8451 -1,8796 -1,9061 -1,9428 -1,9877 -2,0164 -1,9989 -1,9099 -1,7382 -1,4909 -1,1866 -0,8477 -0,4964 -0,1535 0,1616 0,4309 0,6396 0,7792 0,8491 0,8597 0,8338 0,8000 0,7808 0,7855 0,8126 0,8560 0,9111 0,9772 1,0566 1,1477 1,2420 1,3279 1,3946 1,4344 1,4469 1,4417 1,4307 1,4174 1,3939 1,3485 1,2695 1,1456 0,9698 0,7426 0,4703 0,1638 -0,1647 -0,4984 -0,8120 -1,0759 -1,2687 -1,3881 -1,4510 -1,4829 -1,5021 -1,5114 -1,5033 -1,4718 -1,4211 -1,3693 -1,3458 -1,3856 -1,5202 -1,7622 -2,0888 -2,4517 -2,8082 -3,1370 -3,4285 -3,6723 -3,8555 -3,9676 -4,0029 -3,9582 -3,8347 -3,6445 -3,4152 -3,1911 -3,0173 -2,9152 -2,8705 -2,8440 -2,7924 -2,6911 -2,5402 -2,3515 -2,1396 -1,9197 -1,7048 -1,5050 -1,3311 -1,1916 -1,0877 -1,0206 -1,0029 -1,0592 -1,2116 -1,4622 -1,7849 -2,1357 -2,4718 -2,7645 -3,0036 -3,1979 -3,3664 -3,5265 -3,6918 -3,8724 -4,0690 -4,2724 -4,4741 -4,6732 -4,8719 -5,0686 -5,2564 -5,4307 -5,5991 -5,7777 -5,9739 -6,1776 -6,3707 -6,5358 -6,6542 -6,7048 -6,6722 -6,5551 -6,3682 -6,1462 -5,9410 -5,8047 -5,7674 -5,8268 -5,9566 -6,1247 -6,3022 -6,4590 -6,5644 -6,6009 -6,5732 -6,5004 -6,4049 -6,3078 -6,2324 -6,2082 -6,2657 -6,4238 -6,6797 -7,0076 -7,3630 -7,6942 -7,9590 -8,1363 -8,2221 -8,2158 -8,1106 -7,8953 -7,5681 -7,1490 -6,6815 -6,2236 -5,8323 -5,5448 -5,3637 -5,2633 -5,2058 -5,1562 -5,0899 -4,9927 -4,8551 -4,6718 -4,4486 -4,2006 -3,9461 -3,7108 -3,5338 -3,4575 -3,5107 -3,6957 -3,9852 -4,3349 -4,7075 -5,0897 -5,4860 -5,9019 -6,3297 -6,7502 -7,1423 -7,4858 -7,7619 -7,9603 -8,0861 -8,1557 -8,1850 -8,1856 -8,1671 -8,1381 -8,1056 -8,0758 -8,0532 -8,0419 -8,0452 -8,0587 -8,0625 -8,0316 -7,9568 -7,8522 -7,7486 -7,6814 -7,6791 -7,7491 -7,8669 -7,9759 -8,0037 -7,8902 -7,6144 -7,2043 -6,7238 -6,2394 -5,7884 -5,3696 -4,9607 -4,5435 -4,1142 -3,6761 -3,2302 -2,7731 -2,3051 -1,8440 -1,4240 -1,0799 -0,8353 -0,6967 -0,6482 -0,6529 -0,6645 -0,6427 -0,5663 -0,4360 -0,2675 -0,0879 0,0608 0,1299 0,0884 -0,0558 -0,2599 -0,4720 -0,6561 -0,8048 -0,9384 -1,0907 -1,2883 -1,5323 -1,7952 -2,0367 -2,2269 -2,3610 -2,4563 -2,5343 -2,6095 -2,6917 -2,7933 -2,9287 -3,1081 -3,3261 -3,5578 -3,7624 -3,8986 -3,9432 -3,8976 -3,7834 -3,6354 -3,4923 -3,3825 -3,3169 -3,2962 -3,3241 -3,4085 -3,5463
F7    -1,4519 -1,4361 -1,4021 -1,3441 -1,2624 -1,1535 -1,0193 -0,8842 -0,7855 -0,7457 -0,7657 -0,8347 -0,9320 -1,0241 -1,0747 -1,0607 -0,9768 -0,8330 -0,6509 -0,4607 -0,2995 -0,1977 -0,1637 -0,1798 -0,2143 -0,2361 -0,2220 -0,1568 -0,0317 0,1505 0,3740 0,6210 0,8830 1,1567 1,4307 1,6785 1,8705 1,9878 2,0202 1,9609 1,8143 1,5999 1,3460 1,0797 0,8212 0,5821 0,3648 0,1699 0,0054 -0,1175 -0,1993 -0,2640 -0,3525 -0,5025 -0,7299 -1,0220 -1,3427 -1,6459 -1,8987 -2,0915 -2,2307 -2,3284 -2,3955 -2,4354 -2,4433 -2,4162 -2,3664 -2,3253 -2,3317 -2,4130 -2,5772 -2,8166 -3,1142 -3,4390 -3,7455 -3,9848 -4,1151 -4,1054 -3,9461 -3,6605 -3,3007 -2,9284 -2,5974 -2,3356 -2,1399 -1,9891 -1,8653 -1,7647 -1,6976 -1,6796 -1,7240 -1,8351 -2,0085 -2,2330 -2,4892 -2,7495 -2,9859 -3,1798 -3,3274 -3,4397 -3,5339 -3,6185 -3,6904 -3,7435 -3,7731 -3,7725 -3,7292 -3,6292 -3,4674 -3,2574 -3,0317 -2,8311 -2,6844 -2,5915 -2,5271 -2,4612 -2,3715 -2,2387 -2,0491 -1,8110 -1,5588 -1,3341 -1,1688 -1,0836 -1,0867 -1,1625 -1,2691 -1,3603 -1,4169 -1,4530 -1,4986 -1,5799 -1,7130 -1,9034 -2,1367 -2,3773 -2,5852 -2,7422 -2,8591 -2,9569 -3,0465 -3,1315 -3,2238 -3,3394 -3,4777 -3,6118 -3,7029 -3,7201 -3,6543 -3,5241 -3,3662 -3,2150 -3,0883 -2,9926 -2,9375 -2,9425 -3,0252 -3,1849 -3,3974 -3,6254 -3,8314 -3,9834 -4,0610 -4,0628 -4,0148 -3,9614 -3,9407 -3,9603 -3,9969 -4,0210 -4,0194 -3,9971 -3,9626 -3,9140 -3,8420 -3,7433 -3,6221 -3,4779 -3,3024 -3,0902 -2,8507 -2,6068 -2,3852 -2,2022 -2,0548 -1,9240 -1,7878 -1,6295 -1,4356 -1,1968 -0,9175 -0,6224 -0,3473 -0,1235 0,0314 0,1128 0,1267 0,0855 0,0051 -0,0961 -0,2012 -0,3015 -0,3981 -0,4984 -0,6086 -0,7261 -0,8383 -0,9298 -0,9911 -1,0178 -1,0098 -0,9770 -0,9429 -0,9373 -0,9829 -1,0855 -1,2334 -1,4044 -1,5740 -1,7194 -1,8272 -1,9029 -1,9685 -2,0498 -2,1681 -2,3322 -2,5312 -2,7398 -2,9340 -3,0994 -3,2235 -3,2908 -3,2958 -3,2593 -3,2241 -3,2294 -3,2875 -3,3845 -3,4980 -3,6070 -3,6905 -3,7339 -3,7368 -3,7080 -3,6569 -3,5908 -3,5170 -3,4482 -3,3978 -3,3658 -3,3308 -3,2629 -3,1455 -2,9837 -2,7992 -2,6178 -2,4588 -2,3281 -2,2213 -2,1293 -2,0449 -1,9669 -1,8973 -1,8366 -1,7828 -1,7328 -1,6825 -1,6266 -1,5652 -1,5072 -1,4594 -1,4136 -1,3488 -1,2466 -1,1006 -0,9167 -0,7102 -0,5009 -0,3071 -0,1399 0,0003 0,1183 0,2167 0,2923 0,3338 0,3239 0,2504 0,1176 -0,0510 -0,2197 -0,3585 -0,4572 -0,5280 -0,5971 -0,6893 -0,8107 -0,9456 -1,0702 -1,1735 -1,2682 -1,3741 -1,4930 -1,6102 -1,7158 -1,8190 -1,9459 -2,1220 -2,3446 -2,5695 -2,7326 -2,7910 -2,7476 -2,6404 -2,5151 -2,4002 -2,3017 -2,2134 -2,1288 -2,0451 -1,9676 -1,9115 -1,8879 -1,8846 -1,8746 -1,8406 -1,7821 -1,6988 -1,5818 -1,4254 -1,2400 -1,0459 -0,8592 -0,6836 -0,5131 -0,3452 -0,1887 -0,0626 0,0105 0,0164 -0,0400 -0,1362 -0,2413 -0,3218 -0,3516 -0,3282 -0,2772 -0,2351 -0,2196 -0,2192 -0,2173 -0,2166 -0,2282 -0,2529 -0,2806 -0,3012 -0,3111 -0,3116 -0,3032 -0,2847 -0,2612 -0,2493 -0,2725 -0,3535 -0,5049 -0,7202 -0,9730 -1,2266 -1,4458 -1,6112 -1,7293 -1,8262 -1,9258 -2,0349 -2,1466 -2,2535 -2,3538 -2,4511 -2,5519 -2,6578 -2,7608 -2,8476 -2,9087 -2,9445 -2,9641 -2,9839 -3,0297 -3,1342 -3,3165 -3,5608 -3,8178 -4,0269 -4,1371 -4,1221 -3,9910 -3,7869 -3,5637 -3,3573 -3,1793 -3,0343 -2,9392 -2,9187 -2,9834 -3,1181 -3,2893 -3,4570 -3,5854 -3,6536 -3,6592 -3,6120 -3,5257 -3,4158 -3,2988 -3,1933 -3,1146 -3,0686 -3,0585 -3,0953 -3,1936 -3,3564 -3,5643 -3,7831 -3,9826 -4,1483 -4,2768 -4,3716 -4,4413 -4,4918 -4,5210 -4,5247 -4,5078 -4,4843 -4,4719 -4,4884 -4,5475 -4,6539 -4,8024 -4,9817 -5,1790 -5,3854 -5,5932 -5,7894 -5,9562 -6,0798 -6,1535 -6,1709 -6,1207 -5,9949 -5,7974 -5,5415 -5,2492 -4,9560 -4,7063 -4,5391 -4,4747 -4,5096 -4,6231 -4,7877 -4,9712 -5,1370 -5,2516 -5,2995 -5,2879 -5,2394 -5,1812 -5,1449 -5,1705 -5,2929 -5,5214 -5,8386 -6,2134 -6,6087 -6,9855 -7,3136 -7,5835 -7,8051 -7,9887 -8,1235 -8,1750 -8,1054 -7,8969 -7,5635 -7,1496 -6,7152 -6,3152 -5,9886 -5,7574 -5,6266 -5,5846 -5,6063 -5,6574 -5,6979 -5,6931 -5,6268 -5,5073 -5,3639 -5,2391 -5,1747 -5,1973 -5,3166 -5,5284 -5,8099 -6,1188 -6,4100 -6,6583 -6,8653 -7,0520 -7,2427 -7,4479 -7,6546 -7,8309 -7,9434 -7,9810 -7,9676 -7,9507 -7,9725 -8,0470 -8,1591 -8,2811 -8,3892 -8,4701 -8,5261 -8,5759 -8,6471 -8,7551 -8,8894 -9,0217 -9,1257 -9,1925 -9,2310 -9,2583 -9,2865 -9,3159 -9,3357 -9,3259 -9,2608 -9,1179 -8,8893 -8,5905 -8,2563 -7,9231 -7,6078 -7,3040 -6,9989 -6,6949 -6,4126 -6,1735 -5,9827 -5,8254 -5,6806 -5,5398 -5,4094 -5,2976 -5,2078 -5,1411 -5,0930 -5,0491 -4,9903 -4,9033 -4,7900 -4,6648 -4,5406 -4,4230 -4,3210 -4,2537 -4,2374 -4,2719 -4,3453 -4,4477 -4,5711 -4,7067 -4,8504 -5,0043 -5,1662 -5,3153 -5,4204 -5,4636 -5,4549 -5,4232 -5,3991 -5,4026 -5,4386 -5,5029 -5,5906 -5,7032 -5,8493 -6,0364 -6,2565 -6,4742 -6,6391 -6,7143 -6,6924 -6,5918 -6,4456 -6,2926 -6,1658 -6,0812 -6,0371 -6,0259 -6,0420 -6,0729
