Fp1   -4,2931 -3,6983 -2,8022 -1,7759 -0,8197 -0,0978 0,2843 0,2869 -0,0445 -0,5786 -1,1472 -1,6223 -1,9672 -2,2102 -2,3516 -2,3048 -1,9154 -1,0210 0,4514 2,3672 4,3664 6,0166 7,0189 7,2974 6,9508 6,1577 5,1028 3,9415 2,7956 1,7594 0,8925 0,2151 -0,2676 -0,5441 -0,6205 -0,5454 -0,3961 -0,2654 -0,2536 -0,4273 -0,7802 -1,2405 -1,7167 -2,1501 -2,5352 -2,8875 -3,1873 -3,3505 -3,2570 -2,8295 -2,1181 -1,3168 -0,6940 -0,4902 -0,8230 -1,6310 -2,6957 -3,7248 -4,4580 -4,7642 -4,6759 -4,3301 -3,8770 -3,4242 -3,0074 -2,5940 -2,1403 -1,6541 -1,1846 -0,7518 -0,3182 0,1461 0,5937 0,9207 1,0467 0,9558 0,6544 0,1196 -0,6720 -1,6616 -2,6753 -3,4933 -3,9744 -4,1263 -4,0479 -3,7974 -3,3207 -2,5300 -1,4582 -0,3177 0,5908 1,0157 0,8429 0,1137 -0,9954 -2,1920 -3,1299 -3,5502 -3,4258 -2,9847 -2,5616 -2,3786 -2,4525 -2,6985 -3,0679 -3,5464 -4,0714 -4,5345 -4,8621 -5,0522 -5,1456 -5,1822 -5,1771 -5,1332 -5,0611 -4,9606 -4,8142 -4,6417 -4,5421 -4,6640 -5,1292 -5,9391 -6,9099 -7,7172 -8,0587 -7,8083 -7,0358 -5,9362 -4,7766 -3,8271 -3,2389 -2,9628 -2,7825 -2,4482 -1,8442 -1,0520 -0,2397 0,4875 1,1006 1,5624 1,8039 1,7784 1,4922 0,9836 0,3220 -0,3416 -0,7746 -0,7791 -0,3174 0,4617 1,2920 1,9061 2,1519 2,0339 1,6433 1,0436 0,2271 -0,8191 -2,0196 -3,1986 -4,1541 -4,7416 -4,9108 -4,7029 -4,2393 -3,6958 -3,2229 -2,8541 -2,5109 -2,1063 -1,6469 -1,2620 -1,1188 -1,3080 -1,8425 -2,7265 -3,9634 -5,5140 -7,2762 -9,0862 -10,7252 -11,9546 -12,5891 -12,5681 -11,9634 -10,9104 -9,5318 -7,9376 -6,2768 -4,7492 -3,5617 -2,8776 -2,7831 -3,2734 -4,2661 -5,6392 -7,2518 -8,9037 -10,3202 -11,2590 -11,6297 -11,4737 -10,8842 -10,0018 -9,0371 -8,2243 -7,7275 -7,5837 -7,7076 -7,9055 -7,9153 -7,5335 -6,7429 -5,6949 -4,5653 -3,4487 -2,3917 -1,4828 -0,8636 -0,6525 -0,8654 -1,3896 -2,0376 -2,6582 -3,2014 -3,6813 -4,1214 -4,5373 -4,9144 -5,1792 -5,2111 -4,9026 -4,2223 -3,2312 -2,0472 -0,8116 0,3044 1,1112 1,4753 1,3937 0,9957 0,4686 -0,0252 -0,3880 -0,5892 -0,6524 -0,6288 -0,5723 -0,5398 -0,6117 -0,8809 -1,3867 -2,0647 -2,7823 -3,4241 -3,9207 -4,2262 -4,3485 -4,3806 -4,4358 -4,5821 -4,8600 -5,2791 -5,7540 -6,1229 -6,2719 -6,2128 -6,0434 -5,8456 -5,6211 -5,3242 -4,9559 -4,6073 -4,3918 -4,3483 -4,4401 -4,6360 -4,9634 -5,4835 -6,2304 -7,1691 -8,1747 -9,0443 -9,5763 -9,6704 -9,3485 -8,7073 -7,8838 -7,0468 -6,3753 -5,9905 -5,8733 -5,8731 -5,8526 -5,8248 -5,9472 -6,3945 -7,2175 -8,3091 -9,5025 -10,6795 -11,7871 -12,8029 -13,6972 -14,3873 -14,7060 -14,4598 -13,5723 -12,1772 -10,5717 -9,0902 -7,9987 -7,4506 -7,4792 -7,9944 -8,7868 -9,5770 -10,1037 -10,1893 -9,7495 -8,8135 -7,5609 -6,2684 -5,1712 -4,3721 -3,8507 -3,5256 -3,3224 -3,2090 -3,1851 -3,2494 -3,3765 -3,5374 -3,7585 -4,1269 -4,6966 -5,3976 -6,0538 -6,4701 -6,5098 -6,1508 -5,5170 -4,8237 -4,2487 -3,8327 -3,4898 -3,1180 -2,7204 -2,4223 -2,3565 -2,5167 -2,7416 -2,8606 -2,8323 -2,7441 -2,7225 -2,8624 -3,1971 -3,6723 -4,1435 -4,4531 -4,5544 -4,5680 -4,7145 -5,1603 -5,8868 -6,6859 -7,2687 -7,3989 -7,0006 -6,1940 -5,2161 -4,2957 -3,5854 -3,1590 -3,0134 -3,0584 -3,1432 -3,1314 -2,9621 -2,6632 -2,3480 -2,1776 -2,2807 -2,6838 -3,2828 -3,8800 -4,2962 -4,4714 -4,4723 -4,4348 -4,4957 -4,7226 -5,0711 -5,4133 -5,6188 -5,6189 -5,4096 -5,0082 -4,4146 -3,6256 -2,6807 -1,6793 -0,7680 -0,1398 -0,0106 -0,5179 -1,6184 -3,0983 -4,6839 -6,1542 -7,3721 -8,2344 -8,6344 -8,4798 -7,7273 -6,4073 -4,6333 -2,6132 -0,6568 0,8790 1,7023 1,6765 0,8600 -0,5127 -2,1192 -3,6656 -4,9636 -5,9359 -6,5731 -6,9008 -6,9781 -6,8816 -6,6520 -6,2674 -5,6877 -4,9090 -3,9808 -3,0017 -2,1135 -1,4827 -1,2552 -1,4996 -2,1727 -3,1177 -4,1018 -4,8869 -5,3145 -5,3603 -5,1156 -4,7083 -4,2351 -3,7582 -3,3554 -3,1460 -3,2226 -3,5529 -3,9671 -4,2352 -4,1853 -3,8103 -3,2725 -2,7756 -2,4317 -2,2376 -2,1295 -2,0472 -1,9775 -1,9581 -2,0465 -2,3029 -2,8010 -3,6087 -4,7075 -5,9284 -6,9844 -7,5925 -7,6147 -7,1256 -6,3648 -5,6263 -5,1649 -5,1407 -5,5841 -6,3772 -7,2785 -8,0050 -8,3415 -8,2228 -7,7430 -7,0797 -6,3936 -5,7803 -5,2946 -4,9830 -4,8709 -4,9477 -5,2050 -5,6720 -6,3793 -7,2865 -8,2486 -9,0458 -9,4697 -9,4062 -8,8432 -7,8149 -6,3646 -4,5742 -2,6049 -0,6852 0,9424 2,0672 2,5348 2,2747 1,3482 -0,0327 -1,5655 -2,9742 -4,0981 -4,8749 -5,2769 -5,3079 -5,0282 -4,5244 -3,8634 -3,1002 -2,3188 -1,6379 -1,1724 -0,9923 -1,1033 -1,4446 -1,8981 -2,3269 -2,6445 -2,8537 -3,0110 -3,1589 -3,3007 -3,4405 -3,6113 -3,8307 -4,0726 -4,3218 -4,6255 -5,0542 -5,6210 -6,2614 -6,8921 -7,4764 -8,0472 -8,6947 -9,5175 -10,5412 -11,6724 -12,7390 -13,5625 -13,9817 -13,8718 -13,2360 -12,2714 -11,2673 -10,4350 -9,8508 -9,4968 -9,3177 -9,2625 -9,2837 -9,3145 -9,2920 -9,2189 -9,1754 -9,2693 -9,5913 -10,1909 -11,0291 -11,9399 -12,6712 -12,9926 -12,7911 -12,1056 -11,0984 -9,9707 -8,8566 -7,7908 -6,7866 -5,9053 -5,2371 -4,8630 -4,8577 -5,2877 -6,1620 -7,3678 -8,6746 -9,8317 -10,6761 -11,1629 -11,3195 -11,2020
Fz    -0,6696 -0,3440 -0,0674 0,1329 0,2633 0,3474 0,4017 0,4343 0,4629 0,5134 0,5955 0,6907 0,7588 0,7543 0,6515 0,4602 0,2230 0,0052 -0,1219 -0,1119 0,0373 0,2922 0,6128 0,9704 1,3358 1,6646 1,9054 2,0175 1,9769 1,7788 1,4416 1,0058 0,5257 0,0534 -0,3780 -0,7523 -1,0452 -1,2179 -1,2499 -1,1710 -1,0564 -0,9930 -1,0420 -1,2182 -1,4872 -1,7758 -1,9902 -2,0480 -1,9197 -1,6536 -1,3625 -1,1663 -1,1256 -1,2241 -1,4037 -1,5999 -1,7551 -1,8238 -1,7814 -1,6242 -1,3631 -1,0177 -0,6157 -0,1900 0,2336 0,6424 1,0172 1,3097 1,4519 1,3970 1,1622 0,8371 0,5364 0,3335 0,2388 0,2291 0,2787 0,3662 0,4687 0,5565 0,5949 0,5671 0,4917 0,4148 0,3880 0,4511 0,6131 0,8347 1,0335 1,1253 1,0728 0,9014 0,6830 0,5040 0,4272 0,4647 0,5882 0,7616 0,9547 1,1374 1,2762 1,3412 1,3050 1,1323 0,7795 0,2246 -0,4874 -1,2357 -1,8767 -2,3174 -2,5435 -2,6002 -2,5633 -2,5179 -2,5334 -2,6349 -2,7962 -2,9625 -3,0800 -3,1177 -3,0717 -2,9449 -2,7290 -2,4113 -1,9911 -1,4806 -0,9037 -0,3003 0,2790 0,8020 1,2749 1,7258 2,1706 2,5973 2,9666 3,2324 3,3799 3,4455 3,4923 3,5672 3,6886 3,8592 4,0801 4,3604 4,7195 5,1698 5,6871 6,2021 6,6336 6,9278 7,0709 7,0773 6,9766 6,8006 6,5615 6,2430 5,8144 5,2616 4,6269 4,0250 3,5936 3,4108 3,4635 3,6794 3,9578 4,1834 4,2563 4,1349 3,8414 3,4250 2,9286 2,3930 1,8856 1,4975 1,2852 1,2253 1,2404 1,2526 1,2079 1,0817 0,8938 0,7045 0,5684 0,4869 0,4077 0,2643 0,0250 -0,2807 -0,5802 -0,8032 -0,9157 -0,9187 -0,8304 -0,6794 -0,5085 -0,3814 -0,3727 -0,5304 -0,8422 -1,2443 -1,6667 -2,0649 -2,4182 -2,7203 -2,9621 -3,1090 -3,1050 -2,9209 -2,5973 -2,2227 -1,8771 -1,5996 -1,3915 -1,2297 -1,0771 -0,8929 -0,6453 -0,3213 0,0797 0,5522 1,0740 1,5920 2,0273 2,3032 2,3861 2,3122 2,1699 2,0532 2,0312 2,1423 2,3978 2,7798 3,2297 3,6521 3,9502 4,0612 3,9592 3,6395 3,1181 2,4478 1,7239 1,0628 0,5679 0,3010 0,2664 0,4157 0,6789 0,9990 1,3346 1,6365 1,8452 1,9220 1,8741 1,7479 1,6030 1,4831 1,4042 1,3568 1,3115 1,2359 1,1133 0,9404 0,7165 0,4470 0,1448 -0,1788 -0,5182 -0,8676 -1,2085 -1,5007 -1,6940 -1,7638 -1,7350 -1,6603 -1,5734 -1,4742 -1,3436 -1,1568 -0,8995 -0,5927 -0,2999 -0,0995 -0,0515 -0,1894 -0,5162 -0,9818 -1,4807 -1,9021 -2,2005 -2,4135 -2,6142 -2,8505 -3,1303 -3,4481 -3,8046 -4,1993 -4,6161 -5,0144 -5,3381 -5,5555 -5,6904 -5,8055 -5,9585 -6,1715 -6,4221 -6,6572 -6,8242 -6,8965 -6,8737 -6,7652 -6,5807 -6,3292 -6,0238 -5,6907 -5,3729 -5,1147 -4,9292 -4,7778 -4,5854 -4,2749 -3,8084 -3,2216 -2,6212 -2,1370 -1,8626 -1,8246 -1,9840 -2,2488 -2,5043 -2,6613 -2,6807 -2,5590 -2,3164 -1,9951 -1,6439 -1,2936 -0,9456 -0,5815 -0,1879 0,2191 0,5828 0,8175 0,8490 0,6650 0,3269 -0,0702 -0,4425 -0,7346 -0,9180 -0,9827 -0,9232 -0,7453 -0,5061 -0,3297 -0,3490 -0,6269 -1,1310 -1,7596 -2,3871 -2,9037 -3,2298 -3,3187 -3,1701 -2,8483 -2,4702 -2,1628 -2,0174 -2,0511 -2,1833 -2,2699 -2,1889 -1,9026 -1,4519 -0,9104 -0,3457 0,1948 0,6790 1,0749 1,3455 1,4668 1,4485 1,3211 1,1053 0,8073 0,4411 0,0462 -0,3208 -0,6083 -0,7872 -0,8575 -0,8412 -0,7668 -0,6521 -0,5017 -0,3258 -0,1633 -0,0735 -0,0954 -0,2173 -0,3868 -0,5339 -0,5824 -0,4665 -0,1588 0,3025 0,8124 1,2387 1,4867 1,5398 1,4495 1,2867 1,1021 0,9206 0,7531 0,6062 0,4843 0,3852 0,2959 0,1917 0,0371 -0,2029 -0,5438 -0,9658 -1,4052 -1,7710 -1,9843 -2,0114 -1,8724 -1,6259 -1,3317 -1,0229 -0,7173 -0,4369 -0,2030 -0,0251 0,0918 0,1447 0,1415 0,1018 0,0416 -0,0480 -0,2060 -0,4763 -0,8647 -1,3113 -1,7125 -1,9715 -2,0301 -1,8744 -1,5306 -1,0522 -0,5098 0,0196 0,4752 0,8275 1,0674 1,1864 1,1794 1,0650 0,8911 0,7090 0,5470 0,4090 0,2936 0,2040 0,1428 0,1087 0,0973 0,0989 0,1052 0,1199 0,1515 0,1971 0,2354 0,2286 0,1405 -0,0364 -0,2825 -0,5742 -0,8908 -1,2133 -1,5380 -1,8801 -2,2521 -2,6432 -3,0116 -3,2860 -3,3901 -3,2800 -2,9596 -2,4705 -1,8826 -1,2875 -0,7798 -0,4270 -0,2399 -0,1666 -0,1205 -0,0231 0,1678 0,4464 0,7746 1,1180 1,4623 1,7907 2,0583 2,1972 2,1595 1,9612 1,6800 1,4123 1,2303 1,1623 1,2001 1,3213 1,5060 1,7442 2,0320 2,3627 2,7288 3,1314 3,5692 4,0073 4,3686 4,5704 4,5737 4,3979 4,0966 3,7268 3,3345 2,9528 2,6106 2,3453 2,1969 2,1783 2,2524 2,3403 2,3506 2,2125 1,9078 1,4786 1,0050 0,5790 0,2729 0,1105 0,0638 0,0742 0,0730 0,0003 -0,1715 -0,4296 -0,7410 -1,0835 -1,4470 -1,8038 -2,1026 -2,3100 -2,4471 -2,5754 -2,7480 -2,9795 -3,2532 -3,5372 -3,7954 -4,0094 -4,1890 -4,3593 -4,5408 -4,7320 -4,8996 -4,9917 -4,9688 -4,8214 -4,5718 -4,2704 -3,9827 -3,7605 -3,6251 -3,5791 -3,6237 -3,7522 -3,9337 -4,1150 -4,2410 -4,2679 -4,1695 -3,9479 -3,6337 -3,2733 -2,9153 -2,6006 -2,3577 -2,1977 -2,1090 -2,0717 -2,0867 -2,1822 -2,3797 -2,6553 -2,9492
F3    0,6626 0,9275 0,9037 0,6371 0,2762 0,0047 -0,0398 0,1891 0,6446 1,2043 1,6920 1,9269 1,8029 1,3414 0,6701 -0,0645 -0,7730 -1,4171 -1,9486 -2,2831 -2,3330 -2,0509 -1,4430 -0,5670 0,4604 1,4727 2,3015 2,8331 3,0306 2,9104 2,5056 1,8642 1,0735 0,2575 -0,4705 -1,0476 -1,4548 -1,6899 -1,7620 -1,7009 -1,5575 -1,3945 -1,2693 -1,2104 -1,1976 -1,1666 -1,0480 -0,8236 -0,5496 -0,3299 -0,2750 -0,4566 -0,8619 -1,3903 -1,9153 -2,3440 -2,6315 -2,7655 -2,7492 -2,5895 -2,2924 -1,8641 -1,3163 -0,6714 0,0397 0,7705 1,4297 1,8750 1,9718 1,6813 1,0987 0,4131 -0,1816 -0,5651 -0,7067 -0,6313 -0,3906 -0,0555 0,2951 0,5897 0,7768 0,8405 0,8079 0,7358 0,6896 0,7223 0,8416 0,9993 1,1357 1,2349 1,3350 1,4979 1,7566 2,0680 2,3187 2,3969 2,2698 1,9994 1,6915 1,4299 1,2471 1,1347 1,0653 1,0012 0,8902 0,6720 0,3072 -0,1988 -0,8058 -1,4575 -2,0887 -2,6475 -3,1257 -3,5541 -3,9680 -4,3691 -4,7051 -4,8860 -4,8212 -4,4509 -3,7644 -2,8068 -1,6778 -0,5270 0,4670 1,1434 1,4186 1,3246 0,9944 0,6084 0,3327 0,2579 0,3735 0,5952 0,8237 0,9995 1,1237 1,2381 1,3869 1,5940 1,8656 2,2016 2,6011 3,0747 3,6589 4,3923 5,2569 6,1530 6,9463 7,5351 7,8753 7,9656 7,8303 7,5089 7,0391 6,4443 5,7391 4,9480 4,1293 3,3826 2,8136 2,4823 2,3928 2,5118 2,7587 2,9989 3,1004 3,0054 2,7255 2,2950 1,7562 1,1747 0,6461 0,2688 0,0892 0,0891 0,2282 0,4734 0,7918 1,1445 1,4933 1,7958 1,9798 1,9450 1,6117 0,9592 0,0385 -1,0204 -2,0213 -2,7574 -3,0746 -2,9053 -2,2789 -1,3198 -0,2335 0,7198 1,2806 1,2987 0,8260 0,0808 -0,6932 -1,3381 -1,8076 -2,1477 -2,4434 -2,7413 -3,0013 -3,1323 -3,0773 -2,8620 -2,5742 -2,3093 -2,1189 -1,9913 -1,8823 -1,7601 -1,6119 -1,4214 -1,1573 -0,7885 -0,3068 0,2643 0,8653 1,4025 1,7951 2,0389 2,1998 2,3454 2,5023 2,6599 2,8000 2,9182 3,0150 3,0774 3,0789 2,9903 2,7879 2,4614 2,0203 1,4999 0,9601 0,4769 0,1341 0,0090 0,1449 0,5262 1,0806 1,7009 2,2651 2,6577 2,8105 2,7373 2,5224 2,2649 2,0194 1,7765 1,4952 1,1507 0,7577 0,3660 0,0394 -0,1812 -0,3055 -0,3933 -0,5324 -0,8042 -1,2432 -1,8120 -2,4048 -2,8788 -3,1117 -3,0660 -2,8103 -2,4616 -2,1024 -1,7598 -1,4255 -1,0685 -0,6549 -0,1800 0,3218 0,7920 1,1581 1,3381 1,2619 0,9125 0,3470 -0,3343 -1,0554 -1,8069 -2,6257 -3,5372 -4,5118 -5,4689 -6,3150 -6,9759 -7,4048 -7,5709 -7,4631 -7,1188 -6,6356 -6,1290 -5,6723 -5,2782 -4,9334 -4,6523 -4,5001 -4,5576 -4,8573 -5,3439 -5,8925 -6,3633 -6,6499 -6,7056 -6,5424 -6,2064 -5,7492 -5,2092 -4,6045 -3,9336 -3,2040 -2,4782 -1,8803 -1,5355 -1,4973 -1,7222 -2,1096 -2,5636 -3,0263 -3,4643 -3,8335 -4,0759 -4,1503 -4,0490 -3,7867 -3,3798 -2,8294 -2,1267 -1,2846 -0,3649 0,5240 1,2566 1,7366 1,9419 1,9319 1,8001 1,6180 1,4224 1,2353 1,0691 0,9187 0,7545 0,5128 0,1094 -0,4999 -1,2721 -2,0958 -2,8475 -3,4356 -3,8105 -3,9421 -3,8025 -3,3864 -2,7604 -2,0789 -1,5295 -1,2550 -1,3100 -1,6530 -2,1639 -2,6827 -3,0538 -3,1538 -2,9176 -2,3653 -1,6049 -0,8052 -0,1426 0,2651 0,4029 0,3487 0,2183 0,1112 0,0817 0,1262 0,1853 0,1790 0,0597 -0,1631 -0,4422 -0,7318 -1,0117 -1,2842 -1,5580 -1,8301 -2,0757 -2,2558 -2,3315 -2,2818 -2,1252 -1,9089 -1,6648 -1,3854 -1,0397 -0,6087 -0,1066 0,4316 0,9741 1,4986 1,9804 2,3812 2,6540 2,7644 2,7047 2,4860 2,1114 1,5566 0,7982 -0,1347 -1,1512 -2,1371 -2,9858 -3,5998 -3,8918 -3,8116 -3,3712 -2,6476 -1,7718 -0,9086 -0,2149 0,2110 0,3540 0,2708 0,0522 -0,2239 -0,5222 -0,8377 -1,1610 -1,4589 -1,6967 -1,8796 -2,0573 -2,2770 -2,5294 -2,7404 -2,8172 -2,7002 -2,3749 -1,8583 -1,1946 -0,4587 0,2451 0,8068 1,1522 1,2647 1,1713 0,9226 0,5862 0,2433 -0,0232 -0,1500 -0,1102 0,0801 0,3636 0,6515 0,8478 0,8861 0,7558 0,4938 0,1626 -0,1622 -0,4107 -0,5456 -0,5833 -0,6018 -0,7136 -0,9964 -1,4436 -1,9773 -2,4889 -2,8809 -3,1069 -3,1793 -3,1390 -3,0279 -2,8754 -2,6913 -2,4739 -2,2245 -1,9578 -1,7056 -1,5079 -1,3903 -1,3518 -1,3700 -1,3985 -1,3663 -1,2035 -0,8698 -0,3611 0,2951 1,0473 1,8341 2,5873 3,2211 3,6261 3,6889 3,3436 2,6257 1,6735 0,6790 -0,1598 -0,6722 -0,7526 -0,4023 0,2655 1,0779 1,8679 2,5081 2,9266 3,1166 3,1298 3,0432 2,9151 2,7713 2,6245 2,4898 2,3808 2,3103 2,3036 2,3967 2,6062 2,9028 3,2150 3,4485 3,5081 3,3218 2,8684 2,1985 1,4237 0,6653 0,0087 -0,5000 -0,8458 -1,0484 -1,1589 -1,2466 -1,3869 -1,6359 -1,9896 -2,3671 -2,6463 -2,7343 -2,6064 -2,2806 -1,7924 -1,2241 -0,7394 -0,5416 -0,7654 -1,3895 -2,2432 -3,0933 -3,7590 -4,1972 -4,4934 -4,7651 -5,0767 -5,4201 -5,7276 -5,8999 -5,8563 -5,5776 -5,1071 -4,5259 -3,9279 -3,4063 -3,0609 -2,9962 -3,2796 -3,8806 -4,6420 -5,3262 -5,7236 -5,7468 -5,4455 -4,9470 -4,3791 -3,8212 -3,2995 -2,8076 -2,3383 -1,9023 -1,5174 -1,1948 -0,9506 -0,8163 -0,8161 -0,9341 -1,1239
F7    -0,7482 -0,4301 -0,1342 0,1081 0,2819 0,3873 0,4282 0,4096 0,3476 0,2782 0,2469 0,2836 0,3787 0,4889 0,5722 0,6138 0,6309 0,6730 0,7995 1,0383 1,3631 1,7076 2,0003 2,1908 2,2541 2,1824 1,9848 1,6930 1,3546 1,0134 0,6916 0,3907 0,1094 -0,1450 -0,3695 -0,5732 -0,7612 -0,9242 -1,0553 -1,1659 -1,2827 -1,4350 -1,6415 -1,9004 -2,1855 -2,4460 -2,6116 -2,6139 -2,4206 -2,0584 -1,6101 -1,1868 -0,8862 -0,7631 -0,8217 -1,0185 -1,2751 -1,4981 -1,6059 -1,5547 -1,3526 -1,0425 -0,6741 -0,2869 0,0944 0,4603 0,8031 1,1007 1,3228 1,4549 1,5167 1,5484 1,5736 1,5836 1,5617 1,5076 1,4331 1,3485 1,2572 1,1565 1,0426 0,9190 0,7979 0,6946 0,6277 0,6235 0,7071 0,8753 1,0731 1,2100 1,2092 1,0516 0,7836 0,4924 0,2666 0,1640 0,2021 0,3682 0,6282 0,9247 1,1820 1,3316 1,3319 1,1580 0,7927 0,2496 -0,4003 -1,0467 -1,5925 -1,9951 -2,2667 -2,4473 -2,5781 -2,6950 -2,8316 -3,0081 -3,2152 -3,4167 -3,5731 -3,6683 -3,7123 -3,7088 -3,6244 -3,3992 -2,9857 -2,3815 -1,6365 -0,8399 -0,0950 0,5246 1,0133 1,4225 1,8169 2,2362 2,6732 3,0784 3,4016 3,6391 3,8367 4,0504 4,3083 4,6005 4,8924 5,1478 5,3501 5,5106 5,6513 5,7784 5,8805 5,9428 5,9489 5,8834 5,7520 5,5843 5,4049 5,2031 4,9337 4,5532 4,0713 3,5673 3,1467 2,8761 2,7574 2,7485 2,7923 2,8325 2,8244 2,7460 2,5975 2,3958 2,1674 1,9390 1,7368 1,5848 1,4876 1,4136 1,3074 1,1221 0,8441 0,4987 0,1443 -0,1487 -0,3322 -0,4000 -0,3772 -0,2988 -0,1933 -0,0739 0,0597 0,2035 0,3322 0,4055 0,3859 0,2511 -0,0052 -0,3717 -0,8102 -1,2495 -1,6094 -1,8438 -1,9614 -2,0061 -2,0299 -2,0825 -2,1954 -2,3587 -2,5206 -2,6221 -2,6325 -2,5452 -2,3474 -2,0192 -1,5664 -1,0402 -0,5142 -0,0478 0,3202 0,5602 0,6618 0,6538 0,5923 0,5257 0,4727 0,4225 0,3513 0,2507 0,1421 0,0610 0,0417 0,1159 0,3108 0,6350 1,0634 1,5349 1,9687 2,2881 2,4366 2,3864 2,1474 1,7682 1,3271 0,9092 0,5814 0,3747 0,2754 0,2335 0,1997 0,1568 0,1077 0,0385 -0,0812 -0,2593 -0,4578 -0,6154 -0,6954 -0,7067 -0,6849 -0,6765 -0,7344 -0,8938 -1,1459 -1,4487 -1,7485 -1,9846 -2,1028 -2,0887 -1,9851 -1,8627 -1,7669 -1,6939 -1,6128 -1,5021 -1,3724 -1,2579 -1,1881 -1,1678 -1,1793 -1,1989 -1,2203 -1,2677 -1,3815 -1,5835 -1,8522 -2,1368 -2,3916 -2,5891 -2,7075 -2,7292 -2,6612 -2,5518 -2,4734 -2,4762 -2,5606 -2,7059 -2,9109 -3,1947 -3,5642 -3,9826 -4,3742 -4,6759 -4,8895 -5,0754 -5,2996 -5,5836 -5,8938 -6,1637 -6,3313 -6,3661 -6,2696 -6,0621 -5,7780 -5,4674 -5,1888 -4,9882 -4,8784 -4,8355 -4,8124 -4,7600 -4,6368 -4,4081 -4,0537 -3,5937 -3,0946 -2,6419 -2,3064 -2,1230 -2,0794 -2,1184 -2,1653 -2,1609 -2,0746 -1,9025 -1,6668 -1,4155 -1,2077 -1,0842 -1,0432 -1,0449 -1,0385 -0,9919 -0,9078 -0,8290 -0,8185 -0,9169 -1,1132 -1,3588 -1,6015 -1,8076 -1,9677 -2,0830 -2,1326 -2,0665 -1,8583 -1,5631 -1,3060 -1,2114 -1,3376 -1,6609 -2,1019 -2,5601 -2,9397 -3,1761 -3,2610 -3,2473 -3,2195 -3,2514 -3,3751 -3,5608 -3,7116 -3,7063 -3,4709 -3,0234 -2,4625 -1,9130 -1,4681 -1,1597 -0,9624 -0,8218 -0,6951 -0,5721 -0,4679 -0,4147 -0,4529 -0,6073 -0,8615 -1,1580 -1,4224 -1,5928 -1,6386 -1,5700 -1,4341 -1,2905 -1,1796 -1,1062 -1,0496 -0,9884 -0,9138 -0,8281 -0,7418 -0,6631 -0,5807 -0,4621 -0,2748 -0,0106 0,2968 0,5716 0,7252 0,6997 0,4984 0,1859 -0,1501 -0,4484 -0,6883 -0,8681 -0,9805 -1,0055 -0,9216 -0,7285 -0,4651 -0,2082 -0,0455 -0,0456 -0,2393 -0,6045 -1,0569 -1,4789 -1,7802 -1,9399 -1,9920 -1,9758 -1,9058 -1,7893 -1,6525 -1,5317 -1,4411 -1,3642 -1,2674 -1,1202 -0,9126 -0,6626 -0,4115 -0,2151 -0,1287 -0,1796 -0,3449 -0,5637 -0,7679 -0,9026 -0,9346 -0,8527 -0,6613 -0,3777 -0,0374 0,3011 0,5671 0,7034 0,6881 0,5416 0,3202 0,0882 -0,1184 -0,3002 -0,4700 -0,6311 -0,7742 -0,8884 -0,9728 -1,0352 -1,0801 -1,0987 -1,0807 -1,0380 -1,0060 -1,0232 -1,1175 -1,2969 -1,5410 -1,8133 -2,0828 -2,3284 -2,5337 -2,6931 -2,8231 -2,9598 -3,1314 -3,3259 -3,4854 -3,5429 -3,4645 -3,2602 -2,9710 -2,6513 -2,3586 -2,1393 -2,0135 -1,9677 -1,9640 -1,9602 -1,9238 -1,8391 -1,7137 -1,5748 -1,4436 -1,3110 -1,1439 -0,9138 -0,6145 -0,2564 0,1484 0,5855 1,0222 1,4000 1,6525 1,7341 1,6398 1,4131 1,1478 0,9739 1,0092 1,2917 1,7596 2,3037 2,8201 3,2189 3,4308 3,4348 3,2647 2,9771 2,6170 2,2075 1,7624 1,3053 0,8753 0,5150 0,2548 0,1012 0,0265 -0,0256 -0,1120 -0,2551 -0,4414 -0,6450 -0,8385 -0,9959 -1,1048 -1,1755 -1,2339 -1,3104 -1,4290 -1,5964 -1,8007 -2,0309 -2,2997 -2,6297 -3,0118 -3,3902 -3,7021 -3,9259 -4,0771 -4,1661 -4,1883 -4,1545 -4,0946 -4,0266 -3,9485 -3,8622 -3,7895 -3,7579 -3,7722 -3,8046 -3,8175 -3,7919 -3,7368 -3,6828 -3,6699 -3,7382 -3,9065 -4,1530 -4,4223 -4,6547 -4,8069 -4,8533 -4,7844 -4,6070 -4,3394 -4,0039 -3,6300 -3,2631 -2,9592 -2,7659 -2,7053 -2,7701 -2,9290 -3,1347 -3,3362 -3,5008 -3,6283 -3,7372 -3,8371 -3,9248
