Fp1   -2,0769 -2,2456 -2,4786 -2,7140 -2,8737 -2,8907 -2,7272 -2,3861 -1,9110 -1,3768 -0,8750 -0,4830 -0,2271 -0,0713 0,0526 0,2048 0,4235 0,7336 1,1473 1,6514 2,1967 2,7052 3,0984 3,3336 3,4135 3,3654 3,2139 2,9726 2,6542 2,2797 1,8733 1,4533 1,0290 0,6051 0,1883 -0,2014 -0,5201 -0,7162 -0,7797 -0,7696 -0,7758 -0,8495 -0,9735 -1,0904 -1,1524 -1,1498 -1,1081 -1,0649 -1,0466 -1,0605 -1,1025 -1,1639 -1,2177 -1,2053 -1,0629 -0,7744 -0,3968 -0,0301 0,2364 0,3586 0,3466 0,2506 0,1285 0,0163 -0,0662 -0,0880 0,0038 0,2635 0,7079 1,2946 1,9469 2,5934 3,1713 3,6116 3,8525 3,8699 3,6871 3,3547 2,9234 2,4347 1,9258 1,4283 0,9598 0,5227 0,1177 -0,2385 -0,5151 -0,6892 -0,7600 -0,7487 -0,6889 -0,6085 -0,5102 -0,3783 -0,2091 -0,0312 0,1125 0,1972 0,2206 0,1822 0,0808 -0,0619 -0,1874 -0,2295 -0,1567 0,0161 0,2498 0,5124 0,7843 1,0457 1,2781 1,4783 1,6537 1,8065 1,9308 2,0218 2,0843 2,1293 2,1578 2,1534 2,1000 2,0045 1,8993 1,8367 1,8806 2,0681 2,3577 2,6337 2,7823 2,7689 2,6470 2,5009 2,3849 2,3091 2,2598 2,2205 2,1710 2,0731 1,8760 1,5558 1,1513 0,7481 0,4218 0,1911 0,0243 -0,1070 -0,1844 -0,1572 0,0149 0,3388 0,7852 1,2882 1,7456 2,0437 2,1136 1,9739 1,7124 1,4260 1,1780 0,9974 0,8997 0,8967 0,9959 1,2065 1,5425 2,0077 2,5651 3,1269 3,5857 3,8552 3,8805 3,6382 3,1456 2,4618 1,6671 0,8445 0,0678 -0,6184 -1,2196 -1,7800 -2,3460 -2,9379 -3,5407 -4,1101 -4,5985 -4,9784 -5,2470 -5,4120 -5,4764 -5,4389 -5,3067 -5,0992 -4,8492 -4,5971 -4,3718 -4,1792 -4,0097 -3,8452 -3,6651 -3,4630 -3,2496 -3,0431 -2,8754 -2,8052 -2,8995 -3,1867 -3,6309 -4,1592 -4,7157 -5,2857 -5,8800 -6,5071 -7,1561 -7,7971 -8,3909 -8,8971 -9,2834 -9,5280 -9,6127 -9,5287 -9,2996 -8,9917 -8,6926 -8,4766 -8,3819 -8,3940 -8,4396 -8,4198 -8,2742 -8,0160 -7,7055 -7,3991 -7,1176 -6,8451 -6,5457 -6,1884 -5,7588 -5,2542 -4,6794 -4,0599 -3,4585 -2,9525 -2,5780 -2,3125 -2,1101 -1,9324 -1,7471 -1,5319 -1,2995 -1,0980 -0,9705 -0,9197 -0,9164 -0,9311 -0,9495 -0,9604 -0,9399 -0,8580 -0,7012 -0,4927 -0,2914 -0,1634 -0,1444 -0,2278 -0,3858 -0,5850 -0,7901 -0,9739 -1,1183 -1,1959 -1,1649 -1,0023 -0,7374 -0,4379 -0,1646 0,0551 0,2184 0,3310 0,3930 0,3948 0,3423 0,2905 0,3257 0,4944 0,7552 1,0118 1,1947 1,3052 1,3948 1,5115 1,6662 1,8368 1,9830 2,0609 2,0428 1,9292 1,7444 1,5360 1,3750 1,3284 1,4134 1,5889 1,7894 1,9643 2,0852 2,1290 2,0829 1,9696 1,8430 1,7435 1,6668 1,5734 1,4227 1,2077 0,9751 0,8144 0,8097 0,9829 1,2589 1,4872 1,5298 1,3651 1,1055 0,9063 0,8654 0,9987 1,2726 1,6425 2,0719 2,5332 3,0021 3,4459 3,8164 4,0624 4,1586 4,1272 4,0202 3,8812 3,7418 3,6440 3,6372 3,7484 3,9631 4,2296 4,4811 4,6708 4,7997 4,9141 5,0723 5,3064 5,6018 5,9026 6,1375 6,2500 6,2186 6,0574 5,8022 5,4993 5,2041 4,9712 4,8236 4,7349 4,6554 4,5577 4,4516 4,3609 4,3073 4,3205 4,4351 4,6643 4,9914 5,3867 5,8210 6,2651 6,6826 7,0299 7,2705 7,3999 7,4498 7,4552 7,4263 7,3659 7,3126 7,3503 7,5719 8,0247 8,6646 9,3528 9,9180 10,2381 10,2709 10,0354 9,5970 9,0603 8,5369 8,0987 7,7610 7,5030 7,2928 7,0957 6,8753 6,6055 6,2925 5,9878 5,7714 5,7130 5,8313 6,0772 6,3644 6,6319 6,8754 7,1204 7,3797 7,6462 7,9136 8,1864 8,4569 8,6740 8,7462 8,5903 8,1921 7,6304 7,0355 6,5139 6,1148 5,8580 5,7639 5,8436 6,0847 6,4588 6,9345 7,4797 8,0539 8,6038 9,0721 9,4247 9,6764 9,8897 10,1373 10,4502 10,7926 11,0836 11,2466 11,2447 11,0847 10,8088 10,4856 10,1884 9,9686 9,8490 9,8379 9,9417 10,1686 10,5164 10,9510 11,4037 11,8008 12,0968 12,2761 12,3375 12,2933 12,1710 12,0008 11,8127 11,6525 11,5710 11,5895 11,6892 11,8319 11,9833 12,1246 12,2342 12,2616 12,1448 11,8566 11,4247 10,9196 10,4231 9,9857 9,6078 9,2595 8,9121 8,5563 8,2055 7,8850 7,6121 7,3820 7,1726 6,9581 6,7297 6,5145 6,3651 6,3236 6,4024 6,5913 6,8616 7,1586 7,4032 7,5103 7,4221 7,1449 6,7627 6,4038 6,1806 6,1586 6,3597 6,7628 7,3022 7,8867 8,4278 8,8595 9,1555 9,3359 9,4430 9,4991 9,4915 9,3985 9,2226 8,9958 8,7674 8,5857 8,4772 8,4277 8,3815 8,2732 8,0785 7,8384 7,6250 7,4856 7,4209 7,4024 7,3988 7,3936 7,3845 7,3666 7,3161 7,1872 6,9270 6,5135 5,9843 5,4205 4,8987 4,4566 4,0916 3,7885 3,5441 3,3609 3,2127 3,0250 2,7014 2,1765 1,4590 0,6356 -0,1669 -0,8276 -1,2585 -1,4160 -1,3035 -0,9629 -0,4639 0,1059 0,6529 1,0950 1,3850 1,5163 1,5048 1,3758 1,1708 0,9438 0,7395 0,5712 0,4200 0,2557 0,0635 -0,1523 -0,3845 -0,6308 -0,8886 -1,1517 -1,4054 -1,6170 -1,7388 -1,7264 -1,5560 -1,2260 -0,7560 -0,1882 0,4114 0,9554 1,3647 1,6128 1,7186 1,6900 1,5005 1,1203 0,5501 -0,1653 -0,9348 -1,6356 -2,1506
Fz    -1,1343 -1,1100 -1,1641 -1,2393 -1,2579 -1,1528 -0,8931 -0,5006 -0,0473 0,3645 0,6282 0,6704 0,4889 0,1612 -0,1900 -0,4474 -0,5300 -0,3953 -0,0425 0,4741 1,0449 1,5330 1,8288 1,9039 1,8201 1,6776 1,5455 1,4330 1,3126 1,1564 0,9511 0,6995 0,4211 0,1436 -0,1121 -0,3289 -0,4759 -0,5184 -0,4622 -0,3796 -0,3689 -0,4784 -0,6680 -0,8468 -0,9438 -0,9528 -0,9207 -0,8977 -0,8968 -0,9030 -0,9119 -0,9424 -1,0079 -1,0912 -1,1586 -1,1950 -1,2174 -1,2536 -1,3218 -1,4321 -1,5919 -1,7949 -2,0122 -2,2023 -2,3241 -2,3360 -2,2003 -1,8967 -1,4371 -0,8678 -0,2431 0,4014 1,0297 1,5710 1,9306 2,0420 1,9042 1,5709 1,1176 0,6227 0,1607 -0,2126 -0,4839 -0,6854 -0,8596 -1,0152 -1,1239 -1,1538 -1,0936 -0,9501 -0,7452 -0,5204 -0,3333 -0,2364 -0,2591 -0,4067 -0,6599 -0,9732 -1,2965 -1,6032 -1,8881 -2,1391 -2,3177 -2,3744 -2,2764 -2,0223 -1,6363 -1,1545 -0,6214 -0,0982 0,3464 0,6612 0,8216 0,8264 0,7012 0,5008 0,2933 0,1378 0,0633 0,0642 0,1191 0,2101 0,3231 0,4535 0,6132 0,8092 1,0115 1,1609 1,2146 1,1777 1,1003 1,0471 1,0667 1,1755 1,3603 1,5803 1,7659 1,8256 1,6754 1,2804 0,6844 -0,0063 -0,6755 -1,2456 -1,6826 -1,9608 -2,0383 -1,8786 -1,4837 -0,8954 -0,1766 0,5973 1,3315 1,9155 2,2673 2,3794 2,3053 2,1076 1,8308 1,5161 1,2214 1,0132 0,9424 1,0407 1,3283 1,8016 2,4046 3,0274 3,5524 3,9049 4,0576 4,0133 3,8032 3,4852 3,1206 2,7508 2,3927 2,0413 1,6747 1,2702 0,8225 0,3469 -0,1300 -0,5824 -0,9988 -1,3892 -1,7708 -2,1406 -2,4622 -2,6826 -2,7622 -2,6970 -2,5240 -2,3043 -2,0914 -1,9203 -1,8111 -1,7552 -1,7139 -1,6509 -1,5540 -1,4300 -1,3062 -1,2452 -1,3309 -1,6116 -2,0527 -2,5635 -3,0705 -3,5553 -4,0373 -4,5370 -5,0496 -5,5410 -5,9630 -6,2752 -6,4573 -6,5040 -6,4129 -6,1914 -5,8790 -5,5569 -5,3313 -5,3005 -5,5126 -5,9169 -6,3582 -6,6561 -6,7113 -6,5434 -6,2404 -5,8862 -5,5239 -5,1608 -4,7970 -4,4461 -4,1254 -3,8346 -3,5559 -3,2811 -3,0397 -2,8840 -2,8385 -2,8777 -2,9526 -3,0120 -3,0025 -2,8840 -2,6606 -2,3804 -2,0978 -1,8453 -1,6337 -1,4618 -1,3187 -1,1845 -1,0370 -0,8591 -0,6464 -0,4186 -0,2255 -0,1259 -0,1486 -0,2702 -0,4330 -0,5830 -0,7006 -0,8018 -0,8990 -0,9577 -0,9120 -0,7254 -0,4257 -0,0821 0,2419 0,5121 0,7188 0,8609 0,9326 0,9278 0,8649 0,8016 0,8025 0,8816 0,9873 1,0547 1,0703 1,0815 1,1580 1,3499 1,6735 2,1146 2,6258 3,1281 3,5366 3,7881 3,8472 3,7162 3,4565 3,1717 2,9443 2,7903 2,6717 2,5428 2,3855 2,2109 2,0493 1,9385 1,8998 1,9143 1,9291 1,8907 1,7775 1,6111 1,4511 1,3772 1,4566 1,6978 2,0127 2,2346 2,2122 1,9171 1,4545 0,9693 0,5569 0,2534 0,0698 0,0154 0,0956 0,3023 0,6049 0,9394 1,2176 1,3663 1,3699 1,2793 1,1717 1,1014 1,1015 1,2118 1,4707 1,8815 2,4000 2,9469 3,4310 3,7825 3,9863 4,0929 4,1916 4,3552 4,5932 4,8533 5,0638 5,1732 5,1626 5,0400 4,8294 4,5685 4,3153 4,1334 4,0489 4,0255 3,9963 3,9181 3,7921 3,6422 3,4956 3,3854 3,3474 3,4038 3,5595 3,8100 4,1378 4,4974 4,8193 5,0449 5,1647 5,2211 5,2693 5,3220 5,3330 5,2430 5,0456 4,8146 4,6713 4,7165 4,9646 5,3315 5,6955 5,9623 6,0696 5,9738 5,6737 5,2383 4,7764 4,3682 4,0302 3,7391 3,4698 3,2040 2,9292 2,6507 2,4065 2,2594 2,2659 2,4493 2,7872 3,2158 3,6572 4,0572 4,4019 4,6989 4,9472 5,1301 5,2286 5,2351 5,1490 4,9580 4,6337 4,1590 3,5677 2,9521 2,4174 2,0171 1,7375 1,5440 1,4275 1,4028 1,4879 1,6942 2,0187 2,4327 2,8836 3,3167 3,7020 4,0464 4,3914 4,7936 5,2817 5,8167 6,2995 6,6221 6,7212 6,5932 6,2745 5,8185 5,2851 4,7356 4,2300 3,8215 3,5536 3,4651 3,5884 3,9272 4,4348 5,0233 5,6009 6,1056 6,5041 6,7780 6,9327 7,0007 7,0149 6,9906 6,9472 6,9198 6,9357 6,9958 7,0806 7,1711 7,2650 7,3611 7,4302 7,4153 7,2588 6,9315 6,4600 5,9182 5,3751 4,8581 4,3707 3,9222 3,5279 3,1952 2,9240 2,7199 2,5988 2,5686 2,6056 2,6616 2,7014 2,7129 2,6865 2,6084 2,4802 2,3328 2,2094 2,1280 2,0728 2,0254 1,9944 2,0136 2,1214 2,3389 2,6643 3,0776 3,5419 4,0072 4,4241 4,7576 4,9940 5,1467 5,2565 5,3642 5,4710 5,5387 5,5282 5,4295 5,2639 5,0745 4,9118 4,8087 4,7563 4,6977 4,5654 4,3376 4,0563 3,7829 3,5428 3,3179 3,0852 2,8530 2,6644 2,5644 2,5611 2,6131 2,6476 2,5885 2,3981 2,1094 1,8106 1,5912 1,4930 1,5022 1,5752 1,6625 1,7097 1,6519 1,4208 0,9767 0,3458 -0,3750 -1,0579 -1,5922 -1,9004 -1,9355 -1,6894 -1,1981 -0,5308 0,2242 0,9661 1,5915 2,0170 2,2073 2,1774 1,9620 1,5933 1,1094 0,5645 0,0151 -0,4984 -0,9575 -1,3568 -1,6942 -1,9745 -2,2166 -2,4461 -2,6777 -2,9062 -3,1084 -3,2443 -3,2578 -3,0908 -2,7164 -2,1622 -1,5046 -0,8402 -0,2588 0,1657 0,3896 0,4196 0,2932 0,0265 -0,3977 -0,9908 -1,7288 -2,5555 -3,3900 -4,1342 -4,6997
F3    -0,9082 -0,9456 -1,0451 -1,1439 -1,1823 -1,1213 -0,9415 -0,6471 -0,2805 0,0673 0,2804 0,2758 0,0555 -0,2920 -0,6371 -0,8618 -0,8805 -0,6445 -0,1630 0,4827 1,1601 1,7228 2,0524 2,1116 1,9687 1,7477 1,5377 1,3524 1,1686 0,9749 0,7758 0,5756 0,3799 0,2010 0,0529 -0,0469 -0,0764 -0,0283 0,0693 0,1499 0,1358 -0,0138 -0,2699 -0,5559 -0,8020 -0,9825 -1,1093 -1,1994 -1,2533 -1,2664 -1,2558 -1,2621 -1,3151 -1,3961 -1,4452 -1,4170 -1,3197 -1,1953 -1,0846 -1,0199 -1,0293 -1,1278 -1,3128 -1,5694 -1,8624 -2,1203 -2,2534 -2,2015 -1,9608 -1,5718 -1,0836 -0,5302 0,0551 0,6090 1,0411 1,2748 1,2861 1,1008 0,7681 0,3440 -0,1071 -0,5151 -0,8235 -1,0108 -1,0889 -1,0789 -0,9924 -0,8391 -0,6431 -0,4366 -0,2393 -0,0558 0,1085 0,2384 0,3067 0,2744 0,1129 -0,1644 -0,5100 -0,8786 -1,2456 -1,5858 -1,8457 -1,9568 -1,8829 -1,6421 -1,2818 -0,8448 -0,3672 0,1051 0,5243 0,8551 1,0623 1,1022 0,9549 0,6636 0,3336 0,0869 -0,0012 0,0622 0,2093 0,3639 0,4767 0,5420 0,6026 0,7158 0,8951 1,0982 1,2704 1,3847 1,4494 1,4894 1,5240 1,5621 1,6154 1,6978 1,8011 1,8734 1,8310 1,6046 1,1946 0,6835 0,1791 -0,2609 -0,6374 -0,9458 -1,1324 -1,1264 -0,8887 -0,4299 0,1957 0,9014 1,5745 2,0920 2,3700 2,4115 2,2853 2,0655 1,8001 1,5210 1,2613 1,0607 0,9636 1,0187 1,2712 1,7303 2,3311 2,9403 3,4221 3,6988 3,7572 3,6261 3,3544 2,9913 2,5750 2,1390 1,7146 1,3167 0,9372 0,5575 0,1630 -0,2489 -0,6637 -1,0536 -1,4005 -1,7124 -2,0086 -2,2861 -2,5108 -2,6391 -2,6414 -2,5124 -2,2796 -1,9966 -1,7118 -1,4516 -1,2296 -1,0491 -0,9064 -0,8020 -0,7291 -0,6623 -0,5897 -0,5578 -0,6585 -0,9532 -1,4165 -1,9637 -2,5300 -3,1146 -3,7553 -4,4687 -5,2152 -5,9163 -6,4964 -6,9090 -7,1400 -7,1883 -7,0441 -6,6974 -6,1776 -5,5770 -5,0367 -4,7028 -4,6659 -4,9020 -5,2672 -5,5782 -5,7186 -5,6790 -5,5186 -5,3085 -5,0917 -4,8662 -4,6067 -4,3082 -3,9905 -3,6630 -3,3142 -2,9430 -2,5906 -2,3223 -2,1758 -2,1381 -2,1689 -2,2234 -2,2497 -2,1982 -2,0602 -1,8833 -1,7281 -1,6139 -1,5128 -1,3883 -1,2320 -1,0570 -0,8620 -0,6184 -0,3053 0,0457 0,3496 0,5146 0,4954 0,3106 0,0194 -0,3217 -0,6855 -1,0634 -1,4242 -1,6828 -1,7275 -1,4905 -0,9948 -0,3356 0,3779 1,0606 1,6509 2,0940 2,3336 2,3285 2,1015 1,7736 1,5082 1,3970 1,4097 1,4571 1,4817 1,4854 1,5075 1,5981 1,7975 2,1109 2,4847 2,8196 3,0218 3,0458 2,8946 2,6091 2,2691 1,9731 1,7851 1,7046 1,6878 1,6895 1,6817 1,6482 1,5926 1,5450 1,5329 1,5388 1,5032 1,3730 1,1437 0,8700 0,6449 0,5624 0,6744 0,9536 1,2811 1,4894 1,4577 1,2005 0,8562 0,5711 0,4028 0,3289 0,3153 0,3584 0,4797 0,7000 1,0186 1,4026 1,7897 2,1081 2,3084 2,3860 2,3654 2,2742 2,1560 2,0924 2,1698 2,4226 2,8125 3,2493 3,6362 3,9228 4,1304 4,3227 4,5527 4,8296 5,1208 5,3782 5,5643 5,6584 5,6518 5,5513 5,3809 5,1814 5,0089 4,9168 4,9191 4,9707 4,9953 4,9423 4,8151 4,6468 4,4726 4,3321 4,2673 4,3074 4,4638 4,7339 5,0912 5,4727 5,7951 5,9938 6,0564 6,0334 6,0068 6,0237 6,0501 6,0004 5,8171 5,5278 5,2449 5,1097 5,1999 5,4761 5,8260 6,1446 6,3598 6,4288 6,3554 6,1992 6,0338 5,8860 5,7222 5,4907 5,1670 4,7571 4,2776 3,7532 3,2369 2,8157 2,5838 2,6020 2,8655 3,2959 3,7711 4,1887 4,5172 4,7896 5,0515 5,3167 5,5588 5,7342 5,8096 5,7720 5,6128 5,3245 4,9331 4,5203 4,1836 3,9653 3,8288 3,7052 3,5570 3,4029 3,3031 3,3260 3,5175 3,8822 4,3776 4,9265 5,4536 5,9174 6,3197 6,6956 7,0864 7,4971 7,8637 8,0786 8,0639 7,8146 7,3771 6,8148 6,1956 5,5931 5,0871 4,7522 4,6442 4,7976 5,2151 5,8418 6,5592 7,2231 7,7304 8,0624 8,2605 8,3699 8,4216 8,4407 8,4394 8,4245 8,4273 8,4928 8,6275 8,7855 8,9106 8,9775 8,9937 8,9644 8,8655 8,6618 8,3322 7,8746 7,3205 6,7402 6,1983 5,7036 5,2196 4,7129 4,1857 3,6763 3,2446 2,9475 2,8182 2,8526 3,0001 3,1813 3,3337 3,4343 3,4810 3,4768 3,4347 3,3845 3,3549 3,3409 3,2976 3,1865 3,0246 2,8876 2,8695 3,0346 3,3972 3,9269 4,5608 5,2206 5,8380 6,3686 6,7862 7,0791 7,2603 7,3583 7,3842 7,3200 7,1467 6,8758 6,5529 6,2384 5,9867 5,8312 5,7711 5,7584 5,7177 5,6005 5,4168 5,2028 4,9716 4,7090 4,4109 4,1093 3,8618 3,7106 3,6536 3,6525 3,6511 3,5867 3,4192 3,1595 2,8616 2,5903 2,3934 2,2876 2,2569 2,2542 2,2122 2,0606 1,7450 1,2521 0,6307 -0,0232 -0,6106 -1,0608 -1,3331 -1,4085 -1,2810 -0,9481 -0,4167 0,2766 1,0567 1,8179 2,4385 2,8139 2,8999 2,7251 2,3623 1,8898 1,3687 0,8442 0,3585 -0,0507 -0,3677 -0,5964 -0,7466 -0,8399 -0,9161 -1,0162 -1,1601 -1,3392 -1,5113 -1,6012 -1,5293 -1,2561 -0,8064 -0,2598 0,2737 0,6867 0,9075 0,9314 0,8260 0,6752 0,4985 0,2414 -0,1622 -0,7400 -1,4698 -2,2769 -3,0401 -3,6291
F7    -0,6752 -0,8841 -1,1383 -1,3699 -1,5115 -1,5109 -1,3469 -1,0448 -0,6771 -0,3430 -0,1381 -0,1163 -0,2624 -0,4966 -0,7142 -0,8314 -0,8007 -0,5997 -0,2298 0,2679 0,8059 1,2740 1,5871 1,7293 1,7545 1,7377 1,7194 1,6875 1,6050 1,4507 1,2334 0,9820 0,7345 0,5227 0,3575 0,2380 0,1747 0,1829 0,2408 0,2714 0,1876 -0,0358 -0,3380 -0,6159 -0,7950 -0,8674 -0,8745 -0,8604 -0,8432 -0,8235 -0,8069 -0,8052 -0,8125 -0,7928 -0,7086 -0,5597 -0,3866 -0,2394 -0,1528 -0,1525 -0,2602 -0,4785 -0,7793 -1,1142 -1,4234 -1,6342 -1,6700 -1,4779 -1,0541 -0,4465 0,2723 1,0337 1,7683 2,3887 2,8038 2,9557 2,8424 2,5088 2,0242 1,4684 0,9255 0,4696 0,1388 -0,0799 -0,2310 -0,3494 -0,4407 -0,4955 -0,5073 -0,4739 -0,3960 -0,2848 -0,1709 -0,0962 -0,0946 -0,1779 -0,3264 -0,4936 -0,6356 -0,7377 -0,8064 -0,8419 -0,8248 -0,7330 -0,5631 -0,3328 -0,0687 0,2111 0,4981 0,7762 1,0158 1,1875 1,2699 1,2519 1,1436 0,9816 0,8191 0,7081 0,6759 0,7099 0,7725 0,8288 0,8617 0,8816 0,9286 1,0361 1,1884 1,3285 1,4103 1,4349 1,4466 1,5017 1,6377 1,8636 2,1649 2,5050 2,8158 3,0000 2,9628 2,6614 2,1368 1,4943 0,8448 0,2587 -0,2368 -0,6240 -0,8685 -0,9342 -0,8117 -0,5225 -0,1049 0,3890 0,8831 1,2812 1,5068 1,5441 1,4296 1,2112 0,9269 0,6141 0,3245 0,1194 0,0523 0,1620 0,4724 0,9785 1,6185 2,2763 2,8309 3,2007 3,3432 3,2453 2,9327 2,4702 1,9383 1,4093 0,9348 0,5314 0,1780 -0,1602 -0,5012 -0,8382 -1,1488 -1,4082 -1,6045 -1,7503 -1,8748 -1,9998 -2,1243 -2,2313 -2,3006 -2,3175 -2,2853 -2,2255 -2,1563 -2,0816 -1,9985 -1,8922 -1,7370 -1,5221 -1,2655 -1,0036 -0,7859 -0,6800 -0,7577 -1,0515 -1,5224 -2,0866 -2,6775 -3,2795 -3,9086 -4,5723 -5,2442 -5,8686 -6,3827 -6,7399 -6,9220 -6,9327 -6,7826 -6,4933 -6,1138 -5,7215 -5,4025 -5,2343 -5,2680 -5,4897 -5,7942 -6,0329 -6,1110 -6,0367 -5,8799 -5,6998 -5,5086 -5,2826 -5,0020 -4,6787 -4,3462 -4,0279 -3,7259 -3,4431 -3,2104 -3,0743 -3,0482 -3,0942 -3,1556 -3,1822 -3,1306 -2,9753 -2,7344 -2,4686 -2,2413 -2,0847 -1,9961 -1,9535 -1,9285 -1,8906 -1,8061 -1,6440 -1,3947 -1,0911 -0,8115 -0,6479 -0,6511 -0,8000 -1,0244 -1,2503 -1,4302 -1,5519 -1,6172 -1,6069 -1,4763 -1,1974 -0,7991 -0,3562 0,0524 0,3727 0,5803 0,6731 0,6584 0,5467 0,3714 0,2054 0,1312 0,1805 0,3109 0,4481 0,5471 0,6149 0,6905 0,8152 1,0142 1,2892 1,6084 1,9050 2,1001 2,1336 1,9804 1,6636 1,2677 0,9134 0,6888 0,6014 0,5945 0,6003 0,5781 0,5168 0,4312 0,3578 0,3284 0,3370 0,3432 0,3049 0,2087 0,0812 -0,0126 0,0112 0,2127 0,5778 0,9934 1,2816 1,2953 1,0191 0,5784 0,1415 -0,1801 -0,3508 -0,3733 -0,2545 -0,0020 0,3601 0,7767 1,1612 1,4144 1,4613 1,2908 0,9724 0,6210 0,3346 0,1734 0,1772 0,3671 0,7246 1,1861 1,6590 2,0505 2,3019 2,4140 2,4486 2,4989 2,6402 2,8887 3,1997 3,4989 3,7183 3,8175 3,7860 3,6323 3,3809 3,0844 2,8178 2,6376 2,5479 2,5116 2,4897 2,4615 2,4150 2,3405 2,2488 2,1805 2,1817 2,2799 2,4805 2,7697 3,1108 3,4449 3,7099 3,8714 3,9432 3,9714 3,9874 3,9800 3,9197 3,8064 3,6928 3,6652 3,7945 4,0827 4,4480 4,7778 4,9945 5,0650 4,9748 4,7333 4,3979 4,0569 3,7703 3,5364 3,3181 3,0858 2,8309 2,5570 2,2750 2,0121 1,8182 1,7528 1,8559 2,1205 2,4832 2,8551 3,1746 3,4352 3,6604 3,8666 4,0558 4,2263 4,3746 4,4800 4,4911 4,3391 3,9815 3,4496 2,8538 2,3258 1,9438 1,7132 1,6121 1,6343 1,7870 2,0731 2,4846 2,9970 3,5647 4,1242 4,6117 4,9897 5,2652 5,4878 5,7270 6,0279 6,3730 6,6853 6,8688 6,8578 6,6373 6,2349 5,7056 5,1263 4,5852 4,1619 3,9114 3,8616 4,0221 4,3877 4,9293 5,5811 6,2471 6,8346 7,2859 7,5812 7,7270 7,7526 7,7037 7,6190 7,5229 7,4461 7,4259 7,4776 7,5818 7,7044 7,8196 7,9156 7,9744 7,9530 7,8027 7,4991 7,0542 6,5183 5,9617 5,4339 4,9447 4,4887 4,0730 3,7196 3,4560 3,3081 3,2847 3,3647 3,4978 3,6200 3,6841 3,6862 3,6527 3,6020 3,5338 3,4491 3,3654 3,3064 3,2807 3,2765 3,2800 3,2934 3,3386 3,4422 3,6178 3,8632 4,1663 4,5004 4,8228 5,0896 5,2693 5,3504 5,3515 5,3255 5,3279 5,3718 5,4239 5,4425 5,4067 5,3225 5,2185 5,1326 5,0903 5,0807 5,0483 4,9259 4,6922 4,3945 4,1107 3,8946 3,7591 3,6930 3,6834 3,7265 3,8231 3,9620 4,1079 4,2014 4,1733 3,9833 3,6537 3,2578 2,8724 2,5394 2,2625 2,0328 1,8497 1,7130 1,5955 1,4276 1,1257 0,6507 0,0447 -0,5898 -1,1397 -1,5103 -1,6338 -1,4846 -1,0875 -0,5056 0,1803 0,8828 1,5160 2,0053 2,3002 2,3815 2,2522 1,9305 1,4594 0,9105 0,3650 -0,1135 -0,4921 -0,7641 -0,9379 -1,0356 -1,0968 -1,1690 -1,2870 -1,4607 -1,6751 -1,8905 -2,0422 -2,0537 -1,8687 -1,4809 -0,9398 -0,3326 0,2392 0,6781 0,9205 0,9670 0,8622 0,6322 0,2648 -0,2545 -0,9112 -1,6608 -2,4321 -3,1322 -3,6683
