Fp1   -0,5162 0,3552 1,0732 1,5283 1,7380 1,8168 1,8537 1,8359 1,7077 1,4716 1,1867 0,8825 0,5121 0,0089 -0,6061 -1,1930 -1,5714 -1,5985 -1,2016 -0,4223 0,5471 1,4174 1,9349 1,9886 1,6457 1,1076 0,5885 0,1986 -0,0786 -0,3289 -0,6364 -1,0210 -1,4084 -1,6672 -1,6856 -1,4455 -1,0476 -0,6402 -0,3200 -0,1141 -0,0241 -0,0582 -0,2361 -0,5582 -0,9595 -1,3108 -1,4805 -1,4031 -1,1172 -0,7490 -0,4330 -0,2338 -0,1444 -0,1288 -0,1405 -0,1260 -0,0488 0,0772 0,1751 0,1381 -0,0962 -0,5071 -1,0412 -1,6801 -2,4421 -3,3254 -4,2485 -5,0371 -5,4908 -5,5070 -5,1540 -4,6086 -4,0498 -3,6117 -3,3769 -3,3759 -3,5849 -3,9216 -4,2784 -4,5921 -4,8786 -5,2173 -5,7176 -6,4439 -7,3338 -8,2017 -8,8344 -9,1172 -9,1006 -8,9323 -8,7054 -8,3870 -7,8910 -7,1928 -6,3806 -5,6285 -5,1196 -4,9597 -5,1181 -5,4286 -5,6691 -5,6858 -5,4863 -5,2268 -5,0913 -5,1491 -5,3043 -5,3894 -5,3208 -5,1649 -5,0509 -5,0182 -4,9679 -4,7722 -4,4166 -4,0355 -3,7999 -3,7693 -3,8709 -3,9924 -4,0601 -4,0520 -3,9581 -3,7320 -3,3263 -2,7845 -2,2344 -1,7678 -1,3591 -0,9200 -0,4350 -0,0268 0,1396 0,0310 -0,1946 -0,3294 -0,2947 -0,1529 0,0061 0,1437 0,2856 0,4960 0,8098 1,1587 1,3741 1,2742 0,7434 -0,2439 -1,6196 -3,2145 -4,7815 -6,0851 -6,9952 -7,4816 -7,5469 -7,2096 -6,5314 -5,6147 -4,5822 -3,5900 -2,8277 -2,4234 -2,3375 -2,4135 -2,5352 -2,6857 -2,8599 -2,9818 -2,9242 -2,5996 -2,0476 -1,4248 -0,8866 -0,4910 -0,2341 -0,1507 -0,3194 -0,7595 -1,3845 -2,0802 -2,7861 -3,4713 -4,0668 -4,4725 -4,6036 -4,3957 -3,8333 -3,0227 -2,1748 -1,4971 -1,1263 -1,1115 -1,4163 -1,9567 -2,6627 -3,4944 -4,3598 -5,0197 -5,1341 -4,4669 -3,0796 -1,3277 0,3505 1,6559 2,4887 2,8639 2,8094 2,3493 1,5670 0,6460 -0,1784 -0,7220 -0,9198 -0,8105 -0,4677 0,0556 0,7328 1,5386 2,4015 3,1638 3,6220 3,6279 3,1534 2,2919 1,2146 0,1135 -0,8418 -1,5368 -1,9302 -2,0489 -1,9721 -1,8098 -1,6819 -1,7007 -1,9335 -2,3672 -2,9092 -3,4203 -3,7681 -3,8921 -3,8295 -3,6687 -3,4945 -3,3762 -3,3456 -3,3467 -3,2437 -2,9049 -2,2740 -1,3790 -0,3092 0,8044 1,8004 2,5141 2,8477 2,8311 2,5981 2,3067 2,0781 1,9622 1,9157 1,8296 1,6267 1,3338 1,0565 0,9060 0,9455 1,1700 1,5145 1,8741 2,1238 2,1620 1,9739 1,6301 1,2169 0,8218 0,5758 0,6246 1,0331 1,7451 2,6184 3,4882 4,2378 4,8449 5,3753 5,9414 6,6257 7,3934 8,0955 8,5777 8,7742 8,7286 8,5806 8,5234 8,7054 9,1267 9,6448 10,0927 10,3563 10,3563 10,0323 9,3794 8,4923 7,5570 6,7515 6,1400 5,6988 5,4223 5,3543 5,5372 5,9618 6,5451 7,1411 7,5986 7,8406 7,8918 7,8227 7,6785 7,4731 7,2479 7,1023 7,1392 7,4129 7,9518 8,7661 9,7975 10,8967 11,8733 12,5633 12,8739 12,7913 12,3561 11,6537 10,8497 10,1884 9,9032 10,1131 10,7678 11,6438 12,4205 12,8242 12,7459 12,2551 11,5182 10,7081 9,9731 9,4282 9,1207 9,0296 9,1093 9,3122 9,6015 9,9839 10,5010 11,1798 12,0162 12,9710 13,9275 14,6900 15,0825 15,0669 14,7561 14,3203 13,8800 13,4557 12,9953 12,4655 11,9218 11,4544 11,0792 10,7597 10,5147 10,4225 10,5510 10,9335 11,5555 12,3259 13,0880 13,6832 14,0198 14,0888 13,9374 13,6565 13,3653 13,1478 12,9894 12,7766 12,3594 11,6607 10,7766 9,9662 9,5093 9,5465 10,0299 10,7858 11,5801 12,1588 12,3382 12,1063 11,6131 11,0600 10,5881 10,2269 9,9258 9,6286 9,3127 8,9651 8,5765 8,2184 8,0793 8,3325 8,9711 9,8129 10,6447 11,3376 11,8421 12,1118 12,0761 11,6957 10,9961 10,0353 8,9050 7,7815 6,8853 6,3365 6,0852 5,9962 5,9766 6,0438 6,3010 6,8236 7,5440 8,2509 8,6934 8,7010 8,2567 7,4883 6,5975 5,7998 5,2867 5,1755 5,4800 6,1359 7,0432 8,0797 9,0882 9,8739 10,2390 10,0695 9,4428 8,6396 8,0068 7,7800 7,9971 8,5402 9,2410 9,9504 10,5563 10,9906 11,2387 11,3406 11,3725 11,4016 11,4475 11,4969 11,5377 11,5510 11,4760 11,2094 10,6692 9,8688 8,9227 7,9914 7,2153 6,6732 6,3810 6,3090 6,3987 6,6025 6,9073 7,2945 7,7111 8,0914 8,3724 8,5092 8,5099 8,4363 8,3615 8,3260 8,3218 8,3175 8,2986 8,2873 8,3332 8,4846 8,7613 9,1469 9,5952 10,0459 10,4309 10,6768 10,7402 10,6488 10,4675 10,2215 9,8896 9,4838 9,1099 8,9301 9,0482 9,4356 9,9635 10,4827 10,8695 11,0230 10,8653 10,3717 9,6180 8,7818 8,0633 7,5959 7,4164 7,4486 7,4999 7,3674 7,0003 6,5211 6,0860 5,7643 5,5347 5,3598 5,2577 5,3091 5,5852 6,0605 6,6109 7,0897 7,3901 7,4676 7,3612 7,1994 7,1391 7,2583 7,5234 7,8812 8,3396 8,9159 9,5397 10,0421 10,2456 10,1055 9,7735 9,4909 9,4225 9,5841 9,8674 10,1164 10,2183 10,1527 9,9768 9,7855 9,6664 9,6514 9,7025 9,7538 9,7698 9,7718 9,8130 9,9285 10,0927 10,2011 10,1231 9,8323 9,4801 9,3110 9,5094 10,0998 10,9354 11,7594 12,2952 12,3492 11,9053 11,1277 10,2448 9,4444 8,8747 8,6598 8,8463 9,3668 10,1120 11,0080 11,9739 12,8666 13,5223 13,8042 13,6090 12,9059 11,7902 10,4696 9,1922
Fz    -0,0190 0,1891 0,3441 0,3987 0,3668 0,3117 0,2783 0,2500 0,1829 0,0648 -0,0803 -0,2354 -0,4190 -0,6600 -0,9430 -1,1942 -1,3181 -1,2371 -0,9169 -0,3909 0,2353 0,8249 1,2628 1,4812 1,4801 1,3365 1,1639 1,0470 1,0079 1,0117 0,9989 0,9316 0,8204 0,7080 0,6352 0,6102 0,6003 0,5595 0,4586 0,2808 0,0131 -0,3392 -0,7471 -1,1643 -1,5284 -1,7734 -1,8605 -1,8034 -1,6714 -1,5528 -1,4953 -1,4847 -1,4817 -1,4577 -1,3858 -1,2272 -0,9563 -0,6007 -0,2459 0,0053 0,0902 0,0048 -0,2327 -0,6156 -1,1422 -1,7915 -2,5072 -3,1989 -3,7668 -4,1489 -4,3461 -4,3951 -4,3417 -4,2447 -4,1672 -4,1371 -4,1249 -4,0639 -3,9010 -3,6364 -3,3232 -3,0416 -2,8719 -2,8559 -2,9654 -3,1119 -3,1917 -3,1424 -2,9754 -2,7519 -2,5246 -2,3040 -2,0742 -1,8281 -1,5942 -1,4361 -1,4238 -1,5935 -1,9227 -2,3329 -2,7214 -3,0123 -3,2025 -3,3617 -3,5721 -3,8545 -4,1445 -4,3441 -4,3979 -4,3260 -4,1908 -4,0249 -3,7832 -3,3768 -2,7650 -2,0171 -1,2763 -0,6626 -0,2216 0,0600 0,2192 0,2952 0,3386 0,4273 0,6320 0,9516 1,3095 1,6264 1,8912 2,1530 2,4445 2,7305 2,9507 3,1060 3,2775 3,5442 3,8974 4,2547 4,5385 4,7235 4,8313 4,9030 4,9662 5,0102 4,9896 4,8521 4,5637 4,1126 3,5029 2,7599 1,9406 1,1276 0,4017 -0,1741 -0,5443 -0,6571 -0,4856 -0,0481 0,5887 1,3099 1,9679 2,4401 2,6932 2,7826 2,7847 2,7405 2,6652 2,5835 2,5347 2,5512 2,6383 2,7781 2,9576 3,1820 3,4450 3,6949 3,8582 3,9000 3,8288 3,6466 3,3283 2,8621 2,2942 1,7252 1,2759 1,0557 1,1213 1,4380 1,8983 2,3735 2,7426 2,9158 2,8612 2,5945 2,1495 1,5824 1,0066 0,5980 0,5353 0,9054 1,6462 2,5726 3,4719 4,1920 4,6698 4,9036 4,9100 4,7120 4,3670 3,9775 3,6439 3,4055 3,2413 3,1264 3,0712 3,1079 3,2512 3,4855 3,7736 4,0547 4,2476 4,2807 4,1302 3,8330 3,4597 3,0822 2,7603 2,5288 2,3798 2,2682 2,1425 1,9780 1,7835 1,5755 1,3527 1,0999 0,8206 0,5641 0,4056 0,3950 0,5295 0,7648 1,0424 1,3092 1,5276 1,6843 1,7969 1,9125 2,0926 2,3900 2,8226 3,3529 3,8871 4,3051 4,5173 4,5088 4,3384 4,1073 3,9202 3,8422 3,8627 3,9048 3,8893 3,7867 3,6177 3,4282 3,2629 3,1396 3,0352 2,8982 2,6716 2,3292 1,9094 1,4955 1,1572 0,9423 0,9072 1,1023 1,5278 2,1260 2,8080 3,4817 4,0770 4,5645 4,9618 5,3266 5,7191 6,1479 6,5689 6,9354 7,2291 7,4575 7,6511 7,8580 8,1103 8,3814 8,5997 8,7132 8,7115 8,5865 8,3142 7,8854 7,3408 6,7672 6,2426 5,7881 5,3954 5,0892 4,9295 4,9607 5,1698 5,4809 5,7839 5,9875 6,0659 6,0609 6,0347 6,0287 6,0649 6,1783 6,4242 6,8401 7,4143 8,1039 8,8620 9,6362 10,3637 10,9894 11,4841 11,8374 12,0366 12,0675 11,9485 11,7599 11,6135 11,5841 11,6778 11,8406 11,9737 11,9602 11,7192 11,2549 10,6615 10,0756 9,6106 9,3315 9,2607 9,3738 9,6029 9,8741 10,1417 10,3981 10,6623 10,9446 11,2162 11,4325 11,5664 11,5971 11,4891 11,2228 10,8456 10,4722 10,2237 10,1589 10,2460 10,3890 10,4999 10,5536 10,5625 10,5111 10,3668 10,1416 9,8912 9,6693 9,5139 9,4559 9,5060 9,6345 9,7786 9,8783 9,9023 9,8444 9,7240 9,5881 9,4809 9,3969 9,2701 9,0187 8,6239 8,1777 7,8462 7,7739 8,0056 8,4794 9,0756 9,6585 10,0884 10,2622 10,1754 9,9252 9,6408 9,4033 9,2096 8,9976 8,7050 8,3058 7,8090 7,2572 6,7518 6,4438 6,4476 6,7647 7,2978 7,9160 8,5017 8,9598 9,2095 9,1902 8,8798 8,2941 7,4735 6,4983 5,5132 4,7001 4,1965 4,0330 4,1473 4,4560 4,9177 5,5358 6,2980 7,1199 7,8578 8,3713 8,5780 8,4728 8,1141 7,6022 7,0757 6,6887 6,5518 6,6864 7,0377 7,5207 8,0583 8,5859 9,0406 9,3590 9,4946 9,4545 9,3172 9,2008 9,1952 9,3132 9,4982 9,6739 9,7806 9,7797 9,6546 9,4261 9,1583 8,9345 8,8151 8,8100 8,8908 9,0212 9,1734 9,3240 9,4413 9,4887 9,4464 9,3175 9,1137 8,8454 8,5274 8,1887 7,8683 7,5984 7,4013 7,2860 7,2281 7,1744 7,0800 6,9275 6,7252 6,5027 6,2982 6,1388 6,0388 6,0138 6,0871 6,2818 6,6053 7,0395 7,5416 8,0543 8,5221 8,9047 9,1756 9,3060 9,2522 8,9784 8,5062 7,9249 7,3424 6,8473 6,5218 6,4509 6,6821 7,1807 7,8365 8,5098 9,0746 9,4445 9,5870 9,5178 9,2806 8,9433 8,6032 8,3580 8,2606 8,3009 8,4042 8,4385 8,2789 7,8953 7,3641 6,8006 6,3013 5,9342 5,7608 5,8537 6,2665 6,9703 7,8264 8,6394 9,2497 9,5861 9,6617 9,5524 9,3752 9,2462 9,2294 9,3233 9,4989 9,7363 10,0159 10,2961 10,5173 10,6271 10,6143 10,5225 10,4170 10,3379 10,2795 10,1980 10,0351 9,7547 9,3718 8,9541 8,5864 8,3221 8,1597 8,0597 7,9842 7,9274 7,9150 7,9691 8,0703 8,1520 8,1195 7,8901 7,4568 6,9266 6,4741 6,2503 6,3224 6,6647 7,1759 7,7100 8,1280 8,3596 8,4270 8,4086 8,3889 8,4294 8,5512 8,7188 8,8527 8,8918 8,8471 8,7817 8,7614 8,8236 8,9482 9,0400 8,9738 8,6822 8,2106 7,7031
F3    0,8752 0,8544 0,7254 0,4893 0,2121 -0,0027 -0,0964 -0,1034 -0,1041 -0,1481 -0,2344 -0,3513 -0,5111 -0,7327 -0,9893 -1,1936 -1,2445 -1,0745 -0,6718 -0,0950 0,5341 1,0761 1,4246 1,5295 1,4146 1,1803 0,9561 0,8306 0,8184 0,8672 0,8942 0,8436 0,7241 0,5933 0,5114 0,4957 0,5074 0,4886 0,4042 0,2362 -0,0326 -0,4015 -0,8332 -1,2599 -1,5998 -1,7829 -1,7804 -1,6239 -1,4020 -1,2174 -1,1263 -1,1197 -1,1633 -1,2308 -1,2857 -1,2621 -1,1009 -0,8075 -0,4637 -0,1829 -0,0445 -0,0697 -0,2526 -0,5923 -1,0834 -1,6928 -2,3486 -2,9501 -3,4029 -3,6625 -3,7454 -3,6960 -3,5632 -3,4057 -3,2797 -3,2031 -3,1378 -3,0098 -2,7598 -2,3925 -1,9860 -1,6655 -1,5500 -1,6889 -2,0327 -2,4599 -2,8278 -3,0299 -3,0374 -2,8893 -2,6380 -2,3073 -1,9010 -1,4370 -0,9715 -0,5971 -0,4109 -0,4659 -0,7371 -1,1265 -1,5092 -1,7998 -2,0044 -2,2114 -2,5173 -2,9395 -3,3928 -3,7529 -3,9466 -3,9887 -3,9396 -3,8228 -3,5803 -3,1192 -2,4104 -1,5426 -0,6793 0,0407 0,5606 0,8944 1,0863 1,1751 1,1931 1,1923 1,2379 1,3583 1,5221 1,6839 1,8498 2,0784 2,4043 2,7846 3,1448 3,4675 3,8085 4,2159 4,6544 5,0291 5,2645 5,3485 5,3302 5,2917 5,2956 5,3406 5,3650 5,2958 5,0881 4,7257 4,2097 3,5657 2,8505 2,1401 1,5060 1,0060 0,6923 0,6056 0,7519 1,0887 1,5274 1,9454 2,2185 2,2793 2,1591 1,9659 1,8117 1,7554 1,8110 1,9824 2,2659 2,6323 3,0214 3,3616 3,6066 3,7551 3,8241 3,8049 3,6745 3,4408 3,1359 2,7684 2,3195 1,7895 1,2351 0,7578 0,4713 0,4697 0,7868 1,3659 2,0854 2,8082 3,4057 3,7784 3,8851 3,7343 3,3542 2,7963 2,1752 1,6822 1,5228 1,8112 2,5043 3,4265 4,3615 5,1410 5,6752 5,9361 5,9253 5,6665 5,2251 4,7067 4,2120 3,7904 3,4465 3,1836 3,0297 3,0206 3,1682 3,4509 3,8220 4,2074 4,5125 4,6591 4,6266 4,4584 4,2252 3,9893 3,7971 3,6706 3,5929 3,5161 3,3901 3,1886 2,9184 2,6129 2,3103 2,0347 1,8044 1,6552 1,6333 1,7624 2,0250 2,3706 2,7359 3,0655 3,3242 3,5042 3,6267 3,7336 3,8763 4,1024 4,4309 4,8305 5,2193 5,4909 5,5628 5,4211 5,1292 4,7974 4,5390 4,4244 4,4443 4,5194 4,5617 4,5307 4,4466 4,3673 4,3486 4,4061 4,4995 4,5509 4,4810 4,2550 3,9214 3,5870 3,3452 3,2505 3,3440 3,6507 4,1506 4,7777 5,4374 6,0274 6,4744 6,7638 6,9381 7,0719 7,2294 7,4213 7,6136 7,7817 7,9331 8,0919 8,2900 8,5653 8,9297 9,3292 9,6618 9,8482 9,8602 9,6865 9,3086 8,7246 7,9907 7,2264 6,5515 6,0150 5,6096 5,3374 5,2254 5,2863 5,4876 5,7575 6,0124 6,1901 6,2768 6,3074 6,3271 6,3537 6,3865 6,4485 6,5968 6,8809 7,3068 7,8527 8,4882 9,1686 9,8357 10,4392 10,9519 11,3609 11,6492 11,7939 11,7983 11,7241 11,6640 11,6755 11,7545 11,8516 11,8880 11,7727 11,4423 10,9047 10,2548 9,6373 9,1788 8,9511 8,9725 9,2078 9,5784 10,0040 10,4328 10,8458 11,2488 11,6423 11,9912 12,2435 12,3651 12,3339 12,1237 11,7355 11,2462 10,7984 10,5238 10,4686 10,5722 10,7082 10,7679 10,7248 10,6072 10,4267 10,1774 9,8832 9,5886 9,3229 9,1045 8,9584 8,9033 8,9307 9,0055 9,0875 9,1436 9,1446 9,0776 8,9635 8,8379 8,7108 8,5505 8,3117 7,9943 7,6855 7,5283 7,6346 8,0157 8,5895 9,2359 9,8257 10,2193 10,3085 10,0905 9,6771 9,2234 8,8363 8,5289 8,2456 7,9217 7,5244 7,0574 6,5634 6,1415 5,9378 6,0668 6,5311 7,2241 7,9923 8,6949 9,2250 9,5023 9,4742 9,1361 8,5253 7,6936 6,7132 5,7080 4,8383 4,2294 3,9136 3,8437 3,9566 4,2249 4,6560 5,2387 5,8912 6,4717 6,8430 6,9330 6,7557 6,3894 5,9469 5,5665 5,3881 5,4924 5,8585 6,3908 6,9883 7,5839 8,1275 8,5606 8,8193 8,8598 8,6876 8,3724 8,0268 7,7533 7,5923 7,5165 7,4691 7,4010 7,2801 7,0977 6,8864 6,7233 6,6981 6,8637 7,2077 7,6723 8,1931 8,7135 9,1772 9,5202 9,6825 9,6386 9,4091 9,0408 8,5833 8,0833 7,5926 7,1658 6,8425 6,6455 6,5796 6,6115 6,6738 6,7107 6,7044 6,6696 6,6391 6,6400 6,6752 6,7351 6,8197 6,9456 7,1337 7,3872 7,6803 7,9692 8,2119 8,3855 8,4863 8,5161 8,4607 8,2774 7,9183 7,3880 6,7596 6,1261 5,5673 5,1691 5,0280 5,2027 5,6631 6,2966 6,9558 7,5039 7,8492 7,9662 7,8839 7,6525 7,3353 7,0185 6,7890 6,6940 6,7266 6,8244 6,8738 6,7670 6,4847 6,1061 5,7443 5,4880 5,3930 5,5094 5,9007 6,6069 7,5769 8,6466 9,6043 10,2927 10,6609 10,7472 10,6427 10,4655 10,3244 10,2781 10,3258 10,4431 10,6144 10,8218 11,0232 11,1575 11,1694 11,0508 10,8622 10,6931 10,5943 10,5469 10,4756 10,2883 9,9250 9,3938 8,7697 8,1541 7,6248 7,2092 6,8969 6,6814 6,5948 6,6908 6,9885 7,4353 7,9164 8,2892 8,4311 8,3106 8,0237 7,7401 7,6078 7,6952 7,9823 8,3779 8,7485 8,9677 8,9765 8,8036 8,5279 8,2387 8,0205 7,9326 7,9704 8,0592 8,1151 8,1144 8,0949 8,1141 8,2172 8,3972 8,5678 8,6033 8,4314 8,0943 7,7322
F7    0,7054 0,7914 0,7649 0,6332 0,4362 0,2383 0,0784 -0,0660 -0,2377 -0,4333 -0,6039 -0,7168 -0,7977 -0,9005 -1,0382 -1,1624 -1,2011 -1,0951 -0,8188 -0,4085 0,0358 0,3992 0,6051 0,6302 0,5088 0,3342 0,2190 0,2345 0,3818 0,6013 0,8074 0,9388 0,9919 1,0097 1,0427 1,1052 1,1615 1,1613 1,0763 0,8870 0,5671 0,1112 -0,4321 -0,9601 -1,3518 -1,5257 -1,4786 -1,2828 -1,0531 -0,8938 -0,8478 -0,8859 -0,9445 -0,9707 -0,9332 -0,8101 -0,5907 -0,2992 -0,0117 0,1744 0,2082 0,1142 -0,0514 -0,2521 -0,4766 -0,7180 -0,9557 -1,1457 -1,2423 -1,2367 -1,1618 -1,0556 -0,9473 -0,8786 -0,8955 -1,0021 -1,1395 -1,2134 -1,1455 -0,9201 -0,6049 -0,3271 -0,2040 -0,2743 -0,4813 -0,7031 -0,8016 -0,6828 -0,3510 0,0979 0,5572 0,9817 1,3843 1,7832 2,1579 2,4376 2,5311 2,3821 2,0058 1,4875 0,9541 0,5211 0,2310 0,0387 -0,1306 -0,3027 -0,4356 -0,4713 -0,3946 -0,2491 -0,1075 -0,0126 0,0734 0,2453 0,5623 0,9736 1,3443 1,5508 1,5459 1,3593 1,0670 0,7563 0,5098 0,4066 0,4984 0,7701 1,1421 1,5223 1,8661 2,1923 2,5318 2,8702 3,1675 3,4206 3,6752 3,9649 4,2585 4,4894 4,6242 4,6845 4,7259 4,8072 4,9601 5,1675 5,3762 5,5363 5,6244 5,6243 5,5016 5,2203 4,7854 4,2592 3,7373 3,3187 3,0880 3,0924 3,3178 3,6901 4,0959 4,4007 4,4773 4,2649 3,8194 3,2956 2,8637 2,6294 2,6204 2,8112 3,1340 3,4911 3,7901 3,9766 4,0480 4,0481 4,0316 4,0148 3,9754 3,8954 3,7763 3,6118 3,3773 3,0603 2,6971 2,3740 2,1919 2,2223 2,4719 2,8792 3,3578 3,8406 4,2836 4,6486 4,8898 4,9524 4,7967 4,4366 3,9633 3,5359 3,3183 3,3906 3,7020 4,1026 4,4253 4,5596 4,4757 4,2032 3,7941 3,3114 2,8453 2,5012 2,3369 2,3236 2,3837 2,4650 2,5715 2,7388 3,0021 3,3829 3,8766 4,4214 4,8996 5,1992 5,2838 5,2082 5,0702 4,9528 4,9006 4,9176 4,9770 5,0393 5,0689 5,0423 4,9541 4,8197 4,6662 4,5161 4,3908 4,3302 4,3810 4,5643 4,8598 5,2141 5,5612 5,8478 6,0443 6,1479 6,1879 6,2186 6,2969 6,4586 6,6983 6,9699 7,2045 7,3267 7,2685 6,9976 6,5492 6,0328 5,5934 5,3412 5,2917 5,3751 5,5014 5,6080 5,6664 5,6814 5,6857 5,7138 5,7738 5,8511 5,9268 5,9907 6,0450 6,0918 6,1224 6,1391 6,1772 6,2834 6,4819 6,7622 7,0735 7,3349 7,4774 7,4777 7,3641 7,2088 7,0898 7,0372 7,0299 7,0412 7,0707 7,1412 7,2811 7,5047 7,7868 8,0432 8,1717 8,1342 7,9818 7,7976 7,6331 7,4906 7,3439 7,1709 6,9614 6,6964 6,3605 5,9869 5,6652 5,4845 5,4692 5,5716 5,7123 5,8236 5,8728 5,8628 5,8079 5,7160 5,6067 5,5514 5,6644 6,0237 6,6084 7,3266 8,0817 8,8010 9,4311 9,9341 10,2943 10,5146 10,5975 10,5390 10,3593 10,1295 9,9407 9,8473 9,8493 9,9075 9,9514 9,8919 9,6644 9,2717 8,7930 8,3486 8,0460 7,9474 8,0661 8,3592 8,7432 9,1406 9,5087 9,8349 10,1293 10,4034 10,6446 10,8265 10,9256 10,9031 10,6942 10,2592 9,6493 9,0004 8,4573 8,1048 7,9455 7,9187 7,9499 8,0015 8,0745 8,1632 8,2368 8,2681 8,2518 8,1941 8,1063 8,0055 7,9091 7,8194 7,7138 7,5646 7,3623 7,1168 6,8547 6,6223 6,4645 6,3883 6,3474 6,2739 6,1450 6,0222 6,0145 6,2017 6,5914 7,1269 7,7102 8,2088 8,4755 8,4189 8,0701 7,5611 7,0367 6,5831 6,2090 5,8778 5,5473 5,1793 4,7357 4,2083 3,6722 3,2831 3,1881 3,4447 4,0217 4,8398 5,7911 6,7439 7,5595 8,1202 8,3548 8,2489 7,8368 7,1924 6,4241 5,6567 4,9964 4,4955 4,1562 3,9672 3,9311 4,0628 4,3571 4,7521 5,1379 5,4029 5,4736 5,3325 5,0201 4,6342 4,3238 4,2377 4,4419 4,8853 5,4430 5,9882 6,4398 6,7589 6,9272 6,9405 6,8110 6,5738 6,2956 6,0679 5,9689 6,0193 6,1703 6,3398 6,4570 6,4777 6,3850 6,2038 6,0104 5,9038 5,9508 6,1552 6,4770 6,8693 7,2906 7,6932 8,0136 8,1979 8,2447 8,2051 8,1359 8,0646 7,9950 7,9347 7,9009 7,8981 7,9077 7,8956 7,8173 7,6369 7,3605 7,0419 6,7564 6,5705 6,5111 6,5572 6,6664 6,8077 6,9765 7,1917 7,4632 7,7567 8,0046 8,1542 8,2068 8,2083 8,1995 8,1703 8,0489 7,7500 7,2531 6,6244 5,9636 5,3684 4,9462 4,8045 4,9956 5,4751 6,1237 6,8005 7,3847 7,7994 8,0261 8,0926 8,0379 7,9075 7,7753 7,7238 7,7925 7,9610 8,1596 8,2818 8,2328 7,9979 7,6542 7,3092 7,0381 6,8772 6,8672 7,0834 7,5992 8,4049 9,3676 10,2835 10,9860 11,4134 11,5974 11,6192 11,5715 11,5220 11,4899 11,4520 11,3797 11,2679 11,1230 10,9432 10,7219 10,4609 10,1809 9,9200 9,7156 9,5869 9,5205 9,4569 9,3110 9,0309 8,6542 8,2987 8,0828 8,0456 8,1374 8,2749 8,4064 8,5371 8,7057 8,9357 9,2058 9,4551 9,6014 9,5719 9,3546 9,0278 8,7152 8,5154 8,4696 8,5671 8,7587 8,9628 9,0846 9,0592 8,8763 8,5651 8,1769 7,7854 7,4696 7,2681 7,1562 7,0853 7,0456 7,0799 7,2440 7,5581 7,9732 8,3709 8,6168 8,6343 8,4473 8,1693
