Fp1   -0,4053 -0,5396 -0,7437 -0,9597 -1,1288 -1,2247 -1,2629 -1,2825 -1,3112 -1,3321 -1,2865 -1,1181 -0,8157 -0,4207 -0,0079 0,3337 0,5240 0,5252 0,3705 0,1522 -0,0321 -0,1269 -0,1246 -0,0444 0,0866 0,2438 0,4100 0,5664 0,6769 0,6924 0,5908 0,4160 0,2609 0,2015 0,2498 0,3725 0,5419 0,7563 1,0052 1,2307 1,3393 1,2665 1,0308 0,7255 0,4503 0,2418 0,0664 -0,1312 -0,3779 -0,6515 -0,8917 -1,0318 -1,0345 -0,9171 -0,7614 -0,6853 -0,7786 -1,0460 -1,4044 -1,7358 -1,9525 -2,0271 -1,9743 -1,8159 -1,5678 -1,2409 -0,8382 -0,3625 0,1634 0,6848 1,1304 1,4430 1,6043 1,6412 1,6100 1,5679 1,5529 1,5760 1,6188 1,6422 1,6132 1,5310 1,4310 1,3563 1,3191 1,2850 1,1958 1,0136 0,7485 0,4502 0,1734 -0,0471 -0,1951 -0,2677 -0,2821 -0,2729 -0,2771 -0,3227 -0,4284 -0,6068 -0,8610 -1,1900 -1,6087 -2,1536 -2,8532 -3,6873 -4,5732 -5,3861 -5,9964 -6,3126 -6,3155 -6,0678 -5,6827 -5,2685 -4,8964 -4,6065 -4,4184 -4,3277 -4,3030 -4,2986 -4,2718 -4,1902 -4,0374 -3,8244 -3,5956 -3,4219 -3,3695 -3,4477 -3,5927 -3,7132 -3,7441 -3,6643 -3,4890 -3,2505 -2,9708 -2,6462 -2,2563 -1,7930 -1,2849 -0,7900 -0,3667 -0,0464 0,1690 0,2908 0,3279 0,2884 0,1954 0,0934 0,0361 0,0543 0,1236 0,1706 0,1244 -0,0323 -0,2561 -0,4722 -0,6122 -0,6405 -0,5597 -0,3928 -0,1517 0,1759 0,6078 1,1489 1,7898 2,5093 3,2737 4,0311 4,7089 5,2312 5,5512 5,6665 5,6078 5,4197 5,1467 4,8254 4,4721 4,0712 3,5913 3,0271 2,4179 1,8256 1,3053 0,8932 0,6066 0,4448 0,3826 0,3707 0,3502 0,2745 0,1234 -0,1010 -0,3963 -0,7727 -1,2369 -1,7663 -2,3108 -2,8180 -3,2479 -3,5645 -3,7341 -3,7467 -3,6341 -3,4615 -3,3050 -3,2361 -3,3085 -3,5374 -3,8857 -4,2733 -4,6024 -4,7886 -4,7882 -4,6110 -4,3110 -3,9662 -3,6589 -3,4500 -3,3491 -3,3097 -3,2657 -3,1763 -3,0344 -2,8507 -2,6472 -2,4568 -2,3156 -2,2551 -2,2999 -2,4571 -2,7017 -2,9794 -3,2331 -3,4236 -3,5281 -3,5379 -3,4702 -3,3668 -3,2659 -3,1796 -3,1109 -3,0783 -3,1038 -3,1850 -3,2919 -3,3808 -3,4086 -3,3536 -3,2296 -3,0748 -2,9238 -2,7846 -2,6476 -2,5219 -2,4500 -2,4714 -2,5802 -2,7335 -2,8983 -3,0753 -3,2810 -3,5109 -3,7271 -3,8804 -3,9333 -3,8694 -3,7003 -3,4632 -3,1968 -2,9133 -2,5904 -2,1830 -1,6492 -0,9809 -0,2302 0,4941 1,0659 1,3912 1,4300 1,1838 0,6831 -0,0054 -0,7772 -1,5144 -2,1222 -2,5489 -2,7794 -2,8228 -2,7093 -2,4842 -2,1966 -1,8928 -1,6195 -1,4225 -1,3270 -1,3146 -1,3310 -1,3212 -1,2532 -1,1125 -0,8874 -0,5727 -0,1888 0,2123 0,5639 0,8084 0,9199 0,9146 0,8319 0,7038 0,5569 0,4309 0,3706 0,3982 0,4898 0,5733 0,5574 0,3740 0,0037 -0,5218 -1,1315 -1,7400 -2,2766 -2,6932 -2,9451 -2,9804 -2,7554 -2,2567 -1,5201 -0,6451 0,2124 0,8803 1,2296 1,2174 0,8870 0,3359 -0,3158 -0,9425 -1,4271 -1,6875 -1,7002 -1,5000 -1,1560 -0,7451 -0,3339 0,0284 0,3108 0,5043 0,6238 0,6995 0,7588 0,8085 0,8289 0,7920 0,6933 0,5682 0,4747 0,4619 0,5594 0,7804 1,1145 1,5203 1,9318 2,2793 2,5115 2,6098 2,5950 2,5253 2,4708 2,4763 2,5471 2,6689 2,8334 3,0415 3,2954 3,5963 3,9480 4,3483 4,7693 5,1522 5,4211 5,5068 5,3635 4,9759 4,3681 3,6168 2,8457 2,1903 1,7515 1,5656 1,5939 1,7311 1,8425 1,8264 1,6565 1,3722 1,0401 0,7254 0,4830 0,3595 0,3889 0,5739 0,8773 1,2394 1,6085 1,9579 2,2716 2,5234 2,6888 2,7719 2,7931 2,7555 2,6453 2,4621 2,2370 2,0188 1,8456 1,7320 1,6832 1,7073 1,8064 1,9658 2,1624 2,3873 2,6490 2,9472 3,2451 3,4697 3,5450 3,4399 3,1849 2,8466 2,4934 2,1789 1,9448 1,8322 1,8780 2,0879 2,4159 2,7750 3,0724 3,2452 3,2816 3,2167 3,0998 2,9576 2,7891 2,5842 2,3356 2,0445 1,7335 1,4511 1,2544 1,1828 1,2339 1,3587 1,4837 1,5478 1,5320 1,4649 1,4005 1,3840 1,4288 1,5205 1,6291 1,7136 1,7272 1,6292 1,3983 1,0441 0,6166 0,2073 -0,0725 -0,1297 0,0769 0,5138 1,0649 1,5572 1,8290 1,7980 1,4861 0,9882 0,4122 -0,1647 -0,7033 -1,2017 -1,6922 -2,2140 -2,7780 -3,3468 -3,8390 -4,1647 -4,2780 -4,2087 -4,0451 -3,8889 -3,8178 -3,8665 -4,0186 -4,2170 -4,4025 -4,5461 -4,6399 -4,6721 -4,6148 -4,4276 -4,0824 -3,5963 -3,0356 -2,4943 -2,0686 -1,8286 -1,7890 -1,9031 -2,0870 -2,2576 -2,3553 -2,3460 -2,2156 -1,9710 -1,6339 -1,2276 -0,7742 -0,3027 0,1520 0,5663 0,9361 1,2597 1,5120 1,6418 1,6033 1,3943 1,0743 0,7407 0,4739 0,3009 0,2045 0,1547 0,1330 0,1371 0,1708 0,2332 0,3192 0,4214 0,5208 0,5785 0,5435 0,3772 0,0727 -0,3385 -0,7908 -1,2007 -1,4968 -1,6445 -1,6584 -1,6029 -1,5726 -1,6458 -1,8529 -2,1910 -2,6452 -3,1793 -3,7291 -4,2334 -4,6673 -5,0430 -5,3800 -5,6705 -5,8660 -5,8987 -5,7265 -5,3660 -4,8911 -4,4043 -4,0034 -3,7638 -3,7306 -3,9102 -4,2654 -4,7191 -5,1805 -5,5874 -5,9371 -6,2720 -6,6265 -6,9823 -7,2730 -7,4249 -7,3994 -7,2169 -6,9443 -6,6407 -6,3131 -5,9279 -5,4489 -4,8625 -4,1762 -3,4113 -2,6127 -1,8574
Fz    -0,4897 -0,7333 -0,9833 -1,2277 -1,4532 -1,6469 -1,8006 -1,9118 -1,9766 -1,9815 -1,9030 -1,7178 -1,4187 -1,0272 -0,5966 -0,2055 0,0657 0,1736 0,1386 0,0313 -0,0723 -0,1277 -0,1288 -0,0947 -0,0534 -0,0257 -0,0141 -0,0050 0,0194 0,0726 0,1669 0,3199 0,5504 0,8617 1,2270 1,5938 1,9034 2,1129 2,2035 2,1749 2,0359 1,8064 1,5191 1,2110 0,9085 0,6197 0,3421 0,0769 -0,1664 -0,3739 -0,5330 -0,6355 -0,6804 -0,6776 -0,6545 -0,6549 -0,7183 -0,8497 -1,0092 -1,1327 -1,1648 -1,0787 -0,8713 -0,5467 -0,1136 0,4040 0,9615 1,5012 1,9660 2,3131 2,5241 2,6084 2,5975 2,5309 2,4405 2,3398 2,2289 2,1060 1,9731 1,8353 1,6989 1,5727 1,4685 1,3951 1,3468 1,3008 1,2288 1,1115 0,9460 0,7466 0,5413 0,3570 0,2070 0,0857 -0,0269 -0,1540 -0,3132 -0,5162 -0,7713 -1,0806 -1,4334 -1,8100 -2,1992 -2,6116 -3,0708 -3,5903 -4,1578 -4,7293 -5,2364 -5,6107 -5,8149 -5,8593 -5,7886 -5,6539 -5,4949 -5,3398 -5,2052 -5,0909 -4,9794 -4,8492 -4,6900 -4,5077 -4,3181 -4,1360 -3,9690 -3,8207 -3,6914 -3,5663 -3,4109 -3,1860 -2,8665 -2,4516 -1,9669 -1,4578 -0,9688 -0,5259 -0,1333 0,2175 0,5347 0,8191 1,0652 1,2663 1,4167 1,5123 1,5517 1,5375 1,4787 1,3966 1,3243 1,2921 1,3083 1,3540 1,4019 1,4370 1,4588 1,4716 1,4808 1,4994 1,5549 1,6844 1,9234 2,2936 2,7909 3,3838 4,0256 4,6706 5,2840 5,8432 6,3326 6,7373 7,0359 7,1996 7,2012 7,0296 6,7021 6,2661 5,7832 5,3030 4,8521 4,4402 4,0662 3,7187 3,3794 3,0287 2,6514 2,2441 1,8183 1,3956 0,9973 0,6355 0,3064 -0,0091 -0,3382 -0,7074 -1,1307 -1,5986 -2,0740 -2,5032 -2,8372 -3,0499 -3,1431 -3,1410 -3,0823 -3,0144 -2,9854 -3,0339 -3,1803 -3,4201 -3,7207 -4,0235 -4,2592 -4,3717 -4,3406 -4,1845 -3,9450 -3,6685 -3,3973 -3,1644 -2,9807 -2,8280 -2,6724 -2,4866 -2,2616 -2,0073 -1,7487 -1,5173 -1,3438 -1,2574 -1,2787 -1,4017 -1,5863 -1,7743 -1,9197 -2,0107 -2,0640 -2,1025 -2,1389 -2,1745 -2,2029 -2,2139 -2,2054 -2,1906 -2,1868 -2,2005 -2,2302 -2,2755 -2,3388 -2,4237 -2,5324 -2,6595 -2,7863 -2,8871 -2,9480 -2,9826 -3,0280 -3,1208 -3,2721 -3,4641 -3,6640 -3,8378 -3,9556 -3,9915 -3,9271 -3,7603 -3,5081 -3,1990 -2,8631 -2,5281 -2,2152 -1,9358 -1,6882 -1,4545 -1,2035 -0,9081 -0,5708 -0,2342 0,0376 0,1920 0,2051 0,0817 -0,1521 -0,4523 -0,7686 -1,0628 -1,3223 -1,5580 -1,7868 -2,0141 -2,2260 -2,3925 -2,4803 -2,4741 -2,3913 -2,2758 -2,1720 -2,1002 -2,0511 -1,9973 -1,9061 -1,7470 -1,4987 -1,1603 -0,7607 -0,3511 0,0140 0,2926 0,4624 0,5267 0,5040 0,4080 0,2422 0,0121 -0,2678 -0,5810 -0,9239 -1,3105 -1,7563 -2,2556 -2,7723 -3,2512 -3,6382 -3,8975 -4,0221 -4,0304 -3,9516 -3,8058 -3,5934 -3,3052 -2,9470 -2,5544 -2,1829 -1,8851 -1,6943 -1,6193 -1,6499 -1,7648 -1,9347 -2,1192 -2,2720 -2,3580 -2,3676 -2,3133 -2,2159 -2,0978 -1,9840 -1,9004 -1,8665 -1,8854 -1,9413 -2,0073 -2,0563 -2,0690 -2,0385 -1,9712 -1,8809 -1,7801 -1,6767 -1,5725 -1,4557 -1,2982 -1,0687 -0,7557 -0,3832 -0,0057 0,3171 0,5483 0,6869 0,7617 0,8132 0,8728 0,9492 1,0327 1,1128 1,1921 1,2862 1,4153 1,5932 1,8178 2,0667 2,3021 2,4808 2,5654 2,5358 2,3921 2,1491 1,8275 1,4473 1,0272 0,5883 0,1548 -0,2540 -0,6326 -0,9847 -1,3118 -1,6128 -1,8900 -2,1443 -2,3626 -2,5163 -2,5773 -2,5385 -2,4215 -2,2627 -2,0895 -1,9103 -1,7217 -1,5253 -1,3339 -1,1586 -0,9936 -0,8246 -0,6515 -0,4936 -0,3761 -0,3171 -0,3208 -0,3774 -0,4640 -0,5491 -0,6009 -0,5993 -0,5418 -0,4391 -0,3030 -0,1396 0,0487 0,2544 0,4575 0,6310 0,7549 0,8224 0,8372 0,8105 0,7564 0,6892 0,6260 0,5892 0,6019 0,6788 0,8174 0,9910 1,1548 1,2677 1,3125 1,2915 1,2093 1,0688 0,8814 0,6723 0,4781 0,3383 0,2809 0,3074 0,3908 0,4841 0,5380 0,5164 0,4079 0,2312 0,0298 -0,1489 -0,2766 -0,3510 -0,3827 -0,3819 -0,3584 -0,3272 -0,3060 -0,3065 -0,3268 -0,3495 -0,3487 -0,3000 -0,1900 -0,0180 0,2001 0,4233 0,5847 0,6107 0,4502 0,0933 -0,4315 -1,0756 -1,7879 -2,5227 -3,2501 -3,9593 -4,6512 -5,3276 -5,9814 -6,5865 -7,1022 -7,4957 -7,7619 -7,9201 -7,9942 -8,0001 -7,9431 -7,8180 -7,6152 -7,3385 -7,0116 -6,6638 -6,3114 -5,9523 -5,5731 -5,1682 -4,7538 -4,3616 -4,0224 -3,7591 -3,5841 -3,4940 -3,4686 -3,4789 -3,4959 -3,4929 -3,4442 -3,3306 -3,1466 -2,8985 -2,5957 -2,2468 -1,8629 -1,4589 -1,0489 -0,6429 -0,2500 0,1134 0,4218 0,6495 0,7848 0,8357 0,8203 0,7558 0,6543 0,5238 0,3641 0,1674 -0,0739 -0,3596 -0,6791 -1,0108 -1,3272 -1,6034 -1,8231 -1,9791 -2,0785 -2,1468 -2,2202 -2,3216 -2,4491 -2,5911 -2,7498 -2,9440 -3,1969 -3,5181 -3,8909 -4,2769 -4,6400 -4,9668 -5,2658 -5,5612 -5,8866 -6,2664 -6,6977 -7,1514 -7,5825 -7,9387 -8,1720 -8,2543 -8,1920 -8,0273 -7,8236 -7,6432 -7,5315 -7,5118 -7,5857 -7,7389 -7,9514 -8,2083 -8,5046 -8,8424 -9,2217 -9,6281 -10,0250 -10,3584 -10,5746 -10,6374 -10,5366 -10,2812 -9,8844 -9,3583 -8,7223 -8,0118 -7,2727 -6,5436 -5,8406 -5,1618 -4,5057
F3    -0,4289 -0,7399 -1,0433 -1,2962 -1,4733 -1,5724 -1,6073 -1,5965 -1,5509 -1,4649 -1,3191 -1,0945 -0,7908 -0,4327 -0,0646 0,2548 0,4654 0,5312 0,4646 0,3193 0,1558 0,0101 -0,1109 -0,2150 -0,3074 -0,3805 -0,4127 -0,3814 -0,2830 -0,1357 0,0403 0,2408 0,4744 0,7458 1,0436 1,3394 1,5964 1,7815 1,8756 1,8724 1,7724 1,5831 1,3204 1,0085 0,6771 0,3544 0,0569 -0,2095 -0,4412 -0,6318 -0,7741 -0,8625 -0,8953 -0,8776 -0,8250 -0,7627 -0,7163 -0,6971 -0,6954 -0,6826 -0,6247 -0,4980 -0,2949 -0,0202 0,3145 0,6950 1,1016 1,5037 1,8602 2,1304 2,2928 2,3561 2,3510 2,3135 2,2719 2,2421 2,2294 2,2322 2,2474 2,2754 2,3181 2,3731 2,4318 2,4823 2,5096 2,4935 2,4086 2,2329 1,9627 1,6244 1,2684 0,9452 0,6810 0,4729 0,3031 0,1537 0,0116 -0,1325 -0,2826 -0,4386 -0,6011 -0,7766 -0,9813 -1,2442 -1,6014 -2,0800 -2,6754 -3,3379 -3,9803 -4,5121 -4,8763 -5,0622 -5,0850 -4,9614 -4,7079 -4,3562 -3,9593 -3,5761 -3,2506 -3,0038 -2,8371 -2,7356 -2,6739 -2,6259 -2,5767 -2,5312 -2,5066 -2,5054 -2,4979 -2,4382 -2,2914 -2,0474 -1,7226 -1,3508 -0,9661 -0,5861 -0,2084 0,1773 0,5689 0,9442 1,2745 1,5441 1,7558 1,9226 2,0544 2,1493 2,1957 2,1889 2,1413 2,0731 1,9932 1,8935 1,7633 1,6064 1,4420 1,2939 1,1823 1,1234 1,1353 1,2453 1,4871 1,8852 2,4356 3,1014 3,8217 4,5309 5,1756 5,7233 6,1655 6,5133 6,7783 6,9512 6,9974 6,8799 6,5954 6,1931 5,7491 5,3208 4,9258 4,5576 4,2043 3,8530 3,4920 3,1126 2,7069 2,2662 1,7843 1,2656 0,7322 0,2153 -0,2607 -0,6887 -1,0791 -1,4519 -1,8201 -2,1745 -2,4844 -2,7132 -2,8371 -2,8555 -2,7862 -2,6557 -2,4944 -2,3358 -2,2208 -2,1952 -2,2907 -2,5065 -2,8106 -3,1493 -3,4553 -3,6668 -3,7542 -3,7253 -3,6055 -3,4223 -3,2099 -3,0148 -2,8774 -2,8083 -2,7851 -2,7694 -2,7246 -2,6309 -2,4902 -2,3217 -2,1589 -2,0464 -2,0249 -2,1061 -2,2642 -2,4497 -2,6147 -2,7356 -2,8150 -2,8652 -2,8953 -2,9106 -2,9131 -2,9019 -2,8832 -2,8797 -2,9183 -3,0053 -3,1212 -3,2363 -3,3280 -3,3849 -3,3998 -3,3678 -3,2931 -3,1915 -3,0862 -3,0037 -2,9722 -3,0122 -3,1237 -3,2842 -3,4636 -3,6371 -3,7823 -3,8712 -3,8768 -3,7883 -3,6133 -3,3661 -3,0630 -2,7263 -2,3799 -2,0392 -1,7081 -1,3812 -1,0502 -0,7162 -0,3965 -0,1126 0,1218 0,2945 0,3874 0,3826 0,2762 0,0818 -0,1787 -0,4823 -0,8051 -1,1254 -1,4285 -1,7015 -1,9250 -2,0733 -2,1264 -2,0877 -1,9942 -1,9014 -1,8519 -1,8532 -1,8792 -1,8892 -1,8433 -1,7102 -1,4765 -1,1571 -0,7907 -0,4256 -0,1068 0,1345 0,2895 0,3697 0,3886 0,3446 0,2299 0,0467 -0,1935 -0,4799 -0,8107 -1,1923 -1,6252 -2,0896 -2,5444 -2,9385 -3,2243 -3,3727 -3,3837 -3,2842 -3,1128 -2,9008 -2,6601 -2,3883 -2,0901 -1,7923 -1,5340 -1,3445 -1,2324 -1,1888 -1,1976 -1,2516 -1,3533 -1,4951 -1,6440 -1,7592 -1,8191 -1,8265 -1,7943 -1,7310 -1,6391 -1,5227 -1,3979 -1,2941 -1,2413 -1,2531 -1,3132 -1,3795 -1,4087 -1,3828 -1,3122 -1,2155 -1,1034 -0,9793 -0,8421 -0,6844 -0,4948 -0,2688 -0,0188 0,2312 0,4613 0,6650 0,8493 1,0323 1,2337 1,4564 1,6766 1,8537 1,9551 1,9780 1,9534 1,9269 1,9358 1,9941 2,0861 2,1717 2,2081 2,1737 2,0726 1,9191 1,7255 1,5016 1,2557 0,9968 0,7393 0,5015 0,2898 0,0876 -0,1324 -0,3877 -0,6767 -0,9853 -1,2908 -1,5596 -1,7527 -1,8440 -1,8335 -1,7413 -1,5903 -1,3935 -1,1538 -0,8718 -0,5564 -0,2302 0,0812 0,3651 0,6207 0,8445 1,0260 1,1547 1,2220 1,2185 1,1342 0,9688 0,7424 0,4941 0,2650 0,0880 -0,0088 0,0007 0,1332 0,3866 0,7309 1,1098 1,4580 1,7230 1,8764 1,9183 1,8752 1,7861 1,6815 1,5787 1,4919 1,4369 1,4236 1,4444 1,4728 1,4774 1,4469 1,4005 1,3659 1,3485 1,3290 1,2856 1,2090 1,1019 0,9779 0,8617 0,7793 0,7421 0,7380 0,7385 0,7150 0,6520 0,5545 0,4417 0,3329 0,2357 0,1453 0,0590 -0,0149 -0,0708 -0,1220 -0,1921 -0,2885 -0,3870 -0,4427 -0,4124 -0,2746 -0,0373 0,2688 0,6025 0,9172 1,1577 1,2624 1,1798 0,8921 0,4266 -0,1588 -0,8028 -1,4614 -2,1154 -2,7617 -3,3962 -4,0088 -4,5858 -5,1062 -5,5392 -5,8539 -6,0337 -6,0840 -6,0314 -5,9177 -5,7843 -5,6470 -5,4888 -5,2849 -5,0276 -4,7286 -4,4094 -4,0879 -3,7705 -3,4606 -3,1744 -2,9374 -2,7659 -2,6607 -2,6102 -2,5900 -2,5669 -2,5137 -2,4240 -2,3106 -2,1920 -2,0831 -1,9925 -1,9170 -1,8358 -1,7160 -1,5284 -1,2565 -0,8949 -0,4474 0,0665 0,5977 1,0641 1,3799 1,5034 1,4599 1,3127 1,1192 0,9150 0,7173 0,5280 0,3333 0,1135 -0,1451 -0,4421 -0,7621 -1,0801 -1,3692 -1,6064 -1,7762 -1,8812 -1,9520 -2,0383 -2,1768 -2,3685 -2,5935 -2,8379 -3,1034 -3,4005 -3,7314 -4,0754 -4,3919 -4,6455 -4,8270 -4,9539 -5,0636 -5,2020 -5,4014 -5,6633 -5,9652 -6,2723 -6,5417 -6,7286 -6,8028 -6,7669 -6,6585 -6,5351 -6,4557 -6,4661 -6,5822 -6,7804 -7,0124 -7,2379 -7,4465 -7,6547 -7,8891 -8,1683 -8,4857 -8,8021 -9,0568 -9,1937 -9,1799 -9,0093 -8,6960 -8,2649 -7,7453 -7,1689 -6,5676 -5,9678 -5,3864 -4,8294 -4,2935 -3,7714
F7    -0,1664 -0,4217 -0,6819 -0,9213 -1,1317 -1,3136 -1,4566 -1,5334 -1,5184 -1,4044 -1,2018 -0,9316 -0,6264 -0,3285 -0,0742 0,1218 0,2650 0,3701 0,4486 0,5062 0,5444 0,5594 0,5463 0,5067 0,4510 0,3938 0,3503 0,3359 0,3634 0,4374 0,5523 0,6869 0,8030 0,8615 0,8442 0,7540 0,5989 0,3888 0,1488 -0,0758 -0,2321 -0,2805 -0,2136 -0,0595 0,1345 0,3249 0,4813 0,5841 0,6213 0,5887 0,4892 0,3323 0,1350 -0,0777 -0,2753 -0,4293 -0,5177 -0,5262 -0,4526 -0,3131 -0,1385 0,0394 0,1980 0,3307 0,4527 0,5927 0,7707 0,9776 1,1796 1,3386 1,4247 1,4225 1,3414 1,2199 1,1120 1,0651 1,1039 1,2262 1,4130 1,6393 1,8700 2,0539 2,1364 2,0882 1,9307 1,7416 1,6274 1,6633 1,8411 2,0797 2,2841 2,3949 2,4021 2,3359 2,2427 2,1563 2,0777 1,9799 1,8313 1,6172 1,3428 1,0232 0,6771 0,3262 -0,0105 -0,3280 -0,6346 -0,9355 -1,2210 -1,4739 -1,6877 -1,8792 -2,0749 -2,2815 -2,4723 -2,6012 -2,6250 -2,5142 -2,2506 -1,8298 -1,2825 -0,6882 -0,1493 0,2574 0,5071 0,6165 0,6231 0,5757 0,5312 0,5427 0,6405 0,8234 1,0633 1,3151 1,5275 1,6565 1,6781 1,5934 1,4239 1,2087 1,0041 0,8832 0,9181 1,1449 1,5346 1,9973 2,4213 2,7191 2,8477 2,8051 2,6264 2,3821 2,1617 2,0439 2,0727 2,2558 2,5727 2,9853 3,4496 3,9246 4,3773 4,7849 5,1297 5,3933 5,5570 5,6062 5,5354 5,3591 5,1180 4,8670 4,6493 4,4752 4,3203 4,1440 3,9170 3,6392 3,3366 3,0426 2,7794 2,5505 2,3437 2,1436 1,9432 1,7445 1,5533 1,3804 1,2398 1,1378 1,0623 0,9817 0,8570 0,6604 0,3926 0,0874 -0,2033 -0,4378 -0,6051 -0,7207 -0,8114 -0,9088 -1,0436 -1,2339 -1,4834 -1,7857 -2,1131 -2,4017 -2,5634 -2,5309 -2,3050 -1,9584 -1,5900 -1,2752 -1,0530 -0,9359 -0,9203 -0,9939 -1,1426 -1,3517 -1,6028 -1,8724 -2,1345 -2,3686 -2,5717 -2,7588 -2,9505 -3,1602 -3,3826 -3,5833 -3,7068 -3,7090 -3,5856 -3,3714 -3,1121 -2,8452 -2,6080 -2,4442 -2,3885 -2,4475 -2,5925 -2,7627 -2,8797 -2,8738 -2,7101 -2,4087 -2,0505 -1,7537 -1,6259 -1,7177 -2,0015 -2,3873 -2,7598 -3,0192 -3,1062 -3,0080 -2,7536 -2,4078 -2,0507 -1,7447 -1,5116 -1,3340 -1,1756 -1,0037 -0,8033 -0,5762 -0,3339 -0,0957 0,1101 0,2495 0,2968 0,2429 0,0963 -0,1155 -0,3484 -0,5532 -0,6933 -0,7582 -0,7647 -0,7451 -0,7332 -0,7505 -0,7940 -0,8345 -0,8335 -0,7703 -0,6555 -0,5296 -0,4471 -0,4522 -0,5560 -0,7266 -0,8987 -1,0042 -1,0087 -0,9254 -0,7965 -0,6677 -0,5754 -0,5430 -0,5771 -0,6662 -0,7871 -0,9140 -1,0272 -1,1161 -1,1733 -1,1887 -1,1497 -1,0485 -0,8932 -0,7146 -0,5609 -0,4809 -0,5031 -0,6238 -0,8138 -1,0368 -1,2620 -1,4695 -1,6538 -1,8213 -1,9752 -2,1053 -2,1933 -2,2288 -2,2141 -2,1609 -2,0883 -2,0226 -1,9862 -1,9729 -1,9394 -1,8303 -1,6175 -1,3206 -0,9976 -0,7099 -0,4935 -0,3606 -0,3139 -0,3455 -0,4272 -0,5206 -0,6018 -0,6690 -0,7276 -0,7741 -0,7900 -0,7531 -0,6614 -0,5454 -0,4458 -0,3781 -0,3309 -0,2965 -0,2866 -0,3178 -0,3916 -0,4919 -0,5941 -0,6775 -0,7335 -0,7600 -0,7460 -0,6668 -0,4926 -0,2052 0,1817 0,6178 1,0350 1,3740 1,6045 1,7250 1,7429 1,6622 1,4866 1,2272 0,9024 0,5331 0,1366 -0,2691 -0,6496 -0,9477 -1,0995 -1,0660 -0,8604 -0,5551 -0,2634 -0,0993 -0,1338 -0,3690 -0,7491 -1,1944 -1,6282 -1,9843 -2,2135 -2,2953 -2,2349 -2,0444 -1,7379 -1,3489 -0,9394 -0,5826 -0,3343 -0,2169 -0,2203 -0,3073 -0,4235 -0,5135 -0,5410 -0,4987 -0,4025 -0,2795 -0,1624 -0,0884 -0,0886 -0,1689 -0,2996 -0,4294 -0,5140 -0,5272 -0,4546 -0,2875 -0,0266 0,3069 0,6662 0,9946 1,2476 1,3979 1,4265 1,3242 1,1022 0,7986 0,4714 0,1811 -0,0253 -0,1265 -0,1301 -0,0658 0,0311 0,1352 0,2374 0,3299 0,3938 0,4125 0,3919 0,3477 0,2832 0,1964 0,1079 0,0655 0,1192 0,2855 0,5262 0,7669 0,9414 1,0197 1,0008 0,8962 0,7219 0,4975 0,2518 0,0317 -0,1081 -0,1327 -0,0475 0,1093 0,2949 0,4838 0,6714 0,8655 1,0651 1,2443 1,3639 1,3992 1,3544 1,2537 1,1247 0,9916 0,8754 0,7814 0,6860 0,5480 0,3420 0,0751 -0,2252 -0,5362 -0,8495 -1,1652 -1,4868 -1,8207 -2,1738 -2,5487 -2,9493 -3,3871 -3,8642 -4,3403 -4,7353 -4,9749 -5,0317 -4,9277 -4,7058 -4,3995 -4,0251 -3,5925 -3,1128 -2,6088 -2,1254 -1,7180 -1,4224 -1,2346 -1,1137 -1,0016 -0,8553 -0,6728 -0,4890 -0,3449 -0,2563 -0,2026 -0,1425 -0,0497 0,0667 0,1782 0,2647 0,3312 0,4045 0,5113 0,6516 0,7928 0,8922 0,9292 0,9216 0,9094 0,9219 0,9655 1,0323 1,1011 1,1316 1,0757 0,9058 0,6293 0,2789 -0,1092 -0,5061 -0,8883 -1,2407 -1,5649 -1,8761 -2,1840 -2,4789 -2,7387 -2,9448 -3,0920 -3,1945 -3,2848 -3,3991 -3,5561 -3,7437 -3,9134 -3,9915 -3,9152 -3,6730 -3,3177 -2,9450 -2,6610 -2,5491 -2,6524 -2,9750 -3,4853 -4,1162 -4,7705 -5,3371 -5,7183 -5,8639 -5,7953 -5,5932 -5,3612 -5,1946 -5,1603 -5,2804 -5,5285 -5,8475 -6,1691 -6,4241 -6,5538 -6,5298 -6,3678 -6,1152 -5,8225 -5,5215 -5,2203 -4,9119 -4,5878 -4,2502 -3,9165 -3,6168 -3,3834 -3,2372 -3,1778 -3,1789 -3,1960
