Fp1   -1,6996 -0,8703 -0,2801 0,0829 0,3267 0,5749 0,8806 1,1985 1,4155 1,3915 1,0188 0,3105 -0,5656 -1,3605 -1,8603 -1,9581 -1,6579 -1,0432 -0,2412 0,6214 1,4604 2,2256 2,8432 3,1894 3,1347 2,6208 1,7047 0,5394 -0,6731 -1,7146 -2,3854 -2,5586 -2,2200 -1,4769 -0,5462 0,3015 0,8430 0,9898 0,7943 0,3741 -0,1611 -0,7278 -1,2607 -1,6796 -1,8506 -1,6328 -0,9962 -0,0706 0,9164 1,7324 2,2106 2,2932 2,0315 1,5535 1,0303 0,6330 0,4636 0,5084 0,6527 0,7326 0,5996 0,1877 -0,4571 -1,2093 -1,9222 -2,4699 -2,7644 -2,7581 -2,4556 -1,9324 -1,3212 -0,7606 -0,3522 -0,1364 -0,0701 -0,0439 0,0442 0,2256 0,4547 0,6462 0,7400 0,7676 0,8471 1,0715 1,3954 1,6650 1,7639 1,7128 1,6426 1,6926 1,9146 2,2333 2,4961 2,5714 2,4147 2,0724 1,6516 1,2764 1,0427 0,9855 1,0704 1,2197 1,3493 1,3877 1,2800 0,9814 0,4491 -0,3363 -1,3288 -2,4009 -3,3714 -4,0582 -4,3409 -4,2051 -3,7413 -3,1031 -2,4518 -1,9082 -1,5199 -1,2537 -1,0272 -0,7722 -0,4884 -0,2469 -0,1317 -0,1650 -0,3064 -0,5255 -0,8299 -1,1991 -1,5333 -1,7116 -1,6793 -1,4690 -1,1649 -0,8474 -0,5472 -0,2513 0,0571 0,3888 0,7518 1,1239 1,4379 1,6244 1,6791 1,6905 1,7849 2,0318 2,4145 2,8710 3,3238 3,6906 3,9100 3,9548 3,8174 3,4985 3,0231 2,4525 1,8582 1,2704 0,6625 -0,0026 -0,7131 -1,3856 -1,8816 -2,0687 -1,8928 -1,3855 -0,6096 0,3669 1,4464 2,4975 3,4000 4,0754 4,4707 4,5440 4,2886 3,7718 3,1344 2,5346 2,0811 1,7995 1,6409 1,5102 1,3077 0,9986 0,6710 0,4949 0,6079 1,0343 1,6575 2,2641 2,6900 2,9427 3,1583 3,4547 3,8388 4,2280 4,5311 4,7118 4,7841 4,7526 4,5642 4,1274 3,3878 2,3937 1,3101 0,3826 -0,1493 -0,1635 0,2957 1,0570 1,8766 2,4861 2,6873 2,4370 1,8100 0,8965 -0,2346 -1,5031 -2,7870 -3,9214 -4,7300 -5,0887 -4,9812 -4,5055 -3,8261 -3,0963 -2,4044 -1,7832 -1,2528 -0,8463 -0,6145 -0,6189 -0,8983 -1,4273 -2,1032 -2,7658 -3,2382 -3,3812 -3,1422 -2,5964 -1,9472 -1,4232 -1,1341 -1,0412 -1,0482 -1,0831 -1,1176 -1,1577 -1,2220 -1,3131 -1,3916 -1,3754 -1,1770 -0,7394 -0,0452 0,8639 1,8662 2,7975 3,5292 4,0083 4,2323 4,2193 4,0239 3,7596 3,5574 3,4874 3,5379 3,6658 3,8444 4,0574 4,2593 4,3623 4,2717 3,9308 3,3433 2,5832 1,7890 1,1267 0,7278 0,6286 0,7483 0,9340 1,0508 1,0454 0,9419 0,8000 0,6863 0,6590 0,7393 0,8854 1,0041 0,9923 0,7916 0,4227 -0,0338 -0,4978 -0,9209 -1,2703 -1,5187 -1,6580 -1,7038 -1,6768 -1,5897 -1,4424 -1,2077 -0,8507 -0,3949 0,0594 0,4058 0,6140 0,7394 0,8611 1,0205 1,2161 1,4350 1,6795 1,9510 2,2159 2,4229 2,5457 2,5747 2,4849 2,2411 1,8281 1,2859 0,7213 0,2759 0,0767 0,1957 0,6235 1,2737 2,0211 2,7344 3,3017 3,6746 3,8940 4,0426 4,1710 4,2749 4,3135 4,2280 3,9684 3,5408 3,0353 2,5867 2,2859 2,1353 2,0933 2,1260 2,2014 2,2728 2,2922 2,2207 2,0246 1,6923 1,2555 0,7803 0,3495 0,0590 -0,0003 0,2214 0,7161 1,4191 2,2030 2,8991 3,3625 3,5258 3,3921 2,9774 2,2726 1,2895 0,1529 -0,8900 -1,5778 -1,7648 -1,4788 -0,8892 -0,2222 0,3102 0,5425 0,4045 -0,0018 -0,4077 -0,5267 -0,2357 0,3603 1,0257 1,5652 1,9211 2,1495 2,3518 2,6267 3,0393 3,6006 4,2834 5,0622 5,9167 6,7962 7,6000 8,1872 8,4140 8,2077 7,6157 6,7595 5,7627 4,7576 3,9245 3,4556 3,4434 3,8074 4,3474 4,8626 5,2270 5,3963 5,3744 5,1855 4,8862 4,5841 4,3950 4,3534 4,3705 4,2884 3,9856 3,4452 2,7524 2,0502 1,4785 1,1244 1,0106 1,1127 1,3795 1,7377 2,0906 2,3465 2,4809 2,5459 2,5938 2,6231 2,6098 2,5475 2,4477 2,3364 2,2566 2,2612 2,3935 2,6561 2,9996 3,3575 3,6792 3,9188 4,0256 3,9864 3,8682 3,7816 3,7883 3,8588 3,9330 4,0012 4,1127 4,3291 4,6979 5,2489 5,9659 6,7432 7,3942 7,7382 7,7121 7,4040 6,9663 6,4872 5,9464 5,2786 4,4606 3,5288 2,5473 1,6007 0,8136 0,3373 0,2961 0,7350 1,5831 2,6579 3,7295 4,6073 5,1831 5,4229 5,3293 4,9165 4,2325 3,3885 2,5323 1,7944 1,2574 0,9495 0,8573 0,9446 1,1640 1,4719 1,8498 2,3038 2,8369 3,4291 4,0501 4,6820 5,3319 6,0285 6,7886 7,5579 8,1882 8,4966 8,3699 7,8330 7,0296 6,1352 5,2745 4,4988 3,8323 3,3420 3,1470 3,3328 3,8498 4,5038 5,0459 5,2886 5,1815 4,8126 4,3420 3,9149 3,6101 3,4329 3,3349 3,2490 3,1193 2,9099 2,6080 2,2549 1,9790 1,9535 2,2735 2,8747 3,5747 4,1789 4,5718 4,7513 4,7700 4,6393 4,3199 3,8054 3,1767 2,5652 2,0586 1,6403 1,2317 0,7901 0,3585 0,0468 -0,0276 0,1940 0,6818 1,3348 2,0153 2,5636 2,8002 2,5653 1,8093 0,6575 -0,6205 -1,7035 -2,3185 -2,3091 -1,6638 -0,5237 0,8192 1,9957 2,7198 2,9054 2,6455 2,1021 1,3988 0,5909 -0,2694 -1,0765 -1,7168 -2,1452 -2,3852 -2,4790 -2,4766 -2,4539 -2,5042 -2,6993 -3,0448 -3,4759 -3,9067 -4,2807 -4,5813 -4,8241 -5,0548 -5,3206
Fz    -2,8624 -2,5963 -2,2631 -1,8913 -1,5016 -1,1080 -0,7258 -0,3710 -0,0551 0,2202 0,4642 0,6848 0,8681 0,9801 0,9976 0,9393 0,8629 0,8283 0,8587 0,9336 1,0168 1,0918 1,1670 1,2465 1,3100 1,3301 1,2974 1,2106 1,0552 0,8066 0,4532 0,0179 -0,4366 -0,8256 -1,0767 -1,1592 -1,0907 -0,9153 -0,6730 -0,3922 -0,1110 0,1095 0,2103 0,1768 0,0525 -0,0931 -0,2069 -0,2694 -0,2868 -0,2791 -0,2692 -0,2794 -0,3304 -0,4313 -0,5747 -0,7443 -0,9173 -1,0557 -1,1120 -1,0519 -0,8715 -0,5996 -0,2835 0,0329 0,3131 0,5119 0,5744 0,4655 0,2004 -0,1588 -0,5382 -0,8873 -1,1860 -1,4201 -1,5612 -1,5808 -1,4807 -1,3006 -1,0948 -0,8947 -0,6845 -0,4180 -0,0631 0,3745 0,8612 1,3578 1,8325 2,2492 2,5484 2,6598 2,5494 2,2512 1,8582 1,4874 1,2372 1,1506 1,1974 1,2835 1,2887 1,1226 0,7702 0,3000 -0,1785 -0,5770 -0,8657 -1,0676 -1,2322 -1,4126 -1,6488 -1,9569 -2,3342 -2,7671 -3,2324 -3,6950 -4,1132 -4,4453 -4,6506 -4,6974 -4,5781 -4,3198 -3,9821 -3,6374 -3,3431 -3,1350 -3,0380 -3,0631 -3,1902 -3,3581 -3,4792 -3,4737 -3,3055 -2,9926 -2,5828 -2,1202 -1,6364 -1,1588 -0,7092 -0,3058 0,0249 0,2515 0,3592 0,3607 0,2914 0,2034 0,1474 0,1466 0,1924 0,2712 0,3822 0,5254 0,6822 0,8264 0,9491 1,0583 1,1540 1,2206 1,2415 1,2099 1,1274 1,0054 0,8715 0,7653 0,7141 0,7115 0,7247 0,7153 0,6585 0,5602 0,4604 0,4163 0,4768 0,6661 0,9700 1,3324 1,6823 1,9695 2,1676 2,2623 2,2563 2,1771 2,0687 1,9715 1,9157 1,9334 2,0587 2,3103 2,6815 3,1332 3,5909 3,9765 4,2550 4,4460 4,6036 4,7879 5,0344 5,3309 5,6166 5,8040 5,8144 5,6046 5,1781 4,5910 3,9528 3,3957 3,0147 2,8181 2,7335 2,6636 2,5408 2,3367 2,0381 1,6330 1,1254 0,5521 -0,0348 -0,6064 -1,1681 -1,7310 -2,2838 -2,7925 -3,2223 -3,5579 -3,8110 -4,0228 -4,2556 -4,5735 -5,0175 -5,5806 -6,1917 -6,7343 -7,1019 -7,2447 -7,1703 -6,9226 -6,5696 -6,1855 -5,8224 -5,4979 -5,2089 -4,9496 -4,7235 -4,5503 -4,4505 -4,4174 -4,4119 -4,3894 -4,3183 -4,1774 -3,9565 -3,6545 -3,2708 -2,8088 -2,2921 -1,7598 -1,2440 -0,7551 -0,2836 0,1827 0,6415 1,0750 1,4630 1,7954 2,0812 2,3480 2,6321 2,9631 3,3376 3,6932 3,9241 3,9451 3,7378 3,3429 2,8375 2,3194 1,8780 1,5552 1,3365 1,1806 1,0541 0,9420 0,8423 0,7582 0,6928 0,6438 0,6038 0,5687 0,5359 0,4869 0,3885 0,2210 -0,0097 -0,2927 -0,6273 -1,0192 -1,4640 -1,9263 -2,3474 -2,6893 -2,9651 -3,2179 -3,4706 -3,6923 -3,8121 -3,7696 -3,5584 -3,2233 -2,8234 -2,3997 -1,9640 -1,5051 -0,9966 -0,4046 0,2834 1,0240 1,7237 2,2816 2,6267 2,7400 2,6558 2,4354 2,1409 1,8329 1,5706 1,3977 1,3296 1,3634 1,4971 1,7285 2,0293 2,3389 2,5909 2,7390 2,7689 2,7026 2,5859 2,4582 2,3267 2,1684 1,9637 1,7306 1,5218 1,3933 1,3773 1,4765 1,6687 1,9102 2,1469 2,3373 2,4636 2,5142 2,4652 2,2951 2,0184 1,7015 1,4416 1,3126 1,3095 1,3527 1,3548 1,2805 1,1502 1,0103 0,9043 0,8622 0,8967 0,9966 1,1272 1,2359 1,2638 1,1723 0,9677 0,6892 0,3754 0,0401 -0,3286 -0,7378 -1,1568 -1,5230 -1,7778 -1,8870 -1,8375 -1,6261 -1,2583 -0,7605 -0,1940 0,3568 0,8286 1,2154 1,5627 1,9343 2,3788 2,9110 3,5124 4,1461 4,7690 5,3327 5,7885 6,1023 6,2635 6,2786 6,1625 5,9381 5,6435 5,3381 5,0912 4,9555 4,9485 5,0547 5,2291 5,4026 5,5039 5,4885 5,3507 5,1129 4,8106 4,4838 4,1706 3,8987 3,6795 3,5024 3,3312 3,1145 2,8196 2,4629 2,1039 1,8025 1,5854 1,4420 1,3408 1,2509 1,1587 1,0668 0,9886 0,9457 0,9632 1,0608 1,2467 1,5112 1,8199 2,1242 2,3843 2,5870 2,7481 2,8991 3,0628 3,2390 3,4122 3,5668 3,6975 3,8105 3,9205 4,0480 4,2104 4,4115 4,6411 4,8842 5,1305 5,3748 5,6071 5,8106 5,9686 6,0741 6,1348 6,1698 6,1981 6,2288 6,2566 6,2630 6,2226 6,1159 5,9415 5,7259 5,5232 5,3939 5,3711 5,4383 5,5309 5,5635 5,4681 5,2174 4,8278 4,3423 3,8066 3,2623 2,7533 2,3125 1,9336 1,5783 1,2202 0,8724 0,5762 0,3776 0,3144 0,4145 0,6944 1,1471 1,7266 2,3490 2,9129 3,3305 3,5581 3,6153 3,5795 3,5523 3,6085 3,7610 3,9679 4,1654 4,3096 4,4018 4,4799 4,5883 4,7544 4,9828 5,2586 5,5525 5,8276 6,0521 6,2111 6,3068 6,3440 6,3243 6,2608 6,1859 6,1263 6,0764 6,0092 5,9028 5,7489 5,5494 5,3179 5,0762 4,8469 4,6483 4,4856 4,3494 4,2359 4,1594 4,1287 4,1162 4,0713 3,9665 3,8279 3,7136 3,6641 3,6813 3,7374 3,7891 3,7960 3,7451 3,6610 3,5876 3,5569 3,5731 3,6161 3,6493 3,6325 3,5396 3,3726 3,1632 2,9602 2,8034 2,7038 2,6416 2,5807 2,4885 2,3498 2,1680 1,9603 1,7495 1,5576 1,4036 1,2938 1,2122 1,1281 1,0187 0,8854 0,7456 0,6077 0,4545 0,2524 -0,0194 -0,3477 -0,6903 -1,0007 -1,2525 -1,4539 -1,6461 -1,8840 -2,2108 -2,6471 -3,1967 -3,8425 -4,5368 -5,2115 -5,8083 -6,2939 -6,6430 -6,8218 -6,8089
F3    -2,1433 -2,1992 -2,1158 -1,9007 -1,5910 -1,2282 -0,8416 -0,4379 -0,0026 0,4867 1,0413 1,6374 2,1971 2,6047 2,7621 2,6463 2,3226 1,9015 1,4689 1,0469 0,6214 0,2078 -0,1245 -0,3017 -0,3011 -0,1494 0,1003 0,3726 0,5778 0,6452 0,5470 0,2965 -0,0625 -0,4649 -0,8341 -1,1006 -1,2246 -1,2036 -1,0636 -0,8440 -0,5940 -0,3680 -0,2081 -0,1297 -0,1249 -0,1763 -0,2662 -0,3789 -0,4981 -0,6053 -0,6844 -0,7366 -0,7849 -0,8592 -0,9797 -1,1479 -1,3334 -1,4699 -1,4817 -1,3188 -0,9731 -0,4850 0,0663 0,5959 1,0406 1,3597 1,5247 1,5202 1,3590 1,0890 0,7710 0,4453 0,1301 -0,1495 -0,3554 -0,4676 -0,5004 -0,4796 -0,4182 -0,3119 -0,1430 0,1089 0,4478 0,8597 1,3333 1,8684 2,4566 3,0503 3,5505 3,8419 3,8617 3,6422 3,2976 2,9720 2,7700 2,7079 2,7154 2,6746 2,4726 2,0561 1,4583 0,7829 0,1577 -0,3140 -0,5867 -0,6795 -0,6601 -0,6225 -0,6635 -0,8599 -1,2461 -1,8043 -2,4695 -3,1501 -3,7554 -4,2169 -4,4913 -4,5665 -4,4742 -4,2837 -4,0676 -3,8607 -3,6517 -3,4241 -3,1965 -3,0158 -2,9139 -2,8710 -2,8192 -2,6921 -2,4794 -2,2267 -1,9777 -1,7271 -1,4376 -1,0878 -0,6921 -0,2923 0,0585 0,3226 0,4990 0,6180 0,7193 0,8365 0,9895 1,1750 1,3642 1,5170 1,6001 1,5956 1,5054 1,3596 1,2143 1,1210 1,0941 1,1127 1,1457 1,1643 1,1442 1,0842 1,0255 1,0352 1,1542 1,3596 1,5794 1,7390 1,7963 1,7462 1,6064 1,4137 1,2293 1,1216 1,1212 1,1974 1,2946 1,3780 1,4301 1,4306 1,3699 1,2748 1,2018 1,2080 1,3368 1,6183 2,0561 2,6134 3,2203 3,7848 4,2117 4,4495 4,5261 4,5314 4,5618 4,6700 4,8437 5,0238 5,1475 5,1766 5,0970 4,8984 4,5685 4,1217 3,6396 3,2535 3,0663 3,0815 3,1970 3,2621 3,1527 2,8190 2,2855 1,6203 0,9139 0,2634 -0,2671 -0,6816 -1,0276 -1,3342 -1,5876 -1,7637 -1,8672 -1,9417 -2,0553 -2,2793 -2,6647 -3,2246 -3,9298 -4,7090 -5,4520 -6,0352 -6,3669 -6,4141 -6,1951 -5,7713 -5,2422 -4,7152 -4,2658 -3,9310 -3,7299 -3,6737 -3,7639 -3,9862 -4,2907 -4,5803 -4,7435 -4,7069 -4,4553 -4,0209 -3,4643 -2,8453 -2,1998 -1,5517 -0,9358 -0,3941 0,0449 0,3772 0,6228 0,8176 1,0004 1,1995 1,4222 1,6607 1,9172 2,2178 2,5911 3,0337 3,4941 3,8777 4,0787 4,0336 3,7541 3,3150 2,8280 2,4194 2,1904 2,1685 2,2988 2,4867 2,6447 2,7131 2,6671 2,5259 2,3456 2,1873 2,0819 2,0237 1,9837 1,9204 1,7924 1,5834 1,3081 0,9930 0,6624 0,3325 0,0072 -0,3094 -0,6041 -0,8769 -1,1596 -1,4900 -1,8636 -2,2170 -2,4530 -2,4899 -2,3096 -1,9657 -1,5442 -1,1150 -0,7141 -0,3491 0,0041 0,4030 0,8972 1,4731 2,0462 2,4977 2,7167 2,6453 2,3115 1,8100 1,2500 0,7294 0,3356 0,1356 0,1516 0,3562 0,6957 1,1117 1,5329 1,8685 2,0306 1,9706 1,7115 1,3546 1,0372 0,8636 0,8553 0,9493 1,0491 1,0941 1,0881 1,0739 1,0961 1,1877 1,3606 1,5914 1,8333 2,0550 2,2545 2,4261 2,5287 2,5058 2,3395 2,0824 1,8373 1,6879 1,6381 1,6252 1,5916 1,5267 1,4441 1,3485 1,2271 1,0605 0,8355 0,5563 0,2511 -0,0427 -0,3023 -0,5180 -0,6713 -0,7333 -0,6959 -0,6044 -0,5510 -0,6153 -0,8104 -1,0858 -1,3664 -1,5769 -1,6430 -1,4972 -1,1008 -0,4799 0,2545 0,9438 1,4747 1,8454 2,1390 2,4428 2,8030 3,2293 3,7115 4,2272 4,7475 5,2380 5,6593 5,9717 6,1464 6,1832 6,1228 6,0335 5,9793 5,9978 6,1017 6,2877 6,5451 6,8454 7,1156 7,2482 7,1634 6,8591 6,4000 5,8746 5,3569 4,8908 4,4913 4,1539 3,8666 3,6201 3,4045 3,2018 2,9937 2,7808 2,5835 2,4245 2,3109 2,2238 2,1174 1,9450 1,6920 1,3856 1,0827 0,8523 0,7565 0,8292 1,0630 1,4084 1,7931 2,1538 2,4553 2,6868 2,8582 2,9957 3,1219 3,2409 3,3469 3,4458 3,5633 3,7248 3,9346 4,1814 4,4514 4,7295 4,9995 5,2527 5,4920 5,7182 5,9164 6,0606 6,1246 6,0884 5,9447 5,7057 5,4004 5,0693 4,7557 4,4837 4,2395 3,9837 3,6961 3,4195 3,2581 3,3198 3,6488 4,1954 4,8242 5,3503 5,5953 5,4564 4,9554 4,2163 3,3940 2,6249 2,0153 1,6214 1,4224 1,3428 1,3147 1,3107 1,3291 1,3736 1,4475 1,5591 1,7257 1,9642 2,2729 2,6244 2,9797 3,3034 3,5785 3,8158 4,0417 4,2686 4,4726 4,5979 4,5834 4,3947 4,0545 3,6554 3,3289 3,1856 3,2699 3,5526 3,9591 4,4075 4,8336 5,1989 5,4791 5,6488 5,6822 5,5707 5,3418 5,0522 4,7569 4,4895 4,2647 4,0838 3,9300 3,7709 3,5809 3,3577 3,1263 2,9324 2,8162 2,7902 2,8523 2,9937 3,1674 3,2757 3,2224 2,9797 2,6035 2,1966 1,8569 1,6455 1,5791 1,6408 1,8018 2,0377 2,3223 2,6195 2,8959 3,1384 3,3492 3,5226 3,6369 3,6693 3,6127 3,4793 3,2879 3,0518 2,7780 2,4776 2,1767 1,9212 1,7604 1,7174 1,7738 1,8700 1,9198 1,8424 1,5991 1,2112 0,7477 0,2931 -0,0840 -0,3498 -0,5126 -0,6092 -0,6725 -0,7058 -0,6954 -0,6410 -0,5655 -0,5000 -0,4714 -0,5053 -0,6292 -0,8667 -1,2322 -1,7281 -2,3359 -3,0108 -3,6914 -4,3242 -4,8794 -5,3367 -5,6665 -5,8428
F7    -1,4557 -1,1492 -0,9086 -0,7401 -0,6074 -0,4489 -0,2047 0,1418 0,5333 0,8625 1,0336 1,0048 0,7979 0,4923 0,1969 0,0020 -0,0478 0,0517 0,2714 0,5570 0,8526 1,1191 1,3207 1,4032 1,3102 1,0262 0,5978 0,1104 -0,3520 -0,7329 -1,0086 -1,1806 -1,2571 -1,2349 -1,0998 -0,8507 -0,5291 -0,2201 -0,0113 0,0571 0,0006 -0,1339 -0,2804 -0,3605 -0,3194 -0,1622 0,0615 0,3036 0,5237 0,6642 0,6586 0,4812 0,1820 -0,1214 -0,2868 -0,2150 0,0904 0,5221 0,9421 1,2570 1,4306 1,4570 1,3502 1,1504 0,9073 0,6429 0,3432 -0,0126 -0,4185 -0,8186 -1,1124 -1,2051 -1,0673 -0,7494 -0,3485 0,0394 0,3592 0,6153 0,8486 1,0989 1,3966 1,7656 2,2005 2,6360 2,9625 3,0948 3,0285 2,8310 2,5995 2,4322 2,3935 2,4761 2,6090 2,7094 2,7261 2,6560 2,5306 2,3824 2,2212 2,0272 1,7633 1,4099 0,9808 0,4989 -0,0236 -0,5668 -1,0829 -1,5049 -1,7636 -1,7989 -1,5875 -1,1704 -0,6545 -0,1876 0,0754 0,0236 -0,3524 -0,9468 -1,5893 -2,1132 -2,4181 -2,5136 -2,4985 -2,4768 -2,4880 -2,5021 -2,4518 -2,2778 -1,9684 -1,5561 -1,0868 -0,6104 -0,1929 0,0946 0,2167 0,2091 0,1744 0,2331 0,4641 0,8701 1,3748 1,8477 2,1616 2,2717 2,2457 2,1949 2,1809 2,2055 2,2603 2,3489 2,4670 2,5835 2,6541 2,6583 2,6131 2,5411 2,4413 2,3119 2,1920 2,1426 2,1772 2,2361 2,2406 2,1526 1,9811 1,7574 1,5229 1,3391 1,2723 1,3483 1,5288 1,7410 1,9202 2,0290 2,0607 2,0417 2,0234 2,0482 2,1156 2,1871 2,2229 2,2109 2,1776 2,1806 2,2694 2,4498 2,6992 2,9996 3,3207 3,5973 3,7606 3,7855 3,7146 3,6507 3,7165 3,9792 4,3927 4,8143 5,0896 5,1343 4,9631 4,6610 4,3196 3,9900 3,6808 3,3852 3,1080 2,8847 2,7710 2,7967 2,9216 3,0272 2,9653 2,6451 2,0854 1,3886 0,6682 -0,0174 -0,6789 -1,3385 -1,9538 -2,4124 -2,6052 -2,4974 -2,1414 -1,6449 -1,1350 -0,7361 -0,5508 -0,6371 -1,0041 -1,6239 -2,4177 -3,2383 -3,8995 -4,2408 -4,1852 -3,7694 -3,1228 -2,4025 -1,7308 -1,1571 -0,6589 -0,1972 0,2103 0,4816 0,5305 0,3256 -0,0943 -0,6317 -1,1532 -1,5285 -1,6672 -1,5208 -1,0591 -0,2788 0,7606 1,9241 3,0291 3,9077 4,4731 4,7417 4,7991 4,7438 4,6399 4,4925 4,2766 3,9998 3,7322 3,5645 3,5292 3,5593 3,5387 3,3983 3,1605 2,8970 2,6691 2,5074 2,4211 2,4100 2,4714 2,5934 2,7380 2,8407 2,8453 2,7370 2,5302 2,2416 1,8932 1,5286 1,1962 0,9159 0,6799 0,4736 0,3011 0,2083 0,2575 0,4611 0,7539 1,0316 1,2136 1,2826 1,2692 1,2012 1,0812 0,9041 0,6733 0,4094 0,1660 0,0162 -0,0028 0,0767 0,1796 0,2454 0,2674 0,3044 0,4590 0,8083 1,3273 1,9003 2,4223 2,8673 3,2467 3,5274 3,6241 3,4749 3,0986 2,5725 1,9877 1,4450 1,0591 0,9176 1,0292 1,3188 1,6700 1,9739 2,1679 2,2560 2,3006 2,3810 2,5487 2,8123 3,1518 3,5332 3,9188 4,2789 4,5972 4,8614 5,0537 5,1523 5,1339 4,9738 4,6473 4,1420 3,4821 2,7333 1,9863 1,3372 0,8556 0,5544 0,3983 0,3452 0,3764 0,5120 0,7913 1,2154 1,7056 2,1153 2,2916 2,1603 1,7717 1,2550 0,7282 0,2519 -0,1516 -0,4626 -0,6598 -0,7480 -0,7608 -0,7282 -0,6540 -0,5270 -0,3400 -0,0970 0,2004 0,5818 1,1032 1,7939 2,6230 3,5263 4,4361 5,2753 5,9562 6,4202 6,6672 6,7333 6,6715 6,5715 6,5578 6,7116 7,0000 7,3127 7,5616 7,7233 7,8019 7,7834 7,6540 7,4548 7,2858 7,2424 7,3565 7,5865 7,8361 7,9855 7,9361 7,6491 7,1611 6,5750 6,0124 5,5449 5,1555 4,7714 4,3493 3,9314 3,6051 3,4175 3,3533 3,3723 3,4414 3,5451 3,6926 3,9122 4,2155 4,5499 4,7937 4,8168 4,5588 4,0641 3,4619 2,9077 2,5225 2,3646 2,4428 2,7474 3,2721 3,9952 4,8389 5,6716 6,3613 6,8224 7,0384 7,0575 6,9589 6,8073 6,6275 6,4113 6,1480 5,8455 5,5260 5,2313 5,0407 5,0459 5,2743 5,6391 5,9843 6,1758 6,1628 5,9883 5,7571 5,5708 5,4702 5,4298 5,3902 5,2808 5,0438 4,6642 4,1658 3,5883 2,9875 2,4377 2,0147 1,7797 1,7740 2,0129 2,4745 3,0888 3,7339 4,2518 4,5040 4,4364 4,0899 3,5649 2,9902 2,5033 2,2167 2,1778 2,3596 2,6895 3,0800 3,4469 3,7191 3,8562 3,8784 3,8849 4,0227 4,4171 5,0961 5,9478 6,7455 7,2484 7,3191 6,9847 6,4021 5,7593 5,1839 4,7056 4,2808 3,8698 3,5064 3,2836 3,2662 3,4332 3,7141 4,0603 4,4614 4,8907 5,2653 5,4826 5,4735 5,2116 4,7032 3,9919 3,1677 2,3573 1,6873 1,2496 1,0943 1,2294 1,6045 2,1146 2,6508 3,1548 3,6287 4,0938 4,5425 4,9301 5,1971 5,2857 5,1537 4,8017 4,2953 3,7501 3,2790 2,9425 2,7420 2,6471 2,6178 2,6068 2,5654 2,4739 2,3663 2,3205 2,4113 2,6516 2,9715 3,2499 3,3658 3,2453 2,8959 2,3992 1,8721 1,4331 1,1729 1,1275 1,2769 1,5680 1,9317 2,2935 2,5862 2,7659 2,8190 2,7583 2,6131 2,4143 2,1730 1,8689 1,4719 0,9735 0,3964 -0,2061 -0,7486 -1,1407 -1,3364 -1,3494 -1,2275 -1,0318 -0,8313 -0,6854 -0,6251 -0,6538
