Fp1   1,3504 1,4953 1,4580 1,2146 0,8077 0,3152 -0,1736 -0,5762 -0,8496 -1,0065 -1,0842 -1,0990 -1,0323 -0,8559 -0,5722 -0,2129 0,1991 0,6605 1,1663 1,6984 2,2254 2,7000 3,0698 3,2991 3,3642 3,2361 2,8951 2,3633 1,7060 1,0119 0,3757 -0,1380 -0,5281 -0,8448 -1,1420 -1,4383 -1,7087 -1,9031 -1,9814 -1,9433 -1,8244 -1,6715 -1,5297 -1,4434 -1,4529 -1,5736 -1,7747 -1,9871 -2,1296 -2,1352 -1,9805 -1,6915 -1,3133 -0,8812 -0,4186 0,0556 0,5279 0,9920 1,4362 1,8291 2,1192 2,2531 2,2026 1,9853 1,6559 1,2739 0,8823 0,5073 0,1636 -0,1416 -0,3937 -0,5569 -0,5859 -0,4613 -0,2074 0,1209 0,4611 0,7614 0,9901 1,1337 1,1825 1,1219 0,9437 0,6592 0,3058 -0,0473 -0,3024 -0,3655 -0,1892 0,2032 0,7267 1,2654 1,7211 2,0501 2,2509 2,3280 2,2749 2,0717 1,6917 1,1247 0,3949 -0,4403 -1,2961 -2,0606 -2,6153 -2,8852 -2,8768 -2,6629 -2,3316 -1,9562 -1,5993 -1,3193 -1,1545 -1,1000 -1,1181 -1,1703 -1,2246 -1,2376 -1,1504 -0,9115 -0,5121 -0,0079 0,5080 0,9761 1,3948 1,7777 2,1216 2,4064 2,5920 2,6221 2,4563 2,0977 1,5904 1,0018 0,4117 -0,0869 -0,3971 -0,4457 -0,2160 0,2422 0,8394 1,4868 2,1121 2,6514 3,0562 3,3250 3,5200 3,7391 4,0701 4,5541 5,1635 5,8076 6,3737 6,7765 6,9744 6,9559 6,7312 6,3350 5,8293 5,2871 4,7524 4,2142 3,6377 3,0174 2,3909 1,8127 1,3276 0,9613 0,7205 0,5872 0,5181 0,4622 0,3786 0,2386 0,0232 -0,2727 -0,6325 -1,0247 -1,4300 -1,8533 -2,2981 -2,7335 -3,0980 -3,3367 -3,4323 -3,4076 -3,3066 -3,1666 -3,0125 -2,8684 -2,7498 -2,6378 -2,4874 -2,2637 -1,9569 -1,5656 -1,0834 -0,5053 0,1570 0,8623 1,5406 2,1065 2,4836 2,6283 2,5262 2,1745 1,5869 0,8096 -0,0858 -1,0231 -1,9351 -2,7672 -3,4797 -4,0472 -4,4550 -4,6994 -4,8005 -4,8124 -4,8082 -4,8421 -4,9267 -5,0354 -5,1043 -5,0450 -4,7920 -4,3620 -3,8712 -3,4834 -3,3276 -3,4342 -3,7226 -4,0469 -4,2649 -4,2788 -4,0505 -3,6097 -3,0429 -2,4576 -1,9501 -1,5841 -1,3723 -1,2781 -1,2502 -1,2574 -1,2892 -1,3348 -1,3630 -1,3214 -1,1602 -0,8674 -0,4887 -0,1125 0,1732 0,3237 0,3501 0,2939 0,1933 0,0816 -0,0030 -0,0315 -0,0093 0,0306 0,0569 0,0601 0,0468 0,0181 -0,0486 -0,2014 -0,4933 -0,9453 -1,5246 -2,1616 -2,7818 -3,3246 -3,7552 -4,0725 -4,3002 -4,4596 -4,5480 -4,5418 -4,4177 -4,1712 -3,8280 -3,4436 -3,0839 -2,7864 -2,5348 -2,2770 -1,9757 -1,6469 -1,3513 -1,1592 -1,1282 -1,2914 -1,6377 -2,1012 -2,5803 -2,9770 -3,2367 -3,3616 -3,3872 -3,3467 -3,2495 -3,0730 -2,7658 -2,2813 -1,6279 -0,8904 -0,1967 0,3517 0,7230 0,9495 1,0987 1,2462 1,4539 1,7518 2,1251 2,5199 2,8792 3,1665 3,3625 3,4566 3,4484 3,3487 3,1844 3,0030 2,8624 2,8062 2,8467 2,9684 3,1477 3,3719 3,6422 3,9734 4,3890 4,8932 5,4430 5,9583 6,3576 6,5952 6,6804 6,6658 6,6140 6,5673 6,5430 6,5403 6,5469 6,5466 6,5340 6,5291 6,5665 6,6619 6,7883 6,8874 6,8985 6,7763 6,4990 6,0803 5,5751 5,0564 4,5807 4,1682 3,8141 3,5151 3,2742 3,0859 2,9391 2,8336 2,7796 2,7845 2,8364 2,8958 2,9122 2,8539 2,7262 2,5622 2,3950 2,2380 2,0860 1,9337 1,7946 1,6967 1,6627 1,6972 1,7860 1,9011 2,0080 2,0766 2,0934 2,0645 2,0020 1,9072 1,7834 1,6598 1,5848 1,5985 1,7239 1,9717 2,3326 2,7736 3,2498 3,7147 4,1214 4,4332 4,6419 4,7667 4,8262 4,8153 4,7122 4,5090 4,2377 3,9737 3,8145 3,8481 4,1185 4,5931 5,1554 5,6414 5,9026 5,8533 5,4976 4,9345 4,3324 3,8734 3,6928 3,8391 4,2680 4,8620 5,4734 5,9744 6,2874 6,3951 6,3411 6,2074 6,0797 6,0158 6,0236 6,0575 6,0494 5,9542 5,7697 5,5324 5,3016 5,1327 5,0503 5,0435 5,0788 5,1106 5,0949 5,0147 4,8990 4,8099 4,8008 4,8812 5,0181 5,1556 5,2414 5,2545 5,2167 5,1808 5,1995 5,2920 5,4346 5,5896 5,7356 5,8642 5,9665 6,0366 6,0746 6,0823 6,0623 6,0157 5,9401 5,8363 5,7180 5,6120 5,5512 5,5609 5,6466 5,7931 5,9782 6,1820 6,3840 6,5518 6,6516 6,6770 6,6582 6,6393 6,6526 6,7080 6,7933 6,8827 6,9554 7,0074 7,0361 7,0184 6,9146 6,6976 6,3799 6,0197 5,6987 5,4864 5,4126 5,4569 5,5652 5,6932 5,8385 6,0321 6,3121 6,7027 7,2033 7,7905 8,4338 9,1030 9,7563 10,3246 10,7173 10,8617 10,7522 10,4648 10,1108 9,7747 9,4976 9,3022 9,2079 9,2300 9,3756 9,6316 9,9588 10,3065 10,6278 10,8825 11,0413 11,0963 11,0632 10,9628 10,8005 10,5683 10,2595 9,8751 9,4274 8,9520 8,5137 8,1873 8,0240 8,0276 8,1565 8,3516 8,5597 8,7325 8,8190 8,7719 8,5639 8,1936 7,6784 7,0462 6,3313 5,5728 4,8096 4,0696 3,3540 2,6408 1,9125 1,1800 0,4903 -0,0783 -0,4479 -0,5838 -0,4977 -0,2149 0,2388 0,8173 1,4389 2,0107 2,4660 2,7810 2,9715 3,0757 3,1299 3,1554 3,1573 3,1205 3,0172 2,8395 2,6153 2,3801 2,1510 1,9360 1,7468 1,5988 1,4973 1,4193 1,3145 1,1431 0,9198 0,7211 0,6496 0,7838 1,1424 1,6758
Fz    -0,1913 -0,0674 -0,0135 -0,0569 -0,1916 -0,3845 -0,5745 -0,6932 -0,7178 -0,6934 -0,6927 -0,7555 -0,8618 -0,9500 -0,9584 -0,8389 -0,5463 -0,0537 0,6194 1,4104 2,2327 2,9817 3,5519 3,8705 3,9082 3,6632 3,1582 2,4526 1,6404 0,8385 0,1644 -0,3063 -0,5739 -0,7036 -0,7845 -0,8889 -1,0378 -1,1949 -1,3039 -1,3348 -1,2964 -1,2188 -1,1347 -1,0732 -1,0615 -1,1210 -1,2556 -1,4486 -1,6632 -1,8491 -1,9658 -1,9962 -1,9365 -1,7946 -1,5971 -1,3784 -1,1598 -0,9339 -0,6723 -0,3528 0,0132 0,3763 0,6754 0,8740 0,9671 0,9583 0,8386 0,5865 0,1903 -0,3214 -0,8714 -1,3600 -1,7014 -1,8485 -1,7987 -1,5858 -1,2717 -0,9366 -0,6570 -0,4815 -0,4256 -0,4810 -0,6236 -0,8236 -1,0487 -1,2445 -1,3288 -1,2273 -0,9199 -0,4542 0,0792 0,5881 1,0161 1,3531 1,6040 1,7557 1,7761 1,6301 1,2988 0,8020 0,2053 -0,3977 -0,9075 -1,2339 -1,3124 -1,1356 -0,7733 -0,3414 0,0648 0,4115 0,7071 0,9554 1,1372 1,2357 1,2555 1,2112 1,1209 1,0189 0,9567 0,9849 1,1360 1,4092 1,7787 2,2286 2,7530 3,3141 3,8309 4,2155 4,3976 4,3365 4,0417 3,5734 3,0124 2,4341 1,9047 1,4824 1,2123 1,1178 1,1977 1,4256 1,7556 2,1358 2,5178 2,8572 3,1232 3,3214 3,5076 3,7731 4,2059 4,8401 5,6166 6,3993 7,0429 7,4577 7,6177 7,5330 7,2306 6,7551 6,1804 5,6055 5,1068 4,6923 4,3183 3,9481 3,5871 3,2788 3,0793 3,0289 3,1356 3,3729 3,6907 4,0368 4,3639 4,6211 4,7562 4,7367 4,5680 4,2825 3,9006 3,4182 2,8440 2,2399 1,7086 1,3343 1,1350 1,0705 1,0862 1,1473 1,2336 1,3178 1,3751 1,4101 1,4514 1,5298 1,6708 1,8961 2,2228 2,6615 3,2093 3,8410 4,5078 5,1437 5,6789 6,0527 6,2088 6,0903 5,6658 4,9580 4,0413 3,0227 2,0209 1,1411 0,4557 0,0027 -0,2113 -0,2126 -0,0602 0,1603 0,3501 0,4223 0,3353 0,1222 -0,1024 -0,1920 -0,0523 0,3040 0,7665 1,1848 1,4324 1,4523 1,2764 1,0063 0,7674 0,6676 0,7681 1,0639 1,4935 1,9777 2,4474 2,8464 3,1327 3,2891 3,3239 3,2602 3,1306 2,9812 2,8674 2,8435 2,9513 3,2049 3,5726 3,9766 4,3281 4,5778 4,7348 4,8313 4,8772 4,8619 4,7852 4,6681 4,5378 4,4199 4,3424 4,3290 4,3785 4,4512 4,4759 4,3687 4,0610 3,5357 2,8434 2,0795 1,3459 0,7206 0,2392 -0,1097 -0,3640 -0,5529 -0,6744 -0,7034 -0,6168 -0,4139 -0,1274 0,1755 0,4162 0,5585 0,6399 0,7353 0,8899 1,0877 1,2760 1,4021 1,4217 1,2981 1,0269 0,6644 0,3169 0,0966 0,0707 0,2311 0,5038 0,7930 1,0331 1,2237 1,4223 1,6971 2,0736 2,5095 2,9155 3,2124 3,3802 3,4636 3,5438 3,6978 3,9682 4,3477 4,7744 5,1543 5,4126 5,5176 5,4638 5,2644 4,9601 4,6112 4,2729 3,9856 3,7741 3,6465 3,5944 3,6001 3,6502 3,7495 3,9223 4,2003 4,6016 5,1024 5,6288 6,0871 6,4054 6,5642 6,6034 6,6008 6,6323 6,7364 6,9087 7,1190 7,3305 7,5136 7,6576 7,7758 7,8906 8,0024 8,0734 8,0402 7,8427 7,4508 6,8837 6,2193 5,5804 5,0857 4,7877 4,6454 4,5597 4,4436 4,2640 4,0353 3,8033 3,6306 3,5719 3,6570 3,8835 4,2073 4,5443 4,8036 4,9292 4,9130 4,7746 4,5424 4,2512 3,9489 3,6895 3,5102 3,4140 3,3767 3,3653 3,3528 3,3207 3,2558 3,1559 3,0360 2,9120 2,7804 2,6325 2,4839 2,3703 2,3232 2,3659 2,5181 2,7786 3,1104 3,4586 3,7808 4,0582 4,2934 4,5081 4,7274 4,9510 5,1436 5,2552 5,2532 5,1483 4,9957 4,8747 4,8636 5,0109 5,3037 5,6604 5,9634 6,1054 6,0184 5,6939 5,1974 4,6505 4,1820 3,8872 3,8148 3,9707 4,3190 4,7847 5,2676 5,6643 5,9014 5,9642 5,8940 5,7632 5,6460 5,5863 5,5763 5,5701 5,5225 5,4157 5,2639 5,1052 4,9784 4,9021 4,8808 4,9222 5,0324 5,2030 5,4136 5,6506 5,9155 6,2057 6,4941 6,7351 6,8837 6,9110 6,8133 6,6167 6,3774 6,1651 6,0298 5,9756 5,9648 5,9448 5,8765 5,7557 5,6116 5,4741 5,3490 5,2207 5,0656 4,8610 4,6049 4,3308 4,0981 3,9623 3,9534 4,0733 4,3063 4,6283 5,0037 5,3757 5,6739 5,8483 5,8982 5,8637 5,7959 5,7389 5,7192 5,7369 5,7747 5,8250 5,8995 6,0019 6,1047 6,1611 6,1303 5,9955 5,7733 5,5126 5,2740 5,1037 5,0190 5,0176 5,0947 5,2466 5,4636 5,7338 6,0529 6,4267 6,8600 7,3410 7,8295 8,2649 8,5878 8,7568 8,7611 8,6372 8,4609 8,2980 8,1597 8,0215 7,8673 7,6972 7,5201 7,3598 7,2514 7,2181 7,2562 7,3433 7,4570 7,5887 7,7391 7,9030 8,0588 8,1746 8,2258 8,2126 8,1554 8,0759 7,9893 7,9115 7,8589 7,8364 7,8354 7,8470 7,8756 7,9332 8,0169 8,0954 8,1143 8,0171 7,7689 7,3689 6,8445 6,2305 5,5510 4,8236 4,0737 3,3258 2,5848 1,8453 1,1147 0,4284 -0,1486 -0,5464 -0,7300 -0,7037 -0,4788 -0,0606 0,5214 1,1842 1,8134 2,3151 2,6455 2,8075 2,8352 2,7766 2,6715 2,5256 2,3019 1,9503 1,4652 0,9082 0,3629 -0,1146 -0,4971 -0,7680 -0,9135 -0,9378 -0,8940 -0,8837 -1,0040 -1,2788 -1,6331 -1,9312 -2,0486 -1,9261 -1,5847
F3    -0,0174 0,3493 0,6054 0,7044 0,6481 0,4708 0,2339 0,0147 -0,1322 -0,2102 -0,2667 -0,3462 -0,4536 -0,5583 -0,6241 -0,6176 -0,4969 -0,2255 0,1945 0,7174 1,2757 1,7976 2,2204 2,4977 2,5899 2,4620 2,1090 1,5803 0,9666 0,3719 -0,1123 -0,4409 -0,6341 -0,7513 -0,8528 -0,9789 -1,1304 -1,2572 -1,2914 -1,2011 -1,0119 -0,7891 -0,6050 -0,5129 -0,5395 -0,6817 -0,9068 -1,1669 -1,4107 -1,5860 -1,6562 -1,6179 -1,4913 -1,3001 -1,0663 -0,8122 -0,5542 -0,2940 -0,0235 0,2565 0,5254 0,7491 0,9002 0,9759 0,9882 0,9405 0,8212 0,6125 0,3061 -0,0850 -0,5292 -0,9807 -1,3756 -1,6413 -1,7261 -1,6224 -1,3671 -1,0301 -0,6950 -0,4338 -0,2941 -0,2985 -0,4425 -0,6926 -0,9904 -1,2519 -1,3756 -1,2771 -0,9305 -0,3854 0,2516 0,8620 1,3661 1,7456 2,0128 2,1647 2,1690 1,9838 1,5874 1,0002 0,2868 -0,4580 -1,1247 -1,6069 -1,8327 -1,7928 -1,5374 -1,1476 -0,7043 -0,2665 0,1332 0,4697 0,7195 0,8816 0,9834 1,0502 1,0884 1,1083 1,1454 1,2483 1,4483 1,7308 2,0472 2,3698 2,7140 3,0908 3,4668 3,7743 3,9339 3,8759 3,5767 3,0768 2,4619 1,8294 1,2639 0,8283 0,5665 0,5074 0,6599 0,9962 1,4464 1,9172 2,3251 2,6181 2,7873 2,8810 3,0054 3,2881 3,8129 4,5667 5,4337 6,2435 6,8452 7,1644 7,2046 7,0053 6,6125 6,0791 5,4811 4,9124 4,4355 4,0342 3,6394 3,1998 2,7275 2,2926 1,9845 1,8710 1,9731 2,2568 2,6485 3,0693 3,4530 3,7389 3,8735 3,8333 3,6426 3,3535 3,0032 2,5983 2,1418 1,6649 1,2259 0,8799 0,6511 0,5255 0,4657 0,4357 0,4116 0,3782 0,3436 0,3558 0,4726 0,7116 1,0456 1,4371 1,8656 2,3274 2,8198 3,3324 3,8447 4,3179 4,6989 4,9419 5,0102 4,8619 4,4612 3,8066 2,9424 1,9495 0,9289 -0,0185 -0,8077 -1,3757 -1,6875 -1,7455 -1,5897 -1,2904 -0,9367 -0,6162 -0,3888 -0,2606 -0,1731 -0,0370 0,2057 0,5391 0,8755 1,0895 1,0701 0,7866 0,3261 -0,1484 -0,4856 -0,5986 -0,4660 -0,1185 0,3841 0,9773 1,5946 2,1626 2,6178 2,9300 3,0980 3,1315 3,0537 2,9166 2,7958 2,7612 2,8485 3,0416 3,2718 3,4457 3,5036 3,4695 3,4351 3,4782 3,5989 3,7368 3,8347 3,8766 3,8835 3,8901 3,9245 3,9948 4,0765 4,1111 4,0251 3,7595 3,2913 2,6449 1,8883 1,1107 0,3966 -0,1989 -0,6653 -1,0289 -1,3203 -1,5411 -1,6625 -1,6534 -1,5041 -1,2326 -0,8951 -0,5897 -0,4124 -0,3770 -0,3945 -0,3444 -0,1608 0,1415 0,4940 0,8168 1,0313 1,0597 0,8531 0,4350 -0,0938 -0,5941 -0,9394 -1,0595 -0,9628 -0,7248 -0,4391 -0,1626 0,1042 0,3938 0,7313 1,1018 1,4527 1,7384 1,9608 2,1617 2,3885 2,6682 3,0011 3,3611 3,6915 3,9255 4,0330 4,0354 3,9712 3,8689 3,7448 3,5981 3,4162 3,2077 3,0223 2,9186 2,9209 3,0128 3,1691 3,3903 3,7027 4,1273 4,6478 5,2015 5,7025 6,0796 6,2892 6,3191 6,2051 6,0364 5,9181 5,9175 6,0390 6,2390 6,4519 6,6144 6,6970 6,7278 6,7671 6,8416 6,9100 6,8951 6,7417 6,4395 6,0163 5,5318 5,0702 4,7108 4,4869 4,3626 4,2566 4,0994 3,8657 3,5711 3,2719 3,0521 2,9807 3,0811 3,3258 3,6415 3,9339 4,1319 4,2164 4,2132 4,1632 4,0917 3,9982 3,8746 3,7295 3,5902 3,4872 3,4343 3,4172 3,4019 3,3551 3,2638 3,1452 3,0317 2,9337 2,8195 2,6521 2,4466 2,2740 2,2146 2,3199 2,6007 3,0178 3,4904 3,9397 4,3266 4,6530 4,9413 5,2140 5,4673 5,6565 5,7164 5,6014 5,3158 4,9226 4,5235 4,2276 4,1251 4,2607 4,5994 5,0231 5,3831 5,5714 5,5501 5,3397 5,0039 4,6380 4,3529 4,2486 4,3860 4,7642 5,3150 5,9245 6,4722 6,8574 7,0183 6,9531 6,7272 6,4488 6,2213 6,0987 6,0718 6,0892 6,0922 6,0379 5,9136 5,7446 5,5804 5,4673 5,4343 5,4917 5,6258 5,7984 5,9677 6,1161 6,2534 6,3925 6,5302 6,6478 6,7135 6,6898 6,5576 6,3339 6,0759 5,8666 5,7736 5,8098 5,9378 6,1049 6,2679 6,4097 6,5347 6,6384 6,6877 6,6403 6,4713 6,1857 5,8258 5,4652 5,1799 5,0171 4,9891 5,0872 5,2944 5,5912 5,9500 6,3216 6,6382 6,8484 6,9467 6,9643 6,9449 6,9279 6,9337 6,9589 6,9930 7,0341 7,0817 7,1171 7,1104 7,0450 6,9206 6,7435 6,5360 6,3456 6,2220 6,1855 6,2196 6,2922 6,3831 6,4926 6,6285 6,7969 7,0100 7,2917 7,6704 8,1611 8,7456 9,3626 9,9157 10,2948 10,4178 10,2803 9,9670 9,5898 9,2171 8,8722 8,5694 8,3226 8,1442 8,0526 8,0629 8,1682 8,3379 8,5361 8,7380 8,9371 9,1445 9,3743 9,6181 9,8379 9,9858 10,0336 9,9848 9,8634 9,6973 9,5150 9,3467 9,2200 9,1557 9,1664 9,2594 9,4303 9,6487 9,8564 9,9832 9,9703 9,7915 9,4608 9,0122 8,4718 7,8477 7,1471 6,4000 5,6447 4,8914 4,1209 3,3186 2,5087 1,7667 1,1888 0,8363 0,7233 0,8487 1,2104 1,7802 2,4820 3,2023 3,8263 4,2735 4,5206 4,5966 4,5562 4,4487 4,2979 4,0974 3,8254 3,4821 3,1101 2,7611 2,4607 2,2145 2,0283 1,9144 1,8750 1,8687 1,8034 1,5894 1,2147 0,7731 0,4226 0,3065 0,4889 0,9377
F7    0,8181 0,9130 0,8733 0,6902 0,4144 0,1254 -0,0928 -0,1801 -0,1419 -0,0550 -0,0143 -0,0692 -0,1990 -0,3368 -0,4184 -0,4012 -0,2487 0,0649 0,5305 1,1008 1,7011 2,2333 2,5970 2,7300 2,6215 2,2876 1,7546 1,0666 0,2936 -0,4658 -1,0962 -1,5082 -1,6811 -1,6644 -1,5453 -1,4058 -1,2865 -1,1797 -1,0627 -0,9338 -0,8114 -0,7108 -0,6358 -0,5864 -0,5687 -0,5885 -0,6414 -0,7120 -0,7750 -0,7990 -0,7687 -0,6942 -0,5906 -0,4666 -0,3304 -0,1901 -0,0417 0,1406 0,3874 0,7013 1,0426 1,3473 1,5590 1,6532 1,6338 1,5090 1,2787 0,9392 0,4968 -0,0199 -0,5523 -1,0163 -1,3220 -1,4072 -1,2628 -0,9328 -0,4940 -0,0291 0,3959 0,7376 0,9649 1,0507 0,9805 0,7641 0,4416 0,0919 -0,1772 -0,2704 -0,1491 0,1574 0,5722 1,0081 1,4078 1,7573 2,0579 2,2940 2,4306 2,4245 2,2360 1,8498 1,2944 0,6416 -0,0088 -0,5481 -0,8868 -0,9914 -0,9030 -0,7050 -0,4652 -0,2087 0,0591 0,3139 0,5091 0,6114 0,6221 0,5636 0,4672 0,3817 0,3694 0,4831 0,7405 1,1119 1,5441 2,0140 2,5319 3,0836 3,6030 4,0026 4,2024 4,1487 3,8381 3,3230 2,6882 2,0253 1,4247 0,9698 0,7220 0,7048 0,8989 1,2518 1,6969 2,1717 2,6229 3,0066 3,3012 3,5277 3,7523 4,0624 4,5300 5,1707 5,9185 6,6475 7,2334 7,6029 7,7328 7,6237 7,2908 6,7703 6,1310 5,4646 4,8386 4,2565 3,6815 3,0953 2,5272 2,0410 1,7058 1,5723 1,6581 1,9350 2,3307 2,7541 3,1231 3,3781 3,4900 3,4641 3,3344 3,1401 2,8951 2,5878 2,2235 1,8582 1,5792 1,4405 1,4197 1,4393 1,4281 1,3627 1,2558 1,1185 0,9553 0,7888 0,6595 0,6033 0,6456 0,8078 1,1064 1,5454 2,1109 2,7716 3,4804 4,1733 4,7741 5,2082 5,4043 5,2945 4,8415 4,0673 3,0505 1,9065 0,7660 -0,2525 -1,0672 -1,6378 -1,9586 -2,0538 -1,9753 -1,7984 -1,6071 -1,4659 -1,3989 -1,3819 -1,3432 -1,1925 -0,8797 -0,4397 0,0135 0,3401 0,4393 0,2961 -0,0092 -0,3427 -0,5780 -0,6303 -0,4667 -0,1126 0,3579 0,8559 1,3044 1,6457 1,8480 1,9120 1,8606 1,7212 1,5221 1,3019 1,1114 1,0044 1,0233 1,1830 1,4566 1,7761 2,0595 2,2546 2,3640 2,4246 2,4679 2,5096 2,5644 2,6425 2,7329 2,8102 2,8585 2,8814 2,8836 2,8490 2,7379 2,5015 2,1047 1,5504 0,8876 0,1883 -0,4764 -1,0505 -1,5085 -1,8605 -2,1324 -2,3327 -2,4383 -2,4124 -2,2307 -1,8958 -1,4431 -0,9455 -0,4963 -0,1557 0,0864 0,2850 0,4789 0,6553 0,7674 0,7728 0,6470 0,3798 -0,0064 -0,4389 -0,8169 -1,0585 -1,1313 -1,0563 -0,8885 -0,6882 -0,4967 -0,3187 -0,1213 0,1372 0,4675 0,8289 1,1508 1,3811 1,5180 1,6026 1,6938 1,8482 2,1038 2,4652 2,8874 3,2875 3,5921 3,7661 3,8026 3,7106 3,5140 3,2445 2,9348 2,6250 2,3601 2,1692 2,0526 1,9952 1,9920 2,0641 2,2506 2,5859 3,0763 3,6792 4,3039 4,8437 5,2144 5,3824 5,3756 5,2688 5,1458 5,0617 5,0289 5,0306 5,0432 5,0531 5,0672 5,1163 5,2383 5,4410 5,6810 5,8775 5,9470 5,8333 5,5266 5,0731 4,5625 4,0905 3,7124 3,4216 3,1684 2,9063 2,6179 2,3097 2,0105 1,7711 1,6474 1,6785 1,8674 2,1658 2,4845 2,7362 2,8780 2,9168 2,8812 2,7969 2,6839 2,5689 2,4880 2,4668 2,4971 2,5414 2,5580 2,5200 2,4184 2,2579 2,0594 1,8566 1,6732 1,5014 1,3242 1,1565 1,0468 1,0426 1,1700 1,4323 1,8042 2,2333 2,6628 3,0525 3,3809 3,6413 3,8410 3,9897 4,0815 4,0937 4,0030 3,8052 3,5330 3,2561 3,0634 3,0396 3,2362 3,6355 4,1408 4,6099 4,9071 4,9371 4,6739 4,1865 3,6268 3,1707 2,9529 3,0298 3,3782 3,9112 4,5041 5,0283 5,3820 5,5182 5,4571 5,2707 5,0522 4,8856 4,8146 4,8218 4,8450 4,8200 4,7123 4,5283 4,3129 4,1276 4,0174 3,9969 4,0560 4,1636 4,2750 4,3554 4,4068 4,4667 4,5725 4,7258 4,8899 5,0090 5,0352 4,9524 4,7855 4,5951 4,4577 4,4300 4,5179 4,6826 4,8745 5,0566 5,2114 5,3352 5,4201 5,4474 5,3983 5,2606 5,0282 4,7117 4,3497 4,0030 3,7337 3,5871 3,5834 3,7210 3,9819 4,3295 4,7050 5,0367 5,2683 5,3857 5,4180 5,4183 5,4394 5,5104 5,6217 5,7408 5,8497 5,9600 6,0843 6,2063 6,2849 6,2816 6,1856 6,0269 5,8650 5,7576 5,7335 5,7837 5,8773 5,9872 6,1048 6,2360 6,3951 6,6009 6,8709 7,2144 7,6283 8,0912 8,5592 8,9686 9,2440 9,3241 9,2013 8,9322 8,5931 8,2293 7,8613 7,5171 7,2322 7,0348 6,9464 6,9803 7,1310 7,3725 7,6687 7,9853 8,2955 8,5797 8,8239 9,0152 9,1381 9,1758 9,1182 8,9708 8,7542 8,5028 8,2624 8,0789 7,9793 7,9643 8,0193 8,1325 8,2982 8,5022 8,7084 8,8608 8,8976 8,7717 8,4673 8,0038 7,4255 6,7812 6,1125 5,4537 4,8237 4,2159 3,6098 2,9959 2,3919 1,8478 1,4279 1,1783 1,1217 1,2789 1,6682 2,2648 2,9744 3,6647 4,2232 4,5939 4,7833 4,8444 4,8451 4,8375 4,8314 4,7853 4,6364 4,3604 3,9959 3,6050 3,2340 2,9148 2,6759 2,5423 2,5180 2,5586 2,5735 2,4773 2,2494 1,9542 1,7062 1,6131 1,7337 2,0626
