Fp1   -4,4514 -3,5362 -2,6128 -1,7882 -1,1096 -0,5907 -0,2457 -0,0876 -0,1005 -0,2175 -0,3474 -0,4450 -0,5402 -0,6840 -0,8798 -1,0830 -1,2486 -1,3544 -1,3860 -1,3252 -1,1678 -0,9523 -0,7369 -0,5292 -0,2673 0,1073 0,5756 1,0468 1,4259 1,6606 1,7038 1,4734 0,9369 0,2260 -0,4003 -0,7088 -0,5988 -0,1076 0,6294 1,4238 2,0831 2,4684 2,5289 2,3014 1,9039 1,5137 1,2868 1,2699 1,3957 1,5417 1,5973 1,5248 1,3903 1,3404 1,5210 1,9831 2,6516 3,3828 4,0471 4,5631 4,8818 4,9621 4,7788 4,3734 3,8766 3,4505 3,1893 3,0518 2,8997 2,6238 2,2094 1,6739 1,0213 0,2859 -0,4432 -1,0620 -1,4837 -1,6501 -1,5547 -1,2479 -0,8033 -0,2790 0,2921 0,8874 1,4761 2,0083 2,4120 2,6056 2,5208 2,1206 1,4152 0,4710 -0,5997 -1,6626 -2,5901 -3,2873 -3,7069 -3,8588 -3,8096 -3,6656 -3,5364 -3,4916 -3,5450 -3,6750 -3,8417 -3,9913 -4,0786 -4,0899 -4,0447 -4,0006 -4,0620 -4,3381 -4,8646 -5,5934 -6,4448 -7,3255 -8,1291 -8,7622 -9,1682 -9,3468 -9,3768 -9,3773 -9,4087 -9,4224 -9,3042 -8,9594 -8,3817 -7,6554 -6,8893 -6,1602 -5,5070 -4,9480 -4,4957 -4,1646 -3,9729 -3,9437 -4,1097 -4,5018 -5,1077 -5,8376 -6,5573 -7,1568 -7,5589 -7,6928 -7,5138 -7,0263 -6,2596 -5,2707 -4,1983 -3,2570 -2,6133 -2,2467 -1,9497 -1,4929 -0,7802 0,1364 1,0990 1,8880 2,3123 2,3151 1,9933 1,5150 1,0311 0,6368 0,3640 0,1958 0,1019 0,0660 0,0861 0,1624 0,2823 0,4071 0,4719 0,4058 0,1723 -0,2032 -0,6459 -1,0575 -1,3192 -1,3089 -0,9680 -0,3598 0,3466 0,9428 1,2636 1,2464 0,9133 0,2986 -0,5646 -1,5857 -2,6093 -3,4859 -4,1151 -4,4181 -4,3445 -3,9540 -3,4409 -3,0170 -2,7773 -2,7096 -2,7958 -3,0461 -3,4544 -3,9535 -4,4006 -4,6132 -4,4755 -4,0358 -3,4823 -3,0111 -2,7153 -2,5751 -2,5193 -2,5025 -2,5374 -2,6497 -2,8180 -2,9727 -3,0334 -2,9484 -2,7315 -2,4656 -2,2617 -2,2132 -2,3716 -2,7367 -3,2320 -3,6844 -3,8732 -3,6347 -2,9355 -1,8947 -0,7572 0,2203 0,9201 1,3930 1,7418 2,0133 2,1853 2,1975 1,9841 1,5038 0,7548 -0,2158 -1,3022 -2,3488 -3,1857 -3,6608 -3,6693 -3,1929 -2,3117 -1,1840 -0,0319 0,8992 1,4552 1,6595 1,6590 1,5841 1,4431 1,1232 0,5152 -0,3533 -1,3021 -2,0887 -2,5398 -2,6481 -2,5484 -2,3986 -2,2861 -2,2050 -2,0774 -1,8119 -1,3822 -0,8594 -0,3621 0,0345 0,3331 0,5495 0,6359 0,4997 0,1024 -0,4757 -1,0728 -1,5355 -1,7836 -1,8288 -1,7511 -1,6375 -1,5172 -1,3421 -1,0223 -0,4926 0,2411 1,1032 1,9734 2,7104 3,1928 3,3785 3,3262 3,1221 2,7844 2,2758 1,6000 0,8337 0,0873 -0,5094 -0,8150 -0,7369 -0,2851 0,4429 1,3119 2,1867 2,9486 3,4946 3,7432 3,6662 3,3072 2,7514 2,0958 1,4564 0,9598 0,6968 0,6807 0,8393 1,0381 1,1315 1,0183 0,6634 0,0864 -0,6472 -1,4183 -2,0765 -2,5113 -2,7116 -2,7402 -2,6505 -2,4549 -2,1732 -1,8485 -1,5004 -1,1206 -0,7373 -0,4381 -0,2914 -0,2611 -0,2295 -0,1191 0,0168 0,0267 -0,2355 -0,8347 -1,7301 -2,7850 -3,8206 -4,6975 -5,3535 -5,7570 -5,8503 -5,5633 -4,8847 -3,9153 -2,8410 -1,8373 -1,0025 -0,3874 -0,0502 -0,0440 -0,3514 -0,8523 -1,3654 -1,7416 -1,9427 -2,0506 -2,2034 -2,4949 -2,9104 -3,3597 -3,7657 -4,1064 -4,3851 -4,5920 -4,7040 -4,6953 -4,5528 -4,3070 -4,0216 -3,7246 -3,3901 -3,0027 -2,6075 -2,3034 -2,2004 -2,3607 -2,7523 -3,2592 -3,7452 -4,1179 -4,3419 -4,4096 -4,3306 -4,1415 -3,8960 -3,6431 -3,4065 -3,1859 -2,9959 -2,8930 -2,9490 -3,2051 -3,6472 -4,2070 -4,7647 -5,1442 -5,1442 -4,6370 -3,6664 -2,4409 -1,2384 -0,3196 0,1311 0,0640 -0,4232 -1,1610 -1,9991 -2,8173 -3,4932 -3,9138 -4,0218 -3,8414 -3,4714 -3,0448 -2,6708 -2,4201 -2,3379 -2,4149 -2,5591 -2,6391 -2,5648 -2,3558 -2,1443 -2,0786 -2,2212 -2,5490 -2,9972 -3,4640 -3,8148 -3,9266 -3,7290 -3,2280 -2,5270 -1,8018 -1,2042 -0,7730 -0,4444 -0,1369 0,1746 0,4413 0,5730 0,4920 0,1761 -0,3330 -0,9565 -1,6071 -2,1833 -2,5538 -2,6144 -2,3969 -2,0836 -1,8820 -1,8958 -2,1003 -2,4133 -2,7869 -3,2295 -3,7386 -4,2485 -4,6588 -4,8912 -4,9138 -4,7479 -4,4735 -4,2145 -4,0869 -4,1382 -4,3369 -4,6339 -5,0208 -5,5133 -6,0995 -6,7346 -7,3676 -7,9449 -8,3971 -8,6570 -8,7038 -8,5915 -8,4451 -8,4229 -8,6345 -9,0567 -9,5378 -9,8978 -10,0423 -9,9916 -9,8004 -9,4570 -8,8812 -8,0228 -6,9407 -5,7839 -4,7297 -3,9320 -3,4664 -3,2977 -3,3167 -3,4094 -3,4722 -3,4023 -3,1411 -2,7120 -2,1815 -1,5979 -0,9776 -0,3448 0,2301 0,6571 0,9005 0,9987 0,9855 0,8238 0,4526 -0,1297 -0,8552 -1,6204 -2,3060 -2,7975 -3,0061 -2,8779 -2,4071 -1,6498 -0,7039 0,3316 1,3593 2,2604 2,9234 3,3136 3,4751 3,4663 3,3207 3,0397 2,5848 1,8941 0,9498 -0,1494 -1,2097 -2,0546 -2,6141 -2,9250 -3,0705 -3,1114 -3,0642 -2,9341 -2,7573 -2,6225 -2,6497 -2,9299 -3,4605 -4,0968 -4,5591 -4,5678 -4,0508 -3,2095 -2,3547 -1,7086 -1,3580 -1,3097 -1,5358 -1,9847 -2,5742 -3,1947 -3,7473 -4,1839 -4,4964 -4,6778 -4,7213 -4,6553 -4,5512 -4,4796 -4,4619 -4,4737 -4,4955 -4,5338 -4,5913 -4,6565 -4,7410 -4,9022 -5,2100 -5,6907 -6,2956 -6,9241
Fz    -3,4865 -3,0450 -2,5837 -2,1947 -1,9166 -1,7390 -1,6244 -1,5338 -1,4441 -1,3450 -1,2375 -1,1448 -1,1060 -1,1416 -1,2246 -1,2959 -1,3056 -1,2288 -1,0578 -0,8036 -0,5037 -0,2167 0,0027 0,1363 0,2153 0,2966 0,4208 0,5880 0,7690 0,9310 1,0369 1,0367 0,9046 0,6900 0,5050 0,4558 0,5904 0,8925 1,2989 1,7165 2,0457 2,2170 2,2157 2,0783 1,8817 1,7294 1,7201 1,9019 2,2450 2,6578 3,0335 3,2946 3,4152 3,4234 3,3848 3,3656 3,3951 3,4629 3,5438 3,6164 3,6605 3,6540 3,5836 3,4587 3,3120 3,1858 3,1109 3,0858 3,0757 3,0389 2,9465 2,7719 2,4886 2,0930 1,6205 1,1344 0,7084 0,4069 0,2584 0,2497 0,3459 0,5098 0,7059 0,9001 1,0617 1,1601 1,1645 1,0508 0,8066 0,4320 -0,0506 -0,5932 -1,1387 -1,6403 -2,0657 -2,3897 -2,5899 -2,6564 -2,6072 -2,4960 -2,3966 -2,3665 -2,4219 -2,5432 -2,6887 -2,8069 -2,8602 -2,8437 -2,7811 -2,7184 -2,7178 -2,8359 -3,0972 -3,4945 -4,0000 -4,5660 -5,1305 -5,6337 -6,0239 -6,2667 -6,3700 -6,3854 -6,3652 -6,3271 -6,2619 -6,1624 -6,0453 -5,9410 -5,8639 -5,7981 -5,7137 -5,5892 -5,4231 -5,2348 -5,0523 -4,8979 -4,7855 -4,7239 -4,7112 -4,7266 -4,7396 -4,7312 -4,7005 -4,6498 -4,5717 -4,4441 -4,2287 -3,8985 -3,4825 -3,0674 -2,7360 -2,4974 -2,2768 -1,9766 -1,5422 -0,9806 -0,3520 0,2467 0,7178 1,0036 1,1032 1,0583 0,9309 0,7868 0,6819 0,6481 0,6893 0,7892 0,9266 1,0870 1,2575 1,4143 1,5221 1,5462 1,4697 1,3060 1,0974 0,9014 0,7816 0,7930 0,9448 1,1765 1,3826 1,4657 1,3735 1,1072 0,7080 0,2257 -0,3065 -0,8646 -1,4147 -1,9196 -2,3533 -2,6937 -2,9213 -3,0471 -3,1237 -3,2084 -3,3235 -3,4634 -3,6243 -3,8118 -4,0238 -4,2337 -4,3847 -4,4088 -4,2644 -3,9660 -3,5853 -3,2160 -2,9279 -2,7471 -2,6641 -2,6555 -2,7050 -2,8019 -2,9228 -3,0257 -3,0620 -2,9982 -2,8358 -2,6126 -2,3838 -2,2001 -2,0914 -2,0538 -2,0409 -1,9705 -1,7606 -1,3760 -0,8466 -0,2546 0,2920 0,7074 0,9777 1,1569 1,3129 1,4879 1,6945 1,9192 2,1226 2,2521 2,2645 2,1427 1,9069 1,6158 1,3474 1,1702 1,1228 1,2064 1,3902 1,6252 1,8524 2,0108 2,0665 2,0375 1,9720 1,8987 1,7988 1,6175 1,3070 0,8719 0,3807 -0,0644 -0,3823 -0,5542 -0,6152 -0,6160 -0,6004 -0,5960 -0,6058 -0,6129 -0,6037 -0,5815 -0,5595 -0,5407 -0,5075 -0,4433 -0,3632 -0,3138 -0,3393 -0,4490 -0,6117 -0,7740 -0,8878 -0,9340 -0,9254 -0,8796 -0,7880 -0,6141 -0,3212 0,0964 0,6039 1,1436 1,6550 2,0829 2,3888 2,5696 2,6585 2,6912 2,6672 2,5598 2,3615 2,1017 1,8305 1,6147 1,5370 1,6540 1,9524 2,3571 2,7806 3,1615 3,4694 3,6877 3,8017 3,8063 3,7165 3,5602 3,3639 3,1489 2,9313 2,7173 2,4972 2,2459 1,9313 1,5348 1,0687 0,5775 0,1174 -0,2709 -0,5737 -0,7961 -0,9499 -1,0457 -1,0861 -1,0615 -0,9600 -0,7899 -0,5798 -0,3555 -0,1370 0,0358 0,1015 0,0214 -0,1784 -0,4192 -0,6309 -0,8038 -0,9842 -1,2304 -1,5744 -2,0095 -2,5007 -3,0018 -3,4651 -3,8449 -4,0986 -4,1913 -4,0990 -3,8214 -3,4011 -2,9189 -2,4503 -2,0328 -1,6840 -1,4287 -1,2907 -1,2678 -1,3293 -1,4293 -1,5248 -1,5935 -1,6377 -1,6718 -1,7057 -1,7372 -1,7590 -1,7746 -1,7988 -1,8412 -1,8967 -1,9537 -1,9971 -2,0076 -1,9758 -1,9109 -1,8162 -1,6791 -1,5020 -1,3257 -1,2131 -1,2156 -1,3420 -1,5430 -1,7351 -1,8488 -1,8613 -1,7946 -1,6958 -1,6157 -1,5881 -1,6151 -1,6676 -1,7045 -1,6987 -1,6558 -1,6080 -1,5934 -1,6376 -1,7411 -1,8808 -2,0186 -2,1006 -2,0566 -1,8264 -1,4046 -0,8624 -0,3243 0,0748 0,2369 0,1397 -0,1621 -0,5790 -1,0343 -1,4742 -1,8504 -2,1130 -2,2258 -2,1837 -2,0175 -1,7830 -1,5434 -1,3608 -1,2881 -1,3350 -1,4390 -1,4920 -1,4039 -1,1559 -0,8078 -0,4514 -0,1567 0,0367 0,1076 0,0635 -0,0388 -0,1025 -0,0308 0,2277 0,6470 1,1302 1,5634 1,8779 2,0714 2,1822 2,2491 2,2831 2,2686 2,1836 2,0203 1,7890 1,5093 1,2053 0,9172 0,7084 0,6353 0,6960 0,8210 0,9163 0,9100 0,7736 0,5206 0,1873 -0,1834 -0,5405 -0,8210 -0,9650 -0,9406 -0,7625 -0,4957 -0,2408 -0,1019 -0,1493 -0,3948 -0,7973 -1,3050 -1,8904 -2,5420 -3,2374 -3,9376 -4,6030 -5,2051 -5,7216 -6,1319 -6,4259 -6,6112 -6,7103 -6,7602 -6,8036 -6,8641 -6,9262 -6,9454 -6,8802 -6,7183 -6,4662 -6,1114 -5,6132 -4,9465 -4,1478 -3,3115 -2,5566 -1,9881 -1,6564 -1,5338 -1,5377 -1,5794 -1,5863 -1,4986 -1,2833 -0,9550 -0,5671 -0,1807 0,1626 0,4532 0,7018 0,9221 1,1297 1,3408 1,5514 1,7293 1,8413 1,8827 1,8789 1,8714 1,9033 2,0064 2,1990 2,4920 2,8827 3,3414 3,8136 4,2401 4,5674 4,7513 4,7725 4,6552 4,4584 4,2397 4,0280 3,8144 3,5591 3,2124 2,7508 2,2120 1,6911 1,2829 1,0245 0,8878 0,8157 0,7634 0,7162 0,6757 0,6404 0,5974 0,5281 0,4213 0,2898 0,1861 0,1963 0,3884 0,7427 1,1372 1,4240 1,5200 1,4266 1,1913 0,8687 0,5032 0,1324 -0,2062 -0,4850 -0,7037 -0,8785 -1,0140 -1,0982 -1,1251 -1,1098 -1,0751 -1,0333 -0,9908 -0,9658 -0,9840 -1,0541 -1,1609 -1,2835 -1,4087 -1,5319 -1,6574 -1,7949 -1,9513
F3    -3,0030 -2,3891 -1,8607 -1,4931 -1,2824 -1,1773 -1,1083 -1,0075 -0,8347 -0,5921 -0,3229 -0,1047 -0,0199 -0,0967 -0,2861 -0,5092 -0,7053 -0,8285 -0,8388 -0,7250 -0,5209 -0,2922 -0,1037 0,0230 0,1254 0,2683 0,4938 0,7900 1,1000 1,3573 1,4906 1,4201 1,1130 0,6458 0,1792 -0,1321 -0,2143 -0,0890 0,1655 0,4588 0,7060 0,8421 0,8476 0,7589 0,6617 0,6711 0,8803 1,3007 1,8486 2,3896 2,8043 3,0357 3,1001 3,0671 3,0240 3,0303 3,0806 3,1116 3,0648 2,9457 2,8100 2,6979 2,6074 2,5276 2,4713 2,4742 2,5645 2,7182 2,8482 2,8570 2,6979 2,3816 1,9458 1,4371 0,9122 0,4427 0,1165 0,0140 0,1560 0,4837 0,8953 1,2932 1,6114 1,8243 1,9369 1,9568 1,8746 1,6758 1,3634 0,9610 0,5000 0,0112 -0,4764 -0,9402 -1,3644 -1,7256 -1,9802 -2,0861 -2,0509 -1,9566 -1,9253 -2,0424 -2,3030 -2,6301 -2,9254 -3,1066 -3,1287 -2,9927 -2,7357 -2,4214 -2,1343 -1,9595 -1,9587 -2,1669 -2,5918 -3,1936 -3,8815 -4,5462 -5,0906 -5,4489 -5,6143 -5,6374 -5,5769 -5,4660 -5,3284 -5,1980 -5,1104 -5,0731 -5,0494 -4,9734 -4,7762 -4,4119 -3,8918 -3,2995 -2,7604 -2,3851 -2,2274 -2,2721 -2,4483 -2,6651 -2,8601 -3,0235 -3,1668 -3,2696 -3,2792 -3,1535 -2,8846 -2,5038 -2,0952 -1,7814 -1,6441 -1,6373 -1,5928 -1,3358 -0,8066 -0,0788 0,6997 1,3681 1,7997 1,9418 1,8287 1,5534 1,2308 0,9699 0,8423 0,8541 0,9553 1,0828 1,1987 1,3022 1,4139 1,5483 1,6963 1,8183 1,8531 1,7502 1,5067 1,1764 0,8575 0,6628 0,6675 0,8655 1,1698 1,4442 1,5539 1,4292 1,0905 0,6064 0,0364 -0,5771 -1,1902 -1,7636 -2,2691 -2,6631 -2,8840 -2,9106 -2,7988 -2,6446 -2,5291 -2,5078 -2,6142 -2,8448 -3,1486 -3,4416 -3,6331 -3,6515 -3,4676 -3,1112 -2,6736 -2,2716 -1,9890 -1,8473 -1,8216 -1,8704 -1,9599 -2,0610 -2,1284 -2,1034 -1,9444 -1,6543 -1,2909 -0,9567 -0,7655 -0,7938 -1,0397 -1,4167 -1,7870 -2,0037 -1,9566 -1,6197 -1,0708 -0,4608 0,0493 0,3647 0,5091 0,5990 0,7543 1,0374 1,4463 1,9245 2,3766 2,7019 2,8238 2,7082 2,3853 1,9573 1,5546 1,2639 1,0971 1,0182 0,9902 1,0011 1,0501 1,1215 1,1954 1,2784 1,3967 1,5549 1,7058 1,7561 1,6193 1,2833 0,8318 0,4038 0,1169 0,0094 0,0429 0,1415 0,2253 0,2439 0,2084 0,1745 0,1793 0,2043 0,2080 0,1869 0,1956 0,2962 0,4870 0,6970 0,8464 0,9064 0,9146 0,9494 1,0721 1,2679 1,4388 1,4687 1,3077 1,0109 0,7030 0,5045 0,4892 0,6930 1,1193 1,7208 2,4063 3,0808 3,6704 4,1009 4,2780 4,1310 3,6780 3,0170 2,2733 1,5911 1,1355 1,0310 1,2863 1,7969 2,4128 3,0081 3,5051 3,8544 4,0196 3,9973 3,8291 3,5688 3,2527 2,9174 2,6203 2,4179 2,3283 2,3148 2,2950 2,1689 1,8669 1,3943 0,8259 0,2581 -0,2285 -0,5753 -0,7557 -0,7888 -0,7233 -0,6033 -0,4578 -0,3117 -0,1758 -0,0286 0,1564 0,3554 0,4915 0,5107 0,4490 0,4093 0,4597 0,5564 0,5732 0,4011 0,0093 -0,5618 -1,2238 -1,8579 -2,3506 -2,6408 -2,7334 -2,6673 -2,4736 -2,1672 -1,7791 -1,3708 -1,0013 -0,6993 -0,4819 -0,3741 -0,3909 -0,5162 -0,7028 -0,8852 -1,0033 -1,0301 -0,9780 -0,8859 -0,8008 -0,7595 -0,7878 -0,9027 -1,0933 -1,3010 -1,4449 -1,4730 -1,3771 -1,1750 -0,9103 -0,6493 -0,4404 -0,2907 -0,2041 -0,2118 -0,3511 -0,6275 -0,9909 -1,3387 -1,5602 -1,5936 -1,4557 -1,2307 -1,0269 -0,9261 -0,9455 -1,0346 -1,1099 -1,0967 -0,9626 -0,7410 -0,5237 -0,4048 -0,4184 -0,5337 -0,7064 -0,9120 -1,1144 -1,2267 -1,1434 -0,8302 -0,3640 0,1144 0,4635 0,5817 0,4434 0,1073 -0,3312 -0,8049 -1,2832 -1,7317 -2,0876 -2,2797 -2,2697 -2,0741 -1,7518 -1,3788 -1,0477 -0,8694 -0,9203 -1,1664 -1,4631 -1,6393 -1,5950 -1,3390 -0,9463 -0,5094 -0,1353 0,0643 0,0348 -0,1656 -0,3768 -0,4095 -0,1395 0,4224 1,1377 1,8266 2,3599 2,6898 2,8282 2,8110 2,6698 2,4237 2,0901 1,6960 1,2792 0,8857 0,5671 0,3791 0,3735 0,5601 0,8599 1,1173 1,1786 0,9650 0,4977 -0,1149 -0,7342 -1,2656 -1,6733 -1,9345 -2,0104 -1,8663 -1,5119 -1,0255 -0,5438 -0,2209 -0,1668 -0,3893 -0,7964 -1,2840 -1,8200 -2,4293 -3,1158 -3,8294 -4,5016 -5,0847 -5,5455 -5,8490 -5,9747 -5,9410 -5,8094 -5,6754 -5,6374 -5,7424 -5,9586 -6,2034 -6,3967 -6,5025 -6,5100 -6,3687 -5,9833 -5,3035 -4,3938 -3,4078 -2,5197 -1,8651 -1,4927 -1,3470 -1,3110 -1,2789 -1,1871 -1,0048 -0,7364 -0,4246 -0,1216 0,1437 0,3744 0,5946 0,8279 1,0869 1,3791 1,7017 2,0136 2,2319 2,2853 2,1646 1,9184 1,6252 1,3679 1,2057 1,1684 1,2786 1,5583 2,0017 2,5609 3,1622 3,7264 4,1790 4,4702 4,5954 4,5850 4,4754 4,2980 4,0732 3,7914 3,4079 2,8809 2,2302 1,5518 0,9608 0,5288 0,2666 0,1382 0,0855 0,0531 0,0032 -0,0806 -0,2035 -0,3758 -0,6096 -0,8845 -1,1121 -1,1509 -0,8930 -0,3657 0,2549 0,7528 1,0028 1,0048 0,8241 0,5134 0,0833 -0,4635 -1,0785 -1,6614 -2,1106 -2,3757 -2,4604 -2,3933 -2,2155 -1,9837 -1,7645 -1,6166 -1,5696 -1,6110 -1,6922 -1,7607 -1,7996 -1,8351 -1,9019 -2,0128 -2,1698 -2,3828 -2,6565
F7    -2,7970 -2,5431 -2,1172 -1,6145 -1,1432 -0,7877 -0,6052 -0,6133 -0,7600 -0,9162 -0,9312 -0,7188 -0,2921 0,2782 0,9064 1,4812 1,8568 1,9041 1,5810 0,9603 0,2018 -0,5085 -1,0170 -1,2388 -1,1794 -0,9304 -0,6184 -0,3378 -0,1177 0,0636 0,2301 0,3749 0,4823 0,5662 0,6653 0,8148 1,0304 1,3091 1,6256 1,9187 2,1069 2,1267 1,9324 1,4773 0,7608 -0,0941 -0,8600 -1,3301 -1,4194 -1,1638 -0,6644 -0,0448 0,5677 1,0644 1,3893 1,5635 1,6664 1,7849 1,9676 2,2097 2,4660 2,6828 2,8268 2,8897 2,8897 2,8811 2,9306 3,0467 3,1522 3,1456 2,9639 2,5788 1,9942 1,2831 0,5752 -0,0166 -0,4428 -0,7135 -0,8712 -0,9454 -0,9234 -0,7727 -0,4930 -0,1402 0,2019 0,4677 0,6253 0,6694 0,6146 0,4822 0,2790 -0,0084 -0,3901 -0,8356 -1,2682 -1,6142 -1,8527 -2,0053 -2,0758 -2,0230 -1,8086 -1,4496 -1,0184 -0,6207 -0,3758 -0,3889 -0,7114 -1,3136 -2,0995 -2,9601 -3,8264 -4,6700 -5,4469 -6,0677 -6,4534 -6,5994 -6,5704 -6,4490 -6,2927 -6,1428 -6,0567 -6,0830 -6,1946 -6,2743 -6,1686 -5,7717 -5,1002 -4,2931 -3,5300 -2,9437 -2,5900 -2,4658 -2,5305 -2,7133 -2,9279 -3,1134 -3,2734 -3,4685 -3,7524 -4,1015 -4,3996 -4,5061 -4,3580 -4,0064 -3,5646 -3,1303 -2,7458 -2,4085 -2,1111 -1,8584 -1,6443 -1,4299 -1,1492 -0,7386 -0,1796 0,4811 1,1578 1,7731 2,2813 2,6568 2,8810 2,9531 2,8931 2,7211 2,4512 2,1241 1,8218 1,6162 1,5120 1,4598 1,4086 1,3256 1,1992 1,0576 0,9643 0,9619 1,0242 1,0884 1,1242 1,1371 1,1049 0,9624 0,6702 0,2750 -0,1117 -0,3877 -0,5118 -0,5010 -0,4008 -0,2698 -0,1781 -0,1985 -0,3741 -0,6826 -1,0568 -1,4433 -1,8084 -2,0999 -2,2532 -2,2445 -2,1294 -2,0232 -2,0294 -2,1715 -2,3862 -2,5817 -2,6978 -2,7233 -2,6721 -2,5422 -2,3162 -2,0180 -1,7389 -1,5914 -1,6448 -1,8877 -2,2307 -2,5528 -2,7660 -2,8468 -2,8147 -2,6852 -2,4630 -2,1878 -1,9622 -1,9086 -2,0822 -2,4085 -2,7046 -2,7786 -2,5331 -2,0098 -1,3676 -0,8004 -0,4361 -0,3043 -0,3823 -0,6315 -0,9846 -1,3469 -1,6363 -1,8160 -1,8842 -1,8501 -1,7322 -1,5602 -1,3580 -1,1245 -0,8311 -0,4445 0,0318 0,5296 0,9338 1,1382 1,1047 0,8770 0,5278 0,1077 -0,3449 -0,7668 -1,0675 -1,1775 -1,0854 -0,8242 -0,4641 -0,1245 0,0645 0,0374 -0,1852 -0,5240 -0,8637 -1,0719 -1,0409 -0,7379 -0,2260 0,3674 0,9067 1,2864 1,4517 1,4193 1,2640 1,0572 0,8242 0,5723 0,3364 0,1744 0,1467 0,3107 0,6963 1,2652 1,9104 2,5041 2,9489 3,1884 3,1783 2,8687 2,2505 1,4317 0,6493 0,1630 0,0964 0,3801 0,8388 1,3045 1,6639 1,8721 1,9552 1,9794 2,0048 2,0616 2,1509 2,2716 2,4526 2,7238 3,0443 3,3021 3,3995 3,3180 3,1040 2,8227 2,5169 2,1825 1,7955 1,3761 1,0116 0,7944 0,7442 0,7931 0,8325 0,7740 0,5818 0,2731 -0,0927 -0,4285 -0,6470 -0,6881 -0,5418 -0,2604 0,0641 0,3478 0,5450 0,6449 0,6561 0,5923 0,4711 0,3229 0,1762 0,0269 -0,1499 -0,3563 -0,5583 -0,7259 -0,8728 -1,0355 -1,2193 -1,3859 -1,4768 -1,4168 -1,1178 -0,5348 0,2707 1,1408 1,8952 2,3995 2,5870 2,4518 2,0421 1,4487 0,8006 0,2604 -0,0272 -0,0245 0,1646 0,3687 0,4638 0,4187 0,2536 -0,0018 -0,3017 -0,5777 -0,7690 -0,8603 -0,8793 -0,8624 -0,8403 -0,8369 -0,8526 -0,8578 -0,8166 -0,7133 -0,5580 -0,3816 -0,2394 -0,2085 -0,3433 -0,6162 -0,9275 -1,1734 -1,2896 -1,2514 -1,0656 -0,7706 -0,4322 -0,1115 0,1686 0,4135 0,6188 0,7485 0,7611 0,6519 0,4613 0,2502 0,0768 -0,0278 -0,0769 -0,1141 -0,1651 -0,2060 -0,1850 -0,0686 0,1218 0,3056 0,3876 0,3204 0,1318 -0,0939 -0,2704 -0,3646 -0,4083 -0,4714 -0,6208 -0,8735 -1,1718 -1,4084 -1,4768 -1,3264 -1,0098 -0,6760 -0,4987 -0,5826 -0,8905 -1,2500 -1,4539 -1,3649 -0,9476 -0,2612 0,5433 1,2606 1,7106 1,7977 1,5290 1,0102 0,4133 -0,0915 -0,3895 -0,4313 -0,2355 0,1104 0,4921 0,8368 1,1248 1,3278 1,3662 1,1525 0,6771 0,0422 -0,5961 -1,1088 -1,4200 -1,4963 -1,3547 -1,0712 -0,7529 -0,4823 -0,2867 -0,1680 -0,1427 -0,2346 -0,4410 -0,7211 -1,0172 -1,2899 -1,5438 -1,8191 -2,1451 -2,5053 -2,8470 -3,1244 -3,3402 -3,5514 -3,8340 -4,2387 -4,7676 -5,3735 -5,9692 -6,4351 -6,6545 -6,5774 -6,2471 -5,7549 -5,1966 -4,6623 -4,2170 -3,8806 -3,6381 -3,4487 -3,2420 -2,9481 -2,5523 -2,1057 -1,6784 -1,3132 -1,0248 -0,8264 -0,7450 -0,8026 -0,9774 -1,1754 -1,2562 -1,1065 -0,7009 -0,1096 0,5493 1,1602 1,6282 1,9047 2,0272 2,1085 2,2536 2,4877 2,7600 2,9832 3,0751 3,0050 2,8102 2,5552 2,2950 2,0845 1,9831 2,0237 2,1901 2,4387 2,7320 3,0534 3,4103 3,8172 4,2463 4,5970 4,7394 4,6013 4,2106 3,6698 3,1086 2,6491 2,3591 2,2064 2,0872 1,9157 1,6798 1,4267 1,2186 1,1052 1,1117 1,2272 1,4001 1,5433 1,5497 1,3368 0,9164 0,4155 -0,0130 -0,3029 -0,4788 -0,5842 -0,6552 -0,7408 -0,8936 -1,1411 -1,4709 -1,8398 -2,2101 -2,5835 -2,9837 -3,4060 -3,8036 -4,1204 -4,3046 -4,2966 -4,0570 -3,6316 -3,1692 -2,8388 -2,7180 -2,7663 -2,8897 -3,0102 -3,0978 -3,1657 -3,2396 -3,3196
