Fp1   -1,2435 -1,2477 -1,2548 -1,2677 -1,2860 -1,3158 -1,3797 -1,5039 -1,6916 -1,9049 -2,0680 -2,0933 -1,9146 -1,5108 -0,9238 -0,2599 0,3514 0,8185 1,1128 1,2528 1,2790 1,2388 1,1706 1,0932 1,0006 0,8626 0,6477 0,3539 0,0207 -0,2878 -0,5123 -0,6163 -0,5877 -0,4464 -0,2517 -0,0792 0,0248 0,0654 0,0884 0,1549 0,3122 0,5701 0,8998 1,2567 1,5929 1,8562 1,9997 2,0028 1,8894 1,7315 1,6285 1,6631 1,8618 2,1835 2,5415 2,8404 3,0075 3,0123 2,8752 2,6572 2,4309 2,2530 2,1538 2,1379 2,1810 2,2278 2,2146 2,1022 1,8965 1,6473 1,4278 1,3074 1,3280 1,4864 1,7300 1,9811 2,1779 2,2951 2,3367 2,3261 2,3026 2,3096 2,3711 2,4717 2,5566 2,5500 2,3863 2,0429 1,5551 0,9970 0,4495 -0,0181 -0,3593 -0,5621 -0,6534 -0,6902 -0,7335 -0,8152 -0,9229 -1,0135 -1,0341 -0,9395 -0,7091 -0,3558 0,0802 0,5462 0,9931 1,3849 1,6989 1,9207 2,0472 2,0976 2,1128 2,1291 2,1496 2,1514 2,1126 2,0202 1,8667 1,6554 1,4093 1,1741 1,0111 0,9815 1,1271 1,4547 1,9289 2,4779 3,0122 3,4560 3,7716 3,9642 4,0688 4,1256 4,1559 4,1572 4,1249 4,0730 4,0319 4,0365 4,1203 4,3097 4,6082 4,9825 5,3673 5,6965 5,9315 6,0629 6,1000 6,0722 6,0303 6,0229 6,0734 6,1757 6,2954 6,3780 6,3744 6,2716 6,1040 5,9361 5,8352 5,8598 6,0513 6,3998 6,8112 7,1364 7,2526 7,1161 6,7603 6,2678 5,7460 5,3092 5,0525 5,0207 5,1924 5,4952 5,8443 6,1755 6,4479 6,6281 6,6927 6,6497 6,5389 6,4023 6,2584 6,0964 5,8821 5,5759 5,1665 4,6914 4,2335 3,8944 3,7531 3,8326 4,0948 4,4550 4,8074 5,0632 5,1927 5,2382 5,2788 5,3792 5,5643 5,8205 6,1067 6,3714 6,5681 6,6586 6,6123 6,4145 6,0789 5,6485 5,1828 4,7332 4,3167 3,9148 3,4939 3,0342 2,5532 2,1073 1,7669 1,5882 1,5972 1,7778 2,0656 2,3611 2,5662 2,6228 2,5262 2,3097 2,0312 1,7725 1,6207 1,6217 1,7488 1,9167 2,0349 2,0550 1,9810 1,8499 1,7137 1,6294 1,6454 1,7844 2,0314 2,3344 2,6191 2,8170 2,8909 2,8349 2,6739 2,4705 2,3041 2,2260 2,2313 2,2679 2,2706 2,1965 2,0406 1,8258 1,5799 1,3272 1,0921 0,8849 0,6759 0,4020 0,0006 -0,5629 -1,2878 -2,1421 -3,0748 -4,0267 -4,9302 -5,7076 -6,2881 -6,6351 -6,7576 -6,6966 -6,4948 -6,1703 -5,7177 -5,1338 -4,4342 -3,6561 -2,8529 -2,0865 -1,4226 -0,9246 -0,6286 -0,5120 -0,4984 -0,4997 -0,4563 -0,3459 -0,1726 0,0419 0,2678 0,4840 0,6868 0,8788 1,0611 1,2411 1,4299 1,6263 1,8171 1,9943 2,1518 2,2633 2,2853 2,1868 1,9733 1,6870 1,3819 1,0947 0,8424 0,6362 0,4764 0,3413 0,2013 0,0426 -0,1272 -0,2908 -0,4332 -0,5498 -0,6521 -0,7690 -0,9356 -1,1778 -1,4985 -1,8688 -2,2364 -2,5511 -2,7885 -2,9496 -3,0474 -3,0992 -3,1204 -3,1159 -3,0832 -3,0230 -2,9421 -2,8387 -2,6966 -2,4990 -2,2464 -1,9627 -1,6892 -1,4679 -1,3257 -1,2722 -1,2985 -1,3670 -1,4178 -1,4071 -1,3461 -1,2920 -1,2933 -1,3519 -1,4337 -1,4914 -1,4788 -1,3677 -1,1609 -0,8921 -0,6125 -0,3694 -0,1901 -0,0842 -0,0567 -0,1120 -0,2401 -0,4049 -0,5529 -0,6369 -0,6369 -0,5711 -0,4938 -0,4732 -0,5595 -0,7624 -1,0466 -1,3480 -1,6045 -1,7857 -1,9043 -2,0083 -2,1614 -2,4204 -2,8200 -3,3633 -4,0138 -4,6921 -5,2856 -5,6849 -5,8354 -5,7644 -5,5595 -5,3225 -5,1380 -5,0531 -5,0560 -5,0839 -5,0655 -4,9565 -4,7499 -4,4704 -4,1558 -3,8326 -3,5119 -3,2049 -2,9224 -2,6549 -2,3729 -2,0551 -1,7088 -1,3614 -1,0351 -0,7290 -0,4262 -0,1175 0,1870 0,4754 0,7490 1,0109 1,2441 1,4122 1,4932 1,5072 1,5087 1,5619 1,7174 1,9900 2,3486 2,7305 3,0655 3,2911 3,3606 3,2496 2,9620 2,5297 1,9990 1,4134 0,8126 0,2368 -0,2833 -0,7399 -1,1428 -1,5035 -1,8319 -2,1439 -2,4570 -2,7702 -3,0626 -3,3169 -3,5397 -3,7580 -4,0013 -4,2824 -4,5847 -4,8648 -5,0726 -5,1742 -5,1571 -5,0223 -4,7818 -4,4614 -4,0993 -3,7358 -3,3974 -3,0807 -2,7499 -2,3522 -1,8487 -1,2435 -0,5902 0,0344 0,5632 0,9603 1,2302 1,4150 1,5773 1,7743 2,0439 2,4023 2,8335 3,2845 3,6892 4,0006 4,1978 4,2825 4,2737 4,1944 4,0588 3,8751 3,6549 3,4155 3,1727 2,9314 2,6777 2,3803 2,0106 1,5761 1,1265 0,7206 0,3928 0,1419 -0,0624 -0,2621 -0,4929 -0,7711 -1,0866 -1,4061 -1,6956 -1,9436 -2,1629 -2,3745 -2,5979 -2,8459 -3,1161 -3,3897 -3,6319 -3,7877 -3,7893 -3,5883 -3,1901 -2,6582 -2,0803 -1,5244 -1,0237 -0,5851 -0,1926 0,1934 0,6220 1,1277 1,7121 2,3334 2,9162 3,3892 3,7220 3,9241 4,0169 4,0148 3,9268 3,7644 3,5391 3,2507 2,8922 2,4777 2,0585 1,7168 1,5450 1,6135 1,9388 2,4748 3,1253 3,7633 4,2608 4,5280 4,5394 4,3326 3,9875 3,5986 3,2423 2,9513 2,7050 2,4459 2,1224 1,7151 1,2282 0,6752 0,0841 -0,5023 -1,0408 -1,4987 -1,8554 -2,1066 -2,2731 -2,3995 -2,5343 -2,6986 -2,8670 -2,9803 -2,9727 -2,7940 -2,4320 -1,9269 -1,3567 -0,7957 -0,2834 0,1775 0,6110 1,0536 1,5298 2,0379 2,5649 3,1041 3,6463 4,1646 4,6157 4,9558
Fz    -0,8238 -1,0886 -1,2896 -1,3870 -1,3699 -1,2670 -1,1330 -1,0158 -0,9343 -0,8783 -0,8163 -0,7133 -0,5513 -0,3355 -0,0849 0,1787 0,4384 0,6842 0,9072 1,0976 1,2540 1,3841 1,4845 1,5297 1,4833 1,3130 1,0079 0,5915 0,1210 -0,3311 -0,6996 -0,9459 -1,0638 -1,0724 -1,0053 -0,9009 -0,7900 -0,6859 -0,5788 -0,4386 -0,2320 0,0498 0,3798 0,7145 1,0159 1,2539 1,4032 1,4497 1,4000 1,2911 1,1836 1,1262 1,1215 1,1311 1,1090 1,0333 0,9108 0,7656 0,6306 0,5470 0,5546 0,6723 0,8882 1,1663 1,4555 1,7034 1,8817 1,9954 2,0660 2,1207 2,1902 2,2960 2,4326 2,5706 2,6774 2,7336 2,7394 2,7064 2,6399 2,5349 2,3925 2,2253 2,0386 1,8158 1,5307 1,1700 0,7401 0,2641 -0,2226 -0,6821 -1,0824 -1,3962 -1,6072 -1,7259 -1,7874 -1,8336 -1,8943 -1,9703 -2,0291 -2,0205 -1,9026 -1,6655 -1,3397 -0,9798 -0,6360 -0,3328 -0,0655 0,1941 0,4812 0,8114 1,1721 1,5381 1,8838 2,1780 2,3826 2,4735 2,4596 2,3817 2,2955 2,2473 2,2545 2,3091 2,3968 2,5069 2,6342 2,7797 2,9448 3,1250 3,3127 3,5053 3,7099 3,9336 4,1693 4,3915 4,5675 4,6731 4,7051 4,6794 4,6176 4,5453 4,4980 4,5093 4,5866 4,7030 4,8141 4,8804 4,8823 4,8227 4,7191 4,6043 4,5281 4,5362 4,6419 4,8238 5,0360 5,2229 5,3443 5,3967 5,4114 5,4337 5,5050 5,6562 5,9083 6,2589 6,6604 7,0212 7,2480 7,2941 7,1763 6,9583 6,7223 6,5449 6,4770 6,5252 6,6548 6,8196 6,9916 7,1634 7,3310 7,4826 7,6002 7,6680 7,6764 7,6149 7,4652 7,2059 6,8300 6,3547 5,8170 5,2618 4,7310 4,2583 3,8703 3,5865 3,4103 3,3219 3,2845 3,2620 3,2425 3,2515 3,3306 3,5033 3,7662 4,0967 4,4553 4,7927 5,0666 5,2515 5,3319 5,2962 5,1411 4,8808 4,5460 4,1716 3,7826 3,3960 3,0263 2,6826 2,3692 2,0975 1,8882 1,7614 1,7289 1,7859 1,9091 2,0681 2,2343 2,3833 2,5015 2,5934 2,6835 2,8062 2,9828 3,1983 3,3994 3,5172 3,5082 3,3828 3,1922 2,9920 2,8242 2,7209 2,7045 2,7825 2,9478 3,1795 3,4352 3,6586 3,8046 3,8554 3,8215 3,7365 3,6415 3,5683 3,5278 3,5056 3,4710 3,3970 3,2764 3,1161 2,9177 2,6721 2,3713 2,0079 1,5701 1,0528 0,4714 -0,1501 -0,7958 -1,4555 -2,1157 -2,7582 -3,3563 -3,8752 -4,2837 -4,5654 -4,7197 -4,7598 -4,7013 -4,5479 -4,2911 -3,9232 -3,4492 -2,8915 -2,2902 -1,6947 -1,1535 -0,7053 -0,3688 -0,1274 0,0714 0,2862 0,5430 0,8298 1,1160 1,3665 1,5538 1,6759 1,7605 1,8520 1,9998 2,2434 2,5822 2,9665 3,3365 3,6599 3,9248 4,1168 4,2212 4,2386 4,1923 4,1220 4,0640 4,0340 4,0327 4,0643 4,1350 4,2286 4,3033 4,3243 4,2825 4,1751 3,9930 3,7317 3,4012 3,0209 2,6089 2,1797 1,7565 1,3805 1,0983 0,9391 0,8994 0,9461 1,0380 1,1485 1,2772 1,4493 1,7013 2,0573 2,5095 3,0154 3,5158 3,9633 4,3371 4,6323 4,8433 4,9623 4,9867 4,9229 4,7906 4,6260 4,4746 4,3711 4,3231 4,3179 4,3474 4,4160 4,5262 4,6702 4,8389 5,0277 5,2312 5,4348 5,6081 5,7132 5,7273 5,6576 5,5396 5,4301 5,3883 5,4447 5,5826 5,7557 5,9181 6,0328 6,0640 5,9840 5,7892 5,4939 5,1176 4,6897 4,2525 3,8432 3,4766 3,1395 2,7951 2,4000 1,9222 1,3554 0,7291 0,0996 -0,4763 -0,9571 -1,3205 -1,5628 -1,6896 -1,7033 -1,6061 -1,4136 -1,1492 -0,8280 -0,4586 -0,0546 0,3627 0,7648 1,1220 1,4198 1,6643 1,8732 2,0699 2,2835 2,5334 2,8082 3,0689 3,2772 3,4231 3,5301 3,6342 3,7611 3,9275 4,1530 4,4574 4,8371 5,2509 5,6406 5,9693 6,2395 6,4838 6,7463 7,0595 7,4254 7,8130 8,1715 8,4419 8,5711 8,5336 8,3410 8,0278 7,6343 7,1913 6,7096 6,1871 5,6269 5,0419 4,4467 3,8529 3,2709 2,7072 2,1657 1,6577 1,2048 0,8199 0,4918 0,1939 -0,0956 -0,3825 -0,6601 -0,9179 -1,1445 -1,3235 -1,4348 -1,4651 -1,4192 -1,3168 -1,1794 -1,0183 -0,8344 -0,6204 -0,3615 -0,0342 0,3850 0,9042 1,5060 2,1557 2,8159 3,4546 4,0508 4,6064 5,1472 5,7006 6,2708 6,8354 7,3572 7,7939 8,1098 8,2936 8,3673 8,3730 8,3525 8,3329 8,3191 8,2935 8,2284 8,1016 7,9076 7,6602 7,3828 7,0882 6,7671 6,3991 5,9772 5,5158 5,0344 4,5387 4,0172 3,4588 2,8729 2,2827 1,7017 1,1325 0,5860 0,0823 -0,3648 -0,7517 -1,0743 -1,3197 -1,4783 -1,5531 -1,5479 -1,4539 -1,2520 -0,9281 -0,4892 0,0222 0,5405 1,0144 1,4291 1,7960 2,1368 2,4760 2,8372 3,2372 3,6772 4,1367 4,5751 4,9478 5,2291 5,4203 5,5380 5,5985 5,6178 5,6158 5,6153 5,6315 5,6617 5,6883 5,6960 5,6859 5,6755 5,6947 5,7718 5,9134 6,0953 6,2723 6,3991 6,4474 6,4081 6,2837 6,0837 5,8250 5,5278 5,2099 4,8803 4,5292 4,1314 3,6693 3,1453 2,5721 1,9666 1,3573 0,7828 0,2756 -0,1560 -0,5308 -0,8775 -1,2148 -1,5439 -1,8510 -2,1058 -2,2641 -2,2827 -2,1370 -1,8278 -1,3841 -0,8617 -0,3239 0,1817 0,6269 0,9973 1,2991 1,5603 1,8091 2,0526 2,2838 2,4974 2,6901 2,8490 2,9538 2,9922
F3    -0,0360 -0,3196 -0,5396 -0,6422 -0,6102 -0,4733 -0,2925 -0,1283 -0,0190 0,0279 0,0363 0,0503 0,1115 0,2437 0,4460 0,6913 0,9404 1,1596 1,3252 1,4215 1,4524 1,4424 1,4134 1,3633 1,2659 1,0767 0,7532 0,2906 -0,2628 -0,8291 -1,3338 -1,7210 -1,9567 -2,0368 -1,9919 -1,8727 -1,7249 -1,5715 -1,4114 -1,2251 -0,9894 -0,6979 -0,3622 0,0068 0,4040 0,8132 1,1995 1,5195 1,7387 1,8548 1,9068 1,9456 1,9924 2,0277 2,0136 1,9221 1,7454 1,4924 1,1882 0,8806 0,6336 0,5021 0,5129 0,6589 0,8992 1,1710 1,4159 1,5984 1,7087 1,7649 1,8081 1,8806 2,0028 2,1664 2,3432 2,4976 2,5999 2,6297 2,5704 2,4149 2,1817 1,9109 1,6301 1,3301 0,9823 0,5732 0,1126 -0,3762 -0,8600 -1,2995 -1,6591 -1,9080 -2,0275 -2,0288 -1,9559 -1,8641 -1,7951 -1,7629 -1,7518 -1,7269 -1,6530 -1,5109 -1,3046 -1,0547 -0,7820 -0,4952 -0,1907 0,1412 0,5040 0,8826 1,2482 1,5791 1,8644 2,0847 2,2068 2,2117 2,1174 1,9701 1,8238 1,7220 1,6845 1,7085 1,7838 1,9030 2,0621 2,2571 2,4760 2,6978 2,9037 3,0887 3,2624 3,4402 3,6320 3,8359 4,0359 4,2063 4,3278 4,3977 4,4248 4,4286 4,4426 4,5013 4,6138 4,7576 4,8960 4,9960 5,0408 5,0312 4,9772 4,8984 4,8322 4,8223 4,8967 5,0576 5,2740 5,4855 5,6357 5,7071 5,7259 5,7399 5,7935 5,9152 6,1191 6,4006 6,7178 6,9876 7,1211 7,0750 6,8717 6,5791 6,2744 6,0207 5,8602 5,8083 5,8490 5,9471 6,0717 6,2088 6,3505 6,4798 6,5764 6,6336 6,6611 6,6644 6,6275 6,5164 6,2994 5,9670 5,5397 5,0632 4,5926 4,1746 3,8416 3,6168 3,5102 3,5041 3,5484 3,5801 3,5684 3,5424 3,5632 3,6774 3,9037 4,2381 4,6506 5,0872 5,4826 5,7738 5,9104 5,8656 5,6481 5,3047 4,9068 4,5191 4,1714 3,8623 3,5796 3,3147 3,0731 2,8759 2,7434 2,6836 2,6957 2,7682 2,8783 2,9964 3,0892 3,1273 3,1032 3,0364 2,9625 2,9204 2,9402 3,0261 3,1429 3,2248 3,2168 3,1158 2,9641 2,8143 2,7072 2,6691 2,7106 2,8268 3,0001 3,1993 3,3788 3,4905 3,5054 3,4249 3,2766 3,1035 2,9473 2,8375 2,7866 2,7852 2,8011 2,7941 2,7379 2,6251 2,4535 2,2218 1,9366 1,6037 1,2163 0,7718 0,2899 -0,2031 -0,6989 -1,2067 -1,7360 -2,2823 -2,8206 -3,3096 -3,7056 -3,9770 -4,1169 -4,1428 -4,0757 -3,9190 -3,6620 -3,2937 -2,8119 -2,2325 -1,5970 -0,9650 -0,3985 0,0487 0,3427 0,4920 0,5603 0,6363 0,7872 1,0395 1,3822 1,7709 2,1466 2,4655 2,7172 2,9168 3,0946 3,2864 3,5111 3,7577 4,0061 4,2480 4,4738 4,6564 4,7677 4,8028 4,7858 4,7566 4,7489 4,7712 4,8119 4,8604 4,9122 4,9524 4,9544 4,9037 4,8060 4,6689 4,4920 4,2758 4,0251 3,7454 3,4405 3,1134 2,7710 2,4308 2,1205 1,8692 1,6924 1,5852 1,5317 1,5176 1,5422 1,6240 1,7895 2,0545 2,4117 2,8297 3,2646 3,6821 4,0688 4,4197 4,7199 4,9455 5,0761 5,1024 5,0289 4,8826 4,7127 4,5691 4,4747 4,4258 4,4172 4,4548 4,5428 4,6734 4,8312 5,0003 5,1684 5,3262 5,4634 5,5701 5,6415 5,6789 5,6915 5,7027 5,7443 5,8365 5,9745 6,1347 6,2867 6,3977 6,4320 6,3624 6,1823 5,8950 5,5054 5,0361 4,5328 4,0367 3,5617 3,0975 2,6216 2,1073 1,5328 0,8964 0,2307 -0,4082 -0,9641 -1,3946 -1,6756 -1,8103 -1,8314 -1,7812 -1,6924 -1,5798 -1,4347 -1,2298 -0,9475 -0,5980 -0,2115 0,1731 0,5172 0,7951 1,0015 1,1456 1,2510 1,3601 1,5174 1,7397 2,0065 2,2799 2,5350 2,7721 3,0011 3,2240 3,4409 3,6700 3,9468 4,2949 4,6988 5,1107 5,4827 5,7947 6,0608 6,3164 6,5930 6,8962 7,2040 7,4806 7,6839 7,7700 7,7087 7,4954 7,1500 6,7056 6,1914 5,6195 4,9971 4,3486 3,7157 3,1357 2,6271 2,1901 1,8134 1,4789 1,1707 0,8814 0,6049 0,3279 0,0335 -0,2846 -0,6166 -0,9475 -1,2669 -1,5647 -1,8220 -2,0110 -2,1043 -2,0887 -1,9746 -1,7916 -1,5719 -1,3353 -1,0879 -0,8236 -0,5208 -0,1447 0,3371 0,9345 1,6251 2,3620 3,0894 3,7635 4,3750 4,9528 5,5360 6,1385 6,7383 7,2901 7,7391 8,0377 8,1656 8,1423 8,0174 7,8459 7,6704 7,5147 7,3839 7,2645 7,1309 6,9622 6,7557 6,5186 6,2505 5,9396 5,5763 5,1674 4,7327 4,2878 3,8371 3,3767 2,9021 2,4143 1,9182 1,4119 0,8944 0,3822 -0,0918 -0,5001 -0,8303 -1,0776 -1,2389 -1,3206 -1,3384 -1,2999 -1,1932 -0,9968 -0,6942 -0,2842 0,2062 0,7224 1,2090 1,6374 2,0066 2,3248 2,5985 2,8375 3,0640 3,3106 3,6058 3,9563 4,3431 4,7344 5,1000 5,4138 5,6505 5,7944 5,8546 5,8667 5,8741 5,8993 5,9339 5,9546 5,9436 5,8994 5,8435 5,8140 5,8428 5,9356 6,0670 6,1941 6,2796 6,3060 6,2724 6,1866 6,0572 5,8875 5,6754 5,4142 5,0867 4,6681 4,1481 3,5411 2,8756 2,1847 1,5079 0,8893 0,3649 -0,0566 -0,3997 -0,7046 -1,0007 -1,2928 -1,5655 -1,7864 -1,9122 -1,9045 -1,7448 -1,4352 -1,0028 -0,5048 -0,0099 0,4333 0,8007 1,0805 1,2762 1,4149 1,5340 1,6635 1,8260 2,0406 2,3099 2,6086 2,8922 3,1164
F7    -0,5599 -0,7279 -0,8503 -0,9274 -0,9694 -0,9911 -1,0126 -1,0512 -1,0997 -1,1114 -1,0170 -0,7735 -0,3991 0,0401 0,4680 0,8215 1,0590 1,1695 1,1790 1,1349 1,0743 1,0056 0,9160 0,7922 0,6264 0,4010 0,0940 -0,2928 -0,7182 -1,1109 -1,3996 -1,5384 -1,5132 -1,3462 -1,0953 -0,8241 -0,5626 -0,2997 -0,0145 0,2900 0,5801 0,8138 0,9737 1,0797 1,1623 1,2358 1,2993 1,3418 1,3448 1,3030 1,2391 1,1885 1,1790 1,2186 1,2905 1,3605 1,3971 1,3809 1,3058 1,1878 1,0645 0,9766 0,9498 0,9884 1,0730 1,1618 1,2122 1,2052 1,1486 1,0728 1,0197 1,0185 1,0722 1,1636 1,2699 1,3784 1,4899 1,6018 1,6903 1,7205 1,6700 1,5371 1,3346 1,0780 0,7774 0,4359 0,0573 -0,3394 -0,7147 -1,0214 -1,2262 -1,3212 -1,3196 -1,2436 -1,1155 -0,9632 -0,8310 -0,7656 -0,7808 -0,8388 -0,8638 -0,7810 -0,5599 -0,2271 0,1575 0,5398 0,8988 1,2409 1,5680 1,8592 2,0814 2,2131 2,2611 2,2490 2,1888 2,0848 1,9547 1,8248 1,7147 1,6339 1,5769 1,5251 1,4681 1,4190 1,4048 1,4481 1,5543 1,7070 1,8785 2,0477 2,2152 2,3998 2,6154 2,8484 3,0562 3,1846 3,2058 3,1482 3,0714 3,0208 3,0257 3,1155 3,2991 3,5351 3,7521 3,9101 4,0277 4,1459 4,2891 4,4625 4,6632 4,8841 5,1155 5,3491 5,5764 5,7865 5,9724 6,1387 6,3013 6,4736 6,6583 6,8530 7,0560 7,2499 7,3871 7,4135 7,3071 7,0796 6,7541 6,3611 5,9518 5,5974 5,3632 5,2794 5,3347 5,4895 5,6926 5,8942 6,0542 6,1431 6,1474 6,0744 5,9448 5,7769 5,5783 5,3522 5,0986 4,8178 4,5269 4,2647 4,0727 3,9729 3,9560 3,9933 4,0587 4,1293 4,1831 4,2076 4,2094 4,2112 4,2419 4,3305 4,5016 4,7643 5,1080 5,5093 5,9277 6,2926 6,5109 6,5096 6,2748 5,8535 5,3305 4,7965 4,3122 3,8960 3,5384 3,2242 2,9530 2,7398 2,5917 2,5039 2,4788 2,5234 2,6235 2,7322 2,7966 2,7981 2,7551 2,6881 2,6034 2,5038 2,3938 2,2677 2,1098 1,9196 1,7295 1,5867 1,5179 1,5186 1,5654 1,6328 1,7044 1,7771 1,8635 1,9815 2,1326 2,3033 2,4759 2,6245 2,7231 2,7672 2,7735 2,7682 2,7710 2,7721 2,7354 2,6323 2,4646 2,2507 1,9987 1,7062 1,3843 1,0574 0,7390 0,4219 0,0897 -0,2682 -0,6482 -1,0387 -1,4372 -1,8588 -2,3222 -2,8191 -3,2894 -3,6360 -3,7809 -3,7078 -3,4563 -3,0852 -2,6401 -2,1371 -1,5743 -0,9625 -0,3394 0,2444 0,7401 1,1165 1,3788 1,5664 1,7245 1,8769 2,0196 2,1345 2,2091 2,2422 2,2453 2,2472 2,2872 2,3965 2,5833 2,8218 3,0569 3,2307 3,3148 3,3239 3,2924 3,2367 3,1594 3,0790 3,0295 3,0357 3,0890 3,1491 3,1786 3,1737 3,1503 3,1119 3,0499 2,9618 2,8579 2,7582 2,6775 2,6042 2,5005 2,3379 2,1296 1,9140 1,7120 1,5213 1,3448 1,2014 1,1067 1,0590 1,0444 1,0431 1,0381 1,0293 1,0341 1,0699 1,1386 1,2337 1,3603 1,5415 1,8056 2,1572 2,5483 2,8920 3,1156 3,1974 3,1633 3,0765 3,0180 3,0354 3,1042 3,1659 3,1946 3,2009 3,1954 3,1840 3,1810 3,2012 3,2509 3,3293 3,4265 3,5238 3,6031 3,6510 3,6605 3,6321 3,5699 3,4824 3,3937 3,3484 3,3889 3,5238 3,7194 3,9130 4,0388 4,0521 3,9389 3,7110 3,3835 2,9636 2,4635 1,9109 1,3441 0,7974 0,2826 -0,2073 -0,6765 -1,1139 -1,4936 -1,7795 -1,9452 -2,0031 -2,0005 -1,9836 -1,9678 -1,9366 -1,8585 -1,7086 -1,4834 -1,2020 -0,8972 -0,5997 -0,3284 -0,0918 0,1098 0,2805 0,4242 0,5481 0,6635 0,7775 0,8873 0,9875 1,0783 1,1665 1,2654 1,3882 1,5399 1,7202 1,9310 2,1721 2,4262 2,6566 2,8301 2,9457 3,0403 3,1677 3,3709 3,6651 4,0273 4,4004 4,7140 4,9082 4,9552 4,8737 4,7166 4,5279 4,3015 3,9858 3,5390 2,9765 2,3617 1,7688 1,2546 0,8447 0,5321 0,2880 0,0755 -0,1404 -0,3842 -0,6636 -0,9659 -1,2611 -1,5249 -1,7569 -1,9711 -2,1675 -2,3192 -2,3920 -2,3701 -2,2652 -2,1030 -1,9043 -1,6872 -1,4801 -1,3121 -1,1780 -1,0228 -0,7716 -0,3798 0,1410 0,7383 1,3542 1,9474 2,4976 3,0046 3,4843 3,9553 4,4214 4,8673 5,2747 5,6327 5,9250 6,1198 6,1825 6,1025 5,9084 5,6563 5,3999 5,1730 4,9879 4,8318 4,6744 4,4887 4,2735 4,0608 3,8890 3,7598 3,6358 3,4751 3,2499 2,9452 2,5610 2,1139 1,6317 1,1480 0,6946 0,2883 -0,0771 -0,4251 -0,7826 -1,1628 -1,5448 -1,8698 -2,0694 -2,1051 -1,9903 -1,7736 -1,4976 -1,1797 -0,8238 -0,4323 -0,0115 0,4197 0,8335 1,2040 1,5106 1,7538 1,9711 2,2138 2,5076 2,8407 3,1780 3,4819 3,7278 3,9086 4,0303 4,1075 4,1543 4,1740 4,1651 4,1326 4,0832 4,0168 3,9364 3,8580 3,8044 3,7942 3,8356 3,9321 4,0882 4,3000 4,5423 4,7645 4,9039 4,9172 4,8069 4,6152 4,3896 4,1470 3,8694 3,5280 3,1066 2,6122 2,0718 1,5150 0,9671 0,4600 0,0211 -0,3555 -0,7079 -1,0682 -1,4380 -1,7988 -2,1315 -2,4198 -2,6310 -2,7142 -2,6361 -2,4062 -2,0626 -1,6533 -1,2273 -0,8233 -0,4583 -0,1267 0,1893 0,5103 0,8538 1,2272 1,6207 2,0150 2,3943 2,7466 3,0598 3,3191 3,5106
