Fp1   -3,6297 -3,3445 -3,0198 -2,6029 -2,0683 -1,4361 -0,7636 -0,1204 0,4346 0,8655 1,1627 1,3407 1,4352 1,4890 1,5295 1,5609 1,5746 1,5537 1,4687 1,2855 0,9906 0,6171 0,2433 -0,0415 -0,1775 -0,1567 -0,0224 0,1499 0,2861 0,3433 0,3145 0,2189 0,0939 -0,0191 -0,0948 -0,1330 -0,1530 -0,1837 -0,2493 -0,3519 -0,4625 -0,5305 -0,5093 -0,3829 -0,1715 0,0799 0,3109 0,4564 0,4701 0,3490 0,1386 -0,0835 -0,2318 -0,2410 -0,0859 0,2151 0,6084 1,0251 1,4055 1,7118 1,9227 2,0259 2,0234 1,9387 1,8109 1,6772 1,5576 1,4476 1,3247 1,1649 0,9624 0,7469 0,5786 0,5155 0,5822 0,7658 1,0255 1,3007 1,5274 1,6625 1,6942 1,6431 1,5601 1,5131 1,5593 1,7265 2,0067 2,3555 2,7051 2,9901 3,1682 3,2327 3,2139 3,1619 3,1192 3,1039 3,1064 3,0940 3,0245 2,8698 2,6271 2,3196 1,9949 1,7094 1,5026 1,3792 1,3088 1,2419 1,1393 0,9950 0,8331 0,6887 0,5901 0,5455 0,5336 0,5112 0,4347 0,2754 0,0277 -0,2857 -0,6147 -0,8893 -1,0306 -0,9688 -0,6709 -0,1601 0,4917 1,1899 1,8470 2,4034 2,8360 3,1583 3,4160 3,6694 3,9634 4,3058 4,6707 5,0176 5,3103 5,5258 5,6578 5,7195 5,7449 5,7774 5,8432 5,9318 5,9992 5,9885 5,8588 5,6047 5,2557 4,8617 4,4809 4,1645 3,9399 3,8031 3,7195 3,6314 3,4819 3,2461 2,9403 2,6045 2,2793 1,9933 1,7575 1,5684 1,4151 1,2828 1,1551 1,0193 0,8652 0,6846 0,4787 0,2616 0,0514 -0,1403 -0,3140 -0,4848 -0,6757 -0,8993 -1,1482 -1,4033 -1,6428 -1,8457 -2,0020 -2,1234 -2,2441 -2,4086 -2,6490 -2,9685 -3,3430 -3,7340 -4,0991 -4,4056 -4,6428 -4,8219 -4,9673 -5,1070 -5,2606 -5,4315 -5,6109 -5,7822 -5,9160 -5,9745 -5,9325 -5,7980 -5,6175 -5,4630 -5,4025 -5,4677 -5,6385 -5,8508 -6,0196 -6,0656 -5,9371 -5,6261 -5,1742 -4,6630 -4,1832 -3,8020 -3,5492 -3,4180 -3,3712 -3,3610 -3,3538 -3,3369 -3,3151 -3,3057 -3,3275 -3,3854 -3,4673 -3,5476 -3,5864 -3,5399 -3,3849 -3,1377 -2,8534 -2,6070 -2,4616 -2,4415 -2,5300 -2,6833 -2,8406 -2,9416 -2,9601 -2,9233 -2,8931 -2,9261 -3,0472 -3,2505 -3,5137 -3,8058 -4,0844 -4,2990 -4,4147 -4,4357 -4,4013 -4,3623 -4,3566 -4,3964 -4,4724 -4,5563 -4,6001 -4,5521 -4,3831 -4,0972 -3,7270 -3,3277 -2,9631 -2,6787 -2,4781 -2,3238 -2,1595 -1,9408 -1,6622 -1,3597 -1,0894 -0,9102 -0,8713 -0,9921 -1,2430 -1,5503 -1,8267 -2,0078 -2,0698 -2,0236 -1,9012 -1,7471 -1,6101 -1,5296 -1,5190 -1,5573 -1,5951 -1,5826 -1,4998 -1,3595 -1,1838 -0,9918 -0,8089 -0,6731 -0,6199 -0,6524 -0,7250 -0,7655 -0,7146 -0,5514 -0,2972 -0,0054 0,2645 0,4754 0,6218 0,7180 0,7877 0,8555 0,9395 1,0433 1,1523 1,2394 1,2859 1,2997 1,3073 1,3350 1,4062 1,5428 1,7566 2,0409 2,3700 2,7051 3,0031 3,2334 3,3883 3,4797 3,5348 3,5902 3,6793 3,8202 4,0104 4,2265 4,4358 4,6218 4,7932 4,9767 5,2045 5,5035 5,8826 6,3207 6,7648 7,1476 7,4176 7,5615 7,6031 7,5828 7,5412 7,5094 7,5009 7,5095 7,5148 7,4847 7,3807 7,1734 6,8571 6,4547 6,0191 5,6231 5,3304 5,1689 5,1221 5,1405 5,1656 5,1545 5,0932 5,0017 4,9273 4,9202 5,0037 5,1582 5,3295 5,4495 5,4622 5,3503 5,1397 4,8815 4,6343 4,4533 4,3716 4,3856 4,4598 4,5363 4,5535 4,4743 4,3034 4,0797 3,8610 3,7007 3,6149 3,5741 3,5299 3,4463 3,3077 3,1135 2,8764 2,6288 2,4260 2,3344 2,4051 2,6485 3,0236 3,4463 3,8127 4,0353 4,0758 3,9572 3,7552 3,5638 3,4520 3,4428 3,5207 3,6506 3,7937 3,9174 4,0019 4,0441 4,0552 4,0512 4,0475 4,0630 4,1154 4,2005 4,2871 4,3369 4,3254 4,2474 4,1125 3,9405 3,7585 3,5949 3,4628 3,3488 3,2246 3,0699 2,8836 2,6820 2,4917 2,3378 2,2290 2,1509 2,0707 1,9514 1,7675 1,5197 1,2366 0,9624 0,7435 0,6162 0,5888 0,6326 0,6929 0,7101 0,6425 0,4831 0,2557 -0,0078 -0,2787 -0,5310 -0,7460 -0,9244 -1,0932 -1,2931 -1,5526 -1,8694 -2,2192 -2,5688 -2,8766 -3,0977 -3,2046 -3,1993 -3,1099 -2,9841 -2,8744 -2,8135 -2,8000 -2,8037 -2,7803 -2,6912 -2,5219 -2,2854 -2,0083 -1,7229 -1,4629 -1,2519 -1,0907 -0,9550 -0,8019 -0,5900 -0,3016 0,0591 0,4808 0,9424 1,4015 1,8011 2,0946 2,2673 2,3398 2,3524 2,3437 2,3363 2,3285 2,2947 2,2005 2,0260 1,7786 1,4897 1,2032 0,9574 0,7698 0,6388 0,5499 0,4776 0,3882 0,2513 0,0567 -0,1768 -0,4147 -0,6259 -0,7903 -0,8945 -0,9382 -0,9479 -0,9726 -1,0575 -1,2221 -1,4537 -1,7186 -1,9799 -2,2152 -2,4240 -2,6216 -2,8306 -3,0749 -3,3729 -3,7274 -4,1179 -4,5019 -4,8343 -5,0909 -5,2785 -5,4308 -5,5973 -5,8180 -6,0985 -6,4115 -6,7172 -6,9767 -7,1538 -7,2236 -7,1894 -7,0929 -7,0034 -6,9883 -7,0844 -7,2850 -7,5471 -7,8074 -8,0016 -8,0862 -8,0574 -7,9592 -7,8664 -7,8504 -7,9517 -8,1714 -8,4727 -8,7894 -9,0535 -9,2301 -9,3345 -9,4178 -9,5378 -9,7286 -9,9846 -10,2705 -10,5439 -10,7660 -10,9033 -10,9311 -10,8411 -10,6485 -10,3951 -10,1334 -9,9003 -9,7010 -9,5143 -9,3068 -9,0544 -8,7610 -8,4592 -8,1974 -8,0264 -7,9842 -8,0767
Fz    -3,7230 -3,4192 -3,0706 -2,6424 -2,1222 -1,5332 -0,9243 -0,3445 0,1767 0,6286 1,0085 1,3163 1,5599 1,7545 1,9102 2,0253 2,0930 2,1063 2,0570 1,9364 1,7440 1,5001 1,2471 1,0306 0,8811 0,8033 0,7728 0,7438 0,6732 0,5427 0,3597 0,1454 -0,0736 -0,2718 -0,4348 -0,5630 -0,6668 -0,7593 -0,8503 -0,9385 -1,0069 -1,0286 -0,9854 -0,8807 -0,7357 -0,5768 -0,4334 -0,3387 -0,3184 -0,3744 -0,4810 -0,5932 -0,6597 -0,6370 -0,5026 -0,2612 0,0577 0,4127 0,7668 1,0948 1,3755 1,5843 1,7017 1,7279 1,6870 1,6170 1,5511 1,5009 1,4545 1,3894 1,2911 1,1705 1,0647 1,0139 1,0391 1,1397 1,2951 1,4630 1,5913 1,6404 1,5986 1,4842 1,3414 1,2259 1,1843 1,2416 1,3979 1,6286 1,8906 2,1366 2,3324 2,4683 2,5605 2,6371 2,7167 2,7967 2,8542 2,8552 2,7693 2,5842 2,3096 1,9758 1,6312 1,3305 1,1143 0,9910 0,9325 0,8901 0,8237 0,7224 0,6006 0,4802 0,3742 0,2792 0,1738 0,0266 -0,1881 -0,4786 -0,8321 -1,2183 -1,5938 -1,9049 -2,0927 -2,1037 -1,9070 -1,5058 -0,9364 -0,2603 0,4493 1,1273 1,7341 2,2643 2,7415 3,1993 3,6584 4,1141 4,5459 4,9349 5,2733 5,5601 5,7947 5,9831 6,1452 6,3087 6,4890 6,6757 6,8376 6,9382 6,9506 6,8644 6,6873 6,4450 6,1779 5,9283 5,7240 5,5728 5,4629 5,3632 5,2319 5,0382 4,7798 4,4770 4,1561 3,8349 3,5198 3,2123 2,9160 2,6366 2,3798 2,1495 1,9445 1,7563 1,5747 1,3960 1,2234 1,0614 0,9103 0,7639 0,6124 0,4499 0,2777 0,0990 -0,0849 -0,2727 -0,4651 -0,6689 -0,8988 -1,1742 -1,5094 -1,9044 -2,3437 -2,7998 -3,2390 -3,6337 -3,9731 -4,2595 -4,5000 -4,7024 -4,8716 -5,0102 -5,1238 -5,2195 -5,2937 -5,3306 -5,3149 -5,2490 -5,1606 -5,0967 -5,1019 -5,1972 -5,3699 -5,5775 -5,7633 -5,8744 -5,8727 -5,7427 -5,4994 -5,1871 -4,8618 -4,5703 -4,3415 -4,1830 -4,0812 -4,0132 -3,9635 -3,9291 -3,9125 -3,9160 -3,9381 -3,9735 -4,0130 -4,0410 -4,0296 -3,9450 -3,7683 -3,5140 -3,2337 -2,9971 -2,8596 -2,8364 -2,9054 -3,0285 -3,1647 -3,2806 -3,3649 -3,4365 -3,5310 -3,6738 -3,8668 -4,0995 -4,3619 -4,6436 -4,9250 -5,1765 -5,3732 -5,5085 -5,5930 -5,6461 -5,6866 -5,7290 -5,7852 -5,8579 -5,9263 -5,9478 -5,8773 -5,6865 -5,3759 -4,9790 -4,5542 -4,1616 -3,8350 -3,5713 -3,3418 -3,1166 -2,8861 -2,6663 -2,4852 -2,3712 -2,3477 -2,4246 -2,5871 -2,7950 -2,9959 -3,1474 -3,2311 -3,2472 -3,2014 -3,1019 -2,9670 -2,8257 -2,7038 -2,6091 -2,5260 -2,4287 -2,3021 -2,1475 -1,9694 -1,7710 -1,5674 -1,3936 -1,2906 -1,2751 -1,3211 -1,3708 -1,3654 -1,2724 -1,0955 -0,8665 -0,6239 -0,3925 -0,1794 0,0168 0,2016 0,3849 0,5759 0,7758 0,9724 1,1450 1,2811 1,3886 1,4854 1,5822 1,6831 1,7948 1,9254 2,0787 2,2538 2,4474 2,6505 2,8490 3,0288 3,1789 3,2954 3,3854 3,4623 3,5406 3,6334 3,7475 3,8827 4,0397 4,2265 4,4569 4,7440 5,0948 5,5057 5,9585 6,4183 6,8421 7,1941 7,4587 7,6381 7,7416 7,7805 7,7674 7,7147 7,6303 7,5140 7,3541 7,1302 6,8265 6,4458 6,0129 5,5750 5,1948 4,9253 4,7841 4,7474 4,7663 4,7899 4,7870 4,7531 4,7079 4,6821 4,6985 4,7575 4,8391 4,9155 4,9586 4,9462 4,8737 4,7575 4,6229 4,4978 4,4120 4,3878 4,4275 4,5123 4,6060 4,6627 4,6442 4,5332 4,3353 4,0833 3,8258 3,5972 3,3981 3,2087 3,0115 2,7977 2,5640 2,3145 2,0706 1,8742 1,7768 1,8172 2,0021 2,3015 2,6553 2,9860 3,2200 3,3142 3,2732 3,1451 2,9960 2,8806 2,8259 2,8310 2,8775 2,9433 3,0102 3,0645 3,0973 3,1066 3,0968 3,0778 3,0696 3,0966 3,1684 3,2694 3,3678 3,4314 3,4372 3,3737 3,2411 3,0548 2,8442 2,6404 2,4641 2,3233 2,2184 2,1428 2,0835 2,0274 1,9679 1,9027 1,8282 1,7378 1,6248 1,4879 1,3384 1,1982 1,0876 1,0206 1,0058 1,0365 1,0812 1,0900 1,0142 0,8287 0,5459 0,2053 -0,1519 -0,4954 -0,8033 -1,0622 -1,2713 -1,4446 -1,6050 -1,7677 -1,9323 -2,0910 -2,2369 -2,3575 -2,4343 -2,4549 -2,4200 -2,3421 -2,2465 -2,1680 -2,1347 -2,1522 -2,1994 -2,2389 -2,2357 -2,1727 -2,0532 -1,8930 -1,7171 -1,5573 -1,4383 -1,3638 -1,3158 -1,2622 -1,1703 -1,0185 -0,7923 -0,4776 -0,0711 0,4007 0,8831 1,3184 1,6718 1,9373 2,1260 2,2523 2,3274 2,3547 2,3267 2,2321 2,0713 1,8623 1,6358 1,4251 1,2535 1,1274 1,0412 0,9846 0,9446 0,9036 0,8431 0,7509 0,6281 0,4840 0,3280 0,1683 0,0178 -0,1071 -0,1998 -0,2736 -0,3555 -0,4701 -0,6284 -0,8265 -1,0506 -1,2865 -1,5287 -1,7802 -2,0471 -2,3338 -2,6413 -2,9665 -3,3009 -3,6315 -3,9469 -4,2424 -4,5201 -4,7901 -5,0713 -5,3791 -5,7106 -6,0485 -6,3733 -6,6698 -6,9226 -7,1155 -7,2410 -7,3128 -7,3679 -7,4530 -7,6033 -7,8274 -8,1059 -8,3983 -8,6537 -8,8254 -8,8903 -8,8644 -8,7975 -8,7489 -8,7658 -8,8731 -9,0678 -9,3212 -9,5963 -9,8718 -10,1530 -10,4620 -10,8186 -11,2221 -11,6441 -12,0415 -12,3776 -12,6300 -12,7851 -12,8360 -12,7866 -12,6531 -12,4612 -12,2387 -12,0075 -11,7752 -11,5334 -11,2689 -10,9782 -10,6750 -10,3831 -10,1265 -9,9262 -9,7978 -9,7473
F3    -3,6026 -3,3087 -2,9685 -2,5545 -2,0562 -1,4926 -0,9079 -0,3542 0,1278 0,5186 0,8179 1,0387 1,2019 1,3272 1,4205 1,4756 1,4875 1,4566 1,3793 1,2464 1,0550 0,8236 0,5930 0,4080 0,2958 0,2559 0,2602 0,2653 0,2341 0,1521 0,0289 -0,1132 -0,2465 -0,3452 -0,3972 -0,4090 -0,3978 -0,3776 -0,3547 -0,3276 -0,2863 -0,2133 -0,0930 0,0745 0,2686 0,4555 0,5932 0,6365 0,5553 0,3532 0,0706 -0,2272 -0,4673 -0,5884 -0,5567 -0,3737 -0,0725 0,2977 0,6930 1,0822 1,4390 1,7364 1,9549 2,0940 2,1708 2,2093 2,2266 2,2199 2,1645 2,0282 1,7966 1,4953 1,1876 0,9419 0,7986 0,7624 0,8092 0,8947 0,9714 1,0073 0,9914 0,9316 0,8569 0,8116 0,8373 0,9563 1,1653 1,4368 1,7290 2,0013 2,2239 2,3829 2,4840 2,5498 2,6099 2,6856 2,7773 2,8576 2,8811 2,8070 2,6203 2,3433 2,0294 1,7402 1,5190 1,3743 1,2791 1,1873 1,0617 0,8927 0,6990 0,5102 0,3444 0,1959 0,0381 -0,1628 -0,4311 -0,7715 -1,1666 -1,5797 -1,9602 -2,2479 -2,3819 -2,3177 -2,0464 -1,5993 -1,0324 -0,4069 0,2240 0,8217 1,3663 1,8598 2,3236 2,7868 3,2625 3,7331 4,1605 4,5147 4,7937 5,0175 5,2099 5,3897 5,5756 5,7865 6,0278 6,2767 6,4859 6,6018 6,5876 6,4395 6,1897 5,8941 5,6116 5,3813 5,2109 5,0839 4,9730 4,8464 4,6718 4,4294 4,1200 3,7607 3,3769 2,9964 2,6413 2,3230 2,0428 1,7947 1,5710 1,3689 1,1887 1,0279 0,8807 0,7418 0,6059 0,4683 0,3246 0,1683 -0,0095 -0,2129 -0,4354 -0,6677 -0,9047 -1,1431 -1,3785 -1,6101 -1,8434 -2,0895 -2,3562 -2,6405 -2,9320 -3,2210 -3,4991 -3,7605 -4,0064 -4,2424 -4,4712 -4,6919 -4,9002 -5,0928 -5,2723 -5,4409 -5,5861 -5,6811 -5,7025 -5,6519 -5,5651 -5,5029 -5,5212 -5,6398 -5,8303 -6,0314 -6,1802 -6,2336 -6,1706 -5,9885 -5,7056 -5,3588 -4,9919 -4,6414 -4,3315 -4,0721 -3,8606 -3,6919 -3,5659 -3,4818 -3,4323 -3,4106 -3,4149 -3,4432 -3,4844 -3,5172 -3,5128 -3,4420 -3,2900 -3,0710 -2,8320 -2,6348 -2,5237 -2,5039 -2,5511 -2,6319 -2,7099 -2,7510 -2,7428 -2,7096 -2,6999 -2,7563 -2,8957 -3,1108 -3,3816 -3,6808 -3,9749 -4,2285 -4,4170 -4,5373 -4,6029 -4,6347 -4,6527 -4,6723 -4,7044 -4,7480 -4,7777 -4,7521 -4,6397 -4,4344 -4,1542 -3,8367 -3,5319 -3,2839 -3,1085 -2,9862 -2,8777 -2,7482 -2,5896 -2,4237 -2,2869 -2,2152 -2,2354 -2,3531 -2,5441 -2,7584 -2,9400 -3,0483 -3,0688 -3,0098 -2,8943 -2,7555 -2,6310 -2,5483 -2,5114 -2,4993 -2,4786 -2,4224 -2,3239 -2,1917 -2,0333 -1,8545 -1,6747 -1,5322 -1,4677 -1,4959 -1,5887 -1,6858 -1,7289 -1,6896 -1,5737 -1,4067 -1,2122 -1,0005 -0,7748 -0,5434 -0,3217 -0,1237 0,0457 0,1904 0,3157 0,4219 0,5097 0,5902 0,6803 0,7927 0,9372 1,1230 1,3516 1,6111 1,8790 2,1295 2,3405 2,5035 2,6270 2,7274 2,8223 2,9281 3,0570 3,2152 3,4039 3,6185 3,8500 4,0935 4,3553 4,6521 5,0014 5,4097 5,8673 6,3465 6,8039 7,1960 7,5013 7,7284 7,9001 8,0308 8,1197 8,1577 8,1355 8,0479 7,8913 7,6613 7,3544 6,9766 6,5479 6,0999 5,6757 5,3303 5,1115 5,0337 5,0665 5,1488 5,2172 5,2318 5,1858 5,1031 5,0249 4,9907 5,0193 5,1024 5,2111 5,3083 5,3623 5,3615 5,3161 5,2439 5,1630 5,0955 5,0612 5,0645 5,0880 5,0953 5,0440 4,9087 4,6944 4,4335 4,1727 3,9525 3,7856 3,6540 3,5294 3,3915 3,2296 3,0385 2,8235 2,6069 2,4283 2,3377 2,3766 2,5551 2,8416 3,1707 3,4599 3,6350 3,6598 3,5528 3,3777 3,2112 3,1089 3,0902 3,1440 3,2450 3,3668 3,4853 3,5792 3,6348 3,6525 3,6416 3,6141 3,5861 3,5764 3,5944 3,6308 3,6606 3,6539 3,5876 3,4530 3,2582 3,0251 2,7824 2,5554 2,3590 2,2014 2,0883 2,0211 1,9942 1,9978 2,0193 2,0435 2,0518 2,0247 1,9444 1,8027 1,6097 1,3925 1,1837 1,0127 0,8996 0,8394 0,7929 0,7031 0,5252 0,2499 -0,0950 -0,4630 -0,8097 -1,1007 -1,3107 -1,4317 -1,4831 -1,5090 -1,5593 -1,6628 -1,8165 -2,0008 -2,1951 -2,3754 -2,5126 -2,5861 -2,5936 -2,5512 -2,4917 -2,4573 -2,4797 -2,5633 -2,6844 -2,8021 -2,8753 -2,8791 -2,8117 -2,6883 -2,5341 -2,3770 -2,2335 -2,0978 -1,9444 -1,7396 -1,4596 -1,1051 -0,6966 -0,2559 0,1981 0,6394 1,0345 1,3585 1,6078 1,7963 1,9416 2,0551 2,1397 2,1909 2,1977 2,1512 2,0551 1,9266 1,7874 1,6553 1,5361 1,4216 1,2989 1,1616 1,0114 0,8544 0,6972 0,5454 0,4049 0,2806 0,1724 0,0791 0,0052 -0,0425 -0,0683 -0,0931 -0,1452 -0,2476 -0,4100 -0,6267 -0,8766 -1,1337 -1,3801 -1,6125 -1,8391 -2,0735 -2,3281 -2,6069 -2,9022 -3,1972 -3,4768 -3,7408 -4,0048 -4,2921 -4,6221 -4,9976 -5,3977 -5,7869 -6,1344 -6,4234 -6,6449 -6,7908 -6,8605 -6,8758 -6,8846 -6,9417 -7,0812 -7,3018 -7,5720 -7,8432 -8,0624 -8,1868 -8,2013 -8,1320 -8,0376 -7,9808 -8,0040 -8,1203 -8,3136 -8,5460 -8,7792 -8,9975 -9,2186 -9,4809 -9,8164 -10,2244 -10,6651 -11,0807 -11,4265 -11,6822 -11,8433 -11,9107 -11,8909 -11,8015 -11,6705 -11,5241 -11,3717 -11,2006 -10,9864 -10,7090 -10,3683 -9,9905 -9,6202 -9,3049 -9,0818 -8,9727 -8,9771
F7    -2,8464 -2,6253 -2,3855 -2,0994 -1,7479 -1,3357 -0,8917 -0,4557 -0,0626 0,2660 0,5232 0,7154 0,8584 0,9682 1,0511 1,1045 1,1249 1,1050 1,0289 0,8822 0,6704 0,4299 0,2154 0,0726 0,0176 0,0341 0,0809 0,1073 0,0784 -0,0070 -0,1231 -0,2367 -0,3198 -0,3523 -0,3258 -0,2487 -0,1462 -0,0514 0,0086 0,0269 0,0226 0,0331 0,0954 0,2253 0,4106 0,6183 0,8033 0,9172 0,9280 0,8375 0,6800 0,5049 0,3602 0,2817 0,2891 0,3832 0,5461 0,7523 0,9832 1,2269 1,4657 1,6716 1,8184 1,8988 1,9252 1,9170 1,8883 1,8399 1,7580 1,6239 1,4329 1,2147 1,0302 0,9362 0,9526 1,0623 1,2272 1,3994 1,5327 1,5979 1,5901 1,5286 1,4564 1,4303 1,4945 1,6638 1,9249 2,2418 2,5671 2,8597 3,0975 3,2785 3,4152 3,5250 3,6209 3,7044 3,7605 3,7625 3,6891 3,5396 3,3340 3,1083 2,9105 2,7871 2,7607 2,8154 2,8988 2,9459 2,9093 2,7789 2,5795 2,3503 2,1214 1,8999 1,6710 1,4100 1,0981 0,7289 0,3122 -0,1221 -0,5233 -0,8274 -0,9701 -0,9064 -0,6301 -0,1793 0,3813 0,9857 1,5808 2,1314 2,6233 3,0625 3,4669 3,8556 4,2343 4,5869 4,8830 5,1002 5,2407 5,3316 5,4080 5,4991 5,6237 5,7935 6,0080 6,2445 6,4583 6,6001 6,6372 6,5667 6,4151 6,2294 6,0610 5,9436 5,8786 5,8414 5,7965 5,7059 5,5351 5,2656 4,9056 4,4869 4,0524 3,6434 3,2882 2,9965 2,7641 2,5794 2,4269 2,2911 2,1619 2,0345 1,9087 1,7853 1,6606 1,5219 1,3493 1,1219 0,8281 0,4783 0,1030 -0,2665 -0,6113 -0,9234 -1,2016 -1,4513 -1,6828 -1,9073 -2,1297 -2,3449 -2,5432 -2,7173 -2,8644 -2,9894 -3,1042 -3,2194 -3,3404 -3,4719 -3,6179 -3,7801 -3,9614 -4,1613 -4,3651 -4,5409 -4,6564 -4,6989 -4,6867 -4,6657 -4,6844 -4,7649 -4,8893 -5,0100 -5,0758 -5,0532 -4,9310 -4,7175 -4,4356 -4,1124 -3,7736 -3,4469 -3,1658 -2,9579 -2,8276 -2,7593 -2,7333 -2,7316 -2,7341 -2,7224 -2,6889 -2,6367 -2,5766 -2,5205 -2,4681 -2,4003 -2,2923 -2,1349 -1,9462 -1,7657 -1,6298 -1,5492 -1,5132 -1,5069 -1,5114 -1,4997 -1,4547 -1,3908 -1,3479 -1,3616 -1,4430 -1,5785 -1,7386 -1,8919 -2,0149 -2,0927 -2,1197 -2,1051 -2,0654 -2,0125 -1,9488 -1,8763 -1,8059 -1,7474 -1,6916 -1,6129 -1,4905 -1,3203 -1,1139 -0,8952 -0,6999 -0,5617 -0,4911 -0,4656 -0,4382 -0,3641 -0,2352 -0,0904 0,0082 0,0062 -0,1274 -0,3905 -0,7390 -1,0945 -1,3750 -1,5287 -1,5468 -1,4563 -1,3039 -1,1412 -1,0166 -0,9662 -1,0039 -1,1166 -1,2714 -1,4319 -1,5714 -1,6704 -1,7065 -1,6598 -1,5341 -1,3650 -1,1993 -1,0619 -0,9390 -0,7916 -0,5855 -0,3155 -0,0133 0,2664 0,4738 0,5880 0,6196 0,5955 0,5435 0,4896 0,4585 0,4694 0,5255 0,6119 0,7105 0,8175 0,9375 1,0691 1,2071 1,3531 1,5149 1,6986 1,9039 2,1209 2,3312 2,5201 2,6826 2,8151 2,9153 2,9916 3,0664 3,1655 3,3048 3,4830 3,6881 3,9139 4,1664 4,4527 4,7677 5,0959 5,4227 5,7354 6,0150 6,2358 6,3803 6,4525 6,4745 6,4746 6,4775 6,4967 6,5259 6,5416 6,5167 6,4329 6,2849 6,0792 5,8315 5,5603 5,2881 5,0525 4,9010 4,8640 4,9314 5,0559 5,1776 5,2499 5,2529 5,1969 5,1129 5,0368 4,9949 4,9975 5,0362 5,0858 5,1147 5,1014 5,0417 4,9433 4,8265 4,7246 4,6660 4,6530 4,6642 4,6661 4,6239 4,5176 4,3535 4,1628 3,9864 3,8542 3,7662 3,6956 3,6130 3,5067 3,3805 3,2402 3,0912 2,9480 2,8403 2,8057 2,8724 3,0415 3,2846 3,5516 3,7808 3,9150 3,9262 3,8310 3,6842 3,5506 3,4746 3,4681 3,5185 3,6031 3,6955 3,7676 3,7975 3,7791 3,7240 3,6525 3,5865 3,5492 3,5611 3,6240 3,7121 3,7865 3,8224 3,8182 3,7830 3,7257 3,6554 3,5817 3,5071 3,4243 3,3251 3,2116 3,0939 2,9775 2,8587 2,7306 2,5901 2,4396 2,2815 2,1105 1,9138 1,6843 1,4318 1,1856 0,9894 0,8837 0,8750 0,9242 0,9692 0,9591 0,8755 0,7363 0,5799 0,4386 0,3250 0,2384 0,1716 0,1065 0,0127 -0,1437 -0,3793 -0,6805 -1,0163 -1,3544 -1,6589 -1,8901 -2,0214 -2,0541 -2,0157 -1,9517 -1,9122 -1,9302 -2,0068 -2,1161 -2,2182 -2,2775 -2,2789 -2,2296 -2,1449 -2,0398 -1,9275 -1,8122 -1,6812 -1,5107 -1,2809 -0,9893 -0,6514 -0,2842 0,1061 0,5137 0,9168 1,2818 1,5846 1,8271 2,0333 2,2298 2,4285 2,6237 2,7947 2,9111 2,9462 2,8921 2,7628 2,5852 2,3873 2,1924 2,0173 1,8738 1,7653 1,6836 1,6116 1,5295 1,4245 1,2957 1,1487 0,9892 0,8274 0,6840 0,5845 0,5411 0,5434 0,5630 0,5637 0,5138 0,4013 0,2405 0,0593 -0,1227 -0,3055 -0,5059 -0,7458 -1,0360 -1,3712 -1,7384 -2,1219 -2,5049 -2,8736 -3,2200 -3,5407 -3,8375 -4,1136 -4,3655 -4,5824 -4,7573 -4,8932 -4,9956 -5,0670 -5,1144 -5,1607 -5,2430 -5,3925 -5,6129 -5,8769 -6,1421 -6,3689 -6,5284 -6,6065 -6,6106 -6,5740 -6,5453 -6,5662 -6,6541 -6,8017 -6,9816 -7,1564 -7,2971 -7,4004 -7,4891 -7,5981 -7,7558 -7,9669 -8,2070 -8,4402 -8,6457 -8,8244 -8,9857 -9,1350 -9,2672 -9,3674 -9,4183 -9,4074 -9,3262 -9,1682 -8,9317 -8,6254 -8,2716 -7,9039 -7,5572 -7,2565 -7,0160 -6,8433 -6,7378
