Fp1   -0,1390 -0,1409 -0,1844 -0,2072 -0,1454 0,0137 0,2209 0,4360 0,6736 0,9525 1,2408 1,4720 1,5625 1,4163 0,9825 0,3160 -0,4489 -1,1734 -1,7572 -2,1409 -2,3203 -2,3652 -2,3662 -2,3504 -2,2886 -2,1658 -1,9964 -1,7889 -1,5418 -1,2760 -1,0404 -0,8811 -0,8052 -0,7692 -0,7129 -0,6025 -0,4245 -0,1633 0,1867 0,6104 1,0725 1,5111 1,8573 2,0728 2,1707 2,2235 2,3369 2,5850 2,9548 3,3273 3,5299 3,4766 3,2399 2,9461 2,6560 2,3773 2,1047 1,8094 1,4365 0,9390 0,3126 -0,3838 -1,0517 -1,6168 -2,0569 -2,3840 -2,6193 -2,7665 -2,8168 -2,7904 -2,7431 -2,7251 -2,7540 -2,8042 -2,8038 -2,6741 -2,3826 -1,9584 -1,4806 -1,0457 -0,7136 -0,4874 -0,3418 -0,2358 -0,0986 0,1465 0,5207 0,9671 1,3868 1,6947 1,8455 1,8159 1,5973 1,2260 0,7957 0,4024 0,0777 -0,2073 -0,4872 -0,7727 -1,0535 -1,3023 -1,4924 -1,6226 -1,7107 -1,7444 -1,6626 -1,4038 -0,9719 -0,4684 -0,0669 0,0741 -0,1210 -0,6558 -1,4818 -2,4956 -3,5547 -4,5086 -5,2299 -5,6555 -5,7926 -5,6695 -5,3097 -4,7605 -4,1085 -3,4654 -2,9431 -2,6059 -2,4304 -2,3268 -2,1961 -1,9823 -1,6825 -1,3224 -0,9402 -0,5808 -0,2943 -0,1485 -0,2253 -0,5702 -1,1332 -1,7741 -2,3247 -2,6512 -2,7005 -2,5147 -2,1874 -1,7961 -1,3839 -0,9771 -0,5875 -0,2054 0,2006 0,6804 1,2732 1,9706 2,7187 3,4485 4,0954 4,6152 5,0050 5,2899 5,4857 5,5933 5,6059 5,5076 5,2896 4,9776 4,6366 4,3439 4,1459 4,0270 3,9156 3,7291 3,4402 3,1012 2,7826 2,4981 2,2113 1,9084 1,6554 1,5605 1,6585 1,8540 2,0077 2,0580 2,0330 1,9824 1,9389 1,9275 1,9757 2,1089 2,3378 2,6469 2,9990 3,3505 3,6583 3,8789 3,9862 4,0026 4,0032 4,0616 4,1902 4,3530 4,5228 4,7075 4,9296 5,1888 5,4464 5,6500 5,7877 5,9142 6,1025 6,3691 6,6419 6,7884 6,6952 6,3460 5,8167 5,2017 4,5794 4,0256 3,6087 3,3779 3,3675 3,5878 4,0107 4,5679 5,1603 5,6937 6,1367 6,5271 6,9086 7,2647 7,5129 7,5640 7,3983 7,0962 6,7815 6,5332 6,3519 6,1933 6,0204 5,8314 5,6478 5,4909 5,3712 5,2837 5,2137 5,1662 5,1949 5,3669 5,6886 6,0943 6,5107 6,9008 7,2330 7,4382 7,4249 7,1433 6,6283 5,9873 5,3436 4,7775 4,3068 3,9162 3,5941 3,3434 3,1674 3,0540 2,9727 2,8856 2,7534 2,5388 2,2211 1,8182 1,3844 0,9745 0,6054 0,2503 -0,1254 -0,5188 -0,8823 -1,1586 -1,3169 -1,3650 -1,3367 -1,2597 -1,1173 -0,8444 -0,3897 0,2184 0,8760 1,4650 1,9035 2,1624 2,2620 2,2486 2,1592 2,0157 1,8509 1,7064 1,5955 1,4908 1,3505 1,1500 0,9009 0,6346 0,3591 0,0475 -0,3283 -0,7676 -1,2365 -1,6784 -2,0352 -2,2675 -2,3634 -2,3354 -2,2118 -2,0286 -1,8205 -1,6223 -1,4698 -1,3718 -1,2958 -1,1950 -1,0389 -0,8309 -0,6206 -0,4800 -0,4468 -0,4995 -0,5838 -0,6533 -0,6849 -0,6709 -0,6189 -0,5554 -0,5080 -0,4858 -0,4822 -0,4938 -0,5360 -0,6234 -0,7359 -0,8320 -0,9007 -0,9809 -1,1255 -1,3526 -1,6310 -1,8950 -2,0700 -2,1030 -1,9722 -1,6550 -1,1092 -0,3151 0,6772 1,7588 2,8094 3,7441 4,5323 5,1658 5,6015 5,7538 5,5570 5,0262 4,2579 3,3881 2,5451 1,8221 1,2727 0,9118 0,7093 0,5909 0,4696 0,3037 0,1191 -0,0373 -0,1513 -0,2404 -0,3148 -0,3563 -0,3465 -0,3082 -0,3011 -0,3807 -0,5592 -0,7953 -1,0171 -1,1609 -1,1944 -1,1086 -0,8937 -0,5412 -0,0752 0,4297 0,8741 1,1759 1,3040 1,2983 1,2536 1,2580 1,3492 1,5242 1,7514 1,9606 2,0635 2,0061 1,7953 1,4837 1,1399 0,8219 0,5678 0,3957 0,2976 0,2392 0,1812 0,0960 -0,0351 -0,2275 -0,4871 -0,7964 -1,1161 -1,4102 -1,6517 -1,7962 -1,7696 -1,5059 -0,9870 -0,2381 0,6771 1,6344 2,4751 3,0900 3,4548 3,6038 3,6157 3,6032 3,6661 3,8496 4,1366 4,4591 4,7157 4,8002 4,6413 4,2386 3,6598 3,0060 2,3792 1,8653 1,5268 1,4019 1,5099 1,8495 2,3779 2,9862 3,5122 3,8024 3,7742 3,4501 2,9492 2,4177 1,9529 1,5902 1,3354 1,1736 1,0591 0,9370 0,7816 0,5797 0,2981 -0,0970 -0,6181 -1,2611 -1,9991 -2,7698 -3,4946 -4,1201 -4,6451 -5,1184 -5,5997 -6,0969 -6,5349 -6,7950 -6,7989 -6,5642 -6,1775 -5,7231 -5,2426 -4,7480 -4,2583 -3,8108 -3,4269 -3,0738 -2,6592 -2,0706 -1,2502 -0,2460 0,8279 1,8730 2,8306 3,6528 4,2814 4,6586 4,7565 4,5979 4,2482 3,7873 3,2824 2,7707 2,2667 1,7742 1,2845 0,7864 0,2889 -0,1804 -0,5804 -0,8478 -0,9083 -0,7151 -0,2834 0,3032 0,9399 1,5660 2,1677 2,7239 3,1791 3,4675 3,5505 3,4267 3,1196 2,6779 2,1723 1,6540 1,1181 0,5372 -0,0827 -0,7007 -1,2743 -1,7776 -2,2091 -2,5974 -2,9798 -3,3633 -3,7088 -3,9571 -4,0784 -4,1021 -4,0883 -4,0663 -3,9948 -3,7969 -3,4458 -3,0055 -2,5789 -2,2222 -1,9076 -1,5696 -1,1686 -0,7060 -0,2102 0,2790 0,7274 1,1153 1,4257 1,6398 1,7494 1,7724 1,7502 1,7331 1,7515 1,7779 1,7254 1,5030 1,0727 0,4676 -0,2217 -0,8868 -1,4445 -1,8492 -2,0811 -2,1466 -2,0865 -1,9632 -1,8287 -1,7115 -1,6272 -1,5873 -1,5917 -1,6106 -1,5842 -1,4629 -1,2674 -1,1076 -1,1161 -1,3322 -1,6598 -1,9554
Fz    -1,6019 -1,5699 -1,4937 -1,3257 -1,0650 -0,7507 -0,4332 -0,1404 0,1402 0,4323 0,7219 0,9505 1,0419 0,9298 0,6028 0,1351 -0,3590 -0,7918 -1,1118 -1,2975 -1,3692 -1,3836 -1,3826 -1,3521 -1,2568 -1,1010 -0,9223 -0,7440 -0,5604 -0,3634 -0,1693 -0,0118 0,0890 0,1334 0,1174 0,0408 -0,0483 -0,0562 0,0880 0,3846 0,7714 1,1529 1,4419 1,5997 1,6479 1,6665 1,7625 1,9898 2,2918 2,5296 2,5802 2,4411 2,2305 2,0649 1,9709 1,9200 1,8817 1,8169 1,6591 1,3351 0,8165 0,1648 -0,4906 -1,0352 -1,4209 -1,6545 -1,7677 -1,7909 -1,7435 -1,6481 -1,5370 -1,4402 -1,3723 -1,3172 -1,2165 -1,0010 -0,6507 -0,2189 0,1979 0,5157 0,7009 0,7605 0,7198 0,6292 0,5748 0,6354 0,8253 1,0935 1,3609 1,5614 1,6693 1,6897 1,6292 1,4889 1,2765 1,0105 0,7102 0,3825 0,0296 -0,3329 -0,6720 -0,9424 -1,0999 -1,1293 -1,0585 -0,9349 -0,7899 -0,6302 -0,4544 -0,2817 -0,1682 -0,1756 -0,3391 -0,6729 -1,1675 -1,7725 -2,4054 -2,9722 -3,3882 -3,6164 -3,6790 -3,6157 -3,4497 -3,1953 -2,8791 -2,5572 -2,3006 -2,1460 -2,0688 -2,0063 -1,9010 -1,7312 -1,5075 -1,2462 -0,9655 -0,7000 -0,4956 -0,3914 -0,4142 -0,5713 -0,8378 -1,1542 -1,4447 -1,6492 -1,7534 -1,7892 -1,7871 -1,7346 -1,6061 -1,4099 -1,1800 -0,9390 -0,6824 -0,3865 -0,0314 0,3799 0,8251 1,2815 1,7323 2,1645 2,5659 2,9096 3,1516 3,2560 3,2111 3,0313 2,7595 2,4584 2,1856 1,9705 1,8081 1,6669 1,5063 1,3035 1,0761 0,8746 0,7415 0,6797 0,6552 0,6360 0,6330 0,6864 0,7940 0,8765 0,8464 0,6928 0,4757 0,2622 0,0926 -0,0059 0,0022 0,1545 0,4597 0,8753 1,3160 1,6907 1,9351 2,0160 1,9323 1,7328 1,5185 1,3872 1,3707 1,4421 1,5660 1,7248 1,9138 2,1280 2,3554 2,5797 2,7920 2,9996 3,2101 3,4029 3,5223 3,5036 3,3209 3,0132 2,6537 2,2993 1,9868 1,7586 1,6651 1,7474 2,0236 2,4718 3,0163 3,5419 3,9385 4,1554 4,2244 4,2283 4,2436 4,2956 4,3457 4,3333 4,2448 4,1360 4,0895 4,1538 4,3163 4,5120 4,6583 4,6891 4,5755 4,3382 4,0474 3,7857 3,6033 3,5197 3,5596 3,7491 4,0661 4,4290 4,7470 4,9715 5,0993 5,1346 5,0571 4,8430 4,5089 4,1164 3,7331 3,4001 3,1311 2,9230 2,7668 2,6582 2,6047 2,6194 2,7009 2,8165 2,9061 2,9054 2,7717 2,5017 2,1356 1,7377 1,3609 1,0207 0,7055 0,4076 0,1338 -0,1077 -0,3183 -0,5017 -0,6535 -0,7598 -0,7946 -0,7189 -0,5036 -0,1647 0,2344 0,6181 0,9255 1,1210 1,2000 1,1812 1,0823 0,9164 0,7100 0,4995 0,3037 0,1149 -0,0881 -0,3185 -0,5545 -0,7419 -0,8467 -0,8896 -0,9210 -0,9765 -1,0564 -1,1294 -1,1540 -1,1060 -0,9919 -0,8353 -0,6542 -0,4494 -0,2132 0,0488 0,3025 0,5029 0,6303 0,7101 0,7925 0,9066 1,0356 1,1380 1,1898 1,2039 1,2140 1,2427 1,2883 1,3446 1,4134 1,4843 1,5258 1,5102 1,4300 1,2914 1,1087 0,9126 0,7558 0,6849 0,6967 0,7331 0,7216 0,6204 0,4327 0,1939 -0,0437 -0,2282 -0,3199 -0,2804 -0,0670 0,3388 0,9052 1,5601 2,2214 2,8278 3,3544 3,7933 4,1171 4,2701 4,1975 3,8860 3,3814 2,7738 2,1609 1,6176 1,1944 0,9214 0,7947 0,7633 0,7491 0,6978 0,6101 0,5161 0,4394 0,3899 0,3747 0,4006 0,4524 0,4786 0,4197 0,2529 0,0088 -0,2515 -0,4701 -0,6095 -0,6533 -0,5974 -0,4417 -0,1918 0,1303 0,4814 0,8067 1,0586 1,2105 1,2727 1,2886 1,3003 1,3274 1,3807 1,4608 1,5340 1,5413 1,4490 1,2767 1,0744 0,8862 0,7366 0,6367 0,5874 0,5738 0,5695 0,5547 0,5209 0,4584 0,3523 0,1920 -0,0156 -0,2382 -0,4305 -0,5576 -0,5961 -0,5192 -0,3005 0,0686 0,5767 1,1817 1,7885 2,2735 2,5551 2,6286 2,5546 2,4377 2,3913 2,4843 2,7172 3,0421 3,3929 3,6953 3,8734 3,8721 3,6813 3,3389 2,9222 2,5295 2,2448 2,1041 2,1011 2,2214 2,4590 2,7967 3,1767 3,5044 3,6899 3,6847 3,4958 3,1809 2,8225 2,4924 2,2395 2,0975 2,0779 2,1551 2,2788 2,4028 2,4801 2,4431 2,2264 1,8099 1,2316 0,5646 -0,1145 -0,7440 -1,2849 -1,7285 -2,0873 -2,3672 -2,5513 -2,6071 -2,5109 -2,2721 -1,9339 -1,5465 -1,1456 -0,7513 -0,3778 -0,0396 0,2507 0,4940 0,7171 0,9792 1,3545 1,8889 2,5639 3,3132 4,0693 4,7755 5,3687 5,7744 5,9313 5,8314 5,5289 5,1060 4,6365 4,1632 3,6932 3,2265 2,7777 2,3566 1,9582 1,5865 1,2620 1,0143 0,8861 0,9235 1,1514 1,5589 2,0912 2,6595 3,1771 3,5884 3,8741 4,0366 4,0805 4,0097 3,8350 3,5755 3,2516 2,8761 2,4493 1,9632 1,4141 0,8263 0,2549 -0,2400 -0,6166 -0,8631 -1,0044 -1,0922 -1,1811 -1,3000 -1,4457 -1,6146 -1,8234 -2,0880 -2,3975 -2,7005 -2,9102 -2,9612 -2,8661 -2,6988 -2,5211 -2,3308 -2,0813 -1,7360 -1,2980 -0,7999 -0,2760 0,2651 0,8314 1,4108 1,9533 2,3936 2,6855 2,8249 2,8451 2,7796 2,6314 2,3920 2,0716 1,6951 1,2958 0,9181 0,5970 0,3334 0,1155 -0,0414 -0,0902 0,0100 0,2521 0,5776 0,9070 1,1697 1,3259 1,3902 1,4283 1,5152 1,6904 1,9296 2,1366 2,1825 1,9931 1,6007 1,1048
F3    -1,8437 -1,8305 -1,7227 -1,4889 -1,1399 -0,7449 -0,4020 -0,1586 0,0435 0,3077 0,6762 1,0942 1,4247 1,4987 1,2316 0,7081 0,1142 -0,3982 -0,7605 -0,9549 -1,0047 -0,9827 -0,9559 -0,9243 -0,8615 -0,7820 -0,7165 -0,6568 -0,5781 -0,4904 -0,4458 -0,4956 -0,6351 -0,7974 -0,9091 -0,9261 -0,8152 -0,5456 -0,1166 0,4280 1,0013 1,4833 1,7772 1,8669 1,8100 1,7130 1,6977 1,8313 2,0755 2,3010 2,3649 2,2290 1,9966 1,7937 1,6600 1,5743 1,5094 1,4338 1,3051 1,0851 0,7617 0,3700 -0,0256 -0,3876 -0,7079 -0,9683 -1,1353 -1,1798 -1,1005 -0,9423 -0,7712 -0,6285 -0,5219 -0,4355 -0,3269 -0,1463 0,1188 0,4341 0,7402 0,9758 1,1062 1,1377 1,1018 1,0424 1,0203 1,0930 1,2769 1,5336 1,7892 1,9799 2,0866 2,1140 2,0557 1,9025 1,6744 1,4158 1,1513 0,8667 0,5474 0,2162 -0,0750 -0,2705 -0,3344 -0,2748 -0,1432 0,0024 0,1327 0,2498 0,3755 0,5188 0,6365 0,6472 0,4798 0,1014 -0,4700 -1,1683 -1,8983 -2,5460 -3,0020 -3,2104 -3,1832 -2,9553 -2,5522 -2,0064 -1,3824 -0,7874 -0,3548 -0,1822 -0,2659 -0,4994 -0,7363 -0,8700 -0,8617 -0,7193 -0,4822 -0,2171 0,0035 0,1209 0,0903 -0,1081 -0,4384 -0,8079 -1,1129 -1,2840 -1,3059 -1,2079 -1,0236 -0,7593 -0,4222 -0,0570 0,2698 0,5137 0,6812 0,8266 1,0083 1,2502 1,5505 1,9047 2,2975 2,6966 3,0723 3,3973 3,6340 3,7542 3,7556 3,6466 3,4454 3,1929 2,9427 2,7359 2,5840 2,4625 2,3217 2,1226 1,8782 1,6529 1,5116 1,4717 1,5009 1,5559 1,6315 1,7553 1,9144 2,0130 1,9460 1,7016 1,3626 1,0293 0,7730 0,6400 0,6658 0,8728 1,2532 1,7531 2,2787 2,7306 3,0396 3,1665 3,0962 2,8685 2,5992 2,4187 2,3826 2,4668 2,6174 2,7893 2,9635 3,1454 3,3423 3,5504 3,7727 4,0317 4,3426 4,6776 4,9596 5,0924 5,0210 4,7740 4,4291 4,0431 3,6509 3,3143 3,1232 3,1499 3,4209 3,9159 4,5644 5,2426 5,7941 6,1006 6,1610 6,0970 6,0635 6,1381 6,2827 6,3974 6,4191 6,3793 6,3674 6,4394 6,5648 6,6537 6,6317 6,4831 6,2369 5,9376 5,6289 5,3441 5,1052 4,9374 4,8842 4,9882 5,2387 5,5624 5,8769 6,1386 6,3365 6,4500 6,4290 6,2285 5,8598 5,3969 4,9284 4,5061 4,1420 3,8370 3,5960 3,4257 3,3342 3,3307 3,4054 3,5113 3,5713 3,5080 3,2839 2,9277 2,5181 2,1320 1,8017 1,5100 1,2237 0,9363 0,6726 0,4600 0,3101 0,2221 0,1898 0,2099 0,2944 0,4736 0,7652 1,1280 1,4756 1,7458 1,9279 2,0288 2,0578 2,0348 1,9756 1,8813 1,7565 1,6179 1,4725 1,3084 1,1145 0,9013 0,7065 0,5775 0,5349 0,5540 0,5847 0,5874 0,5541 0,5030 0,4482 0,3901 0,3366 0,3157 0,3559 0,4708 0,6603 0,9063 1,1681 1,4034 1,5942 1,7529 1,9086 2,0782 2,2448 2,3705 2,4331 2,4450 2,4315 2,4006 2,3499 2,3037 2,3030 2,3571 2,4334 2,4868 2,4799 2,3900 2,2201 2,0131 1,8429 1,7672 1,7795 1,8109 1,7796 1,6425 1,4115 1,1378 0,8842 0,7014 0,6241 0,6916 0,9522 1,4249 2,0655 2,7804 3,4696 4,0682 4,5580 4,9404 5,1996 5,2963 5,1946 4,8942 4,4398 3,9039 3,3646 2,8923 2,5422 2,3393 2,2618 2,2420 2,1992 2,0895 1,9266 1,7515 1,5988 1,4897 1,4425 1,4763 1,5871 1,7291 1,8403 1,8811 1,8500 1,7747 1,6934 1,6377 1,6264 1,6713 1,7846 1,9728 2,2219 2,4928 2,7326 2,8950 2,9565 2,9238 2,8237 2,6784 2,4981 2,3092 2,1581 2,0661 2,0046 1,9311 1,8277 1,7012 1,5659 1,4346 1,3217 1,2442 1,2093 1,2036 1,2039 1,1932 1,1601 1,0895 0,9674 0,7983 0,6083 0,4277 0,2870 0,2286 0,3035 0,5466 0,9578 1,5093 2,1487 2,7831 3,3003 3,6315 3,7782 3,7879 3,7365 3,7189 3,8132 4,0423 4,3703 4,7217 5,0025 5,1290 5,0629 4,8287 4,4961 4,1533 3,8824 3,7371 3,7347 3,8696 4,1300 4,5016 4,9544 5,4192 5,7860 5,9414 5,8184 5,4330 4,8891 4,3228 3,8308 3,4552 3,2104 3,0954 3,0844 3,1335 3,2028 3,2524 3,2287 3,0822 2,7945 2,3793 1,8708 1,3211 0,7964 0,3500 -0,0024 -0,2786 -0,5038 -0,6823 -0,7823 -0,7559 -0,5818 -0,2879 0,0699 0,4436 0,8143 1,1854 1,5543 1,8970 2,1839 2,4089 2,6112 2,8720 3,2576 3,7585 4,3092 4,8573 5,3825 5,8564 6,2194 6,4045 6,3797 6,1637 5,8092 5,3802 4,9290 4,4779 4,0314 3,6041 3,2179 2,8885 2,6283 2,4447 2,3433 2,3513 2,5153 2,8599 3,3505 3,8937 4,3926 4,8097 5,1607 5,4545 5,6654 5,7626 5,7430 5,6233 5,4176 5,1449 4,8364 4,5133 4,1646 3,7656 3,3162 2,8499 2,4115 2,0374 1,7435 1,5147 1,3120 1,1010 0,8762 0,6610 0,4733 0,2946 0,0867 -0,1726 -0,4672 -0,7370 -0,9174 -0,9884 -0,9707 -0,8842 -0,7197 -0,4553 -0,0954 0,3192 0,7310 1,0990 1,4285 1,7633 2,1365 2,5332 2,9010 3,1828 3,3400 3,3699 3,3064 3,1870 3,0233 2,8002 2,4936 2,1013 1,6633 1,2431 0,8916 0,6404 0,5172 0,5482 0,7385 1,0553 1,4329 1,7960 2,0765 2,2339 2,2879 2,3201 2,4214 2,6379 2,9433 3,2292 3,3411 3,1785 2,7732 2,2516
F7    0,2891 -0,2573 -0,9924 -1,7286 -2,2751 -2,4973 -2,3522 -1,9090 -1,3504 -0,9032 -0,6999 -0,6681 -0,5756 -0,2405 0,2898 0,7734 0,9878 0,8990 0,6171 0,2472 -0,1527 -0,5365 -0,8667 -1,1016 -1,1584 -0,9577 -0,5445 -0,0995 0,2223 0,4234 0,6194 0,8827 1,1386 1,2444 1,1430 0,8837 0,5528 0,2245 -0,0698 -0,3263 -0,4985 -0,4844 -0,2197 0,2469 0,7941 1,3168 1,7791 2,2098 2,6413 3,0395 3,2941 3,2881 2,9889 2,4748 1,8831 1,3445 0,9392 0,6687 0,4447 0,1413 -0,3096 -0,8605 -1,3610 -1,6358 -1,5952 -1,2839 -0,8356 -0,3847 0,0005 0,3055 0,5046 0,5481 0,4305 0,2374 0,0880 0,0508 0,1309 0,2948 0,4904 0,6724 0,8255 0,9561 1,0734 1,1976 1,3748 1,6482 2,0006 2,3384 2,5543 2,6101 2,5424 2,4014 2,2205 2,0416 1,9145 1,8485 1,7938 1,6805 1,4542 1,0914 0,6195 0,1129 -0,3418 -0,6667 -0,7895 -0,6446 -0,1972 0,5119 1,3401 2,0833 2,5796 2,7840 2,7420 2,5081 2,1056 1,5484 0,8640 0,0999 -0,6738 -1,3870 -1,9911 -2,4456 -2,7176 -2,8039 -2,7175 -2,4481 -1,9580 -1,2402 -0,3920 0,3893 0,9195 1,1327 1,0815 0,8771 0,6519 0,5341 0,5949 0,7995 1,0241 1,1407 1,0904 0,8909 0,6030 0,2937 0,0100 -0,2287 -0,4212 -0,5648 -0,6401 -0,6069 -0,4165 -0,0441 0,4849 1,1110 1,7770 2,4347 3,0251 3,4798 3,7531 3,8502 3,8393 3,8299 3,8943 3,9962 4,0183 3,8528 3,4656 2,9210 2,3622 1,9499 1,7928 1,8981 2,1631 2,4283 2,5689 2,5483 2,3925 2,1349 1,8047 1,4649 1,2227 1,1744 1,3359 1,6333 1,9605 2,2396 2,4334 2,5312 2,5370 2,4579 2,3010 2,0888 1,8682 1,6978 1,6231 1,6518 1,7614 1,9505 2,2707 2,7600 3,3426 3,8382 4,0777 4,0097 3,7260 3,3925 3,1346 2,9801 2,8897 2,8058 2,6849 2,5298 2,3885 2,3065 2,2775 2,2341 2,0866 1,8009 1,4539 1,1946 1,1248 1,2092 1,3116 1,3209 1,2230 1,0695 0,9389 0,9326 1,1573 1,6765 2,4401 3,2526 3,8760 4,1863 4,2101 4,0566 3,8453 3,6466 3,4602 3,2694 3,1170 3,0865 3,2051 3,4057 3,5844 3,6785 3,7086 3,7413 3,8084 3,8946 3,9941 4,1265 4,3031 4,5174 4,7655 5,0364 5,2780 5,4042 5,3425 5,0670 4,6053 4,0342 3,4513 2,9286 2,4863 2,1155 1,8113 1,5739 1,3874 1,2212 1,0564 0,8962 0,7648 0,7100 0,7695 0,9184 1,0735 1,1512 1,1038 0,9127 0,5782 0,1397 -0,3186 -0,7127 -1,0029 -1,1992 -1,3469 -1,5014 -1,6846 -1,8589 -1,9348 -1,8051 -1,4265 -0,8914 -0,3657 0,0405 0,3010 0,4205 0,4110 0,3021 0,1503 0,0205 -0,0480 -0,0545 -0,0266 -0,0036 -0,0196 -0,1010 -0,2776 -0,5822 -1,0291 -1,5888 -2,1766 -2,6569 -2,8769 -2,7455 -2,3009 -1,6831 -1,0427 -0,4911 -0,0977 0,1154 0,1825 0,1888 0,2352 0,3832 0,6278 0,8998 1,0902 1,1117 0,9519 0,6651 0,3435 0,0905 -0,0348 -0,0670 -0,1014 -0,2079 -0,3810 -0,5464 -0,6056 -0,5085 -0,3035 -0,0964 0,0389 0,0845 0,0406 -0,0967 -0,3199 -0,5992 -0,8962 -1,1778 -1,4100 -1,5615 -1,6209 -1,5812 -1,4123 -1,0851 -0,6193 -0,0905 0,4098 0,8235 1,1487 1,4122 1,6152 1,7192 1,6851 1,5132 1,2410 0,9125 0,5536 0,1756 -0,2030 -0,5475 -0,8111 -0,9481 -0,9446 -0,8365 -0,6780 -0,5154 -0,3971 -0,3652 -0,4222 -0,5245 -0,6125 -0,6489 -0,6399 -0,6235 -0,6335 -0,6746 -0,7278 -0,7644 -0,7551 -0,6760 -0,5154 -0,2911 -0,0637 0,0765 0,0481 -0,1862 -0,5926 -1,0501 -1,3777 -1,4170 -1,1163 -0,5591 0,0722 0,5811 0,8465 0,8506 0,6472 0,3243 -0,0216 -0,3055 -0,4694 -0,5029 -0,4625 -0,4430 -0,5150 -0,6919 -0,9464 -1,2422 -1,5453 -1,8179 -2,0232 -2,1479 -2,2079 -2,2186 -2,1614 -2,0000 -1,7220 -1,3395 -0,8686 -0,3466 0,1566 0,5692 0,8489 0,9924 1,0331 1,0229 1,0095 1,0242 1,0768 1,1578 1,2522 1,3350 1,3600 1,2878 1,1260 0,9210 0,7150 0,5197 0,3271 0,1396 -0,0111 -0,0797 -0,0471 0,0620 0,2044 0,3424 0,4435 0,4796 0,4356 0,3167 0,1458 -0,0542 -0,2685 -0,4886 -0,7166 -0,9614 -1,2186 -1,4704 -1,6923 -1,8509 -1,9241 -1,9257 -1,9000 -1,8995 -1,9621 -2,1041 -2,3329 -2,6585 -3,0751 -3,5318 -3,9341 -4,1813 -4,2085 -4,0156 -3,6651 -3,2433 -2,8225 -2,4520 -2,1584 -1,9357 -1,7361 -1,4847 -1,1250 -0,6571 -0,1250 0,4072 0,8623 1,1589 1,2422 1,1114 0,8135 0,4059 -0,0674 -0,5598 -1,0098 -1,3649 -1,6020 -1,7266 -1,7741 -1,8042 -1,8758 -2,0234 -2,2488 -2,5165 -2,7551 -2,8866 -2,8644 -2,6820 -2,3621 -1,9417 -1,4595 -0,9555 -0,4610 0,0202 0,4931 0,9226 1,2235 1,3141 1,1704 0,8264 0,3455 -0,2089 -0,7892 -1,3518 -1,8465 -2,2322 -2,4934 -2,6454 -2,7396 -2,8466 -3,0203 -3,2741 -3,5671 -3,8079 -3,9033 -3,8274 -3,6372 -3,4006 -3,1215 -2,7646 -2,3348 -1,9078 -1,5903 -1,4443 -1,4490 -1,5380 -1,6477 -1,7325 -1,7709 -1,7661 -1,7340 -1,6982 -1,6892 -1,7335 -1,8367 -1,9679 -2,0506 -1,9924 -1,7518 -1,3813 -1,0093 -0,7714 -0,7400 -0,8966 -1,1515 -1,3892 -1,5230 -1,5292 -1,4430 -1,3329 -1,2718 -1,3047 -1,4306 -1,6094 -1,7827 -1,9149 -2,0393 -2,2272 -2,4938 -2,7700 -2,9721 -3,0601 -3,0239 -2,8634 -2,5927 -2,2317
