Fp1   -1,9028 -2,0297 -2,1800 -2,3196 -2,4249 -2,4804 -2,4712 -2,3812 -2,2034 -1,9543 -1,6790 -1,4357 -1,2627 -1,1538 -1,0609 -0,9237 -0,7000 -0,3873 -0,0268 0,3129 0,5627 0,6725 0,6267 0,4551 0,2293 0,0362 -0,0584 -0,0388 0,0540 0,1500 0,1974 0,1966 0,1984 0,2639 0,4229 0,6651 0,9564 1,2586 1,5482 1,8170 2,0576 2,2557 2,3928 2,4462 2,3964 2,2470 2,0334 1,7986 1,5537 1,2693 0,9108 0,4818 0,0383 -0,3306 -0,5282 -0,4799 -0,1712 0,3341 0,9203 1,4630 1,8561 2,0313 1,9806 1,7643 1,4856 1,2483 1,1192 1,1148 1,2122 1,3758 1,5819 1,8319 2,1483 2,5504 3,0247 3,5148 3,9374 4,2142 4,3066 4,2284 4,0349 3,8032 3,6060 3,4868 3,4518 3,4818 3,5492 3,6273 3,6972 3,7455 3,7615 3,7429 3,6961 3,6182 3,4827 3,2501 2,8953 2,4322 1,9159 1,4219 1,0167 0,7386 0,5844 0,4952 0,3673 0,1145 -0,2706 -0,7168 -1,1188 -1,3850 -1,4810 -1,4484 -1,3743 -1,3375 -1,3702 -1,4563 -1,5608 -1,6627 -1,7554 -1,8298 -1,8726 -1,8679 -1,8001 -1,6683 -1,4967 -1,3251 -1,1868 -1,0909 -1,0185 -0,9381 -0,8296 -0,6985 -0,5678 -0,4537 -0,3496 -0,2354 -0,1034 0,0236 0,1007 0,0922 -0,0005 -0,1375 -0,2660 -0,3419 -0,3374 -0,2529 -0,1246 -0,0078 0,0580 0,0692 0,0511 0,0345 0,0395 0,0781 0,1553 0,2597 0,3607 0,4242 0,4365 0,4243 0,4524 0,5912 0,8847 1,3406 1,9394 2,6454 3,4148 4,2043 4,9793 5,7136 6,3789 6,9326 7,3234 7,5159 7,5061 7,3172 6,9873 6,5542 6,0415 5,4518 4,7772 4,0215 3,2203 2,4418 1,7562 1,1994 0,7665 0,4373 0,1961 0,0250 -0,1128 -0,2739 -0,5156 -0,8655 -1,2930 -1,7093 -2,0058 -2,1087 -2,0148 -1,7899 -1,5333 -1,3347 -1,2491 -1,2960 -1,4695 -1,7486 -2,1095 -2,5284 -2,9759 -3,4155 -3,8110 -4,1313 -4,3449 -4,4245 -4,3622 -4,1732 -3,8826 -3,5205 -3,1270 -2,7527 -2,4483 -2,2525 -2,1756 -2,1855 -2,2191 -2,2314 -2,2338 -2,2732 -2,3801 -2,5498 -2,7631 -3,0026 -3,2465 -3,4615 -3,6157 -3,7083 -3,7732 -3,8463 -3,9321 -4,0052 -4,0290 -3,9665 -3,7849 -3,4654 -3,0165 -2,4913 -1,9891 -1,6168 -1,4227 -1,3674 -1,3555 -1,2944 -1,1331 -0,8581 -0,4724 0,0080 0,5467 1,0890 1,5720 1,9364 2,1367 2,1366 1,9056 1,4369 0,7791 0,0475 -0,6144 -1,1020 -1,3899 -1,5163 -1,5388 -1,5004 -1,4172 -1,2745 -1,0259 -0,6184 -0,0439 0,6368 1,3287 1,9503 2,4439 2,7579 2,8466 2,6935 2,3158 1,7386 0,9813 0,0853 -0,8600 -1,7406 -2,4685 -3,0080 -3,3619 -3,5450 -3,5667 -3,4279 -3,1266 -2,6698 -2,0966 -1,4977 -0,9963 -0,6967 -0,6524 -0,8675 -1,3016 -1,8737 -2,4845 -3,0470 -3,5052 -3,8340 -4,0309 -4,1038 -4,0562 -3,8834 -3,5901 -3,2092 -2,8002 -2,4293 -2,1487 -1,9866 -1,9433 -1,9998 -2,1397 -2,3580 -2,6375 -2,9269 -3,1515 -3,2468 -3,1858 -2,9768 -2,6446 -2,2199 -1,7348 -1,2281 -0,7567 -0,3837 -0,1457 -0,0377 -0,0246 -0,0650 -0,1350 -0,2429 -0,4210 -0,6918 -1,0331 -1,3801 -1,6732 -1,9004 -2,0898 -2,2674 -2,4265 -2,5305 -2,5411 -2,4449 -2,2537 -1,9892 -1,6773 -1,3579 -1,0894 -0,9204 -0,8493 -0,8091 -0,6963 -0,4329 -0,0184 0,4682 0,9149 1,2397 1,4341 1,5480 1,6271 1,6665 1,6148 1,4158 1,0546 0,5748 0,0580 -0,4148 -0,7923 -1,0542 -1,1940 -1,2133 -1,1334 -1,0001 -0,8681 -0,7851 -0,7894 -0,9053 -1,1276 -1,4212 -1,7380 -2,0351 -2,2803 -2,4454 -2,4996 -2,4146 -2,1824 -1,8309 -1,4271 -1,0637 -0,8263 -0,7553 -0,8279 -0,9760 -1,1242 -1,2167 -1,2239 -1,1461 -1,0097 -0,8471 -0,6746 -0,4985 -0,3335 -0,2099 -0,1628 -0,2171 -0,3733 -0,5966 -0,8256 -1,0007 -1,0887 -1,0858 -1,0008 -0,8353 -0,5865 -0,2696 0,0656 0,3388 0,4618 0,3710 0,0631 -0,3912 -0,8800 -1,3075 -1,6265 -1,8288 -1,9225 -1,9203 -1,8409 -1,7031 -1,5196 -1,2969 -1,0384 -0,7509 -0,4620 -0,2262 -0,1032 -0,1280 -0,2910 -0,5325 -0,7670 -0,9309 -1,0077 -1,0123 -0,9606 -0,8608 -0,7207 -0,5460 -0,3386 -0,1105 0,0980 0,2303 0,2510 0,1691 0,0255 -0,1350 -0,2798 -0,3880 -0,4445 -0,4412 -0,3805 -0,2790 -0,1680 -0,0898 -0,0928 -0,2174 -0,4732 -0,8265 -1,2152 -1,5791 -1,8850 -2,1383 -2,3761 -2,6443 -2,9694 -3,3367 -3,6886 -3,9529 -4,0749 -4,0285 -3,8131 -3,4483 -2,9754 -2,4684 -2,0299 -1,7514 -1,6663 -1,7384 -1,8954 -2,0766 -2,2540 -2,4253 -2,6026 -2,8048 -3,0397 -3,2840 -3,4791 -3,5513 -3,4453 -3,1448 -2,6669 -2,0495 -1,3448 -0,6183 0,0507 0,5723 0,8714 0,9317 0,8045 0,5651 0,2666 -0,0662 -0,4144 -0,7497 -1,0338 -1,2254 -1,2941 -1,2467 -1,1400 -1,0502 -1,0222 -1,0425 -1,0563 -1,0080 -0,8770 -0,6877 -0,4918 -0,3419 -0,2755 -0,3092 -0,4383 -0,6420 -0,8921 -1,1698 -1,4725 -1,7879 -2,0665 -2,2448 -2,2945 -2,2446 -2,1626 -2,1194 -2,1624 -2,2970 -2,4826 -2,6565 -2,7782 -2,8582 -2,9472 -3,1006 -3,3517 -3,7008 -4,1114 -4,5234 -4,8890 -5,1969 -5,4562 -5,6648 -5,7924 -5,7863 -5,6016 -5,2426 -4,7743 -4,2852 -3,8400 -3,4713 -3,2007 -3,0474 -3,0153 -3,0827 -3,2111 -3,3608 -3,4945 -3,5699 -3,5434 -3,3934 -3,1287 -2,7696 -2,3324 -1,8365 -1,3221 -0,8608 -0,5451 -0,4469 -0,5633 -0,7993 -1,0213 -1,1402 -1,1458 -1,0683
Fz    -1,8690 -2,1101 -2,4008 -2,7037 -2,9747 -3,1666 -3,2388 -3,1699 -2,9613 -2,6323 -2,2145 -1,7506 -1,2884 -0,8662 -0,4998 -0,1856 0,0857 0,3164 0,4974 0,6165 0,6680 0,6562 0,5917 0,4925 0,3856 0,3006 0,2568 0,2529 0,2737 0,3057 0,3461 0,4048 0,5019 0,6554 0,8649 1,1106 1,3631 1,5920 1,7703 1,8798 1,9172 1,8994 1,8538 1,8011 1,7513 1,7124 1,6946 1,7046 1,7367 1,7724 1,7895 1,7766 1,7458 1,7324 1,7759 1,8925 2,0556 2,2034 2,2713 2,2215 2,0533 1,8016 1,5275 1,3052 1,2041 1,2697 1,5069 1,8773 2,3130 2,7424 3,1120 3,3986 3,6129 3,7905 3,9659 4,1539 4,3483 4,5361 4,7104 4,8731 5,0281 5,1773 5,3199 5,4491 5,5500 5,6049 5,6041 5,5531 5,4721 5,3800 5,2773 5,1542 5,0100 4,8527 4,6823 4,4834 4,2326 3,9141 3,5289 3,0924 2,6288 2,1700 1,7502 1,3843 1,0548 0,7334 0,4120 0,1071 -0,1507 -0,3288 -0,4066 -0,3875 -0,2991 -0,1838 -0,0830 -0,0193 0,0082 0,0155 0,0281 0,0711 0,1540 0,2634 0,3694 0,4400 0,4584 0,4316 0,3811 0,3254 0,2723 0,2235 0,1864 0,1829 0,2431 0,3949 0,6558 1,0274 1,4896 1,9959 2,4793 2,8737 3,1437 3,2947 3,3559 3,3565 3,3146 3,2372 3,1256 2,9801 2,8047 2,6116 2,4246 2,2730 2,1811 2,1653 2,2331 2,3776 2,5790 2,8139 3,0668 3,3393 3,6517 4,0337 4,5113 5,0990 5,7938 6,5726 7,3941 8,2048 8,9472 9,5680 10,0255 10,2938 10,3698 10,2786 10,0645 9,7732 9,4400 9,0880 8,7304 8,3725 8,0114 7,6398 7,2556 6,8691 6,4973 6,1514 5,8313 5,5322 5,2511 4,9888 4,7476 4,5327 4,3541 4,2230 4,1420 4,1019 4,0874 4,0839 4,0738 4,0300 3,9221 3,7333 3,4704 3,1582 2,8252 2,4929 2,1718 1,8655 1,5765 1,3154 1,1067 0,9892 1,0026 1,1652 1,4568 1,8284 2,2260 2,6015 2,9076 3,0985 3,1470 3,0607 2,8841 2,6859 2,5334 2,4592 2,4437 2,4287 2,3549 2,1941 1,9586 1,6884 1,4328 1,2380 1,1323 1,1120 1,1452 1,1976 1,2519 1,3070 1,3658 1,4337 1,5250 1,6669 1,8889 2,2037 2,5973 3,0349 3,4780 3,9005 4,2925 4,6538 4,9864 5,2920 5,5732 5,8288 6,0476 6,2123 6,3073 6,3218 6,2504 6,0951 5,8683 5,5931 5,3000 5,0220 4,7880 4,6152 4,5056 4,4517 4,4457 4,4823 4,5572 4,6696 4,8264 5,0312 5,2636 5,4775 5,6250 5,6805 5,6435 5,5232 5,3277 5,0632 4,7353 4,3474 3,9064 3,4336 2,9640 2,5309 2,1513 1,8251 1,5451 1,3062 1,1072 0,9479 0,8250 0,7337 0,6651 0,5992 0,5089 0,3776 0,2073 0,0079 -0,2118 -0,4418 -0,6641 -0,8545 -0,9915 -1,0649 -1,0793 -1,0474 -0,9752 -0,8559 -0,6844 -0,4739 -0,2593 -0,0855 0,0106 0,0170 -0,0485 -0,1507 -0,2597 -0,3612 -0,4483 -0,5112 -0,5358 -0,5093 -0,4265 -0,2879 -0,0947 0,1532 0,4513 0,7800 1,1006 1,3683 1,5511 1,6422 1,6624 1,6493 1,6315 1,6084 1,5546 1,4423 1,2637 1,0366 0,7903 0,5445 0,3058 0,0810 -0,1121 -0,2465 -0,3000 -0,2689 -0,1692 -0,0239 0,1460 0,3230 0,4908 0,6388 0,7684 0,8975 1,0549 1,2617 1,5157 1,7925 2,0574 2,2774 2,4282 2,4948 2,4676 2,3474 2,1504 1,9059 1,6481 1,4103 1,2188 1,0838 0,9980 0,9453 0,9136 0,8996 0,8986 0,8896 0,8336 0,6877 0,4216 0,0306 -0,4621 -1,0135 -1,5708 -2,0786 -2,4885 -2,7733 -2,9350 -2,9964 -2,9885 -2,9403 -2,8765 -2,8191 -2,7866 -2,7876 -2,8120 -2,8311 -2,8115 -2,7326 -2,5988 -2,4415 -2,3065 -2,2257 -2,1969 -2,1881 -2,1587 -2,0828 -1,9623 -1,8236 -1,7016 -1,6214 -1,5859 -1,5785 -1,5786 -1,5715 -1,5444 -1,4813 -1,3760 -1,2489 -1,1425 -1,0950 -1,1230 -1,2187 -1,3542 -1,4898 -1,5948 -1,6664 -1,7255 -1,7971 -1,8939 -2,0163 -2,1576 -2,3013 -2,4174 -2,4704 -2,4340 -2,2993 -2,0799 -1,8113 -1,5463 -1,3444 -1,2520 -1,2792 -1,3958 -1,5530 -1,7079 -1,8332 -1,9151 -1,9507 -1,9511 -1,9400 -1,9446 -1,9845 -2,0655 -2,1731 -2,2751 -2,3386 -2,3499 -2,3181 -2,2628 -2,1989 -2,1318 -2,0605 -1,9836 -1,9045 -1,8326 -1,7827 -1,7726 -1,8173 -1,9196 -2,0686 -2,2486 -2,4498 -2,6682 -2,8997 -3,1360 -3,3706 -3,6044 -3,8404 -4,0724 -4,2843 -4,4543 -4,5587 -4,5780 -4,5037 -4,3387 -4,1001 -3,8243 -3,5614 -3,3564 -3,2332 -3,1900 -3,2055 -3,2499 -3,2955 -3,3231 -3,3226 -3,2914 -3,2327 -3,1523 -3,0558 -2,9486 -2,8328 -2,7023 -2,5418 -2,3343 -2,0710 -1,7597 -1,4287 -1,1209 -0,8786 -0,7296 -0,6850 -0,7397 -0,8717 -1,0428 -1,2088 -1,3372 -1,4173 -1,4575 -1,4795 -1,5113 -1,5720 -1,6573 -1,7388 -1,7787 -1,7545 -1,6787 -1,5962 -1,5563 -1,5853 -1,6849 -1,8502 -2,0834 -2,3876 -2,7513 -3,1478 -3,5507 -3,9379 -4,2835 -4,5571 -4,7331 -4,7996 -4,7621 -4,6422 -4,4702 -4,2750 -4,0777 -3,8975 -3,7619 -3,7069 -3,7643 -3,9459 -4,2370 -4,6035 -5,0036 -5,3958 -5,7488 -6,0488 -6,2925 -6,4758 -6,5910 -6,6294 -6,5881 -6,4771 -6,3200 -6,1390 -5,9431 -5,7339 -5,5199 -5,3177 -5,1408 -4,9905 -4,8561 -4,7199 -4,5626 -4,3656 -4,1195 -3,8344 -3,5389 -3,2662 -3,0384 -2,8595 -2,7204 -2,6125 -2,5391 -2,5114 -2,5277 -2,5579 -2,5551 -2,4870 -2,3539 -2,1737
F3    -1,4718 -1,6663 -1,9336 -2,2364 -2,5217 -2,7278 -2,8023 -2,7217 -2,4986 -2,1721 -1,7929 -1,4121 -1,0676 -0,7689 -0,5006 -0,2421 0,0143 0,2589 0,4682 0,6178 0,6942 0,6936 0,6209 0,4962 0,3529 0,2245 0,1326 0,0814 0,0633 0,0712 0,1055 0,1754 0,3000 0,4998 0,7777 1,1062 1,4328 1,6987 1,8587 1,8955 1,8255 1,6936 1,5487 1,4176 1,3047 1,2147 1,1636 1,1677 1,2283 1,3318 1,4570 1,5827 1,6958 1,7972 1,8996 2,0137 2,1268 2,1965 2,1727 2,0271 1,7671 1,4335 1,0933 0,8277 0,7123 0,7912 1,0642 1,4878 1,9878 2,4790 2,8889 3,1759 3,3364 3,3978 3,4029 3,3972 3,4190 3,4891 3,6058 3,7541 3,9229 4,1089 4,3062 4,5013 4,6740 4,7994 4,8580 4,8502 4,7970 4,7174 4,6095 4,4612 4,2730 4,0586 3,8285 3,5805 3,3042 2,9899 2,6366 2,2562 1,8739 1,5240 1,2338 0,9974 0,7719 0,5149 0,2207 -0,0848 -0,3652 -0,5892 -0,7389 -0,8141 -0,8292 -0,8072 -0,7703 -0,7248 -0,6523 -0,5220 -0,3124 -0,0272 0,2991 0,6102 0,8444 0,9529 0,9212 0,7805 0,5906 0,4049 0,2502 0,1257 0,0210 -0,0594 -0,0861 -0,0174 0,1830 0,5344 1,0323 1,6399 2,2875 2,8918 3,3867 3,7432 3,9612 4,0489 4,0100 3,8496 3,5894 3,2747 2,9637 2,7076 2,5354 2,4526 2,4522 2,5272 2,6706 2,8665 3,0894 3,3118 3,5182 3,7156 3,9301 4,1960 4,5494 5,0203 5,6175 6,3132 7,0410 7,7160 8,2693 8,6693 8,9132 9,0035 8,9433 8,7488 8,4526 8,0926 7,7053 7,3215 6,9580 6,6088 6,2454 5,8318 5,3500 4,8182 4,2822 3,7884 3,3598 2,9929 2,6723 2,3822 2,1112 1,8586 1,6430 1,4942 1,4306 1,4469 1,5191 1,6124 1,6900 1,7236 1,6995 1,6077 1,4282 1,1387 0,7382 0,2583 -0,2484 -0,7294 -1,1489 -1,4921 -1,7520 -1,9100 -1,9332 -1,7985 -1,5195 -1,1460 -0,7410 -0,3627 -0,0602 0,1267 0,1764 0,0974 -0,0678 -0,2561 -0,4093 -0,5002 -0,5415 -0,5738 -0,6419 -0,7735 -0,9712 -1,2159 -1,4761 -1,7149 -1,9017 -2,0235 -2,0819 -2,0810 -2,0207 -1,9030 -1,7417 -1,5616 -1,3817 -1,1959 -0,9761 -0,6962 -0,3555 0,0166 0,3802 0,7102 1,0032 1,2669 1,5080 1,7321 1,9400 2,1214 2,2564 2,3310 2,3464 2,3111 2,2294 2,0996 1,9242 1,7226 1,5294 1,3803 1,2992 1,2874 1,3234 1,3773 1,4279 1,4655 1,4844 1,4815 1,4610 1,4301 1,3865 1,3218 1,2370 1,1438 1,0527 0,9636 0,8661 0,7476 0,5950 0,3901 0,1157 -0,2252 -0,6000 -0,9595 -1,2639 -1,5025 -1,6913 -1,8581 -2,0284 -2,2195 -2,4355 -2,6643 -2,8886 -3,1044 -3,3185 -3,5249 -3,6993 -3,8204 -3,8886 -3,9233 -3,9441 -3,9559 -3,9504 -3,9167 -3,8521 -3,7635 -3,6550 -3,5183 -3,3415 -3,1236 -2,8824 -2,6550 -2,4868 -2,4068 -2,4089 -2,4639 -2,5474 -2,6470 -2,7497 -2,8364 -2,8877 -2,8895 -2,8333 -2,7109 -2,5136 -2,2351 -1,8775 -1,4610 -1,0302 -0,6460 -0,3656 -0,2223 -0,2122 -0,2968 -0,4295 -0,5820 -0,7489 -0,9345 -1,1369 -1,3416 -1,5335 -1,7146 -1,9028 -2,1094 -2,3219 -2,5089 -2,6385 -2,6929 -2,6682 -2,5669 -2,3962 -2,1710 -1,9155 -1,6578 -1,4237 -1,2255 -1,0509 -0,8692 -0,6538 -0,3991 -0,1223 0,1455 0,3682 0,5074 0,5294 0,4238 0,2133 -0,0635 -0,3720 -0,6804 -0,9526 -1,1510 -1,2529 -1,2600 -1,1933 -1,0833 -0,9667 -0,8871 -0,8893 -1,0049 -1,2437 -1,5934 -2,0213 -2,4833 -2,9376 -3,3522 -3,7044 -3,9776 -4,1596 -4,2433 -4,2336 -4,1502 -4,0205 -3,8691 -3,7089 -3,5416 -3,3602 -3,1490 -2,8895 -2,5766 -2,2331 -1,9113 -1,6768 -1,5791 -1,6293 -1,7986 -2,0277 -2,2489 -2,4174 -2,5281 -2,6041 -2,6693 -2,7289 -2,7732 -2,7936 -2,7863 -2,7391 -2,6248 -2,4220 -2,1456 -1,8500 -1,6004 -1,4442 -1,4012 -1,4591 -1,5770 -1,7130 -1,8584 -2,0388 -2,2791 -2,5702 -2,8717 -3,1395 -3,3430 -3,4618 -3,4792 -3,3831 -3,1706 -2,8557 -2,4762 -2,0948 -1,7857 -1,6082 -1,5779 -1,6609 -1,8017 -1,9576 -2,1068 -2,2322 -2,3142 -2,3435 -2,3302 -2,2997 -2,2826 -2,3041 -2,3695 -2,4571 -2,5290 -2,5558 -2,5352 -2,4898 -2,4484 -2,4273 -2,4250 -2,4277 -2,4240 -2,4170 -2,4232 -2,4598 -2,5307 -2,6251 -2,7299 -2,8425 -2,9743 -3,1392 -3,3393 -3,5600 -3,7823 -4,0033 -4,2393 -4,5078 -4,8082 -5,1143 -5,3808 -5,5653 -5,6495 -5,6367 -5,5393 -5,3755 -5,1718 -4,9577 -4,7557 -4,5794 -4,4346 -4,3173 -4,2111 -4,0926 -3,9417 -3,7517 -3,5355 -3,3201 -3,1334 -2,9916 -2,8978 -2,8483 -2,8328 -2,8239 -2,7775 -2,6531 -2,4390 -2,1622 -1,8753 -1,6334 -1,4762 -1,4213 -1,4643 -1,5789 -1,7215 -1,8486 -1,9361 -1,9882 -2,0322 -2,1043 -2,2310 -2,4157 -2,6328 -2,8308 -2,9541 -2,9814 -2,9429 -2,8931 -2,8705 -2,8853 -2,9372 -3,0346 -3,1911 -3,4082 -3,6715 -3,9641 -4,2727 -4,5778 -4,8504 -5,0585 -5,1775 -5,2017 -5,1470 -5,0416 -4,9120 -4,7764 -4,6506 -4,5572 -4,5283 -4,5964 -4,7784 -5,0642 -5,4209 -5,8084 -6,1895 -6,5344 -6,8204 -7,0323 -7,1650 -7,2243 -7,2161 -7,1386 -6,9896 -6,7754 -6,5053 -6,1886 -5,8471 -5,5226 -5,2585 -5,0756 -4,9689 -4,9230 -4,9205 -4,9391 -4,9489 -4,9227 -4,8539 -4,7590 -4,6618 -4,5802 -4,5256 -4,5045 -4,5187 -4,5666 -4,6434 -4,7276 -4,7680 -4,7016 -4,4968 -4,1794 -3,8108
F7    -1,5757 -1,4689 -1,3404 -1,2281 -1,1621 -1,1415 -1,1416 -1,1379 -1,1227 -1,1048 -1,0977 -1,1062 -1,1180 -1,1068 -1,0484 -0,9303 -0,7462 -0,4956 -0,1926 0,1314 0,4346 0,6627 0,7537 0,6715 0,4412 0,1472 -0,1042 -0,2302 -0,2013 -0,0438 0,1792 0,3930 0,5340 0,5675 0,4998 0,3777 0,2732 0,2575 0,3788 0,6428 0,9999 1,3579 1,6221 1,7376 1,7045 1,5650 1,3776 1,1922 1,0342 0,9082 0,8178 0,7729 0,7783 0,8250 0,8931 0,9591 1,0059 1,0319 1,0464 1,0562 1,0633 1,0726 1,0975 1,1613 1,2839 1,4597 1,6524 1,8163 1,9235 1,9729 1,9797 1,9637 1,9516 1,9750 2,0576 2,2100 2,4394 2,7443 3,1001 3,4566 3,7573 3,9581 4,0368 3,9921 3,8384 3,5992 3,3042 2,9903 2,7035 2,4918 2,3902 2,4050 2,5081 2,6440 2,7457 2,7519 2,6200 2,3377 1,9309 1,4608 1,0089 0,6472 0,4104 0,2903 0,2600 0,2923 0,3580 0,4221 0,4532 0,4357 0,3730 0,2810 0,1761 0,0651 -0,0532 -0,1802 -0,3151 -0,4566 -0,5995 -0,7293 -0,8167 -0,8222 -0,7209 -0,5281 -0,2873 -0,0371 0,1996 0,4067 0,5733 0,7021 0,8082 0,9058 0,9978 1,0851 1,1809 1,3118 1,5065 1,7789 2,1153 2,4789 2,8326 3,1528 3,4216 3,6162 3,7096 3,6830 3,5434 3,3336 3,1196 2,9615 2,8840 2,8683 2,8699 2,8495 2,7923 2,7129 2,6511 2,6543 2,7489 2,9171 3,1038 3,2503 3,3254 3,3308 3,2941 3,2646 3,3005 3,4416 3,6932 4,0309 4,4121 4,7870 5,1044 5,3172 5,3869 5,2867 5,0027 4,5378 3,9182 3,1927 2,4230 1,6739 1,0072 0,4663 0,0606 -0,2341 -0,4621 -0,6801 -0,9449 -1,2932 -1,7289 -2,2247 -2,7249 -3,1581 -3,4674 -3,6399 -3,7085 -3,7312 -3,7664 -3,8619 -4,0463 -4,3121 -4,6070 -4,8635 -5,0470 -5,1726 -5,2834 -5,4166 -5,5846 -5,7723 -5,9478 -6,0797 -6,1539 -6,1777 -6,1714 -6,1522 -6,1148 -6,0280 -5,8664 -5,6514 -5,4542 -5,3611 -5,4327 -5,6763 -6,0404 -6,4391 -6,7975 -7,0885 -7,3252 -7,5169 -7,6390 -7,6485 -7,5209 -7,2717 -6,9530 -6,6322 -6,3731 -6,2180 -6,1722 -6,2074 -6,2858 -6,3778 -6,4650 -6,5391 -6,6009 -6,6554 -6,7056 -6,7474 -6,7586 -6,6947 -6,5112 -6,1949 -5,7736 -5,3067 -4,8711 -4,5431 -4,3758 -4,3843 -4,5505 -4,8392 -5,2025 -5,5796 -5,9149 -6,1756 -6,3548 -6,4684 -6,5533 -6,6511 -6,7844 -6,9436 -7,0945 -7,2007 -7,2382 -7,1936 -7,0630 -6,8627 -6,6377 -6,4494 -6,3497 -6,3629 -6,4899 -6,7290 -7,0863 -7,5587 -8,1085 -8,6612 -9,1262 -9,4255 -9,5221 -9,4342 -9,2280 -8,9891 -8,7868 -8,6506 -8,5761 -8,5485 -8,5581 -8,5978 -8,6596 -8,7415 -8,8518 -8,9965 -9,1688 -9,3563 -9,5498 -9,7395 -9,9082 -10,0340 -10,0994 -10,0882 -9,9846 -9,7893 -9,5362 -9,2789 -9,0600 -8,8941 -8,7692 -8,6607 -8,5516 -8,4452 -8,3579 -8,3028 -8,2764 -8,2565 -8,2099 -8,1055 -7,9236 -7,6643 -7,3584 -7,0580 -6,8105 -6,6380 -6,5364 -6,4889 -6,4815 -6,5102 -6,5802 -6,7020 -6,8790 -7,0890 -7,2841 -7,4151 -7,4521 -7,3846 -7,2189 -6,9848 -6,7352 -6,5276 -6,4015 -6,3713 -6,4320 -6,5625 -6,7228 -6,8585 -6,9155 -6,8624 -6,7072 -6,4881 -6,2447 -6,0030 -5,7836 -5,6125 -5,5202 -5,5389 -5,6887 -5,9474 -6,2342 -6,4426 -6,4990 -6,3944 -6,1645 -5,8506 -5,4809 -5,0831 -4,6972 -4,3678 -4,1268 -3,9858 -3,9376 -3,9665 -4,0592 -4,2084 -4,4102 -4,6642 -4,9701 -5,3142 -5,6601 -5,9559 -6,1520 -6,2192 -6,1532 -5,9639 -5,6713 -5,3167 -4,9679 -4,6964 -4,5406 -4,4859 -4,4729 -4,4269 -4,2934 -4,0685 -3,8004 -3,5563 -3,3843 -3,2987 -3,2896 -3,3440 -3,4601 -3,6445 -3,8940 -4,1807 -4,4582 -4,6818 -4,8202 -4,8549 -4,7834 -4,6247 -4,4077 -4,1497 -3,8487 -3,4942 -3,0867 -2,6563 -2,2686 -2,0001 -1,8992 -1,9669 -2,1710 -2,4662 -2,8008 -3,1208 -3,3792 -3,5445 -3,6051 -3,5708 -3,4660 -3,3177 -3,1531 -3,0024 -2,8928 -2,8387 -2,8385 -2,8794 -2,9438 -3,0153 -3,0824 -3,1370 -3,1690 -3,1634 -3,1003 -2,9578 -2,7192 -2,3842 -1,9753 -1,5368 -1,1247 -0,7924 -0,5824 -0,5162 -0,5857 -0,7638 -1,0285 -1,3712 -1,7794 -2,2141 -2,6088 -2,8945 -3,0302 -3,0262 -2,9476 -2,8798 -2,8798 -2,9605 -3,1048 -3,2762 -3,4292 -3,5353 -3,6098 -3,7034 -3,8662 -4,1144 -4,4208 -4,7367 -5,0266 -5,2813 -5,5002 -5,6726 -5,7834 -5,8286 -5,8238 -5,7974 -5,7701 -5,7296 -5,6290 -5,4248 -5,1234 -4,7911 -4,5154 -4,3545 -4,3119 -4,3415 -4,3706 -4,3352 -4,2094 -4,0081 -3,7661 -3,5185 -3,2935 -3,1120 -2,9847 -2,9085 -2,8692 -2,8455 -2,8151 -2,7591 -2,6619 -2,5106 -2,2944 -2,0140 -1,7017 -1,4246 -1,2537 -1,2300 -1,3622 -1,6421 -2,0500 -2,5416 -3,0401 -3,4553 -3,7187 -3,8058 -3,7371 -3,5630 -3,3412 -3,1245 -2,9559 -2,8593 -2,8329 -2,8600 -2,9247 -3,0151 -3,1229 -3,2457 -3,3839 -3,5373 -3,7064 -3,8914 -4,0892 -4,2921 -4,4932 -4,6906 -4,8840 -5,0687 -5,2374 -5,3850 -5,5101 -5,6119 -5,6902 -5,7482 -5,7861 -5,7935 -5,7547 -5,6634 -5,5320 -5,3872 -5,2589 -5,1744 -5,1582 -5,2241 -5,3698 -5,5804 -5,8285 -6,0685 -6,2421 -6,2940 -6,1856 -5,9094 -5,5077 -5,0763 -4,7307 -4,5577 -4,5847 -4,7801 -5,0686 -5,3525 -5,5432 -5,6017 -5,5505 -5,4422 -5,3180 -5,1914 -5,0542 -4,9008 -4,7461 -4,6192 -4,5414 -4,5130 -4,5155 -4,5235
