Fp1   0,1242 -0,0735 -0,3256 -0,5903 -0,8262 -0,9975 -1,0801 -1,0680 -0,9788 -0,8429 -0,6800 -0,4933 -0,2768 -0,0269 0,2480 0,5264 0,7827 0,9899 1,1194 1,1527 1,0909 0,9498 0,7520 0,5227 0,2873 0,0706 -0,1074 -0,2486 -0,3811 -0,5310 -0,6942 -0,8393 -0,9277 -0,9322 -0,8557 -0,7316 -0,6023 -0,4971 -0,4229 -0,3658 -0,3012 -0,2036 -0,0469 0,1892 0,5031 0,8661 1,2368 1,5795 1,8682 2,0891 2,2443 2,3516 2,4395 2,5336 2,6372 2,7287 2,7771 2,7612 2,6788 2,5472 2,3947 2,2526 2,1504 2,1085 2,1312 2,2055 2,3060 2,4006 2,4590 2,4594 2,3863 2,2357 2,0308 1,8205 1,6555 1,5669 1,5580 1,6038 1,6661 1,7183 1,7618 1,8253 1,9517 2,1763 2,5057 2,9085 3,3266 3,6931 3,9500 4,0634 4,0288 3,8636 3,5996 3,2755 2,9216 2,5553 2,1872 1,8243 1,4702 1,1362 0,8509 0,6569 0,5952 0,6816 0,8942 1,1865 1,5046 1,7944 2,0108 2,1379 2,2022 2,2597 2,3665 2,5615 2,8680 3,2954 3,8378 4,4719 5,1617 5,8760 6,6035 7,3462 8,0999 8,8450 9,5477 10,1700 10,6762 11,0339 11,2212 11,2484 11,1705 11,0797 11,0751 11,2246 11,5393 11,9722 12,4385 12,8456 13,1238 13,2441 13,2223 13,1113 12,9817 12,8922 12,8642 12,8735 12,8655 12,7840 12,5972 12,3126 11,9780 11,6630 11,4339 11,3319 11,3619 11,4952 11,6779 11,8409 11,9173 11,8691 11,7028 11,4637 11,2126 10,9987 10,8472 10,7626 10,7316 10,7200 10,6751 10,5414 10,2900 9,9464 9,5802 9,2624 9,0321 8,8908 8,8062 8,7227 8,5805 8,3412 8,0115 7,6452 7,3172 7,0851 6,9634 6,9152 6,8679 6,7469 6,5091 6,1538 5,7179 5,2670 4,8848 4,6479 4,5818 4,6358 4,7066 4,6914 4,5365 4,2537 3,9060 3,5753 3,3316 3,2133 3,2276 3,3549 3,5493 3,7486 3,8927 3,9334 3,8404 3,6214 3,3273 3,0213 2,7462 2,5207 2,3424 2,1897 2,0336 1,8596 1,6806 1,5252 1,4148 1,3527 1,3288 1,3234 1,3074 1,2495 1,1318 0,9590 0,7594 0,5788 0,4717 0,4864 0,6495 0,9593 1,3894 1,8917 2,4006 2,8498 3,1951 3,4224 3,5402 3,5692 3,5329 3,4422 3,2912 3,0722 2,7945 2,4913 2,2171 2,0332 1,9889 2,1125 2,4098 2,8606 3,4173 4,0130 4,5818 5,0814 5,4972 5,8232 6,0519 6,1779 6,1987 6,1110 5,9149 5,6199 5,2483 4,8362 4,4280 4,0623 3,7605 3,5375 3,4124 3,4021 3,5057 3,6971 3,9291 4,1460 4,3073 4,4127 4,5024 4,6274 4,8171 5,0684 5,3490 5,6059 5,7872 5,8668 5,8516 5,7747 5,6840 5,6289 5,6449 5,7372 5,8754 6,0096 6,0982 6,1258 6,1045 6,0680 6,0590 6,1047 6,1976 6,3030 6,3773 6,3850 6,3156 6,1893 6,0489 5,9511 5,9535 6,0876 6,3371 6,6430 6,9311 7,1447 7,2618 7,2904 7,2603 7,2177 7,2155 7,2960 7,4777 7,7542 8,1003 8,4786 8,8477 9,1778 9,4582 9,6916 9,8922 10,0854 10,2931 10,5181 10,7424 10,9339 11,0593 11,0995 11,0561 10,9544 10,8390 10,7560 10,7330 10,7730 10,8550 10,9367 10,9684 10,9154 10,7802 10,6019 10,4353 10,3289 10,3129 10,3949 10,5621 10,7869 11,0378 11,2908 11,5316 11,7584 11,9876 12,2418 12,5204 12,7860 12,9784 13,0379 12,9226 12,6223 12,1657 11,6123 11,0338 10,4930 10,0298 9,6622 9,3913 9,1973 9,0424 8,8940 8,7469 8,6268 8,5776 8,6414 8,8398 9,1648 9,5812 10,0355 10,4727 10,8545 11,1673 11,4233 11,6498 11,8708 12,0897 12,2823 12,4036 12,4071 12,2690 12,0020 11,6472 11,2603 10,9057 10,6416 10,4922 10,4362 10,4212 10,3855 10,2816 10,0984 9,8739 9,6813 9,5847 9,6041 9,7185 9,8879 10,0618 10,1849 10,2175 10,1481 9,9858 9,7538 9,4935 9,2606 9,1098 9,0783 9,1704 9,3520 9,5646 9,7500 9,8765 9,9561 10,0391 10,1861 10,4390 10,8021 11,2379 11,6784 12,0463 12,2769 12,3391 12,2475 12,0515 11,8075 11,5597 11,3262 11,0906 10,8092 10,4330 9,9334 9,3220 8,6582 8,0339 7,5411 7,2410 7,1489 7,2306 7,4101 7,5933 7,7008 7,6920 7,5717 7,3810 7,1811 7,0336 6,9729 6,9840 7,0072 6,9708 6,8228 6,5491 6,1808 5,7804 5,4095 5,1067 4,8848 4,7334 4,6263 4,5372 4,4545 4,3813 4,3291 4,3158 4,3669 4,5074 4,7422 5,0423 5,3518 5,6155 5,8083 5,9444 6,0573 6,1765 6,3203 6,4940 6,6908 6,8932 7,0769 7,2192 7,3092 7,3546 7,3847 7,4445 7,5771 7,8033 8,1090 8,4464 8,7524 8,9748 9,0915 9,1108 9,0613 8,9837 8,9156 8,8691 8,8204 8,7221 8,5322 8,2373 7,8553 7,4268 7,0075 6,6524 6,3932 6,2273 6,1253 6,0411 5,9280 5,7614 5,5444 5,2916 5,0185 4,7395 4,4633 4,1870 3,8992 3,5892 3,2538 2,8970 2,5292 2,1705 1,8560 1,6266 1,5105 1,5085 1,5881 1,6862 1,7265 1,6446 1,4049 1,0102 0,5039 -0,0466 -0,5801 -1,0609 -1,4818 -1,8560 -2,2023 -2,5292 -2,8333 -3,1081 -3,3445 -3,5288 -3,6521 -3,7232 -3,7744 -3,8601 -4,0378 -4,3400 -4,7547 -5,2235 -5,6550 -5,9606 -6,0942 -6,0631 -5,9098 -5,6907 -5,4634 -5,2753 -5,1523 -5,0924 -5,0646 -5,0171 -4,9013 -4,6999 -4,4393 -4,1807 -3,9972 -3,9397 -4,0113 -4,1669 -4,3272 -4,4028 -4,3303 -4,0973 -3,7385 -3,3162 -2,9040 -2,5629 -2,3154
Fz    0,9478 0,7359 0,4754 0,2005 -0,0559 -0,2604 -0,3826 -0,4047 -0,3332 -0,1941 -0,0134 0,1929 0,4143 0,6398 0,8558 1,0467 1,1974 1,2890 1,3007 1,2229 1,0656 0,8513 0,6078 0,3652 0,1481 -0,0296 -0,1646 -0,2714 -0,3827 -0,5255 -0,6980 -0,8727 -1,0148 -1,0989 -1,1240 -1,1132 -1,0945 -1,0834 -1,0779 -1,0618 -1,0155 -0,9246 -0,7782 -0,5688 -0,2993 0,0136 0,3470 0,6785 0,9882 1,2595 1,4828 1,6611 1,8114 1,9549 2,0975 2,2230 2,3068 2,3351 2,3136 2,2634 2,2095 2,1738 2,1725 2,2124 2,2871 2,3814 2,4795 2,5666 2,6300 2,6577 2,6323 2,5368 2,3743 2,1726 1,9665 1,7865 1,6537 1,5741 1,5398 1,5390 1,5663 1,6302 1,7536 1,9609 2,2574 2,6164 2,9881 3,3186 3,5654 3,7070 3,7409 3,6764 3,5353 3,3489 3,1444 2,9387 2,7431 2,5637 2,4003 2,2534 2,1338 2,0641 2,0678 2,1505 2,2932 2,4635 2,6280 2,7575 2,8336 2,8587 2,8586 2,8691 2,9185 3,0276 3,2191 3,5178 3,9415 4,4891 5,1355 5,8452 6,5927 7,3622 8,1312 8,8634 9,5162 10,0568 10,4705 10,7535 10,9098 10,9649 10,9772 11,0247 11,1765 11,4686 11,8961 12,4177 12,9669 13,4718 13,8771 14,1616 14,3417 14,4617 14,5728 14,7074 14,8638 15,0090 15,0958 15,0880 14,9768 14,7853 14,5602 14,3546 14,2100 14,1473 14,1654 14,2450 14,3512 14,4354 14,4492 14,3654 14,1892 13,9519 13,6945 13,4543 13,2581 13,1193 13,0335 12,9761 12,9078 12,7864 12,5861 12,3162 12,0171 11,7331 11,4893 11,2874 11,1066 10,9103 10,6578 10,3233 9,9142 9,4725 9,0557 8,7111 8,4608 8,2947 8,1738 8,0451 7,8601 7,5890 7,2308 6,8169 6,4064 6,0664 5,8329 5,6871 5,5712 5,4282 5,2288 4,9787 4,7134 4,4837 4,3340 4,2843 4,3307 4,4533 4,6177 4,7802 4,9012 4,9497 4,9013 4,7485 4,5100 4,2183 3,9047 3,5973 3,3181 3,0739 2,8593 2,6728 2,5284 2,4425 2,4144 2,4238 2,4447 2,4523 2,4215 2,3313 2,1739 1,9613 1,7282 1,5295 1,4275 1,4713 1,6807 2,0435 2,5253 3,0767 3,6370 4,1413 4,5368 4,7923 4,9002 4,8750 4,7482 4,5513 4,3027 4,0136 3,7039 3,4084 3,1749 3,0520 3,0723 3,2463 3,5678 4,0167 4,5570 5,1388 5,7107 6,2387 6,7088 7,1098 7,4223 7,6242 7,6961 7,6283 7,4284 7,1220 6,7456 6,3382 5,9348 5,5571 5,2117 4,9068 4,6608 4,4913 4,4043 4,3944 4,4468 4,5352 4,6322 4,7295 4,8431 4,9970 5,2062 5,4717 5,7765 6,0821 6,3392 6,5085 6,5730 6,5395 6,4345 6,2964 6,1660 6,0742 6,0307 6,0238 6,0362 6,0594 6,0953 6,1524 6,2399 6,3572 6,4869 6,6026 6,6826 6,7193 6,7257 6,7314 6,7694 6,8720 7,0667 7,3580 7,7124 8,0675 8,3633 8,5710 8,6951 8,7522 8,7564 8,7244 8,6843 8,6705 8,7101 8,8171 8,9946 9,2370 9,5308 9,8577 10,1976 10,5281 10,8302 11,1002 11,3460 11,5725 11,7747 11,9403 12,0540 12,1055 12,0929 12,0266 11,9310 11,8366 11,7689 11,7422 11,7523 11,7739 11,7729 11,7236 11,6220 11,4869 11,3485 11,2394 11,1884 11,2172 11,3382 11,5514 11,8457 12,1998 12,5806 12,9541 13,3063 13,6435 13,9661 14,2508 14,4565 14,5386 14,4598 14,2017 13,7731 13,2079 12,5532 11,8588 11,1724 10,5412 10,0089 9,5982 9,3002 9,0895 8,9499 8,8838 8,9073 9,0370 9,2797 9,6276 10,0577 10,5353 11,0207 11,4812 11,8999 12,2777 12,6238 12,9423 13,2254 13,4539 13,6011 13,6395 13,5539 13,3525 13,0666 12,7414 12,4270 12,1628 11,9591 11,7963 11,6408 11,4571 11,2173 10,9159 10,5850 10,2876 10,0825 9,9928 10,0074 10,0958 10,2161 10,3261 10,4031 10,4460 10,4570 10,4345 10,3864 10,3388 10,3274 10,3791 10,4977 10,6598 10,8273 10,9647 11,0530 11,1004 11,1416 11,2214 11,3741 11,6119 11,9200 12,2593 12,5736 12,8029 12,9070 12,8865 12,7762 12,6184 12,4465 12,2778 12,1080 11,9099 11,6415 11,2655 10,7742 10,2041 9,6296 9,1356 8,7875 8,6134 8,6001 8,7001 8,8449 8,9618 8,9961 8,9301 8,7869 8,6177 8,4818 8,4225 8,4427 8,5005 8,5325 8,4829 8,3223 8,0573 7,7244 7,3671 7,0204 6,7073 6,4385 6,2145 6,0306 5,8799 5,7521 5,6346 5,5235 5,4328 5,3879 5,4065 5,4831 5,5895 5,6922 5,7743 5,8444 5,9224 6,0229 6,1515 6,3078 6,4884 6,6890 6,8997 7,1041 7,2882 7,4531 7,6191 7,8140 8,0544 8,3379 8,6484 8,9623 9,2541 9,5048 9,7094 9,8728 10,0016 10,1056 10,2006 10,2938 10,3702 10,4003 10,3628 10,2563 10,0919 9,8843 9,6530 9,4210 9,2043 9,0050 8,8130 8,6109 8,3837 8,1355 7,8894 7,6690 7,4853 7,3347 7,1995 7,0534 6,8730 6,6497 6,3917 6,1139 5,8293 5,5514 5,2976 5,0828 4,9116 4,7778 4,6649 4,5412 4,3635 4,0944 3,7150 3,2297 2,6658 2,0656 1,4716 0,9150 0,4090 -0,0480 -0,4635 -0,8382 -1,1642 -1,4377 -1,6675 -1,8738 -2,0816 -2,3151 -2,5960 -2,9480 -3,3899 -3,9198 -4,5061 -5,0890 -5,5926 -5,9529 -6,1466 -6,1940 -6,1388 -6,0288 -5,9058 -5,7979 -5,7140 -5,6437 -5,5599 -5,4294 -5,2298 -4,9648 -4,6651 -4,3793 -4,1607 -4,0479 -4,0486 -4,1373 -4,2613 -4,3513 -4,3473 -4,2252 -4,0023 -3,7218 -3,4322 -3,1678 -2,9380
F3    0,3517 0,0459 -0,2720 -0,5627 -0,7959 -0,9513 -1,0173 -0,9904 -0,8784 -0,6971 -0,4579 -0,1667 0,1661 0,5203 0,8672 1,1750 1,4133 1,5538 1,5782 1,4935 1,3315 1,1300 0,9172 0,7079 0,5072 0,3191 0,1476 -0,0151 -0,1921 -0,4006 -0,6317 -0,8538 -1,0300 -1,1357 -1,1713 -1,1578 -1,1174 -1,0612 -0,9882 -0,8901 -0,7613 -0,6026 -0,4128 -0,1840 0,0895 0,4001 0,7279 1,0479 1,3350 1,5696 1,7428 1,8565 1,9226 1,9568 1,9653 1,9412 1,8774 1,7769 1,6535 1,5301 1,4332 1,3867 1,4066 1,4927 1,6245 1,7722 1,9099 2,0162 2,0728 2,0664 1,9884 1,8391 1,6383 1,4246 1,2351 1,0897 0,9864 0,9053 0,8262 0,7465 0,6838 0,6718 0,7506 0,9497 1,2704 1,6807 2,1271 2,5515 2,9059 3,1625 3,3150 3,3702 3,3412 3,2442 3,0927 2,8955 2,6591 2,3915 2,1062 1,8277 1,5941 1,4489 1,4208 1,5027 1,6552 1,8335 2,0051 2,1454 2,2334 2,2644 2,2622 2,2712 2,3340 2,4788 2,7223 3,0752 3,5429 4,1197 4,7858 5,5168 6,2931 7,0960 7,8982 8,6596 9,3310 9,8683 10,2462 10,4618 10,5352 10,5158 10,4823 10,5239 10,7101 11,0680 11,5768 12,1750 12,7764 13,2927 13,6604 13,8595 13,9178 13,8979 13,8721 13,8894 13,9548 14,0317 14,0647 14,0098 13,8550 13,6243 13,3672 13,1382 12,9808 12,9190 12,9553 13,0710 13,2275 13,3728 13,4578 13,4526 13,3513 13,1659 12,9209 12,6488 12,3835 12,1505 11,9574 11,7896 11,6182 11,4128 11,1583 10,8712 10,5918 10,3538 10,1631 10,0000 9,8324 9,6281 9,3637 9,0332 8,6554 8,2719 7,9321 7,6750 7,5152 7,4341 7,3827 7,2996 7,1348 6,8674 6,5115 6,1120 5,7334 5,4388 5,2581 5,1695 5,1114 5,0169 4,8431 4,5877 4,2878 4,0052 3,8001 3,7061 3,7255 3,8342 3,9860 4,1266 4,2138 4,2234 4,1472 3,9958 3,7974 3,5801 3,3589 3,1409 2,9293 2,7204 2,5063 2,2916 2,1038 1,9769 1,9229 1,9241 1,9489 1,9679 1,9558 1,8924 1,7709 1,6052 1,4304 1,2963 1,2533 1,3353 1,5501 1,8821 2,3011 2,7639 3,2166 3,6060 3,8964 4,0731 4,1358 4,0948 3,9706 3,7833 3,5437 3,2602 2,9509 2,6497 2,4072 2,2783 2,2988 2,4762 2,7975 3,2379 3,7627 4,3257 4,8765 5,3794 5,8212 6,1948 6,4857 6,6733 6,7362 6,6595 6,4473 6,1283 5,7462 5,3468 4,9710 4,6446 4,3739 4,1600 4,0136 3,9492 3,9735 4,0824 4,2605 4,4755 4,6865 4,8684 5,0262 5,1826 5,3570 5,5547 5,7653 5,9638 6,1213 6,2195 6,2552 6,2381 6,1873 6,1275 6,0876 6,0915 6,1426 6,2195 6,2936 6,3511 6,3991 6,4596 6,5546 6,6849 6,8215 6,9203 6,9444 6,8799 6,7460 6,5908 6,4751 6,4591 6,5868 6,8626 7,2405 7,6429 7,9980 8,2688 8,4521 8,5555 8,5854 8,5556 8,4940 8,4342 8,4070 8,4393 8,5509 8,7424 8,9927 9,2712 9,5536 9,8244 10,0771 10,3168 10,5556 10,7996 11,0396 11,2534 11,4185 11,5272 11,5875 11,6167 11,6375 11,6693 11,7195 11,7794 11,8245 11,8209 11,7398 11,5725 11,3381 11,0789 10,8477 10,6885 10,6232 10,6522 10,7668 10,9560 11,2091 11,5147 11,8557 12,2114 12,5700 12,9307 13,2836 13,5959 13,8183 13,9035 13,8216 13,5711 13,1774 12,6804 12,1203 11,5338 10,9564 10,4266 9,9811 9,6372 9,3804 9,1781 9,0062 8,8696 8,7994 8,8302 8,9790 9,2432 9,6096 10,0546 10,5452 11,0453 11,5287 11,9860 12,4179 12,8227 13,1861 13,4801 13,6654 13,7003 13,5595 13,2521 12,8228 12,3389 11,8775 11,5048 11,2499 11,0951 10,9920 10,8823 10,7193 10,4924 10,2394 10,0262 9,9027 9,8779 9,9306 10,0300 10,1431 10,2403 10,3057 10,3363 10,3272 10,2718 10,1770 10,0693 9,9850 9,9566 9,9976 10,0924 10,2090 10,3202 10,4163 10,5110 10,6362 10,8251 11,0980 11,4567 11,8816 12,3313 12,7475 13,0682 13,2506 13,2907 13,2186 13,0734 12,8842 12,6631 12,4020 12,0754 11,6516 11,1135 10,4787 9,8064 9,1822 8,6892 8,3798 8,2647 8,3166 8,4771 8,6701 8,8219 8,8835 8,8459 8,7399 8,6198 8,5380 8,5211 8,5565 8,5957 8,5777 8,4570 8,2219 7,8990 7,5372 7,1802 6,8524 6,5613 6,3028 6,0696 5,8598 5,6760 5,5177 5,3821 5,2716 5,1987 5,1778 5,2123 5,2875 5,3754 5,4457 5,4839 5,5036 5,5352 5,6027 5,7123 5,8540 6,0102 6,1665 6,3154 6,4563 6,5963 6,7509 6,9434 7,1984 7,5292 7,9295 8,3739 8,8226 9,2326 9,5742 9,8402 10,0354 10,1660 10,2426 10,2847 10,3060 10,2968 10,2313 10,0937 9,8931 9,6544 9,4031 9,1610 8,9442 8,7558 8,5831 8,4070 8,2095 7,9833 7,7398 7,5006 7,2783 7,0727 6,8782 6,6833 6,4685 6,2151 5,9163 5,5790 5,2192 4,8582 4,5244 4,2490 4,0548 3,9447 3,9027 3,8958 3,8743 3,7801 3,5680 3,2185 2,7387 2,1615 1,5381 0,9216 0,3498 -0,1612 -0,6111 -1,0018 -1,3270 -1,5794 -1,7646 -1,9019 -2,0146 -2,1222 -2,2413 -2,3968 -2,6283 -2,9733 -3,4424 -4,0076 -4,6029 -5,1374 -5,5285 -5,7389 -5,7850 -5,7163 -5,5908 -5,4577 -5,3471 -5,2653 -5,1978 -5,1188 -5,0033 -4,8385 -4,6304 -4,4048 -4,2039 -4,0737 -4,0411 -4,1000 -4,2143 -4,3266 -4,3706 -4,2920 -4,0722 -3,7364 -3,3443 -2,9687 -2,6629 -2,4379
F7    -0,6490 -0,7858 -0,9079 -1,0006 -1,0510 -1,0509 -0,9993 -0,9012 -0,7719 -0,6341 -0,5029 -0,3796 -0,2566 -0,1252 0,0160 0,1587 0,2938 0,4137 0,5079 0,5654 0,5808 0,5556 0,4992 0,4229 0,3335 0,2370 0,1427 0,0520 -0,0482 -0,1702 -0,3078 -0,4367 -0,5286 -0,5655 -0,5501 -0,5023 -0,4424 -0,3792 -0,3099 -0,2219 -0,1011 0,0595 0,2621 0,5069 0,7906 1,0995 1,4096 1,6911 1,9157 2,0657 2,1439 2,1744 2,1925 2,2238 2,2667 2,2988 2,2979 2,2567 2,1818 2,0880 1,9925 1,9120 1,8609 1,8417 1,8404 1,8390 1,8314 1,8190 1,7969 1,7506 1,6597 1,5116 1,3216 1,1357 1,0055 0,9599 0,9959 1,0865 1,2002 1,3150 1,4225 1,5291 1,6519 1,8065 1,9956 2,2084 2,4262 2,6257 2,7856 2,8944 2,9485 2,9417 2,8644 2,7102 2,4788 2,1814 1,8436 1,4992 1,1820 0,9250 0,7606 0,7172 0,8077 1,0118 1,2711 1,5167 1,6997 1,7969 1,8034 1,7346 1,6346 1,5678 1,5927 1,7426 2,0258 2,4340 2,9517 3,5607 4,2407 4,9703 5,7291 6,4960 7,2470 7,9528 8,5801 9,1003 9,4976 9,7691 9,9253 9,9957 10,0322 10,0980 10,2455 10,4979 10,8447 11,2465 11,6430 11,9694 12,1750 12,2385 12,1734 12,0260 11,8615 11,7380 11,6826 11,6795 11,6799 11,6290 11,4918 11,2681 10,9927 10,7199 10,5047 10,3867 10,3778 10,4589 10,5874 10,7064 10,7607 10,7161 10,5693 10,3421 10,0677 9,7777 9,4995 9,2587 9,0729 8,9423 8,8478 8,7566 8,6388 8,4898 8,3329 8,1957 8,0912 8,0160 7,9512 7,8652 7,7208 7,4918 7,1830 6,8315 6,4862 6,1847 5,9425 5,7514 5,5814 5,3935 5,1580 4,8662 4,5318 4,1905 3,8987 3,7157 3,6688 3,7318 3,8375 3,9090 3,8884 3,7577 3,5409 3,2852 3,0342 2,8147 2,6448 2,5414 2,5099 2,5352 2,5854 2,6183 2,5940 2,4953 2,3353 2,1444 1,9545 1,7923 1,6693 1,5771 1,4929 1,3994 1,3015 1,2192 1,1613 1,1124 1,0504 0,9665 0,8620 0,7381 0,5952 0,4390 0,2880 0,1730 0,1289 0,1812 0,3346 0,5692 0,8530 1,1527 1,4377 1,6850 1,8858 2,0407 2,1452 2,1884 2,1635 2,0705 1,9138 1,7049 1,4643 1,2233 1,0236 0,9065 0,8949 0,9930 1,1987 1,5055 1,8928 2,3193 2,7376 3,1213 3,4674 3,7711 4,0110 4,1604 4,1996 4,1195 3,9269 3,6494 3,3305 3,0180 2,7520 2,5507 2,4037 2,2908 2,2107 2,1871 2,2473 2,3989 2,6226 2,8767 3,1136 3,3065 3,4619 3,6014 3,7389 3,8727 3,9890 4,0668 4,0876 4,0475 3,9602 3,8519 3,7538 3,6975 3,7136 3,8212 4,0112 4,2437 4,4674 4,6434 4,7585 4,8302 4,8944 4,9761 5,0712 5,1534 5,1881 5,1476 5,0284 4,8580 4,6816 4,5503 4,5091 4,5769 4,7324 4,9262 5,1125 5,2737 5,4156 5,5451 5,6610 5,7621 5,8546 5,9484 6,0531 6,1800 6,3428 6,5490 6,7935 7,0610 7,3293 7,5728 7,7712 7,9201 8,0271 8,1029 8,1577 8,1997 8,2368 8,2799 8,3376 8,4117 8,4986 8,5914 8,6798 8,7507 8,7877 8,7745 8,7022 8,5773 8,4274 8,2943 8,2177 8,2209 8,3067 8,4596 8,6514 8,8483 9,0262 9,1816 9,3267 9,4751 9,6366 9,8140 9,9956 10,1519 10,2445 10,2377 10,1100 9,8639 9,5272 9,1394 8,7375 8,3487 7,9921 7,6897 7,4675 7,3356 7,2746 7,2510 7,2437 7,2564 7,3118 7,4342 7,6347 7,9109 8,2506 8,6310 9,0200 9,3866 9,7110 9,9892 10,2280 10,4348 10,6113 10,7505 10,8318 10,8228 10,6977 10,4592 10,1401 9,7906 9,4687 9,2271 9,0924 9,0566 9,0816 9,1105 9,0894 8,9945 8,8455 8,6894 8,5649 8,4822 8,4349 8,4151 8,4125 8,4089 8,3865 8,3340 8,2423 8,1065 7,9370 7,7606 7,6129 7,5305 7,5378 7,6342 7,7987 8,0041 8,2282 8,4664 8,7329 9,0433 9,4004 9,7920 10,1934 10,5711 10,8892 11,1173 11,2401 11,2625 11,2028 11,0778 10,8983 10,6705 10,3926 10,0499 9,6226 9,1013 8,5040 7,8812 7,3045 6,8419 6,5346 6,3910 6,3913 6,4900 6,6236 6,7341 6,7896 6,7892 6,7530 6,7083 6,6782 6,6717 6,6789 6,6772 6,6450 6,5683 6,4415 6,2732 6,0832 5,8866 5,6845 5,4713 5,2424 5,0002 4,7579 4,5362 4,3528 4,2148 4,1225 4,0780 4,0856 4,1418 4,2288 4,3172 4,3747 4,3868 4,3733 4,3744 4,4241 4,5366 4,7045 4,9060 5,1141 5,3024 5,4514 5,5572 5,6374 5,7322 5,8967 6,1747 6,5672 7,0295 7,4960 7,9085 8,2304 8,4471 8,5571 8,5669 8,4983 8,3902 8,2773 8,1644 8,0275 7,8390 7,5908 7,2987 6,9932 6,7088 6,4739 6,2976 6,1646 6,0393 5,8784 5,6512 5,3618 5,0442 4,7368 4,4645 4,2333 4,0271 3,8115 3,5529 3,2387 2,8818 2,5101 2,1510 1,8273 1,5581 1,3578 1,2315 1,1720 1,1570 1,1493 1,1063 0,9929 0,7875 0,4864 0,1071 -0,3188 -0,7608 -1,2019 -1,6386 -2,0696 -2,4795 -2,8347 -3,1057 -3,2915 -3,4158 -3,4992 -3,5421 -3,5369 -3,4957 -3,4650 -3,5104 -3,6848 -4,0020 -4,4205 -4,8509 -5,1999 -5,4186 -5,5132 -5,5197 -5,4752 -5,4064 -5,3334 -5,2733 -5,2316 -5,1917 -5,1144 -4,9604 -4,7210 -4,4284 -4,1393 -3,9119 -3,7854 -3,7660 -3,8232 -3,8954 -3,9119 -3,8230 -3,6163 -3,3125 -2,9584 -2,6145 -2,3269 -2,1019
