Fp1   -1,8213 1,2367 4,0124 5,8750 6,5726 6,1967 5,0284 3,3794 1,5060 -0,3853 -2,1279 -3,6310 -4,8765 -5,8350 -6,3867 -6,3392 -5,5519 -4,0894 -2,2559 -0,4406 1,0922 2,2919 3,2455 4,0309 4,6570 5,0952 5,2768 5,0505 4,2053 2,6152 0,4291 -1,8691 -3,6298 -4,3517 -3,9288 -2,6473 -0,9799 0,6098 1,7393 2,1357 1,6812 0,4411 -1,3340 -3,1949 -4,5380 -4,8427 -3,9661 -2,1628 0,1575 2,6245 4,9127 6,6718 7,5746 7,4871 6,5345 4,9765 3,0625 0,9900 -1,0444 -2,7650 -3,8220 -3,9382 -3,0809 -1,5065 0,3373 1,9714 3,0403 3,4005 3,1128 2,3645 1,3716 0,3085 -0,6992 -1,5336 -2,0702 -2,2433 -2,1292 -1,9469 -1,9852 -2,4959 -3,5440 -4,8999 -6,1236 -6,7737 -6,5577 -5,4067 -3,5083 -1,2597 0,8612 2,4483 3,3039 3,4902 3,2342 2,7655 2,2189 1,6124 0,8950 0,0410 -0,9107 -1,8900 -2,8092 -3,5359 -3,8882 -3,6791 -2,8055 -1,3650 0,3145 1,7955 2,6892 2,7528 1,9361 0,3939 -1,5393 -3,4464 -4,9915 -6,0324 -6,5748 -6,6201 -6,0770 -4,8645 -3,0888 -1,0863 0,6852 1,8170 2,1351 1,7952 1,1528 0,5027 -0,0662 -0,6161 -1,1870 -1,6577 -1,7911 -1,4110 -0,4961 0,8201 2,2509 3,4530 4,2491 4,7440 5,1804 5,7006 6,2729 6,7968 7,1905 7,3875 7,3677 7,2404 7,2218 7,4767 7,9970 8,6223 9,1272 9,2848 8,9000 7,8678 6,2648 4,3733 2,5629 1,1368 0,3057 0,2669 1,2172 3,2267 6,0993 9,3845 12,5594 15,2232 17,1753 18,3900 18,9476 18,9344 18,3657 17,2188 15,5387 13,5060 11,4271 9,6646 8,5081 8,0525 8,2006 8,7582 9,4870 10,1370 10,5384 10,6830 10,6832 10,6261 10,4613 10,0412 9,2600 8,1320 6,7688 5,3409 4,0569 3,1161 2,6247 2,5510 2,7746 3,1869 3,7650 4,5826 5,7543 7,2916 8,9698 10,3947 11,2309 11,3397 10,7665 9,6941 8,3700 6,9815 5,6041 4,3070 3,2623 2,6837 2,6765 3,1864 4,0453 5,0094 5,8073 6,2560 6,3725 6,3832 6,6161 7,3444 8,6546 10,3725 12,1069 13,4326 14,0509 13,7997 12,6235 10,6097 8,0438 5,3952 3,1643 1,6344 0,7359 0,1676 -0,2968 -0,5722 -0,3329 0,7142 2,6469 5,3027 8,3086 11,1371 13,2520 14,3214 14,3089 13,3917 11,8485 9,9560 7,8820 5,6880 3,4571 1,3959 -0,1877 -1,0273 -1,0459 -0,3596 0,8281 2,3263 4,0230 5,8717 7,7877 9,5698 10,9228 11,5563 11,3064 10,2472 8,7241 7,2020 6,0087 5,2374 4,8771 4,9467 5,4563 6,2512 6,9271 6,9683 6,0349 4,1470 1,6754 -0,7610 -2,4730 -2,9973 -2,3693 -1,1251 -0,0200 0,3412 -0,2242 -1,4359 -2,7486 -3,6384 -3,8130 -3,2471 -2,0659 -0,4260 1,5113 3,5535 5,4602 6,9920 8,0040 8,4836 8,5006 8,1535 7,5920 7,0228 6,5731 6,1214 5,3184 3,8354 1,6553 -0,8332 -3,0037 -4,2925 -4,4318 -3,4685 -1,6353 0,7630 3,4272 6,1368 8,7563 11,1787 13,2785 14,8722 15,6997 15,5010 14,1677 11,8365 8,8411 5,5733 2,3767 -0,4993 -2,9201 -4,8350 -6,1898 -6,8855 -6,8503 -6,1192 -4,8094 -3,0570 -1,0293 0,9979 2,6382 3,5696 3,7581 3,4971 3,2141 3,1683 3,2220 2,8944 1,7332 -0,3016 -2,7772 -5,0106 -6,3642 -6,5189 -5,6190 -4,1739 -2,7919 -1,9425 -1,8286 -2,3523 -3,1927 -3,9910 -4,5114 -4,6547 -4,3688 -3,6248 -2,5045 -1,2492 -0,1778 0,4613 0,5986 0,3593 -0,0305 -0,4187 -0,8602 -1,5617 -2,6677 -4,1061 -5,6151 -6,8568 -7,4967 -7,2788 -6,1422 -4,3113 -2,2408 -0,3918 0,9677 1,7496 1,9267 1,4911 0,5075 -0,8006 -2,0559 -2,8767 -3,0337 -2,4686 -1,2066 0,6927 3,0790 5,6550 8,0384 9,9052 11,0691 11,4374 10,9630 9,6957 7,8714 5,9331 4,4496 3,9571 4,8038 7,0512 10,4097 14,2337 17,6867 20,0625 21,0507 20,7632 19,5381 17,7130 15,5158 13,0611 10,4153 7,7224 5,2716 3,4212 2,4804 2,6318 3,8321 5,7220 7,7240 9,3261 10,3101 10,7579 10,8952 10,9075 10,8314 10,5970 10,1864 9,7356 9,4593 9,4896 9,8220 10,4019 11,1752 11,9906 12,5456 12,5790 12,0990 11,3447 10,5736 9,9040 9,2719 8,5267 7,6165 6,6698 5,8836 5,3427 4,9361 4,4174 3,5727 2,4442 1,4336 1,1157 1,8847 3,7176 6,1769 8,6346 10,5901 11,8489 12,4224 12,3103 11,4478 9,8522 7,7478 5,5311 3,6204 2,2814 1,5474 1,3216 1,5540 2,3088 3,6747 5,6330 8,0228 10,5920 13,0086 14,8507 15,7284 15,4990 14,3640 12,7583 11,1400 9,8142 8,8574 8,1683 7,6549 7,3956 7,5424 8,0699 8,7090 9,1410 9,2108 8,9575 8,4888 7,8434 6,9778 5,9218 4,9342 4,4137 4,6281 5,5635 6,9923 8,6176 10,1764 11,4612 12,2880 12,5095 12,0994 11,2106 10,1089 8,9969 7,8865 6,6825 5,3939 4,2089 3,3784 3,1008 3,5042 4,6382 6,4344 8,6856 11,0772 13,2884 15,1107 16,4722 17,3676 17,7959 17,7335 17,1239 15,9255 14,1932 12,0959 9,9004 7,9606 6,6058 5,9500 5,8508 6,0892 6,5538 7,2295 8,0455 8,7997 9,2570 9,3080 9,0427 8,7145 8,6194 8,9535 9,7559 10,9779 12,5603 14,3850 16,1551 17,4019 17,6614 16,6668 14,4444 11,2789 7,5832 3,7941 0,3544 -2,3159 -3,9070 -4,2870 -3,4871 -1,6453 1,0236 4,2146 7,5464 10,6323 13,1557 14,9002 15,7323 15,5992 14,6086 13,1108 11,6397 10,7012 10,5134 10,8748 11,2990 11,2939 10,5706
Fz    -1,4326 -0,6277 0,1991 0,9333 1,4876 1,8011 1,8517 1,6426 1,1593 0,3756 -0,6857 -1,9234 -3,1690 -4,1960 -4,7370 -4,5474 -3,5222 -1,8125 0,1761 1,9546 3,1828 3,8038 3,9906 3,9512 3,7852 3,4938 3,0467 2,4162 1,5841 0,5567 -0,6004 -1,7381 -2,6451 -3,1256 -3,0884 -2,5691 -1,6805 -0,5732 0,5628 1,4977 2,0075 1,9468 1,3034 0,2430 -0,8805 -1,6544 -1,8345 -1,4480 -0,6899 0,2281 1,1329 1,8582 2,2420 2,2051 1,8005 1,1607 0,4136 -0,3538 -1,0712 -1,6445 -1,9545 -1,8996 -1,4572 -0,7405 -0,0100 0,4194 0,3622 -0,1138 -0,7505 -1,2714 -1,4997 -1,3714 -0,9128 -0,2414 0,4415 0,9160 1,0311 0,7448 0,0956 -0,8484 -1,9850 -3,1448 -4,1207 -4,7412 -4,8976 -4,5423 -3,7146 -2,5621 -1,2887 -0,0601 1,0417 1,9898 2,7591 3,3068 3,5920 3,5980 3,3407 2,8661 2,2290 1,4678 0,6217 -0,2286 -0,9558 -1,4240 -1,5599 -1,4312 -1,2346 -1,1850 -1,4212 -1,9863 -2,8369 -3,8515 -4,8464 -5,6397 -6,1522 -6,4383 -6,5934 -6,6272 -6,4343 -5,8867 -4,9423 -3,6785 -2,2678 -0,9349 0,1099 0,7485 0,9729 0,8372 0,4144 -0,2228 -0,9939 -1,7827 -2,4612 -2,9602 -3,2596 -3,3265 -3,1306 -2,6880 -2,0163 -1,0740 0,1969 1,7683 3,4915 5,1551 6,5522 7,5128 7,9427 7,8747 7,4758 6,9765 6,5591 6,2873 6,1341 6,0637 6,0662 6,1333 6,2543 6,4367 6,6944 7,0144 7,3596 7,7155 8,1157 8,6133 9,2331 9,9544 10,7275 11,4951 12,2057 12,8348 13,3872 13,8537 14,1767 14,2924 14,1875 13,9054 13,5271 13,1397 12,7683 12,3369 11,7565 11,0590 10,4007 9,9513 9,8187 10,0552 10,6583 11,5225 12,4225 13,1045 13,4031 13,2633 12,6903 11,7316 10,5087 9,2219 8,0777 7,1963 6,5906 6,2228 6,0687 6,1402 6,4672 7,0363 7,7342 8,3886 8,8732 9,1398 9,1811 9,0040 8,6096 7,9723 7,0940 6,1134 5,3156 4,9782 5,1969 5,8477 6,6693 7,3641 7,6913 7,5666 7,1264 6,6926 6,6354 7,2069 8,4237 10,0492 11,6874 12,9415 13,5364 13,3591 12,4517 10,9899 9,2443 7,5224 6,0845 5,0529 4,3770 3,8968 3,4908 3,2105 3,2519 3,7895 4,8618 6,3662 8,0806 9,6913 10,8904 11,5100 11,5633 11,1777 10,5257 9,7663 8,9775 8,1506 7,2555 6,2985 5,3394 4,4715 3,7931 3,3995 3,3645 3,6935 4,3116 5,0927 5,8893 6,5741 7,0725 7,3480 7,3702 7,1356 6,7345 6,3667 6,2613 6,5753 7,3349 8,4205 9,5969 10,5734 11,0671 10,8727 9,9229 8,3029 6,2404 4,0750 2,1758 0,8215 0,1194 0,0050 0,3061 0,8406 1,5041 2,2709 3,1101 3,9227 4,5643 4,9238 5,0072 4,9599 4,9939 5,2782 5,8714 6,7169 7,6731 8,5429 9,1191 9,2548 8,9276 8,2371 7,3253 6,2905 5,1680 3,9931 2,8774 2,0085 1,5808 1,7133 2,3852 3,4509 4,7369 6,1177 7,5263 8,9266 10,2407 11,2903 11,8550 11,7989 11,1384 10,0344 8,7419 7,5248 6,5666 5,9230 5,5396 5,3037 5,0887 4,7873 4,3506 3,8122 3,2672 2,8327 2,6287 2,7570 3,2599 4,0819 5,0654 6,0109 6,7657 7,2558 7,4556 7,3571 6,9523 6,2395 5,2699 4,1834 3,1792 2,4550 2,1509 2,3001 2,8171 3,5419 4,2945 4,9076 5,2672 5,3704 5,3294 5,2874 5,3177 5,4086 5,5397 5,7211 5,9355 6,1002 6,1273 6,0053 5,8048 5,6213 5,5153 5,4714 5,3930 5,1626 4,7449 4,2422 3,8334 3,6567 3,7437 4,0297 4,3965 4,7241 4,9324 5,0033 4,9683 4,8572 4,6674 4,4012 4,1178 3,9265 3,9249 4,1436 4,5484 5,0743 5,6527 6,2301 6,7834 7,3221 7,8698 8,4340 8,9726 9,3646 9,4208 8,9772 8,0286 6,7849 5,5829 4,7308 4,4130 4,6864 5,4910 6,6454 7,8837 8,9523 9,6952 10,0648 10,0643 9,6982 8,9681 7,8815 6,4735 4,8679 3,2871 1,9547 1,0097 0,5103 0,4432 0,6966 1,0829 1,4432 1,7394 2,0614 2,5451 3,2471 4,0616 4,7697 5,1991 5,3496 5,3538 5,3268 5,2819 5,1779 4,9951 4,7343 4,3840 3,9346 3,4182 2,9138 2,5096 2,2433 2,0624 1,8773 1,6746 1,5526 1,6403 1,9723 2,4110 2,6795 2,4986 1,7514 0,5750 -0,6938 -1,6944 -2,2143 -2,2536 -1,9542 -1,4684 -0,8976 -0,3348 0,0881 0,2294 0,0071 -0,5553 -1,3190 -2,0698 -2,6214 -2,9026 -2,9367 -2,7588 -2,3675 -1,7406 -0,8839 0,1367 1,1998 2,1450 2,8020 3,0607 2,9414 2,5825 2,1491 1,7462 1,3760 0,9385 0,2972 -0,5830 -1,5390 -2,2904 -2,6289 -2,5377 -2,1808 -1,7929 -1,5470 -1,4939 -1,6002 -1,7929 -1,9320 -1,7961 -1,1926 -0,1054 1,2789 2,6598 3,7399 4,3381 4,4406 4,1549 3,6352 3,0296 2,4501 1,9661 1,5964 1,2968 1,0025 0,7123 0,5063 0,4759 0,6812 1,1645 1,9442 2,9764 4,1422 5,2675 6,1590 6,6516 6,6515 6,1714 5,3463 4,3814 3,4583 2,7048 2,2281 2,1186 2,4117 3,0622 3,9388 4,8375 5,5356 5,8889 5,9020 5,6951 5,4032 5,1118 4,8659 4,6937 4,6061 4,5925 4,6253 4,6680 4,6993 4,7539 4,9284 5,3205 5,9335 6,6296 7,1594 7,2404 6,6673 5,4210 3,6911 1,7809 -0,0224 -1,5235 -2,6169 -3,2397 -3,3437 -2,9114 -1,9816 -0,6507 0,9287 2,5297 3,8581 4,6420 4,7667 4,3387 3,6301 2,9627 2,6196 2,7892 3,5005 4,5787 5,7020 6,5323 6,8316
F3    -1,8214 -0,9056 -0,0065 0,7593 1,3323 1,7151 1,9512 2,0564 1,9577 1,5379 0,7375 -0,4039 -1,7517 -3,0706 -4,0361 -4,3046 -3,6574 -2,1601 -0,1975 1,6877 3,0540 3,7480 3,8935 3,7080 3,3481 2,8970 2,4011 1,8721 1,2724 0,5345 -0,3720 -1,3728 -2,2895 -2,9300 -3,1901 -3,0607 -2,5722 -1,7865 -0,8444 0,0227 0,5732 0,6599 0,2742 -0,4294 -1,1106 -1,3697 -1,0109 -0,1551 0,9062 1,9091 2,6827 3,1064 3,0927 2,6411 1,8618 0,9161 -0,0491 -0,9230 -1,6255 -2,0980 -2,2931 -2,1786 -1,7747 -1,1996 -0,6650 -0,3880 -0,4573 -0,7695 -1,1008 -1,2426 -1,0868 -0,6321 0,0522 0,8459 1,5720 2,0217 2,0242 1,5032 0,4788 -0,9550 -2,6187 -4,2393 -5,5331 -6,3122 -6,4937 -6,0564 -5,0567 -3,6767 -2,1841 -0,7992 0,3938 1,4174 2,3147 3,0851 3,6752 4,0160 4,0734 3,8714 3,4564 2,8543 2,0937 1,2513 0,4410 -0,2294 -0,7085 -1,0512 -1,3908 -1,8319 -2,3948 -3,0549 -3,7851 -4,5320 -5,1671 -5,5273 -5,5437 -5,3017 -4,9569 -4,5995 -4,1927 -3,6264 -2,8103 -1,7196 -0,4137 0,9426 2,1091 2,8732 3,1380 2,9291 2,3488 1,5219 0,5770 -0,3384 -1,0949 -1,6571 -2,0620 -2,3331 -2,4700 -2,4670 -2,2605 -1,6997 -0,6477 0,8831 2,7149 4,6017 6,3108 7,6397 8,4439 8,7051 8,5569 8,2058 7,8020 7,3736 6,8837 6,3393 5,8148 5,3901 5,1215 5,0572 5,2188 5,5649 6,0114 6,4936 6,9851 7,4654 7,9023 8,2760 8,6083 8,9600 9,4025 9,9875 10,7108 11,4699 12,0875 12,4216 12,4441 12,2182 11,8429 11,4156 10,9797 10,4921 9,8999 9,2520 8,6863 8,3170 8,1843 8,3053 8,7011 9,3263 10,0190 10,5890 10,9367 11,0415 10,8784 10,4064 9,6333 8,6694 7,6983 6,8850 6,3076 5,9585 5,7932 5,7867 5,9470 6,2494 6,5749 6,7737 6,7882 6,6659 6,4799 6,2690 6,0119 5,6321 5,0742 4,4231 3,9162 3,7852 4,0828 4,6707 5,3228 5,8109 5,9655 5,7595 5,3660 5,1072 5,3076 6,1358 7,5130 9,1323 10,5959 11,5859 11,9383 11,6204 10,7032 9,3530 7,8031 6,3025 5,0422 4,0770 3,3135 2,5937 1,8397 1,1701 0,8593 1,1668 2,2030 3,8905 5,9579 7,9686 9,4616 10,1628 10,0793 9,4207 8,4761 7,5001 6,6106 5,7849 4,9622 4,1434 3,4181 2,9164 2,7393 2,9288 3,4511 4,1756 4,9082 5,4642 5,7182 5,6405 5,2995 4,8023 4,2291 3,6462 3,1769 3,0120 3,3235 4,1794 5,5193 7,1592 8,8154 10,1629 10,9065 10,8400 9,8872 8,1315 5,8486 3,4849 1,5118 0,2334 -0,2979 -0,2291 0,1957 0,7278 1,1941 1,5354 1,7743 1,9598 2,1232 2,2708 2,4407 2,7418 3,2921 4,1275 5,1801 6,3256 7,4301 8,3446 8,8845 8,8708 8,2397 7,1028 5,6718 4,1244 2,5504 1,0125 -0,3622 -1,3664 -1,7867 -1,5145 -0,6187 0,6960 2,2082 3,7597 5,2794 6,7662 8,1932 9,4110 10,1954 10,3887 9,9747 9,0721 7,8978 6,7076 5,7191 5,0418 4,6409 4,3543 3,9741 3,3554 2,4863 1,4844 0,5310 -0,1967 -0,5551 -0,4488 0,1481 1,1592 2,3892 3,5831 4,5421 5,1929 5,5666 5,7169 5,6305 5,2261 4,4740 3,5020 2,5570 1,8814 1,6196 1,7762 2,2213 2,7549 3,1921 3,4118 3,3817 3,1779 2,9534 2,8371 2,8579 2,9801 3,1981 3,5486 4,0177 4,4909 4,8355 5,0054 5,0502 5,0521 5,0613 5,0479 4,8958 4,4760 3,7617 2,8819 2,0580 1,4911 1,2957 1,4833 1,9752 2,6436 3,3526 3,9850 4,4486 4,6540 4,5103 3,9838 3,1627 2,2492 1,4698 0,9792 0,8364 1,0361 1,5365 2,2818 3,2181 4,2843 5,3963 6,4562 7,3645 7,9863 8,1181 7,5643 6,3170 4,6611 3,0654 1,9435 1,5117 1,8131 2,7729 4,2008 5,8151 7,3392 8,5968 9,5112 10,0317 10,0984 9,6717 8,7429 7,3481 5,6334 3,8642 2,3099 1,1361 0,3881 -0,0083 -0,2396 -0,5194 -0,9600 -1,5023 -1,9288 -1,9627 -1,4441 -0,4581 0,7210 1,8270 2,7661 3,6064 4,4176 5,1496 5,6737 5,8937 5,7854 5,3796 4,7618 4,0679 3,4324 2,9199 2,4833 1,9766 1,2594 0,3438 -0,5596 -1,1537 -1,2385 -0,8421 -0,2148 0,3010 0,4475 0,1858 -0,3090 -0,7957 -1,1323 -1,3343 -1,5000 -1,6790 -1,8219 -1,8643 -1,8293 -1,8264 -1,9744 -2,3340 -2,8609 -3,4053 -3,8007 -3,9579 -3,8588 -3,4959 -2,8469 -1,8961 -0,6848 0,6613 1,9552 2,9804 3,5283 3,4742 2,8590 1,8940 0,8683 0,0126 -0,6009 -1,0631 -1,5299 -2,0659 -2,5581 -2,8142 -2,7399 -2,4079 -1,9960 -1,6769 -1,5278 -1,5131 -1,5519 -1,5790 -1,5075 -1,1836 -0,4682 0,6202 1,8764 3,0029 3,7358 3,9560 3,7330 3,2633 2,7570 2,3428 2,0310 1,7516 1,4141 0,9383 0,2952 -0,4385 -1,0994 -1,5267 -1,6051 -1,2476 -0,4147 0,8223 2,2602 3,6129 4,5986 5,0267 4,8432 4,1338 3,1077 2,0432 1,1923 0,7162 0,6791 1,0545 1,7371 2,5695 3,3652 3,9430 4,1869 4,0915 3,7484 3,2839 2,7998 2,3525 1,9700 1,6690 1,4495 1,2852 1,1308 0,9492 0,7700 0,7360 1,0533 1,8578 3,0969 4,5142 5,7375 6,4007 6,2635 5,3066 3,7187 1,7764 -0,2747 -2,2576 -4,0143 -5,3486 -6,0558 -6,0191 -5,2570 -3,8859 -2,0773 -0,0682 1,8194 3,2453 3,9888 4,0372 3,5652 2,8604 2,2477 2,0037 2,2525 2,8876 3,6029 4,0205 3,8494
F7    -2,0178 -1,4898 -0,9141 -0,3718 0,0635 0,3210 0,3512 0,1452 -0,2906 -0,9483 -1,7919 -2,7412 -3,6700 -4,3878 -4,6456 -4,2138 -3,0063 -1,1863 0,8459 2,6258 3,8541 4,5079 4,7529 4,7407 4,4969 3,9767 3,1743 2,1639 1,0621 -0,0212 -0,9899 -1,7487 -2,2026 -2,2760 -1,9483 -1,2652 -0,3206 0,7474 1,7381 2,4029 2,5315 2,0551 1,0761 -0,1535 -1,2597 -1,8632 -1,7826 -1,1117 -0,0893 1,0745 2,2458 3,2931 4,0418 4,3492 4,1913 3,6581 2,8900 2,0163 1,1388 0,3604 -0,1926 -0,4001 -0,2206 0,2356 0,6877 0,7836 0,3183 -0,6023 -1,6292 -2,3930 -2,6586 -2,3430 -1,4995 -0,3278 0,8453 1,6746 1,9394 1,6137 0,8175 -0,2857 -1,5309 -2,7380 -3,7365 -4,4064 -4,6627 -4,4264 -3,6688 -2,4850 -1,0803 0,3292 1,5885 2,6008 3,2981 3,6416 3,6560 3,4447 3,1559 2,9292 2,8372 2,8464 2,8483 2,7389 2,4709 2,0669 1,5935 1,0853 0,5057 -0,1966 -1,0183 -1,8974 -2,7463 -3,4605 -3,9164 -4,0273 -3,8361 -3,5204 -3,2612 -3,0918 -2,8723 -2,4058 -1,5804 -0,4356 0,8505 2,0248 2,8495 3,1861 3,0205 2,4366 1,5864 0,6470 -0,2202 -0,8771 -1,2429 -1,3471 -1,2788 -1,0884 -0,7989 -0,4532 -0,0600 0,4674 1,2540 2,3399 3,6367 4,9906 6,2425 7,2303 7,7980 7,8648 7,4983 6,8955 6,2682 5,7422 5,3565 5,1205 5,0247 5,0194 5,0472 5,0993 5,2067 5,3824 5,5927 5,7939 5,9766 6,1590 6,3483 6,5378 6,7415 7,0046 7,3748 7,8841 8,5330 9,2515 9,8948 10,3275 10,5057 10,4680 10,2915 10,0603 9,8085 9,4737 8,9648 8,2912 7,5887 7,0327 6,7669 6,8887 7,4206 8,2566 9,1801 9,9735 10,4941 10,6471 10,3547 9,6026 8,5051 7,2881 6,1788 5,2960 4,6349 4,1458 3,8224 3,7238 3,9233 4,4087 5,0192 5,5278 5,7989 5,8269 5,6499 5,2843 4,7151 3,9074 2,8645 1,7247 0,7798 0,3385 0,5354 1,2553 2,2079 3,0506 3,4964 3,4175 2,9216 2,3317 2,0422 2,3230 3,1922 4,4167 5,6266 6,4688 6,7173 6,3092 5,3381 4,0278 2,6776 1,5815 0,9311 0,7330 0,8041 0,8767 0,7751 0,5439 0,3920 0,5107 0,9584 1,6679 2,4805 3,1669 3,4969 3,3593 2,8125 2,0346 1,2459 0,6158 0,1769 -0,1573 -0,4880 -0,8560 -1,2283 -1,5304 -1,6940 -1,6757 -1,4663 -1,1118 -0,6992 -0,3165 -0,0260 0,1605 0,2888 0,4113 0,5173 0,5420 0,4689 0,4080 0,5579 1,0938 2,0577 3,3052 4,5437 5,4349 5,6911 5,1516 3,8239 1,8706 -0,4165 -2,6571 -4,4786 -5,6294 -6,0410 -5,8260 -5,2260 -4,4994 -3,7961 -3,1375 -2,5157 -1,9790 -1,6244 -1,5271 -1,6555 -1,8482 -1,8968 -1,6612 -1,1203 -0,3600 0,4542 1,1193 1,4653 1,4275 1,0685 0,5245 -0,0938 -0,7652 -1,5399 -2,4493 -3,4051 -4,1919 -4,5707 -4,4111 -3,7657 -2,8159 -1,7306 -0,5866 0,6156 1,8896 3,1643 4,2212 4,7779 4,6475 3,8272 2,5001 0,9795 -0,4085 -1,4491 -2,0900 -2,3995 -2,4949 -2,5018 -2,5370 -2,6756 -2,9244 -3,2419 -3,5668 -3,8139 -3,8740 -3,6404 -3,0560 -2,1708 -1,1454 -0,1725 0,5926 1,0449 1,1252 0,8118 0,1218 -0,8550 -1,9426 -2,9256 -3,6063 -3,8461 -3,6157 -3,0126 -2,2079 -1,3869 -0,7212 -0,3383 -0,2676 -0,4166 -0,6257 -0,7641 -0,7793 -0,6615 -0,4087 -0,0546 0,3106 0,5877 0,7429 0,8210 0,8800 0,9154 0,8462 0,5717 0,0560 -0,6225 -1,2924 -1,7690 -1,9461 -1,8398 -1,5713 -1,3089 -1,1888 -1,2610 -1,4866 -1,7846 -2,1025 -2,4384 -2,7847 -3,0701 -3,1834 -3,0572 -2,7127 -2,2166 -1,6231 -0,9709 -0,3063 0,3236 0,9097 1,4948 2,1236 2,7719 3,3149 3,5571 3,3314 2,6264 1,6391 0,6884 0,0553 -0,1093 0,2270 1,0028 2,0665 3,2141 4,2609 5,0835 5,6109 5,7894 5,5710 4,9358 3,9083 2,5701 1,0931 -0,2844 -1,3717 -2,0980 -2,4792 -2,5749 -2,4897 -2,3641 -2,3139 -2,3561 -2,3813 -2,2093 -1,7126 -0,9250 -0,0382 0,7273 1,2690 1,6215 1,8490 1,9579 1,9148 1,7027 1,3313 0,8167 0,1916 -0,4650 -1,0356 -1,4095 -1,5407 -1,4859 -1,3516 -1,1829 -0,9305 -0,5291 -0,0036 0,4789 0,6560 0,2945 -0,6675 -2,0409 -3,4497 -4,5155 -5,0280 -4,9990 -4,5958 -4,0221 -3,4353 -2,9377 -2,6022 -2,4810 -2,6030 -2,9655 -3,4982 -4,0447 -4,4442 -4,6338 -4,6357 -4,4688 -4,1025 -3,4859 -2,6150 -1,5778 -0,5472 0,2595 0,6434 0,5115 -0,0518 -0,8134 -1,5125 -1,9744 -2,1590 -2,1547 -2,1187 -2,1484 -2,1828 -2,0684 -1,7155 -1,1783 -0,6256 -0,2482 -0,1527 -0,3183 -0,6568 -1,0719 -1,4165 -1,4545 -0,9751 0,0443 1,4144 2,8280 3,9742 4,6456 4,7965 4,5019 3,8665 2,9585 1,8102 0,4841 -0,8867 -2,1367 -3,1096 -3,6633 -3,7077 -3,2711 -2,4869 -1,5028 -0,4301 0,6430 1,6284 2,4184 2,8846 2,9149 2,4644 1,6067 0,5629 -0,3690 -0,9623 -1,1306 -0,8774 -0,2480 0,6623 1,7050 2,6970 3,4414 3,7644 3,5877 2,9876 2,1658 1,3488 0,7096 0,3428 0,2594 0,3961 0,6515 0,9128 1,0695 1,0573 0,9204 0,8102 0,8934 1,2403 1,7713 2,2785 2,4918 2,1816 1,2773 -0,0874 -1,6548 -3,1841 -4,5418 -5,6799 -6,5433 -7,0193 -6,9797 -6,3525 -5,1505 -3,4764 -1,5443 0,3085 1,6967 2,3563 2,2860 1,7318 1,0483 0,5634 0,4951 0,8872 1,5800 2,2794 2,6922 2,6374
