Fp1   -1,1310 -0,9194 -0,5761 -0,3427 -0,4231 -0,8838 -1,6359 -2,4925 -3,2493 -3,7533 -3,9431 -3,8525 -3,5935 -3,3203 -3,1596 -3,1420 -3,2006 -3,2213 -3,0925 -2,7362 -2,1282 -1,3112 -0,3919 0,4934 1,2298 1,7567 2,0701 2,2077 2,2281 2,1912 2,1487 2,1320 2,1329 2,0981 1,9599 1,6847 1,3046 0,9242 0,6941 0,7412 1,1020 1,7101 2,4236 3,0633 3,4597 3,5088 3,2033 2,6343 1,9730 1,4247 1,1439 1,1529 1,3313 1,4932 1,4963 1,3154 1,0397 0,8093 0,7325 0,8340 1,0532 1,2754 1,3768 1,2761 0,9696 0,5177 0,0085 -0,4544 -0,7519 -0,7780 -0,4899 0,0601 0,7421 1,4021 1,9061 2,1558 2,0933 1,7201 1,1134 0,4072 -0,2661 -0,8209 -1,2096 -1,4023 -1,3994 -1,2577 -1,0843 -0,9862 -1,0130 -1,1433 -1,3105 -1,4340 -1,4492 -1,3424 -1,1709 -1,0365 -1,0131 -1,0937 -1,2083 -1,2823 -1,2735 -1,1858 -1,0764 -1,0485 -1,2051 -1,5836 -2,1289 -2,7283 -3,2677 -3,6625 -3,8725 -3,9189 -3,8820 -3,8653 -3,9508 -4,1742 -4,5232 -4,9428 -5,3526 -5,6864 -5,9242 -6,0947 -6,2594 -6,4828 -6,7983 -7,1842 -7,5615 -7,8258 -7,8964 -7,7487 -7,4273 -7,0458 -6,7510 -6,6644 -6,8550 -7,3442 -8,0890 -8,9549 -9,7306 -10,1944 -10,1967 -9,7199 -8,8893 -7,9222 -7,0325 -6,3364 -5,8277 -5,4334 -5,0884 -4,7693 -4,4770 -4,2125 -3,9832 -3,8289 -3,8101 -3,9477 -4,1835 -4,4061 -4,5078 -4,4179 -4,1169 -3,6526 -3,1372 -2,7086 -2,4737 -2,4498 -2,5325 -2,5295 -2,2573 -1,6546 -0,8378 -0,0457 0,4851 0,6174 0,3385 -0,2635 -1,0251 -1,7350 -2,1916 -2,2691 -1,9497 -1,3119 -0,4954 0,3354 1,0217 1,4441 1,5529 1,3858 1,0633 0,7498 0,5804 0,5997 0,7545 0,9292 0,9966 0,8724 0,5616 0,1642 -0,1893 -0,4269 -0,5622 -0,6530 -0,7510 -0,8791 -1,0396 -1,2184 -1,3698 -1,4156 -1,2730 -0,8843 -0,2410 0,5966 1,5088 2,3599 3,0337 3,4258 3,4316 2,9866 2,1319 1,0286 -0,1021 -1,0715 -1,7963 -2,3172 -2,7485 -3,1900 -3,6608 -4,0904 -4,3580 -4,3547 -4,0294 -3,3971 -2,5285 -1,5440 -0,6001 0,1346 0,5099 0,4438 -0,0199 -0,7076 -1,3920 -1,9041 -2,1936 -2,3035 -2,3021 -2,2452 -2,1797 -2,1542 -2,2198 -2,4170 -2,7594 -3,2318 -3,7946 -4,3855 -4,9440 -5,4425 -5,8745 -6,2171 -6,4169 -6,4079 -6,1489 -5,6613 -5,0424 -4,4429 -4,0100 -3,8318 -3,9118 -4,1751 -4,5014 -4,7786 -4,9482 -5,0177 -5,0347 -5,0514 -5,1031 -5,2035 -5,3363 -5,4383 -5,4064 -5,1557 -4,6944 -4,1510 -3,7280 -3,6111 -3,8893 -4,5306 -5,4066 -6,3372 -7,1393 -7,6658 -7,8335 -7,6524 -7,2365 -6,7670 -6,4176 -6,2876 -6,3777 -6,6018 -6,8166 -6,8707 -6,6684 -6,2226 -5,6533 -5,1292 -4,7993 -4,7529 -4,9954 -5,4340 -5,8947 -6,1936 -6,2201 -5,9677 -5,5211 -5,0329 -4,6769 -4,5839 -4,7957 -5,2511 -5,8071 -6,2966 -6,5956 -6,6589 -6,5248 -6,2993 -6,1150 -6,0768 -6,2209 -6,5022 -6,8000 -6,9516 -6,8330 -6,4362 -5,8709 -5,2965 -4,8447 -4,5649 -4,4103 -4,2710 -4,0359 -3,6483 -3,1264 -2,5473 -2,0257 -1,6887 -1,6342 -1,8969 -2,4414 -3,1750 -3,9688 -4,6826 -5,2046 -5,5035 -5,6470 -5,7546 -5,9219 -6,1800 -6,5008 -6,8168 -7,0358 -7,0732 -6,9094 -6,6117 -6,2838 -5,9970 -5,7586 -5,5216 -5,2204 -4,8216 -4,3555 -3,8992 -3,5175 -3,2231 -3,0004 -2,8616 -2,8639 -3,0658 -3,4665 -3,9909 -4,5276 -4,9798 -5,2967 -5,4761 -5,5419 -5,5200 -5,4316 -5,3016 -5,1587 -5,0207 -4,8832 -4,7290 -4,5502 -4,3622 -4,1892 -4,0469 -3,9582 -3,9748 -4,1455 -4,4557 -4,8167 -5,1135 -5,2634 -5,2451 -5,0981 -4,9016 -4,7390 -4,6665 -4,7131 -4,8838 -5,1339 -5,3581 -5,4412 -5,3341 -5,0887 -4,8326 -4,7014 -4,7602 -4,9556 -5,1363 -5,1281 -4,8203 -4,2328 -3,5258 -2,9295 -2,6338 -2,7151 -3,1279 -3,7394 -4,3890 -4,9575 -5,4099 -5,7783 -6,0962 -6,3463 -6,4786 -6,4774 -6,4006 -6,3537 -6,4272 -6,6294 -6,8600 -6,9617 -6,8080 -6,3603 -5,6874 -4,9515 -4,3434 -3,9930 -3,9207 -4,0600 -4,3222 -4,6465 -5,0139 -5,4318 -5,9106 -6,4523 -7,0445 -7,6354 -8,1179 -8,3698 -8,3271 -8,0210 -7,5668 -7,1236 -6,8300 -6,7436 -6,8213 -6,9435 -6,9623 -6,7685 -6,3505 -5,7953 -5,2202 -4,7095 -4,3197 -4,1055 -4,1036 -4,2954 -4,5986 -4,9092 -5,1638 -5,3694 -5,5834 -5,8639 -6,2276 -6,6591 -7,1601 -7,7543 -8,4285 -9,0937 -9,6178 -9,8879 -9,8557 -9,5614 -9,1348 -8,7525 -8,5601 -8,6118 -8,8660 -9,2195 -9,5551 -9,7940 -9,9301 -10,0218 -10,1520 -10,3890 -10,7679 -11,2834 -11,8854 -12,4779 -12,9327 -13,1219 -12,9646 -12,4614 -11,6987 -10,8200 -9,9735 -9,2563 -8,6745 -8,1542 -7,6042 -6,9840 -6,3272 -5,7165 -5,2307 -4,9053 -4,7319 -4,6850 -4,7470 -4,9036 -5,1196 -5,3413 -5,5305 -5,6929 -5,8777 -6,1468 -6,5162 -6,9187 -7,2309 -7,3424 -7,1997 -6,8038 -6,1958 -5,4531 -4,6793 -3,9785 -3,4367 -3,1082 -2,9970 -3,0448 -3,1448 -3,1956 -3,1616 -3,0792 -3,0212 -3,0704 -3,3047 -3,7610 -4,3998 -5,1132 -5,7740 -6,2882 -6,6226 -6,7959 -6,8506 -6,8331 -6,7976 -6,8103 -6,9234 -7,1356 -7,3926 -7,6375 -7,8553 -8,0666 -8,2906 -8,5324 -8,8074 -9,1402 -9,5205 -9,8796 -10,1165 -10,1452 -9,9369 -9,5445 -9,0959 -8,7523 -8,6397 -8,7851 -9,1104 -9,4866 -9,7988 -9,9854 -10,0430 -10,0116 -9,9540 -9,9143 -9,8709 -9,7413 -9,4451 -8,9760 -8,4126
Fz    -1,9568 -1,9132 -1,8140 -1,7598 -1,8250 -2,0342 -2,3589 -2,7296 -3,0539 -3,2416 -3,2373 -3,0480 -2,7434 -2,4261 -2,1870 -2,0697 -2,0663 -2,1371 -2,2216 -2,2389 -2,1071 -1,7872 -1,3105 -0,7611 -0,2329 0,2044 0,5215 0,7310 0,8747 1,0018 1,1494 1,3298 1,5277 1,7118 1,8540 1,9430 1,9953 2,0629 2,2157 2,5006 2,9081 3,3706 3,7833 4,0390 4,0604 3,8193 3,3442 2,7209 2,0720 1,5196 1,1464 0,9644 0,9132 0,8985 0,8431 0,7160 0,5377 0,3712 0,2950 0,3631 0,5768 0,8822 1,1898 1,4073 1,4759 1,3934 1,2136 1,0251 0,9191 0,9529 1,1269 1,3904 1,6670 1,8798 1,9659 1,8842 1,6269 1,2381 0,8178 0,4872 0,3268 0,3362 0,4466 0,5631 0,6013 0,5092 0,2814 -0,0348 -0,3472 -0,5483 -0,5644 -0,4006 -0,1414 0,1013 0,2475 0,2707 0,1861 0,0363 -0,1207 -0,2265 -0,2474 -0,1947 -0,1212 -0,0943 -0,1682 -0,3668 -0,6737 -1,0321 -1,3617 -1,5876 -1,6721 -1,6359 -1,5514 -1,5085 -1,5775 -1,7871 -2,1207 -2,5260 -2,9320 -3,2729 -3,5170 -3,6838 -3,8328 -4,0280 -4,3139 -4,7115 -5,2116 -5,7625 -6,2768 -6,6608 -6,8567 -6,8723 -6,7760 -6,6558 -6,5759 -6,5608 -6,6029 -6,6701 -6,7061 -6,6440 -6,4359 -6,0776 -5,6085 -5,0953 -4,6147 -4,2287 -3,9589 -3,7810 -3,6449 -3,5009 -3,3184 -3,0946 -2,8506 -2,6197 -2,4346 -2,3144 -2,2528 -2,2142 -2,1463 -2,0061 -1,7827 -1,5042 -1,2238 -0,9950 -0,8524 -0,7986 -0,7974 -0,7858 -0,7036 -0,5197 -0,2395 0,1036 0,4649 0,8042 1,0941 1,3249 1,5140 1,7073 1,9610 2,3116 2,7523 3,2272 3,6473 3,9200 3,9856 3,8457 3,5574 3,2017 2,8588 2,5989 2,4716 2,4856 2,5989 2,7324 2,8051 2,7711 2,6379 2,4611 2,3208 2,2883 2,3982 2,6341 2,9349 3,2209 3,4194 3,4846 3,4152 3,2526 3,0570 2,8836 2,7714 2,7331 2,7419 2,7383 2,6646 2,4973 2,2526 1,9773 1,7342 1,5791 1,5345 1,5803 1,6648 1,7240 1,7008 1,5684 1,3487 1,1077 0,9245 0,8570 0,9205 1,0842 1,2864 1,4561 1,5304 1,4794 1,3259 1,1363 0,9838 0,9143 0,9308 0,9906 1,0213 0,9531 0,7489 0,4193 0,0170 -0,3843 -0,7097 -0,9014 -0,9450 -0,8882 -0,8176 -0,8147 -0,9295 -1,1735 -1,5112 -1,8677 -2,1601 -2,3331 -2,3741 -2,3083 -2,1880 -2,0787 -2,0361 -2,0863 -2,2234 -2,4168 -2,6174 -2,7695 -2,8272 -2,7735 -2,6352 -2,4768 -2,3689 -2,3532 -2,4266 -2,5435 -2,6369 -2,6527 -2,5803 -2,4571 -2,3506 -2,3308 -2,4484 -2,7165 -3,0972 -3,5082 -3,8557 -4,0710 -4,1307 -4,0655 -3,9541 -3,8939 -3,9618 -4,1853 -4,5358 -4,9382 -5,2931 -5,5123 -5,5614 -5,4744 -5,3311 -5,2178 -5,1971 -5,2925 -5,4841 -5,7078 -5,8724 -5,9018 -5,7781 -5,5481 -5,2921 -5,0872 -4,9913 -5,0347 -5,2039 -5,4349 -5,6362 -5,7266 -5,6660 -5,4699 -5,2051 -4,9645 -4,8293 -4,8386 -4,9785 -5,1863 -5,3695 -5,4368 -5,3364 -5,0805 -4,7306 -4,3616 -4,0374 -3,8011 -3,6605 -3,5823 -3,5137 -3,4157 -3,2788 -3,1208 -2,9855 -2,9374 -3,0360 -3,3028 -3,7077 -4,1763 -4,6145 -4,9446 -5,1311 -5,1837 -5,1467 -5,0810 -5,0455 -5,0775 -5,1780 -5,3076 -5,4019 -5,4010 -5,2719 -5,0204 -4,6886 -4,3414 -4,0489 -3,8683 -3,8166 -3,8535 -3,9041 -3,9045 -3,8333 -3,7122 -3,5856 -3,4943 -3,4599 -3,4812 -3,5366 -3,5832 -3,5615 -3,4181 -3,1416 -2,7786 -2,4157 -2,1470 -2,0424 -2,1225 -2,3500 -2,6441 -2,9105 -3,0679 -3,0683 -2,9190 -2,6870 -2,4712 -2,3577 -2,3894 -2,5547 -2,7956 -3,0331 -3,1975 -3,2546 -3,2179 -3,1398 -3,0823 -3,0901 -3,1755 -3,3104 -3,4306 -3,4584 -3,3369 -3,0554 -2,6591 -2,2329 -1,8710 -1,6498 -1,6035 -1,7105 -1,9120 -2,1418 -2,3400 -2,4672 -2,5267 -2,5709 -2,6784 -2,9124 -3,2832 -3,7347 -4,1618 -4,4507 -4,5241 -4,3710 -4,0516 -3,6774 -3,3737 -3,2382 -3,3089 -3,5552 -3,8984 -4,2410 -4,4909 -4,5869 -4,5213 -4,3427 -4,1336 -3,9790 -3,9386 -4,0283 -4,2189 -4,4534 -4,6715 -4,8255 -4,8921 -4,8839 -4,8479 -4,8450 -4,9232 -5,0909 -5,3065 -5,4946 -5,5844 -5,5443 -5,3925 -5,1817 -4,9766 -4,8332 -4,7786 -4,8011 -4,8560 -4,8835 -4,8353 -4,6996 -4,5080 -4,3177 -4,1840 -4,1392 -4,1869 -4,3092 -4,4697 -4,6161 -4,6975 -4,6911 -4,6144 -4,5204 -4,4796 -4,5524 -4,7603 -5,0729 -5,4214 -5,7325 -5,9573 -6,0856 -6,1543 -6,2406 -6,4326 -6,7945 -7,3462 -8,0547 -8,8375 -9,5874 -10,2144 -10,6728 -10,9656 -11,1330 -11,2301 -11,3035 -11,3808 -11,4656 -11,5302 -11,5192 -11,3710 -11,0476 -10,5596 -9,9721 -9,3822 -8,8727 -8,4751 -8,1626 -7,8673 -7,5061 -7,0134 -6,3697 -5,6146 -4,8387 -4,1524 -3,6440 -3,3518 -3,2610 -3,3160 -3,4419 -3,5698 -3,6554 -3,6839 -3,6663 -3,6297 -3,6011 -3,5917 -3,5900 -3,5594 -3,4452 -3,2038 -2,8338 -2,3804 -1,9171 -1,5218 -1,2499 -1,1177 -1,1049 -1,1603 -1,2151 -1,2112 -1,1326 -1,0156 -0,9315 -0,9578 -1,1541 -1,5384 -2,0740 -2,6867 -3,3006 -3,8600 -4,3398 -4,7519 -5,1344 -5,5244 -5,9367 -6,3596 -6,7600 -7,0904 -7,3013 -7,3610 -7,2767 -7,1033 -6,9314 -6,8551 -6,9358 -7,1875 -7,5769 -8,0249 -8,4240 -8,6807 -8,7592 -8,6930 -8,5575 -8,4354 -8,3937 -8,4611 -8,6095 -8,7617 -8,8284 -8,7459 -8,4988 -8,1260 -7,7124 -7,3625 -7,1620 -7,1439 -7,2786 -7,4918 -7,6965 -7,8220
F3    -2,1165 -2,1985 -2,2464 -2,3233 -2,4587 -2,6410 -2,8315 -2,9816 -3,0444 -2,9833 -2,7880 -2,4873 -2,1469 -1,8509 -1,6711 -1,6371 -1,7288 -1,8898 -2,0426 -2,1051 -2,0144 -1,7539 -1,3634 -0,9215 -0,5099 -0,1799 0,0614 0,2432 0,4108 0,6045 0,8458 1,1323 1,4450 1,7627 2,0704 2,3539 2,5983 2,8047 2,9978 3,2045 3,4239 3,6191 3,7384 3,7399 3,5978 3,3062 2,8945 2,4306 1,9933 1,6368 1,3792 1,2088 1,0928 0,9880 0,8587 0,6939 0,5159 0,3776 0,3426 0,4495 0,6869 1,0005 1,3185 1,5749 1,7306 1,7821 1,7519 1,6767 1,6079 1,6028 1,6945 1,8659 2,0577 2,1942 2,2089 2,0689 1,7936 1,4545 1,1540 0,9878 0,9996 1,1576 1,3746 1,5526 1,6164 1,5301 1,3056 1,0045 0,7212 0,5568 0,5822 0,7945 1,1008 1,3642 1,4796 1,4192 1,2234 0,9694 0,7505 0,6562 0,7301 0,9354 1,1675 1,3005 1,2375 0,9486 0,4778 -0,0798 -0,6087 -1,0005 -1,1911 -1,1912 -1,0762 -0,9454 -0,8869 -0,9565 -1,1644 -1,4686 -1,7874 -2,0432 -2,2109 -2,3318 -2,4844 -2,7369 -3,1146 -3,6026 -4,1627 -4,7406 -5,2697 -5,6833 -5,9357 -6,0198 -5,9624 -5,8001 -5,5664 -5,2986 -5,0377 -4,8087 -4,6062 -4,4041 -4,1790 -3,9239 -3,6510 -3,3927 -3,1915 -3,0694 -3,0044 -2,9403 -2,8173 -2,5993 -2,2909 -1,9334 -1,5852 -1,3000 -1,1105 -1,0218 -1,0129 -1,0393 -1,0418 -0,9678 -0,7935 -0,5360 -0,2440 0,0282 0,2454 0,4016 0,5219 0,6505 0,8301 1,0841 1,4092 1,7840 2,1819 2,5746 2,9340 3,2494 3,5375 3,8200 4,1042 4,3885 4,6633 4,8952 5,0246 4,9898 4,7649 4,3860 3,9395 3,5229 3,2151 3,0681 3,0978 3,2699 3,5056 3,7142 3,8295 3,8284 3,7327 3,6013 3,5078 3,5145 3,6567 3,9310 4,2871 4,6414 4,9080 5,0269 4,9800 4,7898 4,5038 4,1728 3,8339 3,5005 3,1642 2,8071 2,4247 2,0448 1,7224 1,5181 1,4775 1,6205 1,9318 2,3602 2,8277 3,2446 3,5303 3,6381 3,5718 3,3801 3,1300 2,8804 2,6692 2,5103 2,3986 2,3135 2,2209 2,0920 1,9299 1,7757 1,6875 1,7048 1,8173 1,9615 2,0507 2,0113 1,8085 1,4550 1,0034 0,5293 0,1177 -0,1547 -0,2523 -0,2063 -0,1009 -0,0344 -0,0841 -0,2795 -0,5871 -0,9237 -1,1934 -1,3270 -1,3072 -1,1692 -0,9825 -0,8244 -0,7509 -0,7809 -0,9033 -1,0945 -1,3178 -1,5163 -1,6254 -1,6076 -1,4816 -1,3172 -1,1945 -1,1639 -1,2290 -1,3533 -1,4800 -1,5595 -1,5681 -1,5093 -1,4068 -1,2995 -1,2337 -1,2460 -1,3426 -1,4917 -1,6454 -1,7679 -1,8478 -1,8975 -1,9496 -2,0460 -2,2228 -2,4952 -2,8483 -3,2413 -3,6174 -3,9177 -4,1038 -4,1759 -4,1685 -4,1269 -4,0882 -4,0729 -4,0777 -4,0670 -3,9863 -3,8080 -3,5634 -3,3262 -3,1656 -3,1122 -3,1609 -3,2915 -3,4761 -3,6720 -3,8198 -3,8622 -3,7727 -3,5722 -3,3240 -3,1088 -2,9909 -2,9977 -3,1158 -3,2916 -3,4408 -3,4739 -3,3299 -3,0007 -2,5316 -2,0037 -1,5110 -1,1326 -0,9048 -0,8174 -0,8365 -0,9296 -1,0726 -1,2504 -1,4607 -1,7152 -2,0268 -2,3923 -2,7842 -3,1531 -3,4449 -3,6250 -3,6882 -3,6472 -3,5232 -3,3509 -3,1792 -3,0531 -2,9861 -2,9520 -2,9025 -2,7907 -2,5911 -2,3197 -2,0354 -1,8146 -1,7175 -1,7649 -1,9323 -2,1589 -2,3709 -2,5089 -2,5479 -2,5020 -2,4128 -2,3238 -2,2545 -2,1991 -2,1425 -2,0691 -1,9582 -1,7860 -1,5389 -1,2215 -0,8655 -0,5391 -0,3273 -0,2850 -0,4025 -0,6134 -0,8239 -0,9440 -0,9228 -0,7766 -0,5810 -0,4315 -0,4057 -0,5382 -0,8036 -1,1230 -1,3977 -1,5504 -1,5523 -1,4299 -1,2481 -1,0801 -0,9822 -0,9740 -1,0255 -1,0653 -1,0176 -0,8423 -0,5484 -0,1821 0,1934 0,5142 0,7237 0,7783 0,6636 0,4067 0,0732 -0,2539 -0,5074 -0,6734 -0,8024 -0,9734 -1,2362 -1,5799 -1,9362 -2,2041 -2,2890 -2,1466 -1,8089 -1,3730 -0,9602 -0,6729 -0,5691 -0,6554 -0,8917 -1,2061 -1,5094 -1,7153 -1,7676 -1,6652 -1,4640 -1,2531 -1,1188 -1,1178 -1,2634 -1,5239 -1,8382 -2,1415 -2,3799 -2,5164 -2,5430 -2,4930 -2,4288 -2,4109 -2,4707 -2,6025 -2,7657 -2,8987 -2,9498 -2,9021 -2,7703 -2,5872 -2,3968 -2,2402 -2,1383 -2,0864 -2,0600 -2,0264 -1,9619 -1,8699 -1,7863 -1,7647 -1,8466 -2,0357 -2,2930 -2,5478 -2,7199 -2,7568 -2,6600 -2,4783 -2,2865 -2,1657 -2,1736 -2,3152 -2,5417 -2,7791 -2,9665 -3,0853 -3,1636 -3,2565 -3,4184 -3,6837 -4,0596 -4,5340 -5,0860 -5,6867 -6,2915 -6,8426 -7,2893 -7,6117 -7,8284 -7,9844 -8,1299 -8,2979 -8,4850 -8,6441 -8,6997 -8,5778 -8,2446 -7,7380 -7,1662 -6,6546 -6,2702 -5,9855 -5,7094 -5,3509 -4,8601 -4,2321 -3,4932 -2,6905 -1,8925 -1,1879 -0,6635 -0,3701 -0,3046 -0,4179 -0,6343 -0,8726 -1,0667 -1,1821 -1,2180 -1,1955 -1,1415 -1,0733 -0,9921 -0,8820 -0,7154 -0,4722 -0,1616 0,1784 0,4995 0,7634 0,9590 1,1083 1,2519 1,4233 1,6330 1,8633 2,0682 2,1825 2,1407 1,8899 1,4074 0,7319 -0,0347 -0,7750 -1,4081 -1,9030 -2,2715 -2,5650 -2,8591 -3,2223 -3,6864 -4,2330 -4,7974 -5,2891 -5,6171 -5,7212 -5,5964 -5,2962 -4,9203 -4,5871 -4,3910 -4,3722 -4,5111 -4,7418 -4,9819 -5,1634 -5,2519 -5,2500 -5,1876 -5,1133 -5,0838 -5,1359 -5,2600 -5,4055 -5,5062 -5,5010 -5,3508 -5,0555 -4,6630 -4,2653 -3,9726 -3,8642 -3,9492 -4,1639 -4,4046 -4,5716
F7    -1,3083 -1,3640 -1,3624 -1,3296 -1,2911 -1,2653 -1,2738 -1,3325 -1,4306 -1,5273 -1,5769 -1,5605 -1,5040 -1,4642 -1,4784 -1,5259 -1,5507 -1,5115 -1,3926 -1,1843 -0,8799 -0,5010 -0,1107 0,2154 0,4332 0,5449 0,5874 0,6089 0,6358 0,6560 0,6449 0,6072 0,5865 0,6324 0,7587 0,9308 1,0946 1,2176 1,3047 1,3778 1,4493 1,5198 1,5919 1,6711 1,7557 1,8346 1,8860 1,8735 1,7615 1,5450 1,2580 0,9512 0,6564 0,3661 0,0506 -0,2974 -0,6271 -0,8368 -0,8332 -0,6053 -0,2398 0,1374 0,4295 0,5954 0,6348 0,5589 0,3920 0,1958 0,0560 0,0328 0,1296 0,3042 0,5005 0,6730 0,7859 0,8054 0,7095 0,5068 0,2381 -0,0458 -0,3063 -0,5211 -0,6778 -0,7718 -0,8107 -0,8122 -0,7872 -0,7313 -0,6408 -0,5272 -0,4090 -0,2988 -0,2077 -0,1548 -0,1709 -0,2877 -0,5033 -0,7624 -0,9869 -1,1239 -1,1612 -1,1223 -1,0589 -1,0329 -1,0885 -1,2317 -1,4279 -1,6185 -1,7489 -1,7987 -1,7988 -1,8146 -1,9068 -2,1148 -2,4590 -2,9300 -3,4692 -3,9806 -4,3805 -4,6424 -4,7931 -4,8818 -4,9647 -5,0883 -5,2631 -5,4529 -5,5963 -5,6500 -5,6160 -5,5311 -5,4381 -5,3718 -5,3523 -5,3782 -5,4413 -5,5463 -5,6900 -5,8302 -5,9019 -5,8652 -5,7299 -5,5382 -5,3389 -5,1736 -5,0677 -5,0155 -4,9686 -4,8547 -4,6251 -4,2955 -3,9355 -3,6167 -3,3692 -3,1773 -2,9961 -2,7721 -2,4772 -2,1363 -1,8078 -1,5381 -1,3417 -1,2196 -1,1781 -1,2238 -1,3496 -1,5238 -1,6900 -1,7878 -1,7779 -1,6467 -1,4014 -1,0678 -0,6846 -0,2938 0,0699 0,3953 0,6981 1,0008 1,3111 1,6192 1,9027 2,1345 2,2937 2,3718 2,3699 2,2969 2,1713 2,0243 1,8912 1,7941 1,7291 1,6667 1,5719 1,4375 1,2884 1,1449 0,9995 0,8416 0,6873 0,5785 0,5661 0,6857 0,9308 1,2473 1,5567 1,7878 1,9003 1,8901 1,7839 1,6293 1,4727 1,3347 1,2111 1,0963 0,9892 0,8828 0,7684 0,6465 0,5241 0,4124 0,3251 0,2653 0,2188 0,1665 0,1032 0,0409 -0,0045 -0,0294 -0,0378 -0,0244 0,0264 0,1174 0,2156 0,2583 0,1970 0,0289 -0,2200 -0,5093 -0,7764 -0,9531 -1,0129 -0,9954 -0,9840 -1,0519 -1,2214 -1,4615 -1,7096 -1,8987 -1,9912 -2,0026 -1,9846 -1,9792 -1,9959 -2,0256 -2,0598 -2,0949 -2,1316 -2,1737 -2,2215 -2,2734 -2,3382 -2,4356 -2,5756 -2,7392 -2,8873 -2,9878 -3,0318 -3,0278 -2,9878 -2,9236 -2,8450 -2,7623 -2,6924 -2,6596 -2,6885 -2,7898 -2,9420 -3,0944 -3,1956 -3,2256 -3,2063 -3,1863 -3,2186 -3,3404 -3,5581 -3,8483 -4,1759 -4,5084 -4,8087 -5,0289 -5,1302 -5,1079 -4,9943 -4,8411 -4,6930 -4,5686 -4,4629 -4,3626 -4,2612 -4,1624 -4,0674 -3,9724 -3,8871 -3,8408 -3,8600 -3,9475 -4,0843 -4,2381 -4,3686 -4,4342 -4,4064 -4,2860 -4,1075 -3,9211 -3,7623 -3,6360 -3,5302 -3,4398 -3,3734 -3,3431 -3,3514 -3,3848 -3,4276 -3,4746 -3,5220 -3,5507 -3,5343 -3,4563 -3,3131 -3,1134 -2,8871 -2,6829 -2,5412 -2,4673 -2,4359 -2,4137 -2,3757 -2,3089 -2,2210 -2,1415 -2,1002 -2,1040 -2,1440 -2,2123 -2,3049 -2,4141 -2,5211 -2,5996 -2,6264 -2,5860 -2,4823 -2,3491 -2,2415 -2,2126 -2,2964 -2,4969 -2,7910 -3,1372 -3,4768 -3,7363 -3,8539 -3,8182 -3,6671 -3,4422 -3,1571 -2,8166 -2,4450 -2,0867 -1,7917 -1,6018 -1,5396 -1,6064 -1,7863 -2,0425 -2,3208 -2,5690 -2,7516 -2,8491 -2,8544 -2,7750 -2,6321 -2,4551 -2,2740 -2,1171 -2,0118 -1,9824 -2,0416 -2,1822 -2,3743 -2,5729 -2,7303 -2,8077 -2,7871 -2,6799 -2,5287 -2,3972 -2,3422 -2,3839 -2,4983 -2,6330 -2,7366 -2,7836 -2,7812 -2,7558 -2,7316 -2,7108 -2,6739 -2,5951 -2,4588 -2,2652 -2,0296 -1,7843 -1,5768 -1,4544 -1,4465 -1,5611 -1,7787 -2,0337 -2,2238 -2,2644 -2,1412 -1,9191 -1,7079 -1,6039 -1,6437 -1,7972 -1,9937 -2,1519 -2,2064 -2,1407 -2,0141 -1,9373 -2,0032 -2,2289 -2,5507 -2,8623 -3,0702 -3,1380 -3,0834 -2,9472 -2,7800 -2,6366 -2,5546 -2,5361 -2,5574 -2,5951 -2,6389 -2,6909 -2,7615 -2,8629 -3,0022 -3,1718 -3,3475 -3,5032 -3,6301 -3,7290 -3,7948 -3,8190 -3,8005 -3,7417 -3,6438 -3,5144 -3,3789 -3,2739 -3,2279 -3,2513 -3,3407 -3,4837 -3,6549 -3,8089 -3,8880 -3,8496 -3,6897 -3,4410 -3,1525 -2,8805 -2,6854 -2,6197 -2,7107 -2,9492 -3,2844 -3,6382 -3,9447 -4,1830 -4,3728 -4,5456 -4,7127 -4,8507 -4,9248 -4,9359 -4,9324 -4,9753 -5,1096 -5,3638 -5,7508 -6,2594 -6,8484 -7,4493 -7,9795 -8,3659 -8,5708 -8,6053 -8,5209 -8,3864 -8,2678 -8,2156 -8,2518 -8,3607 -8,4848 -8,5378 -8,4466 -8,1981 -7,8479 -7,4762 -7,1365 -6,8449 -6,5911 -6,3402 -6,0362 -5,6214 -5,0615 -4,3698 -3,6223 -2,9400 -2,4370 -2,1740 -2,1449 -2,2826 -2,4795 -2,6322 -2,6909 -2,6616 -2,5703 -2,4410 -2,2989 -2,1682 -2,0582 -1,9673 -1,8981 -1,8527 -1,8116 -1,7371 -1,6035 -1,4159 -1,2030 -0,9994 -0,8259 -0,6849 -0,5793 -0,5220 -0,5254 -0,5999 -0,7622 -1,0272 -1,3891 -1,8144 -2,2497 -2,6476 -2,9928 -3,2970 -3,5754 -3,8326 -4,0715 -4,3107 -4,5824 -4,9090 -5,2854 -5,6768 -6,0233 -6,2565 -6,3293 -6,2462 -6,0781 -5,9298 -5,8745 -5,9186 -6,0192 -6,1233 -6,1982 -6,2412 -6,2764 -6,3450 -6,4835 -6,6901 -6,9215 -7,1298 -7,2924 -7,4003 -7,4315 -7,3450 -7,1124 -6,7622 -6,3866 -6,1008 -5,9763 -5,9958 -6,0714 -6,1066 -6,0477 -5,8953
