Fp1   -6,1012 -4,9339 -3,4009 -1,6672 0,0256 1,4228 2,3411 2,6929 2,4709 1,7517 0,7114 -0,3915 -1,2834 -1,7896 -1,9350 -1,9118 -1,9058 -1,9224 -1,7623 -1,1822 -0,1179 1,2173 2,4293 3,1454 3,1774 2,5717 1,5576 0,4439 -0,4770 -0,9638 -0,8385 -0,0690 1,1377 2,3701 3,1672 3,1988 2,4074 1,0556 -0,3619 -1,3277 -1,5331 -1,0028 -0,0652 0,8115 1,2433 1,0710 0,3438 -0,7596 -1,9867 -3,0751 -3,8220 -4,1236 -4,0120 -3,6705 -3,3321 -3,1023 -2,8927 -2,5068 -1,7602 -0,5832 0,9051 2,4236 3,6608 4,3963 4,5313 4,0638 3,0740 1,7275 0,2612 -1,0633 -2,0242 -2,4983 -2,4871 -2,1066 -1,5481 -0,9991 -0,5545 -0,1994 0,1216 0,4363 0,7443 1,0409 1,2851 1,3449 1,0437 0,3106 -0,7208 -1,7725 -2,5637 -2,9321 -2,8955 -2,6091 -2,2367 -1,8451 -1,4017 -0,8682 -0,3023 0,1476 0,3520 0,2871 0,0302 -0,2829 -0,4979 -0,5041 -0,2996 0,0241 0,3638 0,6379 0,7630 0,6790 0,4233 0,1205 -0,1358 -0,3824 -0,7729 -1,4806 -2,5824 -3,9806 -5,4289 -6,6763 -7,6226 -8,3386 -8,9331 -9,4131 -9,6581 -9,4858 -8,7414 -7,3734 -5,4705 -3,2541 -1,0272 0,9287 2,4647 3,5925 4,4064 4,9803 5,3213 5,3991 5,1830 4,6311 3,7030 2,4516 1,0866 -0,0936 -0,8374 -1,0227 -0,6722 0,0551 0,9093 1,6668 2,2423 2,6735 3,0035 3,2064 3,2102 2,9622 2,4599 1,7276 0,7955 -0,2770 -1,3770 -2,3605 -3,1167 -3,6252 -3,9454 -4,1263 -4,1362 -3,8996 -3,3947 -2,7292 -2,1486 -1,9320 -2,2303 -2,9801 -3,9468 -4,8504 -5,4917 -5,7997 -5,7885 -5,4953 -4,9651 -4,2596 -3,4598 -2,6512 -1,8940 -1,2309 -0,7549 -0,6514 -1,1143 -2,1849 -3,6798 -5,2693 -6,6042 -7,4125 -7,5845 -7,2335 -6,6528 -6,1628 -5,9558 -6,0441 -6,2985 -6,5137 -6,4939 -6,1530 -5,5555 -4,8636 -4,2698 -3,9487 -3,9828 -4,2912 -4,6532 -4,8239 -4,6594 -4,1734 -3,4988 -2,8039 -2,2219 -1,8127 -1,5602 -1,4235 -1,4100 -1,5879 -2,0145 -2,6542 -3,3547 -3,9164 -4,2211 -4,3093 -4,3358 -4,4487 -4,6719 -4,8487 -4,6866 -3,9172 -2,4807 -0,5782 1,4212 3,1053 4,1374 4,3584 3,8074 2,6592 1,1569 -0,4175 -1,7690 -2,6663 -3,0325 -2,9384 -2,4757 -1,6609 -0,4856 0,9711 2,5006 3,7999 4,5482 4,5220 3,6984 2,2851 0,6633 -0,7283 -1,5271 -1,5563 -0,8756 0,2668 1,5630 2,7529 3,6498 4,1452 4,2367 4,0360 3,7190 3,4361 3,2216 2,9525 2,4030 1,3912 -0,0821 -1,8107 -3,4788 -4,7895 -5,5475 -5,6506 -5,0489 -3,7868 -2,0897 -0,3309 1,1436 2,1578 2,7045 2,8696 2,7851 2,5880 2,3577 2,0805 1,6834 1,1182 0,4144 -0,3453 -1,0616 -1,6168 -1,8812 -1,7649 -1,2695 -0,4859 0,4544 1,4378 2,4104 3,3885 4,4214 5,5215 6,5994 7,4545 7,8413 7,5970 6,7433 5,4725 4,0445 2,6901 1,5666 0,7410 0,1808 -0,2105 -0,4922 -0,6027 -0,3752 0,3620 1,6720 3,4427 5,3821 7,0901 8,2068 8,5524 8,1729 7,2986 6,2490 5,3097 4,6269 4,1589 3,7133 3,0718 2,1313 0,9668 -0,2083 -1,1375 -1,6285 -1,6427 -1,3103 -0,8447 -0,4158 -0,0679 0,2618 0,6475 1,1044 1,5969 2,0683 2,4450 2,6453 2,6389 2,5116 2,4396 2,5583 2,8562 3,2054 3,4684 3,5587 3,4487 3,1724 2,8097 2,4481 2,1691 2,0655 2,2155 2,6070 3,1105 3,5480 3,7954 3,8442 3,7994 3,8183 4,0325 4,4884 5,1218 5,7931 6,3612 6,7133 6,7488 6,3858 5,6043 4,4904 3,2400 2,0808 1,1495 0,4376 -0,1329 -0,5944 -0,9166 -1,0813 -1,1072 -0,9874 -0,6501 -0,0184 0,8851 1,9126 2,9034 3,8089 4,6861 5,5879 6,4866 7,2942 7,9208 8,3079 8,4431 8,3740 8,1796 7,8945 7,4766 6,8664 6,0635 5,1496 4,2744 3,6214 3,3380 3,4611 3,8978 4,4642 4,9426 5,1432 4,9771 4,5080 3,9230 3,4384 3,2167 3,3256 3,7235 4,2734 4,7989 5,1647 5,3422 5,4148 5,5148 5,7193 5,9664 6,0789 5,9205 5,5447 5,1722 5,0190 5,1447 5,4356 5,6920 5,7397 5,5043 5,0189 4,3846 3,7193 3,1427 2,8044 2,8710 3,4120 4,3015 5,2787 6,1112 6,6945 7,0250 7,1124 6,9108 6,3161 5,2524 3,8000 2,2512 1,0431 0,6207 1,2698 2,9749 5,4067 8,0354 10,2678 11,5788 11,6702 10,5994 8,7456 6,6102 4,6165 3,0154 1,8672 1,0649 0,4125 -0,2572 -0,9972 -1,7434 -2,3687 -2,7415 -2,7606 -2,3755 -1,6181 -0,6192 0,4318 1,3704 2,1167 2,6666 3,0326 3,1991 3,1327 2,8176 2,2915 1,7015 1,3325 1,5214 2,4612 4,0374 5,8592 7,4709 8,5600 9,0233 8,9313 8,4657 7,8410 7,2258 6,7123 6,3288 6,0631 5,8836 5,7477 5,6079 5,4369 5,2583 5,1268 5,0448 4,9070 4,5800 4,0343 3,3693 2,7383 2,2641 1,9926 1,8973 1,9232 2,0304 2,1962 2,3713 2,4454 2,2782 1,7584 0,8389 -0,4424 -1,9468 -3,4563 -4,7437 -5,6505 -6,1233 -6,1891 -5,9021 -5,3348 -4,6212 -3,9754 -3,6051 -3,5756 -3,7743 -4,0078 -4,1163 -4,0192 -3,7084 -3,2187 -2,5872 -1,8458 -1,0658 -0,3883 0,0231 0,0783 -0,1741 -0,5646 -0,9029 -1,0923 -1,1693 -1,2294 -1,3240 -1,4359 -1,5176 -1,5315 -1,4819 -1,4260 -1,4323 -1,5172 -1,6276 -1,6846 -1,6505 -1,5616 -1,4873 -1,4599 -1,4639 -1,4997 -1,6394 -1,9897 -2,5861 -3,3466 -4,1343 -4,8359 -5,3605 -5,5926 -5,3938
Fz    -3,6051 -3,5517 -3,3121 -2,9091 -2,4175 -1,9374 -1,5573 -1,3287 -1,2565 -1,2984 -1,3753 -1,3963 -1,2919 -1,0431 -0,6805 -0,2556 0,1785 0,5752 0,9106 1,1926 1,4448 1,6799 1,8759 1,9773 1,9389 1,7756 1,5530 1,3301 1,1124 0,8640 0,5655 0,2581 0,0321 -0,0233 0,1299 0,4591 0,8753 1,2691 1,5509 1,6751 1,6389 1,4683 1,2009 0,8744 0,5242 0,1827 -0,1247 -0,3831 -0,5927 -0,7729 -0,9476 -1,1225 -1,2828 -1,4065 -1,4817 -1,5140 -1,5180 -1,4978 -1,4396 -1,3313 -1,1904 -1,0568 -0,9575 -0,8857 -0,8126 -0,7093 -0,5622 -0,3837 -0,2109 -0,0819 -0,0061 0,0405 0,0962 0,1885 0,3122 0,4262 0,4781 0,4311 0,2674 -0,0157 -0,3972 -0,8230 -1,2142 -1,4904 -1,6026 -1,5557 -1,3957 -1,1705 -0,9115 -0,6490 -0,4207 -0,2416 -0,0770 0,1295 0,3982 0,6830 0,8905 0,9333 0,7857 0,4914 0,1173 -0,2972 -0,7482 -1,2385 -1,7495 -2,2291 -2,6002 -2,7988 -2,8195 -2,7232 -2,6091 -2,5820 -2,7283 -3,0975 -3,6851 -4,4252 -5,2049 -5,8977 -6,4002 -6,6623 -6,6964 -6,5579 -6,3101 -5,9960 -5,6262 -5,1844 -4,6603 -4,0830 -3,5152 -3,0184 -2,6236 -2,3175 -2,0538 -1,7809 -1,4568 -1,0536 -0,5694 -0,0341 0,5027 0,9957 1,4199 1,7698 2,0471 2,2509 2,3838 2,4645 2,5255 2,5976 2,7013 2,8475 3,0301 3,2187 3,3659 3,4213 3,3421 3,1100 2,7510 2,3293 1,9167 1,5609 1,2717 1,0309 0,8097 0,5800 0,3217 0,0310 -0,2717 -0,5438 -0,7344 -0,8005 -0,7164 -0,4748 -0,0925 0,3726 0,8188 1,1330 1,2367 1,1040 0,7497 0,2204 -0,4067 -1,0326 -1,5528 -1,8738 -1,9297 -1,7055 -1,2613 -0,7268 -0,2489 0,0723 0,2023 0,1486 -0,0688 -0,4234 -0,8751 -1,3726 -1,8667 -2,3226 -2,7232 -3,0595 -3,3130 -3,4449 -3,4153 -3,2317 -2,9746 -2,7577 -2,6681 -2,7397 -2,9508 -3,2401 -3,5328 -3,7615 -3,8840 -3,8978 -3,8411 -3,7747 -3,7596 -3,8379 -4,0147 -4,2520 -4,4755 -4,5914 -4,5175 -4,2198 -3,7270 -3,1169 -2,4902 -1,9374 -1,5073 -1,1933 -0,9487 -0,7227 -0,4940 -0,2780 -0,1029 0,0195 0,0976 0,1413 0,1508 0,1263 0,0844 0,0632 0,1086 0,2498 0,4916 0,8194 1,2008 1,5921 1,9604 2,2993 2,6156 2,9064 3,1549 3,3326 3,4053 3,3617 3,2427 3,1292 3,0839 3,0994 3,1085 3,0417 2,8721 2,6235 2,3496 2,0999 1,8953 1,7340 1,6110 1,5263 1,4739 1,4324 1,3674 1,2372 1,0012 0,6450 0,2057 -0,2369 -0,6031 -0,8568 -1,0207 -1,1500 -1,2878 -1,4391 -1,5755 -1,6589 -1,6665 -1,6003 -1,4726 -1,2920 -1,0689 -0,8320 -0,6277 -0,5000 -0,4614 -0,4768 -0,4788 -0,4028 -0,2089 0,1120 0,5367 1,0248 1,5436 2,0806 2,6331 3,1834 3,6754 4,0249 4,1687 4,1066 3,8940 3,6032 3,2934 3,0115 2,8008 2,6883 2,6689 2,7106 2,7730 2,8319 2,9038 3,0332 3,2410 3,4902 3,7010 3,7928 3,7225 3,5005 3,1769 2,8135 2,4678 2,1905 2,0160 1,9482 1,9646 2,0380 2,1479 2,2753 2,3984 2,5026 2,5864 2,6478 2,6680 2,6132 2,4488 2,1594 1,7712 1,3539 0,9916 0,7449 0,6314 0,6221 0,6579 0,6895 0,7066 0,7322 0,8022 0,9507 1,1959 1,5312 1,9267 2,3331 2,6905 2,9530 3,1101 3,1840 3,2155 3,2463 3,3060 3,4017 3,5112 3,5917 3,6091 3,5601 3,4722 3,3924 3,3626 3,3871 3,4203 3,3952 3,2667 3,0357 2,7388 2,4206 2,1188 1,8729 1,7308 1,7287 1,8606 2,0624 2,2216 2,2224 2,0058 1,5967 1,0916 0,6165 0,2731 0,1101 0,1361 0,3370 0,6792 1,1214 1,6402 2,2439 2,9442 3,7095 4,4453 5,0325 5,3924 5,5308 5,5252 5,4621 5,3800 5,2722 5,1313 4,9726 4,8217 4,6996 4,6258 4,6164 4,6595 4,7069 4,7065 4,6464 4,5690 4,5415 4,6118 4,7853 5,0256 5,2721 5,4711 5,5979 5,6511 5,6411 5,5933 5,5390 5,4859 5,4130 5,3077 5,1933 5,1179 5,1142 5,1632 5,1917 5,1125 4,8760 4,4993 4,0613 3,6702 3,4188 3,3538 3,4710 3,7292 4,0719 4,4516 4,8428 5,2315 5,5851 5,8329 5,8840 5,6833 5,2680 4,7725 4,3653 4,1636 4,1920 4,4005 4,7149 5,0809 5,4744 5,8820 6,2766 6,6047 6,7999 6,8173 6,6555 6,3400 5,8997 5,3655 4,7757 4,1750 3,6101 3,1248 2,7484 2,4828 2,3020 2,1654 2,0296 1,8584 1,6307 1,3472 1,0313 0,7209 0,4610 0,2939 0,2415 0,2879 0,3886 0,5053 0,6316 0,7862 0,9914 1,2618 1,6061 2,0332 2,5476 3,1392 3,7848 4,4519 5,0948 5,6633 6,1277 6,4961 6,8054 7,0974 7,3938 7,6792 7,9042 8,0115 7,9656 7,7649 7,4396 7,0435 6,6330 6,2436 5,8852 5,5517 5,2259 4,8855 4,5220 4,1541 3,8181 3,5499 3,3681 3,2581 3,1752 3,0702 2,9098 2,6759 2,3593 1,9618 1,5005 1,0044 0,5080 0,0415 -0,3764 -0,7425 -1,0629 -1,3317 -1,5168 -1,5739 -1,4774 -1,2413 -0,9272 -0,6330 -0,4583 -0,4577 -0,6195 -0,8801 -1,1537 -1,3610 -1,4483 -1,3952 -1,2034 -0,8754 -0,4096 0,1824 0,8633 1,5748 2,2507 2,8284 3,2583 3,5075 3,5573 3,4122 3,1099 2,7070 2,2530 1,7855 1,3371 0,9381 0,6154 0,3901 0,2716 0,2556 0,3172 0,4037 0,4473 0,3943 0,2235 -0,0528 -0,3973 -0,7478 -1,0205 -1,1394 -1,0781 -0,8770 -0,6184 -0,3744 -0,1670
F3    -2,1940 -2,1124 -2,1187 -2,2641 -2,5080 -2,7438 -2,8804 -2,8957 -2,8226 -2,6919 -2,4859 -2,1529 -1,6715 -1,0797 -0,4316 0,2413 0,8942 1,4330 1,7568 1,8331 1,7185 1,5199 1,3389 1,2459 1,2878 1,4892 1,8201 2,1720 2,3744 2,2434 1,6581 0,6585 -0,5084 -1,4680 -1,8950 -1,6621 -0,8591 0,2807 1,4525 2,3463 2,7364 2,5699 1,9901 1,2558 0,6063 0,1759 -0,0094 0,0056 0,1271 0,2235 0,1728 -0,0573 -0,3774 -0,6307 -0,6966 -0,5788 -0,4100 -0,3646 -0,5573 -0,9919 -1,5569 -2,0681 -2,3535 -2,3225 -1,9694 -1,3524 -0,5858 0,1716 0,7517 1,0296 0,9675 0,6238 0,1281 -0,3569 -0,6795 -0,7516 -0,5943 -0,3436 -0,1962 -0,3072 -0,7017 -1,2603 -1,7685 -2,0041 -1,8470 -1,3550 -0,7240 -0,1594 0,2240 0,4097 0,4475 0,4248 0,4218 0,4561 0,4775 0,4269 0,2914 0,1068 -0,0687 -0,1863 -0,2403 -0,2923 -0,4560 -0,8289 -1,4199 -2,1359 -2,8262 -3,3438 -3,5935 -3,5650 -3,3536 -3,1520 -3,1873 -3,6104 -4,4040 -5,3871 -6,3231 -7,0293 -7,4112 -7,4471 -7,1664 -6,6344 -5,9382 -5,1691 -4,4011 -3,6788 -3,0334 -2,5142 -2,1828 -2,0641 -2,1150 -2,2550 -2,4241 -2,5938 -2,7307 -2,7699 -2,6357 -2,2778 -1,6864 -0,8832 0,0810 1,1151 2,0925 2,8886 3,4208 3,6692 3,6803 3,5517 3,3996 3,3174 3,3383 3,4281 3,5062 3,4701 3,2236 2,7140 1,9574 1,0467 0,1484 -0,5461 -0,9175 -0,9772 -0,8397 -0,6496 -0,5210 -0,5139 -0,6334 -0,8317 -1,0218 -1,1045 -0,9916 -0,6231 0,0028 0,8044 1,6279 2,2873 2,5994 2,4287 1,7498 0,6824 -0,5525 -1,7235 -2,6499 -3,2169 -3,3826 -3,1833 -2,7187 -2,1080 -1,4400 -0,7665 -0,1439 0,3342 0,5573 0,4521 0,0364 -0,5754 -1,2428 -1,8793 -2,4613 -2,9806 -3,4106 -3,7125 -3,8640 -3,8925 -3,8830 -3,9317 -4,0831 -4,3027 -4,4977 -4,5784 -4,5281 -4,4152 -4,3274 -4,3102 -4,3758 -4,5376 -4,8112 -5,1945 -5,6554 -6,1256 -6,4960 -6,6253 -6,3843 -5,7292 -4,7469 -3,6201 -2,5261 -1,5507 -0,6793 0,1402 0,9104 1,5294 1,8119 1,5933 0,8381 -0,3297 -1,6734 -2,9178 -3,8139 -4,1876 -3,9793 -3,2596 -2,2010 -1,0151 0,1159 1,0871 1,8722 2,4772 2,8862 3,0459 2,8973 2,4344 1,7467 1,0071 0,4129 0,1247 0,2223 0,6818 1,3726 2,0824 2,5935 2,7764 2,6175 2,1816 1,5678 0,8829 0,2238 -0,3321 -0,7282 -0,9327 -0,9555 -0,8572 -0,7171 -0,5797 -0,4279 -0,2012 0,1553 0,6435 1,1898 1,6440 1,8085 1,5140 0,7087 -0,4940 -1,8416 -3,0297 -3,8031 -4,0340 -3,7478 -3,0973 -2,2970 -1,5446 -0,9666 -0,6155 -0,4902 -0,5500 -0,7305 -0,9625 -1,1838 -1,3462 -1,4130 -1,3449 -1,0958 -0,6289 0,0562 0,8996 1,7708 2,5015 2,9506 3,0586 2,8635 2,4790 2,0508 1,7178 1,5743 1,6279 1,8006 1,9876 2,1246 2,2146 2,3131 2,4844 2,7469 3,0382 3,2307 3,2009 2,9071 2,4124 1,8359 1,2779 0,7860 0,3767 0,0599 -0,1608 -0,2870 -0,3169 -0,2389 -0,0328 0,3198 0,8235 1,4616 2,1791 2,8654 3,3639 3,5188 3,2442 2,5803 1,6926 0,8023 0,0942 -0,3500 -0,5559 -0,5998 -0,5504 -0,4580 -0,3545 -0,2305 -0,0326 0,2885 0,7281 1,2218 1,6664 1,9579 2,0472 1,9763 1,8534 1,7885 1,8453 2,0348 2,3299 2,6803 3,0361 3,3713 3,6768 3,9399 4,1461 4,2792 4,2927 4,1001 3,6190 2,8378 1,8516 0,8404 0,0037 -0,5021 -0,5935 -0,2663 0,4077 1,2885 2,1850 2,8920 3,2523 3,2080 2,8009 2,1430 1,3865 0,6826 0,1463 -0,1507 -0,1771 0,0583 0,5244 1,1872 1,9964 2,8581 3,6448 4,2436 4,5928 4,6771 4,5125 4,1480 3,6590 3,1266 2,6310 2,2611 2,1127 2,2672 2,7522 3,5046 4,3601 5,0898 5,4931 5,5035 5,2261 4,8763 4,6757 4,7633 5,1492 5,7182 6,2894 6,6962 6,8382 6,6956 6,3296 5,8483 5,3334 4,7965 4,2220 3,6427 3,1579 2,8872 2,9039 3,1864 3,6087 3,9848 4,1524 4,0446 3,7127 3,2988 2,9695 2,8433 2,9490 3,2315 3,6038 4,0055 4,4128 4,8056 5,1309 5,3021 5,2439 4,9451 4,4671 3,9245 3,4680 3,2581 3,4178 3,9822 4,8798 5,9569 7,0152 7,8399 8,2347 8,0771 7,3653 6,2263 4,8772 3,5604 2,4763 1,7352 1,3422 1,2101 1,2026 1,2036 1,1721 1,1418 1,1791 1,3388 1,6421 2,0724 2,5734 3,0392 3,3151 3,2375 2,7142 1,7915 0,6468 -0,4870 -1,4100 -1,9960 -2,1871 -1,9784 -1,4064 -0,5279 0,5989 1,9140 3,3221 4,6622 5,7368 6,3846 6,5467 6,2950 5,8043 5,2905 4,9507 4,9058 5,1528 5,5754 6,0200 6,3667 6,5527 6,5687 6,4543 6,2893 6,1603 6,1084 6,1070 6,0876 5,9779 5,7296 5,3339 4,8175 4,2314 3,6482 3,1433 2,7475 2,4139 2,0420 1,5474 0,9260 0,2597 -0,3327 -0,7518 -0,9450 -0,9134 -0,7082 -0,4148 -0,1310 0,0562 0,0920 -0,0349 -0,3007 -0,6617 -1,0530 -1,3928 -1,6121 -1,6882 -1,6572 -1,6024 -1,6154 -1,7538 -2,0290 -2,4119 -2,8270 -3,1469 -3,2156 -2,9013 -2,1503 -1,0145 0,3549 1,7432 2,9292 3,7481 4,1317 4,1068 3,7659 3,2294 2,6025 1,9453 1,2779 0,6054 -0,0551 -0,6572 -1,1386 -1,4520 -1,5726 -1,4937 -1,2445 -0,9094 -0,6104 -0,4513 -0,4706 -0,6356 -0,8676 -1,0754 -1,1865 -1,1722 -1,0665 -0,9533 -0,9010 -0,9014
F7    -3,1873 -3,0151 -2,6878 -2,2151 -1,6534 -1,0927 -0,6314 -0,3500 -0,2791 -0,3795 -0,5570 -0,7025 -0,7282 -0,5993 -0,3523 -0,0715 0,1672 0,3432 0,5013 0,7109 1,0038 1,3448 1,6494 1,8277 1,8311 1,6769 1,4329 1,1725 0,9384 0,7458 0,6095 0,5468 0,5554 0,6061 0,6583 0,6707 0,6088 0,4634 0,2704 0,0990 0,0103 0,0231 0,1048 0,1863 0,1948 0,0855 -0,1464 -0,4669 -0,8129 -1,1109 -1,2974 -1,3409 -1,2558 -1,0941 -0,9213 -0,7883 -0,7115 -0,6655 -0,5930 -0,4378 -0,1891 0,1100 0,3965 0,6240 0,7732 0,8472 0,8613 0,8315 0,7705 0,6957 0,6338 0,6155 0,6632 0,7776 0,9262 1,0542 1,1176 1,1044 1,0243 0,8874 0,7005 0,4736 0,2250 -0,0225 -0,2498 -0,4447 -0,5953 -0,6820 -0,6813 -0,5823 -0,3982 -0,1515 0,1485 0,5005 0,8785 1,2159 1,4252 1,4478 1,2962 1,0449 0,7779 0,5421 0,3454 0,1812 0,0431 -0,0745 -0,1772 -0,2775 -0,4045 -0,5949 -0,8719 -1,2374 -1,6811 -2,1914 -2,7586 -3,3689 -3,9920 -4,5724 -5,0411 -5,3479 -5,4916 -5,5173 -5,4784 -5,3963 -5,2483 -4,9881 -4,5835 -4,0426 -3,4066 -2,7231 -2,0303 -1,3519 -0,6949 -0,0576 0,5614 1,1593 1,7240 2,2308 2,6433 2,9202 3,0364 3,0120 2,9192 2,8528 2,8906 3,0679 3,3658 3,7204 4,0578 4,3344 4,5446 4,6960 4,7859 4,7938 4,6819 4,4173 4,0096 3,5186 3,0232 2,5800 2,2064 1,8942 1,6328 1,4160 1,2387 1,0992 1,0014 0,9541 0,9664 1,0385 1,1540 1,2883 1,4278 1,5676 1,6915 1,7685 1,7752 1,7102 1,5850 1,4157 1,2274 1,0536 0,9187 0,8272 0,7782 0,7770 0,8156 0,8510 0,8217 0,6853 0,4356 0,0945 -0,2950 -0,6729 -0,9826 -1,2017 -1,3491 -1,4641 -1,5827 -1,7253 -1,8894 -2,0462 -2,1523 -2,1846 -2,1641 -2,1431 -2,1805 -2,3230 -2,5820 -2,9163 -3,2451 -3,4784 -3,5533 -3,4592 -3,2383 -2,9582 -2,6800 -2,4453 -2,2781 -2,1890 -2,1734 -2,2063 -2,2449 -2,2450 -2,1806 -2,0536 -1,8865 -1,7101 -1,5524 -1,4278 -1,3226 -1,1936 -0,9864 -0,6658 -0,2375 0,2543 0,7449 1,1614 1,4365 1,5332 1,4657 1,2932 1,0897 0,9143 0,8041 0,7821 0,8528 0,9965 1,1885 1,4264 1,7266 2,0938 2,4980 2,8703 3,1205 3,1856 3,0697 2,8366 2,5656 2,3126 2,1023 1,9402 1,8230 1,7439 1,7052 1,7224 1,8028 1,9262 2,0563 2,1614 2,2152 2,1962 2,0969 1,9203 1,6649 1,3311 0,9422 0,5459 0,1940 -0,0745 -0,2417 -0,3052 -0,2632 -0,1130 0,1273 0,4065 0,6587 0,8389 0,9413 0,9898 1,0152 1,0379 1,0625 1,0862 1,1138 1,1662 1,2661 1,4136 1,5860 1,7618 1,9356 2,1140 2,3063 2,5176 2,7466 2,9828 3,2025 3,3776 3,4992 3,5847 3,6533 3,6968 3,6772 3,5602 3,3531 3,1042 2,8653 2,6626 2,5006 2,3863 2,3447 2,4054 2,5716 2,8049 3,0413 3,2267 3,3459 3,4180 3,4661 3,4925 3,4827 3,4204 3,2989 3,1298 2,9534 2,8304 2,8068 2,8795 2,9952 3,0861 3,1082 3,0511 2,9286 2,7661 2,5860 2,4005 2,2193 2,0592 1,9392 1,8748 1,8782 1,9480 2,0609 2,1843 2,2956 2,3853 2,4508 2,4939 2,5241 2,5660 2,6560 2,8173 3,0387 3,2811 3,4947 3,6371 3,6945 3,6868 3,6530 3,6338 3,6533 3,7111 3,7909 3,8772 3,9643 4,0579 4,1672 4,2913 4,4112 4,4971 4,5228 4,4742 4,3476 4,1459 3,8786 3,5716 3,2719 3,0335 2,8903 2,8406 2,8438 2,8333 2,7473 2,5634 2,3123 2,0547 1,8413 1,7004 1,6563 1,7373 1,9558 2,2914 2,7031 3,1631 3,6670 4,2098 4,7540 5,2275 5,5584 5,7191 5,7367 5,6633 5,5457 5,4195 5,3108 5,2336 5,1880 5,1643 5,1579 5,1800 5,2454 5,3531 5,4820 5,6064 5,7103 5,7856 5,8222 5,8139 5,7645 5,6806 5,5735 5,4691 5,4053 5,4186 5,5308 5,7283 5,9497 6,1129 6,1669 6,1189 6,0189 5,9175 5,8262 5,7184 5,5683 5,3825 5,1933 5,0337 4,9220 4,8597 4,8370 4,8445 4,8784 4,9310 4,9865 5,0357 5,0922 5,1836 5,3182 5,4615 5,5529 5,5581 5,5033 5,4566 5,4754 5,5648 5,6737 5,7299 5,6937 5,5912 5,5055 5,5342 5,7330 6,0787 6,4851 6,8476 7,0713 7,0844 6,8597 6,4289 5,8747 5,2976 4,7782 4,3511 4,0024 3,6884 3,3632 2,9995 2,5947 2,1684 1,7524 1,3823 1,0921 0,9135 0,8663 0,9383 1,0810 1,2415 1,4001 1,5699 1,7685 1,9997 2,2552 2,5230 2,7974 3,0912 3,4418 3,8990 4,4919 5,1973 5,9429 6,6410 7,2211 7,6457 7,9141 8,0573 8,1251 8,1615 8,1801 8,1633 8,0844 7,9289 7,7003 7,4080 7,0587 6,6660 6,2567 5,8540 5,4627 5,0811 4,7222 4,4166 4,1963 4,0743 4,0332 4,0376 4,0575 4,0700 4,0387 3,9072 3,6239 3,1698 2,5661 1,8617 1,1182 0,4039 -0,2145 -0,6886 -0,9932 -1,1160 -1,0542 -0,8233 -0,4681 -0,0619 0,3041 0,5481 0,6357 0,5963 0,4979 0,4097 0,3828 0,4493 0,6229 0,9006 1,2686 1,6973 2,1329 2,5076 2,7686 2,9040 2,9430 2,9300 2,8931 2,8309 2,7315 2,5967 2,4383 2,2611 2,0590 1,8250 1,5589 1,2760 1,0110 0,8090 0,7047 0,7005 0,7598 0,8279 0,8589 0,8259 0,7187 0,5418 0,3195 0,0982 -0,0703 -0,1534 -0,1502 -0,0820 0,0330 0,1964
