Fp1   -0,5930 -1,2530 -1,7244 -2,0074 -2,1439 -2,1794 -2,1450 -2,0530 -1,8989 -1,6694 -1,3595 -0,9895 -0,6126 -0,2999 -0,1155 -0,0903 -0,2057 -0,3999 -0,5992 -0,7349 -0,7425 -0,5761 -0,2387 0,2126 0,6878 1,0828 1,2964 1,2591 0,9730 0,5333 0,0947 -0,2026 -0,2871 -0,1563 0,1451 0,5354 0,8985 1,1123 1,1127 0,9438 0,7365 0,6313 0,7112 0,9748 1,3518 1,7417 2,0463 2,1890 2,1305 1,8772 1,4814 1,0189 0,5492 0,0941 -0,3552 -0,8147 -1,2816 -1,7203 -2,0656 -2,2368 -2,1766 -1,8978 -1,4829 -1,0238 -0,5646 -0,1093 0,3197 0,6525 0,8067 0,7459 0,5137 0,2214 0,0087 -0,0096 0,2013 0,5670 0,9201 1,0661 0,8857 0,4124 -0,1832 -0,6977 -1,0114 -1,1363 -1,1757 -1,2371 -1,3656 -1,5319 -1,6570 -1,6561 -1,4913 -1,1974 -0,8495 -0,5045 -0,1772 0,1395 0,4460 0,7286 0,9583 1,0771 1,0050 0,6960 0,1849 -0,4337 -1,0687 -1,6693 -2,2092 -2,6596 -2,9927 -3,1962 -3,2669 -3,2044 -3,0302 -2,8018 -2,5912 -2,4540 -2,4208 -2,5002 -2,6781 -2,9371 -3,2788 -3,7055 -4,1894 -4,6882 -5,1873 -5,7038 -6,2446 -6,7715 -7,2080 -7,4757 -7,5239 -7,3385 -6,9329 -6,3436 -5,6313 -4,8712 -4,1370 -3,4888 -2,9447 -2,4521 -1,9135 -1,2513 -0,4475 0,4564 1,3847 2,2574 3,0132 3,6276 4,1255 4,5633 4,9846 5,3882 5,7339 5,9782 6,1063 6,1420 6,1348 6,1410 6,2194 6,4407 6,8807 7,5756 8,4798 9,4605 10,3303 10,9045 11,0671 10,8232 10,3071 9,7296 9,2910 9,1030 9,1590 9,3688 9,6247 9,8474 10,0049 10,1187 10,2587 10,5265 11,0280 11,8188 12,8479 13,9534 14,9213 15,5584 15,7406 15,4327 14,6943 13,6697 12,5544 11,5485 10,8005 10,3603 10,1818 10,1758 10,2651 10,4176 10,6512 11,0125 11,5423 12,2408 13,0454 13,8302 14,4334 14,7140 14,6185 14,2226 13,7151 13,3166 13,1700 13,2763 13,5222 13,7607 13,8760 13,8178 13,6037 13,2879 12,9229 12,5452 12,1864 11,8835 11,6817 11,6241 11,7213 11,9239 12,1365 12,2631 12,2485 12,0988 11,8721 11,6464 11,4836 11,4020 11,3818 11,4029 11,4665 11,5685 11,6701 11,7176 11,6805 11,5556 11,3484 11,0636 10,7115 10,3190 9,9291 9,5796 9,2843 9,0384 8,8351 8,6704 8,5324 8,3937 8,2157 7,9584 7,6018 7,1681 6,7260 6,3762 6,2146 6,2827 6,5489 6,9436 7,3945 7,8161 8,0858 8,0739 7,7149 7,0478 6,2008 5,3528 4,6857 4,3131 4,2296 4,3299 4,4741 4,5465 4,4929 4,3313 4,1288 3,9501 3,8120 3,6843 3,5293 3,3364 3,1267 2,9411 2,8293 2,8335 2,9472 3,0909 3,1552 3,0832 2,9089 2,7220 2,6021 2,5865 2,6881 2,9127 3,2456 3,6395 4,0309 4,3682 4,6239 4,7874 4,8500 4,8115 4,7186 4,6769 4,7920 5,0915 5,5017 5,8859 6,1063 6,0787 5,7938 5,3000 4,6722 3,9871 3,3114 2,7064 2,2301 1,9145 1,7445 1,6665 1,6222 1,5802 1,5473 1,5579 1,6453 1,8043 1,9878 2,1580 2,3257 2,5247 2,7634 3,0137 3,2326 3,3861 3,4544 3,4219 3,2761 3,0129 2,6321 2,1372 1,5612 0,9918 0,5534 0,3490 0,4052 0,6652 1,0279 1,3942 1,7008 1,9409 2,1678 2,4631 2,8789 3,3898 3,8903 4,2450 4,3702 4,2888 4,1014 3,9046 3,7356 3,5865 3,4526 3,3610 3,3538 3,4491 3,6261 3,8533 4,1167 4,4064 4,6922 4,9260 5,0658 5,1005 5,0606 4,9992 4,9459 4,8737 4,7158 4,4223 4,0004 3,5020 2,9903 2,5306 2,1958 2,0537 2,1429 2,4761 3,0657 3,9256 5,0338 6,2890 7,5071 8,4809 9,0661 9,2282 9,0274 8,5751 7,9954 7,4006 6,8764 6,4762 6,2158 6,0694 5,9836 5,9065 5,7983 5,6271 5,3773 5,0590 4,7028 4,3495 4,0538 3,8866 3,9127 4,1444 4,5056 4,8549 5,0719 5,1313 5,0957 5,0489 5,0384 5,0651 5,1024 5,1182 5,0885 4,9965 4,8257 4,5620 4,2013 3,7556 3,2621 2,7797 2,3698 2,0843 1,9640 2,0216 2,2125 2,4211 2,4956 2,3332 1,9625 1,5393 1,2473 1,1899 1,3582 1,6664 2,0061 2,2902 2,4635 2,4932 2,3814 2,1973 2,0571 2,0447 2,1520 2,3015 2,4090 2,4235 2,3391 2,1926 2,0361 1,8941 1,7512 1,5803 1,3627 1,0719 0,6729 0,1664 -0,3602 -0,7306 -0,7555 -0,3462 0,4324 1,4091 2,4023 3,2878 3,9978 4,4761 4,6587 4,5008 4,0191 3,3009 2,4751 1,6786 1,0198 0,5311 0,1535 -0,2198 -0,6801 -1,2634 -1,9455 -2,6495 -3,2614 -3,6680 -3,8079 -3,6952 -3,4057 -3,0473 -2,7261 -2,5153 -2,4335 -2,4448 -2,4818 -2,4798 -2,4068 -2,2846 -2,1821 -2,1650 -2,2392 -2,3493 -2,4158 -2,3681 -2,1691 -1,8424 -1,4792 -1,2003 -1,0813 -1,1063 -1,1994 -1,2948 -1,3736 -1,4470 -1,5167 -1,5409 -1,4340 -1,1157 -0,5787 0,0809 0,6983 1,1146 1,2449 1,1110 0,8221 0,5120 0,2680 0,1101 0,0233 -0,0116 -0,0158 -0,0055 0,0321 0,1334 0,3137 0,5375 0,7340 0,8342 0,8098 0,6886 0,5269 0,3724 0,2519 0,1844 0,1980 0,3296 0,5946 0,9600 1,3482 1,6634 1,8138 1,7258 1,3632 0,7486 -0,0350 -0,8731 -1,6629 -2,3434 -2,9012 -3,3629 -3,7745 -4,1655 -4,5176 -4,7661 -4,8371 -4,6960 -4,3758 -3,9680 -3,5958 -3,3739 -3,3606 -3,5333 -3,7987 -4,0217 -4,0689 -3,8605 -3,3987 -2,7470 -1,9917 -1,2327 -0,5900 -0,1792 -0,0648 -0,2438
Fz    -0,4996 -0,7541 -0,9293 -1,0229 -1,0562 -1,0653 -1,0844 -1,1269 -1,1818 -1,2270 -1,2400 -1,2023 -1,1061 -0,9631 -0,8041 -0,6654 -0,5682 -0,5070 -0,4539 -0,3703 -0,2229 0,0009 0,2872 0,6006 0,8940 1,1231 1,2662 1,3347 1,3659 1,4003 1,4599 1,5403 1,6202 1,6765 1,6928 1,6606 1,5777 1,4388 1,2285 0,9364 0,5828 0,2183 -0,1066 -0,3671 -0,5639 -0,7129 -0,8373 -0,9593 -1,0892 -1,2188 -1,3251 -1,3891 -1,4162 -1,4367 -1,4892 -1,6017 -1,7773 -1,9967 -2,2324 -2,4500 -2,6073 -2,6696 -2,6289 -2,5063 -2,3403 -2,1761 -2,0543 -2,0014 -2,0199 -2,0823 -2,1384 -2,1435 -2,0819 -1,9654 -1,8174 -1,6647 -1,5329 -1,4402 -1,3973 -1,4026 -1,4296 -1,4297 -1,3642 -1,2384 -1,1026 -1,0172 -1,0179 -1,1068 -1,2584 -1,4231 -1,5444 -1,5854 -1,5409 -1,4280 -1,2748 -1,1132 -0,9726 -0,8741 -0,8248 -0,8188 -0,8453 -0,8953 -0,9616 -1,0387 -1,1305 -1,2542 -1,4256 -1,6430 -1,8864 -2,1272 -2,3359 -2,4920 -2,5966 -2,6747 -2,7657 -2,9108 -3,1430 -3,4750 -3,8898 -4,3458 -4,7968 -5,2120 -5,5841 -5,9220 -6,2389 -6,5438 -6,8383 -7,1119 -7,3380 -7,4751 -7,4752 -7,3051 -6,9663 -6,4971 -5,9548 -5,3935 -4,8504 -4,3370 -3,8327 -3,2882 -2,6502 -1,8915 -1,0229 -0,0829 0,8832 1,8366 2,7446 3,5800 4,3287 4,9957 5,5977 6,1467 6,6378 7,0512 7,3632 7,5597 7,6468 7,6556 7,6400 7,6620 7,7703 7,9830 8,2794 8,6129 8,9374 9,2255 9,4703 9,6821 9,8844 10,1030 10,3560 10,6465 10,9578 11,2499 11,4716 11,5869 11,5937 11,5230 11,4260 11,3564 11,3541 11,4327 11,5808 11,7753 11,9880 12,1811 12,3123 12,3584 12,3333 12,2772 12,2274 12,1986 12,1821 12,1587 12,1155 12,0531 11,9822 11,9200 11,8911 11,9220 12,0251 12,1891 12,3855 12,5812 12,7429 12,8379 12,8425 12,7569 12,6152 12,4714 12,3730 12,3446 12,3881 12,4861 12,6002 12,6794 12,6810 12,5962 12,4559 12,3117 12,2047 12,1453 12,1202 12,1158 12,1275 12,1473 12,1539 12,1222 12,0404 11,9244 11,8149 11,7529 11,7526 11,7968 11,8520 11,8822 11,8512 11,7254 11,4831 11,1318 10,7171 10,3062 9,9610 9,7167 9,5732 9,5000 9,4536 9,3935 9,2935 9,1485 8,9764 8,8085 8,6708 8,5652 8,4647 8,3327 8,1527 7,9384 7,7203 7,5297 7,3866 7,2949 7,2444 7,2132 7,1715 7,0882 6,9426 6,7332 6,4792 6,2120 5,9622 5,7494 5,5768 5,4321 5,2982 5,1603 5,0088 4,8440 4,6809 4,5483 4,4789 4,4881 4,5582 4,6466 4,7081 4,7116 4,6487 4,5333 4,3987 4,2939 4,2647 4,3337 4,4970 4,7328 5,0013 5,2543 5,4601 5,6185 5,7496 5,8726 5,9985 6,1324 6,2731 6,4082 6,5129 6,5578 6,5282 6,4367 6,3142 6,1917 6,0900 6,0205 5,9873 5,9834 5,9877 5,9743 5,9271 5,8425 5,7283 5,6078 5,5178 5,4887 5,5250 5,6042 5,6933 5,7590 5,7683 5,7010 5,5691 5,4163 5,2949 5,2390 5,2562 5,3378 5,4626 5,5888 5,6664 5,6712 5,6180 5,5403 5,4626 5,3879 5,3050 5,2013 5,0663 4,8904 4,6727 4,4332 4,2121 4,0554 3,9966 4,0476 4,1970 4,4115 4,6500 4,8880 5,1268 5,3774 5,6396 5,8961 6,1234 6,3046 6,4331 6,5072 6,5240 6,4816 6,3878 6,2575 6,1039 5,9424 5,8002 5,7090 5,6847 5,7212 5,8006 5,9025 6,0062 6,0938 6,1530 6,1805 6,1859 6,1876 6,2001 6,2245 6,2509 6,2652 6,2564 6,2255 6,1883 6,1702 6,1935 6,2638 6,3632 6,4635 6,5501 6,6327 6,7315 6,8596 7,0152 7,1815 7,3319 7,4406 7,4956 7,4999 7,4576 7,3657 7,2244 7,0507 6,8762 6,7331 6,6396 6,5974 6,5912 6,5918 6,5650 6,4820 6,3255 6,0959 5,8134 5,5158 5,2533 5,0706 4,9812 4,9620 4,9725 4,9717 4,9240 4,8087 4,6281 4,4035 4,1662 3,9542 3,8018 3,7201 3,6892 3,6664 3,6003 3,4526 3,2285 2,9836 2,7898 2,6948 2,7078 2,8093 2,9644 3,1350 3,2875 3,4013 3,4787 3,5410 3,6100 3,6936 3,7897 3,8977 4,0204 4,1552 4,2865 4,3898 4,4460 4,4612 4,4729 4,5272 4,6420 4,7946 4,9377 5,0213 5,0102 4,8980 4,7048 4,4624 4,2043 3,9701 3,8042 3,7348 3,7587 3,8477 3,9719 4,1167 4,2816 4,4681 4,6721 4,8797 5,0659 5,2021 5,2656 5,2412 5,1235 4,9200 4,6491 4,3377 4,0195 3,7281 3,4852 3,2874 3,1066 2,9040 2,6485 2,3259 1,9399 1,5084 1,0573 0,6076 0,1654 -0,2763 -0,7277 -1,1917 -1,6539 -2,0798 -2,4230 -2,6405 -2,7083 -2,6282 -2,4252 -2,1387 -1,8112 -1,4775 -1,1609 -0,8702 -0,5969 -0,3197 -0,0220 0,2957 0,6203 0,9343 1,2210 1,4688 1,6727 1,8272 1,9254 1,9640 1,9446 1,8724 1,7527 1,5865 1,3716 1,1091 0,8121 0,5087 0,2368 0,0289 -0,0950 -0,1240 -0,0501 0,1301 0,4111 0,7751 1,1902 1,6122 1,9989 2,3263 2,5907 2,8006 2,9702 3,1138 3,2357 3,3230 3,3496 3,2932 3,1526 2,9502 2,7210 2,4985 2,3026 2,1299 1,9547 1,7460 1,4885 1,1914 0,8834 0,6034 0,3884 0,2575 0,2038 0,1971 0,1906 0,1319 -0,0179 -0,2666 -0,5811 -0,8973 -1,1481 -1,2953 -1,3430 -1,3276 -1,2947 -1,2814 -1,3042 -1,3536 -1,4039 -1,4369 -1,4499 -1,4419 -1,4064 -1,3451 -1,2818 -1,2517 -1,2732 -1,3351 -1,4091 -1,4676
F3    -0,6142 -0,8212 -0,9218 -0,9243 -0,8760 -0,8462 -0,8851 -0,9928 -1,1381 -1,2920 -1,4293 -1,5113 -1,4897 -1,3311 -1,0394 -0,6579 -0,2484 0,1331 0,4445 0,6558 0,7562 0,7685 0,7453 0,7349 0,7511 0,7817 0,8178 0,8687 0,9534 1,0771 1,2225 1,3633 1,4819 1,5741 1,6445 1,6949 1,7146 1,6778 1,5454 1,2838 0,8966 0,4318 -0,0496 -0,5055 -0,9113 -1,2442 -1,4797 -1,6035 -1,6259 -1,5804 -1,5031 -1,4152 -1,3259 -1,2467 -1,1987 -1,2023 -1,2592 -1,3509 -1,4564 -1,5601 -1,6492 -1,7174 -1,7685 -1,8086 -1,8468 -1,8992 -1,9814 -2,0908 -2,2019 -2,2760 -2,2787 -2,1977 -2,0530 -1,8909 -1,7649 -1,7097 -1,7221 -1,7632 -1,7876 -1,7693 -1,6979 -1,5646 -1,3695 -1,1375 -0,9176 -0,7646 -0,7169 -0,7861 -0,9582 -1,1952 -1,4440 -1,6537 -1,7875 -1,8236 -1,7602 -1,6260 -1,4763 -1,3679 -1,3287 -1,3467 -1,3913 -1,4381 -1,4788 -1,5191 -1,5787 -1,6884 -1,8714 -2,1172 -2,3784 -2,5975 -2,7425 -2,8201 -2,8597 -2,8957 -2,9635 -3,0993 -3,3316 -3,6660 -4,0774 -4,5190 -4,9480 -5,3480 -5,7245 -6,0776 -6,3911 -6,6508 -6,8607 -7,0333 -7,1676 -7,2389 -7,2104 -7,0638 -6,8163 -6,5052 -6,1610 -5,7961 -5,4049 -4,9661 -4,4464 -3,8112 -3,0469 -2,1752 -1,2450 -0,3092 0,6001 1,4794 2,3347 3,1631 3,9502 4,6761 5,3193 5,8582 6,2745 6,5607 6,7279 6,8042 6,8192 6,7931 6,7495 6,7265 6,7595 6,8554 6,9910 7,1370 7,2824 7,4385 7,6247 7,8515 8,1167 8,4120 8,7274 9,0493 9,3578 9,6252 9,8233 9,9406 9,9912 10,0057 10,0142 10,0359 10,0769 10,1254 10,1538 10,1360 10,0621 9,9418 9,8029 9,6898 9,6572 9,7510 9,9769 10,2838 10,5843 10,7994 10,8968 10,8948 10,8326 10,7427 10,6511 10,5858 10,5690 10,6041 10,6771 10,7679 10,8561 10,9220 10,9530 10,9481 10,9143 10,8586 10,7903 10,7310 10,7139 10,7597 10,8559 10,9628 11,0395 11,0653 11,0439 10,9939 10,9331 10,8646 10,7754 10,6470 10,4656 10,2306 9,9625 9,6964 9,4741 9,3436 9,3503 9,5102 9,7855 10,0871 10,3048 10,3436 10,1465 9,7105 9,0922 8,3879 7,7016 7,1230 6,7166 6,5112 6,4937 6,6140 6,7982 6,9621 7,0323 6,9740 6,8085 6,5960 6,3974 6,2415 6,1208 6,0115 5,8947 5,7635 5,6225 5,4801 5,3356 5,1797 5,0124 4,8496 4,7076 4,5870 4,4699 4,3366 4,1852 4,0286 3,8757 3,7278 3,5834 3,4411 3,3028 3,1737 3,0531 2,9280 2,7836 2,6241 2,4831 2,4070 2,4201 2,5048 2,6134 2,6982 2,7328 2,7206 2,6898 2,6816 2,7336 2,8661 3,0746 3,3282 3,5741 3,7607 3,8699 3,9255 3,9679 4,0251 4,1033 4,1953 4,2915 4,3774 4,4274 4,4130 4,3196 4,1590 3,9655 3,7786 3,6279 3,5298 3,4928 3,5160 3,5767 3,6275 3,6225 3,5460 3,4182 3,2882 3,2197 3,2591 3,4064 3,6146 3,8168 3,9552 3,9928 3,9187 3,7548 3,5535 3,3787 3,2866 3,3142 3,4679 3,7151 3,9887 4,2119 4,3308 4,3288 4,2211 4,0395 3,8113 3,5494 3,2672 2,9978 2,7871 2,6635 2,6228 2,6411 2,6950 2,7679 2,8509 2,9476 3,0695 3,2252 3,4174 3,6428 3,8880 4,1296 4,3479 4,5375 4,7034 4,8486 4,9669 5,0441 5,0711 5,0520 4,9951 4,9043 4,7869 4,6661 4,5761 4,5395 4,5555 4,6068 4,6708 4,7201 4,7284 4,6907 4,6321 4,5944 4,6145 4,7098 4,8787 5,1081 5,3759 5,6476 5,8808 6,0404 6,1142 6,1126 6,0526 5,9417 5,7804 5,5811 5,3789 5,2161 5,1179 5,0888 5,1266 5,2304 5,4014 5,6408 5,9381 6,2520 6,5136 6,6597 6,6650 6,5471 6,3469 6,1057 5,8575 5,6292 5,4357 5,2752 5,1351 5,0078 4,8993 4,8216 4,7777 4,7588 4,7499 4,7378 4,7175 4,6898 4,6477 4,5678 4,4231 4,2118 3,9661 3,7347 3,5647 3,4890 3,5122 3,5991 3,6808 3,6830 3,5657 3,3547 3,1368 3,0087 3,0174 3,1403 3,3143 3,4745 3,5714 3,5775 3,5010 3,3871 3,2946 3,2650 3,3075 3,4066 3,5445 3,7157 3,9218 4,1557 4,3914 4,5881 4,7120 4,7631 4,7775 4,7985 4,8415 4,8805 4,8649 4,7538 4,5484 4,2984 4,0757 3,9344 3,8928 3,9437 4,0690 4,2427 4,4311 4,5991 4,7189 4,7768 4,7757 4,7283 4,6483 4,5435 4,4158 4,2644 4,0916 3,9118 3,7490 3,6201 3,5267 3,4638 3,4283 3,4126 3,3974 3,3592 3,2821 3,1574 2,9780 2,7389 2,4427 2,1024 1,7323 1,3352 0,8997 0,4122 -0,1270 -0,6950 -1,2503 -1,7403 -2,1118 -2,3296 -2,3963 -2,3528 -2,2546 -2,1371 -1,9968 -1,8017 -1,5181 -1,1312 -0,6503 -0,1073 0,4570 1,0169 1,5648 2,0917 2,5790 3,0069 3,3591 3,6237 3,7914 3,8493 3,7810 3,5742 3,2236 2,7330 2,1229 1,4414 0,7616 0,1626 -0,2922 -0,5643 -0,6416 -0,5362 -0,2787 0,1006 0,5807 1,1350 1,7105 2,2404 2,6803 3,0261 3,3019 3,5448 3,7862 4,0277 4,2331 4,3513 4,3470 4,2135 3,9638 3,6226 3,2276 2,8161 2,4028 1,9813 1,5520 1,1432 0,7960 0,5375 0,3741 0,3019 0,3099 0,3764 0,4682 0,5460 0,5689 0,5017 0,3340 0,0945 -0,1636 -0,3899 -0,5525 -0,6455 -0,6823 -0,6857 -0,6835 -0,6975 -0,7235 -0,7311 -0,6924 -0,6074 -0,5024 -0,4147 -0,3808 -0,4309 -0,5733 -0,7748 -0,9667 -1,0830 -1,0978
F7    -1,3640 -1,4544 -1,4429 -1,3741 -1,3107 -1,2920 -1,3095 -1,3151 -1,2522 -1,0920 -0,8533 -0,5923 -0,3717 -0,2318 -0,1752 -0,1687 -0,1744 -0,1850 -0,2170 -0,2662 -0,2926 -0,2542 -0,1430 0,0100 0,1547 0,2541 0,3150 0,3859 0,5144 0,7159 0,9785 1,2775 1,5778 1,8410 2,0331 2,1268 2,1061 1,9730 1,7430 1,4353 1,0688 0,6590 0,2248 -0,1927 -0,5296 -0,7314 -0,7894 -0,7460 -0,6683 -0,6048 -0,5617 -0,5171 -0,4559 -0,3902 -0,3456 -0,3330 -0,3433 -0,3694 -0,4151 -0,4793 -0,5485 -0,6062 -0,6335 -0,5995 -0,4705 -0,2474 0,0118 0,2204 0,3163 0,2924 0,1920 0,0812 0,0121 0,0030 0,0532 0,1642 0,3336 0,5345 0,7170 0,8334 0,8569 0,7873 0,6561 0,5240 0,4486 0,4503 0,5098 0,5929 0,6777 0,7565 0,8120 0,8116 0,7316 0,5795 0,3937 0,2248 0,1097 0,0627 0,0812 0,1490 0,2391 0,3223 0,3749 0,3819 0,3307 0,2105 0,0252 -0,2077 -0,4770 -0,7802 -1,1046 -1,4232 -1,7127 -1,9686 -2,2051 -2,4424 -2,6883 -2,9267 -3,1299 -3,2858 -3,4066 -3,5103 -3,6046 -3,6920 -3,7772 -3,8666 -3,9707 -4,1010 -4,2468 -4,3656 -4,4084 -4,3420 -4,1488 -3,8262 -3,3968 -2,9044 -2,3840 -1,8440 -1,2811 -0,6999 -0,1125 0,4767 1,0816 1,7172 2,3724 3,0088 3,5896 4,1073 4,5892 5,0802 5,6138 6,1822 6,7315 7,1932 7,5165 7,6785 7,6847 7,5681 7,3809 7,1841 7,0359 6,9692 6,9763 7,0202 7,0706 7,1357 7,2593 7,4897 7,8482 8,3084 8,7955 9,2196 9,5192 9,6711 9,6766 9,5580 9,3614 9,1468 8,9797 8,9195 8,9951 9,1892 9,4489 9,7052 9,8905 9,9658 9,9389 9,8443 9,7066 9,5371 9,3580 9,2143 9,1489 9,1698 9,2591 9,4068 9,6166 9,8862 10,1949 10,5089 10,7878 10,9860 11,0612 10,9867 10,7680 10,4513 10,1185 9,8677 9,7807 9,8841 10,1264 10,4018 10,6118 10,7069 10,6798 10,5449 10,3338 10,0899 9,8553 9,6638 9,5350 9,4612 9,4161 9,3854 9,3721 9,3752 9,3742 9,3282 9,1987 8,9876 8,7420 8,5196 8,3507 8,2250 8,1105 7,9863 7,8517 7,7172 7,5963 7,4979 7,4225 7,3675 7,3356 7,3355 7,3743 7,4517 7,5592 7,6779 7,7785 7,8322 7,8198 7,7320 7,5618 7,3092 6,9915 6,6295 6,2295 5,8006 5,3822 5,0393 4,8249 4,7507 4,7914 4,8987 5,0119 5,0759 5,0596 4,9622 4,8081 4,6357 4,4841 4,3872 4,3667 4,4133 4,4807 4,5086 4,4485 4,2823 4,0337 3,7666 3,5571 3,4532 3,4550 3,5275 3,6319 3,7472 3,8691 3,9981 4,1302 4,2551 4,3605 4,4393 4,4957 4,5442 4,5968 4,6484 4,6757 4,6614 4,6188 4,5829 4,5721 4,5760 4,5826 4,5948 4,6151 4,6328 4,6366 4,6288 4,6284 4,6605 4,7407 4,8663 5,0179 5,1674 5,2860 5,3480 5,3369 5,2511 5,1044 4,9236 4,7447 4,6001 4,5080 4,4725 4,4763 4,4722 4,4015 4,2323 3,9816 3,7092 3,4899 3,3800 3,3973 3,5229 3,7102 3,9067 4,0876 4,2549 4,4031 4,5102 4,5586 4,5443 4,4766 4,3783 4,2760 4,1857 4,1167 4,0859 4,1135 4,2036 4,3380 4,4929 4,6560 4,8305 5,0160 5,1891 5,3199 5,4047 5,4646 5,5183 5,5716 5,6284 5,6965 5,7822 5,8884 6,0215 6,1880 6,3747 6,5406 6,6439 6,6671 6,6143 6,5043 6,3712 6,2490 6,1480 6,0552 5,9517 5,8244 5,6761 5,5370 5,4472 5,4240 5,4537 5,5077 5,5555 5,5687 5,5245 5,4166 5,2722 5,1459 5,0822 5,0919 5,1718 5,3280 5,5663 5,8747 6,2195 6,5594 6,8664 7,1261 7,3140 7,3874 7,3115 7,0929 6,7854 6,4620 6,1813 5,9709 5,8280 5,7310 5,6540 5,5793 5,5032 5,4335 5,3804 5,3512 5,3472 5,3563 5,3546 5,3256 5,2741 5,2121 5,1420 5,0577 4,9559 4,8391 4,7096 4,5698 4,4250 4,2827 4,1491 4,0298 3,9310 3,8569 3,8083 3,7819 3,7721 3,7815 3,8221 3,9038 4,0262 4,1809 4,3544 4,5319 4,6993 4,8444 4,9605 5,0474 5,1039 5,1200 5,0821 4,9906 4,8701 4,7642 4,7198 4,7609 4,8694 4,9996 5,1146 5,2033 5,2691 5,3146 5,3430 5,3631 5,3765 5,3655 5,3054 5,1886 5,0322 4,8643 4,7094 4,5816 4,4853 4,4214 4,3926 4,4046 4,4649 4,5792 4,7468 4,9590 5,1915 5,4031 5,5598 5,6547 5,6930 5,6687 5,5661 5,3858 5,1618 4,9488 4,7839 4,6639 4,5627 4,4650 4,3750 4,2966 4,2153 4,1030 3,9351 3,7032 3,4169 3,0938 2,7415 2,3523 1,9188 1,4534 0,9915 0,5863 0,3019 0,1957 0,2917 0,5693 0,9794 1,4690 1,9912 2,5007 2,9580 3,3390 3,6364 3,8596 4,0363 4,1981 4,3572 4,4989 4,5966 4,6375 4,6429 4,6595 4,7230 4,8265 4,9251 4,9825 5,0003 4,9917 4,9503 4,8648 4,7430 4,6053 4,4647 4,3231 4,1816 4,0513 3,9633 3,9677 4,1098 4,3990 4,7977 5,2377 5,6543 6,0149 6,3150 6,5498 6,7000 6,7463 6,6908 6,5574 6,3790 6,1908 6,0251 5,9040 5,8343 5,8010 5,7632 5,6630 5,4577 5,1471 4,7672 4,3666 3,9909 3,6778 3,4499 3,3028 3,2102 3,1433 3,0712 2,9563 2,7797 2,5648 2,3570 2,1874 2,0688 2,0187 2,0586 2,1852 2,3619 2,5359 2,6503 2,6609 2,5635 2,3983 2,2220 2,0812 2,0046 2,0091 2,1065 2,2966 2,5516 2,8203 3,0510
