Fp1   -0,0608 -0,2381 -0,4393 -0,6395 -0,7904 -0,8414 -0,7689 -0,6013 -0,4181 -0,3141 -0,3524 -0,5451 -0,8590 -1,2253 -1,5628 -1,8353 -2,0808 -2,3411 -2,5748 -2,6799 -2,5998 -2,3733 -2,0844 -1,7875 -1,4871 -1,1740 -0,8643 -0,5900 -0,3625 -0,1593 0,0686 0,3833 0,8219 1,3700 1,9988 2,6951 3,4067 3,9992 4,3197 4,2848 3,8969 3,2238 2,3852 1,5300 0,7891 0,2407 -0,0852 -0,2033 -0,2080 -0,2671 -0,5276 -1,0318 -1,7124 -2,4267 -3,0094 -3,3461 -3,4214 -3,3086 -3,1329 -3,0202 -3,0362 -3,1712 -3,3701 -3,5555 -3,6446 -3,5876 -3,4150 -3,2441 -3,2165 -3,4149 -3,8189 -4,3262 -4,8182 -5,1920 -5,3513 -5,2303 -4,8401 -4,2643 -3,6132 -2,9783 -2,4025 -1,8775 -1,3686 -0,8365 -0,2622 0,3082 0,7538 0,9491 0,8584 0,5554 0,1546 -0,2663 -0,6850 -1,1178 -1,6033 -2,1724 -2,8124 -3,4650 -4,0467 -4,4755 -4,7029 -4,7323 -4,6026 -4,3485 -3,9923 -3,5772 -3,1662 -2,8119 -2,5611 -2,4636 -2,5510 -2,8157 -3,1993 -3,5936 -3,8877 -4,0215 -3,9769 -3,7423 -3,3191 -2,7502 -2,1289 -1,5695 -1,1512 -0,8841 -0,7355 -0,6743 -0,6802 -0,7239 -0,7620 -0,7434 -0,6122 -0,3358 0,0528 0,4617 0,7901 0,9617 0,9349 0,7085 0,3119 -0,2234 -0,8719 -1,5951 -2,3229 -2,9697 -3,4848 -3,8829 -4,2135 -4,5062 -4,7526 -4,9362 -5,0592 -5,1380 -5,1994 -5,2697 -5,3376 -5,3564 -5,3051 -5,2049 -5,0727 -4,8936 -4,6386 -4,2941 -3,8821 -3,4526 -3,0569 -2,7338 -2,5185 -2,4469 -2,5208 -2,6653 -2,7568 -2,7160 -2,5605 -2,3736 -2,2570 -2,2970 -2,5211 -2,8713 -3,2290 -3,4674 -3,4994 -3,3048 -2,9180 -2,3952 -1,7999 -1,2046 -0,6781 -0,2541 0,0836 0,3689 0,6045 0,7474 0,7343 0,5229 0,1324 -0,3622 -0,9059 -1,5073 -2,1797 -2,8817 -3,5410 -4,0884 -4,4543 -4,5610 -4,3478 -3,8121 -3,0261 -2,1225 -1,2558 -0,5430 -0,0181 0,3629 0,6658 0,9067 1,0376 1,0077 0,8146 0,4850 0,0497 -0,4412 -0,9101 -1,2913 -1,5635 -1,7266 -1,7529 -1,5908 -1,2162 -0,6617 -0,0089 0,6353 1,1799 1,5857 1,8552 1,9904 1,9683 1,7652 1,4060 0,9657 0,5163 0,1038 -0,2387 -0,4997 -0,6939 -0,8301 -0,8932 -0,8634 -0,7375 -0,5315 -0,2776 -0,0167 0,2209 0,4331 0,6388 0,8542 1,0883 1,3454 1,6034 1,7893 1,8135 1,6485 1,3645 1,1019 1,0166 1,2189 1,7301 2,4721 3,2958 4,0480 4,6302 4,9992 5,1345 5,0372 4,7449 4,3164 3,8043 3,2568 2,7232 2,2442 1,8425 1,5165 1,2358 0,9688 0,7276 0,5810 0,6221 0,9095 1,4084 1,9934 2,5316 2,9567 3,2589 3,4430 3,5323 3,5947 3,7083 3,8925 4,1058 4,3070 4,4966 4,7047 4,9469 5,1890 5,3842 5,5529 5,7924 6,1805 6,6862 7,1985 7,6183 7,8803 7,9150 7,6625 7,1291 6,3927 5,5525 4,7005 3,9310 3,3454 3,0241 2,9893 3,1748 3,4153 3,5006 3,2969 2,8340 2,2687 1,7604 1,3868 1,1637 1,0897 1,1407 1,2637 1,4133 1,5816 1,7894 2,0613 2,3928 2,7308 3,0037 3,1713 3,2274 3,1615 2,9540 2,6190 2,2154 1,7944 1,3724 0,9779 0,6756 0,5032 0,4141 0,3148 0,1577 -0,0252 -0,1746 -0,2549 -0,2472 -0,1293 0,1212 0,5074 0,9951 1,5179 2,0016 2,4006 2,7251 3,0116 3,2614 3,4300 3,4628 3,3414 3,1242 2,9336 2,8633 2,8901 2,8927 2,7633 2,5104 2,2557 2,1279 2,1731 2,3648 2,6486 2,9382 3,1070 3,0518 2,7724 2,3615 1,9324 1,5857 1,4063 1,4319 1,6254 1,8932 2,1311 2,2634 2,2543 2,0994 1,8302 1,5044 1,1470 0,7271 0,2282 -0,2913 -0,7420 -1,0781 -1,3132 -1,5054 -1,7369 -2,0617 -2,4592 -2,8459 -3,1064 -3,1128 -2,7691 -2,0745 -1,1375 -0,1237 0,8141 1,5808 2,1549 2,5728 2,8733 3,0488 3,0582 2,8704 2,4910 1,9690 1,3840 0,8197 0,3462 0,0248 -0,0886 0,0426 0,4116 0,9537 1,5541 2,0672 2,3428 2,2838 1,9147 1,3837 0,8783 0,5198 0,3274 0,2667 0,2981 0,3711 0,4303 0,4579 0,4729 0,4710 0,4008 0,2176 -0,0602 -0,3631 -0,6288 -0,8514 -1,0817 -1,3762 -1,7331 -2,0751 -2,2972 -2,3340 -2,1840 -1,8849 -1,4870 -1,0485 -0,6314 -0,2844 -0,0365 0,0932 0,1007 0,0194 -0,0758 -0,0828 0,0923 0,4820 1,0304 1,6226 2,1359 2,4803 2,6248 2,5979 2,4589 2,2760 2,1350 2,1506 2,4222 2,9532 3,6245 4,2548 4,6857 4,8300 4,6820 4,3228 3,9004 3,5605 3,3901 3,4284 3,6861 4,1317 4,6945 5,2940 5,8270 6,1359 6,0566 5,5240 4,6124 3,4900 2,3582 1,4075 0,7740 0,5110 0,5998 0,9818 1,5720 2,2465 2,8246 3,0983 2,9217 2,2863 1,3339 0,3131 -0,5183 -0,9949 -1,0629 -0,7415 -0,1124 0,6903 1,5299 2,3043 2,9611 3,5106 4,0058 4,4852 4,9156 5,1874 5,1892 4,8914 4,3395 3,6087 2,8026 2,0506 1,4505 1,0180 0,6989 0,4196 0,1444 -0,1007 -0,2724 -0,3780 -0,4677 -0,5685 -0,6604 -0,7095 -0,7134 -0,7332 -0,8664 -1,1685 -1,6199 -2,1476 -2,6463 -2,9998 -3,1191 -2,9771 -2,6375 -2,2527 -2,0061 -2,0245 -2,3270 -2,8463 -3,4920 -4,1856 -4,8469 -5,3738 -5,6656 -5,6739 -5,4045 -4,8787 -4,1282 -3,2313 -2,3316 -1,6042 -1,1882 -1,1296 -1,3630 -1,7432 -2,1071 -2,3280 -2,3341 -2,1041 -1,6828 -1,2043 -0,8383 -0,6759 -0,6902 -0,8003 -0,9272 -0,9940 -0,9414
Fz    0,4578 0,2095 -0,0444 -0,2958 -0,5147 -0,6634 -0,7142 -0,6668 -0,5599 -0,4596 -0,4232 -0,4710 -0,5860 -0,7273 -0,8462 -0,9104 -0,9224 -0,9025 -0,8554 -0,7625 -0,6044 -0,3809 -0,1111 0,1843 0,4897 0,7817 1,0200 1,1642 1,2023 1,1567 1,0701 0,9850 0,9239 0,8846 0,8653 0,8848 0,9559 1,0492 1,1041 1,0648 0,8990 0,6051 0,2199 -0,1900 -0,5579 -0,8389 -1,0090 -1,0675 -1,0529 -1,0400 -1,1045 -1,2838 -1,5574 -1,8538 -2,0851 -2,1938 -2,1799 -2,0914 -1,9978 -1,9558 -1,9809 -2,0537 -2,1483 -2,2417 -2,3067 -2,3183 -2,2794 -2,2323 -2,2326 -2,3128 -2,4659 -2,6598 -2,8625 -3,0449 -3,1681 -3,1906 -3,0912 -2,8809 -2,5982 -2,2915 -1,9960 -1,7250 -1,4724 -1,2126 -0,9101 -0,5512 -0,1682 0,1790 0,4466 0,6261 0,7266 0,7501 0,6874 0,5256 0,2591 -0,0955 -0,4907 -0,8616 -1,1485 -1,3190 -1,3821 -1,3812 -1,3626 -1,3411 -1,2979 -1,2117 -1,0821 -0,9246 -0,7628 -0,6233 -0,5235 -0,4588 -0,3983 -0,2924 -0,0986 0,1994 0,6027 1,1114 1,7157 2,3809 3,0485 3,6516 4,1425 4,5105 4,7768 4,9768 5,1432 5,2926 5,4156 5,4826 5,4645 5,3454 5,1214 4,8007 4,4044 3,9550 3,4669 2,9478 2,4015 1,8252 1,2139 0,5767 -0,0495 -0,6077 -1,0457 -1,3400 -1,4990 -1,5497 -1,5232 -1,4543 -1,3803 -1,3262 -1,2977 -1,2902 -1,2899 -1,2774 -1,2445 -1,1977 -1,1421 -1,0701 -0,9671 -0,8272 -0,6668 -0,5223 -0,4320 -0,4205 -0,5002 -0,6745 -0,9266 -1,2054 -1,4387 -1,5772 -1,6224 -1,6167 -1,6165 -1,6659 -1,7735 -1,9065 -2,0072 -2,0140 -1,8786 -1,5808 -1,1326 -0,5715 0,0406 0,6249 1,1081 1,4481 1,6388 1,6899 1,6024 1,3649 0,9695 0,4312 -0,2005 -0,8569 -1,4897 -2,0864 -2,6373 -3,1101 -3,4653 -3,6797 -3,7494 -3,6799 -3,4849 -3,1933 -2,8540 -2,5289 -2,2743 -2,1180 -2,0532 -2,0498 -2,0744 -2,1138 -2,1833 -2,3077 -2,4999 -2,7580 -3,0717 -3,4245 -3,7936 -4,1559 -4,4905 -4,7739 -4,9714 -5,0429 -4,9622 -4,7314 -4,3824 -3,9668 -3,5375 -3,1308 -2,7643 -2,4493 -2,1988 -2,0243 -1,9260 -1,8909 -1,9016 -1,9385 -1,9823 -2,0306 -2,1006 -2,2064 -2,3402 -2,4763 -2,5827 -2,6369 -2,6390 -2,6114 -2,5841 -2,5772 -2,5946 -2,6315 -2,6831 -2,7425 -2,7993 -2,8469 -2,8836 -2,9080 -2,9188 -2,9112 -2,8666 -2,7523 -2,5419 -2,2445 -1,9146 -1,6251 -1,4264 -1,3315 -1,3311 -1,4096 -1,5526 -1,7505 -1,9932 -2,2648 -2,5514 -2,8497 -3,1603 -3,4802 -3,8015 -4,1078 -4,3678 -4,5372 -4,5701 -4,4409 -4,1693 -3,8173 -3,4491 -3,0998 -2,7811 -2,4935 -2,2207 -1,9309 -1,6018 -1,2405 -0,8691 -0,4947 -0,1030 0,3210 0,7626 1,1696 1,4826 1,6784 1,7836 1,8470 1,9022 1,9548 1,9945 1,9974 1,9179 1,7051 1,3414 0,8576 0,3083 -0,2553 -0,7897 -1,2521 -1,6061 -1,8369 -1,9616 -2,0312 -2,1099 -2,2340 -2,3818 -2,4894 -2,5018 -2,4102 -2,2426 -2,0336 -1,8111 -1,5984 -1,4106 -1,2522 -1,1186 -0,9991 -0,8898 -0,8051 -0,7672 -0,7835 -0,8479 -0,9647 -1,1599 -1,4588 -1,8560 -2,3156 -2,7879 -3,2139 -3,5363 -3,7312 -3,8261 -3,8753 -3,9176 -3,9600 -3,9952 -4,0171 -4,0196 -3,9960 -3,9439 -3,8667 -3,7759 -3,6882 -3,6164 -3,5577 -3,4909 -3,3925 -3,2580 -3,1070 -2,9733 -2,8868 -2,8507 -2,8357 -2,8030 -2,7358 -2,6472 -2,5580 -2,4624 -2,3248 -2,1223 -1,8807 -1,6544 -1,4884 -1,4099 -1,4367 -1,5659 -1,7555 -1,9369 -2,0517 -2,0749 -2,0129 -1,8948 -1,7625 -1,6584 -1,6191 -1,6712 -1,8296 -2,0995 -2,4711 -2,9197 -3,4234 -3,9773 -4,5727 -5,1741 -5,7292 -6,1970 -6,5601 -6,8249 -7,0163 -7,1573 -7,2512 -7,2825 -7,2245 -7,0449 -6,7200 -6,2516 -5,6715 -5,0323 -4,3953 -3,8174 -3,3334 -2,9494 -2,6654 -2,5007 -2,4842 -2,6242 -2,8978 -3,2605 -3,6647 -4,0749 -4,4707 -4,8321 -5,1267 -5,3165 -5,3782 -5,3170 -5,1685 -4,9926 -4,8647 -4,8521 -4,9791 -5,2117 -5,4786 -5,7130 -5,8798 -5,9726 -6,0055 -6,0130 -6,0323 -6,0707 -6,1035 -6,1109 -6,1010 -6,0922 -6,0872 -6,0744 -6,0480 -6,0233 -6,0327 -6,0995 -6,2141 -6,3347 -6,4166 -6,4361 -6,3907 -6,2853 -6,1323 -5,9610 -5,8170 -5,7407 -5,7477 -5,8290 -5,9600 -6,1063 -6,2314 -6,3006 -6,2809 -6,1592 -5,9616 -5,7429 -5,5579 -5,4388 -5,3881 -5,3814 -5,3795 -5,3431 -5,2341 -5,0074 -4,6232 -4,0833 -3,4492 -2,8151 -2,2585 -1,8125 -1,4724 -1,2125 -0,9990 -0,8044 -0,6140 -0,4130 -0,1833 0,0747 0,3336 0,5543 0,6947 0,7025 0,5286 0,1618 -0,3597 -0,9711 -1,6019 -2,1832 -2,6615 -3,0154 -3,2522 -3,3868 -3,4346 -3,4249 -3,4163 -3,4826 -3,6739 -3,9923 -4,3931 -4,8004 -5,1370 -5,3522 -5,4234 -5,3449 -5,1336 -4,8331 -4,4994 -4,1875 -3,9387 -3,7655 -3,6506 -3,5653 -3,4930 -3,4414 -3,4282 -3,4658 -3,5714 -3,7714 -4,0780 -4,4724 -4,9201 -5,3930 -5,8730 -6,3403 -6,7582 -7,0758 -7,2580 -7,3116 -7,2706 -7,1651 -7,0119 -6,8239 -6,6180 -6,4230 -6,2744 -6,1958 -6,1883 -6,2309 -6,2843 -6,3067 -6,2686 -6,1588 -5,9923 -5,8186 -5,7075 -5,7199 -5,8818 -6,1820 -6,5848 -7,0419 -7,4959 -7,8866 -8,1710 -8,3400 -8,4034 -8,3657 -8,2283 -8,0140 -7,7781 -7,5907 -7,5047 -7,5353 -7,6565 -7,8104 -7,9265 -7,9468 -7,8420 -7,6161 -7,3092 -6,9943 -6,7444 -6,5835 -6,4801 -6,3871 -6,2716 -6,1106 -5,8873
F3    0,5729 0,3114 0,0694 -0,1520 -0,3357 -0,4579 -0,4988 -0,4560 -0,3569 -0,2541 -0,1998 -0,2234 -0,3263 -0,4827 -0,6488 -0,7909 -0,9063 -1,0045 -1,0707 -1,0626 -0,9438 -0,7165 -0,4180 -0,0891 0,2464 0,5664 0,8309 0,9960 1,0460 1,0041 0,9182 0,8395 0,8017 0,8132 0,8757 0,9956 1,1589 1,3090 1,3729 1,3007 1,0763 0,7161 0,2707 -0,1897 -0,6041 -0,9333 -1,1506 -1,2503 -1,2728 -1,2963 -1,3898 -1,5731 -1,8101 -2,0279 -2,1527 -2,1457 -2,0189 -1,8239 -1,6303 -1,4981 -1,4506 -1,4733 -1,5375 -1,6109 -1,6548 -1,6358 -1,5563 -1,4630 -1,4130 -1,4350 -1,5230 -1,6574 -1,8242 -2,0021 -2,1452 -2,1971 -2,1260 -1,9388 -1,6710 -1,3646 -1,0507 -0,7458 -0,4577 -0,1822 0,0963 0,3825 0,6496 0,8546 0,9719 1,0059 0,9715 0,8731 0,7068 0,4684 0,1536 -0,2331 -0,6601 -1,0650 -1,3755 -1,5411 -1,5588 -1,4710 -1,3352 -1,1864 -1,0276 -0,8526 -0,6618 -0,4581 -0,2473 -0,0403 0,1533 0,3307 0,5001 0,6845 0,9098 1,1899 1,5344 1,9585 2,4720 3,0603 3,6768 4,2538 4,7315 5,0834 5,3196 5,4703 5,5661 5,6225 5,6325 5,5759 5,4409 5,2304 4,9513 4,6139 4,2353 3,8304 3,4013 2,9459 2,4675 1,9719 1,4628 0,9508 0,4689 0,0710 -0,1950 -0,3180 -0,3275 -0,2704 -0,1851 -0,0984 -0,0317 0,0043 0,0117 -0,0004 -0,0115 0,0047 0,0563 0,1270 0,1983 0,2647 0,3320 0,4073 0,4864 0,5479 0,5626 0,5070 0,3690 0,1502 -0,1240 -0,3986 -0,6101 -0,7292 -0,7802 -0,8190 -0,9026 -1,0650 -1,2976 -1,5514 -1,7632 -1,8799 -1,8676 -1,7162 -1,4367 -1,0556 -0,6174 -0,1859 0,1743 0,4253 0,5667 0,6179 0,5922 0,4868 0,2933 0,0132 -0,3285 -0,6932 -1,0627 -1,4476 -1,8493 -2,2340 -2,5544 -2,7809 -2,9045 -2,9218 -2,8325 -2,6518 -2,4190 -2,1902 -2,0140 -1,9052 -1,8443 -1,7986 -1,7472 -1,6990 -1,6917 -1,7624 -1,9240 -2,1704 -2,4906 -2,8681 -3,2780 -3,6907 -4,0751 -4,3952 -4,6066 -4,6669 -4,5556 -4,2844 -3,8917 -3,4314 -2,9565 -2,5062 -2,1048 -1,7705 -1,5194 -1,3614 -1,2941 -1,3024 -1,3668 -1,4664 -1,5816 -1,7074 -1,8504 -2,0073 -2,1556 -2,2664 -2,3186 -2,3098 -2,2593 -2,1968 -2,1464 -2,1175 -2,1071 -2,1088 -2,1206 -2,1374 -2,1483 -2,1479 -2,1380 -2,1177 -2,0867 -2,0476 -1,9909 -1,8876 -1,7078 -1,4527 -1,1662 -0,9106 -0,7280 -0,6293 -0,6100 -0,6641 -0,7854 -0,9687 -1,2040 -1,4697 -1,7430 -2,0130 -2,2760 -2,5289 -2,7666 -2,9762 -3,1292 -3,1873 -3,1164 -2,9037 -2,5737 -2,1837 -1,7928 -1,4400 -1,1467 -0,9179 -0,7345 -0,5628 -0,3834 -0,2058 -0,0473 0,0957 0,2492 0,4379 0,6573 0,8683 1,0236 1,1051 1,1366 1,1605 1,2024 1,2580 1,3031 1,3017 1,2040 0,9654 0,5831 0,1044 -0,4074 -0,9085 -1,3751 -1,7850 -2,1087 -2,3193 -2,4135 -2,4301 -2,4374 -2,4850 -2,5624 -2,6123 -2,5887 -2,4976 -2,3752 -2,2447 -2,1076 -1,9590 -1,7959 -1,6205 -1,4409 -1,2663 -1,1093 -0,9927 -0,9401 -0,9572 -1,0380 -1,1887 -1,4368 -1,8059 -2,2834 -2,8199 -3,3511 -3,8107 -4,1407 -4,3154 -4,3574 -4,3213 -4,2556 -4,1841 -4,1171 -4,0635 -4,0253 -3,9919 -3,9441 -3,8684 -3,7744 -3,6900 -3,6401 -3,6263 -3,6206 -3,5873 -3,5159 -3,4299 -3,3677 -3,3566 -3,3927 -3,4397 -3,4538 -3,4177 -3,3538 -3,2970 -3,2465 -3,1573 -2,9904 -2,7561 -2,4965 -2,2508 -2,0541 -1,9462 -1,9528 -2,0568 -2,2024 -2,3324 -2,4132 -2,4360 -2,4114 -2,3654 -2,3312 -2,3447 -2,4415 -2,6522 -2,9964 -3,4711 -4,0443 -4,6729 -5,3191 -5,9366 -6,4592 -6,8281 -7,0260 -7,0816 -7,0525 -7,0020 -6,9722 -6,9679 -6,9619 -6,9052 -6,7405 -6,4278 -5,9649 -5,3865 -4,7494 -4,1188 -3,5560 -3,1009 -2,7622 -2,5402 -2,4556 -2,5401 -2,7989 -3,1909 -3,6458 -4,0989 -4,5125 -4,8716 -5,1675 -5,3856 -5,5088 -5,5312 -5,4692 -5,3629 -5,2680 -5,2463 -5,3455 -5,5696 -5,8693 -6,1706 -6,4166 -6,5861 -6,6811 -6,7199 -6,7420 -6,7870 -6,8555 -6,9088 -6,9129 -6,8674 -6,7908 -6,6963 -6,5903 -6,4833 -6,3962 -6,3580 -6,3896 -6,4818 -6,5917 -6,6709 -6,6926 -6,6520 -6,5552 -6,4173 -6,2654 -6,1327 -6,0450 -6,0118 -6,0291 -6,0827 -6,1504 -6,2079 -6,2285 -6,1839 -6,0638 -5,8946 -5,7230 -5,5861 -5,5021 -5,4749 -5,4931 -5,5307 -5,5541 -5,5257 -5,3979 -5,1232 -4,6886 -4,1391 -3,5613 -3,0409 -2,6306 -2,3438 -2,1628 -2,0491 -1,9628 -1,8761 -1,7663 -1,6100 -1,3982 -1,1454 -0,8824 -0,6564 -0,5381 -0,6001 -0,8708 -1,3170 -1,8690 -2,4523 -2,9987 -3,4534 -3,7876 -3,9962 -4,0787 -4,0364 -3,8949 -3,7231 -3,6158 -3,6471 -3,8358 -4,1402 -4,4779 -4,7662 -4,9545 -5,0221 -4,9630 -4,7921 -4,5497 -4,2859 -4,0456 -3,8569 -3,7216 -3,6198 -3,5272 -3,4324 -3,3451 -3,2863 -3,2772 -3,3471 -3,5341 -3,8568 -4,2934 -4,7952 -5,3133 -5,8088 -6,2500 -6,6043 -6,8377 -6,9329 -6,9034 -6,7788 -6,5818 -6,3313 -6,0550 -5,7906 -5,5830 -5,4699 -5,4598 -5,5308 -5,6442 -5,7535 -5,8153 -5,8016 -5,7043 -5,5406 -5,3580 -5,2214 -5,1857 -5,2707 -5,4622 -5,7307 -6,0437 -6,3602 -6,6317 -6,8261 -6,9460 -7,0070 -7,0052 -6,9264 -6,7820 -6,6258 -6,5358 -6,5748 -6,7611 -7,0620 -7,4046 -7,6962 -7,8559 -7,8419 -7,6590 -7,3540 -7,0061 -6,6963 -6,4636 -6,2991 -6,1784 -6,0774 -5,9609 -5,7903
F7    0,3748 0,1855 0,0219 -0,1216 -0,2427 -0,3329 -0,3809 -0,3808 -0,3453 -0,3039 -0,2821 -0,2875 -0,3165 -0,3657 -0,4338 -0,5222 -0,6329 -0,7582 -0,8705 -0,9305 -0,9074 -0,7941 -0,6035 -0,3538 -0,0664 0,2166 0,4332 0,5376 0,5367 0,4875 0,4602 0,5019 0,6207 0,7936 0,9937 1,2052 1,4021 1,5331 1,5490 1,4363 1,2111 0,8966 0,5199 0,1150 -0,2850 -0,6496 -0,9483 -1,1640 -1,3129 -1,4392 -1,5893 -1,7887 -2,0226 -2,2362 -2,3636 -2,3647 -2,2464 -2,0550 -1,8513 -1,6796 -1,5463 -1,4310 -1,3153 -1,1872 -1,0327 -0,8409 -0,6246 -0,4258 -0,2892 -0,2320 -0,2428 -0,3038 -0,4036 -0,5250 -0,6361 -0,7010 -0,6978 -0,6289 -0,5206 -0,4142 -0,3433 -0,3168 -0,3217 -0,3346 -0,3329 -0,3065 -0,2639 -0,2263 -0,2184 -0,2623 -0,3747 -0,5655 -0,8322 -1,1593 -1,5263 -1,9094 -2,2732 -2,5710 -2,7562 -2,7979 -2,6953 -2,4819 -2,2098 -1,9240 -1,6492 -1,3911 -1,1401 -0,8779 -0,5904 -0,2762 0,0539 0,3821 0,6951 0,9951 1,2927 1,5920 1,8996 2,2369 2,6286 3,0845 3,5899 4,1017 4,5590 4,9084 5,1238 5,2097 5,1899 5,0880 4,9119 4,6560 4,3196 3,9165 3,4733 3,0254 2,6067 2,2300 1,8843 1,5551 1,2429 0,9583 0,7044 0,4791 0,2920 0,1697 0,1350 0,1857 0,2939 0,4211 0,5332 0,6049 0,6236 0,5964 0,5465 0,4996 0,4774 0,4922 0,5363 0,5838 0,6133 0,6248 0,6377 0,6737 0,7410 0,8292 0,9125 0,9570 0,9309 0,8206 0,6460 0,4558 0,2938 0,1657 0,0393 -0,1288 -0,3726 -0,7033 -1,0990 -1,5124 -1,8921 -2,1959 -2,3924 -2,4691 -2,4362 -2,3147 -2,1287 -1,9119 -1,7078 -1,5574 -1,4805 -1,4702 -1,5052 -1,5674 -1,6510 -1,7608 -1,8941 -2,0343 -2,1733 -2,3272 -2,5134 -2,7246 -2,9304 -3,0964 -3,1982 -3,2216 -3,1630 -3,0350 -2,8714 -2,7184 -2,6113 -2,5524 -2,5181 -2,4814 -2,4296 -2,3765 -2,3604 -2,4197 -2,5665 -2,7871 -3,0622 -3,3769 -3,7092 -4,0172 -4,2510 -4,3790 -4,3941 -4,2980 -4,0951 -3,7996 -3,4375 -3,0427 -2,6529 -2,3045 -2,0283 -1,8444 -1,7568 -1,7491 -1,7911 -1,8558 -1,9355 -2,0337 -2,1466 -2,2623 -2,3674 -2,4461 -2,4817 -2,4640 -2,3922 -2,2766 -2,1397 -2,0118 -1,9221 -1,8879 -1,9090 -1,9727 -2,0641 -2,1681 -2,2688 -2,3548 -2,4185 -2,4517 -2,4521 -2,4279 -2,3837 -2,3067 -2,1763 -1,9941 -1,8033 -1,6657 -1,6149 -1,6421 -1,7191 -1,8236 -1,9455 -2,0855 -2,2437 -2,4074 -2,5533 -2,6599 -2,7156 -2,7217 -2,6882 -2,6243 -2,5324 -2,4101 -2,2513 -2,0506 -1,8189 -1,5871 -1,3879 -1,2411 -1,1572 -1,1327 -1,1327 -1,1035 -1,0173 -0,8943 -0,7760 -0,6845 -0,6100 -0,5291 -0,4306 -0,3299 -0,2590 -0,2401 -0,2610 -0,2800 -0,2611 -0,2051 -0,1466 -0,1317 -0,2003 -0,3767 -0,6540 -0,9906 -1,3314 -1,6386 -1,9028 -2,1318 -2,3307 -2,4890 -2,5872 -2,6239 -2,6305 -2,6470 -2,6853 -2,7238 -2,7369 -2,7179 -2,6693 -2,5875 -2,4677 -2,3165 -2,1502 -1,9884 -1,8476 -1,7401 -1,6801 -1,6821 -1,7453 -1,8455 -1,9544 -2,0700 -2,2277 -2,4724 -2,8180 -3,2393 -3,6928 -4,1328 -4,5221 -4,8454 -5,1101 -5,3305 -5,5128 -5,6591 -5,7782 -5,8835 -5,9848 -6,0845 -6,1709 -6,2195 -6,2112 -6,1488 -6,0562 -5,9635 -5,8884 -5,8349 -5,8062 -5,8083 -5,8456 -5,9165 -6,0075 -6,0884 -6,1215 -6,0897 -6,0138 -5,9305 -5,8479 -5,7328 -5,5515 -5,3046 -5,0155 -4,7128 -4,4420 -4,2693 -4,2441 -4,3541 -4,5283 -4,6844 -4,7714 -4,7767 -4,7135 -4,6066 -4,4847 -4,3822 -4,3471 -4,4386 -4,7055 -5,1550 -5,7411 -6,3870 -7,0126 -7,5394 -7,8940 -8,0347 -7,9765 -7,7846 -7,5430 -7,3175 -7,1362 -6,9953 -6,8708 -6,7223 -6,5093 -6,2191 -5,8736 -5,5117 -5,1675 -4,8650 -4,6260 -4,4710 -4,4095 -4,4413 -4,5685 -4,7959 -5,1120 -5,4793 -5,8512 -6,1993 -6,5246 -6,8419 -7,1572 -7,4537 -7,6939 -7,8348 -7,8534 -7,7618 -7,6052 -7,4485 -7,3554 -7,3593 -7,4462 -7,5688 -7,6780 -7,7427 -7,7546 -7,7353 -7,7354 -7,7935 -7,8918 -7,9673 -7,9702 -7,8969 -7,7687 -7,5998 -7,3985 -7,1863 -7,0083 -6,9259 -6,9847 -7,1750 -7,4315 -7,6745 -7,8503 -7,9361 -7,9281 -7,8391 -7,7014 -7,5586 -7,4491 -7,3940 -7,3908 -7,4124 -7,4137 -7,3557 -7,2227 -7,0188 -6,7713 -6,5344 -6,3682 -6,3050 -6,3415 -6,4530 -6,6031 -6,7527 -6,8732 -6,9475 -6,9554 -6,8693 -6,6758 -6,3938 -6,0659 -5,7336 -5,4208 -5,1367 -4,8855 -4,6722 -4,5031 -4,3806 -4,2908 -4,2005 -4,0754 -3,8989 -3,6729 -3,4220 -3,2117 -3,1338 -3,2500 -3,5528 -3,9796 -4,4481 -4,8789 -5,2120 -5,4219 -5,5142 -5,5054 -5,4109 -5,2535 -5,0759 -4,9346 -4,8732 -4,9056 -5,0167 -5,1695 -5,3187 -5,4300 -5,4847 -5,4707 -5,3875 -5,2546 -5,1074 -4,9862 -4,9207 -4,9115 -4,9302 -4,9342 -4,8889 -4,7878 -4,6469 -4,4911 -4,3611 -4,3189 -4,4165 -4,6635 -5,0306 -5,4726 -5,9406 -6,3845 -6,7548 -7,0073 -7,1166 -7,0880 -6,9483 -6,7298 -6,4685 -6,2034 -5,9658 -5,7790 -5,6614 -5,6229 -5,6637 -5,7692 -5,9008 -6,0059 -6,0425 -5,9941 -5,8718 -5,7112 -5,5651 -5,4906 -5,5304 -5,7000 -5,9892 -6,3675 -6,7803 -7,1565 -7,4436 -7,6377 -7,7617 -7,8281 -7,8361 -7,7943 -7,7331 -7,6984 -7,7324 -7,8565 -8,0603 -8,2917 -8,4666 -8,5088 -8,3866 -8,1201 -7,7718 -7,4300 -7,1684 -6,9962 -6,8567 -6,6846 -6,4487 -6,1414 -5,7579
