Fp1   -0,2681 -0,0255 0,2856 0,5232 0,5818 0,4517 0,2339 0,0886 0,1342 0,3698 0,6898 0,9639 1,1017 1,0605 0,8348 0,4685 0,0645 -0,2615 -0,4610 -0,5796 -0,6997 -0,8586 -1,0144 -1,0834 -1,0214 -0,8674 -0,6962 -0,5365 -0,3491 -0,0777 0,2810 0,6532 0,9354 1,0671 1,0612 0,9756 0,8645 0,7527 0,6446 0,5449 0,4623 0,3871 0,2695 0,0425 -0,3233 -0,7895 -1,2701 -1,6748 -1,9334 -2,0032 -1,8855 -1,6332 -1,3214 -1,0056 -0,7087 -0,4358 -0,2015 -0,0380 0,0379 0,0620 0,0973 0,1605 0,1894 0,0927 -0,1744 -0,5828 -1,0556 -1,5013 -1,8249 -1,9437 -1,8195 -1,4824 -1,0194 -0,5300 -0,0832 0,2804 0,5200 0,6028 0,5437 0,4108 0,2825 0,1971 0,1248 -0,0243 -0,3451 -0,8618 -1,4892 -2,0541 -2,3668 -2,3100 -1,9012 -1,2894 -0,6893 -0,2952 -0,2151 -0,4495 -0,9173 -1,4936 -2,0333 -2,3963 -2,4761 -2,2213 -1,6595 -0,9170 -0,1916 0,3333 0,5805 0,6059 0,5450 0,5151 0,5398 0,5448 0,4324 0,1767 -0,1470 -0,4197 -0,5454 -0,4753 -0,2163 0,1556 0,5008 0,6627 0,5389 0,1117 -0,5903 -1,5431 -2,7225 -4,0517 -5,3691 -6,4624 -7,1509 -7,3535 -7,1045 -6,5268 -5,7839 -5,0292 -4,3720 -3,8605 -3,4825 -3,1943 -2,9723 -2,8477 -2,8947 -3,1812 -3,7135 -4,4064 -5,0921 -5,5709 -5,6865 -5,3870 -4,7387 -3,8941 -3,0416 -2,3596 -1,9725 -1,9017 -2,0466 -2,2306 -2,2753 -2,0599 -1,5647 -0,8863 -0,1990 0,3272 0,5933 0,5842 0,3515 -0,0081 -0,3738 -0,6263 -0,6777 -0,4964 -0,1158 0,3727 0,8497 1,2263 1,4981 1,7455 2,0753 2,5468 3,1344 3,7501 4,2993 4,7188 4,9795 5,0844 5,0748 5,0283 5,0254 5,0990 5,2183 5,3195 5,3438 5,2575 5,0543 4,7461 4,3593 3,9438 3,5802 3,3722 3,4127 3,7334 4,2787 4,9218 5,5113 5,9285 6,1324 6,1750 6,1748 6,2558 6,4797 6,8112 7,1359 7,3101 7,2154 6,8037 6,1225 5,3062 4,5429 4,0254 3,8825 4,1155 4,5948 5,1269 5,5438 5,7610 5,7796 5,6476 5,4211 5,1506 4,8837 4,6609 4,4969 4,3751 4,2680 4,1503 3,9965 3,7980 3,5881 3,4299 3,3763 3,4516 3,6544 3,9420 4,2161 4,3618 4,3107 4,0640 3,6735 3,2109 2,7404 2,3162 1,9897 1,7993 1,7441 1,7796 1,8499 1,9369 2,0738 2,3092 2,6620 3,1038 3,5624 3,9419 4,1647 4,2085 4,1077 3,9262 3,7290 3,5597 3,4355 3,3631 3,3405 3,3395 3,3066 3,1908 2,9665 2,6462 2,2798 1,9269 1,6154 1,3276 1,0246 0,6789 0,2938 -0,0952 -0,4402 -0,7048 -0,8541 -0,8227 -0,5234 0,0808 0,8996 1,7247 2,3335 2,6074 2,5865 2,4367 2,3580 2,4811 2,7963 3,1504 3,3229 3,1340 2,5217 1,5601 0,4338 -0,6140 -1,3491 -1,6213 -1,4254 -0,9090 -0,3083 0,1465 0,3081 0,1516 -0,2284 -0,6571 -0,9370 -0,9144 -0,5487 0,0527 0,6688 1,0675 1,1208 0,8592 0,4280 -0,0133 -0,3679 -0,6218 -0,8104 -0,9561 -1,0421 -1,0533 -1,0176 -0,9842 -0,9771 -0,9843 -0,9803 -0,9469 -0,8835 -0,8239 -0,8479 -1,0503 -1,4702 -2,0417 -2,6095 -2,9908 -3,0362 -2,6798 -1,9791 -1,1136 -0,3217 0,1908 0,3183 0,0745 -0,4266 -1,0158 -1,5297 -1,8619 -1,9776 -1,8984 -1,6877 -1,4385 -1,2418 -1,1459 -1,1368 -1,1458 -1,0730 -0,8281 -0,3810 0,2004 0,7542 1,0857 1,0566 0,6403 -0,0796 -0,9444 -1,7624 -2,3559 -2,6179 -2,5584 -2,2969 -1,9946 -1,7701 -1,6535 -1,6046 -1,5638 -1,4875 -1,3522 -1,1554 -0,9258 -0,7159 -0,5671 -0,4832 -0,4424 -0,4244 -0,4124 -0,3715 -0,2503 -0,0280 0,2414 0,4427 0,4637 0,2588 -0,1297 -0,6024 -1,0552 -1,4221 -1,6843 -1,8472 -1,9151 -1,8889 -1,7754 -1,5840 -1,3117 -0,9400 -0,4547 0,1255 0,7372 1,2897 1,6866 1,8312 1,6375 1,0718 0,1897 -0,8728 -1,9328 -2,7903 -3,2679 -3,2692 -2,8156 -2,0268 -1,0701 -0,1205 0,6691 1,1980 1,4433 1,4731 1,4243 1,4263 1,5222 1,6625 1,7578 1,7180 1,4667 0,9762 0,3228 -0,3097 -0,7113 -0,7462 -0,3933 0,2735 1,1194 1,9832 2,7177 3,2296 3,4975 3,5650 3,5044 3,3625 3,1276 2,7493 2,1852 1,4391 0,5752 -0,2996 -1,0749 -1,6623 -2,0021 -2,0714 -1,8881 -1,5081 -1,0266 -0,5617 -0,2030 0,0319 0,1936 0,3737 0,6734 1,1539 1,7830 2,4284 2,9040 3,0426 2,7636 2,1060 1,2059 0,2455 -0,5977 -1,1989 -1,5264 -1,6465 -1,6800 -1,7327 -1,8357 -1,9292 -1,9044 -1,6668 -1,1818 -0,4933 0,2851 1,0077 1,5429 1,8096 1,7909 1,5342 1,1398 0,7293 0,3914 0,1436 -0,0499 -0,2336 -0,4427 -0,7064 -1,0321 -1,3747 -1,6330 -1,6985 -1,5244 -1,1582 -0,7169 -0,3365 -0,1371 -0,2002 -0,5381 -1,0709 -1,6545 -2,1374 -2,3933 -2,3297 -1,9180 -1,2358 -0,4659 0,1755 0,5407 0,6172 0,5138 0,3906 0,3926 0,6130 1,0701 1,6912 2,3308 2,8291 3,0738 3,0348 2,7778 2,4506 2,2242 2,2093 2,4068 2,7219 3,0091 3,1243 2,9849 2,6138 2,1289 1,6896 1,4367 1,4372 1,6479 1,9231 2,0725 1,9469 1,5092 0,8493 0,1390 -0,4275 -0,6819 -0,5275 0,0257 0,8582 1,7756 2,5680 3,0769 3,2379 3,0875 2,7463 2,3756 2,1033 1,9648 1,9043 1,8131 1,5701 1,0917 0,3902 -0,4095 -1,1194 -1,5653 -1,6555 -1,4117 -0,9470 -0,4081 0,0783 0,4396 0,6682 0,7967 0,8537 0,8421
Fz    0,7280 0,9509 1,1334 1,2023 1,1208 0,9097 0,6502 0,4549 0,4168 0,5639 0,8470 1,1683 1,4251 1,5385 1,4697 1,2305 0,8868 0,5366 0,2622 0,0939 0,0062 -0,0644 -0,1919 -0,4259 -0,7661 -1,1635 -1,5394 -1,8068 -1,8934 -1,7696 -1,4674 -1,0711 -0,6837 -0,3908 -0,2431 -0,2458 -0,3523 -0,4778 -0,5398 -0,4966 -0,3557 -0,1582 0,0381 0,1745 0,2094 0,1268 -0,0658 -0,3448 -0,6665 -0,9640 -1,1702 -1,2538 -1,2347 -1,1730 -1,1423 -1,1967 -1,3474 -1,5602 -1,7695 -1,9072 -1,9424 -1,9012 -1,8453 -1,8311 -1,8849 -2,0038 -2,1632 -2,3178 -2,4109 -2,3973 -2,2683 -2,0639 -1,8563 -1,7097 -1,6496 -1,6636 -1,7226 -1,7956 -1,8553 -1,8834 -1,8805 -1,8713 -1,8973 -2,0003 -2,1958 -2,4523 -2,6991 -2,8546 -2,8596 -2,7006 -2,4167 -2,0903 -1,8213 -1,6947 -1,7545 -1,9936 -2,3560 -2,7432 -3,0351 -3,1414 -3,0485 -2,8200 -2,5542 -2,3328 -2,1932 -2,1268 -2,0897 -2,0180 -1,8465 -1,5363 -1,1077 -0,6480 -0,2733 -0,0783 -0,1089 -0,3522 -0,7367 -1,1518 -1,4840 -1,6567 -1,6596 -1,5536 -1,4456 -1,4489 -1,6444 -2,0531 -2,6366 -3,3251 -4,0386 -4,6957 -5,2362 -5,6452 -5,9493 -6,1861 -6,3813 -6,5443 -6,6651 -6,7093 -6,6286 -6,3892 -6,0063 -5,5541 -5,1374 -4,8420 -4,7007 -4,6884 -4,7410 -4,7837 -4,7570 -4,6325 -4,4203 -4,1567 -3,8829 -3,6396 -3,4692 -3,3967 -3,4073 -3,4491 -3,4613 -3,4040 -3,2757 -3,1096 -2,9522 -2,8375 -2,7734 -2,7412 -2,7024 -2,6082 -2,4130 -2,0915 -1,6570 -1,1647 -0,6912 -0,3091 -0,0670 0,0280 0,0203 -0,0046 0,0437 0,2119 0,4782 0,7724 1,0166 1,1518 1,1469 1,0083 0,7859 0,5612 0,4149 0,3923 0,4899 0,6672 0,8688 1,0412 1,1422 1,1434 1,0404 0,8662 0,6886 0,5786 0,5706 0,6436 0,7396 0,8016 0,8040 0,7627 0,7228 0,7326 0,8176 0,9629 1,1158 1,2099 1,1951 1,0511 0,7831 0,4216 0,0313 -0,2954 -0,4666 -0,4265 -0,1840 0,1841 0,5633 0,8490 0,9799 0,9474 0,7875 0,5676 0,3673 0,2479 0,2251 0,2651 0,3041 0,2803 0,1665 -0,0181 -0,2242 -0,3999 -0,5104 -0,5490 -0,5396 -0,5285 -0,5662 -0,6927 -0,9266 -1,2498 -1,6022 -1,9023 -2,0798 -2,1035 -1,9929 -1,8050 -1,6109 -1,4779 -1,4538 -1,5472 -1,7204 -1,9037 -2,0255 -2,0356 -1,9193 -1,7058 -1,4620 -1,2631 -1,1607 -1,1674 -1,2618 -1,4027 -1,5425 -1,6366 -1,6531 -1,5838 -1,4571 -1,3359 -1,2872 -1,3429 -1,4859 -1,6653 -1,8250 -1,9329 -1,9939 -2,0368 -2,0908 -2,1720 -2,2821 -2,4099 -2,5333 -2,6247 -2,6558 -2,6082 -2,4884 -2,3379 -2,2268 -2,2263 -2,3685 -2,6241 -2,9135 -3,1395 -3,2255 -3,1478 -2,9461 -2,7052 -2,5236 -2,4851 -2,6330 -2,9447 -3,3259 -3,6412 -3,7754 -3,6860 -3,4144 -3,0592 -2,7366 -2,5446 -2,5349 -2,7002 -2,9835 -3,2996 -3,5594 -3,6984 -3,7062 -3,6325 -3,5601 -3,5599 -3,6589 -3,8345 -4,0319 -4,1891 -4,2603 -4,2372 -4,1599 -4,0958 -4,0955 -4,1723 -4,3173 -4,5140 -4,7304 -4,9137 -5,0092 -4,9910 -4,8748 -4,7096 -4,5596 -4,4816 -4,5008 -4,5943 -4,6974 -4,7321 -4,6376 -4,3943 -4,0388 -3,6565 -3,3512 -3,2040 -3,2408 -3,4244 -3,6738 -3,8960 -4,0194 -4,0173 -3,9093 -3,7426 -3,5713 -3,4431 -3,3865 -3,4007 -3,4581 -3,5194 -3,5492 -3,5308 -3,4808 -3,4493 -3,4929 -3,6420 -3,8883 -4,1911 -4,4896 -4,7165 -4,8134 -4,7446 -4,5118 -4,1720 -3,8320 -3,6053 -3,5587 -3,6880 -3,9275 -4,1826 -4,3656 -4,4220 -4,3429 -4,1653 -3,9600 -3,8051 -3,7599 -3,8475 -4,0461 -4,2919 -4,5008 -4,5990 -4,5497 -4,3646 -4,0989 -3,8351 -3,6513 -3,5865 -3,6288 -3,7338 -3,8534 -3,9551 -4,0325 -4,1065 -4,2127 -4,3790 -4,6109 -4,8864 -5,1584 -5,3670 -5,4613 -5,4256 -5,2958 -5,1439 -5,0398 -5,0231 -5,1015 -5,2526 -5,4273 -5,5603 -5,5870 -5,4675 -5,2109 -4,8800 -4,5655 -4,3527 -4,2948 -4,3967 -4,6135 -4,8631 -5,0458 -5,0746 -4,9185 -4,6317 -4,3283 -4,1190 -4,0601 -4,1464 -4,3284 -4,5332 -4,6870 -4,7409 -4,6905 -4,5743 -4,4536 -4,3902 -4,4254 -4,5615 -4,7617 -4,9645 -5,1026 -5,1245 -5,0195 -4,8260 -4,6116 -4,4399 -4,3465 -4,3354 -4,3938 -4,5034 -4,6379 -4,7599 -4,8308 -4,8214 -4,7218 -4,5538 -4,3654 -4,2058 -4,1013 -4,0504 -4,0272 -3,9893 -3,8972 -3,7424 -3,5567 -3,3926 -3,2955 -3,2812 -3,3314 -3,4078 -3,4710 -3,4958 -3,4775 -3,4297 -3,3774 -3,3527 -3,3890 -3,5029 -3,6805 -3,8793 -4,0442 -4,1332 -4,1452 -4,1260 -4,1471 -4,2704 -4,5177 -4,8599 -5,2297 -5,5528 -5,7724 -5,8565 -5,8025 -5,6418 -5,4314 -5,2357 -5,1086 -5,0791 -5,1392 -5,2392 -5,3023 -5,2625 -5,1048 -4,8744 -4,6517 -4,5167 -4,5252 -4,6889 -4,9617 -5,2537 -5,4701 -5,5504 -5,4860 -5,3194 -5,1269 -4,9913 -4,9727 -5,0823 -5,2670 -5,4265 -5,4601 -5,3111 -4,9786 -4,5144 -4,0150 -3,5928 -3,3293 -3,2419 -3,2873 -3,3898 -3,4736 -3,4889 -3,4291 -3,3294 -3,2472 -3,2379 -3,3362 -3,5429 -3,8178 -4,0889 -4,2766 -4,3247 -4,2287 -4,0413 -3,8512 -3,7480 -3,7896 -3,9846 -4,2966 -4,6648 -5,0210 -5,3018 -5,4631 -5,5020 -5,4641 -5,4221 -5,4326 -5,4996 -5,5759 -5,5956 -5,5067 -5,2884 -4,9629 -4,5938 -4,2668 -4,0628 -4,0389 -4,2140 -4,5567 -4,9858 -5,3918 -5,6738 -5,7805 -5,7337 -5,6119 -5,5083 -5,4969 -5,6146 -5,8493 -6,1384 -6,3939 -6,5441
F3    0,7590 0,9825 1,0763 0,9951 0,7476 0,3913 0,0207 -0,2545 -0,3529 -0,2602 -0,0286 0,2577 0,5146 0,6713 0,6811 0,5446 0,3260 0,1295 0,0380 0,0698 0,1780 0,2756 0,2754 0,1295 -0,1547 -0,5237 -0,8998 -1,2110 -1,4159 -1,5034 -1,4795 -1,3598 -1,1717 -0,9569 -0,7656 -0,6369 -0,5752 -0,5434 -0,4861 -0,3657 -0,1762 0,0683 0,3433 0,6152 0,8468 1,0043 1,0542 0,9654 0,7378 0,4223 0,0953 -0,1887 -0,4231 -0,6484 -0,9225 -1,2790 -1,7012 -2,1212 -2,4414 -2,5753 -2,4966 -2,2540 -1,9440 -1,6656 -1,4886 -1,4373 -1,4877 -1,5736 -1,6055 -1,5080 -1,2649 -0,9400 -0,6515 -0,5113 -0,5681 -0,7950 -1,1135 -1,4306 -1,6731 -1,8070 -1,8320 -1,7714 -1,6726 -1,5977 -1,5849 -1,6136 -1,6188 -1,5359 -1,3386 -1,0504 -0,7338 -0,4710 -0,3467 -0,4209 -0,6996 -1,1312 -1,6311 -2,0999 -2,4346 -2,5614 -2,4703 -2,2125 -1,8738 -1,5485 -1,3129 -1,1980 -1,1787 -1,1834 -1,1168 -0,8984 -0,5124 -0,0310 0,4227 0,7342 0,8291 0,6805 0,3192 -0,1609 -0,6257 -0,9536 -1,0948 -1,0982 -1,0805 -1,1549 -1,3751 -1,7252 -2,1526 -2,6085 -3,0569 -3,4645 -3,8083 -4,0952 -4,3557 -4,6210 -4,9078 -5,2128 -5,5054 -5,7305 -5,8318 -5,7834 -5,6049 -5,3476 -5,0613 -4,7692 -4,4733 -4,1723 -3,8709 -3,5720 -3,2654 -2,9358 -2,5862 -2,2457 -1,9585 -1,7686 -1,7057 -1,7677 -1,9110 -2,0703 -2,1974 -2,2785 -2,3227 -2,3483 -2,3677 -2,3699 -2,3213 -2,1901 -1,9571 -1,6080 -1,1275 -0,5136 0,1900 0,8820 1,4361 1,7526 1,7966 1,6163 1,3299 1,0818 0,9875 1,0919 1,3582 1,6926 1,9863 2,1495 2,1313 1,9397 1,6484 1,3751 1,2319 1,2792 1,5067 1,8462 2,2053 2,5132 2,7438 2,8966 2,9715 2,9749 2,9393 2,9161 2,9347 2,9770 2,9994 2,9708 2,8890 2,7781 2,6829 2,6538 2,7147 2,8359 2,9446 2,9627 2,8399 2,5633 2,1564 1,6818 1,2387 0,9338 0,8429 0,9884 1,3359 1,8025 2,2739 2,6371 2,8193 2,8052 2,6278 2,3546 2,0730 1,8593 1,7466 1,7168 1,7170 1,6810 1,5573 1,3311 1,0317 0,7204 0,4621 0,2936 0,2124 0,1868 0,1683 0,1038 -0,0492 -0,2996 -0,6096 -0,9055 -1,1060 -1,1522 -1,0288 -0,7694 -0,4499 -0,1747 -0,0455 -0,1177 -0,3709 -0,7233 -1,0778 -1,3609 -1,5422 -1,6413 -1,7082 -1,7815 -1,8611 -1,9154 -1,9114 -1,8473 -1,7577 -1,6798 -1,6193 -1,5539 -1,4663 -1,3742 -1,3216 -1,3385 -1,4165 -1,5219 -1,6214 -1,6988 -1,7570 -1,8095 -1,8695 -1,9507 -2,0724 -2,2488 -2,4669 -2,6752 -2,8002 -2,7836 -2,6163 -2,3498 -2,0881 -1,9504 -2,0012 -2,2092 -2,4788 -2,7162 -2,8742 -2,9606 -3,0191 -3,0892 -3,1809 -3,2894 -3,4139 -3,5443 -3,6396 -3,6367 -3,4925 -3,2235 -2,9069 -2,6409 -2,4985 -2,5042 -2,6399 -2,8644 -3,1229 -3,3467 -3,4702 -3,4669 -3,3673 -3,2381 -3,1491 -3,1494 -3,2541 -3,4386 -3,6494 -3,8291 -3,9448 -4,0086 -4,0761 -4,2085 -4,4252 -4,6947 -4,9607 -5,1699 -5,2780 -5,2510 -5,0748 -4,7655 -4,3755 -3,9860 -3,6796 -3,5073 -3,4747 -3,5489 -3,6778 -3,8052 -3,8756 -3,8464 -3,7160 -3,5380 -3,4027 -3,4003 -3,5743 -3,8912 -4,2518 -4,5437 -4,6938 -4,6893 -4,5637 -4,3703 -4,1630 -3,9860 -3,8661 -3,8060 -3,7898 -3,7972 -3,8097 -3,8163 -3,8307 -3,8922 -4,0302 -4,2319 -4,4527 -4,6461 -4,7732 -4,7991 -4,6971 -4,4598 -4,1110 -3,7149 -3,3641 -3,1423 -3,0878 -3,1864 -3,3883 -3,6282 -3,8415 -3,9842 -4,0453 -4,0411 -3,9992 -3,9514 -3,9382 -3,9970 -4,1333 -4,3053 -4,4423 -4,4841 -4,4088 -4,2330 -3,9974 -3,7560 -3,5634 -3,4561 -3,4338 -3,4638 -3,5085 -3,5475 -3,5795 -3,6172 -3,6839 -3,8094 -4,0158 -4,2955 -4,5970 -4,8415 -4,9671 -4,9658 -4,8863 -4,7992 -4,7467 -4,7251 -4,7065 -4,6651 -4,5897 -4,4810 -4,3362 -4,1396 -3,8861 -3,6144 -3,4044 -3,3314 -3,4217 -3,6402 -3,9054 -4,1194 -4,2015 -4,1133 -3,8741 -3,5581 -3,2614 -3,0562 -2,9642 -2,9582 -2,9842 -2,9892 -2,9468 -2,8704 -2,8088 -2,8191 -2,9354 -3,1575 -3,4545 -3,7708 -4,0390 -4,1968 -4,1963 -4,0195 -3,6973 -3,3094 -2,9579 -2,7287 -2,6530 -2,6942 -2,7815 -2,8612 -2,9147 -2,9431 -2,9435 -2,8952 -2,7791 -2,6150 -2,4619 -2,3774 -2,3875 -2,4850 -2,6399 -2,8133 -2,9697 -3,0833 -3,1420 -3,1538 -3,1446 -3,1365 -3,1265 -3,0873 -2,9912 -2,8347 -2,6416 -2,4451 -2,2708 -2,1334 -2,0419 -2,0006 -2,0081 -2,0551 -2,1221 -2,1917 -2,2710 -2,3967 -2,6179 -2,9678 -3,4366 -3,9620 -4,4542 -4,8388 -5,0812 -5,1777 -5,1462 -5,0284 -4,8844 -4,7702 -4,7160 -4,7233 -4,7723 -4,8253 -4,8277 -4,7236 -4,4844 -4,1337 -3,7443 -3,4091 -3,2061 -3,1721 -3,2879 -3,4887 -3,6902 -3,8166 -3,8224 -3,7125 -3,5491 -3,4271 -3,4294 -3,5860 -3,8529 -4,1238 -4,2800 -4,2495 -4,0319 -3,6859 -3,2992 -2,9533 -2,6958 -2,5327 -2,4356 -2,3614 -2,2755 -2,1682 -2,0607 -1,9957 -2,0155 -2,1361 -2,3351 -2,5637 -2,7679 -2,8984 -2,9167 -2,8087 -2,5973 -2,3389 -2,1039 -1,9481 -1,8963 -1,9480 -2,0923 -2,3154 -2,5969 -2,9047 -3,2033 -3,4720 -3,7118 -3,9328 -4,1313 -4,2712 -4,2962 -4,1674 -3,8824 -3,4715 -2,9928 -2,5266 -2,1559 -1,9411 -1,9088 -2,0567 -2,3576 -2,7592 -3,1870 -3,5613 -3,8286 -3,9833 -4,0594 -4,1113 -4,2014 -4,3844 -4,6754 -5,0252 -5,3387 -5,5303
F7    -0,2331 -0,2706 -0,3518 -0,4682 -0,5972 -0,7028 -0,7533 -0,7362 -0,6582 -0,5363 -0,3889 -0,2234 -0,0352 0,1716 0,3648 0,4975 0,5392 0,4941 0,3905 0,2624 0,1388 0,0363 -0,0455 -0,1117 -0,1527 -0,1482 -0,0903 0,0094 0,1308 0,2547 0,3645 0,4471 0,4967 0,5136 0,4999 0,4537 0,3675 0,2363 0,0678 -0,1161 -0,2849 -0,4046 -0,4428 -0,3777 -0,2093 0,0318 0,2836 0,4606 0,4858 0,3399 0,0768 -0,2157 -0,4710 -0,6748 -0,8651 -1,1008 -1,4121 -1,7659 -2,0793 -2,2736 -2,3243 -2,2627 -2,1415 -1,9975 -1,8387 -1,6590 -1,4632 -1,2728 -1,1067 -0,9598 -0,8053 -0,6202 -0,4013 -0,1620 0,0726 0,2686 0,3876 0,3948 0,2710 0,0286 -0,2848 -0,6079 -0,9009 -1,1617 -1,4060 -1,6250 -1,7604 -1,7256 -1,4588 -0,9681 -0,3396 0,2938 0,8015 1,0957 1,1471 0,9842 0,6764 0,3095 -0,0322 -0,2855 -0,4292 -0,4832 -0,4838 -0,4567 -0,4131 -0,3620 -0,3087 -0,2341 -0,0915 0,1580 0,4987 0,8587 1,1577 1,3462 1,4103 1,3680 1,2608 1,1322 1,0113 0,9163 0,8501 0,7889 0,6895 0,5030 0,1779 -0,3257 -1,0105 -1,8330 -2,7148 -3,5512 -4,2308 -4,6746 -4,8608 -4,8128 -4,5829 -4,2517 -3,9111 -3,6210 -3,3775 -3,1269 -2,8218 -2,4709 -2,1422 -1,9183 -1,8440 -1,9012 -2,0251 -2,1372 -2,1674 -2,0680 -1,8283 -1,4760 -1,0689 -0,6843 -0,3991 -0,2572 -0,2506 -0,3312 -0,4370 -0,5086 -0,4921 -0,3468 -0,0592 0,3465 0,8208 1,3113 1,7754 2,1822 2,5205 2,8081 3,0799 3,3533 3,6056 3,7851 3,8449 3,7792 3,6466 3,5582 3,6227 3,8825 4,2982 4,7900 5,2803 5,6941 5,9576 6,0290 5,9295 5,7369 5,5487 5,4467 5,4758 5,6411 5,9176 6,2667 6,6466 7,0124 7,3192 7,5318 7,6267 7,5945 7,4536 7,2552 7,0650 6,9380 6,9052 6,9747 7,1397 7,3760 7,6370 7,8646 8,0135 8,0695 8,0537 7,9995 7,9119 7,7631 7,5336 7,2407 6,9362 6,6842 6,5227 6,4386 6,3885 6,3397 6,2863 6,2295 6,1549 6,0478 5,9259 5,8332 5,7973 5,8047 5,8174 5,8073 5,7731 5,7225 5,6503 5,5418 5,3859 5,1792 4,9338 4,6851 4,4856 4,3759 4,3504 4,3552 4,3187 4,1913 3,9711 3,6947 3,4019 3,1141 2,8384 2,5816 2,3544 2,1631 2,0061 1,8857 1,8179 1,8312 1,9481 2,1549 2,3908 2,5740 2,6423 2,5799 2,4150 2,1917 1,9455 1,6949 1,4486 1,2164 1,0095 0,8372 0,7086 0,6327 0,6085 0,6253 0,6704 0,7254 0,7538 0,7055 0,5469 0,2848 -0,0387 -0,3635 -0,6245 -0,7648 -0,7518 -0,5929 -0,3372 -0,0573 0,1719 0,2884 0,2710 0,1624 0,0527 0,0329 0,1496 0,3828 0,6604 0,9040 1,0622 1,1046 1,0065 0,7637 0,4142 0,0281 -0,3296 -0,6297 -0,8736 -1,0709 -1,2318 -1,3662 -1,4678 -1,5065 -1,4398 -1,2347 -0,8936 -0,4719 -0,0690 0,2068 0,2782 0,1304 -0,1763 -0,5262 -0,7966 -0,9068 -0,8437 -0,6681 -0,4855 -0,3793 -0,3603 -0,3909 -0,4499 -0,5638 -0,7731 -1,0791 -1,4234 -1,7149 -1,8795 -1,9008 -1,8225 -1,7128 -1,6184 -1,5468 -1,4869 -1,4260 -1,3388 -1,1822 -0,9295 -0,6074 -0,2938 -0,0794 -0,0226 -0,1217 -0,3191 -0,5416 -0,7430 -0,9084 -1,0279 -1,0841 -1,0739 -1,0305 -1,0147 -1,0763 -1,2200 -1,4054 -1,5715 -1,6677 -1,6829 -1,6539 -1,6315 -1,6332 -1,6355 -1,6095 -1,5495 -1,4653 -1,3596 -1,2216 -1,0443 -0,8525 -0,7035 -0,6462 -0,6814 -0,7694 -0,8680 -0,9548 -1,0240 -1,0736 -1,0922 -1,0620 -0,9816 -0,8853 -0,8230 -0,8171 -0,8443 -0,8533 -0,7907 -0,6264 -0,3739 -0,0848 0,1828 0,3902 0,5225 0,5830 0,5802 0,5156 0,3832 0,1782 -0,0851 -0,3653 -0,6068 -0,7684 -0,8392 -0,8267 -0,7351 -0,5657 -0,3300 -0,0518 0,2392 0,5139 0,7470 0,9148 0,9971 0,9884 0,9037 0,7734 0,6387 0,5479 0,5455 0,6577 0,8797 1,1753 1,4936 1,7888 2,0258 2,1782 2,2395 2,2396 2,2224 2,2041 2,1680 2,1013 2,0152 1,9276 1,8501 1,8045 1,8310 1,9661 2,2152 2,5500 2,9244 3,2878 3,5986 3,8308 3,9657 3,9876 3,8943 3,7128 3,5105 3,3849 3,4169 3,6173 3,9199 4,2300 4,4692 4,5818 4,5281 4,2948 3,9181 3,4925 3,1372 2,9366 2,9026 2,9898 3,1387 3,3010 3,4435 3,5503 3,6217 3,6572 3,6458 3,5767 3,4556 3,3076 3,1645 3,0403 2,9191 2,7778 2,6187 2,4671 2,3462 2,2644 2,2242 2,2347 2,3110 2,4557 2,6504 2,8636 3,0577 3,1918 3,2348 3,1809 3,0533 2,8882 2,7078 2,5174 2,3329 2,1853 2,0895 2,0391 2,0366 2,0947 2,2027 2,3160 2,3904 2,4200 2,4397 2,4954 2,6099 2,7655 2,9138 3,0011 2,9886 2,8634 2,6459 2,3932 2,1860 2,0975 2,1574 2,3378 2,5788 2,8294 3,0536 3,2212 3,3241 3,3956 3,4976 3,6863 3,9825 4,3541 4,7184 4,9794 5,0781 5,0219 4,8776 4,7363 4,6730 4,7252 4,8968 5,1680 5,4986 5,8303 6,1027 6,2768 6,3459 6,3308 6,2665 6,1785 6,0558 5,8538 5,5355 5,1118 4,6451 4,2251 3,9353 3,8317 3,9411 4,2607 4,7473 5,3143 5,8533 6,2741 6,5358 6,6475 6,6437 6,5666 6,4620 6,3790 6,3538 6,3855 6,4280 6,4081 6,2545 5,9280 5,4386 4,8387 4,2063 3,6326 3,2034 2,9775 2,9838 3,2271 3,6785 4,2616 4,8595 5,3440 5,6194 5,6534
