Fp1   -2,5730 -2,2878 -1,9827 -1,6959 -1,4558 -1,2768 -1,1600 -1,0950 -1,0743 -1,1090 -1,2166 -1,3917 -1,5978 -1,7873 -1,9216 -1,9790 -1,9543 -1,8513 -1,6735 -1,4230 -1,1079 -0,7470 -0,3603 0,0370 0,4205 0,7443 0,9577 1,0324 0,9742 0,8177 0,6094 0,3865 0,1668 -0,0375 -0,2018 -0,2821 -0,2210 0,0345 0,5065 1,1607 1,8966 2,5696 3,0410 3,2401 3,1970 3,0154 2,8072 2,6486 2,5801 2,6201 2,7654 2,9875 3,2412 3,4804 3,6664 3,7695 3,7701 3,6660 3,4798 3,2457 2,9826 2,6961 2,4078 2,1678 2,0272 2,0002 2,0526 2,1218 2,1531 2,1318 2,0902 2,0776 2,1089 2,1391 2,0865 1,8796 1,4979 0,9931 0,4731 0,0476 -0,2233 -0,3425 -0,3630 -0,3632 -0,4065 -0,5038 -0,6106 -0,6667 -0,6452 -0,5742 -0,5210 -0,5520 -0,6975 -0,9424 -1,2332 -1,4909 -1,6324 -1,5997 -1,3869 -1,0533 -0,7024 -0,4360 -0,3269 -0,4188 -0,7135 -1,1395 -1,5487 -1,7801 -1,7497 -1,4950 -1,1403 -0,8237 -0,6406 -0,6231 -0,7425 -0,9355 -1,1540 -1,3960 -1,6800 -1,9889 -2,2549 -2,4130 -2,4589 -2,4401 -2,4005 -2,3464 -2,2570 -2,1211 -1,9688 -1,8646 -1,8664 -1,9883 -2,1971 -2,4344 -2,6413 -2,7708 -2,7826 -2,6372 -2,3151 -1,8514 -1,3374 -0,8711 -0,4956 -0,1806 0,1449 0,5357 0,9934 1,4713 1,9136 2,2883 2,5896 2,8263 3,0053 3,1148 3,1261 3,0244 2,8456 2,6796 2,6336 2,7802 3,1239 3,6020 4,1077 4,5250 4,7674 4,8149 4,7193 4,5608 4,3853 4,1843 3,9374 3,6562 3,3814 3,1536 2,9997 2,9390 2,9816 3,1169 3,3097 3,5093 3,6616 3,7151 3,6274 3,3797 2,9982 2,5634 2,1762 1,8956 1,7078 1,5527 1,3723 1,1419 0,8726 0,5983 0,3644 0,2078 0,1307 0,1010 0,0888 0,1011 0,1728 0,3220 0,5213 0,7134 0,8487 0,8993 0,8476 0,6825 0,4125 0,0752 -0,2727 -0,5806 -0,8249 -1,0205 -1,2202 -1,4955 -1,8951 -2,4114 -2,9805 -3,5103 -3,9185 -4,1697 -4,2862 -4,3109 -4,2581 -4,1060 -3,8338 -3,4548 -3,0163 -2,5868 -2,2410 -2,0388 -2,0038 -2,1190 -2,3357 -2,5943 -2,8436 -3,0418 -3,1503 -3,1365 -2,9805 -2,6867 -2,3002 -1,9055 -1,5897 -1,3934 -1,2869 -1,1957 -1,0560 -0,8590 -0,6464 -0,4689 -0,3498 -0,2783 -0,2317 -0,2060 -0,2227 -0,2968 -0,3984 -0,4611 -0,4312 -0,3110 -0,1622 -0,0637 -0,0599 -0,1397 -0,2513 -0,3309 -0,3293 -0,2227 -0,0102 0,2833 0,5987 0,8506 0,9686 0,9465 0,8530 0,7903 0,8355 1,0041 1,2531 1,5148 1,7338 1,8804 1,9417 1,9132 1,8099 1,6836 1,6090 1,6471 1,8247 2,1322 2,5206 2,9153 3,2541 3,5105 3,6706 3,7089 3,6135 3,4171 3,1790 2,9426 2,7166 2,4884 2,2478 1,9977 1,7519 1,5355 1,3843 1,3350 1,4156 1,6437 2,0254 2,5342 3,0917 3,5914 3,9453 4,1117 4,0995 3,9525 3,7249 3,4660 3,2135 2,9944 2,8282 2,7190 2,6551 2,6382 2,7069 2,9183 3,3047 3,8454 4,4713 5,0947 5,6408 6,0648 6,3543 6,5259 6,6210 6,6900 6,7625 6,8338 6,8838 6,9015 6,8917 6,8628 6,8092 6,7044 6,5121 6,2056 5,7839 5,2865 4,7954 4,4090 4,1916 4,1332 4,1532 4,1480 4,0504 3,8550 3,5956 3,3111 3,0318 2,7889 2,6240 2,5844 2,7073 3,0063 3,4605 4,0100 4,5628 5,0138 5,2776 5,3281 5,2154 5,0346 4,8661 4,7331 4,6103 4,4728 4,3289 4,2030 4,0979 3,9888 3,8572 3,7161 3,6048 3,5719 3,6549 3,8530 4,1169 4,3697 4,5464 4,6239 4,6238 4,5839 4,5231 4,4356 4,3123 4,1611 4,0062 3,8719 3,7639 3,6728 3,5929 3,5329 3,5091 3,5319 3,5963 3,6848 3,7738 3,8362 3,8442 3,7860 3,6866 3,6136 3,6540 3,8685 4,2517 4,7252 5,1708 5,4820 5,6070 5,5632 5,4202 5,2657 5,1739 5,1866 5,3103 5,5255 5,7927 6,0511 6,2247 6,2450 6,0789 5,7467 5,3309 4,9592 4,7500 4,7538 4,9415 5,2373 5,5606 5,8509 6,0772 6,2299 6,3038 6,2983 6,2315 6,1391 6,0472 5,9482 5,8004 5,5449 5,1445 4,6317 4,1087 3,6812 3,3942 3,2313 3,1573 3,1505 3,2048 3,3132 3,4560 3,6061 3,7347 3,8069 3,7857 3,6562 3,4490 3,2319 3,0839 3,0716 3,2290 3,5447 3,9657 4,4047 4,7461 4,8723 4,7048 4,2336 3,5177 2,6594 1,7737 0,9723 0,3485 -0,0482 -0,2227 -0,2174 -0,0897 0,0961 0,2761 0,4077 0,4817 0,5099 0,5104 0,5062 0,5169 0,5361 0,5269 0,4515 0,3077 0,1391 0,0181 0,0153 0,1662 0,4517 0,8174 1,2190 1,6432 2,0874 2,5379 2,9674 3,3430 3,6445 3,8713 4,0256 4,1001 4,0928 4,0228 3,9179 3,7953 3,6616 3,5202 3,3778 3,2490 3,1490 3,0796 3,0336 3,0145 3,0456 3,1543 3,3421 3,5737 3,7942 3,9472 3,9803 3,8541 3,5596 3,1256 2,5995 2,0238 1,4330 0,8715 0,4003 0,0660 -0,1337 -0,2438 -0,3149 -0,3753 -0,4273 -0,4679 -0,5153 -0,6048 -0,7601 -0,9730 -1,2027 -1,3898 -1,4806 -1,4483 -1,2968 -1,0517 -0,7496 -0,4308 -0,1308 0,1273 0,3336 0,4880 0,5953 0,6543 0,6464 0,5373 0,2935 -0,0962 -0,6056 -1,1720 -1,7120 -2,1483 -2,4444 -2,6222 -2,7518 -2,9234 -3,2095 -3,6286 -4,1352 -4,6428 -5,0598 -5,3186 -5,3853 -5,2666 -5,0185 -4,7262 -4,4518 -4,2045 -3,9630 -3,7125 -3,4616 -3,2280 -3,0178
Fz    -2,3526 -2,2515 -2,1477 -2,0498 -1,9624 -1,8852 -1,8107 -1,7251 -1,6190 -1,4997 -1,3896 -1,3102 -1,2735 -1,2838 -1,3375 -1,4178 -1,4961 -1,5434 -1,5424 -1,4916 -1,4002 -1,2813 -1,1440 -0,9876 -0,8032 -0,5810 -0,3159 -0,0116 0,3170 0,6455 0,9464 1,1937 1,3642 1,4433 1,4354 1,3709 1,3024 1,2902 1,3781 1,5724 1,8398 2,1242 2,3681 2,5338 2,6183 2,6507 2,6781 2,7520 2,9132 3,1768 3,5264 3,9193 4,3001 4,6199 4,8500 4,9805 5,0082 4,9287 4,7398 4,4515 4,0908 3,7010 3,3336 3,0332 2,8247 2,7093 2,6660 2,6547 2,6283 2,5536 2,4266 2,2618 2,0696 1,8465 1,5831 1,2696 0,9004 0,4858 0,0592 -0,3391 -0,6827 -0,9629 -1,1820 -1,3461 -1,4585 -1,5172 -1,5161 -1,4544 -1,3477 -1,2271 -1,1260 -1,0646 -1,0452 -1,0570 -1,0821 -1,1001 -1,0955 -1,0622 -1,0004 -0,9117 -0,7990 -0,6697 -0,5422 -0,4470 -0,4123 -0,4430 -0,5124 -0,5772 -0,6021 -0,5743 -0,4998 -0,3951 -0,2893 -0,2274 -0,2540 -0,3878 -0,6138 -0,8911 -1,1649 -1,3805 -1,5038 -1,5360 -1,5091 -1,4621 -1,4165 -1,3705 -1,3103 -1,2285 -1,1343 -1,0503 -0,9935 -0,9577 -0,9150 -0,8395 -0,7242 -0,5769 -0,4008 -0,1804 0,1091 0,4777 0,9060 1,3552 1,7918 2,2041 2,5966 2,9737 3,3301 3,6547 3,9387 4,1800 4,3817 4,5499 4,6908 4,8099 4,9121 5,0072 5,1160 5,2706 5,5074 5,8494 6,2881 6,7794 7,2572 7,6584 7,9437 8,1071 8,1717 8,1718 8,1309 8,0539 7,9345 7,7720 7,5796 7,3800 7,1975 7,0524 6,9510 6,8773 6,7952 6,6628 6,4515 6,1601 5,8126 5,4460 5,0996 4,8069 4,5870 4,4387 4,3429 4,2718 4,2006 4,1133 4,0034 3,8727 3,7350 3,6103 3,5114 3,4330 3,3587 3,2776 3,1903 3,0967 2,9874 2,8515 2,6864 2,4949 2,2745 2,0159 1,7131 1,3711 1,0035 0,6294 0,2694 -0,0612 -0,3587 -0,6321 -0,8948 -1,1521 -1,3930 -1,5948 -1,7345 -1,8016 -1,8042 -1,7601 -1,6821 -1,5767 -1,4569 -1,3476 -1,2770 -1,2683 -1,3331 -1,4652 -1,6383 -1,8109 -1,9353 -1,9718 -1,9020 -1,7310 -1,4829 -1,1950 -0,9058 -0,6405 -0,4109 -0,2232 -0,0777 0,0417 0,1688 0,3427 0,5880 0,9010 1,2517 1,5986 1,9043 2,1432 2,3032 2,3812 2,3826 2,3273 2,2551 2,2121 2,2241 2,2795 2,3390 2,3663 2,3510 2,3087 2,2706 2,2704 2,3289 2,4445 2,5979 2,7633 2,9160 3,0356 3,1162 3,1777 3,2584 3,3857 3,5542 3,7316 3,8880 4,0195 4,1445 4,2846 4,4489 4,6329 4,8294 5,0375 5,2539 5,4578 5,6130 5,6867 5,6673 5,5705 5,4353 5,3062 5,2081 5,1352 5,0681 4,9977 4,9281 4,8642 4,8000 4,7207 4,6153 4,4845 4,3380 4,1907 4,0637 3,9812 3,9638 4,0227 4,1550 4,3344 4,5118 4,6370 4,6846 4,6575 4,5724 4,4491 4,3066 4,1676 4,0621 4,0234 4,0759 4,2242 4,4525 4,7389 5,0651 5,4155 5,7744 6,1263 6,4552 6,7489 7,0066 7,2397 7,4603 7,6702 7,8659 8,0457 8,2042 8,3281 8,4064 8,4429 8,4555 8,4621 8,4681 8,4607 8,4116 8,2861 8,0617 7,7411 7,3538 6,9435 6,5517 6,2051 5,9163 5,6939 5,5456 5,4679 5,4370 5,4160 5,3737 5,3008 5,2138 5,1461 5,1331 5,1982 5,3430 5,5431 5,7494 5,8985 5,9365 5,8455 5,6537 5,4219 5,2175 5,0847 5,0301 5,0364 5,0864 5,1707 5,2764 5,3820 5,4685 5,5295 5,5681 5,5916 5,6049 5,6027 5,5672 5,4793 5,3326 5,1412 4,9378 4,7570 4,6168 4,5144 4,4360 4,3698 4,3125 4,2676 4,2396 4,2344 4,2615 4,3323 4,4535 4,6194 4,8108 5,0042 5,1800 5,3238 5,4244 5,4722 5,4620 5,4004 5,3116 5,2309 5,1861 5,1841 5,2134 5,2548 5,2958 5,3408 5,4095 5,5243 5,6999 5,9402 6,2398 6,5844 6,9457 7,2835 7,5589 7,7478 7,8434 7,8531 7,7974 7,7140 7,6496 7,6377 7,6798 7,7487 7,8032 7,8083 7,7497 7,6355 7,4835 7,3114 7,1334 6,9574 6,7812 6,5968 6,3985 6,1823 5,9466 5,7011 5,4687 5,2680 5,0978 4,9430 4,7891 4,6301 4,4664 4,2977 4,1195 3,9317 3,7467 3,5877 3,4747 3,4168 3,4110 3,4464 3,5124 3,6070 3,7357 3,8993 4,0821 4,2471 4,3409 4,3093 4,1157 3,7530 3,2448 2,6385 1,9970 1,3926 0,8936 0,5413 0,3381 0,2556 0,2449 0,2459 0,2037 0,0963 -0,0527 -0,1895 -0,2596 -0,2294 -0,0942 0,1197 0,3656 0,5960 0,7764 0,8912 0,9465 0,9724 1,0129 1,1041 1,2600 1,4823 1,7709 2,1183 2,5000 2,8790 3,2262 3,5368 3,8248 4,0982 4,3440 4,5373 4,6590 4,7030 4,6716 4,5731 4,4274 4,2706 4,1496 4,1055 4,1532 4,2714 4,4142 4,5379 4,6219 4,6683 4,6884 4,6919 4,6805 4,6437 4,5607 4,4112 4,1850 3,8837 3,5143 3,0836 2,6019 2,0916 1,5819 1,0893 0,6117 0,1430 -0,3114 -0,7336 -1,1063 -1,4240 -1,6886 -1,8959 -2,0274 -2,0527 -1,9425 -1,6866 -1,3044 -0,8396 -0,3447 0,1328 0,5569 0,9039 1,1620 1,3340 1,4346 1,4743 1,4415 1,3048 1,0323 0,6144 0,0727 -0,5466 -1,1868 -1,7924 -2,3201 -2,7535 -3,1060 -3,4069 -3,6858 -3,9608 -4,2287 -4,4665 -4,6463 -4,7516 -4,7799 -4,7345 -4,6236 -4,4715 -4,3160 -4,1845 -4,0763 -3,9740 -3,8611 -3,7262 -3,5566 -3,3411
F3    -2,6691 -2,5984 -2,4688 -2,3026 -2,1179 -1,9197 -1,7074 -1,4819 -1,2499 -1,0286 -0,8447 -0,7222 -0,6731 -0,6953 -0,7681 -0,8572 -0,9310 -0,9761 -0,9969 -1,0050 -1,0113 -1,0248 -1,0448 -1,0508 -1,0100 -0,8989 -0,7134 -0,4604 -0,1534 0,1834 0,5175 0,8215 1,0792 1,2839 1,4395 1,5647 1,6883 1,8326 1,9968 2,1558 2,2717 2,3078 2,2441 2,0934 1,9070 1,7582 1,7185 1,8370 2,1256 2,5553 3,0718 3,6135 4,1180 4,5281 4,8047 4,9327 4,9173 4,7776 4,5455 4,2619 3,9649 3,6828 3,4368 3,2447 3,1176 3,0555 3,0448 3,0571 3,0551 3,0080 2,9060 2,7559 2,5644 2,3321 2,0606 1,7549 1,4186 1,0601 0,7047 0,3897 0,1503 0,0099 -0,0288 0,0134 0,1028 0,2081 0,3082 0,3921 0,4554 0,4971 0,5148 0,5055 0,4698 0,4126 0,3349 0,2295 0,0900 -0,0746 -0,2365 -0,3621 -0,4282 -0,4311 -0,3895 -0,3421 -0,3295 -0,3652 -0,4234 -0,4565 -0,4256 -0,3171 -0,1390 0,0905 0,3424 0,5658 0,6940 0,6711 0,4758 0,1315 -0,2951 -0,7144 -1,0475 -1,2492 -1,3123 -1,2601 -1,1352 -0,9848 -0,8445 -0,7311 -0,6459 -0,5849 -0,5391 -0,4877 -0,4040 -0,2721 -0,0941 0,1209 0,3733 0,6771 1,0423 1,4502 1,8549 2,2171 2,5343 2,8393 3,1700 3,5391 3,9291 4,3129 4,6740 5,0095 5,3195 5,6011 5,8467 6,0426 6,1769 6,2572 6,3184 6,4133 6,5923 6,8802 7,2586 7,6680 8,0261 8,2556 8,3136 8,2115 8,0061 7,7694 7,5587 7,3993 7,2809 7,1728 7,0501 6,9164 6,8055 6,7562 6,7760 6,8264 6,8423 6,7681 6,5874 6,3258 6,0244 5,7115 5,3998 5,0978 4,8131 4,5497 4,3069 4,0795 3,8615 3,6526 3,4614 3,3062 3,2145 3,2150 3,3164 3,4906 3,6796 3,8222 3,8778 3,8340 3,7010 3,5026 3,2666 3,0150 2,7522 2,4667 2,1472 1,7982 1,4397 1,0935 0,7764 0,5053 0,2969 0,1547 0,0621 -0,0007 -0,0400 -0,0558 -0,0573 -0,0613 -0,0781 -0,1006 -0,1123 -0,1089 -0,1112 -0,1531 -0,2575 -0,4245 -0,6336 -0,8477 -1,0200 -1,1063 -1,0765 -0,9231 -0,6652 -0,3426 -0,0004 0,3264 0,6198 0,8753 1,0892 1,2515 1,3547 1,4137 1,4691 1,5600 1,6970 1,8628 2,0310 2,1843 2,3201 2,4434 2,5516 2,6238 2,6309 2,5630 2,4471 2,3380 2,2940 2,3490 2,4925 2,6760 2,8428 2,9551 3,0059 3,0090 2,9836 2,9514 2,9390 2,9644 3,0206 3,0795 3,1195 3,1477 3,1967 3,2978 3,4529 3,6355 3,8165 3,9925 4,1961 4,4724 4,8364 5,2576 5,6886 6,0989 6,4727 6,7818 6,9742 7,0032 6,8643 6,6013 6,2842 5,9774 5,7130 5,4885 5,2905 5,1143 4,9666 4,8569 4,7882 4,7556 4,7543 4,7766 4,8039 4,8152 4,8070 4,7967 4,8110 4,8734 4,9905 5,1382 5,2611 5,2947 5,1973 4,9680 4,6445 4,2851 3,9529 3,7091 3,6050 3,6687 3,8935 4,2350 4,6235 4,9949 5,3132 5,5706 5,7749 5,9403 6,0822 6,2156 6,3549 6,5095 6,6718 6,8140 6,9070 6,9439 6,9377 6,9054 6,8655 6,8484 6,8962 7,0425 7,2840 7,5688 7,8106 7,9181 7,8296 7,5387 7,0996 6,6065 6,1537 5,7993 5,5551 5,4017 5,3102 5,2504 5,1929 5,1159 5,0139 4,8994 4,8020 4,7626 4,8203 4,9943 5,2694 5,5931 5,8853 6,0588 6,0518 5,8639 5,5636 5,2579 5,0456 4,9809 5,0646 5,2603 5,5126 5,7608 5,9533 6,0668 6,1157 6,1372 6,1659 6,2231 6,3141 6,4188 6,4929 6,4874 6,3765 6,1770 5,9440 5,7436 5,6219 5,5838 5,5907 5,5835 5,5182 5,3923 5,2432 5,1204 5,0586 5,0693 5,1485 5,2854 5,4648 5,6670 5,8692 6,0474 6,1784 6,2431 6,2313 6,1440 5,9962 5,8189 5,6503 5,5203 5,4420 5,4107 5,4131 5,4428 5,5081 5,6235 5,8012 6,0465 6,3547 6,7075 7,0709 7,4007 7,6590 7,8295 7,9193 7,9487 7,9455 7,9454 7,9835 8,0686 8,1651 8,2116 8,1601 7,9994 7,7517 7,4555 7,1474 6,8511 6,5788 6,3420 6,1557 6,0306 5,9613 5,9232 5,8865 5,8433 5,8148 5,8249 5,8663 5,8995 5,8825 5,7943 5,6336 5,4100 5,1464 4,8818 4,6573 4,4978 4,4089 4,3839 4,4115 4,4764 4,5636 4,6675 4,7942 4,9511 5,1328 5,3089 5,4247 5,4170 5,2392 4,8764 4,3427 3,6749 2,9332 2,1997 1,5601 1,0755 0,7683 0,6250 0,6016 0,6335 0,6585 0,6440 0,5995 0,5670 0,5973 0,7217 0,9349 1,1984 1,4632 1,6847 1,8219 1,8433 1,7489 1,5873 1,4378 1,3651 1,3956 1,5316 1,7703 2,1004 2,4926 2,8999 3,2694 3,5649 3,7799 3,9295 4,0326 4,1023 4,1477 4,1789 4,2102 4,2527 4,3043 4,3515 4,3884 4,4282 4,4877 4,5640 4,6323 4,6632 4,6394 4,5569 4,4230 4,2592 4,0931 3,9362 3,7753 3,5888 3,3658 3,1126 2,8467 2,5839 2,3296 2,0800 1,8264 1,5555 1,2557 0,9298 0,6029 0,3134 0,0856 -0,0913 -0,2515 -0,4210 -0,5969 -0,7470 -0,8230 -0,7828 -0,6095 -0,3113 0,0854 0,5378 0,9926 1,3968 1,7054 1,8907 1,9517 1,9032 1,7489 1,4740 1,0717 0,5682 0,0178 -0,5189 -0,9919 -1,3669 -1,6291 -1,7941 -1,9089 -2,0305 -2,2016 -2,4399 -2,7340 -3,0452 -3,3236 -3,5269 -3,6290 -3,6171 -3,4926 -3,2874 -3,0697 -2,9117 -2,8436 -2,8421 -2,8566 -2,8379 -2,7477 -2,5643
F7    -0,6129 -0,7827 -0,9781 -1,1565 -1,2827 -1,3454 -1,3499 -1,2985 -1,1876 -1,0207 -0,8067 -0,5477 -0,2402 0,1017 0,4308 0,6790 0,7941 0,7676 0,6282 0,4153 0,1630 -0,1022 -0,3617 -0,6020 -0,8076 -0,9594 -1,0380 -1,0242 -0,9048 -0,6797 -0,3661 -0,0017 0,3564 0,6482 0,8348 0,9152 0,9245 0,9052 0,8739 0,8141 0,7047 0,5561 0,4202 0,3674 0,4478 0,6637 0,9773 1,3356 1,6945 2,0377 2,3813 2,7474 3,1272 3,4791 3,7564 3,9269 3,9765 3,9094 3,7512 3,5477 3,3511 3,1969 3,0915 3,0167 2,9421 2,8395 2,6980 2,5275 2,3439 2,1533 1,9520 1,7390 1,5280 1,3475 1,2255 1,1686 1,1534 1,1441 1,1138 1,0463 0,9342 0,7863 0,6284 0,4932 0,4104 0,3992 0,4624 0,5915 0,7761 1,0135 1,3081 1,6565 2,0332 2,3985 2,7117 2,9277 2,9985 2,8949 2,6253 2,2327 1,7800 1,3371 0,9682 0,7150 0,5863 0,5603 0,5910 0,6170 0,5832 0,4672 0,2888 0,0936 -0,0739 -0,1908 -0,2585 -0,2899 -0,2927 -0,2613 -0,1826 -0,0567 0,0880 0,2045 0,2561 0,2339 0,1544 0,0480 -0,0516 -0,1145 -0,1167 -0,0412 0,1160 0,3386 0,5916 0,8379 1,0558 1,2483 1,4394 1,6585 1,9330 2,2897 2,7425 3,2643 3,7844 4,2309 4,5703 4,8051 4,9511 5,0314 5,0866 5,1715 5,3321 5,5841 5,9092 6,2674 6,6151 6,9170 7,1431 7,2618 7,2467 7,0899 6,8117 6,4571 6,0830 5,7500 5,5204 5,4512 5,5758 5,8850 6,3221 6,7979 7,2120 7,4756 7,5383 7,4028 7,1129 6,7294 6,3092 5,8918 5,4915 5,1043 4,7280 4,3738 4,0614 3,8127 3,6464 3,5641 3,5402 3,5399 3,5497 3,5798 3,6382 3,7107 3,7625 3,7529 3,6540 3,4664 3,2173 2,9429 2,6701 2,4126 2,1806 1,9897 1,8589 1,8019 1,8239 1,9283 2,1159 2,3662 2,6214 2,8021 2,8402 2,7097 2,4416 2,1105 1,7930 1,5287 1,3116 1,1135 0,9189 0,7420 0,6189 0,5847 0,6531 0,8145 1,0471 1,3231 1,6051 1,8515 2,0302 2,1208 2,1119 2,0093 1,8419 1,6418 1,4245 1,1941 0,9563 0,7201 0,4991 0,3197 0,2244 0,2604 0,4631 0,8439 1,3865 2,0487 2,7647 3,4517 4,0287 4,4405 4,6707 4,7388 4,6815 4,5342 4,3253 4,0782 3,8157 3,5640 3,3499 3,1924 3,1001 3,0723 3,0932 3,1268 3,1249 3,0507 2,9021 2,7208 2,5754 2,5281 2,6082 2,8035 3,0655 3,3289 3,5446 3,7018 3,8158 3,8952 3,9233 3,8710 3,7346 3,5603 3,4268 3,3978 3,4905 3,6855 3,9543 4,2703 4,6021 4,9106 5,1546 5,2972 5,3137 5,2040 5,0023 4,7742 4,5956 4,5216 4,5617 4,6785 4,8084 4,8922 4,9039 4,8574 4,7877 4,7297 4,7052 4,7108 4,7133 4,6623 4,5164 4,2646 3,9342 3,5813 3,2647 3,0218 2,8629 2,7838 2,7790 2,8442 2,9701 3,1350 3,3079 3,4626 3,5858 3,6721 3,7149 3,7061 3,6413 3,5282 3,3906 3,2659 3,2008 3,2373 3,3872 3,6150 3,8540 4,0511 4,2052 4,3599 4,5607 4,8214 5,1228 5,4307 5,7123 5,9454 6,1184 6,2238 6,2554 6,2082 6,0776 5,8528 5,5151 5,0523 4,4857 3,8809 3,3308 2,9149 2,6613 2,5373 2,4761 2,4140 2,3176 2,1887 2,0505 1,9280 1,8338 1,7677 1,7287 1,7282 1,7882 1,9267 2,1449 2,4279 2,7532 3,0962 3,4317 3,7365 3,9941 4,1976 4,3476 4,4539 4,5345 4,6089 4,6928 4,7984 4,9275 5,0577 5,1434 5,1433 5,0495 4,8983 4,7529 4,6636 4,6385 4,6520 4,6727 4,6800 4,6649 4,6302 4,5901 4,5656 4,5785 4,6419 4,7505 4,8759 4,9758 5,0167 4,9949 4,9344 4,8695 4,8326 4,8473 4,9184 5,0249 5,1295 5,1973 5,2078 5,1559 5,0456 4,8923 4,7269 4,5943 4,5385 4,5815 4,7111 4,8881 5,0720 5,2459 5,4163 5,5960 5,7908 5,9956 6,1943 6,3620 6,4685 6,4836 6,3921 6,2096 5,9822 5,7709 5,6294 5,5837 5,6186 5,6806 5,7001 5,6216 5,4223 5,1147 4,7440 4,3753 4,0718 3,8829 3,8484 3,9900 4,2822 4,6437 4,9698 5,1768 5,2259 5,1258 4,9249 4,6960 4,5119 4,4196 4,4324 4,5345 4,6866 4,8350 4,9304 4,9426 4,8614 4,6925 4,4557 4,1818 3,9046 3,6552 3,4633 3,3541 3,3327 3,3755 3,4375 3,4703 3,4431 3,3536 3,2195 3,0580 2,8720 2,6582 2,4242 2,1842 1,9391 1,6716 1,3696 1,0526 0,7719 0,5800 0,5019 0,5332 0,6511 0,8234 1,0193 1,2131 1,3756 1,4748 1,4988 1,4771 1,4754 1,5631 1,7780 2,1116 2,5164 2,9246 3,2710 3,5156 3,6586 3,7345 3,7902 3,8602 3,9503 4,0384 4,1017 4,1459 4,2026 4,2976 4,4317 4,5884 4,7581 4,9495 5,1673 5,3770 5,5093 5,4976 5,3072 4,9422 4,4453 3,8853 3,3352 2,8461 2,4274 2,0584 1,7316 1,4757 1,3279 1,2972 1,3600 1,4733 1,5876 1,6567 1,6445 1,5277 1,3001 0,9801 0,6164 0,2844 0,0662 0,0187 0,1457 0,3956 0,6900 0,9580 1,1572 1,2791 1,3430 1,3832 1,4315 1,5020 1,5906 1,6847 1,7681 1,8210 1,8231 1,7594 1,6318 1,4653 1,2908 1,1251 0,9714 0,8330 0,7201 0,6524 0,6529 0,7257 0,8370 0,9323 0,9759 0,9642 0,9090 0,8220 0,7106 0,5757 0,4147 0,2297 0,0322 -0,1524 -0,2769 -0,2761 -0,0968 0,2596 0,7211
