Fp1   -3,9647 -2,7447 -1,3694 0,0076 1,2904 2,4481 3,4827 4,3874 5,1022 5,5143 5,5290 5,1332 4,3860 3,3825 2,2429 1,1064 0,0873 -0,7791 -1,5256 -2,1726 -2,6636 -2,8761 -2,6991 -2,1190 -1,2424 -0,2449 0,6915 1,4284 1,9052 2,1298 2,1279 1,9021 1,4418 0,7738 -0,0189 -0,8435 -1,6330 -2,3198 -2,8221 -3,0909 -3,1398 -3,0114 -2,7474 -2,4029 -2,0571 -1,7787 -1,5891 -1,4857 -1,4934 -1,6657 -2,0212 -2,4920 -2,9481 -3,2784 -3,4415 -3,4568 -3,3780 -3,2790 -3,2193 -3,1970 -3,1454 -2,9764 -2,6280 -2,0942 -1,4362 -0,7749 -0,2629 -0,0356 -0,1448 -0,5160 -0,9742 -1,3227 -1,4176 -1,2086 -0,7422 -0,1468 0,3988 0,7272 0,7583 0,5447 0,2547 0,0938 0,2138 0,6613 1,3737 2,2024 2,9602 3,4911 3,7253 3,6786 3,4122 3,0147 2,5981 2,2547 1,9972 1,7671 1,5052 1,1930 0,8285 0,4032 -0,0697 -0,5332 -0,9189 -1,1902 -1,3473 -1,4064 -1,3834 -1,2973 -1,1896 -1,1143 -1,0890 -1,0799 -1,0627 -1,0821 -1,2275 -1,5579 -2,0683 -2,7108 -3,4067 -4,0309 -4,4199 -4,4403 -4,0783 -3,4633 -2,7938 -2,2306 -1,8299 -1,5351 -1,2168 -0,7421 -0,0437 0,8265 1,6856 2,2840 2,4242 2,0478 1,2484 0,2323 -0,7432 -1,4455 -1,7456 -1,6537 -1,2803 -0,7652 -0,2239 0,2815 0,7382 1,1478 1,4867 1,6993 1,7428 1,6399 1,4623 1,2704 1,0910 0,9331 0,8000 0,6974 0,6469 0,6844 0,8281 1,0541 1,3235 1,6263 1,9774 2,3650 2,7155 2,9219 2,9151 2,7065 2,3726 2,0200 1,7450 1,5992 1,5820 1,6475 1,7316 1,8089 1,9187 2,1128 2,3889 2,6918 2,9566 3,1422 3,2409 3,2642 3,2274 3,1492 3,0538 2,9638 2,8946 2,8525 2,8431 2,8729 2,9287 2,9696 2,9583 2,8840 2,7510 2,5754 2,4027 2,3002 2,3051 2,3711 2,3758 2,2026 1,8259 1,3185 0,7821 0,2748 -0,2097 -0,7070 -1,2262 -1,7400 -2,2280 -2,6937 -3,1275 -3,4608 -3,5725 -3,3859 -2,9705 -2,5183 -2,2066 -2,0944 -2,1354 -2,2564 -2,4249 -2,6740 -3,0710 -3,6438 -4,3256 -4,9688 -5,4075 -5,5093 -5,2037 -4,5112 -3,5581 -2,5534 -1,7296 -1,2683 -1,2455 -1,6113 -2,1997 -2,7654 -3,0557 -2,9018 -2,2829 -1,3271 -0,2504 0,7322 1,4823 1,9571 2,1712 2,1556 1,9437 1,5765 1,1167 0,6472 0,2325 -0,1134 -0,4048 -0,6310 -0,7501 -0,7347 -0,5969 -0,3719 -0,1105 0,1144 0,2190 0,1408 -0,1276 -0,5282 -0,9644 -1,3281 -1,4978 -1,3448 -0,7937 0,1051 1,1635 2,1156 2,7056 2,7631 2,2493 1,2685 0,0245 -1,2635 -2,4070 -3,2192 -3,5030 -3,1439 -2,2314 -1,0732 -0,0816 0,3940 0,2008 -0,5867 -1,7439 -2,9936 -4,0585 -4,6994 -4,7700 -4,2547 -3,2593 -1,9833 -0,6942 0,3230 0,8445 0,7640 0,0950 -1,0463 -2,4646 -3,9160 -5,1509 -5,9816 -6,3430 -6,2745 -5,8403 -5,0902 -4,0893 -2,9432 -1,7773 -0,7041 0,1804 0,7946 1,0884 1,0681 0,8038 0,3997 -0,0550 -0,5123 -0,9561 -1,3814 -1,7757 -2,1100 -2,3435 -2,4415 -2,3953 -2,2271 -1,9788 -1,6908 -1,3864 -1,0786 -0,7882 -0,5433 -0,3772 -0,3330 -0,4556 -0,7738 -1,2918 -1,9880 -2,8163 -3,7044 -4,5434 -5,2029 -5,5715 -5,5819 -5,2199 -4,5427 -3,6763 -2,7746 -1,9795 -1,3916 -1,0351 -0,8584 -0,7992 -0,8450 -1,0327 -1,4074 -1,9763 -2,6827 -3,4249 -4,1028 -4,6391 -4,9659 -5,0212 -4,7788 -4,2914 -3,7067 -3,2271 -3,0307 -3,2089 -3,7361 -4,4647 -5,1689 -5,6350 -5,7430 -5,5059 -5,0610 -4,5980 -4,2420 -3,9923 -3,7857 -3,6036 -3,5029 -3,5660 -3,8391 -4,2911 -4,8135 -5,2706 -5,5586 -5,6224 -5,4471 -5,0527 -4,4834 -3,7899 -3,0354 -2,3117 -1,7177 -1,3134 -1,1061 -1,0806 -1,2323 -1,5630 -2,0500 -2,6276 -3,2034 -3,6910 -4,0202 -4,1358 -4,0239 -3,7310 -3,3186 -2,8013 -2,1631 -1,4250 -0,6748 -0,0330 0,4169 0,6845 0,8596 1,0385 1,2735 1,5769 1,9333 2,2920 2,5623 2,6357 2,4237 1,8843 1,0440 0,0233 -0,9695 -1,7097 -2,0524 -1,9829 -1,5997 -1,0680 -0,5591 -0,1974 -0,0424 -0,0806 -0,2080 -0,2541 -0,0718 0,3757 1,0077 1,6766 2,2098 2,4398 2,2587 1,6791 0,8292 -0,1212 -1,0296 -1,7983 -2,3633 -2,6639 -2,6173 -2,1611 -1,3457 -0,3502 0,6243 1,4498 2,0559 2,3711 2,3235 1,8970 1,1722 0,3032 -0,5503 -1,2860 -1,8850 -2,3862 -2,8178 -3,1324 -3,2115 -2,9586 -2,4003 -1,6947 -1,0354 -0,5576 -0,3194 -0,3323 -0,5907 -1,0777 -1,7453 -2,4965 -3,1926 -3,6925 -3,9120 -3,8500 -3,5623 -3,1276 -2,6408 -2,2055 -1,9053 -1,7771 -1,8107 -1,9560 -2,1287 -2,2311 -2,1935 -2,0138 -1,7605 -1,5348 -1,4113 -1,3921 -1,4130 -1,3993 -1,3152 -1,1762 -1,0351 -0,9551 -0,9706 -1,0704 -1,2323 -1,4708 -1,8277 -2,3130 -2,8621 -3,3485 -3,6422 -3,6822 -3,5066 -3,2049 -2,8374 -2,4065 -1,9042 -1,3701 -0,9011 -0,6155 -0,5995 -0,8697 -1,3694 -1,9916 -2,6117 -3,1239 -3,4720 -3,6532 -3,7027 -3,6798 -3,6591 -3,7161 -3,8997 -4,1996 -4,5391 -4,8142 -4,9556 -4,9539 -4,8282 -4,5912 -4,2580 -3,8654 -3,4591 -3,0735 -2,7395 -2,4962 -2,3648 -2,3112 -2,2653 -2,1848 -2,0851 -2,0200 -2,0619 -2,2912 -2,7532 -3,3964 -4,0890 -4,7165 -5,2299 -5,5777 -5,6410 -5,2934 -4,5326 -3,5397 -2,5977 -1,9483 -1,7053 -1,8495 -2,2646 -2,8011 -3,3572 -3,9133 -4,4839 -5,0559 -5,5873 -6,0496 -6,4537 -6,8374 -7,2323
Fz    -1,6713 -1,5599 -1,2740 -0,8240 -0,2434 0,4264 1,1301 1,7982 2,3600 2,7558 2,9502 2,9477 2,7937 2,5499 2,2706 1,9955 1,7534 1,5637 1,4306 1,3385 1,2607 1,1758 1,0790 0,9797 0,8884 0,8003 0,6882 0,5155 0,2624 -0,0563 -0,3989 -0,7158 -0,9628 -1,1122 -1,1649 -1,1572 -1,1477 -1,1888 -1,3004 -1,4622 -1,6280 -1,7587 -1,8467 -1,9102 -1,9725 -2,0589 -2,1986 -2,4096 -2,6856 -3,0057 -3,3420 -3,6480 -3,8576 -3,9112 -3,7850 -3,4984 -3,1097 -2,7005 -2,3503 -2,1183 -2,0429 -2,1410 -2,3912 -2,7274 -3,0629 -3,3223 -3,4531 -3,4258 -3,2409 -2,9291 -2,5385 -2,1143 -1,6899 -1,2887 -0,9206 -0,5714 -0,2098 0,1833 0,5944 0,9818 1,2879 1,4528 1,4464 1,2919 1,0518 0,7975 0,5903 0,4665 0,4322 0,4768 0,5845 0,7298 0,8746 0,9841 1,0456 1,0663 1,0619 1,0462 1,0177 0,9512 0,8180 0,6141 0,3672 0,1232 -0,0708 -0,1915 -0,2565 -0,3134 -0,4075 -0,5533 -0,7334 -0,9238 -1,1168 -1,3165 -1,5152 -1,6794 -1,7629 -1,7345 -1,5897 -1,3423 -1,0189 -0,6597 -0,3140 -0,0294 0,1606 0,2442 0,2223 0,0970 -0,1285 -0,4418 -0,8151 -1,2068 -1,5733 -1,8775 -2,0904 -2,1891 -2,1630 -2,0250 -1,8155 -1,5870 -1,3757 -1,1844 -0,9885 -0,7635 -0,5149 -0,2865 -0,1418 -0,1302 -0,2581 -0,4802 -0,7157 -0,8871 -0,9575 -0,9326 -0,8383 -0,7075 -0,5796 -0,4931 -0,4692 -0,4966 -0,5357 -0,5460 -0,5135 -0,4513 -0,3756 -0,2847 -0,1558 0,0377 0,3073 0,6515 1,0684 1,5585 2,1100 2,6866 3,2341 3,6978 4,0293 4,1997 4,2215 4,1531 4,0734 4,0461 4,0980 4,2207 4,3891 4,5840 4,8013 5,0391 5,2807 5,4968 5,6633 5,7701 5,8130 5,7871 5,6919 5,5434 5,3767 5,2293 5,1138 5,0114 4,8939 4,7444 4,5578 4,3312 4,0582 3,7340 3,3683 2,9845 2,5981 2,2029 1,7768 1,2998 0,7776 0,2481 -0,2489 -0,7080 -1,1633 -1,6534 -2,1844 -2,7287 -3,2509 -3,7259 -4,1382 -4,4806 -4,7550 -4,9684 -5,1276 -5,2353 -5,2926 -5,3122 -5,3236 -5,3534 -5,4060 -5,4657 -5,5129 -5,5375 -5,5464 -5,5522 -5,5500 -5,5065 -5,3719 -5,1017 -4,6757 -4,1090 -3,4519 -2,7729 -2,1390 -1,6088 -1,2296 -1,0178 -0,9354 -0,9010 -0,8366 -0,7057 -0,5140 -0,2845 -0,0353 0,2253 0,4907 0,7500 0,9888 1,1907 1,3426 1,4480 1,5408 1,6712 1,8683 2,1193 2,3834 2,6148 2,7758 2,8385 2,7848 2,5996 2,2690 1,7932 1,2090 0,5926 0,0316 -0,4079 -0,6922 -0,8142 -0,7908 -0,6650 -0,5023 -0,3770 -0,3473 -0,4217 -0,5559 -0,6993 -0,8409 -1,0024 -1,2026 -1,4374 -1,6768 -1,8776 -2,0085 -2,0754 -2,1236 -2,2135 -2,3801 -2,6039 -2,8164 -2,9371 -2,9169 -2,7614 -2,5236 -2,2778 -2,0810 -1,9483 -1,8605 -1,7933 -1,7370 -1,6918 -1,6569 -1,6327 -1,6311 -1,6696 -1,7557 -1,8783 -2,0117 -2,1269 -2,2050 -2,2418 -2,2450 -2,2330 -2,2308 -2,2579 -2,3153 -2,3862 -2,4457 -2,4736 -2,4656 -2,4391 -2,4216 -2,4286 -2,4519 -2,4703 -2,4725 -2,4702 -2,4890 -2,5486 -2,6494 -2,7719 -2,8859 -2,9647 -2,9920 -2,9575 -2,8551 -2,6897 -2,4809 -2,2532 -2,0227 -1,7983 -1,5961 -1,4457 -1,3808 -1,4257 -1,5891 -1,8614 -2,2071 -2,5691 -2,8934 -3,1537 -3,3546 -3,5196 -3,6802 -3,8700 -4,1129 -4,4043 -4,7064 -4,9652 -5,1340 -5,1893 -5,1310 -4,9716 -4,7299 -4,4307 -4,1038 -3,7824 -3,5088 -3,3311 -3,2750 -3,3149 -3,3853 -3,4235 -3,4027 -3,3339 -3,2482 -3,1716 -3,1076 -3,0440 -2,9698 -2,8823 -2,7843 -2,6772 -2,5594 -2,4348 -2,3251 -2,2708 -2,3128 -2,4657 -2,7044 -2,9680 -3,1791 -3,2769 -3,2436 -3,1011 -2,8929 -2,6684 -2,4695 -2,3177 -2,2058 -2,1025 -1,9716 -1,7942 -1,5793 -1,3513 -1,1299 -0,9252 -0,7460 -0,6054 -0,5122 -0,4610 -0,4355 -0,4190 -0,3976 -0,3552 -0,2710 -0,1220 0,1044 0,3978 0,7266 1,0592 1,3833 1,7053 2,0381 2,3871 2,7377 3,0472 3,2552 3,3076 3,1736 2,8503 2,3639 1,7702 1,1470 0,5835 0,1615 -0,0748 -0,1361 -0,0737 0,0509 0,1804 0,2627 0,2595 0,1656 0,0102 -0,1632 -0,3078 -0,3753 -0,3342 -0,1990 -0,0288 0,1114 0,1867 0,1989 0,1719 0,1317 0,0925 0,0621 0,0570 0,1040 0,2199 0,3861 0,5425 0,6148 0,5530 0,3489 0,0335 -0,3409 -0,7249 -1,0875 -1,4100 -1,6723 -1,8523 -1,9400 -1,9450 -1,8867 -1,7853 -1,6694 -1,5893 -1,6039 -1,7462 -1,9966 -2,2864 -2,5263 -2,6452 -2,6222 -2,4886 -2,2956 -2,0860 -1,9000 -1,7787 -1,7475 -1,8072 -1,9380 -2,1102 -2,3030 -2,5110 -2,7258 -2,9193 -3,0441 -3,0495 -2,9112 -2,6576 -2,3673 -2,1306 -2,0031 -1,9837 -2,0239 -2,0532 -2,0121 -1,8782 -1,6695 -1,4236 -1,1760 -0,9494 -0,7627 -0,6520 -0,6652 -0,8267 -1,1206 -1,5107 -1,9583 -2,4212 -2,8577 -3,2393 -3,5514 -3,7829 -3,9205 -3,9580 -3,9117 -3,8216 -3,7354 -3,6874 -3,6865 -3,7201 -3,7637 -3,7967 -3,8144 -3,8233 -3,8288 -3,8376 -3,8697 -3,9569 -4,1165 -4,3240 -4,5114 -4,5992 -4,5369 -4,3259 -4,0186 -3,6990 -3,4487 -3,3129 -3,2820 -3,3001 -3,2980 -3,2306 -3,0988 -2,9430 -2,8163 -2,7641 -2,8140 -2,9687 -3,2054 -3,4893 -3,7959 -4,1230 -4,4839 -4,8871 -5,3224 -5,7645 -6,1863 -6,5599 -6,8522 -7,0376 -7,1156 -7,1064 -7,0390 -6,9535 -6,9005 -6,9253 -7,0449 -7,2384 -7,4641 -7,6884 -7,9010 -8,1134
F3    0,7747 0,5851 0,3489 0,1485 0,0565 0,1193 0,3417 0,6888 1,1045 1,5287 1,9010 2,1679 2,2987 2,3013 2,2185 2,1075 2,0188 1,9830 2,0013 2,0417 2,0512 1,9841 1,8261 1,5976 1,3325 1,0504 0,7460 0,4001 0,0030 -0,4327 -0,8770 -1,2900 -1,6246 -1,8381 -1,9098 -1,8569 -1,7351 -1,6173 -1,5599 -1,5775 -1,6456 -1,7338 -1,8339 -1,9519 -2,0827 -2,2107 -2,3275 -2,4359 -2,5406 -2,6462 -2,7534 -2,8435 -2,8730 -2,8003 -2,6174 -2,3551 -2,0631 -1,7881 -1,5618 -1,4069 -1,3507 -1,4226 -1,6300 -1,9342 -2,2598 -2,5245 -2,6654 -2,6486 -2,4700 -2,1510 -1,7313 -1,2590 -0,7796 -0,3295 0,0703 0,4246 0,7643 1,1272 1,5330 1,9707 2,3942 2,7310 2,9145 2,9159 2,7481 2,4576 2,1182 1,8125 1,6032 1,5181 1,5476 1,6474 1,7568 1,8308 1,8583 1,8556 1,8508 1,8646 1,8863 1,8688 1,7577 1,5295 1,2064 0,8481 0,5250 0,2800 0,1062 -0,0400 -0,1973 -0,3726 -0,5539 -0,7384 -0,9410 -1,1745 -1,4277 -1,6610 -1,8224 -1,8734 -1,8011 -1,6108 -1,3188 -0,9561 -0,5701 -0,2171 0,0494 0,1902 0,1824 0,0135 -0,3173 -0,7863 -1,3331 -1,8640 -2,2749 -2,4833 -2,4498 -2,1827 -1,7330 -1,1835 -0,6317 -0,1649 0,1674 0,3709 0,4977 0,6074 0,7273 0,8396 0,8949 0,8408 0,6578 0,3867 0,1157 -0,0738 -0,1484 -0,1154 0,0048 0,1840 0,3811 0,5464 0,6393 0,6510 0,6103 0,5574 0,5129 0,4729 0,4333 0,4128 0,4536 0,6016 0,8838 1,3007 1,8326 2,4434 3,0838 3,7017 4,2558 4,7191 5,0681 5,2797 5,3460 5,2908 5,1666 5,0354 4,9446 4,9156 4,9489 5,0394 5,1840 5,3724 5,5772 5,7588 5,8833 5,9340 5,9110 5,8258 5,6962 5,5478 5,4129 5,3142 5,2401 5,1442 4,9775 4,7210 4,3912 4,0265 3,6677 3,3420 3,0618 2,8232 2,5972 2,3405 2,0216 1,6354 1,1995 0,7464 0,3044 -0,1263 -0,5778 -1,0859 -1,6524 -2,2370 -2,7820 -3,2397 -3,5873 -3,8293 -3,9892 -4,0935 -4,1581 -4,1825 -4,1600 -4,1013 -4,0452 -4,0397 -4,1167 -4,2820 -4,5127 -4,7609 -4,9702 -5,0890 -5,0699 -4,8711 -4,4700 -3,8772 -3,1443 -2,3599 -1,6304 -1,0458 -0,6534 -0,4601 -0,4410 -0,5361 -0,6583 -0,7249 -0,6852 -0,5241 -0,2565 0,0778 0,4292 0,7559 1,0281 1,2280 1,3500 1,3990 1,3867 1,3372 1,2902 1,2865 1,3426 1,4431 1,5662 1,7131 1,9024 2,1317 2,3530 2,4810 2,4243 2,1244 1,5862 0,8840 0,1369 -0,5267 -0,9975 -1,2005 -1,1155 -0,7925 -0,3381 0,1225 0,4842 0,6891 0,7308 0,6291 0,4120 0,1234 -0,1743 -0,4196 -0,5655 -0,5867 -0,4994 -0,3776 -0,3322 -0,4599 -0,7920 -1,2731 -1,7852 -2,2001 -2,4282 -2,4375 -2,2444 -1,8967 -1,4527 -0,9606 -0,4573 0,0126 0,3886 0,6190 0,6907 0,6235 0,4373 0,1403 -0,2528 -0,7058 -1,1626 -1,5609 -1,8480 -1,9918 -1,9857 -1,8500 -1,6306 -1,3824 -1,1388 -0,8985 -0,6436 -0,3715 -0,1135 0,0677 0,1048 -0,0391 -0,3471 -0,7568 -1,1962 -1,6174 -2,0032 -2,3488 -2,6414 -2,8550 -2,9625 -2,9502 -2,8242 -2,6024 -2,3005 -1,9289 -1,4987 -1,0325 -0,5745 -0,1882 0,0606 0,1232 -0,0196 -0,3489 -0,8128 -1,3436 -1,8713 -2,3342 -2,6954 -2,9563 -3,1469 -3,3001 -3,4364 -3,5713 -3,7182 -3,8729 -4,0043 -4,0701 -4,0442 -3,9378 -3,7929 -3,6519 -3,5374 -3,4493 -3,3668 -3,2595 -3,1194 -2,9776 -2,8734 -2,8082 -2,7431 -2,6394 -2,4884 -2,3084 -2,1333 -2,0005 -1,9328 -1,9245 -1,9428 -1,9352 -1,8377 -1,5938 -1,1878 -0,6761 -0,1886 0,1159 0,1256 -0,1682 -0,6741 -1,2475 -1,7455 -2,0714 -2,1942 -2,1393 -1,9638 -1,7289 -1,4782 -1,2305 -0,9844 -0,7232 -0,4235 -0,0740 0,3058 0,6692 0,9662 1,1671 1,2663 1,2700 1,1946 1,0762 0,9684 0,9206 0,9574 1,0763 1,2552 1,4622 1,6670 1,8468 1,9855 2,0762 2,1303 2,1826 2,2811 2,4676 2,7527 3,1035 3,4536 3,7252 3,8450 3,7563 3,4399 2,9313 2,3176 1,7144 1,2345 0,9477 0,8495 0,8656 0,8961 0,8596 0,7115 0,4496 0,1203 -0,1971 -0,4279 -0,5229 -0,4553 -0,2260 0,1236 0,5190 0,8838 1,1696 1,3604 1,4567 1,4621 1,3838 1,2394 1,0574 0,8692 0,6996 0,5607 0,4520 0,3660 0,2931 0,2246 0,1560 0,0897 0,0320 -0,0124 -0,0477 -0,0931 -0,1785 -0,3270 -0,5333 -0,7584 -0,9537 -1,0997 -1,2209 -1,3551 -1,5114 -1,6650 -1,7829 -1,8455 -1,8519 -1,8191 -1,7729 -1,7299 -1,6924 -1,6640 -1,6531 -1,6609 -1,6805 -1,7072 -1,7415 -1,7900 -1,8615 -1,9529 -2,0410 -2,0876 -2,0548 -1,9288 -1,7390 -1,5528 -1,4423 -1,4472 -1,5549 -1,7123 -1,8522 -1,9181 -1,8782 -1,7249 -1,4674 -1,1240 -0,7196 -0,2961 0,0717 0,2927 0,3053 0,1034 -0,2739 -0,7630 -1,2940 -1,8147 -2,3033 -2,7494 -3,1293 -3,4076 -3,5601 -3,5926 -3,5360 -3,4340 -3,3330 -3,2666 -3,2348 -3,2023 -3,1281 -2,9985 -2,8273 -2,6321 -2,4285 -2,2480 -2,1436 -2,1648 -2,3197 -2,5505 -2,7524 -2,8297 -2,7447 -2,5251 -2,2442 -1,9906 -1,8326 -1,7895 -1,8299 -1,9006 -1,9574 -1,9789 -1,9669 -1,9405 -1,9293 -1,9577 -2,0279 -2,1188 -2,2029 -2,2705 -2,3484 -2,4999 -2,7975 -3,2772 -3,9081 -4,5979 -5,2275 -5,6973 -5,9638 -6,0452 -5,9966 -5,8852 -5,7740 -5,7077 -5,7085 -5,7786 -5,8994 -6,0373 -6,1665 -6,2861 -6,4168
F7    -2,4739 -1,9745 -1,1992 -0,2690 0,6906 1,5849 2,3392 2,8739 3,1134 3,0295 2,6823 2,2141 1,7878 1,5104 1,3936 1,3711 1,3534 1,2807 1,1419 0,9558 0,7403 0,5029 0,2607 0,0526 -0,0829 -0,1366 -0,1308 -0,1002 -0,0733 -0,0595 -0,0496 -0,0363 -0,0301 -0,0518 -0,1118 -0,2022 -0,3171 -0,4756 -0,7169 -1,0602 -1,4735 -1,8847 -2,2118 -2,3893 -2,4022 -2,3051 -2,1894 -2,1263 -2,1386 -2,2066 -2,2860 -2,3357 -2,3388 -2,2934 -2,1917 -2,0314 -1,8392 -1,6611 -1,5307 -1,4565 -1,4321 -1,4455 -1,4809 -1,5246 -1,5815 -1,6703 -1,7882 -1,8952 -1,9371 -1,8691 -1,6616 -1,3051 -0,8224 -0,2782 0,2315 0,6223 0,8722 1,0267 1,1522 1,2811 1,3942 1,4525 1,4477 1,4215 1,4310 1,5113 1,6715 1,9024 2,1693 2,4115 2,5616 2,5743 2,4441 2,2049 1,9148 1,6286 1,3783 1,1794 1,0409 0,9652 0,9457 0,9596 0,9634 0,9047 0,7469 0,4792 0,1047 -0,3727 -0,9362 -1,5260 -2,0471 -2,4251 -2,6492 -2,7572 -2,7938 -2,7881 -2,7546 -2,6919 -2,5814 -2,4108 -2,2096 -2,0502 -2,0024 -2,0876 -2,2664 -2,4542 -2,5552 -2,4970 -2,2500 -1,8383 -1,3470 -0,9018 -0,6182 -0,5484 -0,6671 -0,9025 -1,1810 -1,4425 -1,6350 -1,7132 -1,6517 -1,4596 -1,1788 -0,8723 -0,6132 -0,4599 -0,4271 -0,4728 -0,5113 -0,4639 -0,3276 -0,1892 -0,1517 -0,2419 -0,3917 -0,4979 -0,4857 -0,3326 -0,0721 0,2161 0,4434 0,5586 0,5705 0,5332 0,4980 0,4776 0,4559 0,4192 0,3709 0,3315 0,3342 0,4148 0,5952 0,8711 1,2140 1,5845 1,9378 2,2280 2,4228 2,5215 2,5551 2,5720 2,6189 2,7226 2,8833 3,0840 3,3030 3,5082 3,6458 3,6540 3,5024 3,2174 2,8651 2,5202 2,2568 2,1342 2,1556 2,2632 2,3998 2,5563 2,7520 2,9918 3,2434 3,4404 3,5050 3,3775 3,0334 2,4837 1,7670 0,9387 0,0619 -0,7970 -1,5586 -2,1328 -2,4637 -2,5841 -2,5994 -2,6104 -2,6612 -2,7526 -2,8759 -3,0248 -3,1912 -3,3671 -3,5419 -3,6948 -3,8002 -3,8359 -3,7785 -3,6160 -3,3759 -3,1175 -2,8883 -2,7001 -2,5387 -2,3787 -2,1978 -2,0040 -1,8588 -1,8471 -2,0064 -2,3005 -2,6572 -2,9925 -3,1975 -3,1576 -2,8178 -2,2213 -1,4812 -0,7237 -0,0414 0,5210 0,9422 1,1973 1,2768 1,2158 1,0750 0,9062 0,7500 0,6336 0,5400 0,4002 0,1555 -0,1729 -0,4895 -0,6922 -0,7339 -0,6396 -0,4869 -0,3653 -0,3309 -0,3794 -0,4589 -0,5115 -0,5160 -0,5007 -0,5147 -0,5960 -0,7590 -0,9871 -1,2263 -1,4047 -1,4689 -1,4006 -1,2128 -0,9539 -0,7030 -0,5326 -0,4827 -0,5662 -0,7690 -1,0483 -1,3553 -1,6592 -1,9487 -2,2235 -2,4810 -2,7017 -2,8535 -2,9149 -2,8890 -2,7977 -2,6611 -2,4820 -2,2590 -2,0192 -1,8328 -1,7853 -1,9318 -2,2674 -2,7215 -3,1749 -3,4930 -3,5619 -3,3256 -2,8161 -2,1481 -1,4725 -0,9124 -0,5210 -0,2831 -0,1574 -0,1091 -0,1054 -0,1076 -0,0848 -0,0333 0,0202 0,0279 -0,0597 -0,2664 -0,5719 -0,9148 -1,2186 -1,4246 -1,5110 -1,4919 -1,4075 -1,3105 -1,2469 -1,2338 -1,2496 -1,2533 -1,2257 -1,1877 -1,1747 -1,2017 -1,2540 -1,3005 -1,3100 -1,2689 -1,1882 -1,0918 -1,0007 -0,9260 -0,8767 -0,8762 -0,9645 -1,1677 -1,4632 -1,7783 -2,0275 -2,1541 -2,1477 -2,0394 -1,8893 -1,7712 -1,7473 -1,8421 -2,0349 -2,2781 -2,5261 -2,7530 -2,9387 -3,0458 -3,0315 -2,8819 -2,6262 -2,3246 -2,0467 -1,8465 -1,7409 -1,6983 -1,6588 -1,5904 -1,5247 -1,5245 -1,6243 -1,8110 -2,0337 -2,2279 -2,3559 -2,4332 -2,5100 -2,6305 -2,8025 -2,9845 -3,0873 -2,9961 -2,6265 -1,9880 -1,2049 -0,4756 0,0152 0,1798 0,0486 -0,2685 -0,6329 -0,9252 -1,0810 -1,0847 -0,9367 -0,6466 -0,2552 0,1555 0,4767 0,6063 0,4984 0,1993 -0,1686 -0,4594 -0,5587 -0,4279 -0,1285 0,2070 0,4659 0,6328 0,7657 0,9033 1,0304 1,1240 1,1915 1,2614 1,3627 1,5068 1,6727 1,8087 1,8626 1,8162 1,6859 1,4973 1,2624 0,9860 0,6955 0,4438 0,2755 0,2044 0,2225 0,3149 0,4651 0,6535 0,8516 1,0120 1,0712 0,9795 0,7394 0,4138 0,0956 -0,1386 -0,2587 -0,2852 -0,2690 -0,2628 -0,3041 -0,4118 -0,5857 -0,8091 -1,0513 -1,2717 -1,4276 -1,4782 -1,3818 -1,0982 -0,6096 0,0505 0,7870 1,4686 1,9673 2,1939 2,1228 1,7973 1,3052 0,7432 0,1974 -0,2600 -0,5795 -0,7545 -0,8211 -0,8295 -0,8217 -0,8370 -0,9161 -1,0803 -1,3021 -1,5031 -1,5991 -1,5606 -1,4282 -1,2803 -1,1914 -1,2101 -1,3559 -1,6251 -1,9854 -2,3675 -2,6724 -2,7962 -2,6745 -2,3347 -1,9014 -1,5226 -1,2764 -1,1338 -0,9982 -0,7849 -0,4910 -0,2022 -0,0294 -0,0377 -0,2233 -0,5322 -0,8885 -1,2175 -1,4596 -1,5771 -1,5666 -1,4718 -1,3670 -1,3221 -1,3894 -1,5993 -1,9350 -2,3110 -2,6027 -2,7173 -2,6393 -2,4176 -2,1319 -1,8604 -1,6446 -1,4729 -1,3103 -1,1428 -0,9970 -0,9235 -0,9582 -1,0977 -1,3126 -1,5751 -1,8691 -2,1800 -2,4877 -2,7749 -3,0371 -3,2799 -3,5028 -3,6737 -3,7239 -3,5900 -3,2810 -2,8922 -2,5405 -2,2989 -2,1878 -2,2016 -2,3200 -2,4890 -2,6092 -2,5808 -2,3728 -2,0403 -1,6711 -1,3197 -0,9991 -0,7311 -0,5821 -0,6466 -0,9972 -1,6376 -2,4861 -3,3969 -4,2066 -4,7877 -5,0904 -5,1414 -5,0045 -4,7424 -4,4016 -4,0179 -3,6411 -3,3597 -3,2759 -3,4376 -3,7987 -4,2542 -4,7107 -5,1306 -5,5232 -5,9079 -6,2877
