Fp1   -1,8169 -1,3720 -0,9301 -0,5252 -0,2097 0,0107 0,1903 0,3761 0,5559 0,6859 0,7381 0,7068 0,5956 0,4206 0,2141 0,0088 -0,1802 -0,3466 -0,4779 -0,5595 -0,5866 -0,5726 -0,5572 -0,6160 -0,8411 -1,2641 -1,7927 -2,2722 -2,5987 -2,7242 -2,6007 -2,1925 -1,5204 -0,6589 0,2899 1,2153 2,0129 2,6049 2,9593 3,0898 3,0353 2,8376 2,5225 2,0923 1,5422 0,8932 0,2094 -0,4220 -0,9262 -1,2433 -1,3018 -1,0301 -0,4261 0,3849 1,1732 1,7015 1,8247 1,5163 0,8524 0,0194 -0,7227 -1,1855 -1,3683 -1,4130 -1,4783 -1,6757 -2,0474 -2,5259 -2,9518 -3,2005 -3,2821 -3,3079 -3,3964 -3,6045 -3,8921 -4,1301 -4,1704 -3,9307 -3,4349 -2,7991 -2,1816 -1,7175 -1,4605 -1,3766 -1,4014 -1,5006 -1,6781 -1,9428 -2,2786 -2,6340 -2,9322 -3,0985 -3,0807 -2,8627 -2,4852 -2,0369 -1,6013 -1,2138 -0,8764 -0,6244 -0,5613 -0,7884 -1,2938 -1,9328 -2,5196 -2,9187 -3,0591 -2,9233 -2,5624 -2,0949 -1,6616 -1,3835 -1,3529 -1,6072 -2,0802 -2,6298 -3,1559 -3,6561 -4,1528 -4,6223 -5,0161 -5,3026 -5,4575 -5,4398 -5,2107 -4,7854 -4,2599 -3,7840 -3,5037 -3,4927 -3,7025 -3,9924 -4,2451 -4,4436 -4,6145 -4,7310 -4,6911 -4,3622 -3,6496 -2,5672 -1,2755 -0,0416 0,8928 1,4466 1,7225 1,9006 2,1209 2,4473 2,8862 3,4057 3,9645 4,5393 5,1260 5,7100 6,2508 6,7295 7,1952 7,7143 8,2680 8,7255 8,9321 8,8135 8,4025 7,8180 7,2320 6,7929 6,5537 6,4953 6,5918 6,8079 7,0557 7,2080 7,1630 6,8876 6,4060 5,7664 5,0342 4,3003 3,6761 3,2806 3,2227 3,5757 4,3462 5,4517 6,7342 8,0095 9,1149 9,9329 10,3967 10,4777 10,1831 9,5859 8,8421 8,1442 7,6366 7,3601 7,2739 7,3116 7,3999 7,4669 7,4666 7,3856 7,2339 7,0215 6,7177 6,2570 5,6260 4,9358 4,3817 4,1205 4,1721 4,4045 4,5968 4,5504 4,1985 3,6358 3,0420 2,5745 2,3085 2,2310 2,2692 2,3263 2,3179 2,2164 2,0793 2,0197 2,1367 2,4512 2,8926 3,3408 3,6827 3,8594 3,8897 3,8542 3,8450 3,9098 4,0388 4,2009 4,3814 4,5888 4,8314 5,0790 5,2556 5,2808 5,1175 4,7942 4,4016 4,0632 3,8835 3,9004 4,0918 4,4239 4,8766 5,4381 6,0956 6,8207 7,5544 8,2042 8,6659 8,8809 8,9002 8,8726 8,9214 9,0272 9,0601 8,9228 8,6373 8,2958 7,9626 7,6688 7,4726 7,4504 7,6244 7,9177 8,1562 8,1277 7,7063 6,9393 5,9877 4,9930 4,0295 3,1602 2,4818 2,0899 2,0045 2,1326 2,3154 2,4254 2,4312 2,3862 2,3799 2,4883 2,7251 3,0236 3,2769 3,4166 3,4626 3,4969 3,6023 3,8395 4,2585 4,8931 5,7260 6,6637 7,5485 8,2057 8,5264 8,5473 8,4417 8,4060 8,5412 8,8255 9,1754 9,5320 9,9057 10,3450 10,8644 11,4012 11,8394 12,0924 12,1865 12,2428 12,3607 12,5364 12,6942 12,7681 12,7353 12,5839 12,2826 11,8050 11,1663 10,4246 9,6416 8,8361 7,9919 7,1242 6,3269 5,7589 5,5739 5,8137 6,3649 7,0592 7,7922 8,5035 9,0906 9,4260 9,4654 9,3010 9,1068 9,0504 9,2260 9,6047 10,0449 10,3821 10,5162 10,4287 10,1611 9,7954 9,4284 9,1297 8,9143 8,7501 8,5961 8,4473 8,3504 8,3707 8,5408 8,8322 9,1697 9,4688 9,6657 9,7314 9,6804 9,5635 9,4365 9,3394 9,3023 9,3504 9,4800 9,6257 9,6868 9,6060 9,3879 9,0386 8,5493 7,9583 7,3881 6,9944 6,8798 7,0312 7,3093 7,5279 7,5934 7,5778 7,6307 7,8135 8,0483 8,2193 8,2614 8,1619 7,9543 7,7067 7,4800 7,3171 7,2618 7,3349 7,5075 7,7380 8,0169 8,3564 8,7543 9,1806 9,5907 9,9495 10,2574 10,5646 10,9401 11,4099 11,9319 12,4192 12,7744 12,9173 12,8185 12,5307 12,1719 11,8459 11,5883 11,3989 11,2914 11,2947 11,4348 11,7384 12,2259 12,8754 13,6081 14,3213 14,9233 15,3344 15,4913 15,3757 15,0239 14,4919 13,8249 13,0667 12,2700 11,5037 10,8744 10,5005 10,4123 10,4970 10,5796 10,5645 10,4890 10,4606 10,5760 10,8878 11,3923 12,0089 12,5900 12,9826 13,0946 12,9140 12,5045 11,9977 11,5501 11,2612 11,1345 11,1153 11,1439 11,1730 11,1623 11,0731 10,8834 10,6310 10,4249 10,3755 10,5077 10,7508 11,0072 11,2084 11,3205 11,3412 11,3056 11,2664 11,2572 11,2729 11,2721 11,1994 11,0211 10,7473 10,4303 10,1358 9,8975 9,7048 9,5442 9,4213 9,3494 9,3584 9,5023 9,8390 10,4013 11,1630 12,0107 12,7804 13,3382 13,6319 13,6888 13,5685 13,3011 12,8726 12,2753 11,5719 10,9152 10,4924 10,4406 10,8140 11,5911 12,6676 13,8473 14,8894 15,6135 15,9725 16,0365 15,9300 15,7744 15,6454 15,5537 15,4781 15,4275 15,4486 15,5698 15,7748 16,0338 16,3281 16,6400 16,9409 17,1965 17,3638 17,3861 17,2089 16,7989 16,1516 15,3221 14,4753 13,8594 13,6589 13,8585 14,2699 14,6688 14,9029 14,9325 14,8023 14,5623 14,2129 13,7407 13,2052 12,7553 12,5128 12,4541 12,4617 12,4637 12,4675 12,4904 12,5064 12,4665 12,3583 12,2305 12,1651 12,2553 12,6031 13,2883 14,3067 15,5238 16,6672 17,3783 17,3413 16,4331 14,8053 12,8347 10,9544 9,4743 8,5112 8,0417 7,9892 8,2688 8,7964 9,4826 10,2233 10,9169 11,5086 12,0100 12,4712 12,9214 13,3022 13,4684 13,2869 12,7276 11,8575 10,7809 9,6028
Fz    -1,4493 -0,9780 -0,5202 -0,0671 0,3627 0,7491 1,0829 1,3554 1,5526 1,6622 1,6737 1,5742 1,3568 1,0309 0,6192 0,1506 -0,3411 -0,8143 -1,2229 -1,5243 -1,6894 -1,7150 -1,6334 -1,5141 -1,4455 -1,4848 -1,6151 -1,7709 -1,8938 -1,9383 -1,8567 -1,6230 -1,2622 -0,8383 -0,4163 -0,0355 0,2882 0,5458 0,7413 0,9075 1,0941 1,3284 1,5878 1,8090 1,9193 1,8688 1,6533 1,3135 0,9103 0,5122 0,1997 0,0484 0,0873 0,2690 0,4742 0,5660 0,4684 0,2025 -0,1377 -0,4223 -0,5366 -0,4477 -0,2209 0,0424 0,2699 0,4177 0,4528 0,3855 0,2862 0,2224 0,1887 0,1212 -0,0371 -0,2910 -0,5841 -0,8264 -0,9473 -0,9395 -0,8624 -0,8111 -0,8664 -1,0489 -1,3031 -1,5296 -1,6482 -1,6430 -1,5569 -1,4532 -1,3834 -1,3684 -1,3899 -1,4032 -1,3666 -1,2617 -1,0999 -0,9192 -0,7607 -0,6343 -0,5198 -0,4164 -0,3810 -0,4953 -0,7938 -1,2286 -1,6955 -2,0834 -2,3021 -2,2972 -2,0772 -1,7284 -1,3784 -1,1320 -1,0369 -1,0846 -1,2197 -1,3803 -1,5560 -1,7849 -2,0822 -2,4042 -2,6879 -2,8948 -3,0082 -3,0114 -2,8905 -2,6579 -2,3623 -2,0676 -1,8236 -1,6418 -1,4854 -1,2938 -1,0417 -0,7648 -0,5113 -0,2843 -0,0370 0,2987 0,7766 1,3999 2,1028 2,7686 3,2912 3,6461 3,9054 4,1767 4,5267 4,9560 5,4208 5,8631 6,2402 6,5420 6,7869 7,0032 7,2160 7,4498 7,7281 8,0508 8,3637 8,5609 8,5442 8,2911 7,8627 7,3692 6,9370 6,6624 6,5676 6,6167 6,7695 6,9935 7,2364 7,4287 7,5199 7,4955 7,3708 7,1833 6,9917 6,8676 6,8772 7,0698 7,4750 8,1004 8,9266 9,8960 10,9058 11,8321 12,5695 13,0548 13,2710 13,2381 12,9942 12,5895 12,0955 11,5989 11,1721 10,8508 10,6399 10,5212 10,4458 10,3382 10,1192 9,7317 9,1675 8,4640 7,6669 6,8157 5,9750 5,2495 4,7429 4,4962 4,4652 4,5385 4,5764 4,4659 4,1752 3,7603 3,3194 2,9443 2,6953 2,5950 2,6343 2,7840 3,0058 3,2686 3,5635 3,9006 4,2889 4,7130 5,1311 5,4991 5,7929 6,0199 6,2156 6,4164 6,6315 6,8399 7,0210 7,1851 7,3651 7,5886 7,8552 8,1254 8,3353 8,4287 8,3780 8,1895 7,9046 7,5905 7,3160 7,1276 7,0510 7,1097 7,3281 7,7158 8,2549 8,9016 9,5945 10,2580 10,8107 11,1985 11,4328 11,5828 11,7049 11,7796 11,7390 11,5467 11,2339 10,8606 10,4676 10,0797 9,7331 9,4683 9,3043 9,2296 9,1934 9,1095 8,9044 8,5640 8,1186 7,5951 7,0121 6,4170 5,8958 5,5232 5,3027 5,1564 4,9794 4,7153 4,3896 4,0848 3,8892 3,8537 3,9695 4,1755 4,3966 4,5949 4,7898 5,0351 5,3848 5,8766 6,5237 7,2987 8,1208 8,8742 9,4513 9,7888 9,8899 9,8326 9,7376 9,7038 9,7702 9,9294 10,1610 10,4614 10,8503 11,3437 11,9141 12,4818 12,9497 13,2605 13,4309 13,5306 13,6254 13,7384 13,8518 13,9367 13,9768 13,9618 13,8665 13,6554 13,3114 12,8506 12,3024 11,6864 11,0189 10,3423 9,7353 9,2972 9,1153 9,2151 9,5351 9,9703 10,4300 10,8362 11,1022 11,1616 11,0214 10,7655 10,5056 10,3395 10,3343 10,5012 10,7810 11,0742 11,2898 11,3678 11,2913 11,1045 10,9028 10,7727 10,7365 10,7587 10,7928 10,8160 10,8395 10,9008 11,0379 11,2586 11,5312 11,8034 12,0281 12,1815 12,2731 12,3346 12,3939 12,4676 12,5609 12,6555 12,7038 12,6458 12,4501 12,1559 11,8531 11,6013 11,3923 11,1944 11,0010 10,8281 10,6940 10,6062 10,5464 10,4813 10,4069 10,3748 10,4476 10,6261 10,8353 10,9793 10,9879 10,8326 10,5443 10,2059 9,8990 9,6686 9,5293 9,4727 9,4748 9,5311 9,6815 9,9816 10,4488 11,0393 11,6730 12,2766 12,8163 13,3056 13,7725 14,2132 14,5873 14,8554 15,0053 15,0435 14,9846 14,8605 14,7189 14,5879 14,4519 14,2757 14,0431 13,7723 13,5183 13,3644 13,3866 13,6028 13,9517 14,3235 14,6117 14,7426 14,6809 14,4280 14,0141 13,4797 12,8688 12,2302 11,6136 11,0693 10,6621 10,4562 10,4626 10,6181 10,8324 11,0410 11,2171 11,3600 11,4940 11,6711 11,9524 12,3594 12,8382 13,2819 13,5899 13,7105 13,6607 13,5253 13,4085 13,3552 13,3268 13,2583 13,1207 12,9269 12,7047 12,4728 12,2395 12,0288 11,8960 11,8907 12,0052 12,1683 12,2944 12,3319 12,2729 12,1336 11,9319 11,6776 11,3724 11,0151 10,6058 10,1561 9,7065 9,3280 9,0947 9,0463 9,1625 9,3763 9,6226 9,8678 10,0980 10,3091 10,5159 10,7572 11,0813 11,5228 12,0828 12,7258 13,3918 14,0174 14,5565 14,9877 15,3009 15,4861 15,5411 15,4987 15,4397 15,4510 15,5684 15,7801 16,0685 16,4183 16,7897 17,1176 17,3542 17,5024 17,6049 17,7153 17,8722 18,0831 18,3158 18,5093 18,6088 18,5923 18,4676 18,2671 18,0507 17,8827 17,7909 17,7540 17,7225 17,6439 17,4837 17,2384 16,9149 16,4983 15,9711 15,3744 14,8245 14,4385 14,2467 14,1921 14,1943 14,1964 14,1775 14,1433 14,0986 14,0312 13,9382 13,8628 13,8800 14,0343 14,2986 14,6014 14,8765 15,0749 15,1539 15,0760 14,8253 14,4260 13,9445 13,4721 13,1046 12,9289 13,0047 13,3420 13,8747 14,4484 14,8486 14,8766 14,4370 13,5889 12,5192 11,4448 10,5191 9,8055 9,3029 8,9830 8,8130 8,7740 8,8722 9,1250 9,5348 10,0800 10,7175 11,3821 11,9889 12,4440 12,6686 12,6312 12,3490 11,8535 11,1629 10,3002
F3    -1,3890 -1,1377 -0,8507 -0,5299 -0,1954 0,1448 0,4981 0,8646 1,2233 1,5396 1,7740 1,8876 1,8544 1,6735 1,3656 0,9607 0,4907 -0,0088 -0,4955 -0,9211 -1,2395 -1,4234 -1,4801 -1,4575 -1,4281 -1,4445 -1,4997 -1,5465 -1,5431 -1,4563 -1,2492 -0,9113 -0,4902 -0,0701 0,2740 0,5060 0,6218 0,6302 0,5579 0,4671 0,4398 0,5264 0,7054 0,8969 1,0079 0,9733 0,7764 0,4459 0,0372 -0,3755 -0,7008 -0,8554 -0,8104 -0,6210 -0,4179 -0,3481 -0,4895 -0,8146 -1,2198 -1,5655 -1,7250 -1,6546 -1,4203 -1,1338 -0,8724 -0,6755 -0,5724 -0,5585 -0,5705 -0,5452 -0,4955 -0,4968 -0,6135 -0,8461 -1,1230 -1,3357 -1,4017 -1,3141 -1,1456 -1,0115 -1,0121 -1,1784 -1,4541 -1,7284 -1,9052 -1,9560 -1,9202 -1,8674 -1,8584 -1,9176 -2,0180 -2,0978 -2,1020 -2,0098 -1,8348 -1,6152 -1,3910 -1,1730 -0,9449 -0,7168 -0,5638 -0,5845 -0,8190 -1,2133 -1,6543 -2,0255 -2,2363 -2,2355 -2,0345 -1,7189 -1,4137 -1,2264 -1,2143 -1,3743 -1,6396 -1,9190 -2,1655 -2,3850 -2,5754 -2,6979 -2,7196 -2,6485 -2,5133 -2,3287 -2,0975 -1,8397 -1,5981 -1,4141 -1,3031 -1,2486 -1,2038 -1,1141 -0,9606 -0,7740 -0,5841 -0,3761 -0,1040 0,2785 0,7968 1,4305 2,0995 2,6864 3,0993 3,3363 3,4903 3,6802 3,9746 4,3742 4,8364 5,3045 5,7326 6,1034 6,4249 6,7123 6,9752 7,2260 7,4913 7,7923 8,0997 8,3160 8,3294 8,0973 7,6752 7,1858 6,7726 6,5374 6,4946 6,5972 6,7982 7,0615 7,3276 7,5155 7,5617 7,4450 7,1853 6,8339 6,4654 6,1661 6,0161 6,0759 6,3857 6,9681 7,8179 8,8811 10,0423 11,1509 12,0702 12,7148 13,0560 13,1045 12,8892 12,4572 11,8850 11,2705 10,7001 10,2194 9,8347 9,5275 9,2636 8,9996 8,6892 8,2951 7,8111 7,2640 6,6820 6,0822 5,5040 5,0310 4,7556 4,7168 4,8705 5,1043 5,2787 5,2806 5,0719 4,6982 4,2540 3,8408 3,5369 3,3811 3,3746 3,4918 3,6948 3,9558 4,2696 4,6390 5,0527 5,4774 5,8673 6,1843 6,4125 6,5667 6,6863 6,8075 6,9352 7,0431 7,1107 7,1635 7,2625 7,4581 7,7552 8,1050 8,4240 8,6300 8,6702 8,5326 8,2476 7,8759 7,4900 7,1549 6,9231 6,8381 6,9272 7,1877 7,5860 8,0752 8,6102 9,1391 9,5972 9,9343 10,1592 10,3408 10,5411 10,7480 10,8922 10,9228 10,8484 10,7079 10,5231 10,3011 10,0660 9,8568 9,7035 9,6143 9,5613 9,4760 9,2904 8,9841 8,5787 8,0956 7,5491 6,9821 6,4811 6,1332 5,9647 5,9192 5,8975 5,8268 5,6970 5,5483 5,4365 5,4001 5,4372 5,5024 5,5360 5,5161 5,4875 5,5327 5,7235 6,1009 6,6720 7,3992 8,1944 8,9393 9,5260 9,8838 9,9979 9,9277 9,7864 9,6787 9,6560 9,7210 9,8562 10,0551 10,3360 10,7170 11,1794 11,6629 12,0984 12,4484 12,7253 12,9760 13,2400 13,5205 13,7903 14,0190 14,1939 14,3074 14,3310 14,2194 13,9452 13,5205 12,9810 12,3629 11,7016 11,0493 10,4827 10,0980 9,9870 10,1833 10,6253 11,1992 11,8040 12,3534 12,7513 12,9177 12,8439 12,6021 12,3004 12,0445 11,9180 11,9514 12,1007 12,2811 12,4176 12,4648 12,4096 12,2856 12,1663 12,1128 12,1270 12,1635 12,1754 12,1454 12,0926 12,0616 12,0949 12,2055 12,3716 12,5493 12,6904 12,7617 12,7631 12,7215 12,6692 12,6368 12,6481 12,6970 12,7314 12,6736 12,4769 12,1807 11,8891 11,6789 11,5506 11,4699 11,4183 11,3925 11,3897 11,4042 11,4171 11,3970 11,3361 11,2812 11,2964 11,3869 11,4790 11,4801 11,3366 11,0537 10,7012 10,3884 10,1985 10,1516 10,2228 10,3678 10,5430 10,7371 10,9864 11,3454 11,8319 12,3991 12,9610 13,4429 13,8179 14,1096 14,3559 14,5656 14,7150 14,7808 14,7632 14,6786 14,5521 14,4245 14,3407 14,3116 14,3009 14,2612 14,1717 14,0464 13,9348 13,9138 14,0530 14,3627 14,7727 15,1635 15,4195 15,4653 15,2776 14,8848 14,3510 13,7489 13,1367 12,5536 12,0234 11,5722 11,2539 11,1320 11,2133 11,4197 11,6436 11,8135 11,9069 11,9348 11,9387 11,9898 12,1638 12,4892 12,9152 13,3353 13,6388 13,7519 13,6711 13,4785 13,2914 13,1683 13,0733 12,9364 12,7256 12,4600 12,1821 11,9238 11,6950 11,5081 11,3996 11,4023 11,4986 11,6137 11,6609 11,5950 11,4274 11,2013 10,9535 10,6940 10,4094 10,0813 9,6988 9,2703 8,8362 8,4666 8,2342 8,1774 8,2788 8,4762 8,7061 8,9292 9,1221 9,2738 9,4017 9,5549 9,7974 10,1828 10,7328 11,4249 12,1962 12,9621 13,6427 14,1816 14,5478 14,7348 14,7644 14,6967 14,6298 14,6544 14,7963 15,0204 15,2835 15,5547 15,7917 15,9360 15,9545 15,8724 15,7594 15,6910 15,7154 15,8363 16,0112 16,1730 16,2700 16,2876 16,2361 16,1441 16,0625 16,0436 16,0999 16,1960 16,2760 16,2909 16,2129 16,0396 15,7699 15,3792 14,8443 14,2093 13,6018 13,1534 12,9054 12,8042 12,7685 12,7427 12,7111 12,6882 12,6855 12,6874 12,6761 12,6745 12,7390 12,9008 13,1292 13,3633 13,5584 13,6866 13,7137 13,6006 13,3286 12,9240 12,4561 12,0093 11,6621 11,4817 11,5210 11,8012 12,2814 12,8335 13,2637 13,3905 13,1298 12,5355 11,7665 10,9923 10,3148 9,7605 9,3165 8,9643 8,6948 8,5196 8,4748 8,6019 8,9213 9,4236 10,0671 10,7762 11,4540 11,9987 12,3260 12,3989 12,2281 11,8377 11,2428 10,4665
F7    -1,5215 -1,5377 -1,4563 -1,2686 -0,9913 -0,6480 -0,2614 0,1432 0,5331 0,8703 1,1143 1,2290 1,2020 1,0567 0,8370 0,5759 0,2848 -0,0325 -0,3569 -0,6435 -0,8365 -0,9106 -0,8959 -0,8628 -0,8824 -0,9818 -1,1217 -1,2329 -1,2693 -1,2098 -1,0346 -0,7376 -0,3498 0,0722 0,4774 0,8399 1,1484 1,3831 1,5206 1,5629 1,5396 1,4756 1,3650 1,1843 0,9203 0,5854 0,2196 -0,1226 -0,3972 -0,5768 -0,6356 -0,5522 -0,3326 -0,0247 0,2812 0,4801 0,5080 0,3747 0,1484 -0,0699 -0,1837 -0,1567 -0,0296 0,1370 0,3212 0,5190 0,7006 0,8395 0,9570 1,0837 1,1900 1,1943 1,0363 0,7329 0,3765 0,0869 -0,0460 0,0015 0,1771 0,3708 0,4657 0,4039 0,2222 0,0260 -0,0808 -0,0550 0,0811 0,2689 0,4325 0,5014 0,4530 0,3313 0,2116 0,1489 0,1558 0,2082 0,2698 0,3291 0,4049 0,4986 0,5532 0,4871 0,2670 -0,0612 -0,4027 -0,6675 -0,7986 -0,7749 -0,6156 -0,3807 -0,1408 0,0559 0,1829 0,2347 0,2390 0,2311 0,2007 0,1054 -0,0587 -0,2358 -0,3647 -0,4179 -0,3834 -0,2395 0,0245 0,3660 0,6870 0,8894 0,9368 0,8740 0,7917 0,7667 0,8136 0,8878 0,9473 0,9950 1,0622 1,1849 1,3947 1,6977 2,0531 2,3862 2,6432 2,8405 3,0571 3,3674 3,7775 4,2325 4,6723 5,0653 5,4061 5,6973 5,9330 6,1001 6,1949 6,2334 6,2529 6,2984 6,3820 6,4471 6,3974 6,1804 5,8331 5,4609 5,1864 5,0910 5,1811 5,4186 5,7657 6,1738 6,5530 6,7985 6,8476 6,7042 6,4291 6,1109 5,8267 5,6224 5,5284 5,5796 5,8163 6,2764 6,9781 7,8862 8,8890 9,8303 10,5778 11,0657 11,2813 11,2340 10,9434 10,4451 9,8007 9,0982 8,4329 7,8768 7,4627 7,1857 7,0095 6,8737 6,7068 6,4529 6,1009 5,6819 5,2341 4,7894 4,3980 4,1397 4,0911 4,2753 4,6369 5,0556 5,3877 5,5206 5,4181 5,1259 4,7450 4,3944 4,1705 4,1154 4,2148 4,4197 4,6753 4,9459 5,2211 5,5028 5,7903 6,0737 6,3334 6,5466 6,7007 6,8094 6,9095 7,0348 7,1941 7,3667 7,5303 7,6924 7,8798 8,1075 8,3648 8,6173 8,8180 8,9233 8,9044 8,7541 8,4924 8,1654 7,8360 7,5676 7,4023 7,3538 7,4133 7,5579 7,7591 7,9959 8,2594 8,5360 8,7851 8,9540 9,0295 9,0609 9,1084 9,1769 9,2230 9,2190 9,1863 9,1683 9,1857 9,2330 9,3090 9,4245 9,5792 9,7486 9,8846 9,9271 9,8342 9,6125 9,3111 8,9792 8,6413 8,3234 8,0782 7,9589 7,9670 8,0354 8,0685 8,0038 7,8438 7,6431 7,4672 7,3528 7,2917 7,2375 7,1397 6,9925 6,8472 6,7692 6,7975 6,9459 7,2204 7,6141 8,0884 8,5710 8,9749 9,2199 9,2682 9,1644 9,0180 8,9310 8,9482 9,0642 9,2558 9,5129 9,8440 10,2530 10,7164 11,1837 11,5983 11,9227 12,1518 12,3056 12,4093 12,4785 12,5226 12,5600 12,6192 12,7086 12,7837 12,7639 12,5938 12,2820 11,8803 11,4384 10,9866 10,5509 10,1740 9,9259 9,8884 10,0974 10,5028 11,0102 11,5428 12,0369 12,4094 12,5780 12,5185 12,2833 11,9621 11,6456 11,4147 11,3159 11,3295 11,3878 11,4260 11,4081 11,3273 11,2157 11,1428 11,1691 11,2956 11,4699 11,6338 11,7531 11,8263 11,8879 11,9888 12,1568 12,3731 12,5843 12,7316 12,7817 12,7377 12,6266 12,4831 12,3519 12,2769 12,2635 12,2581 12,1784 11,9779 11,7005 11,4554 11,3177 11,2741 11,2739 11,2913 11,3286 11,3962 11,5003 11,6252 11,7346 11,8152 11,9087 12,0737 12,3164 12,5777 12,7855 12,9010 12,9304 12,9227 12,9467 13,0401 13,1855 13,3366 13,4486 13,4923 13,4727 13,4398 13,4608 13,5725 13,7571 13,9606 14,1324 14,2591 14,3723 14,5156 14,6989 14,8917 15,0540 15,1623 15,2086 15,1923 15,1278 15,0417 14,9440 14,8208 14,6646 14,4935 14,3386 14,2313 14,2051 14,2888 14,4858 14,7579 15,0348 15,2415 15,3232 15,2562 15,0464 14,7237 14,3321 13,9175 13,5194 13,1692 12,9039 12,7770 12,8260 13,0129 13,2277 13,3604 13,3546 13,2036 12,9335 12,6074 12,3279 12,2071 12,3053 12,5907 12,9610 13,2936 13,4902 13,5226 13,4581 13,4069 13,4198 13,4450 13,3902 13,2079 12,9231 12,6057 12,3246 12,1179 12,0005 11,9809 12,0470 12,1457 12,1968 12,1397 11,9682 11,7284 11,4809 11,2600 11,0613 10,8579 10,6216 10,3335 9,9925 9,6309 9,3150 9,1162 9,0720 9,1617 9,3207 9,4878 9,6344 9,7475 9,8189 9,8649 9,9362 10,0974 10,4031 10,8763 11,4930 12,1844 12,8618 13,4478 13,8941 14,1811 14,3123 14,3105 14,2228 14,1246 14,0877 14,1377 14,2601 14,4376 14,6530 14,8637 15,0072 15,0465 14,9974 14,9116 14,8445 14,8341 14,8902 14,9878 15,0763 15,1085 15,0585 14,9114 14,6660 14,3569 14,0460 13,7820 13,5789 13,4238 13,2865 13,1377 12,9713 12,7892 12,5673 12,2744 11,9388 11,6658 11,5608 11,6439 11,8516 12,1068 12,3622 12,5934 12,7793 12,8884 12,8817 12,7478 12,5341 12,3237 12,1772 12,1014 12,0713 12,0666 12,0780 12,0932 12,0950 12,0693 12,0107 11,9250 11,8229 11,7174 11,6332 11,6157 11,7142 11,9340 12,1913 12,3350 12,2373 11,8730 11,3309 10,7602 10,2782 9,9130 9,6325 9,4056 9,2217 9,0763 8,9693 8,9173 8,9482 9,0858 9,3482 9,7401 10,2371 10,7861 11,3153 11,7518 12,0512 12,2024 12,1994 12,0280 11,6893
