Fp1   1,0697 0,9690 0,6508 0,1404 -0,4741 -1,0587 -1,4598 -1,5480 -1,2731 -0,6926 0,0554 0,8109 1,4505 1,9184 2,2157 2,3665 2,3979 2,3445 2,2507 2,1569 2,0931 2,0862 2,1511 2,2769 2,4304 2,5676 2,6396 2,5994 2,4094 2,0596 1,5950 1,1092 0,6890 0,3588 0,0736 -0,2496 -0,6886 -1,2648 -1,9133 -2,5188 -2,9819 -3,2526 -3,3354 -3,2906 -3,2199 -3,2278 -3,3773 -3,6665 -4,0383 -4,4043 -4,6659 -4,7371 -4,5772 -4,2116 -3,7162 -3,1787 -2,6617 -2,1868 -1,7524 -1,3646 -1,0459 -0,8216 -0,6983 -0,6374 -0,5539 -0,3580 -0,0013 0,5013 1,0712 1,5971 2,0024 2,3016 2,5973 3,0163 3,6195 4,3681 5,1821 6,0056 6,7940 7,4771 7,9783 8,2630 8,3611 8,3485 8,2972 8,2225 8,0768 7,8051 7,4057 6,9310 6,4406 5,9681 5,5247 5,1139 4,7334 4,3699 4,0035 3,6202 3,2150 2,7917 2,3688 1,9866 1,6977 1,5355 1,4901 1,5257 1,6276 1,8212 2,1176 2,4545 2,7259 2,8651 2,8811 2,8312 2,7753 2,7421 2,7301 2,7342 2,7638 2,8386 2,9810 3,2100 3,5248 3,8894 4,2452 4,5481 4,7857 4,9569 5,0507 5,0536 4,9671 4,8130 4,6243 4,4349 4,2766 4,1858 4,2031 4,3610 4,6663 5,0822 5,5321 5,9390 6,2611 6,4969 6,6814 6,8749 7,1296 7,4665 7,8974 8,4518 9,1557 9,9875 10,8772 11,7503 12,5521 13,2296 13,7114 13,9329 13,8868 13,6445 13,3171 12,9812 12,6284 12,1850 11,5783 10,8057 9,9758 9,2761 8,8648 8,7675 8,8656 8,9705 8,9120 8,5823 7,9509 7,0605 5,9938 4,8265 3,5980 2,3169 0,9947 -0,3267 -1,5845 -2,7216 -3,6951 -4,4627 -4,9742 -5,1916 -5,1277 -4,8557 -4,4697 -4,0466 -3,6515 -3,3613 -3,2617 -3,4003 -3,7417 -4,1891 -4,6600 -5,1287 -5,6053 -6,0932 -6,5711 -7,0070 -7,3674 -7,6020 -7,6342 -7,3992 -6,9043 -6,2536 -5,6023 -5,0808 -4,7499 -4,5976 -4,5640 -4,5890 -4,6431 -4,7155 -4,7839 -4,8076 -4,7457 -4,5762 -4,3013 -3,9553 -3,6100 -3,3504 -3,2321 -3,2619 -3,4174 -3,6674 -3,9648 -4,2427 -4,4304 -4,4638 -4,2834 -3,8381 -3,1153 -2,1852 -1,2130 -0,4040 0,0820 0,1810 -0,0690 -0,5533 -1,1316 -1,6925 -2,1711 -2,5230 -2,7138 -2,7460 -2,6671 -2,5389 -2,3964 -2,2360 -2,0420 -1,8213 -1,6080 -1,4348 -1,2986 -1,1585 -0,9821 -0,7987 -0,6997 -0,7817 -1,0803 -1,5370 -2,0249 -2,4243 -2,6777 -2,7800 -2,7440 -2,5818 -2,3023 -1,9257 -1,5026 -1,1129 -0,8339 -0,7078 -0,7361 -0,8970 -1,1578 -1,4796 -1,8274 -2,1847 -2,5489 -2,9164 -3,2717 -3,5841 -3,8168 -3,9509 -4,0035 -4,0297 -4,1041 -4,2798 -4,5573 -4,8882 -5,2145 -5,5154 -5,8142 -6,1480 -6,5389 -6,9859 -7,4640 -7,9260 -8,3170 -8,5996 -8,7597 -8,8011 -8,7506 -8,6545 -8,5548 -8,4675 -8,3871 -8,3132 -8,2662 -8,2793 -8,3877 -8,6252 -9,0091 -9,5077 -10,0282 -10,4517 -10,6849 -10,6870 -10,4625 -10,0382 -9,4402 -8,6883 -7,8288 -6,9628 -6,2204 -5,7151 -5,5199 -5,6416 -5,9985 -6,4554 -6,9002 -7,2861 -7,6162 -7,9132 -8,2007 -8,4898 -8,7692 -9,0137 -9,1946 -9,2771 -9,2280 -9,0302 -8,6753 -8,1612 -7,5126 -6,7850 -6,0426 -5,3480 -4,7690 -4,3757 -4,2149 -4,2849 -4,5273 -4,8464 -5,1473 -5,3751 -5,5274 -5,6301 -5,7100 -5,7925 -5,9087 -6,0934 -6,3821 -6,8064 -7,3803 -8,0825 -8,8521 -9,5993 -10,2230 -10,6378 -10,8082 -10,7602 -10,5565 -10,2680 -9,9641 -9,7076 -9,5373 -9,4494 -9,4027 -9,3475 -9,2423 -9,0535 -8,7701 -8,4151 -8,0229 -7,6077 -7,1622 -6,6889 -6,2332 -5,8771 -5,6810 -5,6319 -5,6598 -5,7012 -5,7376 -5,7778 -5,8175 -5,8315 -5,8119 -5,7918 -5,8072 -5,8493 -5,8678 -5,8056 -5,6283 -5,3507 -5,0447 -4,8077 -4,7142 -4,7876 -4,9912 -5,2426 -5,4610 -5,6091 -5,6907 -5,7231 -5,7256 -5,7236 -5,7396 -5,7746 -5,8107 -5,8222 -5,7799 -5,6520 -5,4060 -5,0221 -4,5185 -3,9485 -3,3690 -2,8264 -2,3620 -2,0066 -1,7781 -1,6865 -1,7066 -1,7417 -1,6532 -1,3520 -0,8657 -0,3295 0,0882 0,2713 0,1867 -0,1360 -0,6268 -1,1866 -1,7082 -2,1069 -2,3402 -2,4041 -2,2998 -1,9943 -1,4379 -0,6440 0,2716 1,1466 1,8555 2,3461 2,6155 2,6611 2,4738 2,0830 1,5693 1,0133 0,4540 -0,1006 -0,6528 -1,2066 -1,7524 -2,2537 -2,6645 -2,9633 -3,1623 -3,2827 -3,3296 -3,2985 -3,1979 -3,0679 -2,9766 -2,9883 -3,1172 -3,3082 -3,4782 -3,5760 -3,5866 -3,4814 -3,1933 -2,6540 -1,8454 -0,8133 0,3562 1,5625 2,6999 3,6599 4,3393 4,6762 4,7006 4,5306 4,2891 4,0205 3,6865 3,2348 2,6599 2,0088 1,3649 0,8328 0,4985 0,3881 0,4769 0,7289 1,1091 1,5804 2,1097 2,6749 3,2648 3,8587 4,4024 4,8231 5,0785 5,1819 5,1863 5,1467 5,0823 4,9680 4,7662 4,4548 4,0285 3,5055 2,9348 2,3820 1,8980 1,5010 1,1808 0,9126 0,6634 0,3986 0,0944 -0,2546 -0,6381 -1,0348 -1,4179 -1,7658 -2,0879 -2,4371 -2,8711 -3,3867 -3,8994 -4,2899 -4,4707 -4,4173 -4,1456 -3,6777 -3,0408 -2,2938 -1,5335 -0,8693 -0,3991 -0,1959 -0,2967 -0,6919 -1,3180 -2,0727 -2,8521 -3,5784 -4,2001 -4,6903 -5,0501 -5,3024 -5,4758 -5,5925 -5,6649 -5,7032 -5,7102 -5,6588 -5,4949 -5,1821 -4,7282 -4,1662 -3,5370 -2,8993 -2,3304 -1,8967 -1,6262 -1,5151 -1,5453 -1,6907 -1,9208 -2,1923 -2,4426 -2,6163 -2,7005 -2,7266 -2,7335 -2,7234
Fz    -0,2744 -0,3208 -0,4359 -0,6242 -0,8561 -1,0700 -1,1902 -1,1554 -0,9426 -0,5735 -0,1027 0,4029 0,8826 1,2883 1,5857 1,7631 1,8364 1,8430 1,8267 1,8195 1,8307 1,8533 1,8748 1,8837 1,8760 1,8538 1,8179 1,7627 1,6751 1,5360 1,3302 1,0564 0,7239 0,3443 -0,0703 -0,5054 -0,9419 -1,3546 -1,7091 -1,9706 -2,1176 -2,1521 -2,1021 -2,0147 -1,9385 -1,9062 -1,9295 -2,0058 -2,1250 -2,2778 -2,4606 -2,6707 -2,8942 -3,1027 -3,2624 -3,3501 -3,3609 -3,3039 -3,1934 -3,0450 -2,8712 -2,6781 -2,4630 -2,2135 -1,9119 -1,5499 -1,1398 -0,7105 -0,2976 0,0680 0,3743 0,6394 0,9052 1,2109 1,5668 1,9528 2,3451 2,7353 3,1257 3,5140 3,8846 4,2079 4,4519 4,6028 4,6730 4,6857 4,6552 4,5869 4,4913 4,3849 4,2753 4,1521 3,9994 3,8112 3,5985 3,3878 3,2094 3,0760 2,9765 2,8933 2,8233 2,7796 2,7749 2,8035 2,8345 2,8219 2,7285 2,5410 2,2644 1,9103 1,4984 1,0596 0,6252 0,2152 -0,1609 -0,4967 -0,7792 -0,9861 -1,0952 -1,0973 -0,9940 -0,7908 -0,4965 -0,1298 0,2828 0,7189 1,1676 1,6184 2,0458 2,4104 2,6752 2,8206 2,8499 2,7909 2,6914 2,6081 2,5970 2,7011 2,9346 3,2726 3,6591 4,0310 4,3404 4,5653 4,7128 4,8122 4,8936 4,9699 5,0415 5,1087 5,1727 5,2355 5,3055 5,3956 5,5088 5,6277 5,7185 5,7507 5,7172 5,6382 5,5450 5,4551 5,3591 5,2298 5,0419 4,7926 4,5128 4,2535 4,0490 3,8932 3,7500 3,5772 3,3385 3,0054 2,5685 2,0516 1,5033 0,9723 0,4884 0,0546 -0,3471 -0,7384 -1,1331 -1,5354 -1,9379 -2,3202 -2,6579 -2,9348 -3,1449 -3,2860 -3,3602 -3,3818 -3,3777 -3,3825 -3,4300 -3,5419 -3,7153 -3,9248 -4,1392 -4,3371 -4,5051 -4,6258 -4,6772 -4,6492 -4,5524 -4,4031 -4,2016 -3,9350 -3,6085 -3,2664 -2,9768 -2,7958 -2,7432 -2,7984 -2,9085 -3,0088 -3,0481 -3,0049 -2,8844 -2,7011 -2,4607 -2,1561 -1,7791 -1,3423 -0,8892 -0,4807 -0,1690 0,0159 0,0616 -0,0291 -0,2324 -0,5021 -0,7801 -1,0046 -1,1124 -1,0442 -0,7653 -0,2946 0,2875 0,8662 1,3323 1,6104 1,6729 1,5404 1,2633 0,8947 0,4773 0,0497 -0,3521 -0,7052 -1,0138 -1,3060 -1,6132 -1,9467 -2,2915 -2,6169 -2,8910 -3,0878 -3,1854 -3,1699 -3,0507 -2,8733 -2,7102 -2,6320 -2,6776 -2,8405 -3,0743 -3,3135 -3,4947 -3,5742 -3,5372 -3,3935 -3,1647 -2,8770 -2,5598 -2,2409 -1,9406 -1,6740 -1,4581 -1,3116 -1,2444 -1,2448 -1,2766 -1,2954 -1,2739 -1,2119 -1,1286 -1,0485 -0,9903 -0,9653 -0,9818 -1,0470 -1,1659 -1,3434 -1,5833 -1,8817 -2,2222 -2,5855 -2,9618 -3,3479 -3,7355 -4,1079 -4,4483 -4,7460 -4,9953 -5,1917 -5,3307 -5,4169 -5,4776 -5,5610 -5,7057 -5,9117 -6,1432 -6,3589 -6,5351 -6,6704 -6,7850 -6,9119 -7,0750 -7,2667 -7,4477 -7,5685 -7,5953 -7,5245 -7,3810 -7,2028 -7,0231 -6,8624 -6,7314 -6,6352 -6,5730 -6,5409 -6,5378 -6,5627 -6,6068 -6,6518 -6,6817 -6,6926 -6,6900 -6,6776 -6,6513 -6,6028 -6,5283 -6,4302 -6,3095 -6,1593 -5,9750 -5,7641 -5,5330 -5,2762 -4,9894 -4,6827 -4,3779 -4,1018 -3,8783 -3,7189 -3,6198 -3,5657 -3,5383 -3,5260 -3,5270 -3,5434 -3,5768 -3,6302 -3,7088 -3,8198 -3,9739 -4,1890 -4,4872 -4,8782 -5,3438 -5,8357 -6,2902 -6,6480 -6,8684 -6,9378 -6,8719 -6,7097 -6,5004 -6,2931 -6,1289 -6,0310 -5,9987 -6,0067 -6,0109 -5,9689 -5,8663 -5,7233 -5,5760 -5,4536 -5,3660 -5,3035 -5,2435 -5,1637 -5,0543 -4,9230 -4,7856 -4,6481 -4,5003 -4,3316 -4,1496 -3,9819 -3,8568 -3,7838 -3,7532 -3,7413 -3,7142 -3,6400 -3,5086 -3,3344 -3,1384 -2,9391 -2,7579 -2,6199 -2,5447 -2,5411 -2,6033 -2,7119 -2,8457 -2,9901 -3,1329 -3,2583 -3,3576 -3,4405 -3,5225 -3,6015 -3,6539 -3,6527 -3,5818 -3,4361 -3,2177 -2,9402 -2,6399 -2,3727 -2,1956 -2,1450 -2,2255 -2,4109 -2,6588 -2,9307 -3,1966 -3,4249 -3,5813 -3,6432 -3,6134 -3,5180 -3,3868 -3,2378 -3,0768 -2,9102 -2,7542 -2,6293 -2,5411 -2,4697 -2,3806 -2,2474 -2,0658 -1,8483 -1,6115 -1,3715 -1,1440 -0,9417 -0,7741 -0,6500 -0,5781 -0,5671 -0,6237 -0,7448 -0,9152 -1,1127 -1,3119 -1,4867 -1,6234 -1,7293 -1,8238 -1,9220 -2,0341 -2,1703 -2,3330 -2,5077 -2,6703 -2,8101 -2,9403 -3,0873 -3,2718 -3,4969 -3,7441 -3,9781 -4,1646 -4,2900 -4,3575 -4,3657 -4,2975 -4,1320 -3,8635 -3,5059 -3,0858 -2,6373 -2,2036 -1,8364 -1,5830 -1,4628 -1,4530 -1,5034 -1,5682 -1,6328 -1,7134 -1,8325 -1,9934 -2,1779 -2,3586 -2,5027 -2,5758 -2,5510 -2,4134 -2,1558 -1,7842 -1,3271 -0,8288 -0,3288 0,1504 0,5976 0,9980 1,3291 1,5730 1,7293 1,8113 1,8320 1,7906 1,6781 1,4947 1,2571 0,9871 0,7013 0,4169 0,1564 -0,0619 -0,2354 -0,3778 -0,5108 -0,6554 -0,8251 -1,0201 -1,2244 -1,4153 -1,5818 -1,7300 -1,8712 -2,0171 -2,1821 -2,3693 -2,5507 -2,6750 -2,7063 -2,6518 -2,5539 -2,4608 -2,4024 -2,3844 -2,3986 -2,4389 -2,5067 -2,6101 -2,7616 -2,9702 -3,2316 -3,5224 -3,8085 -4,0583 -4,2535 -4,3908 -4,4772 -4,5207 -4,5237 -4,4822 -4,3871 -4,2273 -3,9981 -3,7109 -3,3921 -3,0740 -2,7868 -2,5489 -2,3656 -2,2342 -2,1478 -2,0949 -2,0608 -2,0333 -2,0132 -2,0186 -2,0698 -2,1663 -2,2808 -2,3750 -2,4256 -2,4407 -2,4527 -2,4903 -2,5507
F3    0,8121 0,7184 0,5463 0,3238 0,0984 -0,0701 -0,1242 -0,0277 0,2231 0,5996 1,0520 1,5237 1,9584 2,3057 2,5311 2,6281 2,6134 2,5157 2,3695 2,2079 2,0504 1,8991 1,7470 1,5891 1,4313 1,2872 1,1656 1,0613 0,9533 0,8113 0,6112 0,3443 0,0118 -0,3771 -0,8022 -1,2371 -1,6599 -2,0512 -2,3855 -2,6401 -2,8108 -2,9107 -2,9581 -2,9677 -2,9494 -2,9104 -2,8568 -2,7959 -2,7404 -2,7149 -2,7524 -2,8721 -3,0564 -3,2497 -3,3866 -3,4233 -3,3459 -3,1598 -2,8834 -2,5477 -2,1925 -1,8562 -1,5598 -1,2939 -1,0248 -0,7240 -0,3920 -0,0558 0,2459 0,4812 0,6444 0,7677 0,9115 1,1334 1,4521 1,8430 2,2733 2,7317 3,2167 3,7098 4,1716 4,5560 4,8298 4,9906 5,0640 5,0757 5,0286 4,9125 4,7278 4,4917 4,2232 3,9303 3,6147 3,2850 2,9626 2,6750 2,4415 2,2600 2,1066 1,9548 1,7996 1,6702 1,6158 1,6698 1,8198 2,0114 2,1832 2,2981 2,3412 2,3034 2,1837 1,9957 1,7588 1,4877 1,1983 0,9180 0,6890 0,5619 0,5790 0,7593 1,0913 1,5353 2,0302 2,5075 2,9143 3,2359 3,4926 3,7102 3,8959 4,0373 4,1148 4,1112 4,0212 3,8642 3,6879 3,5581 3,5401 3,6763 3,9671 4,3663 4,7974 5,1908 5,5111 5,7573 5,9518 6,1236 6,2860 6,4289 6,5372 6,6070 6,6453 6,6687 6,7097 6,8086 6,9889 7,2344 7,4900 7,6920 7,8078 7,8473 7,8402 7,7998 7,7047 7,5131 7,1941 6,7527 6,2414 5,7403 5,3073 4,9457 4,6172 4,2769 3,8900 3,4322 2,8954 2,3002 1,6913 1,1167 0,6059 0,1551 -0,2652 -0,6873 -1,1312 -1,6016 -2,0835 -2,5359 -2,9015 -3,1336 -3,2185 -3,1755 -3,0473 -2,8925 -2,7749 -2,7531 -2,8679 -3,1236 -3,4763 -3,8528 -4,1940 -4,4809 -4,7259 -4,9425 -5,1278 -5,2699 -5,3628 -5,4043 -5,3842 -5,2866 -5,1128 -4,8954 -4,6870 -4,5371 -4,4748 -4,5001 -4,5871 -4,7007 -4,8134 -4,9041 -4,9486 -4,9179 -4,7864 -4,5376 -4,1676 -3,6985 -3,1897 -2,7229 -2,3704 -2,1793 -2,1728 -2,3473 -2,6610 -3,0381 -3,3904 -3,6377 -3,7158 -3,5824 -3,2300 -2,7000 -2,0805 -1,4815 -1,0063 -0,7273 -0,6645 -0,7811 -1,0096 -1,2876 -1,5758 -1,8502 -2,0893 -2,2744 -2,4053 -2,5101 -2,6332 -2,8073 -3,0337 -3,2826 -3,5086 -3,6661 -3,7180 -3,6453 -3,4651 -3,2395 -3,0582 -3,0020 -3,1103 -3,3681 -3,7161 -4,0736 -4,3556 -4,4900 -4,4438 -4,2352 -3,9162 -3,5457 -3,1708 -2,8220 -2,5160 -2,2656 -2,0887 -2,0038 -2,0145 -2,0930 -2,1847 -2,2378 -2,2273 -2,1557 -2,0402 -1,8995 -1,7451 -1,5879 -1,4498 -1,3677 -1,3876 -1,5529 -1,8849 -2,3641 -2,9272 -3,4959 -4,0104 -4,4381 -4,7669 -5,0025 -5,1642 -5,2713 -5,3311 -5,3417 -5,3026 -5,2251 -5,1396 -5,0906 -5,1154 -5,2268 -5,4137 -5,6530 -5,9187 -6,1869 -6,4439 -6,6894 -6,9274 -7,1486 -7,3239 -7,4182 -7,4063 -7,2772 -7,0334 -6,6894 -6,2696 -5,8100 -5,3612 -4,9795 -4,7091 -4,5787 -4,6040 -4,7775 -5,0515 -5,3454 -5,5802 -5,7095 -5,7225 -5,6330 -5,4730 -5,2876 -5,1184 -4,9883 -4,8952 -4,8155 -4,7296 -4,6415 -4,5631 -4,4870 -4,3850 -4,2264 -3,9970 -3,7089 -3,3945 -3,0881 -2,8154 -2,5942 -2,4392 -2,3625 -2,3698 -2,4573 -2,6174 -2,8481 -3,1514 -3,5179 -3,9192 -4,3240 -4,7135 -5,0768 -5,4025 -5,6817 -5,9172 -6,1221 -6,3047 -6,4615 -6,5872 -6,6790 -6,7286 -6,7294 -6,6919 -6,6373 -6,5765 -6,5024 -6,3991 -6,2578 -6,0836 -5,8890 -5,6883 -5,4953 -5,3185 -5,1540 -4,9856 -4,7983 -4,5955 -4,4010 -4,2373 -4,1007 -3,9625 -3,7933 -3,5865 -3,3623 -3,1500 -2,9713 -2,8415 -2,7704 -2,7515 -2,7588 -2,7639 -2,7492 -2,7028 -2,6176 -2,5018 -2,3831 -2,2965 -2,2667 -2,2924 -2,3465 -2,3964 -2,4220 -2,4175 -2,3889 -2,3579 -2,3605 -2,4225 -2,5364 -2,6665 -2,7707 -2,8103 -2,7501 -2,5670 -2,2648 -1,8853 -1,5018 -1,1996 -1,0526 -1,0963 -1,3069 -1,6125 -1,9330 -2,2059 -2,3849 -2,4403 -2,3718 -2,2178 -2,0445 -1,9145 -1,8576 -1,8680 -1,9243 -2,0084 -2,1063 -2,1953 -2,2387 -2,1972 -2,0480 -1,7967 -1,4659 -1,0794 -0,6621 -0,2460 0,1338 0,4444 0,6542 0,7320 0,6522 0,4071 0,0210 -0,4509 -0,9436 -1,4030 -1,7943 -2,1027 -2,3281 -2,4746 -2,5490 -2,5734 -2,5900 -2,6375 -2,7241 -2,8280 -2,9210 -2,9863 -3,0212 -3,0329 -3,0364 -3,0438 -3,0560 -3,0724 -3,1024 -3,1516 -3,1938 -3,1741 -3,0456 -2,7991 -2,4620 -2,0770 -1,6911 -1,3530 -1,1071 -0,9829 -0,9803 -1,0612 -1,1628 -1,2335 -1,2618 -1,2759 -1,3105 -1,3761 -1,4608 -1,5485 -1,6256 -1,6796 -1,6983 -1,6641 -1,5546 -1,3588 -1,0871 -0,7599 -0,3894 0,0236 0,4721 0,9265 1,3442 1,6943 1,9678 2,1699 2,3044 2,3628 2,3286 2,1989 1,9941 1,7431 1,4700 1,1941 0,9290 0,6770 0,4290 0,1772 -0,0781 -0,3321 -0,5848 -0,8423 -1,1100 -1,3875 -1,6717 -1,9606 -2,2545 -2,5592 -2,8838 -3,2231 -3,5399 -3,7771 -3,8939 -3,8940 -3,8206 -3,7251 -3,6365 -3,5567 -3,4771 -3,3933 -3,3089 -3,2408 -3,2269 -3,3160 -3,5442 -3,9109 -4,3737 -4,8667 -5,3274 -5,7079 -5,9736 -6,1039 -6,0920 -5,9455 -5,6879 -5,3551 -4,9890 -4,6274 -4,2922 -3,9853 -3,6965 -3,4124 -3,1228 -2,8305 -2,5581 -2,3379 -2,1937 -2,1346 -2,1688 -2,3149 -2,5850 -2,9550 -3,3560 -3,7003 -3,9228 -4,0094 -3,9954 -3,9338 -3,8566
F7    0,6731 0,8303 0,9275 0,9447 0,8957 0,8221 0,7818 0,8233 0,9590 1,1591 1,3702 1,5424 1,6485 1,6885 1,6797 1,6400 1,5778 1,4947 1,3973 1,2969 1,2050 1,1389 1,1164 1,1394 1,1876 1,2233 1,1996 1,0734 0,8199 0,4515 0,0237 -0,3935 -0,7600 -1,0793 -1,3740 -1,6599 -1,9383 -2,1943 -2,3924 -2,4929 -2,4826 -2,3837 -2,2329 -2,0634 -1,9055 -1,7921 -1,7532 -1,8032 -1,9309 -2,0992 -2,2575 -2,3586 -2,3751 -2,3040 -2,1592 -1,9571 -1,7085 -1,4190 -1,0947 -0,7466 -0,3907 -0,0466 0,2633 0,5182 0,7106 0,8561 0,9894 1,1408 1,3105 1,4718 1,6033 1,7188 1,8697 2,1199 2,5015 2,9916 3,5442 4,1287 4,7223 5,2851 5,7624 6,1060 6,2940 6,3413 6,2913 6,1888 6,0599 5,9169 5,7752 5,6534 5,5622 5,4993 5,4526 5,4026 5,3260 5,2058 5,0344 4,8029 4,4972 4,1111 3,6591 3,1745 2,6983 2,2676 1,9091 1,6413 1,4774 1,4172 1,4312 1,4599 1,4468 1,3778 1,2891 1,2441 1,3001 1,4800 1,7602 2,0879 2,4091 2,6844 2,8986 3,0662 3,2152 3,3587 3,4903 3,6038 3,7042 3,7958 3,8745 3,9414 4,0166 4,1289 4,2917 4,4871 4,6748 4,8184 4,9069 4,9541 4,9841 5,0172 5,0618 5,1198 5,1977 5,3117 5,4895 5,7633 6,1498 6,6345 7,1830 7,7629 8,3490 8,9092 9,3972 9,7705 10,0137 10,1377 10,1578 10,0802 9,9158 9,6937 9,4534 9,2253 9,0226 8,8467 8,6928 8,5549 8,4365 8,3505 8,3029 8,2771 8,2341 8,1276 7,9217 7,5983 7,1623 6,6432 6,0810 5,5054 4,9198 4,3020 3,6288 2,9063 2,1725 1,4737 0,8480 0,3232 -0,0828 -0,3661 -0,5429 -0,6504 -0,7376 -0,8447 -0,9867 -1,1604 -1,3621 -1,5882 -1,8247 -2,0565 -2,2875 -2,5399 -2,8284 -3,1371 -3,4235 -3,6424 -3,7607 -3,7511 -3,5879 -3,2654 -2,8244 -2,3510 -1,9435 -1,6733 -1,5603 -1,5677 -1,6205 -1,6465 -1,6113 -1,5195 -1,3941 -1,2562 -1,1196 -0,9956 -0,8946 -0,8291 -0,8164 -0,8675 -0,9693 -1,0924 -1,2179 -1,3392 -1,4363 -1,4740 -1,4312 -1,3164 -1,1505 -0,9440 -0,6950 -0,4110 -0,1246 0,1154 0,2650 0,2999 0,2219 0,0575 -0,1528 -0,3713 -0,5734 -0,7467 -0,8921 -1,0248 -1,1636 -1,3124 -1,4550 -1,5649 -1,6213 -1,6211 -1,5807 -1,5269 -1,4832 -1,4663 -1,4863 -1,5489 -1,6550 -1,7986 -1,9660 -2,1311 -2,2605 -2,3371 -2,3709 -2,3738 -2,3393 -2,2501 -2,0952 -1,8835 -1,6486 -1,4388 -1,2960 -1,2341 -1,2402 -1,2973 -1,3976 -1,5342 -1,6959 -1,8700 -2,0433 -2,2037 -2,3451 -2,4640 -2,5467 -2,5655 -2,4941 -2,3254 -2,0751 -1,7769 -1,4758 -1,2170 -1,0413 -0,9894 -1,0949 -1,3676 -1,7883 -2,3155 -2,8931 -3,4564 -3,9375 -4,2731 -4,4165 -4,3555 -4,1271 -3,8073 -3,4774 -3,1929 -2,9793 -2,8454 -2,7893 -2,7964 -2,8540 -2,9750 -3,1966 -3,5405 -3,9795 -4,4442 -4,8586 -5,1716 -5,3631 -5,4314 -5,3789 -5,2117 -4,9535 -4,6496 -4,3492 -4,0898 -3,8995 -3,7970 -3,7804 -3,8283 -3,9215 -4,0568 -4,2385 -4,4613 -4,7006 -4,9106 -5,0356 -5,0329 -4,8949 -4,6505 -4,3503 -4,0410 -3,7364 -3,4141 -3,0548 -2,6788 -2,3442 -2,1164 -2,0384 -2,1122 -2,3023 -2,5521 -2,7968 -2,9764 -3,0502 -3,0113 -2,8898 -2,7323 -2,5736 -2,4348 -2,3417 -2,3290 -2,4265 -2,6493 -2,9932 -3,4323 -3,9228 -4,4102 -4,8350 -5,1474 -5,3214 -5,3538 -5,2527 -5,0358 -4,7345 -4,3944 -4,0659 -3,7844 -3,5570 -3,3709 -3,2111 -3,0652 -2,9257 -2,7875 -2,6402 -2,4662 -2,2529 -2,0091 -1,7742 -1,6057 -1,5439 -1,5838 -1,6784 -1,7716 -1,8293 -1,8437 -1,8161 -1,7426 -1,6112 -1,4123 -1,1499 -0,8480 -0,5457 -0,2831 -0,0878 0,0290 0,0681 0,0376 -0,0495 -0,1809 -0,3479 -0,5422 -0,7509 -0,9565 -1,1432 -1,2973 -1,4053 -1,4615 -1,4735 -1,4594 -1,4434 -1,4450 -1,4651 -1,4813 -1,4565 -1,3574 -1,1801 -0,9571 -0,7377 -0,5683 -0,4846 -0,5044 -0,6239 -0,8270 -1,0865 -1,3551 -1,5700 -1,6738 -1,6342 -1,4580 -1,1888 -0,8814 -0,5787 -0,3068 -0,0841 0,0703 0,1383 0,1101 -0,0051 -0,1792 -0,3718 -0,5316 -0,6026 -0,5558 -0,4139 -0,2333 -0,0604 0,0963 0,2567 0,4294 0,5889 0,6974 0,7341 0,6990 0,6025 0,4594 0,2811 0,0651 -0,1994 -0,5121 -0,8521 -1,1864 -1,4817 -1,7127 -1,8694 -1,9613 -2,0152 -2,0700 -2,1625 -2,3046 -2,4714 -2,6157 -2,6962 -2,6962 -2,6205 -2,4779 -2,2717 -2,0071 -1,6989 -1,3677 -1,0325 -0,7110 -0,4188 -0,1688 0,0273 0,1634 0,2513 0,3183 0,3812 0,4215 0,3998 0,3001 0,1522 0,0100 -0,0766 -0,0705 0,0417 0,2449 0,5184 0,8579 1,2664 1,7368 2,2534 2,8026 3,3754 3,9538 4,4890 4,9107 5,1750 5,2923 5,3038 5,2419 5,1116 4,9004 4,6025 4,2342 3,8288 3,4255 3,0632 2,7743 2,5757 2,4611 2,4050 2,3737 2,3314 2,2452 2,0920 1,8602 1,5481 1,1688 0,7522 0,3298 -0,0863 -0,4992 -0,9002 -1,2548 -1,5182 -1,6601 -1,6806 -1,6094 -1,4910 -1,3579 -1,2168 -1,0694 -0,9360 -0,8475 -0,8230 -0,8529 -0,9025 -0,9342 -0,9309 -0,9057 -0,8908 -0,9160 -0,9930 -1,1207 -1,2989 -1,5313 -1,8207 -2,1628 -2,5417 -2,9262 -3,2673 -3,5009 -3,5743 -3,4858 -3,2957 -3,0897 -2,9328 -2,8487 -2,8263 -2,8347 -2,8373 -2,8076 -2,7337 -2,6101 -2,4312 -2,1983 -1,9296 -1,6587 -1,4207 -1,2403 -1,1253 -1,0599
