Fp1   -3,6057 -2,7328 -1,5325 -0,1565 1,1655 2,1400 2,4274 1,7569 0,1116 -2,1902 -4,6117 -6,6162 -7,8502 -8,2292 -7,8887 -7,0510 -5,9157 -4,6083 -3,1829 -1,6843 -0,2355 0,9468 1,6835 2,0187 2,2309 2,6065 3,2043 3,8478 4,2987 4,4003 4,1119 3,4921 2,6707 1,8007 1,0130 0,4089 0,0617 -0,0040 0,1743 0,5282 1,0158 1,6285 2,3079 2,8646 3,0418 2,7206 2,0889 1,5781 1,5765 2,1723 3,1177 3,9659 4,2620 3,7495 2,5178 0,9702 -0,3766 -1,1091 -1,0533 -0,3353 0,6700 1,5168 1,9013 1,7640 1,2112 0,3640 -0,6993 -1,9137 -3,2129 -4,5261 -5,7231 -6,5798 -6,8778 -6,5352 -5,6248 -4,3265 -2,8699 -1,4589 -0,2304 0,7225 1,3551 1,7303 2,0051 2,3193 2,7318 3,2501 3,8472 4,4437 4,8998 5,0026 4,4650 3,0248 0,6465 -2,3381 -5,3306 -7,7529 -9,2624 -9,7445 -9,1973 -7,6836 -5,3767 -2,5837 0,3052 2,8697 4,6885 5,3873 4,7266 2,6857 -0,5314 -4,5654 -8,9537 -13,1670 -16,7080 -19,2268 -20,5491 -20,6479 -19,6282 -17,6942 -15,0944 -12,1445 -9,2802 -6,9839 -5,6140 -5,2873 -5,8573 -6,9658 -8,1637 -9,0583 -9,4249 -9,2549 -8,7153 -7,9979 -7,1404 -5,9982 -4,4215 -2,4725 -0,4860 1,0653 1,7869 1,5081 0,3055 -1,5373 -3,6139 -5,5178 -6,9405 -7,6853 -7,6337 -6,7396 -5,0600 -2,7699 -0,1451 2,4693 4,7130 6,2925 7,0530 6,9897 6,2154 4,9294 3,3882 1,8553 0,5419 -0,4224 -0,9724 -1,0809 -0,7509 -0,0144 1,0624 2,3524 3,6600 4,7885 5,6549 6,3361 6,9704 7,6012 8,1481 8,5232 8,7153 8,7515 8,6310 8,3087 7,7050 6,7457 5,4485 3,9922 2,6808 1,8219 1,6442 2,2830 3,7302 5,7548 7,9275 9,7548 10,8294 10,9479 10,1428 8,6032 6,5926 4,4453 2,5326 1,1411 0,3763 0,1900 0,4688 1,0938 1,9453 2,8492 3,5164 3,6048 2,9074 1,4999 -0,2553 -1,8314 -2,7309 -2,6796 -1,7596 -0,4153 0,7301 1,1809 0,7994 -0,1808 -1,3459 -2,3426 -2,9922 -3,2633 -3,2321 -3,0640 -2,9440 -2,9940 -3,2557 -3,7014 -4,2536 -4,8111 -5,2335 -5,3364 -4,9822 -4,2011 -3,2116 -2,2949 -1,6298 -1,2474 -1,0948 -1,0855 -1,1436 -1,2873 -1,6267 -2,2261 -3,0149 -3,8597 -4,6787 -5,4827 -6,3560 -7,4112 -8,7086 -10,1776 -11,6210 -12,8117 -13,5783 -13,8031 -13,3786 -12,2136 -10,3051 -7,7826 -4,8884 -1,9507 0,6362 2,4630 3,2149 2,8042 1,4249 -0,5033 -2,4629 -4,0363 -5,1004 -5,8428 -6,5593 -7,4016 -8,2690 -8,8837 -8,9620 -8,3717 -7,2041 -5,7387 -4,3342 -3,3006 -2,7855 -2,7298 -2,9430 -3,2464 -3,5637 -3,9103 -4,3087 -4,6832 -4,8271 -4,5139 -3,6718 -2,4727 -1,2946 -0,5620 -0,4988 -0,9684 -1,5739 -1,9507 -1,9856 -1,8082 -1,6412 -1,6526 -1,8780 -2,2310 -2,5742 -2,7857 -2,7832 -2,5150 -1,9419 -1,0306 0,2172 1,7074 3,2221 4,4650 5,1751 5,2542 4,8187 4,1119 3,3470 2,6229 1,9421 1,2632 0,5448 -0,2120 -0,9304 -1,4551 -1,6116 -1,3051 -0,5709 0,4594 1,6098 2,6665 3,3907 3,6025 3,2767 2,5595 1,6881 0,8573 0,1427 -0,4450 -0,8518 -0,9321 -0,4912 0,5935 2,2282 4,0494 5,5437 6,2732 6,0551 5,0070 3,4677 1,8452 0,4725 -0,4656 -0,9428 -1,0714 -1,0448 -1,0454 -1,1519 -1,3044 -1,3608 -1,2118 -0,8730 -0,4978 -0,2991 -0,4125 -0,8003 -1,2723 -1,6295 -1,8099 -1,8833 -1,9282 -1,9689 -2,0289 -2,1864 -2,5459 -3,1513 -3,9053 -4,5891 -5,0050 -5,0642 -4,7294 -3,9696 -2,8332 -1,5305 -0,3832 0,3570 0,6798 0,8159 1,0496 1,5198 2,1563 2,7398 3,0219 2,8535 2,2475 1,3385 0,2821 -0,8170 -1,9153 -2,9958 -3,9883 -4,6992 -4,8789 -4,3732 -3,1710 -1,3725 0,7880 2,9156 4,5641 5,4556 5,6013 5,1797 4,3261 3,0918 1,5633 -0,0685 -1,5525 -2,6346 -3,1008 -2,8509 -1,9530 -0,5870 1,0510 2,7603 4,3148 5,5297 6,3487 6,8327 7,0776 7,1361 6,9933 6,5967 5,8922 4,8504 3,5075 2,0105 0,6393 -0,2382 -0,3205 0,4607 1,9243 3,7770 5,7431 7,5835 9,0856 10,1023 10,5855 10,5539 10,0314 9,0321 7,6207 5,9818 4,4052 3,1919 2,5678 2,6512 3,4251 4,7121 6,2248 7,7029 9,0348 10,2436 11,3518 12,2732 12,8518 13,0056 12,8209 12,4836 12,1166 11,6853 11,0475 10,0807 8,7885 7,3149 5,8420 4,4646 3,1901 2,0583 1,2052 0,7649 0,7171 0,8706 0,9928 0,9365 0,6761 0,2729 -0,1917 -0,6727 -1,1821 -1,7580 -2,4177 -3,1456 -3,8901 -4,5283 -4,8676 -4,7631 -4,2422 -3,4677 -2,5984 -1,7030 -0,7467 0,3528 1,6027 2,8687 3,9498 4,7044 5,1190 5,2844 5,3122 5,2789 5,2340 5,2175 5,2346 5,2189 5,0769 4,7889 4,4101 3,9818 3,5264 3,1310 2,9539 3,1054 3,5331 4,0383 4,4102 4,5533 4,4990 4,3238 4,0743 3,7670 3,4602 3,3235 3,6001 4,4581 5,8579 7,5500 9,1810 10,4341 11,1374 11,2744 10,8934 10,0346 8,7655 7,2443 5,7121 4,4341 3,6408 3,4702 3,9079 4,7788 5,8371 6,8888 7,8204 8,5305 8,8816 8,7361 8,0230 6,7971 5,2906 3,8749 2,8823 2,4337 2,4453 2,7625 3,2470 3,7593 4,1059 4,0435 3,3709 2,0340 0,1470 -2,0582 -4,2611 -6,0805 -7,1846 -7,4289 -6,8696 -5,6666 -4,0227 -2,1839 -0,4211 1,0203 1,9633 2,3405 2,2474 1,9241 1,5849 1,2525 0,8002 0,1167 -0,7809 -1,7228 -2,4420 -2,6977 -2,4025
Fz    -0,6778 -0,5415 -0,3995 -0,2421 -0,0454 0,1857 0,3801 0,4231 0,2251 -0,2296 -0,8812 -1,6167 -2,3075 -2,8533 -3,2012 -3,3399 -3,2903 -3,0862 -2,7531 -2,3210 -1,8498 -1,4200 -1,0936 -0,8756 -0,7038 -0,4828 -0,1384 0,3507 0,9485 1,5749 2,1365 2,5621 2,8192 2,9107 2,8634 2,7120 2,4839 2,1997 1,8857 1,5807 1,3256 1,1416 1,0099 0,8739 0,6767 0,4151 0,1662 0,0455 0,1171 0,3366 0,5769 0,6949 0,5877 0,2295 -0,3170 -0,9276 -1,4702 -1,8479 -2,0213 -2,0194 -1,9323 -1,8766 -1,9410 -2,1424 -2,4339 -2,7533 -3,0634 -3,3614 -3,6598 -3,9568 -4,2118 -4,3484 -4,3008 -4,0694 -3,7275 -3,3731 -3,0706 -2,8278 -2,6237 -2,4472 -2,2974 -2,1574 -1,9931 -1,7824 -1,5347 -1,2884 -1,1030 -1,0517 -1,2018 -1,5913 -2,2228 -3,0711 -4,0695 -5,0900 -5,9725 -6,5957 -6,9154 -6,9419 -6,6978 -6,1986 -5,4734 -4,5955 -3,6926 -2,9273 -2,4649 -2,4408 -2,9302 -3,9250 -5,3299 -6,9873 -8,7150 -10,3331 -11,6763 -12,6095 -13,0532 -13,0094 -12,5680 -11,8764 -11,0878 -10,3327 -9,7100 -9,2769 -9,0386 -8,9507 -8,9389 -8,9236 -8,8368 -8,6314 -8,2940 -7,8541 -7,3737 -6,9030 -6,4321 -5,8984 -5,2531 -4,5215 -3,8020 -3,2145 -2,8483 -2,7380 -2,8594 -3,1342 -3,4494 -3,6945 -3,7934 -3,7150 -3,4650 -3,0741 -2,5930 -2,0832 -1,5958 -1,1546 -0,7587 -0,3956 -0,0573 0,2359 0,4222 0,4186 0,1722 -0,2976 -0,8979 -1,5003 -1,9888 -2,2849 -2,3495 -2,1739 -1,7736 -1,1961 -0,5247 0,1432 0,7433 1,2691 1,7427 2,1680 2,5203 2,7711 2,9130 2,9583 2,9200 2,7995 2,5887 2,2818 1,8892 1,4409 0,9749 0,5289 0,1528 -0,0834 -0,1255 0,0187 0,2791 0,5591 0,7648 0,8315 0,7467 0,5452 0,2861 0,0391 -0,1244 -0,1580 -0,0642 0,1135 0,3159 0,4844 0,5599 0,4728 0,1473 -0,4688 -1,3703 -2,4841 -3,6797 -4,7929 -5,6659 -6,1954 -6,3700 -6,2743 -6,0426 -5,7837 -5,5317 -5,2572 -4,9249 -4,5478 -4,1918 -3,9368 -3,8423 -3,9340 -4,2009 -4,5985 -5,0589 -5,5061 -5,8797 -6,1494 -6,2980 -6,3015 -6,1402 -5,8179 -5,3671 -4,8398 -4,2857 -3,7377 -3,2175 -2,7377 -2,3045 -1,9424 -1,7066 -1,6548 -1,8190 -2,2047 -2,7968 -3,5528 -4,4089 -5,3046 -6,1922 -7,0131 -7,6855 -8,1277 -8,2907 -8,1611 -7,7423 -7,0432 -6,0934 -4,9631 -3,7685 -2,6625 -1,8073 -1,3327 -1,2977 -1,6751 -2,3597 -3,1863 -3,9598 -4,5102 -4,7505 -4,6946 -4,4295 -4,0725 -3,7315 -3,4776 -3,3450 -3,3483 -3,4932 -3,7714 -4,1496 -4,5632 -4,9206 -5,1277 -5,1275 -4,9258 -4,5788 -4,1566 -3,7115 -3,2694 -2,8407 -2,4401 -2,0992 -1,8689 -1,8128 -1,9775 -2,3410 -2,7912 -3,1755 -3,3906 -3,4338 -3,3807 -3,3296 -3,3625 -3,5186 -3,7747 -4,0541 -4,2714 -4,3786 -4,3695 -4,2424 -3,9742 -3,5399 -2,9546 -2,2875 -1,6366 -1,0967 -0,7349 -0,5737 -0,5905 -0,7363 -0,9586 -1,2163 -1,4839 -1,7426 -1,9693 -2,1268 -2,1605 -2,0122 -1,6536 -1,1132 -0,4770 0,1326 0,5911 0,8044 0,7290 0,3809 -0,1674 -0,8149 -1,4787 -2,1177 -2,7075 -3,1994 -3,5135 -3,5692 -3,3260 -2,8129 -2,1327 -1,4310 -0,8352 -0,4042 -0,1339 -0,0061 -0,0256 -0,2183 -0,5968 -1,1246 -1,7149 -2,2696 -2,7165 -3,0182 -3,1630 -3,1596 -3,0380 -2,8500 -2,6627 -2,5363 -2,4950 -2,5209 -2,5775 -2,6449 -2,7309 -2,8429 -2,9566 -3,0267 -3,0323 -3,0002 -2,9889 -3,0643 -3,2689 -3,5879 -3,9471 -4,2455 -4,3924 -4,3376 -4,0928 -3,7297 -3,3512 -3,0499 -2,8697 -2,7918 -2,7574 -2,7089 -2,6244 -2,5286 -2,4679 -2,4735 -2,5489 -2,6903 -2,9025 -3,1907 -3,5390 -3,9058 -4,2324 -4,4534 -4,5046 -4,3344 -3,9243 -3,3107 -2,5919 -1,9070 -1,3878 -1,1006 -1,0175 -1,0515 -1,1310 -1,2358 -1,3704 -1,5297 -1,6958 -1,8459 -1,9518 -1,9846 -1,9216 -1,7398 -1,4143 -0,9461 -0,3959 0,1236 0,4990 0,6751 0,6711 0,5365 0,3021 -0,0190 -0,4009 -0,7915 -1,1227 -1,3302 -1,3692 -1,2174 -0,8772 -0,3809 0,2115 0,8261 1,3843 1,8037 2,0161 2,0028 1,8051 1,4904 1,1025 0,6522 0,1542 -0,3378 -0,7342 -0,9402 -0,8859 -0,5524 0,0096 0,6825 1,3166 1,7867 2,0382 2,0870 1,9782 1,7417 1,3828 0,9157 0,4007 -0,0665 -0,4077 -0,6068 -0,7057 -0,7649 -0,8295 -0,9256 -1,0810 -1,3359 -1,7152 -2,1940 -2,7083 -3,2034 -3,6668 -4,1195 -4,5818 -5,0520 -5,5120 -5,9434 -6,3458 -6,7515 -7,2135 -7,7638 -8,3872 -9,0408 -9,6820 -10,2670 -10,7368 -11,0315 -11,1167 -10,9917 -10,6871 -10,2538 -9,7226 -9,0846 -8,3260 -7,4632 -6,5330 -5,5723 -4,6167 -3,7040 -2,8767 -2,1808 -1,6471 -1,2667 -0,9985 -0,8055 -0,6767 -0,6136 -0,6130 -0,6663 -0,7557 -0,8396 -0,8569 -0,7660 -0,5772 -0,3384 -0,0974 0,1157 0,2841 0,3964 0,4508 0,4584 0,4359 0,4007 0,3730 0,3732 0,4099 0,4697 0,5179 0,5245 0,5038 0,5183 0,6292 0,8455 1,1198 1,3767 1,5426 1,5700 1,4559 1,2467 1,0138 0,8158 0,6827 0,6257 0,6418 0,7035 0,7568 0,7357 0,5798 0,2595 -0,1954 -0,6947 -1,1330 -1,4494 -1,6478 -1,7686 -1,8580 -1,9732 -2,1909 -2,5831 -3,1704 -3,8966 -4,6588 -5,3598 -5,9264 -6,3006 -6,4494 -6,3853 -6,1562 -5,8147 -5,4166 -5,0440 -4,7971 -4,7459 -4,8923 -5,1722 -5,4772 -5,6861 -5,7190 -5,5784 -5,3302 -5,0527 -4,8006 -4,5893 -4,3982 -4,1944 -3,9692
F3    -3,3077 -3,4717 -3,3141 -2,8467 -2,1208 -1,2488 -0,4177 0,1715 0,4103 0,3176 -0,0239 -0,5325 -1,1412 -1,7852 -2,3950 -2,9080 -3,2807 -3,4735 -3,4442 -3,1834 -2,7409 -2,1981 -1,6208 -1,0278 -0,3915 0,3214 1,0964 1,8556 2,4917 2,9234 3,1456 3,2348 3,2906 3,3698 3,4617 3,5034 3,4138 3,1418 2,7069 2,1993 1,7416 1,4292 1,2705 1,1650 0,9616 0,5785 0,0851 -0,3430 -0,5547 -0,5154 -0,3002 -0,0337 0,1700 0,2527 0,2349 0,1993 0,2399 0,4054 0,6587 0,8686 0,8606 0,5113 -0,1694 -1,0379 -1,9092 -2,6544 -3,2280 -3,6439 -3,9418 -4,1432 -4,2117 -4,0659 -3,6546 -3,0173 -2,2683 -1,5393 -0,9384 -0,5480 -0,4372 -0,6481 -1,1426 -1,7761 -2,3530 -2,7187 -2,8031 -2,6047 -2,1733 -1,6190 -1,1115 -0,8363 -0,9346 -1,4620 -2,3578 -3,4424 -4,4938 -5,3662 -6,0331 -6,5149 -6,7822 -6,7438 -6,3227 -5,5385 -4,5325 -3,5381 -2,8149 -2,5723 -2,9140 -3,8122 -5,1206 -6,6396 -8,1951 -9,6677 -10,9715 -12,0294 -12,7589 -13,0702 -12,8995 -12,2674 -11,3116 -10,2648 -9,3855 -8,8696 -8,7857 -9,0675 -9,5564 -10,0560 -10,3765 -10,3717 -9,9716 -9,2162 -8,2621 -7,3053 -6,4522 -5,6699 -4,8680 -4,0174 -3,1974 -2,5499 -2,1952 -2,1881 -2,5144 -3,0873 -3,7529 -4,3366 -4,7009 -4,7741 -4,5562 -4,1096 -3,5296 -2,9107 -2,3272 -1,8290 -1,4370 -1,1334 -0,8841 -0,6950 -0,6367 -0,7941 -1,1911 -1,7620 -2,3863 -2,9479 -3,3658 -3,5911 -3,6032 -3,4099 -3,0343 -2,5041 -1,8593 -1,1512 -0,4206 0,3131 1,0264 1,6585 2,1220 2,3559 2,3650 2,2046 1,9456 1,6503 1,3503 1,0357 0,6801 0,2857 -0,1134 -0,4861 -0,8063 -1,0160 -1,0337 -0,8169 -0,3971 0,1235 0,5832 0,8012 0,6519 0,1166 -0,7059 -1,6206 -2,4041 -2,8946 -3,0361 -2,8633 -2,4628 -1,9324 -1,3594 -0,8371 -0,4913 -0,4648 -0,8552 -1,6455 -2,6763 -3,7001 -4,5021 -4,9964 -5,2318 -5,3342 -5,4346 -5,6097 -5,8533 -6,0972 -6,2798 -6,3974 -6,4847 -6,5640 -6,6262 -6,6405 -6,5707 -6,3924 -6,1102 -5,7581 -5,3859 -5,0334 -4,7016 -4,3610 -3,9993 -3,6432 -3,3321 -3,0835 -2,8858 -2,7252 -2,6080 -2,5447 -2,5409 -2,6270 -2,8526 -3,2318 -3,7233 -4,2741 -4,8507 -5,4282 -5,9799 -6,4967 -6,9966 -7,4903 -7,9357 -8,2304 -8,2552 -7,9346 -7,2768 -6,3705 -5,3484 -4,3364 -3,4237 -2,6783 -2,1680 -1,9498 -2,0501 -2,4614 -3,1387 -3,9776 -4,8110 -5,4604 -5,8059 -5,8227 -5,5814 -5,2207 -4,8948 -4,7049 -4,6636 -4,7274 -4,8622 -5,0621 -5,3092 -5,5505 -5,7181 -5,7488 -5,5973 -5,2514 -4,7319 -4,0829 -3,3779 -2,7148 -2,1866 -1,8618 -1,7930 -2,0183 -2,5398 -3,2912 -4,1244 -4,8574 -5,3723 -5,6746 -5,8552 -5,9965 -6,1184 -6,1986 -6,2062 -6,1091 -5,8706 -5,4590 -4,8668 -4,1287 -3,3151 -2,5139 -1,8226 -1,3398 -1,1306 -1,1991 -1,4968 -1,9456 -2,4581 -2,9617 -3,4207 -3,8247 -4,1553 -4,3786 -4,4757 -4,4630 -4,3701 -4,2002 -3,9232 -3,5028 -2,9243 -2,2091 -1,4316 -0,7249 -0,2525 -0,1562 -0,4998 -1,2268 -2,1705 -3,1308 -3,9640 -4,6075 -5,0379 -5,2256 -5,1318 -4,7422 -4,1078 -3,3529 -2,6288 -2,0399 -1,6098 -1,3202 -1,1721 -1,2062 -1,4840 -2,0461 -2,8653 -3,8361 -4,8072 -5,6149 -6,1102 -6,2090 -5,9359 -5,4083 -4,7804 -4,1986 -3,7720 -3,5434 -3,4889 -3,5562 -3,7079 -3,9285 -4,1977 -4,4731 -4,7190 -4,9433 -5,1870 -5,4731 -5,7758 -6,0292 -6,1619 -6,1316 -5,9236 -5,5366 -4,9944 -4,3684 -3,7720 -3,3316 -3,1464 -3,2518 -3,6075 -4,1138 -4,6400 -5,0642 -5,3246 -5,4346 -5,4487 -5,4293 -5,4397 -5,5368 -5,7440 -6,0248 -6,2972 -6,4753 -6,4870 -6,2697 -5,7877 -5,0630 -4,1841 -3,2842 -2,5015 -1,9328 -1,5991 -1,4495 -1,4178 -1,4836 -1,6673 -1,9669 -2,3149 -2,6058 -2,7621 -2,7711 -2,6745 -2,5377 -2,4064 -2,2734 -2,0950 -1,8364 -1,5090 -1,1825 -0,9500 -0,8705 -0,9617 -1,2291 -1,6539 -2,1518 -2,5869 -2,8375 -2,8392 -2,5784 -2,0768 -1,3870 -0,5885 0,2292 0,9909 1,6424 2,1239 2,3527 2,2575 1,8308 1,1443 0,3162 -0,5228 -1,2432 -1,7275 -1,8991 -1,7451 -1,3112 -0,6868 0,0025 0,6100 0,9996 1,0875 0,8813 0,4726 -0,0229 -0,5226 -0,9909 -1,4076 -1,7285 -1,8871 -1,8422 -1,6231 -1,3188 -1,0276 -0,8202 -0,7284 -0,7561 -0,9027 -1,1655 -1,5229 -1,9420 -2,4113 -2,9565 -3,6090 -4,3540 -5,1188 -5,8181 -6,4044 -6,8870 -7,3255 -7,7943 -8,3287 -8,9056 -9,4793 -10,0225 -10,5152 -10,9085 -11,1339 -11,1511 -10,9644 -10,6083 -10,1250 -9,5293 -8,8016 -7,9459 -7,0349 -6,1636 -5,3659 -4,5924 -3,7710 -2,8887 -2,0173 -1,2611 -0,6908 -0,3309 -0,1899 -0,2747 -0,5775 -1,0679 -1,6980 -2,3945 -3,0441 -3,5153 -3,7139 -3,6235 -3,2920 -2,7776 -2,1176 -1,3522 -0,5706 0,0832 0,4685 0,5197 0,2764 -0,1406 -0,5883 -0,9562 -1,1928 -1,3051 -1,3306 -1,2877 -1,1579 -0,9268 -0,6171 -0,2690 0,0840 0,4122 0,6846 0,8771 0,9813 1,0053 0,9647 0,8778 0,7625 0,6231 0,4359 0,1648 -0,2024 -0,6482 -1,1474 -1,6739 -2,1883 -2,6402 -2,9897 -3,2240 -3,3510 -3,3861 -3,3642 -3,3724 -3,5446 -3,9825 -4,6674 -5,4606 -6,1847 -6,6998 -6,9384 -6,9203 -6,7390 -6,5001 -6,2540 -6,0031 -5,7696 -5,6262 -5,6511 -5,8692 -6,2337 -6,6401 -6,9607 -7,1079 -7,0754 -6,9069 -6,6511 -6,3493 -6,0231 -5,6645 -5,2570 -4,8099
F7    -2,4663 -2,6510 -2,7674 -2,8100 -2,7753 -2,6714 -2,5319 -2,4064 -2,3358 -2,3391 -2,4041 -2,4749 -2,4690 -2,3273 -2,0410 -1,6386 -1,1701 -0,6904 -0,2453 0,1197 0,3500 0,4040 0,2933 0,1080 -0,0077 0,0633 0,3365 0,7336 1,1541 1,5296 1,8285 2,0437 2,1831 2,2660 2,3219 2,3828 2,4597 2,5291 2,5487 2,4884 2,3459 2,1409 1,8970 1,6291 1,3450 1,0587 0,8046 0,6322 0,5788 0,6467 0,7988 0,9627 1,0533 1,0236 0,9010 0,7678 0,7085 0,7753 0,9788 1,2881 1,6326 1,9118 2,0337 1,9571 1,6908 1,2733 0,7749 0,2911 -0,0953 -0,3525 -0,5013 -0,5798 -0,6177 -0,6323 -0,6287 -0,5988 -0,5239 -0,3820 -0,1742 0,0473 0,2033 0,2515 0,2151 0,1523 0,1127 0,1187 0,1695 0,2437 0,2942 0,2533 0,0588 -0,3191 -0,8646 -1,5150 -2,1768 -2,7615 -3,2128 -3,4969 -3,5812 -3,4359 -3,0595 -2,4986 -1,8454 -1,2186 -0,7384 -0,5110 -0,6229 -1,1207 -1,9784 -3,0938 -4,3274 -5,5381 -6,5991 -7,4138 -7,9314 -8,1473 -8,0963 -7,8362 -7,4289 -6,9411 -6,4561 -6,0596 -5,7998 -5,6588 -5,5659 -5,4389 -5,2232 -4,9041 -4,4971 -4,0353 -3,5635 -3,1260 -2,7399 -2,3780 -1,9894 -1,5410 -1,0548 -0,6145 -0,3264 -0,2533 -0,3751 -0,6064 -0,8536 -1,0542 -1,1728 -1,1779 -1,0311 -0,6906 -0,1329 0,6083 1,4203 2,1388 2,6214 2,8097 2,7360 2,4776 2,0978 1,6241 1,0808 0,5312 0,0692 -0,2265 -0,3224 -0,2291 0,0153 0,3727 0,8223 1,3414 1,8809 2,3775 2,7879 3,1038 3,3384 3,5064 3,6168 3,6818 3,7166 3,7275 3,7102 3,6646 3,5943 3,4918 3,3404 3,1376 2,9042 2,6692 2,4669 2,3447 2,3467 2,4790 2,7009 2,9441 3,1405 3,2569 3,3103 3,3363 3,3525 3,3600 3,3589 3,3434 3,3009 3,2340 3,1769 3,1732 3,2324 3,3057 3,2999 3,1221 2,7253 2,1330 1,4275 0,7113 0,0691 -0,4419 -0,7937 -1,0061 -1,1499 -1,2996 -1,4760 -1,6401 -1,7420 -1,7709 -1,7604 -1,7541 -1,7771 -1,8330 -1,9178 -2,0302 -2,1720 -2,3347 -2,4918 -2,6065 -2,6422 -2,5710 -2,3836 -2,0916 -1,7221 -1,3159 -0,9282 -0,6210 -0,4372 -0,3746 -0,4022 -0,5043 -0,6965 -0,9980 -1,4093 -1,9130 -2,4813 -3,0771 -3,6584 -4,1881 -4,6333 -4,9537 -5,1041 -5,0662 -4,8671 -4,5550 -4,1597 -3,6832 -3,1226 -2,4918 -1,8297 -1,2052 -0,7154 -0,4599 -0,4982 -0,8226 -1,3707 -2,0498 -2,7463 -3,3445 -3,7664 -3,9982 -4,0733 -4,0390 -3,9350 -3,7876 -3,6174 -3,4460 -3,2968 -3,1890 -3,1293 -3,1121 -3,1219 -3,1264 -3,0776 -2,9379 -2,7056 -2,4125 -2,1006 -1,8007 -1,5306 -1,3021 -1,1236 -1,0030 -0,9601 -1,0211 -1,1824 -1,3883 -1,5622 -1,6608 -1,6933 -1,6862 -1,6482 -1,5740 -1,4621 -1,3181 -1,1498 -0,9620 -0,7633 -0,5724 -0,4079 -0,2734 -0,1601 -0,0612 0,0291 0,1196 0,2102 0,2828 0,3193 0,3239 0,3141 0,3007 0,2899 0,2905 0,3046 0,3223 0,3393 0,3769 0,4761 0,6719 0,9717 1,3476 1,7422 2,0912 2,3500 2,4967 2,5191 2,4127 2,1871 1,8599 1,4455 0,9612 0,4494 -0,0061 -0,2968 -0,3458 -0,1636 0,1452 0,4358 0,5954 0,5858 0,4319 0,1789 -0,1385 -0,5011 -0,8928 -1,2806 -1,6073 -1,8163 -1,8828 -1,8194 -1,6579 -1,4324 -1,1781 -0,9412 -0,7844 -0,7673 -0,9097 -1,1732 -1,4834 -1,7785 -2,0370 -2,2646 -2,4694 -2,6519 -2,8034 -2,9110 -2,9792 -3,0494 -3,1734 -3,3674 -3,6002 -3,8124 -3,9369 -3,9224 -3,7551 -3,4665 -3,1228 -2,7963 -2,5307 -2,3243 -2,1466 -1,9798 -1,8529 -1,8414 -2,0219 -2,4075 -2,9268 -3,4675 -3,9371 -4,2881 -4,5039 -4,5764 -4,4999 -4,2791 -3,9350 -3,4942 -2,9802 -2,4231 -1,8792 -1,4328 -1,1734 -1,1478 -1,3207 -1,5955 -1,8854 -2,1577 -2,4170 -2,6706 -2,9121 -3,1153 -3,2369 -3,2382 -3,1107 -2,8731 -2,5465 -2,1532 -1,7334 -1,3467 -1,0509 -0,8746 -0,8035 -0,8068 -0,8756 -1,0231 -1,2535 -1,5343 -1,7937 -1,9485 -1,9436 -1,7670 -1,4460 -1,0432 -0,6391 -0,2954 -0,0323 0,1545 0,2723 0,3317 0,3506 0,3421 0,3024 0,2194 0,0939 -0,0473 -0,1587 -0,2032 -0,1775 -0,1102 -0,0442 -0,0240 -0,0822 -0,2209 -0,4089 -0,6020 -0,7600 -0,8493 -0,8423 -0,7159 -0,4611 -0,1024 0,2949 0,6390 0,8404 0,8440 0,6490 0,2990 -0,1568 -0,6942 -1,3012 -1,9487 -2,5908 -3,1891 -3,7304 -4,2217 -4,6715 -5,0791 -5,4330 -5,7168 -5,9234 -6,0730 -6,2067 -6,3470 -6,4740 -6,5558 -6,5925 -6,6144 -6,6472 -6,6943 -6,7490 -6,8085 -6,8795 -6,9631 -7,0222 -6,9796 -6,7622 -6,3328 -5,6914 -4,8775 -3,9728 -3,0803 -2,2842 -1,6200 -1,0797 -0,6407 -0,2935 -0,0545 0,0515 0,0272 -0,0830 -0,2161 -0,3142 -0,3315 -0,2422 -0,0539 0,1919 0,4388 0,6381 0,7610 0,8008 0,7714 0,6971 0,5990 0,4920 0,3897 0,3064 0,2551 0,2508 0,3099 0,4390 0,6294 0,8729 1,1679 1,4910 1,7815 1,9733 2,0320 1,9593 1,7837 1,5496 1,3003 1,0623 0,8478 0,6696 0,5480 0,5046 0,5454 0,6484 0,7671 0,8459 0,8477 0,7726 0,6456 0,4846 0,2813 0,0144 -0,3217 -0,7033 -1,0967 -1,4861 -1,8739 -2,2533 -2,5910 -2,8458 -2,9909 -3,0084 -2,8842 -2,6340 -2,3218 -2,0335 -1,8333 -1,7520 -1,8018 -1,9809 -2,2655 -2,6113 -2,9598 -3,2287 -3,3261 -3,2102 -2,9322 -2,6067 -2,3519 -2,2473 -2,3135 -2,5089 -2,7450 -2,9319
