Fp1   -1,0178 -1,1283 -1,2731 -1,4078 -1,4956 -1,5364 -1,5728 -1,6573 -1,8082 -1,9968 -2,1675 -2,2600 -2,2229 -2,0311 -1,7005 -1,2836 -0,8493 -0,4605 -0,1588 0,0420 0,1533 0,2040 0,2267 0,2494 0,2936 0,3651 0,4451 0,5099 0,5599 0,6192 0,7115 0,8420 0,9944 1,1434 1,2757 1,3899 1,4782 1,5177 1,4861 1,3846 1,2425 1,1038 1,0097 0,9854 1,0333 1,1404 1,2817 1,4145 1,4840 1,4414 1,2630 0,9632 0,6014 0,2617 0,0064 -0,1513 -0,2258 -0,2250 -0,1477 -0,0036 0,1769 0,3615 0,5428 0,7389 0,9732 1,2553 1,5678 1,8662 2,1024 2,2548 2,3378 2,3877 2,4475 2,5449 2,6685 2,7769 2,8457 2,8909 2,9477 3,0382 3,1597 3,2964 3,4328 3,5491 3,6063 3,5479 3,3301 2,9554 2,4751 1,9617 1,4839 1,0983 0,8410 0,7122 0,6691 0,6382 0,5512 0,3879 0,1843 -0,0018 -0,1292 -0,1888 -0,2012 -0,2053 -0,2407 -0,3391 -0,5245 -0,8072 -1,1706 -1,5758 -1,9887 -2,3959 -2,7928 -3,1590 -3,4539 -3,6361 -3,6803 -3,5805 -3,3421 -2,9669 -2,4460 -1,7730 -0,9618 -0,0484 0,9192 1,8937 2,8314 3,6862 4,4134 4,9835 5,3898 5,6466 5,7876 5,8588 5,8980 5,9193 5,9205 5,8989 5,8582 5,8100 5,7734 5,7678 5,8001 5,8567 5,9171 5,9789 6,0574 6,1560 6,2451 6,2757 6,2111 6,0488 5,8241 5,5994 5,4406 5,3830 5,4112 5,4720 5,5108 5,5038 5,4609 5,4049 5,3536 5,3106 5,2616 5,1893 5,0945 4,9991 4,9291 4,9000 4,9155 4,9758 5,0825 5,2379 5,4435 5,6921 5,9555 6,1846 6,3308 6,3656 6,2842 6,0970 5,8191 5,4640 5,0443 4,5780 4,0965 3,6446 3,2687 2,9961 2,8196 2,7025 2,6033 2,4993 2,3902 2,2840 2,1769 2,0427 1,8476 1,5759 1,2425 0,8903 0,5787 0,3609 0,2567 0,2436 0,2755 0,3109 0,3296 0,3280 0,3049 0,2605 0,2101 0,1867 0,2202 0,3150 0,4518 0,6088 0,7761 0,9514 1,1290 1,2960 1,4357 1,5372 1,5967 1,6134 1,5870 1,5187 1,4157 1,2970 1,1911 1,1238 1,1085 1,1500 1,2564 1,4445 1,7270 2,0888 2,4753 2,8112 3,0308 3,0957 3,0009 2,7657 2,4108 1,9501 1,4095 0,8394 0,2906 -0,2134 -0,6756 -1,1042 -1,4972 -1,8361 -2,0834 -2,1880 -2,1050 -1,8228 -1,3776 -0,8481 -0,3376 0,0498 0,2418 0,2240 0,0382 -0,2476 -0,5780 -0,9305 -1,2989 -1,6640 -1,9903 -2,2445 -2,4100 -2,4919 -2,5180 -2,5291 -2,5529 -2,5821 -2,5825 -2,5185 -2,3711 -2,1433 -1,8594 -1,5586 -1,2836 -1,0668 -0,9215 -0,8511 -0,8671 -0,9878 -1,2118 -1,4948 -1,7600 -1,9364 -1,9941 -1,9501 -1,8508 -1,7486 -1,6832 -1,6669 -1,6826 -1,6953 -1,6626 -1,5438 -1,3114 -0,9615 -0,5157 -0,0156 0,4876 0,9416 1,2997 1,5320 1,6439 1,6791 1,7056 1,7918 1,9685 2,2025 2,4198 2,5617 2,6132 2,5882 2,4986 2,3474 2,1537 1,9808 1,9214 2,0424 2,3401 2,7419 3,1418 3,4480 3,6202 3,6777 3,6709 3,6446 3,6233 3,6228 3,6548 3,7098 3,7549 3,7627 3,7308 3,6726 3,6011 3,5205 3,4287 3,3345 3,2639 3,2499 3,3204 3,4888 3,7445 4,0469 4,3339 4,5411 4,6300 4,6055 4,5073 4,3874 4,2940 4,2565 4,2731 4,3145 4,3458 4,3489 4,3347 4,3369 4,3904 4,5125 4,6950 4,8979 5,0557 5,1058 5,0217 4,8253 4,5779 4,3546 4,2108 4,1596 4,1812 4,2539 4,3601 4,4634 4,5092 4,4675 4,3567 4,2190 4,0822 3,9525 3,8370 3,7632 3,7713 3,8882 4,1116 4,4108 4,7382 5,0455 5,3016 5,4964 5,6261 5,6827 5,6641 5,5766 5,4194 5,1907 4,9245 4,6952 4,5648 4,5314 4,5411 4,5451 4,5380 4,5470 4,5972 4,6925 4,8180 4,9421 5,0254 5,0507 5,0449 5,0616 5,1402 5,2784 5,4346 5,5543 5,5978 5,5577 5,4642 5,3760 5,3471 5,3932 5,4977 5,6453 5,8331 6,0495 6,2658 6,4583 6,6241 6,7672 6,8776 6,9329 6,9205 6,8583 6,7933 6,7737 6,8185 6,9136 7,0383 7,1919 7,3863 7,6235 7,8928 8,1800 8,4676 8,7277 8,9236 9,0202 8,9951 8,8404 8,5613 8,1751 7,7103 7,2028 6,6918 6,2167 5,8130 5,5048 5,3025 5,2047 5,1945 5,2417 5,3197 5,4178 5,5407 5,6955 5,8781 6,0655 6,2194 6,3030 6,2973 6,2086 6,0642 5,8970 5,7197 5,5097 5,2215 4,8149 4,2851 3,6779 3,0819 2,5933 2,2716 2,1216 2,1066 2,1746 2,2800 2,3940 2,5095 2,6408 2,8147 3,0547 3,3669 3,7381 4,1414 4,5433 4,9064 5,1927 5,3696 5,4195 5,3471 5,1792 4,9612 4,7524 4,6125 4,5840 4,6805 4,8885 5,1762 5,4993 5,8072 6,0458 6,1605 6,1086 5,8868 5,5538 5,2211 5,0091 4,9939 5,1858 5,5485 6,0256 6,5470 7,0282 7,3859 7,5601 7,5227 7,2769 6,8572 6,3221 5,7398 5,1701 4,6534 4,2277 3,9564 3,9130 4,1234 4,5300 5,0096 5,4245 5,6801 5,7591 5,7058 5,5737 5,3903 5,1613 4,8913 4,5940 4,2890 3,9933 3,7197 3,4840 3,3034 3,1755 3,0650 2,9228 2,7232 2,4743 2,1948 1,8987 1,6040 1,3419 1,1487 1,0538 1,0651 1,1567 1,2771 1,3719 1,3999 1,3434 1,2139 1,0499 0,9028 0,8184 0,8217 0,9132 1,0741 1,2729 1,4679 1,6205 1,7118 1,7463 1,7400 1,7067 1,6552 1,5907 1,5097 1,4018 1,2660 1,1262
Fz    0,0303 -0,0776 -0,2156 -0,3464 -0,4408 -0,4873 -0,4945 -0,4893 -0,5037 -0,5562 -0,6401 -0,7293 -0,7939 -0,8140 -0,7855 -0,7187 -0,6320 -0,5436 -0,4685 -0,4182 -0,4022 -0,4248 -0,4826 -0,5638 -0,6519 -0,7362 -0,8153 -0,8870 -0,9420 -0,9674 -0,9509 -0,8790 -0,7415 -0,5414 -0,2970 -0,0338 0,2252 0,4661 0,6838 0,8803 1,0652 1,2527 1,4533 1,6634 1,8627 2,0271 2,1426 2,2103 2,2446 2,2643 2,2781 2,2827 2,2760 2,2676 2,2733 2,3037 2,3610 2,4414 2,5374 2,6363 2,7248 2,8011 2,8818 2,9912 3,1451 3,3425 3,5679 3,7973 4,0062 4,1813 4,3308 4,4828 4,6691 4,9015 5,1629 5,4180 5,6335 5,7903 5,8871 5,9337 5,9381 5,9029 5,8343 5,7444 5,6384 5,5047 5,3200 5,0668 4,7464 4,3809 4,0089 3,6798 3,4377 3,2964 3,2259 3,1642 3,0481 2,8448 2,5656 2,2542 1,9619 1,7243 1,5487 1,4186 1,3078 1,1932 1,0583 0,8961 0,7156 0,5409 0,3969 0,3015 0,2663 0,2959 0,3824 0,5036 0,6328 0,7522 0,8632 0,9897 1,1707 1,4464 1,8478 2,3943 3,0928 3,9321 4,8756 5,8626 6,8211 7,6862 8,4171 9,0086 9,4900 9,9062 10,2911 10,6534 10,9816 11,2596 11,4769 11,6314 11,7297 11,7870 11,8175 11,8248 11,8061 11,7631 11,7054 11,6415 11,5716 11,4930 11,4127 11,3491 11,3192 11,3236 11,3394 11,3264 11,2408 11,0536 10,7686 10,4221 10,0602 9,7195 9,4274 9,2079 9,0788 9,0450 9,0961 9,2092 9,3559 9,5122 9,6652 9,8165 9,9756 10,1473 10,3247 10,4899 10,6194 10,6963 10,7203 10,7013 10,6448 10,5482 10,4066 10,2160 9,9736 9,6812 9,3444 8,9697 8,5625 8,1297 7,6810 7,2284 6,7846 6,3598 5,9573 5,5695 5,1793 4,7729 4,3553 3,9563 3,6214 3,3951 3,3030 3,3379 3,4566 3,5925 3,6810 3,6864 3,6127 3,4907 3,3539 3,2286 3,1350 3,0843 3,0754 3,0992 3,1476 3,2199 3,3213 3,4558 3,6230 3,8195 4,0420 4,2870 4,5468 4,8089 5,0607 5,2915 5,4902 5,6456 5,7543 5,8306 5,9040 6,0025 6,1328 6,2781 6,4122 6,5128 6,5688 6,5783 6,5414 6,4582 6,3346 6,1820 6,0127 5,8386 5,6717 5,5170 5,3631 5,1837 4,9550 4,6748 4,3681 4,0740 3,8261 3,6426 3,5311 3,4910 3,5078 3,5508 3,5810 3,5640 3,4801 3,3281 3,1192 2,8657 2,5722 2,2387 1,8780 1,5288 1,2503 1,0971 1,0952 1,2311 1,4613 1,7348 2,0134 2,2781 2,5270 2,7715 3,0294 3,3110 3,6079 3,8903 4,1127 4,2263 4,1953 4,0121 3,7042 3,3311 2,9672 2,6715 2,4650 2,3335 2,2521 2,2045 2,1914 2,2254 2,3177 2,4628 2,6383 2,8237 3,0172 3,2310 3,4756 3,7436 4,0058 4,2263 4,3888 4,5069 4,6100 4,7243 4,8605 5,0119 5,1601 5,2842 5,3649 5,3909 5,3694 5,3301 5,3185 5,3766 5,5196 5,7278 5,9656 6,2053 6,4352 6,6514 6,8470 7,0120 7,1422 7,2418 7,3138 7,3537 7,3536 7,3091 7,2240 7,1145 7,0027 6,9008 6,8034 6,6949 6,5575 6,3757 6,1500 5,9114 5,7151 5,6148 5,6344 5,7571 5,9401 6,1388 6,3198 6,4625 6,5566 6,5991 6,5876 6,5156 6,3768 6,1765 5,9370 5,6918 5,4748 5,3101 5,2055 5,1542 5,1502 5,2022 5,3257 5,5260 5,7878 6,0721 6,3206 6,4782 6,5202 6,4625 6,3469 6,2168 6,1008 6,0081 5,9370 5,8869 5,8589 5,8478 5,8452 5,8509 5,8728 5,9148 5,9673 6,0131 6,0458 6,0813 6,1477 6,2608 6,4150 6,5951 6,7873 6,9807 7,1640 7,3217 7,4319 7,4773 7,4606 7,4023 7,3223 7,2311 7,1371 7,0517 6,9850 6,9373 6,9000 6,8675 6,8470 6,8557 6,9106 7,0213 7,1833 7,3722 7,5465 7,6662 7,7130 7,6978 7,6515 7,6079 7,5898 7,6038 7,6435 7,6963 7,7526 7,8102 7,8708 7,9353 8,0089 8,1066 8,2382 8,3846 8,5025 8,5541 8,5287 8,4407 8,3170 8,1881 8,0846 8,0335 8,0507 8,1339 8,2624 8,4070 8,5443 8,6686 8,7886 8,9112 9,0312 9,1352 9,2079 9,2327 9,1944 9,0871 8,9190 8,7070 8,4677 8,2134 7,9551 7,7071 7,4839 7,2924 7,1293 6,9867 6,8602 6,7490 6,6475 6,5453 6,4415 6,3498 6,2842 6,2415 6,1951 6,1060 5,9411 5,6857 5,3447 4,9356 4,4834 4,0179 3,5700 3,1651 2,8174 2,5261 2,2781 2,0568 1,8506 1,6574 1,4823 1,3337 1,2185 1,1394 1,0965 1,0894 1,1176 1,1818 1,2824 1,4149 1,5631 1,7029 1,8169 1,9060 1,9864 2,0773 2,1905 2,3304 2,5027 2,7211 2,9989 3,3326 3,6934 4,0363 4,3239 4,5458 4,7200 4,8760 5,0429 5,2453 5,4976 5,7938 6,1076 6,4072 6,6718 6,8966 7,0875 7,2527 7,3989 7,5327 7,6599 7,7809 7,8879 7,9692 8,0145 8,0210 7,9947 7,9478 7,8930 7,8387 7,7894 7,7524 7,7439 7,7835 7,8795 8,0173 8,1618 8,2711 8,3116 8,2654 8,1273 7,9002 7,5955 7,2369 6,8578 6,4859 6,1321 5,7974 5,4899 5,2303 5,0388 4,9151 4,8295 4,7337 4,5831 4,3489 4,0190 3,5987 3,1152 2,6157 2,1541 1,7685 1,4647 1,2199 1,0027 0,7855 0,5482 0,2889 0,0336 -0,1728 -0,2898 -0,2996 -0,2103 -0,0477 0,1563 0,3707 0,5697 0,7391 0,8839 1,0281 1,2036 1,4324 1,7158 2,0344 2,3573 2,6552 2,9117 3,1268
F3    -0,0408 -0,1272 -0,2813 -0,4681 -0,6436 -0,7768 -0,8612 -0,9107 -0,9460 -0,9806 -1,0149 -1,0442 -1,0693 -1,0922 -1,1043 -1,0873 -1,0247 -0,9094 -0,7459 -0,5493 -0,3413 -0,1400 0,0436 0,2019 0,3273 0,4102 0,4384 0,4060 0,3226 0,2118 0,1026 0,0207 -0,0235 -0,0391 -0,0429 -0,0433 -0,0360 -0,0105 0,0465 0,1523 0,3228 0,5622 0,8574 1,1769 1,4749 1,7088 1,8561 1,9178 1,9142 1,8793 1,8442 1,8189 1,7924 1,7482 1,6772 1,5795 1,4606 1,3321 1,2178 1,1512 1,1612 1,2587 1,4346 1,6661 1,9242 2,1805 2,4122 2,6039 2,7499 2,8584 2,9548 3,0758 3,2555 3,5091 3,8238 4,1618 4,4727 4,7120 4,8549 4,9002 4,8645 4,7730 4,6497 4,5083 4,3433 4,1274 3,8243 3,4141 2,9125 2,3686 1,8502 1,4287 1,1605 1,0607 1,0863 1,1486 1,1554 1,0554 0,8534 0,5877 0,2957 -0,0033 -0,3039 -0,6053 -0,9053 -1,1989 -1,4807 -1,7449 -1,9792 -2,1610 -2,2644 -2,2694 -2,1655 -1,9568 -1,6702 -1,3553 -1,0643 -0,8269 -0,6382 -0,4685 -0,2849 -0,0669 0,1961 0,5167 0,9140 1,4007 1,9658 2,5720 3,1719 3,7286 4,2299 4,6914 5,1474 5,6338 6,1687 6,7395 7,3084 7,8292 8,2674 8,6104 8,8724 9,0872 9,2856 9,4697 9,6122 9,6799 9,6609 9,5689 9,4303 9,2704 9,1110 8,9705 8,8596 8,7760 8,7040 8,6200 8,5004 8,3294 8,1110 7,8729 7,6496 7,4613 7,3112 7,1982 7,1268 7,1032 7,1267 7,1880 7,2753 7,3768 7,4818 7,5841 7,6805 7,7684 7,8448 7,9047 7,9365 7,9246 7,8592 7,7388 7,5668 7,3525 7,1114 6,8542 6,5740 6,2473 5,8494 5,3744 4,8433 4,2911 3,7454 3,2200 2,7210 2,2520 1,8138 1,4068 1,0319 0,6928 0,4022 0,1837 0,0606 0,0427 0,1221 0,2672 0,4219 0,5202 0,5093 0,3706 0,1258 -0,1788 -0,4986 -0,8016 -1,0619 -1,2568 -1,3727 -1,4096 -1,3767 -1,2841 -1,1387 -0,9496 -0,7360 -0,5253 -0,3437 -0,2047 -0,1031 -0,0126 0,1055 0,2799 0,5097 0,7670 1,0184 1,2442 1,4424 1,6175 1,7706 1,8981 1,9946 2,0543 2,0713 2,0402 1,9551 1,8139 1,6191 1,3739 1,0853 0,7730 0,4674 0,1936 -0,0364 -0,2224 -0,3718 -0,4949 -0,5980 -0,6819 -0,7499 -0,8119 -0,8722 -0,9204 -0,9418 -0,9365 -0,9250 -0,9418 -1,0195 -1,1762 -1,4102 -1,7053 -2,0412 -2,4048 -2,7875 -3,1672 -3,4959 -3,7142 -3,7824 -3,7013 -3,5114 -3,2732 -3,0425 -2,8510 -2,6990 -2,5621 -2,4104 -2,2266 -2,0141 -1,7946 -1,6036 -1,4844 -1,4758 -1,5961 -1,8332 -2,1447 -2,4725 -2,7736 -3,0421 -3,2953 -3,5403 -3,7604 -3,9228 -3,9916 -3,9432 -3,7835 -3,5477 -3,2782 -3,0032 -2,7325 -2,4655 -2,2024 -1,9551 -1,7440 -1,5771 -1,4387 -1,3059 -1,1676 -1,0276 -0,8940 -0,7699 -0,6495 -0,5201 -0,3689 -0,1917 0,0061 0,2202 0,4587 0,7368 1,0622 1,4242 1,7989 2,1625 2,4963 2,7787 2,9838 3,0962 3,1227 3,0830 2,9955 2,8745 2,7348 2,5955 2,4781 2,3976 2,3544 2,3345 2,3153 2,2712 2,1812 2,0444 1,8925 1,7785 1,7479 1,8135 1,9496 2,1060 2,2299 2,2843 2,2609 2,1786 2,0657 1,9360 1,7808 1,5830 1,3393 1,0733 0,8283 0,6501 0,5712 0,5958 0,6967 0,8370 1,0027 1,2066 1,4615 1,7521 2,0279 2,2215 2,2811 2,1954 1,9988 1,7524 1,5118 1,3060 1,1452 1,0399 1,0021 1,0325 1,1183 1,2478 1,4172 1,6202 1,8375 2,0399 2,2004 2,3047 2,3553 2,3676 2,3637 2,3680 2,4037 2,4857 2,6158 2,7843 2,9697 3,1389 3,2649 3,3456 3,3932 3,4099 3,3842 3,3067 3,1827 3,0327 2,8836 2,7600 2,6773 2,6372 2,6274 2,6316 2,6444 2,6730 2,7264 2,8007 2,8760 2,9281 2,9450 2,9353 2,9236 2,9376 2,9921 3,0825 3,1954 3,3208 3,4524 3,5809 3,6919 3,7761 3,8435 3,9181 4,0147 4,1262 4,2339 4,3239 4,3930 4,4487 4,5056 4,5790 4,6797 4,8085 4,9540 5,1007 5,2408 5,3783 5,5233 5,6784 5,8286 5,9478 6,0130 6,0121 5,9399 5,7941 5,5794 5,3105 5,0037 4,6711 4,3246 3,9821 3,6684 3,4091 3,2200 3,0974 3,0220 2,9717 2,9278 2,8737 2,7995 2,7111 2,6302 2,5784 2,5550 2,5260 2,4402 2,2612 1,9897 1,6548 1,2828 0,8843 0,4731 0,0819 -0,2517 -0,5088 -0,7007 -0,8617 -1,0256 -1,2000 -1,3639 -1,4899 -1,5682 -1,6104 -1,6396 -1,6769 -1,7332 -1,8038 -1,8652 -1,8825 -1,8296 -1,7072 -1,5428 -1,3675 -1,1943 -1,0177 -0,8288 -0,6232 -0,3983 -0,1490 0,1294 0,4344 0,7517 1,0573 1,3229 1,5274 1,6717 1,7835 1,9051 2,0769 2,3178 2,6140 2,9271 3,2151 3,4455 3,5989 3,6732 3,6856 3,6673 3,6529 3,6697 3,7310 3,8316 3,9473 4,0419 4,0791 4,0345 3,9018 3,6952 3,4478 3,1980 2,9697 2,7689 2,5953 2,4523 2,3453 2,2779 2,2457 2,2345 2,2225 2,1868 2,1113 1,9909 1,8282 1,6296 1,4063 1,1764 0,9600 0,7733 0,6271 0,5276 0,4725 0,4448 0,4148 0,3520 0,2366 0,0594 -0,1838 -0,4911 -0,8491 -1,2321 -1,6112 -1,9690 -2,3085 -2,6426 -2,9791 -3,3179 -3,6518 -3,9591 -4,2024 -4,3422 -4,3575 -4,2549 -4,0638 -3,8210 -3,5545 -3,2796 -3,0104 -2,7640 -2,5521 -2,3707 -2,2014 -2,0244 -1,8289 -1,6162 -1,3933 -1,1683 -0,9486 -0,7434
F7    -0,5045 -0,5798 -0,7069 -0,8582 -0,9993 -1,1063 -1,1789 -1,2335 -1,2849 -1,3354 -1,3795 -1,4087 -1,4126 -1,3776 -1,2952 -1,1722 -1,0320 -0,9020 -0,8005 -0,7350 -0,7040 -0,6940 -0,6788 -0,6263 -0,5100 -0,3253 -0,0972 0,1360 0,3456 0,5201 0,6605 0,7742 0,8663 0,9334 0,9695 0,9747 0,9584 0,9357 0,9210 0,9261 0,9626 1,0419 1,1716 1,3472 1,5447 1,7256 1,8502 1,8872 1,8228 1,6633 1,4299 1,1527 0,8672 0,6069 0,3939 0,2359 0,1368 0,1076 0,1666 0,3225 0,5593 0,8426 1,1367 1,4110 1,6360 1,7860 1,8436 1,8024 1,6718 1,4835 1,2908 1,1573 1,1378 1,2548 1,4829 1,7594 2,0197 2,2263 2,3734 2,4724 2,5379 2,5839 2,6260 2,6723 2,7038 2,6691 2,5124 2,2166 1,8194 1,3849 0,9696 0,6097 0,3207 0,0920 -0,1177 -0,3672 -0,6970 -1,0897 -1,4726 -1,7687 -1,9458 -2,0280 -2,0706 -2,1260 -2,2239 -2,3730 -2,5710 -2,8075 -3,0572 -3,2802 -3,4362 -3,4984 -3,4544 -3,3115 -3,1056 -2,8951 -2,7294 -2,6217 -2,5439 -2,4410 -2,2552 -1,9491 -1,5126 -0,9586 -0,3174 0,3679 1,0449 1,6598 2,1708 2,5611 2,8413 3,0416 3,2022 3,3629 3,5496 3,7687 4,0114 4,2620 4,5008 4,7075 4,8705 4,9923 5,0803 5,1352 5,1534 5,1366 5,0925 5,0242 4,9247 4,7841 4,6042 4,4049 4,2188 4,0799 4,0118 4,0196 4,0832 4,1664 4,2405 4,3007 4,3567 4,4128 4,4640 4,5034 4,5218 4,5082 4,4560 4,3697 4,2619 4,1467 4,0387 3,9574 3,9219 3,9397 4,0073 4,1141 4,2398 4,3571 4,4453 4,4984 4,5176 4,4982 4,4227 4,2626 3,9899 3,5912 3,0789 2,4956 1,9105 1,3928 0,9756 0,6421 0,3445 0,0364 -0,3051 -0,6798 -1,0836 -1,5160 -1,9661 -2,4018 -2,7787 -3,0526 -3,1871 -3,1735 -3,0537 -2,9146 -2,8469 -2,9003 -3,0682 -3,3093 -3,5798 -3,8471 -4,0871 -4,2803 -4,4087 -4,4572 -4,4183 -4,2946 -4,1007 -3,8693 -3,6500 -3,4964 -3,4495 -3,5249 -3,7049 -3,9401 -4,1654 -4,3228 -4,3725 -4,2904 -4,0702 -3,7325 -3,3264 -2,9191 -2,5763 -2,3400 -2,2156 -2,1784 -2,1924 -2,2303 -2,2831 -2,3589 -2,4765 -2,6618 -2,9406 -3,3194 -3,7707 -4,2401 -4,6719 -5,0308 -5,3100 -5,5241 -5,6951 -5,8424 -5,9741 -6,0775 -6,1135 -6,0328 -5,8126 -5,4790 -5,1040 -4,7827 -4,5997 -4,5957 -4,7594 -5,0482 -5,4152 -5,8217 -6,2319 -6,6081 -6,9151 -7,1273 -7,2357 -7,2579 -7,2343 -7,2099 -7,2122 -7,2414 -7,2722 -7,2641 -7,1785 -6,9959 -6,7245 -6,3978 -6,0642 -5,7754 -5,5743 -5,4868 -5,5173 -5,6426 -5,8129 -5,9711 -6,0832 -6,1505 -6,1941 -6,2309 -6,2604 -6,2682 -6,2417 -6,1873 -6,1294 -6,0932 -6,0876 -6,1022 -6,1174 -6,1150 -6,0828 -6,0118 -5,8880 -5,6985 -5,4502 -5,1740 -4,9100 -4,6867 -4,5063 -4,3426 -4,1614 -3,9491 -3,7199 -3,4966 -3,2895 -3,0963 -2,9205 -2,7788 -2,6850 -2,6282 -2,5760 -2,4970 -2,3807 -2,2345 -2,0681 -1,8875 -1,7062 -1,5546 -1,4711 -1,4821 -1,5870 -1,7551 -1,9391 -2,0999 -2,2210 -2,3049 -2,3673 -2,4338 -2,5252 -2,6368 -2,7372 -2,7881 -2,7686 -2,6840 -2,5570 -2,4142 -2,2779 -2,1602 -2,0644 -1,9945 -1,9610 -1,9759 -2,0400 -2,1336 -2,2193 -2,2618 -2,2487 -2,1979 -2,1520 -2,1580 -2,2362 -2,3600 -2,4700 -2,5097 -2,4585 -2,3481 -2,2532 -2,2494 -2,3678 -2,5804 -2,8221 -3,0272 -3,1583 -3,2079 -3,1766 -3,0573 -2,8487 -2,5765 -2,2894 -2,0318 -1,8270 -1,6843 -1,6111 -1,6155 -1,6946 -1,8265 -1,9772 -2,1128 -2,2023 -2,2159 -2,1291 -1,9298 -1,6231 -1,2365 -0,8228 -0,4450 -0,1513 0,0325 0,0882 0,0032 -0,2078 -0,4892 -0,7667 -0,9851 -1,1258 -1,1935 -1,2000 -1,1621 -1,1029 -1,0413 -0,9849 -0,9385 -0,9173 -0,9422 -1,0211 -1,1364 -1,2527 -1,3405 -1,3910 -1,4146 -1,4260 -1,4266 -1,3968 -1,3042 -1,1246 -0,8621 -0,5466 -0,2119 0,1139 0,4011 0,6205 0,7638 0,8493 0,9026 0,9402 0,9706 1,0001 1,0355 1,0798 1,1285 1,1722 1,2055 1,2416 1,3172 1,4730 1,7260 2,0635 2,4556 2,8581 3,2093 3,4436 3,5231 3,4519 3,2610 2,9860 2,6554 2,2903 1,9094 1,5286 1,1597 0,8161 0,5232 0,3164 0,2181 0,2145 0,2645 0,3363 0,4282 0,5560 0,7225 0,8994 1,0393 1,1069 1,0994 1,0387 0,9487 0,8445 0,7347 0,6178 0,4769 0,2865 0,0264 -0,3071 -0,6917 -1,0740 -1,3851 -1,5739 -1,6301 -1,5818 -1,4726 -1,3359 -1,1811 -0,9969 -0,7639 -0,4707 -0,1249 0,2463 0,6034 0,9085 1,1434 1,3177 1,4573 1,5848 1,7143 1,8553 2,0104 2,1713 2,3230 2,4514 2,5464 2,6043 2,6333 2,6540 2,6921 2,7680 2,8832 3,0086 3,0916 3,0802 2,9521 2,7350 2,5010 2,3350 2,3031 2,4386 2,7354 3,1436 3,5745 3,9275 4,1220 4,1181 3,9175 3,5526 3,0740 2,5420 2,0179 1,5530 1,1883 0,9647 0,9176 1,0508 1,3220 1,6544 1,9626 2,1801 2,2734 2,2411 2,1049 1,8960 1,6436 1,3729 1,1111 0,8864 0,7166 0,6006 0,5207 0,4500 0,3570 0,2108 -0,0076 -0,2911 -0,6076 -0,9198 -1,2019 -1,4399 -1,6275 -1,7674 -1,8757 -1,9797 -2,1048 -2,2612 -2,4435 -2,6374 -2,8241 -2,9814 -3,0901 -3,1431 -3,1511 -3,1379 -3,1236 -3,1072 -3,0685 -2,9934 -2,8944 -2,8035 -2,7450 -2,7155 -2,6875 -2,6305 -2,5333 -2,4110 -2,2936 -2,2063 -2,1561
