Fp1   -3,5635 -3,8184 -3,8534 -3,5801 -2,9490 -1,9877 -0,8090 0,3871 1,3340 1,7975 1,7045 1,1773 0,4434 -0,2912 -0,8883 -1,2356 -1,2206 -0,7692 0,0982 1,2508 2,4834 3,5860 4,4314 5,0316 5,4787 5,8147 5,9983 6,0037 5,8945 5,7708 5,6660 5,4952 5,0828 4,2662 3,0248 1,5147 -0,0191 -1,3561 -2,3792 -3,1137 -3,6989 -4,2930 -4,9626 -5,6291 -6,1097 -6,2261 -5,9287 -5,3822 -4,9100 -4,7612 -4,8878 -4,9831 -4,7535 -4,1251 -3,2173 -2,2052 -1,2367 -0,4283 0,1314 0,4055 0,4322 0,3034 0,1096 -0,0838 -0,2059 -0,1347 0,2836 1,1163 2,2571 3,4660 4,4609 5,0214 5,1025 4,8454 4,4388 3,9694 3,3982 2,6410 1,6420 0,3984 -1,0250 -2,4897 -3,8265 -4,8844 -5,5336 -5,6683 -5,2627 -4,4346 -3,4151 -2,4368 -1,6437 -1,0673 -0,6494 -0,3100 -0,0320 0,1050 -0,0371 -0,5924 -1,6191 -3,0314 -4,5922 -5,9827 -6,9156 -7,2506 -7,0353 -6,4247 -5,5577 -4,5079 -3,3367 -2,1863 -1,2982 -0,9191 -1,1953 -2,1169 -3,5090 -5,0892 -6,5666 -7,7265 -8,4869 -8,8960 -9,0700 -9,1319 -9,1794 -9,2622 -9,3765 -9,4732 -9,4698 -9,2969 -8,9635 -8,5378 -8,0465 -7,4357 -6,6474 -5,7188 -4,7968 -4,0561 -3,6011 -3,4190 -3,4133 -3,4986 -3,6480 -3,8375 -3,9804 -3,9240 -3,5214 -2,7732 -1,9050 -1,2287 -0,9197 -0,9689 -1,2969 -1,8252 -2,4257 -2,8684 -2,8835 -2,2865 -1,0668 0,5722 2,2471 3,5436 4,1860 4,0883 3,2928 1,9244 0,2179 -1,4676 -2,7261 -3,2251 -2,7941 -1,4831 0,4316 2,5412 4,4403 5,8151 6,4941 6,4703 5,8670 4,8801 3,7141 2,4944 1,2172 -0,1965 -1,7853 -3,4666 -5,0628 -6,3922 -7,3221 -7,7830 -7,7767 -7,3697 -6,6537 -5,6851 -4,4776 -3,1007 -1,7828 -0,8668 -0,6434 -1,2071 -2,4173 -3,9779 -5,6081 -7,1485 -8,4959 -9,5171 -10,0725 -10,0579 -9,4098 -8,1310 -6,3509 -4,3443 -2,4278 -0,7971 0,4996 1,4396 1,9599 2,0044 1,5567 0,6206 -0,7887 -2,6310 -4,8303 -7,2680 -9,7660 -12,0900 -14,0184 -15,4212 -16,2713 -16,5975 -16,4293 -15,8025 -14,8430 -13,8167 -13,0233 -12,5987 -12,4379 -12,3174 -12,0628 -11,6289 -11,1078 -10,6592 -10,3606 -10,1144 -9,7044 -8,9274 -7,6949 -6,0640 -4,2406 -2,5590 -1,3684 -0,8774 -1,0949 -1,8525 -2,8382 -3,6863 -4,1250 -4,0867 -3,7202 -3,2767 -2,9301 -2,7080 -2,5845 -2,5495 -2,5449 -2,4193 -2,0182 -1,3052 -0,3936 0,5278 1,2925 1,7810 1,9008 1,6075 0,9425 0,0177 -1,0166 -1,9941 -2,7880 -3,3629 -3,7316 -3,8648 -3,7044 -3,2777 -2,7296 -2,2162 -1,8301 -1,6524 -1,8146 -2,4496 -3,5883 -5,1260 -6,8706 -8,5838 -10,0047 -10,9247 -11,2875 -11,1796 -10,6905 -9,8315 -8,6277 -7,2392 -5,9518 -5,0724 -4,8079 -5,1577 -5,8685 -6,5194 -6,7106 -6,2402 -5,1927 -3,9048 -2,7837 -2,0678 -1,7359 -1,6480 -1,7302 -2,0210 -2,5745 -3,3299 -4,1116 -4,7818 -5,3379 -5,8577 -6,4037 -6,9625 -7,4418 -7,7336 -7,7809 -7,5816 -7,1605 -6,5534 -5,7841 -4,8320 -3,6623 -2,3316 -1,0344 0,0034 0,6568 0,8998 0,7167 0,1004 -0,8546 -1,9306 -2,9020 -3,6626 -4,2348 -4,6904 -5,0738 -5,3389 -5,3415 -4,9471 -4,2048 -3,4334 -3,0825 -3,4336 -4,3992 -5,5731 -6,4527 -6,6667 -6,0831 -4,7813 -2,9466 -0,7727 1,5420 3,7351 5,4826 6,4978 6,6453 5,9964 4,8106 3,4590 2,2929 1,4918 1,0164 0,7182 0,4846 0,3092 0,2717 0,4580 0,9019 1,5895 2,4556 3,3594 4,1270 4,6447 4,8776 4,8092 4,4154 3,6701 2,5394 1,0036 -0,8872 -2,9569 -4,8718 -6,1997 -6,5971 -6,0088 -4,7024 -3,1060 -1,5803 -0,2830 0,8051 1,7525 2,5769 3,2243 3,5950 3,5927 3,1731 2,3526 1,2004 -0,1537 -1,5146 -2,6469 -3,3372 -3,4773 -3,0915 -2,2857 -1,2012 -0,0211 1,0372 1,7852 2,1221 2,0478 1,6720 1,2140 0,9263 0,9710 1,3840 2,1151 3,0225 3,8429 4,2666 4,0957 3,3422 2,1955 0,9085 -0,3322 -1,4658 -2,4742 -3,2513 -3,6172 -3,4722 -2,8961 -2,0927 -1,2604 -0,4934 0,2320 0,9895 1,7930 2,5360 3,0582 3,2689 3,1864 2,8776 2,3845 1,7005 0,7995 -0,3143 -1,5616 -2,7558 -3,6176 -3,8702 -3,3761 -2,2106 -0,6295 1,0168 2,3749 3,1729 3,2644 2,6264 1,3479 -0,3878 -2,3462 -4,2721 -5,9001 -6,9903 -7,3754 -7,0214 -6,1130 -5,0621 -4,3520 -4,3107 -4,9782 -6,1425 -7,4669 -8,6111 -9,3366 -9,6008 -9,6046 -9,7190 -10,2616 -11,2997 -12,6764 -14,1703 -15,5844 -16,7764 -17,7169 -18,5145 -19,3423 -20,3010 -21,3039 -22,0889 -22,3614 -21,9332 -20,7773 -19,0077 -16,8358 -14,5317 -12,3788 -10,6127 -9,3665 -8,6471 -8,3725 -8,4474 -8,7942 -9,3223 -9,9033 -10,3977 -10,7014 -10,7626 -10,5625 -10,0813 -9,2989 -8,2532 -7,0810 -5,9722 -5,0757 -4,4150 -3,8757 -3,3112 -2,6754 -2,0376 -1,5071 -1,1812 -1,1266 -1,3505 -1,7661 -2,1958 -2,4414 -2,3872 -2,0650 -1,6432 -1,3619 -1,4437 -2,0051 -2,9838 -4,1380 -5,1750 -5,9244 -6,3873 -6,6470 -6,7668 -6,7412 -6,5008 -5,9962 -5,2993 -4,6075 -4,1484 -4,0689 -4,3710 -4,9476 -5,6896 -6,5343 -7,4142 -8,2141 -8,8163 -9,1730 -9,3265 -9,3752 -9,4250 -9,5382 -9,6988 -9,8221 -9,8004 -9,5554 -9,0740 -8,4180 -7,7158 -7,1507 -6,9419 -7,2825 -8,2358 -9,6895 -11,4155 -13,1296 -14,5011 -15,2016 -15,0112 -13,8919 -11,9918 -9,6291 -7,2538 -5,3254 -4,1543 -3,8395 -4,3276 -5,5002 -7,2158 -9,2863 -11,4508 -13,4148
Fz    -1,2326 -1,6303 -1,9878 -2,2395 -2,3427 -2,2913 -2,1058 -1,8233 -1,4949 -1,1652 -0,8425 -0,5042 -0,1301 0,2749 0,6888 1,0896 1,4550 1,7598 1,9892 2,1491 2,2563 2,3212 2,3456 2,3335 2,2909 2,2118 2,0877 1,9349 1,7933 1,6927 1,6322 1,5847 1,5065 1,3413 1,0415 0,5985 0,0606 -0,4762 -0,9100 -1,1900 -1,3396 -1,4207 -1,4817 -1,5400 -1,5977 -1,6535 -1,7014 -1,7373 -1,7730 -1,8281 -1,8987 -1,9507 -1,9557 -1,9125 -1,8239 -1,6769 -1,4599 -1,1872 -0,8958 -0,6228 -0,3894 -0,2056 -0,0773 0,0028 0,0626 0,1372 0,2492 0,3988 0,5647 0,7078 0,7697 0,6843 0,4153 -0,0170 -0,5520 -1,1194 -1,6539 -2,1039 -2,4464 -2,6951 -2,8824 -3,0291 -3,1319 -3,1704 -3,1179 -2,9614 -2,7229 -2,4557 -2,2128 -2,0193 -1,8685 -1,7314 -1,5692 -1,3468 -1,0454 -0,6670 -0,2317 0,2212 0,6338 0,9422 1,1084 1,1476 1,1170 1,0674 1,0121 0,9423 0,8519 0,7407 0,6062 0,4399 0,2324 -0,0152 -0,2864 -0,5560 -0,8024 -1,0203 -1,2153 -1,3830 -1,5059 -1,5699 -1,5781 -1,5507 -1,5093 -1,4622 -1,4121 -1,3720 -1,3673 -1,4275 -1,5702 -1,7808 -2,0113 -2,2115 -2,3584 -2,4502 -2,4799 -2,4249 -2,2699 -2,0371 -1,7813 -1,5548 -1,3726 -1,2054 -1,0064 -0,7425 -0,4114 -0,0443 0,3063 0,6013 0,8378 1,0305 1,1772 1,2521 1,2343 1,1406 1,0271 0,9583 0,9762 1,0863 1,2619 1,4664 1,6825 1,9242 2,2172 2,5721 2,9732 3,3794 3,7381 4,0188 4,2499 4,5163 4,9041 5,4383 6,0590 6,6426 7,0539 7,2050 7,0895 6,7852 6,4179 6,0941 5,8408 5,5984 5,2767 4,8308 4,2874 3,7079 3,1397 2,5976 2,0706 1,5377 0,9841 0,4259 -0,0678 -0,3983 -0,5130 -0,4639 -0,3824 -0,3956 -0,5558 -0,8328 -1,1572 -1,4551 -1,6570 -1,7195 -1,6495 -1,4887 -1,2752 -1,0252 -0,7431 -0,4455 -0,1619 0,0904 0,3144 0,5100 0,6619 0,7488 0,7481 0,6313 0,3668 -0,0674 -0,6728 -1,4260 -2,2760 -3,1472 -3,9565 -4,6399 -5,1726 -5,5712 -5,8696 -6,0858 -6,2178 -6,2632 -6,2242 -6,0928 -5,8504 -5,4893 -5,0302 -4,5242 -4,0462 -3,6639 -3,3963 -3,2074 -3,0338 -2,8129 -2,5011 -2,0859 -1,5978 -1,1179 -0,7526 -0,5698 -0,5498 -0,5905 -0,5588 -0,3581 0,0252 0,5247 1,0318 1,4389 1,6687 1,6813 1,4713 1,0685 0,5425 -0,0007 -0,4489 -0,7321 -0,8527 -0,8719 -0,8689 -0,9110 -1,0387 -1,2522 -1,5113 -1,7582 -1,9417 -2,0318 -2,0306 -1,9717 -1,8936 -1,8082 -1,6987 -1,5508 -1,3754 -1,2016 -1,0635 -1,0017 -1,0615 -1,2692 -1,6081 -2,0342 -2,5208 -3,0766 -3,7123 -4,3992 -5,0729 -5,6630 -6,1088 -6,3719 -6,4560 -6,4110 -6,3159 -6,2499 -6,2581 -6,3235 -6,3682 -6,2894 -6,0046 -5,4812 -4,7510 -3,9131 -3,0978 -2,4034 -1,8667 -1,4877 -1,2573 -1,1616 -1,1765 -1,2595 -1,3585 -1,4384 -1,4946 -1,5394 -1,5910 -1,6654 -1,7646 -1,8680 -1,9360 -1,9343 -1,8624 -1,7525 -1,6396 -1,5356 -1,4278 -1,3021 -1,1689 -1,0609 -1,0068 -1,0144 -1,0827 -1,2118 -1,3928 -1,6031 -1,8223 -2,0439 -2,2657 -2,4813 -2,6846 -2,8701 -3,0273 -3,1368 -3,1804 -3,1619 -3,1123 -3,0665 -3,0392 -3,0239 -3,0073 -2,9788 -2,9270 -2,8358 -2,6858 -2,4523 -2,1131 -1,6728 -1,1768 -0,7039 -0,3379 -0,1225 -0,0281 0,0368 0,1755 0,4433 0,8213 1,2434 1,6411 1,9659 2,1917 2,3125 2,3401 2,3034 2,2360 2,1606 2,0938 2,0680 2,1278 2,2938 2,5423 2,8145 3,0352 3,1279 3,0272 2,7014 2,1900 1,6176 1,1425 0,8754 0,8397 1,0003 1,3164 1,7667 2,3281 2,9504 3,5619 4,0932 4,4870 4,6980 4,6998 4,4993 4,1482 3,7297 3,3221 2,9765 2,7301 2,6197 2,6668 2,8556 3,1329 3,4299 3,6934 3,9084 4,0971 4,2919 4,5111 4,7539 4,9995 5,2070 5,3309 5,3436 5,2334 4,9892 4,6075 4,1149 3,5715 3,0437 2,5752 2,1788 1,8408 1,5387 1,2683 1,0481 0,8935 0,7936 0,7174 0,6462 0,6140 0,7099 1,0271 1,5948 2,3465 3,1535 3,8943 4,4925 4,9042 5,0953 5,0468 4,7740 4,3296 3,7889 3,2330 2,7371 2,3553 2,1000 1,9391 1,8232 1,7262 1,6687 1,6982 1,8397 2,0678 2,3293 2,5854 2,8271 3,0625 3,2940 3,5043 3,6699 3,7776 3,8126 3,7416 3,5301 3,1751 2,7085 2,1656 1,5606 0,8938 0,1774 -0,5517 -1,2488 -1,8888 -2,4634 -2,9604 -3,3658 -3,6767 -3,8976 -4,0377 -4,1191 -4,1774 -4,2485 -4,3588 -4,5092 -4,6670 -4,7813 -4,8052 -4,7081 -4,4831 -4,1498 -3,7496 -3,3288 -2,9173 -2,5177 -2,1196 -1,7281 -1,3712 -1,0764 -0,8478 -0,6661 -0,5029 -0,3362 -0,1682 -0,0294 0,0454 0,0479 -0,0021 -0,0792 -0,1683 -0,2621 -0,3503 -0,4111 -0,4237 -0,3852 -0,3039 -0,1839 -0,0278 0,1517 0,3317 0,4876 0,6096 0,7209 0,8717 1,1091 1,4469 1,8494 2,2382 2,5285 2,6825 2,7315 2,7401 2,7543 2,7877 2,8386 2,9018 2,9711 3,0375 3,0807 3,0697 2,9805 2,8048 2,5379 2,1683 1,6794 1,0564 0,2997 -0,5550 -1,4390 -2,2854 -3,0639 -3,7836 -4,4708 -5,1410 -5,7744 -6,3138 -6,6958 -6,8908 -6,9209 -6,8410 -6,7071 -6,5625 -6,4487 -6,4167 -6,5174 -6,7699 -7,1440 -7,5775 -8,0021 -8,3585 -8,6134 -8,7715 -8,8614 -8,9091 -8,9305 -8,9435 -8,9737 -9,0519 -9,2159 -9,5034 -9,9249 -10,4477 -11,0050 -11,5164 -11,9110
F3    -1,2215 -1,4967 -1,7281 -1,8847 -1,9595 -1,9664 -1,9174 -1,8137 -1,6545 -1,4359 -1,1404 -0,7450 -0,2446 0,3379 0,9626 1,5855 2,1541 2,6129 2,9311 3,1174 3,1990 3,1931 3,1059 2,9507 2,7520 2,5309 2,3001 2,0730 1,8656 1,6829 1,5126 1,3371 1,1416 0,9036 0,5861 0,1595 -0,3613 -0,9018 -1,3606 -1,6718 -1,8411 -1,9254 -1,9825 -2,0402 -2,0993 -2,1526 -2,2025 -2,2695 -2,3884 -2,5899 -2,8737 -3,1965 -3,4956 -3,7172 -3,8215 -3,7800 -3,5784 -3,2209 -2,7306 -2,1442 -1,5091 -0,8922 -0,3733 -0,0091 0,1989 0,2938 0,3267 0,3322 0,3244 0,3006 0,2376 0,0905 -0,1923 -0,6366 -1,2160 -1,8554 -2,4575 -2,9366 -3,2510 -3,4147 -3,4710 -3,4523 -3,3628 -3,1944 -2,9547 -2,6822 -2,4392 -2,2870 -2,2594 -2,3502 -2,5172 -2,6985 -2,8328 -2,8747 -2,7976 -2,5906 -2,2579 -1,8247 -1,3452 -0,9027 -0,5845 -0,4382 -0,4531 -0,5865 -0,7935 -1,0275 -1,2416 -1,4130 -1,5573 -1,7069 -1,8782 -2,0579 -2,2164 -2,3281 -2,3807 -2,3736 -2,3144 -2,2184 -2,1109 -2,0220 -1,9784 -1,9948 -2,0672 -2,1723 -2,2877 -2,4146 -2,5761 -2,7992 -3,0910 -3,4204 -3,7283 -3,9678 -4,1219 -4,1796 -4,1080 -3,8652 -3,4432 -2,9003 -2,3425 -1,8668 -1,5155 -1,2711 -1,0801 -0,8833 -0,6432 -0,3577 -0,0433 0,2973 0,6761 1,0835 1,4576 1,7000 1,7286 1,5266 1,1549 0,7231 0,3349 0,0383 -0,1819 -0,3636 -0,5127 -0,5818 -0,4989 -0,2143 0,2677 0,8795 1,5135 2,0741 2,5307 2,9301 3,3524 3,8452 4,3888 4,9043 5,2873 5,4514 5,3677 5,0823 4,6910 4,2817 3,8891 3,4927 3,0574 2,5820 2,1065 1,6704 1,2665 0,8386 0,3227 -0,3083 -1,0298 -1,7768 -2,4544 -2,9585 -3,2284 -3,2963 -3,2700 -3,2589 -3,3101 -3,4052 -3,5011 -3,5590 -3,5438 -3,4346 -3,2504 -3,0452 -2,8648 -2,7151 -2,5738 -2,4256 -2,2765 -2,1390 -2,0198 -1,9230 -1,8565 -1,8336 -1,8772 -2,0189 -2,2891 -2,7062 -3,2679 -3,9402 -4,6534 -5,3219 -5,8803 -6,3024 -6,6010 -6,8174 -6,9951 -7,1449 -7,2366 -7,2227 -7,0673 -6,7670 -6,3592 -5,9102 -5,4904 -5,1574 -4,9507 -4,8807 -4,9149 -4,9903 -5,0434 -5,0227 -4,8810 -4,5795 -4,1153 -3,5485 -2,9844 -2,5108 -2,1447 -1,8275 -1,4635 -0,9826 -0,3868 0,2548 0,8446 1,2909 1,5275 1,5191 1,2580 0,7639 0,1013 -0,6069 -1,2116 -1,6061 -1,7715 -1,7717 -1,7133 -1,6980 -1,7797 -1,9444 -2,1301 -2,2722 -2,3362 -2,3217 -2,2598 -2,2068 -2,2120 -2,2808 -2,3793 -2,4729 -2,5462 -2,5961 -2,6262 -2,6538 -2,7107 -2,8207 -2,9779 -3,1636 -3,3859 -3,6852 -4,0994 -4,6264 -5,2172 -5,7893 -6,2543 -6,5544 -6,6846 -6,6882 -6,6412 -6,6308 -6,7118 -6,8637 -6,9875 -6,9530 -6,6624 -6,0850 -5,2606 -4,2916 -3,3156 -2,4570 -1,7999 -1,3941 -1,2562 -1,3552 -1,6071 -1,8985 -2,1351 -2,2862 -2,3799 -2,4604 -2,5582 -2,6837 -2,8221 -2,9302 -2,9525 -2,8570 -2,6599 -2,4113 -2,1598 -1,9319 -1,7349 -1,5771 -1,4855 -1,5007 -1,6450 -1,8998 -2,2161 -2,5427 -2,8438 -3,0968 -3,2868 -3,4074 -3,4606 -3,4543 -3,4103 -3,3687 -3,3704 -3,4306 -3,5303 -3,6331 -3,6999 -3,6951 -3,6023 -3,4438 -3,2716 -3,1293 -3,0219 -2,9156 -2,7636 -2,5284 -2,1922 -1,7588 -1,2543 -0,7332 -0,2715 0,0717 0,2968 0,4637 0,6506 0,9024 1,2076 1,5153 1,7725 1,9462 2,0228 1,9988 1,8767 1,6695 1,4066 1,1323 0,8942 0,7300 0,6593 0,6761 0,7463 0,8202 0,8478 0,7822 0,5738 0,1863 -0,3613 -0,9709 -1,4965 -1,8094 -1,8465 -1,6117 -1,1450 -0,4979 0,2626 1,0527 1,7937 2,4327 2,9357 3,2742 3,4291 3,4045 3,2325 2,9583 2,6192 2,2431 1,8662 1,5465 1,3483 1,3085 1,4170 1,6243 1,8685 2,1043 2,3216 2,5318 2,7359 2,9119 3,0307 3,0721 3,0252 2,8908 2,6868 2,4473 2,2083 1,9957 1,8224 1,6822 1,5464 1,3757 1,1392 0,8299 0,4702 0,0988 -0,2546 -0,5838 -0,8919 -1,1569 -1,3054 -1,2252 -0,8233 -0,0911 0,8845 1,9694 3,0355 3,9726 4,6765 5,0612 5,0892 4,7856 4,2210 3,4873 2,6870 1,9264 1,2934 0,8272 0,5051 0,2666 0,0710 -0,0569 -0,0429 0,1681 0,5656 1,0887 1,6622 2,2094 2,6510 2,9144 2,9484 2,7407 2,3221 1,7498 1,0847 0,3817 -0,3125 -0,9668 -1,5801 -2,1833 -2,8134 -3,4756 -4,1324 -4,7314 -5,2416 -5,6550 -5,9624 -6,1507 -6,2200 -6,1884 -6,0825 -5,9291 -5,7558 -5,6013 -5,5202 -5,5610 -5,7339 -6,0014 -6,2950 -6,5432 -6,6968 -6,7427 -6,7002 -6,6049 -6,4754 -6,2884 -5,9936 -5,5617 -5,0122 -4,3959 -3,7614 -3,1417 -2,5547 -2,0079 -1,5069 -1,0668 -0,7189 -0,5013 -0,4426 -0,5507 -0,8085 -1,1714 -1,5715 -1,9317 -2,1932 -2,3399 -2,3925 -2,3795 -2,3168 -2,2059 -2,0460 -1,8492 -1,6377 -1,4151 -1,1561 -0,8307 -0,4365 -0,0178 0,3386 0,5407 0,5544 0,4305 0,2602 0,1102 0,0022 -0,0742 -0,1470 -0,2389 -0,3535 -0,4863 -0,6422 -0,8313 -1,0582 -1,3246 -1,6444 -2,0533 -2,5935 -3,2770 -4,0595 -4,8524 -5,5723 -6,1852 -6,7104 -7,1903 -7,6571 -8,1130 -8,5279 -8,8577 -9,0716 -9,1618 -9,1312 -8,9848 -8,7404 -8,4469 -8,1844 -8,0345 -8,0410 -8,1937 -8,4463 -8,7371 -8,9992 -9,1808 -9,2736 -9,3163 -9,3657 -9,4682 -9,6482 -9,9056 -10,2262 -10,6052 -11,0547 -11,5802 -12,1493 -12,6842 -13,0895 -13,2977
F7    -1,0416 -1,2172 -1,3593 -1,4098 -1,3253 -1,1037 -0,7849 -0,4373 -0,1359 0,0730 0,2004 0,2996 0,4227 0,5929 0,8083 1,0579 1,3208 1,5624 1,7482 1,8638 1,9212 1,9450 1,9604 1,9907 2,0494 2,1265 2,1996 2,2635 2,3354 2,4251 2,5056 2,5135 2,3707 2,0112 1,4108 0,6103 -0,2836 -1,1258 -1,7895 -2,2234 -2,4684 -2,6140 -2,7340 -2,8527 -2,9524 -3,0015 -2,9842 -2,9263 -2,8900 -2,9286 -3,0333 -3,1338 -3,1585 -3,0841 -2,9288 -2,7144 -2,4472 -2,1277 -1,7671 -1,3866 -1,0081 -0,6515 -0,3348 -0,0658 0,1635 0,3737 0,5881 0,8218 1,0786 1,3453 1,5733 1,6791 1,5906 1,2953 0,8442 0,3196 -0,1990 -0,6536 -1,0165 -1,2896 -1,4892 -1,6266 -1,7049 -1,7208 -1,6645 -1,5331 -1,3529 -1,1825 -1,0839 -1,0877 -1,1806 -1,3177 -1,4445 -1,5165 -1,5093 -1,4180 -1,2569 -1,0643 -0,9032 -0,8406 -0,9133 -1,0989 -1,3220 -1,5033 -1,6084 -1,6522 -1,6694 -1,6838 -1,6901 -1,6653 -1,5977 -1,5036 -1,4206 -1,3873 -1,4240 -1,5314 -1,6965 -1,8987 -2,1197 -2,3507 -2,5889 -2,8317 -3,0645 -3,2519 -3,3524 -3,3468 -3,2468 -3,0865 -2,9087 -2,7467 -2,6141 -2,5133 -2,4485 -2,4195 -2,4072 -2,3752 -2,2949 -2,1639 -1,9969 -1,8089 -1,6032 -1,3685 -1,0872 -0,7460 -0,3438 0,0964 0,5312 0,9224 1,2509 1,4925 1,5964 1,5061 1,2089 0,7681 0,3090 -0,0323 -0,1642 -0,0741 0,1707 0,4618 0,7063 0,8575 0,9078 0,8687 0,7672 0,6453 0,5527 0,5435 0,6802 1,0197 1,5742 2,2843 3,0293 3,6612 4,0495 4,1296 3,9280 3,5498 3,1280 2,7519 2,4253 2,0849 1,6670 1,1658 0,6313 0,1202 -0,3379 -0,7403 -1,0983 -1,4280 -1,7393 -2,0210 -2,2316 -2,3220 -2,2866 -2,1901 -2,1325 -2,1852 -2,3525 -2,5854 -2,8273 -3,0370 -3,1750 -3,2012 -3,0990 -2,8827 -2,5811 -2,2251 -1,8498 -1,4997 -1,2133 -1,0007 -0,8549 -0,7907 -0,8527 -1,0833 -1,4925 -2,0525 -2,7082 -3,3994 -4,0839 -4,7417 -5,3572 -5,8967 -6,3126 -6,5737 -6,6886 -6,6973 -6,6326 -6,4919 -6,2563 -5,9327 -5,5667 -5,2167 -4,9219 -4,6994 -4,5628 -4,5387 -4,6634 -4,9477 -5,3306 -5,6762 -5,8196 -5,6273 -5,0444 -4,1177 -2,9946 -1,8940 -1,0330 -0,5389 -0,4043 -0,5030 -0,6477 -0,6712 -0,4996 -0,1744 0,1805 0,4214 0,4519 0,2548 -0,1254 -0,6101 -1,0945 -1,4524 -1,5703 -1,4023 -1,0042 -0,5104 -0,0671 0,2251 0,3302 0,2706 0,0996 -0,1271 -0,3594 -0,5523 -0,6823 -0,7670 -0,8531 -0,9789 -1,1540 -1,3720 -1,6181 -1,8551 -2,0251 -2,0947 -2,0994 -2,1277 -2,2573 -2,5146 -2,8835 -3,3274 -3,7926 -4,2139 -4,5359 -4,7196 -4,7258 -4,5221 -4,1252 -3,6287 -3,1828 -2,9382 -2,9761 -3,2604 -3,6474 -3,9484 -4,0000 -3,7146 -3,1141 -2,3373 -1,5847 -1,0210 -0,7169 -0,6665 -0,8263 -1,1340 -1,5097 -1,8590 -2,1023 -2,2171 -2,2428 -2,2412 -2,2591 -2,3093 -2,3685 -2,3950 -2,3581 -2,2632 -2,1547 -2,0848 -2,0690 -2,0689 -2,0181 -1,8721 -1,6427 -1,3878 -1,1680 -1,0198 -0,9635 -1,0125 -1,1611 -1,3740 -1,6022 -1,8083 -1,9769 -2,1117 -2,2252 -2,3160 -2,3587 -2,3232 -2,2110 -2,0760 -2,0043 -2,0580 -2,2317 -2,4553 -2,6335 -2,6821 -2,5448 -2,2042 -1,6861 -1,0420 -0,3331 0,3681 0,9779 1,4148 1,6246 1,6137 1,4591 1,2799 1,1832 1,2094 1,3148 1,4078 1,4103 1,3018 1,1273 0,9675 0,8896 0,9189 1,0362 1,1884 1,3138 1,3735 1,3569 1,2612 1,0792 0,8016 0,4158 -0,0917 -0,7196 -1,4325 -2,1438 -2,7241 -3,0480 -3,0501 -2,7525 -2,2468 -1,6373 -0,9871 -0,3132 0,3748 1,0466 1,6526 2,1368 2,4486 2,5544 2,4458 2,1448 1,6976 1,1563 0,5769 0,0405 -0,3420 -0,4695 -0,3020 0,1165 0,6752 1,2413 1,7097 2,0299 2,1989 2,2411 2,1961 2,1076 2,0060 1,9016 1,7920 1,6638 1,4905 1,2461 0,9265 0,5560 0,1700 -0,1965 -0,5100 -0,7448 -0,8879 -0,9335 -0,8885 -0,7922 -0,7182 -0,7415 -0,8834 -1,0691 -1,1417 -0,9381 -0,3838 0,4616 1,4365 2,3580 3,0842 3,5301 3,6559 3,4589 2,9717 2,2627 1,4386 0,6402 0,0150 -0,3322 -0,3829 -0,2072 0,0809 0,3791 0,6320 0,8306 0,9793 1,0618 1,0431 0,8961 0,6215 0,2517 -0,1647 -0,5850 -0,9729 -1,2951 -1,5480 -1,7778 -2,0534 -2,4158 -2,8554 -3,3276 -3,7802 -4,1736 -4,4886 -4,7258 -4,9085 -5,0829 -5,2900 -5,5355 -5,7979 -6,0557 -6,2958 -6,5197 -6,7594 -7,0702 -7,4963 -8,0345 -8,6174 -9,1336 -9,4740 -9,5699 -9,4003 -8,9855 -8,3797 -7,6608 -6,9065 -6,1695 -5,4739 -4,8332 -4,2749 -3,8420 -3,5654 -3,4369 -3,4058 -3,3927 -3,3170 -3,1344 -2,8627 -2,5710 -2,3351 -2,1978 -2,1617 -2,2073 -2,3088 -2,4344 -2,5389 -2,5730 -2,5066 -2,3376 -2,0861 -1,7961 -1,5329 -1,3630 -1,3277 -1,4238 -1,5984 -1,7681 -1,8619 -1,8580 -1,7954 -1,7568 -1,8257 -2,0310 -2,3258 -2,6277 -2,8799 -3,0687 -3,1950 -3,2459 -3,1880 -2,9877 -2,6507 -2,2378 -1,8412 -1,5538 -1,4492 -1,5697 -1,9253 -2,5027 -3,2612 -4,1213 -4,9796 -5,7548 -6,4216 -6,9976 -7,5004 -7,9204 -8,2207 -8,3536 -8,2867 -8,0263 -7,6207 -7,1398 -6,6527 -6,2189 -5,8962 -5,7512 -5,8444 -6,1880 -6,7253 -7,3566 -7,9734 -8,4771 -8,7979 -8,9151 -8,8544 -8,6646 -8,4031 -8,1356 -7,9279 -7,8319 -7,8867 -8,1210 -8,5384 -9,0999 -9,7257 -10,3120 -10,7551
