Fp1   1,5344 1,5517 1,4856 1,3390 1,1285 0,8807 0,6187 0,3538 0,0931 -0,1491 -0,3476 -0,4740 -0,5154 -0,4882 -0,4279 -0,3656 -0,3168 -0,2887 -0,2835 -0,2895 -0,2823 -0,2452 -0,1803 -0,1001 -0,0170 0,0614 0,1314 0,1884 0,2278 0,2476 0,2491 0,2335 0,2017 0,1543 0,0896 0,0049 -0,1003 -0,2221 -0,3503 -0,4673 -0,5534 -0,5987 -0,6062 -0,5861 -0,5528 -0,5183 -0,4809 -0,4250 -0,3348 -0,2079 -0,0578 0,0970 0,2435 0,3731 0,4776 0,5535 0,6070 0,6453 0,6674 0,6707 0,6627 0,6579 0,6652 0,6810 0,6905 0,6755 0,6261 0,5451 0,4382 0,3059 0,1488 -0,0222 -0,1892 -0,3377 -0,4627 -0,5693 -0,6686 -0,7690 -0,8660 -0,9431 -0,9819 -0,9699 -0,9055 -0,7993 -0,6720 -0,5425 -0,4183 -0,2979 -0,1809 -0,0679 0,0454 0,1676 0,3075 0,4710 0,6554 0,8410 0,9942 1,0845 1,0994 1,0440 0,9296 0,7687 0,5753 0,3637 0,1436 -0,0798 -0,3040 -0,5308 -0,7674 -1,0170 -1,2715 -1,5192 -1,7543 -1,9732 -2,1687 -2,3325 -2,4587 -2,5445 -2,5878 -2,5892 -2,5520 -2,4817 -2,3822 -2,2553 -2,1012 -1,9236 -1,7337 -1,5495 -1,3858 -1,2468 -1,1276 -1,0203 -0,9144 -0,8003 -0,6755 -0,5438 -0,4078 -0,2586 -0,0725 0,1794 0,5127 0,9168 1,3604 1,8078 2,2286 2,6042 2,9300 3,2073 3,4361 3,6129 3,7301 3,7734 3,7273 3,5892 3,3763 3,1175 2,8423 2,5724 2,3167 2,0739 1,8431 1,6319 1,4504 1,3031 1,1877 1,0960 1,0196 0,9587 0,9231 0,9214 0,9604 1,0524 1,2118 1,4397 1,7126 1,9918 2,2421 2,4437 2,5901 2,6821 2,7244 2,7255 2,6990 2,6547 2,5906 2,4970 2,3709 2,2192 2,0510 1,8766 1,7072 1,5462 1,3876 1,2260 1,0602 0,8887 0,7100 0,5263 0,3465 0,1820 0,0411 -0,0746 -0,1697 -0,2487 -0,3067 -0,3343 -0,3335 -0,3185 -0,3017 -0,2864 -0,2692 -0,2404 -0,1909 -0,1233 -0,0519 0,0125 0,0707 0,1284 0,1862 0,2369 0,2755 0,3141 0,3804 0,4991 0,6764 0,9000 1,1499 1,4094 1,6715 1,9383 2,2105 2,4795 2,7320 2,9604 3,1643 3,3459 3,5068 3,6512 3,7873 3,9233 4,0589 4,1848 4,2957 4,4022 4,5215 4,6585 4,7947 4,8977 4,9372 4,8907 4,7440 4,4941 4,1539 3,7545 3,3388 2,9495 2,6184 2,3619 2,1782 2,0483 1,9430 1,8382 1,7287 1,6271 1,5502 1,5126 1,5233 1,5840 1,6937 1,8471 2,0290 2,2122 2,3668 2,4740 2,5375 2,5768 2,6134 2,6658 2,7495 2,8710 3,0233 3,1890 3,3489 3,4885 3,5983 3,6712 3,7041 3,7003 3,6651 3,6029 3,5227 3,4386 3,3582 3,2781 3,1916 3,0968 3,0009 2,9200 2,8735 2,8781 2,9457 3,0788 3,2645 3,4767 3,6862 3,8741 4,0365 4,1765 4,2974 4,4028 4,4953 4,5738 4,6377 4,6855 4,7062 4,6801 4,5962 4,4662 4,3212 4,1964 4,1160 4,0867 4,0959 4,1193 4,1351 4,1317 4,1066 4,0667 4,0261 3,9945 3,9635 3,9127 3,8263 3,6993 3,5337 3,3390 3,1312 2,9260 2,7347 2,5687 2,4438 2,3801 2,3964 2,5020 2,6967 2,9742 3,3209 3,7103 4,1067 4,4776 4,8057 5,0891 5,3334 5,5443 5,7254 5,8783 6,0061 6,1153 6,2121 6,2968 6,3623 6,3985 6,3978 6,3598 6,2966 6,2351 6,2066 6,2277 6,2914 6,3713 6,4330 6,4468 6,3964 6,2861 6,1398 5,9846 5,8297 5,6618 5,4583 5,2115 4,9431 4,6935 4,4967 4,3663 4,2948 4,2578 4,2251 4,1735 4,0889 3,9611 3,7849 3,5682 3,3280 3,0769 2,8203 2,5683 2,3408 2,1597 2,0405 1,9926 2,0208 2,1221 2,2798 2,4628 2,6388 2,7910 2,9193 3,0296 3,1240 3,1971 3,2358 3,2227 3,1466 3,0135 2,8474 2,6821 2,5527 2,4821 2,4726 2,5144 2,6002 2,7275 2,8922 3,0853 3,2989 3,5352 3,8032 4,1023 4,4161 4,7253 5,0205 5,2996 5,5540 5,7632 5,9022 5,9494 5,8953 5,7490 5,5349 5,2840 5,0276 4,7948 4,6091 4,4778 4,3889 4,3185 4,2448 4,1510 4,0248 3,8657 3,6923 3,5352 3,4251 3,3851 3,4206 3,5144 3,6349 3,7488 3,8305 3,8675 3,8626 3,8286 3,7812 3,7316 3,6838 3,6392 3,6007 3,5697 3,5420 3,5098 3,4686 3,4213 3,3717 3,3126 3,2249 3,0936 2,9192 2,7164 2,5056 2,3010 2,1036 1,9105 1,7262 1,5590 1,4106 1,2760 1,1506 1,0337 0,9279 0,8374 0,7627 0,6956 0,6263 0,5557 0,4980 0,4704 0,4862 0,5521 0,6655 0,8122 0,9728 1,1295 1,2707 1,3926 1,4987 1,5957 1,6920 1,7959 1,9105 2,0277 2,1302 2,2029 2,2445 2,2648 2,2748 2,2840 2,3048 2,3515 2,4310 2,5371 2,6548 2,7624 2,8331 2,8428 2,7805 2,6463 2,4461 2,1926 1,9094 1,6286 1,3825 1,1953 1,0755 1,0110 0,9781 0,9603 0,9562 0,9692 0,9961 1,0202 1,0174 0,9711 0,8827 0,7744 0,6819 0,6383 0,6584 0,7347 0,8428 0,9518 1,0305 1,0519 1,0009 0,8800 0,7121 0,5361 0,3893 0,2890 0,2313 0,2054 0,2030 0,2210 0,2618 0,3294 0,4219 0,5293 0,6378 0,7348 0,8137 0,8737 0,9135 0,9222 0,8835 0,7914 0,6584 0,5123 0,3927 0,3396 0,3727 0,4745 0,5935 0,6698 0,6662 0,5820 0,4390 0,2605 0,0656 -0,1262 -0,2959 -0,4306 -0,5291 -0,6034 -0,6712 -0,7470 -0,8381 -0,9415 -1,0444 -1,1316 -1,1962 -1,2422
Fz    1,8972 2,0265 2,0841 2,0627 1,9674 1,8131 1,6144 1,3802 1,1176 0,8392 0,5693 0,3406 0,1765 0,0768 0,0230 -0,0042 -0,0156 -0,0175 -0,0155 -0,0087 0,0070 0,0273 0,0359 0,0137 -0,0526 -0,1644 -0,3071 -0,4578 -0,5977 -0,7180 -0,8177 -0,8964 -0,9481 -0,9646 -0,9463 -0,9071 -0,8688 -0,8515 -0,8650 -0,9019 -0,9407 -0,9597 -0,9463 -0,8958 -0,8110 -0,7010 -0,5762 -0,4432 -0,3055 -0,1666 -0,0309 0,0986 0,2213 0,3335 0,4237 0,4801 0,5001 0,4880 0,4481 0,3882 0,3224 0,2628 0,2104 0,1547 0,0804 -0,0213 -0,1448 -0,2758 -0,4055 -0,5332 -0,6595 -0,7804 -0,8914 -0,9930 -1,0909 -1,1917 -1,2996 -1,4125 -1,5153 -1,5834 -1,5954 -1,5429 -1,4304 -1,2750 -1,1018 -0,9336 -0,7797 -0,6368 -0,4954 -0,3437 -0,1672 0,0465 0,3022 0,5945 0,9061 1,2075 1,4654 1,6570 1,7752 1,8217 1,7987 1,7100 1,5632 1,3645 1,1141 0,8134 0,4778 0,1350 -0,1907 -0,4888 -0,7618 -1,0211 -1,2781 -1,5343 -1,7782 -1,9904 -2,1504 -2,2428 -2,2661 -2,2348 -2,1743 -2,1135 -2,0771 -2,0757 -2,1006 -2,1262 -2,1252 -2,0833 -2,0026 -1,8929 -1,7670 -1,6394 -1,5195 -1,4082 -1,3020 -1,1974 -1,0874 -0,9543 -0,7682 -0,4982 -0,1301 0,3236 0,8304 1,3519 1,8524 2,3041 2,6903 3,0047 3,2474 3,4220 3,5313 3,5734 3,5424 3,4382 3,2728 3,0684 2,8509 2,6444 2,4662 2,3235 2,2155 2,1390 2,0915 2,0683 2,0610 2,0581 2,0489 2,0320 2,0181 2,0200 2,0441 2,0951 2,1798 2,3017 2,4533 2,6160 2,7686 2,8956 2,9910 3,0559 3,0920 3,1000 3,0838 3,0510 3,0062 2,9478 2,8716 2,7717 2,6391 2,4683 2,2644 2,0380 1,8009 1,5669 1,3472 1,1459 0,9620 0,7951 0,6501 0,5363 0,4579 0,4079 0,3687 0,3219 0,2643 0,2129 0,1899 0,2052 0,2570 0,3377 0,4397 0,5556 0,6760 0,7851 0,8648 0,9064 0,9162 0,9106 0,9053 0,9089 0,9270 0,9731 1,0664 1,2185 1,4262 1,6760 1,9536 2,2509 2,5641 2,8864 3,2009 3,4861 3,7282 3,9286 4,0989 4,2513 4,3930 4,5288 4,6627 4,7965 4,9262 5,0415 5,1316 5,1939 5,2362 5,2667 5,2835 5,2745 5,2234 5,1153 4,9408 4,7012 4,4104 4,0921 3,7719 3,4697 3,1992 2,9686 2,7777 2,6160 2,4649 2,3062 2,1308 1,9469 1,7799 1,6653 1,6309 1,6814 1,7993 1,9561 2,1223 2,2740 2,3942 2,4746 2,5194 2,5406 2,5516 2,5682 2,6103 2,6952 2,8272 2,9935 3,1691 3,3306 3,4654 3,5721 3,6568 3,7293 3,7987 3,8686 3,9403 4,0155 4,0939 4,1703 4,2340 4,2741 4,2882 4,2871 4,2917 4,3282 4,4221 4,5886 4,8241 5,1042 5,3938 5,6614 5,8888 6,0703 6,2081 6,3099 6,3811 6,4189 6,4164 6,3674 6,2642 6,1013 5,8890 5,6573 5,4454 5,2849 5,1896 5,1519 5,1444 5,1307 5,0838 4,9991 4,8930 4,7930 4,7227 4,6881 4,6727 4,6453 4,5767 4,4513 4,2694 4,0453 3,8027 3,5675 3,3620 3,2016 3,0951 3,0485 3,0650 3,1411 3,2684 3,4395 3,6485 3,8870 4,1457 4,4206 4,7157 5,0350 5,3739 5,7179 6,0490 6,3520 6,6177 6,8443 7,0332 7,1855 7,3030 7,3890 7,4451 7,4701 7,4649 7,4368 7,4001 7,3708 7,3576 7,3560 7,3514 7,3298 7,2838 7,2130 7,1232 7,0212 6,9077 6,7744 6,6080 6,4023 6,1662 5,9192 5,6804 5,4640 5,2784 5,1215 4,9804 4,8383 4,6785 4,4835 4,2388 3,9410 3,5986 3,2256 2,8405 2,4725 2,1613 1,9439 1,8390 1,8440 1,9416 2,1062 2,3089 2,5229 2,7294 2,9195 3,0871 3,2244 3,3227 3,3770 3,3870 3,3558 3,2893 3,1969 3,0916 2,9882 2,9035 2,8504 2,8316 2,8422 2,8784 2,9391 3,0244 3,1344 3,2705 3,4363 3,6375 3,8775 4,1528 4,4566 4,7860 5,1405 5,5100 5,8690 6,1829 6,4188 6,5536 6,5827 6,5174 6,3767 6,1840 5,9677 5,7554 5,5626 5,3877 5,2176 5,0355 4,8276 4,5897 4,3344 4,0894 3,8809 3,7223 3,6179 3,5683 3,5684 3,6081 3,6736 3,7445 3,7946 3,8037 3,7652 3,6851 3,5759 3,4525 3,3297 3,2204 3,1275 3,0393 2,9362 2,8095 2,6689 2,5302 2,3950 2,2501 2,0869 1,9119 1,7421 1,5928 1,4687 1,3618 1,2592 1,1540 1,0478 0,9453 0,8476 0,7530 0,6625 0,5815 0,5183 0,4776 0,4536 0,4343 0,4127 0,3923 0,3817 0,3876 0,4138 0,4623 0,5348 0,6290 0,7339 0,8291 0,8951 0,9241 0,9251 0,9193 0,9268 0,9531 0,9853 1,0032 0,9977 0,9766 0,9540 0,9383 0,9332 0,9467 0,9908 1,0730 1,1879 1,3174 1,4358 1,5186 1,5519 1,5371 1,4837 1,4008 1,2964 1,1825 1,0778 1,0025 0,9717 0,9874 1,0364 1,1011 1,1749 1,2646 1,3780 1,5138 1,6568 1,7801 1,8567 1,8745 1,8477 1,8127 1,8062 1,8461 1,9312 2,0501 2,1858 2,3140 2,4057 2,4386 2,4090 2,3338 2,2451 2,1793 2,1640 2,2087 2,3047 2,4275 2,5461 2,6376 2,6954 2,7217 2,7202 2,6965 2,6567 2,6038 2,5349 2,4409 2,3049 2,1111 1,8586 1,5664 1,2653 0,9926 0,7863 0,6727 0,6508 0,6890 0,7368 0,7463 0,6894 0,5613 0,3738 0,1501 -0,0811 -0,2985 -0,4944 -0,6719 -0,8394 -1,0057 -1,1743 -1,3440 -1,5113 -1,6677 -1,8017 -1,9058 -1,9834
F3    1,4604 1,5616 1,6111 1,6069 1,5522 1,4569 1,3307 1,1743 0,9829 0,7567 0,5127 0,2856 0,1114 0,0071 -0,0318 -0,0202 0,0259 0,0888 0,1509 0,2048 0,2533 0,2954 0,3164 0,2939 0,2111 0,0700 -0,1063 -0,2870 -0,4502 -0,5903 -0,7113 -0,8159 -0,9001 -0,9564 -0,9792 -0,9677 -0,9287 -0,8766 -0,8277 -0,7920 -0,7709 -0,7605 -0,7527 -0,7365 -0,7029 -0,6486 -0,5744 -0,4829 -0,3790 -0,2710 -0,1673 -0,0722 0,0172 0,1054 0,1895 0,2608 0,3128 0,3431 0,3497 0,3348 0,3066 0,2729 0,2344 0,1859 0,1197 0,0331 -0,0670 -0,1707 -0,2751 -0,3849 -0,5033 -0,6273 -0,7507 -0,8694 -0,9832 -1,0970 -1,2203 -1,3585 -1,5024 -1,6304 -1,7216 -1,7636 -1,7515 -1,6879 -1,5834 -1,4529 -1,3093 -1,1607 -1,0125 -0,8655 -0,7115 -0,5326 -0,3083 -0,0296 0,2882 0,6060 0,8768 1,0645 1,1542 1,1501 1,0678 0,9279 0,7500 0,5451 0,3139 0,0565 -0,2157 -0,4827 -0,7279 -0,9465 -1,1454 -1,3401 -1,5459 -1,7665 -1,9916 -2,2015 -2,3742 -2,4903 -2,5417 -2,5381 -2,5034 -2,4656 -2,4482 -2,4646 -2,5135 -2,5783 -2,6348 -2,6650 -2,6633 -2,6325 -2,5769 -2,5011 -2,4075 -2,2963 -2,1678 -2,0244 -1,8659 -1,6814 -1,4477 -1,1385 -0,7421 -0,2723 0,2364 0,7428 1,2100 1,6120 1,9389 2,1947 2,3903 2,5345 2,6299 2,6695 2,6409 2,5386 2,3745 2,1746 1,9687 1,7814 1,6274 1,5111 1,4323 1,3906 1,3840 1,4024 1,4268 1,4363 1,4188 1,3792 1,3373 1,3136 1,3187 1,3562 1,4297 1,5439 1,6986 1,8821 2,0726 2,2467 2,3893 2,4974 2,5750 2,6287 2,6681 2,7034 2,7360 2,7526 2,7337 2,6632 2,5357 2,3621 2,1675 1,9738 1,7896 1,6146 1,4472 1,2846 1,1221 0,9530 0,7736 0,5882 0,4058 0,2329 0,0696 -0,0868 -0,2316 -0,3475 -0,4159 -0,4307 -0,4012 -0,3475 -0,2911 -0,2461 -0,2178 -0,2060 -0,2056 -0,2067 -0,2010 -0,1885 -0,1754 -0,1689 -0,1684 -0,1604 -0,1252 -0,0495 0,0691 0,2253 0,4144 0,6365 0,8930 1,1808 1,4882 1,7954 2,0831 2,3411 2,5699 2,7753 2,9618 3,1302 3,2786 3,4027 3,4987 3,5638 3,5970 3,6029 3,5924 3,5764 3,5605 3,5439 3,5213 3,4839 3,4207 3,3199 3,1737 2,9859 2,7722 2,5524 2,3410 2,1446 1,9635 1,7961 1,6402 1,4909 1,3432 1,1997 1,0762 0,9979 0,9851 1,0411 1,1513 1,2901 1,4299 1,5465 1,6204 1,6435 1,6255 1,5895 1,5610 1,5621 1,6098 1,7121 1,8647 2,0519 2,2509 2,4391 2,5985 2,7172 2,7922 2,8310 2,8440 2,8396 2,8268 2,8178 2,8220 2,8406 2,8647 2,8811 2,8832 2,8789 2,8895 2,9423 3,0607 3,2521 3,5016 3,7771 4,0434 4,2771 4,4689 4,6178 4,7273 4,8033 4,8493 4,8631 4,8421 4,7864 4,6960 4,5694 4,4113 4,2407 4,0873 3,9811 3,9397 3,9592 4,0142 4,0712 4,1048 4,1061 4,0787 4,0327 3,9806 3,9302 3,8757 3,7991 3,6836 3,5232 3,3220 3,0920 2,8499 2,6120 2,3926 2,2052 2,0647 1,9859 1,9792 2,0459 2,1797 2,3720 2,6106 2,8746 3,1417 3,4005 3,6545 3,9114 4,1728 4,4342 4,6872 4,9228 5,1348 5,3208 5,4800 5,6108 5,7118 5,7827 5,8269 5,8510 5,8629 5,8688 5,8732 5,8768 5,8755 5,8614 5,8278 5,7736 5,7028 5,6210 5,5350 5,4485 5,3552 5,2392 5,0820 4,8776 4,6408 4,3994 4,1789 3,9954 3,8559 3,7549 3,6728 3,5844 3,4686 3,3101 3,0983 2,8315 2,5176 2,1684 1,8005 1,4429 1,1380 0,9279 0,8348 0,8539 0,9587 1,1139 1,2870 1,4566 1,6151 1,7656 1,9095 2,0374 2,1338 2,1873 2,1967 2,1715 2,1274 2,0816 2,0487 2,0412 2,0689 2,1351 2,2316 2,3413 2,4471 2,5418 2,6324 2,7355 2,8686 3,0434 3,2625 3,5175 3,7922 4,0726 4,3563 4,6475 4,9408 5,2149 5,4408 5,5940 5,6604 5,6399 5,5441 5,3899 5,1958 4,9834 4,7735 4,5800 4,4049 4,2393 4,0682 3,8766 3,6579 3,4216 3,1922 2,9945 2,8421 2,7403 2,6936 2,7053 2,7730 2,8837 3,0114 3,1229 3,1876 3,1884 3,1273 3,0242 2,9077 2,8030 2,7246 2,6719 2,6287 2,5745 2,5001 2,4134 2,3276 2,2453 2,1587 2,0605 1,9511 1,8359 1,7209 1,6083 1,4944 1,3738 1,2449 1,1098 0,9696 0,8245 0,6798 0,5452 0,4304 0,3413 0,2787 0,2373 0,2098 0,1934 0,1920 0,2130 0,2618 0,3384 0,4373 0,5497 0,6647 0,7688 0,8474 0,8912 0,9017 0,8919 0,8792 0,8758 0,8807 0,8804 0,8585 0,8095 0,7455 0,6881 0,6557 0,6575 0,6975 0,7775 0,8937 1,0326 1,1752 1,3029 1,4000 1,4549 1,4624 1,4225 1,3373 1,2114 1,0573 0,8968 0,7560 0,6580 0,6144 0,6186 0,6519 0,7016 0,7683 0,8552 0,9576 1,0608 1,1436 1,1884 1,1914 1,1659 1,1355 1,1199 1,1276 1,1577 1,2045 1,2584 1,3048 1,3238 1,2998 1,2341 1,1484 1,0750 1,0422 1,0615 1,1259 1,2147 1,2972 1,3428 1,3390 1,2991 1,2502 1,2131 1,1934 1,1838 1,1718 1,1458 1,0934 0,9998 0,8541 0,6578 0,4259 0,1823 -0,0447 -0,2275 -0,3489 -0,4102 -0,4293 -0,4322 -0,4424 -0,4764 -0,5443 -0,6488 -0,7815 -0,9262 -1,0710 -1,2148 -1,3608 -1,5084 -1,6507 -1,7800 -1,8933 -1,9923 -2,0761 -2,1394 -2,1778 -2,1952
F7    1,2400 1,3000 1,3041 1,2457 1,1282 0,9659 0,7773 0,5751 0,3667 0,1598 -0,0305 -0,1810 -0,2714 -0,2979 -0,2735 -0,2162 -0,1403 -0,0605 0,0038 0,0382 0,0399 0,0154 -0,0240 -0,0655 -0,1004 -0,1230 -0,1265 -0,1063 -0,0681 -0,0284 -0,0055 -0,0069 -0,0251 -0,0481 -0,0716 -0,1031 -0,1552 -0,2351 -0,3382 -0,4506 -0,5564 -0,6425 -0,6983 -0,7154 -0,6928 -0,6377 -0,5602 -0,4686 -0,3691 -0,2660 -0,1615 -0,0537 0,0626 0,1894 0,3201 0,4409 0,5351 0,5863 0,5860 0,5429 0,4798 0,4171 0,3601 0,3005 0,2252 0,1259 0,0046 -0,1287 -0,2622 -0,3872 -0,4966 -0,5831 -0,6433 -0,6834 -0,7178 -0,7612 -0,8249 -0,9147 -1,0263 -1,1468 -1,2598 -1,3470 -1,3912 -1,3828 -1,3256 -1,2322 -1,1158 -0,9860 -0,8507 -0,7157 -0,5812 -0,4398 -0,2800 -0,0946 0,1063 0,2941 0,4347 0,5082 0,5175 0,4828 0,4283 0,3723 0,3218 0,2695 0,1987 0,0973 -0,0314 -0,1715 -0,3104 -0,4476 -0,5901 -0,7422 -0,8993 -1,0488 -1,1777 -1,2799 -1,3578 -1,4176 -1,4663 -1,5121 -1,5627 -1,6220 -1,6887 -1,7575 -1,8202 -1,8675 -1,8954 -1,9067 -1,9067 -1,8973 -1,8757 -1,8363 -1,7761 -1,6982 -1,6120 -1,5252 -1,4386 -1,3422 -1,2176 -1,0458 -0,8176 -0,5393 -0,2285 0,0944 0,4129 0,7171 1,0013 1,2583 1,4765 1,6426 1,7485 1,7920 1,7757 1,7069 1,5983 1,4632 1,3133 1,1599 1,0148 0,8900 0,7966 0,7420 0,7238 0,7270 0,7295 0,7133 0,6717 0,6139 0,5621 0,5391 0,5575 0,6214 0,7305 0,8788 1,0550 1,2464 1,4416 1,6312 1,8080 1,9684 2,1115 2,2359 2,3378 2,4109 2,4475 2,4432 2,3996 2,3207 2,2096 2,0744 1,9307 1,7905 1,6532 1,5123 1,3648 1,2119 1,0532 0,8846 0,7070 0,5320 0,3754 0,2449 0,1355 0,0370 -0,0529 -0,1254 -0,1738 -0,2026 -0,2248 -0,2538 -0,2981 -0,3585 -0,4299 -0,5056 -0,5769 -0,6307 -0,6523 -0,6320 -0,5709 -0,4793 -0,3690 -0,2452 -0,1066 0,0448 0,2005 0,3523 0,5006 0,6540 0,8215 1,0066 1,2055 1,4096 1,6097 1,7995 1,9757 2,1357 2,2765 2,3960 2,4946 2,5728 2,6306 2,6705 2,7022 2,7410 2,8037 2,8994 3,0212 3,1466 3,2492 3,3067 3,3027 3,2298 3,0944 2,9175 2,7268 2,5466 2,3918 2,2683 2,1743 2,1017 2,0368 1,9664 1,8857 1,8027 1,7336 1,6951 1,6967 1,7363 1,8031 1,8826 1,9621 2,0316 2,0820 2,1070 2,1082 2,0957 2,0823 2,0803 2,1007 2,1504 2,2305 2,3352 2,4526 2,5675 2,6641 2,7283 2,7528 2,7425 2,7100 2,6647 2,6110 2,5526 2,4929 2,4325 2,3699 2,3059 2,2494 2,2176 2,2278 2,2908 2,4091 2,5744 2,7678 2,9621 3,1314 3,2611 3,3527 3,4159 3,4604 3,4940 3,5213 3,5411 3,5489 3,5401 3,5098 3,4541 3,3755 3,2891 3,2219 3,2004 3,2347 3,3114 3,4014 3,4766 3,5222 3,5376 3,5300 3,5106 3,4917 3,4786 3,4631 3,4287 3,3626 3,2612 3,1271 2,9682 2,7943 2,6156 2,4422 2,2865 2,1651 2,0991 2,1075 2,1963 2,3564 2,5718 2,8245 3,0920 3,3511 3,5884 3,8062 4,0142 4,2164 4,4069 4,5732 4,7046 4,7974 4,8562 4,8886 4,9012 4,9012 4,8980 4,8992 4,9066 4,9175 4,9304 4,9459 4,9638 4,9799 4,9844 4,9631 4,9051 4,8073 4,6776 4,5354 4,4035 4,2918 4,1873 4,0648 3,9110 3,7391 3,5804 3,4625 3,3953 3,3695 3,3601 3,3388 3,2886 3,2087 3,1040 2,9744 2,8168 2,6334 2,4323 2,2257 2,0306 1,8675 1,7524 1,6912 1,6834 1,7280 1,8230 1,9601 2,1235 2,2965 2,4680 2,6296 2,7715 2,8832 2,9568 2,9878 2,9745 2,9208 2,8414 2,7579 2,6913 2,6583 2,6681 2,7175 2,7943 2,8839 2,9755 3,0677 3,1676 3,2863 3,4318 3,6023 3,7850 3,9645 4,1336 4,2958 4,4569 4,6128 4,7462 4,8356 4,8642 4,8234 4,7170 4,5618 4,3799 4,1897 4,0050 3,8360 3,6875 3,5572 3,4397 3,3288 3,2165 3,0935 2,9567 2,8153 2,6862 2,5865 2,5307 2,5293 2,5834 2,6821 2,8043 2,9225 3,0100 3,0492 3,0372 2,9847 2,9106 2,8356 2,7774 2,7449 2,7346 2,7327 2,7252 2,7076 2,6853 2,6632 2,6362 2,5932 2,5260 2,4329 2,3174 2,1858 2,0427 1,8882 1,7231 1,5560 1,4015 1,2678 1,1492 1,0316 0,9060 0,7769 0,6598 0,5715 0,5190 0,4971 0,4954 0,5062 0,5260 0,5528 0,5858 0,6265 0,6767 0,7353 0,7961 0,8489 0,8867 0,9116 0,9321 0,9513 0,9612 0,9477 0,9003 0,8216 0,7299 0,6540 0,6194 0,6341 0,6879 0,7646 0,8552 0,9590 1,0761 1,2011 1,3204 1,4119 1,4533 1,4300 1,3383 1,1832 0,9788 0,7503 0,5315 0,3555 0,2451 0,2051 0,2180 0,2568 0,3059 0,3665 0,4458 0,5461 0,6572 0,7570 0,8212 0,8362 0,8075 0,7593 0,7218 0,7153 0,7435 0,7982 0,8650 0,9251 0,9601 0,9594 0,9238 0,8647 0,7995 0,7439 0,7056 0,6868 0,6884 0,7052 0,7260 0,7447 0,7667 0,8011 0,8509 0,9080 0,9564 0,9803 0,9710 0,9248 0,8379 0,7091 0,5458 0,3663 0,1956 0,0609 -0,0144 -0,0202 0,0342 0,1237 0,2188 0,2942 0,3349 0,3376 0,3099 0,2684 0,2299 0,1987 0,1649 0,1162 0,0503 -0,0236 -0,0944 -0,1596 -0,2225 -0,2833 -0,3391 -0,3895 -0,4356
