Fp1   -0,0632 -0,0614 -0,0845 -0,1066 -0,1098 -0,1006 -0,1045 -0,1536 -0,2805 -0,5079 -0,8288 -1,2187 -1,6712 -2,1850 -2,7152 -3,1823 -3,5279 -3,7340 -3,7941 -3,6996 -3,4631 -3,1280 -2,7356 -2,2992 -1,8245 -1,3376 -0,8773 -0,4721 -0,1343 0,1429 0,3761 0,5666 0,7047 0,8067 0,9156 1,0661 1,2656 1,5091 1,7990 2,1452 2,5488 2,9829 3,3865 3,6871 3,8400 3,8408 3,7004 3,4288 3,0537 2,6345 2,2449 1,9355 1,7112 1,5516 1,4464 1,3996 1,4088 1,4530 1,4976 1,5000 1,4171 1,2278 0,9503 0,6277 0,2939 -0,0366 -0,3500 -0,6334 -0,8845 -1,1015 -1,2742 -1,3911 -1,4417 -1,4148 -1,3134 -1,1708 -1,0469 -1,0137 -1,1305 -1,4139 -1,8198 -2,2398 -2,5360 -2,6186 -2,4978 -2,2487 -1,9334 -1,5696 -1,1652 -0,7618 -0,4270 -0,2042 -0,0824 -0,0154 0,0237 0,0080 -0,1151 -0,3764 -0,7766 -1,2962 -1,8989 -2,5215 -3,0613 -3,4132 -3,5425 -3,4995 -3,3819 -3,3049 -3,3710 -3,6316 -4,0717 -4,6369 -5,2624 -5,8812 -6,4337 -6,8769 -7,1820 -7,3363 -7,3499 -7,2549 -7,0991 -6,9292 -6,7638 -6,5820 -6,3397 -5,9956 -5,5367 -4,9811 -4,3565 -3,6942 -3,0392 -2,4382 -1,9105 -1,4353 -0,9698 -0,4929 -0,0374 0,3207 0,5073 0,5002 0,3410 0,1029 -0,1399 -0,3365 -0,4751 -0,5529 -0,5254 -0,3264 0,0533 0,5366 1,0002 1,3306 1,4700 1,4419 1,3305 1,2157 1,1075 0,9416 0,6427 0,2034 -0,2962 -0,7334 -1,0028 -1,0608 -0,9253 -0,6343 -0,2231 0,2441 0,6307 0,7641 0,5658 0,1249 -0,3744 -0,7591 -0,9103 -0,7797 -0,4119 0,0710 0,5424 0,9480 1,3215 1,7252 2,1720 2,6174 3,0236 3,3977 3,7593 4,0991 4,3727 4,5218 4,5138 4,3617 4,1045 3,7882 3,4446 3,0840 2,7283 2,4247 2,2167 2,1227 2,1336 2,2306 2,4118 2,6843 3,0223 3,3481 3,5523 3,5329 3,2577 2,8126 2,3640 2,0657 1,9929 2,1205 2,3530 2,6121 2,8942 3,2351 3,6483 4,1101 4,5744 4,9917 5,3337 5,6069 5,8272 5,9849 6,0397 5,9517 5,7146 5,3729 5,0197 4,7549 4,6119 4,5340 4,4435 4,3197 4,1945 4,1000 4,0400 3,9923 3,9284 3,8373 3,7263 3,6184 3,5556 3,5689 3,6318 3,6662 3,5951 3,3847 3,0551 2,6663 2,2949 2,0075 1,8252 1,7082 1,5931 1,4452 1,2650 1,0520 0,7829 0,4447 0,0764 -0,2532 -0,5066 -0,6969 -0,8668 -1,0597 -1,2882 -1,5257 -1,7301 -1,8594 -1,8684 -1,7261 -1,4442 -1,0797 -0,7043 -0,3599 -0,0385 0,2817 0,5751 0,7671 0,8044 0,7139 0,5916 0,5412 0,6145 0,8018 1,0755 1,4416 1,9470 2,6422 3,5384 4,5861 5,6758 6,6657 7,4251 7,8556 7,9080 7,6305 7,1769 6,7102 6,3112 5,9901 5,7348 5,5303 5,3663 5,2575 5,2521 5,4012 5,7178 6,1754 6,7336 7,3522 7,9908 8,6078 9,1619 9,6113 9,9125 10,0231 9,9214 9,6337 9,2369 8,8255 8,4728 8,2117 8,0446 7,9729 8,0167 8,2092 8,5697 9,0756 9,6583 10,2281 10,7074 11,0502 11,2399 11,2706 11,1279 10,7914 10,2676 9,6218 8,9753 8,4717 8,2318 8,3098 8,6783 9,2524 9,9179 10,5534 11,0589 11,3907 11,5854 11,7299 11,8941 12,1067 12,3752 12,6910 13,0187 13,3031 13,5091 13,6659 13,8532 14,1175 14,4135 14,6459 14,7665 14,8050 14,8173 14,8357 14,8691 14,9275 15,0220 15,1390 15,2436 15,3127 15,3500 15,3827 15,4675 15,6821 16,0703 16,5837 17,0984 17,4959 17,7211 17,7722 17,6714 17,4569 17,1795 16,8852 16,5985 16,3115 15,9744 15,5087 14,8619 14,0666 13,2327 12,4688 11,8245 11,3108 10,9439 10,7496 10,7323 10,8488 11,0190 11,1660 11,2526 11,2812 11,2723 11,2494 11,2202 11,1489 10,9799 10,7119 10,4188 10,1866 10,0541 10,0146 10,0496 10,1460 10,2923 10,4855 10,7366 11,0424 11,3598 11,6237 11,7817 11,8015 11,6632 11,3666 10,9377 10,4296 9,9297 9,5418 9,3247 9,2506 9,2312 9,1828 9,0697 8,8976 8,6908 8,4801 8,2918 8,1383 8,0231 7,9577 7,9673 8,0791 8,3045 8,6351 9,0433 9,4804 9,8922 10,2484 10,5517 10,8117 11,0143 11,1222 11,0987 10,9223 10,5959 10,1575 9,6745 9,2074 8,7736 8,3582 7,9569 7,5900 7,2797 7,0335 6,8502 6,7192 6,6077 6,4702 6,2780 6,0282 5,7284 5,3891 5,0209 4,6207 4,1677 3,6425 3,0526 2,4362 1,8346 1,2704 0,7593 0,3396 0,0740 0,0191 0,1922 0,5600 1,0422 1,5354 1,9568 2,2751 2,5049 2,6735 2,7911 2,8441 2,8182 2,7325 2,6426 2,6026 2,6337 2,7184 2,8057 2,8281 2,7300 2,4939 2,1532 1,7766 1,4279 1,1308 0,8686 0,6187 0,3838 0,1861 0,0511 0,0086 0,0768 0,2341 0,4452 0,7094 1,0436 1,4304 1,8059 2,0847 2,1915 2,0906 1,8015 1,3917 0,9585 0,6113 0,4414 0,4779 0,6709 0,9254 1,1431 1,2448 1,1825 0,9401 0,5248 -0,0313 -0,6670 -1,3035 -1,8636 -2,2957 -2,5943 -2,7840 -2,8839 -2,9002 -2,8432 -2,7356 -2,6049 -2,4715 -2,3542 -2,2844 -2,2996 -2,4165 -2,6094 -2,8080 -2,9178 -2,8726 -2,6782 -2,4044 -2,1412 -1,9566 -1,8747 -1,8835 -1,9621 -2,0927 -2,2457 -2,3743 -2,4369 -2,4177 -2,3293 -2,2134 -2,1265 -2,0995 -2,1136 -2,1276 -2,1154 -2,0662 -1,9597 -1,7540 -1,4120 -0,9369 -0,3721 0,2288 0,8205 1,3653 1,8319 2,2021 2,4762 2,6652 2,7839 2,8553 2,9059 2,9560
Fz    -0,6378 -0,6012 -0,5681 -0,5242 -0,4678 -0,4254 -0,4327 -0,5115 -0,6661 -0,8917 -1,1740 -1,4907 -1,8242 -2,1534 -2,4324 -2,6033 -2,6331 -2,5263 -2,3032 -1,9846 -1,6025 -1,2092 -0,8585 -0,5791 -0,3694 -0,2107 -0,0779 0,0508 0,1820 0,3080 0,4154 0,4902 0,5341 0,5793 0,6705 0,8296 1,0468 1,2988 1,5663 1,8397 2,1107 2,3563 2,5374 2,6198 2,5937 2,4721 2,2695 1,9959 1,6697 1,3223 0,9901 0,7063 0,4963 0,3795 0,3705 0,4682 0,6421 0,8386 1,0082 1,1287 1,1981 1,2189 1,1949 1,1297 1,0234 0,8831 0,7307 0,5875 0,4602 0,3519 0,2715 0,2303 0,2342 0,2796 0,3532 0,4357 0,5065 0,5422 0,5138 0,3942 0,1854 -0,0579 -0,2459 -0,3104 -0,2475 -0,1062 0,0547 0,2022 0,3325 0,4437 0,5172 0,5394 0,5222 0,4874 0,4418 0,3724 0,2649 0,1146 -0,0887 -0,3678 -0,7372 -1,1784 -1,6290 -2,0078 -2,2630 -2,3902 -2,4170 -2,3901 -2,3659 -2,3887 -2,4713 -2,6035 -2,7745 -2,9733 -3,1713 -3,3211 -3,3818 -3,3502 -3,2660 -3,1859 -3,1527 -3,1757 -3,2240 -3,2381 -3,1566 -2,9424 -2,5952 -2,1377 -1,5969 -1,0079 -0,4237 0,1011 0,5442 0,9276 1,2862 1,6142 1,8517 1,9241 1,7952 1,5071 1,1674 0,8788 0,6837 0,5581 0,4433 0,3082 0,2026 0,2330 0,4686 0,8702 1,3065 1,6282 1,7508 1,6901 1,5176 1,2868 1,0092 0,6754 0,2816 -0,1511 -0,5716 -0,9083 -1,0839 -1,0543 -0,8462 -0,5388 -0,2187 0,0365 0,1495 0,0622 -0,2120 -0,5770 -0,9065 -1,0987 -1,0913 -0,8607 -0,4345 0,1000 0,6260 1,0610 1,3951 1,6629 1,8887 2,0757 2,2332 2,3931 2,5904 2,8232 3,0391 3,1733 3,2041 3,1568 3,0565 2,9029 2,6811 2,3875 2,0583 1,7604 1,5553 1,4783 1,5330 1,7010 1,9657 2,3132 2,7081 3,0797 3,3292 3,3625 3,1571 2,7981 2,4247 2,1484 2,0210 2,0368 2,1501 2,3163 2,5300 2,8130 3,1696 3,5668 3,9472 4,2543 4,4607 4,5750 4,6207 4,6128 4,5534 4,4448 4,3075 4,1829 4,1239 4,1654 4,2798 4,3748 4,3698 4,2694 4,1439 4,0665 4,0857 4,2126 4,4117 4,6156 4,7545 4,7877 4,7179 4,5675 4,3509 4,0774 3,7633 3,4337 3,1171 2,8369 2,6040 2,4175 2,2663 2,1338 2,0122 1,9113 1,8468 1,8123 1,7660 1,6620 1,4931 1,2898 1,0825 0,8783 0,6677 0,4430 0,2092 -0,0296 -0,2807 -0,5310 -0,7253 -0,8059 -0,7549 -0,5879 -0,3348 -0,0320 0,2813 0,5625 0,7578 0,8189 0,7442 0,6039 0,5125 0,5647 0,7864 1,1448 1,5862 2,0696 2,5797 3,1098 3,6337 4,1148 4,5403 4,9205 5,2367 5,4036 5,3159 4,9645 4,4839 4,0501 3,7554 3,5913 3,5044 3,4392 3,3634 3,2965 3,3095 3,4691 3,7834 4,2066 4,6751 5,1322 5,5332 5,8512 6,0850 6,2520 6,3597 6,3919 6,3280 6,1667 5,9284 5,6446 5,3502 5,0832 4,8864 4,8040 4,8740 5,1186 5,5322 6,0743 6,6758 7,2585 7,7545 8,1107 8,2880 8,2627 8,0289 7,6021 7,0302 6,3971 5,8022 5,3348 5,0604 5,0148 5,1998 5,5828 6,0926 6,6292 7,0936 7,4228 7,6143 7,7185 7,7985 7,9019 8,0528 8,2461 8,4513 8,6296 8,7581 8,8509 8,9449 9,0599 9,1746 9,2464 9,2572 9,2288 9,1910 9,1522 9,1110 9,0783 9,0712 9,0902 9,1211 9,1567 9,2071 9,2952 9,4512 9,7017 10,0452 10,4357 10,7931 11,0358 11,1203 11,0523 10,8634 10,5909 10,2765 9,9642 9,6891 9,4566 9,2267 8,9274 8,4985 7,9364 7,2967 6,6519 6,0558 5,5469 5,1639 4,9391 4,8775 4,9414 5,0590 5,1581 5,1997 5,1797 5,1112 5,0148 4,9093 4,7956 4,6634 4,5260 4,4268 4,4051 4,4679 4,5916 4,7450 4,9140 5,1057 5,3323 5,5958 5,8767 6,1334 6,3159 6,3876 6,3360 6,1697 5,9098 5,5844 5,2326 4,9153 4,7039 4,6374 4,6922 4,8031 4,9080 4,9682 4,9651 4,8981 4,7839 4,6480 4,5142 4,4018 4,3309 4,3274 4,4118 4,5829 4,8202 5,0936 5,3670 5,6040 5,7829 5,9025 5,9692 5,9802 5,9250 5,8008 5,6164 5,3838 5,1187 4,8444 4,5844 4,3437 4,1097 3,8746 3,6447 3,4268 3,2225 3,0352 2,8673 2,7057 2,5217 2,2907 2,0074 1,6850 1,3501 1,0322 0,7393 0,4450 0,1083 -0,2902 -0,7307 -1,1740 -1,5894 -1,9569 -2,2532 -2,4475 -2,5148 -2,4454 -2,2505 -1,9707 -1,6724 -1,4139 -1,2157 -1,0682 -0,9604 -0,8941 -0,8798 -0,9190 -0,9908 -1,0608 -1,1038 -1,1140 -1,1036 -1,0995 -1,1321 -1,2190 -1,3564 -1,5188 -1,6635 -1,7515 -1,7797 -1,7848 -1,8102 -1,8741 -1,9687 -2,0685 -2,1339 -2,1309 -2,0578 -1,9305 -1,7525 -1,5250 -1,2776 -1,0668 -0,9518 -0,9768 -1,1589 -1,4811 -1,8941 -2,3250 -2,6927 -2,9295 -3,0102 -2,9652 -2,8604 -2,7640 -2,7259 -2,7778 -2,9449 -3,2505 -3,7029 -4,2788 -4,9219 -5,5639 -6,1501 -6,6481 -7,0322 -7,2775 -7,3719 -7,3271 -7,1793 -6,9790 -6,7720 -6,5864 -6,4397 -6,3463 -6,3106 -6,3201 -6,3433 -6,3336 -6,2519 -6,0918 -5,8767 -5,6422 -5,4230 -5,2489 -5,1432 -5,1199 -5,1769 -5,2869 -5,4029 -5,4828 -5,5091 -5,4892 -5,4469 -5,4067 -5,3756 -5,3413 -5,2897 -5,2185 -5,1312 -5,0190 -4,8514 -4,5948 -4,2426 -3,8170 -3,3496 -2,8709 -2,4101 -1,9915 -1,6301 -1,3336 -1,1062 -0,9497 -0,8585 -0,8169 -0,8035
F3    -0,8559 -0,8849 -0,9211 -0,9261 -0,8809 -0,7985 -0,7103 -0,6556 -0,6805 -0,8228 -1,0814 -1,4184 -1,7953 -2,1743 -2,4970 -2,7031 -2,7662 -2,6937 -2,4974 -2,1860 -1,7864 -1,3587 -0,9708 -0,6597 -0,4217 -0,2328 -0,0689 0,0847 0,2314 0,3695 0,4923 0,5810 0,6249 0,6492 0,7038 0,8262 1,0199 1,2618 1,5279 1,8126 2,1222 2,4443 2,7311 2,9229 2,9862 2,9274 2,7650 2,5024 2,1437 1,7177 1,2814 0,9037 0,6348 0,4983 0,5054 0,6538 0,9086 1,2023 1,4646 1,6479 1,7277 1,6962 1,5651 1,3642 1,1273 0,8852 0,6709 0,5025 0,3717 0,2648 0,1801 0,1256 0,1138 0,1585 0,2630 0,4087 0,5606 0,6737 0,6950 0,5766 0,3079 -0,0472 -0,3591 -0,5069 -0,4520 -0,2385 0,0568 0,3724 0,6765 0,9424 1,1287 1,2030 1,1734 1,0833 0,9717 0,8432 0,6911 0,5267 0,3532 0,1392 -0,1629 -0,5717 -1,0327 -1,4341 -1,6912 -1,7931 -1,7817 -1,7264 -1,7050 -1,7717 -1,9318 -2,1562 -2,4154 -2,6793 -2,8998 -3,0226 -3,0280 -2,9534 -2,8585 -2,7738 -2,6997 -2,6337 -2,5741 -2,5154 -2,4457 -2,3335 -2,1346 -1,8185 -1,3804 -0,8500 -0,2976 0,1977 0,5954 0,9152 1,2110 1,5028 1,7420 1,8551 1,8042 1,6130 1,3488 1,0740 0,8213 0,5884 0,3385 0,0517 -0,1961 -0,2548 -0,0296 0,4394 1,0056 1,4931 1,7812 1,8535 1,7725 1,6014 1,3490 0,9754 0,4412 -0,2232 -0,8961 -1,4276 -1,7121 -1,7174 -1,4796 -1,0668 -0,5557 -0,0555 0,2711 0,2768 -0,0463 -0,5454 -1,0098 -1,2744 -1,2555 -0,9499 -0,4386 0,1217 0,5622 0,8056 0,9201 1,0435 1,2396 1,4561 1,6205 1,7413 1,8956 2,1326 2,4216 2,6864 2,8618 2,9082 2,8056 2,5614 2,2034 1,7707 1,3348 0,9896 0,8037 0,7973 0,9484 1,2178 1,5854 2,0528 2,5986 3,1402 3,5362 3,6362 3,3787 2,8585 2,2634 1,7588 1,4463 1,3557 1,4357 1,6005 1,8042 2,0434 2,3069 2,5688 2,8110 3,0254 3,2120 3,3831 3,5508 3,7047 3,8095 3,8264 3,7391 3,5727 3,4025 3,3240 3,3757 3,4948 3,5814 3,5966 3,5776 3,5846 3,6577 3,7964 3,9627 4,1112 4,2107 4,2502 4,2468 4,2325 4,2133 4,1521 4,0030 3,7506 3,4200 3,0682 2,7615 2,5409 2,3914 2,2520 2,0678 1,8421 1,6323 1,4909 1,4237 1,4115 1,4467 1,5233 1,6005 1,6084 1,4951 1,2551 0,9291 0,5784 0,2489 -0,0289 -0,2168 -0,2799 -0,2115 -0,0415 0,1725 0,3745 0,5375 0,6511 0,6958 0,6520 0,5359 0,4104 0,3614 0,4585 0,7259 1,1407 1,6596 2,2473 2,8835 3,5494 4,2129 4,8352 5,3918 5,8728 6,2395 6,3853 6,1882 5,6454 4,9299 4,2656 3,7731 3,4567 3,2773 3,1933 3,1702 3,2008 3,3198 3,5702 3,9573 4,4452 4,9832 5,5162 5,9798 6,3082 6,4717 6,4979 6,4366 6,3134 6,1310 5,8969 5,6307 5,3540 5,0885 4,8628 4,7082 4,6545 4,7331 4,9726 5,3783 5,9167 6,5199 7,1102 7,6306 8,0539 8,3607 8,5164 8,4697 8,1691 7,6005 6,8348 6,0275 5,3544 4,9508 4,8859 5,1482 5,6491 6,2525 6,8197 7,2493 7,5008 7,6105 7,6673 7,7489 7,8904 8,1009 8,3705 8,6593 8,9034 9,0582 9,1476 9,2485 9,4099 9,5956 9,7194 9,7361 9,6779 9,6010 9,5339 9,4815 9,4452 9,4198 9,3842 9,3170 9,2217 9,1282 9,0785 9,1138 9,2661 9,5393 9,8950 10,2620 10,5677 10,7679 10,8506 10,8219 10,6955 10,4916 10,2435 9,9910 9,7486 9,4772 9,1032 8,5778 7,9240 7,2276 6,5834 6,0533 5,6694 5,4523 5,4110 5,5241 5,7272 5,9292 6,0550 6,0803 6,0280 5,9370 5,8375 5,7378 5,6189 5,4594 5,2773 5,1322 5,0799 5,1339 5,2655 5,4327 5,6117 5,8022 6,0126 6,2461 6,4903 6,7144 6,8819 6,9696 6,9693 6,8771 6,6939 6,4341 6,1346 5,8567 5,6672 5,5983 5,6251 5,6889 5,7394 5,7521 5,7187 5,6401 5,5265 5,3943 5,2609 5,1422 5,0566 5,0302 5,0872 5,2328 5,4532 5,7214 6,0004 6,2567 6,4754 6,6579 6,8039 6,8999 6,9276 6,8784 6,7507 6,5450 6,2739 5,9709 5,6729 5,3974 5,1484 4,9346 4,7653 4,6328 4,5164 4,4019 4,2833 4,1485 3,9752 3,7490 3,4759 3,1733 2,8622 2,5624 2,2796 1,9981 1,6935 1,3545 0,9925 0,6287 0,2784 -0,0422 -0,2981 -0,4395 -0,4275 -0,2547 0,0472 0,4044 0,7220 0,9334 1,0320 1,0512 1,0196 0,9402 0,8043 0,6200 0,4251 0,2681 0,1795 0,1639 0,2065 0,2747 0,3253 0,3257 0,2699 0,1773 0,0827 0,0187 -0,0059 -0,0107 -0,0193 -0,0381 -0,0607 -0,0753 -0,0588 0,0114 0,1321 0,2862 0,4711 0,6865 0,9038 1,0720 1,1442 1,0904 0,9018 0,5942 0,2119 -0,1782 -0,4994 -0,6883 -0,7249 -0,6454 -0,5219 -0,4296 -0,4255 -0,5424 -0,7952 -1,1865 -1,7005 -2,2940 -2,9027 -3,4588 -3,9108 -4,2363 -4,4346 -4,5133 -4,4865 -4,3787 -4,2226 -4,0514 -3,8897 -3,7517 -3,6486 -3,5923 -3,5891 -3,6330 -3,6988 -3,7392 -3,7086 -3,5962 -3,4265 -3,2360 -3,0594 -2,9245 -2,8520 -2,8536 -2,9263 -3,0415 -3,1523 -3,2187 -3,2269 -3,1880 -3,1298 -3,0826 -3,0579 -3,0440 -3,0237 -2,9887 -2,9331 -2,8384 -2,6701 -2,3950 -2,0060 -1,5261 -0,9941 -0,4549 0,0470 0,4751 0,8091 1,0475 1,2037 1,2941 1,3354 1,3452 1,3414
F7    0,0988 0,0213 -0,0253 -0,0360 -0,0043 0,0608 0,1405 0,2334 0,3550 0,4973 0,6042 0,6052 0,4572 0,1551 -0,2620 -0,7126 -1,1146 -1,4168 -1,5848 -1,5971 -1,4698 -1,2562 -1,0009 -0,7106 -0,3841 -0,0545 0,2244 0,4124 0,4951 0,4901 0,4406 0,3806 0,3206 0,2678 0,2302 0,2036 0,1741 0,1408 0,1346 0,1941 0,3227 0,4861 0,6429 0,7583 0,7920 0,7016 0,4800 0,1921 -0,0323 -0,0515 0,1934 0,6118 1,0169 1,2476 1,2448 1,0453 0,7264 0,3613 0,0113 -0,2880 -0,5463 -0,7840 -0,9821 -1,0971 -1,1161 -1,0782 -1,0482 -1,0673 -1,1398 -1,2576 -1,4060 -1,5499 -1,6451 -1,6696 -1,6301 -1,5444 -1,4372 -1,3370 -1,2551 -1,1789 -1,1016 -1,0476 -1,0565 -1,1431 -1,2806 -1,4127 -1,4744 -1,4279 -1,2958 -1,1435 -1,0241 -0,9505 -0,8981 -0,8364 -0,7798 -0,7936 -0,9520 -1,2930 -1,7829 -2,3187 -2,7732 -3,0395 -3,0727 -2,9173 -2,6810 -2,4834 -2,4153 -2,5143 -2,7611 -3,0912 -3,4289 -3,7269 -3,9859 -4,2615 -4,6456 -5,1878 -5,8093 -6,3300 -6,6038 -6,6157 -6,4638 -6,2768 -6,1191 -5,9547 -5,7236 -5,4426 -5,2027 -5,0839 -5,0965 -5,1801 -5,2199 -5,0903 -4,7469 -4,2929 -3,9122 -3,7190 -3,7081 -3,8347 -4,0646 -4,3452 -4,5932 -4,7337 -4,7469 -4,6615 -4,4934 -4,2379 -3,9489 -3,7588 -3,7674 -3,9542 -4,2077 -4,4044 -4,4763 -4,4347 -4,3372 -4,2380 -4,1523 -4,0463 -3,8582 -3,5693 -3,2684 -3,0932 -3,1051 -3,2649 -3,5149 -3,8184 -4,1034 -4,2287 -4,0704 -3,6524 -3,1445 -2,7323 -2,5227 -2,5383 -2,7445 -3,0820 -3,4806 -3,8416 -4,0403 -4,0048 -3,7913 -3,5138 -3,1830 -2,6842 -1,9428 -1,0783 -0,3465 0,0729 0,1717 0,0346 -0,2301 -0,4910 -0,6102 -0,4993 -0,1696 0,2693 0,6558 0,8524 0,8099 0,5725 0,2374 -0,0986 -0,3870 -0,6417 -0,9019 -1,1738 -1,3899 -1,4325 -1,2401 -0,8846 -0,4974 -0,1534 0,1259 0,3279 0,4625 0,5714 0,7004 0,8923 1,1810 1,5522 1,9302 2,2226 2,3740 2,3972 2,3563 2,3085 2,2669 2,2191 2,1641 2,1221 2,1089 2,1141 2,1157 2,1059 2,0951 2,0932 2,0798 1,9974 1,7918 1,4685 1,1139 0,8533 0,7780 0,9009 1,1669 1,4793 1,7390 1,8926 1,9298 1,8471 1,6432 1,3420 1,0153 0,7741 0,7096 0,8316 1,0634 1,2829 1,3816 1,3020 1,0279 0,5767 0,0164 -0,5366 -0,9463 -1,1127 -1,0265 -0,7547 -0,3880 -0,0202 0,2718 0,4637 0,5833 0,6680 0,7237 0,7268 0,6623 0,5526 0,4537 0,4183 0,4492 0,4992 0,5218 0,5117 0,5105 0,5732 0,7095 0,8620 0,9608 0,9955 1,0197 1,0921 1,2399 1,4696 1,7630 2,0799 2,4146 2,8319 3,3996 4,0777 4,7011 5,0932 5,1784 4,9835 4,5833 4,0610 3,4930 2,9483 2,4928 2,1762 2,0136 1,9837 2,0544 2,2248 2,5414 3,0644 3,7966 4,6288 5,3717 5,8516 5,9827 5,7905 5,3962 4,9572 4,5905 4,3378 4,1854 4,1051 4,0858 4,1399 4,2845 4,5138 4,7824 5,0134 5,1354 5,1123 4,9435 4,6656 4,3585 4,1268 4,0481 4,1120 4,2193 4,2647 4,2059 4,0684 3,9224 3,8507 3,9117 4,1155 4,4195 4,7569 5,0775 5,3627 5,6097 5,8149 5,9699 6,0642 6,1011 6,1064 6,1156 6,1565 6,2522 6,4237 6,6719 6,9712 7,2844 7,5763 7,8239 8,0271 8,2070 8,3899 8,5775 8,7259 8,7743 8,6995 8,5250 8,2897 8,0393 7,8353 7,7313 7,7343 7,8185 7,9735 8,2082 8,4955 8,7472 8,8770 8,8715 8,7800 8,6615 8,5609 8,4953 8,4339 8,3145 8,0892 7,7489 7,3094 6,7963 6,2564 5,7690 5,4241 5,2798 5,3324 5,5193 5,7570 5,9838 6,1664 6,2881 6,3532 6,3786 6,3603 6,2691 6,0933 5,8663 5,6438 5,4667 5,3550 5,3248 5,3867 5,5277 5,7138 5,9100 6,0868 6,2194 6,2925 6,3073 6,2729 6,1916 6,0608 5,8855 5,6838 5,4895 5,3452 5,2729 5,2548 5,2544 5,2463 5,2270 5,2085 5,2062 5,2195 5,2281 5,2104 5,1676 5,1327 5,1532 5,2596 5,4491 5,6948 5,9629 6,2182 6,4262 6,5668 6,6440 6,6732 6,6608 6,6038 6,5029 6,3664 6,2053 6,0294 5,8492 5,6707 5,4845 5,2757 5,0503 4,8349 4,6505 4,5036 4,3983 4,3299 4,2652 4,1588 3,9952 3,7970 3,5933 3,4007 3,2271 3,0668 2,8925 2,6696 2,3790 2,0252 1,6302 1,2314 0,8809 0,6363 0,5440 0,6253 0,8715 1,2430 1,6681 2,0576 2,3417 2,4976 2,5432 2,5084 2,4117 2,2589 2,0661 1,8736 1,7218 1,6223 1,5622 1,5215 1,4806 1,4293 1,3710 1,3113 1,2546 1,2157 1,2100 1,2284 1,2446 1,2484 1,2584 1,3027 1,4093 1,6001 1,8562 2,1057 2,2831 2,3862 2,4538 2,5120 2,5549 2,5576 2,4976 2,3737 2,2098 2,0442 1,9168 1,8626 1,9005 2,0156 2,1586 2,2695 2,2980 2,2160 2,0307 1,7793 1,4935 1,1725 0,7931 0,3463 -0,1374 -0,5983 -0,9864 -1,2813 -1,4767 -1,5656 -1,5494 -1,4526 -1,3147 -1,1618 -0,9966 -0,8189 -0,6425 -0,4931 -0,3989 -0,3738 -0,4000 -0,4307 -0,4142 -0,3194 -0,1482 0,0707 0,2946 0,4750 0,5724 0,5766 0,5097 0,4118 0,3247 0,2798 0,2916 0,3461 0,3995 0,4091 0,3644 0,2793 0,1694 0,0507 -0,0451 -0,0676 0,0321 0,2711 0,6263 1,0542 1,5096 1,9422 2,2905 2,4926 2,5133 2,3654 2,1066 1,8161 1,5606 1,3734
