Fp1   -0,7985 -0,7456 -0,6635 -0,5582 -0,4584 -0,4117 -0,4616 -0,6238 -0,8758 -1,1646 -1,4340 -1,6531 -1,8246 -1,9697 -2,1057 -2,2309 -2,3238 -2,3535 -2,2933 -2,1311 -1,8734 -1,5423 -1,1685 -0,7785 -0,3862 0,0048 0,3966 0,7850 1,1463 1,4412 1,6410 1,7445 1,7679 1,7289 1,6426 1,5254 1,3964 1,2763 1,1799 1,1115 1,0730 1,0703 1,1096 1,1917 1,3104 1,4525 1,5952 1,7094 1,7701 1,7597 1,6703 1,5118 1,3168 1,1309 0,9902 0,9039 0,8618 0,8534 0,8678 0,8822 0,8718 0,8317 0,7760 0,7191 0,6652 0,6062 0,5295 0,4369 0,3583 0,3347 0,3866 0,5001 0,6375 0,7655 0,8760 0,9786 1,0805 1,1823 1,2842 1,3889 1,4968 1,5968 1,6658 1,6844 1,6585 1,6247 1,6212 1,6544 1,7047 1,7586 1,8194 1,8940 1,9807 2,0680 2,1414 2,1919 2,2163 2,2110 2,1693 2,0871 1,9688 1,8277 1,6787 1,5329 1,3956 1,2625 1,1123 0,9124 0,6439 0,3213 -0,0171 -0,3348 -0,6146 -0,8610 -1,0941 -1,3394 -1,6107 -1,8932 -2,1455 -2,3233 -2,4049 -2,3963 -2,3185 -2,1925 -2,0369 -1,8690 -1,6935 -1,4920 -1,2324 -0,8956 -0,4959 -0,0787 0,3041 0,6169 0,8445 0,9876 1,0623 1,0941 1,0984 1,0724 1,0068 0,9023 0,7713 0,6366 0,5336 0,5106 0,6156 0,8703 1,2504 1,6924 2,1231 2,4938 2,7922 3,0219 3,1759 3,2351 3,1871 3,0412 2,8322 2,6128 2,4332 2,3154 2,2416 2,1676 2,0600 1,9300 1,8304 1,8133 1,8911 2,0319 2,1842 2,3068 2,3879 2,4468 2,5197 2,6346 2,7932 2,9714 3,1283 3,2195 3,2137 3,1008 2,8922 2,6153 2,3113 2,0237 1,7806 1,5903 1,4506 1,3518 1,2774 1,2142 1,1561 1,0975 1,0305 0,9558 0,8905 0,8597 0,8759 0,9287 0,9946 1,0549 1,1033 1,1352 1,1312 1,0574 0,8943 0,6601 0,4016 0,1688 -0,0045 -0,1133 -0,1814 -0,2406 -0,3008 -0,3358 -0,3009 -0,1671 0,0529 0,3082 0,5415 0,7233 0,8539 0,9333 0,9437 0,8613 0,6803 0,4276 0,1550 -0,0816 -0,2408 -0,3058 -0,2862 -0,2090 -0,1092 -0,0179 0,0524 0,1089 0,1641 0,2215 0,2699 0,2880 0,2607 0,1920 0,1010 0,0145 -0,0333 -0,0090 0,1033 0,2926 0,5283 0,7773 1,0168 1,2313 1,3993 1,4933 1,4977 1,4266 1,3234 1,2399 1,2086 1,2311 1,2876 1,3522 1,4058 1,4452 1,4836 1,5406 1,6248 1,7234 1,8132 1,8805 1,9289 1,9717 2,0183 2,0652 2,0964 2,0967 2,0699 2,0389 2,0214 2,0103 1,9848 1,9293 1,8391 1,7205 1,5911 1,4685 1,3572 1,2481 1,1325 1,0194 0,9353 0,9052 0,9315 0,9908 1,0444 1,0602 1,0345 0,9926 0,9627 0,9440 0,9099 0,8392 0,7352 0,6145 0,4922 0,3728 0,2496 0,1133 -0,0314 -0,1622 -0,2555 -0,2987 -0,2891 -0,2326 -0,1448 -0,0485 0,0321 0,0773 0,0804 0,0522 0,0199 0,0187 0,0692 0,1672 0,2991 0,4539 0,6173 0,7728 0,9185 1,0662 1,2202 1,3691 1,5013 1,6167 1,7194 1,8033 1,8479 1,8351 1,7687 1,6739 1,5788 1,5001 1,4414 1,4006 1,3746 1,3572 1,3391 1,3107 1,2656 1,1991 1,1088 1,0002 0,8894 0,8069 0,7943 0,8788 1,0438 1,2356 1,3948 1,4776 1,4645 1,3730 1,2569 1,1790 1,1767 1,2499 1,3781 1,5315 1,6696 1,7525 1,7676 1,7385 1,7065 1,7015 1,7203 1,7295 1,6951 1,6114 1,5033 1,4072 1,3431 1,2936 1,2190 1,1000 0,9579 0,8399 0,7945 0,8544 1,0280 1,2978 1,6206 1,9334 2,1729 2,3033 2,3375 2,3298 2,3324 2,3573 2,3819 2,3865 2,3826 2,4035 2,4726 2,5820 2,6981 2,7845 2,8219 2,8144 2,7777 2,7183 2,6204 2,4613 2,2397 1,9840 1,7349 1,5195 1,3355 1,1633 0,9957 0,8476 0,7387 0,6833 0,6960 0,7884 0,9529 1,1548 1,3395 1,4475 1,4435 1,3421 1,2009 1,0875 1,0482 1,0897 1,1879 1,3172 1,4718 1,6582 1,8753 2,1035 2,3151 2,4966 2,6545 2,7993 2,9316 3,0433 3,1229 3,1629 3,1698 3,1644 3,1662 3,1812 3,2043 3,2286 3,2479 3,2507 3,2220 3,1535 3,0453 2,9013 2,7334 2,5664 2,4333 2,3696 2,4021 2,5292 2,7085 2,8696 2,9405 2,8781 2,6930 2,4476 2,2163 2,0491 1,9690 1,9801 2,0620 2,1634 2,2152 2,1561 1,9512 1,5994 1,1341 0,6181 0,1207 -0,3122 -0,6654 -0,9423 -1,1557 -1,3210 -1,4484 -1,5396 -1,5939 -1,6185 -1,6288 -1,6326 -1,6219 -1,5870 -1,5270 -1,4355 -1,2911 -1,0794 -0,8216 -0,5714 -0,3793 -0,2572 -0,1771 -0,1007 -0,0040 0,1146 0,2377 0,3374 0,3919 0,4026 0,3940 0,3914 0,3988 0,4039 0,4006 0,4010 0,4289 0,5066 0,6467 0,8462 1,0811 1,3096 1,4940 1,6251 1,7208 1,8034 1,8838 1,9614 2,0259 2,0627 2,0699 2,0657 2,0651 2,0543 2,0012 1,8825 1,7013 1,4885 1,2904 1,1474 1,0804 1,0907 1,1647 1,2758 1,3877 1,4646 1,4906 1,4773 1,4483 1,4193 1,3947 1,3751 1,3612 1,3548 1,3595 1,3776 1,3974 1,3859 1,3054 1,1414 0,9073 0,6321 0,3556 0,1274 -0,0127 -0,0617 -0,0561 -0,0453 -0,0620 -0,1131 -0,1891 -0,2730 -0,3468 -0,3977 -0,4162 -0,3881 -0,2968 -0,1401 0,0597 0,2628 0,4282 0,5239 0,5347 0,4715 0,3711 0,2793 0,2319 0,2461 0,3221 0,4523 0,6231 0,8098 0,9829 1,1252
Fz    -2,0009 -2,0055 -2,0138 -1,9882 -1,9217 -1,8517 -1,8311 -1,8904 -2,0215 -2,1864 -2,3421 -2,4691 -2,5816 -2,7099 -2,8700 -3,0427 -3,1734 -3,1936 -3,0542 -2,7445 -2,2843 -1,7073 -1,0578 -0,3856 0,2643 0,8572 1,3688 1,7866 2,1036 2,3151 2,4266 2,4640 2,4669 2,4665 2,4693 2,4591 2,4172 2,3427 2,2493 2,1518 2,0594 1,9792 1,9230 1,9078 1,9423 2,0191 2,1205 2,2209 2,2830 2,2625 2,1295 1,8894 1,5821 1,2605 0,9650 0,7142 0,5158 0,3803 0,3119 0,2883 0,2656 0,2088 0,1118 -0,0065 -0,1198 -0,2118 -0,2844 -0,3455 -0,3945 -0,4245 -0,4353 -0,4391 -0,4532 -0,4842 -0,5139 -0,5066 -0,4339 -0,2905 -0,0913 0,1394 0,3734 0,5792 0,7314 0,8241 0,8805 0,9460 1,0583 1,2149 1,3789 1,5165 1,6170 1,6843 1,7248 1,7458 1,7538 1,7503 1,7302 1,6883 1,6257 1,5495 1,4659 1,3759 1,2741 1,1507 0,9963 0,7998 0,5410 0,2053 -0,1859 -0,5729 -0,8966 -1,1361 -1,3101 -1,4548 -1,6085 -1,8088 -2,0800 -2,4119 -2,7584 -3,0655 -3,2991 -3,4487 -3,5122 -3,4863 -3,3728 -3,1837 -2,9320 -2,6281 -2,2852 -1,9201 -1,5475 -1,1804 -0,8335 -0,5226 -0,2585 -0,0398 0,1457 0,3067 0,4300 0,4836 0,4429 0,3146 0,1338 -0,0513 -0,1835 -0,2007 -0,0541 0,2616 0,6923 1,1465 1,5445 1,8551 2,0949 2,2978 2,4821 2,6352 2,7283 2,7435 2,6891 2,5936 2,4888 2,3933 2,3060 2,2159 2,1202 2,0384 2,0067 2,0473 2,1415 2,2336 2,2694 2,2393 2,1909 2,2027 2,3377 2,6073 2,9677 3,3399 3,6299 3,7551 3,6737 3,3978 2,9835 2,5075 2,0416 1,6327 1,2944 1,0194 0,7981 0,6208 0,4701 0,3247 0,1733 0,0218 -0,1106 -0,2011 -0,2341 -0,2106 -0,1475 -0,0707 -0,0074 0,0218 0,0066 -0,0586 -0,1855 -0,3893 -0,6669 -0,9832 -1,2850 -1,5271 -1,6899 -1,7843 -1,8421 -1,8910 -1,9266 -1,9041 -1,7661 -1,4853 -1,0898 -0,6529 -0,2521 0,0680 0,2959 0,4257 0,4436 0,3344 0,0991 -0,2287 -0,5883 -0,9199 -1,1834 -1,3568 -1,4301 -1,4026 -1,2771 -1,0553 -0,7433 -0,3661 0,0285 0,3845 0,6552 0,8136 0,8573 0,8085 0,7062 0,5986 0,5347 0,5470 0,6396 0,7901 0,9612 1,1152 1,2303 1,3032 1,3347 1,3153 1,2324 1,0952 0,9434 0,8225 0,7494 0,7012 0,6374 0,5338 0,4029 0,2816 0,2050 0,1939 0,2539 0,3741 0,5307 0,7018 0,8772 1,0514 1,2137 1,3455 1,4225 1,4234 1,3482 1,2256 1,0883 0,9435 0,7759 0,5757 0,3554 0,1455 -0,0221 -0,1357 -0,2151 -0,3004 -0,4224 -0,5739 -0,7086 -0,7707 -0,7313 -0,6072 -0,4531 -0,3316 -0,2801 -0,2990 -0,3656 -0,4633 -0,5955 -0,7685 -0,9650 -1,1400 -1,2474 -1,2787 -1,2798 -1,3222 -1,4495 -1,6582 -1,9189 -2,1923 -2,4318 -2,5943 -2,6575 -2,6236 -2,5176 -2,3816 -2,2561 -2,1595 -2,0768 -1,9661 -1,7896 -1,5465 -1,2682 -0,9902 -0,7368 -0,5163 -0,3172 -0,1189 0,0890 0,3023 0,5147 0,7250 0,9277 1,0967 1,1885 1,1717 1,0541 0,8713 0,6568 0,4273 0,1926 -0,0275 -0,1995 -0,2902 -0,2870 -0,2039 -0,0755 0,0511 0,1325 0,1460 0,0965 0,0198 -0,0197 0,0381 0,2002 0,4105 0,5851 0,6577 0,6105 0,4836 0,3530 0,2905 0,3338 0,4823 0,7123 0,9838 1,2395 1,4209 1,5038 1,5152 1,5104 1,5301 1,5709 1,5915 1,5441 1,4091 1,2090 0,9940 0,8037 0,6335 0,4430 0,2037 -0,0638 -0,2958 -0,4224 -0,4048 -0,2474 0,0096 0,2981 0,5358 0,6538 0,6311 0,5159 0,4037 0,3748 0,4444 0,5704 0,7049 0,8362 0,9807 1,1453 1,3097 1,4379 1,4989 1,4806 1,3943 1,2696 1,1367 1,0032 0,8542 0,6803 0,4989 0,3384 0,2046 0,0738 -0,0781 -0,2424 -0,3803 -0,4552 -0,4504 -0,3594 -0,1806 0,0715 0,3565 0,6136 0,7784 0,8144 0,7370 0,6029 0,4779 0,4037 0,3793 0,3752 0,3700 0,3715 0,4021 0,4712 0,5598 0,6344 0,6776 0,7031 0,7387 0,8045 0,9079 1,0481 1,2199 1,4144 1,6183 1,8145 1,9891 2,1395 2,2709 2,3838 2,4655 2,4951 2,4550 2,3350 2,1380 1,8930 1,6569 1,4986 1,4742 1,6017 1,8505 2,1513 2,4173 2,5717 2,5769 2,4530 2,2655 2,0850 1,9559 1,8955 1,9012 1,9462 1,9806 1,9469 1,7963 1,5015 1,0699 0,5496 0,0169 -0,4550 -0,8246 -1,0923 -1,2937 -1,4815 -1,6992 -1,9636 -2,2690 -2,6021 -2,9494 -3,2941 -3,6061 -3,8448 -3,9831 -4,0222 -3,9732 -3,8368 -3,6174 -3,3462 -3,0753 -2,8449 -2,6577 -2,4848 -2,2950 -2,0767 -1,8427 -1,6207 -1,4429 -1,3287 -1,2662 -1,2183 -1,1545 -1,0734 -0,9964 -0,9472 -0,9353 -0,9457 -0,9381 -0,8589 -0,6693 -0,3730 -0,0207 0,3162 0,5800 0,7447 0,8158 0,8282 0,8363 0,8844 0,9791 1,1007 1,2292 1,3412 1,3985 1,3642 1,2310 1,0295 0,8128 0,6319 0,5148 0,4613 0,4498 0,4481 0,4235 0,3547 0,2408 0,1022 -0,0317 -0,1396 -0,2159 -0,2631 -0,2854 -0,2896 -0,2825 -0,2629 -0,2248 -0,1783 -0,1606 -0,2174 -0,3696 -0,6023 -0,8820 -1,1708 -1,4285 -1,6241 -1,7591 -1,8659 -1,9776 -2,1063 -2,2525 -2,4196 -2,6063 -2,7914 -2,9370 -3,0023 -2,9521 -2,7718 -2,4842 -2,1481 -1,8293 -1,5725 -1,3954 -1,2956 -1,2544 -1,2423 -1,2280 -1,1873 -1,1131 -1,0159 -0,9063 -0,7831 -0,6461 -0,5113 -0,4003
F3    -0,8201 -0,7005 -0,6121 -0,5496 -0,5177 -0,5414 -0,6485 -0,8410 -1,0874 -1,3382 -1,5526 -1,7198 -1,8610 -2,0075 -2,1697 -2,3228 -2,4213 -2,4276 -2,3290 -2,1340 -1,8558 -1,5063 -1,1028 -0,6659 -0,2123 0,2398 0,6674 1,0498 1,3717 1,6173 1,7724 1,8351 1,8195 1,7474 1,6361 1,4946 1,3322 1,1706 1,0405 0,9671 0,9591 1,0089 1,1010 1,2206 1,3547 1,4916 1,6221 1,7382 1,8260 1,8612 1,8215 1,7092 1,5546 1,3986 1,2680 1,1625 1,0646 0,9609 0,8497 0,7317 0,6083 0,4890 0,3915 0,3322 0,3169 0,3342 0,3606 0,3816 0,4044 0,4443 0,5030 0,5617 0,5929 0,5826 0,5474 0,5282 0,5653 0,6819 0,8751 1,1113 1,3345 1,4898 1,5462 1,5089 1,4197 1,3388 1,3110 1,3431 1,4198 1,5305 1,6720 1,8343 1,9974 2,1410 2,2506 2,3133 2,3148 2,2432 2,0980 1,8955 1,6660 1,4412 1,2405 1,0638 0,8966 0,7181 0,5034 0,2323 -0,0899 -0,4246 -0,7218 -0,9500 -1,1075 -1,2121 -1,2875 -1,3635 -1,4696 -1,6127 -1,7698 -1,9088 -2,0129 -2,0847 -2,1284 -2,1376 -2,1004 -2,0115 -1,8705 -1,6766 -1,4264 -1,1153 -0,7466 -0,3417 0,0614 0,4225 0,7131 0,9219 1,0547 1,1283 1,1581 1,1473 1,0899 0,9850 0,8452 0,6936 0,5639 0,5010 0,5517 0,7415 1,0542 1,4368 1,8296 2,1934 2,5149 2,7906 3,0094 3,1521 3,2079 3,1876 3,1238 3,0575 3,0210 3,0188 3,0259 3,0073 2,9472 2,8678 2,8193 2,8398 2,9189 3,0043 3,0423 3,0128 2,9378 2,8669 2,8514 2,9166 3,0536 3,2263 3,3791 3,4532 3,4127 3,2572 3,0134 2,7220 2,4254 2,1557 1,9290 1,7520 1,6305 1,5619 1,5291 1,5123 1,5004 1,4860 1,4587 1,4100 1,3370 1,2379 1,1125 0,9677 0,8185 0,6851 0,5858 0,5237 0,4791 0,4227 0,3414 0,2492 0,1718 0,1282 0,1234 0,1452 0,1636 0,1468 0,0890 0,0266 0,0193 0,1077 0,2852 0,5059 0,7116 0,8579 0,9239 0,9034 0,7956 0,6060 0,3543 0,0804 -0,1635 -0,3336 -0,4073 -0,3853 -0,2884 -0,1535 -0,0218 0,0823 0,1631 0,2390 0,3222 0,4127 0,5026 0,5793 0,6304 0,6535 0,6597 0,6709 0,7122 0,8020 0,9445 1,1285 1,3293 1,5150 1,6605 1,7553 1,7971 1,7858 1,7281 1,6453 1,5691 1,5260 1,5237 1,5471 1,5704 1,5805 1,5885 1,6167 1,6753 1,7602 1,8658 1,9881 2,1197 2,2492 2,3659 2,4629 2,5328 2,5640 2,5469 2,4876 2,4115 2,3442 2,2841 2,1982 2,0539 1,8502 1,6168 1,3952 1,2222 1,1127 1,0477 0,9830 0,8824 0,7511 0,6342 0,5814 0,6136 0,7109 0,8192 0,8765 0,8493 0,7515 0,6268 0,5085 0,3960 0,2709 0,1295 -0,0085 -0,1195 -0,1987 -0,2646 -0,3420 -0,4381 -0,5383 -0,6245 -0,6856 -0,7121 -0,6950 -0,6340 -0,5430 -0,4465 -0,3707 -0,3280 -0,3085 -0,2817 -0,2084 -0,0656 0,1303 0,3339 0,5020 0,6185 0,7020 0,7925 0,9190 1,0803 1,2570 1,4347 1,6116 1,7849 1,9298 2,0035 1,9814 1,8816 1,7487 1,6191 1,5048 1,4017 1,3033 1,2060 1,1094 1,0167 0,9356 0,8704 0,8129 0,7488 0,6703 0,5804 0,4974 0,4560 0,4881 0,5946 0,7420 0,8829 0,9777 1,0099 0,9985 0,9916 1,0346 1,1354 1,2613 1,3698 1,4362 1,4554 1,4363 1,4006 1,3843 1,4272 1,5482 1,7236 1,8960 2,0073 2,0289 1,9680 1,8543 1,7154 1,5578 1,3757 1,1785 1,0009 0,8840 0,8553 0,9233 1,0831 1,3162 1,5825 1,8232 1,9824 2,0355 2,0037 1,9397 1,8898 1,8704 1,8740 1,8925 1,9344 2,0181 2,1485 2,3046 2,4530 2,5694 2,6501 2,7076 2,7591 2,8083 2,8329 2,7973 2,6829 2,4994 2,2713 2,0204 1,7610 1,5026 1,2593 1,0518 0,8993 0,8122 0,7954 0,8508 0,9719 1,1407 1,3247 1,4791 1,5684 1,5926 1,5833 1,5775 1,5918 1,6136 1,6176 1,5987 1,5853 1,6175 1,7137 1,8548 2,0009 2,1239 2,2240 2,3180 2,4198 2,5323 2,6508 2,7711 2,8966 3,0329 3,1697 3,2784 3,3328 3,3252 3,2576 3,1301 2,9476 2,7348 2,5289 2,3586 2,2355 2,1633 2,1497 2,2074 2,3398 2,5261 2,7216 2,8767 2,9560 2,9491 2,8732 2,7650 2,6626 2,5897 2,5550 2,5550 2,5747 2,5940 2,5922 2,5446 2,4190 2,1880 1,8475 1,4244 0,9632 0,5069 0,0880 -0,2735 -0,5705 -0,8064 -0,9917 -1,1418 -1,2720 -1,3924 -1,5075 -1,6142 -1,6974 -1,7413 -1,7430 -1,7020 -1,6040 -1,4344 -1,2052 -0,9552 -0,7227 -0,5244 -0,3572 -0,2106 -0,0747 0,0553 0,1758 0,2742 0,3390 0,3746 0,3996 0,4269 0,4528 0,4651 0,4589 0,4435 0,4404 0,4788 0,5873 0,7781 1,0334 1,3115 1,5693 1,7814 1,9408 2,0526 2,1292 2,1849 2,2224 2,2325 2,2138 2,1813 2,1451 2,0960 2,0180 1,9081 1,7820 1,6646 1,5713 1,4972 1,4265 1,3527 1,2858 1,2427 1,2345 1,2605 1,3151 1,3896 1,4678 1,5284 1,5563 1,5485 1,5120 1,4594 1,4057 1,3645 1,3361 1,3006 1,2300 1,1099 0,9472 0,7609 0,5762 0,4244 0,3309 0,2938 0,2834 0,2645 0,2194 0,1482 0,0551 -0,0549 -0,1700 -0,2734 -0,3489 -0,3798 -0,3491 -0,2494 -0,0913 0,1024 0,3094 0,5159 0,7159 0,9039 1,0682 1,1943 1,2735 1,3067 1,3008 1,2726 1,2502 1,2557 1,2876 1,3297
F7    0,2472 0,3305 0,4507 0,6012 0,7384 0,7895 0,6968 0,4576 0,1229 -0,2384 -0,5707 -0,8463 -1,0689 -1,2667 -1,4670 -1,6696 -1,8484 -1,9761 -2,0391 -2,0289 -1,9329 -1,7424 -1,4660 -1,1256 -0,7448 -0,3439 0,0655 0,4722 0,8450 1,1353 1,3082 1,3603 1,3043 1,1534 0,9232 0,6366 0,3267 0,0387 -0,1789 -0,2898 -0,2760 -0,1380 0,1052 0,4188 0,7619 1,1003 1,4076 1,6626 1,8489 1,9491 1,9466 1,8421 1,6665 1,4717 1,2986 1,1522 1,0159 0,8851 0,7707 0,6801 0,6159 0,5845 0,5882 0,6176 0,6576 0,6899 0,6918 0,6557 0,6096 0,6042 0,6760 0,8204 0,9947 1,1502 1,2685 1,3615 1,4482 1,5426 1,6528 1,7764 1,8983 1,9911 2,0213 1,9680 1,8485 1,7196 1,6381 1,6203 1,6537 1,7317 1,8565 2,0202 2,1984 2,3604 2,4811 2,5484 2,5634 2,5292 2,4452 2,3149 2,1559 1,9954 1,8569 1,7500 1,6697 1,5995 1,5095 1,3620 1,1393 0,8658 0,5902 0,3501 0,1564 0,0011 -0,1346 -0,2807 -0,4624 -0,6732 -0,8727 -1,0225 -1,1153 -1,1700 -1,2025 -1,2087 -1,1732 -1,0885 -0,9539 -0,7574 -0,4717 -0,0792 0,3973 0,8951 1,3416 1,6827 1,8928 1,9740 1,9534 1,8703 1,7514 1,5949 1,3861 1,1223 0,8206 0,5117 0,2371 0,0495 0,0065 0,1481 0,4723 0,9291 1,4387 1,9258 2,3487 2,6926 2,9407 3,0669 3,0580 2,9332 2,7482 2,5802 2,4889 2,4820 2,5121 2,5089 2,4258 2,2748 2,1167 2,0070 1,9524 1,9213 1,8825 1,8315 1,7936 1,8096 1,9107 2,0970 2,3411 2,6054 2,8501 3,0366 3,1389 3,1500 3,0778 2,9435 2,7811 2,6217 2,4789 2,3591 2,2732 2,2236 2,1943 2,1671 2,1350 2,0925 2,0296 1,9415 1,8356 1,7288 1,6405 1,5853 1,5743 1,6190 1,7240 1,8686 1,9988 2,0492 1,9859 1,8285 1,6310 1,4508 1,3258 1,2606 1,2259 1,1799 1,0990 0,9980 0,9259 0,9324 1,0262 1,1633 1,2762 1,3190 1,2859 1,1900 1,0390 0,8345 0,5891 0,3382 0,1360 0,0350 0,0655 0,2184 0,4440 0,6722 0,8361 0,8938 0,8494 0,7462 0,6297 0,5193 0,4068 0,2715 0,1023 -0,0904 -0,2841 -0,4522 -0,5597 -0,5680 -0,4569 -0,2428 0,0248 0,2917 0,5296 0,7361 0,9047 1,0180 1,0751 1,1101 1,1743 1,3068 1,5127 1,7580 1,9873 2,1538 2,2423 2,2727 2,2896 2,3424 2,4550 2,6104 2,7654 2,8784 2,9261 2,9084 2,8375 2,7233 2,5761 2,4249 2,3218 2,3121 2,3912 2,5001 2,5723 2,5744 2,5067 2,3889 2,2544 2,1339 2,0321 1,9259 1,7939 1,6506 1,5427 1,5147 1,5799 1,7135 1,8592 1,9549 1,9699 1,9225 1,8541 1,7843 1,7015 1,5955 1,4816 1,3867 1,3236 1,2875 1,2665 1,2506 1,2365 1,2257 1,2159 1,1996 1,1761 1,1537 1,1360 1,1125 1,0684 1,0007 0,9204 0,8441 0,7938 0,7993 0,8798 1,0238 1,1962 1,3562 1,4710 1,5355 1,5837 1,6609 1,7799 1,9168 2,0434 2,1500 2,2332 2,2700 2,2214 2,0687 1,8406 1,6003 1,4087 1,2993 1,2767 1,3220 1,3983 1,4649 1,4995 1,5040 1,4880 1,4535 1,3981 1,3248 1,2422 1,1696 1,1438 1,1942 1,3031 1,4110 1,4585 1,4132 1,2737 1,0768 0,8905 0,7792 0,7674 0,8341 0,9400 1,0501 1,1305 1,1507 1,1028 1,0162 0,9464 0,9400 1,0000 1,0831 1,1380 1,1493 1,1438 1,1611 1,2135 1,2719 1,2971 1,2817 1,2517 1,2389 1,2642 1,3423 1,4902 1,7199 2,0164 2,3261 2,5742 2,7036 2,7101 2,6443 2,5677 2,5110 2,4751 2,4612 2,4852 2,5660 2,7056 2,8794 3,0440 3,1581 3,2010 3,1827 3,1315 3,0582 2,9381 2,7392 2,4629 2,1503 1,8570 1,6242 1,4590 1,3364 1,2309 1,1430 1,0883 1,0760 1,1083 1,1830 1,2863 1,3891 1,4479 1,4122 1,2572 1,0202 0,7901 0,6608 0,6849 0,8478 1,0835 1,3317 1,5823 1,8574 2,1632 2,4691 2,7314 2,9309 3,0831 3,2113 3,3187 3,3845 3,3852 3,3175 3,2099 3,1095 3,0506 3,0315 3,0221 2,9887 2,9102 2,7791 2,6050 2,4213 2,2697 2,1688 2,1068 2,0589 2,0136 1,9870 2,0108 2,0965 2,2080 2,2764 2,2393 2,0714 1,8001 1,4967 1,2358 1,0613 0,9877 1,0159 1,1304 1,2896 1,4324 1,5029 1,4636 1,2959 1,0048 0,6272 0,2198 -0,1691 -0,5117 -0,7984 -1,0319 -1,2188 -1,3586 -1,4403 -1,4506 -1,3894 -1,2715 -1,1123 -0,9229 -0,7252 -0,5529 -0,4208 -0,3065 -0,1794 -0,0398 0,0781 0,1393 0,1404 0,1140 0,1074 0,1553 0,2592 0,3862 0,4889 0,5352 0,5262 0,4862 0,4335 0,3654 0,2710 0,1573 0,0573 0,0167 0,0776 0,2633 0,5630 0,9250 1,2746 1,5526 1,7448 1,8759 1,9756 2,0572 2,1178 2,1427 2,1078 2,0011 1,8441 1,6766 1,5237 1,3890 1,2672 1,1559 1,0613 0,9945 0,9623 0,9651 1,0008 1,0654 1,1538 1,2542 1,3480 1,4258 1,4970 1,5697 1,6324 1,6647 1,6598 1,6296 1,5938 1,5730 1,5834 1,6193 1,6394 1,5878 1,4299 1,1680 0,8414 0,5214 0,2899 0,1970 0,2313 0,3331 0,4327 0,4857 0,4853 0,4491 0,3975 0,3432 0,2932 0,2531 0,2314 0,2433 0,3037 0,4161 0,5646 0,7117 0,8102 0,8289 0,7741 0,6844 0,6070 0,5746 0,5974 0,6661 0,7626 0,8677 0,9627 1,0326 1,0765
