Fp1   -4,8320 -4,9376 -5,0354 -5,0782 -5,0310 -4,8863 -4,6489 -4,3154 -3,8764 -3,3314 -2,7016 -2,0336 -1,3848 -0,7989 -0,2921 0,1371 0,4878 0,7420 0,8729 0,8777 0,8045 0,7291 0,7071 0,7540 0,8609 1,0184 1,2324 1,5180 1,8797 2,3002 2,7412 3,1415 3,4249 3,5272 3,4316 3,1785 2,8366 2,4644 2,1044 1,7967 1,5670 1,4029 1,2663 1,1271 0,9754 0,8175 0,6744 0,5767 0,5580 0,6498 0,8640 1,1690 1,4921 1,7609 1,9487 2,0822 2,2054 2,3401 2,4904 2,6701 2,8853 3,0931 3,2096 3,1697 2,9788 2,7039 2,4186 2,1525 1,8844 1,5701 1,1712 0,6710 0,0910 -0,5085 -1,0578 -1,5173 -1,8925 -2,2106 -2,4782 -2,6613 -2,7074 -2,5825 -2,3013 -1,9294 -1,5450 -1,1991 -0,9058 -0,6522 -0,4098 -0,1477 0,1448 0,4437 0,6986 0,8511 0,8569 0,7097 0,4443 0,1191 -0,2002 -0,4585 -0,6363 -0,7558 -0,8509 -0,9335 -0,9929 -1,0225 -1,0303 -1,0235 -0,9991 -0,9468 -0,8490 -0,6890 -0,4764 -0,2500 -0,0471 0,1182 0,2480 0,3547 0,4779 0,6870 1,0379 1,5191 2,0493 2,5271 2,8854 3,1070 3,2088 3,2223 3,1827 3,1176 3,0340 2,9169 2,7481 2,5274 2,2708 1,9922 1,6934 1,3694 1,0216 0,6655 0,3243 0,0175 -0,2424 -0,4460 -0,5852 -0,6621 -0,7033 -0,7571 -0,8630 -1,0167 -1,1637 -1,2380 -1,2100 -1,0894 -0,8772 -0,5396 -0,0380 0,6275 1,4092 2,2324 3,0202 3,7079 4,2590 4,6841 5,0355 5,3573 5,6389 5,8277 5,8841 5,8058 5,6056 5,2959 4,8908 4,4009 3,8262 3,1649 2,4299 1,6581 0,9014 0,2045 -0,4153 -0,9702 -1,4807 -1,9516 -2,3694 -2,7152 -2,9805 -3,1686 -3,2774 -3,2888 -3,1756 -2,9243 -2,5708 -2,2059 -1,9252 -1,7826 -1,7880 -1,9198 -2,1385 -2,4006 -2,6683 -2,9043 -3,0606 -3,0918 -2,9895 -2,7915 -2,5606 -2,3590 -2,2376 -2,2417 -2,4125 -2,7634 -3,2562 -3,8209 -4,3931 -4,9188 -5,3446 -5,6389 -5,8241 -5,9665 -6,1395 -6,3930 -6,7325 -7,1096 -7,4427 -7,6723 -7,7996 -7,8677 -7,9141 -7,9395 -7,9166 -7,8210 -7,6396 -7,3571 -6,9620 -6,4670 -5,9239 -5,4256 -5,0847 -4,9829 -5,1283 -5,4542 -5,8525 -6,2099 -6,4315 -6,4572 -6,2714 -5,9106 -5,4557 -4,9989 -4,6108 -4,3369 -4,2072 -4,2249 -4,3547 -4,5421 -4,7428 -4,9346 -5,1094 -5,2554 -5,3529 -5,3849 -5,3361 -5,1906 -4,9499 -4,6500 -4,3377 -4,0338 -3,7436 -3,4893 -3,3030 -3,1905 -3,1159 -3,0227 -2,8691 -2,6486 -2,3821 -2,1036 -1,8557 -1,6853 -1,6200 -1,6427 -1,6934 -1,7019 -1,6218 -1,4432 -1,1929 -0,9291 -0,7148 -0,5846 -0,5385 -0,5614 -0,6460 -0,8074 -1,0731 -1,4487 -1,8922 -2,3244 -2,6626 -2,8492 -2,8639 -2,7250 -2,4818 -2,1926 -1,8930 -1,5841 -1,2598 -0,9430 -0,6880 -0,5489 -0,5495 -0,6746 -0,8905 -1,1754 -1,5236 -1,9232 -2,3416 -2,7325 -3,0502 -3,2624 -3,3560 -3,3270 -3,1624 -2,8396 -2,3662 -1,8139 -1,2874 -0,8580 -0,5370 -0,2998 -0,1205 0,0160 0,1258 0,2389 0,4005 0,6485 0,9752 1,3214 1,6156 1,8092 1,8871 1,8718 1,8176 1,7798 1,7872 1,8467 1,9693 2,1863 2,5428 3,0605 3,7048 4,4010 5,0804 5,7031 6,2419 6,6664 6,9508 7,0866 7,0818 6,9619 6,7726 6,5693 6,3981 6,2880 6,2575 6,3237 6,5014 6,7859 7,1322 7,4560 7,6633 7,6856 7,5058 7,1715 6,7772 6,4159 6,1413 5,9653 5,8797 5,8787 5,9509 6,0555 6,1333 6,1424 6,0729 5,9373 5,7501 5,5132 5,2203 4,8714 4,4828 4,0888 3,7344 3,4747 3,3711 3,4624 3,7265 4,0722 4,3763 4,5466 4,5564 4,4236 4,1802 3,8742 3,5708 3,3225 3,1349 2,9767 2,8128 2,6228 2,4083 2,1995 2,0446 1,9894 2,0725 2,3161 2,6968 3,1370 3,5469 3,8809 4,1489 4,3731 4,5454 4,6376 4,6485 4,6163 4,5802 4,5500 4,5255 4,5324 4,6273 4,8717 5,2939 5,8589 6,4651 6,9883 7,3522 7,5655 7,6898 7,7783 7,8472 7,8954 7,9354 7,9953 8,0963 8,2281 8,3440 8,3864 8,3190 8,1417 7,8965 7,6649 7,5414 7,5731 7,7126 7,8439 7,8619 7,7193 7,4185 6,9912 6,4860 5,9556 5,4531 5,0466 4,8225 4,8468 5,1091 5,5109 5,9172 6,2250 6,4037 6,4966 6,5833 6,7202 6,8958 7,0364 7,0625 6,9482 6,7328 6,4847 6,2579 6,0725 5,9252 5,8109 5,7267 5,6599 5,5909 5,5098 5,4225 5,3455 5,3075 5,3536 5,5266 5,8233 6,1618 6,4025 6,4221 6,1893 5,7902 5,3764 5,0698 4,9170 4,9152 5,0482 5,2978 5,6364 6,0222 6,4181 6,8154 7,2314 7,6818 8,1542 8,6123 9,0275 9,3989 9,7456 10,0815 10,3880 10,6159 10,7270 10,7334 10,6915 10,6628 10,6828 10,7606 10,8953 11,0785 11,2767 11,4308 11,4816 11,3923 11,1517 10,7825 10,3479 9,9267 9,5687 9,2696 8,9868 8,6735 8,2932 7,8191 7,2374 6,5650 5,8560 5,1836 4,6124 4,1835 3,9083 3,7596 3,6702 3,5576 3,3627 3,0632 2,6530 2,1276 1,5005 0,8176 0,1458 -0,4490 -0,9180 -1,2401 -1,4221 -1,4807 -1,4319 -1,3124 -1,1897 -1,1250 -1,1331 -1,1821 -1,2137 -1,1671 -1,0180 -0,8024 -0,5927 -0,4406 -0,3473 -0,2865 -0,2488 -0,2536 -0,3272 -0,4865 -0,7303 -1,0291 -1,3258 -1,5557 -1,6721 -1,6591 -1,5275 -1,3029 -1,0145 -0,6884 -0,3494 -0,0256 0,2553 0,4866 0,7016 0,9516 1,2633 1,6182 1,9569
Fz    -3,0762 -3,3894 -3,7658 -4,1163 -4,3571 -4,4478 -4,3852 -4,1727 -3,8069 -3,2875 -2,6364 -1,9085 -1,1815 -0,5273 0,0168 0,4544 0,8055 1,0749 1,2487 1,3265 1,3405 1,3312 1,3144 1,2868 1,2467 1,1980 1,1534 1,1376 1,1766 1,2857 1,4656 1,6946 1,9248 2,1033 2,2048 2,2317 2,1833 2,0448 1,8183 1,5494 1,2985 1,0925 0,9252 0,7922 0,7014 0,6586 0,6604 0,6960 0,7580 0,8575 1,0148 1,2224 1,4252 1,5513 1,5667 1,5003 1,4158 1,3608 1,3511 1,3932 1,4835 1,5862 1,6423 1,6122 1,5032 1,3539 1,1977 1,0400 0,8598 0,6273 0,3219 -0,0507 -0,4446 -0,7850 -1,0107 -1,1152 -1,1540 -1,2013 -1,2904 -1,3910 -1,4373 -1,3731 -1,1875 -0,9226 -0,6478 -0,4262 -0,2955 -0,2586 -0,2778 -0,2810 -0,1936 0,0186 0,3278 0,6632 0,9573 1,1761 1,3095 1,3495 1,2864 1,1143 0,8337 0,4591 0,0268 -0,4068 -0,7819 -1,0570 -1,2155 -1,2501 -1,1532 -0,9240 -0,5742 -0,1387 0,3150 0,7144 1,0312 1,2862 1,5093 1,7170 1,9329 2,2083 2,5909 3,0661 3,5463 3,9323 4,1808 4,3108 4,3617 4,3656 4,3465 4,3185 4,2773 4,2029 4,0806 3,9177 3,7339 3,5406 3,3320 3,0902 2,7995 2,4590 2,0806 1,6767 1,2578 0,8439 0,4716 0,1775 -0,0259 -0,1515 -0,2103 -0,1872 -0,0482 0,2207 0,5783 0,9470 1,2823 1,6120 2,0076 2,5299 3,2007 3,9996 4,8726 5,7506 6,5725 7,2956 7,8897 8,3241 8,5655 8,5984 8,4509 8,1877 7,8749 7,5594 7,2646 6,9837 6,6862 6,3399 5,9315 5,4694 4,9711 4,4560 3,9470 3,4621 3,0038 2,5639 2,1440 1,7733 1,4996 1,3562 1,3430 1,4397 1,6332 1,9204 2,2686 2,5913 2,7873 2,7900 2,5823 2,1959 1,7085 1,2272 0,8553 0,6651 0,6981 0,9588 1,3982 1,9272 2,4534 2,9081 3,2452 3,4211 3,3955 3,1725 2,8218 2,4337 2,0660 1,7538 1,5373 1,4390 1,4202 1,3876 1,2474 0,9594 0,5568 0,1231 -0,2606 -0,5610 -0,7935 -0,9786 -1,1060 -1,1363 -1,0388 -0,8262 -0,5404 -0,2103 0,1593 0,5623 0,9639 1,2955 1,4840 1,4996 1,3730 1,1699 0,9557 0,7848 0,7036 0,7491 0,9367 1,2459 1,6217 2,0019 2,3427 2,6180 2,8089 2,9100 2,9317 2,8784 2,7398 2,5082 2,1984 1,8574 1,5553 1,3596 1,3168 1,4448 1,7235 2,1007 2,5230 2,9522 3,3350 3,5861 3,6318 3,4668 3,1606 2,8167 2,5284 2,3552 2,3224 2,4311 2,6518 2,9132 3,1231 3,2256 3,2395 3,2381 3,2956 3,4476 3,6776 3,9288 4,1355 4,2560 4,2821 4,2320 4,1326 3,9957 3,8160 3,5974 3,3688 3,1662 3,0090 2,9016 2,8462 2,8433 2,8900 2,9971 3,2118 3,6017 4,1932 4,9208 5,6442 6,2162 6,5459 6,6168 6,4581 6,1031 5,5731 4,8998 4,1468 3,3994 2,7328 2,1939 1,8072 1,5865 1,5409 1,6707 1,9440 2,2793 2,5768 2,7713 2,8504 2,8387 2,7691 2,6666 2,5587 2,4949 2,5485 2,7852 3,2126 3,7607 4,3138 4,7538 5,0025 5,0571 4,9844 4,8668 4,7602 4,7030 4,7407 4,9253 5,2906 5,8180 6,4246 6,9989 7,4550 7,7546 7,8893 7,8646 7,7102 7,4892 7,2808 7,1472 7,1107 7,1549 7,2451 7,3511 7,4646 7,6074 7,8142 8,0981 8,4266 8,7247 8,9038 8,8946 8,6735 8,2777 7,7970 7,3329 6,9578 6,7012 6,5657 6,5481 6,6319 6,7707 6,9110 7,0274 7,1218 7,1957 7,2300 7,1846 7,0169 6,7011 6,2460 5,7018 5,1493 4,6798 4,3697 4,2498 4,2910 4,4177 4,5446 4,6213 4,6476 4,6439 4,6225 4,5903 4,5568 4,5222 4,4635 4,3420 4,1222 3,7872 3,3555 2,8898 2,4761 2,1946 2,1112 2,2616 2,6128 3,0676 3,5322 3,9747 4,4085 4,8304 5,1894 5,4290 5,5467 5,5930 5,6176 5,6413 5,6745 5,7408 5,8727 6,0916 6,3867 6,6989 6,9261 6,9730 6,8202 6,5487 6,2893 6,1452 6,1555 6,3055 6,5519 6,8405 7,1229 7,3635 7,5334 7,6141 7,6059 7,5275 7,4131 7,3116 7,2703 7,2967 7,3312 7,2777 7,0770 6,7441 6,3409 5,9343 5,5748 5,2934 5,1099 5,0501 5,1453 5,3956 5,7344 6,0452 6,2232 6,2290 6,0996 5,9230 5,7939 5,7641 5,8097 5,8465 5,7925 5,6286 5,4038 5,1946 5,0571 5,0029 5,0001 4,9966 4,9450 4,8205 4,6333 4,4255 4,2497 4,1493 4,1557 4,2890 4,5499 4,9093 5,2968 5,6004 5,6981 5,5210 5,1077 4,5895 4,1075 3,7522 3,5721 3,5983 3,8434 4,2810 4,8354 5,4093 5,9366 6,4107 6,8650 7,3256 7,7785 8,1836 8,5086 8,7401 8,8697 8,8809 8,7646 8,5481 8,3011 8,1057 8,0171 8,0457 8,1793 8,4093 8,7208 9,0674 9,3773 9,5839 9,6450 9,5453 9,3067 8,9975 8,7072 8,4925 8,3450 8,2151 8,0608 7,8674 7,6323 7,3541 7,0438 6,7362 6,4777 6,3034 6,2315 6,2668 6,3885 6,5374 6,6375 6,6331 6,4899 6,1748 5,6637 4,9796 4,2052 3,4469 2,7871 2,2656 1,8895 1,6487 1,5336 1,5435 1,6670 1,8627 2,0748 2,2526 2,3561 2,3748 2,3415 2,3007 2,2630 2,2034 2,0986 1,9512 1,7798 1,5953 1,3951 1,1754 0,9393 0,6959 0,4594 0,2501 0,0970 0,0328 0,0829 0,2528 0,5172 0,8215 1,0995 1,2969 1,3857 1,3680 1,2772 1,1797 1,1580 1,2720 1,5238 1,8403
F3    -3,1380 -3,5434 -3,8872 -4,1037 -4,1614 -4,0689 -3,8506 -3,5210 -3,0798 -2,5282 -1,8984 -1,2602 -0,6869 -0,2206 0,1316 0,3835 0,5627 0,7030 0,8289 0,9495 1,0669 1,1768 1,2665 1,3221 1,3350 1,3047 1,2477 1,1926 1,1649 1,1881 1,2861 1,4622 1,6822 1,8942 2,0614 2,1644 2,1774 2,0604 1,7935 1,4171 1,0225 0,6989 0,4937 0,4095 0,4202 0,4873 0,5715 0,6391 0,6762 0,7062 0,7770 0,9089 1,0599 1,1597 1,1766 1,1434 1,1207 1,1397 1,1948 1,2742 1,3661 1,4399 1,4581 1,4090 1,3172 1,2175 1,1172 0,9811 0,7552 0,4056 -0,0674 -0,6386 -1,2532 -1,8263 -2,2760 -2,5732 -2,7549 -2,8817 -2,9791 -3,0159 -2,9302 -2,6708 -2,2297 -1,6520 -1,0147 -0,3991 0,1205 0,4881 0,6919 0,7843 0,8595 1,0004 1,2350 1,5228 1,7876 1,9698 2,0396 1,9836 1,8046 1,5232 1,1656 0,7537 0,3042 -0,1592 -0,5964 -0,9664 -1,2418 -1,3963 -1,4019 -1,2473 -0,9416 -0,5177 -0,0493 0,3578 0,6230 0,7344 0,7348 0,6908 0,6914 0,8458 1,2349 1,8479 2,5788 3,2916 3,8917 4,3495 4,6769 4,8976 5,0294 5,0803 5,0571 4,9669 4,8148 4,6098 4,3649 4,0834 3,7556 3,3745 2,9557 2,5336 2,1365 1,7698 1,4255 1,1037 0,8202 0,5915 0,4148 0,2716 0,1615 0,1221 0,2060 0,4276 0,7331 1,0438 1,3325 1,6399 2,0261 2,5250 3,1319 3,8121 4,5178 5,2050 5,8431 6,4178 6,9247 7,3512 7,6624 7,8144 7,7945 7,6406 7,4186 7,1888 6,9790 6,7681 6,5047 6,1448 5,6720 5,0944 4,4420 3,7643 3,1163 2,5383 2,0439 1,6216 1,2511 0,9297 0,6818 0,5402 0,5279 0,6550 0,9284 1,3442 1,8461 2,3089 2,5971 2,6318 2,4063 1,9733 1,4304 0,8932 0,4538 0,1610 0,0414 0,1132 0,3666 0,7536 1,2105 1,6842 2,1310 2,4900 2,6810 2,6560 2,4436 2,1253 1,7785 1,4624 1,2273 1,0877 0,9893 0,8289 0,5189 0,0432 -0,5329 -1,0988 -1,5582 -1,8742 -2,0662 -2,1681 -2,1931 -2,1281 -1,9573 -1,6907 -1,3622 -1,0012 -0,6195 -0,2263 0,1495 0,4524 0,6232 0,6360 0,5146 0,3109 0,0733 -0,1590 -0,3377 -0,3983 -0,2888 -0,0134 0,3630 0,7667 1,1534 1,4933 1,7531 1,9109 1,9616 1,8961 1,6983 1,3728 0,9645 0,5529 0,2189 0,0121 -0,0489 0,0412 0,2761 0,6322 1,0754 1,5653 2,0385 2,4098 2,6149 2,6486 2,5540 2,3945 2,2418 2,1632 2,1974 2,3394 2,5357 2,6972 2,7442 2,6648 2,5293 2,4396 2,4662 2,6234 2,8742 3,1469 3,3682 3,4941 3,5194 3,4648 3,3536 3,1977 3,0050 2,7931 2,5826 2,3850 2,2073 2,0648 1,9747 1,9380 1,9465 2,0132 2,1853 2,5127 2,9980 3,5755 4,1317 4,5495 4,7562 4,7470 4,5550 4,2016 3,6966 3,0760 2,4173 1,8161 1,3476 1,0440 0,8966 0,8717 0,9362 1,0864 1,3321 1,6500 1,9766 2,2444 2,4068 2,4421 2,3509 2,1583 1,9198 1,7164 1,6364 1,7430 2,0414 2,4735 2,9433 3,3512 3,6358 3,8056 3,9132 3,9924 4,0436 4,0824 4,1720 4,3967 4,8112 5,3972 6,0611 6,6839 7,1781 7,5023 7,6402 7,5854 7,3537 7,0003 6,6109 6,2662 6,0143 5,8696 5,8265 5,8749 6,0117 6,2431 6,5702 6,9716 7,3905 7,7389 7,9242 7,8925 7,6535 7,2717 6,8326 6,4081 6,0413 5,7549 5,5690 5,5057 5,5698 5,7313 5,9430 6,1722 6,4099 6,6471 6,8466 6,9466 6,8947 6,6726 6,3015 5,8367 5,3505 4,9174 4,6031 4,4434 4,4293 4,5088 4,6094 4,6758 4,6936 4,6706 4,6149 4,5410 4,4752 4,4323 4,3971 4,3310 4,1907 3,9473 3,6132 3,2521 2,9462 2,7622 2,7526 2,9566 3,3692 3,9187 4,4954 5,0128 5,4362 5,7500 5,9228 5,9325 5,8166 5,6696 5,5821 5,5889 5,6792 5,8410 6,0896 6,4537 6,9314 7,4524 7,8811 8,0783 7,9878 7,6724 7,2675 6,9032 6,6595 6,5679 6,6304 6,8245 7,0969 7,3722 7,5793 7,6739 7,6490 7,5391 7,4114 7,3387 7,3646 7,4704 7,5679 7,5543 7,3886 7,1044 6,7610 6,4046 6,0678 5,7763 5,5504 5,4172 5,4125 5,5494 5,7781 5,9929 6,0928 6,0453 5,9014 5,7667 5,7444 5,8741 6,0993 6,3007 6,3805 6,3277 6,2085 6,1012 6,0395 5,9987 5,9241 5,7725 5,5331 5,2272 4,9043 4,6336 4,4788 4,4691 4,5950 4,8302 5,1498 5,5211 5,8768 6,1056 6,0906 5,7832 5,2494 4,6375 4,0882 3,6884 3,4881 3,5173 3,7769 4,2289 4,7966 5,3905 5,9458 6,4436 6,9010 7,3394 7,7635 8,1667 8,5394 8,8616 9,0967 9,2022 9,1550 8,9767 8,7359 8,5166 8,3787 8,3423 8,4090 8,5811 8,8489 9,1661 9,4587 9,6583 9,7239 9,6443 9,4458 9,1959 8,9734 8,8209 8,7230 8,6282 8,4904 8,2879 8,0168 7,6848 7,3177 6,9584 6,6495 6,4224 6,3008 6,2942 6,3773 6,4827 6,5323 6,4733 6,2738 5,8930 5,2939 4,4975 3,6083 2,7666 2,0763 1,5753 1,2531 1,0743 0,9999 1,0051 1,0770 1,2061 1,3931 1,6402 1,9237 2,1973 2,4290 2,6122 2,7412 2,8009 2,7887 2,7305 2,6560 2,5622 2,4228 2,2268 1,9861 1,7197 1,4498 1,2091 1,0379 0,9701 1,0184 1,1634 1,3559 1,5420 1,6892 1,7821 1,8039 1,7357 1,5797 1,3881 1,2551 1,2661 1,4465 1,7378
F7    -3,2663 -3,3531 -3,4646 -3,5425 -3,5280 -3,3985 -3,1628 -2,8339 -2,4167 -1,9139 -1,3432 -0,7521 -0,2090 0,2259 0,5291 0,7162 0,8151 0,8380 0,7819 0,6583 0,5148 0,4111 0,3777 0,4076 0,4765 0,5625 0,6577 0,7674 0,9001 1,0609 1,2490 1,4464 1,6114 1,7020 1,7079 1,6509 1,5520 1,4092 1,2203 1,0172 0,8495 0,7368 0,6632 0,6142 0,5960 0,6233 0,7059 0,8429 1,0277 1,2580 1,5285 1,8049 2,0188 2,1061 2,0585 1,9351 1,8182 1,7553 1,7541 1,8144 1,9272 2,0455 2,0956 2,0340 1,8854 1,7182 1,5847 1,4856 1,3795 1,2165 0,9597 0,5962 0,1533 -0,3045 -0,7129 -1,0501 -1,3394 -1,6091 -1,8489 -2,0029 -2,0013 -1,8038 -1,4318 -0,9670 -0,5103 -0,1346 0,1329 0,3056 0,4268 0,5561 0,7451 1,0087 1,3116 1,5833 1,7605 1,8215 1,7811 1,6630 1,4865 1,2634 0,9968 0,6874 0,3465 0,0047 -0,2987 -0,5344 -0,6882 -0,7488 -0,7067 -0,5628 -0,3282 -0,0276 0,2908 0,5714 0,7890 0,9568 1,1017 1,2471 1,4266 1,6990 2,1182 2,6748 3,2801 3,8205 4,2262 4,4891 4,6350 4,6985 4,7144 4,7088 4,6899 4,6482 4,5713 4,4575 4,3102 4,1253 3,8879 3,5821 3,2083 2,7941 2,3825 2,0090 1,6887 1,4254 1,2248 1,0872 0,9898 0,8910 0,7637 0,6302 0,5563 0,5991 0,7490 0,9385 1,1150 1,2953 1,5489 1,9420 2,4969 3,1819 3,9272 4,6563 5,3188 5,9037 6,4226 6,8743 7,2240 7,4230 7,4525 7,3381 7,1234 6,8474 6,5371 6,1995 5,8233 5,3938 4,9081 4,3785 3,8264 3,2782 2,7623 2,3006 1,9050 1,5877 1,3717 1,2850 1,3381 1,5072 1,7476 2,0234 2,3274 2,6667 3,0141 3,2849 3,3823 3,2519 2,8940 2,3511 1,6955 1,0157 0,3980 -0,0879 -0,3847 -0,4581 -0,3242 -0,0472 0,2934 0,6315 0,9217 1,1230 1,1911 1,1062 0,8992 0,6276 0,3382 0,0701 -0,1298 -0,2351 -0,2796 -0,3435 -0,5002 -0,7728 -1,1263 -1,4896 -1,7994 -2,0422 -2,2548 -2,4782 -2,7101 -2,8959 -2,9683 -2,8978 -2,6981 -2,3922 -1,9976 -1,5399 -1,0738 -0,6903 -0,4878 -0,5192 -0,7618 -1,1334 -1,5285 -1,8471 -2,0114 -1,9798 -1,7568 -1,3944 -0,9756 -0,5783 -0,2501 -0,0162 0,1053 0,1089 0,0113 -0,1591 -0,3794 -0,6378 -0,9280 -1,2295 -1,4985 -1,6807 -1,7249 -1,5954 -1,2943 -0,8701 -0,3870 0,1055 0,5597 0,9109 1,1045 1,1391 1,0728 0,9907 0,9659 1,0350 1,1959 1,4189 1,6513 1,8217 1,8648 1,7655 1,5803 1,4056 1,3228 1,3660 1,5170 1,7158 1,8907 1,9925 2,0088 1,9580 1,8685 1,7499 1,5885 1,3752 1,1275 0,8805 0,6630 0,4898 0,3677 0,2936 0,2527 0,2372 0,2727 0,4130 0,6948 1,0959 1,5372 1,9175 2,1588 2,2360 2,1690 1,9842 1,6894 1,2916 0,8265 0,3567 -0,0547 -0,3655 -0,5557 -0,6198 -0,5549 -0,3571 -0,0463 0,3111 0,6285 0,8502 0,9688 1,0081 0,9937 0,9373 0,8549 0,7953 0,8406 1,0636 1,4659 1,9600 2,4158 2,7181 2,8047 2,6875 2,4434 2,1695 1,9422 1,8119 1,8173 1,9944 2,3692 2,9282 3,5974 4,2705 4,8631 5,3374 5,6811 5,8829 5,9376 5,8679 5,7279 5,5810 5,4671 5,3855 5,3091 5,2174 5,1254 5,0884 5,1730 5,4090 5,7595 6,1319 6,4173 6,5290 6,4272 6,1329 5,7193 5,2751 4,8720 4,5533 4,3410 4,2485 4,2707 4,3666 4,4813 4,5858 4,6811 4,7742 4,8549 4,8923 4,8456 4,6823 4,3940 4,0025 3,5552 3,1215 2,7832 2,6036 2,5949 2,7117 2,8759 3,0212 3,1166 3,1522 3,1267 3,0577 2,9832 2,9296 2,8853 2,8135 2,6846 2,4913 2,2546 2,0289 1,8837 1,8764 2,0464 2,4071 2,9162 3,4717 3,9629 4,3316 4,5835 4,7401 4,7944 4,7293 4,5700 4,3875 4,2461 4,1692 4,1596 4,2322 4,4184 4,7450 5,2073 5,7478 6,2549 6,6078 6,7499 6,7211 6,6152 6,5082 6,4245 6,3558 6,2914 6,2307 6,1771 6,1252 6,0536 5,9388 5,7789 5,6044 5,4768 5,4772 5,6651 6,0216 6,4299 6,7347 6,8333 6,7114 6,4106 5,9892 5,5081 5,0282 4,6101 4,3202 4,2234 4,3417 4,6179 4,9337 5,1754 5,2926 5,3127 5,3149 5,3849 5,5624 5,8082 6,0212 6,1059 6,0353 5,8556 5,6417 5,4478 5,2855 5,1345 4,9701 4,7754 4,5431 4,2803 4,0162 3,7945 3,6583 3,6442 3,7826 4,0893 4,5451 5,0733 5,5385 5,7917 5,7511 5,4601 5,0579 4,6802 4,3963 4,2280 4,1870 4,2849 4,5186 4,8515 5,2253 5,5945 5,9510 6,3169 6,7125 7,1264 7,5245 7,8798 8,1804 8,4116 8,5400 8,5323 8,3938 8,1849 7,9937 7,8887 7,8961 8,0135 8,2285 8,5124 8,8082 9,0425 9,1546 9,1127 8,9149 8,5944 8,2252 7,8993 7,6770 7,5563 7,4949 7,4538 7,4103 7,3406 7,2166 7,0273 6,7973 6,5763 6,4133 6,3386 6,3593 6,4514 6,5511 6,5739 6,4520 6,1486 5,6454 4,9454 4,0970 3,1987 2,3659 1,6868 1,2016 0,9080 0,7807 0,7988 0,9567 1,2382 1,5923 1,9516 2,2596 2,4817 2,6203 2,7184 2,8206 2,9278 3,0031 3,0169 2,9737 2,8942 2,7797 2,6060 2,3534 2,0319 1,6799 1,3460 1,0752 0,9051 0,8642 0,9659 1,2004 1,5296 1,8944 2,2360 2,5120 2,6987 2,7876 2,7913 2,7569 2,7571 2,8578 3,0809 3,3751
