Fp1   2,4555 3,0741 3,4489 3,5173 3,2531 2,7114 2,0460 1,4554 1,0834 0,9584 1,0028 1,0893 1,1165 1,0548 0,9303 0,7854 0,6613 0,5775 0,4959 0,3357 0,0574 -0,3022 -0,6965 -1,1110 -1,5256 -1,8769 -2,0676 -2,0132 -1,6943 -1,1787 -0,6096 -0,1623 0,0323 -0,0474 -0,3144 -0,6395 -0,9362 -1,1973 -1,4562 -1,7219 -1,9570 -2,1133 -2,1655 -2,0976 -1,8849 -1,5179 -1,0271 -0,4724 0,0800 0,5639 0,9132 1,0870 1,0887 0,9379 0,6496 0,2562 -0,1856 -0,6208 -0,9983 -1,2623 -1,3655 -1,2724 -0,9456 -0,3825 0,3251 1,0080 1,5043 1,7331 1,7196 1,5553 1,3271 1,0761 0,7957 0,4555 0,0430 -0,4124 -0,8517 -1,2015 -1,3978 -1,4348 -1,3905 -1,3728 -1,4359 -1,5669 -1,7387 -1,9505 -2,2185 -2,5342 -2,8392 -3,0534 -3,1236 -3,0482 -2,8672 -2,6433 -2,4586 -2,4044 -2,5322 -2,8109 -3,1599 -3,5222 -3,8837 -4,2429 -4,5824 -4,8617 -5,0444 -5,1411 -5,2143 -5,3354 -5,5410 -5,8333 -6,2073 -6,6495 -7,1038 -7,4688 -7,6509 -7,6347 -7,4997 -7,3549 -7,2601 -7,2145 -7,2081 -7,2677 -7,4479 -7,7752 -8,2069 -8,6608 -9,0766 -9,4264 -9,6743 -9,7587 -9,6192 -9,2240 -8,5845 -7,7568 -6,8130 -5,8070 -4,7858 -3,8209 -3,0119 -2,4636 -2,2521 -2,3705 -2,6924 -3,0158 -3,1595 -3,0204 -2,5816 -1,9152 -1,1561 -0,4285 0,1963 0,6872 1,0392 1,2656 1,3726 1,3549 1,2341 1,0835 0,9977 1,0471 1,2532 1,5685 1,8834 2,0983 2,1996 2,2567 2,3494 2,4967 2,6595 2,7930 2,8656 2,8453 2,7100 2,4691 2,1637 1,8470 1,5547 1,2889 1,0400 0,8201 0,6592 0,5721 0,5419 0,5436 0,5871 0,7149 0,9492 1,2703 1,6342 1,9836 2,2593 2,4177 2,4284 2,2729 1,9783 1,6416 1,3777 1,2420 1,2188 1,2596 1,3172 1,3748 1,4597 1,6160 1,8703 2,2067 2,5508 2,7865 2,8204 2,6440 2,3204 1,9077 1,4222 0,8776 0,3330 -0,1216 -0,4332 -0,6240 -0,7440 -0,7992 -0,7377 -0,4983 -0,0707 0,4744 1,0069 1,4067 1,6292 1,7065 1,7074 1,7103 1,7705 1,8822 1,9972 2,0929 2,2024 2,3944 2,7441 3,2910 3,9820 4,6550 5,1122 5,2373 5,0599 4,7171 4,3582 4,0835 3,9523 4,0020 4,2290 4,5572 4,8539 4,9857 4,8743 4,5396 4,1009 3,6986 3,4118 3,2658 3,2794 3,4718 3,8355 4,3236 4,8552 5,3249 5,6201 5,6552 5,4174 5,0053 4,6068 4,3923 4,4002 4,5356 4,6716 4,7390 4,7329 4,6714 4,5701 4,4520 4,3563 4,3210 4,3545 4,4176 4,4243 4,2731 3,9259 3,4752 3,0973 2,9211 2,9654 3,1842 3,5161 3,8909 4,2223 4,4272 4,4681 4,3750 4,2181 4,0618 3,9413 3,8651 3,8374 3,8844 4,0423 4,2986 4,5493 4,6430 4,4795 4,0640 3,4837 2,8717 2,3795 2,1300 2,1635 2,4347 2,8514 3,3126 3,7482 4,1405 4,4948 4,7809 4,9084 4,7796 4,3831 3,8298 3,2961 2,9373 2,8328 2,9617 3,2080 3,4209 3,4973 3,4103 3,1861 2,8817 2,5681 2,3025 2,1036 1,9459 1,7898 1,6291 1,5080 1,4757 1,5208 1,5679 1,5482 1,4565 1,3349 1,2400 1,2505 1,4401 1,7882 2,1632 2,4315 2,5502 2,5452 2,4513 2,3045 2,1576 2,0610 2,0296 2,0498 2,1198 2,2489 2,4238 2,6127 2,8024 3,0184 3,3080 3,6938 4,1420 4,5812 4,9453 5,1926 5,3002 5,2548 5,0390 4,6391 4,0881 3,4787 2,9165 2,4798 2,2050 2,0866 2,1044 2,2452 2,4861 2,7846 3,0994 3,4050 3,6822 3,9059 4,0496 4,0917 4,0112 3,8025 3,5136 3,2388 3,0629 3,0271 3,1202 3,2658 3,3312 3,1836 2,7758 2,1986 1,6342 1,2323 1,0246 0,9473 0,9254 0,9323 0,9658 0,9935 0,9595 0,8364 0,6488 0,4447 0,2433 0,0296 -0,2004 -0,4149 -0,5714 -0,6572 -0,6909 -0,6827 -0,6159 -0,4699 -0,2442 0,0265 0,2772 0,4495 0,5331 0,5733 0,6475 0,8286 1,1457 1,5584 1,9756 2,3105 2,5097 2,5443 2,4112 2,1574 1,8711 1,6255 1,4527 1,3772 1,4175 1,5379 1,6590 1,7364 1,7938 1,8786 2,0134 2,1981 2,4426 2,7538 3,0932 3,3934 3,6047 3,6948 3,6366 3,4211 3,0688 2,6332 2,2095 1,9267 1,9079 2,2184 2,8412 3,6874 4,6065 5,3924 5,8386 5,8464 5,4817 4,9068 4,2640 3,6177 2,9687 2,2950 1,5791 0,8090 -0,0233 -0,9106 -1,8126 -2,6502 -3,3242 -3,7503 -3,9121 -3,9089 -3,9041 -3,9924 -4,1686 -4,4143 -4,7374 -5,1125 -5,4321 -5,5721 -5,5029 -5,3053 -5,0922 -4,9440 -4,8848 -4,8839 -4,8829 -4,8473 -4,8035 -4,8102 -4,8950 -5,0313 -5,1575 -5,2047 -5,1466 -5,0400 -4,9844 -5,0184 -5,0772 -5,0465 -4,8300 -4,3868 -3,7426 -2,9799 -2,2077 -1,5242 -0,9948 -0,6496 -0,4907 -0,5019 -0,6539 -0,9105 -1,2405 -1,6115 -1,9604 -2,1834 -2,1634 -1,8023 -1,0420 0,0900 1,4185 2,6289 3,3920 3,5175 3,0098 2,0182 0,7679 -0,4931 -1,5547 -2,3016 -2,7236 -2,8868 -2,8878 -2,8100 -2,7162 -2,6652 -2,7034 -2,8340 -2,9900 -3,0500 -2,9079 -2,5450 -2,0452 -1,5428 -1,1496 -0,9275 -0,9084 -1,1111 -1,5339 -2,1281 -2,7857 -3,3822 -3,8443 -4,1746 -4,4246 -4,6469 -4,8450 -4,9600 -4,9207 -4,7121 -4,3900 -4,0510 -3,7993 -3,6995 -3,7533 -3,9446 -4,2648 -4,6536 -4,9880 -5,1834 -5,2523 -5,2450 -5,1918 -5,1045 -4,9943 -4,8810 -4,7789 -4,6689 -4,5047 -4,2517 -3,9005
Fz    1,3109 1,5776 1,7511 1,7977 1,7013 1,4836 1,2178 1,0066 0,9257 0,9833 1,1250 1,2639 1,3209 1,2621 1,1058 0,8976 0,6847 0,5013 0,3484 0,1886 -0,0200 -0,2877 -0,6021 -0,9430 -1,2727 -1,5292 -1,6470 -1,5928 -1,3867 -1,0950 -0,8087 -0,6151 -0,5659 -0,6547 -0,8187 -0,9737 -1,0634 -1,0855 -1,0761 -1,0680 -1,0641 -1,0485 -1,0065 -0,9212 -0,7673 -0,5232 -0,1817 0,2467 0,7264 1,1914 1,5557 1,7482 1,7428 1,5574 1,2366 0,8409 0,4340 0,0687 -0,2128 -0,3771 -0,4058 -0,2903 -0,0186 0,4035 0,9122 1,3961 1,7504 1,9243 1,9351 1,8378 1,6799 1,4824 1,2476 0,9743 0,6758 0,3826 0,1290 -0,0557 -0,1541 -0,1773 -0,1707 -0,1878 -0,2526 -0,3528 -0,4676 -0,5957 -0,7568 -0,9662 -1,2095 -1,4454 -1,6292 -1,7341 -1,7579 -1,7220 -1,6674 -1,6423 -1,6754 -1,7545 -1,8440 -1,9243 -2,0031 -2,0943 -2,1988 -2,3065 -2,4134 -2,5310 -2,6734 -2,8405 -3,0233 -3,2270 -3,4791 -3,8014 -4,1734 -4,5261 -4,7785 -4,8936 -4,9035 -4,8780 -4,8755 -4,9242 -5,0345 -5,2127 -5,4590 -5,7533 -6,0484 -6,2903 -6,4518 -6,5340 -6,5341 -6,4294 -6,1934 -5,8117 -5,2880 -4,6459 -3,9190 -3,1425 -2,3583 -1,6177 -0,9705 -0,4584 -0,1160 0,0467 0,0699 0,0382 0,0440 0,1598 0,4225 0,8181 1,2869 1,7616 2,1980 2,5769 2,8971 3,1680 3,3965 3,5841 3,7465 3,9290 4,1859 4,5482 5,0066 5,5045 5,9502 6,2652 6,4304 6,4829 6,4744 6,4329 6,3612 6,2584 6,1245 5,9552 5,7525 5,5342 5,3205 5,1167 4,9111 4,6809 4,4137 4,1283 3,8634 3,6464 3,4819 3,3693 3,3273 3,3907 3,5765 3,8642 4,2074 4,5487 4,8280 4,9934 5,0118 4,8816 4,6484 4,4055 4,2508 4,2312 4,3281 4,4844 4,6379 4,7512 4,8296 4,9107 5,0328 5,1995 5,3644 5,4508 5,4000 5,2079 4,9109 4,5382 4,0941 3,5879 3,0627 2,5826 2,1902 1,8867 1,6600 1,5239 1,5163 1,6649 1,9559 2,3288 2,7019 3,0168 3,2618 3,4515 3,5954 3,6929 3,7391 3,7218 3,6313 3,4816 3,3162 3,2022 3,2211 3,4322 3,8130 4,2394 4,5528 4,6591 4,5766 4,4016 4,2383 4,1556 4,1869 4,3382 4,5805 4,8450 5,0438 5,0997 4,9693 4,6718 4,2983 3,9580 3,7136 3,5776 3,5456 3,6153 3,7802 4,0213 4,3048 4,5785 4,7777 4,8461 4,7654 4,5745 4,3579 4,1944 4,1041 4,0503 3,9863 3,8901 3,7622 3,6088 3,4409 3,2914 3,2092 3,2307 3,3571 3,5520 3,7477 3,8679 3,8679 3,7749 3,6745 3,6440 3,7018 3,8220 3,9701 4,1136 4,2173 4,2497 4,2051 4,1150 4,0256 3,9614 3,9094 3,8422 3,7603 3,7091 3,7457 3,8813 4,0569 4,1793 4,1829 4,0560 3,8289 3,5585 3,3192 3,1785 3,1644 3,2637 3,4441 3,6675 3,8966 4,1048 4,2743 4,3830 4,3944 4,2726 4,0234 3,7141 3,4408 3,2796 3,2583 3,3467 3,4650 3,5187 3,4497 3,2623 3,0121 2,7747 2,6123 2,5484 2,5614 2,6007 2,6216 2,6205 2,6383 2,7156 2,8398 2,9444 2,9695 2,9039 2,7685 2,5975 2,4557 2,4247 2,5348 2,7352 2,9451 3,1142 3,2330 3,3125 3,3660 3,4021 3,4197 3,4105 3,3737 3,3269 3,2916 3,2712 3,2548 3,2407 3,2534 3,3334 3,5081 3,7667 4,0599 4,3219 4,4975 4,5578 4,4951 4,3098 4,0118 3,6405 3,2623 2,9392 2,7046 2,5608 2,4933 2,4921 2,5564 2,6789 2,8406 3,0155 3,1773 3,3037 3,3789 3,3938 3,3453 3,2358 3,0787 2,9054 2,7551 2,6591 2,6400 2,6985 2,7842 2,8040 2,6782 2,3951 2,0200 1,6569 1,3925 1,2583 1,2351 1,2860 1,3801 1,4841 1,5493 1,5270 1,3916 1,1465 0,8183 0,4434 0,0594 -0,2895 -0,5559 -0,7087 -0,7479 -0,6927 -0,5595 -0,3608 -0,1185 0,1375 0,3786 0,5838 0,7497 0,8954 1,0552 1,2584 1,5118 1,7982 2,0829 2,3255 2,4919 2,5600 2,5191 2,3802 2,1909 2,0224 1,9289 1,9323 2,0416 2,2492 2,5070 2,7428 2,9085 2,9989 3,0326 3,0311 3,0172 3,0206 3,0623 3,1359 3,2194 3,2920 3,3278 3,2955 3,1800 2,9941 2,7758 2,5879 2,5080 2,6001 2,8896 3,3555 3,9355 4,5333 5,0314 5,3186 5,3342 5,0991 4,6967 4,2173 3,7158 3,2050 2,6758 2,1171 1,5229 0,8995 0,2724 -0,3206 -0,8458 -1,2780 -1,5950 -1,7970 -1,9407 -2,1185 -2,3854 -2,7337 -3,1314 -3,5414 -3,9064 -4,1466 -4,1981 -4,0617 -3,8085 -3,5395 -3,3410 -3,2503 -3,2451 -3,2682 -3,2756 -3,2722 -3,2989 -3,3881 -3,5320 -3,6789 -3,7625 -3,7531 -3,6833 -3,6125 -3,5707 -3,5364 -3,4544 -3,2705 -2,9639 -2,5607 -2,1160 -1,6775 -1,2638 -0,8739 -0,5079 -0,1780 0,0937 0,2875 0,3974 0,4316 0,4120 0,3829 0,4089 0,5525 0,8555 1,3382 1,9868 2,7165 3,3646 3,7545 3,7832 3,4547 2,8501 2,0869 1,2955 0,5976 0,0752 -0,2496 -0,4101 -0,4671 -0,4771 -0,4816 -0,5132 -0,5908 -0,7080 -0,8266 -0,8909 -0,8588 -0,7256 -0,5285 -0,3327 -0,2047 -0,1836 -0,2749 -0,4645 -0,7353 -1,0651 -1,4130 -1,7226 -1,9497 -2,0869 -2,1640 -2,2240 -2,2867 -2,3344 -2,3401 -2,3016 -2,2448 -2,2079 -2,2298 -2,3324 -2,5122 -2,7603 -3,0648 -3,3765 -3,6135 -3,7270 -3,7298 -3,6568 -3,5329 -3,3754 -3,2019 -3,0320 -2,8765 -2,7222 -2,5387 -2,3041 -2,0111
F3    2,0835 2,5928 2,8568 2,8613 2,6064 2,1296 1,5354 0,9691 0,5432 0,2987 0,2186 0,2436 0,2960 0,3233 0,3227 0,3222 0,3518 0,4182 0,4795 0,4559 0,3006 0,0420 -0,2654 -0,5985 -0,9554 -1,3053 -1,5591 -1,6066 -1,4001 -1,0000 -0,5484 -0,1996 -0,0509 -0,1132 -0,3332 -0,6406 -0,9843 -1,3326 -1,6513 -1,8895 -1,9885 -1,9146 -1,6825 -1,3361 -0,9185 -0,4646 -0,0009 0,4507 0,8594 1,1788 1,3610 1,3814 1,2423 0,9555 0,5465 0,0767 -0,3702 -0,7278 -0,9532 -1,0128 -0,8850 -0,5652 -0,0571 0,6106 1,3468 2,0043 2,4383 2,5805 2,4787 2,2566 2,0214 1,7995 1,5389 1,1705 0,6864 0,1624 -0,2960 -0,6117 -0,7592 -0,7678 -0,7067 -0,6426 -0,5980 -0,5542 -0,4909 -0,4187 -0,3834 -0,4339 -0,5771 -0,7664 -0,9346 -1,0287 -1,0239 -0,9370 -0,8413 -0,8424 -1,0032 -1,2874 -1,5958 -1,8591 -2,0800 -2,2990 -2,5349 -2,7589 -2,9345 -3,0788 -3,2576 -3,5154 -3,8339 -4,1727 -4,5282 -4,9262 -5,3611 -5,7642 -6,0334 -6,0956 -5,9528 -5,6756 -5,3565 -5,0681 -4,8643 -4,8141 -5,0065 -5,4877 -6,1865 -6,9234 -7,5106 -7,8443 -7,9185 -7,7838 -7,4937 -7,0626 -6,4706 -5,7045 -4,7904 -3,8037 -2,8593 -2,0716 -1,5032 -1,1575 -1,0146 -1,0503 -1,2083 -1,3843 -1,4573 -1,3316 -0,9610 -0,3630 0,3910 1,2125 2,0170 2,7232 3,2645 3,6056 3,7396 3,6847 3,4972 3,2727 3,1102 3,0712 3,1637 3,3499 3,5650 3,7505 3,8851 3,9863 4,0858 4,2023 4,3358 4,4702 4,5547 4,5075 4,2788 3,9137 3,5401 3,2855 3,1918 3,1929 3,1699 3,0318 2,7592 2,4036 2,0567 1,8109 1,7357 1,8647 2,1821 2,6274 3,1164 3,5614 3,8948 4,0878 4,1358 4,0311 3,7829 3,4622 3,1860 3,0421 3,0429 3,1396 3,2623 3,3670 3,4648 3,6076 3,8457 4,1772 4,5171 4,7182 4,6548 4,3077 3,7648 3,1320 2,4670 1,8074 1,2319 0,8471 0,7067 0,7732 0,9697 1,2517 1,6153 2,0545 2,5241 2,9412 3,2171 3,3023 3,2134 3,0240 2,8345 2,7415 2,7954 2,9672 3,1737 3,3480 3,4846 3,6404 3,9037 4,3254 4,8485 5,3055 5,5083 5,3703 4,9697 4,4956 4,1229 3,9412 3,9748 4,2081 4,5651 4,9088 5,1023 5,0752 4,8247 4,3993 3,9037 3,4780 3,2334 3,2106 3,3876 3,7003 4,0625 4,4012 4,6845 4,9001 5,0135 4,9660 4,7228 4,3234 3,8812 3,5186 3,2973 3,2067 3,2014 3,2406 3,2956 3,3303 3,3040 3,2126 3,1037 3,0355 3,0315 3,0716 3,1045 3,0620 2,9062 2,6913 2,5468 2,5735 2,7747 3,0873 3,4367 3,7603 4,0087 4,1484 4,1778 4,1418 4,1039 4,0897 4,0691 4,0004 3,8950 3,8320 3,8986 4,1027 4,3407 4,4608 4,3636 4,0483 3,5936 3,1232 2,7757 2,6508 2,7529 2,9993 3,2771 3,4933 3,6102 3,6470 3,6441 3,6248 3,5740 3,4415 3,1873 2,8333 2,4756 2,2467 2,2521 2,5095 2,9334 3,3803 3,7149 3,8537 3,7846 3,5630 3,2799 3,0161 2,8075 2,6403 2,4864 2,3544 2,2914 2,3220 2,3938 2,4073 2,3047 2,1107 1,8915 1,7149 1,6506 1,7405 1,9371 2,1160 2,1814 2,1370 2,0452 1,9579 1,9041 1,9048 1,9693 2,0886 2,2467 2,4352 2,6417 2,8332 2,9656 3,0090 2,9720 2,9086 2,8967 2,9995 3,2345 3,5653 3,9155 4,1980 4,3493 4,3381 4,1485 3,7830 3,2891 2,7596 2,2993 1,9793 1,8116 1,7694 1,8178 1,9203 2,0436 2,1724 2,3111 2,4721 2,6569 2,8366 2,9529 2,9517 2,8282 2,6456 2,4956 2,4454 2,5287 2,7445 3,0255 3,2333 3,2228 2,9357 2,4449 1,9065 1,4553 1,1379 0,9301 0,7991 0,7480 0,7944 0,9154 1,0419 1,1016 1,0510 0,8762 0,5662 0,1106 -0,4517 -1,0062 -1,4210 -1,6293 -1,6460 -1,5142 -1,2566 -0,8773 -0,3912 0,1480 0,6468 1,0122 1,2036 1,2521 1,2376 1,2462 1,3294 1,4841 1,6705 1,8419 1,9507 1,9513 1,8358 1,6682 1,5558 1,5709 1,7184 1,9729 2,2938 2,5931 2,7550 2,7182 2,5120 2,2126 1,8897 1,5982 1,3952 1,3312 1,4207 1,6449 1,9653 2,3148 2,5984 2,7322 2,6845 2,4910 2,2426 2,0510 2,0107 2,1736 2,5411 3,0645 3,6424 4,1235 4,3479 4,2372 3,8465 3,3050 2,7211 2,1542 1,6356 1,1773 0,7682 0,3677 -0,0861 -0,6369 -1,2690 -1,9119 -2,4768 -2,8867 -3,1142 -3,2294 -3,3643 -3,5991 -3,9301 -4,3390 -4,8143 -5,2976 -5,6621 -5,7811 -5,6134 -5,2175 -4,7058 -4,1929 -3,7584 -3,4300 -3,1922 -3,0228 -2,9371 -2,9855 -3,1985 -3,5405 -3,9088 -4,1795 -4,2771 -4,2202 -4,1001 -4,0075 -3,9746 -3,9679 -3,9140 -3,7386 -3,4045 -2,9302 -2,3740 -1,7992 -1,2546 -0,7829 -0,4264 -0,2110 -0,1262 -0,1380 -0,2236 -0,3713 -0,5396 -0,6392 -0,5608 -0,2143 0,4414 1,3628 2,3941 3,2969 3,8465 3,9291 3,5598 2,8320 1,8707 0,8180 -0,1820 -1,0105 -1,5925 -1,9088 -1,9968 -1,9250 -1,7666 -1,6008 -1,5136 -1,5621 -1,7195 -1,8708 -1,8892 -1,7265 -1,4393 -1,1371 -0,9039 -0,7675 -0,7309 -0,8129 -1,0449 -1,4231 -1,8753 -2,2879 -2,5691 -2,6887 -2,6853 -2,6405 -2,6239 -2,6553 -2,7201 -2,7994 -2,8719 -2,9117 -2,9061 -2,8686 -2,8421 -2,9083 -3,1453 -3,5232 -3,8832 -4,0724 -4,0689 -3,9589 -3,8386 -3,7500 -3,6798 -3,5948 -3,4684 -3,2740 -2,9868 -2,6124 -2,1985
F7    0,1247 -0,1100 -0,3095 -0,4471 -0,4771 -0,3483 -0,0439 0,3927 0,8806 1,3392 1,6941 1,8901 1,9233 1,8348 1,6714 1,4645 1,2306 0,9739 0,6768 0,3066 -0,1451 -0,6335 -1,0772 -1,3867 -1,5017 -1,4314 -1,2441 -1,0121 -0,7705 -0,5243 -0,2998 -0,1834 -0,2746 -0,5761 -0,9565 -1,2459 -1,3597 -1,3245 -1,2036 -1,0214 -0,7723 -0,4789 -0,1936 0,0580 0,3011 0,5628 0,8225 1,0263 1,1201 1,0585 0,8253 0,4766 0,1366 -0,0840 -0,1626 -0,1474 -0,0959 -0,0455 -0,0039 0,0515 0,1428 0,2698 0,4372 0,6652 0,9521 1,2538 1,5139 1,6911 1,7576 1,6986 1,5364 1,3395 1,1901 1,1353 1,1686 1,2562 1,3821 1,5657 1,8241 2,1125 2,3279 2,3954 2,3364 2,2286 2,1203 1,9959 1,8131 1,5589 1,2600 0,9482 0,6328 0,3088 -0,0012 -0,2100 -0,2016 0,0698 0,5241 1,0010 1,3336 1,3928 1,1230 0,5607 -0,1844 -0,9595 -1,5982 -1,9731 -2,0663 -1,9985 -1,9507 -2,0346 -2,2457 -2,5130 -2,7638 -2,9588 -3,1095 -3,2876 -3,5950 -4,0835 -4,6964 -5,2854 -5,6635 -5,6634 -5,2205 -4,4377 -3,5591 -2,8610 -2,5298 -2,5938 -2,9356 -3,3665 -3,7081 -3,8629 -3,8632 -3,8373 -3,8775 -3,9410 -3,8829 -3,5701 -2,9746 -2,2013 -1,4267 -0,7745 -0,2528 0,1853 0,5632 0,8768 1,1221 1,2977 1,4046 1,4674 1,5425 1,6908 1,9515 2,3302 2,7887 3,2536 3,6510 3,9488 4,1751 4,3929 4,6525 4,9442 5,1771 5,2327 5,0539 4,6781 4,1891 3,6485 3,0904 2,5869 2,2776 2,2879 2,6121 3,0887 3,4931 3,6733 3,6299 3,4891 3,4056 3,4705 3,6720 3,9175 4,0916 4,1142 3,9759 3,7317 3,4642 3,2508 3,1334 3,0987 3,1135 3,1760 3,3027 3,4870 3,6936 3,8544 3,8637 3,6356 3,1938 2,6735 2,2283 1,9430 1,8149 1,7817 1,7570 1,6633 1,4784 1,2741 1,1875 1,3237 1,6774 2,1399 2,5594 2,7998 2,7898 2,5349 2,0791 1,4668 0,7575 0,0470 -0,5478 -0,9190 -0,9924 -0,7492 -0,2439 0,4059 1,0591 1,5852 1,8844 1,9196 1,7457 1,4908 1,2975 1,2622 1,3952 1,6251 1,8528 2,0174 2,1156 2,1711 2,1985 2,1798 2,0559 1,7684 1,3255 0,8020 0,2864 -0,1414 -0,4058 -0,4651 -0,3461 -0,1198 0,1589 0,4776 0,8357 1,1819 1,4077 1,4496 1,3721 1,3022 1,3063 1,3643 1,4254 1,4440 1,3814 1,2164 0,9731 0,7341 0,6079 0,6533 0,8246 0,9970 1,0627 1,0056 0,8908 0,7973 0,7693 0,8108 0,9002 1,0054 1,1003 1,1740 1,2190 1,2284 1,2220 1,2557 1,3831 1,6221 1,9600 2,3584 2,7438 3,0174 3,0906 2,9273 2,5650 2,0902 1,5954 1,1702 0,9131 0,8978 1,1001 1,3866 1,6082 1,6970 1,6668 1,5597 1,4260 1,3359 1,3563 1,4957 1,6903 1,8639 1,9933 2,1135 2,2793 2,5341 2,8982 3,3762 3,9527 4,5465 4,9995 5,1674 5,0285 4,6825 4,2505 3,8080 3,3989 3,0450 2,7270 2,4162 2,1404 1,9653 1,8949 1,8317 1,6541 1,3231 0,9098 0,5284 0,2487 0,0725 -0,0184 -0,0099 0,1356 0,4370 0,8769 1,3909 1,8637 2,1840 2,3316 2,3796 2,4007 2,3889 2,2722 1,9841 1,5311 1,0090 0,5645 0,3209 0,3156 0,4944 0,7643 1,0598 1,3534 1,6273 1,8779 2,1295 2,3957 2,6336 2,7523 2,6756 2,4045 2,0183 1,6157 1,2611 0,9851 0,8119 0,7653 0,8642 1,1106 1,4588 1,8114 2,0629 2,1557 2,1016 1,9528 1,7596 1,5586 1,3701 1,1806 0,9597 0,7223 0,5587 0,5690 0,7582 1,0247 1,2699 1,4787 1,6764 1,8462 1,9204 1,8492 1,6533 1,4022 1,1589 0,9611 0,8348 0,7886 0,7884 0,7663 0,6721 0,5050 0,2875 0,0272 -0,2768 -0,6059 -0,9101 -1,1199 -1,1710 -1,0400 -0,7687 -0,4446 -0,1466 0,0863 0,2536 0,3751 0,4591 0,4884 0,4486 0,3592 0,2738 0,2585 0,3510 0,5275 0,7295 0,9334 1,1745 1,4858 1,8385 2,1602 2,3957 2,5265 2,5245 2,3232 1,8678 1,1800 0,3794 -0,3364 -0,7589 -0,7693 -0,3804 0,3135 1,1918 2,1185 2,9499 3,5697 3,9240 4,0204 3,8955 3,5982 3,1967 2,7856 2,4808 2,3696 2,4331 2,5420 2,5661 2,4829 2,3662 2,2858 2,2458 2,2116 2,1571 2,0641 1,9086 1,6858 1,4413 1,2509 1,1552 1,1156 1,0302 0,7993 0,4108 -0,0365 -0,4243 -0,7268 -1,0024 -1,2993 -1,6104 -1,8963 -2,1116 -2,2221 -2,2150 -2,0950 -1,8918 -1,6735 -1,5290 -1,5183 -1,6418 -1,8710 -2,2062 -2,6766 -3,2859 -3,9653 -4,5831 -5,0083 -5,1713 -5,0785 -4,7891 -4,3809 -3,9241 -3,4735 -3,0631 -2,6990 -2,3776 -2,1148 -1,9337 -1,8206 -1,7151 -1,5479 -1,2769 -0,8998 -0,4609 -0,0417 0,2856 0,5055 0,6581 0,8038 0,9853 1,1919 1,3532 1,3757 1,2005 0,8455 0,3906 -0,0788 -0,5067 -0,8531 -1,0545 -1,0157 -0,6816 -0,1302 0,4400 0,8494 1,0540 1,1176 1,1163 1,0982 1,0969 1,1306 1,1797 1,1776 1,0466 0,7565 0,3457 -0,1018 -0,4981 -0,7840 -0,9417 -0,9993 -1,0114 -1,0038 -0,9500 -0,8199 -0,6354 -0,4588 -0,3410 -0,3097 -0,3962 -0,6302 -1,0104 -1,5047 -2,0704 -2,6574 -3,1955 -3,5924 -3,7647 -3,6793 -3,3636 -2,8915 -2,3877 -2,0235 -1,9391 -2,1379 -2,4795 -2,7839 -2,9334 -2,8973 -2,7170 -2,4855 -2,2924 -2,1639 -2,0796 -2,0390 -2,0768 -2,2221 -2,4627 -2,7370 -2,9496 -3,0074 -2,8633
