Fp1   -0,3331 -0,6311 -0,8976 -1,1201 -1,2840 -1,3838 -1,4393 -1,4929 -1,5799 -1,6990 -1,8113 -1,8722 -1,8573 -1,7659 -1,6176 -1,4503 -1,3064 -1,2095 -1,1509 -1,0974 -1,0124 -0,8732 -0,6782 -0,4472 -0,2166 -0,0228 0,1188 0,2239 0,3260 0,4562 0,6328 0,8627 1,1393 1,4415 1,7336 1,9718 2,1210 2,1701 2,1286 2,0149 1,8496 1,6523 1,4408 1,2349 1,0614 0,9568 0,9527 1,0540 1,2369 1,4694 1,7314 2,0213 2,3437 2,6846 3,0040 3,2584 3,4301 3,5350 3,6044 3,6618 3,7143 3,7536 3,7595 3,7138 3,6181 3,4995 3,3964 3,3378 3,3285 3,3451 3,3534 3,3395 3,3167 3,2936 3,2531 3,1748 3,0682 2,9705 2,9153 2,9187 2,9915 3,1494 3,4106 3,7839 4,2530 4,7657 5,2407 5,5965 5,7951 5,8673 5,8924 5,9510 6,0894 6,3121 6,5902 6,8761 7,1205 7,2890 7,3734 7,3920 7,3731 7,3308 7,2493 7,0863 6,7962 6,3574 5,7846 5,1159 4,3939 3,6609 2,9631 2,3476 1,8454 1,4563 1,1480 0,8702 0,5790 0,2575 -0,0794 -0,3978 -0,6623 -0,8494 -0,9565 -1,0025 -1,0224 -1,0484 -1,0850 -1,1035 -1,0644 -0,9458 -0,7573 -0,5322 -0,3074 -0,1044 0,0738 0,2244 0,3263 0,3440 0,2503 0,0443 -0,2423 -0,5524 -0,8222 -1,0048 -1,0889 -1,1013 -1,0866 -1,0811 -1,0976 -1,1239 -1,1309 -1,0938 -1,0125 -0,9086 -0,8061 -0,7178 -0,6428 -0,5690 -0,4764 -0,3440 -0,1599 0,0663 0,3081 0,5417 0,7620 0,9775 1,1975 1,4238 1,6564 1,9029 2,1698 2,4416 2,6758 2,8317 2,8955 2,8750 2,7829 2,6368 2,4650 2,3054 2,1976 2,1703 2,2287 2,3450 2,4585 2,4922 2,3842 2,1065 1,6677 1,1108 0,5016 -0,0956 -0,6400 -1,1189 -1,5364 -1,8909 -2,1656 -2,3437 -2,4283 -2,4378 -2,3957 -2,3341 -2,2890 -2,2815 -2,3077 -2,3532 -2,4089 -2,4697 -2,5236 -2,5491 -2,5168 -2,3971 -2,1839 -1,9172 -1,6758 -1,5354 -1,5293 -1,6386 -1,8128 -2,0021 -2,1754 -2,3168 -2,4145 -2,4574 -2,4380 -2,3571 -2,2320 -2,0974 -1,9838 -1,8955 -1,8182 -1,7428 -1,6742 -1,6189 -1,5770 -1,5521 -1,5624 -1,6327 -1,7686 -1,9384 -2,0878 -2,1781 -2,2125 -2,2300 -2,2701 -2,3446 -2,4428 -2,5590 -2,7016 -2,8782 -3,0750 -3,2540 -3,3750 -3,4183 -3,3878 -3,3058 -3,2083 -3,1347 -3,1042 -3,1044 -3,1088 -3,1031 -3,0907 -3,0841 -3,0941 -3,1201 -3,1419 -3,1320 -3,0812 -3,0023 -2,9021 -2,7604 -2,5434 -2,2378 -1,8739 -1,5147 -1,2230 -1,0347 -0,9518 -0,9495 -0,9942 -1,0610 -1,1377 -1,2191 -1,2985 -1,3642 -1,4017 -1,3972 -1,3473 -1,2706 -1,2095 -1,2087 -1,2901 -1,4462 -1,6529 -1,8815 -2,0996 -2,2695 -2,3595 -2,3650 -2,3161 -2,2577 -2,2194 -2,2024 -2,1915 -2,1764 -2,1606 -2,1536 -2,1612 -2,1804 -2,1913 -2,1546 -2,0316 -1,8180 -1,5573 -1,3140 -1,1325 -1,0195 -0,9530 -0,9010 -0,8392 -0,7580 -0,6652 -0,5877 -0,5535 -0,5640 -0,5924 -0,6080 -0,5862 -0,5026 -0,3344 -0,0716 0,2687 0,6401 0,9848 1,2581 1,4383 1,5234 1,5242 1,4682 1,4119 1,4298 1,5735 1,8364 2,1587 2,4620 2,6851 2,8029 2,8271 2,7976 2,7611 2,7434 2,7357 2,7083 2,6372 2,5243 2,4037 2,3210 2,3045 2,3587 2,4803 2,6673 2,9118 3,1873 3,4531 3,6754 3,8508 4,0092 4,1887 4,4096 4,6681 4,9467 5,2284 5,4993 5,7398 5,9179 6,0006 5,9712 5,8365 5,6123 5,3050 4,9150 4,4558 3,9640 3,4847 3,0540 2,6996 2,4547 2,3592 2,4381 2,6773 3,0234 3,4042 3,7482 3,9935 4,1009 4,0704 3,9449 3,7896 3,6704 3,6397 3,7228 3,9047 4,1387 4,3683 4,5421 4,6206 4,5836 4,4354 4,2091 3,9649 3,7751 3,6987 3,7625 3,9558 4,2345 4,5333 4,7901 4,9752 5,1038 5,2196 5,3658 5,5639 5,8135 6,1009 6,4120 6,7421 7,0871 7,4298 7,7393 7,9797 8,1156 8,1219 7,9980 7,7675 7,4688 7,1460 6,8426 6,5934 6,4183 6,3087 6,2172 6,0787 5,8654 5,6124 5,3835 5,2277 5,1654 5,1962 5,3096 5,4996 5,7695 6,1144 6,4989 6,8595 7,1350 7,2939 7,3425 7,3198 7,2791 7,2636 7,2862 7,3294 7,3674 7,3813 7,3497 7,2358 6,9994 6,6244 6,1356 5,5901 5,0516 4,5686 4,1713 3,8845 3,7323 3,7244 3,8451 4,0569 4,3123 4,5695 4,8064 5,0214 5,2221 5,4082 5,5573 5,6263 5,5744 5,3878 5,0855 4,7080 4,3041 3,9172 3,5680 3,2483 2,9399 2,6349 2,3342 2,0379 1,7480 1,4715 1,2146 0,9773 0,7639 0,5980 0,5091 0,4964 0,5132 0,4967 0,4123 0,2734 0,1282 0,0302 0,0101 0,0712 0,2012 0,3773 0,5642 0,7201 0,8158 0,8512 0,8546 0,8575 0,8670 0,8657 0,8393 0,7932 0,7428 0,7019 0,6795 0,6790 0,7044 0,7715 0,8990 1,0823 1,2883 1,4800 1,6472 1,8121 2,0028 2,2248 2,4591 2,6797 2,8673 3,0128 3,1150 3,1721 3,1792 3,1347 3,0440 2,9135 2,7464 2,5429 2,3003 2,0136 1,6801 1,3045 0,9033 0,5089 0,1695 -0,0582 -0,1281 -0,0304 0,2006 0,5095 0,8481 1,1839 1,4885 1,7247 1,8543 1,8619 1,7637 1,5909 1,3687 1,1038 0,7816 0,3781 -0,1157 -0,6731 -1,2352 -1,7393 -2,1500 -2,4601 -2,6725 -2,7901 -2,8177 -2,7652 -2,6478 -2,4802 -2,2708 -2,0235 -1,7379 -1,4120 -1,0514 -0,6782 -0,3350 -0,0808 0,0307 -0,0167 -0,1911
Fz    0,1131 -0,2570 -0,5976 -0,8933 -1,1293 -1,3006 -1,4259 -1,5448 -1,6899 -1,8573 -2,0100 -2,1100 -2,1387 -2,0952 -1,9931 -1,8603 -1,7301 -1,6240 -1,5411 -1,4586 -1,3429 -1,1662 -0,9235 -0,6400 -0,3601 -0,1237 0,0535 0,1841 0,2967 0,4212 0,5809 0,7910 1,0537 1,3546 1,6600 1,9248 2,1108 2,2018 2,2037 2,1350 2,0192 1,8803 1,7402 1,6159 1,5206 1,4682 1,4719 1,5352 1,6537 1,8233 2,0440 2,3164 2,6317 2,9580 3,2422 3,4358 3,5218 3,5205 3,4692 3,4003 3,3330 3,2738 3,2165 3,1487 3,0657 2,9799 2,9145 2,8923 2,9239 2,9987 3,0910 3,1830 3,2714 3,3447 3,3718 3,3288 3,2304 3,1271 3,0730 3,1035 3,2384 3,4891 3,8625 4,3542 4,9344 5,5402 6,0877 6,5026 6,7594 6,8996 7,0064 7,1509 7,3567 7,6023 7,8440 8,0406 8,1653 8,2096 8,1858 8,1233 8,0529 7,9835 7,8898 7,7204 7,4227 6,9707 6,3775 5,6847 4,9446 4,2102 3,5312 2,9437 2,4598 2,0620 1,7092 1,3525 0,9554 0,5085 0,0291 -0,4464 -0,8701 -1,1970 -1,4040 -1,5022 -1,5314 -1,5370 -1,5387 -1,5178 -1,4381 -1,2767 -1,0392 -0,7523 -0,4469 -0,1451 0,1399 0,3897 0,5732 0,6591 0,6342 0,5099 0,3186 0,1039 -0,0918 -0,2427 -0,3498 -0,4382 -0,5383 -0,6629 -0,8002 -0,9226 -1,0026 -1,0304 -1,0222 -1,0074 -1,0048 -1,0136 -1,0193 -0,9976 -0,9200 -0,7655 -0,5317 -0,2399 0,0728 0,3740 0,6522 0,9151 1,1760 1,4415 1,7128 1,9946 2,2894 2,5794 2,8236 2,9827 3,0425 3,0093 2,8976 2,7288 2,5357 2,3619 2,2513 2,2293 2,2877 2,3815 2,4378 2,3803 2,1603 1,7692 1,2307 0,5908 -0,0902 -0,7517 -1,3508 -1,8728 -2,3234 -2,7070 -3,0134 -3,2264 -3,3405 -3,3620 -3,3080 -3,2098 -3,1055 -3,0208 -2,9613 -2,9238 -2,9076 -2,9081 -2,9052 -2,8648 -2,7504 -2,5403 -2,2476 -1,9290 -1,6662 -1,5257 -1,5269 -1,6388 -1,8039 -1,9693 -2,1038 -2,1910 -2,2155 -2,1612 -2,0232 -1,8170 -1,5825 -1,3748 -1,2364 -1,1778 -1,1850 -1,2416 -1,3331 -1,4370 -1,5251 -1,5807 -1,6120 -1,6438 -1,6911 -1,7403 -1,7606 -1,7338 -1,6750 -1,6248 -1,6202 -1,6714 -1,7693 -1,9061 -2,0830 -2,2973 -2,5266 -2,7312 -2,8780 -2,9584 -2,9871 -2,9931 -3,0120 -3,0728 -3,1763 -3,2942 -3,3957 -3,4737 -3,5436 -3,6252 -3,7283 -3,8432 -3,9385 -3,9778 -3,9471 -3,8574 -3,7154 -3,5037 -3,1951 -2,7842 -2,3067 -1,8324 -1,4356 -1,1628 -1,0189 -0,9764 -0,9983 -1,0553 -1,1318 -1,2216 -1,3175 -1,4058 -1,4700 -1,4969 -1,4844 -1,4469 -1,4151 -1,4209 -1,4783 -1,5779 -1,7002 -1,8307 -1,9601 -2,0727 -2,1470 -2,1744 -2,1724 -2,1739 -2,2035 -2,2648 -2,3458 -2,4339 -2,5250 -2,6188 -2,7089 -2,7770 -2,7924 -2,7192 -2,5383 -2,2682 -1,9665 -1,7004 -1,5124 -1,4038 -1,3453 -1,2988 -1,2371 -1,1515 -1,0521 -0,9659 -0,9206 -0,9193 -0,9399 -0,9560 -0,9430 -0,8704 -0,7059 -0,4340 -0,0732 0,3254 0,7015 1,0107 1,2328 1,3672 1,4268 1,4399 1,4599 1,5527 1,7585 2,0621 2,4038 2,7098 2,9216 3,0150 3,0070 2,9455 2,8820 2,8407 2,8106 2,7646 2,6833 2,5683 2,4447 2,3493 2,3114 2,3474 2,4672 2,6736 2,9530 3,2699 3,5756 3,8299 4,0243 4,1859 4,3562 4,5599 4,7943 5,0421 5,2892 5,5240 5,7207 5,8338 5,8177 5,6540 5,3623 4,9817 4,5422 4,0571 3,5387 3,0116 2,5077 2,0554 1,6820 1,4256 1,3338 1,4360 1,7157 2,1112 2,5436 2,9392 3,2387 3,4036 3,4300 3,3510 3,2228 3,1054 3,0512 3,0908 3,2166 3,3871 3,5463 3,6423 3,6367 3,5139 3,2872 3,0029 2,7358 2,5702 2,5705 2,7600 3,1149 3,5713 4,0430 4,4550 4,7750 5,0219 5,2460 5,4952 5,7914 6,1306 6,4956 6,8724 7,2587 7,6548 8,0487 8,4146 8,7139 8,8993 8,9297 8,7895 8,4905 8,0665 7,5719 7,0742 6,6388 6,3121 6,1062 5,9877 5,8938 5,7824 5,6593 5,5544 5,4858 5,4549 5,4612 5,5147 5,6390 5,8593 6,1758 6,5464 6,8983 7,1615 7,2949 7,2962 7,2015 7,0708 6,9582 6,8855 6,8400 6,7961 6,7319 6,6255 6,4425 6,1409 5,6969 5,1274 4,4887 3,8538 3,2845 2,8171 2,4723 2,2717 2,2359 2,3700 2,6533 3,0420 3,4835 3,9343 4,3655 4,7552 5,0781 5,2985 5,3749 5,2770 5,0046 4,5919 4,0961 3,5829 3,1090 2,7021 2,3538 2,0406 1,7491 1,4764 1,2224 0,9927 0,8015 0,6582 0,5529 0,4665 0,3977 0,3615 0,3581 0,3543 0,3018 0,1711 -0,0267 -0,2444 -0,4228 -0,5154 -0,4982 -0,3664 -0,1347 0,1607 0,4704 0,7530 0,9956 1,2110 1,4106 1,5820 1,6980 1,7430 1,7251 1,6669 1,5935 1,5276 1,4844 1,4741 1,5060 1,5816 1,6836 1,7813 1,8524 1,9013 1,9595 2,0606 2,2155 2,4096 2,6143 2,8005 2,9458 3,0349 3,0550 2,9994 2,8777 2,7141 2,5309 2,3377 2,1321 1,9035 1,6347 1,3092 0,9237 0,4974 0,0746 -0,2767 -0,4748 -0,4536 -0,2015 0,2275 0,7474 1,2840 1,7896 2,2305 2,5717 2,7795 2,8386 2,7610 2,5745 2,3032 1,9550 1,5203 0,9846 0,3513 -0,3408 -1,0219 -1,6215 -2,1002 -2,4537 -2,6943 -2,8344 -2,8851 -2,8599 -2,7736 -2,6334 -2,4347 -2,1704 -1,8386 -1,4459 -1,0115 -0,5711 -0,1778 0,1064 0,2332 0,1942 0,0252
F3    -0,3585 -0,7474 -1,1151 -1,4406 -1,6951 -1,8608 -1,9511 -2,0074 -2,0695 -2,1436 -2,2000 -2,2020 -2,1295 -1,9800 -1,7666 -1,5189 -1,2763 -1,0707 -0,9127 -0,7906 -0,6793 -0,5524 -0,3927 -0,2026 -0,0060 0,1651 0,2934 0,3900 0,4860 0,6109 0,7804 0,9983 1,2592 1,5453 1,8237 2,0514 2,1951 2,2471 2,2193 2,1298 1,9942 1,8216 1,6189 1,4014 1,2015 1,0643 1,0258 1,0913 1,2348 1,4207 1,6273 1,8557 2,1181 2,4124 2,7099 2,9724 3,1780 3,3318 3,4564 3,5734 3,6897 3,7942 3,8635 3,8804 3,8502 3,8017 3,7707 3,7784 3,8195 3,8662 3,8906 3,8887 3,8746 3,8460 3,7747 3,6406 3,4633 3,2908 3,1665 3,1174 3,1648 3,3280 3,6202 4,0403 4,5597 5,1151 5,6176 5,9839 6,1801 6,2445 6,2627 6,3147 6,4400 6,6366 6,8765 7,1209 7,3324 7,4869 7,5832 7,6415 7,6829 7,7053 7,6765 7,5478 7,2773 6,8488 6,2767 5,5985 4,8634 4,1286 3,4572 2,9031 2,4901 2,2023 1,9886 1,7813 1,5256 1,2043 0,8400 0,4755 0,1541 -0,0927 -0,2562 -0,3530 -0,4161 -0,4730 -0,5222 -0,5331 -0,4705 -0,3191 -0,0910 0,1802 0,4545 0,7043 0,9223 1,1086 1,2525 1,3286 1,3100 1,1844 0,9671 0,6997 0,4339 0,2088 0,0389 -0,0841 -0,1797 -0,2621 -0,3292 -0,3640 -0,3470 -0,2744 -0,1658 -0,0506 0,0575 0,1659 0,2897 0,4370 0,6086 0,8036 1,0193 1,2441 1,4581 1,6459 1,8087 1,9614 2,1193 2,2904 2,4788 2,6896 2,9209 3,1503 3,3349 3,4372 3,4496 3,3874 3,2725 3,1308 2,9943 2,8950 2,8595 2,9026 3,0192 3,1800 3,3315 3,4108 3,3684 3,1805 2,8454 2,3831 1,8301 1,2266 0,6059 -0,0054 -0,5852 -1,1092 -1,5473 -1,8742 -2,0827 -2,1820 -2,1947 -2,1594 -2,1169 -2,0859 -2,0603 -2,0284 -1,9859 -1,9304 -1,8540 -1,7419 -1,5754 -1,3408 -1,0492 -0,7501 -0,5165 -0,4077 -0,4407 -0,5860 -0,7881 -0,9986 -1,1938 -1,3660 -1,5075 -1,6052 -1,6455 -1,6228 -1,5520 -1,4702 -1,4097 -1,3705 -1,3262 -1,2550 -1,1569 -1,0452 -0,9357 -0,8498 -0,8182 -0,8709 -1,0145 -1,2172 -1,4214 -1,5802 -1,6906 -1,7923 -1,9276 -2,1070 -2,3104 -2,5124 -2,7012 -2,8772 -3,0357 -3,1553 -3,2099 -3,1895 -3,1068 -2,9935 -2,8946 -2,8518 -2,8757 -2,9370 -2,9924 -3,0178 -3,0177 -3,0122 -3,0196 -3,0449 -3,0739 -3,0864 -3,0788 -3,0615 -3,0313 -2,9566 -2,7931 -2,5189 -2,1595 -1,7792 -1,4424 -1,1861 -1,0165 -0,9185 -0,8714 -0,8611 -0,8812 -0,9246 -0,9782 -1,0234 -1,0410 -1,0177 -0,9546 -0,8744 -0,8172 -0,8201 -0,8957 -1,0323 -1,2081 -1,3999 -1,5812 -1,7213 -1,7968 -1,8111 -1,7977 -1,8006 -1,8458 -1,9283 -2,0223 -2,1027 -2,1559 -2,1773 -2,1690 -2,1367 -2,0765 -1,9676 -1,7872 -1,5403 -1,2719 -1,0420 -0,8891 -0,8148 -0,7937 -0,7925 -0,7846 -0,7553 -0,7080 -0,6665 -0,6559 -0,6714 -0,6769 -0,6309 -0,5056 -0,2885 0,0212 0,4121 0,8514 1,2835 1,6465 1,8951 2,0125 2,0060 1,8968 1,7203 1,5375 1,4282 1,4536 1,6225 1,8914 2,1883 2,4430 2,6105 2,6777 2,6597 2,5889 2,4962 2,3931 2,2749 2,1396 2,0037 1,9030 1,8735 1,9274 2,0517 2,2273 2,4452 2,7014 2,9832 3,2641 3,5162 3,7309 3,9256 4,1254 4,3405 4,5595 4,7637 4,9454 5,1082 5,2480 5,3412 5,3570 5,2785 5,1112 4,8697 4,5595 4,1819 3,7523 3,3057 2,8815 2,5081 2,2060 2,0012 1,9262 2,0004 2,2092 2,5069 2,8379 3,1497 3,3943 3,5360 3,5680 3,5207 3,4490 3,4122 3,4584 3,6073 3,8360 4,0898 4,3094 4,4474 4,4745 4,3834 4,1932 3,9486 3,7131 3,5512 3,5053 3,5859 3,7760 4,0369 4,3151 4,5594 4,7442 4,8830 5,0171 5,1887 5,4184 5,7005 6,0103 6,3236 6,6341 6,9430 7,2365 7,4840 7,6514 7,7119 7,6538 7,4880 7,2431 6,9548 6,6640 6,4168 6,2547 6,1985 6,2290 6,2792 6,2638 6,1405 5,9404 5,7348 5,5843 5,5192 5,5449 5,6544 5,8439 6,1173 6,4674 6,8521 7,1996 7,4426 7,5479 7,5249 7,4172 7,2839 7,1723 7,0965 7,0421 6,9943 6,9496 6,8946 6,7897 6,5838 6,2448 5,7785 5,2273 4,6511 4,1050 3,6323 3,2750 3,0763 3,0650 3,2401 3,5690 3,9939 4,4475 4,8737 5,2420 5,5462 5,7893 5,9638 6,0459 6,0124 5,8600 5,6057 5,2781 4,9101 4,5312 4,1541 3,7747 3,3920 3,0192 2,6714 2,3528 2,0582 1,7816 1,5186 1,2650 1,0256 0,8249 0,6943 0,6372 0,6161 0,5780 0,4917 0,3636 0,2292 0,1299 0,0918 0,1215 0,2149 0,3623 0,5437 0,7287 0,8870 1,0064 1,0966 1,1723 1,2330 1,2649 1,2622 1,2389 1,2188 1,2242 1,2665 1,3385 1,4239 1,5194 1,6330 1,7610 1,8809 1,9692 2,0221 2,0605 2,1107 2,1806 2,2541 2,3067 2,3259 2,3203 2,3086 2,3025 2,2987 2,2867 2,2562 2,1991 2,1092 1,9794 1,7982 1,5542 1,2464 0,8911 0,5209 0,1810 -0,0772 -0,1999 -0,1470 0,0818 0,4385 0,8547 1,2798 1,6900 2,0680 2,3801 2,5821 2,6456 2,5701 2,3735 2,0785 1,7010 1,2437 0,7029 0,0867 -0,5715 -1,2179 -1,8006 -2,2890 -2,6719 -2,9425 -3,0940 -3,1247 -3,0422 -2,8658 -2,6182 -2,3147 -1,9621 -1,5635 -1,1227 -0,6549 -0,1952 0,2037 0,4833 0,6005 0,5491 0,3636
F7    -0,4641 -0,6043 -0,6843 -0,7131 -0,7041 -0,6778 -0,6674 -0,7084 -0,8179 -0,9834 -1,1667 -1,3232 -1,4191 -1,4385 -1,3899 -1,3097 -1,2390 -1,1873 -1,1254 -1,0152 -0,8452 -0,6341 -0,4085 -0,1879 0,0165 0,1975 0,3505 0,4751 0,5745 0,6578 0,7445 0,8552 0,9942 1,1431 1,2693 1,3404 1,3398 1,2794 1,1970 1,1303 1,0892 1,0529 0,9912 0,8886 0,7554 0,6300 0,5640 0,5901 0,7056 0,8826 1,0848 1,2776 1,4341 1,5415 1,6046 1,6467 1,7026 1,8037 1,9598 2,1562 2,3645 2,5477 2,6621 2,6775 2,6046 2,4947 2,4115 2,4019 2,4753 2,5945 2,6977 2,7447 2,7422 2,7164 2,6724 2,5968 2,4938 2,3917 2,3148 2,2669 2,2415 2,2359 2,2632 2,3557 2,5476 2,8400 3,1812 3,4914 3,7105 3,8253 3,8624 3,8689 3,8936 3,9710 4,1105 4,2925 4,4763 4,6219 4,7130 4,7629 4,7993 4,8415 4,8843 4,8933 4,8201 4,6336 4,3367 3,9538 3,5103 3,0265 2,5228 2,0288 1,5821 1,2045 0,8832 0,5850 0,2913 0,0150 -0,2101 -0,3516 -0,4022 -0,3887 -0,3592 -0,3590 -0,4142 -0,5239 -0,6573 -0,7664 -0,8057 -0,7487 -0,5974 -0,3802 -0,1376 0,0979 0,3129 0,4989 0,6298 0,6662 0,5845 0,3963 0,1397 -0,1394 -0,3956 -0,5881 -0,6929 -0,7158 -0,6828 -0,6219 -0,5529 -0,4830 -0,4035 -0,3025 -0,1838 -0,0679 0,0210 0,0675 0,0747 0,0690 0,0901 0,1698 0,3163 0,5108 0,7201 0,9195 1,1056 1,2949 1,5105 1,7620 2,0321 2,2912 2,5196 2,7042 2,8276 2,8764 2,8538 2,7763 2,6590 2,5098 2,3414 2,1843 2,0826 2,0758 2,1781 2,3674 2,5878 2,7674 2,8442 2,7809 2,5678 2,2262 1,8064 1,3671 0,9485 0,5638 0,2088 -0,1169 -0,3953 -0,6030 -0,7335 -0,7932 -0,7893 -0,7392 -0,6768 -0,6352 -0,6312 -0,6647 -0,7257 -0,7984 -0,8606 -0,8850 -0,8432 -0,7115 -0,4890 -0,2200 0,0147 0,1400 0,1238 -0,0184 -0,2424 -0,4978 -0,7436 -0,9556 -1,1286 -1,2635 -1,3493 -1,3616 -1,2843 -1,1267 -0,9150 -0,6774 -0,4412 -0,2372 -0,0941 -0,0222 -0,0091 -0,0397 -0,1214 -0,2756 -0,5011 -0,7526 -0,9682 -1,1133 -1,1929 -1,2302 -1,2388 -1,2166 -1,1708 -1,1366 -1,1599 -1,2628 -1,4251 -1,5952 -1,7229 -1,7878 -1,8003 -1,7826 -1,7565 -1,7394 -1,7377 -1,7419 -1,7333 -1,6990 -1,6428 -1,5810 -1,5313 -1,4987 -1,4720 -1,4323 -1,3715 -1,2975 -1,2218 -1,1414 -1,0324 -0,8722 -0,6683 -0,4560 -0,2743 -0,1538 -0,1127 -0,1477 -0,2305 -0,3250 -0,4088 -0,4750 -0,5248 -0,5599 -0,5776 -0,5712 -0,5413 -0,5095 -0,5160 -0,5981 -0,7730 -1,0361 -1,3645 -1,7187 -2,0527 -2,3244 -2,5041 -2,5827 -2,5728 -2,5000 -2,3898 -2,2620 -2,1353 -2,0319 -1,9646 -1,9249 -1,8952 -1,8634 -1,8169 -1,7303 -1,5753 -1,3530 -1,1106 -0,9135 -0,8043 -0,7882 -0,8416 -0,9226 -0,9858 -0,9987 -0,9517 -0,8646 -0,7735 -0,7063 -0,6740 -0,6800 -0,7143 -0,7410 -0,7109 -0,5957 -0,4118 -0,2096 -0,0353 0,0961 0,1951 0,2797 0,3639 0,4609 0,5916 0,7782 1,0217 1,2855 1,5087 1,6418 1,6684 1,5965 1,4502 1,2762 1,1339 1,0696 1,1042 1,2345 1,4332 1,6569 1,8676 2,0461 2,1868 2,2932 2,3847 2,4945 2,6426 2,8159 2,9843 3,1367 3,2946 3,4879 3,7245 3,9915 4,2717 4,5484 4,8028 5,0184 5,1822 5,2834 5,3197 5,3038 5,2538 5,1742 5,0453 4,8348 4,5256 4,1335 3,6991 3,2666 2,8782 2,5870 2,4524 2,5105 2,7467 3,0984 3,4794 3,8115 4,0414 4,1447 4,1312 4,0472 3,9582 3,9202 3,9576 4,0554 4,1712 4,2699 4,3462 4,4126 4,4712 4,4985 4,4595 4,3389 4,1574 3,9643 3,8129 3,7355 3,7353 3,7984 3,8978 3,9975 4,0717 4,1249 4,1861 4,2872 4,4460 4,6573 4,8943 5,1214 5,3149 5,4800 5,6437 5,8270 6,0200 6,1815 6,2625 6,2381 6,1233 5,9612 5,7923 5,6329 5,4795 5,3302 5,1855 5,0297 4,8369 4,6071 4,3754 4,1823 4,0529 4,0045 4,0517 4,1954 4,4163 4,6856 4,9802 5,2853 5,5823 5,8386 6,0185 6,1100 6,1377 6,1487 6,1856 6,2644 6,3671 6,4571 6,5056 6,4970 6,4092 6,2070 5,8699 5,4195 4,9127 4,4121 3,9689 3,6230 3,4070 3,3411 3,4205 3,6095 3,8531 4,0955 4,3019 4,4716 4,6276 4,7883 4,9465 5,0666 5,1016 5,0257 4,8524 4,6176 4,3505 4,0714 3,8030 3,5586 3,3228 3,0637 2,7635 2,4283 2,0806 1,7460 1,4432 1,1840 0,9733 0,8104 0,6961 0,6307 0,5984 0,5588 0,4709 0,3253 0,1502 -0,0114 -0,1248 -0,1750 -0,1666 -0,1171 -0,0485 0,0170 0,0577 0,0572 0,0187 -0,0272 -0,0462 -0,0320 -0,0065 0,0100 0,0202 0,0439 0,0975 0,1810 0,2831 0,3947 0,5196 0,6677 0,8371 1,0097 1,1683 1,3174 1,4774 1,6596 1,8531 2,0390 2,2081 2,3645 2,5170 2,6684 2,8066 2,9080 2,9539 2,9369 2,8566 2,7141 2,5147 2,2679 1,9852 1,6783 1,3623 1,0595 0,7968 0,6005 0,4929 0,4867 0,5751 0,7288 0,9110 1,0966 1,2753 1,4391 1,5697 1,6385 1,6226 1,5221 1,3604 1,1699 0,9712 0,7564 0,4910 0,1413 -0,2897 -0,7503 -1,1699 -1,5016 -1,7350 -1,8803 -1,9539 -1,9744 -1,9586 -1,9115 -1,8217 -1,6723 -1,4530 -1,1647 -0,8149 -0,4117 0,0354 0,4991 0,9177 1,2113 1,3268 1,2634
