Fp1   -0,0684 -0,1002 -0,1306 -0,1393 -0,1133 -0,0905 -0,1466 -0,3347 -0,6467 -1,0148 -1,3416 -1,5498 -1,6215 -1,5876 -1,4782 -1,2995 -1,0547 -0,7672 -0,4805 -0,2512 -0,1341 -0,1537 -0,2729 -0,3909 -0,3953 -0,2367 0,0391 0,3361 0,5834 0,7739 0,9460 1,1320 1,3168 1,4445 1,4725 1,4144 1,3287 1,2709 1,2541 1,2498 1,2059 1,0587 0,7686 0,3728 -0,0192 -0,3002 -0,4327 -0,4582 -0,4584 -0,4990 -0,5832 -0,6409 -0,5791 -0,3563 -0,0083 0,3862 0,7485 1,0125 1,1254 1,0680 0,8784 0,6449 0,4651 0,3945 0,4177 0,4612 0,4430 0,3285 0,1533 -0,0020 -0,0527 0,0548 0,3170 0,6638 0,9986 1,2719 1,5009 1,7111 1,8934 2,0314 2,1432 2,2738 2,4418 2,6069 2,6956 2,6453 2,4348 2,0972 1,7060 1,3414 1,0721 0,9419 0,9502 1,0517 1,1867 1,3099 1,3890 1,3787 1,2104 0,8265 0,2337 -0,4794 -1,1809 -1,7582 -2,1594 -2,3875 -2,4693 -2,4392 -2,3433 -2,2299 -2,1208 -2,0007 -1,8441 -1,6368 -1,3685 -1,0402 -0,7000 -0,4480 -0,3779 -0,5148 -0,8020 -1,1338 -1,4052 -1,5547 -1,5749 -1,4858 -1,3091 -1,0642 -0,7588 -0,3763 0,0980 0,6221 1,0905 1,3987 1,5191 1,5252 1,5492 1,6995 1,9946 2,3659 2,7224 3,0109 3,2244 3,3775 3,4868 3,5643 3,6167 3,6425 3,6166 3,4960 3,2548 2,9173 2,5627 2,2840 2,1337 2,1165 2,2191 2,4385 2,7900 3,2783 3,8669 4,4931 5,1030 5,6671 6,1769 6,6318 7,0176 7,2935 7,4173 7,3973 7,3135 7,2810 7,3910 7,6770 8,1170 8,6458 9,1673 9,5795 9,8103 9,8389 9,6878 9,3944 8,9892 8,5003 7,9784 7,4992 7,1277 6,8853 6,7583 6,7268 6,7726 6,8606 6,9276 6,9087 6,7779 6,5565 6,2804 5,9631 5,5946 5,1787 4,7601 4,4019 4,1502 4,0247 4,0153 4,0744 4,1336 4,1528 4,1451 4,1452 4,1633 4,1754 4,1433 4,0365 3,8504 3,6127 3,3687 3,1506 2,9454 2,6907 2,3306 1,8770 1,3895 0,9103 0,4504 0,0282 -0,3057 -0,4855 -0,4699 -0,2823 -0,0253 0,1571 0,1494 -0,0870 -0,5125 -1,0302 -1,5205 -1,8916 -2,1158 -2,2259 -2,2936 -2,4060 -2,6290 -2,9645 -3,3369 -3,6287 -3,7361 -3,6013 -3,2142 -2,6102 -1,8676 -1,0907 -0,3789 0,2100 0,6716 1,0143 1,2113 1,2171 1,0328 0,7326 0,4179 0,1617 0,0087 0,0018 0,1732 0,5062 0,9130 1,2587 1,4196 1,3354 1,0264 0,5821 0,1267 -0,2348 -0,4589 -0,5605 -0,5740 -0,5271 -0,4447 -0,3619 -0,3227 -0,3566 -0,4682 -0,6476 -0,8655 -1,0590 -1,1543 -1,1056 -0,8949 -0,5187 -0,0083 0,5514 1,0500 1,4078 1,6128 1,7189 1,8170 1,9893 2,2631 2,5913 2,8772 3,0267 2,9861 2,7558 2,3868 1,9529 1,5239 1,1733 0,9867 1,0272 1,2964 1,7326 2,2243 2,6402 2,8960 2,9975 3,0036 2,9590 2,8652 2,6966 2,4449 2,1541 1,9094 1,7870 1,8140 1,9791 2,2621 2,6247 2,9890 3,2685 3,4333 3,5312 3,6416 3,8113 4,0339 4,2840 4,5607 4,8950 5,3132 5,7885 6,2386 6,5678 6,7051 6,6205 6,3397 5,9480 5,5600 5,2639 5,0884 5,0095 4,9783 4,9452 4,8756 4,7640 4,6386 4,5469 4,5270 4,5891 4,7144 4,8590 4,9559 4,9332 4,7616 4,4962 4,2560 4,1460 4,1954 4,3707 4,6333 4,9726 5,3951 5,8933 6,4295 6,9467 7,3873 7,7002 7,8450 7,8088 7,6301 7,3953 7,1856 7,0205 6,8596 6,6585 6,4120 6,1451 5,8748 5,5927 5,2834 4,9581 4,6708 4,5029 4,5180 4,7114 4,9998 5,2755 5,4743 5,5984 5,6731 5,6858 5,5809 5,3201 4,9347 4,5282 4,2296 4,1255 4,2231 4,4614 4,7491 5,0163 5,2563 5,5219 5,8722 6,3191 6,8246 7,3398 7,8251 8,2468 8,5792 8,8085 8,9292 8,9399 8,8475 8,6715 8,4421 8,1934 7,9626 7,7869 7,6839 7,6363 7,6044 7,5540 7,4786 7,4139 7,4239 7,5498 7,7746 8,0445 8,3111 8,5411 8,7034 8,7670 8,7047 8,4924 8,1234 7,6356 7,1148 6,6639 6,3565 6,1954 6,1083 6,0040 5,8497 5,6904 5,5911 5,5747 5,6135 5,6553 5,6489 5,5685 5,4314 5,2907 5,2061 5,2087 5,2856 5,3960 5,4967 5,5515 5,5386 5,4646 5,3623 5,2549 5,1317 4,9740 4,7895 4,6023 4,4253 4,2620 4,1163 3,9801 3,8210 3,5965 3,2892 2,9277 2,5757 2,3095 2,2026 2,3061 2,6193 3,0764 3,5723 4,0072 4,3143 4,4613 4,4333 4,2215 3,8377 3,3306 2,7772 2,2594 1,8428 1,5624 1,4214 1,3968 1,4492 1,5350 1,6094 1,6338 1,5981 1,5383 1,5179 1,5862 1,7594 2,0352 2,4031 2,8422 3,3168 3,7753 4,1497 4,3654 4,3808 4,2299 4,0141 3,8497 3,8163 3,9327 4,1670 4,4580 4,7307 4,9154 4,9717 4,8976 4,7256 4,5181 4,3623 4,3457 4,5038 4,7823 5,0654 5,2492 5,2945 5,2268 5,0971 4,9463 4,8042 4,7031 4,6692 4,6973 4,7349 4,7084 4,5744 4,3375 4,0313 3,7005 3,3885 3,1216 2,9072 2,7577 2,7098 2,7962 3,0005 3,2696 3,5765 3,9388 4,3790 4,8806 5,3806 5,7967 6,0583 6,1255 5,9992 5,7036 5,2658 4,7355 4,2106 3,8009 3,5638 3,4877 3,5159 3,5813 3,6439 3,7051 3,7772 3,8550 3,9223 3,9710 4,0098 4,0589 4,1240 4,1671 4,1107 3,8839 3,4754 2,9545 2,4473 2,0806 1,9263 1,9880 2,2263 2,5809
Fz    -1,5886 -1,4776 -1,3017 -1,0924 -0,8843 -0,7126 -0,6073 -0,5822 -0,6257 -0,7002 -0,7603 -0,7790 -0,7606 -0,7241 -0,6781 -0,6172 -0,5408 -0,4654 -0,4181 -0,4197 -0,4632 -0,5024 -0,4651 -0,2892 0,0338 0,4382 0,8093 1,0385 1,0698 0,9206 0,6727 0,4361 0,2938 0,2632 0,3095 0,3938 0,5039 0,6470 0,8229 0,9983 1,1065 1,0818 0,9119 0,6632 0,4497 0,3652 0,4383 0,6396 0,9182 1,2301 1,5444 1,8360 2,0795 2,2570 2,3672 2,4266 2,4573 2,4701 2,4601 2,4192 2,3462 2,2459 2,1279 2,0074 1,9061 1,8479 1,8500 1,9192 2,0574 2,2638 2,5280 2,8230 3,1140 3,3717 3,5802 3,7378 3,8455 3,8921 3,8604 3,7535 3,6101 3,4899 3,4405 3,4726 3,5684 3,7034 3,8592 4,0211 4,1721 4,2907 4,3527 4,3348 4,2240 4,0322 3,8018 3,5892 3,4253 3,2853 3,1016 2,8050 2,3599 1,7794 1,1181 0,4455 -0,1840 -0,7447 -1,2305 -1,6357 -1,9489 -2,1603 -2,2736 -2,3097 -2,2991 -2,2630 -2,1993 -2,0904 -1,9214 -1,6948 -1,4351 -1,1839 -0,9808 -0,8431 -0,7645 -0,7295 -0,7182 -0,7041 -0,6633 -0,5806 -0,4369 -0,2014 0,1506 0,6139 1,1523 1,7127 2,2469 2,7373 3,2050 3,6857 4,1985 4,7403 5,2957 5,8392 6,3359 6,7506 7,0633 7,2766 7,4105 7,4899 7,5345 7,5544 7,5524 7,5297 7,4913 7,4518 7,4365 7,4736 7,5842 7,7752 8,0440 8,3831 8,7784 9,2072 9,6341 10,0148 10,3198 10,5594 10,7741 10,9999 11,2421 11,4773 11,6759 11,8210 11,9148 11,9788 12,0442 12,1268 12,2046 12,2259 12,1450 11,9547 11,6844 11,3688 11,0255 10,6576 10,2687 9,8705 9,4774 9,1002 8,7570 8,4821 8,3040 8,2153 8,1700 8,1087 7,9824 7,7597 7,4234 6,9649 6,3927 5,7462 5,0907 4,4905 3,9907 3,6160 3,3707 3,2397 3,1946 3,2056 3,2542 3,3334 3,4357 3,5467 3,6494 3,7319 3,7927 3,8375 3,8591 3,8274 3,7043 3,4671 3,1225 2,7087 2,2812 1,8898 1,5712 1,3517 1,2374 1,2024 1,1995 1,1838 1,1282 1,0243 0,8778 0,7009 0,5042 0,2908 0,0562 -0,1969 -0,4344 -0,5921 -0,6195 -0,5268 -0,3809 -0,2561 -0,1900 -0,1811 -0,2119 -0,2668 -0,3370 -0,4217 -0,5218 -0,6268 -0,7110 -0,7494 -0,7393 -0,7063 -0,6861 -0,6985 -0,7337 -0,7617 -0,7562 -0,7071 -0,6119 -0,4624 -0,2474 0,0289 0,3299 0,5950 0,7700 0,8306 0,7844 0,6656 0,5257 0,4150 0,3649 0,3864 0,4718 0,5968 0,7322 0,8503 0,9202 0,9120 0,8193 0,6760 0,5478 0,4976 0,5511 0,6904 0,8785 1,0844 1,2868 1,4685 1,6173 1,7263 1,7916 1,8102 1,7832 1,7205 1,6377 1,5497 1,4653 1,3881 1,3257 1,2981 1,3325 1,4415 1,6022 1,7653 1,8944 1,9942 2,1000 2,2454 2,4404 2,6687 2,8955 3,0752 3,1681 3,1632 3,0861 2,9856 2,9153 2,9252 3,0510 3,2955 3,6250 3,9926 4,3608 4,6969 4,9628 5,1312 5,2117 5,2537 5,3185 5,4467 5,6394 5,8670 6,0981 6,3168 6,5071 6,6347 6,6610 6,5730 6,3928 6,1645 5,9413 5,7736 5,6947 5,7131 5,8186 5,9894 6,1986 6,4187 6,6269 6,8124 6,9743 7,1074 7,1939 7,2176 7,1831 7,1138 7,0313 6,9434 6,8459 6,7308 6,5941 6,4461 6,3147 6,2345 6,2259 6,2874 6,4073 6,5683 6,7373 6,8671 6,9162 6,8682 6,7371 6,5572 6,3725 6,2281 6,1578 6,1678 6,2333 6,3189 6,4065 6,4997 6,5991 6,6845 6,7242 6,6989 6,6151 6,5011 6,3911 6,3114 6,2788 6,3047 6,3913 6,5231 6,6628 6,7591 6,7675 6,6786 6,5285 6,3795 6,2870 6,2758 6,3378 6,4418 6,5452 6,6070 6,6029 6,5322 6,4123 6,2706 6,1356 6,0313 5,9777 5,9966 6,1059 6,3024 6,5505 6,7991 7,0155 7,2016 7,3749 7,5420 7,6904 7,7992 7,8533 7,8509 7,8001 7,7132 7,6085 7,5131 7,4496 7,4147 7,3771 7,3025 7,1812 7,0333 6,8889 6,7632 6,6504 6,5331 6,3954 6,2305 6,0444 5,8593 5,7035 5,5890 5,4983 5,3946 5,2441 5,0399 4,8057 4,5713 4,3490 4,1358 3,9349 3,7686 3,6672 3,6449 3,6946 3,7983 3,9292 4,0482 4,1160 4,1132 4,0496 3,9526 3,8419 3,7159 3,5688 3,4127 3,2769 3,1876 3,1524 3,1573 3,1742 3,1704 3,1196 3,0077 2,8292 2,5850 2,2861 1,9564 1,6311 1,3474 1,1278 0,9692 0,8460 0,7241 0,5791 0,4133 0,2581 0,1475 0,0814 0,0152 -0,1156 -0,3531 -0,6908 -1,0799 -1,4495 -1,7274 -1,8602 -1,8243 -1,6231 -1,2803 -0,8367 -0,3404 0,1744 0,6960 1,2191 1,7267 2,1940 2,6026 2,9387 3,1803 3,2981 3,2734 3,1128 2,8549 2,5700 2,3471 2,2631 2,3455 2,5574 2,8203 3,0566 3,2211 3,3051 3,3187 3,2728 3,1768 3,0463 2,9045 2,7755 2,6743 2,5997 2,5359 2,4584 2,3363 2,1377 1,8489 1,4944 1,1384 0,8637 0,7343 0,7585 0,8853 1,0388 1,1570 1,2137 1,2273 1,2459 1,3144 1,4497 1,6403 1,8576 2,0620 2,2075 2,2581 2,2073 2,0802 1,9198 1,7736 1,6839 1,6744 1,7373 1,8395 1,9458 2,0347 2,0973 2,1340 2,1556 2,1690 2,1528 2,0626 1,8680 1,5788 1,2472 0,9515 0,7675 0,7371 0,8512 1,0543 1,2669 1,4112 1,4336 1,3204 1,0981 0,8186 0,5441 0,3303 0,2094 0,1796 0,2129 0,2783 0,3626 0,4663
F3    -1,4712 -1,3804 -1,2495 -1,0778 -0,8718 -0,6498 -0,4426 -0,2888 -0,2156 -0,2128 -0,2386 -0,2555 -0,2477 -0,2113 -0,1548 -0,1074 -0,1058 -0,1710 -0,3038 -0,4843 -0,6601 -0,7479 -0,6683 -0,3828 0,0916 0,6902 1,3122 1,8345 2,1392 2,1570 1,9007 1,4548 0,9210 0,3630 -0,1875 -0,6841 -1,0566 -1,2443 -1,2291 -1,0518 -0,8055 -0,5870 -0,4265 -0,2625 0,0015 0,4098 0,9264 1,4777 2,0008 2,4542 2,8149 3,0791 3,2595 3,3732 3,4270 3,4085 3,2997 3,1005 2,8256 2,4865 2,0897 1,6581 1,2556 0,9828 0,9319 1,1342 1,5373 2,0300 2,4971 2,8665 3,1174 3,2616 3,3209 3,3238 3,3087 3,3119 3,3520 3,4304 3,5381 3,6616 3,7893 3,9096 4,0003 4,0246 3,9532 3,8042 3,6590 3,6183 3,7230 3,9085 4,0394 4,0056 3,7903 3,4557 3,0857 2,7450 2,4567 2,1898 1,8713 1,4390 0,8937 0,3076 -0,2091 -0,5641 -0,7459 -0,8353 -0,9391 -1,1098 -1,3262 -1,5307 -1,6781 -1,7700 -1,8518 -1,9645 -2,0989 -2,2000 -2,2056 -2,0897 -1,8853 -1,6641 -1,4875 -1,3703 -1,2883 -1,2104 -1,1140 -0,9782 -0,7892 -0,5582 -0,3214 -0,1150 0,0619 0,2695 0,5918 1,0599 1,6192 2,1835 2,7094 3,2159 3,7446 4,3054 4,8421 5,2423 5,3984 5,2868 5,0019 4,7160 4,5886 4,6861 4,9678 5,3332 5,6780 5,9302 6,0666 6,1093 6,1093 6,1315 6,2401 6,4792 6,8568 7,3391 7,8552 8,3121 8,6221 8,7409 8,7020 8,6071 8,5682 8,6596 8,9116 9,3256 9,8761 10,4993 11,0986 11,5799 11,8879 12,0140 11,9800 11,8097 11,5083 11,0716 10,5127 9,8767 9,2344 8,6509 8,1453 7,6901 7,2595 6,8749 6,6047 6,5268 6,6783 7,0173 7,4208 7,7254 7,7959 7,5851 7,1377 6,5420 5,8837 5,2249 4,5960 4,0038 3,4641 3,0183 2,7073 2,5459 2,5182 2,5842 2,6935 2,8021 2,8849 2,9405 2,9827 3,0285 3,0986 3,2142 3,3763 3,5555 3,7019 3,7541 3,6536 3,3814 2,9807 2,5359 2,1238 1,7779 1,4830 1,1934 0,8652 0,4852 0,0811 -0,2916 -0,5713 -0,7159 -0,7328 -0,6870 -0,6650 -0,7168 -0,8200 -0,8962 -0,8653 -0,6972 -0,4335 -0,1699 -0,0059 0,0057 -0,1252 -0,3492 -0,6085 -0,8508 -1,0231 -1,0646 -0,9235 -0,5979 -0,1619 0,2610 0,5640 0,7120 0,7439 0,7258 0,6998 0,6677 0,6041 0,4853 0,3215 0,1600 0,0513 0,0218 0,0788 0,2198 0,4318 0,6952 0,9892 1,2892 1,5650 1,7844 1,9149 1,9368 1,8756 1,8074 1,8082 1,8991 2,0439 2,1922 2,3222 2,4486 2,5927 2,7439 2,8490 2,8396 2,6668 2,3223 1,8475 1,3230 0,8410 0,4791 0,2810 0,2435 0,3247 0,4764 0,6678 0,8854 1,1283 1,4025 1,7117 2,0477 2,3801 2,6654 2,8819 3,0447 3,1725 3,2544 3,2598 3,1742 3,0237 2,8580 2,7092 2,5738 2,4378 2,3045 2,2001 2,1657 2,2374 2,4215 2,6937 3,0354 3,4624 3,9958 4,6130 5,2485 5,8389 6,3479 6,7524 7,0227 7,1312 7,0839 6,9247 6,6996 6,4241 6,0879 5,6813 5,2204 4,7537 4,3498 4,0787 3,9832 4,0476 4,2058 4,4021 4,6472 5,0006 5,4981 6,1055 6,7373 7,2999 7,7151 7,9235 7,8948 7,6560 7,2999 6,9513 6,7140 6,6507 6,7953 7,1495 7,6585 8,2126 8,6846 8,9681 8,9984 8,7644 8,3102 7,7190 7,0876 6,5064 6,0433 5,7397 5,6152 5,6677 5,8741 6,1913 6,5543 6,8815 7,1044 7,2033 7,2116 7,1808 7,1517 7,1588 7,2318 7,3725 7,5339 7,6305 7,5746 7,3228 6,9086 6,4295 5,9913 5,6506 5,4001 5,2002 5,0237 4,8786 4,8076 4,8705 5,1159 5,5628 6,1871 6,9087 7,5988 8,1123 8,3252 8,1630 7,6203 6,7739 5,7800 4,8376 4,1191 3,7168 3,6414 3,8543 4,2939 4,8823 5,5271 6,1352 6,6304 6,9653 7,1309 7,1696 7,1667 7,2109 7,3512 7,5836 7,8637 8,1206 8,2675 8,2197 7,9281 7,4102 6,7557 6,0904 5,5156 5,0756 4,7719 4,5890 4,5069 4,5039 4,5622 4,6735 4,8400 5,0665 5,3470 5,6518 5,9222 6,0814 6,0608 5,8279 5,4033 4,8499 4,2381 3,6174 3,0172 2,4680 2,0175 1,7311 1,6714 1,8682 2,2971 2,8736 3,4619 3,9088 4,1096 4,0570 3,8213 3,4907 3,1386 2,8247 2,5974 2,4821 2,4739 2,5410 2,6308 2,6869 2,6776 2,6045 2,4802 2,3036 2,0521 1,6904 1,2008 0,6162 0,0224 -0,4720 -0,7678 -0,8064 -0,5967 -0,2227 0,1823 0,4776 0,5533 0,3532 -0,1113 -0,7644 -1,4924 -2,1724 -2,6818 -2,9098 -2,7933 -2,3559 -1,7020 -0,9663 -0,2650 0,3252 0,7736 1,0939 1,3205 1,4661 1,5065 1,4174 1,2124 0,9436 0,6861 0,5169 0,4932 0,6385 0,9365 1,3267 1,7255 2,0689 2,3333 2,5129 2,5918 2,5475 2,3740 2,0864 1,7111 1,2859 0,8575 0,4649 0,1333 -0,1188 -0,2868 -0,4045 -0,5454 -0,7788 -1,1068 -1,4442 -1,6601 -1,6423 -1,3335 -0,7411 0,0543 0,9012 1,6208 2,0821 2,2509 2,1730 1,9253 1,5837 1,2159 0,8826 0,6403 0,5333 0,5709 0,7187 0,9227 1,1302 1,2860 1,3367 1,2598 1,0838 0,8731 0,6991 0,6202 0,6638 0,8030 0,9529 1,0073 0,8943 0,6109 0,2251 -0,1545 -0,4298 -0,5554 -0,5470 -0,4592 -0,3544 -0,2768 -0,2349 -0,2091 -0,1926 -0,2186 -0,3326 -0,5471 -0,8211 -1,0717 -1,2165 -1,2212 -1,1065 -0,9211
F7    -0,5252 -0,5194 -0,4869 -0,4549 -0,4415 -0,4605 -0,5251 -0,6434 -0,8092 -0,9927 -1,1452 -1,2236 -1,2141 -1,1279 -0,9804 -0,7856 -0,5662 -0,3559 -0,1920 -0,1004 -0,0813 -0,1086 -0,1362 -0,1124 -0,0098 0,1492 0,3017 0,3853 0,3737 0,2863 0,1740 0,0932 0,0805 0,1422 0,2658 0,4341 0,6299 0,8307 1,0062 1,1252 1,1642 1,1079 0,9588 0,7628 0,6004 0,5311 0,5522 0,6172 0,6842 0,7415 0,7986 0,8640 0,9326 0,9894 1,0205 1,0222 1,0026 0,9765 0,9559 0,9482 0,9628 1,0122 1,0997 1,2057 1,2954 1,3411 1,3401 1,3175 1,3152 1,3725 1,5107 1,7281 2,0043 2,3047 2,5912 2,8412 3,0477 3,1962 3,2594 3,2224 3,1059 2,9610 2,8414 2,7765 2,7619 2,7639 2,7349 2,6453 2,5084 2,3756 2,3027 2,3097 2,3654 2,4148 2,4196 2,3769 2,3070 2,2220 2,1042 1,9175 1,6410 1,2887 0,9015 0,5214 0,1749 -0,1218 -0,3506 -0,4965 -0,5650 -0,5878 -0,6053 -0,6444 -0,7100 -0,7864 -0,8420 -0,8403 -0,7616 -0,6166 -0,4385 -0,2612 -0,1044 0,0285 0,1428 0,2448 0,3420 0,4484 0,5825 0,7610 0,9945 1,2881 1,6348 2,0042 2,3459 2,6121 2,7860 2,8978 3,0121 3,1863 3,4368 3,7426 4,0725 4,4006 4,7026 4,9464 5,0946 5,1167 5,0032 4,7721 4,4602 4,1145 3,7954 3,5730 3,5035 3,6001 3,8265 4,1247 4,4485 4,7753 5,1003 5,4249 5,7463 6,0615 6,3740 6,6834 6,9702 7,1992 7,3322 7,3403 7,2149 6,9804 6,6990 6,4582 6,3441 6,4115 6,6599 7,0273 7,4093 7,7029 7,8507 7,8577 7,7712 7,6406 7,4901 7,3197 7,1203 6,8880 6,6302 6,3701 6,1484 6,0096 5,9706 6,0013 6,0365 6,0107 5,8900 5,6754 5,3833 5,0280 4,6225 4,1961 3,8065 3,5213 3,3853 3,4024 3,5356 3,7168 3,8653 3,9212 3,8719 3,7466 3,5877 3,4292 3,2902 3,1773 3,0938 3,0430 3,0216 3,0165 3,0061 2,9663 2,8864 2,7801 2,6704 2,5680 2,4715 2,3780 2,2884 2,2049 2,1238 2,0264 1,8853 1,6847 1,4364 1,1744 0,9366 0,7479 0,6139 0,5240 0,4577 0,3926 0,3076 0,1835 0,0074 -0,2160 -0,4605 -0,6902 -0,8739 -0,9867 -1,0030 -0,8972 -0,6589 -0,3038 0,1237 0,5622 0,9499 1,2333 1,3678 1,3312 1,1449 0,8730 0,5922 0,3593 0,2066 0,1559 0,2225 0,4001 0,6441 0,8809 1,0455 1,1107 1,0865 1,0026 0,8972 0,8060 0,7480 0,7257 0,7370 0,7807 0,8516 0,9335 1,0040 1,0500 1,0702 1,0659 1,0426 1,0201 1,0220 1,0605 1,1462 1,3033 1,5514 1,8761 2,2273 2,5434 2,7755 2,9047 2,9441 2,9247 2,8751 2,8103 2,7289 2,6150 2,4501 2,2296 1,9698 1,7001 1,4520 1,2608 1,1676 1,2064 1,3882 1,6967 2,0883 2,4942 2,8423 3,0879 3,2253 3,2771 3,2689 3,2125 3,1164 3,0033 2,9016 2,8223 2,7565 2,6952 2,6402 2,5920 2,5392 2,4783 2,4391 2,4792 2,6445 2,9318 3,2888 3,6513 3,9870 4,3075 4,6378 4,9726 5,2670 5,4648 5,5295 5,4562 5,2742 5,0413 4,8219 4,6579 4,5571 4,5033 4,4791 4,4784 4,5007 4,5415 4,5932 4,6487 4,7001 4,7349 4,7374 4,6937 4,5907 4,4145 4,1633 3,8642 3,5697 3,3314 3,1819 3,1316 3,1760 3,3068 3,5198 3,8062 4,1385 4,4755 4,7812 5,0306 5,2014 5,2747 5,2548 5,1827 5,1137 5,0773 5,0595 5,0220 4,9351 4,7912 4,5952 4,3570 4,0943 3,8401 3,6398 3,5359 3,5465 3,6566 3,8275 4,0167 4,1939 4,3426 4,4470 4,4764 4,3950 4,1971 3,9293 3,6739 3,5034 3,4387 3,4487 3,4824 3,4962 3,4669 3,4037 3,3475 3,3468 3,4282 3,5913 3,8196 4,0887 4,3699 4,6321 4,8387 4,9485 4,9314 4,7876 4,5476 4,2584 3,9729 3,7458 3,6241 3,6280 3,7385 3,9099 4,0935 4,2595 4,4023 4,5296 4,6422 4,7271 4,7708 4,7751 4,7514 4,7031 4,6186 4,4797 4,2702 3,9828 3,6278 3,2345 2,8431 2,4951 2,2190 2,0151 1,8619 1,7456 1,6790 1,6849 1,7638 1,8842 1,9970 2,0601 2,0589 2,0105 1,9510 1,9170 1,9268 1,9695 2,0149 2,0324 2,0041 1,9288 1,8241 1,7218 1,6471 1,6011 1,5674 1,5318 1,4870 1,4305 1,3677 1,3095 1,2561 1,1874 1,0742 0,9010 0,6777 0,4351 0,2168 0,0691 0,0254 0,0833 0,1955 0,2892 0,3033 0,2123 0,0226 -0,2413 -0,5461 -0,8532 -1,1292 -1,3578 -1,5413 -1,6898 -1,8060 -1,8787 -1,8899 -1,8274 -1,6936 -1,5071 -1,2932 -1,0714 -0,8518 -0,6372 -0,4284 -0,2278 -0,0326 0,1690 0,3892 0,6249 0,8515 1,0321 1,1352 1,1518 1,1079 1,0610 1,0777 1,2040 1,4430 1,7516 2,0555 2,2713 2,3384 2,2450 2,0284 1,7525 1,4826 1,2728 1,1577 1,1422 1,1959 1,2675 1,3126 1,3161 1,2874 1,2403 1,1803 1,1107 1,0410 0,9826 0,9366 0,8883 0,8128 0,6891 0,5109 0,2911 0,0612 -0,1389 -0,2800 -0,3546 -0,3710 -0,3409 -0,2768 -0,1919 -0,0894 0,0479 0,2453 0,5076 0,8009 1,0683 1,2589 1,3410 1,3008 1,1437 0,8882 0,5538 0,1667 -0,2251 -0,5577 -0,7779 -0,8624 -0,8237 -0,7031 -0,5477 -0,3901 -0,2443 -0,1070 0,0410 0,2215 0,4393 0,6705 0,8626 0,9475 0,8655 0,5923 0,1575 -0,3537 -0,8245 -1,1500 -1,2775 -1,2127 -0,9951 -0,6756
