Fp1   2,3466 2,1615 1,8049 1,4141 1,1416 1,0612 1,1394 1,2644 1,2953 1,1203 0,7096 0,1308 -0,4826 -0,9847 -1,2660 -1,2858 -1,0849 -0,7731 -0,4973 -0,3925 -0,5192 -0,8205 -1,1427 -1,3076 -1,1871 -0,7504 -0,0843 0,6182 1,1245 1,2685 1,0366 0,5774 0,1193 -0,1571 -0,2079 -0,1158 0,0014 0,0746 0,1002 0,1036 0,0922 0,0309 -0,1289 -0,3928 -0,7126 -1,0226 -1,2629 -1,3903 -1,4057 -1,3616 -1,3161 -1,2766 -1,1866 -0,9592 -0,5399 0,0347 0,6210 1,0202 1,0742 0,7376 0,0780 -0,7675 -1,6331 -2,3544 -2,7967 -2,8907 -2,6615 -2,2206 -1,7212 -1,3106 -1,0927 -1,0848 -1,1945 -1,2650 -1,1692 -0,8834 -0,4878 -0,1037 0,1750 0,3080 0,2923 0,1314 -0,1754 -0,6071 -1,0975 -1,5531 -1,8981 -2,1150 -2,2579 -2,4208 -2,6743 -3,0086 -3,3175 -3,4364 -3,2226 -2,6333 -1,7572 -0,7840 0,0638 0,6074 0,7643 0,5670 0,1420 -0,3464 -0,7702 -1,0825 -1,2958 -1,4243 -1,4553 -1,3667 -1,1507 -0,8167 -0,3920 0,0676 0,4846 0,7836 0,8979 0,7630 0,3355 -0,3664 -1,2458 -2,1465 -2,8978 -3,3713 -3,5269 -3,4192 -3,1678 -2,9171 -2,7927 -2,8534 -3,0559 -3,2641 -3,3156 -3,1102 -2,6572 -2,0661 -1,5085 -1,1593 -1,1288 -1,4380 -2,0549 -2,9285 -3,9684 -5,0025 -5,8023 -6,1820 -6,0824 -5,5764 -4,8123 -3,9398 -3,0633 -2,2393 -1,4922 -0,8236 -0,2099 0,3869 0,9736 1,4793 1,7631 1,6829 1,1728 0,2914 -0,7696 -1,7316 -2,3248 -2,3874 -1,9134 -1,0302 0,0634 1,1611 2,0991 2,8005 3,3129 3,7932 4,4062 5,1982 6,0518 6,7466 7,0719 6,9180 6,3087 5,3878 4,3843 3,5564 3,1028 3,0682 3,3279 3,6864 4,0091 4,2709 4,5039 4,7251 4,9139 5,0438 5,1229 5,1926 5,2881 5,4150 5,5526 5,6665 5,7217 5,6948 5,5930 5,4760 5,4369 5,5310 5,7182 5,8785 5,8795 5,6416 5,1762 4,5900 4,0489 3,7013 3,6069 3,7265 3,9620 4,2008 4,3536 4,3793 4,2935 4,1610 4,0726 4,1212 4,3703 4,8135 5,3580 5,8504 6,1259 6,0752 5,7108 5,1702 4,6414 4,2777 4,1628 4,3179 4,6981 5,1727 5,5283 5,5167 4,9513 3,8313 2,4039 1,0781 0,2327 0,0512 0,4811 1,3102 2,2824 3,1779 3,8464 4,2092 4,2435 3,9587 3,3868 2,5868 1,6527 0,7086 -0,1292 -0,8018 -1,3162 -1,6935 -1,9039 -1,8507 -1,4327 -0,6482 0,3442 1,2734 1,8791 2,0055 1,6163 0,7801 -0,3345 -1,4664 -2,3066 -2,5960 -2,2393 -1,3566 -0,2315 0,8158 1,5537 1,8978 1,8988 1,6842 1,3944 1,1453 1,0074 0,9771 0,9684 0,8498 0,5035 -0,1084 -0,8841 -1,5936 -1,9954 -1,9636 -1,5231 -0,8101 -0,0160 0,6696 1,1098 1,2447 1,0817 0,6773 0,1378 -0,3851 -0,7451 -0,8802 -0,8517 -0,8159 -0,9522 -1,3839 -2,1144 -3,0028 -3,8003 -4,2582 -4,2502 -3,8102 -3,0671 -2,1610 -1,1977 -0,2371 0,6893 1,5354 2,2085 2,5932 2,6101 2,2497 1,5600 0,6175 -0,4787 -1,5937 -2,5568 -3,1986 -3,3951 -3,0966 -2,3479 -1,3045 -0,2110 0,6665 1,1269 1,1012 0,6724 0,0357 -0,5777 -0,9881 -1,1290 -1,0429 -0,8135 -0,5090 -0,1724 0,1650 0,4695 0,7072 0,8662 0,9681 1,0436 1,1001 1,1112 1,0371 0,8553 0,5787 0,2608 -0,0083 -0,1368 -0,0791 0,1444 0,4665 0,7940 1,0319 1,1324 1,1462 1,2119 1,4725 1,9765 2,6359 3,2677 3,6899 3,8045 3,6138 3,1790 2,5790 1,9099 1,2988 0,8920 0,8055 1,0623 1,5714 2,1740 2,7175 3,0973 3,2670 3,2498 3,1530 3,1418 3,3419 3,7279 4,1189 4,3018 4,1579 3,6950 3,0187 2,2940 1,7030 1,3894 1,4045 1,6833 2,0789 2,4486 2,7131 2,8394 2,8129 2,6464 2,3907 2,1089 1,8371 1,5778 1,3370 1,1500 1,0614 1,0846 1,1863 1,3187 1,4697 1,6640 1,9133 2,1890 2,4393 2,6030 2,6057 2,3763 1,9050 1,2919 0,7288 0,4274 0,5365 1,0744 1,9099 2,8241 3,6186 4,2003 4,5981 4,9131 5,2449 5,6430 6,0918 6,5124 6,7694 6,6964 6,1613 5,1615 3,8769 2,6250 1,7335 1,3886 1,5405 1,9422 2,3063 2,4548 2,3638 2,1160 1,8457 1,7215 1,9179 2,5342 3,5227 4,7066 5,8553 6,7448 7,1956 7,1172 6,5425 5,6282 4,6101 3,7273 3,1484 2,9286 3,0038 3,2217 3,4031 3,4167 3,2403 2,9717 2,7766 2,8019 3,1113 3,6920 4,4970 5,4597 6,4798 7,4148 8,0956 8,3743 8,1809 7,5436 6,5614 5,3514 4,0101 2,6139 1,2477 0,0208 -0,9445 -1,5342 -1,6638 -1,3134 -0,5646 0,3926 1,3052 1,9507 2,2276 2,1787 1,9435 1,6889 1,5518 1,5971 1,8003 2,0631 2,2612 2,3055 2,1816 1,9361 1,6355 1,3371 1,0896 0,9548 1,0164 1,3381 1,8967 2,5599 3,1553 3,5721 3,8152 3,9893 4,2305 4,6224 5,1612 5,7876 6,4331 7,0235 7,4584 7,6230 7,4476 6,9592 6,2779 5,5675 4,9658 4,5125 4,1314 3,7098 3,2111 2,7133 2,3600 2,2848 2,5625 3,1899 4,0813 5,0858 6,0349 6,7879 7,2490 7,3637 7,1169 6,5538 5,7970 5,0186 4,3637 3,8810 3,5193 3,1914 2,8405 2,4668 2,1183 1,8617 1,7440 1,7721 1,9218 2,1492 2,3882 2,5584 2,6003 2,5085 2,3278 2,1216 1,9390 1,7995 1,6945 1,5782 1,3610 0,9565 0,3586 -0,3260 -0,9139 -1,2170 -1,1166 -0,6036 0,2267 1,2008 2,1070 2,7661 3,1024
Fz    3,5797 3,1115 2,5365 1,9916 1,6069 1,4470 1,4850 1,6264 1,7522 1,7576 1,5855 1,2494 0,8268 0,4260 0,1412 0,0142 0,0202 0,0911 0,1527 0,1451 0,0322 -0,1824 -0,4449 -0,6675 -0,7750 -0,7488 -0,6361 -0,5197 -0,4764 -0,5469 -0,7273 -0,9749 -1,2230 -1,3970 -1,4345 -1,3041 -1,0257 -0,6767 -0,3643 -0,1799 -0,1723 -0,3404 -0,6320 -0,9567 -1,2248 -1,3922 -1,4777 -1,5442 -1,6624 -1,8709 -2,1490 -2,4209 -2,5904 -2,5882 -2,4030 -2,0840 -1,7214 -1,4138 -1,2376 -1,2276 -1,3733 -1,6205 -1,8810 -2,0596 -2,0887 -1,9559 -1,7145 -1,4720 -1,3519 -1,4461 -1,7776 -2,2823 -2,8229 -3,2410 -3,4220 -3,3302 -3,0048 -2,5356 -2,0387 -1,6334 -1,4120 -1,4047 -1,5660 -1,7964 -1,9889 -2,0767 -2,0630 -2,0151 -2,0262 -2,1614 -2,4221 -2,7504 -3,0580 -3,2528 -3,2623 -3,0653 -2,7116 -2,3007 -1,9299 -1,6608 -1,5153 -1,4814 -1,5175 -1,5626 -1,5582 -1,4726 -1,3154 -1,1296 -0,9665 -0,8585 -0,8021 -0,7574 -0,6682 -0,4912 -0,2123 0,1539 0,5667 0,9574 1,2362 1,3229 1,1872 0,8667 0,4475 0,0241 -0,3379 -0,6228 -0,8626 -1,1199 -1,4609 -1,9235 -2,4986 -3,1352 -3,7511 -4,2526 -4,5769 -4,7287 -4,7777 -4,8183 -4,9198 -5,0960 -5,3016 -5,4533 -5,4623 -5,2667 -4,8562 -4,2762 -3,6112 -2,9609 -2,4147 -2,0281 -1,8179 -1,7767 -1,8796 -2,0791 -2,3099 -2,5126 -2,6596 -2,7675 -2,8837 -3,0536 -3,2832 -3,5203 -3,6663 -3,6169 -3,3095 -2,7499 -2,0084 -1,1901 -0,4001 0,2817 0,8135 1,1993 1,4895 1,7604 2,0745 2,4494 2,8542 3,2253 3,4878 3,5777 3,4624 3,1636 2,7692 2,4096 2,2004 2,1848 2,3125 2,4746 2,5682 2,5448 2,4135 2,2152 1,9986 1,8170 1,7308 1,7937 2,0209 2,3709 2,7587 3,0906 3,2956 3,3494 3,2870 3,1948 3,1676 3,2524 3,4119 3,5392 3,5140 3,2625 2,7890 2,1764 1,5576 1,0657 0,7859 0,7303 0,8468 1,0469 1,2368 1,3444 1,3460 1,2790 1,2281 1,2865 1,5127 1,8992 2,3697 2,8070 3,0943 3,1544 2,9775 2,6247 2,2036 1,8286 1,5860 1,5103 1,5719 1,6897 1,7714 1,7499 1,6024 1,3611 1,1098 0,9517 0,9549 1,1174 1,3702 1,6093 1,7385 1,6921 1,4431 1,0211 0,5191 0,0606 -0,2519 -0,3708 -0,3119 -0,1406 0,0532 0,1780 0,1673 0,0069 -0,2516 -0,5085 -0,6605 -0,6507 -0,4948 -0,2696 -0,0712 0,0261 -0,0114 -0,1725 -0,4078 -0,6471 -0,8254 -0,9010 -0,8585 -0,7108 -0,5029 -0,3036 -0,1794 -0,1690 -0,2665 -0,4191 -0,5521 -0,6072 -0,5697 -0,4750 -0,3911 -0,3832 -0,4832 -0,6770 -0,9094 -1,1085 -1,2188 -1,2243 -1,1499 -1,0528 -0,9988 -1,0362 -1,1893 -1,4586 -1,8092 -2,1720 -2,4694 -2,6468 -2,6937 -2,6475 -2,5757 -2,5429 -2,5836 -2,6950 -2,8392 -2,9474 -2,9381 -2,7634 -2,4517 -2,0968 -1,8062 -1,6605 -1,6975 -1,8992 -2,1922 -2,4781 -2,6764 -2,7485 -2,6998 -2,5705 -2,4204 -2,3118 -2,2934 -2,3842 -2,5601 -2,7621 -2,9279 -3,0179 -3,0252 -2,9783 -2,9322 -2,9419 -3,0367 -3,2047 -3,3903 -3,5117 -3,4926 -3,2937 -2,9358 -2,5040 -2,1163 -1,8708 -1,8047 -1,8868 -2,0434 -2,1941 -2,2755 -2,2567 -2,1493 -2,0067 -1,9128 -1,9517 -2,1619 -2,5095 -2,9048 -3,2421 -3,4445 -3,4945 -3,4392 -3,3681 -3,3742 -3,5067 -3,7412 -3,9910 -4,1492 -4,1258 -3,8753 -3,4169 -2,8309 -2,2296 -1,7240 -1,3996 -1,2973 -1,3962 -1,6145 -1,8376 -1,9735 -1,9961 -1,9426 -1,8808 -1,8762 -1,9722 -2,1813 -2,4819 -2,8167 -3,1061 -3,2760 -3,2900 -3,1701 -2,9874 -2,8234 -2,7398 -2,7713 -2,9232 -3,1604 -3,4095 -3,5869 -3,6389 -3,5675 -3,4260 -3,2860 -3,1985 -3,1802 -3,2169 -3,2687 -3,2842 -3,2197 -3,0590 -2,8254 -2,5748 -2,3742 -2,2832 -2,3291 -2,4827 -2,6667 -2,8021 -2,8520 -2,8324 -2,7932 -2,7912 -2,8726 -3,0583 -3,3293 -3,6196 -3,8318 -3,8748 -3,6918 -3,2691 -2,6423 -1,9067 -1,2072 -0,6931 -0,4566 -0,4929 -0,7083 -0,9689 -1,1589 -1,2186 -1,1539 -1,0271 -0,9343 -0,9728 -1,2016 -1,6099 -2,1117 -2,5754 -2,8813 -2,9770 -2,8924 -2,7104 -2,5271 -2,4245 -2,4434 -2,5627 -2,7041 -2,7675 -2,6763 -2,4085 -2,0005 -1,5356 -1,1204 -0,8504 -0,7742 -0,8765 -1,0835 -1,2904 -1,4008 -1,3614 -1,1754 -0,8960 -0,6070 -0,3923 -0,3012 -0,3209 -0,3783 -0,3712 -0,2140 0,1244 0,6071 1,1383 1,5892 1,8430 1,8414 1,5958 1,1647 0,6265 0,0609 -0,4678 -0,9286 -1,3344 -1,7337 -2,1826 -2,7113 -3,2997 -3,8787 -4,3534 -4,6422 -4,7178 -4,6256 -4,4688 -4,3643 -4,3876 -4,5366 -4,7430 -4,9099 -4,9470 -4,8009 -4,4802 -4,0557 -3,6279 -3,2830 -3,0733 -3,0183 -3,1025 -3,2639 -3,3975 -3,3907 -3,1795 -2,7800 -2,2723 -1,7586 -1,3254 -1,0216 -0,8559 -0,8004 -0,8018 -0,8014 -0,7594 -0,6704 -0,5632 -0,4850 -0,4811 -0,5718 -0,7300 -0,8824 -0,9373 -0,8243 -0,5359 -0,1497 0,2030 0,4060 0,4074 0,2200 -0,0992 -0,4737 -0,8305 -1,1133 -1,2926 -1,3789 -1,4264 -1,5143 -1,7094 -2,0339 -2,4551 -2,8922 -3,2441 -3,4355 -3,4617 -3,3935 -3,3340 -3,3642 -3,5104 -3,7405 -3,9835 -4,1619 -4,2255 -4,1724 -4,0482 -3,9182 -3,8369 -3,8369 -3,9322 -4,1180 -4,3650 -4,6240 -4,8436 -4,9848 -5,0285 -4,9882 -4,9179 -4,8919 -4,9711 -5,1811 -5,5034 -5,8755 -6,2097 -6,4291 -6,4999 -6,4441 -6,3272 -6,2208 -6,1668
F3    2,4185 2,0415 1,5770 1,1339 0,8195 0,6795 0,6836 0,7597 0,8316 0,8427 0,7688 0,6289 0,4816 0,3978 0,4177 0,5176 0,6183 0,6381 0,5375 0,3186 0,0059 -0,3563 -0,6989 -0,9445 -1,0512 -1,0362 -0,9511 -0,8440 -0,7451 -0,6758 -0,6593 -0,7150 -0,8377 -0,9797 -1,0626 -1,0186 -0,8330 -0,5514 -0,2510 -0,0029 0,1493 0,1923 0,1343 -0,0036 -0,1891 -0,3821 -0,5460 -0,6642 -0,7508 -0,8444 -0,9774 -1,1429 -1,2950 -1,3807 -1,3721 -1,2754 -1,1285 -0,9947 -0,9473 -1,0414 -1,2870 -1,6375 -1,9998 -2,2601 -2,3185 -2,1300 -1,7414 -1,2912 -0,9541 -0,8635 -1,0629 -1,4991 -2,0425 -2,5339 -2,8440 -2,9114 -2,7439 -2,3995 -1,9661 -1,5463 -1,2365 -1,0954 -1,1171 -1,2392 -1,3784 -1,4642 -1,4641 -1,3962 -1,3146 -1,2726 -1,2949 -1,3757 -1,4860 -1,5741 -1,5792 -1,4700 -1,2750 -1,0679 -0,9186 -0,8589 -0,8856 -0,9757 -1,0886 -1,1663 -1,1497 -1,0039 -0,7383 -0,4089 -0,0995 0,1125 0,1900 0,1599 0,1054 0,1162 0,2380 0,4608 0,7399 1,0217 1,2580 1,4133 1,4680 1,4183 1,2732 1,0456 0,7455 0,3833 -0,0281 -0,4809 -0,9769 -1,5136 -2,0769 -2,6461 -3,1858 -3,6398 -3,9602 -4,1463 -4,2445 -4,3126 -4,3805 -4,4315 -4,4086 -4,2462 -3,9027 -3,3782 -2,7186 -2,0085 -1,3482 -0,8293 -0,5129 -0,4125 -0,5000 -0,7245 -1,0251 -1,3373 -1,6079 -1,8112 -1,9516 -2,0504 -2,1354 -2,2363 -2,3656 -2,4872 -2,5103 -2,3258 -1,8633 -1,1350 -0,2433 0,6512 1,3899 1,8765 2,1022 2,1320 2,0738 2,0465 2,1449 2,4085 2,8148 3,2984 3,7747 4,1561 4,3698 4,3856 4,2353 4,0004 3,7743 3,6206 3,5463 3,5040 3,4315 3,3011 3,1334 2,9714 2,8491 2,7853 2,8009 2,9251 3,1720 3,5128 3,8764 4,1742 4,3352 4,3450 4,2609 4,1836 4,2030 4,3467 4,5568 4,7200 4,7286 4,5240 4,1084 3,5366 2,8958 2,2780 1,7581 1,3853 1,1754 1,1024 1,1012 1,0961 1,0450 0,9662 0,9217 0,9751 1,1599 1,4665 1,8455 2,2190 2,4988 2,6134 2,5334 2,2814 1,9252 1,5553 1,2542 1,0681 0,9865 0,9493 0,8877 0,7627 0,5773 0,3720 0,2084 0,1397 0,1868 0,3303 0,5133 0,6547 0,6785 0,5325 0,1906 -0,3341 -0,9691 -1,5932 -2,0759 -2,3172 -2,2739 -1,9738 -1,5139 -1,0338 -0,6693 -0,5048 -0,5481 -0,7385 -0,9830 -1,1964 -1,3304 -1,3772 -1,3516 -1,2751 -1,1740 -1,0773 -1,0086 -0,9805 -0,9939 -1,0380 -1,0948 -1,1504 -1,2058 -1,2676 -1,3328 -1,3926 -1,4388 -1,4593 -1,4326 -1,3332 -1,1585 -0,9535 -0,7980 -0,7615 -0,8664 -1,0819 -1,3443 -1,5872 -1,7657 -1,8655 -1,9051 -1,9314 -1,9965 -2,1311 -2,3433 -2,6240 -2,9336 -3,2007 -3,3561 -3,3709 -3,2716 -3,1313 -3,0358 -3,0382 -3,1343 -3,2731 -3,3813 -3,3819 -3,2180 -2,8864 -2,4535 -2,0289 -1,7188 -1,5993 -1,7084 -2,0399 -2,5352 -3,0924 -3,5958 -3,9470 -4,0849 -4,0005 -3,7434 -3,4053 -3,0865 -2,8600 -2,7528 -2,7529 -2,8330 -2,9661 -3,1275 -3,3001 -3,4793 -3,6694 -3,8724 -4,0727 -4,2291 -4,2906 -4,2193 -3,9962 -3,6293 -3,1706 -2,7111 -2,3511 -2,1568 -2,1292 -2,2114 -2,3269 -2,4111 -2,4318 -2,3946 -2,3328 -2,2970 -2,3364 -2,4674 -2,6608 -2,8578 -2,9971 -3,0396 -2,9847 -2,8754 -2,7845 -2,7864 -2,9171 -3,1463 -3,3886 -3,5438 -3,5318 -3,3159 -2,9166 -2,3982 -1,8367 -1,2973 -0,8382 -0,5191 -0,3832 -0,4182 -0,5466 -0,6802 -0,7827 -0,8770 -1,0074 -1,2066 -1,4820 -1,8128 -2,1527 -2,4423 -2,6326 -2,7061 -2,6783 -2,5843 -2,4593 -2,3252 -2,1964 -2,0998 -2,0756 -2,1472 -2,2922 -2,4565 -2,5936 -2,6900 -2,7666 -2,8600 -2,9915 -3,1464 -3,2782 -3,3317 -3,2683 -3,0785 -2,7833 -2,4303 -2,0791 -1,7824 -1,5736 -1,4576 -1,4111 -1,4027 -1,4123 -1,4342 -1,4717 -1,5311 -1,6201 -1,7533 -1,9484 -2,2039 -2,4743 -2,6711 -2,6962 -2,4783 -1,9973 -1,3002 -0,5015 0,2410 0,7764 1,0161 0,9604 0,6805 0,2777 -0,1462 -0,5001 -0,7194 -0,7921 -0,7674 -0,7261 -0,7318 -0,7976 -0,8872 -0,9423 -0,9219 -0,8272 -0,6918 -0,5521 -0,4378 -0,3799 -0,4030 -0,4957 -0,5969 -0,6213 -0,5062 -0,2439 0,1125 0,4698 0,7288 0,8175 0,7203 0,4920 0,2370 0,0598 0,0185 0,1120 0,3055 0,5577 0,8217 1,0363 1,1475 1,1506 1,1070 1,1148 1,2593 1,5809 2,0637 2,6302 3,1520 3,4951 3,5734 3,3667 2,9138 2,3023 1,6486 1,0604 0,5999 0,2601 -0,0292 -0,3587 -0,7788 -1,2655 -1,7387 -2,1090 -2,3176 -2,3590 -2,2883 -2,2049 -2,2085 -2,3497 -2,6100 -2,9193 -3,1894 -3,3412 -3,3280 -3,1494 -2,8463 -2,4793 -2,1075 -1,7830 -1,5545 -1,4497 -1,4444 -1,4549 -1,3777 -1,1532 -0,7947 -0,3676 0,0499 0,3997 0,6584 0,8275 0,9184 0,9481 0,9391 0,9097 0,8606 0,7765 0,6402 0,4451 0,2035 -0,0451 -0,2358 -0,2984 -0,1863 0,0982 0,4948 0,9058 1,2365 1,4259 1,4583 1,3662 1,2120 1,0474 0,8880 0,7179 0,5094 0,2398 -0,1020 -0,5175 -0,9930 -1,4875 -1,9333 -2,2578 -2,4171 -2,4235 -2,3418 -2,2529 -2,2158 -2,2496 -2,3386 -2,4499 -2,5539 -2,6329 -2,6794 -2,6951 -2,6880 -2,6652 -2,6363 -2,6214 -2,6445 -2,7154 -2,8225 -2,9365 -3,0119 -2,9921 -2,8435 -2,5982 -2,3538 -2,2260 -2,2931 -2,5636 -2,9712 -3,4053 -3,7615 -3,9870 -4,1005 -4,1661 -4,2354 -4,3116
F7    1,3370 1,0126 0,6540 0,3280 0,1093 0,0453 0,1323 0,3130 0,4950 0,5893 0,5435 0,3581 0,0948 -0,1347 -0,2250 -0,1415 0,0702 0,3211 0,5180 0,5884 0,4986 0,2590 -0,0832 -0,4673 -0,8379 -1,1487 -1,3660 -1,4763 -1,4857 -1,4082 -1,2528 -1,0186 -0,7120 -0,3716 -0,0589 0,1854 0,3597 0,4797 0,5502 0,5547 0,4717 0,3074 0,1196 0,0031 0,0245 0,1567 0,2897 0,3120 0,1800 -0,0735 -0,3739 -0,6470 -0,8464 -0,9642 -1,0256 -1,0655 -1,1017 -1,1245 -1,1076 -1,0264 -0,8716 -0,6525 -0,3983 -0,1589 0,0131 0,0948 0,1069 0,0883 0,0526 -0,0293 -0,2002 -0,4716 -0,8090 -1,1534 -1,4473 -1,6533 -1,7575 -1,7592 -1,6610 -1,4739 -1,2193 -0,9164 -0,5788 -0,2275 0,1088 0,4057 0,6388 0,7719 0,7701 0,6304 0,3904 0,1090 -0,1517 -0,3319 -0,3846 -0,3014 -0,1252 0,0739 0,2477 0,3906 0,5126 0,6141 0,6945 0,7647 0,8400 0,9325 1,0470 1,1655 1,2485 1,2719 1,2618 1,2741 1,3420 1,4597 1,6114 1,7961 2,0139 2,2272 2,3479 2,2776 1,9625 1,4232 0,7533 0,0872 -0,4517 -0,7955 -0,9458 -0,9580 -0,9140 -0,8975 -0,9694 -1,1457 -1,3904 -1,6377 -1,8373 -1,9845 -2,1019 -2,1991 -2,2642 -2,2915 -2,3015 -2,3292 -2,3913 -2,4623 -2,4948 -2,4593 -2,3496 -2,1595 -1,8803 -1,5243 -1,1329 -0,7598 -0,4490 -0,2199 -0,0541 0,0999 0,2957 0,5503 0,8268 1,0595 1,2032 1,2686 1,3173 1,4235 1,6371 1,9647 2,3684 2,7837 3,1456 3,4125 3,5790 3,6788 3,7820 3,9692 4,2790 4,6693 5,0431 5,3142 5,4474 5,4497 5,3474 5,1922 5,0711 5,0777 5,2582 5,5868 5,9855 6,3601 6,6313 6,7610 6,7603 6,6683 6,5267 6,3721 6,2347 6,1343 6,0869 6,1104 6,2116 6,3706 6,5464 6,6908 6,7569 6,7147 6,5780 6,4034 6,2437 6,1036 5,9499 5,7520 5,5029 5,2097 4,8845 4,5532 4,2589 4,0433 3,9223 3,8836 3,9127 4,0113 4,1806 4,3984 4,6280 4,8376 5,0002 5,0860 5,0665 4,9190 4,6221 4,1655 3,5714 2,9070 2,2771 1,7934 1,5260 1,4690 1,5414 1,6214 1,5988 1,4153 1,0746 0,6337 0,1823 -0,1966 -0,4705 -0,6576 -0,7790 -0,8320 -0,8132 -0,7464 -0,6667 -0,5841 -0,4781 -0,3243 -0,1128 0,1425 0,3934 0,5682 0,5982 0,4342 0,0563 -0,5062 -1,1655 -1,7979 -2,2848 -2,5450 -2,5578 -2,3767 -2,1077 -1,8562 -1,6879 -1,6272 -1,6722 -1,7981 -1,9610 -2,1104 -2,1914 -2,1491 -1,9545 -1,6310 -1,2597 -0,9587 -0,8403 -0,9603 -1,2937 -1,7430 -2,1744 -2,4738 -2,5960 -2,5698 -2,4655 -2,3551 -2,2791 -2,2291 -2,1631 -2,0499 -1,8981 -1,7465 -1,6346 -1,5795 -1,5788 -1,6331 -1,7524 -1,9361 -2,1611 -2,3961 -2,6233 -2,8460 -3,0725 -3,2925 -3,4691 -3,5524 -3,5045 -3,3125 -2,9836 -2,5503 -2,0865 -1,6896 -1,4318 -1,3345 -1,3843 -1,5561 -1,8219 -2,1485 -2,4903 -2,7819 -2,9488 -2,9427 -2,7793 -2,5325 -2,2949 -2,1431 -2,1160 -2,2035 -2,3606 -2,5334 -2,6702 -2,7252 -2,6812 -2,5708 -2,4632 -2,4187 -2,4525 -2,5356 -2,6243 -2,6866 -2,7157 -2,7190 -2,6878 -2,5841 -2,3665 -2,0264 -1,6014 -1,1579 -0,7529 -0,4088 -0,1264 0,0876 0,2095 0,2119 0,0780 -0,1888 -0,5495 -0,9258 -1,2366 -1,4486 -1,5871 -1,6936 -1,7796 -1,8148 -1,7469 -1,5311 -1,1556 -0,6468 -0,0576 0,5431 1,0732 1,4498 1,6194 1,5842 1,3966 1,1245 0,8260 0,5482 0,3279 0,1766 0,0767 -0,0014 -0,0783 -0,1568 -0,2247 -0,2683 -0,2836 -0,2732 -0,2349 -0,1590 -0,0376 0,1292 0,3364 0,5779 0,8410 1,0967 1,2986 1,4054 1,4086 1,3353 1,2249 1,1089 1,0078 0,9286 0,8606 0,7917 0,7341 0,7231 0,7859 0,9183 1,0859 1,2407 1,3366 1,3455 1,2763 1,1857 1,1561 1,2480 1,4602 1,7269 1,9554 2,0720 2,0369 1,8314 1,4542 0,9373 0,3615 -0,1509 -0,4637 -0,4608 -0,0788 0,6555 1,6052 2,5649 3,3560 3,8959 4,1998 4,3427 4,4137 4,4700 4,5123 4,5029 4,3967 4,1607 3,7942 3,3470 2,9080 2,5588 2,3331 2,2101 2,1334 2,0405 1,8967 1,7133 1,5428 1,4631 1,5528 1,8630 2,3933 3,0841 3,8358 4,5338 5,0625 5,3239 5,2661 4,9047 4,3268 3,6636 3,0450 2,5659 2,2771 2,1882 2,2676 2,4471 2,6455 2,8028 2,9055 2,9926 3,1376 3,4080 3,8277 4,3537 4,8833 5,3031 5,5522 5,6314 5,5575 5,3396 5,0029 4,6049 4,2111 3,8480 3,4725 2,9960 2,3618 1,6118 0,8781 0,3072 -0,0166 -0,0898 0,0354 0,2766 0,5416 0,7560 0,8839 0,9259 0,9019 0,8419 0,7887 0,7917 0,8843 1,0712 1,3405 1,6719 2,0270 2,3573 2,6301 2,8414 3,0057 3,1463 3,2994 3,5171 3,8451 4,2878 4,7893 5,2454 5,5463 5,6240 5,4789 5,1846 4,8621 4,6193 4,4977 4,4722 4,4896 4,5015 4,4775 4,4135 4,3410 4,3127 4,3706 4,5239 4,7422 4,9636 5,1155 5,1432 5,0273 4,7878 4,4810 4,1829 3,9595 3,8425 3,8217 3,8516 3,8711 3,8431 3,7849 3,7465 3,7567 3,7881 3,7733 3,6653 3,4856 3,3112 3,2222 3,2618 3,4147 3,6115 3,7638 3,8001 3,6811 3,4079 3,0250 2,6020 2,2033 1,8708 1,6269 1,4830 1,4447 1,5058 1,6331 1,7662 1,8496 1,8582 1,7927 1,6640 1,4984 1,3481 1,2813 1,3554 1,5890 1,9468 2,3486 2,7040
