Fp1   -0,7750 -0,2874 0,2638 0,8346 1,3671 1,7562 1,9088 1,7952 1,4382 0,8986 0,2297 -0,5881 -1,6109 -2,8183 -4,0656 -5,1111 -5,6778 -5,5590 -4,7241 -3,3302 -1,6337 0,1049 1,6579 2,8450 3,5704 3,8466 3,7575 3,3906 2,8144 2,0934 1,2913 0,4829 -0,2429 -0,8294 -1,2571 -1,4689 -1,3633 -0,9100 -0,2253 0,4841 1,0175 1,2610 1,2378 1,0615 0,8310 0,5888 0,3427 0,0798 -0,2222 -0,5509 -0,8345 -1,0106 -1,0924 -1,1181 -1,0752 -0,9327 -0,7177 -0,4951 -0,2727 0,0286 0,4826 1,0366 1,5018 1,6730 1,4629 0,9623 0,4174 0,1065 0,1789 0,5898 1,1650 1,7184 2,1427 2,4297 2,6212 2,7363 2,7067 2,3687 1,5702 0,3086 -1,2504 -2,8613 -4,2848 -5,3299 -5,8742 -5,8908 -5,4753 -4,8482 -4,2818 -3,9408 -3,7828 -3,6451 -3,4047 -3,0294 -2,5276 -1,9129 -1,2326 -0,6017 -0,1675 -0,0127 -0,1059 -0,3611 -0,7264 -1,1827 -1,6731 -2,0920 -2,3538 -2,4354 -2,3441 -2,0756 -1,6381 -1,1134 -0,6515 -0,3729 -0,2838 -0,2888 -0,2823 -0,2356 -0,1990 -0,2502 -0,4547 -0,8188 -1,2495 -1,5912 -1,7012 -1,5194 -1,1436 -0,8117 -0,7259 -0,8919 -1,1338 -1,2274 -1,0418 -0,6098 -0,0613 0,5126 1,0976 1,6757 2,1547 2,4049 2,3710 2,1089 1,7019 1,1911 0,6054 0,0095 -0,5083 -0,8603 -0,9540 -0,7118 -0,1442 0,6049 1,3187 1,8132 1,9876 1,8413 1,4710 1,0204 0,6287 0,4023 0,3854 0,5449 0,7719 0,8903 0,6957 0,0572 -0,9537 -2,0287 -2,7718 -2,9267 -2,4849 -1,6115 -0,5101 0,6357 1,6487 2,3862 2,8105 2,9816 2,9952 2,9632 3,0100 3,2104 3,5046 3,6938 3,5464 2,9327 1,9102 0,7060 -0,3969 -1,1690 -1,4714 -1,2487 -0,5499 0,4518 1,5231 2,4733 3,1679 3,4992 3,4237 2,9922 2,2956 1,4150 0,4215 -0,6247 -1,6705 -2,6490 -3,4781 -4,0859 -4,4442 -4,5810 -4,5592 -4,4550 -4,3385 -4,2197 -3,9917 -3,4599 -2,4686 -1,0168 0,7084 2,3698 3,6155 4,2819 4,4850 4,4895 4,4913 4,5362 4,5924 4,6080 4,5007 4,1974 3,7335 3,2650 2,9443 2,8119 2,8130 2,8741 2,9522 3,0229 3,0281 2,8943 2,6286 2,3307 2,0975 1,9691 1,9463 2,0026 2,0672 2,0182 1,7061 1,0059 -0,1019 -1,4749 -2,8488 -3,9413 -4,5448 -4,5833 -4,1268 -3,3515 -2,4707 -1,6612 -1,0092 -0,4986 -0,0318 0,5304 1,3019 2,3060 3,4455 4,5291 5,3377 5,6873 5,4801 4,7784 3,8483 3,0544 2,6301 2,5516 2,6434 2,7598 2,8725 3,0534 3,3925 3,9040 4,5094 5,1074 5,6314 6,0281 6,2054 6,0475 5,5275 4,7935 4,0702 3,4558 2,8568 2,1377 1,3274 0,6778 0,5117 0,9914 2,0100 3,2792 4,4991 5,4585 6,0456 6,2406 6,1033 5,7384 5,2590 4,7768 4,4199 4,3388 4,6469 5,3104 6,1166 6,7846 7,1087 7,0130 6,5418 5,8503 5,1789 4,7654 4,7207 4,9727 5,3311 5,5928 5,6093 5,3529 4,9717 4,7178 4,7745 5,1701 5,8328 6,6708 7,5928 8,4908 9,2492 9,7897 10,0922 10,1639 10,0054 9,6099 8,9866 8,2153 7,4973 7,0948 7,1791 7,7606 8,7424 9,9908 11,3547 12,6550 13,6911 14,2763 14,3009 13,7950 12,9296 11,9382 11,0397 10,4031 10,1109 10,1382 10,4044 10,8511 11,4616 12,2130 13,0091 13,6640 13,9823 13,8936 13,5387 13,2083 13,1542 13,4345 13,9307 14,4846 14,9864 15,3688 15,6116 15,7637 15,8820 15,9234 15,7573 15,3020 14,6027 13,7967 13,0847 12,6961 12,7635 13,2128 13,8110 14,3154 14,5909 14,6363 14,5361 14,3879 14,2420 14,0808 13,8493 13,5122 13,0957 12,6887 12,4195 12,4106 12,7148 13,2850 14,0044 14,7134 15,2326 15,4472 15,3968 15,2473 15,1577 15,1748 15,2551 15,3507 15,4250 15,4128 15,2199 14,7833 14,1448 13,4558 12,8898 12,5564 12,4728 12,5695 12,7209 12,7931 12,6916 12,3859 11,9113 11,3461 10,7734 10,2656 9,8897 9,6842 9,6175 9,5820 9,4479 9,1552 8,7834 8,5279 8,5813 9,0089 9,7114 10,4765 11,0738 11,3524 11,2859 10,9361 10,4039 9,8305 9,3858 9,1824 9,1856 9,2417 9,2028 9,0133 8,7009 8,3440 8,0621 7,9979 8,2625 8,8922 9,8583 11,0622 12,2979 13,2854 13,7832 13,6660 12,9282 11,6662 10,0622 8,3587 6,8144 5,6299 4,8873 4,5774 4,6837 5,1910 6,0157 7,0059 8,0275 8,9996 9,8495 10,5120 10,9875 11,3513 11,6926 12,0647 12,4697 12,8567 13,1452 13,2565 13,1227 12,7153 12,0835 11,3360 10,5723 9,8374 9,1331 8,4429 7,7359 6,9792 6,1708 5,3752 4,7380 4,4356 4,5617 5,0380 5,6341 6,0789 6,1910 5,9477 5,4531 4,8457 4,2321 3,6813 3,2319 2,8866 2,6266 2,4529 2,4162 2,6032 3,0923 3,8897 4,8726 5,7882 6,3432 6,3390 5,7725 4,8195 3,7000 2,5683 1,5259 0,6658 0,0493 -0,3198 -0,4726 -0,4701 -0,4105 -0,3695 -0,3095 -0,0869 0,4314 1,2578 2,2835 3,3568 4,3359 5,0989 5,5785 5,8079 5,8965 5,9467 6,0030 6,0682 6,1403 6,2286 6,3509 6,5370 6,8297 7,2723 7,9011 8,7477 9,8074 10,9856 12,1102 13,0326 13,7157 14,2062 14,5318 14,6420 14,4395 13,8775 13,0345 12,0774 11,1493 10,3031 9,5309 8,8432 8,3106 8,0286 8,0517 8,3518 8,8376 9,4211 10,0534 10,6893 11,2425 11,6068 11,7322 11,6848 11,6273 11,7424 12,1598 12,9003 13,8444 14,7655 15,4384 15,7350 15,6289 15,1674
Fz    -0,5950 -0,4807 -0,3155 -0,1280 0,0575 0,1932 0,2315 0,1615 0,0024 -0,2226 -0,5132 -0,9023 -1,4186 -2,0333 -2,6607 -3,1901 -3,5016 -3,4897 -3,1074 -2,3925 -1,4486 -0,4068 0,5991 1,4493 2,0651 2,4330 2,5866 2,5674 2,4103 2,1445 1,7861 1,3462 0,8514 0,3430 -0,1206 -0,4462 -0,5320 -0,3440 0,0428 0,4831 0,8336 1,0133 1,0283 0,9359 0,7893 0,6232 0,4685 0,3498 0,2652 0,1880 0,0936 -0,0304 -0,1894 -0,3686 -0,5206 -0,5922 -0,5666 -0,4647 -0,3053 -0,0836 0,1982 0,4806 0,6467 0,5908 0,2907 -0,1744 -0,6530 -0,9894 -1,1009 -1,0048 -0,7784 -0,5014 -0,2265 0,0176 0,2100 0,3187 0,2775 -0,0120 -0,6169 -1,5047 -2,5530 -3,6128 -4,5535 -5,2744 -5,7077 -5,8338 -5,7013 -5,4269 -5,1483 -4,9448 -4,7990 -4,6439 -4,4354 -4,1707 -3,8563 -3,4881 -3,0755 -2,6738 -2,3707 -2,2324 -2,2733 -2,4756 -2,8151 -3,2534 -3,7202 -4,1328 -4,4369 -4,6161 -4,6724 -4,6141 -4,4712 -4,3175 -4,2586 -4,3674 -4,6229 -4,9175 -5,1377 -5,2433 -5,2779 -5,3176 -5,4150 -5,5690 -5,7332 -5,8501 -5,8792 -5,8171 -5,7232 -5,7030 -5,8274 -6,0660 -6,3067 -6,4327 -6,3878 -6,1950 -5,9167 -5,5992 -5,2576 -4,9057 -4,5799 -4,3235 -4,1457 -4,0202 -3,9325 -3,9027 -3,9542 -4,0779 -4,2295 -4,3452 -4,3594 -4,2331 -3,9847 -3,6890 -3,4354 -3,2894 -3,2868 -3,4340 -3,7033 -4,0363 -4,3441 -4,5235 -4,5052 -4,2955 -3,9760 -3,6741 -3,5167 -3,5742 -3,8087 -4,0744 -4,1980 -4,0775 -3,7152 -3,1766 -2,5422 -1,9053 -1,3850 -1,0840 -1,0216 -1,1368 -1,3453 -1,5706 -1,7501 -1,8595 -1,9426 -2,1046 -2,4595 -3,0633 -3,8650 -4,7127 -5,4177 -5,8295 -5,8725 -5,5522 -4,9532 -4,2268 -3,5422 -3,0356 -2,8031 -2,9011 -3,3162 -3,9616 -4,7266 -5,5133 -6,2437 -6,8725 -7,3874 -7,7859 -8,0661 -8,2369 -8,3253 -8,3671 -8,3853 -8,3880 -8,3795 -8,3476 -8,2307 -7,9290 -7,3705 -6,5647 -5,6154 -4,7040 -4,0213 -3,6566 -3,5512 -3,5682 -3,5952 -3,5795 -3,5068 -3,3942 -3,2977 -3,2819 -3,3634 -3,4971 -3,6196 -3,6911 -3,7010 -3,6560 -3,5676 -3,4558 -3,3692 -3,3639 -3,4432 -3,5488 -3,6177 -3,6289 -3,6017 -3,5763 -3,6029 -3,7398 -4,0469 -4,5566 -5,2361 -5,9730 -6,6138 -7,0254 -7,1391 -6,9643 -6,5797 -6,1049 -5,6595 -5,3235 -5,1109 -4,9690 -4,8034 -4,5165 -4,0462 -3,3892 -2,6096 -1,8264 -1,1798 -0,7973 -0,7588 -1,0461 -1,5170 -1,9612 -2,2247 -2,2840 -2,2062 -2,0597 -1,8644 -1,5929 -1,2052 -0,6960 -0,1126 0,4740 1,0046 1,4313 1,6931 1,7235 1,5068 1,1212 0,6918 0,2911 -0,0979 -0,5169 -0,9389 -1,2455 -1,3047 -1,0718 -0,6178 -0,0758 0,4268 0,7967 0,9771 0,9536 0,7566 0,4429 0,0711 -0,3060 -0,6227 -0,7868 -0,7109 -0,3817 0,1083 0,6059 0,9721 1,1289 1,0737 0,8781 0,6653 0,5535 0,5859 0,7086 0,8238 0,8582 0,7874 0,6454 0,5331 0,5752 0,8408 1,3177 1,9503 2,6709 3,3986 4,0383 4,5062 4,7609 4,8123 4,6994 4,4592 4,1169 3,6972 3,2515 2,8771 2,6872 2,7482 3,0554 3,5590 4,1891 4,8626 5,4858 5,9629 6,2116 6,1888 5,9177 5,4898 5,0316 4,6643 4,4761 4,4946 4,6763 4,9419 5,2289 5,5111 5,7794 6,0117 6,1645 6,1940 6,0936 5,9226 5,7943 5,8105 5,9961 6,3035 6,6738 7,0684 7,4496 7,7779 8,0376 8,2233 8,2968 8,1957 7,8970 7,4493 6,9495 6,5216 6,2928 6,3291 6,5836 6,9247 7,2121 7,3520 7,3141 7,1240 6,8410 6,5279 6,2215 5,9226 5,6159 5,3033 5,0215 4,8322 4,7947 4,9333 5,2209 5,5889 5,9399 6,1672 6,2022 6,0584 5,8214 5,5910 5,4268 5,3466 5,3592 5,4657 5,6299 5,7697 5,7938 5,6606 5,4023 5,0890 4,7783 4,4931 4,2229 3,9384 3,6108 3,2285 2,8037 2,3676 1,9577 1,5979 1,2906 1,0280 0,8050 0,6147 0,4365 0,2437 0,0371 -0,1274 -0,1583 0,0134 0,3860 0,8869 1,4035 1,8191 2,0561 2,1068 2,0161 1,8394 1,6321 1,4558 1,3585 1,3360 1,3316 1,2838 1,1712 1,0155 0,8654 0,7832 0,8334 1,0623 1,4827 2,0715 2,7606 3,4265 3,9250 4,1558 4,0878 3,7372 3,1483 2,3945 1,5809 0,8318 0,2564 -0,0860 -0,1863 -0,0552 0,2838 0,7752 1,3356 1,8899 2,3846 2,7700 3,0078 3,1059 3,1204 3,1169 3,1422 3,2193 3,3423 3,4742 3,5555 3,5139 3,2947 2,9030 2,4094 1,9033 1,4409 1,0327 0,6611 0,2925 -0,1128 -0,5727 -1,0500 -1,4532 -1,6867 -1,7177 -1,6020 -1,4515 -1,3779 -1,4458 -1,6542 -1,9499 -2,2631 -2,5366 -2,7308 -2,8222 -2,8075 -2,6986 -2,5108 -2,2595 -1,9607 -1,6285 -1,2786 -0,9489 -0,7140 -0,6653 -0,8583 -1,2652 -1,7819 -2,3003 -2,7708 -3,1918 -3,5668 -3,8967 -4,1870 -4,4334 -4,6193 -4,7360 -4,7747 -4,6967 -4,4411 -3,9720 -3,3162 -2,5605 -1,8142 -1,1719 -0,6975 -0,4130 -0,2929 -0,2864 -0,3483 -0,4490 -0,5652 -0,6722 -0,7471 -0,7685 -0,7098 -0,5389 -0,2287 0,2373 0,8597 1,6037 2,3786 3,0594 3,5515 3,8403 3,9734 4,0006 3,9311 3,7392 3,4074 2,9666 2,4826 2,0108 1,5746 1,1842 0,8626 0,6460 0,5608 0,6052 0,7483 0,9506 1,1917 1,4715 1,7785 2,0644 2,2602 2,3277 2,2943 2,2371 2,2429 2,3798 2,6725 3,0757 3,4770 3,7533 3,8369 3,7337 3,5021
F3    0,1009 0,2195 0,4247 0,6642 0,8951 1,0632 1,1157 1,0166 0,7519 0,3349 -0,2084 -0,8608 -1,5916 -2,3291 -2,9867 -3,4975 -3,8077 -3,8638 -3,6260 -3,0926 -2,3111 -1,3702 -0,3814 0,5397 1,2995 1,8495 2,1841 2,3206 2,2903 2,1248 1,8352 1,4237 0,9132 0,3546 -0,1599 -0,4885 -0,5060 -0,2072 0,2714 0,7318 1,0162 1,0761 0,9802 0,8396 0,7154 0,6063 0,4969 0,3881 0,2811 0,1638 0,0242 -0,1439 -0,3453 -0,5576 -0,7132 -0,7469 -0,6606 -0,5120 -0,3390 -0,1252 0,1556 0,4693 0,7032 0,7374 0,5412 0,1998 -0,1323 -0,3129 -0,2848 -0,0902 0,1799 0,4579 0,7315 1,0161 1,3017 1,5140 1,5098 1,1398 0,3699 -0,6714 -1,7881 -2,8315 -3,7287 -4,4397 -4,9153 -5,1140 -5,0588 -4,8539 -4,6275 -4,4423 -4,2662 -4,0388 -3,7532 -3,4600 -3,2076 -2,9930 -2,7725 -2,5157 -2,2353 -1,9640 -1,7312 -1,5701 -1,5240 -1,6242 -1,8700 -2,2335 -2,6678 -3,1014 -3,4493 -3,6504 -3,7034 -3,6755 -3,6764 -3,7945 -4,0338 -4,3106 -4,5229 -4,6218 -4,6205 -4,5589 -4,4665 -4,3465 -4,1864 -3,9859 -3,7722 -3,5995 -3,5369 -3,6361 -3,8847 -4,1923 -4,4326 -4,5047 -4,3773 -4,1031 -3,7840 -3,5054 -3,2927 -3,1325 -3,0290 -3,0060 -3,0436 -3,0697 -3,0314 -2,9299 -2,7888 -2,6375 -2,5238 -2,4946 -2,5398 -2,5839 -2,5547 -2,4421 -2,2817 -2,1207 -2,0203 -2,0569 -2,2923 -2,7300 -3,2724 -3,7409 -3,9733 -3,9148 -3,6350 -3,2872 -3,0398 -2,9933 -3,1168 -3,2565 -3,2306 -2,9377 -2,3849 -1,6421 -0,8004 0,0185 0,6525 0,9667 0,9453 0,6802 0,2982 -0,0692 -0,3095 -0,3968 -0,4260 -0,5531 -0,8953 -1,4759 -2,2196 -2,9752 -3,5629 -3,8365 -3,7288 -3,2630 -2,5428 -1,7227 -0,9619 -0,3942 -0,1289 -0,2401 -0,7191 -1,4791 -2,4287 -3,4888 -4,5567 -5,5225 -6,3104 -6,8836 -7,2418 -7,4082 -7,4041 -7,2465 -6,9714 -6,6473 -6,3630 -6,1838 -6,0920 -5,9732 -5,6797 -5,1170 -4,3159 -3,4565 -2,7828 -2,4390 -2,3844 -2,4680 -2,5549 -2,5761 -2,5126 -2,3885 -2,2715 -2,2320 -2,2752 -2,3303 -2,3142 -2,1886 -1,9634 -1,6896 -1,4503 -1,3343 -1,4132 -1,7067 -2,1394 -2,5660 -2,8645 -2,9973 -3,0047 -2,9661 -2,9653 -3,0775 -3,3704 -3,8847 -4,5865 -5,3454 -5,9853 -6,3659 -6,4285 -6,2003 -5,7760 -5,2882 -4,8690 -4,5996 -4,4731 -4,4096 -4,3091 -4,0882 -3,6923 -3,1054 -2,3673 -1,5734 -0,8551 -0,3617 -0,2235 -0,4740 -0,9908 -1,5510 -1,9742 -2,2099 -2,2971 -2,2742 -2,1340 -1,8392 -1,3650 -0,7387 -0,0455 0,6117 1,1579 1,5460 1,7249 1,6383 1,2847 0,7708 0,2600 -0,1498 -0,4763 -0,7765 -1,0423 -1,1850 -1,1143 -0,8216 -0,3867 0,0829 0,5079 0,8336 1,0016 0,9618 0,7083 0,2887 -0,2178 -0,7218 -1,1267 -1,3271 -1,2393 -0,8645 -0,3202 0,2057 0,5448 0,6174 0,4477 0,1344 -0,1941 -0,4221 -0,4959 -0,4517 -0,3797 -0,3570 -0,4178 -0,5405 -0,6369 -0,5938 -0,3484 0,0907 0,6810 1,3668 2,0700 2,6952 3,1598 3,4182 3,4640 3,3161 3,0026 2,5586 2,0280 1,4768 1,0138 0,7724 0,8444 1,2363 1,8807 2,6681 3,4768 4,1967 4,7385 5,0345 5,0516 4,8144 4,4115 3,9682 3,6059 3,4076 3,3919 3,5146 3,7094 3,9318 4,1637 4,3891 4,5781 4,6939 4,7077 4,6201 4,4854 4,4044 4,4651 4,6818 5,0020 5,3690 5,7545 6,1352 6,4829 6,7825 7,0152 7,1152 6,9949 6,6275 6,0743 5,4418 4,8616 4,4836 4,4080 4,6131 4,9701 5,3238 5,5630 5,6463 5,5898 5,4407 5,2512 5,0559 4,8581 4,6372 4,3805 4,1114 3,8912 3,7865 3,8241 3,9775 4,1932 4,4103 4,5615 4,5935 4,5012 4,3359 4,1747 4,0735 4,0566 4,1466 4,3630 4,6760 4,9849 5,1629 5,1313 4,8919 4,4928 3,9818 3,4003 2,8034 2,2547 1,7937 1,4179 1,0961 0,7979 0,5126 0,2428 -0,0097 -0,2402 -0,4349 -0,5836 -0,6966 -0,7942 -0,8679 -0,8548 -0,6656 -0,2513 0,3504 1,0367 1,6951 2,2342 2,5950 2,7616 2,7547 2,6100 2,3739 2,1045 1,8539 1,6381 1,4335 1,2088 0,9567 0,6991 0,4741 0,3339 0,3468 0,5740 1,0309 1,6747 2,4139 3,1180 3,6480 3,9021 3,8342 3,4474 2,7914 1,9637 1,0933 0,3022 -0,3287 -0,7685 -1,0112 -1,0458 -0,8693 -0,5183 -0,0612 0,4379 0,9230 1,3287 1,6006 1,7383 1,7967 1,8435 1,9287 2,0725 2,2534 2,4130 2,4830 2,4048 2,1466 1,7240 1,1986 0,6438 0,1123 -0,3699 -0,7921 -1,1526 -1,4649 -1,7587 -2,0559 -2,3337 -2,5213 -2,5536 -2,4340 -2,2461 -2,1117 -2,1295 -2,3205 -2,6212 -2,9334 -3,1815 -3,3350 -3,3989 -3,3863 -3,2927 -3,1029 -2,8242 -2,4955 -2,1572 -1,8275 -1,5250 -1,3076 -1,2645 -1,4544 -1,8463 -2,3263 -2,7787 -3,1578 -3,4781 -3,7682 -4,0589 -4,3843 -4,7538 -5,1419 -5,5135 -5,8223 -5,9845 -5,9057 -5,5518 -4,9817 -4,3153 -3,6733 -3,1404 -2,7615 -2,5408 -2,4428 -2,4107 -2,3962 -2,3770 -2,3595 -2,3723 -2,4462 -2,5841 -2,7447 -2,8593 -2,8538 -2,6637 -2,2549 -1,6552 -0,9656 -0,3329 0,1146 0,3311 0,3586 0,2674 0,0937 -0,1693 -0,5261 -0,9417 -1,3624 -1,7554 -2,1127 -2,4272 -2,6784 -2,8473 -2,9339 -2,9523 -2,9235 -2,8677 -2,7940 -2,7008 -2,5899 -2,4751 -2,3793 -2,3181 -2,2777 -2,2143 -2,0748 -1,8202 -1,4497 -1,0271 -0,6682 -0,4700 -0,4554 -0,5905 -0,8226
F7    1,9065 1,6521 1,3194 0,9669 0,6519 0,3961 0,1947 0,0462 -0,0502 -0,1144 -0,1762 -0,2652 -0,4246 -0,6974 -1,0743 -1,4752 -1,7800 -1,8791 -1,7284 -1,3651 -0,8705 -0,3314 0,1716 0,5738 0,8332 0,9300 0,8660 0,6552 0,3217 -0,0846 -0,4850 -0,7914 -0,9314 -0,8813 -0,6924 -0,4604 -0,2499 -0,0682 0,0931 0,2261 0,3271 0,4046 0,4506 0,4460 0,4056 0,3826 0,4245 0,5442 0,7275 0,9596 1,2342 1,5308 1,7951 1,9596 1,9901 1,9063 1,7614 1,6182 1,5448 1,6021 1,8007 2,0705 2,2909 2,3632 2,2664 2,0626 1,8588 1,7491 1,7727 1,9061 2,0809 2,2125 2,2355 2,1254 1,9018 1,6316 1,4162 1,3270 1,3317 1,3145 1,1842 0,9500 0,7050 0,5509 0,5251 0,5954 0,7052 0,7940 0,7994 0,6874 0,4924 0,3138 0,2661 0,4208 0,7804 1,2728 1,7530 2,0445 2,0237 1,6958 1,1937 0,6942 0,3181 0,1053 0,0623 0,1924 0,4631 0,7824 1,0483 1,2168 1,3034 1,3390 1,3456 1,3355 1,3181 1,3174 1,3687 1,4893 1,6694 1,8747 2,0415 2,1111 2,0788 1,9967 1,9411 1,9694 2,0726 2,1789 2,2135 2,1435 1,9815 1,7702 1,5623 1,4074 1,3575 1,4657 1,7483 2,1586 2,6206 3,0666 3,4395 3,6947 3,8080 3,7744 3,6169 3,4016 3,2229 3,1697 3,2823 3,5214 3,7835 3,9572 3,9619 3,7603 3,3780 2,9227 2,5535 2,4003 2,4898 2,7515 3,0923 3,4532 3,8029 4,1034 4,2842 4,2716 4,0641 3,7739 3,5806 3,6292 3,9547 4,4822 5,0799 5,6199 6,0231 6,2720 6,3911 6,4297 6,4460 6,4810 6,5525 6,6646 6,7915 6,8565 6,7492 6,3932 5,8203 5,1542 4,5197 3,9907 3,6069 3,3982 3,3742 3,5001 3,7115 3,9648 4,2536 4,5636 4,8305 4,9719 4,9573 4,8062 4,5246 4,0925 3,5090 2,8324 2,1734 1,6291 1,2106 0,8566 0,5219 0,2272 0,0349 0,0142 0,2219 0,6791 1,3485 2,1398 2,9418 3,6526 4,1992 4,5372 4,6424 4,5179 4,2094 3,8018 3,3952 3,0670 2,8421 2,7046 2,6361 2,6427 2,7487 2,9574 3,2302 3,5182 3,7910 4,0217 4,1613 4,1532 3,9774 3,6775 3,3448 3,0711 2,9057 2,8457 2,8460 2,8324 2,7327 2,5104 2,1671 1,7321 1,2642 0,8518 0,5830 0,4954 0,5591 0,7093 0,8913 1,0738 1,2323 1,3507 1,4591 1,6302 1,9122 2,3005 2,7685 3,2842 3,7898 4,1861 4,3646 4,2730 3,9497 3,4965 3,0170 2,5768 2,2063 1,9137 1,7001 1,5854 1,6099 1,7917 2,0983 2,4697 2,8601 3,2405 3,5628 3,7472 3,7373 3,5553 3,2725 2,9314 2,5245 2,0429 1,5302 1,0939 0,8599 0,9069 1,2304 1,7393 2,2798 2,7047 2,9411 2,9867 2,8627 2,5970 2,2423 1,8783 1,5895 1,4432 1,4694 1,6393 1,8719 2,0806 2,2089 2,2191 2,0785 1,7961 1,4578 1,1835 1,0455 1,0414 1,1186 1,1972 1,1992 1,0973 0,9349 0,7884 0,7177 0,7569 0,9213 1,1970 1,5189 1,7819 1,8982 1,8412 1,6377 1,3409 1,0059 0,6663 0,3382 0,0574 -0,1106 -0,1217 0,0019 0,1979 0,4214 0,6582 0,8929 1,0896 1,2035 1,1974 1,0543 0,7930 0,4673 0,1385 -0,1459 -0,3485 -0,4459 -0,4422 -0,3580 -0,2037 0,0307 0,3543 0,7359 1,0917 1,3262 1,3881 1,3038 1,1676 1,0857 1,1265 1,3166 1,6553 2,1103 2,6106 3,0665 3,4055 3,5835 3,5732 3,3620 2,9688 2,4596 1,9407 1,5306 1,3236 1,3558 1,5910 1,9408 2,3108 2,6342 2,8749 3,0190 3,0691 3,0338 2,9158 2,7190 2,4706 2,2148 1,9800 1,7747 1,6137 1,5186 1,4972 1,5356 1,6028 1,6656 1,7137 1,7749 1,8986 2,1150 2,4027 2,6979 2,9343 3,0626 3,0397 2,8267 2,4116 1,8346 1,1804 0,5435 0,0078 -0,3571 -0,5149 -0,4889 -0,3608 -0,2268 -0,1427 -0,1075 -0,0978 -0,1013 -0,1121 -0,1154 -0,0911 -0,0338 0,0305 0,0587 0,0294 -0,0289 -0,0486 0,0383 0,2639 0,6027 0,9764 1,2942 1,5057 1,6172 1,6628 1,6641 1,6201 1,5335 1,4269 1,3181 1,1994 1,0600 0,9056 0,7484 0,5995 0,4797 0,4352 0,5290 0,8003 1,2309 1,7407 2,2035 2,4928 2,5417 2,3576 1,9814 1,4532 0,8217 0,1566 -0,4629 -0,9641 -1,3003 -1,4677 -1,4872 -1,3745 -1,1499 -0,8569 -0,5441 -0,2370 0,0581 0,3412 0,6213 0,9124 1,2137 1,5010 1,7330 1,8678 1,8862 1,7953 1,6113 1,3654 1,1164 0,9270 0,8222 0,7782 0,7485 0,6928 0,5797 0,3807 0,0848 -0,2763 -0,6285 -0,8816 -0,9673 -0,8702 -0,6329 -0,3306 -0,0324 0,2258 0,4378 0,5997 0,6960 0,7249 0,7298 0,7864 0,9510 1,2234 1,5598 1,9116 2,2459 2,5244 2,6860 2,6699 2,4499 2,0443 1,5042 0,8904 0,2563 -0,3543 -0,8982 -1,3330 -1,6371 -1,8215 -1,9190 -1,9726 -2,0278 -2,1163 -2,2387 -2,3574 -2,4076 -2,3301 -2,1058 -1,7727 -1,4164 -1,1356 -0,9932 -0,9874 -1,0657 -1,1677 -1,2698 -1,3923 -1,5603 -1,7667 -1,9833 -2,1970 -2,4064 -2,5877 -2,6921 -2,6794 -2,5396 -2,2907 -1,9767 -1,6577 -1,3872 -1,2158 -1,2161 -1,4592 -1,9588 -2,6605 -3,4788 -4,3314 -5,1464 -5,8661 -6,4509 -6,8641 -7,0745 -7,0980 -7,0144 -6,9289 -6,9157 -6,9945 -7,1523 -7,3810 -7,6859 -8,0628 -8,4637 -8,7969 -8,9775 -8,9645 -8,7599 -8,4068 -7,9880 -7,6051 -7,3516 -7,2881 -7,4204 -7,6907
