Fp1   -1,4208 -2,0217 -2,6465 -3,1475 -3,4344 -3,4279 -3,0746 -2,4329 -1,6790 -0,9934 -0,4706 -0,1297 0,0500 0,1275 0,1918 0,3337 0,6129 1,0078 1,3977 1,6491 1,7189 1,6593 1,5647 1,5179 1,5483 1,6250 1,6865 1,6828 1,6108 1,5001 1,3432 1,0658 0,6050 0,0128 -0,5572 -0,9768 -1,2142 -1,2864 -1,2208 -1,0669 -0,8681 -0,5985 -0,1859 0,3753 0,9756 1,4628 1,7200 1,6803 1,3411 0,7873 0,1668 -0,3769 -0,7547 -0,9349 -0,9101 -0,6875 -0,3162 0,1086 0,4819 0,7316 0,8413 0,8393 0,7537 0,5792 0,2970 -0,0920 -0,5827 -1,1754 -1,8363 -2,4866 -3,0507 -3,4875 -3,7781 -3,9125 -3,8905 -3,7233 -3,4178 -2,9722 -2,4260 -1,8942 -1,4856 -1,2023 -0,9727 -0,7578 -0,5761 -0,4548 -0,4000 -0,3859 -0,3396 -0,1732 0,1295 0,4752 0,7279 0,7973 0,6588 0,3279 -0,1344 -0,6116 -0,9903 -1,2310 -1,3728 -1,5082 -1,7561 -2,1963 -2,8057 -3,4819 -4,1163 -4,6297 -4,9877 -5,2340 -5,5004 -5,9389 -6,6340 -7,5712 -8,6568 -9,7551 -10,7270 -11,4560 -11,8673 -11,9422 -11,7147 -11,2441 -10,5911 -9,8290 -9,0598 -8,4029 -7,9733 -7,8575 -8,0786 -8,5776 -9,2230 -9,8419 -10,2777 -10,4676 -10,4657 -10,3674 -10,2291 -10,0435 -9,7289 -9,1698 -8,3255 -7,2718 -6,1331 -5,0302 -4,0827 -3,3956 -3,0289 -2,9797 -3,1598 -3,4088 -3,5868 -3,6546 -3,6416 -3,5595 -3,3805 -3,0789 -2,6526 -2,1031 -1,4403 -0,7226 -0,0473 0,5175 0,9596 1,2829 1,4674 1,4914 1,3837 1,2199 1,0687 0,9718 0,9607 1,0544 1,2385 1,4657 1,6681 1,7528 1,6235 1,2664 0,8031 0,4138 0,2210 0,2540 0,4657 0,7669 1,0905 1,4352 1,8183 2,1885 2,4142 2,3847 2,1249 1,7895 1,5390 1,4421 1,4993 1,7183 2,1161 2,6579 3,2404 3,7457 4,0769 4,1577 3,9626 3,5652 3,1057 2,6909 2,3541 2,1028 1,9423 1,8418 1,7345 1,5698 1,3445 1,1000 0,9117 0,8532 0,9322 1,0553 1,0717 0,8826 0,5264 0,1405 -0,1488 -0,2783 -0,2387 -0,0747 0,1102 0,2024 0,1497 -0,0345 -0,3165 -0,6412 -0,8961 -0,9402 -0,7049 -0,2643 0,1898 0,4543 0,4408 0,2259 -0,0160 -0,1260 -0,0437 0,1678 0,3665 0,4200 0,2816 0,0101 -0,2958 -0,5931 -0,9068 -1,2636 -1,6541 -2,0640 -2,5140 -3,0328 -3,5697 -3,9572 -4,0104 -3,6644 -2,9989 -2,1616 -1,2962 -0,5159 0,0896 0,4429 0,5075 0,3220 -0,0288 -0,4678 -0,9178 -1,2710 -1,4203 -1,3322 -1,0744 -0,7725 -0,5376 -0,4278 -0,4673 -0,6681 -1,0144 -1,4466 -1,8819 -2,2393 -2,4475 -2,4752 -2,3589 -2,1749 -2,0016 -1,9116 -1,9463 -2,0835 -2,2716 -2,4785 -2,6686 -2,7671 -2,6897 -2,3812 -1,8073 -0,9632 0,0598 1,0466 1,7551 2,0489 1,9311 1,4874 0,8284 0,0525 -0,7760 -1,5987 -2,3160 -2,8112 -3,0250 -2,9800 -2,7507 -2,4285 -2,0822 -1,7104 -1,2435 -0,6406 0,0241 0,6204 1,0927 1,4647 1,7255 1,7858 1,5890 1,2291 0,9060 0,7806 0,8968 1,2091 1,6394 2,1000 2,4800 2,6544 2,5354 2,1105 1,4541 0,7255 0,1205 -0,2201 -0,2574 -0,0228 0,4360 1,0688 1,7871 2,4360 2,8306 2,8412 2,4733 1,8730 1,2436 0,7577 0,5148 0,5277 0,7555 1,1621 1,7195 2,3626 2,9726 3,4227 3,6578 3,7395 3,7890 3,8731 3,9691 4,0356 4,0660 4,0778 4,1001 4,1832 4,4007 4,8062 5,3554 5,9012 6,2884 6,4387 6,3606 6,1276 5,8478 5,6198 5,5146 5,5794 5,7922 6,0112 6,0413 5,7762 5,2537 4,5925 3,9144 3,3186 2,8799 2,6409 2,6078 2,7555 3,0345 3,3800 3,7354 4,0709 4,3680 4,6000 4,7366 4,7372 4,5320 4,0611 3,3663 2,6236 2,0427 1,7418 1,7340 1,9896 2,4589 3,0606 3,6881 4,2381 4,6435 4,8915 5,0035 4,9894 4,8328 4,5233 4,0958 3,6448 3,3188 3,2722 3,5781 4,1690 4,8526 5,3811 5,5516 5,3005 4,7132 3,9418 3,1234 2,3515 1,6745 1,1073 0,6510 0,3038 0,0653 -0,0616 -0,0678 0,0647 0,3568 0,8240 1,4524 2,1699 2,8561 3,3713 3,5887 3,4600 3,0595 2,5315 2,0011 1,5500 1,2496 1,1754 1,3591 1,7343 2,1601 2,4990 2,6588 2,5916 2,2865 1,7697 1,1090 0,4052 -0,2516 -0,8085 -1,2207 -1,4249 -1,3664 -1,0599 -0,6167 -0,1947 0,1044 0,2775 0,3616 0,3796 0,3535 0,3230 0,3291 0,3846 0,4491 0,4256 0,2081 -0,2255 -0,7607 -1,2052 -1,4208 -1,3949 -1,1840 -0,8249 -0,3375 0,2063 0,6670 0,9196 0,9307 0,7368 0,3832 -0,0935 -0,6732 -1,3655 -2,1822 -3,0905 -3,9799 -4,6783 -5,0530 -5,1132 -4,9754 -4,7369 -4,4079 -3,9516 -3,3575 -2,6817 -2,0365 -1,5457 -1,2833 -1,2406 -1,3526 -1,5249 -1,6286 -1,5389 -1,2187 -0,7424 -0,2444 0,1421 0,3277 0,2806 0,0088 -0,4541 -1,0296 -1,5892 -2,0096 -2,2395 -2,3118 -2,3000 -2,2577 -2,1854 -2,0659 -1,9115 -1,7541 -1,6198 -1,5173 -1,4077 -1,2035 -0,8435 -0,3407 0,2687 0,9659 1,7093 2,4015 2,9273 3,2067 3,1946 2,8576 2,2128 1,3823 0,5376 -0,2215 -0,8912 -1,4821 -1,9635 -2,2974 -2,4949 -2,6098 -2,6730 -2,6563 -2,5089 -2,2166 -1,8107 -1,3364 -0,8647 -0,5355 -0,5078 -0,8318 -1,4077 -2,0830 -2,7499 -3,3555 -3,8763 -4,3054 -4,6474 -4,9130 -5,1066 -5,2119 -5,2064 -5,0930 -4,9038 -4,6706 -4,3803 -3,9825 -3,4862 -3,0151 -2,7155 -2,6399 -2,7403 -2,9442 -3,2366
Fz    -0,1430 -0,5449 -0,9204 -1,1771 -1,2695 -1,1824 -0,9240 -0,5485 -0,1571 0,1504 0,3260 0,3749 0,3300 0,2381 0,1521 0,1244 0,2007 0,3966 0,6747 0,9624 1,1967 1,3524 1,4447 1,5092 1,5671 1,6104 1,6181 1,5775 1,4936 1,3824 1,2463 1,0609 0,7964 0,4511 0,0582 -0,3404 -0,7174 -1,0549 -1,3337 -1,5359 -1,6462 -1,6462 -1,5230 -1,2952 -1,0195 -0,7655 -0,5890 -0,5304 -0,6122 -0,8187 -1,0887 -1,3417 -1,5157 -1,5870 -1,5632 -1,4670 -1,3318 -1,2047 -1,1399 -1,1747 -1,3031 -1,4762 -1,6392 -1,7665 -1,8611 -1,9362 -2,0141 -2,1225 -2,2775 -2,4775 -2,7093 -2,9450 -3,1393 -3,2444 -3,2352 -3,1270 -2,9620 -2,7765 -2,5925 -2,4286 -2,2855 -2,1275 -1,9085 -1,6132 -1,2622 -0,8928 -0,5411 -0,2245 0,0683 0,3568 0,6281 0,8300 0,9131 0,8704 0,7341 0,5459 0,3451 0,1714 0,0482 -0,0378 -0,1315 -0,2920 -0,5729 -0,9900 -1,5047 -2,0559 -2,6018 -3,1262 -3,6230 -4,0996 -4,5864 -5,1189 -5,7131 -6,3602 -7,0282 -7,6629 -8,1975 -8,5731 -8,7623 -8,7822 -8,6853 -8,5298 -8,3542 -8,1763 -8,0133 -7,8948 -7,8576 -7,9288 -8,1097 -8,3721 -8,6613 -8,9045 -9,0330 -9,0187 -8,8914 -8,7114 -8,5241 -8,3360 -8,1127 -7,7971 -7,3496 -6,7737 -6,1080 -5,4024 -4,7024 -4,0459 -3,4678 -2,9958 -2,6248 -2,3031 -1,9642 -1,5723 -1,1287 -0,6491 -0,1547 0,3247 0,7615 1,1461 1,4845 1,7816 2,0392 2,2656 2,4777 2,6864 2,8819 3,0358 3,1251 3,1478 3,1153 3,0427 2,9496 2,8537 2,7568 2,6470 2,5130 2,3454 2,1326 1,8778 1,6157 1,3948 1,2500 1,1970 1,2315 1,3334 1,4864 1,6843 1,9044 2,0862 2,1563 2,0866 1,9240 1,7563 1,6502 1,6256 1,6796 1,8162 2,0421 2,3462 2,7039 3,0907 3,4733 3,7942 3,9952 4,0606 4,0213 3,9147 3,7634 3,5888 3,4154 3,2545 3,1058 2,9730 2,8697 2,8119 2,8110 2,8644 2,9432 2,9990 2,9893 2,9029 2,7670 2,6302 2,5359 2,5110 2,5618 2,6640 2,7621 2,7966 2,7387 2,5919 2,3755 2,1283 1,9148 1,7987 1,8005 1,8882 2,0023 2,0859 2,1102 2,0885 2,0665 2,0934 2,1878 2,3205 2,4325 2,4777 2,4501 2,3803 2,3033 2,2288 2,1455 2,0457 1,9321 1,7987 1,6170 1,3561 1,0253 0,6927 0,4496 0,3575 0,4293 0,6403 0,9408 1,2695 1,5619 1,7604 1,8381 1,8123 1,7230 1,6061 1,4970 1,4377 1,4603 1,5649 1,7163 1,8612 1,9584 1,9922 1,9613 1,8713 1,7438 1,6165 1,5193 1,4505 1,3837 1,2918 1,1627 1,0124 0,8752 0,7688 0,6813 0,5988 0,5276 0,4886 0,5065 0,6016 0,7740 1,0000 1,2551 1,5286 1,8039 2,0347 2,1641 2,1638 2,0487 1,8545 1,6154 1,3624 1,1267 0,9422 0,8442 0,8558 0,9709 1,1563 1,3688 1,5666 1,7206 1,8315 1,9355 2,0695 2,2335 2,4094 2,6040 2,8382 3,0979 3,3252 3,4701 3,5416 3,5916 3,6587 3,7440 3,8337 3,9216 4,0036 4,0648 4,0811 4,0284 3,8887 3,6634 3,3842 3,1046 2,8775 2,7448 2,7348 2,8583 3,1000 3,4068 3,6886 3,8517 3,8449 3,6853 3,4450 3,2132 3,0660 3,0490 3,1663 3,3931 3,7037 4,0797 4,4936 4,8982 5,2393 5,4860 5,6500 5,7694 5,8716 5,9608 6,0406 6,1241 6,2211 6,3384 6,4883 6,6838 6,9232 7,1762 7,3940 7,5359 7,5835 7,5374 7,4169 7,2617 7,1160 7,0134 6,9739 6,9858 6,9830 6,8732 6,6068 6,2046 5,7269 5,2330 4,7693 4,3800 4,1157 4,0193 4,0969 4,3003 4,5409 4,7342 4,8385 4,8579 4,8210 4,7647 4,7173 4,6797 4,6269 4,5407 4,4374 4,3522 4,3090 4,3143 4,3641 4,4424 4,5226 4,5786 4,5926 4,5576 4,4796 4,3751 4,2574 4,1309 4,0011 3,8785 3,7755 3,7110 3,7151 3,8109 3,9880 4,1954 4,3557 4,3972 4,2899 4,0568 3,7515 3,4287 3,1317 2,8863 2,6969 2,5464 2,4081 2,2682 2,1392 2,0559 2,0574 2,1645 2,3665 2,6239 2,8825 3,0976 3,2390 3,2805 3,2123 3,0654 2,8978 2,7573 2,6651 2,6254 2,6342 2,6745 2,7115 2,7080 2,6483 2,5408 2,4039 2,2577 2,1223 2,0171 1,9601 1,9623 2,0216 2,1318 2,2903 2,4883 2,6961 2,8623 2,9308 2,8757 2,7198 2,5102 2,2891 2,0939 1,9660 1,9398 2,0174 2,1553 2,2789 2,3215 2,2617 2,1332 2,0033 1,9287 1,9253 1,9821 2,0880 2,2337 2,3966 2,5325 2,5868 2,5146 2,2913 1,9191 1,4349 0,8961 0,3557 -0,1459 -0,5808 -0,9278 -1,1623 -1,2700 -1,2740 -1,2234 -1,1468 -1,0308 -0,8410 -0,5542 -0,1791 0,2402 0,6363 0,9433 1,1279 1,2080 1,2412 1,2946 1,4118 1,5968 1,8242 2,0614 2,2804 2,4583 2,5704 2,5845 2,4738 2,2457 1,9534 1,6674 1,4325 1,2541 1,1188 1,0220 0,9715 0,9697 1,0055 1,0612 1,1128 1,1363 1,1348 1,1444 1,2034 1,3298 1,5320 1,8160 2,1711 2,5613 2,9358 3,2478 3,4597 3,5350 3,4441 3,1916 2,8219 2,3907 1,9467 1,5400 1,2208 1,0115 0,8916 0,8227 0,7855 0,7905 0,8576 0,9881 1,1585 1,3346 1,4735 1,5089 1,3692 1,0297 0,5349 -0,0348 -0,6066 -1,1283 -1,5666 -1,9038 -2,1320 -2,2541 -2,2889 -2,2666 -2,2156 -2,1491 -2,0617 -1,9402 -1,7683 -1,5310 -1,2389 -0,9415 -0,6988 -0,5491 -0,5053 -0,5662 -0,7360
F3    0,3312 -0,3612 -1,0565 -1,6228 -1,9753 -2,0586 -1,8387 -1,3396 -0,6637 0,0437 0,6478 1,0517 1,2108 1,1373 0,8903 0,5617 0,2602 0,0739 0,0308 0,1021 0,2384 0,4017 0,5851 0,8066 1,0673 1,3264 1,5233 1,6140 1,5951 1,4990 1,3558 1,1538 0,8510 0,4284 -0,0834 -0,6276 -1,1424 -1,5621 -1,8333 -1,9365 -1,8730 -1,6375 -1,2293 -0,6949 -0,1338 0,3470 0,6679 0,7796 0,6749 0,4136 0,1053 -0,1519 -0,3184 -0,4077 -0,4503 -0,4632 -0,4471 -0,4127 -0,4064 -0,4866 -0,6543 -0,8279 -0,9094 -0,8610 -0,7152 -0,5483 -0,4611 -0,5382 -0,7947 -1,1801 -1,6299 -2,0889 -2,5000 -2,8060 -2,9701 -2,9935 -2,9090 -2,7585 -2,5838 -2,4238 -2,2814 -2,1001 -1,8134 -1,4207 -0,9901 -0,5939 -0,2600 0,0329 0,3315 0,6634 0,9942 1,2362 1,3116 1,2054 0,9562 0,6114 0,2188 -0,1563 -0,4560 -0,6723 -0,8464 -1,0431 -1,3272 -1,7216 -2,1834 -2,6490 -3,0964 -3,5474 -4,0247 -4,5347 -5,0851 -5,6906 -6,3595 -7,0852 -7,8380 -8,5475 -9,1121 -9,4400 -9,4859 -9,2621 -8,8342 -8,3028 -7,7663 -7,2938 -6,9307 -6,7112 -6,6596 -6,7839 -7,0713 -7,4817 -7,9402 -8,3455 -8,6072 -8,6915 -8,6310 -8,4870 -8,3093 -8,1200 -7,9032 -7,6067 -7,1761 -6,5961 -5,8982 -5,1415 -4,3835 -3,6649 -3,0268 -2,5265 -2,2002 -2,0130 -1,8792 -1,7286 -1,5277 -1,2508 -0,8838 -0,4562 -0,0242 0,3810 0,7615 1,1198 1,4462 1,7360 1,9929 2,2096 2,3601 2,4227 2,4040 2,3273 2,2136 2,0905 2,0031 1,9845 2,0186 2,0500 2,0256 1,9122 1,6930 1,3884 1,0746 0,8550 0,8138 0,9918 1,3691 1,8695 2,4075 2,9212 3,3480 3,5992 3,5895 3,3120 2,8766 2,4498 2,1429 1,9674 1,8929 1,9213 2,0896 2,4175 2,8803 3,4228 3,9607 4,3744 4,5527 4,4655 4,1759 3,7757 3,3413 2,9448 2,6559 2,5093 2,4932 2,5680 2,6852 2,8116 2,9499 3,1160 3,2944 3,4333 3,4756 3,3887 3,1851 2,9161 2,6405 2,4096 2,2640 2,2111 2,2067 2,1879 2,1220 2,0050 1,8403 1,6540 1,5137 1,4950 1,6225 1,8462 2,0639 2,1818 2,1903 2,1858 2,3014 2,6133 3,0990 3,6515 4,1288 4,4136 4,4532 4,2642 3,9015 3,4280 2,9118 2,4252 2,0155 1,6685 1,3123 0,8756 0,3624 -0,1257 -0,4474 -0,4990 -0,2506 0,2554 0,9188 1,6130 2,2196 2,6522 2,8758 2,9075 2,7885 2,5638 2,2933 2,0534 1,9104 1,8930 1,9793 2,1048 2,1999 2,2282 2,1944 2,1323 2,0884 2,1001 2,1667 2,2326 2,2166 2,0711 1,8233 1,5663 1,3898 1,3067 1,2557 1,1677 1,0145 0,8133 0,6155 0,4942 0,5119 0,6943 1,0367 1,5091 2,0282 2,4497 2,6326 2,5312 2,2193 1,8282 1,4712 1,2109 1,0602 1,0103 1,0538 1,1736 1,3291 1,4781 1,5994 1,6813 1,7141 1,7216 1,7774 1,9498 2,2369 2,5912 2,9902 3,4378 3,9005 4,2866 4,5113 4,5713 4,5397 4,4937 4,4696 4,4794 4,5376 4,6439 4,7488 4,7692 4,6459 4,3812 4,0306 3,6739 3,3810 3,1881 3,0991 3,1020 3,1870 3,3518 3,5752 3,7893 3,9028 3,8629 3,6956 3,4824 3,3017 3,2001 3,1940 3,2676 3,3924 3,5684 3,8263 4,1817 4,5988 4,9964 5,2867 5,4161 5,3821 5,2199 4,9848 4,7468 4,5748 4,5156 4,5931 4,8153 5,1757 5,6496 6,1755 6,6591 7,0177 7,2116 7,2389 7,1349 6,9742 6,8405 6,7950 6,8669 7,0287 7,1694 7,1397 6,8569 6,3564 5,7369 5,0788 4,4331 3,8687 3,4892 3,3852 3,5669 3,9408 4,3489 4,6499 4,7881 4,7910 4,7124 4,5945 4,4621 4,3210 4,1625 3,9984 3,8892 3,9105 4,0880 4,3787 4,6985 4,9574 5,0912 5,0825 4,9541 4,7554 4,5563 4,4245 4,3823 4,3935 4,4020 4,3711 4,2866 4,1592 4,0399 4,0004 4,0726 4,2107 4,3117 4,2715 4,0475 3,6876 3,3009 2,9980 2,8413 2,8250 2,8796 2,9030 2,8098 2,5773 2,2558 1,9425 1,7416 1,7262 1,9175 2,2761 2,7105 3,1128 3,3852 3,4449 3,2533 2,8586 2,3849 1,9752 1,7387 1,7225 1,9041 2,1927 2,4469 2,5344 2,4055 2,1081 1,7343 1,3605 1,0262 0,7519 0,5647 0,4930 0,5435 0,7058 0,9721 1,3294 1,7366 2,1210 2,3990 2,5151 2,4642 2,2728 1,9860 1,6851 1,4830 1,4676 1,6360 1,8842 2,0614 2,0506 1,8252 1,4587 1,0815 0,8025 0,6555 0,6210 0,6816 0,8356 1,0643 1,3155 1,5332 1,6818 1,7200 1,5850 1,2356 0,6898 0,0202 -0,6703 -1,2839 -1,7527 -2,0387 -2,1466 -2,1367 -2,0954 -2,0819 -2,0902 -2,0447 -1,8429 -1,4297 -0,8515 -0,2425 0,2494 0,5391 0,6337 0,6119 0,5788 0,6124 0,7364 0,9363 1,1827 1,4346 1,6370 1,7289 1,6546 1,3849 0,9442 0,4135 -0,1083 -0,5450 -0,8500 -0,9992 -0,9936 -0,8585 -0,6397 -0,3942 -0,1731 -0,0160 0,0569 0,0674 0,0734 0,1266 0,2562 0,4870 0,8371 1,2934 1,8057 2,3050 2,7224 2,9987 3,0841 2,9569 2,6501 2,2361 1,7760 1,2969 0,8183 0,3754 0,0007 -0,3082 -0,5761 -0,7955 -0,9049 -0,8349 -0,5667 -0,1437 0,3582 0,8390 1,1552 1,1643 0,8352 0,2844 -0,3205 -0,8631 -1,2901 -1,5871 -1,7700 -1,8787 -1,9668 -2,0823 -2,2350 -2,3885 -2,4853 -2,4739 -2,3290 -2,0492 -1,6485 -1,1815 -0,7533 -0,4653 -0,3566 -0,4043 -0,5633 -0,8159
F7    -1,5030 -1,0686 -0,5792 -0,0646 0,3941 0,7121 0,8169 0,6522 0,2157 -0,3992 -1,0239 -1,4874 -1,6741 -1,5343 -1,0766 -0,3773 0,4091 1,0823 1,4873 1,6067 1,5418 1,3875 1,1578 0,8346 0,4412 0,0563 -0,2291 -0,3638 -0,3547 -0,2450 -0,0922 0,0528 0,1704 0,2771 0,4036 0,5652 0,7426 0,8831 0,9231 0,8194 0,5683 0,2074 -0,1944 -0,5621 -0,8421 -1,0115 -1,0693 -1,0274 -0,9053 -0,7235 -0,5031 -0,2754 -0,0826 0,0458 0,1102 0,1327 0,1491 0,2223 0,4359 0,8235 1,2894 1,6221 1,6181 1,2271 0,5948 -0,0362 -0,4772 -0,6669 -0,6492 -0,5249 -0,4014 -0,3440 -0,3682 -0,4642 -0,6020 -0,7310 -0,8106 -0,8394 -0,8601 -0,9478 -1,1668 -1,5092 -1,8800 -2,1523 -2,2310 -2,0841 -1,7428 -1,2723 -0,7251 -0,1325 0,4564 0,9474 1,2394 1,2953 1,1544 0,8806 0,5358 0,1894 -0,1018 -0,3191 -0,4620 -0,5477 -0,6566 -0,9128 -1,3697 -1,9367 -2,4368 -2,7388 -2,8475 -2,8982 -3,0726 -3,4938 -4,1651 -4,9908 -5,8490 -6,6528 -7,3556 -7,9315 -8,3769 -8,7151 -8,9752 -9,1570 -9,2233 -9,1336 -8,8802 -8,4914 -8,0127 -7,4842 -6,9309 -6,3765 -5,8601 -5,4388 -5,1774 -5,1119 -5,2103 -5,3733 -5,4735 -5,4000 -5,0885 -4,5538 -3,9041 -3,2901 -2,8269 -2,5644 -2,4920 -2,5476 -2,6414 -2,6861 -2,6123 -2,3896 -2,0577 -1,7081 -1,4112 -1,1756 -0,9777 -0,7970 -0,6147 -0,4164 -0,2141 -0,0386 0,1145 0,3088 0,6121 1,0262 1,4771 1,8742 2,1791 2,4100 2,5823 2,6831 2,7120 2,7117 2,7414 2,8382 3,0016 3,1849 3,3076 3,3180 3,2368 3,1083 2,9367 2,7108 2,4580 2,2382 2,1070 2,0845 2,1422 2,2198 2,2582 2,2288 2,1504 2,0779 2,0709 2,1712 2,3880 2,6818 2,9599 3,1138 3,0966 2,9612 2,8002 2,6640 2,5520 2,4647 2,4330 2,4886 2,6264 2,8153 3,0313 3,2609 3,4846 3,6671 3,7566 3,6964 3,4528 3,0406 2,5198 1,9763 1,5155 1,2591 1,3162 1,7207 2,3880 3,1329 3,7429 4,0571 4,0016 3,5939 2,9318 2,1538 1,3955 0,7749 0,3773 0,2322 0,3210 0,6118 1,0490 1,5118 1,8420 1,9340 1,7867 1,4823 1,1096 0,6998 0,2441 -0,2359 -0,6394 -0,8128 -0,6547 -0,2092 0,3535 0,8469 1,1547 1,2458 1,1498 0,9395 0,7259 0,6202 0,6605 0,7889 0,9126 0,9655 0,9127 0,7467 0,5051 0,2570 0,0652 -0,0243 0,0106 0,1520 0,3588 0,5821 0,7532 0,8019 0,7150 0,5636 0,4423 0,3746 0,2995 0,1480 -0,0993 -0,4218 -0,7696 -1,0479 -1,1338 -0,9638 -0,6092 -0,2355 0,0234 0,1510 0,2301 0,3533 0,5468 0,7642 0,9349 1,0047 0,9361 0,7100 0,3669 0,0359 -0,1165 0,0212 0,4585 1,1092 1,8039 2,3154 2,4397 2,1011 1,3937 0,5442 -0,1666 -0,5161 -0,4467 -0,0913 0,3148 0,5691 0,5862 0,4095 0,1709 0,0115 0,0108 0,2005 0,6244 1,3138 2,1869 3,0218 3,5735 3,7322 3,5616 3,2138 2,8332 2,5053 2,2599 2,1249 2,1570 2,3914 2,7681 3,1323 3,3239 3,2817 3,0718 2,8225 2,6439 2,5967 2,6961 2,9110 3,1530 3,2922 3,2150 2,8841 2,3674 1,8088 1,3539 1,0992 1,0929 1,3342 1,7549 2,2408 2,6840 3,0049 3,1499 3,1195 3,0078 2,9759 3,1464 3,5105 3,9499 4,3415 4,6156 4,7424 4,7264 4,6186 4,5073 4,4765 4,5488 4,6699 4,7614 4,7869 4,7667 4,7426 4,7402 4,7647 4,8226 4,9257 5,0605 5,1702 5,1878 5,0773 4,8431 4,5212 4,1760 3,8795 3,6643 3,4994 3,3256 3,1127 2,8853 2,7002 2,6042 2,6196 2,7556 2,9984 3,2862 3,5202 3,6110 3,5158 3,2599 2,9309 2,6152 2,3353 2,0708 1,8406 1,7475 1,9280 2,4438 3,2171 4,0630 4,7796 5,2403 5,4311 5,4011 5,1911 4,8392 4,4327 4,0914 3,8650 3,6816 3,4390 3,1281 2,8364 2,6496 2,5793 2,5642 2,5079 2,3200 1,9590 1,4549 0,8960 0,4040 0,0921 0,0014 0,0775 0,2343 0,4281 0,6650 0,9754 1,3816 1,8756 2,4247 2,9648 3,3928 3,6204 3,6456 3,5282 3,2974 2,9343 2,4583 1,9836 1,6683 1,6276 1,8856 2,3713 2,9477 3,4608 3,7851 3,8474 3,6255 3,1351 2,4204 1,5582 0,6710 -0,0968 -0,6379 -0,9142 -0,9587 -0,8489 -0,6436 -0,3570 -0,0187 0,2959 0,5227 0,6532 0,7156 0,7461 0,7773 0,8295 0,9059 1,0065 1,1505 1,3643 1,6282 1,8560 1,9419 1,8258 1,5201 1,0878 0,5989 0,1072 -0,3408 -0,6969 -0,9268 -1,0306 -1,0592 -1,1070 -1,2504 -1,4808 -1,7079 -1,8326 -1,8197 -1,7042 -1,5328 -1,3260 -1,1077 -0,9455 -0,9272 -1,0931 -1,4029 -1,7617 -2,0625 -2,2158 -2,1721 -1,9219 -1,4726 -0,8459 -0,1036 0,6487 1,2898 1,7205 1,8923 1,8121 1,5253 1,0954 0,6040 0,1585 -0,1558 -0,3548 -0,5413 -0,7933 -1,0819 -1,2927 -1,3192 -1,1425 -0,8326 -0,4917 -0,1842 0,1052 0,4447 0,8684 1,3148 1,6684 1,8461 1,8281 1,6426 1,3519 1,0415 0,7983 0,6799 0,6953 0,8095 0,9607 1,0856 1,1609 1,2269 1,3613 1,6236 2,0093 2,4339 2,7479 2,7844 2,4283 1,6645 0,6009 -0,5312 -1,4464 -1,9362 -1,9527 -1,5919 -1,0433 -0,5437 -0,2937 -0,3656 -0,6854 -1,0795 -1,3517 -1,3916 -1,2428 -1,0607 -1,0026 -1,1435 -1,4640 -1,8869 -2,2918 -2,5303 -2,4987 -2,2035 -1,7364 -1,2127 -0,7443 -0,4290 -0,3204
