Fp1   0,0180 -0,1868 -0,4731 -0,7631 -0,9820 -1,0888 -1,0795 -0,9790 -0,8289 -0,6698 -0,5251 -0,3949 -0,2623 -0,1066 0,0836 0,3046 0,5340 0,7262 0,8230 0,7812 0,5939 0,2943 -0,0579 -0,3981 -0,6770 -0,8698 -0,9800 -1,0389 -1,0906 -1,1630 -1,2517 -1,3279 -1,3524 -1,2857 -1,1012 -0,8004 -0,4163 -0,0045 0,3697 0,6522 0,8266 0,9230 0,9989 1,1153 1,3168 1,6155 1,9884 2,3885 2,7583 3,0433 3,2108 3,2627 3,2282 3,1458 3,0519 2,9671 2,8803 2,7522 2,5383 2,2147 1,8015 1,3661 0,9956 0,7558 0,6705 0,7222 0,8594 1,0126 1,1197 1,1454 1,0900 0,9901 0,9082 0,9105 1,0410 1,3053 1,6750 2,1049 2,5419 2,9313 3,2347 3,4545 3,6296 3,8047 4,0027 4,2170 4,4153 4,5549 4,5993 4,5220 4,3145 4,0013 3,6383 3,2872 2,9928 2,7713 2,6065 2,4557 2,2695 2,0141 1,6774 1,2622 0,7884 0,3005 -0,1382 -0,4726 -0,6845 -0,7987 -0,8653 -0,9352 -1,0352 -1,1509 -1,2282 -1,1950 -0,9926 -0,6093 -0,0907 0,4859 1,0488 1,5538 1,9910 2,3818 2,7687 3,1989 3,7054 4,2967 4,9627 5,6810 6,4161 7,1253 7,7750 8,3505 8,8556 9,3064 9,7220 10,1080 10,4463 10,7034 10,8503 10,8800 10,8141 10,6980 10,5833 10,5170 10,5339 10,6412 10,8100 10,9871 11,1203 11,1741 11,1380 11,0298 10,8898 10,7676 10,7036 10,7134 10,7793 10,8542 10,8763 10,7936 10,5892 10,2941 9,9757 9,7121 9,5629 9,5440 9,6194 9,7182 9,7639 9,6980 9,4877 9,1293 8,6515 8,1093 7,5611 7,0434 6,5648 6,1132 5,6659 5,2019 4,7139 4,2144 3,7330 3,3058 2,9548 2,6719 2,4239 2,1713 1,8853 1,5539 1,1838 0,8025 0,4562 0,1944 0,0476 0,0158 0,0687 0,1574 0,2344 0,2729 0,2730 0,2573 0,2643 0,3370 0,5012 0,7465 1,0255 1,2710 1,4196 1,4323 1,3079 1,0902 0,8604 0,7095 0,7016 0,8471 1,0956 1,3532 1,5233 1,5434 1,3996 1,1216 0,7718 0,4275 0,1542 -0,0165 -0,0901 -0,0991 -0,0880 -0,0957 -0,1364 -0,1904 -0,2144 -0,1591 0,0155 0,3259 0,7515 1,2357 1,7045 2,0909 2,3497 2,4647 2,4559 2,3815 2,3226 2,3475 2,4762 2,6748 2,8779 3,0176 3,0523 2,9881 2,8801 2,8064 2,8289 2,9629 3,1760 3,4100 3,6058 3,7260 3,7724 3,7863 3,8266 3,9387 4,1317 4,3799 4,6468 4,9043 5,1340 5,3236 5,4726 5,5965 5,7202 5,8661 6,0427 6,2364 6,4137 6,5347 6,5698 6,5152 6,4014 6,2826 6,2180 6,2607 6,4429 6,7547 7,1371 7,5059 7,7822 7,9115 7,8745 7,6936 7,4244 7,1308 6,8638 6,6546 6,5184 6,4572 6,4568 6,4850 6,5007 6,4735 6,4038 6,3267 6,2914 6,3281 6,4241 6,5286 6,5868 6,5680 6,4717 6,3163 6,1298 5,9501 5,8252 5,7949 5,8649 6,0014 6,1477 6,2512 6,2913 6,2888 6,2929 6,3601 6,5360 6,8361 7,2340 7,6714 8,0808 8,4083 8,6279 8,7452 8,7890 8,7967 8,7987 8,8060 8,8043 8,7630 8,6568 8,4835 8,2666 8,0407 7,8352 7,6692 7,5541 7,4925 7,4773 7,4907 7,5052 7,4893 7,4212 7,3038 7,1632 7,0323 6,9347 6,8770 6,8441 6,8029 6,7182 6,5679 6,3490 6,0832 5,8144 5,5915 5,4430 5,3683 5,3485 5,3582 5,3713 5,3711 5,3631 5,3761 5,4519 5,6323 5,9452 6,3893 6,9248 7,4837 7,9941 8,4044 8,6921 8,8637 8,9479 8,9858 9,0155 9,0544 9,0876 9,0728 8,9638 8,7393 8,4235 8,0805 7,7884 7,6126 7,5877 7,7062 7,9171 8,1502 8,3458 8,4660 8,4922 8,4254 8,2896 8,1255 7,9722 7,8489 7,7499 7,6552 7,5400 7,3839 7,1822 6,9458 6,6951 6,4593 6,2756 6,1702 6,1352 6,1265 6,0869 5,9777 5,8026 5,6103 5,4712 5,4373 5,5181 5,6893 5,9118 6,1346 6,2909 6,3177 6,1927 5,9490 5,6571 5,3961 5,2268 5,1753 5,2329 5,3688 5,5452 5,7304 5,9049 6,0633 6,2108 6,3603 6,5300 6,7352 6,9703 7,2051 7,4020 7,5360 7,6011 7,6076 7,5797 7,5534 7,5647 7,6304 7,7363 7,8433 7,9053 7,8845 7,7567 7,5199 7,2030 6,8540 6,5122 6,1886 5,8622 5,4927 5,0443 4,5036 3,8828 3,2133 2,5381 1,9058 1,3598 0,9296 0,6306 0,4655 0,4246 0,4904 0,6469 0,8840 1,1963 1,5811 2,0270 2,5050 2,9749 3,4013 3,7668 4,0779 4,3575 4,6319 4,9137 5,1925 5,4435 5,6400 5,7573 5,7718 5,6702 5,4560 5,1465 4,7712 4,3769 4,0242 3,7701 3,6486 3,6604 3,7756 3,9435 4,1107 4,2433 4,3318 4,3809 4,4012 4,4060 4,4027 4,3833 4,3245 4,1963 3,9740 3,6538 3,2631 2,8507 2,4635 2,1293 1,8535 1,6260 1,4293 1,2513 1,0951 0,9784 0,9231 0,9408 1,0268 1,1623 1,3256 1,4993 1,6600 1,7647 1,7600 1,6077 1,3009 0,8643 0,3427 -0,2166 -0,7829 -1,3428 -1,8907 -2,4256 -2,9522 -3,4692 -3,9616 -4,4041 -4,7690 -5,0403 -5,2247 -5,3494 -5,4493 -5,5564 -5,6929 -5,8680 -6,0779 -6,3075 -6,5356 -6,7451 -6,9320 -7,0998 -7,2419 -7,3407 -7,3909 -7,4130 -7,4425 -7,5068 -7,6092 -7,7295 -7,8432 -7,9421 -8,0396 -8,1541 -8,2890 -8,4228 -8,5108 -8,4965 -8,3303 -7,9924 -7,5062 -6,9281 -6,3275 -5,7749 -5,3269 -5,0066 -4,8010 -4,6832 -4,6301 -4,6249 -4,6563 -4,7202 -4,8203 -4,9616 -5,1326
Fz    0,5831 0,3846 0,1186 -0,1744 -0,4466 -0,6604 -0,7959 -0,8507 -0,8354 -0,7637 -0,6475 -0,5002 -0,3371 -0,1709 -0,0073 0,1547 0,3133 0,4510 0,5358 0,5386 0,4497 0,2848 0,0798 -0,1261 -0,3053 -0,4472 -0,5567 -0,6524 -0,7588 -0,8900 -1,0404 -1,1875 -1,2997 -1,3421 -1,2857 -1,1175 -0,8456 -0,4983 -0,1222 0,2274 0,5113 0,7226 0,8838 1,0349 1,2172 1,4521 1,7343 2,0414 2,3429 2,6036 2,7944 2,9038 2,9367 2,9096 2,8490 2,7790 2,7017 2,5932 2,4199 2,1648 1,8476 1,5251 1,2667 1,1212 1,1017 1,1917 1,3535 1,5380 1,6968 1,7938 1,8145 1,7733 1,7108 1,6754 1,7014 1,8006 1,9682 2,1918 2,4489 2,7014 2,9131 3,0795 3,2281 3,3894 3,5740 3,7727 3,9669 4,1392 4,2758 4,3599 4,3753 4,3228 4,2222 4,0960 3,9567 3,8070 3,6396 3,4357 3,1743 2,8471 2,4623 2,0340 1,5798 1,1284 0,7230 0,4061 0,1978 0,0851 0,0318 -0,0058 -0,0597 -0,1340 -0,2006 -0,2086 -0,1054 0,1327 0,4848 0,9014 1,3325 1,7425 2,1158 2,4614 2,8113 3,2071 3,6792 4,2354 4,8678 5,5618 6,2966 7,0464 7,7869 8,4992 9,1709 9,7965 10,3743 10,8986 11,3548 11,7262 12,0080 12,2139 12,3717 12,5108 12,6505 12,8012 12,9723 13,1666 13,3681 13,5445 13,6636 13,7098 13,6919 13,6426 13,6088 13,6330 13,7357 13,9063 14,1056 14,2768 14,3599 14,3054 14,0909 13,7361 13,3000 12,8605 12,4851 12,2086 12,0266 11,9050 11,7953 11,6488 11,4267 11,1062 10,6876 10,1953 9,6653 9,1252 8,5855 8,0457 7,5028 6,9544 6,4018 5,8514 5,3180 4,8248 4,3927 4,0242 3,6988 3,3863 3,0610 2,7062 2,3141 1,8936 1,4791 1,1209 0,8623 0,7242 0,7009 0,7650 0,8828 1,0289 1,1910 1,3679 1,5693 1,8100 2,0929 2,3959 2,6764 2,8857 2,9863 2,9633 2,8258 2,6065 2,3581 2,1422 2,0104 1,9853 2,0491 2,1472 2,2114 2,1886 2,0573 1,8295 1,5468 1,2697 1,0549 0,9354 0,9151 0,9735 1,0739 1,1743 1,2443 1,2790 1,2984 1,3373 1,4356 1,6260 1,9172 2,2849 2,6823 3,0570 3,3638 3,5732 3,6826 3,7249 3,7604 3,8461 4,0031 4,2094 4,4176 4,5771 4,6549 4,6518 4,6058 4,5733 4,5972 4,6824 4,7985 4,9030 4,9629 4,9664 4,9287 4,8874 4,8850 4,9488 5,0783 5,2530 5,4554 5,6816 5,9337 6,2088 6,4985 6,7938 7,0876 7,3736 7,6451 7,8917 8,0988 8,2542 8,3555 8,4138 8,4521 8,4992 8,5843 8,7348 8,9675 9,2716 9,6001 9,8880 10,0814 10,1504 10,0913 9,9256 9,6925 9,4325 9,1777 8,9551 8,7906 8,7041 8,6975 8,7479 8,8158 8,8610 8,8645 8,8375 8,8101 8,8064 8,8256 8,8436 8,8328 8,7778 8,6769 8,5367 8,3695 8,1957 8,0463 7,9538 7,9340 7,9761 8,0449 8,0967 8,1059 8,0816 8,0595 8,0848 8,1968 8,4155 8,7335 9,1201 9,5343 9,9357 10,2897 10,5739 10,7825 10,9237 11,0119 11,0585 11,0640 11,0168 10,9047 10,7269 10,4977 10,2368 9,9592 9,6779 9,4093 9,1733 8,9880 8,8653 8,8034 8,7827 8,7736 8,7522 8,7084 8,6452 8,5747 8,5108 8,4573 8,4047 8,3387 8,2470 8,1207 7,9601 7,7823 7,6167 7,4915 7,4228 7,4144 7,4569 7,5280 7,6035 7,6736 7,7510 7,8637 8,0422 8,3092 8,6704 9,1056 9,5678 9,9997 10,3527 10,5985 10,7320 10,7687 10,7382 10,6728 10,5945 10,5052 10,3864 10,2126 9,9720 9,6801 9,3778 9,1155 8,9384 8,8757 8,9278 9,0628 9,2345 9,4040 9,5439 9,6335 9,6584 9,6180 9,5266 9,4081 9,2846 9,1672 9,0524 8,9245 8,7657 8,5686 8,3370 8,0798 7,8138 7,5690 7,3750 7,2403 7,1478 7,0684 6,9797 6,8808 6,7969 6,7664 6,8156 6,9441 7,1312 7,3496 7,5638 7,7212 7,7602 7,6425 7,3781 7,0243 6,6650 6,3797 6,2179 6,1901 6,2755 6,4387 6,6457 6,8683 7,0842 7,2805 7,4595 7,6409 7,8520 8,1058 8,3900 8,6766 8,9365 9,1456 9,2880 9,3635 9,3922 9,4079 9,4421 9,5075 9,5933 9,6739 9,7191 9,6988 9,5954 9,4171 9,1943 8,9560 8,7110 8,4431 8,1201 7,7110 7,2022 6,6034 5,9433 5,2596 4,5956 3,9948 3,4954 3,1259 2,9010 2,8174 2,8566 2,9948 3,2085 3,4786 3,7928 4,1394 4,4991 4,8459 5,1551 5,4100 5,6074 5,7594 5,8860 6,0003 6,0978 6,1652 6,1939 6,1809 6,1209 6,0072 5,8357 5,6087 5,3390 5,0552 4,7987 4,6145 4,5363 4,5747 4,7155 4,9240 5,1566 5,3776 5,5670 5,7171 5,8274 5,9004 5,9366 5,9278 5,8588 5,7147 5,4890 5,1903 4,8466 4,4973 4,1759 3,8995 3,6718 3,4894 3,3466 3,2426 3,1858 3,1900 3,2620 3,3952 3,5691 3,7555 3,9290 4,0723 4,1673 4,1827 4,0819 3,8427 3,4671 2,9787 2,4143 1,8073 1,1773 0,5361 -0,0987 -0,7079 -1,2792 -1,8068 -2,2879 -2,7207 -3,1018 -3,4287 -3,7061 -3,9472 -4,1699 -4,3897 -4,6139 -4,8404 -5,0650 -5,2857 -5,5028 -5,7206 -5,9479 -6,1912 -6,4427 -6,6843 -6,9055 -7,1149 -7,3318 -7,5691 -7,8208 -8,0639 -8,2715 -8,4305 -8,5464 -8,6314 -8,6874 -8,7024 -8,6576 -8,5337 -8,3151 -7,9955 -7,5819 -7,0956 -6,5711 -6,0570 -5,6044 -5,2439 -4,9815 -4,8158 -4,7470 -4,7709 -4,8736 -5,0306 -5,2139 -5,3975 -5,5559
F3    0,5096 0,3397 0,0812 -0,2139 -0,4844 -0,6852 -0,7940 -0,8132 -0,7650 -0,6763 -0,5655 -0,4414 -0,3061 -0,1584 0,0043 0,1811 0,3580 0,5038 0,5806 0,5613 0,4428 0,2500 0,0283 -0,1780 -0,3451 -0,4720 -0,5734 -0,6733 -0,7964 -0,9525 -1,1282 -1,2940 -1,4159 -1,4583 -1,3909 -1,2018 -0,9055 -0,5421 -0,1694 0,1569 0,4122 0,6109 0,7904 0,9917 1,2445 1,5576 1,9164 2,2907 2,6448 2,9435 3,1609 3,2868 3,3234 3,2794 3,1694 3,0097 2,8070 2,5571 2,2554 1,9071 1,5368 1,1923 0,9285 0,7794 0,7482 0,8125 0,9328 1,0650 1,1756 1,2469 1,2734 1,2652 1,2523 1,2770 1,3765 1,5670 1,8421 2,1823 2,5594 2,9321 3,2567 3,5128 3,7096 3,8652 3,9887 4,0792 4,1299 4,1382 4,1106 4,0493 3,9478 3,8058 3,6415 3,4801 3,3379 3,2140 3,0904 2,9360 2,7213 2,4362 2,0935 1,7155 1,3231 0,9384 0,5900 0,3054 0,0943 -0,0585 -0,1848 -0,3170 -0,4699 -0,6269 -0,7450 -0,7743 -0,6757 -0,4392 -0,0938 0,3061 0,7077 1,0775 1,4083 1,7224 2,0681 2,5002 3,0523 3,7208 4,4734 5,2640 6,0431 6,7703 7,4256 8,0138 8,5584 9,0863 9,6124 10,1270 10,5977 10,9871 11,2767 11,4776 11,6212 11,7387 11,8482 11,9590 12,0798 12,2122 12,3415 12,4427 12,4942 12,4850 12,4207 12,3309 12,2616 12,2538 12,3261 12,4707 12,6534 12,8177 12,9000 12,8498 12,6509 12,3361 11,9787 11,6617 11,4421 11,3320 11,3018 11,2986 11,2646 11,1493 10,9177 10,5597 10,0949 9,5648 9,0148 8,4761 7,9606 7,4641 6,9723 6,4699 5,9527 5,4291 4,9183 4,4443 4,0232 3,6502 3,3019 2,9495 2,5693 2,1493 1,6947 1,2336 0,8141 0,4872 0,2829 0,2006 0,2171 0,2975 0,4076 0,5231 0,6352 0,7470 0,8692 1,0145 1,1874 1,3743 1,5449 1,6627 1,6977 1,6368 1,4915 1,3006 1,1249 1,0292 1,0550 1,2011 1,4216 1,6444 1,7996 1,8395 1,7443 1,5256 1,2273 0,9149 0,6486 0,4614 0,3583 0,3268 0,3434 0,3791 0,4139 0,4500 0,5082 0,6165 0,8023 1,0819 1,4471 1,8626 2,2792 2,6494 2,9331 3,1046 3,1664 3,1570 3,1382 3,1635 3,2491 3,3740 3,5016 3,5980 3,6450 3,6516 3,6563 3,7082 3,8372 4,0346 4,2592 4,4625 4,6080 4,6835 4,7095 4,7325 4,8030 4,9497 5,1661 5,4204 5,6821 5,9363 6,1773 6,4007 6,6029 6,7861 6,9608 7,1440 7,3498 7,5782 7,8109 8,0185 8,1755 8,2720 8,3199 8,3491 8,3980 8,5035 8,6851 8,9265 9,1774 9,3797 9,4954 9,5097 9,4246 9,2587 9,0469 8,8251 8,6164 8,4326 8,2850 8,1874 8,1451 8,1450 8,1589 8,1585 8,1322 8,0936 8,0743 8,0989 8,1596 8,2162 8,2248 8,1622 8,0271 7,8315 7,6008 7,3773 7,2124 7,1433 7,1722 7,2664 7,3758 7,4560 7,4900 7,4942 7,5090 7,5825 7,7523 8,0284 8,3863 8,7783 9,1563 9,4875 9,7577 9,9665 10,1207 10,2288 10,2987 10,3371 10,3428 10,3025 10,1965 10,0154 9,7712 9,4938 9,2165 8,9662 8,7614 8,6116 8,5204 8,4867 8,5018 8,5444 8,5854 8,6020 8,5851 8,5384 8,4716 8,3933 8,3013 8,1803 8,0124 7,7907 7,5215 7,2242 6,9316 6,6847 6,5143 6,4286 6,4179 6,4648 6,5470 6,6426 6,7413 6,8529 7,0022 7,2172 7,5181 7,9073 8,3599 8,8276 9,2543 9,5951 9,8274 9,9532 9,9938 9,9830 9,9531 9,9189 9,8686 9,7722 9,6019 9,3524 9,0552 8,7690 8,5531 8,4477 8,4671 8,5951 8,7881 8,9994 9,1976 9,3610 9,4674 9,4996 9,4544 9,3445 9,1916 9,0177 8,8381 8,6587 8,4736 8,2721 8,0511 7,8196 7,5919 7,3849 7,2195 7,1119 7,0564 7,0224 6,9699 6,8735 6,7424 6,6239 6,5828 6,6643 6,8696 7,1626 7,4924 7,8023 8,0237 8,0881 7,9656 7,6883 7,3361 7,0024 6,7601 6,6409 6,6351 6,7062 6,8151 6,9396 7,0763 7,2295 7,3986 7,5754 7,7548 7,9445 8,1566 8,3925 8,6412 8,8877 9,1184 9,3235 9,5022 9,6650 9,8251 9,9852 10,1306 10,2352 10,2762 10,2377 10,1047 9,8721 9,5605 9,2118 8,8619 8,5178 8,1603 7,7627 7,3108 6,8086 6,2705 5,7135 5,1560 4,6208 4,1374 3,7351 3,4345 3,2401 3,1413 3,1204 3,1624 3,2599 3,4130 3,6285 3,9094 4,2434 4,6005 4,9413 5,2321 5,4620 5,6478 5,8192 5,9945 6,1679 6,3182 6,4243 6,4703 6,4442 6,3408 6,1630 5,9200 5,6328 5,3412 5,0971 4,9474 4,9175 5,0062 5,1915 5,4361 5,6929 5,9183 6,0848 6,1829 6,2202 6,2182 6,2013 6,1816 6,1506 6,0833 5,9542 5,7557 5,5068 5,2412 4,9855 4,7489 4,5285 4,3200 4,1265 3,9631 3,8529 3,8168 3,8644 3,9911 4,1810 4,4069 4,6311 4,8124 4,9093 4,8792 4,6892 4,3335 3,8403 3,2620 2,6582 2,0724 1,5156 0,9747 0,4357 -0,1051 -0,6425 -1,1662 -1,6646 -2,1251 -2,5320 -2,8700 -3,1347 -3,3409 -3,5197 -3,7062 -3,9238 -4,1810 -4,4765 -4,8014 -5,1367 -5,4585 -5,7498 -6,0039 -6,2143 -6,3730 -6,4825 -6,5659 -6,6577 -6,7813 -6,9355 -7,1016 -7,2630 -7,4185 -7,5805 -7,7564 -7,9309 -8,0646 -8,1086 -8,0223 -7,7893 -7,4270 -6,9814 -6,5071 -6,0498 -5,6428 -5,3059 -5,0381 -4,8252 -4,6616 -4,5564 -4,5198 -4,5510 -4,6368 -4,7584 -4,8969 -5,0275
F7    -0,2884 -0,2811 -0,3343 -0,4363 -0,5569 -0,6602 -0,7137 -0,7016 -0,6299 -0,5132 -0,3620 -0,1856 0,0033 0,1913 0,3652 0,5132 0,6229 0,6790 0,6632 0,5649 0,3905 0,1678 -0,0620 -0,2618 -0,4130 -0,5163 -0,5814 -0,6233 -0,6615 -0,7094 -0,7627 -0,8029 -0,8088 -0,7643 -0,6619 -0,5080 -0,3189 -0,1141 0,0840 0,2510 0,3745 0,4616 0,5331 0,6170 0,7399 0,9148 1,1371 1,3923 1,6593 1,9081 2,1060 2,2318 2,2769 2,2380 2,1180 1,9286 1,6817 1,3841 1,0421 0,6705 0,2985 -0,0264 -0,2544 -0,3628 -0,3677 -0,3103 -0,2370 -0,1860 -0,1783 -0,2180 -0,2953 -0,3844 -0,4422 -0,4205 -0,2865 -0,0352 0,3141 0,7326 1,1862 1,6274 2,0080 2,3064 2,5305 2,6923 2,7952 2,8389 2,8261 2,7709 2,6985 2,6278 2,5567 2,4744 2,3801 2,2818 2,1877 2,1015 2,0182 1,9184 1,7715 1,5532 1,2577 0,8963 0,4947 0,0933 -0,2597 -0,5290 -0,7088 -0,8231 -0,9131 -1,0194 -1,1607 -1,3162 -1,4338 -1,4550 -1,3340 -1,0553 -0,6441 -0,1538 0,3581 0,8420 1,2649 1,6246 1,9553 2,3123 2,7434 3,2720 3,8942 4,5790 5,2740 5,9226 6,4829 6,9406 7,3147 7,6499 7,9873 8,3345 8,6611 8,9236 9,0964 9,1842 9,2143 9,2167 9,2096 9,2062 9,2253 9,2809 9,3663 9,4570 9,5282 9,5670 9,5749 9,5687 9,5735 9,6108 9,6900 9,8076 9,9474 10,0770 10,1498 10,1184 9,9592 9,6920 9,3749 9,0757 8,8424 8,6847 8,5766 8,4759 8,3489 8,1807 7,9715 7,7278 7,4548 7,1570 6,8421 6,5194 6,1944 5,8666 5,5282 5,1690 4,7834 4,3734 3,9510 3,5365 3,1469 2,7829 2,4325 2,0852 1,7408 1,4080 1,0980 0,8221 0,5929 0,4227 0,3159 0,2671 0,2637 0,2886 0,3230 0,3529 0,3727 0,3847 0,4004 0,4403 0,5242 0,6585 0,8297 1,0058 1,1446 1,2078 1,1768 1,0634 0,9093 0,7709 0,6950 0,6964 0,7499 0,8005 0,7870 0,6684 0,4395 0,1342 -0,1878 -0,4685 -0,6785 -0,8197 -0,9074 -0,9527 -0,9608 -0,9368 -0,8850 -0,8051 -0,6916 -0,5380 -0,3380 -0,0879 0,2067 0,5265 0,8415 1,1158 1,3075 1,3775 1,3145 1,1530 0,9659 0,8275 0,7763 0,8079 0,8925 0,9890 1,0589 1,0918 1,1176 1,1868 1,3322 1,5457 1,7874 2,0108 2,1807 2,2843 2,3388 2,3830 2,4547 2,5708 2,7235 2,8931 3,0656 3,2333 3,3822 3,4926 3,5531 3,5690 3,5595 3,5558 3,5953 3,7029 3,8717 4,0631 4,2279 4,3321 4,3708 4,3640 4,3481 4,3688 4,4638 4,6362 4,8449 5,0291 5,1403 5,1528 5,0645 4,8972 4,6876 4,4684 4,2595 4,0752 3,9297 3,8315 3,7769 3,7534 3,7485 3,7556 3,7763 3,8204 3,9007 4,0217 4,1639 4,2824 4,3312 4,2895 4,1646 3,9809 3,7695 3,5687 3,4233 3,3722 3,4314 3,5863 3,7942 4,0026 4,1738 4,2988 4,3954 4,4973 4,6383 4,8353 5,0789 5,3394 5,5791 5,7635 5,8720 5,9040 5,8762 5,8104 5,7227 5,6226 5,5142 5,3975 5,2719 5,1430 5,0276 4,9488 4,9272 4,9732 5,0795 5,2200 5,3642 5,4942 5,6031 5,6823 5,7191 5,7069 5,6513 5,5648 5,4589 5,3392 5,1998 5,0228 4,7928 4,5110 4,1968 3,8839 3,6143 3,4252 3,3357 3,3468 3,4522 3,6407 3,8886 4,1610 4,4290 4,6841 4,9376 5,2085 5,5106 5,8426 6,1831 6,4985 6,7579 6,9441 7,0546 7,0952 7,0779 7,0248 6,9622 6,9068 6,8573 6,7996 6,7163 6,5968 6,4503 6,3097 6,2180 6,2106 6,3041 6,4846 6,7081 6,9230 7,0938 7,1987 7,2213 7,1605 7,0413 6,9044 6,7829 6,6840 6,5897 6,4731 6,3132 6,1034 5,8581 5,6084 5,3877 5,2207 5,1203 5,0823 5,0817 5,0766 5,0248 4,9072 4,7446 4,5963 4,5330 4,5974 4,7814 5,0405 5,3250 5,5913 5,7910 5,8736 5,8134 5,6315 5,3894 5,1619 5,0053 4,9380 4,9456 4,9996 5,0738 5,1530 5,2312 5,3079 5,3860 5,4737 5,5868 5,7426 5,9444 6,1736 6,3992 6,5924 6,7349 6,8217 6,8634 6,8856 6,9171 6,9744 7,0535 7,1345 7,1920 7,2009 7,1378 6,9929 6,7834 6,5436 6,2977 6,0457 5,7702 5,4503 5,0728 4,6351 4,1428 3,6107 3,0644 2,5378 2,0651 1,6725 1,3726 1,1624 1,0279 0,9563 0,9474 1,0133 1,1670 1,4143 1,7465 2,1363 2,5428 2,9242 3,2511 3,5175 3,7409 3,9441 4,1334 4,2927 4,4002 4,4465 4,4376 4,3886 4,3214 4,2583 4,2079 4,1647 4,1240 4,0923 4,0856 4,1161 4,1859 4,2884 4,4087 4,5242 4,6129 4,6665 4,6934 4,7115 4,7371 4,7748 4,8126 4,8256 4,7835 4,6610 4,4499 4,1672 3,8473 3,5265 3,2317 2,9777 2,7663 2,5886 2,4367 2,3138 2,2333 2,2073 2,2370 2,3086 2,3955 2,4660 2,4937 2,4591 2,3429 2,1302 1,8220 1,4330 0,9814 0,4888 -0,0157 -0,5059 -0,9682 -1,4008 -1,8086 -2,2003 -2,5801 -2,9451 -3,2853 -3,5850 -3,8315 -4,0291 -4,2005 -4,3745 -4,5693 -4,7861 -5,0143 -5,2406 -5,4527 -5,6408 -5,8015 -5,9416 -6,0716 -6,1909 -6,2912 -6,3775 -6,4736 -6,6010 -6,7528 -6,8929 -6,9816 -7,0037 -6,9804 -6,9577 -6,9758 -7,0426 -7,1304 -7,1912 -7,1760 -7,0493 -6,8012 -6,4507 -6,0370 -5,6051 -5,2003 -4,8588 -4,5907 -4,3802 -4,2124 -4,0905 -4,0266 -4,0250 -4,0756 -4,1603 -4,2623 -4,3661
