Fp1   -4,5583 -4,9443 -5,2931 -5,3792 -5,0116 -4,1596 -3,0159 -1,9371 -1,2699 -1,1905 -1,6571 -2,4635 -3,3246 -3,9565 -4,1579 -3,8545 -3,0654 -1,8623 -0,3727 1,2241 2,7088 3,8042 4,1871 3,6004 2,0175 -0,2853 -2,8278 -5,0974 -6,6594 -7,2048 -6,6044 -4,9414 -2,4812 0,3875 3,2301 5,6656 7,4273 8,3883 8,5956 8,2547 7,6219 6,8913 6,1468 5,3654 4,4742 3,4466 2,3473 1,3005 0,4645 0,0258 0,1281 0,7594 1,7322 2,7770 3,6390 4,1355 4,1949 3,8617 3,2632 2,5535 1,8595 1,2700 0,8672 0,7437 0,9709 1,5677 2,5047 3,7030 5,0166 6,2557 7,2438 7,8639 8,0960 8,0119 7,7080 7,2406 6,6218 5,8856 5,1504 4,5483 4,0776 3,6009 2,9950 2,2405 1,3861 0,5183 -0,2258 -0,6940 -0,7985 -0,5378 0,0439 0,8819 1,8800 2,9026 3,8006 4,4575 4,8122 4,8385 4,5238 3,8867 2,9946 1,9439 0,8323 -0,2465 -1,1845 -1,8641 -2,2162 -2,2727 -2,1599 -2,0520 -2,0815 -2,2298 -2,3139 -2,1170 -1,5404 -0,6672 0,2645 0,9598 1,1914 0,8870 0,1546 -0,7719 -1,6371 -2,2550 -2,5501 -2,5474 -2,3429 -2,0888 -1,9860 -2,2332 -2,9082 -3,8525 -4,6683 -4,8607 -4,0787 -2,3308 -0,0344 2,1583 3,6747 4,2651 4,0235 3,2545 2,3072 1,4261 0,6886 0,0474 -0,5989 -1,3547 -2,2726 -3,2876 -4,1977 -4,7376 -4,6985 -4,0183 -2,8167 -1,3657 0,0119 1,0758 1,7370 2,0255 2,0322 1,8698 1,6314 1,3485 0,9815 0,4786 -0,1141 -0,6336 -0,9426 -1,0854 -1,3068 -1,9268 -3,1057 -4,6596 -6,1211 -6,9795 -6,9172 -5,9640 -4,4838 -2,9595 -1,7525 -1,0198 -0,7856 -1,0492 -1,8150 -3,0219 -4,4507 -5,7385 -6,5428 -6,7200 -6,3862 -5,8562 -5,4988 -5,5685 -6,0885 -6,8435 -7,5089 -7,8265 -7,7137 -7,3001 -6,8653 -6,6686 -6,8081 -7,2198 -7,7567 -8,2437 -8,4914 -8,3435 -7,7874 -7,0259 -6,3891 -6,1264 -6,2634 -6,6271 -6,9776 -7,1373 -7,0382 -6,7000 -6,2066 -5,6554 -5,0530 -4,3020 -3,3477 -2,3235 -1,5239 -1,2235 -1,5102 -2,2858 -3,3852 -4,6533 -5,9440 -7,0867 -7,8461 -7,9481 -7,2180 -5,7228 -3,7735 -1,7832 -0,1095 1,0152 1,4838 1,3320 0,7661 0,1025 -0,3886 -0,6000 -0,5707 -0,4042 -0,2019 -0,0125 0,1822 0,4111 0,6180 0,6122 0,1385 -0,9511 -2,5571 -4,3274 -5,7725 -6,4427 -6,0890 -4,7253 -2,6044 -0,1580 2,1169 3,8082 4,6879 4,7207 4,0129 2,7625 1,2408 -0,2460 -1,4690 -2,4090 -3,2764 -4,3433 -5,6969 -7,1192 -8,1706 -8,4048 -7,5980 -5,8506 -3,4830 -0,8473 1,7603 4,0753 5,8567 6,9320 7,2336 6,7971 5,7486 4,2994 2,7290 1,3217 0,2852 -0,2913 -0,4291 -0,2339 0,1358 0,5123 0,7775 0,9080 0,9563 0,9543 0,8492 0,5688 0,1261 -0,3597 -0,7321 -0,9077 -0,9360 -0,9394 -0,9781 -0,9709 -0,7558 -0,2344 0,5562 1,5110 2,5432 3,5524 4,3382 4,6242 4,2128 3,1545 1,7826 0,5482 -0,2338 -0,5339 -0,5524 -0,5332 -0,6052 -0,7427 -0,8167 -0,6694 -0,1865 0,6098 1,5001 2,1558 2,3287 1,9641 1,1953 0,2871 -0,4415 -0,7052 -0,3364 0,6625 2,1228 3,7737 5,3193 6,4779 7,0124 6,7950 5,8718 4,4567 2,8528 1,3531 0,1612 -0,6269 -0,9961 -1,0036 -0,7947 -0,5809 -0,5485 -0,7412 -1,0102 -1,1001 -0,8270 -0,2258 0,4441 0,8600 0,8335 0,3608 -0,4492 -1,4159 -2,2982 -2,8752 -3,0543 -2,8832 -2,4539 -1,8240 -1,0560 -0,2917 0,2676 0,4575 0,2208 -0,3638 -1,0848 -1,6775 -1,9944 -2,1252 -2,2908 -2,5968 -2,9318 -3,1016 -3,0113 -2,7187 -2,3579 -2,0362 -1,8018 -1,6614 -1,5966 -1,5928 -1,6658 -1,8320 -2,0550 -2,2466 -2,3191 -2,2231 -1,9504 -1,5296 -1,0144 -0,4634 0,0822 0,6221 1,1695 1,6625 1,9422 1,8752 1,5074 1,0855 0,9243 1,2171 1,9159 2,7656 3,4592 3,7819 3,6490 3,0386 1,9233 0,3231 -1,5734 -3,3848 -4,6485 -4,9835 -4,2455 -2,6201 -0,5678 1,3904 2,8920 3,7858 4,0564 3,7767 3,0978 2,1921 1,1668 0,0460 -1,1660 -2,4161 -3,5655 -4,3706 -4,4955 -3,6243 -1,6705 1,1021 4,2009 7,1212 9,4377 10,7995 10,9692 9,9225 7,8979 5,3362 2,7489 0,5973 -0,7950 -1,3195 -1,1102 -0,4671 0,2876 0,9545 1,5379 2,1779 2,9731 3,8649 4,6962 5,3761 5,9497 6,4736 6,8691 6,9545 6,5856 5,7260 4,4222 2,7610 0,8577 -1,1038 -2,8410 -4,0523 -4,5801 -4,4949 -4,0206 -3,4091 -2,8545 -2,4410 -2,1579 -1,9807 -1,9197 -2,0058 -2,2642 -2,6769 -3,1463 -3,5172 -3,6611 -3,5498 -3,2441 -2,8017 -2,2114 -1,4284 -0,4558 0,6399 1,7877 2,9364 3,9986 4,8408 5,3952 5,7538 6,0862 6,4644 6,8030 6,9578 6,8448 6,4644 5,8465 4,9938 3,8802 2,5065 0,9531 -0,6191 -1,9921 -2,9124 -3,1475 -2,5651 -1,1845 0,7828 2,9127 4,6716 5,6347 5,6474 4,8119 3,3468 1,4725 -0,5855 -2,5682 -4,2375 -5,4805 -6,3462 -6,9575 -7,3925 -7,6464 -7,6753 -7,4612 -7,0438 -6,5067 -5,9583 -5,5153 -5,2658 -5,2352 -5,3948 -5,6813 -5,9939 -6,2182 -6,3041 -6,3152 -6,3742 -6,5442 -6,7680 -6,9384 -7,0084 -7,0074 -6,9679 -6,8752 -6,6830 -6,3497 -5,8898 -5,4412 -5,2725 -5,6740 -6,7962 -8,5342 -10,5166 -12,2105 -13,1127 -12,9556 -11,8346 -10,1678 -8,4705 -7,0675 -5,9565 -4,9425 -3,8897 -2,8591 -2,0693 -1,7571 -2,0308 -2,7993 -3,8252 -4,8701 -5,8052 -6,5879 -7,1681
Fz    -1,3974 -1,4242 -1,4831 -1,5747 -1,6806 -1,7822 -1,8854 -2,0123 -2,1751 -2,3610 -2,5392 -2,6829 -2,7810 -2,8344 -2,8507 -2,8414 -2,8161 -2,7896 -2,7925 -2,8444 -2,9109 -2,9090 -2,7618 -2,4490 -2,0073 -1,4855 -0,9223 -0,3721 0,0940 0,4487 0,7445 1,0628 1,4369 1,8274 2,1591 2,3814 2,5034 2,5856 2,7097 2,9414 3,2895 3,6826 4,0052 4,1776 4,2076 4,1722 4,1537 4,1869 4,2575 4,3383 4,4093 4,4543 4,4598 4,4165 4,3243 4,2070 4,1115 4,0654 4,0269 3,8993 3,6153 3,2060 2,7896 2,5022 2,4251 2,5573 2,8525 3,2661 3,7549 4,2613 4,7208 5,0787 5,3110 5,4260 5,4432 5,3786 5,2337 5,0058 4,7337 4,5118 4,4297 4,5030 4,6554 4,7522 4,6606 4,3106 3,7331 3,0600 2,4781 2,1564 2,1762 2,4942 2,9565 3,3640 3,5513 3,4345 3,0158 2,3603 1,5711 0,7877 0,1753 -0,1332 -0,1068 0,1662 0,5196 0,7772 0,8176 0,6077 0,1994 -0,3032 -0,8016 -1,2405 -1,5845 -1,7907 -1,8380 -1,7627 -1,6506 -1,5955 -1,6502 -1,8058 -2,0144 -2,2180 -2,3574 -2,3719 -2,2216 -1,9329 -1,5996 -1,3071 -1,0783 -0,8996 -0,7569 -0,6285 -0,4761 -0,2724 -0,0316 0,2018 0,3792 0,4620 0,4510 0,3951 0,3282 0,2291 0,0684 -0,1365 -0,3162 -0,3895 -0,3202 -0,1332 0,1453 0,5465 1,1204 1,8369 2,5638 3,1453 3,4817 3,5516 3,3783 2,9829 2,3904 1,6737 0,9477 0,3091 -0,1968 -0,5620 -0,7990 -0,9370 -0,9992 -0,9747 -0,8282 -0,5235 -0,0433 0,5770 1,2561 1,9180 2,4972 2,9200 3,1345 3,1417 2,9757 2,6714 2,2504 1,7364 1,1812 0,6629 0,2595 0,0152 -0,0941 -0,1740 -0,3635 -0,7253 -1,1694 -1,5038 -1,5745 -1,3692 -1,0146 -0,6988 -0,5793 -0,7262 -1,1288 -1,7403 -2,4963 -3,3131 -4,0895 -4,7162 -5,0990 -5,1884 -5,0031 -4,6390 -4,2366 -3,9134 -3,7202 -3,6544 -3,6946 -3,8204 -4,0136 -4,2479 -4,4717 -4,6175 -4,6432 -4,5468 -4,3383 -4,0259 -3,6336 -3,2140 -2,8315 -2,5118 -2,2210 -1,9261 -1,6456 -1,4103 -1,2128 -1,0216 -0,8139 -0,5822 -0,3337 -0,0943 0,1040 0,2414 0,3152 0,3321 0,3074 0,2702 0,2610 0,3089 0,4071 0,5170 0,5976 0,6300 0,6302 0,6506 0,7536 0,9707 1,2850 1,6396 1,9535 2,1487 2,1844 2,0677 1,8403 1,5587 1,2774 1,0444 0,8984 0,8591 0,9229 1,0667 1,2556 1,4522 1,6260 1,7581 1,8403 1,8752 1,8793 1,8856 1,9369 2,0662 2,2667 2,4779 2,6084 2,5751 2,3409 1,9450 1,5000 1,1392 0,9551 0,9744 1,1639 1,4457 1,7294 1,9532 2,1019 2,1969 2,2765 2,3672 2,4637 2,5308 2,5140 2,3645 2,0790 1,7084 1,3159 0,9428 0,6280 0,4362 0,4314 0,6231 0,9497 1,3063 1,5865 1,7203 1,7011 1,5902 1,4788 1,4226 1,3990 1,3269 1,1330 0,8102 0,4235 0,0622 -0,2096 -0,3639 -0,3911 -0,2866 -0,0509 0,2993 0,7233 1,1672 1,5819 1,9309 2,1926 2,3728 2,5107 2,6577 2,8399 3,0202 3,0856 2,9064 2,4410 1,7820 1,1038 0,5710 0,2752 0,2255 0,3754 0,6506 0,9678 1,2568 1,4867 1,6695 1,8396 2,0300 2,2507 2,4747 2,6559 2,7697 2,8298 2,8589 2,8451 2,7337 2,4709 2,0564 1,5599 1,1018 0,8088 0,7530 0,9068 1,1538 1,3552 1,4263 1,3778 1,2892 1,2390 1,2609 1,3480 1,4612 1,5260 1,4525 1,1871 0,7534 0,2358 -0,2689 -0,6756 -0,9087 -0,9212 -0,7237 -0,3809 0,0254 0,4284 0,7826 1,0588 1,2454 1,3436 1,3492 1,2445 1,0211 0,7123 0,3948 0,1531 0,0413 0,0659 0,1926 0,3675 0,5514 0,7405 0,9528 1,2005 1,4784 1,7710 2,0622 2,3323 2,5527 2,6950 2,7627 2,8040 2,8806 3,0329 3,2756 3,5982 3,9507 4,2469 4,4023 4,3804 4,2216 4,0240 3,8728 3,7823 3,7066 3,5887 3,3985 3,1507 2,8991 2,7085 2,6175 2,6113 2,6309 2,6228 2,5911 2,6105 2,7738 3,1094 3,5436 3,9451 4,2063 4,2863 4,2034 4,0091 3,7681 3,5488 3,4098 3,3780 3,4475 3,6058 3,8554 4,2086 4,6559 5,1432 5,5897 5,9252 6,1161 6,1713 6,1376 6,0881 6,0987 6,2142 6,4238 6,6702 6,8892 7,0458 7,1401 7,1814 7,1521 7,0045 6,6954 6,2222 5,6393 5,0444 4,5289 4,1334 3,8467 3,6280 3,4331 3,2442 3,0821 2,9825 2,9565 2,9618 2,9156 2,7512 2,4695 2,1348 1,8274 1,6054 1,4966 1,4992 1,5805 1,6868 1,7656 1,7899 1,7731 1,7598 1,7998 1,9337 2,1933 2,5984 3,1444 3,7880 4,4455 5,0201 5,4398 5,6804 5,7720 5,7869 5,8004 5,8525 5,9380 6,0220 6,0644 6,0379 5,9384 5,7916 5,6533 5,5938 5,6647 5,8629 6,1287 6,3740 6,5108 6,4731 6,2455 5,8825 5,4890 5,1641 4,9393 4,7620 4,5470 4,2419 3,8455 3,3887 2,9084 2,4355 2,0003 1,6251 1,2988 0,9773 0,6238 0,2447 -0,1177 -0,4195 -0,6481 -0,8351 -1,0344 -1,2696 -1,5087 -1,6975 -1,8064 -1,8372 -1,8004 -1,6959 -1,5088 -1,2189 -0,8349 -0,4376 -0,1701 -0,1579 -0,4345 -0,9341 -1,5304 -2,0873 -2,5004 -2,7258 -2,7955 -2,8135 -2,9060 -3,1414 -3,4853 -3,8270 -4,0425 -4,0442 -3,8021 -3,3536 -2,8039 -2,3039 -2,0034 -1,9980 -2,2965 -2,8205 -3,4303 -3,9705 -4,3136 -4,3801 -4,1466 -3,6523 -2,9889 -2,2678 -1,5822 -0,9937 -0,5450 -0,2717 -0,1935
F3    -0,9532 -0,6251 -0,3685 -0,3023 -0,4501 -0,7602 -1,1477 -1,5164 -1,7821 -1,9044 -1,8939 -1,7949 -1,6779 -1,6255 -1,7050 -1,9587 -2,4249 -3,1394 -4,0927 -5,1713 -6,1410 -6,7064 -6,6262 -5,8172 -4,3734 -2,5014 -0,4638 1,4442 2,9551 3,9231 4,3575 4,3612 4,0392 3,4564 2,6743 1,8121 1,0439 0,5303 0,3626 0,5528 1,0335 1,6666 2,3059 2,8893 3,4548 4,0550 4,6662 5,1894 5,5251 5,6251 5,4768 5,0872 4,5039 3,8306 3,2070 2,7695 2,6069 2,7209 3,0178 3,3445 3,5614 3,6252 3,6273 3,7214 3,9773 4,3072 4,5452 4,5816 4,4301 4,1922 3,9688 3,8136 3,7704 3,8994 4,2198 4,6382 4,9573 4,9934 4,7187 4,2906 3,9363 3,8027 3,8856 4,0639 4,1978 4,2199 4,1553 4,0717 4,0179 3,9931 3,9398 3,7745 3,4529 3,0027 2,4862 1,9458 1,4053 0,9089 0,5272 0,3304 0,3641 0,6171 0,9941 1,3331 1,4640 1,2766 0,7643 0,0198 -0,8147 -1,6185 -2,3320 -2,9065 -3,2401 -3,2399 -2,9441 -2,5279 -2,1936 -2,0695 -2,1756 -2,4392 -2,7160 -2,8130 -2,5482 -1,8331 -0,7363 0,5137 1,6189 2,3525 2,6530 2,6255 2,4582 2,2999 2,1735 1,9699 1,5156 0,6901 -0,4692 -1,7497 -2,8366 -3,4519 -3,4965 -3,0757 -2,3933 -1,6195 -0,8351 -0,0704 0,6590 1,3763 2,1378 2,9643 3,8018 4,5466 5,0804 5,2895 5,1034 4,5420 3,6979 2,6617 1,4831 0,2121 -1,0550 -2,2068 -3,1671 -3,8684 -4,2151 -4,1165 -3,5430 -2,5540 -1,2932 0,0559 1,3301 2,4251 3,3099 3,9879 4,4126 4,4774 4,1094 3,3374 2,2906 1,1793 0,2321 -0,3923 -0,6277 -0,4728 0,0130 0,6802 1,2752 1,5051 1,2047 0,4864 -0,2995 -0,7735 -0,7234 -0,1849 0,5838 1,2099 1,3627 0,8909 -0,1296 -1,4457 -2,7332 -3,7092 -4,2105 -4,2271 -3,9072 -3,5135 -3,3217 -3,5054 -4,0449 -4,7241 -5,2673 -5,5214 -5,5266 -5,4421 -5,4258 -5,5514 -5,7714 -5,9485 -5,9682 -5,8452 -5,7175 -5,7416 -5,9774 -6,3439 -6,6475 -6,6547 -6,2032 -5,2961 -4,0729 -2,6829 -1,2326 0,1545 1,3017 2,0305 2,2348 1,9195 1,2036 0,2951 -0,5560 -1,1295 -1,3109 -1,1188 -0,6705 -0,1255 0,3759 0,7604 1,0172 1,1523 1,1679 1,0794 0,9204 0,7391 0,6200 0,6908 1,0693 1,7782 2,6908 3,5557 4,0944 4,1034 3,5036 2,3563 0,8629 -0,6755 -1,9614 -2,8160 -3,2148 -3,2281 -2,9454 -2,4384 -1,7579 -0,9454 -0,0299 1,0019 2,2208 3,6845 5,3032 6,7801 7,7108 7,7654 6,8320 5,0676 2,8332 0,5506 -1,4205 -2,8372 -3,5900 -3,6930 -3,2482 -2,3973 -1,2871 -0,0567 1,1507 2,1673 2,8133 2,9622 2,6148 1,9267 1,1531 0,5294 0,1621 0,0219 0,0388 0,1934 0,4969 0,9073 1,3116 1,5979 1,7233 1,7306 1,7351 1,8786 2,2369 2,7379 3,1744 3,2967 2,9213 2,0123 0,7061 -0,7291 -1,9650 -2,7071 -2,8030 -2,3090 -1,4526 -0,5126 0,3096 0,9590 1,5010 2,0241 2,5613 3,0923 3,5861 4,0146 4,3173 4,3732 4,0479 3,3135 2,3295 1,3759 0,6703 0,2394 -0,0425 -0,3202 -0,6649 -1,0697 -1,4786 -1,8107 -1,9826 -1,9240 -1,5813 -0,9368 -0,0509 0,9252 1,8104 2,4852 2,9349 3,2124 3,3471 3,2908 2,9721 2,3996 1,6967 1,0400 0,5683 0,3187 0,2169 0,1381 -0,0078 -0,2375 -0,4898 -0,6361 -0,5354 -0,1174 0,5731 1,3787 2,0620 2,3736 2,1425 1,3483 0,1409 -1,2132 -2,4329 -3,3064 -3,7280 -3,6936 -3,2730 -2,5784 -1,7404 -0,8906 -0,1459 0,4079 0,7171 0,7471 0,4791 -0,0733 -0,8419 -1,6954 -2,4594 -2,9547 -3,0496 -2,7078 -1,9920 -1,0178 0,0868 1,1889 2,1535 2,8637 3,2444 3,2871 3,0554 2,6404 2,1018 1,4763 0,8442 0,3604 0,2013 0,4738 1,1477 2,0417 2,8846 3,4381 3,6081 3,4654 3,1615 2,8131 2,4686 2,1638 1,9660 1,9556 2,1798 2,6067 3,0887 3,3887 3,2885 2,7030 1,7183 0,5474 -0,5472 -1,3327 -1,6820 -1,6261 -1,3152 -0,8835 -0,3485 0,3561 1,2797 2,3958 3,6015 4,7229 5,5169 5,7351 5,2676 4,2438 2,9765 1,7990 0,9428 0,5229 0,5620 1,0048 1,7346 2,6178 3,5437 4,4218 5,1609 5,6913 6,0280 6,2845 6,5888 6,9654 7,2853 7,3309 6,9367 6,0929 4,9250 3,6065 2,2985 1,1288 0,1834 -0,4914 -0,8796 -0,9962 -0,8848 -0,5932 -0,1523 0,3985 0,9563 1,3536 1,4490 1,2180 0,7510 0,1831 -0,3623 -0,7902 -1,0387 -1,0893 -0,9634 -0,7035 -0,3648 -0,0249 0,2278 0,3485 0,3884 0,4868 0,7940 1,3709 2,1276 2,8409 3,2621 3,2567 2,8702 2,2874 1,7376 1,3977 1,3307 1,4934 1,7943 2,1430 2,4546 2,6502 2,6941 2,6352 2,6008 2,7288 3,0880 3,6421 4,2637 4,7712 4,9888 4,8204 4,2882 3,4999 2,5847 1,6554 0,7989 0,0740 -0,4850 -0,8562 -1,0203 -0,9682 -0,7152 -0,3099 0,1469 0,4916 0,5489 0,2290 -0,4272 -1,2948 -2,2429 -3,1902 -4,1221 -5,0537 -5,9457 -6,6633 -7,0366 -6,9621 -6,4528 -5,6123 -4,5738 -3,4601 -2,3778 -1,4259 -0,7110 -0,3500 -0,4437 -1,0329 -2,0537 -3,3226 -4,5818 -5,5907 -6,2149 -6,4813 -6,5681 -6,6931 -6,9435 -7,1904 -7,1751 -6,6886 -5,6996 -4,3861 -3,0966 -2,2466 -2,1555 -2,9045 -4,3017 -5,9838 -7,5897 -8,8839 -9,7707 -10,2397 -10,2989 -9,9367 -9,1413 -7,9519 -6,4837 -4,9070 -3,4148 -2,1900 -1,3676 -1,0037
F7    -1,5777 -1,7715 -1,9341 -2,0021 -1,9610 -1,8417 -1,7053 -1,6214 -1,6377 -1,7546 -1,9295 -2,1091 -2,2558 -2,3509 -2,3890 -2,3613 -2,2388 -1,9882 -1,6174 -1,1867 -0,7724 -0,4358 -0,2205 -0,1591 -0,2628 -0,4999 -0,7972 -1,0736 -1,2611 -1,2899 -1,0834 -0,5999 0,1238 0,9751 1,8100 2,5041 2,9842 3,2409 3,3257 3,3251 3,3153 3,3222 3,3137 3,2336 3,0544 2,8017 2,5412 2,3406 2,2387 2,2393 2,3196 2,4386 2,5580 2,6575 2,7226 2,7398 2,7122 2,6487 2,5278 2,3039 1,9657 1,5703 1,2154 0,9903 0,9467 1,0981 1,4440 1,9765 2,6428 3,3308 3,9155 4,3119 4,4974 4,5007 4,3738 4,1728 3,9424 3,7024 3,4619 3,2378 3,0490 2,9042 2,7955 2,6974 2,5723 2,3820 2,1045 1,7597 1,4217 1,1987 1,1823 1,3906 1,7463 2,1110 2,3524 2,3931 2,2160 1,8418 1,3151 0,7124 0,1486 -0,2423 -0,3566 -0,1760 0,2080 0,6228 0,8898 0,8988 0,6361 0,1697 -0,3984 -0,9868 -1,5452 -2,0275 -2,3841 -2,5841 -2,6390 -2,6056 -2,5574 -2,5450 -2,5867 -2,6865 -2,8325 -2,9741 -3,0221 -2,9060 -2,6302 -2,2590 -1,8632 -1,5028 -1,2204 -1,0152 -0,8337 -0,5980 -0,2454 0,2438 0,8278 1,4010 1,8384 2,0666 2,0898 1,9694 1,7916 1,6285 1,5131 1,4459 1,4030 1,3387 1,2290 1,1311 1,1573 1,3655 1,7076 2,0819 2,3984 2,5965 2,6405 2,5258 2,2962 2,0362 1,8247 1,7007 1,6691 1,7098 1,7713 1,7766 1,6621 1,4256 1,1273 0,8491 0,6545 0,5603 0,5542 0,6375 0,8155 1,0637 1,3447 1,6341 1,9099 2,1390 2,2862 2,3272 2,2438 2,0151 1,6451 1,1988 0,7785 0,4494 0,1931 -0,0475 -0,2846 -0,4684 -0,5486 -0,5347 -0,4960 -0,5147 -0,6444 -0,9045 -1,2991 -1,8357 -2,5122 -3,2807 -4,0345 -4,6402 -4,9882 -5,0201 -4,7373 -4,2164 -3,6148 -3,1250 -2,8842 -2,9109 -3,1166 -3,3706 -3,5708 -3,6833 -3,7272 -3,7304 -3,7052 -3,6408 -3,5000 -3,2443 -2,8783 -2,4693 -2,1217 -1,9072 -1,8123 -1,7817 -1,8018 -1,9006 -2,0776 -2,2681 -2,3677 -2,2826 -1,9780 -1,4971 -0,9313 -0,3716 0,1156 0,4834 0,7005 0,7642 0,7130 0,6085 0,4941 0,3737 0,2347 0,0836 -0,0403 -0,0794 0,0057 0,2049 0,4620 0,6996 0,8406 0,8313 0,6637 0,3784 0,0548 -0,2016 -0,2824 -0,1166 0,2877 0,8365 1,3921 1,8338 2,0935 2,1518 2,0206 1,7373 1,3668 0,9927 0,6891 0,4871 0,3645 0,2777 0,2057 0,1624 0,1777 0,2733 0,4489 0,6861 0,9675 1,2840 1,6201 1,9482 2,2383 2,4612 2,5838 2,5789 2,4443 2,2146 1,9555 1,7402 1,6234 1,6207 1,6955 1,7744 1,7871 1,6954 1,4928 1,2019 0,8794 0,5998 0,4190 0,3589 0,4195 0,5836 0,8056 1,0088 1,1152 1,0953 0,9945 0,9033 0,8951 0,9815 1,1179 1,2525 1,3647 1,4543 1,5068 1,4899 1,3874 1,2281 1,0785 1,0000 1,0091 1,0751 1,1503 1,2031 1,2363 1,2850 1,3949 1,5930 1,8750 2,1992 2,4783 2,6041 2,5117 2,2267 1,8555 1,5330 1,3665 1,4025 1,6226 1,9576 2,3150 2,6174 2,8231 2,9165 2,8943 2,7707 2,5770 2,3488 2,1216 1,9360 1,8284 1,8118 1,8649 1,9360 1,9597 1,8857 1,7069 1,4709 1,2643 1,1777 1,2580 1,4778 1,7503 1,9838 2,1266 2,1653 2,1007 1,9476 1,7475 1,5560 1,4103 1,3136 1,2534 1,2229 1,2173 1,2155 1,1853 1,1114 1,0058 0,8964 0,8130 0,7812 0,8132 0,8934 0,9812 1,0428 1,0732 1,0867 1,0948 1,0958 1,0861 1,0730 1,0699 1,0752 1,0622 0,9910 0,8367 0,6158 0,3865 0,2238 0,1882 0,3115 0,5982 1,0235 1,5264 2,0189 2,4207 2,6959 2,8551 2,9231 2,9235 2,8898 2,8689 2,8994 2,9944 3,1391 3,3007 3,4460 3,5546 3,6098 3,5835 3,4369 3,1341 2,6705 2,1031 1,5473 1,1373 0,9700 1,0607 1,3406 1,7026 2,0673 2,4235 2,7994 3,1960 3,5634 3,8343 3,9546 3,8888 3,6259 3,1969 2,6789 2,1763 1,7966 1,6319 1,7380 2,1112 2,6877 3,3791 4,1012 4,7729 5,3101 5,6393 5,7217 5,5683 5,2379 4,8255 4,4427 4,1869 4,1011 4,1506 4,2484 4,3116 4,3090 4,2663 4,2269 4,2089 4,2047 4,2083 4,2355 4,3144 4,4504 4,6034 4,7007 4,6681 4,4604 4,0821 3,5853 3,0426 2,5181 2,0511 1,6564 1,3379 1,0991 0,9398 0,8478 0,8027 0,7892 0,7993 0,8183 0,8195 0,7777 0,6850 0,5621 0,4577 0,4292 0,5139 0,7110 0,9905 1,3268 1,7207 2,1867 2,7248 3,3102 3,9078 4,4919 5,0463 5,5498 5,9734 6,2947 6,5072 6,6120 6,6112 6,5146 6,3481 6,1509 5,9609 5,7972 5,6504 5,4950 5,3144 5,1127 4,9072 4,7193 4,5697 4,4719 4,4295 4,4242 4,4035 4,2973 4,0558 3,6666 3,1458 2,5217 1,8322 1,1377 0,5144 0,0216 -0,3281 -0,5721 -0,7704 -0,9647 -1,1531 -1,3028 -1,3886 -1,4162 -1,4135 -1,4139 -1,4486 -1,5389 -1,6860 -1,8680 -2,0482 -2,1795 -2,2083 -2,1020 -1,8888 -1,6562 -1,4963 -1,4560 -1,5287 -1,6766 -1,8532 -2,0163 -2,1328 -2,1884 -2,1969 -2,1961 -2,2351 -2,3602 -2,5922 -2,9111 -3,2580 -3,5498 -3,7037 -3,6723 -3,4711 -3,1788 -2,9126 -2,7802 -2,8197 -2,9700 -3,1114 -3,1444 -3,0353 -2,8092 -2,5227 -2,2398 -2,0150 -1,8797 -1,8373 -1,8715 -1,9585 -2,0731
