Fp1   -0,4586 -0,2409 -0,0518 0,0912 0,1859 0,2470 0,3053 0,3916 0,5200 0,6790 0,8268 0,9095 0,8950 0,7888 0,6211 0,4341 0,2771 0,1882 0,1676 0,1691 0,1265 0,0004 -0,1853 -0,3525 -0,4195 -0,3487 -0,1553 0,1155 0,4097 0,6700 0,8364 0,8630 0,7488 0,5488 0,3360 0,1458 -0,0327 -0,2110 -0,3708 -0,4904 -0,5844 -0,6966 -0,8565 -1,0480 -1,2128 -1,2857 -1,2325 -1,0591 -0,7854 -0,4194 0,0324 0,5344 1,0136 1,3875 1,6104 1,6988 1,7187 1,7480 1,8363 1,9767 2,1064 2,1499 2,0765 1,9250 1,7795 1,7189 1,7743 1,9175 2,0882 2,2320 2,3246 2,3782 2,4292 2,5087 2,6235 2,7683 2,9371 3,1121 3,2584 3,3468 3,3765 3,3678 3,3374 3,2972 3,2819 3,3597 3,5879 3,9576 4,3944 4,8018 5,0886 5,1902 5,1013 4,8817 4,6147 4,3640 4,1637 4,0175 3,8938 3,7404 3,5179 3,2230 2,8862 2,5606 2,3078 2,1722 2,1595 2,2348 2,3452 2,4496 2,5265 2,5686 2,5863 2,6026 2,6404 2,7198 2,8576 3,0522 3,2791 3,5081 3,7178 3,8934 4,0265 4,1288 4,2405 4,4054 4,6345 4,8960 5,1298 5,2684 5,2654 5,1222 4,8862 4,6281 4,4238 4,3356 4,3886 4,5655 4,8255 5,1197 5,3987 5,6225 5,7706 5,8416 5,8459 5,8064 5,7572 5,7288 5,7291 5,7369 5,7156 5,6427 5,5369 5,4590 5,4768 5,6208 5,8700 6,1670 6,4451 6,6581 6,7947 6,8729 6,9327 7,0182 7,1530 7,3299 7,5228 7,7037 7,8541 7,9717 8,0658 8,1411 8,1899 8,1947 8,1373 8,0104 7,8277 7,6280 7,4600 7,3491 7,2783 7,2024 7,0820 6,9109 6,7229 6,5768 6,5286 6,6020 6,7693 6,9524 7,0508 6,9829 6,7137 6,2626 5,6926 5,0899 4,5405 4,1030 3,7923 3,5835 3,4282 3,2837 3,1437 3,0309 2,9601 2,9319 2,9624 3,0885 3,3396 3,7139 4,1735 4,6513 5,0642 5,3428 5,4592 5,4247 5,2732 5,0506 4,7999 4,5418 4,2705 3,9670 3,6190 3,2351 2,8399 2,4573 2,1034 1,7925 1,5323 1,3135 1,1116 0,8912 0,6107 0,2414 -0,2089 -0,6965 -1,1642 -1,5681 -1,8888 -2,1331 -2,3315 -2,5214 -2,7223 -2,9296 -3,1198 -3,2489 -3,2594 -3,1123 -2,8205 -2,4546 -2,1124 -1,8627 -1,6980 -1,5412 -1,3033 -0,9443 -0,4963 -0,0473 0,3081 0,5214 0,6000 0,5766 0,4845 0,3582 0,2367 0,1572 0,1425 0,1902 0,2749 0,3595 0,4023 0,3659 0,2422 0,0678 -0,0987 -0,2110 -0,2441 -0,1915 -0,0737 0,0587 0,1480 0,1585 0,0918 -0,0244 -0,1631 -0,3188 -0,5131 -0,7863 -1,1673 -1,6504 -2,2073 -2,8074 -3,4193 -4,0047 -4,5255 -4,9706 -5,3754 -5,7997 -6,2746 -6,7716 -7,2190 -7,5365 -7,6545 -7,5300 -7,1675 -6,6284 -6,0067 -5,3867 -4,8251 -4,3662 -4,0470 -3,8703 -3,7880 -3,7147 -3,5590 -3,2560 -2,7867 -2,1853 -1,5344 -0,9385 -0,4882 -0,2381 -0,1895 -0,2767 -0,3938 -0,4525 -0,4191 -0,2995 -0,1085 0,1480 0,4672 0,8329 1,2112 1,5602 1,8346 1,9930 2,0182 1,9247 1,7386 1,4786 1,1586 0,8020 0,4474 0,1378 -0,0943 -0,2279 -0,2592 -0,2093 -0,1087 0,0356 0,2478 0,5537 0,9454 1,3744 1,7745 2,0948 2,3121 2,4235 2,4325 2,3381 2,1342 1,8195 1,4001 0,8878 0,3064 -0,2972 -0,8486 -1,2602 -1,4672 -1,4669 -1,3293 -1,1618 -1,0518 -1,0282 -1,0605 -1,0913 -1,0787 -1,0156 -0,9145 -0,7860 -0,6329 -0,4485 -0,2132 0,0991 0,5077 1,0147 1,5952 2,2011 2,7859 3,3322 3,8515 4,3544 4,8328 5,2742 5,6769 6,0403 6,3516 6,5897 6,7384 6,7959 6,7805 6,7234 6,6430 6,5342 6,3871 6,2034 5,9869 5,7326 5,4335 5,0886 4,6973 4,2532 3,7509 3,1970 2,6109 2,0134 1,4180 0,8411 0,3134 -0,1329 -0,4884 -0,7765 -1,0416 -1,3258 -1,6427 -1,9685 -2,2611 -2,4883 -2,6345 -2,6914 -2,6569 -2,5409 -2,3678 -2,1682 -1,9644 -1,7598 -1,5388 -1,2806 -0,9821 -0,6600 -0,3351 -0,0183 0,2958 0,6358 1,0467 1,5636 2,1881 2,8892 3,6177 4,3236 4,9699 5,5336 5,9952 6,3397 6,5778 6,7492 6,8909 7,0051 7,0610 7,0282 6,9110 6,7494 6,5861 6,4394 6,3087 6,1861 6,0537 5,8866 5,6741 5,4260 5,1515 4,8472 4,5177 4,1914 3,9137 3,7257 3,6375 3,6099 3,5688 3,4438 3,1986 2,8314 2,3703 1,8691 1,3964 1,0173 0,7752 0,6778 0,7023 0,8146 0,9834 1,1812 1,3742 1,5193 1,5852 1,5787 1,5400 1,5183 1,5566 1,6775 1,8711 2,0964 2,3032 2,4654 2,5983 2,7457 2,9406 3,1668 3,3557 3,4259 3,3302 3,0770 2,7285 2,3851 2,1547 2,1151 2,2802 2,5952 2,9707 3,3171 3,5620 3,6643 3,6240 3,4797 3,2940 3,1298 3,0308 3,0236 3,1270 3,3483 3,6730 4,0618 4,4575 4,8097 5,1026 5,3587 5,6192 5,9214 6,2793 6,6768 7,0780 7,4426 7,7314 7,9205 8,0270 8,1034 8,1903 8,2810 8,3375 8,3303 8,2553 8,1235 7,9468 7,7358 7,5001 7,2500 7,0072 6,8080 6,6844 6,6551 6,7303 6,8901 7,0535 7,1108 7,0031 6,7553 6,4358 6,0994 5,7667 5,4421 5,1241 4,7883 4,3896 3,8967 3,3185 2,7022 2,1077 1,5674 1,0650 0,5628 0,0487 -0,4537 -0,9097 -1,2968 -1,6104 -1,8527 -2,0185 -2,1044 -2,1253 -2,1113 -2,1008 -2,1388 -2,2617 -2,4683 -2,6976 -2,8416 -2,8022 -2,5574 -2,1701 -1,7266
Fz    -0,2698 -0,2028 -0,1560 -0,1191 -0,0887 -0,0685 -0,0659 -0,0826 -0,1037 -0,1046 -0,0776 -0,0486 -0,0528 -0,1017 -0,1757 -0,2287 -0,1986 -0,0496 0,1902 0,4465 0,6472 0,7566 0,7892 0,7921 0,8080 0,8519 0,9175 0,9892 1,0422 1,0441 0,9655 0,7867 0,5073 0,1624 -0,1818 -0,4618 -0,6481 -0,7402 -0,7427 -0,6681 -0,5599 -0,4884 -0,5012 -0,5806 -0,6675 -0,7204 -0,7311 -0,6987 -0,6198 -0,4915 -0,3041 -0,0502 0,2513 0,5563 0,8231 1,0327 1,1936 1,3398 1,5118 1,7194 1,9245 2,0746 2,1509 2,1847 2,2343 2,3441 2,5168 2,7160 2,8970 3,0397 3,1525 3,2532 3,3515 3,4453 3,5344 3,6370 3,7762 3,9429 4,0867 4,1566 4,1443 4,0825 4,0171 3,9916 4,0479 4,2232 4,5326 4,9489 5,4119 5,8593 6,2368 6,4925 6,5892 6,5152 6,2781 5,9038 5,4444 4,9645 4,5044 4,0694 3,6606 3,3008 3,0272 2,8737 2,8569 2,9621 3,1377 3,3063 3,4014 3,4103 3,3735 3,3397 3,3441 3,4198 3,6029 3,9232 4,3883 4,9615 5,5623 6,1073 6,5504 6,8821 7,1122 7,2658 7,3760 7,4674 7,5556 7,6517 7,7518 7,8332 7,8743 7,8750 7,8554 7,8411 7,8532 7,9043 7,9874 8,0736 8,1309 8,1348 8,0636 7,9065 7,6850 7,4452 7,2272 7,0515 6,9185 6,8126 6,7093 6,5851 6,4328 6,2765 6,1695 6,1671 6,2899 6,5060 6,7540 6,9816 7,1629 7,2893 7,3585 7,3796 7,3869 7,4322 7,5548 7,7548 7,9956 8,2256 8,4060 8,5279 8,6085 8,6682 8,7147 8,7446 8,7479 8,6985 8,5586 8,3146 7,9982 7,6608 7,3425 7,0734 6,8825 6,7886 6,7828 6,8229 6,8429 6,7800 6,6026 6,3133 5,9315 5,4820 4,9950 4,5100 4,0722 3,7148 3,4400 3,2137 2,9903 2,7465 2,4899 2,2549 2,0992 2,0784 2,2115 2,4825 2,8640 3,3245 3,8198 4,2943 4,6967 4,9916 5,1674 5,2435 5,2596 5,2534 5,2499 5,2552 5,2515 5,2044 5,0778 4,8462 4,5019 4,0587 3,5599 3,0729 2,6549 2,3178 2,0270 1,7347 1,4100 1,0405 0,6224 0,1610 -0,3281 -0,8255 -1,3192 -1,8073 -2,2812 -2,7136 -3,0747 -3,3450 -3,5106 -3,5656 -3,5166 -3,3799 -3,1811 -2,9486 -2,7081 -2,4868 -2,3118 -2,1959 -2,1178 -2,0213 -1,8491 -1,5871 -1,2763 -0,9864 -0,7761 -0,6689 -0,6599 -0,7260 -0,8183 -0,8642 -0,8084 -0,6546 -0,4553 -0,2568 -0,0661 0,1332 0,3482 0,5682 0,7777 0,9666 1,1293 1,2589 1,3481 1,3958 1,4106 1,4077 1,4003 1,3930 1,3808 1,3556 1,3151 1,2621 1,1878 1,0610 0,8422 0,5140 0,0871 -0,4138 -0,9485 -1,4593 -1,9042 -2,2915 -2,6638 -3,0504 -3,4408 -3,7918 -4,0547 -4,1972 -4,2089 -4,0979 -3,8855 -3,5982 -3,2613 -2,8948 -2,5164 -2,1486 -1,8150 -1,5276 -1,2800 -1,0533 -0,8361 -0,6336 -0,4515 -0,2861 -0,1425 -0,0427 -0,0033 -0,0156 -0,0463 -0,0418 0,0619 0,3100 0,6896 1,1296 1,5483 1,9005 2,1789 2,3861 2,5221 2,5919 2,6005 2,5405 2,4029 2,1957 1,9449 1,6797 1,4246 1,1987 1,0124 0,8642 0,7501 0,6803 0,6717 0,7208 0,8031 0,9073 1,0568 1,2926 1,6385 2,0729 2,5288 2,9314 3,2415 3,4608 3,6028 3,6648 3,6331 3,5062 3,2879 2,9718 2,5620 2,0969 1,6349 1,2229 0,8887 0,6485 0,5014 0,4208 0,3673 0,3235 0,3103 0,3666 0,5088 0,7101 0,9195 1,0982 1,2338 1,3386 1,4447 1,5823 1,7595 1,9740 2,2253 2,5114 2,8276 3,1722 3,5461 3,9466 4,3581 4,7526 5,1065 5,4109 5,6602 5,8488 5,9887 6,1107 6,2381 6,3702 6,4884 6,5687 6,5940 6,5608 6,4731 6,3340 6,1447 5,9138 5,6591 5,3910 5,0979 4,7579 4,3667 3,9398 3,4937 3,0383 2,5873 2,1609 1,7669 1,3940 1,0325 0,6921 0,3971 0,1696 0,0178 -0,0641 -0,0877 -0,0654 -0,0046 0,0981 0,2500 0,4506 0,6953 0,9817 1,3028 1,6408 1,9715 2,2786 2,5667 2,8623 3,1993 3,5977 4,0588 4,5726 5,1211 5,6832 6,2409 6,7770 7,2728 7,7106 8,0701 8,3281 8,4696 8,4924 8,4020 8,2119 7,9440 7,6189 7,2554 6,8850 6,5464 6,2635 6,0405 5,8680 5,7240 5,5783 5,4053 5,1919 4,9348 4,6365 4,3094 3,9799 3,6864 3,4705 3,3554 3,3277 3,3334 3,3007 3,1765 2,9492 2,6515 2,3476 2,1039 1,9567 1,8949 1,8681 1,8217 1,7370 1,6410 1,5723 1,5366 1,4993 1,4236 1,3065 1,1757 1,0660 1,0032 0,9969 1,0449 1,1459 1,3004 1,5075 1,7666 2,0771 2,4255 2,7747 3,0710 3,2656 3,3327 3,2743 3,1110 2,8685 2,5705 2,2462 1,9378 1,6940 1,5546 1,5306 1,5978 1,7230 1,8934 2,1143 2,3846 2,6820 2,9699 3,2222 3,4401 3,6419 3,8450 4,0573 4,2818 4,5266 4,8096 5,1478 5,5445 5,9875 6,4564 6,9364 7,4205 7,8933 8,3114 8,6214 8,8087 8,9152 8,9921 9,0527 9,0817 9,0620 8,9804 8,8319 8,6269 8,3816 8,1020 7,7844 7,4290 7,0487 6,6683 6,3149 6,0111 5,7681 5,5806 5,4347 5,3171 5,2097 5,0890 4,9381 4,7497 4,5186 4,2369 3,8874 3,4499 2,9257 2,3484 1,7642 1,2100 0,7089 0,2674 -0,1194 -0,4489 -0,7051 -0,8817 -0,9999 -1,0972 -1,2003 -1,3155 -1,4383 -1,5623 -1,6779 -1,7718 -1,8338 -1,8617 -1,8607 -1,8320 -1,7553 -1,5965 -1,3408 -1,0109 -0,6506
F3    -0,2250 -0,2108 -0,2163 -0,2322 -0,2495 -0,2559 -0,2427 -0,2076 -0,1469 -0,0557 0,0552 0,1470 0,1768 0,1329 0,0428 -0,0359 -0,0332 0,0907 0,3068 0,5338 0,6839 0,7032 0,5969 0,4264 0,2738 0,1971 0,2075 0,2800 0,3783 0,4681 0,5103 0,4564 0,2767 0,0011 -0,2829 -0,4843 -0,5640 -0,5375 -0,4366 -0,2921 -0,1504 -0,0717 -0,0861 -0,1622 -0,2425 -0,2983 -0,3324 -0,3430 -0,3151 -0,2347 -0,0910 0,1202 0,3845 0,6694 0,9397 1,1674 1,3414 1,4786 1,6202 1,7922 1,9743 2,1152 2,1772 2,1678 2,1362 2,1391 2,2012 2,3053 2,4159 2,5101 2,5909 2,6762 2,7765 2,8859 2,9995 3,1326 3,3069 3,5170 3,7223 3,8786 3,9674 3,9947 3,9794 3,9582 3,9894 4,1348 4,4234 4,8292 5,2856 5,7167 6,0541 6,2419 6,2492 6,0754 5,7461 5,3103 4,8344 4,3826 3,9925 3,6677 3,3933 3,1543 2,9417 2,7579 2,6203 2,5512 2,5592 2,6278 2,7255 2,8400 2,9813 3,1498 3,3333 3,5341 3,7791 4,1034 4,5268 5,0281 5,5444 6,0064 6,3704 6,6189 6,7572 6,8199 6,8558 6,8985 6,9569 7,0230 7,0818 7,1180 7,1234 7,1020 7,0693 7,0436 7,0466 7,1043 7,2282 7,4007 7,5859 7,7459 7,8433 7,8504 7,7671 7,6190 7,4361 7,2407 7,0478 6,8686 6,7129 6,5866 6,4900 6,4285 6,4234 6,5024 6,6712 6,8900 7,0893 7,2163 7,2611 7,2409 7,1687 7,0498 6,9054 6,7840 6,7380 6,7912 6,9319 7,1291 7,3483 7,5630 7,7581 7,9250 8,0547 8,1385 8,1715 8,1423 8,0295 7,8259 7,5583 7,2704 7,0014 6,7862 6,6535 6,6145 6,6561 6,7389 6,7963 6,7554 6,5708 6,2374 5,7795 5,2401 4,6715 4,1287 3,6599 3,2889 3,0011 2,7556 2,5198 2,2900 2,0874 1,9537 1,9465 2,1090 2,4356 2,8788 3,3864 3,9201 4,4507 4,9481 5,3705 5,6621 5,7793 5,7297 5,5727 5,3826 5,2184 5,1072 5,0357 4,9577 4,8187 4,5803 4,2282 3,7706 3,2456 2,7194 2,2535 1,8697 1,5488 1,2522 0,9427 0,5926 0,1913 -0,2508 -0,7113 -1,1732 -1,6317 -2,0855 -2,5138 -2,8726 -3,1233 -3,2535 -3,2716 -3,1978 -3,0581 -2,8783 -2,6820 -2,4844 -2,2918 -2,1114 -1,9536 -1,8221 -1,7046 -1,5760 -1,4114 -1,2044 -0,9776 -0,7729 -0,6236 -0,5374 -0,5106 -0,5329 -0,5667 -0,5492 -0,4373 -0,2465 -0,0362 0,1497 0,3211 0,5187 0,7647 1,0492 1,3478 1,6372 1,8989 2,1192 2,2866 2,3942 2,4480 2,4651 2,4588 2,4236 2,3397 2,2006 2,0365 1,8970 1,8039 1,7222 1,5816 1,3224 0,9175 0,3711 -0,2706 -0,9245 -1,5182 -2,0286 -2,4656 -2,8385 -3,1397 -3,3475 -3,4380 -3,4057 -3,2761 -3,0937 -2,8938 -2,6834 -2,4486 -2,1761 -1,8684 -1,5470 -1,2436 -0,9807 -0,7544 -0,5382 -0,3116 -0,0799 0,1373 0,3204 0,4434 0,4782 0,4220 0,3053 0,1737 0,0775 0,0790 0,2321 0,5394 0,9467 1,3828 1,7932 2,1417 2,4002 2,5546 2,6136 2,5938 2,5010 2,3367 2,1136 1,8568 1,5913 1,3346 1,0976 0,8869 0,7052 0,5584 0,4676 0,4680 0,5794 0,7849 1,0493 1,3561 1,7155 2,1414 2,6213 3,1048 3,5293 3,8584 4,0873 4,2165 4,2202 4,0568 3,7162 3,2366 2,6772 2,0968 1,5512 1,0817 0,7031 0,4126 0,2060 0,0736 -0,0069 -0,0604 -0,0912 -0,0711 0,0389 0,2448 0,4998 0,7325 0,8908 0,9654 0,9885 1,0133 1,0767 1,1915 1,3722 1,6417 2,0102 2,4625 2,9633 3,4679 3,9375 4,3533 4,7184 5,0460 5,3427 5,5993 5,8024 5,9575 6,0871 6,2094 6,3276 6,4315 6,4994 6,5076 6,4453 6,3158 6,1214 5,8594 5,5394 5,1892 4,8313 4,4628 4,0696 3,6536 3,2346 2,8336 2,4633 2,1314 1,8426 1,5916 1,3658 1,1535 0,9505 0,7660 0,6135 0,4942 0,4015 0,3336 0,2936 0,2863 0,3157 0,3790 0,4646 0,5599 0,6544 0,7441 0,8416 0,9756 1,1791 1,4794 1,8912 2,4069 2,9943 3,6156 4,2443 4,8590 5,4413 5,9799 6,4644 6,8861 7,2519 7,5753 7,8553 8,0817 8,2498 8,3534 8,3755 8,2940 8,0927 7,7778 7,3922 7,0010 6,6540 6,3670 6,1353 5,9437 5,7686 5,5840 5,3691 5,1075 4,7886 4,4190 4,0291 3,6684 3,3869 3,2071 3,1088 3,0397 2,9463 2,8003 2,6037 2,3832 2,1821 2,0392 1,9682 1,9492 1,9315 1,8594 1,7124 1,5214 1,3331 1,1647 1,0039 0,8455 0,7083 0,6141 0,5686 0,5664 0,5994 0,6624 0,7615 0,9079 1,0996 1,3203 1,5569 1,8078 2,0676 2,3112 2,4972 2,5851 2,5512 2,4016 2,1671 1,8840 1,5863 1,3105 1,0943 0,9655 0,9307 0,9734 1,0753 1,2379 1,4738 1,7806 2,1284 2,4753 2,7931 3,0825 3,3661 3,6663 3,9946 4,3561 4,7540 5,1866 5,6449 6,1202 6,6058 7,0891 7,5528 7,9863 8,3786 8,6987 8,9040 8,9907 9,0143 9,0377 9,0737 9,0904 9,0461 8,9063 8,6533 8,2994 7,8834 7,4483 7,0219 6,6168 6,2412 5,9060 5,6212 5,3904 5,2062 5,0514 4,9078 4,7656 4,6165 4,4479 4,2525 4,0359 3,8113 3,5800 3,3168 2,9850 2,5738 2,1111 1,6372 1,1785 0,7432 0,3255 -0,0829 -0,4705 -0,8068 -1,0755 -1,2909 -1,4765 -1,6401 -1,7724 -1,8647 -1,9222 -1,9630 -2,0099 -2,0817 -2,1839 -2,3069 -2,4275 -2,4998 -2,4605 -2,2676 -1,9291 -1,4935
F7    0,3603 0,3274 0,2167 0,0468 -0,1427 -0,2999 -0,3848 -0,3870 -0,3251 -0,2324 -0,1392 -0,0564 0,0263 0,1166 0,1958 0,2353 0,2281 0,1843 0,1087 0,0020 -0,1258 -0,2526 -0,3487 -0,3878 -0,3627 -0,2835 -0,1645 -0,0146 0,1613 0,3515 0,5387 0,7106 0,8553 0,9596 1,0206 1,0405 1,0080 0,9053 0,7304 0,4984 0,2215 -0,1011 -0,4645 -0,8228 -1,0936 -1,2082 -1,1582 -0,9937 -0,7741 -0,5263 -0,2534 0,0431 0,3626 0,6964 1,0078 1,2512 1,4106 1,4999 1,5459 1,5782 1,6201 1,6803 1,7530 1,8262 1,8894 1,9318 1,9383 1,9027 1,8394 1,7772 1,7470 1,7775 1,8870 2,0623 2,2602 2,4422 2,5896 2,6917 2,7489 2,7863 2,8429 2,9466 3,1035 3,2998 3,5118 3,7161 3,8895 4,0139 4,0935 4,1537 4,2146 4,2869 4,3845 4,5019 4,5869 4,5661 4,3941 4,0740 3,6471 3,1750 2,7245 2,3540 2,0964 1,9547 1,9131 1,9461 2,0218 2,1112 2,1992 2,2847 2,3710 2,4566 2,5344 2,6011 2,6717 2,7842 2,9724 3,2336 3,5416 3,8839 4,2595 4,6448 4,9874 5,2384 5,3835 5,4395 5,4289 5,3638 5,2478 5,0787 4,8651 4,6559 4,5362 4,5770 4,7966 5,1642 5,6170 6,0748 6,4744 6,7968 7,0373 7,1703 7,1674 7,0210 6,7402 6,3548 5,9252 5,5222 5,1912 4,9462 4,7891 4,7178 4,7310 4,8400 5,0592 5,3827 5,7802 6,2000 6,5798 6,8845 7,1081 7,2382 7,2720 7,2553 7,2565 7,3116 7,4102 7,5125 7,5803 7,6126 7,6449 7,7058 7,7874 7,8633 7,9152 7,9273 7,8682 7,7015 7,4211 7,0668 6,7052 6,4039 6,2068 6,1198 6,1297 6,2305 6,4066 6,5972 6,6961 6,5888 6,2113 5,5913 4,8290 4,0508 3,3819 2,9125 2,6663 2,6117 2,6898 2,8338 2,9872 3,1198 3,2295 3,3344 3,4522 3,5923 3,7724 4,0199 4,3362 4,6624 4,9070 5,0147 4,9970 4,9065 4,7898 4,6596 4,5062 4,3244 4,1224 3,9104 3,6862 3,4429 3,1885 2,9414 2,7088 2,4834 2,2522 1,9996 1,7134 1,4014 1,0977 0,8314 0,5970 0,3765 0,1591 -0,0829 -0,3931 -0,7780 -1,1851 -1,5447 -1,8061 -1,9347 -1,9215 -1,8040 -1,6415 -1,4698 -1,2997 -1,1436 -1,0257 -0,9691 -0,9761 -1,0188 -1,0500 -1,0225 -0,9028 -0,6747 -0,3381 0,0881 0,5568 0,9957 1,3325 1,5287 1,5965 1,5838 1,5384 1,4797 1,4094 1,3380 1,2860 1,2660 1,2646 1,2472 1,1921 1,1092 1,0289 0,9832 0,9938 1,0726 1,2191 1,4063 1,5853 1,7099 1,7482 1,6794 1,4999 1,2375 0,9392 0,6292 0,2909 -0,1020 -0,5564 -1,0608 -1,5908 -2,1052 -2,5526 -2,9044 -3,1793 -3,4246 -3,6718 -3,9130 -4,1111 -4,2288 -4,2481 -4,1697 -4,0120 -3,8224 -3,6504 -3,4918 -3,2926 -3,0157 -2,6695 -2,2780 -1,8585 -1,4305 -1,0290 -0,7061 -0,5141 -0,4759 -0,5654 -0,7115 -0,8364 -0,9026 -0,9219 -0,9182 -0,8908 -0,8156 -0,6706 -0,4531 -0,1807 0,1183 0,4118 0,6720 0,8899 1,0721 1,2089 1,2695 1,2425 1,1625 1,0797 1,0093 0,9315 0,8341 0,7365 0,6679 0,6384 0,6422 0,6815 0,7666 0,8980 1,0673 1,2706 1,5035 1,7412 1,9442 2,0836 2,1570 2,1887 2,2094 2,2284 2,2241 2,1538 1,9734 1,6676 1,2692 0,8412 0,4384 0,0845 -0,2191 -0,4713 -0,6665 -0,8013 -0,8738 -0,8828 -0,8330 -0,7369 -0,6174 -0,5082 -0,4300 -0,3594 -0,2478 -0,0688 0,1749 0,4758 0,8223 1,1854 1,5281 1,8326 2,1144 2,4090 2,7500 3,1495 3,5811 3,9911 4,3373 4,6137 4,8414 5,0380 5,1986 5,3066 5,3567 5,3640 5,3495 5,3229 5,2952 5,2984 5,3717 5,5191 5,6862 5,7793 5,7128 5,4504 5,0080 4,4243 3,7524 3,0670 2,4362 1,8819 1,3967 0,9823 0,6408 0,3517 0,0930 -0,1262 -0,2820 -0,3756 -0,4321 -0,4703 -0,4950 -0,5074 -0,5077 -0,4906 -0,4502 -0,3971 -0,3615 -0,3763 -0,4562 -0,5792 -0,6831 -0,6988 -0,5855 -0,3355 0,0371 0,5086 1,0567 1,6604 2,2805 2,8585 3,3657 3,8419 4,3604 4,9604 5,6094 6,2256 6,7340 7,1062 7,3499 7,4670 7,4439 7,2868 7,0446 6,7896 6,5809 6,4387 6,3441 6,2716 6,2079 6,1227 5,9627 5,7015 5,3614 4,9833 4,6091 4,2875 4,0618 3,9450 3,9133 3,9201 3,9156 3,8566 3,7063 3,4399 3,0557 2,5889 2,1086 1,6835 1,3550 1,1472 1,0723 1,1085 1,1948 1,2692 1,3038 1,2954 1,2490 1,1869 1,1427 1,1339 1,1679 1,2567 1,4010 1,5784 1,7504 1,8785 1,9450 1,9661 1,9761 1,9876 1,9691 1,8739 1,6863 1,4400 1,2074 1,0676 1,0648 1,1863 1,3795 1,5923 1,8042 2,0254 2,2619 2,4900 2,6721 2,7871 2,8412 2,8611 2,8838 2,9459 3,0654 3,2267 3,3979 3,5667 3,7488 3,9622 4,2192 4,5402 4,9454 5,4266 5,9349 6,4050 6,7967 7,1078 7,3516 7,5368 7,6612 7,7191 7,7200 7,6924 7,6701 7,6774 7,7211 7,7903 7,8569 7,8810 7,8332 7,7146 7,5447 7,3318 7,0560 6,6854 6,2145 5,6843 5,1647 4,7194 4,3906 4,2064 4,1716 4,2403 4,3199 4,3216 4,2074 3,9803 3,6488 3,2236 2,7330 2,2104 1,6747 1,1311 0,5877 0,0655 -0,3986 -0,7524 -0,9596 -1,0380 -1,0499 -1,0634 -1,1351 -1,2989 -1,5438 -1,8184 -2,0736 -2,2896 -2,4604 -2,5769 -2,6262 -2,5901 -2,4453 -2,1841 -1,8352 -1,4537 -1,0890
