Fp1   -1,1862 -1,5851 -1,9381 -2,1561 -2,2668 -2,3508 -2,4105 -2,3342 -2,0024 -1,3881 -0,5522 0,4232 1,5051 2,7433 4,1989 5,7843 7,2012 8,1101 8,3591 8,0256 7,3029 6,3855 5,3988 4,3770 3,2761 2,0010 0,4862 -1,1828 -2,7315 -3,8151 -4,2219 -3,9971 -3,3823 -2,6439 -1,9559 -1,3901 -0,9646 -0,6905 -0,5869 -0,6735 -0,9498 -1,3779 -1,8971 -2,4426 -2,9420 -3,3153 -3,5119 -3,5579 -3,5541 -3,6231 -3,8568 -4,3036 -4,9898 -5,9148 -6,9974 -8,0636 -8,9266 -9,4777 -9,7084 -9,6885 -9,5281 -9,3050 -8,9871 -8,4729 -7,7571 -7,0103 -6,4453 -6,1269 -5,9542 -5,8254 -5,7884 -6,0052 -6,5765 -7,4139 -8,2556 -8,7617 -8,6328 -7,7345 -6,1643 -4,2068 -2,2150 -0,5156 0,6222 1,0274 0,7185 -0,0483 -0,8891 -1,5498 -2,1094 -2,8717 -4,0408 -5,5417 -7,0909 -8,3332 -8,9528 -8,7677 -7,8006 -6,3018 -4,6741 -3,3001 -2,3895 -1,9353 -1,7492 -1,5773 -1,2820 -0,9434 -0,7754 -0,9506 -1,5035 -2,3914 -3,5833 -5,0592 -6,8001 -8,8081 -11,0656 -13,4269 -15,5743 -17,1402 -17,9112 -17,9254 -17,4051 -16,6153 -15,7613 -14,9784 -14,3714 -14,0018 -13,8394 -13,7885 -13,7697 -13,7305 -13,5930 -13,2318 -12,5022 -11,3168 -9,7545 -8,0836 -6,6187 -5,5339 -4,8127 -4,3300 -3,9538 -3,6053 -3,2670 -2,9640 -2,7479 -2,6800 -2,8340 -3,2948 -4,0874 -5,1067 -6,1682 -7,1283 -7,9609 -8,7358 -9,5059 -10,1883 -10,5449 -10,2982 -9,2928 -7,5800 -5,4100 -3,1748 -1,2910 -0,0598 0,4373 0,3668 0,0461 -0,2672 -0,5415 -0,9243 -1,5337 -2,3008 -2,9861 -3,3402 -3,2766 -2,9198 -2,5082 -2,2371 -2,1414 -2,0869 -1,8899 -1,4692 -0,9026 -0,3649 -0,0407 -0,0954 -0,6457 -1,6698 -2,9811 -4,3462 -5,6160 -6,7117 -7,5119 -7,8327 -7,5568 -6,7565 -5,6674 -4,5580 -3,6220 -2,9223 -2,3853 -1,8994 -1,4691 -1,2616 -1,5043 -2,3339 -3,6878 -5,3088 -6,8891 -8,2428 -9,3328 -10,1372 -10,5460 -10,4203 -9,7122 -8,5008 -6,9611 -5,3329 -3,8655 -2,7412 -2,0637 -1,8962 -2,2731 -3,1730 -4,4659 -5,8719 -7,0109 -7,5659 -7,4696 -6,9337 -6,2607 -5,6462 -5,1636 -4,8417 -4,6691 -4,5373 -4,2571 -3,7030 -2,9288 -2,0818 -1,2280 -0,3352 0,5900 1,4185 1,9462 1,9837 1,4142 0,2246 -1,4762 -3,4766 -5,5186 -7,3356 -8,6894 -9,4358 -9,5484 -9,0880 -8,1837 -7,0351 -5,8772 -4,9017 -4,2118 -3,8456 -3,7981 -4,0211 -4,4464 -4,9905 -5,5203 -5,8824 -6,0007 -5,8987 -5,6356 -5,2848 -4,9798 -4,9165 -5,2538 -5,9987 -6,9714 -7,8896 -8,5413 -8,8859 -8,9709 -8,8066 -8,3721 -7,6978 -6,8967 -6,1176 -5,4739 -5,0297 -4,8203 -4,8333 -5,0048 -5,2740 -5,6117 -5,9907 -6,3711 -6,7205 -7,0192 -7,2391 -7,3363 -7,2652 -6,9671 -6,3475 -5,3246 -3,9391 -2,4076 -1,0773 -0,3167 -0,3842 -1,3218 -2,9099 -4,7088 -6,1954 -6,9479 -6,7885 -5,8117 -4,2871 -2,5027 -0,6688 1,0577 2,5138 3,5313 3,9673 3,7590 3,0099 2,0043 1,0931 0,5511 0,4960 0,8750 1,5102 2,1999 2,8339 3,4054 3,8929 4,1761 4,0889 3,5157 2,4407 0,9890 -0,5474 -1,8212 -2,6553 -3,1263 -3,3959 -3,5120 -3,3924 -2,9404 -2,1395 -1,0903 -0,0362 0,6811 0,8095 0,3695 -0,3879 -1,1921 -1,8693 -2,3206 -2,4974 -2,4215 -2,1978 -1,9857 -1,9314 -2,0977 -2,4253 -2,7518 -2,9151 -2,8802 -2,7457 -2,6454 -2,7110 -3,1050 -3,9873 -5,3959 -7,1498 -8,8647 -10,0778 -10,4031 -9,6466 -7,8649 -5,3643 -2,6103 -0,0824 1,8144 2,7928 2,7659 1,9072 0,5874 -0,7876 -1,9497 -2,8255 -3,4248 -3,6982 -3,5351 -2,8894 -1,8828 -0,8017 0,0158 0,3905 0,4369 0,4467 0,6558 1,1343 1,8249 2,6177 3,3848 3,9771 4,2177 3,9364 3,0902 1,8901 0,7438 0,0190 -0,1512 0,1153 0,5496 0,8700 0,8914 0,5350 -0,2260 -1,3736 -2,7890 -4,2187 -5,3325 -5,8594 -5,7107 -4,9846 -3,8624 -2,5057 -1,0199 0,5299 2,0815 3,5361 4,7603 5,6618 6,2503 6,5796 6,6550 6,4220 5,8283 4,9178 3,9038 3,1257 2,8812 3,2923 4,3071 5,7626 7,4236 9,0245 10,3263 11,1446 11,3465 10,8706 9,7549 8,1126 6,0904 3,8827 1,7583 0,0046 -1,1902 -1,7758 -1,7577 -1,1179 0,1497 1,9443 4,0277 6,1106 7,9921 9,6214 11,0335 12,2335 13,1316 13,5731 13,4111 12,5564 11,0378 9,0577 6,9149 4,8262 2,8489 0,9625 -0,8355 -2,5023 -3,9810 -5,2535 -6,3455 -7,2611 -7,9295 -8,2258 -8,0463 -7,3892 -6,3855 -5,2424 -4,1433 -3,2152 -2,6221 -2,6498 -3,5593 -5,2942 -7,4111 -9,3281 -10,6108 -11,1038 -10,9142 -10,2685 -9,3395 -8,1762 -6,7583 -5,1067 -3,3316 -1,5708 0,0982 1,6720 3,1529 4,4741 5,4810 5,9787 5,8295 5,0661 3,9398 2,8267 2,0514 1,7750 2,0008 2,6490 3,6452 4,9748 6,6387 8,5148 10,2602 11,3669 11,3689 10,0885 7,7529 4,8871 2,0441 -0,4204 -2,3396 -3,5822 -3,9948 -3,4776 -2,1028 -0,2018 1,7139 3,2208 4,2026 4,8309 5,3792 6,0249 6,7373 7,3016 7,4696 7,1342 6,4023 5,5366 4,8206 4,4476 4,5187 5,0905 6,1805 7,7346 9,5587 11,2558 12,3280 12,4467 11,6333 10,2023 8,6071 7,3229 6,7640 7,2003 8,6527 10,8076 13,0841 14,8868 15,8525 15,8782 14,9874 13,2743 10,9660 8,4508 6,2026 4,6159 3,8295 3,6864 3,8434 3,9202 3,6563 3,0232 2,2148 1,5362 1,2849 1,6710 2,7566 4,3810 6,1138 7,3512 7,5769 6,6224 4,7594 2,6067
Fz    -0,5617 -0,8690 -1,1641 -1,4130 -1,6016 -1,7201 -1,7506 -1,6699 -1,4723 -1,1807 -0,8253 -0,4237 0,0129 0,4652 0,9018 1,2797 1,5586 1,7347 1,8609 2,0180 2,2606 2,5911 2,9681 3,3303 3,6121 3,7454 3,6757 3,3963 2,9613 2,4490 1,9069 1,3243 0,6588 -0,1041 -0,9058 -1,6300 -2,1679 -2,4711 -2,5520 -2,4608 -2,2714 -2,0684 -1,9174 -1,8317 -1,7732 -1,6955 -1,5908 -1,5030 -1,4984 -1,6182 -1,8567 -2,1709 -2,5082 -2,8297 -3,1092 -3,3147 -3,4003 -3,3158 -3,0282 -2,5469 -1,9314 -1,2627 -0,5881 0,0962 0,7972 1,4682 2,0205 2,3901 2,5771 2,6140 2,5159 2,2754 1,8964 1,4166 0,9027 0,4367 0,0947 -0,0846 -0,1138 -0,0372 0,1017 0,2661 0,4006 0,4291 0,3015 0,0446 -0,2453 -0,4802 -0,6543 -0,8251 -1,0291 -1,2411 -1,4025 -1,4624 -1,3956 -1,2059 -0,9295 -0,6326 -0,3828 -0,2061 -0,0749 0,0605 0,2330 0,4424 0,6624 0,8550 0,9799 1,0020 0,9042 0,6834 0,3341 -0,1524 -0,7733 -1,5055 -2,3089 -3,1325 -3,9176 -4,6089 -5,1679 -5,5720 -5,8066 -5,8665 -5,7693 -5,5627 -5,3165 -5,0963 -4,9364 -4,8394 -4,7954 -4,7842 -4,7596 -4,6446 -4,3486 -3,8085 -3,0420 -2,1530 -1,2634 -0,4380 0,3183 1,0150 1,6471 2,1982 2,6533 2,9995 3,2210 3,3000 3,2164 2,9512 2,5145 1,9653 1,3859 0,8436 0,3783 0,0060 -0,2735 -0,4617 -0,5429 -0,4830 -0,2438 0,2019 0,8463 1,6268 2,4403 3,1872 3,8159 4,3460 4,8455 5,3671 5,8979 6,3774 6,7590 7,0469 7,2858 7,5283 7,8087 8,1262 8,4420 8,6998 8,8587 8,9127 8,8799 8,7772 8,6014 8,3255 7,9096 7,3212 6,5649 5,7073 4,8574 4,1065 3,4848 2,9836 2,6103 2,3875 2,2989 2,2764 2,2530 2,1970 2,0943 1,9296 1,6991 1,4140 1,0744 0,6528 0,1097 -0,5717 -1,3541 -2,1446 -2,8302 -3,3306 -3,6237 -3,7264 -3,6650 -3,4753 -3,2142 -2,9533 -2,7631 -2,6989 -2,7848 -3,0089 -3,3403 -3,7456 -4,1906 -4,6419 -5,0709 -5,4422 -5,6985 -5,7774 -5,6561 -5,3739 -5,0132 -4,6743 -4,4554 -4,4155 -4,5339 -4,7110 -4,8244 -4,7984 -4,6270 -4,3361 -3,9441 -3,4766 -3,0056 -2,6407 -2,4708 -2,5248 -2,7800 -3,1837 -3,6660 -4,1590 -4,6187 -5,0210 -5,3404 -5,5402 -5,5818 -5,4412 -5,1280 -4,6923 -4,2035 -3,7127 -3,2424 -2,8097 -2,4393 -2,1517 -1,9503 -1,8183 -1,7231 -1,6326 -1,5323 -1,4243 -1,3155 -1,2201 -1,1719 -1,2119 -1,3547 -1,5715 -1,8095 -2,0290 -2,2301 -2,4432 -2,6860 -2,9365 -3,1485 -3,2847 -3,3280 -3,2748 -3,1331 -2,9393 -2,7704 -2,7168 -2,8285 -3,0795 -3,3833 -3,6481 -3,8145 -3,8603 -3,7924 -3,6378 -3,4327 -3,2096 -2,9805 -2,7346 -2,4677 -2,2084 -1,9986 -1,8553 -1,7673 -1,7133 -1,6618 -1,5656 -1,3730 -1,0474 -0,5825 -0,0118 0,5959 1,1595 1,6144 1,9180 2,0359 1,9430 1,6453 1,1822 0,6123 0,0114 -0,5388 -0,9859 -1,3321 -1,6161 -1,8668 -2,0698 -2,1703 -2,1002 -1,8194 -1,3521 -0,7877 -0,2447 0,1711 0,3990 0,4530 0,4264 0,4327 0,5179 0,6393 0,7346 0,7903 0,8458 0,9546 1,1533 1,4406 1,7642 2,0356 2,1839 2,2012 2,1301 2,0218 1,9233 1,8813 1,9234 2,0356 2,1736 2,2903 2,3505 2,3368 2,2572 2,1461 2,0450 1,9712 1,9121 1,8533 1,7976 1,7472 1,6866 1,5997 1,4985 1,4272 1,4390 1,5697 1,8211 2,1605 2,5370 2,9076 3,2429 3,5060 3,6429 3,6130 3,4181 3,1019 2,7340 2,3787 2,0627 1,7819 1,5432 1,3818 1,3339 1,4027 1,5533 1,7324 1,8981 2,0373 2,1586 2,2770 2,4071 2,5606 2,7415 2,9384 3,1231 3,2545 3,2799 3,1570 2,8962 2,5716 2,2793 2,0859 2,0135 2,0493 2,1623 2,3192 2,4825 2,5970 2,5986 2,4502 2,1699 1,8309 1,5327 1,3631 1,3791 1,6088 2,0513 2,6708 3,4018 4,1701 4,9113 5,5766 6,1374 6,5909 6,9481 7,2101 7,3619 7,3968 7,3473 7,2890 7,3021 7,4086 7,5413 7,5849 7,4552 7,1468 6,7266 6,2954 5,9450 5,7359 5,6968 5,8308 6,1086 6,4700 6,8475 7,1915 7,4723 7,6743 7,7984 7,8643 7,8975 7,9058 7,8681 7,7487 7,5349 7,2717 7,0564 6,9888 7,1119 7,3854 7,7047 7,9441 7,9882 7,7600 7,2510 6,5338 5,7383 5,0058 4,4401 4,0763 3,8893 3,8269 3,8373 3,8819 3,9437 4,0311 4,1642 4,3484 4,5532 4,7242 4,8188 4,8256 4,7505 4,5860 4,2953 3,8381 3,2174 2,4933 1,7573 1,1016 0,5951 0,2698 0,1243 0,1368 0,2807 0,5339 0,8713 1,2564 1,6553 2,0587 2,4877 2,9684 3,4982 4,0401 4,5542 5,0248 5,4535 5,8424 6,1899 6,4954 6,7605 6,9896 7,1915 7,3757 7,5432 7,6766 7,7329 7,6461 7,3456 6,7906 6,0050 5,0869 4,1806 3,4249 2,9038 2,6282 2,5548 2,6203 2,7751 2,9982 3,2813 3,6050 3,9345 4,2330 4,4863 4,7196 4,9803 5,2911 5,6138 5,8651 5,9754 5,9324 5,7812 5,5913 5,4180 5,2828 5,1765 5,0790 4,9876 4,9146 4,8501 4,7492 4,5655 4,2785 3,8987 3,4728 3,0795 2,7971 2,6720 2,7011 2,8218 2,9309 2,9302 2,7654 2,4287 1,9358 1,3103 0,5887 -0,1752 -0,9194 -1,5883 -2,1406 -2,5485 -2,7982 -2,8976 -2,8716 -2,7481 -2,5560 -2,3293 -2,0961 -1,8652 -1,6399 -1,4472 -1,3434 -1,3904 -1,6261 -2,0511 -2,6226 -3,2475
F3    -0,1941 -0,5621 -0,8731 -1,1037 -1,2588 -1,3481 -1,3638 -1,2714 -1,0358 -0,6584 -0,1789 0,3553 0,9042 1,4243 1,8552 2,1242 2,1799 2,0357 1,7801 1,5377 1,4099 1,4437 1,6417 1,9828 2,4216 2,8703 3,2122 3,3614 3,3088 3,0955 2,7471 2,2390 1,5253 0,6041 -0,4379 -1,4469 -2,2758 -2,8425 -3,1288 -3,1611 -3,0097 -2,7828 -2,5838 -2,4538 -2,3580 -2,2328 -2,0532 -1,8683 -1,7671 -1,8091 -1,9899 -2,2639 -2,5829 -2,9209 -3,2717 -3,6209 -3,9100 -4,0389 -3,9223 -3,5575 -3,0373 -2,4882 -1,9854 -1,5226 -1,0595 -0,5890 -0,1537 0,1928 0,4224 0,5329 0,5294 0,4244 0,2452 0,0246 -0,2178 -0,4675 -0,6995 -0,8862 -1,0175 -1,0975 -1,1222 -1,0802 -0,9840 -0,8843 -0,8398 -0,8723 -0,9542 -1,0480 -1,1534 -1,2915 -1,4478 -1,5608 -1,5747 -1,4812 -1,3098 -1,0991 -0,8966 -0,7743 -0,8039 -1,0027 -1,3095 -1,6149 -1,8174 -1,8689 -1,7856 -1,6325 -1,5007 -1,4768 -1,5995 -1,8423 -2,1477 -2,4766 -2,8234 -3,1978 -3,6056 -4,0415 -4,4910 -4,9391 -5,3754 -5,7861 -6,1451 -6,4182 -6,5777 -6,6261 -6,6064 -6,5782 -6,5745 -6,5881 -6,5958 -6,5800 -6,5243 -6,3870 -6,0861 -5,5426 -4,7561 -3,8227 -2,8698 -1,9854 -1,2134 -0,5822 -0,1143 0,1860 0,3413 0,3905 0,3666 0,2873 0,1557 -0,0342 -0,2811 -0,5688 -0,8791 -1,1972 -1,4957 -1,7301 -1,8667 -1,9083 -1,8848 -1,8191 -1,7003 -1,4792 -1,1001 -0,5481 0,1319 0,8602 1,5695 2,2418 2,9004 3,5580 4,1741 4,6709 4,9907 5,1408 5,1859 5,2038 5,2482 5,3324 5,4327 5,5100 5,5379 5,5126 5,4474 5,3647 5,2767 5,1612 4,9539 4,5773 3,9951 3,2500 2,4457 1,6888 1,0446 0,5453 0,2208 0,0856 0,0936 0,1479 0,1712 0,1442 0,0741 -0,0464 -0,2330 -0,4923 -0,8315 -1,2686 -1,8155 -2,4540 -3,1289 -3,7577 -4,2526 -4,5561 -4,6705 -4,6480 -4,5472 -4,4101 -4,2727 -4,1723 -4,1443 -4,2090 -4,3548 -4,5417 -4,7270 -4,8770 -4,9684 -5,0022 -5,0098 -5,0248 -5,0526 -5,0806 -5,1033 -5,1200 -5,1242 -5,1211 -5,1440 -5,2228 -5,3378 -5,4177 -5,3936 -5,2496 -5,0161 -4,7221 -4,3685 -3,9608 -3,5544 -3,2473 -3,1205 -3,1926 -3,4210 -3,7217 -3,9954 -4,1694 -4,2294 -4,2106 -4,1640 -4,1306 -4,1317 -4,1633 -4,1906 -4,1638 -4,0488 -3,8437 -3,5756 -3,2887 -3,0265 -2,8226 -2,7017 -2,6743 -2,7228 -2,8007 -2,8521 -2,8331 -2,7244 -2,5420 -2,3436 -2,2100 -2,2046 -2,3410 -2,5910 -2,9211 -3,3201 -3,7864 -4,2920 -4,7729 -5,1628 -5,4282 -5,5697 -5,5979 -5,5204 -5,3509 -5,1226 -4,8811 -4,6603 -4,4611 -4,2564 -4,0223 -3,7569 -3,4702 -3,1668 -2,8508 -2,5449 -2,2928 -2,1365 -2,0948 -2,1719 -2,3673 -2,6553 -2,9663 -3,2070 -3,3016 -3,2137 -2,9438 -2,5210 -1,9902 -1,3944 -0,7651 -0,1279 0,4877 1,0456 1,4957 1,7667 1,7909 1,5546 1,1099 0,5425 -0,0547 -0,5922 -1,0079 -1,3008 -1,5233 -1,7177 -1,8657 -1,9045 -1,7741 -1,4571 -0,9946 -0,4694 0,0211 0,3862 0,5681 0,5782 0,4995 0,4257 0,3928 0,3822 0,3766 0,3924 0,4684 0,6432 0,9328 1,3117 1,7067 2,0228 2,1931 2,2135 2,1324 2,0144 1,9167 1,8816 1,9182 1,9896 2,0352 2,0087 1,8946 1,7125 1,5130 1,3500 1,2521 1,2188 1,2317 1,2704 1,3198 1,3531 1,3287 1,2330 1,1238 1,1086 1,2709 1,6123 2,0519 2,4769 2,8063 3,0223 3,1485 3,2068 3,2036 3,1412 3,0217 2,8481 2,6345 2,4066 2,1862 1,9868 1,8253 1,7259 1,7028 1,7418 1,8104 1,8821 1,9460 2,0006 2,0497 2,1001 2,1602 2,2442 2,3694 2,5402 2,7347 2,9002 2,9574 2,8340 2,5165 2,0695 1,6008 1,2081 0,9508 0,8528 0,9200 1,1528 1,5345 2,0040 2,4552 2,7819 2,9373 2,9565 2,9233 2,9214 3,0092 3,2127 3,5204 3,8923 4,2852 4,6701 5,0256 5,3238 5,5397 5,6744 5,7531 5,7992 5,8226 5,8370 5,8820 6,0176 6,2833 6,6414 6,9614 7,0858 6,9260 6,5072 5,9478 5,4071 5,0247 4,8725 4,9493 5,2083 5,5817 5,9891 6,3499 6,6037 6,7285 6,7407 6,6767 6,5775 6,4842 6,4196 6,3638 6,2637 6,0930 5,9036 5,8089 5,9075 6,2122 6,6343 7,0324 7,2765 7,2742 6,9747 6,3869 5,5904 4,7111 3,8788 3,1911 2,6912 2,3719 2,2032 2,1566 2,2103 2,3470 2,5582 2,8375 3,1544 3,4360 3,5958 3,5840 3,4062 3,0979 2,6883 2,1811 1,5685 0,8573 0,0760 -0,7271 -1,4830 -2,1136 -2,5575 -2,7884 -2,8197 -2,6959 -2,4659 -2,1545 -1,7589 -1,2668 -0,6707 0,0255 0,7994 1,6048 2,3843 3,1006 3,7530 4,3538 4,8949 5,3507 5,7052 5,9615 6,1248 6,1851 6,1195 5,9107 5,5605 5,0889 4,5189 3,8626 3,1294 2,3491 1,5856 0,9250 0,4439 0,1773 0,1072 0,1735 0,2972 0,4172 0,5234 0,6544 0,8571 1,1538 1,5355 1,9762 2,4511 2,9424 3,4275 3,8683 4,2178 4,4451 4,5514 4,5636 4,5118 4,4064 4,2305 3,9537 3,5606 3,0823 2,5935 2,1651 1,8317 1,6040 1,4793 1,4385 1,4618 1,5433 1,6748 1,8280 1,9552 2,0007 1,9193 1,6944 1,3397 0,8854 0,3625 -0,2087 -0,8234 -1,4886 -2,2065 -2,9506 -3,6517 -4,2080 -4,5231 -4,5446 -4,2830 -3,8118 -3,2528 -2,7398 -2,3682 -2,1699 -2,1385 -2,2659 -2,5405 -2,9226 -3,3546 -3,7950 -4,2268 -4,6280
F7    -1,3746 -1,6126 -1,8209 -1,9455 -1,9380 -1,7790 -1,4788 -1,0594 -0,5481 0,0205 0,6195 1,2371 1,8618 2,4625 2,9814 3,3339 3,4278 3,2183 2,7566 2,1801 1,6535 1,3092 1,2039 1,3040 1,5001 1,6429 1,6044 1,3420 0,9195 0,4647 0,0907 -0,1671 -0,3540 -0,5398 -0,7528 -0,9592 -1,1059 -1,1768 -1,2010 -1,2262 -1,2963 -1,4395 -1,6502 -1,8735 -2,0176 -2,0025 -1,8164 -1,5368 -1,2890 -1,1731 -1,2258 -1,4315 -1,7547 -2,1617 -2,6165 -3,0644 -3,4319 -3,6465 -3,6619 -3,4811 -3,1611 -2,7868 -2,4219 -2,0870 -1,7894 -1,5590 -1,4363 -1,4217 -1,4578 -1,4785 -1,4694 -1,4720 -1,5381 -1,6903 -1,9116 -2,1513 -2,3383 -2,4129 -2,3573 -2,1946 -1,9618 -1,7034 -1,4931 -1,4285 -1,5751 -1,9081 -2,3161 -2,6840 -2,9778 -3,2283 -3,4467 -3,5917 -3,6062 -3,4540 -3,1235 -2,6285 -2,0253 -1,4240 -0,9567 -0,7119 -0,6966 -0,8528 -1,0964 -1,3467 -1,5473 -1,6753 -1,7433 -1,7873 -1,8456 -1,9479 -2,1164 -2,3637 -2,6922 -3,0997 -3,5755 -4,0864 -4,5709 -4,9631 -5,2267 -5,3634 -5,3950 -5,3459 -5,2422 -5,1235 -5,0466 -5,0612 -5,1761 -5,3605 -5,5693 -5,7476 -5,8217 -5,7084 -5,3406 -4,7013 -3,8541 -2,9376 -2,1014 -1,4341 -0,9557 -0,6608 -0,5468 -0,6056 -0,8035 -1,0772 -1,3516 -1,5683 -1,7140 -1,8260 -1,9468 -2,0780 -2,1902 -2,2616 -2,2983 -2,3271 -2,3747 -2,4369 -2,4615 -2,3653 -2,0679 -1,5148 -0,7059 0,2772 1,2812 2,1394 2,7482 3,1165 3,3470 3,5503 3,7635 3,9386 3,9955 3,8812 3,5986 3,2062 2,8003 2,4791 2,3039 2,2812 2,3750 2,5301 2,6884 2,7988 2,8219 2,7335 2,5229 2,1852 1,7244 1,1777 0,6209 0,1285 -0,2643 -0,5474 -0,6930 -0,6653 -0,4812 -0,2293 -0,0092 0,1290 0,1796 0,1483 0,0481 -0,0961 -0,2649 -0,4642 -0,7263 -1,0886 -1,5583 -2,0882 -2,5914 -2,9884 -3,2374 -3,3245 -3,2466 -3,0195 -2,6859 -2,3070 -1,9539 -1,6981 -1,5868 -1,6234 -1,7793 -2,0175 -2,3077 -2,6328 -2,9769 -3,3001 -3,5355 -3,6321 -3,6046 -3,5310 -3,5003 -3,5701 -3,7593 -4,0497 -4,3737 -4,6111 -4,6284 -4,3518 -3,8099 -3,1048 -2,3516 -1,6513 -1,1005 -0,7849 -0,7446 -0,9600 -1,3763 -1,9261 -2,5369 -3,1428 -3,7003 -4,1809 -4,5507 -4,7693 -4,8067 -4,6540 -4,3257 -3,8659 -3,3442 -2,8278 -2,3584 -1,9548 -1,6291 -1,4001 -1,2984 -1,3450 -1,5203 -1,7630 -1,9969 -2,1530 -2,1860 -2,0980 -1,9510 -1,8384 -1,8304 -1,9453 -2,1620 -2,4524 -2,8037 -3,2101 -3,6398 -4,0178 -4,2493 -4,2640 -4,0496 -3,6584 -3,1832 -2,7302 -2,3939 -2,2257 -2,2076 -2,2631 -2,3040 -2,2813 -2,1992 -2,0943 -2,0095 -1,9741 -1,9892 -2,0307 -2,0643 -2,0599 -2,0036 -1,9023 -1,7694 -1,6140 -1,4557 -1,3312 -1,2720 -1,2800 -1,3207 -1,3330 -1,2527 -1,0446 -0,7246 -0,3519 0,0029 0,2847 0,4592 0,5150 0,4677 0,3439 0,1659 -0,0355 -0,2088 -0,3054 -0,3101 -0,2467 -0,1592 -0,0826 -0,0148 0,0910 0,2886 0,5807 0,8994 1,1362 1,1904 1,0115 0,6340 0,1767 -0,2204 -0,4821 -0,6181 -0,6662 -0,6294 -0,4671 -0,1308 0,3915 1,0450 1,7035 2,2111 2,4592 2,4415 2,2300 1,9110 1,5567 1,2305 0,9777 0,8043 0,6790 0,5554 0,3906 0,1609 -0,1220 -0,4071 -0,6244 -0,7252 -0,7080 -0,6053 -0,4634 -0,3430 -0,3142 -0,4172 -0,6235 -0,8382 -0,9419 -0,8390 -0,4882 0,0885 0,8131 1,5741 2,2461 2,6991 2,8196 2,5627 1,9869 1,2314 0,4575 -0,2064 -0,6867 -0,9401 -0,9266 -0,6251 -0,0785 0,5906 1,2127 1,6311 1,7653 1,6449 1,3859 1,1321 0,9989 1,0383 1,2293 1,4908 1,7099 1,7742 1,5975 1,1548 0,5168 -0,1586 -0,6939 -0,9667 -0,9412 -0,6550 -0,1848 0,3845 0,9649 1,4557 1,7566 1,8099 1,6366 1,3398 1,0677 0,9529 1,0661 1,4042 1,9046 2,4741 3,0205 3,4741 3,7934 3,9641 4,0034 3,9585 3,8805 3,7923 3,6816 3,5292 3,3572 3,2581 3,3546 3,7046 4,2378 4,7898 5,1986 5,3817 5,3500 5,1713 4,9231 4,6632 4,4250 4,2191 4,0247 3,7932 3,4800 3,0771 2,6171 2,1630 1,8025 1,6320 1,7145 2,0313 2,4707 2,8786 3,1464 3,2739 3,3625 3,5454 3,9074 4,4448 5,0777 5,6825 6,1151 6,2420 5,9964 5,4145 4,6094 3,7117 2,8260 2,0207 1,3478 0,8616 0,6046 0,5757 0,7275 0,9970 1,3305 1,6807 1,9934 2,2175 2,3298 2,3389 2,2605 2,0793 1,7321 1,1472 0,3156 -0,6797 -1,6941 -2,5738 -3,2024 -3,5312 -3,5740 -3,3812 -3,0130 -2,5190 -1,9319 -1,2768 -0,5841 0,1108 0,7742 1,3700 1,8545 2,1916 2,3822 2,4701 2,5120 2,5438 2,5774 2,6155 2,6585 2,6978 2,7118 2,6813 2,6143 2,5459 2,4969 2,4289 2,2413 1,8256 1,1447 0,2718 -0,6460 -1,4702 -2,1327 -2,6294 -2,9683 -3,1388 -3,1182 -2,8933 -2,4795 -1,9236 -1,2859 -0,6163 0,0629 0,7555 1,4601 2,1304 2,6694 2,9721 2,9827 2,7220 2,2773 1,7660 1,2930 0,9312 0,7240 0,6931 0,8383 1,1174 1,4270 1,6367 1,6626 1,5058 1,2396 0,9821 0,8551 0,9300 1,2021 1,6034 2,0260 2,3559 2,5137 2,4757 2,2576 1,8793 1,3513 0,6945 -0,0409 -0,7793 -1,4331 -1,9146 -2,1516 -2,1186 -1,8628 -1,4843 -1,0846 -0,7363 -0,4806 -0,3300 -0,2673 -0,2628 -0,3063 -0,4238 -0,6591 -1,0393 -1,5549 -2,1510 -2,7217
