Fp1   -2,6368 -2,5426 -2,3271 -2,0199 -1,6678 -1,3172 -1,0048 -0,7486 -0,5411 -0,3624 -0,1989 -0,0451 0,1064 0,2635 0,4234 0,5672 0,6672 0,7049 0,6886 0,6541 0,6489 0,7119 0,8570 1,0685 1,3073 1,5228 1,6672 1,7104 1,6441 1,4792 1,2463 0,9903 0,7492 0,5398 0,3609 0,2048 0,0651 -0,0663 -0,2036 -0,3585 -0,5191 -0,6468 -0,7007 -0,6663 -0,5632 -0,4355 -0,3344 -0,2942 -0,3101 -0,3380 -0,3209 -0,2272 -0,0714 0,0980 0,2289 0,2860 0,2569 0,1552 0,0196 -0,0951 -0,1325 -0,0518 0,1584 0,4773 0,8604 1,2490 1,5778 1,7903 1,8608 1,8042 1,6591 1,4634 1,2516 1,0639 0,9449 0,9275 1,0206 1,2112 1,4750 1,7834 2,1102 2,4427 2,7797 3,1137 3,4154 3,6394 3,7483 3,7359 3,6250 3,4487 3,2413 3,0364 2,8571 2,6998 2,5300 2,2968 1,9583 1,5050 0,9661 0,3950 -0,1458 -0,5980 -0,9237 -1,1150 -1,1913 -1,1864 -1,1310 -1,0422 -0,9235 -0,7687 -0,5681 -0,3225 -0,0484 0,2359 0,5214 0,8082 1,1046 1,4284 1,7986 2,2233 2,7003 3,2229 3,7766 4,3342 4,8600 5,3216 5,7029 6,0084 6,2552 6,4647 6,6558 6,8370 6,9965 7,1021 7,1141 7,0002 6,7472 6,3663 5,8862 5,3468 4,8022 4,3209 3,9650 3,7610 3,6891 3,6983 3,7325 3,7538 3,7465 3,7069 3,6375 3,5486 3,4550 3,3736 3,3259 3,3281 3,3723 3,4235 3,4449 3,4207 3,3581 3,2756 3,1925 3,1216 3,0591 2,9747 2,8207 2,5619 2,2006 1,7760 1,3475 0,9726 0,6833 0,4717 0,2997 0,1232 -0,0887 -0,3411 -0,6103 -0,8549 -1,0371 -1,1406 -1,1707 -1,1478 -1,1078 -1,0996 -1,1691 -1,3377 -1,5920 -1,8889 -2,1651 -2,3524 -2,4049 -2,3207 -2,1464 -1,9599 -1,8378 -1,8244 -1,9235 -2,1058 -2,3152 -2,4869 -2,5819 -2,6066 -2,6026 -2,6240 -2,7136 -2,8819 -3,0983 -3,3049 -3,4470 -3,4980 -3,4597 -3,3428 -3,1512 -2,8982 -2,6310 -2,4186 -2,3102 -2,3043 -2,3522 -2,3903 -2,3756 -2,2987 -2,1776 -2,0509 -1,9680 -1,9734 -2,0925 -2,3168 -2,5971 -2,8662 -3,0766 -3,2162 -3,3003 -3,3599 -3,4331 -3,5469 -3,7036 -3,8828 -4,0593 -4,2180 -4,3528 -4,4607 -4,5422 -4,6017 -4,6468 -4,6840 -4,7080 -4,6968 -4,6231 -4,4737 -4,2616 -4,0241 -3,8102 -3,6664 -3,6241 -3,6875 -3,8316 -4,0106 -4,1726 -4,2766 -4,3016 -4,2458 -4,1238 -3,9621 -3,7873 -3,6145 -3,4430 -3,2612 -3,0530 -2,8027 -2,5068 -2,1835 -1,8688 -1,6039 -1,4226 -1,3425 -1,3547 -1,4206 -1,4858 -1,5080 -1,4725 -1,3862 -1,2701 -1,1594 -1,0902 -1,0756 -1,0962 -1,1109 -1,0732 -0,9460 -0,7151 -0,3971 -0,0371 0,2996 0,5434 0,6418 0,5719 0,3458 0,0158 -0,3351 -0,6262 -0,8151 -0,9116 -0,9659 -1,0350 -1,1491 -1,3101 -1,5041 -1,7039 -1,8682 -1,9555 -1,9428 -1,8391 -1,6813 -1,5134 -1,3662 -1,2490 -1,1519 -1,0533 -0,9371 -0,8019 -0,6547 -0,4996 -0,3407 -0,1917 -0,0709 0,0183 0,0923 0,1724 0,2693 0,3811 0,4985 0,6020 0,6613 0,6503 0,5652 0,4265 0,2685 0,1230 0,0042 -0,0866 -0,1404 -0,1326 -0,0437 0,1226 0,3426 0,5879 0,8384 1,0880 1,3374 1,5822 1,8034 1,9693 2,0530 2,0488 1,9742 1,8585 1,7339 1,6324 1,5806 1,5900 1,6533 1,7474 1,8370 1,8856 1,8783 1,8253 1,7447 1,6525 1,5651 1,4965 1,4477 1,4062 1,3522 1,2642 1,1294 0,9502 0,7428 0,5281 0,3199 0,1172 -0,0925 -0,3228 -0,5826 -0,8715 -1,1707 -1,4404 -1,6263 -1,6765 -1,5663 -1,3193 -1,0014 -0,6885 -0,4345 -0,2545 -0,1264 -0,0026 0,1690 0,4221 0,7487 1,0961 1,3966 1,6056 1,7116 1,7214 1,6517 1,5298 1,3877 1,2530 1,1526 1,1173 1,1680 1,2964 1,4692 1,6476 1,8016 1,9127 1,9790 2,0277 2,1124 2,2767 2,5192 2,7928 3,0269 3,1560 3,1504 3,0351 2,8804 2,7665 2,7442 2,8107 2,9174 2,9986 2,9939 2,8623 2,6081 2,2931 2,0058 1,8211 1,7845 1,9079 2,1698 2,5255 2,9221 3,3116 3,6596 3,9440 4,1503 4,2790 4,3466 4,3750 4,3853 4,3970 4,4205 4,4518 4,4732 4,4598 4,3916 4,2636 4,0831 3,8579 3,5876 3,2648 2,8844 2,4448 1,9466 1,4077 0,8763 0,4127 0,0600 -0,1645 -0,2646 -0,2633 -0,2023 -0,1339 -0,1017 -0,1235 -0,1889 -0,2719 -0,3564 -0,4554 -0,6031 -0,8256 -1,1100 -1,4078 -1,6687 -1,8617 -1,9681 -1,9820 -1,9199 -1,8194 -1,7210 -1,6546 -1,6384 -1,6707 -1,7144 -1,7024 -1,5706 -1,2818 -0,8324 -0,2604 0,3619 0,9624 1,4972 1,9431 2,2763 2,4756 2,5452 2,5188 2,4380 2,3336 2,2260 2,1307 2,0480 1,9518 1,8016 1,5710 1,2669 0,9296 0,6144 0,3583 0,1559 -0,0309 -0,2442 -0,5099 -0,8306 -1,1803 -1,5039 -1,7393 -1,8518 -1,8532 -1,7957 -1,7524 -1,7967 -1,9726 -2,2667 -2,6265 -3,0017 -3,3482 -3,6246 -3,8194 -3,9594 -4,0760 -4,1879 -4,3128 -4,4694 -4,6553 -4,8303 -4,9412 -4,9743 -4,9734 -5,0052 -5,1291 -5,3938 -5,8210 -6,3768 -6,9745 -7,5190 -7,9537 -8,2778 -8,5246 -8,7288 -8,9244 -9,1576 -9,4762 -9,8957 -10,3787 -10,8531 -11,2522 -11,5395 -11,7062 -11,7625 -11,7400 -11,6976 -11,7099 -11,8240 -12,0267 -12,2591 -12,4518 -12,5491 -12,5262 -12,3953 -12,1958 -11,9719 -11,7421 -11,4890 -11,1888 -10,8401 -10,4590 -10,0613 -9,6627 -9,2949 -9,0116 -8,8699 -8,8887 -9,0169 -9,1593 -9,2448
Fz    -2,4239 -2,4338 -2,3460 -2,1719 -1,9355 -1,6646 -1,3852 -1,1168 -0,8647 -0,6257 -0,4018 -0,2000 -0,0223 0,1375 0,2862 0,4219 0,5342 0,6138 0,6632 0,6970 0,7378 0,8100 0,9309 1,1023 1,3064 1,5096 1,6720 1,7614 1,7614 1,6689 1,4948 1,2649 1,0103 0,7569 0,5222 0,3167 0,1452 0,0033 -0,1268 -0,2661 -0,4168 -0,5530 -0,6378 -0,6485 -0,5874 -0,4777 -0,3520 -0,2397 -0,1524 -0,0783 0,0083 0,1247 0,2629 0,3949 0,4926 0,5398 0,5309 0,4697 0,3691 0,2511 0,1441 0,0797 0,0830 0,1658 0,3253 0,5428 0,7858 1,0169 1,2077 1,3467 1,4328 1,4686 1,4677 1,4616 1,4928 1,5956 1,7826 2,0485 2,3749 2,7279 3,0637 3,3540 3,6002 3,8195 4,0198 4,1894 4,3065 4,3602 4,3558 4,3037 4,2095 4,0780 3,9140 3,7177 3,4798 3,1829 2,8102 2,3635 1,8712 1,3755 0,9179 0,5307 0,2284 0,0068 -0,1491 -0,2523 -0,3038 -0,2978 -0,2346 -0,1245 0,0181 0,1749 0,3263 0,4614 0,5835 0,7066 0,8537 1,0560 1,3410 1,7164 2,1682 2,6724 3,2043 3,7402 4,2608 4,7551 5,2206 5,6615 6,0815 6,4790 6,8484 7,1809 7,4599 7,6597 7,7509 7,7110 7,5344 7,2371 6,8519 6,4198 5,9856 5,5972 5,2935 5,0884 4,9678 4,9001 4,8529 4,8054 4,7468 4,6713 4,5790 4,4806 4,3940 4,3381 4,3300 4,3786 4,4734 4,5851 4,6793 4,7277 4,7094 4,6130 4,4409 4,2089 3,9320 3,6060 3,2100 2,7334 2,1971 1,6480 1,1404 0,7198 0,4059 0,1826 0,0078 -0,1627 -0,3528 -0,5564 -0,7463 -0,8933 -0,9826 -1,0196 -1,0238 -1,0209 -1,0405 -1,1136 -1,2641 -1,4970 -1,7958 -2,1256 -2,4391 -2,6877 -2,8405 -2,8957 -2,8798 -2,8391 -2,8229 -2,8650 -2,9771 -3,1506 -3,3569 -3,5550 -3,7119 -3,8170 -3,8793 -3,9185 -3,9534 -3,9910 -4,0200 -4,0194 -3,9736 -3,8782 -3,7355 -3,5461 -3,3080 -3,0315 -2,7542 -2,5272 -2,3830 -2,3145 -2,2808 -2,2287 -2,1195 -1,9447 -1,7261 -1,5079 -1,3408 -1,2659 -1,3049 -1,4541 -1,6824 -1,9463 -2,2103 -2,4525 -2,6601 -2,8324 -2,9842 -3,1373 -3,3021 -3,4720 -3,6377 -3,7980 -3,9554 -4,1098 -4,2584 -4,3958 -4,5153 -4,6120 -4,6789 -4,7028 -4,6720 -4,5894 -4,4774 -4,3683 -4,2905 -4,2636 -4,2975 -4,3904 -4,5254 -4,6734 -4,8042 -4,8983 -4,9471 -4,9464 -4,8957 -4,8009 -4,6711 -4,5120 -4,3241 -4,1075 -3,8633 -3,5930 -3,3010 -3,0015 -2,7182 -2,4758 -2,2926 -2,1775 -2,1241 -2,1086 -2,0989 -2,0720 -2,0213 -1,9492 -1,8644 -1,7823 -1,7171 -1,6673 -1,6146 -1,5347 -1,4054 -1,2097 -0,9398 -0,6051 -0,2355 0,1222 0,4155 0,6013 0,6550 0,5745 0,3864 0,1466 -0,0772 -0,2324 -0,2995 -0,2959 -0,2590 -0,2222 -0,2108 -0,2465 -0,3382 -0,4680 -0,5934 -0,6654 -0,6533 -0,5603 -0,4170 -0,2633 -0,1301 -0,0266 0,0585 0,1387 0,2178 0,2964 0,3826 0,4850 0,6016 0,7274 0,8696 1,0447 1,2582 1,4931 1,7192 1,9107 2,0496 2,1221 2,1248 2,0686 1,9720 1,8529 1,7247 1,5926 1,4634 1,3595 1,3155 1,3569 1,4851 1,6822 1,9248 2,1977 2,4979 2,8236 3,1564 3,4552 3,6701 3,7715 3,7674 3,6960 3,6044 3,5353 3,5208 3,5768 3,6975 3,8583 4,0235 4,1532 4,2147 4,2008 4,1281 4,0138 3,8646 3,6849 3,4819 3,2581 3,0108 2,7394 2,4516 2,1633 1,8911 1,6444 1,4209 1,2078 0,9878 0,7446 0,4694 0,1660 -0,1454 -0,4296 -0,6444 -0,7471 -0,7012 -0,4947 -0,1585 0,2375 0,6172 0,9312 1,1687 1,3532 1,5276 1,7301 1,9733 2,2380 2,4854 2,6785 2,7976 2,8415 2,8204 2,7531 2,6673 2,5889 2,5309 2,4997 2,5047 2,5516 2,6351 2,7443 2,8715 3,0124 3,1607 3,3065 3,4476 3,5988 3,7768 3,9751 4,1616 4,2919 4,3241 4,2366 4,0463 3,8080 3,5882 3,4305 3,3386 3,2829 3,2247 3,1321 2,9896 2,8083 2,6305 2,5102 2,4918 2,5963 2,8171 3,1235 3,4732 3,8267 4,1578 4,4554 4,7119 4,9151 5,0565 5,1384 5,1668 5,1502 5,1045 5,0490 4,9941 4,9346 4,8517 4,7245 4,5416 4,3054 4,0276 3,7230 3,4038 3,0727 2,7196 2,3297 1,9061 1,4798 1,0950 0,7914 0,5990 0,5315 0,5762 0,6909 0,8204 0,9250 0,9961 1,0461 1,0837 1,0944 1,0398 0,8799 0,6052 0,2533 -0,1133 -0,4458 -0,7226 -0,9375 -1,0914 -1,1934 -1,2591 -1,3025 -1,3323 -1,3552 -1,3740 -1,3771 -1,3359 -1,2173 -0,9981 -0,6743 -0,2653 0,1957 0,6791 1,1650 1,6332 2,0573 2,4106 2,6774 2,8546 2,9443 2,9506 2,8830 2,7569 2,5868 2,3815 2,1475 1,8967 1,6501 1,4353 1,2760 1,1754 1,1112 1,0516 0,9730 0,8647 0,7271 0,5732 0,4279 0,3145 0,2394 0,1848 0,1159 -0,0005 -0,1820 -0,4273 -0,7161 -1,0221 -1,3255 -1,6062 -1,8384 -2,0089 -2,1246 -2,2008 -2,2609 -2,3448 -2,4974 -2,7408 -3,0587 -3,4096 -3,7560 -4,0791 -4,3727 -4,6441 -4,9202 -5,2334 -5,5928 -5,9753 -6,3406 -6,6566 -6,9196 -7,1547 -7,3979 -7,6798 -8,0209 -8,4275 -8,8816 -9,3399 -9,7540 -10,0936 -10,3523 -10,5394 -10,6774 -10,8025 -10,9628 -11,1957 -11,4968 -11,8200 -12,1112 -12,3295 -12,4495 -12,4615 -12,3691 -12,1880 -11,9471 -11,6771 -11,3975 -11,1200 -10,8528 -10,5967 -10,3500 -10,1186 -9,9210 -9,7870 -9,7452 -9,7989 -9,9100 -10,0151 -10,0626
F3    -2,6097 -2,5713 -2,4372 -2,2347 -1,9941 -1,7384 -1,4826 -1,2339 -0,9871 -0,7319 -0,4678 -0,2040 0,0557 0,3102 0,5450 0,7303 0,8369 0,8562 0,8089 0,7360 0,6835 0,6901 0,7763 0,9346 1,1296 1,3117 1,4350 1,4739 1,4258 1,3042 1,1319 0,9371 0,7432 0,5619 0,3976 0,2550 0,1386 0,0412 -0,0585 -0,1769 -0,3028 -0,3963 -0,4187 -0,3605 -0,2416 -0,0982 0,0288 0,1122 0,1570 0,1979 0,2744 0,4015 0,5579 0,6987 0,7823 0,7885 0,7204 0,5979 0,4517 0,3186 0,2370 0,2412 0,3521 0,5686 0,8678 1,2081 1,5340 1,7910 1,9459 1,9957 1,9541 1,8408 1,6861 1,5374 1,4526 1,4805 1,6440 1,9367 2,3307 2,7810 3,2341 3,6473 3,9992 4,2748 4,4498 4,5016 4,4364 4,3003 4,1525 4,0292 3,9355 3,8611 3,7926 3,7121 3,5913 3,3939 3,0890 2,6711 2,1709 1,6470 1,1700 0,7998 0,5639 0,4516 0,4244 0,4343 0,4418 0,4283 0,3982 0,3726 0,3713 0,3969 0,4376 0,4859 0,5458 0,6282 0,7514 0,9420 1,2237 1,6031 2,0686 2,6011 3,1780 3,7706 4,3479 4,8868 5,3811 5,8408 6,2774 6,6901 7,0649 7,3820 7,6182 7,7500 7,7641 7,6639 7,4650 7,1893 6,8585 6,4914 6,1118 5,7605 5,4859 5,3187 5,2582 5,2790 5,3440 5,4173 5,4730 5,4993 5,4973 5,4731 5,4296 5,3732 5,3254 5,3088 5,3192 5,3243 5,2943 5,2214 5,1129 4,9776 4,8215 4,6506 4,4663 4,2538 3,9824 3,6254 3,1818 2,6789 2,1623 1,6839 1,2816 0,9600 0,6917 0,4409 0,1867 -0,0684 -0,3054 -0,5005 -0,6393 -0,7243 -0,7697 -0,7944 -0,8251 -0,8965 -1,0377 -1,2545 -1,5268 -1,8172 -2,0793 -2,2658 -2,3455 -2,3208 -2,2308 -2,1364 -2,0936 -2,1320 -2,2510 -2,4241 -2,6043 -2,7401 -2,8045 -2,8094 -2,7927 -2,7977 -2,8546 -2,9650 -3,0970 -3,2014 -3,2384 -3,1939 -3,0769 -2,9042 -2,6880 -2,4447 -2,2116 -2,0403 -1,9637 -1,9720 -2,0183 -2,0448 -2,0100 -1,9022 -1,7390 -1,5606 -1,4186 -1,3576 -1,3999 -1,5346 -1,7218 -1,9185 -2,1057 -2,2846 -2,4572 -2,6233 -2,7868 -2,9511 -3,1083 -3,2450 -3,3593 -3,4651 -3,5799 -3,7123 -3,8610 -4,0160 -4,1622 -4,2855 -4,3706 -4,3958 -4,3399 -4,2001 -4,0038 -3,7987 -3,6311 -3,5328 -3,5189 -3,5882 -3,7212 -3,8791 -4,0137 -4,0854 -4,0722 -3,9693 -3,7870 -3,5488 -3,2839 -3,0174 -2,7656 -2,5388 -2,3400 -2,1622 -1,9904 -1,8139 -1,6352 -1,4689 -1,3347 -1,2503 -1,2202 -1,2266 -1,2378 -1,2298 -1,1940 -1,1281 -1,0360 -0,9373 -0,8618 -0,8249 -0,8117 -0,7871 -0,7143 -0,5678 -0,3412 -0,0521 0,2642 0,5651 0,8082 0,9577 0,9885 0,8917 0,6843 0,4152 0,1520 -0,0492 -0,1673 -0,2204 -0,2459 -0,2768 -0,3343 -0,4309 -0,5658 -0,7191 -0,8545 -0,9353 -0,9447 -0,8947 -0,8105 -0,7113 -0,6041 -0,4851 -0,3430 -0,1711 0,0244 0,2308 0,4371 0,6323 0,8041 0,9497 1,0819 1,2185 1,3647 1,5092 1,6343 1,7287 1,7862 1,7998 1,7660 1,6937 1,6042 1,5239 1,4690 1,4328 1,3922 1,3378 1,2896 1,2820 1,3390 1,4669 1,6593 1,9055 2,1983 2,5331 2,8952 3,2474 3,5371 3,7238 3,8009 3,7932 3,7369 3,6672 3,6159 3,6058 3,6422 3,7116 3,7882 3,8406 3,8445 3,7980 3,7175 3,6173 3,5026 3,3796 3,2577 3,1387 3,0122 2,8657 2,6942 2,5025 2,3008 2,0987 1,9024 1,7121 1,5209 1,3141 1,0732 0,7833 0,4452 0,0875 -0,2347 -0,4524 -0,5008 -0,3477 -0,0207 0,3996 0,8195 1,1735 1,4393 1,6344 1,8034 1,9976 2,2468 2,5419 2,8396 3,0867 3,2489 3,3182 3,3018 3,2141 3,0808 2,9396 2,8295 2,7814 2,8129 2,9229 3,0923 3,2931 3,4950 3,6700 3,7989 3,8782 3,9270 3,9823 4,0748 4,2040 4,3411 4,4463 4,4847 4,4417 4,3362 4,2151 4,1271 4,0928 4,0927 4,0832 4,0265 3,9064 3,7250 3,5057 3,2974 3,1597 3,1384 3,2510 3,4859 3,8094 4,1778 4,5488 4,8906 5,1875 5,4320 5,6168 5,7411 5,8143 5,8478 5,8528 5,8425 5,8253 5,7948 5,7267 5,5890 5,3612 5,0461 4,6663 4,2529 3,8376 3,4428 3,0705 2,7014 2,3133 1,9103 1,5300 1,2153 0,9886 0,8533 0,8051 0,8321 0,9109 1,0117 1,1103 1,1952 1,2608 1,3010 1,3050 1,2542 1,1257 0,9108 0,6346 0,3444 0,0755 -0,1610 -0,3631 -0,5262 -0,6469 -0,7263 -0,7736 -0,8063 -0,8465 -0,9049 -0,9659 -0,9887 -0,9280 -0,7510 -0,4444 -0,0200 0,4873 1,0357 1,5886 2,1133 2,5744 2,9357 3,1776 3,3099 3,3595 3,3459 3,2721 3,1366 2,9426 2,6941 2,3944 2,0534 1,6946 1,3570 1,0842 0,9012 0,7969 0,7351 0,6784 0,6030 0,5012 0,3827 0,2713 0,1925 0,1553 0,1461 0,1364 0,0921 -0,0230 -0,2345 -0,5347 -0,8896 -1,2649 -1,6278 -1,9410 -2,1850 -2,3726 -2,5290 -2,6783 -2,8483 -3,0630 -3,3203 -3,5847 -3,8108 -3,9798 -4,1083 -4,2236 -4,3494 -4,5114 -4,7326 -5,0151 -5,3342 -5,6529 -5,9454 -6,2128 -6,4767 -6,7589 -7,0779 -7,4544 -7,9017 -8,4022 -8,9033 -9,3474 -9,7050 -9,9772 -10,1774 -10,3220 -10,4308 -10,5309 -10,6527 -10,8125 -10,9995 -11,1876 -11,3518 -11,4713 -11,5301 -11,5183 -11,4330 -11,2767 -11,0496 -10,7476 -10,3758 -9,9573 -9,5266 -9,1214 -8,7788 -8,5296 -8,3945 -8,3809 -8,4727 -8,6210 -8,7635 -8,8607
F7    -2,3092 -2,2862 -2,1860 -2,0183 -1,8047 -1,5714 -1,3413 -1,1237 -0,9090 -0,6857 -0,4613 -0,2552 -0,0758 0,0847 0,2359 0,3781 0,5040 0,6035 0,6689 0,7014 0,7166 0,7400 0,7932 0,8810 0,9873 1,0823 1,1378 1,1423 1,1036 1,0377 0,9590 0,8775 0,7970 0,7145 0,6220 0,5153 0,4007 0,2873 0,1744 0,0557 -0,0629 -0,1589 -0,2120 -0,2193 -0,1925 -0,1487 -0,1046 -0,0681 -0,0312 0,0241 0,1108 0,2260 0,3490 0,4494 0,4989 0,4829 0,4052 0,2879 0,1635 0,0665 0,0256 0,0586 0,1685 0,3438 0,5592 0,7755 0,9460 1,0337 1,0291 0,9508 0,8265 0,6755 0,5117 0,3589 0,2542 0,2316 0,3032 0,4637 0,7038 1,0065 1,3404 1,6749 1,9941 2,2868 2,5352 2,7185 2,8269 2,8740 2,8904 2,9001 2,9041 2,8894 2,8457 2,7660 2,6376 2,4382 2,1437 1,7455 1,2668 0,7577 0,2749 -0,1349 -0,4467 -0,6604 -0,7932 -0,8697 -0,9142 -0,9458 -0,9738 -0,9915 -0,9773 -0,9118 -0,7914 -0,6249 -0,4229 -0,1928 0,0667 0,3677 0,7228 1,1317 1,5832 2,0671 2,5748 3,0920 3,6006 4,0843 4,5329 4,9421 5,3115 5,6410 5,9312 6,1813 6,3839 6,5218 6,5762 6,5392 6,4205 6,2421 6,0236 5,7730 5,4956 5,2107 4,9535 4,7600 4,6481 4,6109 4,6267 4,6715 4,7199 4,7453 4,7319 4,6857 4,6281 4,5820 4,5649 4,5824 4,6159 4,6293 4,5982 4,5304 4,4553 4,4011 4,3789 4,3796 4,3771 4,3295 4,1905 3,9347 3,5756 3,1565 2,7327 2,3588 2,0746 1,8851 1,7571 1,6383 1,4836 1,2751 1,0285 0,7858 0,5925 0,4746 0,4299 0,4312 0,4345 0,3948 0,2881 0,1217 -0,0745 -0,2628 -0,4038 -0,4635 -0,4288 -0,3158 -0,1663 -0,0344 0,0324 0,0116 -0,0901 -0,2438 -0,4060 -0,5364 -0,6222 -0,6807 -0,7426 -0,8366 -0,9783 -1,1598 -1,3482 -1,5009 -1,5881 -1,6071 -1,5761 -1,5150 -1,4309 -1,3279 -1,2263 -1,1591 -1,1492 -1,1936 -1,2666 -1,3343 -1,3701 -1,3653 -1,3331 -1,3083 -1,3354 -1,4487 -1,6590 -1,9478 -2,2679 -2,5637 -2,7976 -2,9588 -3,0575 -3,1191 -3,1756 -3,2475 -3,3306 -3,4042 -3,4543 -3,4861 -3,5185 -3,5702 -3,6500 -3,7483 -3,8422 -3,9119 -3,9437 -3,9236 -3,8392 -3,6920 -3,5028 -3,3041 -3,1278 -2,9988 -2,9343 -2,9424 -3,0181 -3,1414 -3,2824 -3,4084 -3,4883 -3,4975 -3,4284 -3,2945 -3,1222 -2,9358 -2,7482 -2,5610 -2,3685 -2,1572 -1,9122 -1,6362 -1,3593 -1,1256 -0,9747 -0,9292 -0,9798 -1,0788 -1,1648 -1,2000 -1,1801 -1,1181 -1,0348 -0,9613 -0,9316 -0,9606 -1,0306 -1,1049 -1,1519 -1,1567 -1,1213 -1,0584 -0,9809 -0,8991 -0,8263 -0,7827 -0,7918 -0,8737 -1,0292 -1,2272 -1,4168 -1,5596 -1,6514 -1,7178 -1,7902 -1,8836 -1,9991 -2,1376 -2,2994 -2,4740 -2,6372 -2,7604 -2,8293 -2,8541 -2,8597 -2,8640 -2,8659 -2,8489 -2,7954 -2,7017 -2,5792 -2,4373 -2,2724 -2,0734 -1,8380 -1,5763 -1,3005 -1,0243 -0,7732 -0,5794 -0,4606 -0,4135 -0,4278 -0,4953 -0,6008 -0,7202 -0,8318 -0,9253 -1,0050 -1,0906 -1,2021 -1,3344 -1,4542 -1,5247 -1,5257 -1,4549 -1,3211 -1,1361 -0,9046 -0,6258 -0,3082 0,0151 0,2947 0,4940 0,6089 0,6568 0,6575 0,6297 0,5946 0,5738 0,5830 0,6259 0,6907 0,7493 0,7721 0,7499 0,6925 0,6061 0,4896 0,3543 0,2261 0,1223 0,0391 -0,0399 -0,1299 -0,2383 -0,3673 -0,5182 -0,6862 -0,8559 -1,0121 -1,1562 -1,3087 -1,4927 -1,7117 -1,9412 -2,1390 -2,2583 -2,2606 -2,1334 -1,9020 -1,6202 -1,3444 -1,1135 -0,9415 -0,8122 -0,6864 -0,5277 -0,3230 -0,0846 0,1581 0,3683 0,5134 0,5702 0,5255 0,3858 0,1920 0,0094 -0,1043 -0,1161 -0,0177 0,1725 0,4153 0,6678 0,8919 1,0540 1,1315 1,1262 1,0681 1,0007 0,9597 0,9596 0,9968 1,0548 1,1059 1,1222 1,0952 1,0470 1,0187 1,0450 1,1336 1,2615 1,3941 1,4989 1,5471 1,5262 1,4559 1,3782 1,3333 1,3502 1,4413 1,5962 1,7878 1,9881 2,1779 2,3497 2,5036 2,6417 2,7681 2,8840 2,9797 3,0435 3,0801 3,1074 3,1323 3,1352 3,0794 2,9343 2,6924 2,3698 1,9998 1,6232 1,2693 0,9363 0,5977 0,2332 -0,1427 -0,4824 -0,7399 -0,8993 -0,9673 -0,9550 -0,8807 -0,7798 -0,6985 -0,6688 -0,6970 -0,7739 -0,8905 -1,0459 -1,2508 -1,5204 -1,8544 -2,2179 -2,5516 -2,8145 -2,9984 -3,1028 -3,1248 -3,0747 -2,9801 -2,8684 -2,7560 -2,6518 -2,5581 -2,4614 -2,3369 -2,1603 -1,9089 -1,5607 -1,1147 -0,6071 -0,0985 0,3557 0,7222 0,9793 1,1051 1,0875 0,9453 0,7299 0,5013 0,2992 0,1352 0,0003 -0,1316 -0,2974 -0,5215 -0,7922 -1,0630 -1,2748 -1,3946 -1,4431 -1,4747 -1,5354 -1,6485 -1,8247 -2,0607 -2,3319 -2,6048 -2,8582 -3,0886 -3,2978 -3,4853 -3,6644 -3,8626 -4,0888 -4,3302 -4,5884 -4,8696 -5,1545 -5,4139 -5,6289 -5,7905 -5,9102 -6,0237 -6,1620 -6,3190 -6,4446 -6,4806 -6,4146 -6,2935 -6,1931 -6,1888 -6,3289 -6,6126 -6,9909 -7,3885 -7,7337 -7,9960 -8,2038 -8,4068 -8,6261 -8,8587 -9,1229 -9,4613 -9,8872 -10,3541 -10,7957 -11,1737 -11,4712 -11,6680 -11,7510 -11,7422 -11,6995 -11,6841 -11,7218 -11,7968 -11,8791 -11,9498 -12,0061 -12,0509 -12,0694 -12,0305 -11,9116 -11,7026 -11,4010 -11,0261 -10,6273 -10,2624 -9,9613 -9,7155 -9,5105 -9,3563 -9,2772 -9,2806 -9,3387 -9,4012 -9,4328
