Fp1   -1,1529 -1,5656 -2,0373 -2,5909 -3,1633 -3,6485 -3,9514 -4,0338 -3,9335 -3,7332 -3,5202 -3,3566 -3,2395 -3,0758 -2,7281 -2,1115 -1,2487 -0,2351 0,8057 1,7324 2,4220 2,8368 3,0471 3,1954 3,4278 3,8036 4,2361 4,5240 4,4656 3,9866 3,1914 2,3000 1,5308 1,0196 0,8057 0,8625 1,1226 1,4764 1,7810 1,9040 1,7624 1,3341 0,6630 -0,1393 -0,9115 -1,4916 -1,7812 -1,7807 -1,5691 -1,2374 -0,8160 -0,2659 0,4631 1,3671 2,3539 3,2467 3,8387 3,9741 3,5928 2,7358 1,5572 0,2993 -0,8082 -1,6391 -2,1876 -2,5531 -2,9095 -3,4072 -4,0605 -4,7431 -5,2971 -5,6494 -5,8374 -5,9408 -6,0102 -6,0585 -6,0591 -5,9220 -5,5262 -4,8243 -3,9125 -3,0101 -2,3660 -2,1445 -2,3656 -2,9328 -3,7015 -4,5143 -5,1884 -5,5102 -5,2941 -4,4858 -3,2218 -1,7840 -0,4817 0,4712 1,0162 1,2169 1,1879 1,0494 0,8939 0,7419 0,5299 0,1741 -0,3312 -0,8870 -1,3709 -1,7207 -1,9324 -2,0181 -1,9695 -1,7289 -1,2112 -0,3899 0,6434 1,7178 2,6897 3,5074 4,1735 4,6776 4,9878 5,0806 4,9516 4,6139 4,0996 3,4481 2,6897 1,8814 1,1533 0,6608 0,4856 0,6191 1,0091 1,5791 2,2263 2,8382 3,3144 3,5902 3,6616 3,5795 3,4163 3,2319 3,0517 2,8801 2,7489 2,7295 2,8913 3,2513 3,7559 4,3167 4,8656 5,3619 5,7706 6,0504 6,1597 6,0797 5,8385 5,5029 5,1435 4,8217 4,6053 4,5526 4,6530 4,8102 4,9046 4,8755 4,7725 4,7336 4,8917 5,2989 5,9192 6,6649 7,4534 8,2331 8,9617 9,6005 10,1307 10,5460 10,8357 10,9822 10,9664 10,7708 10,3915 9,8579 9,2394 8,6304 8,1206 7,7556 7,5090 7,2840 6,9549 6,4253 5,6509 4,6375 3,4654 2,3060 1,3522 0,7071 0,3345 0,1034 -0,1257 -0,4342 -0,8156 -1,1789 -1,3875 -1,3233 -0,9347 -0,2416 0,6567 1,5559 2,1727 2,2698 1,8101 1,0061 0,1927 -0,3718 -0,6044 -0,5674 -0,3863 -0,1744 -0,0027 0,0764 0,0095 -0,2290 -0,5972 -0,9974 -1,3421 -1,5967 -1,7561 -1,8060 -1,7417 -1,6108 -1,4889 -1,3998 -1,3058 -1,1906 -1,1033 -1,1111 -1,2467 -1,4939 -1,7702 -1,9295 -1,8357 -1,4538 -0,8597 -0,1881 0,4285 0,9137 1,2660 1,5308 1,7631 2,0021 2,2551 2,5134 2,8013 3,1792 3,6653 4,1794 4,5918 4,7964 4,7202 4,3081 3,5587 2,5933 1,6572 1,0029 0,7528 0,8696 1,2178 1,6324 1,9797 2,2225 2,4305 2,6978 3,0621 3,5063 3,9806 4,4038 4,7077 4,9295 5,2162 5,6968 6,3524 6,9966 7,3786 7,3415 6,9105 6,2468 5,5267 4,8562 4,2688 3,7737 3,3854 3,1059 2,8901 2,6333 2,1989 1,4790 0,4676 -0,7004 -1,7874 -2,5651 -2,9306 -2,9320 -2,6802 -2,2609 -1,7381 -1,1809 -0,6564 -0,2149 0,1221 0,3823 0,6454 1,0142 1,5708 2,3282 3,2006 4,0364 4,6950 5,1025 5,2561 5,2038 5,0234 4,8087 4,6582 4,6610 4,8884 5,3892 6,1717 7,1748 8,2724 9,3203 10,2048 10,8618 11,2790 11,4857 11,5291 11,4672 11,3742 11,3203 11,3454 11,4567 11,6334 11,8386 12,0681 12,3857 12,8623 13,4706 14,0687 14,4901 14,6407 14,5258 14,2119 13,7913 13,3891 13,1675 13,2575 13,6509 14,1807 14,6273 14,8206 14,6857 14,2784 13,7491 13,2161 12,6942 12,1437 11,5515 10,9523 10,3870 9,8602 9,3327 8,7517 8,1204 7,5452 7,1861 7,1497 7,4196 7,8778 8,3934 8,9022 9,4180 9,9826 10,6051 11,2513 11,8880 12,5072 13,0915 13,5895 13,9522 14,1704 14,2407 14,1080 13,6854 12,9544 12,0352 11,1278 10,3838 9,8545 9,5373 9,4268 9,5075 9,7105 9,9019 9,9392 9,7655 9,4454 9,1054 8,8740 8,8580 9,0873 9,4821 9,9158 10,2775 10,4700 10,4302 10,1856 9,8485 9,5427 9,3600 9,3584 9,5323 9,7852 9,9787 10,0250 9,9426 9,8449 9,8546 10,0140 10,2852 10,5984 10,8660 10,9901 10,9091 10,6328 10,2184 9,7437 9,3090 8,9975 8,8100 8,6753 8,5104 8,2488 7,8585 7,3774 6,9273 6,6740 6,7268 7,0459 7,4692 7,8486 8,1402 8,3892 8,6850 9,1149 9,7007 10,3857 11,0826 11,6881 12,0711 12,1088 11,7537 11,0710 10,2154 9,3647 8,6630 8,1875 7,9314 7,8168 7,7491 7,6751 7,5927 7,5122 7,4230 7,2943 7,0997 6,8390 6,5440 6,2756 6,1056 6,0865 6,2202 6,4364 6,5969 6,5533 6,2413 5,7242 5,1270 4,5286 3,9302 3,3302 2,8105 2,5105 2,5259 2,8698 3,4849 4,2406 4,9569 5,4843 5,7859 5,9511 6,1096 6,3335 6,6386 7,0444 7,5753 8,2036 8,8251 9,2991 9,5125 9,4189 9,0355 8,4324 7,7166 6,9919 6,3229 5,7302 5,2105 4,7783 4,4940 4,4404 4,6683 5,1634 5,8541 6,6497 7,4706 8,2487 8,9131 9,3851 9,6168 9,6337 9,4974 9,2293 8,8061 8,2312 7,5908 7,0259 6,6461 6,4555 6,3533 6,2359 6,1177 6,1286 6,3819 6,8542 7,3896 7,8109 8,0312 8,0750 8,0175 7,9206 7,8080 7,6795 7,5358 7,3643 7,1071 6,6787 6,0169 5,1370 4,1769 3,3721 2,9363 2,9452 3,3130 3,8619 4,4215 4,8847 5,1972 5,3286 5,2789 5,0975 4,8639 4,6255 4,3552 3,9774 3,4522 2,8425 2,2963 1,9609 1,9227 2,2095 2,8069 3,6517 4,6252 5,5851 6,4273 7,1177 7,6495 7,9772 8,0224 7,7447 7,1713 6,3724 5,4477 4,5175 3,6938 3,0596 2,6531 2,4474 2,3716
Fz    -1,0319 -1,2409 -1,4277 -1,5707 -1,6439 -1,6346 -1,5457 -1,3931 -1,2031 -1,0026 -0,8137 -0,6539 -0,5268 -0,4113 -0,2677 -0,0648 0,2020 0,5137 0,8367 1,1265 1,3434 1,4805 1,5739 1,6899 1,8928 2,1988 2,5499 2,8386 2,9624 2,8665 2,5616 2,1159 1,6231 1,1616 0,7718 0,4607 0,2169 0,0136 -0,1911 -0,4363 -0,7398 -1,0942 -1,4709 -1,8194 -2,0702 -2,1592 -2,0637 -1,8203 -1,5069 -1,1966 -0,9112 -0,6101 -0,2301 0,2574 0,8159 1,3494 1,7368 1,8785 1,7288 1,3038 0,6826 -0,0086 -0,6407 -1,1233 -1,4192 -1,5474 -1,5780 -1,5969 -1,6508 -1,7286 -1,7944 -1,8265 -1,8200 -1,7681 -1,6570 -1,4855 -1,2741 -1,0415 -0,7896 -0,5199 -0,2536 -0,0301 0,1069 0,1245 0,0102 -0,2248 -0,5514 -0,9237 -1,2695 -1,4953 -1,5212 -1,3189 -0,9217 -0,4101 0,1161 0,5740 0,9225 1,1516 1,2600 1,2542 1,1577 0,9977 0,7864 0,5335 0,2735 0,0587 -0,0828 -0,1634 -0,2128 -0,2540 -0,2967 -0,3323 -0,3388 -0,3049 -0,2493 -0,2070 -0,1972 -0,2128 -0,2466 -0,3162 -0,4462 -0,6386 -0,8754 -1,1400 -1,4267 -1,7384 -2,0778 -2,4174 -2,6810 -2,7754 -2,6441 -2,2861 -1,7424 -1,0843 -0,3953 0,2632 0,8693 1,4259 1,9419 2,4211 2,8576 3,2404 3,5575 3,7986 3,9669 4,0875 4,2020 4,3468 4,5317 4,7487 4,9982 5,2960 5,6531 6,0530 6,4501 6,7960 7,0693 7,2759 7,4179 7,4779 7,4413 7,3185 7,1309 6,8935 6,6203 6,3388 6,0976 5,9550 5,9534 6,1040 6,3915 6,7841 7,2427 7,7276 8,1945 8,6011 8,9294 9,1923 9,4158 9,6143 9,7753 9,8626 9,8349 9,6656 9,3552 8,9362 8,4636 7,9907 7,5458 7,1225 6,6890 6,2066 5,6358 4,9399 4,1104 3,1945 2,2846 1,4705 0,7904 0,2166 -0,3138 -0,8556 -1,4331 -2,0382 -2,6387 -3,1922 -3,6545 -3,9862 -4,1747 -4,2594 -4,3244 -4,4532 -4,6672 -4,8979 -5,0344 -5,0120 -4,8529 -4,6341 -4,4308 -4,2796 -4,1814 -4,1319 -4,1448 -4,2387 -4,4042 -4,6019 -4,7998 -4,9901 -5,1615 -5,2774 -5,2996 -5,2243 -5,0732 -4,8534 -4,5507 -4,1632 -3,7204 -3,2715 -2,8639 -2,5236 -2,2377 -1,9591 -1,6350 -1,2321 -0,7395 -0,1677 0,4529 1,0842 1,6899 2,2404 2,7205 3,1306 3,4729 3,7431 3,9377 4,0585 4,1013 4,0491 3,8752 3,5538 3,0737 2,4451 1,7030 0,9220 0,2144 -0,3211 -0,6518 -0,8156 -0,8870 -0,9408 -1,0191 -1,1104 -1,1609 -1,1242 -1,0006 -0,8322 -0,6750 -0,5703 -0,5156 -0,4494 -0,2870 0,0080 0,3820 0,7146 0,8804 0,8107 0,5203 0,0877 -0,4037 -0,9179 -1,4631 -2,0453 -2,6346 -3,1759 -3,6283 -4,0007 -4,3563 -4,7753 -5,3008 -5,9072 -6,5123 -7,0190 -7,3561 -7,4952 -7,4413 -7,2163 -6,8616 -6,4366 -6,0018 -5,6006 -5,2569 -4,9757 -4,7412 -4,5209 -4,2755 -3,9778 -3,6329 -3,2789 -2,9625 -2,7100 -2,5167 -2,3621 -2,2265 -2,0911 -1,9329 -1,7292 -1,4622 -1,1220 -0,7137 -0,2661 0,1730 0,5564 0,8598 1,0870 1,2649 1,4287 1,6022 1,7862 1,9664 2,1266 2,2537 2,3367 2,3677 2,3492 2,3089 2,3006 2,3743 2,5372 2,7468 2,9417 3,0844 3,1827 3,2759 3,4032 3,5875 3,8420 4,1686 4,5405 4,9014 5,1921 5,3727 5,4344 5,4103 5,3564 5,3025 5,2292 5,0935 4,8649 4,5390 4,1324 3,6779 3,2117 2,7567 2,3285 1,9580 1,6890 1,5431 1,4912 1,4645 1,3980 1,2660 1,0850 0,8921 0,7194 0,5840 0,4988 0,4772 0,5166 0,5923 0,6836 0,7920 0,9234 1,0667 1,2039 1,3386 1,5013 1,7137 1,9503 2,1500 2,2650 2,2845 2,2087 2,0206 1,6912 1,2050 0,5782 -0,1410 -0,8887 -1,5941 -2,1883 -2,6380 -2,9717 -3,2491 -3,5128 -3,7779 -4,0397 -4,2677 -4,4103 -4,4185 -4,2546 -3,8854 -3,2979 -2,5246 -1,6413 -0,7400 0,1052 0,8634 1,5348 2,1160 2,5907 2,9425 3,1557 3,2148 3,1247 2,9240 2,6639 2,3886 2,1379 1,9413 1,8018 1,7021 1,6253 1,5630 1,5161 1,5016 1,5542 1,7096 1,9764 2,3164 2,6642 2,9745 3,2413 3,4817 3,7191 3,9768 4,2635 4,5713 4,8817 5,1537 5,3140 5,2860 5,0326 4,5817 4,0209 3,4620 2,9974 2,6722 2,4836 2,4003 2,3837 2,4008 2,4273 2,4423 2,4214 2,3400 2,1896 1,9880 1,7664 1,5500 1,3508 1,1694 0,9951 0,7990 0,5302 0,1346 -0,4107 -1,0815 -1,8282 -2,6132 -3,4236 -4,2422 -5,0136 -5,6574 -6,1091 -6,3396 -6,3600 -6,2343 -6,0684 -5,9566 -5,9310 -5,9554 -5,9679 -5,9224 -5,7906 -5,5440 -5,1570 -4,6352 -4,0293 -3,4169 -2,8701 -2,4349 -2,1253 -1,9297 -1,8206 -1,7663 -1,7395 -1,7248 -1,7138 -1,6853 -1,5960 -1,4018 -1,0901 -0,6925 -0,2718 0,1075 0,3989 0,5764 0,6301 0,5626 0,3986 0,1938 0,0099 -0,1217 -0,2037 -0,2446 -0,2371 -0,1657 -0,0300 0,1403 0,2952 0,4020 0,4851 0,6149 0,8464 1,1691 1,5086 1,7759 1,9244 1,9673 1,9504 1,9186 1,8963 1,8833 1,8626 1,8005 1,6482 1,3581 0,8989 0,2697 -0,4788 -1,2381 -1,8792 -2,3127 -2,5273 -2,5873 -2,5926 -2,6325 -2,7604 -2,9954 -3,3288 -3,7288 -4,1512 -4,5614 -4,9533 -5,3467 -5,7608 -6,1841 -6,5696 -6,8576 -7,0005 -6,9693 -6,7539 -6,3713 -5,8744 -5,3385 -4,8256 -4,3629 -3,9637 -3,6625 -3,5155 -3,5652 -3,8183 -4,2520 -4,8183 -5,4430 -6,0340 -6,5064 -6,8160 -6,9762 -7,0386
F3    -1,9058 -2,2550 -2,5662 -2,8061 -2,9378 -2,9402 -2,8180 -2,6033 -2,3457 -2,0878 -1,8509 -1,6416 -1,4518 -1,2514 -0,9965 -0,6559 -0,2281 0,2588 0,7501 1,1702 1,4518 1,5757 1,5851 1,5622 1,5888 1,7034 1,8740 2,0176 2,0522 1,9441 1,7253 1,4753 1,2792 1,1891 1,2108 1,3172 1,4665 1,6096 1,6890 1,6509 1,4623 1,1192 0,6492 0,1189 -0,3696 -0,7166 -0,8737 -0,8616 -0,7460 -0,5872 -0,3959 -0,1301 0,2654 0,8109 1,4668 2,1335 2,6820 3,0068 3,0577 2,8402 2,4169 1,8997 1,4055 1,0116 0,7390 0,5504 0,3587 0,0707 -0,3493 -0,8596 -1,3853 -1,8704 -2,2872 -2,6163 -2,8393 -2,9512 -2,9604 -2,8687 -2,6671 -2,3621 -1,9938 -1,6311 -1,3535 -1,2265 -1,2791 -1,5000 -1,8509 -2,2734 -2,6796 -2,9588 -3,0206 -2,8379 -2,4556 -1,9718 -1,5045 -1,1471 -0,9360 -0,8572 -0,8767 -0,9580 -1,0662 -1,1797 -1,2986 -1,4221 -1,5172 -1,5270 -1,4169 -1,2029 -0,9404 -0,6973 -0,5251 -0,4335 -0,3876 -0,3433 -0,2864 -0,2350 -0,2053 -0,1901 -0,1804 -0,1959 -0,2693 -0,4086 -0,5936 -0,8020 -1,0242 -1,2613 -1,5124 -1,7436 -1,8694 -1,7937 -1,4731 -0,9342 -0,2510 0,4804 1,1709 1,7719 2,2797 2,7088 3,0699 3,3663 3,6004 3,7788 3,9080 3,9937 4,0480 4,0962 4,1763 4,3235 4,5461 4,8250 5,1409 5,4897 5,8709 6,2665 6,6354 6,9373 7,1660 7,3450 7,4878 7,5783 7,5971 7,5506 7,4628 7,3516 7,2228 7,0829 6,9574 6,8936 6,9370 7,1077 7,3941 7,7577 8,1505 8,5273 8,8399 9,0445 9,1322 9,1379 9,1126 9,0893 9,0702 9,0358 8,9607 8,8232 8,6144 8,3491 8,0607 7,7772 7,5049 7,2261 6,9075 6,5125 6,0068 5,3631 4,5874 3,7465 2,9525 2,3036 1,8268 1,4690 1,1427 0,7815 0,3621 -0,1011 -0,5721 -1,0124 -1,3905 -1,6788 -1,8668 -1,9873 -2,1149 -2,3231 -2,6203 -2,9172 -3,0832 -3,0466 -2,8324 -2,5209 -2,1902 -1,8876 -1,6336 -1,4492 -1,3715 -1,4320 -1,6195 -1,8832 -2,1796 -2,4943 -2,8143 -3,1019 -3,3187 -3,4620 -3,5516 -3,5829 -3,5210 -3,3451 -3,0744 -2,7540 -2,4327 -2,1425 -1,8739 -1,5727 -1,1785 -0,6667 -0,0526 0,6260 1,3246 2,0021 2,6250 3,1677 3,6195 3,9879 4,2821 4,4969 4,6234 4,6660 4,6378 4,5475 4,3922 4,1577 3,8259 3,3807 2,8250 2,2141 1,6609 1,2750 1,0929 1,0711 1,1286 1,1906 1,2188 1,2256 1,2559 1,3392 1,4616 1,5849 1,6777 1,7273 1,7481 1,7942 1,9366 2,2018 2,5368 2,8357 2,9959 2,9636 2,7526 2,4319 2,0773 1,7226 1,3574 0,9701 0,5818 0,2401 -0,0209 -0,2216 -0,4448 -0,7947 -1,3292 -2,0144 -2,7343 -3,3439 -3,7311 -3,8524 -3,7248 -3,3968 -2,9309 -2,3969 -1,8612 -1,3720 -0,9497 -0,5853 -0,2461 0,1087 0,5157 0,9912 1,5084 1,9930 2,3575 2,5510 2,5785 2,4850 2,3342 2,1940 2,1201 2,1432 2,2722 2,5043 2,8259 3,2035 3,5866 3,9284 4,2065 4,4301 4,6335 4,8564 5,1172 5,4016 5,6748 5,9034 6,0696 6,1723 6,2159 6,2031 6,1521 6,1132 6,1468 6,2700 6,4349 6,5645 6,6087 6,5746 6,5136 6,4839 6,5289 6,6783 6,9414 7,2807 7,6076 7,8227 7,8591 7,7065 7,4261 7,1201 6,8583 6,6408 6,4274 6,1832 5,8959 5,5703 5,2234 4,8757 4,5423 4,2445 4,0299 3,9581 4,0482 4,2424 4,4320 4,5244 4,4907 4,3612 4,1882 4,0110 3,8459 3,7037 3,6035 3,5535 3,5350 3,5299 3,5492 3,6164 3,7369 3,9005 4,1085 4,3810 4,7256 5,0996 5,4225 5,6349 5,7349 5,7555 5,7190 5,6181 5,4281 5,1318 4,7301 4,2392 3,6999 3,1816 2,7430 2,3888 2,0865 1,8102 1,5524 1,3196 1,1419 1,0704 1,1521 1,4160 1,8760 2,5166 3,2741 4,0504 4,7527 5,3318 5,7987 6,1955 6,5430 6,8234 7,0021 7,0450 6,9285 6,6615 6,2942 5,8956 5,5327 5,2637 5,1177 5,0758 5,0866 5,1015 5,0928 5,0605 5,0367 5,0773 5,2355 5,5236 5,8867 6,2278 6,4688 6,5874 6,6123 6,6060 6,6396 6,7565 6,9610 7,2327 7,5231 7,7510 7,8325 7,7261 7,4589 7,1171 6,8027 6,5887 6,4984 6,5091 6,5738 6,6456 6,6895 6,6816 6,6021 6,4336 6,1698 5,8325 5,4727 5,1438 4,8770 4,6810 4,5536 4,4867 4,4558 4,4095 4,2842 4,0374 3,6629 3,1813 2,6176 1,9892 1,3212 0,6722 0,1285 -0,2319 -0,3653 -0,2791 -0,0470 0,2112 0,3917 0,4594 0,4486 0,4165 0,3997 0,4155 0,4908 0,6635 0,9486 1,3159 1,7036 2,0514 2,3187 2,4852 2,5473 2,5172 2,4183 2,2767 2,1140 1,9485 1,8130 1,7654 1,8661 2,1378 2,5442 3,0076 3,4468 3,7990 4,0238 4,1004 4,0256 3,8237 3,5591 3,3126 3,1362 3,0384 3,0090 3,0444 3,1488 3,3178 3,5214 3,7080 3,8438 3,9595 4,1369 4,4361 4,8333 5,2244 5,4903 5,5730 5,4927 5,3101 5,0895 4,8811 4,7130 4,5849 4,4586 4,2649 3,9356 3,4321 2,7561 1,9686 1,1983 0,6036 0,3039 0,3247 0,5923 0,9713 1,3187 1,5227 1,5221 1,3153 0,9580 0,5322 0,1024 -0,3064 -0,7043 -1,1137 -1,5380 -1,9414 -2,2621 -2,4461 -2,4656 -2,3182 -2,0259 -1,6345 -1,1986 -0,7517 -0,2966 0,1651 0,5983 0,9381 1,1268 1,1332 0,9463 0,5784 0,0840 -0,4423 -0,8999 -1,2320 -1,4509 -1,6133
F7    -2,3891 -2,5048 -2,5797 -2,6137 -2,6000 -2,5363 -2,4221 -2,2581 -2,0536 -1,8297 -1,6162 -1,4484 -1,3478 -1,2997 -1,2524 -1,1437 -0,9283 -0,5898 -0,1497 0,3250 0,7464 1,0591 1,2721 1,4430 1,6238 1,8081 1,9247 1,8897 1,6655 1,2853 0,8460 0,4759 0,2812 0,3058 0,5288 0,8897 1,3148 1,7287 2,0576 2,2383 2,2273 2,0034 1,5783 1,0184 0,4490 0,0184 -0,1620 -0,0684 0,2200 0,5692 0,8793 1,1357 1,3842 1,6680 1,9859 2,2874 2,4922 2,5221 2,3302 1,9192 1,3534 0,7429 0,1980 -0,2061 -0,4381 -0,5251 -0,5613 -0,6642 -0,8925 -1,2134 -1,5509 -1,8536 -2,1204 -2,3705 -2,6075 -2,8199 -2,9891 -3,0760 -3,0264 -2,8176 -2,4962 -2,1686 -1,9532 -1,9302 -2,1144 -2,4579 -2,8798 -3,2913 -3,5957 -3,6918 -3,5135 -3,0723 -2,4591 -1,8127 -1,2718 -0,9221 -0,7590 -0,7113 -0,7040 -0,7022 -0,7090 -0,7507 -0,8609 -1,0456 -1,2533 -1,4022 -1,4495 -1,4145 -1,3426 -1,2745 -1,2432 -1,2602 -1,2984 -1,3138 -1,2883 -1,2325 -1,1518 -1,0333 -0,8777 -0,7209 -0,6042 -0,5312 -0,4719 -0,4012 -0,3276 -0,2927 -0,3445 -0,4836 -0,6299 -0,6693 -0,5340 -0,2328 0,1698 0,5855 0,9399 1,2078 1,4160 1,6080 1,8118 2,0343 2,2723 2,5243 2,7877 3,0543 3,3210 3,5955 3,8922 4,2163 4,5451 4,8421 5,0948 5,3266 5,5671 5,8172 6,0453 6,2192 6,3399 6,4369 6,5307 6,6174 6,6959 6,7854 6,8961 6,9997 7,0423 6,9873 6,8545 6,7253 6,6945 6,8110 7,0563 7,3653 7,6679 7,9175 8,0915 8,1843 8,2116 8,2078 8,2118 8,2535 8,3377 8,4315 8,4706 8,3898 8,1632 7,8267 7,4590 7,1268 6,8426 6,5636 6,2294 5,8044 5,2821 4,6668 3,9813 3,2855 2,6597 2,1594 1,7791 1,4597 1,1379 0,7862 0,4158 0,0635 -0,2251 -0,4195 -0,5117 -0,5065 -0,4336 -0,3717 -0,4380 -0,7279 -1,2419 -1,8604 -2,4072 -2,7528 -2,8681 -2,8002 -2,6141 -2,3514 -2,0337 -1,6984 -1,4209 -1,2839 -1,3194 -1,4978 -1,7781 -2,1344 -2,5228 -2,8612 -3,0782 -3,1726 -3,1996 -3,2011 -3,1762 -3,1119 -3,0065 -2,8677 -2,7101 -2,5390 -2,3224 -1,9950 -1,5112 -0,8872 -0,1878 0,5107 1,1411 1,6584 2,0473 2,3179 2,5010 2,6425 2,7849 2,9472 3,1263 3,3073 3,4652 3,5751 3,6246 3,6047 3,4903 3,2386 2,8295 2,3303 1,8991 1,6921 1,7603 2,0332 2,3787 2,6742 2,8522 2,9146 2,9118 2,8929 2,8765 2,8624 2,8457 2,8112 2,7479 2,6850 2,6815 2,7604 2,8711 2,9125 2,7851 2,4395 1,9063 1,2882 0,7069 0,2397 -0,0959 -0,3100 -0,4104 -0,3961 -0,2747 -0,0919 0,0494 0,0176 -0,2741 -0,8108 -1,4830 -2,1415 -2,6570 -2,9599 -3,0430 -2,9360 -2,6844 -2,3398 -1,9498 -1,5514 -1,1690 -0,8123 -0,4722 -0,1219 0,2761 0,7493 1,2844 1,8134 2,2396 2,4900 2,5531 2,4735 2,3281 2,2051 2,1816 2,3001 2,5654 2,9587 3,4422 3,9547 4,4184 4,7674 4,9769 5,0670 5,0846 5,0818 5,1020 5,1784 5,3361 5,5847 5,9078 6,2692 6,6261 6,9408 7,2015 7,4318 7,6607 7,8788 8,0286 8,0413 7,8888 7,6097 7,2909 7,0241 6,8807 6,9088 7,1193 7,4543 7,7943 8,0184 8,0589 7,9177 7,6627 7,3899 7,1621 6,9828 6,8192 6,6352 6,4057 6,1208 5,7892 5,4332 5,0726 4,7306 4,4542 4,2993 4,2790 4,3369 4,3807 4,3499 4,2529 4,1467 4,0883 4,1020 4,1786 4,3006 4,4597 4,6428 4,8220 4,9764 5,1094 5,2256 5,3067 5,3264 5,2828 5,2118 5,1585 5,1317 5,0985 5,0285 4,9302 4,8321 4,7465 4,6653 4,5779 4,4873 4,4116 4,3739 4,4034 4,5377 4,7828 5,0751 5,3183 5,4472 5,4381 5,2865 5,0113 4,6652 4,3208 4,0601 3,9666 4,0916 4,4185 4,8633 5,3122 5,6799 5,9567 6,1951 6,4439 6,7093 6,9648 7,1630 7,2500 7,1975 7,0158 6,7347 6,3972 6,0719 5,8279 5,6807 5,5816 5,4634 5,2825 5,0376 4,7779 4,5961 4,5970 4,8355 5,2654 5,7624 6,2163 6,5947 6,9271 7,2537 7,5913 7,9251 8,2271 8,4794 8,6635 8,7431 8,6859 8,4890 8,1810 7,8181 7,4757 7,2227 7,0940 7,0819 7,1483 7,2430 7,3208 7,3540 7,3290 7,2314 7,0423 6,7617 6,4326 6,1272 5,9109 5,8145 5,8244 5,8913 5,9428 5,9000 5,7073 5,3648 4,9294 4,4802 4,0718 3,7168 3,4089 3,1566 2,9844 2,9117 2,9447 3,0683 3,2267 3,3361 3,3338 3,2195 3,0518 2,9038 2,8149 2,7937 2,8527 3,0097 3,2493 3,5146 3,7423 3,8931 3,9515 3,9106 3,7667 3,5239 3,1976 2,8193 2,4369 2,1067 1,8946 1,8752 2,0993 2,5548 3,1629 3,8062 4,3732 4,7876 5,0115 5,0357 4,8737 4,5704 4,2089 3,8781 3,6245 3,4444 3,3256 3,2852 3,3661 3,5989 3,9623 4,3778 4,7634 5,1071 5,4751 5,9375 6,4922 7,0497 7,4880 7,7300 7,7714 7,6556 7,4405 7,1749 6,8846 6,5756 6,2444 5,8872 5,5054 5,0949 4,6438 4,1691 3,7451 3,4704 3,4059 3,5397 3,7933 4,0572 4,2445 4,3232 4,3023 4,2078 4,0820 3,9753 3,9152 3,8806 3,8099 3,6433 3,3719 3,0500 2,7621 2,5758 2,5219 2,6044 2,8045 3,0704 3,3280 3,5288 3,6814 3,8240 3,9657 4,0667 4,0770 3,9705 3,7483 3,4406 3,1057 2,8142 2,6218 2,5410 2,5303 2,5222
