Fp1   1,6509 2,2803 2,9848 3,6035 3,9775 4,0117 3,7279 3,2613 2,7705 2,3287 1,9002 1,4098 0,8218 0,1646 -0,5011 -1,1233 -1,6722 -2,1269 -2,4478 -2,5650 -2,4056 -1,9379 -1,1982 -0,2920 0,6388 1,4712 2,1345 2,5984 2,8472 2,8667 2,6457 2,1894 1,5248 0,6880 -0,2746 -1,2802 -2,1937 -2,8655 -3,2120 -3,2638 -3,1326 -2,9430 -2,7927 -2,7360 -2,7604 -2,7803 -2,6789 -2,3716 -1,8364 -1,1066 -0,2588 0,5982 1,3446 1,8675 2,0783 1,9474 1,5152 0,8594 0,0641 -0,7763 -1,5488 -2,1404 -2,4719 -2,5148 -2,2871 -1,8428 -1,2575 -0,6142 -0,0022 0,4839 0,7610 0,7874 0,5836 0,2271 -0,1813 -0,5477 -0,7919 -0,8537 -0,7184 -0,4377 -0,1039 0,2102 0,4777 0,6971 0,8704 0,9941 1,0507 1,0218 0,9248 0,8188 0,7547 0,7154 0,5971 0,2565 -0,3906 -1,2817 -2,2065 -2,9190 -3,2728 -3,2560 -2,9243 -2,3350 -1,5382 -0,6031 0,3696 1,2641 1,9649 2,3537 2,3249 1,8564 1,0726 0,2224 -0,4257 -0,7062 -0,6281 -0,3420 -0,0261 0,2260 0,4595 0,8192 1,4349 2,3381 3,4690 4,7187 5,9573 7,0602 7,9487 8,6150 9,0877 9,3650 9,4081 9,2090 8,8347 8,4019 8,0320 7,8191 7,8186 8,0613 8,5492 9,2161 9,9211 10,5145 10,8936 11,0010 10,8254 10,4294 9,9428 9,5083 9,2219 9,0900 9,0285 8,9281 8,7267 8,4102 7,9661 7,3727 6,6375 5,8169 4,9831 4,1872 3,4586 2,8159 2,2722 1,8469 1,5704 1,4621 1,4851 1,5201 1,4028 1,0121 0,3487 -0,4449 -1,1454 -1,5610 -1,6217 -1,3956 -1,0299 -0,6728 -0,4378 -0,4023 -0,5985 -1,0069 -1,5704 -2,2130 -2,8439 -3,3480 -3,5915 -3,4782 -3,0300 -2,3972 -1,7706 -1,2762 -0,9346 -0,6910 -0,4740 -0,2468 -0,0195 0,1709 0,2875 0,3244 0,3259 0,3476 0,3839 0,3517 0,1566 -0,2282 -0,7291 -1,2043 -1,5227 -1,6301 -1,5451 -1,3131 -0,9821 -0,6082 -0,2548 0,0358 0,2530 0,3887 0,4272 0,3817 0,3028 0,2384 0,2143 0,2470 0,3460 0,5013 0,6827 0,8555 0,9988 1,1128 1,2057 1,2760 1,3098 1,2908 1,2122 1,0930 0,9786 0,8999 0,8393 0,7434 0,5599 0,2806 -0,0276 -0,2387 -0,2373 -0,0014 0,3740 0,7360 0,9604 1,0039 0,9024 0,7159 0,4744 0,1825 -0,1414 -0,4651 -0,7743 -1,0719 -1,3346 -1,5037 -1,5394 -1,4709 -1,3746 -1,3104 -1,2839 -1,2685 -1,2397 -1,1757 -1,0532 -0,8570 -0,5837 -0,2474 0,0984 0,3551 0,4122 0,2015 -0,2659 -0,9000 -1,5718 -2,1783 -2,6996 -3,1915 -3,7071 -4,2218 -4,6352 -4,8407 -4,7915 -4,5139 -4,0817 -3,5791 -3,0611 -2,5277 -1,9489 -1,3245 -0,7053 -0,1585 0,2736 0,5733 0,7206 0,6828 0,4387 0,0070 -0,5524 -1,1612 -1,7454 -2,2522 -2,6624 -2,9767 -3,1802 -3,2247 -3,0569 -2,6626 -2,0822 -1,3911 -0,6765 -0,0212 0,5266 0,9681 1,3158 1,5385 1,5624 1,3237 0,8161 0,1052 -0,6784 -1,3717 -1,8518 -2,1080 -2,2455 -2,4109 -2,6935 -3,0850 -3,5216 -3,9478 -4,3324 -4,6378 -4,7919 -4,7085 -4,3501 -3,7687 -3,0888 -2,4616 -2,0193 -1,8324 -1,8903 -2,1143 -2,3783 -2,5389 -2,4902 -2,2131 -1,7653 -1,2241 -0,6496 -0,0943 0,3746 0,6844 0,8013 0,7600 0,6348 0,4907 0,3746 0,3169 0,3123 0,3196 0,2988 0,2411 0,1681 0,1079 0,0744 0,0717 0,1144 0,2222 0,3961 0,6205 0,8837 1,1727 1,4409 1,6059 1,6012 1,4226 1,1306 0,8210 0,5860 0,4871 0,5475 0,7457 1,0150 1,2813 1,5142 1,7260 1,9247 2,0922 2,2110 2,2848 2,3244 2,3243 2,2619 2,1155 1,8869 1,6104 1,3358 1,1069 0,9552 0,8886 0,8807 0,8942 0,9148 0,9574 1,0438 1,1778 1,3332 1,4641 1,5373 1,5591 1,5653 1,5903 1,6491 1,7316 1,8159 1,8880 1,9355 1,9221 1,7816 1,4533 0,9367 0,3122 -0,2921 -0,7543 -1,0027 -1,0351 -0,8970 -0,6354 -0,2793 0,1376 0,5625 0,9350 1,2050 1,3426 1,3371 1,1930 0,9442 0,6699 0,4883 0,5239 0,8537 1,4593 2,2187 2,9550 3,5076 3,7766 3,7289 3,3948 2,8608 2,2363 1,6164 1,0788 0,7019 0,5520 0,6425 0,9228 1,3066 1,6968 1,9923 2,1012 1,9657 1,5795 0,9822 0,2290 -0,6348 -1,5568 -2,4429 -3,1731 -3,6597 -3,8917 -3,9397 -3,9184 -3,9149 -3,9385 -3,9367 -3,8555 -3,6815 -3,4421 -3,1795 -2,9228 -2,6638 -2,3595 -1,9679 -1,4793 -0,9122 -0,2882 0,3783 1,0697 1,7525 2,3811 2,9167 3,3447 3,6784 3,9395 4,1439 4,3124 4,4811 4,6852 4,9240 5,1494 5,3108 5,4083 5,4786 5,5369 5,5625 5,5393 5,4925 5,4753 5,5302 5,6702 5,8789 6,1046 6,2731 6,3349 6,3143 6,3099 6,4468 6,8090 7,3767 8,0098 8,5066 8,6960 8,5038 7,9742 7,2449 6,4792 5,8021 5,2785 4,9229 4,7048 4,5468 4,3453 4,0311 3,6153 3,1667 2,7461 2,3748 2,0637 1,8484 1,7853 1,9134 2,2053 2,5433 2,7556 2,6999 2,3273 1,6870 0,8845 0,0277 -0,8043 -1,5501 -2,1453 -2,5397 -2,7362 -2,7970 -2,8020 -2,8015 -2,8094 -2,8317 -2,8945 -3,0497 -3,3497 -3,8027 -4,3531 -4,9150 -5,4189 -5,8271 -6,1193 -6,2863 -6,3373 -6,2825 -6,1101 -5,8022 -5,3660 -4,8415 -4,2963 -3,8165 -3,4788 -3,3274 -3,3713 -3,5836 -3,9015 -4,2480 -4,5575 -4,7846 -4,9070 -4,9274 -4,8658 -4,7359 -4,5227 -4,2002 -3,7930 -3,3940 -3,0832 -2,8477 -2,6104
Fz    0,7529 0,8276 0,9167 0,9880 1,0080 0,9585 0,8364 0,6513 0,4204 0,1624 -0,1070 -0,3802 -0,6572 -0,9332 -1,1915 -1,4056 -1,5351 -1,5260 -1,3341 -0,9585 -0,4521 0,1063 0,6484 1,1252 1,4960 1,7257 1,7906 1,6823 1,4107 1,0121 0,5494 0,0972 -0,2835 -0,5648 -0,7566 -0,8872 -0,9707 -0,9973 -0,9509 -0,8235 -0,6188 -0,3609 -0,1033 0,0866 0,1617 0,1142 -0,0363 -0,2667 -0,5567 -0,8712 -1,1503 -1,3252 -1,3460 -1,2029 -0,9302 -0,5899 -0,2480 0,0444 0,2668 0,4327 0,5686 0,6826 0,7517 0,7376 0,6116 0,3682 0,0299 -0,3506 -0,7017 -0,9585 -1,0880 -1,0953 -1,0051 -0,8368 -0,6025 -0,3219 -0,0241 0,2657 0,5352 0,7834 1,0171 1,2485 1,4873 1,7256 1,9342 2,0718 2,1008 2,0040 1,7955 1,5143 1,2060 0,9062 0,6331 0,3896 0,1767 0,0036 -0,1189 -0,1948 -0,2489 -0,3185 -0,4401 -0,6308 -0,8723 -1,1169 -1,3155 -1,4407 -1,4916 -1,4903 -1,4716 -1,4655 -1,4764 -1,4768 -1,4262 -1,2993 -1,0912 -0,7998 -0,4131 0,0842 0,6948 1,3979 2,1570 2,9457 3,7675 4,6407 5,5712 6,5468 7,5487 8,5566 9,5468 10,4881 11,3527 12,1341 12,8484 13,5207 14,1745 14,8248 15,4734 16,1110 16,7225 17,2895 17,7963 18,2390 18,6230 18,9474 19,1970 19,3462 19,3583 19,1923 18,8264 18,2829 17,6269 16,9391 16,2785 15,6597 15,0572 14,4305 13,7504 13,0069 12,2027 11,3520 10,4858 9,6449 8,8582 8,1311 7,4501 6,7946 6,1459 5,4922 4,8309 4,1736 3,5465 2,9865 2,5328 2,2108 2,0204 1,9471 1,9759 2,0862 2,2450 2,4135 2,5571 2,6558 2,7130 2,7506 2,7933 2,8582 2,9542 3,0859 3,2626 3,5018 3,8157 4,1927 4,5979 4,9918 5,3444 5,6357 5,8529 5,9899 6,0532 6,0769 6,1206 6,2405 6,4627 6,7770 7,1436 7,5092 7,8301 8,0857 8,2693 8,3696 8,3672 8,2521 8,0402 7,7667 7,4564 7,1084 6,7140 6,2834 5,8557 5,4934 5,2640 5,2118 5,3380 5,6031 5,9419 6,2778 6,5381 6,6666 6,6340 6,4433 6,1240 5,7141 5,2504 4,7624 4,2651 3,7610 3,2626 2,8068 2,4360 2,1631 1,9539 1,7504 1,5145 1,2518 1,0029 0,8118 0,6945 0,6278 0,5629 0,4485 0,2436 -0,0727 -0,4948 -0,9909 -1,5112 -2,0039 -2,4337 -2,7872 -3,0585 -3,2370 -3,3111 -3,2746 -3,1263 -2,8729 -2,5424 -2,1917 -1,8943 -1,7172 -1,7043 -1,8643 -2,1622 -2,5296 -2,8909 -3,1857 -3,3761 -3,4434 -3,3877 -3,2359 -3,0414 -2,8615 -2,7303 -2,6547 -2,6291 -2,6406 -2,6653 -2,6764 -2,6558 -2,6036 -2,5435 -2,5114 -2,5266 -2,5768 -2,6264 -2,6344 -2,5651 -2,3975 -2,1323 -1,7900 -1,3981 -0,9846 -0,5821 -0,2303 0,0360 0,2037 0,2887 0,3327 0,3867 0,4905 0,6567 0,8684 1,0917 1,2965 1,4678 1,5994 1,6772 1,6723 1,5540 1,3060 0,9305 0,4468 -0,1078 -0,6846 -1,2396 -1,7505 -2,2206 -2,6695 -3,1160 -3,5652 -4,0103 -4,4396 -4,8404 -5,1987 -5,5054 -5,7613 -5,9684 -6,1137 -6,1587 -6,0514 -5,7630 -5,3189 -4,7955 -4,2905 -3,8857 -3,6177 -3,4701 -3,3886 -3,3030 -3,1416 -2,8446 -2,3885 -1,7979 -1,1287 -0,4387 0,2302 0,8550 1,4287 1,9558 2,4470 2,9094 3,3446 3,7600 4,1765 4,6107 5,0550 5,4741 5,8191 6,0530 6,1688 6,1844 6,1270 6,0195 5,8704 5,6731 5,4203 5,1175 4,7858 4,4548 4,1569 3,9296 3,8130 3,8317 3,9668 4,1488 4,2871 4,3163 4,2206 4,0257 3,7823 3,5552 3,4080 3,3818 3,4838 3,6959 3,9895 4,3280 4,6579 4,9088 5,0142 4,9469 4,7333 4,4336 4,1107 3,8129 3,5659 3,3675 3,1925 3,0014 2,7479 2,3980 1,9563 1,4746 1,0280 0,6780 0,4521 0,3436 0,3167 0,3151 0,2722 0,1320 -0,1266 -0,4772 -0,8571 -1,1930 -1,4281 -1,5381 -1,5266 -1,4126 -1,2250 -0,9953 -0,7492 -0,5035 -0,2691 -0,0508 0,1565 0,3699 0,6150 0,9139 1,2757 1,6959 2,1612 2,6591 3,1843 3,7299 4,2737 4,7767 5,1958 5,5023 5,6927 5,7845 5,8091 5,8058 5,8112 5,8453 5,9076 5,9862 6,0629 6,1088 6,0866 5,9721 5,7752 5,5382 5,3077 5,1072 4,9366 4,7988 4,7083 4,6671 4,6444 4,5855 4,4321 4,1362 3,6713 3,0451 2,3020 1,5154 0,7728 0,1579 -0,2649 -0,4645 -0,4571 -0,3066 -0,0994 0,0893 0,2150 0,2651 0,2532 0,2129 0,1916 0,2381 0,3853 0,6386 0,9766 1,3621 1,7657 2,1837 2,6323 3,1221 3,6442 4,1785 4,7094 5,2271 5,7237 6,1933 6,6293 7,0204 7,3556 7,6322 7,8556 8,0362 8,1926 8,3570 8,5679 8,8514 9,2052 9,5982 9,9861 10,3356 10,6390 10,9126 11,1842 11,4786 11,8091 12,1757 12,5670 12,9597 13,3173 13,5962 13,7566 13,7763 13,6602 13,4425 13,1715 12,8865 12,5943 12,2546 11,7939 11,1561 10,3503 9,4495 8,5505 7,7351 7,0530 6,5187 6,1191 5,8309 5,6396 5,5458 5,5534 5,6504 5,8004 5,9518 6,0532 6,0605 5,9356 5,6511 5,2007 4,6064 3,9190 3,2104 2,5542 1,9989 1,5554 1,2068 0,9204 0,6600 0,4075 0,1771 0,0004 -0,1042 -0,1458 -0,1504 -0,1441 -0,1551 -0,2154 -0,3424 -0,5248 -0,7389 -0,9775 -1,2593 -1,6102 -2,0377 -2,5261 -3,0491 -3,5773 -4,0753 -4,5120 -4,8792 -5,1961 -5,4873 -5,7559 -5,9761 -6,1088 -6,1187 -5,9872 -5,7254 -5,3784 -5,0053 -4,6445 -4,2929 -3,9202
F3    -0,1054 -0,2433 -0,4805 -0,7437 -0,9465 -1,0221 -0,9595 -0,8098 -0,6500 -0,5379 -0,5025 -0,5591 -0,7141 -0,9521 -1,2323 -1,4999 -1,6829 -1,6820 -1,4065 -0,8359 -0,0336 0,8841 1,7783 2,5099 2,9594 3,0485 2,7573 2,1311 1,2778 0,3517 -0,4858 -1,1130 -1,4591 -1,4930 -1,2354 -0,7809 -0,2789 0,1244 0,3448 0,3880 0,3344 0,2959 0,3697 0,5955 0,9213 1,2048 1,2727 1,0050 0,3862 -0,4951 -1,4722 -2,3548 -3,0136 -3,4282 -3,6495 -3,7222 -3,6444 -3,3869 -2,9355 -2,3096 -1,5582 -0,7544 0,0029 0,5967 0,9081 0,8395 0,3618 -0,4412 -1,3895 -2,2793 -2,9487 -3,3039 -3,3289 -3,0830 -2,6726 -2,2184 -1,8328 -1,5958 -1,5352 -1,6206 -1,7636 -1,8363 -1,7218 -1,3829 -0,8856 -0,3527 0,1027 0,4144 0,5625 0,5398 0,3382 -0,0114 -0,4114 -0,7473 -0,9698 -1,1270 -1,3343 -1,7036 -2,2698 -2,9711 -3,6934 -4,3321 -4,8275 -5,1663 -5,3580 -5,4038 -5,2877 -4,9859 -4,4823 -3,7952 -3,0016 -2,2280 -1,6082 -1,2357 -1,1224 -1,1806 -1,2523 -1,1924 -0,9514 -0,5824 -0,1719 0,2290 0,6183 1,0210 1,4752 2,0217 2,6752 3,4041 4,1574 4,9209 5,7436 6,6979 7,8027 8,9911 10,1556 11,2114 12,1115 12,8257 13,3373 13,6670 13,8785 14,0538 14,2655 14,5554 14,9150 15,2736 15,5098 15,4902 15,1360 14,4819 13,6604 12,8129 12,0141 11,2734 10,5800 9,9297 9,3109 8,6800 7,9710 7,1494 6,2573 5,4016 4,6891 4,1536 3,7265 3,2878 2,7539 2,1233 1,4655 0,8860 0,4715 0,2326 0,1055 0,0145 -0,0700 -0,1314 -0,1574 -0,1838 -0,2778 -0,4807 -0,7697 -1,0581 -1,2310 -1,2008 -0,9390 -0,4809 0,0679 0,5530 0,8505 0,9535 0,9802 1,0864 1,3642 1,8135 2,3684 2,9225 3,3551 3,5712 3,5459 3,3431 3,0814 2,8721 2,8011 2,9410 3,3289 3,9301 4,6422 5,3352 5,8934 6,2506 6,3983 6,3579 6,1542 5,8131 5,3636 4,8310 4,2372 3,6205 3,0579 2,6495 2,4690 2,5435 2,8709 3,4179 4,0863 4,7203 5,1879 5,4539 5,5624 5,5617 5,4659 5,2797 5,0296 4,7493 4,4409 4,0680 3,5944 3,0285 2,4309 1,8914 1,4948 1,2759 1,1825 1,0849 0,8417 0,3829 -0,2501 -0,9333 -1,5330 -1,9720 -2,2435 -2,3660 -2,3487 -2,2028 -1,9573 -1,6396 -1,2611 -0,8475 -0,4734 -0,2371 -0,1963 -0,3474 -0,6741 -1,1895 -1,9096 -2,7884 -3,6907 -4,4450 -4,9320 -5,1479 -5,2006 -5,2315 -5,3246 -5,4733 -5,5967 -5,5778 -5,3197 -4,8087 -4,1322 -3,4228 -2,7797 -2,2395 -1,8106 -1,5168 -1,4046 -1,5128 -1,8405 -2,3423 -2,9528 -3,6230 -4,3437 -5,1318 -5,9757 -6,7850 -7,4123 -7,7390 -7,7316 -7,4180 -6,8413 -6,0547 -5,1425 -4,2140 -3,3590 -2,6085 -1,9279 -1,2311 -0,4243 0,5166 1,4840 2,2581 2,6099 2,4159 1,7056 0,6293 -0,6057 -1,8028 -2,8435 -3,7195 -4,4901 -5,1886 -5,7657 -6,1266 -6,2224 -6,1064 -5,9123 -5,7849 -5,8121 -5,9883 -6,2363 -6,4781 -6,6967 -6,9334 -7,2335 -7,5896 -7,9271 -8,1451 -8,1778 -8,0220 -7,7156 -7,3059 -6,8399 -6,3763 -5,9929 -5,7586 -5,6832 -5,7099 -5,7562 -5,7377 -5,5645 -5,1592 -4,4937 -3,6135 -2,6332 -1,6946 -0,8944 -0,2389 0,3191 0,8129 1,2458 1,6204 1,9526 2,2586 2,5442 2,8037 3,0271 3,2152 3,3943 3,6038 3,8550 4,0946 4,2174 4,1144 3,7140 3,0030 2,0367 0,9357 -0,1244 -0,9477 -1,3809 -1,3734 -1,0005 -0,4308 0,1484 0,5978 0,8601 0,9641 0,9851 0,9841 0,9738 0,9230 0,7913 0,5757 0,3345 0,1671 0,1731 0,4076 0,8545 1,4409 2,0771 2,6874 3,2133 3,5939 3,7511 3,6134 3,1588 2,4313 1,5220 0,5312 -0,4586 -1,3822 -2,1801 -2,7974 -3,1930 -3,3577 -3,3280 -3,1747 -2,9761 -2,8067 -2,7414 -2,8395 -3,1028 -3,4422 -3,6894 -3,6580 -3,2417 -2,4995 -1,6577 -1,0026 -0,7249 -0,8340 -1,2003 -1,6634 -2,1021 -2,4327 -2,5837 -2,5028 -2,1822 -1,6546 -0,9636 -0,1496 0,7359 1,6171 2,3983 2,9778 3,2861 3,3408 3,2650 3,2358 3,3952 3,7920 4,3738 5,0056 5,5157 5,7687 5,7097 5,3492 4,7231 3,8804 2,9048 1,9285 1,1001 0,5269 0,2381 0,2020 0,3654 0,6702 1,0396 1,3774 1,5929 1,6124 1,3647 0,7857 -0,1349 -1,3090 -2,5526 -3,6431 -4,4014 -4,7562 -4,7515 -4,4948 -4,0960 -3,6315 -3,1307 -2,5830 -1,9789 -1,3589 -0,8230 -0,4849 -0,4039 -0,5380 -0,7569 -0,9117 -0,9017 -0,6916 -0,2944 0,2460 0,8719 1,5333 2,1986 2,8478 3,4625 4,0381 4,6075 5,2310 5,9462 6,7269 7,4944 8,1652 8,6901 9,0560 9,2617 9,3077 9,2090 8,9991 8,7293 8,4794 8,3496 8,4144 8,6783 9,0641 9,4244 9,5951 9,5041 9,2502 9,0571 9,1377 9,5845 10,3496 11,2941 12,2472 13,0396 13,5242 13,6027 13,2490 12,5048 11,4447 10,1406 8,6657 7,1380 5,7384 4,6552 3,9890 3,6872 3,5547 3,3613 2,9910 2,5066 2,0745 1,8453 1,8928 2,2065 2,6961 3,2131 3,5944 3,7096 3,4871 2,9256 2,1042 1,1572 0,1993 -0,7293 -1,6349 -2,5125 -3,3228 -4,0021 -4,4858 -4,7485 -4,8332 -4,8231 -4,7805 -4,7157 -4,6248 -4,5367 -4,4930 -4,4931 -4,4832 -4,3980 -4,2227 -4,0251 -3,9195 -3,9907 -4,2462 -4,6234 -5,0321 -5,4101 -5,7530 -6,0873 -6,4195 -6,7121 -6,8961 -6,9035 -6,7164 -6,3991 -6,0794 -5,8782 -5,8188 -5,8052 -5,7170 -5,5104 -5,1985
F7    -0,2922 -0,0664 0,1378 0,3111 0,4381 0,5001 0,4870 0,4107 0,2939 0,1420 -0,0569 -0,3075 -0,5949 -0,8923 -1,1682 -1,3940 -1,5463 -1,6034 -1,5472 -1,3688 -1,0648 -0,6345 -0,0952 0,4976 1,0538 1,4772 1,6958 1,6785 1,4396 1,0377 0,5645 0,1220 -0,2036 -0,3684 -0,3855 -0,2997 -0,1380 0,0997 0,4017 0,7125 0,9446 1,0142 0,8814 0,5704 0,1586 -0,2513 -0,5691 -0,7454 -0,7784 -0,6984 -0,5486 -0,3658 -0,1701 0,0309 0,2305 0,4230 0,6090 0,7911 0,9559 1,0628 1,0508 0,8603 0,4675 -0,0880 -0,7080 -1,2716 -1,6760 -1,8656 -1,8495 -1,6948 -1,4829 -1,2584 -1,0167 -0,7348 -0,3992 -0,0157 0,3885 0,7727 1,1040 1,3715 1,5849 1,7685 1,9479 2,1221 2,2485 2,2590 2,0966 1,7500 1,2751 0,7811 0,3759 0,1059 -0,0635 -0,2134 -0,4122 -0,6785 -0,9779 -1,2499 -1,4538 -1,5972 -1,7110 -1,8058 -1,8618 -1,8572 -1,7960 -1,7049 -1,6133 -1,5419 -1,5033 -1,4994 -1,5117 -1,5049 -1,4438 -1,3187 -1,1614 -1,0262 -0,9464 -0,9079 -0,8553 -0,7191 -0,4444 0,0059 0,6558 1,4981 2,4768 3,5095 4,5325 5,5210 6,4679 7,3490 8,1210 8,7520 9,2419 9,6215 9,9441 10,2750 10,6721 11,1575 11,6970 12,2131 12,6367 12,9484 13,1621 13,2843 13,3126 13,2555 13,1166 12,8691 12,4722 11,9174 11,2489 10,5449 9,8768 9,2716 8,7041 8,1252 7,5008 6,8311 6,1394 5,4532 4,7969 4,1955 3,6785 3,2785 3,0128 2,8576 2,7397 2,5637 2,2548 1,7861 1,1820 0,5126 -0,1225 -0,6226 -0,9131 -0,9633 -0,8018 -0,5148 -0,2161 -0,0088 0,0429 -0,0744 -0,3289 -0,6581 -0,9807 -1,2130 -1,2903 -1,1878 -0,9297 -0,5786 -0,2014 0,1621 0,4984 0,7932 1,0239 1,1754 1,2441 1,2269 1,1220 0,9495 0,7604 0,6154 0,5541 0,5768 0,6446 0,6994 0,7000 0,6452 0,5618 0,4706 0,3674 0,2336 0,0633 -0,1283 -0,3212 -0,5080 -0,6923 -0,8773 -1,0523 -1,1867 -1,2347 -1,1506 -0,9094 -0,5227 -0,0389 0,4702 0,9258 1,2567 1,4189 1,4212 1,3252 1,2140 1,1610 1,2141 1,3753 1,5894 1,7778 1,8906 1,9255 1,9012 1,8180 1,6517 1,3869 1,0524 0,7205 0,4688 0,3405 0,3294 0,3927 0,4697 0,4928 0,4033 0,1757 -0,1675 -0,5661 -0,9477 -1,2509 -1,4312 -1,4615 -1,3384 -1,0909 -0,7724 -0,4353 -0,1165 0,1487 0,3083 0,3079 0,1313 -0,1819 -0,5552 -0,9060 -1,1786 -1,3738 -1,5433 -1,7398 -1,9717 -2,2055 -2,4084 -2,5800 -2,7436 -2,9217 -3,1185 -3,3170 -3,4866 -3,5923 -3,6070 -3,5278 -3,3874 -3,2503 -3,1892 -3,2427 -3,3842 -3,5328 -3,6003 -3,5302 -3,3095 -2,9626 -2,5364 -2,0917 -1,6978 -1,4188 -1,2965 -1,3443 -1,5435 -1,8368 -2,1400 -2,3785 -2,5094 -2,5155 -2,4020 -2,2013 -1,9547 -1,6778 -1,3607 -1,0094 -0,6761 -0,4340 -0,3257 -0,3476 -0,4808 -0,7249 -1,0947 -1,5910 -2,1774 -2,7860 -3,3474 -3,8190 -4,1868 -4,4528 -4,6283 -4,7364 -4,8118 -4,8901 -4,9884 -5,0960 -5,1829 -5,2141 -5,1600 -5,0079 -4,7659 -4,4535 -4,1037 -3,7756 -3,5393 -3,4349 -3,4482 -3,5191 -3,5559 -3,4565 -3,1560 -2,6600 -2,0214 -1,2975 -0,5408 0,1860 0,8106 1,2733 1,5477 1,6452 1,6108 1,5178 1,4394 1,4044 1,3852 1,3335 1,2201 1,0488 0,8416 0,6150 0,3781 0,1497 -0,0386 -0,1639 -0,2256 -0,2376 -0,2225 -0,2118 -0,2310 -0,2752 -0,3096 -0,2908 -0,1916 -0,0183 0,1889 0,3793 0,5217 0,6169 0,6911 0,7840 0,9302 1,1377 1,3825 1,6240 1,8193 1,9266 1,9084 1,7451 1,4467 1,0580 0,6524 0,3037 0,0642 -0,0355 0,0135 0,1878 0,4274 0,6476 0,7667 0,7412 0,5883 0,3736 0,1756 0,0580 0,0566 0,1623 0,3079 0,3835 0,2842 -0,0336 -0,5293 -1,1085 -1,6807 -2,1862 -2,5836 -2,8361 -2,9214 -2,8501 -2,6604 -2,3837 -2,0228 -1,5796 -1,0994 -0,6710 -0,3728 -0,2156 -0,1409 -0,0721 0,0339 0,1727 0,3169 0,4550 0,5996 0,7595 0,9223 1,0686 1,1896 1,2888 1,3815 1,4828 1,5857 1,6639 1,7049 1,7299 1,7848 1,9209 2,1620 2,4687 2,7411 2,8666 2,7762 2,4728 2,0208 1,5163 1,0536 0,6952 0,4495 0,2735 0,0973 -0,1389 -0,4501 -0,7957 -1,1182 -1,3956 -1,6484 -1,9004 -2,1480 -2,3711 -2,5560 -2,6974 -2,7951 -2,8660 -2,9554 -3,1158 -3,3643 -3,6599 -3,9218 -4,0645 -4,0216 -3,7629 -3,3115 -2,7382 -2,1202 -1,4956 -0,8603 -0,2024 0,4728 1,1453 1,7932 2,3993 2,9491 3,4238 3,8000 4,0647 4,2253 4,3032 4,3265 4,3282 4,3460 4,4174 4,5740 4,8343 5,1981 5,6442 6,1318 6,5997 6,9772 7,2179 7,3334 7,3879 7,4561 7,5813 7,7631 7,9748 8,1898 8,3970 8,5916 8,7576 8,8714 8,9253 8,9446 8,9706 9,0249 9,0895 9,1124 9,0213 8,7439 8,2511 7,5876 6,8438 6,0964 5,3788 4,6932 4,0359 3,4116 2,8417 2,3665 2,0321 1,8649 1,8536 1,9492 2,0823 2,1893 2,2296 2,1869 2,0600 1,8516 1,5560 1,1566 0,6390 0,0081 -0,7112 -1,4847 -2,2731 -3,0326 -3,7270 -4,3391 -4,8641 -5,2946 -5,6196 -5,8329 -5,9343 -5,9350 -5,8642 -5,7568 -5,6245 -5,4489 -5,2155 -4,9443 -4,6808 -4,4656 -4,3260 -4,2887 -4,3796 -4,5954 -4,8822 -5,1607 -5,3768 -5,5156 -5,5793 -5,5689 -5,4814 -5,3151 -5,0798 -4,7984 -4,5033 -4,2318 -4,0179 -3,8714 -3,7625 -3,6366
