Fp1   -0,6822 -1,0440 -1,4781 -1,7758 -1,8046 -1,6051 -1,3777 -1,3618 -1,6797 -2,2333 -2,7125 -2,7163 -1,9517 -0,4196 1,5567 3,4846 4,9207 5,6311 5,6280 5,0854 4,2198 3,2096 2,1426 1,0054 -0,2298 -1,4585 -2,3862 -2,6544 -2,0563 -0,6669 1,2102 3,2329 5,1705 6,8927 8,2689 9,1365 9,3563 8,8475 7,5612 5,4750 2,6666 -0,6101 -3,9624 -6,9873 -9,3650 -10,8779 -11,4363 -11,0905 -9,9520 -8,1264 -5,7864 -3,2506 -0,9000 0,9919 2,3431 3,2091 3,6490 3,6502 3,1820 2,2831 1,0582 -0,3779 -1,9252 -3,5112 -5,1029 -6,6593 -8,0710 -9,1942 -9,9423 -10,3055 -10,2879 -9,8570 -8,9713 -7,6526 -6,0231 -4,2794 -2,6130 -1,1381 0,0981 1,0456 1,6240 1,7709 1,5082 0,9665 0,3450 -0,1769 -0,5257 -0,7421 -0,8968 -1,0240 -1,1432 -1,2684 -1,3653 -1,3533 -1,1926 -0,9614 -0,8230 -0,9173 -1,2694 -1,7668 -2,2132 -2,4270 -2,3123 -1,8637 -1,1520 -0,3170 0,4778 1,1086 1,5002 1,5920 1,3190 0,6367 -0,4449 -1,8615 -3,5240 -5,3656 -7,3873 -9,6482 -12,1935 -14,9659 -17,7578 -20,2321 -21,9793 -22,6176 -21,9491 -20,0655 -17,3089 -14,1307 -10,9430 -8,0334 -5,5462 -3,5020 -1,8578 -0,5820 0,3053 0,7170 0,5374 -0,2608 -1,5321 -3,0063 -4,4168 -5,5824 -6,4057 -6,8431 -6,8759 -6,4856 -5,6702 -4,5060 -3,1782 -1,9313 -0,9995 -0,5866 -0,8423 -1,7956 -3,3147 -5,1299 -6,8949 -8,2823 -9,0780 -9,2026 -8,6817 -7,6408 -6,2847 -4,8225 -3,4303 -2,2897 -1,5761 -1,3649 -1,5934 -2,1176 -2,7730 -3,3853 -3,7884 -3,8982 -3,7722 -3,5945 -3,6023 -3,9770 -4,7699 -5,9551 -7,5187 -9,4141 -11,4551 -13,3113 -14,5983 -15,0187 -14,5334 -13,3978 -11,9874 -10,6155 -9,5020 -8,8101 -8,6650 -9,1404 -10,2042 -11,6415 -13,0482 -13,9841 -14,2011 -13,7520 -12,9381 -12,1745 -11,7933 -11,8585 -12,1323 -12,2255 -11,8476 -11,0003 -9,9565 -9,0451 -8,4579 -8,2075 -8,1546 -8,0575 -7,7052 -7,0868 -6,4285 -6,0509 -6,1975 -6,9588 -8,2703 -9,9537 -11,7897 -13,5650 -15,0612 -16,0490 -16,3294 -15,8017 -14,5412 -12,8218 -11,0007 -9,3370 -7,9009 -6,6388 -5,5403 -4,7425 -4,4357 -4,6548 -5,1636 -5,5559 -5,5117 -4,9842 -4,1776 -3,3966 -2,9127 -2,8935 -3,3687 -4,2412 -5,3630 -6,5931 -7,7840 -8,7848 -9,5023 -9,9232 -10,0742 -10,0092 -9,8083 -9,5120 -9,0605 -8,3611 -7,4377 -6,5094 -5,9462 -6,1298 -7,2648 -9,2318 -11,6057 -13,8426 -15,4826 -16,2416 -16,0339 -15,0040 -13,5034 -11,9461 -10,6271 -9,6303 -8,9043 -8,4400 -8,3426 -8,7463 -9,7155 -11,1934 -13,0123 -14,9904 -16,9856 -18,7984 -20,1100 -20,6256 -20,2586 -19,1457 -17,5522 -15,7949 -14,1736 -12,8923 -12,0266 -11,5759 -11,5376 -11,9380 -12,7957 -14,0476 -15,5361 -17,0836 -18,5438 -19,7672 -20,5623 -20,7557 -20,3011 -19,3020 -17,9325 -16,3385 -14,5898 -12,7419 -10,9726 -9,6083 -8,9476 -9,0414 -9,6395 -10,3673 -10,9896 -11,5249 -12,1559 -13,0576 -14,2547 -15,6006 -16,8835 -17,9024 -18,4438 -18,2989 -17,3669 -15,7037 -13,4850 -10,9780 -8,5107 -6,4097 -4,9603 -4,3987 -4,8755 -6,3991 -8,8145 -11,8330 -15,0994 -18,2504 -20,9433 -22,8986 -23,9719 -24,1912 -23,7098 -22,7276 -21,4533 -20,0887 -18,7971 -17,6798 -16,7874 -16,1470 -15,7647 -15,6147 -15,6634 -15,8977 -16,3031 -16,8100 -17,2809 -17,5432 -17,4351 -16,8692 -15,8956 -14,7104 -13,5838 -12,7535 -12,3569 -12,4216 -12,8873 -13,6556 -14,6509 -15,8207 -17,0528 -18,1391 -18,8970 -19,3047 -19,4598 -19,4308 -19,1588 -18,4846 -17,3086 -15,7299 -13,9845 -12,2798 -10,7366 -9,4575 -8,6136 -8,4484 -9,1623 -10,7411 -12,8722 -15,0449 -16,7868 -17,8477 -18,1787 -17,8150 -16,8777 -15,6383 -14,4344 -13,4831 -12,8003 -12,2758 -11,7890 -11,2875 -10,8229 -10,5342 -10,5613 -10,9468 -11,6028 -12,3617 -13,0634 -13,5987 -13,9085 -13,9799 -13,8348 -13,5148 -13,1064 -12,7633 -12,6400 -12,7630 -12,9708 -12,9986 -12,6430 -11,8608 -10,7617 -9,5779 -8,6197 -8,1677 -8,3448 -9,0711 -10,1347 -11,2886 -12,2736 -12,8188 -12,7310 -12,0438 -11,0392 -10,0689 -9,3576 -8,9695 -8,8532 -8,8282 -8,6029 -7,9374 -6,7986 -5,3220 -3,6998 -2,1747 -1,0632 -0,6636 -1,0848 -2,1660 -3,5769 -4,9780 -6,0981 -6,7637 -6,9366 -6,7009 -6,1815 -5,4566 -4,5284 -3,3518 -1,8653 -0,0194 2,1534 4,4604 6,5597 8,0859 8,7950 8,6397 7,7719 6,4734 5,0383 3,6806 2,5005 1,5078 0,6663 -0,0783 -0,7630 -1,3867 -1,9392 -2,4363 -2,9283 -3,4784 -4,0998 -4,7130 -5,2182 -5,6277 -6,0830 -6,7204 -7,5578 -8,5235 -9,5370 -10,5275 -11,4185 -12,1339 -12,6056 -12,7675 -12,5574 -11,9393 -10,9420 -9,7001 -8,4425 -7,4065 -6,7352 -6,4033 -6,2089 -5,8930 -5,3171 -4,5360 -3,7425 -3,1754 -3,0144 -3,2817 -3,8240 -4,4130 -4,8831 -5,1894 -5,3699 -5,4751 -5,5085 -5,4201 -5,1644 -4,7236 -4,0437 -3,0040 -1,5040 0,4377 2,6847 5,0316 7,2064 8,8678 9,6994 9,5635 8,5455 6,8542 4,7415 2,5295 0,6386 -0,4898 -0,5571 0,4370 2,1620 4,0957 5,7342 6,7494 7,0407 6,6670 5,7409 4,3931 2,7833 1,0886 -0,5242 -1,9116 -2,9398 -3,4739 -3,4293 -2,8584 -1,9636 -1,0187 -0,3041 -0,0494 -0,3112 -0,8751 -1,3403 -1,3612 -0,8531 -0,0057 0,8753 1,5330 1,7899 1,5161 0,6922 -0,4778 -1,5779 -2,1467 -1,8775 -0,7504 0,9439 2,7119 4,0547 4,6444 4,4139 3,5538 2,4035 1,2806 0,3702 -0,2519 -0,5564 -0,5707 -0,4117 -0,2498 -0,2260 -0,3856 -0,6417 -0,7991 -0,6785 -0,2380
Fz    -0,1249 -0,0731 -0,0093 0,0832 0,2004 0,3106 0,3632 0,3123 0,1451 -0,1003 -0,3419 -0,4835 -0,4544 -0,2446 0,0874 0,4453 0,7431 0,9473 1,0889 1,2214 1,3626 1,4827 1,5323 1,4723 1,2927 1,0248 0,7438 0,5464 0,5012 0,6075 0,8050 1,0331 1,2738 1,5313 1,7870 1,9891 2,0749 1,9862 1,6761 1,1229 0,3508 -0,5691 -1,5432 -2,4863 -3,3292 -4,0092 -4,4758 -4,7085 -4,7095 -4,4819 -4,0393 -3,4299 -2,7336 -2,0389 -1,4201 -0,9237 -0,5766 -0,3979 -0,3876 -0,5141 -0,7305 -0,9993 -1,3009 -1,6382 -2,0245 -2,4446 -2,8328 -3,1127 -3,2527 -3,2671 -3,1773 -2,9866 -2,6887 -2,2914 -1,8316 -1,3676 -0,9556 -0,6297 -0,3974 -0,2515 -0,1865 -0,2058 -0,3096 -0,4692 -0,6188 -0,6937 -0,6799 -0,6174 -0,5583 -0,5390 -0,5821 -0,6874 -0,8166 -0,9158 -0,9635 -0,9876 -1,0266 -1,0847 -1,1266 -1,1037 -0,9882 -0,7944 -0,5688 -0,3565 -0,1774 -0,0346 0,0654 0,1008 0,0384 -0,1425 -0,4275 -0,7712 -1,1295 -1,4926 -1,8928 -2,3824 -2,9954 -3,7219 -4,5157 -5,3176 -6,0651 -6,6967 -7,1598 -7,4206 -7,4709 -7,3270 -7,0156 -6,5652 -6,0063 -5,3725 -4,6988 -4,0243 -3,3969 -2,8666 -2,4703 -2,2275 -2,1402 -2,1838 -2,3067 -2,4575 -2,6157 -2,7985 -3,0379 -3,3483 -3,7075 -4,0611 -4,3456 -4,5122 -4,5417 -4,4442 -4,2545 -4,0285 -3,8256 -3,6758 -3,5647 -3,4450 -3,2598 -2,9642 -2,5362 -1,9760 -1,3052 -0,5685 0,1816 0,9044 1,5689 2,1402 2,5950 2,9523 3,2740 3,6318 4,0680 4,5803 5,1272 5,6382 6,0350 6,2635 6,3046 6,1658 5,8784 5,4771 4,9676 4,3384 3,6114 2,8610 2,1833 1,6523 1,2873 1,0588 0,9324 0,8994 0,9602 1,0940 1,2448 1,3199 1,2133 0,8610 0,2915 -0,3865 -1,0492 -1,6049 -2,0076 -2,2614 -2,4151 -2,5350 -2,6707 -2,8334 -3,0034 -3,1599 -3,3020 -3,4438 -3,5996 -3,7819 -3,9977 -4,2327 -4,4479 -4,6131 -4,7418 -4,8847 -5,0975 -5,4176 -5,8540 -6,3927 -7,0138 -7,6922 -8,3759 -8,9763 -9,3910 -9,5397 -9,3940 -8,9830 -8,3666 -7,6041 -6,7462 -5,8422 -4,9488 -4,1299 -3,4408 -2,8998 -2,4720 -2,0824 -1,6634 -1,1980 -0,7242 -0,3059 0,0003 0,1668 0,1990 0,1180 -0,0624 -0,3404 -0,7102 -1,1417 -1,5835 -1,9856 -2,3212 -2,5946 -2,8269 -3,0227 -3,1472 -3,1450 -2,9890 -2,7093 -2,3882 -2,1342 -2,0416 -2,1482 -2,4164 -2,7539 -3,0511 -3,2064 -3,1512 -2,8845 -2,4870 -2,0862 -1,7907 -1,6368 -1,5883 -1,5858 -1,5923 -1,6122 -1,6874 -1,8639 -2,1550 -2,5422 -2,9914 -3,4430 -3,8100 -4,0098 -4,0009 -3,7927 -3,4382 -3,0163 -2,6091 -2,2809 -2,0580 -1,9226 -1,8323 -1,7528 -1,6702 -1,5762 -1,4589 -1,3177 -1,1745 -1,0562 -0,9683 -0,8843 -0,7529 -0,5199 -0,1570 0,3233 0,8819 1,4786 2,0791 2,6480 3,1415 3,5148 3,7440 3,8394 3,8244 3,7040 3,4589 3,0769 2,5923 2,0825 1,6194 1,2357 0,9411 0,7504 0,6878 0,7762 1,0197 1,3876 1,8216 2,2631 2,6679 2,9933 3,1849 3,1924 3,0029 2,6597 2,2431 1,8307 1,4687 1,1703 0,9280 0,7253 0,5436 0,3696 0,1994 0,0336 -0,1407 -0,3493 -0,6047 -0,8872 -1,1536 -1,3582 -1,4758 -1,5119 -1,4871 -1,4120 -1,2871 -1,1184 -0,9210 -0,7139 -0,5145 -0,3356 -0,1901 -0,1016 -0,1062 -0,2420 -0,5313 -0,9716 -1,5405 -2,2039 -2,9087 -3,5821 -4,1606 -4,6118 -4,9206 -5,0688 -5,0381 -4,8302 -4,4915 -4,1101 -3,7701 -3,5072 -3,3148 -3,1878 -3,1514 -3,2477 -3,4923 -3,8409 -4,1983 -4,4668 -4,5906 -4,5743 -4,4662 -4,3228 -4,1927 -4,1241 -4,1522 -4,2733 -4,4451 -4,6070 -4,6994 -4,6875 -4,5925 -4,4912 -4,4658 -4,5450 -4,6927 -4,8460 -4,9663 -5,0615 -5,1696 -5,3209 -5,5184 -5,7499 -6,0107 -6,3089 -6,6481 -7,0076 -7,3388 -7,5815 -7,6979 -7,7018 -7,6595 -7,6659 -7,7960 -8,0555 -8,3712 -8,6311 -8,7399 -8,6488 -8,3474 -7,8475 -7,1815 -6,4009 -5,5618 -4,7078 -3,8750 -3,1135 -2,4879 -2,0329 -1,7192 -1,4833 -1,2834 -1,1166 -1,0048 -0,9900 -1,1262 -1,4524 -1,9585 -2,5753 -3,2005 -3,7396 -4,1276 -4,3437 -4,4272 -4,4653 -4,5268 -4,5925 -4,5569 -4,3121 -3,8284 -3,1553 -2,3745 -1,5744 -0,8473 -0,2824 0,0481 0,1113 -0,0607 -0,3658 -0,6627 -0,8268 -0,8061 -0,6383 -0,4101 -0,1935 -0,0144 0,1256 0,2115 0,2091 0,0850 -0,1800 -0,5820 -1,0913 -1,6742 -2,3257 -3,0703 -3,9237 -4,8568 -5,7974 -6,6599 -7,3765 -7,9212 -8,3196 -8,6324 -8,9210 -9,2209 -9,5319 -9,8257 -10,0708 -10,2588 -10,4004 -10,4976 -10,5197 -10,4029 -10,0871 -9,5661 -8,8974 -8,1651 -7,4376 -6,7469 -6,0918 -5,4595 -4,8513 -4,2906 -3,8073 -3,4192 -3,1269 -2,9208 -2,7933 -2,7394 -2,7440 -2,7700 -2,7551 -2,6194 -2,2861 -1,7150 -0,9288 -0,0193 0,8765 1,6251 2,1419 2,4014 2,4136 2,2120 1,8753 1,5367 1,3399 1,3678 1,6000 1,9323 2,2440 2,4547 2,5357 2,4983 2,3757 2,2044 2,0153 1,8325 1,6688 1,5183 1,3607 1,1805 0,9814 0,7729 0,5495 0,2903 -0,0246 -0,4103 -0,8779 -1,4166 -1,9733 -2,4646 -2,8159 -2,9959 -3,0180 -2,9119 -2,7031 -2,4344 -2,1910 -2,0731 -2,1281 -2,3142 -2,5318 -2,6867 -2,7380 -2,7089 -2,6689 -2,7072 -2,9110 -3,3392 -3,9891 -4,7856 -5,6121 -6,3572 -6,9370 -7,2930 -7,3971 -7,2720 -6,9963 -6,6732 -6,3826 -6,1490 -5,9489 -5,7473 -5,5240
F3    -0,7094 -0,5957 -0,4415 -0,2652 -0,0989 0,0181 0,0577 0,0167 -0,0815 -0,1988 -0,2968 -0,3433 -0,3093 -0,1803 0,0230 0,2398 0,4030 0,4951 0,5722 0,7200 0,9792 1,3148 1,6429 1,8715 1,9293 1,7895 1,4891 1,1221 0,7880 0,5343 0,3469 0,2002 0,1059 0,1023 0,2055 0,3837 0,5734 0,7058 0,7264 0,6116 0,3721 0,0327 -0,3885 -0,8809 -1,4259 -1,9838 -2,5043 -2,9470 -3,2771 -3,4445 -3,3944 -3,1049 -2,6126 -2,0106 -1,4188 -0,9408 -0,6357 -0,5157 -0,5460 -0,6484 -0,7366 -0,7629 -0,7453 -0,7579 -0,8799 -1,1273 -1,4292 -1,6752 -1,7853 -1,7396 -1,5622 -1,3012 -1,0150 -0,7563 -0,5529 -0,4015 -0,2782 -0,1560 -0,0175 0,1330 0,2585 0,2960 0,1975 -0,0177 -0,2531 -0,4000 -0,4177 -0,3457 -0,2565 -0,2132 -0,2537 -0,3774 -0,5383 -0,6740 -0,7547 -0,7960 -0,8214 -0,8238 -0,7624 -0,5885 -0,2913 0,0727 0,4027 0,6149 0,6822 0,6215 0,4562 0,1847 -0,2198 -0,7722 -1,4326 -2,1060 -2,6914 -3,1382 -3,4664 -3,7446 -4,0362 -4,3546 -4,6680 -4,9405 -5,1626 -5,3507 -5,5251 -5,6886 -5,8247 -5,9094 -5,9175 -5,8243 -5,6096 -5,2622 -4,7858 -4,2105 -3,6008 -3,0356 -2,5656 -2,1989 -1,9192 -1,6963 -1,4921 -1,2870 -1,1053 -1,0068 -1,0493 -1,2528 -1,5936 -2,0184 -2,4575 -2,8345 -3,0825 -3,1595 -3,0636 -2,8418 -2,5696 -2,3070 -2,0701 -1,8318 -1,5468 -1,1887 -0,7672 -0,3120 0,1500 0,6044 1,0478 1,4801 1,8911 2,2578 2,5697 2,8539 3,1665 3,5548 4,0274 4,5497 5,0548 5,4552 5,6708 5,6696 5,4776 5,1543 4,7663 4,3600 3,9364 3,4624 2,9186 2,3267 1,7343 1,1859 0,7083 0,3165 0,0288 -0,1277 -0,1309 0,0223 0,2968 0,5957 0,7722 0,7028 0,3580 -0,1978 -0,8541 -1,4929 -2,0154 -2,3721 -2,5668 -2,6283 -2,5859 -2,4720 -2,3296 -2,2050 -2,1361 -2,1527 -2,2777 -2,5198 -2,8561 -3,2230 -3,5373 -3,7446 -3,8498 -3,9044 -3,9736 -4,1129 -4,3523 -4,6896 -5,1039 -5,5680 -6,0455 -6,4810 -6,8009 -6,9314 -6,8222 -6,4640 -5,8943 -5,1917 -4,4473 -3,7265 -3,0560 -2,4417 -1,8853 -1,3821 -0,9160 -0,4723 -0,0576 0,3021 0,5825 0,7754 0,8887 0,9391 0,9408 0,8988 0,8118 0,6746 0,4787 0,2244 -0,0703 -0,3793 -0,6822 -0,9657 -1,2193 -1,4274 -1,5632 -1,5967 -1,5150 -1,3327 -1,0853 -0,8239 -0,6075 -0,4845 -0,4726 -0,5574 -0,6973 -0,8257 -0,8705 -0,7953 -0,6228 -0,4242 -0,2826 -0,2462 -0,3057 -0,4157 -0,5314 -0,6388 -0,7683 -0,9675 -1,2536 -1,5998 -1,9556 -2,2661 -2,4832 -2,5774 -2,5394 -2,3750 -2,1025 -1,7534 -1,3746 -1,0238 -0,7411 -0,5218 -0,3287 -0,1343 0,0603 0,2447 0,4181 0,5752 0,6886 0,7201 0,6533 0,5098 0,3437 0,2252 0,2138 0,3367 0,5924 0,9721 1,4687 2,0626 2,6991 3,2859 3,7304 3,9879 4,0682 3,9974 3,7854 3,4443 3,0316 2,6450 2,3588 2,1822 2,0819 2,0286 2,0225 2,0974 2,2977 2,6335 3,0557 3,4783 3,8250 4,0532 4,1392 4,0646 3,8356 3,5041 3,1460 2,8191 2,5448 2,3172 2,1212 1,9414 1,7673 1,6021 1,4663 1,3753 1,3066 1,2033 1,0248 0,7897 0,5658 0,4232 0,3919 0,4555 0,5787 0,7373 0,9229 1,1250 1,3249 1,5121 1,6965 1,8967 2,1164 2,3336 2,4999 2,5501 2,4278 2,1163 1,6481 1,0848 0,4996 -0,0278 -0,4257 -0,6479 -0,6767 -0,5191 -0,2068 0,1961 0,5870 0,8515 0,9239 0,8223 0,6219 0,3928 0,1625 -0,0815 -0,3613 -0,6688 -0,9496 -1,1367 -1,1976 -1,1518 -1,0588 -0,9933 -1,0190 -1,1683 -1,4267 -1,7361 -2,0272 -2,2528 -2,3873 -2,4174 -2,3545 -2,2415 -2,1244 -2,0170 -1,9031 -1,7665 -1,6144 -1,4833 -1,4250 -1,4770 -1,6456 -1,9142 -2,2546 -2,6262 -2,9780 -3,2642 -3,4575 -3,5463 -3,5408 -3,4873 -3,4691 -3,5788 -3,8658 -4,2962 -4,7635 -5,1409 -5,3309 -5,2839 -4,9961 -4,5044 -3,8731 -3,1655 -2,4201 -1,6550 -0,8941 -0,1910 0,3746 0,7406 0,9078 0,9394 0,9170 0,9013 0,9146 0,9296 0,8771 0,6907 0,3584 -0,0646 -0,4831 -0,8006 -0,9484 -0,9148 -0,7672 -0,6294 -0,6013 -0,6751 -0,7298 -0,6258 -0,3112 0,1635 0,7095 1,2517 1,7353 2,1087 2,3085 2,2771 2,0157 1,6181 1,2398 1,0179 0,9919 1,0902 1,1990 1,2489 1,2383 1,1878 1,0895 0,9118 0,6384 0,2897 -0,0931 -0,4781 -0,8648 -1,2847 -1,7824 -2,3845 -3,0750 -3,7880 -4,4284 -4,9144 -5,2198 -5,3871 -5,5020 -5,6486 -5,8832 -6,2306 -6,6814 -7,1949 -7,7197 -8,2074 -8,6065 -8,8556 -8,8937 -8,6874 -8,2517 -7,6422 -6,9266 -6,1565 -5,3565 -4,5403 -3,7330 -2,9677 -2,2665 -1,6346 -1,0714 -0,5826 -0,1839 0,0982 0,2334 0,2048 0,0314 -0,2183 -0,4306 -0,4815 -0,2862 0,1702 0,8301 1,5827 2,3028 2,8940 3,3072 3,5257 3,5542 3,4421 3,3009 3,2644 3,4076 3,6944 4,0014 4,1971 4,2085 4,0320 3,7075 3,2903 2,8335 2,3816 1,9771 1,6637 1,4640 1,3583 1,3021 1,2580 1,2000 1,1025 0,9459 0,7262 0,4429 0,0868 -0,3452 -0,8264 -1,3006 -1,7050 -1,9988 -2,1714 -2,2247 -2,1640 -2,0186 -1,8621 -1,7886 -1,8513 -2,0220 -2,2149 -2,3475 -2,3903 -2,3797 -2,3906 -2,4950 -2,7496 -3,1941 -3,8237 -4,5680 -5,3207 -5,9885 -6,5095 -6,8428 -6,9615 -6,8607 -6,5730 -6,1680 -5,7315 -5,3407 -5,0425 -4,8469 -4,7348
F7    -0,2057 0,0852 0,3950 0,6562 0,7988 0,7668 0,5319 0,1056 -0,4488 -1,0105 -1,4265 -1,5619 -1,3514 -0,8298 -0,1200 0,6226 1,2716 1,7663 2,1129 2,3401 2,4470 2,3941 2,1364 1,6588 0,9959 0,2322 -0,5117 -1,1084 -1,4695 -1,5796 -1,4815 -1,2175 -0,7886 -0,1886 0,5316 1,2541 1,8505 2,2335 2,3591 2,2070 1,7753 1,0886 0,2037 -0,7922 -1,7872 -2,6604 -3,3119 -3,6867 -3,7604 -3,5217 -2,9993 -2,2920 -1,5468 -0,8981 -0,4208 -0,1255 0,0085 0,0061 -0,0972 -0,2439 -0,3753 -0,4654 -0,5398 -0,6726 -0,9509 -1,4120 -2,0064 -2,6285 -3,1815 -3,6060 -3,8664 -3,9349 -3,7957 -3,4566 -2,9526 -2,3441 -1,7106 -1,1335 -0,6751 -0,3700 -0,2335 -0,2735 -0,4829 -0,8177 -1,1943 -1,5246 -1,7608 -1,9052 -1,9839 -2,0251 -2,0559 -2,0904 -2,1124 -2,0887 -2,0066 -1,8899 -1,7758 -1,6762 -1,5621 -1,3818 -1,1028 -0,7459 -0,3773 -0,0655 0,1515 0,2662 0,2850 0,2131 0,0471 -0,2138 -0,5450 -0,8889 -1,1837 -1,4088 -1,6073 -1,8697 -2,2859 -2,8952 -3,6694 -4,5295 -5,3688 -6,0747 -6,5500 -6,7228 -6,5540 -6,0478 -5,2628 -4,3084 -3,3178 -2,4005 -1,6056 -0,9271 -0,3456 0,1394 0,5078 0,7279 0,7745 0,6599 0,4427 0,1909 -0,0623 -0,3241 -0,6086 -0,9081 -1,1929 -1,4298 -1,5937 -1,6650 -1,6289 -1,4861 -1,2669 -1,0345 -0,8642 -0,8096 -0,8815 -1,0402 -1,2062 -1,2967 -1,2601 -1,0813 -0,7706 -0,3594 0,1069 0,5822 1,0252 1,4020 1,6974 1,9249 2,1160 2,3008 2,4989 2,7264 2,9933 3,2855 3,5585 3,7558 3,8240 3,7219 3,4327 2,9536 2,2753 1,4046 0,4146 -0,5441 -1,2880 -1,6706 -1,6491 -1,3003 -0,7655 -0,1807 0,3510 0,7565 0,9830 0,9894 0,7501 0,2831 -0,3270 -0,9548 -1,4899 -1,8678 -2,0731 -2,1386 -2,1287 -2,0991 -2,0641 -2,0008 -1,8856 -1,7249 -1,5547 -1,4147 -1,3203 -1,2587 -1,2018 -1,1119 -0,9519 -0,7173 -0,4612 -0,2784 -0,2650 -0,4852 -0,9494 -1,6161 -2,4152 -3,2679 -4,0881 -4,7820 -5,2641 -5,4779 -5,4114 -5,1003 -4,6132 -4,0232 -3,3813 -2,7076 -2,0112 -1,3244 -0,7079 -0,2186 0,1278 0,3612 0,5286 0,6608 0,7616 0,8140 0,7930 0,6838 0,4949 0,2537 -0,0158 -0,3026 -0,5941 -0,8628 -1,0784 -1,2272 -1,3129 -1,3411 -1,3041 -1,1739 -0,9054 -0,4682 0,1074 0,7190 1,2242 1,4929 1,4541 1,1213 0,5851 -0,0214 -0,5591 -0,9044 -0,9784 -0,7899 -0,4482 -0,1170 0,0629 0,0419 -0,1272 -0,3436 -0,5255 -0,6443 -0,7257 -0,8184 -0,9582 -1,1642 -1,4383 -1,7375 -1,9620 -2,0014 -1,7930 -1,3445 -0,7251 -0,0447 0,5756 1,0375 1,2955 1,3647 1,2962 1,1370 0,9132 0,6457 0,3572 0,0529 -0,2916 -0,7048 -1,1771 -1,6474 -2,0296 -2,2560 -2,3054 -2,1948 -1,9463 -1,5727 -1,1017 -0,6014 -0,1639 0,1413 0,3051 0,3734 0,3963 0,3778 0,2686 0,0104 -0,4031 -0,9111 -1,4281 -1,8811 -2,2066 -2,3432 -2,2495 -1,9214 -1,3926 -0,7321 -0,0329 0,6090 1,1113 1,4120 1,4724 1,2838 0,8733 0,2962 -0,3837 -1,1009 -1,7805 -2,3407 -2,7168 -2,8836 -2,8557 -2,6700 -2,3661 -1,9855 -1,5851 -1,2328 -0,9764 -0,8254 -0,7592 -0,7461 -0,7625 -0,8014 -0,8584 -0,9121 -0,9284 -0,8814 -0,7626 -0,5789 -0,3522 -0,1205 0,0673 0,1613 0,1253 -0,0445 -0,3114 -0,6124 -0,8933 -1,1322 -1,3337 -1,5090 -1,6716 -1,8335 -1,9828 -2,0679 -2,0107 -1,7466 -1,2712 -0,6526 0,0104 0,6343 1,1545 1,5056 1,6158 1,4234 0,9135 0,1528 -0,7149 -1,5195 -2,1281 -2,4833 -2,5963 -2,5099 -2,2810 -1,9858 -1,7040 -1,4801 -1,3066 -1,1430 -0,9431 -0,6782 -0,3631 -0,0631 0,1475 0,2424 0,2534 0,2299 0,1959 0,1440 0,0614 -0,0459 -0,1568 -0,2598 -0,3657 -0,4912 -0,6342 -0,7652 -0,8321 -0,7797 -0,5840 -0,2770 0,0588 0,3159 0,4045 0,2934 0,0161 -0,3538 -0,7285 -1,0237 -1,1717 -1,1421 -0,9588 -0,6888 -0,3946 -0,0952 0,2220 0,5510 0,8487 1,0797 1,2651 1,4633 1,7118 2,0047 2,3040 2,5404 2,6244 2,4968 2,1904 1,8381 1,6039 1,5925 1,8090 2,1704 2,5378 2,7680 2,7822 2,6144 2,4016 2,3119 2,4635 2,8896 3,5443 4,3154 5,0449 5,5715 5,7796 5,6372 5,2188 4,6867 4,2211 3,9347 3,8203 3,7712 3,6619 3,4265 3,0807 2,6802 2,2631 1,8287 1,3567 0,8368 0,2909 -0,2284 -0,6750 -1,0507 -1,3996 -1,7596 -2,1248 -2,4508 -2,6818 -2,7715 -2,7039 -2,5124 -2,2730 -2,0693 -1,9559 -1,9438 -2,0095 -2,1260 -2,2904 -2,5151 -2,7855 -3,0286 -3,1285 -2,9880 -2,5917 -2,0130 -1,3648 -0,7414 -0,1882 0,2948 0,7309 1,1435 1,5398 1,9071 2,2178 2,4414 2,5581 2,5664 2,4797 2,3245 2,1467 2,0192 2,0388 2,3010 2,8564 3,6717 4,6242 5,5448 6,2885 6,7854 7,0332 7,0481 6,8434 6,4648 6,0228 5,6617 5,4866 5,5090 5,6520 5,8083 5,8988 5,8925 5,7962 5,6339 5,4251 5,1788 4,9021 4,6051 4,2922 3,9622 3,6271 3,3216 3,0808 2,9145 2,8098 2,7445 2,6788 2,5512 2,3167 1,9994 1,6970 1,5202 1,5182 1,6532 1,8425 2,0130 2,1089 2,0677 1,8360 1,4284 0,9616 0,6116 0,5210 0,7200 1,1093 1,5146 1,7681 1,7622 1,4693 0,9483 0,3281 -0,2417 -0,6474 -0,8326 -0,7894 -0,5490 -0,1813 0,2131 0,5288 0,6917 0,6850 0,5493 0,3542 0,1694
