Fp1   -1,4059 -1,5853 -1,6130 -1,4819 -1,1948 -0,7534 -0,1559 0,5721 1,3412 2,0179 2,4914 2,7158 2,7031 2,4975 2,1542 1,7244 1,2484 0,7504 0,2324 -0,3066 -0,8306 -1,2618 -1,5278 -1,6069 -1,5280 -1,3404 -1,0879 -0,8041 -0,5084 -0,1948 0,1588 0,5608 0,9875 1,3922 1,7163 1,8919 1,8571 1,5880 1,1243 0,5628 0,0101 -0,4727 -0,8782 -1,2224 -1,5146 -1,7472 -1,8977 -1,9359 -1,8381 -1,6043 -1,2659 -0,8736 -0,4733 -0,0940 0,2492 0,5506 0,8125 1,0409 1,2385 1,3958 1,4862 1,4716 1,3284 1,0826 0,8029 0,5566 0,3831 0,3050 0,3370 0,4764 0,6931 0,9304 1,1200 1,2114 1,1948 1,0996 0,9747 0,8573 0,7404 0,5818 0,3551 0,0796 -0,1926 -0,3953 -0,4670 -0,3895 -0,2193 -0,0671 -0,0315 -0,1478 -0,3779 -0,6259 -0,7719 -0,7152 -0,4076 0,1335 0,8244 1,5288 2,0973 2,4265 2,4964 2,3587 2,0946 1,7720 1,4169 1,0167 0,5557 0,0405 -0,5014 -1,0240 -1,4653 -1,7633 -1,8769 -1,7971 -1,5426 -1,1498 -0,6648 -0,1360 0,3939 0,8920 1,3365 1,7232 2,0743 2,4393 2,8738 3,4075 4,0236 4,6563 5,2137 5,6204 5,8530 5,9431 5,9491 5,9191 5,8782 5,8477 5,8599 5,9510 6,1454 6,4416 6,7990 7,1375 7,3739 7,4722 7,4596 7,3920 7,3117 7,2343 7,1621 7,0993 7,0544 7,0350 7,0446 7,0825 7,1341 7,1626 7,1181 6,9733 6,7613 6,5640 6,4535 6,4537 6,5467 6,6970 6,8678 7,0181 7,0963 7,0573 6,8955 6,6524 6,3806 6,1061 5,8281 5,5454 5,2689 5,0124 4,7803 4,5702 4,3786 4,2004 4,0324 3,8917 3,8171 3,8403 3,9646 4,1658 4,4062 4,6472 4,8573 5,0211 5,1490 5,2630 5,3715 5,4632 5,5255 5,5572 5,5678 5,5711 5,5797 5,5973 5,6093 5,5863 5,5093 5,4001 5,3146 5,3045 5,3943 5,5884 5,8767 6,2338 6,6339 7,0672 7,5278 7,9888 8,4014 8,7204 8,9289 9,0384 9,0730 9,0546 8,9996 8,9192 8,8227 8,7196 8,6162 8,5137 8,4193 8,3530 8,3273 8,3134 8,2451 8,0711 7,8027 7,5098 7,2844 7,1992 7,2746 7,4765 7,7424 8,0056 8,2058 8,3041 8,3044 8,2566 8,2258 8,2581 8,3661 8,5230 8,6671 8,7272 8,6559 8,4392 8,0943 7,6735 7,2541 6,8989 6,6321 6,4558 6,3807 6,4258 6,5862 6,8043 6,9862 7,0615 7,0289 6,9412 6,8611 6,8347 6,8807 6,9833 7,1033 7,2045 7,2723 7,3156 7,3579 7,4235 7,5237 7,6488 7,7744 7,8791 7,9572 8,0069 8,0144 7,9654 7,8688 7,7531 7,6425 7,5446 7,4633 7,4182 7,4374 7,5301 7,6731 7,8345 7,9991 8,1612 8,2991 8,3724 8,3453 8,2091 7,9848 7,7141 7,4517 7,2509 7,1393 7,1144 7,1668 7,2984 7,5068 7,7598 8,0069 8,2167 8,3885 8,5327 8,6536 8,7481 8,8089 8,8285 8,8097 8,7722 8,7459 8,7551 8,8068 8,8889 8,9857 9,0995 9,2584 9,4920 9,7935 10,1100 10,3646 10,4900 10,4635 10,3215 10,1318 9,9469 9,7853 9,6385 9,4804 9,2855 9,0512 8,8077 8,6073 8,4936 8,4753 8,5260 8,6049 8,6759 8,7203 8,7441 8,7686 8,8082 8,8574 8,8912 8,8761 8,7958 8,6768 8,5690 8,5012 8,4683 8,4527 8,4343 8,3870 8,2886 8,1385 7,9622 7,7928 7,6536 7,5613 7,5336 7,5786 7,6858 7,8387 8,0294 8,2596 8,5240 8,8082 9,0978 9,3697 9,5761 9,6537 9,5506 9,2510 8,7985 8,3007 7,8902 7,6644 7,6458 7,7740 7,9325 8,0089 7,9557 7,7982 7,5979 7,4164 7,2957 7,2453 7,2481 7,2850 7,3491 7,4342 7,5269 7,6198 7,7236 7,8551 8,0062 8,1279 8,1540 8,0404 7,7820 7,4060 6,9600 6,5048 6,1135 5,8579 5,7678 5,7999 5,8647 5,8878 5,8426 5,7379 5,5876 5,3986 5,1813 4,9677 4,8152 4,7754 4,8541 5,0075 5,1841 5,3597 5,5284 5,6747 5,7680 5,7831 5,7257 5,6368 5,5703 5,5685 5,6467 5,7845 5,9252 6,0010 5,9668 5,8182 5,5940 5,3693 5,2231 5,1886 5,2319 5,2822 5,2807 5,2109 5,0939 4,9722 4,9023 4,9344 5,0721 5,2593 5,4130 5,4681 5,3964 5,2084 4,9544 4,7207 4,5896 4,5870 4,6769 4,7989 4,9024 4,9600 4,9707 4,9461 4,8956 4,8232 4,7361 4,6456 4,5568 4,4559 4,3063 4,0622 3,6955 3,2149 2,6499 2,0208 1,3456 0,6734 0,0873 -0,3351 -0,5603 -0,6012 -0,4938 -0,2803 -0,0109 0,2576 0,4760 0,6203 0,6986 0,7403 0,7795 0,8468 0,9648 1,1374 1,3501 1,5860 1,8330 2,0793 2,3179 2,5557 2,8120 3,1057 3,4381 3,7884 4,1253 4,4224 4,6666 4,8616 5,0258 5,1832 5,3525 5,5370 5,7082 5,8047 5,7632 5,5632 5,2469 4,8974 4,5974 4,3930 4,2750 4,1922 4,0930 3,9573 3,7970 3,6351 3,4833 3,3374 3,1886 3,0244 2,8228 2,5605 2,2335 1,8601 1,4634 1,0608 0,6752 0,3429 0,0947 -0,0670 -0,1639 -0,2206 -0,2595 -0,3033 -0,3657 -0,4423 -0,5224 -0,6075 -0,7092 -0,8241 -0,9257 -1,0034 -1,1075 -1,3326 -1,7505 -2,3534 -3,0329 -3,6095 -3,9118 -3,8593 -3,4915 -2,9339 -2,3325 -1,8037 -1,4142 -1,1764 -1,0609 -1,0265 -1,0489 -1,1274 -1,2561 -1,3834 -1,4188 -1,2964 -1,0256 -0,6832 -0,3646 -0,1310 0,0031 0,0369 -0,0357 -0,2024 -0,4218 -0,6476 -0,8566 -1,0555 -1,2630 -1,4846 -1,7061 -1,9048 -2,0621
Fz    -0,8448 -1,0735 -1,2087 -1,2241 -1,1099 -0,8595 -0,4620 0,0794 0,7165 1,3512 1,8671 2,1696 2,2145 2,0205 1,6581 1,2179 0,7764 0,3754 0,0182 -0,3130 -0,6219 -0,8843 -1,0655 -1,1409 -1,1045 -0,9742 -0,7864 -0,5725 -0,3367 -0,0580 0,2781 0,6513 1,0109 1,3011 1,4782 1,5128 1,3929 1,1319 0,7753 0,3902 0,0335 -0,2762 -0,5531 -0,8142 -1,0593 -1,2725 -1,4289 -1,5044 -1,4872 -1,3850 -1,2195 -1,0108 -0,7655 -0,4758 -0,1317 0,2623 0,6798 1,0830 1,4377 1,7134 1,8747 1,8816 1,7139 1,4010 1,0199 0,6616 0,3977 0,2651 0,2645 0,3682 0,5274 0,6824 0,7841 0,8146 0,7909 0,7460 0,7100 0,6955 0,6850 0,6392 0,5298 0,3588 0,1465 -0,0814 -0,2922 -0,4552 -0,5667 -0,6531 -0,7415 -0,8338 -0,8982 -0,8789 -0,7279 -0,4358 -0,0329 0,4253 0,8705 1,2321 1,4535 1,5105 1,4228 1,2402 1,0122 0,7663 0,5027 0,2020 -0,1537 -0,5596 -0,9843 -1,3780 -1,6841 -1,8554 -1,8650 -1,7079 -1,3980 -0,9704 -0,4771 0,0267 0,5022 0,9353 1,3250 1,6720 1,9893 2,3125 2,6786 3,0957 3,5361 3,9508 4,2924 4,5361 4,6883 4,7750 4,8231 4,8530 4,8886 4,9703 5,1514 5,4756 5,9515 6,5421 7,1713 7,7424 8,1713 8,4237 8,5273 8,5453 8,5332 8,5135 8,4783 8,4115 8,3093 8,1847 8,0561 7,9351 7,8195 7,6891 7,5128 7,2720 6,9852 6,7001 6,4612 6,2882 6,1806 6,1255 6,1005 6,0718 6,0027 5,8797 5,7308 5,6056 5,5314 5,4914 5,4455 5,3652 5,2481 5,1069 4,9575 4,8131 4,6789 4,5490 4,4135 4,2745 4,1485 4,0525 3,9994 4,0045 4,0833 4,2366 4,4422 4,6651 4,8722 5,0333 5,1211 5,1325 5,1043 5,0951 5,1489 5,2728 5,4391 5,6061 5,7437 5,8456 5,9288 6,0318 6,1976 6,4420 6,7412 7,0516 7,3336 7,5657 7,7519 7,9173 8,0889 8,2792 8,4851 8,6990 8,9166 9,1313 9,3245 9,4717 9,5603 9,5933 9,5767 9,5150 9,4161 9,2929 9,1619 9,0402 8,9352 8,8307 8,6853 8,4560 8,1265 7,7214 7,3035 6,9525 6,7305 6,6566 6,7118 6,8578 7,0513 7,2546 7,4491 7,6388 7,8373 8,0527 8,2737 8,4557 8,5287 8,4378 8,1771 7,7835 7,3042 6,7854 6,2793 5,8355 5,4829 5,2341 5,1055 5,1212 5,2873 5,5642 5,8735 6,1352 6,3013 6,3642 6,3478 6,2949 6,2474 6,2254 6,2237 6,2294 6,2388 6,2570 6,2913 6,3479 6,4306 6,5373 6,6536 6,7543 6,8174 6,8307 6,7854 6,6820 6,5458 6,4237 6,3632 6,3914 6,5080 6,6985 6,9460 7,2261 7,4991 7,7227 7,8740 7,9527 7,9640 7,9063 7,7801 7,6011 7,3925 7,1699 6,9493 6,7621 6,6462 6,6251 6,7023 6,8694 7,1062 7,3742 7,6293 7,8415 8,0001 8,1091 8,1828 8,2386 8,2881 8,3333 8,3727 8,4136 8,4735 8,5630 8,6721 8,7745 8,8490 8,9005 8,9643 9,0793 9,2511 9,4458 9,6151 9,7230 9,7590 9,7360 9,6727 9,5786 9,4601 9,3317 9,2059 9,0806 8,9491 8,8243 8,7424 8,7336 8,7891 8,8628 8,9047 8,8906 8,8258 8,7351 8,6528 8,6075 8,5994 8,5932 8,5431 8,4350 8,3033 8,2001 8,1482 8,1304 8,1180 8,0947 8,0550 8,0011 7,9448 7,9041 7,8898 7,8954 7,9081 7,9276 7,9638 8,0240 8,1105 8,2278 8,3810 8,5710 8,7982 9,0624 9,3443 9,5960 9,7542 9,7657 9,6139 9,3398 9,0334 8,7951 8,6895 8,7195 8,8259 8,9140 8,9034 8,7721 8,5596 8,3280 8,1257 7,9774 7,8875 7,8442 7,8282 7,8223 7,8138 7,7968 7,7729 7,7481 7,7311 7,7280 7,7348 7,7338 7,6978 7,5974 7,4174 7,1705 6,8964 6,6510 6,4884 6,4307 6,4493 6,4816 6,4744 6,4116 6,3071 6,1816 6,0527 5,9360 5,8531 5,8358 5,9119 6,0796 6,3011 6,5269 6,7242 6,8791 6,9824 7,0190 6,9756 6,8561 6,6913 6,5286 6,4117 6,3688 6,4077 6,5074 6,6181 6,6774 6,6382 6,4946 6,2877 6,0788 5,9069 5,7696 5,6386 5,4934 5,3505 5,2613 5,2794 5,4321 5,7086 6,0625 6,4263 6,7342 6,9369 7,0033 6,9229 6,7240 6,4813 6,2785 6,1562 6,1000 6,0707 6,0353 5,9795 5,9088 5,8386 5,7822 5,7490 5,7510 5,8009 5,8994 6,0191 6,1004 6,0677 5,8643 5,4785 4,9336 4,2574 3,4824 2,6715 1,9149 1,2892 0,8302 0,5420 0,4210 0,4631 0,6523 0,9435 1,2603 1,5184 1,6606 1,6774 1,6067 1,5167 1,4728 1,5075 1,6181 1,7900 2,0137 2,2858 2,6026 2,9573 3,3418 3,7487 4,1676 4,5894 5,0160 5,4558 5,9096 6,3700 6,8307 7,2876 7,7335 8,1513 8,5067 8,7513 8,8418 8,7644 8,5479 8,2549 7,9568 7,7013 7,4904 7,2921 7,0777 6,8467 6,6226 6,4320 6,2883 6,1887 6,1146 6,0288 5,8831 5,6401 5,2935 4,8702 4,4124 3,9626 3,5603 3,2381 3,0106 2,8624 2,7552 2,6560 2,5546 2,4558 2,3692 2,3059 2,2703 2,2478 2,2094 2,1348 2,0309 1,9112 1,7624 1,5428 1,2168 0,7899 0,3271 -0,0647 -0,2880 -0,3012 -0,1258 0,1731 0,5118 0,8130 1,0311 1,1635 1,2397 1,2967 1,3633 1,4556 1,5835 1,7612 2,0028 2,3053 2,6416 2,9629 3,2135 3,3585 3,3958 3,3318 3,1660 2,9088 2,5977 2,2838 2,0062 1,7778 1,5930 1,4439 1,3247 1,2292 1,1531
F3    -1,4033 -1,6247 -1,7278 -1,7046 -1,5419 -1,2228 -0,7391 -0,1129 0,5908 1,2739 1,8372 2,2092 2,3617 2,3090 2,0928 1,7659 1,3803 0,9741 0,5582 0,1241 -0,3244 -0,7539 -1,1202 -1,3886 -1,5354 -1,5460 -1,4153 -1,1448 -0,7384 -0,2069 0,4146 1,0546 1,6184 2,0191 2,2036 2,1594 1,9092 1,5043 1,0178 0,5285 0,0929 -0,2754 -0,6009 -0,9171 -1,2361 -1,5361 -1,7702 -1,8870 -1,8539 -1,6718 -1,3711 -0,9935 -0,5733 -0,1339 0,3083 0,7344 1,1198 1,4403 1,6800 1,8292 1,8762 1,8052 1,6126 1,3313 1,0308 0,7903 0,6700 0,6933 0,8419 1,0644 1,2903 1,4439 1,4663 1,3397 1,0941 0,7887 0,4855 0,2275 0,0223 -0,1526 -0,3169 -0,4635 -0,5693 -0,6174 -0,6025 -0,5336 -0,4452 -0,3916 -0,4174 -0,5350 -0,7149 -0,8899 -0,9829 -0,9437 -0,7664 -0,4831 -0,1517 0,1607 0,3965 0,5250 0,5499 0,4961 0,3868 0,2293 0,0148 -0,2760 -0,6604 -1,1377 -1,6763 -2,2107 -2,6577 -2,9455 -3,0365 -2,9270 -2,6342 -2,1878 -1,6268 -0,9955 -0,3378 0,3022 0,8771 1,3433 1,6892 1,9505 2,1851 2,4333 2,7045 2,9821 3,2354 3,4393 3,5905 3,7002 3,7754 3,8141 3,8203 3,8219 3,8684 4,0080 4,2607 4,6064 4,9905 5,3425 5,6072 5,7729 5,8739 5,9586 6,0523 6,1453 6,2111 6,2357 6,2312 6,2223 6,2196 6,2083 6,1556 6,0243 5,7868 5,4454 5,0476 4,6725 4,3940 4,2548 4,2646 4,4066 4,6391 4,8917 5,0803 5,1475 5,0913 4,9495 4,7631 4,5577 4,3472 4,1407 3,9444 3,7608 3,5913 3,4388 3,3030 3,1799 3,0705 2,9894 2,9592 2,9963 3,1042 3,2712 3,4646 3,6346 3,7303 3,7255 3,6326 3,4901 3,3391 3,2173 3,1600 3,1865 3,2880 3,4350 3,5948 3,7449 3,8779 3,9938 4,0966 4,2029 4,3431 4,5383 4,7814 5,0467 5,3090 5,5514 5,7698 5,9744 6,1753 6,3661 6,5270 6,6430 6,7116 6,7334 6,7051 6,6296 6,5297 6,4404 6,3908 6,3958 6,4551 6,5522 6,6609 6,7605 6,8379 6,8681 6,8061 6,6139 6,2962 5,9057 5,5213 5,2187 5,0406 4,9821 5,0048 5,0631 5,1184 5,1435 5,1313 5,1020 5,0918 5,1334 5,2357 5,3675 5,4617 5,4490 5,2941 5,0042 4,6128 4,1702 3,7415 3,3885 3,1428 3,0010 2,9498 2,9858 3,1035 3,2705 3,4288 3,5242 3,5339 3,4702 3,3696 3,2816 3,2523 3,3030 3,4220 3,5782 3,7378 3,8754 3,9798 4,0537 4,1063 4,1407 4,1487 4,1236 4,0758 4,0238 3,9698 3,8987 3,7998 3,6861 3,5892 3,5401 3,5543 3,6379 3,7967 4,0271 4,3044 4,5872 4,8343 5,0139 5,1025 5,0832 4,9515 4,7237 4,4339 4,1233 3,8375 3,6236 3,5136 3,5107 3,5984 3,7580 3,9729 4,2227 4,4845 4,7368 4,9536 5,1027 5,1590 5,1197 5,0083 4,8647 4,7348 4,6639 4,6832 4,7879 4,9353 5,0737 5,1728 5,2386 5,3082 5,4237 5,5976 5,7994 5,9739 6,0705 6,0665 5,9740 5,8242 5,6482 5,4770 5,3463 5,2788 5,2679 5,2878 5,3206 5,3650 5,4178 5,4513 5,4192 5,2905 5,0755 4,8166 4,5665 4,3738 4,2681 4,2419 4,2499 4,2389 4,1878 4,1191 4,0687 4,0463 4,0315 4,0002 3,9389 3,8407 3,7050 3,5440 3,3848 3,2603 3,2000 3,2262 3,3511 3,5681 3,8495 4,1589 4,4649 4,7446 4,9806 5,1647 5,2994 5,3899 5,4344 5,4242 5,3508 5,2240 5,0848 4,9933 4,9944 5,0930 5,2518 5,4073 5,4966 5,4856 5,3832 5,2273 5,0579 4,9000 4,7617 4,6386 4,5168 4,3807 4,2242 4,0596 3,9159 3,8216 3,7889 3,8141 3,8834 3,9721 4,0482 4,0787 4,0341 3,9029 3,7081 3,5040 3,3526 3,2928 3,3157 3,3689 3,3950 3,3686 3,3009 3,2126 3,1091 2,9823 2,8309 2,6776 2,5706 2,5601 2,6662 2,8656 3,1116 3,3620 3,5870 3,7621 3,8656 3,8877 3,8399 3,7504 3,6496 3,5627 3,5112 3,5086 3,5447 3,5767 3,5430 3,4004 3,1592 2,8815 2,6407 2,4750 2,3738 2,3016 2,2370 2,1959 2,2178 2,3315 2,5377 2,8098 3,0972 3,3355 3,4691 3,4733 3,3559 3,1465 2,8946 2,6646 2,5108 2,4483 2,4564 2,5052 2,5725 2,6470 2,7268 2,8110 2,8907 2,9504 2,9818 2,9898 2,9847 2,9615 2,8861 2,7042 2,3749 1,8985 1,3076 0,6356 -0,0873 -0,8094 -1,4548 -1,9545 -2,2748 -2,4176 -2,4042 -2,2628 -2,0294 -1,7580 -1,5224 -1,3939 -1,4072 -1,5445 -1,7420 -1,9115 -1,9759 -1,9064 -1,7267 -1,4838 -1,2149 -0,9351 -0,6407 -0,3176 0,0466 0,4509 0,8801 1,3213 1,7730 2,2334 2,6902 3,1338 3,5704 4,0100 4,4463 4,8515 5,1808 5,3816 5,4126 5,2656 4,9726 4,5929 4,1908 3,8133 3,4798 3,1905 2,9487 2,7730 2,6854 2,6884 2,7542 2,8339 2,8736 2,8216 2,6342 2,2877 1,7922 1,1922 0,5491 -0,0769 -0,6329 -1,0726 -1,3584 -1,4748 -1,4385 -1,2859 -1,0576 -0,7964 -0,5461 -0,3443 -0,2214 -0,2062 -0,3199 -0,5567 -0,8757 -1,2266 -1,5860 -1,9606 -2,3606 -2,7687 -3,1221 -3,3263 -3,3061 -3,0526 -2,6262 -2,1235 -1,6421 -1,2586 -1,0150 -0,9103 -0,9094 -0,9640 -1,0300 -1,0768 -1,0849 -1,0347 -0,9056 -0,6892 -0,3987 -0,0697 0,2479 0,5059 0,6648 0,6832 0,5255 0,1978 -0,2386 -0,6959 -1,0993 -1,4075 -1,6112 -1,7219 -1,7598 -1,7415 -1,6775
F7    -1,2937 -1,4511 -1,5260 -1,5117 -1,4022 -1,1857 -0,8490 -0,3930 0,1525 0,7253 1,2443 1,6330 1,8426 1,8627 1,7148 1,4387 1,0812 0,6828 0,2628 -0,1755 -0,6162 -1,0144 -1,3132 -1,4645 -1,4387 -1,2364 -0,8895 -0,4475 0,0421 0,5401 1,0064 1,3927 1,6520 1,7561 1,7065 1,5310 1,2707 0,9703 0,6702 0,3981 0,1605 -0,0580 -0,2836 -0,5351 -0,8073 -1,0624 -1,2413 -1,2963 -1,2167 -1,0280 -0,7740 -0,4980 -0,2287 0,0292 0,2899 0,5660 0,8521 1,1313 1,3872 1,6041 1,7617 1,8359 1,8098 1,6889 1,5064 1,3126 1,1595 1,0859 1,1022 1,1835 1,2774 1,3220 1,2707 1,1138 0,8851 0,6465 0,4626 0,3723 0,3649 0,3846 0,3704 0,2976 0,1821 0,0598 -0,0365 -0,0954 -0,1362 -0,1943 -0,2924 -0,4299 -0,5865 -0,7227 -0,7858 -0,7310 -0,5459 -0,2609 0,0601 0,3437 0,5313 0,5944 0,5395 0,3978 0,2016 -0,0344 -0,3135 -0,6465 -1,0458 -1,5216 -2,0672 -2,6366 -3,1475 -3,5176 -3,7024 -3,7044 -3,5565 -3,3006 -2,9700 -2,5836 -2,1507 -1,6847 -1,2160 -0,7874 -0,4220 -0,1001 0,2202 0,5612 0,9121 1,2451 1,5372 1,7824 1,9889 2,1596 2,2798 2,3336 2,3379 2,3531 2,4551 2,6915 3,0598 3,5150 3,9877 4,4007 4,6926 4,8469 4,8988 4,9052 4,9033 4,8929 4,8538 4,7784 4,6854 4,6052 4,5543 4,5272 4,5036 4,4562 4,3567 4,1911 3,9772 3,7571 3,5705 3,4380 3,3657 3,3525 3,3844 3,4232 3,4194 3,3536 3,2559 3,1738 3,1290 3,1055 3,0696 2,9973 2,8861 2,7476 2,5957 2,4404 2,2874 2,1424 2,0168 1,9294 1,9017 1,9505 2,0845 2,2972 2,5587 2,8156 3,0062 3,0876 3,0573 2,9464 2,7972 2,6540 2,5578 2,5273 2,5484 2,5875 2,6125 2,6082 2,5813 2,5523 2,5438 2,5760 2,6634 2,8082 2,9986 3,2119 3,4202 3,5959 3,7227 3,8053 3,8603 3,8960 3,9104 3,9095 3,9160 3,9554 4,0349 4,1444 4,2718 4,4104 4,5543 4,6978 4,8347 4,9510 5,0248 5,0384 4,9848 4,8558 4,6351 4,3145 3,9160 3,4912 3,1092 2,8386 2,7227 2,7601 2,9124 3,1282 3,3560 3,5492 3,6771 3,7406 3,7735 3,8218 3,9149 4,0438 4,1602 4,1980 4,1038 3,8580 3,4790 3,0199 2,5576 2,1659 1,8834 1,7083 1,6273 1,6381 1,7397 1,9104 2,1090 2,2979 2,4570 2,5792 2,6643 2,7227 2,7727 2,8266 2,8831 2,9349 2,9773 3,0086 3,0291 3,0416 3,0469 3,0386 3,0052 2,9449 2,8794 2,8421 2,8474 2,8771 2,9009 2,9082 2,9207 2,9743 3,0878 3,2532 3,4478 3,6444 3,8125 3,9227 3,9584 3,9230 3,8359 3,7217 3,6054 3,5124 3,4574 3,4307 3,4049 3,3559 3,2755 3,1766 3,0947 3,0773 3,1551 3,3233 3,5519 3,8081 4,0600 4,2725 4,4150 4,4785 4,4808 4,4539 4,4290 4,4322 4,4833 4,5876 4,7344 4,9074 5,0943 5,2875 5,4799 5,6587 5,7965 5,8568 5,8135 5,6659 5,4402 5,1831 4,9432 4,7530 4,6298 4,5827 4,6021 4,6533 4,6968 4,7167 4,7215 4,7231 4,7192 4,6929 4,6268 4,5194 4,3874 4,2554 4,1434 4,0565 3,9778 3,8782 3,7447 3,6003 3,4930 3,4624 3,5115 3,6083 3,7095 3,7766 3,7787 3,6996 3,5494 3,3625 3,1831 3,0529 3,0055 3,0588 3,2012 3,3938 3,5922 3,7703 3,9256 4,0698 4,2175 4,3777 4,5423 4,6808 4,7547 4,7430 4,6608 4,5570 4,4879 4,4882 4,5576 4,6646 4,7617 4,8060 4,7779 4,6852 4,5518 4,4022 4,2528 4,1144 3,9946 3,8974 3,8188 3,7460 3,6646 3,5688 3,4649 3,3695 3,3046 3,2826 3,2931 3,3073 3,2962 3,2451 3,1607 3,0709 3,0138 3,0221 3,1027 3,2230 3,3264 3,3682 3,3387 3,2546 3,1352 2,9881 2,8138 2,6171 2,4145 2,2362 2,1155 2,0697 2,0915 2,1588 2,2506 2,3501 2,4416 2,5115 2,5544 2,5762 2,5858 2,5842 2,5685 2,5450 2,5286 2,5263 2,5247 2,4956 2,4160 2,2877 2,1346 1,9788 1,8192 1,6363 1,4178 1,1811 0,9797 0,8861 0,9573 1,2082 1,6059 2,0815 2,5448 2,9029 3,0858 3,0691 2,8804 2,5900 2,2911 2,0660 1,9552 1,9511 2,0130 2,0857 2,1227 2,1047 2,0392 1,9418 1,8238 1,6972 1,5790 1,4838 1,4071 1,3133 1,1459 0,8573 0,4338 -0,1039 -0,7183 -1,3634 -1,9832 -2,5191 -2,9288 -3,1964 -3,3278 -3,3447 -3,2785 -3,1626 -3,0272 -2,9032 -2,8235 -2,8135 -2,8795 -3,0001 -3,1210 -3,1688 -3,0880 -2,8714 -2,5513 -2,1720 -1,7699 -1,3699 -0,9827 -0,6032 -0,2227 0,1546 0,5142 0,8443 1,1394 1,4019 1,6508 1,9211 2,2413 2,6140 3,0130 3,3879 3,6732 3,8069 3,7573 3,5423 3,2232 2,8740 2,5503 2,2738 2,0383 1,8320 1,6568 1,5231 1,4295 1,3590 1,2952 1,2313 1,1615 1,0653 0,9085 0,6633 0,3246 -0,0861 -0,5280 -0,9513 -1,3106 -1,5716 -1,7149 -1,7406 -1,6652 -1,5157 -1,3279 -1,1434 -1,0030 -0,9412 -0,9845 -1,1444 -1,4068 -1,7268 -2,0508 -2,3535 -2,6503 -2,9700 -3,3151 -3,6379 -3,8551 -3,8942 -3,7374 -3,4256 -3,0305 -2,6265 -2,2759 -2,0201 -1,8714 -1,8130 -1,8094 -1,8211 -1,8160 -1,7734 -1,6822 -1,5428 -1,3693 -1,1855 -1,0156 -0,8780 -0,7830 -0,7418 -0,7833 -0,9448 -1,2341 -1,6092 -1,9951 -2,3189 -2,5386 -2,6498 -2,6748 -2,6434 -2,5763 -2,4811
