Fp1   1,1632 0,4060 0,0421 -0,0152 0,1157 0,3134 0,4277 0,2957 -0,1580 -0,8077 -1,3502 -1,4949 -1,1808 -0,6508 -0,2991 -0,4141 -1,0479 -2,0807 -3,3509 -4,6992 -5,9039 -6,6416 -6,5907 -5,6315 -3,9704 -2,0581 -0,3661 0,7989 1,3792 1,5822 1,7970 2,3946 3,5264 5,0662 6,7041 8,0832 8,8980 8,9489 8,1694 6,6272 4,5031 2,0739 -0,3076 -2,2934 -3,6659 -4,3932 -4,5447 -4,1665 -3,2737 -1,9595 -0,4776 0,7904 1,4706 1,3500 0,4764 -0,8168 -1,9878 -2,4868 -2,0172 -0,7121 0,9398 2,3980 3,3415 3,6959 3,5091 2,8737 1,9182 0,7891 -0,3570 -1,3277 -1,9221 -2,0427 -1,7474 -1,1597 -0,3857 0,4566 1,2159 1,7635 2,0128 1,8827 1,3245 0,4351 -0,4768 -0,9721 -0,6929 0,4138 2,0346 3,6699 4,8909 5,4631 5,3450 4,6705 3,6989 2,7028 1,8573 1,2006 0,6761 0,1907 -0,3387 -0,9200 -1,4394 -1,7167 -1,6322 -1,2139 -0,6295 -0,1065 0,1548 0,0378 -0,4712 -1,2964 -2,2872 -3,2271 -3,8887 -4,1329 -3,9576 -3,4562 -2,7616 -2,0279 -1,3965 -0,9309 -0,5795 -0,2213 0,2154 0,6652 0,9544 0,9253 0,5692 0,0597 -0,3652 -0,5689 -0,5787 -0,5219 -0,5360 -0,7219 -1,0799 -1,4300 -1,4469 -0,8315 0,5009 2,3442 4,3171 6,0990 7,5870 8,8740 10,0958 11,2704 12,2390 12,7317 12,5201 11,5808 10,1491 8,6086 7,2793 6,2504 5,4019 4,5864 3,7875 3,1497 2,8919 3,1728 4,0214 5,3727 7,1120 9,0505 10,8861 12,2656 12,9444 12,9032 12,3239 11,4812 10,6526 10,0660 9,8369 9,9167 10,1550 10,4469 10,7801 11,1432 11,4707 11,6903 11,7510 11,5906 11,1212 10,2648 9,0238 7,5521 6,1388 5,0787 4,5493 4,5913 5,1680 6,2164 7,6349 9,2396 10,7653 11,9214 12,4883 12,4079 11,7746 10,7418 9,4573 8,0577 6,6926 5,5052 4,5287 3,6357 2,6669 1,5955 0,5613 -0,2123 -0,5471 -0,3970 0,1917 1,1880 2,5707 4,2065 5,8196 7,1290 8,0072 8,4919 8,6403 8,4034 7,6964 6,5953 5,4198 4,5767 4,3219 4,6702 5,4692 6,5197 7,6636 8,7885 9,7446 10,2965 10,2240 9,4802 8,2357 6,7951 5,4840 4,5597 4,1589 4,2954 4,8847 5,7427 6,5595 6,9282 6,5118 5,2922 3,6726 2,2736 1,5647 1,6346 2,2610 3,1674 4,2051 5,3383 6,5343 7,6876 8,6300 9,1994 9,2836 8,8233 7,8520 6,5646 5,3024 4,4132 4,0696 4,1973 4,5962 5,1399 5,8550 6,8254 8,0117 9,1283 9,7284 9,4967 8,4980 7,1550 6,0124 5,4635 5,5733 6,0869 6,5808 6,6182 5,8967 4,4045 2,4406 0,4446 -1,1916 -2,2215 -2,6008 -2,5074 -2,2480 -2,0615 -1,9884 -1,9069 -1,6406 -1,0283 0,0383 1,5622 3,3720 5,0924 6,2456 6,4964 5,8770 4,7800 3,6966 2,9061 2,3190 1,5509 0,2134 -1,7611 -4,0328 -6,0795 -7,5225 -8,2688 -8,3918 -7,9505 -6,9718 -5,5494 -3,8645 -2,1105 -0,4398 1,0512 2,3315 3,3966 4,1823 4,5421 4,3678 3,7380 2,9040 2,1263 1,5358 1,0913 0,6265 -0,0295 -0,9429 -2,0369 -3,0914 -3,7787 -3,7770 -2,9384 -1,4267 0,2560 1,4283 1,5404 0,4541 -1,4700 -3,5189 -4,9520 -5,3270 -4,6362 -3,2489 -1,7696 -0,8297 -0,8338 -1,8037 -3,4322 -5,2894 -7,0016 -8,2871 -8,9275 -8,8033 -7,9708 -6,6565 -5,1196 -3,5017 -1,8256 -0,1215 1,4783 2,7241 3,3018 2,9906 1,8361 0,1561 -1,6250 -3,1663 -4,3147 -5,0830 -5,5203 -5,5727 -5,0869 -3,9647 -2,2719 -0,1966 2,0510 4,2871 6,3570 8,1263 9,4887 10,3988 10,8897 11,0275 10,8209 10,2044 9,1501 7,7768 6,3284 5,0792 4,2543 3,9846 4,2993 5,1583 6,4792 8,1325 9,9324 11,6510 13,0612 14,0136 14,4962 14,6318 14,6505 14,8408 15,4088 16,3110 17,2402 17,8141 17,8458 17,5190 17,3221 17,7440 18,9236 20,5350 22,0069 22,8649 22,9083 22,1661 20,7967 19,0712 17,3719 16,0676 15,3080 14,9542 14,7172 14,3265 13,6014 12,4898 11,0902 9,5913 8,1873 7,0774 6,5032 6,7156 7,8659 9,8745 12,3774 14,8417 16,7899 17,9773 18,4209 18,2881 17,7559 16,9554 15,9946 14,9824 14,0328 13,2805 12,8683 12,8660 13,1899 13,6320 13,9936 14,1812 14,1874 14,0489 13,8393 13,6513 13,5610 13,6059 13,7309 13,7299 13,3377 12,4412 11,1996 10,0050 9,3300 9,5018 10,5163 12,0338 13,5418 14,5298 14,6232 13,7364 12,1682 10,4862 9,2507 8,7839 9,0817 9,8602 10,7063 11,2840 11,4780 11,3971 11,2924 11,4367 11,9526 12,7018 13,3680 13,6658 13,5052 13,0190 12,4434 11,9382 11,5091 11,0793 10,5760 9,9119 8,9315 7,4940 5,6883 3,9204 2,7142 2,4071 3,0290 4,4010 6,2744 8,3720 10,3736 11,9610 12,9450 13,3506 13,3327 12,9949 12,3262 11,3211 10,1173 8,9971 8,2376 7,9233 7,8918 7,8845 7,7838 7,7158 7,9007 8,3815 8,8988 9,0516 8,5809 7,5192 6,1707 5,0097 4,5126 4,9815 6,4542 8,6974 11,2440 13,5106 14,9974 15,4378 14,7880 13,1441 10,7246 7,9000 5,1576 2,9844 1,7482 1,6237 2,5651 4,3401 6,6181 9,0502 11,2851 12,9771 13,8807 13,9754 13,4779 12,7056 11,8635 10,9224 9,7320 8,2675 6,7488 5,5344 4,9366 5,1098 6,0182 7,4637 9,1545 10,7520 11,8974 12,3132 11,9469 10,9985 9,7979 8,6281 7,6186 6,7630 5,9911 5,2398 4,5239 3,9289 3,5092 3,2408 3,0965 3,1192 3,4153 4,1249 5,3622 7,1017 9,1037
Fz    -1,4087 -1,6353 -1,6356 -1,4226 -1,0251 -0,5263 -0,0834 0,1326 0,0521 -0,2224 -0,4775 -0,5394 -0,3921 -0,1934 -0,1898 -0,5757 -1,3736 -2,4101 -3,4106 -4,1343 -4,4344 -4,2364 -3,5217 -2,3714 -1,0004 0,3057 1,3105 1,8823 1,9863 1,6856 1,1514 0,6385 0,4139 0,6691 1,4550 2,6506 3,9819 5,1136 5,7656 5,7720 5,0874 3,8164 2,2332 0,6890 -0,5505 -1,3941 -1,8808 -2,0724 -1,9950 -1,6797 -1,2349 -0,8423 -0,6581 -0,7160 -0,9104 -1,0396 -0,8908 -0,3573 0,4683 1,2865 1,7092 1,4789 0,6297 -0,5544 -1,7259 -2,6259 -3,1237 -3,2037 -2,9329 -2,3965 -1,6380 -0,6677 0,4829 1,7307 2,9307 3,8733 4,3391 4,2057 3,4930 2,3197 0,8721 -0,5891 -1,7643 -2,4067 -2,4075 -1,8422 -0,9600 -0,0899 0,5042 0,7351 0,7141 0,6798 0,8657 1,3726 2,0999 2,7753 3,0828 2,8082 1,9261 0,6076 -0,8506 -2,1445 -3,0621 -3,5236 -3,5760 -3,3609 -3,0715 -2,8991 -2,9785 -3,3465 -3,9346 -4,6092 -5,2399 -5,7451 -6,0786 -6,1961 -6,0591 -5,6732 -5,1087 -4,4724 -3,8462 -3,2517 -2,6836 -2,1701 -1,7907 -1,6373 -1,7410 -2,0282 -2,3652 -2,6591 -2,9089 -3,1631 -3,4499 -3,7578 -4,0484 -4,2485 -4,2368 -3,8667 -3,0175 -1,6515 0,1489 2,1893 4,2287 6,0752 7,6246 8,7980 9,4790 9,5543 9,0106 7,9981 6,8243 5,8612 5,3881 5,4572 5,8849 6,3740 6,6782 6,7067 6,5192 6,2457 6,0244 5,9932 6,2687 6,8722 7,6808 8,4956 9,1831 9,7545 10,3241 11,0097 11,8615 12,8383 13,8050 14,5605 14,9317 14,8676 14,4221 13,6762 12,7228 11,6901 10,7133 9,8709 9,1497 8,4637 7,7202 6,8986 6,0778 5,4053 5,0506 5,1608 5,8200 7,0196 8,6411 10,4604 12,1780 13,4721 14,0793 13,8922 13,0025 11,6465 10,1163 8,6827 7,5372 6,7516 6,2558 5,8726 5,4323 4,8634 4,1876 3,4834 2,8626 2,4373 2,2952 2,4890 2,9929 3,6513 4,2285 4,5573 4,6547 4,6839 4,7849 4,9500 5,0769 5,1225 5,1828 5,4137 5,8859 6,5317 7,2127 7,8039 8,2319 8,4656 8,4735 8,1947 7,5794 6,6646 5,5933 4,5725 3,8112 3,4556 3,5481 4,0334 4,7930 5,6675 6,4537 6,9112 6,8368 6,1935 5,1715 4,0934 3,2406 2,7433 2,5924 2,7220 3,0719 3,5982 4,2716 5,0770 5,9859 6,9137 7,7004 8,1427 8,0937 7,5706 6,7563 5,8800 5,0979 4,4779 4,0631 3,9217 4,1389 4,7669 5,7490 6,8678 7,7925 8,2288 8,0658 7,4169 6,5599 5,8210 5,4436 5,5080 5,9186 6,4262 6,7214 6,6020 6,0680 5,2641 4,3776 3,5691 2,9120 2,3665 1,8519 1,3641 1,0132 0,9472 1,2426 1,8494 2,6190 3,3824 4,0226 4,4908 4,7700 4,8670 4,8610 4,9034 5,1050 5,4077 5,5645 5,2496 4,2341 2,5343 0,4337 -1,6419 -3,3199 -4,4053 -4,8587 -4,7120 -4,0539 -3,0648 -1,9837 -1,0048 -0,2206 0,3718 0,8577 1,3686 2,0002 2,7535 3,5487 4,2686 4,7788 4,9597 4,7720 4,2746 3,5583 2,6859 1,7071 0,7128 -0,1381 -0,6510 -0,6887 -0,2576 0,4741 1,2217 1,6792 1,6484 1,1375 0,3612 -0,3425 -0,6360 -0,3141 0,6161 1,9477 3,3476 4,4642 5,0529 5,0648 4,6364 3,9842 3,2939 2,6961 2,3029 2,2088 2,4415 2,9428 3,6222 4,4147 5,2751 6,1498 6,9725 7,6539 8,0715 8,1243 7,8107 7,2331 6,5364 5,8392 5,1874 4,5567 3,9184 3,3142 2,8566 2,6589 2,7750 3,1964 3,8726 4,7182 5,6165 6,4393 7,0834 7,5201 7,8150 8,0625 8,2766 8,3709 8,2609 7,9669 7,6149 7,3549 7,2680 7,3292 7,4494 7,5553 7,6322 7,7095 7,8351 8,0613 8,4150 8,8710 9,3579 9,7912 10,1180 10,3471 10,5196 10,6429 10,6687 10,5484 10,3175 10,1380 10,2499 10,8319 11,8488 13,0273 14,0042 14,5106 14,4331 13,7703 12,6082 11,1397 9,6388 8,3564 7,4058 6,7361 6,2048 5,6730 5,0562 4,3374 3,5537 2,7644 2,0386 1,4833 1,2571 1,5131 2,3112 3,5596 5,0122 6,3387 7,2419 7,5689 7,3530 6,7536 5,9528 5,1048 4,3450 3,7895 3,5065 3,5076 3,7635 4,2136 4,7684 5,3169 5,7453 5,9671 5,9463 5,6980 5,2776 4,7792 4,3368 4,0949 4,1277 4,3569 4,5689 4,5388 4,1721 3,5701 2,9650 2,5707 2,4817 2,6772 3,0638 3,4867 3,7443 3,6882 3,3473 2,9221 2,6592 2,7232 3,1304 3,7639 4,4561 5,0730 5,5422 5,8361 5,9665 5,9960 6,0058 6,0246 5,9927 5,8055 5,4151 4,9093 4,4698 4,2295 4,1911 4,2714 4,3673 4,3562 4,0782 3,3995 2,3501 1,1832 0,2473 -0,2214 -0,1929 0,2200 0,8720 1,6454 2,4524 3,2125 3,8472 4,3074 4,5887 4,7053 4,6799 4,5768 4,5097 4,5739 4,7499 4,8792 4,7625 4,3115 3,6369 2,9996 2,6392 2,6057 2,7412 2,8317 2,7724 2,5907 2,3833 2,2833 2,4343 2,9334 3,7870 4,8992 6,0789 7,0830 7,7044 7,8419 7,4925 6,6999 5,5509 4,2227 2,9730 2,0435 1,5729 1,5782 1,9930 2,7269 3,7016 4,8400 6,0327 7,1300 7,9838 8,4983 8,6530 8,4843 8,0291 7,2854 6,2570 5,0385 3,8389 2,9162 2,4719 2,5756 3,1506 4,0187 4,9628 5,7702 6,2681 6,3753 6,1203 5,5907 4,8765 4,0479 3,1560 2,2408 1,3203 0,3941 -0,4976 -1,2446 -1,7315 -1,8932 -1,6932 -1,1134 -0,1914 0,9664 2,2131 3,3900 4,3483
F3    -1,8444 -2,4592 -2,6988 -2,5237 -1,9683 -1,1858 -0,4283 0,0718 0,2405 0,2043 0,1770 0,2846 0,4813 0,5901 0,4128 -0,1616 -1,0930 -2,1942 -3,2160 -3,9597 -4,3138 -4,2047 -3,5791 -2,4707 -1,0527 0,4132 1,6704 2,5045 2,7665 2,4491 1,7486 1,0171 0,6241 0,8208 1,6632 2,9889 4,4550 5,6531 6,2485 6,0596 5,0676 3,4296 1,4816 -0,3569 -1,7476 -2,5489 -2,8143 -2,6882 -2,2944 -1,7195 -1,0690 -0,4917 -0,1223 -0,0051 -0,0672 -0,1411 -0,0344 0,3596 0,9614 1,4854 1,5727 1,0356 -0,0008 -1,1973 -2,2150 -2,8504 -3,0584 -2,9351 -2,6592 -2,3612 -2,0119 -1,4625 -0,5876 0,6133 1,9895 3,2701 4,1685 4,5042 4,2417 3,4476 2,2723 0,9641 -0,1775 -0,9051 -1,1120 -0,8856 -0,4963 -0,2690 -0,3886 -0,7894 -1,1951 -1,2648 -0,7696 0,2847 1,6434 2,8965 3,6521 3,6967 3,0504 1,9194 0,5955 -0,6500 -1,6299 -2,2476 -2,4875 -2,4194 -2,1913 -1,9842 -1,9528 -2,1860 -2,6790 -3,3201 -3,9326 -4,3567 -4,5025 -4,3523 -3,9440 -3,3571 -2,7001 -2,0824 -1,5698 -1,1596 -0,8043 -0,4707 -0,1874 -0,0351 -0,0634 -0,2122 -0,3419 -0,3628 -0,3251 -0,3669 -0,5913 -1,0122 -1,5730 -2,1673 -2,6540 -2,8782 -2,6912 -1,9885 -0,7641 0,8743 2,7639 4,7665 6,7703 8,6096 10,0246 10,7435 10,6253 9,7555 8,4371 7,0836 6,0571 5,5206 5,3955 5,4663 5,5536 5,6131 5,7039 5,8921 6,2017 6,6427 7,2323 7,9455 8,6603 9,2063 9,5009 9,6325 9,8072 10,2195 10,9558 11,9692 13,0797 14,0049 14,4849 14,4245 13,8926 13,0127 11,9086 10,7327 9,6640 8,8338 8,2494 7,7891 7,2775 6,6055 5,8149 5,0962 4,7051 4,8468 5,5970 6,8943 8,5642 10,3410 11,8995 12,9129 13,1488 12,5731 11,3723 9,8621 8,3651 7,1233 6,2564 5,7667 5,5572 5,4685 5,3543 5,1355 4,7992 4,3825 3,9610 3,6339 3,5107 3,6732 4,0885 4,5528 4,7792 4,6007 4,1095 3,5901 3,2864 3,2290 3,2924 3,3997 3,6383 4,1659 5,0220 6,0599 7,0450 7,7991 8,2810 8,5652 8,7342 8,7771 8,6053 8,1618 7,4892 6,7103 5,9712 5,3947 5,0582 4,9903 5,1707 5,5201 5,8875 6,0610 5,8402 5,1579 4,1446 3,0549 2,1252 1,4877 1,1774 1,1859 1,5032 2,1151 2,9902 4,0814 5,3230 6,6039 7,7365 8,4685 8,5882 8,0596 7,0495 5,8193 4,5939 3,5243 2,7287 2,3168 2,3700 2,9164 3,9049 5,1736 6,4545 7,4440 7,9116 7,7972 7,2622 6,6309 6,2228 6,2088 6,5665 7,0893 7,4691 7,4670 7,0266 6,2394 5,2670 4,2770 3,3568 2,4713 1,5591 0,6818 0,0538 -0,0846 0,3730 1,3402 2,5974 3,8938 5,0260 5,8740 6,3871 6,5712 6,5196 6,4100 6,3877 6,4166 6,2487 5,5576 4,1467 2,0993 -0,2287 -2,3732 -3,9757 -4,8908 -5,1302 -4,7596 -3,8838 -2,6866 -1,4006 -0,2178 0,7506 1,4662 1,9773 2,4125 2,9009 3,4860 4,1213 4,7216 5,1910 5,4358 5,4091 5,1330 4,6434 3,9475 3,0739 2,1379 1,3410 0,9081 0,9896 1,5742 2,4648 3,3273 3,8122 3,7041 3,0080 1,9277 0,7916 -0,0399 -0,2858 0,1614 1,2013 2,5536 3,8568 4,8139 5,3008 5,3703 5,1691 4,8364 4,4695 4,1617 4,0124 4,0739 4,3228 4,7113 5,2185 5,8338 6,5243 7,2280 7,8387 8,1973 8,1607 7,6986 6,9111 5,9723 5,0565 4,2637 3,5917 3,0071 2,5427 2,2917 2,3144 2,5841 3,0246 3,5787 4,2336 4,9897 5,8104 6,6142 7,3278 7,9359 8,4508 8,8350 8,9947 8,8756 8,5366 8,1250 7,7931 7,6194 7,5750 7,5660 7,5262 7,4724 7,4775 7,6096 7,8968 8,3102 8,7601 9,1249 9,3074 9,2923 9,1662 9,0602 9,0540 9,1281 9,2020 9,2287 9,2817 9,5634 10,2832 11,4616 12,8492 14,0658 14,8036 14,8990 14,2963 13,0435 11,3332 9,4793 7,7942 6,4591 5,4899 4,7914 4,2240 3,6552 3,0123 2,3098 1,6318 1,1081 0,9174 1,2510 2,2113 3,7312 5,5734 7,3787 8,7604 9,4309 9,3060 8,5159 7,3132 5,9551 4,6493 3,5624 2,8184 2,4677 2,4853 2,8074 3,3609 4,0692 4,8452 5,5900 6,2012 6,5914 6,7074 6,5473 6,1703 5,6996 5,2895 5,0419 4,9238 4,7818 4,4534 3,8933 3,2280 2,6807 2,4211 2,4838 2,8049 3,2782 3,7484 4,0099 3,9196 3,5325 3,0780 2,8068 2,8658 3,2570 3,8658 4,5283 5,0939 5,4585 5,5712 5,4595 5,2545 5,1377 5,2198 5,4636 5,7189 5,8442 5,8161 5,7149 5,6081 5,4841 5,2899 4,9819 4,5222 3,8416 2,8636 1,6187 0,3213 -0,7077 -1,2082 -1,0910 -0,4367 0,5777 1,7587 2,9398 3,9830 4,7880 5,3271 5,6364 5,7489 5,6721 5,4437 5,1649 4,9479 4,8243 4,6983 4,4113 3,8838 3,2261 2,7098 2,5850 2,8794 3,3614 3,7161 3,7634 3,5243 3,1561 2,8731 2,8707 3,2521 3,9990 4,9859 6,0053 6,8154 7,2224 7,1447 6,6026 5,6660 4,4434 3,1114 1,9048 1,0420 0,6465 0,7189 1,1760 1,9308 2,9436 4,1969 5,6209 7,0488 8,2594 9,0635 9,3630 9,1551 8,4806 7,3810 5,9357 4,3326 2,8668 1,8489 1,4853 1,8056 2,6748 3,8707 5,1545 6,2817 7,0244 7,2589 7,0109 6,3900 5,5094 4,4594 3,3102 2,1122 0,8795 -0,3921 -1,6370 -2,6805 -3,3259 -3,4506 -3,0232 -2,0988 -0,8181 0,6308 2,0662 3,3416 4,3558
F7    -2,1603 -1,9035 -1,7139 -1,5827 -1,4485 -1,2959 -1,2128 -1,3287 -1,6834 -2,1474 -2,4909 -2,5480 -2,3278 -1,9959 -1,7692 -1,8050 -2,1267 -2,6048 -3,0237 -3,1946 -3,0121 -2,4295 -1,4431 -0,1417 1,2476 2,4190 3,1153 3,2025 2,6752 1,6594 0,4123 -0,7170 -1,3709 -1,2801 -0,3489 1,2884 3,2808 5,1717 6,5488 7,1374 6,8316 5,7256 4,1160 2,3921 0,8653 -0,3249 -1,1768 -1,7189 -1,9394 -1,8219 -1,4345 -0,9485 -0,5426 -0,2848 -0,0887 0,2379 0,8715 1,8310 2,9089 3,7252 3,8895 3,2175 1,8655 0,2582 -1,1419 -2,0381 -2,3593 -2,2094 -1,7729 -1,1971 -0,5037 0,3885 1,5559 2,9721 4,4568 5,6901 6,3315 6,1904 5,2999 3,8547 2,1258 0,4246 -0,9386 -1,7323 -1,8679 -1,4217 -0,6197 0,2259 0,8313 1,0619 0,9949 0,8790 0,9987 1,5160 2,3745 3,3179 4,0141 4,1994 3,7777 2,8591 1,7105 0,6268 -0,1835 -0,6344 -0,7378 -0,5649 -0,2210 0,1734 0,5077 0,7046 0,7285 0,5832 0,2981 -0,0781 -0,4587 -0,7079 -0,6844 -0,3266 0,2914 0,9980 1,6357 2,1405 2,5091 2,7104 2,6518 2,2371 1,4707 0,5144 -0,3781 -1,0071 -1,3183 -1,3686 -1,2434 -1,0312 -0,8305 -0,7095 -0,6454 -0,5072 -0,0990 0,7429 2,0368 3,6208 5,2422 6,7032 7,9162 8,8158 9,2697 9,1287 8,3611 7,1407 5,8272 4,8366 4,4481 4,6610 5,2077 5,7146 5,9011 5,7023 5,2565 4,7874 4,4947 4,5265 4,9735 5,8218 6,9201 8,0422 9,0117 9,7773 10,3937 10,9597 11,5614 12,2215 12,8561 13,2849 13,3366 12,9632 12,2235 11,1920 9,9443 8,6062 7,3486 6,3152 5,5576 5,0206 4,5882 4,1770 3,8111 3,6215 3,7774 4,4025 5,5277 7,0842 8,8978 10,6971 12,1634 13,0016 13,0172 12,2002 10,7541 9,0147 7,3206 5,9191 4,9288 4,3411 4,0267 3,7702 3,3743 2,7487 1,9119 0,9592 0,0374 -0,6908 -1,0784 -1,0188 -0,5170 0,2438 0,9676 1,4389 1,6684 1,8416 2,1153 2,4710 2,7700 2,9298 3,0257 3,2183 3,6013 4,1364 4,7086 5,2052 5,5510 5,6987 5,6050 5,2295 4,5724 3,7132 2,7997 2,0052 1,4847 1,3388 1,5914 2,1847 2,9850 3,7974 4,3900 4,5278 4,0428 2,9403 1,4515 -0,0561 -1,2630 -2,0282 -2,3670 -2,3384 -1,9810 -1,3294 -0,4367 0,6356 1,8184 3,0037 4,0115 4,6049 4,5930 3,9569 2,8686 1,5756 0,2794 -0,8873 -1,8082 -2,3444 -2,3525 -1,7458 -0,5709 0,9384 2,3936 3,4018 3,7416 3,4411 2,7325 1,9350 1,3196 1,0203 1,0102 1,1090 1,0696 0,7413 0,1502 -0,5701 -1,2683 -1,8253 -2,2138 -2,5247 -2,8741 -3,2598 -3,5219 -3,4482 -2,9262 -2,0333 -1,0064 -0,1116 0,4969 0,8214 0,9422 0,9364 0,8870 0,9033 1,0534 1,2680 1,3244 0,9426 -0,0638 -1,6740 -3,6500 -5,6295 -7,2692 -8,3500 -8,7765 -8,5355 -7,7147 -6,5324 -5,2697 -4,1450 -3,2632 -2,6374 -2,2022 -1,8299 -1,3974 -0,8585 -0,2565 0,3009 0,6689 0,7253 0,4555 -0,0312 -0,5904 -1,1275 -1,6002 -1,9786 -2,2167 -2,2553 -2,0629 -1,6823 -1,2378 -0,9098 -0,8832 -1,2577 -1,9693 -2,7942 -3,4308 -3,6029 -3,1640 -2,1692 -0,8669 0,3845 1,2381 1,4859 1,1317 0,3588 -0,5857 -1,5045 -2,2805 -2,8304 -3,0786 -2,9914 -2,6008 -1,9634 -1,1267 -0,1595 0,8335 1,7480 2,4831 2,9158 2,9463 2,5724 1,8816 0,9924 0,0235 -0,9214 -1,7688 -2,4616 -2,9302 -3,1084 -2,9793 -2,5852 -1,9933 -1,2672 -0,4730 0,3029 0,9505 1,3665 1,5229 1,5059 1,4457 1,3885 1,2738 1,0496 0,7757 0,5974 0,6380 0,9140 1,3270 1,7299 2,0132 2,1444 2,1579 2,1441 2,2305 2,5144 2,9894 3,5359 3,9834 4,2024 4,1585 3,8841 3,4184 2,7893 2,0556 1,3656 0,9672 1,1266 1,9776 3,4034 5,0578 6,5243 7,4789 7,7370 7,2233 5,9845 4,2439 2,3750 0,7514 -0,4196 -1,1504 -1,5912 -1,9072 -2,2058 -2,5264 -2,8631 -3,1953 -3,4917 -3,6727 -3,5958 -3,1185 -2,1859 -0,8849 0,5468 1,7801 2,5233 2,6554 2,2659 1,5608 0,7305 -0,0920 -0,7933 -1,2645 -1,4328 -1,2781 -0,8285 -0,1580 0,6276 1,4143 2,0840 2,5239 2,6630 2,4988 2,0828 1,5024 0,8896 0,4052 0,1530 0,0864 0,0167 -0,2675 -0,8528 -1,6279 -2,3613 -2,8676 -3,0869 -3,0349 -2,7484 -2,3141 -1,9062 -1,7008 -1,7311 -1,8606 -1,8861 -1,6628 -1,1811 -0,5501 0,0947 0,6742 1,1704 1,5681 1,8324 1,9590 2,0018 2,0123 1,9634 1,7496 1,2842 0,6189 -0,0562 -0,5580 -0,8315 -0,9331 -0,9631 -1,0495 -1,3504 -1,9889 -2,9260 -3,9067 -4,5706 -4,6506 -4,1019 -3,0909 -1,8876 -0,7431 0,1810 0,8074 1,1090 1,1035 0,8536 0,4371 -0,0645 -0,5413 -0,8590 -0,9288 -0,7878 -0,6036 -0,5659 -0,7473 -1,0484 -1,2621 -1,2187 -0,9250 -0,5807 -0,4241 -0,5473 -0,8765 -1,2699 -1,5757 -1,6452 -1,3578 -0,6532 0,4251 1,6943 2,8759 3,7100 4,0409 3,8196 3,0675 1,8854 0,4920 -0,8167 -1,7929 -2,3202 -2,3994 -2,0876 -1,4495 -0,5509 0,5140 1,6047 2,5621 3,2695 3,6872 3,8432 3,7958 3,5695 3,1184 2,3866 1,4143 0,3825 -0,4473 -0,8564 -0,7683 -0,2650 0,4776 1,2698 1,9466 2,3897 2,5716 2,5646 2,4730 2,3640 2,2427 2,0611 1,7490 1,2362 0,4749 -0,5043 -1,5756 -2,5906 -3,4292 -3,9802 -4,1464 -3,8944 -3,2580 -2,3027 -1,1203 0,1520
