Fp1   -2,6447 -2,0908 -1,5330 -1,0371 -0,6603 -0,4469 -0,4246 -0,5908 -0,8951 -1,2403 -1,5250 -1,7003 -1,7715 -1,7571 -1,6742 -1,5542 -1,4403 -1,3636 -1,3250 -1,2947 -1,2206 -1,0467 -0,7499 -0,3609 0,0583 0,4449 0,7427 0,9157 0,9760 0,9818 0,9986 1,0742 1,2442 1,5253 1,8922 2,2765 2,5985 2,7933 2,8199 2,6766 2,4146 2,1083 1,7941 1,4506 1,0365 0,5345 -0,0307 -0,5929 -1,0574 -1,3287 -1,3578 -1,1787 -0,8856 -0,5683 -0,2767 -0,0281 0,1826 0,3888 0,6421 0,9643 1,3122 1,6003 1,7472 1,7090 1,5009 1,1959 0,8834 0,6215 0,4425 0,3884 0,4935 0,7209 0,9623 1,1176 1,1525 1,0821 0,9241 0,6778 0,3456 -0,0425 -0,4319 -0,7621 -0,9912 -1,1147 -1,1582 -1,1483 -1,0924 -0,9882 -0,8479 -0,7164 -0,6548 -0,6976 -0,8342 -1,0243 -1,2096 -1,3215 -1,3078 -1,1692 -0,9712 -0,8115 -0,7752 -0,9045 -1,2031 -1,6677 -2,2976 -3,0621 -3,8752 -4,6147 -5,1729 -5,5003 -5,6177 -5,6012 -5,5451 -5,5127 -5,5150 -5,5371 -5,5742 -5,6464 -5,7876 -6,0195 -6,3349 -6,6969 -7,0444 -7,3029 -7,4058 -7,3188 -7,0444 -6,6008 -5,9997 -5,2354 -4,2908 -3,1745 -1,9531 -0,7396 0,3501 1,2328 1,8756 2,2972 2,5503 2,6987 2,8046 2,9162 3,0539 3,2063 3,3458 3,4558 3,5408 3,6245 3,7545 3,9995 4,4238 5,0477 5,8218 6,6284 7,3141 7,7574 7,9288 7,8767 7,6526 7,2768 6,7714 6,1786 5,5422 4,9070 4,3368 3,9095 3,6880 3,6863 3,8560 4,1113 4,3731 4,5905 4,7257 4,7272 4,5303 4,0914 3,4208 2,5972 1,7562 1,0435 0,5531 0,3029 0,2629 0,3927 0,6424 0,9276 1,1294 1,1342 0,8825 0,3988 -0,2060 -0,7818 -1,2163 -1,4767 -1,5955 -1,6478 -1,7347 -1,9433 -2,2939 -2,7261 -3,1399 -3,4412 -3,5698 -3,5207 -3,3511 -3,1588 -3,0369 -3,0340 -3,1378 -3,2895 -3,4235 -3,5104 -3,5609 -3,5903 -3,5766 -3,4573 -3,1690 -2,7008 -2,1118 -1,5147 -1,0521 -0,8629 -1,0191 -1,4711 -2,0748 -2,6833 -3,2066 -3,6105 -3,9010 -4,1120 -4,2821 -4,4192 -4,4774 -4,3739 -4,0342 -3,4280 -2,5827 -1,5850 -0,5781 0,2628 0,7877 0,9261 0,7002 0,2031 -0,4394 -1,1021 -1,6816 -2,1150 -2,3930 -2,5482 -2,6224 -2,6463 -2,6338 -2,5753 -2,4442 -2,2185 -1,8901 -1,4666 -0,9814 -0,4862 -0,0289 0,3537 0,6248 0,7378 0,6585 0,4058 0,0551 -0,3111 -0,6313 -0,8420 -0,8617 -0,6276 -0,1470 0,4944 1,1728 1,7813 2,2581 2,5773 2,7427 2,7958 2,8039 2,8183 2,8465 2,8646 2,8543 2,8232 2,7967 2,7975 2,8259 2,8500 2,8123 2,6495 2,3098 1,7822 1,1289 0,4725 -0,0760 -0,4721 -0,7170 -0,8151 -0,7762 -0,6398 -0,4683 -0,3135 -0,2000 -0,1407 -0,1483 -0,2288 -0,3780 -0,5728 -0,7538 -0,8404 -0,7779 -0,5721 -0,2848 -0,0024 0,2046 0,3203 0,3963 0,5193 0,7457 1,0602 1,3915 1,6549 1,7879 1,7714 1,6291 1,4107 1,1724 0,9565 0,7686 0,5697 0,2982 -0,0990 -0,6416 -1,2887 -1,9343 -2,4409 -2,6892 -2,6063 -2,1735 -1,4365 -0,5133 0,4349 1,2571 1,8429 2,1253 2,0819 1,7451 1,2065 0,5989 0,0560 -0,3275 -0,5052 -0,4658 -0,2272 0,1612 0,6218 1,0681 1,4332 1,6749 1,7628 1,6807 1,4453 1,1045 0,7114 0,3101 -0,0466 -0,2677 -0,2306 0,1674 0,9489 2,0189 3,1638 4,1118 4,6406 4,6661 4,2551 3,5808 2,8511 2,2400 1,8448 1,6626 1,5845 1,4452 1,1271 0,6444 0,1420 -0,1911 -0,2269 0,0497 0,5660 1,2100 1,8576 2,3887 2,7165 2,8242 2,7683 2,6405 2,5264 2,4891 2,5629 2,7450 3,0031 3,2947 3,5757 3,7997 3,9313 3,9653 3,9254 3,8452 3,7473 3,6309 3,4818 3,2989 3,1064 2,9398 2,8207 2,7525 2,7433 2,8315 3,0736 3,4935 4,0487 4,6472 5,1758 5,5082 5,5249 5,1709 4,5044 3,6782 2,8691 2,2140 1,7821 1,5767 1,5462 1,5891 1,5873 1,4776 1,2991 1,1671 1,2108 1,5300 2,1604 3,0355 3,9895 4,8255 5,3891 5,6052 5,4868 5,1195 4,6106 4,0291 3,3942 2,7190 2,0470 1,4453 0,9842 0,7198 0,6718 0,8100 1,0691 1,3689 1,6299 1,8078 1,9254 2,0392 2,1637 2,2559 2,2738 2,2200 2,1240 2,0000 1,8385 1,6428 1,4448 1,2570 1,0167 0,5995 -0,1020 -1,1037 -2,3172 -3,5888 -4,7525 -5,6764 -6,2891 -6,5828 -6,5985 -6,4121 -6,1266 -5,8571 -5,6974 -5,6843 -5,8048 -6,0427 -6,4000 -6,8659 -7,3788 -7,8284 -8,0917 -8,0729 -7,7304 -7,0818 -6,1926 -5,1512 -4,0420 -2,9329 -1,8708 -0,8863 -0,0047 0,7537 1,3864 1,9159 2,3845 2,8404 3,3082 3,7566 4,1236 4,3907 4,6229 4,9351 5,4293 6,1417 7,0160 7,9117 8,6521 9,0937 9,1762 8,9243 8,4096 7,7162 6,9370 6,1796 5,5477 5,1064 4,8614 4,7594 4,7127 4,6405 4,5040 4,3063 4,0584 3,7461 3,3312 2,7861 2,1383 1,4827 0,9385 0,5847 0,4252 0,3986 0,4183 0,4163 0,3627 0,2577 0,1156 -0,0437 -0,2000 -0,3433 -0,4849 -0,6494 -0,8511 -1,0874 -1,3540 -1,6531 -1,9788 -2,3041 -2,5941 -2,8316 -3,0295 -3,2241 -3,4635 -3,7972 -4,2701 -4,9113 -5,7110 -6,6156 -7,5472 -8,4251 -9,1837 -9,7947 -10,2824 -10,7098 -11,1288 -11,5307 -11,8454 -11,9900 -11,9240 -11,6708 -11,3051 -10,9278 -10,6305 -10,4588 -10,3945 -10,3648 -10,2774 -10,0661 -9,7194 -9,2610 -8,7060
Fz    1,7289 1,9467 2,0644 2,0419 1,8926 1,6749 1,4564 1,2867 1,1880 1,1579 1,1692 1,1701 1,1123 0,9867 0,8250 0,6684 0,5376 0,4289 0,3350 0,2627 0,2292 0,2415 0,2829 0,3225 0,3364 0,3141 0,2447 0,1145 -0,0741 -0,2955 -0,5235 -0,7493 -0,9696 -1,1727 -1,3413 -1,4610 -1,5262 -1,5437 -1,5307 -1,5018 -1,4560 -1,3839 -1,2906 -1,2054 -1,1663 -1,1973 -1,2901 -1,4016 -1,4740 -1,4654 -1,3754 -1,2453 -1,1271 -1,0466 -0,9973 -0,9637 -0,9415 -0,9295 -0,9147 -0,8809 -0,8314 -0,7944 -0,8065 -0,8867 -1,0189 -1,1674 -1,3146 -1,4809 -1,6998 -1,9729 -2,2632 -2,5342 -2,7772 -2,9942 -3,1719 -3,2839 -3,3145 -3,2744 -3,1920 -3,0954 -3,0015 -2,9166 -2,8420 -2,7741 -2,7019 -2,6131 -2,5095 -2,4137 -2,3585 -2,3692 -2,4476 -2,5699 -2,7037 -2,8295 -2,9411 -3,0249 -3,0507 -2,9914 -2,8427 -2,6231 -2,3690 -2,1319 -1,9679 -1,9253 -2,0333 -2,2899 -2,6600 -3,0907 -3,5350 -3,9633 -4,3672 -4,7600 -5,1628 -5,5738 -5,9575 -6,2764 -6,5298 -6,7599 -7,0193 -7,3350 -7,6980 -8,0771 -8,4372 -8,7494 -8,9956 -9,1700 -9,2745 -9,3130 -9,2903 -9,2087 -9,0587 -8,8201 -8,4750 -8,0201 -7,4738 -6,8757 -6,2752 -5,7161 -5,2289 -4,8250 -4,4923 -4,2017 -3,9231 -3,6389 -3,3458 -3,0461 -2,7382 -2,4144 -2,0629 -1,6685 -1,2166 -0,7009 -0,1306 0,4723 1,0844 1,6927 2,2932 2,8686 3,3698 3,7335 3,9282 3,9743 3,9289 3,8625 3,8420 3,9134 4,0945 4,3774 4,7328 5,1220 5,5143 5,8968 6,2634 6,5983 6,8769 7,0759 7,1764 7,1668 7,0559 6,8767 6,6677 6,4496 6,2211 5,9695 5,6799 5,3378 4,9319 4,4630 3,9476 3,4132 2,8967 2,4390 2,0731 1,8125 1,6472 1,5377 1,4182 1,2201 0,9043 0,4671 -0,0802 -0,7222 -1,4303 -2,1607 -2,8642 -3,4978 -4,0339 -4,4636 -4,7898 -5,0217 -5,1781 -5,2901 -5,3920 -5,5081 -5,6387 -5,7583 -5,8357 -5,8608 -5,8480 -5,8153 -5,7673 -5,7043 -5,6354 -5,5705 -5,5107 -5,4592 -5,4290 -5,4267 -5,4343 -5,4213 -5,3704 -5,2855 -5,1815 -5,0706 -4,9566 -4,8359 -4,7080 -4,5845 -4,4869 -4,4348 -4,4295 -4,4501 -4,4650 -4,4464 -4,3767 -4,2426 -4,0318 -3,7409 -3,3854 -2,9972 -2,6149 -2,2778 -2,0163 -1,8366 -1,7156 -1,6163 -1,5053 -1,3617 -1,1760 -0,9447 -0,6688 -0,3558 -0,0192 0,3209 0,6392 0,9201 1,1683 1,3964 1,6061 1,7911 1,9580 2,1338 2,3520 2,6348 2,9853 3,3826 3,7776 4,1029 4,3054 4,3813 4,3723 4,3226 4,2440 4,1230 3,9475 3,7168 3,4337 3,1033 2,7416 2,3763 2,0399 1,7567 1,5275 1,3294 1,1338 0,9231 0,6896 0,4292 0,1489 -0,1259 -0,3592 -0,5227 -0,6059 -0,6136 -0,5598 -0,4655 -0,3530 -0,2397 -0,1382 -0,0497 0,0434 0,1619 0,3026 0,4344 0,5190 0,5324 0,4730 0,3610 0,2340 0,1329 0,0823 0,0799 0,1033 0,1244 0,1219 0,0915 0,0486 0,0212 0,0350 0,0948 0,1799 0,2630 0,3286 0,3701 0,3768 0,3373 0,2532 0,1417 0,0297 -0,0483 -0,0525 0,0425 0,2278 0,4685 0,7285 0,9799 1,2002 1,3706 1,4830 1,5501 1,6040 1,6759 1,7725 1,8780 1,9736 2,0500 2,1069 2,1436 2,1517 2,1210 2,0439 1,9170 1,7546 1,5981 1,4932 1,4593 1,4842 1,5478 1,6456 1,7916 2,0031 2,2803 2,5902 2,8680 3,0425 3,0675 2,9387 2,6847 2,3493 1,9822 1,6327 1,3402 1,1207 0,9639 0,8474 0,7542 0,6835 0,6528 0,6903 0,8163 1,0252 1,2794 1,5220 1,7035 1,8004 1,8106 1,7436 1,6179 1,4569 1,2846 1,1250 1,0021 0,9351 0,9329 0,9995 1,1430 1,3669 1,6523 1,9581 2,2411 2,4724 2,6367 2,7238 2,7373 2,7095 2,6868 2,6944 2,7191 2,7304 2,7136 2,6827 2,6659 2,6802 2,7174 2,7542 2,7662 2,7305 2,6307 2,4691 2,2737 2,0867 1,9416 1,8490 1,7980 1,7679 1,7424 1,7089 1,6550 1,5767 1,4885 1,4186 1,3963 1,4402 1,5495 1,7042 1,8785 2,0523 2,2097 2,3311 2,3951 2,3892 2,3135 2,1697 1,9545 1,6695 1,3323 0,9779 0,6568 0,4254 0,3253 0,3658 0,5221 0,7449 0,9733 1,1573 1,2767 1,3355 1,3375 1,2813 1,1811 1,0733 0,9903 0,9302 0,8541 0,7169 0,5026 0,2227 -0,1141 -0,5220 -1,0240 -1,6217 -2,2819 -2,9469 -3,5562 -4,0653 -4,4588 -4,7440 -4,9373 -5,0570 -5,1259 -5,1728 -5,2284 -5,3149 -5,4415 -5,6157 -5,8453 -6,1217 -6,4141 -6,6865 -6,9131 -7,0796 -7,1802 -7,2080 -7,1481 -6,9829 -6,7010 -6,3019 -5,7983 -5,2205 -4,6112 -4,0097 -3,4363 -2,8870 -2,3409 -1,7693 -1,1510 -0,4878 0,2043 0,9207 1,6755 2,4851 3,3537 4,2696 5,2060 6,1187 6,9459 7,6246 8,1237 8,4605 8,6787 8,8178 8,9062 8,9692 9,0240 9,0647 9,0637 8,9869 8,8100 8,5319 8,1823 7,8161 7,4886 7,2239 6,9998 6,7644 6,4746 6,1180 5,7029 5,2435 4,7591 4,2711 3,7957 3,3387 2,8928 2,4414 1,9698 1,4729 0,9581 0,4447 -0,0461 -0,5031 -0,9319 -1,3530 -1,7971 -2,2945 -2,8662 -3,5173 -4,2387 -5,0137 -5,8216 -6,6350 -7,4179 -8,1301 -8,7392 -9,2361 -9,6390 -9,9863 -10,3225 -10,6761 -11,0431 -11,3994 -11,7359 -12,0697 -12,4206 -12,7801 -13,1097 -13,3667 -13,5323 -13,6190 -13,6606 -13,6929 -13,7342 -13,7710 -13,7637 -13,6671 -13,4523 -13,1148 -12,6682 -12,1276 -11,5007
F3    0,3804 0,6668 0,8154 0,7946 0,6320 0,4023 0,1880 0,0495 0,0104 0,0532 0,1227 0,1421 0,0571 -0,1170 -0,2996 -0,4013 -0,3802 -0,2529 -0,0598 0,1681 0,4105 0,6422 0,8317 0,9546 1,0093 1,0126 0,9765 0,8962 0,7681 0,6015 0,4003 0,1516 -0,1507 -0,4821 -0,7954 -1,0427 -1,1887 -1,2188 -1,1479 -1,0147 -0,8551 -0,6854 -0,5142 -0,3610 -0,2590 -0,2364 -0,2917 -0,3879 -0,4748 -0,5206 -0,5316 -0,5452 -0,5984 -0,7003 -0,8311 -0,9653 -1,0973 -1,2372 -1,3808 -1,5008 -1,5732 -1,6033 -1,6190 -1,6417 -1,6667 -1,6786 -1,6819 -1,7109 -1,8047 -1,9715 -2,1809 -2,3912 -2,5785 -2,7361 -2,8556 -2,9222 -2,9286 -2,8867 -2,8184 -2,7396 -2,6552 -2,5649 -2,4668 -2,3541 -2,2182 -2,0650 -1,9296 -1,8682 -1,9259 -2,1076 -2,3731 -2,6576 -2,9046 -3,0911 -3,2262 -3,3186 -3,3507 -3,2889 -3,1145 -2,8418 -2,5232 -2,2364 -2,0536 -2,0186 -2,1415 -2,4004 -2,7485 -3,1341 -3,5235 -3,9077 -4,2925 -4,6869 -5,0927 -5,4899 -5,8350 -6,0900 -6,2608 -6,3979 -6,5535 -6,7447 -6,9525 -7,1468 -7,3106 -7,4488 -7,5776 -7,7078 -7,8311 -7,9217 -7,9532 -7,9126 -7,8009 -7,6217 -7,3738 -7,0488 -6,6388 -6,1483 -5,5975 -5,0123 -4,4206 -3,8512 -3,3258 -2,8523 -2,4245 -2,0263 -1,6366 -1,2353 -0,8084 -0,3547 0,1097 0,5556 0,9555 1,2975 1,5901 1,8588 2,1436 2,4908 2,9303 3,4455 3,9649 4,3955 4,6753 4,7975 4,7931 4,7096 4,5988 4,5015 4,4342 4,3912 4,3570 4,3215 4,2924 4,2989 4,3783 4,5541 4,8245 5,1627 5,5145 5,8070 5,9749 5,9854 5,8367 5,5434 5,1293 4,6257 4,0641 3,4637 2,8328 2,1873 1,5605 0,9916 0,5140 0,1564 -0,0592 -0,1267 -0,0691 0,0570 0,1766 0,2251 0,1635 -0,0323 -0,3862 -0,9105 -1,5812 -2,3328 -3,0770 -3,7299 -4,2351 -4,5776 -4,7807 -4,8858 -4,9315 -4,9413 -4,9251 -4,8905 -4,8493 -4,8153 -4,8053 -4,8389 -4,9236 -5,0303 -5,0950 -5,0622 -4,9236 -4,7124 -4,4756 -4,2604 -4,1048 -4,0179 -3,9690 -3,9097 -3,8101 -3,6703 -3,5068 -3,3363 -3,1733 -3,0352 -2,9444 -2,9252 -2,9966 -3,1591 -3,3823 -3,6120 -3,7925 -3,8893 -3,8947 -3,8114 -3,6377 -3,3697 -3,0113 -2,5816 -2,1160 -1,6642 -1,2769 -0,9856 -0,7859 -0,6441 -0,5202 -0,3875 -0,2323 -0,0437 0,1858 0,4553 0,7553 1,0701 1,3776 1,6595 1,9161 2,1610 2,3946 2,5973 2,7559 2,8844 3,0124 3,1671 3,3679 3,6170 3,8830 4,1050 4,2294 4,2490 4,1968 4,1025 3,9657 3,7727 3,5247 3,2380 2,9216 2,5703 2,1828 1,7779 1,3935 1,0668 0,8078 0,5960 0,4004 0,1958 -0,0336 -0,2889 -0,5501 -0,7833 -0,9612 -1,0703 -1,1030 -1,0558 -0,9389 -0,7783 -0,6002 -0,4197 -0,2427 -0,0650 0,1301 0,3549 0,5944 0,8116 0,9762 1,0732 1,0905 1,0200 0,8730 0,6870 0,5124 0,3909 0,3443 0,3720 0,4525 0,5535 0,6486 0,7300 0,8057 0,8821 0,9554 1,0215 1,0853 1,1523 1,2164 1,2617 1,2723 1,2364 1,1485 1,0187 0,8752 0,7457 0,6404 0,5620 0,5245 0,5558 0,6821 0,9072 1,2051 1,5366 1,8728 2,1941 2,4713 2,6707 2,7804 2,8200 2,8254 2,8263 2,8287 2,8164 2,7628 2,6436 2,4590 2,2484 2,0664 1,9449 1,8836 1,8664 1,8810 1,9281 2,0181 2,1511 2,2977 2,4058 2,4335 2,3777 2,2756 2,1733 2,0927 2,0321 1,9850 1,9494 1,9231 1,9009 1,8805 1,8619 1,8444 1,8295 1,8250 1,8390 1,8701 1,9008 1,9037 1,8643 1,7921 1,7062 1,6202 1,5386 1,4584 1,3721 1,2751 1,1730 1,0848 1,0376 1,0638 1,1982 1,4593 1,8257 2,2402 2,6372 2,9655 3,1901 3,2889 3,2724 3,2044 3,1763 3,2432 3,3878 3,5425 3,6372 3,6331 3,5280 3,3407 3,0981 2,8363 2,5981 2,4187 2,3147 2,2822 2,2985 2,3299 2,3459 2,3318 2,2876 2,2230 2,1625 2,1388 2,1660 2,2282 2,2935 2,3365 2,3466 2,3210 2,2567 2,1555 2,0379 1,9445 1,9166 1,9742 2,1109 2,3023 2,5101 2,6839 2,7721 2,7421 2,5942 2,3608 2,0982 1,8724 1,7350 1,7026 1,7583 1,8657 1,9867 2,0961 2,1849 2,2517 2,2915 2,2991 2,2808 2,2520 2,2172 2,1547 2,0224 1,7839 1,4386 1,0232 0,5812 0,1325 -0,3258 -0,8004 -1,2885 -1,7836 -2,2825 -2,7855 -3,2923 -3,7952 -4,2736 -4,6981 -5,0422 -5,2921 -5,4493 -5,5245 -5,5324 -5,4930 -5,4278 -5,3446 -5,2423 -5,1332 -5,0427 -4,9836 -4,9435 -4,8932 -4,8009 -4,6443 -4,4197 -4,1394 -3,8206 -3,4769 -3,1153 -2,7332 -2,3166 -1,8436 -1,2933 -0,6516 0,0807 0,8814 1,7122 2,5370 3,3316 4,0771 4,7530 5,3446 5,8538 6,2971 6,6841 7,0039 7,2412 7,3999 7,5036 7,5807 7,6552 7,7410 7,8270 7,8676 7,7983 7,5682 7,1655 6,6269 6,0290 5,4635 5,0064 4,6924 4,5018 4,3706 4,2251 4,0144 3,7136 3,3186 2,8463 2,3313 1,8141 1,3288 0,8945 0,5157 0,1902 -0,0909 -0,3460 -0,5941 -0,8456 -1,1019 -1,3579 -1,6094 -1,8615 -2,1301 -2,4346 -2,7912 -3,2158 -3,7307 -4,3527 -5,0669 -5,8165 -6,5215 -7,1126 -7,5608 -7,8804 -8,1133 -8,3165 -8,5471 -8,8364 -9,1827 -9,5766 -10,0196 -10,5067 -11,0022 -11,4439 -11,7763 -11,9786 -12,0687 -12,0896 -12,0887 -12,0924 -12,0888 -12,0353 -11,8875 -11,6251 -11,2587 -10,8176 -10,3296 -9,8099
F7    -1,8886 -1,7605 -1,7715 -1,8812 -2,0138 -2,0974 -2,0899 -1,9828 -1,7880 -1,5264 -1,2324 -0,9541 -0,7229 -0,5231 -0,3139 -0,0779 0,1627 0,3672 0,5006 0,5466 0,5106 0,4054 0,2438 0,0628 -0,0652 -0,0720 0,0605 0,3014 0,6091 0,9519 1,2874 1,5480 1,6714 1,6471 1,5278 1,3956 1,3100 1,2710 1,2286 1,1331 0,9779 0,8004 0,6554 0,5807 0,5665 0,5462 0,4347 0,1937 -0,1562 -0,5805 -1,0605 -1,5689 -2,0331 -2,3504 -2,4489 -2,3267 -2,0385 -1,6572 -1,2478 -0,8686 -0,5814 -0,4420 -0,4771 -0,6730 -0,9712 -1,2758 -1,4860 -1,5375 -1,4215 -1,1784 -0,8793 -0,5986 -0,3886 -0,2696 -0,2309 -0,2460 -0,3064 -0,4385 -0,6728 -0,9980 -1,3472 -1,6235 -1,7501 -1,7070 -1,5307 -1,2935 -1,0795 -0,9538 -0,9424 -1,0388 -1,2207 -1,4572 -1,7163 -1,9733 -2,2110 -2,4123 -2,5560 -2,6275 -2,6297 -2,5770 -2,4836 -2,3712 -2,2782 -2,2445 -2,2868 -2,3908 -2,5190 -2,6305 -2,7069 -2,7605 -2,8183 -2,9038 -3,0320 -3,2071 -3,4240 -3,6763 -3,9644 -4,2879 -4,6188 -4,8987 -5,0860 -5,1883 -5,2328 -5,2232 -5,1366 -4,9484 -4,6545 -4,2797 -3,8765 -3,5092 -3,2287 -3,0508 -2,9476 -2,8495 -2,6622 -2,3050 -1,7505 -1,0431 -0,2846 0,4073 0,9556 1,3586 1,6748 1,9673 2,2635 2,5598 2,8459 3,1227 3,4066 3,7132 4,0296 4,3148 4,5363 4,6953 4,8199 4,9496 5,1179 5,3315 5,5577 5,7385 5,8303 5,8324 5,7839 5,7443 5,7660 5,8664 6,0180 6,1732 6,2996 6,3968 6,4772 6,5344 6,5321 6,4183 6,1526 5,7331 5,2003 4,6209 4,0727 3,6391 3,3903 3,3507 3,4772 3,6691 3,8085 3,8111 3,6569 3,3832 3,0520 2,7213 2,4341 2,2110 2,0465 1,9259 1,8468 1,8132 1,8161 1,8379 1,8725 1,9245 1,9843 2,0197 1,9987 1,9126 1,7710 1,5870 1,3774 1,1739 1,0147 0,9166 0,8639 0,8291 0,7928 0,7432 0,6797 0,6249 0,6247 0,7269 0,9478 1,2537 1,5752 1,8388 1,9984 2,0556 2,0444 1,9888 1,8908 1,7527 1,5918 1,4379 1,3292 1,3011 1,3544 1,4321 1,4550 1,3815 1,2224 1,0199 0,8308 0,7130 0,6993 0,7767 0,8991 1,0293 1,1655 1,3355 1,5741 1,8939 2,2745 2,6717 3,0258 3,2754 3,3904 3,4020 3,3890 3,4184 3,4974 3,5813 3,6266 3,6327 3,6378 3,6870 3,8091 4,0120 4,2824 4,5906 4,9052 5,1975 5,4365 5,6002 5,6980 5,7747 5,8944 6,1152 6,4580 6,8784 7,2631 7,4753 7,4315 7,1479 6,7157 6,2356 5,7724 5,3512 4,9753 4,6449 4,3712 4,1853 4,1255 4,2030 4,3807 4,5793 4,7053 4,6898 4,5127 4,1965 3,7762 3,2805 2,7465 2,2361 1,8181 1,5389 1,4150 1,4410 1,5925 1,8235 2,0763 2,3044 2,4885 2,6362 2,7684 2,9008 3,0319 3,1424 3,2094 3,2298 3,2276 3,2381 3,2941 3,4212 3,6257 3,8784 4,1232 4,3030 4,3746 4,3135 4,1243 3,8559 3,5942 3,4185 3,3561 3,3861 3,4664 3,5366 3,5201 3,3628 3,0742 2,7254 2,4114 2,2118 2,1682 2,2812 2,5224 2,8509 3,2240 3,5998 3,9344 4,1832 4,3221 4,3666 4,3570 4,3290 4,3070 4,3055 4,3192 4,3292 4,3225 4,2909 4,2221 4,1125 3,9837 3,8777 3,8390 3,8896 4,0122 4,1631 4,3036 4,4267 4,5576 4,7225 4,9155 5,1145 5,3170 5,5380 5,7763 5,9941 6,1257 6,1037 5,8966 5,5305 5,0719 4,5906 4,1380 3,7483 3,4408 3,2193 3,0753 3,0032 3,0153 3,1295 3,3426 3,6187 3,9010 4,1434 4,3287 4,4504 4,5028 4,4922 4,4332 4,3416 4,2423 4,1639 4,1219 4,1198 4,1598 4,2441 4,3790 4,5782 4,8488 5,1784 5,5440 5,9212 6,2704 6,5343 6,6678 6,6682 6,5752 6,4411 6,3001 6,1669 6,0571 5,9918 5,9757 5,9864 5,9933 5,9769 5,9228 5,8094 5,6238 5,3955 5,2074 5,1539 5,2775 5,5355 5,8151 5,9941 6,0065 5,8581 5,5956 5,2841 5,0060 4,8448 4,8452 4,9915 5,2305 5,5037 5,7569 5,9378 6,0048 5,9437 5,7768 5,5553 5,3364 5,1591 5,0358 4,9605 4,9206 4,9139 4,9625 5,1009 5,3465 5,6855 6,0833 6,4883 6,8296 7,0369 7,0704 6,9343 6,6776 6,3776 6,1023 5,8843 5,7231 5,5957 5,4709 5,3251 5,1417 4,8915 4,5212 3,9754 3,2453 2,3997 1,5677 0,8867 0,4437 0,2371 0,1879 0,1961 0,1881 0,1249 -0,0111 -0,2157 -0,4502 -0,6551 -0,7934 -0,8808 -0,9691 -1,1000 -1,2729 -1,4487 -1,5759 -1,6133 -1,5412 -1,3581 -1,0643 -0,6483 -0,0950 0,5919 1,3733 2,1845 2,9707 3,7169 4,4311 5,0954 5,6487 6,0295 6,2232 6,2673 6,2342 6,2082 6,2662 6,4630 6,8171 7,2984 7,8321 8,3283 8,7264 9,0129 9,1977 9,2810 9,2528 9,1204 8,9254 8,7234 8,5453 8,3833 8,2058 7,9810 7,6893 7,3276 6,9152 6,4931 6,0971 5,7222 5,3267 4,8795 4,3935 3,9142 3,4998 3,2127 3,0966 3,1465 3,3050 3,4840 3,5946 3,5794 3,4376 3,2180 2,9840 2,7780 2,6111 2,4741 2,3474 2,2037 2,0138 1,7594 1,4441 1,0937 0,7421 0,4022 0,0464 -0,3634 -0,8215 -1,2753 -1,6748 -2,0129 -2,3201 -2,6391 -2,9998 -3,4020 -3,8129 -4,1957 -4,5424 -4,8748 -5,2136 -5,5479 -5,8360 -6,0395 -6,1545 -6,2017 -6,1911 -6,1094 -5,9467 -5,7273 -5,5004 -5,2997 -5,1194 -4,9219 -4,6581 -4,2897
