Fp1   -0,9264 -0,5421 -0,2686 -0,1170 -0,0926 -0,1862 -0,3671 -0,5913 -0,8115 -0,9859 -1,0927 -1,1390 -1,1512 -1,1518 -1,1420 -1,1033 -1,0191 -0,8925 -0,7441 -0,5965 -0,4665 -0,3668 -0,3031 -0,2669 -0,2375 -0,1926 -0,1175 -0,0091 0,1331 0,3181 0,5630 0,8751 1,2304 1,5700 1,8227 1,9403 1,9187 1,7897 1,5943 1,3656 1,1248 0,8839 0,6471 0,4095 0,1663 -0,0660 -0,2506 -0,3611 -0,4008 -0,3933 -0,3652 -0,3334 -0,3022 -0,2755 -0,2692 -0,3016 -0,3691 -0,4400 -0,4767 -0,4533 -0,3536 -0,1702 0,0907 0,4120 0,7725 1,1493 1,5172 1,8526 2,1472 2,4156 2,6846 2,9710 3,2647 3,5222 3,6717 3,6389 3,3926 2,9752 2,4783 1,9937 1,5894 1,3107 1,1756 1,1722 1,2738 1,4555 1,6894 1,9363 2,1551 2,3199 2,4265 2,4851 2,5138 2,5353 2,5676 2,6153 2,6762 2,7572 2,8695 3,0136 3,1799 3,3595 3,5429 3,7107 3,8258 3,8419 3,7299 3,5053 3,2275 2,9668 2,7648 2,6211 2,5075 2,3885 2,2295 1,9976 1,6743 1,2768 0,8599 0,4935 0,2310 0,0895 0,0537 0,0894 0,1498 0,1890 0,1892 0,1725 0,1776 0,2302 0,3362 0,4885 0,6651 0,8302 0,9558 1,0322 1,0540 1,0108 0,8974 0,7249 0,5182 0,3017 0,0888 -0,1143 -0,2978 -0,4495 -0,5681 -0,6607 -0,7291 -0,7722 -0,7942 -0,8034 -0,8095 -0,8236 -0,8535 -0,8972 -0,9395 -0,9555 -0,9138 -0,7815 -0,5334 -0,1658 0,2887 0,7613 1,1742 1,4786 1,6660 1,7530 1,7719 1,7645 1,7680 1,8035 1,8735 1,9672 2,0736 2,1913 2,3229 2,4689 2,6312 2,8168 3,0228 3,2240 3,3810 3,4631 3,4669 3,4118 3,3156 3,1842 3,0249 2,8472 2,6464 2,3992 2,0856 1,7130 1,3175 0,9447 0,6319 0,3926 0,2123 0,0621 -0,0806 -0,2297 -0,3979 -0,5948 -0,8181 -1,0470 -1,2541 -1,4236 -1,5508 -1,6280 -1,6444 -1,5959 -1,4960 -1,3763 -1,2760 -1,2242 -1,2278 -1,2693 -1,3124 -1,3118 -1,2306 -1,0594 -0,8238 -0,5761 -0,3687 -0,2294 -0,1586 -0,1416 -0,1500 -0,1454 -0,0972 -0,0007 0,1185 0,2206 0,2762 0,2807 0,2523 0,2225 0,2224 0,2705 0,3682 0,5024 0,6477 0,7662 0,8132 0,7570 0,5967 0,3619 0,0956 -0,1615 -0,3854 -0,5790 -0,7714 -1,0015 -1,2981 -1,6623 -2,0586 -2,4236 -2,6910 -2,8205 -2,8148 -2,7103 -2,5538 -2,3899 -2,2601 -2,1961 -2,2117 -2,2972 -2,4192 -2,5311 -2,5940 -2,5980 -2,5623 -2,5207 -2,5065 -2,5370 -2,6029 -2,6694 -2,6911 -2,6340 -2,5019 -2,3505 -2,2619 -2,2906 -2,4299 -2,6302 -2,8398 -3,0246 -3,1592 -3,2228 -3,2134 -3,1602 -3,1143 -3,1180 -3,1799 -3,2868 -3,4294 -3,5977 -3,7614 -3,8727 -3,8825 -3,7578 -3,4995 -3,1520 -2,7839 -2,4507 -2,1751 -1,9553 -1,7839 -1,6615 -1,5922 -1,5712 -1,5877 -1,6374 -1,7167 -1,8007 -1,8460 -1,8152 -1,6946 -1,4984 -1,2695 -1,0653 -0,9265 -0,8600 -0,8541 -0,8982 -0,9817 -1,0830 -1,1708 -1,2162 -1,2020 -1,1243 -0,9939 -0,8347 -0,6744 -0,5324 -0,4179 -0,3316 -0,2585 -0,1619 0,0001 0,2437 0,5422 0,8359 1,0597 1,1690 1,1521 1,0322 0,8582 0,6886 0,5731 0,5420 0,6035 0,7427 0,9240 1,1033 1,2455 1,3376 1,3895 1,4176 1,4237 1,3928 1,3167 1,2107 1,0997 0,9912 0,8700 0,7179 0,5362 0,3536 0,2144 0,1598 0,2105 0,3614 0,5894 0,8607 1,1349 1,3727 1,5459 1,6481 1,6978 1,7241 1,7471 1,7684 1,7751 1,7528 1,6972 1,6188 1,5385 1,4755 1,4330 1,3898 1,3158 1,1953 1,0270 0,8111 0,5520 0,2757 0,0383 -0,0949 -0,0848 0,0626 0,3041 0,5828 0,8498 1,0744 1,2430 1,3546 1,4227 1,4723 1,5293 1,6138 1,7344 1,8732 1,9801 1,9955 1,8822 1,6406 1,3009 0,9024 0,4793 0,0627 -0,3117 -0,6049 -0,7816 -0,8141 -0,6916 -0,4337 -0,0919 0,2665 0,5837 0,8269 0,9868 1,0740 1,1151 1,1393 1,1649 1,1950 1,2218 1,2381 1,2470 1,2618 1,3022 1,3848 1,5073 1,6390 1,7362 1,7701 1,7467 1,7042 1,6933 1,7572 1,9135 2,1368 2,3596 2,5011 2,5027 2,3542 2,1028 1,8315 1,6126 1,4727 1,3926 1,3337 1,2654 1,1816 1,0991 1,0430 1,0286 1,0517 1,0948 1,1418 1,1850 1,2189 1,2382 1,2487 1,2694 1,3151 1,3886 1,4902 1,6225 1,7773 1,9275 2,0425 2,1137 2,1519 2,1621 2,1335 2,0534 1,9198 1,7402 1,5231 1,2719 0,9854 0,6606 0,2967 -0,0968 -0,4950 -0,8587 -1,1458 -1,3305 -1,4181 -1,4412 -1,4403 -1,4431 -1,4521 -1,4592 -1,4703 -1,5017 -1,5562 -1,6178 -1,6695 -1,7067 -1,7323 -1,7443 -1,7306 -1,6776 -1,5826 -1,4558 -1,3130 -1,1682 -1,0297 -0,9034 -0,7979 -0,7175 -0,6474 -0,5553 -0,4134 -0,2234 -0,0155 0,1786 0,3527 0,5285 0,7352 0,9874 1,2819 1,6077 1,9552 2,3207 2,7050 3,1034 3,4974 3,8646 4,1894 4,4604 4,6654 4,7905 4,8174 4,7351 4,5575 4,3170 4,0415 3,7424 3,4230 3,0861 2,7327 2,3569 1,9507 1,5167 1,0772 0,6693 0,3263 0,0565 -0,1703 -0,4097 -0,7056 -1,0604 -1,4365 -1,7779 -2,0349 -2,1874 -2,2512 -2,2657 -2,2754 -2,3154 -2,3990 -2,5185 -2,6560 -2,7895 -2,8961 -2,9615 -2,9879 -2,9892 -2,9798 -2,9653 -2,9392 -2,8838 -2,7810 -2,6331 -2,4669 -2,3123 -2,1823 -2,0720 -1,9618 -1,8184 -1,5999 -1,2769 -0,8568 -0,3864 0,0728
Fz    -0,1364 0,2083 0,4366 0,5332 0,4961 0,3408 0,1042 -0,1671 -0,4257 -0,6303 -0,7636 -0,8478 -0,9284 -1,0357 -1,1657 -1,2921 -1,3874 -1,4326 -1,4190 -1,3426 -1,2040 -1,0180 -0,8146 -0,6208 -0,4466 -0,2902 -0,1474 -0,0100 0,1429 0,3448 0,6276 0,9995 1,4274 1,8363 2,1377 2,2719 2,2315 2,0499 1,7765 1,4575 1,1244 0,7937 0,4714 0,1530 -0,1713 -0,4918 -0,7672 -0,9537 -1,0342 -1,0212 -0,9474 -0,8557 -0,7878 -0,7776 -0,8478 -0,9975 -1,1928 -1,3791 -1,5083 -1,5489 -1,4802 -1,2956 -1,0076 -0,6395 -0,2177 0,2277 0,6665 1,0774 1,4528 1,7996 2,1357 2,4716 2,7888 3,0380 3,1534 3,0751 2,7835 2,3244 1,7905 1,2802 0,8728 0,6173 0,5199 0,5483 0,6606 0,8295 1,0359 1,2488 1,4252 1,5357 1,5820 1,5854 1,5684 1,5517 1,5563 1,5940 1,6672 1,7821 1,9525 2,1828 2,4625 2,7757 3,1019 3,4064 3,6386 3,7525 3,7340 3,6124 3,4455 3,2881 3,1667 3,0759 2,9901 2,8739 2,6898 2,4043 2,0027 1,5065 0,9765 0,4922 0,1157 -0,1349 -0,2830 -0,3738 -0,4569 -0,5645 -0,6912 -0,7967 -0,8348 -0,7808 -0,6375 -0,4251 -0,1797 0,0487 0,2172 0,3061 0,3113 0,2331 0,0781 -0,1328 -0,3648 -0,5826 -0,7685 -0,9223 -1,0429 -1,1213 -1,1557 -1,1568 -1,1333 -1,0877 -1,0265 -0,9657 -0,9299 -0,9443 -1,0185 -1,1347 -1,2494 -1,3058 -1,2518 -1,0553 -0,7091 -0,2327 0,3202 0,8603 1,2952 1,5775 1,7203 1,7743 1,8014 1,8565 1,9704 2,1441 2,3566 2,5781 2,7854 2,9687 3,1241 3,2505 3,3598 3,4764 3,6131 3,7496 3,8431 3,8575 3,7835 3,6321 3,4180 3,1586 2,8837 2,6246 2,3882 2,1525 1,8907 1,5941 1,2741 0,9514 0,6493 0,3835 0,1522 -0,0547 -0,2422 -0,4162 -0,5890 -0,7717 -0,9626 -1,1461 -1,3041 -1,4290 -1,5192 -1,5639 -1,5439 -1,4530 -1,3176 -1,1925 -1,1351 -1,1764 -1,3052 -1,4751 -1,6229 -1,6838 -1,6086 -1,3852 -1,0512 -0,6824 -0,3559 -0,1126 0,0456 0,1374 0,1949 0,2574 0,3516 0,4725 0,5855 0,6550 0,6713 0,6521 0,6264 0,6231 0,6682 0,7761 0,9380 1,1257 1,3041 1,4334 1,4694 1,3821 1,1770 0,8963 0,5986 0,3327 0,1153 -0,0747 -0,2829 -0,5552 -0,9169 -1,3588 -1,8274 -2,2396 -2,5197 -2,6324 -2,5952 -2,4603 -2,2826 -2,1057 -1,9664 -1,8949 -1,9063 -1,9943 -2,1310 -2,2721 -2,3712 -2,4017 -2,3694 -2,3053 -2,2493 -2,2318 -2,2575 -2,3015 -2,3241 -2,2918 -2,1963 -2,0702 -1,9799 -1,9829 -2,0829 -2,2329 -2,3770 -2,4818 -2,5340 -2,5296 -2,4765 -2,4047 -2,3657 -2,4047 -2,5300 -2,7210 -2,9551 -3,2084 -3,4357 -3,5693 -3,5475 -3,3464 -2,9931 -2,5576 -2,1251 -1,7603 -1,4919 -1,3217 -1,2385 -1,2291 -1,2826 -1,3876 -1,5324 -1,7060 -1,8868 -2,0296 -2,0784 -1,9973 -1,7850 -1,4729 -1,1207 -0,7990 -0,5602 -0,4240 -0,3871 -0,4330 -0,5323 -0,6443 -0,7320 -0,7734 -0,7574 -0,6800 -0,5518 -0,4002 -0,2534 -0,1264 -0,0201 0,0726 0,1680 0,2968 0,4906 0,7535 1,0479 1,3116 1,4861 1,5370 1,4618 1,2957 1,1046 0,9583 0,9019 0,9458 1,0739 1,2562 1,4619 1,6681 1,8571 2,0148 2,1365 2,2219 2,2556 2,2047 2,0534 1,8294 1,5841 1,3524 1,1399 0,9416 0,7628 0,6240 0,5502 0,5575 0,6419 0,7806 0,9440 1,1053 1,2421 1,3383 1,3878 1,3992 1,3959 1,4052 1,4423 1,5035 1,5693 1,6183 1,6402 1,6342 1,6032 1,5526 1,4863 1,3963 1,2667 1,0897 0,8707 0,6189 0,3474 0,0852 -0,1172 -0,2042 -0,1437 0,0566 0,3551 0,6944 1,0198 1,2923 1,4931 1,6228 1,7012 1,7608 1,8286 1,9134 2,0054 2,0783 2,0913 2,0017 1,7873 1,4581 1,0460 0,5878 0,1171 -0,3341 -0,7299 -1,0319 -1,2073 -1,2349 -1,1073 -0,8374 -0,4709 -0,0792 0,2740 0,5570 0,7647 0,9062 0,9992 1,0647 1,1184 1,1674 1,2121 1,2531 1,2931 1,3330 1,3744 1,4233 1,4763 1,5081 1,4871 1,4051 1,2930 1,2097 1,2107 1,3169 1,5055 1,7192 1,8870 1,9503 1,8820 1,6957 1,4457 1,2066 1,0342 0,9395 0,8951 0,8581 0,7915 0,6823 0,5471 0,4204 0,3307 0,2841 0,2696 0,2717 0,2754 0,2703 0,2569 0,2557 0,3036 0,4316 0,6466 0,9345 1,2730 1,6327 1,9697 2,2357 2,4074 2,4962 2,5236 2,4995 2,4258 2,3085 2,1548 1,9623 1,7172 1,4062 1,0292 0,5970 0,1269 -0,3521 -0,7949 -1,1538 -1,4027 -1,5494 -1,6262 -1,6686 -1,6991 -1,7219 -1,7332 -1,7372 -1,7407 -1,7395 -1,7216 -1,6843 -1,6388 -1,5970 -1,5594 -1,5124 -1,4364 -1,3210 -1,1693 -0,9903 -0,7894 -0,5684 -0,3319 -0,0953 0,1210 0,3083 0,4799 0,6602 0,8632 1,0834 1,3051 1,5178 1,7257 1,9378 2,1557 2,3790 2,6153 2,8791 3,1907 3,5711 4,0229 4,5171 5,0048 5,4411 5,7946 6,0498 6,2041 6,2568 6,2063 6,0661 5,8659 5,6337 5,3835 5,1172 4,8266 4,4934 4,0978 3,6339 3,1202 2,6009 2,1308 1,7486 1,4511 1,1888 0,8956 0,5318 0,1049 -0,3433 -0,7601 -1,1016 -1,3452 -1,4944 -1,5749 -1,6254 -1,6865 -1,7861 -1,9295 -2,1006 -2,2692 -2,4047 -2,4908 -2,5301 -2,5443 -2,5651 -2,6122 -2,6753 -2,7169 -2,6965 -2,6009 -2,4517 -2,2824 -2,1145 -1,9497 -1,7725 -1,5542 -1,2595 -0,8664 -0,3885 0,1270 0,6227
F3    -0,3985 -0,0124 0,2174 0,2779 0,1740 -0,0594 -0,3590 -0,6570 -0,9021 -1,0633 -1,1355 -1,1446 -1,1321 -1,1217 -1,1026 -1,0475 -0,9430 -0,8029 -0,6578 -0,5376 -0,4609 -0,4375 -0,4666 -0,5304 -0,5944 -0,6208 -0,5814 -0,4617 -0,2557 0,0414 0,4282 0,8833 1,3580 1,7824 2,0834 2,2125 2,1697 1,9975 1,7553 1,4944 1,2392 0,9846 0,7120 0,4094 0,0844 -0,2295 -0,4859 -0,6535 -0,7281 -0,7214 -0,6526 -0,5457 -0,4305 -0,3447 -0,3265 -0,3935 -0,5239 -0,6684 -0,7836 -0,8471 -0,8415 -0,7503 -0,5713 -0,3186 -0,0144 0,3161 0,6502 0,9759 1,2933 1,6067 1,9231 2,2531 2,5980 2,9247 3,1550 3,1933 2,9837 2,5529 1,9956 1,4221 0,9262 0,5802 0,4227 0,4462 0,6125 0,8769 1,1910 1,4980 1,7430 1,8944 1,9533 1,9439 1,9013 1,8618 1,8499 1,8683 1,9085 1,9755 2,0906 2,2665 2,4964 2,7649 3,0548 3,3380 3,5653 3,6781 3,6411 3,4729 3,2444 3,0393 2,9044 2,8353 2,7944 2,7373 2,6256 2,4276 2,1258 1,7370 1,3229 0,9708 0,7495 0,6727 0,7051 0,7916 0,8758 0,9128 0,8892 0,8298 0,7745 0,7523 0,7762 0,8474 0,9487 1,0458 1,1117 1,1439 1,1490 1,1214 1,0508 0,9420 0,8173 0,6968 0,5846 0,4777 0,3823 0,3099 0,2631 0,2387 0,2375 0,2563 0,2779 0,2775 0,2343 0,1393 0,0001 -0,1565 -0,2897 -0,3597 -0,3378 -0,2047 0,0533 0,4355 0,9133 1,4266 1,9039 2,2934 2,5748 2,7520 2,8493 2,9032 2,9420 2,9733 2,9901 2,9847 2,9647 2,9541 2,9761 3,0398 3,1452 3,2883 3,4541 3,6134 3,7382 3,8150 3,8478 3,8487 3,8216 3,7629 3,6788 3,5846 3,4778 3,3255 3,0894 2,7616 2,3716 1,9680 1,5959 1,2789 1,0122 0,7769 0,5582 0,3456 0,1245 -0,1211 -0,3938 -0,6711 -0,9169 -1,1063 -1,2291 -1,2740 -1,2285 -1,0954 -0,9053 -0,7100 -0,5635 -0,5027 -0,5347 -0,6365 -0,7642 -0,8676 -0,9079 -0,8727 -0,7811 -0,6731 -0,5843 -0,5257 -0,4907 -0,4715 -0,4562 -0,4244 -0,3574 -0,2528 -0,1279 -0,0095 0,0836 0,1533 0,2208 0,3166 0,4651 0,6719 0,9198 1,1768 1,4081 1,5803 1,6595 1,6240 1,4801 1,2615 1,0117 0,7669 0,5461 0,3461 0,1451 -0,0858 -0,3682 -0,7008 -1,0503 -1,3596 -1,5708 -1,6537 -1,6233 -1,5242 -1,4012 -1,2887 -1,2160 -1,2041 -1,2595 -1,3721 -1,5181 -1,6623 -1,7698 -1,8220 -1,8219 -1,7882 -1,7456 -1,7109 -1,6821 -1,6396 -1,5592 -1,4259 -1,2532 -1,0983 -1,0423 -1,1373 -1,3688 -1,6724 -1,9811 -2,2551 -2,4735 -2,6198 -2,6902 -2,7063 -2,7102 -2,7376 -2,7967 -2,8791 -2,9829 -3,1044 -3,2161 -3,2692 -3,2149 -3,0232 -2,6999 -2,2910 -1,8639 -1,4742 -1,1495 -0,8941 -0,7059 -0,5870 -0,5393 -0,5513 -0,6002 -0,6659 -0,7318 -0,7720 -0,7551 -0,6621 -0,4959 -0,2813 -0,0671 0,0896 0,1577 0,1485 0,0930 0,0160 -0,0643 -0,1248 -0,1388 -0,0905 0,0162 0,1634 0,3283 0,4877 0,6253 0,7392 0,8364 0,9213 0,9987 1,0876 1,2152 1,3906 1,5892 1,7629 1,8647 1,8669 1,7700 1,6050 1,4229 1,2754 1,1967 1,1994 1,2824 1,4341 1,6314 1,8415 2,0299 2,1751 2,2746 2,3344 2,3485 2,2992 2,1835 2,0307 1,8802 1,7448 1,6034 1,4274 1,2119 0,9878 0,8080 0,7205 0,7466 0,8798 1,0963 1,3611 1,6308 1,8613 2,0210 2,1030 2,1233 2,1073 2,0765 2,0406 2,0002 1,9568 1,9237 1,9213 1,9626 2,0422 2,1338 2,1951 2,1886 2,1048 1,9588 1,7651 1,5309 1,2773 1,0539 0,9159 0,8895 0,9621 1,0988 1,2630 1,4289 1,5828 1,7190 1,8377 1,9466 2,0584 2,1820 2,3197 2,4643 2,5898 2,6531 2,6146 2,4598 2,2037 1,8750 1,4975 1,0868 0,6631 0,2615 -0,0722 -0,2921 -0,3584 -0,2464 0,0390 0,4535 0,9201 1,3557 1,7009 1,9324 2,0613 2,1211 2,1460 2,1551 2,1550 2,1475 2,1382 2,1377 2,1583 2,2136 2,3143 2,4503 2,5812 2,6554 2,6405 2,5412 2,3985 2,2721 2,2170 2,2652 2,4103 2,6015 2,7616 2,8227 2,7591 2,6003 2,4083 2,2354 2,0974 1,9837 1,8814 1,7826 1,6839 1,5893 1,5095 1,4529 1,4179 1,3957 1,3806 1,3705 1,3616 1,3534 1,3644 1,4256 1,5514 1,7283 1,9336 2,1520 2,3673 2,5519 2,6812 2,7585 2,8121 2,8631 2,9074 2,9247 2,8947 2,8040 2,6483 2,4325 2,1688 1,8712 1,5490 1,2112 0,8767 0,5751 0,3338 0,1630 0,0495 -0,0315 -0,0986 -0,1516 -0,1768 -0,1694 -0,1536 -0,1675 -0,2299 -0,3283 -0,4378 -0,5412 -0,6271 -0,6794 -0,6766 -0,6037 -0,4686 -0,2974 -0,1165 0,0560 0,2095 0,3376 0,4392 0,5235 0,6171 0,7562 0,9624 1,2208 1,4889 1,7273 1,9245 2,0991 2,2798 2,4841 2,7137 2,9653 3,2364 3,5265 3,8348 4,1520 4,4534 4,7118 4,9155 5,0678 5,1747 5,2353 5,2360 5,1594 5,0043 4,7848 4,5147 4,2034 3,8625 3,5056 3,1407 2,7670 2,3822 1,9947 1,6295 1,3194 1,0842 0,9116 0,7540 0,5517 0,2731 -0,0666 -0,4183 -0,7291 -0,9670 -1,1303 -1,2391 -1,3187 -1,3928 -1,4814 -1,5911 -1,7138 -1,8358 -1,9420 -2,0173 -2,0540 -2,0600 -2,0553 -2,0593 -2,0781 -2,0979 -2,0876 -2,0190 -1,8919 -1,7377 -1,5925 -1,4734 -1,3764 -1,2824 -1,1553 -0,9448 -0,6092 -0,1461 0,4010 0,9650
F7    -0,6916 -0,2648 0,0793 0,3161 0,4260 0,4019 0,2564 0,0204 -0,2586 -0,5278 -0,7504 -0,9175 -1,0460 -1,1644 -1,2831 -1,3687 -1,3665 -1,2460 -1,0166 -0,7149 -0,3918 -0,0970 0,1403 0,3206 0,4632 0,5900 0,7141 0,8317 0,9221 0,9659 0,9739 0,9906 1,0531 1,1500 1,2292 1,2368 1,1453 0,9615 0,7149 0,4396 0,1684 -0,0646 -0,2370 -0,3571 -0,4523 -0,5285 -0,5592 -0,5196 -0,4141 -0,2731 -0,1384 -0,0431 0,0064 0,0303 0,0506 0,0689 0,0847 0,1224 0,2185 0,3845 0,6012 0,8424 1,0875 1,3146 1,5049 1,6568 1,7823 1,8895 1,9847 2,0867 2,2249 2,4159 2,6403 2,8398 2,9389 2,8795 2,6614 2,3531 2,0446 1,7940 1,6230 1,5341 1,5160 1,5552 1,6563 1,8341 2,0798 2,3504 2,6007 2,8165 3,0069 3,1762 3,3138 3,4046 3,4369 3,4125 3,3634 3,3385 3,3587 3,4064 3,4650 3,5433 3,6506 3,7664 3,8481 3,8559 3,7692 3,5918 3,3555 3,1183 2,9450 2,8674 2,8622 2,8727 2,8385 2,7140 2,4826 2,1585 1,7763 1,3807 1,0187 0,7288 0,5368 0,4558 0,4756 0,5581 0,6653 0,7894 0,9437 1,1264 1,3049 1,4396 1,5111 1,5305 1,5334 1,5484 1,5641 1,5376 1,4364 1,2608 1,0321 0,7769 0,5235 0,3021 0,1413 0,0521 0,0091 -0,0329 -0,1014 -0,1953 -0,2926 -0,3653 -0,3986 -0,3965 -0,3726 -0,3448 -0,3313 -0,3351 -0,3323 -0,2829 -0,1513 0,0776 0,3823 0,7033 0,9727 1,1496 1,2285 1,2266 1,1731 1,1056 1,0681 1,0995 1,2099 1,3655 1,5114 1,6171 1,6984 1,7953 1,9342 2,1129 2,3101 2,4986 2,6513 2,7471 2,7849 2,7893 2,7913 2,8092 2,8442 2,8732 2,8474 2,7155 2,4580 2,1022 1,7144 1,3749 1,1433 1,0305 1,0010 0,9976 0,9694 0,8912 0,7654 0,6110 0,4518 0,3057 0,1741 0,0461 -0,0839 -0,2048 -0,2924 -0,3269 -0,3081 -0,2565 -0,2012 -0,1598 -0,1312 -0,1056 -0,0697 -0,0032 0,1092 0,2566 0,4002 0,4907 0,4935 0,4083 0,2659 0,1086 -0,0200 -0,0745 -0,0199 0,1480 0,3974 0,6704 0,9001 1,0359 1,0654 1,0115 0,9094 0,7934 0,7006 0,6677 0,7138 0,8282 0,9716 1,0895 1,1375 1,0977 0,9779 0,8069 0,6213 0,4356 0,2314 -0,0214 -0,3385 -0,7104 -1,1039 -1,4726 -1,7708 -1,9640 -2,0372 -2,0013 -1,8909 -1,7550 -1,6532 -1,6471 -1,7733 -2,0142 -2,2994 -2,5445 -2,6994 -2,7719 -2,8044 -2,8324 -2,8674 -2,9026 -2,9192 -2,8927 -2,7942 -2,6022 -2,3354 -2,0666 -1,8844 -1,8370 -1,9194 -2,1009 -2,3462 -2,6160 -2,8657 -3,0584 -3,1894 -3,2904 -3,3977 -3,5115 -3,5985 -3,6372 -3,6466 -3,6587 -3,6789 -3,6809 -3,6261 -3,4787 -3,2199 -2,8651 -2,4646 -2,0845 -1,7813 -1,5850 -1,4950 -1,4940 -1,5635 -1,6803 -1,8135 -1,9410 -2,0572 -2,1527 -2,2034 -2,1787 -2,0571 -1,8426 -1,5753 -1,3189 -1,1250 -1,0055 -0,9418 -0,9108 -0,8957 -0,8889 -0,8873 -0,8771 -0,8352 -0,7511 -0,6363 -0,5154 -0,4200 -0,3826 -0,4262 -0,5472 -0,6970 -0,7957 -0,7850 -0,6637 -0,4718 -0,2553 -0,0517 0,1077 0,1970 0,1956 0,0961 -0,0721 -0,2362 -0,3156 -0,2705 -0,1153 0,1029 0,3269 0,5058 0,6143 0,6623 0,6780 0,6831 0,6886 0,7045 0,7360 0,7677 0,7654 0,6964 0,5541 0,3657 0,1770 0,0292 -0,0558 -0,0752 -0,0351 0,0590 0,1961 0,3492 0,4819 0,5632 0,5784 0,5415 0,4981 0,4969 0,5524 0,6414 0,7302 0,7973 0,8401 0,8764 0,9389 1,0455 1,1785 1,2990 1,3676 1,3473 1,2144 0,9802 0,6962 0,4407 0,2975 0,3259 0,5307 0,8560 1,2118 1,5188 1,7354 1,8482 1,8562 1,7740 1,6375 1,4953 1,4017 1,4004 1,4915 1,6215 1,7151 1,7174 1,6196 1,4552 1,2698 1,0859 0,9006 0,7107 0,5305 0,3877 0,3130 0,3268 0,4239 0,5705 0,7247 0,8587 0,9589 1,0142 1,0215 0,9973 0,9738 0,9778 1,0130 1,0625 1,1086 1,1487 1,1971 1,2736 1,3899 1,5450 1,7207 1,8812 1,9933 2,0533 2,0896 2,1458 2,2674 2,4771 2,7431 2,9840 3,1111 3,0716 2,8759 2,5947 2,3160 2,0966 1,9491 1,8572 1,7959 1,7497 1,7249 1,7415 1,8114 1,9257 2,0550 2,1643 2,2392 2,2948 2,3528 2,4190 2,4837 2,5292 2,5397 2,5165 2,4790 2,4400 2,3931 2,3309 2,2647 2,2205 2,2149 2,2369 2,2551 2,2428 2,1904 2,1011 1,9810 1,8308 1,6458 1,4205 1,1576 0,8700 0,5750 0,2961 0,0719 -0,0550 -0,0714 -0,0101 0,0686 0,1078 0,0819 -0,0059 -0,1486 -0,3360 -0,5367 -0,7085 -0,8300 -0,9146 -0,9915 -1,0747 -1,1510 -1,1945 -1,1846 -1,1216 -1,0313 -0,9466 -0,8875 -0,8664 -0,8924 -0,9549 -1,0098 -0,9989 -0,8873 -0,6911 -0,4742 -0,3050 -0,2027 -0,1255 -0,0098 0,1835 0,4501 0,7584 1,0827 1,4136 1,7454 2,0684 2,3762 2,6693 2,9466 3,1948 3,3916 3,5112 3,5276 3,4311 3,2456 3,0204 2,7996 2,5959 2,3937 2,1743 1,9319 1,6723 1,4088 1,1539 0,9127 0,6867 0,4804 0,2972 0,1275 -0,0560 -0,2784 -0,5419 -0,8275 -1,0975 -1,3020 -1,4069 -1,4237 -1,4055 -1,4119 -1,4770 -1,6023 -1,7712 -1,9611 -2,1424 -2,2798 -2,3496 -2,3534 -2,3105 -2,2412 -2,1561 -2,0572 -1,9354 -1,7712 -1,5566 -1,3202 -1,1152 -0,9787 -0,9030 -0,8444 -0,7614 -0,6398 -0,4919 -0,3475 -0,2387 -0,1746
