Fp1   -0,4361 -0,6887 -1,0132 -1,3428 -1,6003 -1,7230 -1,6767 -1,4611 -1,1138 -0,7025 -0,2931 0,0785 0,4035 0,6790 0,9012 1,0765 1,2289 1,3879 1,5619 1,7299 1,8665 1,9697 2,0551 2,1261 2,1511 2,0729 1,8514 1,5070 1,1132 0,7369 0,3882 0,0258 -0,3855 -0,8146 -1,1608 -1,3161 -1,2291 -0,9323 -0,5298 -0,1509 0,1097 0,2222 0,2025 0,0653 -0,1995 -0,6090 -1,1483 -1,7559 -2,3497 -2,8781 -3,3519 -3,8132 -4,2618 -4,6173 -4,7597 -4,6096 -4,1769 -3,5495 -2,8448 -2,1621 -1,5650 -1,0945 -0,7732 -0,5894 -0,5042 -0,4813 -0,5060 -0,5903 -0,7729 -1,1114 -1,6513 -2,3835 -3,2290 -4,0740 -4,8327 -5,4801 -6,0246 -6,4578 -6,7359 -6,7978 -6,5968 -6,1536 -5,5972 -5,1207 -4,8773 -4,9112 -5,1675 -5,5509 -5,9719 -6,3560 -6,6490 -6,8394 -6,9595 -7,0539 -7,1562 -7,2819 -7,4064 -7,4412 -7,2608 -6,7849 -6,0432 -5,1724 -4,3531 -3,7231 -3,3207 -3,0909 -2,9381 -2,7856 -2,6071 -2,4176 -2,2420 -2,0985 -2,0037 -1,9614 -1,9220 -1,7705 -1,3847 -0,7140 0,2031 1,2708 2,3564 3,3018 3,9675 4,3053 4,3973 4,4057 4,4651 4,6181 4,8366 5,0792 5,3195 5,5411 5,7400 5,9279 6,1088 6,2646 6,3864 6,5140 6,7209 7,0553 7,4979 7,9668 8,3545 8,5767 8,6066 8,4721 8,2141 7,8542 7,4064 6,9068 6,4181 6,0038 5,7101 5,5749 5,6232 5,8334 6,1219 6,3701 6,4729 6,3789 6,1082 5,7445 5,3996 5,1641 5,0807 5,1360 5,2729 5,4340 5,5903 5,7132 5,7547 5,6752 5,4618 5,1132 4,6329 4,0353 3,3449 2,5980 1,8537 1,1898 0,6633 0,2569 -0,1268 -0,5893 -1,1441 -1,7024 -2,1479 -2,4255 -2,5773 -2,7015 -2,8656 -3,0540 -3,2003 -3,2597 -3,2472 -3,2267 -3,2639 -3,3822 -3,5601 -3,7666 -3,9881 -4,2346 -4,5268 -4,8711 -5,2399 -5,5593 -5,7115 -5,5710 -5,0599 -4,1838 -3,0410 -1,8028 -0,6675 0,1982 0,7049 0,8619 0,7637 0,5341 0,2719 0,0385 -0,1299 -0,2071 -0,1698 -0,0101 0,2505 0,5612 0,8443 1,0176 1,0401 0,9366 0,7801 0,6551 0,6269 0,7235 0,9220 1,1534 1,3392 1,4343 1,4414 1,3909 1,3213 1,2695 1,2538 1,2638 1,2793 1,2947 1,3181 1,3571 1,4044 1,4232 1,3519 1,1378 0,7715 0,2947 -0,2152 -0,6703 -0,9943 -1,1319 -1,0457 -0,7223 -0,1902 0,4761 1,1801 1,8298 2,3533 2,7021 2,8440 2,7698 2,5109 2,1305 1,6948 1,2626 0,8869 0,6133 0,4741 0,4821 0,6309 0,8918 1,2075 1,5187 1,8222 2,1880 2,6898 3,3052 3,8992 4,3185 4,4902 4,4238 4,1485 3,6764 3,0134 2,1924 1,3025 0,4893 -0,0914 -0,3540 -0,3355 -0,1630 0,0474 0,2616 0,5194 0,8782 1,3577 1,9191 2,4927 3,0184 3,4530 3,7450 3,8166 3,6069 3,1367 2,5129 1,8601 1,2447 0,6494 0,0218 -0,6422 -1,2559 -1,6798 -1,8038 -1,6085 -1,1670 -0,6006 -0,0282 0,4625 0,8306 1,0896 1,2870 1,4568 1,5897 1,6447 1,5890 1,4372 1,2650 1,1709 1,1980 1,2898 1,3428 1,3007 1,1900 1,0787 1,0238 1,0478 1,1358 1,2421 1,3147 1,3360 1,3402 1,3767 1,4514 1,5122 1,4973 1,4012 1,2857 1,2215 1,2393 1,3349 1,4799 1,6150 1,6719 1,6175 1,4514 1,1623 0,7216 0,1386 -0,4956 -1,0329 -1,3407 -1,3575 -1,1008 -0,6426 -0,0861 0,4444 0,8218 0,9553 0,8244 0,4927 0,0886 -0,2451 -0,3993 -0,3199 -0,0199 0,4241 0,9097 1,3523 1,6957 1,8964 1,9276 1,8069 1,5950 1,3506 1,0893 0,7861 0,4172 -0,0042 -0,4208 -0,7433 -0,8751 -0,7499 -0,3611 0,2343 0,9361 1,6269 2,1890 2,5191 2,5656 2,3624 2,0060 1,5909 1,1663 0,7391 0,3016 -0,1390 -0,5531 -0,9028 -1,1557 -1,2941 -1,3314 -1,3223 -1,3338 -1,3930 -1,4728 -1,5236 -1,5045 -1,3859 -1,1419 -0,7586 -0,2625 0,2656 0,7193 1,0180 1,1414 1,1298 1,0547 0,9792 0,9289 0,8949 0,8680 0,8583 0,8728 0,8954 0,9092 0,9207 0,9437 0,9585 0,9021 0,7120 0,3835 -0,0196 -0,4083 -0,7131 -0,8893 -0,9089 -0,7702 -0,5007 -0,1330 0,3143 0,8235 1,3480 1,8025 2,0923 2,1595 2,0072 1,6889 1,2831 0,8734 0,5352 0,3164 0,2238 0,2381 0,3426 0,5249 0,7463 0,9311 1,0109 0,9755 0,8706 0,7556 0,6765 0,6577 0,6986 0,7813 0,8902 1,0124 1,1141 1,1276 0,9759 0,6206 0,1063 -0,4401 -0,8759 -1,1207 -1,1730 -1,0672 -0,8321 -0,4789 -0,0038 0,6016 1,3195 2,0743 2,7376 3,1817 3,3525 3,3025 3,1521 3,0185 2,9726 3,0296 3,1549 3,2927 3,4046 3,4897 3,5831 3,7354 3,9741 4,2780 4,5981 4,8980 5,1778 5,4733 5,8296 6,2687 6,7753 7,2975 7,7575 8,0859 8,2560 8,2775 8,1644 7,9208 7,5512 7,0771 6,5391 5,9755 5,3940 4,7720 4,0923 3,3803 2,6978 2,1063 1,6481 1,3411 1,1654 1,0641 0,9767 0,8582 0,6658 0,3621 -0,0553 -0,5429 -1,0329 -1,4644 -1,8040 -2,0515 -2,2350 -2,3951 -2,5583 -2,7082 -2,7762 -2,6749 -2,3618 -1,8886 -1,3992 -1,0717 -1,0349 -1,3100 -1,7992 -2,3229 -2,6943 -2,7996 -2,6379 -2,2953 -1,8797 -1,4757 -1,1303 -0,8555 -0,6423 -0,4944 -0,4678 -0,6642 -1,1609 -1,9441 -2,9116 -3,9174 -4,8093 -5,4620 -5,8057 -5,8303 -5,5760 -5,1204 -4,5519 -3,9443 -3,3533 -2,8201 -2,3724 -2,0373 -1,8436 -1,7974 -1,8653 -1,9948
Fz    -2,8975 -2,6455 -2,3470 -2,0030 -1,6321 -1,2736 -0,9727 -0,7607 -0,6516 -0,6489 -0,7443 -0,9065 -1,0797 -1,1958 -1,1941 -1,0392 -0,7301 -0,2992 0,1993 0,7106 1,1993 1,6509 2,0631 2,4398 2,7777 3,0527 3,2260 3,2688 3,1790 2,9773 2,6891 2,3295 1,9064 1,4385 0,9598 0,5114 0,1347 -0,1413 -0,3215 -0,4485 -0,5777 -0,7437 -0,9454 -1,1550 -1,3378 -1,4705 -1,5528 -1,6070 -1,6623 -1,7291 -1,7835 -1,7770 -1,6727 -1,4790 -1,2512 -1,0551 -0,9279 -0,8703 -0,8678 -0,9073 -0,9789 -1,0696 -1,1646 -1,2599 -1,3694 -1,5169 -1,7237 -1,9947 -2,3107 -2,6428 -2,9693 -3,2771 -3,5610 -3,8326 -4,1233 -4,4723 -4,9100 -5,4443 -6,0493 -6,6673 -7,2309 -7,6970 -8,0691 -8,3882 -8,7013 -9,0349 -9,3826 -9,7075 -9,9575 -10,0825 -10,0454 -9,8259 -9,4217 -8,8471 -8,1338 -7,3325 -6,5142 -5,7662 -5,1675 -4,7624 -4,5549 -4,5216 -4,6225 -4,8044 -5,0077 -5,1788 -5,2769 -5,2753 -5,1611 -4,9294 -4,5767 -4,1061 -3,5360 -2,8925 -2,1971 -1,4650 -0,7077 0,0625 0,8296 1,5742 2,2700 2,8751 3,3427 3,6604 3,8773 4,0852 4,3704 4,7739 5,2858 5,8712 6,5005 7,1615 7,8553 8,5799 9,3122 10,0082 10,6228 11,1273 11,5138 11,7919 11,9790 12,0917 12,1464 12,1675 12,1919 12,2579 12,3758 12,5078 12,5845 12,5486 12,3872 12,1302 11,8234 11,5044 11,1903 10,8807 10,5693 10,2538 9,9431 9,6585 9,4192 9,2253 9,0557 8,8811 8,6763 8,4279 8,1337 7,7993 7,4338 7,0434 6,6312 6,2032 5,7689 5,3317 4,8866 4,4290 3,9643 3,5056 3,0633 2,6401 2,2361 1,8521 1,4878 1,1419 0,8123 0,4932 0,1756 -0,1482 -0,4806 -0,8205 -1,1603 -1,4832 -1,7774 -2,0530 -2,3348 -2,6418 -2,9727 -3,3044 -3,6073 -3,8665 -4,0873 -4,2826 -4,4593 -4,6156 -4,7414 -4,8148 -4,8038 -4,6802 -4,4360 -4,0912 -3,6877 -3,2766 -2,9042 -2,6012 -2,3724 -2,1924 -2,0145 -1,7952 -1,5156 -1,1897 -0,8547 -0,5470 -0,2829 -0,0608 0,1274 0,2922 0,4444 0,5819 0,6811 0,7048 0,6223 0,4276 0,1444 -0,1853 -0,5205 -0,8310 -1,0970 -1,3057 -1,4518 -1,5413 -1,5888 -1,6111 -1,6257 -1,6523 -1,7048 -1,7847 -1,8863 -2,0048 -2,1365 -2,2737 -2,4033 -2,5152 -2,6110 -2,7044 -2,8150 -2,9619 -3,1571 -3,3996 -3,6705 -3,9340 -4,1509 -4,2931 -4,3470 -4,3053 -4,1572 -3,8918 -3,5155 -3,0693 -2,6205 -2,2315 -1,9318 -1,7149 -1,5582 -1,4431 -1,3587 -1,2935 -1,2317 -1,1575 -1,0612 -0,9441 -0,8184 -0,7037 -0,6206 -0,5864 -0,6099 -0,6785 -0,7528 -0,7913 -0,7882 -0,7768 -0,7945 -0,8588 -0,9770 -1,1607 -1,4166 -1,7215 -2,0216 -2,2633 -2,4179 -2,4791 -2,4488 -2,3377 -2,1754 -2,0103 -1,8897 -1,8370 -1,8439 -1,8802 -1,9164 -1,9473 -1,9968 -2,1011 -2,2771 -2,5022 -2,7228 -2,8839 -2,9544 -2,9338 -2,8435 -2,7125 -2,5652 -2,4155 -2,2643 -2,0968 -1,8875 -1,6142 -1,2752 -0,8962 -0,5210 -0,1998 0,0214 0,1136 0,0805 -0,0384 -0,1893 -0,3399 -0,4948 -0,6712 -0,8624 -1,0295 -1,1297 -1,1484 -1,1072 -1,0497 -1,0162 -1,0242 -1,0660 -1,1206 -1,1721 -1,2234 -1,2877 -1,3701 -1,4635 -1,5597 -1,6624 -1,7886 -1,9581 -2,1859 -2,4790 -2,8308 -3,2146 -3,5884 -3,9113 -4,1570 -4,3177 -4,4066 -4,4587 -4,5148 -4,5965 -4,6932 -4,7699 -4,7850 -4,7067 -4,5244 -4,2554 -3,9403 -3,6252 -3,3443 -3,1122 -2,9211 -2,7452 -2,5551 -2,3324 -2,0711 -1,7695 -1,4250 -1,0429 -0,6463 -0,2750 0,0286 0,2338 0,3313 0,3377 0,2916 0,2398 0,2163 0,2262 0,2468 0,2423 0,1813 0,0466 -0,1613 -0,4271 -0,7304 -1,0553 -1,3908 -1,7248 -2,0390 -2,3078 -2,5092 -2,6467 -2,7527 -2,8658 -3,0030 -3,1481 -3,2634 -3,3146 -3,2915 -3,2163 -3,1313 -3,0701 -3,0359 -3,0047 -2,9440 -2,8315 -2,6659 -2,4707 -2,2843 -2,1404 -2,0506 -2,0025 -1,9739 -1,9525 -1,9431 -1,9567 -1,9950 -2,0465 -2,1027 -2,1767 -2,3009 -2,4973 -2,7450 -2,9780 -3,1172 -3,1102 -2,9507 -2,6679 -2,3070 -1,9194 -1,5599 -1,2764 -1,0929 -0,9997 -0,9643 -0,9482 -0,9150 -0,8347 -0,6964 -0,5156 -0,3248 -0,1553 -0,0221 0,0843 0,1912 0,3244 0,4942 0,6986 0,9277 1,1598 1,3647 1,5185 1,6100 1,6316 1,5691 1,4103 1,1641 0,8663 0,5689 0,3236 0,1643 0,0977 0,1080 0,1659 0,2357 0,2819 0,2741 0,1882 0,0087 -0,2608 -0,5891 -0,9288 -1,2368 -1,4840 -1,6514 -1,7282 -1,7119 -1,6042 -1,4127 -1,1596 -0,8845 -0,6275 -0,4095 -0,2230 -0,0358 0,1942 0,5047 0,9217 1,4511 2,0688 2,7243 3,3605 3,9354 4,4409 4,9096 5,3944 5,9354 6,5396 7,1874 7,8497 8,5017 9,1240 9,6972 10,2000 10,6115 10,9128 11,0956 11,1730 11,1748 11,1263 11,0280 10,8609 10,6112 10,2773 9,8518 9,3162 8,6664 7,9310 7,1628 6,4129 5,7066 5,0379 4,3821 3,7094 2,9958 2,2387 1,4685 0,7393 0,1057 -0,3989 -0,7719 -1,0341 -1,2157 -1,3469 -1,4501 -1,5354 -1,6069 -1,6684 -1,7125 -1,7109 -1,6250 -1,4232 -1,0947 -0,6560 -0,1464 0,3912 0,9213 1,4027 1,7773 1,9836 1,9812 1,7627 1,3533 0,8050 0,1813 -0,4622 -1,0858 -1,6583 -2,1536 -2,5580 -2,8751 -3,1218 -3,3257 -3,5265 -3,7695 -4,0846 -4,4673 -4,8736 -5,2328 -5,4761 -5,5675 -5,5117 -5,3377 -5,0819 -4,7758 -4,4412 -4,0989 -3,7755 -3,4964 -3,2797 -3,1341
F3    -1,0754 -0,1553 0,6600 1,2610 1,5870 1,6228 1,3956 0,9662 0,4160 -0,1562 -0,6443 -0,9699 -1,1081 -1,0750 -0,9039 -0,6345 -0,3115 0,0195 0,3225 0,5812 0,8038 1,0227 1,2860 1,6318 2,0693 2,5807 3,1312 3,6586 4,0606 4,2309 4,1145 3,7122 3,0330 2,0692 0,8316 -0,5935 -2,0308 -3,2713 -4,1516 -4,5997 -4,6365 -4,3460 -3,8367 -3,2113 -2,5614 -1,9702 -1,5034 -1,1986 -1,0621 -1,0608 -1,1042 -1,0629 -0,8501 -0,5080 -0,2040 -0,1229 -0,3519 -0,8533 -1,5241 -2,2645 -2,9913 -3,6158 -4,0555 -4,2718 -4,2803 -4,1353 -3,9192 -3,7262 -3,6194 -3,5929 -3,5805 -3,5124 -3,3705 -3,2003 -3,0771 -3,0656 -3,2018 -3,4939 -3,9334 -4,5172 -5,2559 -6,1455 -7,1391 -8,1592 -9,1360 -10,0211 -10,7577 -11,2445 -11,3575 -11,0336 -10,3380 -9,4470 -8,5567 -7,7943 -7,1936 -6,7271 -6,3639 -6,1171 -6,0382 -6,1573 -6,4384 -6,7931 -7,1172 -7,3192 -7,3437 -7,1832 -6,8650 -6,4307 -5,9174 -5,3433 -4,7062 -4,0013 -3,2369 -2,4338 -1,6231 -0,8436 -0,1349 0,4624 0,9066 1,1783 1,3083 1,3663 1,4232 1,5285 1,7066 1,9609 2,2845 2,6669 3,1008 3,5929 4,1629 4,8310 5,6100 6,5023 7,4922 8,5322 9,5282 10,3534 10,9002 11,1246 11,0447 10,7217 10,2608 9,7993 9,4559 9,2765 9,2262 9,2210 9,1749 9,0520 8,8970 8,7976 8,7936 8,8123 8,7031 8,3560 7,7974 7,1800 6,6928 6,4774 6,5802 6,9408 7,4264 7,8863 8,1862 8,2332 7,9986 7,5149 6,8498 6,0790 5,2625 4,4276 3,5784 2,7302 1,9321 1,2601 0,7976 0,5961 0,6216 0,7459 0,8131 0,7247 0,4788 0,1460 -0,1947 -0,5154 -0,8499 -1,2395 -1,6634 -2,0404 -2,3011 -2,4433 -2,5277 -2,6464 -2,8775 -3,2406 -3,6948 -4,1708 -4,5920 -4,8982 -5,0883 -5,2218 -5,3528 -5,4727 -5,5126 -5,3871 -5,0584 -4,5915 -4,1463 -3,8928 -3,9212 -4,2111 -4,6552 -5,1086 -5,4446 -5,5960 -5,5526 -5,3156 -4,8667 -4,1931 -3,3340 -2,3913 -1,4921 -0,7344 -0,1536 0,2733 0,5968 0,8584 1,0647 1,1882 1,1991 1,0981 0,9123 0,6696 0,3932 0,1014 -0,2083 -0,5647 -1,0001 -1,5223 -2,0959 -2,6451 -3,0844 -3,3575 -3,4629 -3,4443 -3,3640 -3,2822 -3,2389 -3,2276 -3,1933 -3,0708 -2,8274 -2,4787 -2,0827 -1,7242 -1,4938 -1,4700 -1,7058 -2,2068 -2,9115 -3,7141 -4,5156 -5,2432 -5,8239 -6,1591 -6,1534 -5,7819 -5,1094 -4,2359 -3,2458 -2,2154 -1,2341 -0,3877 0,2951 0,8614 1,3726 1,8269 2,1614 2,3054 2,2055 1,8212 1,1372 0,1975 -0,8793 -1,9284 -2,7863 -3,3304 -3,5070 -3,3368 -2,8781 -2,1919 -1,3555 -0,4961 0,2246 0,6824 0,8475 0,7677 0,5054 0,0987 -0,4303 -1,0512 -1,7202 -2,3892 -3,0121 -3,5425 -3,9289 -4,1108 -4,0352 -3,7119 -3,2600 -2,8633 -2,6536 -2,6166 -2,5938 -2,3930 -1,9316 -1,3011 -0,7067 -0,3380 -0,2662 -0,4382 -0,7550 -1,1385 -1,5203 -1,8072 -1,9067 -1,7871 -1,5005 -1,1554 -0,8638 -0,6981 -0,6748 -0,7617 -0,8930 -0,9827 -0,9366 -0,6823 -0,2210 0,3450 0,8411 1,0900 0,9812 0,5124 -0,2070 -1,0032 -1,7164 -2,2576 -2,6097 -2,7878 -2,8056 -2,6909 -2,5201 -2,4057 -2,4297 -2,5945 -2,8481 -3,1482 -3,4825 -3,8456 -4,2149 -4,5373 -4,7311 -4,7174 -4,4650 -4,0185 -3,4877 -3,0052 -2,6734 -2,5284 -2,5448 -2,6694 -2,8409 -2,9893 -3,0461 -2,9662 -2,7460 -2,4378 -2,1430 -1,9723 -1,9992 -2,2346 -2,6320 -3,1135 -3,5920 -3,9720 -4,1479 -4,0302 -3,5944 -2,9118 -2,1260 -1,3774 -0,7334 -0,1891 0,2774 0,6597 0,9084 0,9494 0,7217 0,2114 -0,5434 -1,4660 -2,4590 -3,4192 -4,2495 -4,8741 -5,2584 -5,4137 -5,3771 -5,1902 -4,8919 -4,5197 -4,1131 -3,7124 -3,3502 -3,0481 -2,8208 -2,6778 -2,6209 -2,6480 -2,7567 -2,9358 -3,1542 -3,3704 -3,5618 -3,7478 -3,9778 -4,2851 -4,6374 -4,9367 -5,0704 -4,9629 -4,5957 -4,0171 -3,3406 -2,7203 -2,3152 -2,2487 -2,5713 -3,2347 -4,0866 -4,9100 -5,5059 -5,7660 -5,6836 -5,3181 -4,7568 -4,0917 -3,4110 -2,7924 -2,2913 -1,9349 -1,7292 -1,6627 -1,7018 -1,7996 -1,9233 -2,0691 -2,2416 -2,4234 -2,5708 -2,6302 -2,5589 -2,3482 -2,0421 -1,7240 -1,4707 -1,3166 -1,2624 -1,2968 -1,4061 -1,5833 -1,8348 -2,1586 -2,5138 -2,8333 -3,0685 -3,2056 -3,2413 -3,1706 -3,0038 -2,7819 -2,5713 -2,4313 -2,3690 -2,3225 -2,2101 -2,0140 -1,8189 -1,7668 -1,9664 -2,4342 -3,1065 -3,8920 -4,7060 -5,4689 -6,1017 -6,5449 -6,7790 -6,8134 -6,6492 -6,2635 -5,6330 -4,7634 -3,6855 -2,4296 -1,0233 0,4804 1,9805 3,3378 4,4134 5,1059 5,3753 5,2668 4,9218 4,5358 4,2742 4,2143 4,3491 4,6283 4,9952 5,3903 5,7375 5,9600 6,0250 5,9685 5,8677 5,7951 5,7922 5,8634 5,9713 6,0406 5,9794 5,7159 5,2257 4,5247 3,6391 2,5990 1,4705 0,3692 -0,5884 -1,3451 -1,9131 -2,3471 -2,7167 -3,0843 -3,4900 -3,9414 -4,4057 -4,8160 -5,1117 -5,2804 -5,3493 -5,3454 -5,2890 -5,2230 -5,2073 -5,2611 -5,3291 -5,3168 -5,1466 -4,7833 -4,2328 -3,5392 -2,7708 -1,9963 -1,2795 -0,6968 -0,3345 -0,2530 -0,4527 -0,8827 -1,4777 -2,1752 -2,9135 -3,6397 -4,3214 -4,9414 -5,4775 -5,8838 -6,1105 -6,1619 -6,1210 -6,1029 -6,1935 -6,4167 -6,7336 -7,0677 -7,3494 -7,5478 -7,6733 -7,7561 -7,8152 -7,8304 -7,7292 -7,4088 -6,8012 -5,9461 -5,0014 -4,1784
F7    -1,3259 -1,3181 -1,2654 -1,1541 -0,9798 -0,7495 -0,4774 -0,1830 0,1011 0,3276 0,4570 0,4857 0,4485 0,4013 0,3961 0,4602 0,5963 0,7943 1,0326 1,2753 1,4845 1,6354 1,7290 1,7876 1,8257 1,8295 1,7756 1,6601 1,4980 1,3027 1,0798 0,8320 0,5652 0,2928 0,0332 -0,1912 -0,3585 -0,4700 -0,5694 -0,7155 -0,9316 -1,1884 -1,4348 -1,6385 -1,7939 -1,8998 -1,9449 -1,9202 -1,8415 -1,7553 -1,7123 -1,7256 -1,7537 -1,7327 -1,6252 -1,4352 -1,1826 -0,8804 -0,5422 -0,1977 0,1119 0,3563 0,5279 0,6309 0,6667 0,6360 0,5478 0,4134 0,2344 0,0041 -0,2745 -0,5738 -0,8512 -1,0855 -1,3031 -1,5615 -1,9086 -2,3522 -2,8583 -3,3728 -3,8466 -4,2482 -4,5665 -4,8095 -4,9988 -5,1574 -5,2981 -5,4278 -5,5573 -5,6891 -5,7946 -5,8153 -5,6987 -5,4352 -5,0660 -4,6547 -4,2509 -3,8738 -3,5183 -3,1810 -2,8853 -2,6791 -2,6065 -2,6811 -2,8769 -3,1304 -3,3574 -3,4908 -3,5105 -3,4290 -3,2597 -3,0150 -2,7240 -2,4213 -2,1136 -1,7659 -1,3249 -0,7556 -0,0614 0,7187 1,5217 2,2698 2,8870 3,3297 3,6116 3,8003 3,9822 4,2190 4,5300 4,9092 5,3481 5,8396 6,3694 6,9026 7,3727 7,6980 7,8293 7,7890 7,6642 7,5623 7,5609 7,6727 7,8457 8,0051 8,1156 8,2020 8,3063 8,4312 8,5327 8,5599 8,4979 8,3783 8,2621 8,2133 8,2690 8,4179 8,6116 8,8004 8,9576 9,0686 9,1096 9,0479 8,8630 8,5630 8,1847 7,7712 7,3496 6,9324 6,5307 6,1532 5,8027 5,4789 5,1771 4,8825 4,5746 4,2365 3,8562 3,4285 2,9671 2,5140 2,1288 1,8586 1,7082 1,6358 1,5819 1,5002 1,3608 1,1338 0,7828 0,2765 -0,3888 -1,1698 -1,9810 -2,7222 -3,3125 -3,7118 -3,9208 -3,9707 -3,9173 -3,8282 -3,7584 -3,7300 -3,7343 -3,7497 -3,7564 -3,7329 -3,6500 -3,4850 -3,2461 -2,9734 -2,7202 -2,5357 -2,4550 -2,4894 -2,6177 -2,7843 -2,9132 -2,9399 -2,8357 -2,6109 -2,3119 -2,0030 -1,7278 -1,4850 -1,2434 -0,9747 -0,6776 -0,3824 -0,1376 0,0135 0,0537 -0,0066 -0,1456 -0,3442 -0,5877 -0,8619 -1,1485 -1,4209 -1,6478 -1,8092 -1,9118 -1,9930 -2,1068 -2,2904 -2,5358 -2,7902 -2,9821 -3,0568 -2,9976 -2,8239 -2,5778 -2,3146 -2,0945 -1,9711 -1,9770 -2,1135 -2,3501 -2,6298 -2,8843 -3,0571 -3,1216 -3,0812 -2,9609 -2,7956 -2,6098 -2,4072 -2,1859 -1,9549 -1,7335 -1,5397 -1,3843 -1,2754 -1,2215 -1,2233 -1,2660 -1,3212 -1,3605 -1,3680 -1,3394 -1,2747 -1,1707 -1,0107 -0,7641 -0,4109 0,0290 0,4933 0,8978 1,1674 1,2599 1,1754 0,9492 0,6292 0,2469 -0,1932 -0,6824 -1,1726 -1,5913 -1,8927 -2,0798 -2,1789 -2,2048 -2,1524 -2,0149 -1,8104 -1,5866 -1,3892 -1,2292 -1,0890 -0,9615 -0,8697 -0,8477 -0,9168 -1,0818 -1,3390 -1,6779 -2,0726 -2,4755 -2,8253 -3,0626 -3,1489 -3,0849 -2,9087 -2,6666 -2,3810 -2,0473 -1,6571 -1,2262 -0,7951 -0,4052 -0,0856 0,1417 0,2595 0,2623 0,1690 0,0231 -0,1410 -0,3330 -0,5889 -0,9191 -1,2811 -1,5988 -1,8080 -1,8943 -1,8945 -1,8620 -1,8351 -1,8306 -1,8508 -1,8877 -1,9290 -1,9672 -2,0021 -2,0314 -2,0419 -2,0128 -1,9320 -1,8047 -1,6495 -1,4914 -1,3629 -1,2995 -1,3305 -1,4735 -1,7274 -2,0666 -2,4488 -2,8303 -3,1701 -3,4221 -3,5354 -3,4745 -3,2459 -2,9000 -2,5074 -2,1414 -1,8694 -1,7309 -1,7137 -1,7604 -1,8010 -1,7836 -1,6870 -1,5171 -1,2941 -1,0366 -0,7581 -0,4844 -0,2610 -0,1325 -0,1226 -0,2303 -0,4284 -0,6659 -0,8833 -1,0398 -1,1299 -1,1714 -1,1830 -1,1765 -1,1629 -1,1536 -1,1493 -1,1352 -1,1004 -1,0643 -1,0749 -1,1804 -1,3987 -1,6999 -2,0215 -2,3160 -2,5863 -2,8681 -3,1809 -3,5005 -3,7706 -3,9312 -3,9463 -3,8207 -3,6016 -3,3592 -3,1490 -2,9826 -2,8321 -2,6628 -2,4692 -2,2843 -2,1588 -2,1275 -2,1843 -2,2787 -2,3339 -2,2797 -2,0824 -1,7611 -1,3756 -0,9962 -0,6832 -0,4877 -0,4457 -0,5556 -0,7697 -1,0136 -1,2143 -1,3226 -1,3271 -1,2519 -1,1439 -1,0601 -1,0520 -1,1375 -1,2837 -1,4245 -1,5055 -1,5118 -1,4641 -1,3989 -1,3525 -1,3513 -1,4101 -1,5298 -1,6939 -1,8663 -1,9982 -2,0394 -1,9533 -1,7304 -1,3999 -1,0239 -0,6705 -0,3898 -0,2131 -0,1675 -0,2806 -0,5639 -0,9928 -1,5074 -2,0327 -2,4996 -2,8595 -3,0911 -3,1972 -3,2084 -3,1892 -3,2199 -3,3602 -3,6258 -3,9850 -4,3662 -4,6746 -4,8243 -4,7758 -4,5509 -4,2112 -3,8236 -3,4367 -3,0763 -2,7589 -2,5052 -2,3365 -2,2625 -2,2687 -2,3083 -2,3087 -2,1967 -1,9237 -1,4738 -0,8671 -0,1655 0,5420 1,1796 1,7147 2,1592 2,5523 2,9332 3,3190 3,7039 4,0796 4,4516 4,8351 5,2355 5,6369 6,0045 6,2944 6,4710 6,5298 6,5090 6,4677 6,4378 6,3907 6,2582 5,9899 5,5850 5,0716 4,4748 3,8093 3,0911 2,3492 1,6247 0,9485 0,3177 -0,3019 -0,9451 -1,6127 -2,2629 -2,8399 -3,3076 -3,6621 -3,9275 -4,1376 -4,3090 -4,4337 -4,5043 -4,5355 -4,5587 -4,6043 -4,6913 -4,8126 -4,9235 -4,9625 -4,8905 -4,7074 -4,4361 -4,0946 -3,6831 -3,2032 -2,6927 -2,2345 -1,9202 -1,8025 -1,8755 -2,0896 -2,3803 -2,6975 -3,0245 -3,3708 -3,7481 -4,1567 -4,5893 -5,0386 -5,4955 -5,9453 -6,3762 -6,7905 -7,2008 -7,6067 -7,9655 -8,1867 -8,1683 -7,8555 -7,2764 -6,5347 -5,7667 -5,0865 -4,5591 -4,2173 -4,0802 -4,1443 -4,3627 -4,6474
