Fp1   -0,8493 -0,9709 -1,1241 -1,2848 -1,4222 -1,5268 -1,6034 -1,6431 -1,6209 -1,5225 -1,3647 -1,1878 -1,0360 -0,9381 -0,8925 -0,8646 -0,7994 -0,6460 -0,3882 -0,0589 0,2783 0,5656 0,7732 0,8991 0,9557 0,9573 0,9206 0,8671 0,8188 0,7926 0,7941 0,8139 0,8375 0,8597 0,8877 0,9306 0,9900 1,0535 1,0959 1,0955 1,0536 0,9859 0,8989 0,7802 0,6085 0,3790 0,1267 -0,0741 -0,1446 -0,0563 0,1435 0,3574 0,4947 0,5211 0,4707 0,4081 0,3720 0,3535 0,3215 0,2573 0,1616 0,0417 -0,0862 -0,1816 -0,1873 -0,0603 0,2086 0,5936 1,0352 1,4488 1,7505 1,8920 1,8825 1,7799 1,6491 1,5234 1,4040 1,2847 1,1713 1,0790 1,0131 0,9538 0,8688 0,7384 0,5684 0,3850 0,2165 0,0667 -0,0945 -0,2992 -0,5430 -0,7940 -1,0281 -1,2389 -1,4263 -1,5869 -1,7124 -1,8020 -1,8678 -1,9147 -1,9201 -1,8466 -1,6719 -1,4072 -1,0937 -0,7840 -0,5247 -0,3505 -0,2816 -0,3233 -0,4744 -0,7336 -1,0984 -1,5619 -2,1132 -2,7354 -3,3958 -4,0416 -4,6146 -5,0764 -5,4177 -5,6507 -5,7955 -5,8588 -5,8165 -5,6265 -5,2708 -4,7821 -4,2263 -3,6667 -3,1427 -2,6726 -2,2670 -1,9348 -1,6760 -1,4658 -1,2496 -0,9700 -0,6109 -0,2159 0,1367 0,3796 0,4908 0,4973 0,4572 0,4376 0,4975 0,6743 0,9710 1,3569 1,7888 2,2312 2,6572 3,0404 3,3568 3,5935 3,7587 3,8846 4,0186 4,2082 4,4736 4,7842 5,0643 5,2313 5,2368 5,0834 4,8204 4,5219 4,2559 4,0577 3,9225 3,8176 3,7032 3,5590 3,3979 3,2516 3,1472 3,0990 3,1172 3,2135 3,3956 3,6558 3,9585 4,2381 4,4240 4,4837 4,4410 4,3462 4,2428 4,1632 4,1316 4,1474 4,1712 4,1433 4,0231 3,8106 3,5411 3,2587 2,9913 2,7441 2,5045 2,2483 1,9496 1,5955 1,1980 0,8025 0,4701 0,2369 0,0909 -0,0069 -0,0818 -0,1301 -0,1353 -0,0821 0,0427 0,2401 0,4863 0,7497 1,0209 1,3120 1,6305 1,9511 2,2088 2,3311 2,2795 2,0615 1,7236 1,3335 0,9497 0,6051 0,3219 0,1305 0,0622 0,1313 0,3293 0,6332 1,0165 1,4460 1,8678 2,2207 2,4756 2,6498 2,7828 2,9078 3,0341 3,1387 3,1835 3,1523 3,0684 2,9654 2,8532 2,7222 2,5752 2,4352 2,3248 2,2485 2,2029 2,1958 2,2451 2,3427 2,4237 2,3981 2,2257 1,9527 1,6751 1,4761 1,3843 1,3588 1,3124 1,1757 0,9488 0,6892 0,4575 0,2829 0,1681 0,1078 0,0949 0,1177 0,1690 0,2551 0,3824 0,5368 0,6853 0,7958 0,8475 0,8385 0,7909 0,7311 0,6681 0,6025 0,5381 0,4705 0,3836 0,2766 0,1841 0,1568 0,2252 0,3853 0,6092 0,8695 1,1484 1,4185 1,6386 1,7759 1,8126 1,7357 1,5419 1,2539 0,9195 0,5960 0,3388 0,1858 0,1363 0,1465 0,1509 0,0985 -0,0042 -0,0896 -0,0810 0,0509 0,2744 0,5234 0,7396 0,8998 1,0133 1,1029 1,1921 1,2963 1,4139 1,5225 1,5926 1,6164 1,6211 1,6430 1,6900 1,7383 1,7551 1,7099 1,5757 1,3438 1,0414 0,7285 0,4749 0,3395 0,3584 0,5315 0,8068 1,0874 1,2759 1,3248 1,2529 1,1184 0,9705 0,8142 0,6136 0,3272 -0,0584 -0,5211 -1,0170 -1,5060 -1,9643 -2,3642 -2,6494 -2,7521 -2,6488 -2,4025 -2,1440 -2,0042 -2,0440 -2,2331 -2,4972 -2,7915 -3,1186 -3,4867 -3,8740 -4,2353 -4,5273 -4,7206 -4,7897 -4,7076 -4,4612 -4,0713 -3,5889 -3,0776 -2,6025 -2,2199 -1,9646 -1,8417 -1,8327 -1,9061 -2,0225 -2,1405 -2,2370 -2,3211 -2,4121 -2,4942 -2,5078 -2,3954 -2,1522 -1,8348 -1,5287 -1,3087 -1,2162 -1,2570 -1,4048 -1,5986 -1,7541 -1,7983 -1,7101 -1,5363 -1,3666 -1,2753 -1,2764 -1,3215 -1,3385 -1,2786 -1,1296 -0,8960 -0,5878 -0,2369 0,0924 0,3235 0,3986 0,3024 0,0707 -0,2290 -0,5401 -0,8419 -1,1322 -1,3981 -1,6172 -1,7790 -1,8862 -1,9361 -1,9188 -1,8353 -1,7049 -1,5532 -1,4032 -1,2746 -1,1761 -1,0931 -0,9885 -0,8193 -0,5653 -0,2521 0,0504 0,2510 0,2777 0,1198 -0,1683 -0,5120 -0,8588 -1,1742 -1,4238 -1,5836 -1,6565 -1,6599 -1,6025 -1,4868 -1,3212 -1,1201 -0,9015 -0,6835 -0,4831 -0,3223 -0,2332 -0,2452 -0,3698 -0,6079 -0,9577 -1,4022 -1,8934 -2,3602 -2,7316 -2,9615 -3,0432 -2,9929 -2,8257 -2,5583 -2,2300 -1,9048 -1,6477 -1,4962 -1,4426 -1,4395 -1,4330 -1,4029 -1,3747 -1,3972 -1,5109 -1,7189 -1,9789 -2,2289 -2,4231 -2,5403 -2,5733 -2,5213 -2,3858 -2,1730 -1,9057 -1,6256 -1,3776 -1,1908 -1,0666 -0,9835 -0,9243 -0,8904 -0,8878 -0,9089 -0,9373 -0,9671 -1,0018 -1,0271 -0,9969 -0,8595 -0,5930 -0,2173 0,2133 0,6187 0,9150 1,0582 1,0710 1,0230 0,9890 1,0224 1,1479 1,3596 1,6166 1,8496 1,9902 2,0039 1,9066 1,7648 1,6679 1,6745 1,7806 1,9455 2,1383 2,3503 2,5755 2,8006 3,0114 3,1959 3,3446 3,4616 3,5737 3,7114 3,8744 4,0198 4,0983 4,0980 4,0433 3,9651 3,8814 3,7947 3,6918 3,5472 3,3330 3,0308 2,6464 2,2144 1,7828 1,3867 1,0369 0,7304 0,4616 0,2200 -0,0124 -0,2531 -0,5012 -0,7269 -0,8815 -0,9268 -0,8624 -0,7308 -0,6005 -0,5309 -0,5366 -0,5862 -0,6414 -0,6986 -0,7908 -0,9540 -1,1969 -1,5006 -1,8281 -2,1293 -2,3507 -2,4507 -2,4137 -2,2536 -2,0034 -1,6977 -1,3619 -1,0174 -0,6919 -0,4236 -0,2506 -0,1882
Fz    -1,7093 -1,7269 -1,8227 -1,9476 -2,0475 -2,1157 -2,1731 -2,2128 -2,1883 -2,0519 -1,8009 -1,4928 -1,2131 -1,0207 -0,9198 -0,8739 -0,8288 -0,7260 -0,5282 -0,2512 0,0573 0,3775 0,7254 1,1008 1,4652 1,7676 1,9692 2,0413 1,9673 1,7642 1,4962 1,2458 1,0645 0,9516 0,8719 0,7941 0,7186 0,6592 0,6135 0,5681 0,5262 0,5149 0,5613 0,6566 0,7489 0,7881 0,7789 0,7875 0,9003 1,1691 1,5728 2,0113 2,3415 2,4514 2,3225 2,0116 1,5824 1,0867 0,5928 0,1883 -0,0547 -0,1045 0,0398 0,3725 0,8882 1,5691 2,3686 3,2055 3,9742 4,5744 4,9396 5,0474 4,9201 4,6214 4,2375 3,8502 3,5256 3,3127 3,2289 3,2456 3,3055 3,3488 3,3183 3,1703 2,9109 2,6103 2,3497 2,1493 1,9596 1,7168 1,3903 0,9827 0,5161 0,0286 -0,4389 -0,8627 -1,2392 -1,5707 -1,8560 -2,0808 -2,2082 -2,1889 -1,9981 -1,6584 -1,2294 -0,7881 -0,4176 -0,1959 -0,1720 -0,3453 -0,6699 -1,0873 -1,5605 -2,0857 -2,6782 -3,3488 -4,0843 -4,8388 -5,5526 -6,1862 -6,7231 -7,1556 -7,4743 -7,6503 -7,6262 -7,3438 -6,7825 -5,9769 -5,0116 -3,9945 -3,0215 -2,1566 -1,4391 -0,9000 -0,5487 -0,3363 -0,1489 0,1370 0,5747 1,1143 1,6447 2,0684 2,3531 2,5354 2,6901 2,9008 3,2398 3,7455 4,4044 5,1529 5,8996 6,5496 7,0309 7,3253 7,4849 7,6056 7,7784 8,0541 8,4346 8,8841 9,3532 9,7957 10,1670 10,4173 10,4993 10,3960 10,1391 9,7951 9,4392 9,1301 8,8856 8,6750 8,4429 8,1523 7,8156 7,4874 7,2238 7,0452 6,9464 6,9381 7,0536 7,3019 7,6294 7,9347 8,1305 8,2075 8,2385 8,3068 8,4356 8,5944 8,7419 8,8365 8,8202 8,6270 8,2332 7,7018 7,1509 6,6684 6,2762 5,9657 5,7298 5,5544 5,4034 5,2293 5,0023 4,7256 4,4306 4,1567 3,9245 3,7258 3,5541 3,4379 3,4234 3,5288 3,7277 3,9608 4,1509 4,2349 4,2132 4,1606 4,1687 4,2767 4,4452 4,5835 4,6050 4,4691 4,1937 3,8385 3,4646 3,1021 2,7724 2,5339 2,4742 2,6500 3,0439 3,5766 4,1559 4,7150 5,2152 5,6423 6,0139 6,3617 6,6929 6,9729 7,1494 7,1903 7,0990 6,9093 6,6690 6,4180 6,1742 5,9385 5,7153 5,5345 5,4440 5,4729 5,6076 5,8128 6,0630 6,3208 6,4846 6,4148 6,0459 5,4562 4,8259 4,3375 4,0809 4,0095 3,9851 3,8800 3,6534 3,3605 3,1020 2,9571 2,9409 3,0107 3,1041 3,1698 3,1834 3,1525 3,0965 3,0170 2,8993 2,7314 2,5177 2,2990 2,1493 2,1144 2,1667 2,2477 2,3234 2,3800 2,4092 2,4257 2,4817 2,6408 2,9251 3,2807 3,6088 3,8387 3,9551 3,9616 3,8632 3,6817 3,4539 3,2135 2,9879 2,8112 2,7311 2,7923 3,0084 3,3444 3,7214 4,0378 4,1949 4,1381 3,9018 3,6081 3,4093 3,4222 3,6865 4,1515 4,6981 5,1839 5,5014 5,6209 5,5836 5,4641 5,3354 5,2442 5,2013 5,1989 5,2294 5,2775 5,3111 5,3045 5,2651 5,2243 5,2087 5,2215 5,2481 5,2793 5,3263 5,4182 5,5940 5,8815 6,2636 6,6628 6,9709 7,1030 7,0361 6,8069 6,4631 6,0040 5,3895 4,6080 3,7165 2,8210 2,0285 1,4014 0,9392 0,6026 0,3601 0,2064 0,1398 0,1338 0,1324 0,0732 -0,0717 -0,2760 -0,4994 -0,7450 -1,0542 -1,4455 -1,8780 -2,2665 -2,5225 -2,5921 -2,4672 -2,1743 -1,7597 -1,2772 -0,7841 -0,3420 -0,0063 0,1939 0,2638 0,2332 0,1405 0,0262 -0,0644 -0,0926 -0,0530 0,0202 0,0779 0,0889 0,0604 0,0233 -0,0039 -0,0310 -0,0815 -0,1760 -0,3248 -0,5202 -0,7184 -0,8257 -0,7261 -0,3492 0,2776 1,0362 1,7708 2,3479 2,7019 2,8546 2,8995 2,9456 3,0552 3,2214 3,3871 3,4791 3,4385 3,2442 2,9195 2,5164 2,0907 1,6853 1,3243 1,0185 0,7830 0,6478 0,6449 0,7841 1,0450 1,3865 1,7568 2,1039 2,3901 2,5998 2,7276 2,7573 2,6640 2,4503 2,1748 1,9328 1,8111 1,8596 2,0794 2,4058 2,7169 2,8947 2,8841 2,6958 2,3743 1,9753 1,5573 1,1764 0,8867 0,7255 0,6869 0,7222 0,7759 0,8146 0,8335 0,8488 0,8787 0,9290 1,0001 1,0942 1,1999 1,2784 1,2785 1,1719 0,9763 0,7404 0,5017 0,2622 0,0093 -0,2449 -0,4458 -0,5255 -0,4624 -0,3089 -0,1520 -0,0496 -0,0008 0,0406 0,1307 0,2884 0,4600 0,5429 0,4643 0,2347 -0,0643 -0,3276 -0,4764 -0,4878 -0,3956 -0,2506 -0,0614 0,2161 0,6219 1,1420 1,7131 2,2558 2,7049 3,0217 3,1840 3,1786 3,0206 2,7772 2,5396 2,3582 2,2220 2,1060 2,0261 2,0363 2,1820 2,4563 2,7832 3,0308 3,0711 2,8573 2,4513 1,9912 1,6371 1,5166 1,6863 2,1291 2,7713 3,5060 4,2242 4,8318 5,2589 5,4930 5,5937 5,6429 5,6837 5,7171 5,7330 5,7371 5,7590 5,8246 5,9207 6,0028 6,0405 6,0480 6,0756 6,1679 6,3220 6,4771 6,5582 6,5391 6,4627 6,3965 6,3750 6,3790 6,3562 6,2649 6,0966 5,8512 5,5092 5,0552 4,5143 3,9414 3,3868 2,8823 2,4394 2,0468 1,6836 1,3440 1,0451 0,8158 0,6852 0,6668 0,7409 0,8535 0,9338 0,9282 0,8470 0,7744 0,7993 0,9235 1,0404 1,0128 0,7832 0,4139 0,0287 -0,2689 -0,4262 -0,4290 -0,2899 -0,0454 0,2508 0,5482 0,8166 1,0488 1,2476 1,4125 1,5434 1,6470
F3    -1,6121 -1,4950 -1,4481 -1,4626 -1,5144 -1,5995 -1,7200 -1,8471 -1,9134 -1,8457 -1,6161 -1,2770 -0,9391 -0,7012 -0,5901 -0,5605 -0,5380 -0,4635 -0,3224 -0,1494 0,0076 0,1368 0,2665 0,4216 0,6000 0,7888 0,9748 1,1331 1,2235 1,2195 1,1435 1,0551 0,9999 0,9767 0,9560 0,9206 0,8855 0,8732 0,8769 0,8666 0,8271 0,7788 0,7563 0,7679 0,7775 0,7397 0,6546 0,5841 0,6122 0,7909 1,1085 1,4840 1,7891 1,9078 1,8058 1,5328 1,1646 0,7693 0,4166 0,1780 0,0994 0,1779 0,3797 0,6823 1,0889 1,6059 2,2150 2,8568 3,4356 3,8502 4,0293 3,9523 3,6524 3,2064 2,7113 2,2604 1,9287 1,7587 1,7467 1,8481 2,0032 2,1543 2,2481 2,2501 2,1775 2,1010 2,0848 2,1181 2,1191 2,0053 1,7495 1,3718 0,9086 0,4035 -0,0971 -0,5557 -0,9508 -1,2707 -1,5011 -1,6166 -1,5835 -1,3793 -1,0143 -0,5289 0,0244 0,5812 1,0522 1,3316 1,3424 1,0803 0,6117 0,0269 -0,6079 -1,2655 -1,9439 -2,6470 -3,3715 -4,0943 -4,7778 -5,3870 -5,8957 -6,2845 -6,5370 -6,6228 -6,4881 -6,0801 -5,3893 -4,4758 -3,4591 -2,4710 -1,6050 -0,8990 -0,3579 0,0144 0,2183 0,2996 0,3655 0,5373 0,8704 1,3141 1,7506 2,0774 2,2643 2,3543 2,4367 2,6157 2,9733 3,5274 4,2240 4,9683 5,6596 6,2098 6,5659 6,7427 6,8268 6,9318 7,1432 7,4892 7,9409 8,4385 8,9312 9,3903 9,7836 10,0500 10,1185 9,9566 9,5985 9,1257 8,6266 8,1609 7,7413 7,3430 6,9367 6,5147 6,1006 5,7426 5,4865 5,3474 5,3186 5,4108 5,6595 6,0858 6,6536 7,2642 7,8035 8,2128 8,5135 8,7540 8,9474 9,0723 9,1061 9,0269 8,7982 8,3855 7,8040 7,1418 6,5163 5,9993 5,5953 5,2854 5,0576 4,8908 4,7382 4,5439 4,2702 3,9119 3,4968 3,0736 2,6845 2,3498 2,0895 1,9495 1,9791 2,1843 2,5167 2,8922 3,2143 3,4128 3,4879 3,5069 3,5483 3,6447 3,7611 3,8223 3,7673 3,5834 3,2981 2,9519 2,5685 2,1452 1,6888 1,2641 0,9843 0,9442 1,1635 1,5863 2,1263 2,7052 3,2589 3,7433 4,1539 4,5156 4,8372 5,0855 5,2162 5,2164 5,1105 4,9459 4,7781 4,6494 4,5711 4,5288 4,5124 4,5393 4,6386 4,8140 5,0313 5,2510 5,4611 5,6505 5,7493 5,6442 5,2805 4,7278 4,1431 3,6859 3,4422 3,3836 3,3943 3,3569 3,2279 3,0455 2,8825 2,7947 2,7992 2,8792 2,9950 3,1011 3,1691 3,1998 3,1998 3,1557 3,0424 2,8448 2,5730 2,2797 2,0523 1,9505 1,9624 2,0392 2,1456 2,2566 2,3448 2,4000 2,4502 2,5451 2,7094 2,9097 3,0767 3,1661 3,1777 3,1197 2,9951 2,8193 2,6200 2,4234 2,2553 2,1497 2,1431 2,2520 2,4618 2,7323 3,0056 3,2107 3,2732 3,1483 2,8710 2,5625 2,3731 2,4096 2,6922 3,1502 3,6504 4,0483 4,2458 4,2326 4,0783 3,8846 3,7382 3,6876 3,7396 3,8752 4,0685 4,2867 4,4878 4,6386 4,7346 4,7893 4,8056 4,7659 4,6552 4,4928 4,3365 4,2602 4,3246 4,5494 4,8914 5,2494 5,5080 5,5941 5,5036 5,2850 4,9886 4,6156 4,1249 3,4959 2,7725 2,0474 1,4081 0,8854 0,4512 0,0663 -0,2736 -0,5352 -0,6840 -0,7210 -0,6923 -0,6696 -0,7080 -0,8202 -1,0021 -1,2751 -1,6693 -2,1685 -2,7010 -3,1787 -3,5321 -3,7169 -3,7069 -3,4938 -3,0977 -2,5718 -1,9921 -1,4410 -0,9906 -0,6880 -0,5436 -0,5266 -0,5792 -0,6406 -0,6586 -0,5989 -0,4645 -0,3037 -0,1851 -0,1563 -0,2137 -0,3112 -0,4033 -0,4793 -0,5635 -0,6949 -0,9006 -1,1750 -1,4663 -1,6720 -1,6691 -1,3806 -0,8318 -0,1492 0,5034 1,0070 1,3267 1,4997 1,6026 1,7120 1,8695 2,0750 2,2991 2,4930 2,5984 2,5684 2,3877 2,0751 1,6692 1,2134 0,7455 0,2961 -0,1005 -0,3994 -0,5616 -0,5751 -0,4557 -0,2327 0,0559 0,3620 0,6357 0,8383 0,9484 0,9536 0,8500 0,6651 0,4690 0,3516 0,3833 0,5911 0,9489 1,3716 1,7362 1,9384 1,9379 1,7524 1,4279 1,0221 0,5994 0,2280 -0,0248 -0,1129 -0,0377 0,1562 0,4139 0,6966 0,9907 1,3002 1,6241 1,9405 2,2157 2,4190 2,5185 2,4764 2,2621 1,8765 1,3692 0,8293 0,3490 -0,0153 -0,2507 -0,3592 -0,3280 -0,1417 0,1737 0,5327 0,8301 0,9999 1,0448 1,0281 1,0382 1,1297 1,2726 1,3643 1,3047 1,0649 0,7021 0,3242 0,0330 -0,1256 -0,1763 -0,1750 -0,1430 -0,0474 0,1522 0,4574 0,8306 1,2218 1,5925 1,9216 2,1906 2,3740 2,4622 2,4867 2,4997 2,5204 2,5198 2,4675 2,3816 2,3203 2,3379 2,4548 2,6392 2,7988 2,8212 2,6540 2,3419 1,9957 1,7442 1,6968 1,9060 2,3510 2,9554 3,6196 4,2542 4,7966 5,2102 5,5002 5,7206 5,9321 6,1527 6,3607 6,5278 6,6460 6,7322 6,8019 6,8458 6,8428 6,7913 6,7211 6,6823 6,7194 6,8319 6,9547 7,0029 6,9493 6,8437 6,7582 6,7302 6,7523 6,7923 6,8177 6,8062 6,7257 6,5189 6,1397 5,5968 4,9448 4,2505 3,5764 2,9690 2,4402 1,9683 1,5313 1,1362 0,8185 0,6248 0,5922 0,7274 0,9950 1,3202 1,6205 1,8608 2,0739 2,2997 2,5051 2,5768 2,4019 1,9629 1,3541 0,7124 0,1469 -0,2760 -0,5205 -0,5783 -0,4791 -0,2857 -0,0617 0,1578 0,3638 0,5533 0,7177 0,8564 0,9856
F7    -2,0947 -1,9687 -1,9165 -1,9134 -1,9131 -1,8967 -1,8682 -1,8123 -1,6838 -1,4462 -1,1132 -0,7460 -0,4177 -0,1806 -0,0474 0,0079 0,0386 0,1008 0,2085 0,3144 0,3567 0,3293 0,2934 0,3243 0,4606 0,6963 0,9895 1,2706 1,4632 1,5283 1,4911 1,4097 1,3213 1,2247 1,1095 0,9858 0,8789 0,7995 0,7285 0,6402 0,5296 0,4117 0,3057 0,2211 0,1481 0,0692 -0,0057 -0,0244 0,0760 0,3156 0,6452 0,9686 1,1912 1,2559 1,1511 0,8943 0,5102 0,0341 -0,4646 -0,8873 -1,1615 -1,2821 -1,2843 -1,1924 -1,0074 -0,7275 -0,3690 0,0302 0,4133 0,7136 0,8679 0,8424 0,6577 0,3819 0,0834 -0,2010 -0,4540 -0,6609 -0,8143 -0,9194 -0,9964 -1,0820 -1,2164 -1,4077 -1,6088 -1,7346 -1,7199 -1,5748 -1,3855 -1,2545 -1,2378 -1,3294 -1,4866 -1,6705 -1,8709 -2,0962 -2,3420 -2,5843 -2,7929 -2,9292 -2,9417 -2,7954 -2,5063 -2,1312 -1,7282 -1,3409 -1,0136 -0,8051 -0,7645 -0,8944 -1,1553 -1,5021 -1,9043 -2,3443 -2,8184 -3,3365 -3,8960 -4,4574 -4,9622 -5,3705 -5,6762 -5,9003 -6,0678 -6,1722 -6,1599 -5,9619 -5,5469 -4,9515 -4,2695 -3,6073 -3,0338 -2,5601 -2,1663 -1,8450 -1,6019 -1,4105 -1,1954 -0,8835 -0,4690 -0,0227 0,3579 0,6072 0,7224 0,7605 0,8120 0,9658 1,2758 1,7416 2,3168 2,9340 3,5224 4,0098 4,3330 4,4680 4,4464 4,3369 4,2125 4,1342 4,1457 4,2650 4,4786 4,7433 4,9921 5,1506 5,1702 5,0539 4,8484 4,6077 4,3620 4,1139 3,8548 3,5782 3,2792 2,9584 2,6386 2,3595 2,1498 2,0274 2,0303 2,2144 2,6037 3,1585 3,7908 4,3978 4,8955 5,2454 5,4492 5,5193 5,4659 5,3104 5,0894 4,8261 4,5111 4,1258 3,6823 3,2324 2,8466 2,5803 2,4473 2,4237 2,4672 2,5254 2,5417 2,4703 2,2937 2,0293 1,7225 1,4283 1,1898 1,0246 0,9324 0,9126 0,9654 1,0820 1,2370 1,3813 1,4520 1,4186 1,3203 1,2391 1,2393 1,3272 1,4435 1,4909 1,3909 1,1288 0,7580 0,3656 0,0207 -0,2501 -0,4457 -0,5607 -0,5761 -0,4744 -0,2662 0,0031 0,2807 0,5326 0,7344 0,8692 0,9543 1,0383 1,1485 1,2622 1,3394 1,3518 1,2791 1,1178 0,9073 0,7139 0,5749 0,4849 0,4402 0,4677 0,5931 0,7983 1,0276 1,2320 1,3962 1,5176 1,5729 1,5218 1,3472 1,0887 0,8350 0,6809 0,6698 0,7581 0,8420 0,8415 0,7626 0,6707 0,6205 0,6240 0,6634 0,7149 0,7558 0,7657 0,7489 0,7483 0,8099 0,9262 1,0308 1,0552 0,9844 0,8672 0,7872 0,8049 0,9162 1,0648 1,1800 1,2039 1,1112 0,9241 0,7088 0,5415 0,4611 0,4438 0,4310 0,3894 0,3299 0,2726 0,2266 0,1958 0,1708 0,1211 0,0183 -0,1300 -0,2761 -0,3595 -0,3423 -0,2322 -0,0887 -0,0037 -0,0622 -0,2990 -0,6643 -1,0360 -1,2861 -1,3412 -1,2013 -0,9269 -0,6016 -0,2839 0,0085 0,2690 0,4790 0,6238 0,7079 0,7375 0,7110 0,6297 0,5021 0,3326 0,1280 -0,0816 -0,2440 -0,3162 -0,2958 -0,2232 -0,1508 -0,1080 -0,0872 -0,0528 0,0350 0,1952 0,4065 0,6080 0,7334 0,7554 0,6979 0,6016 0,4795 0,2988 0,0068 -0,4196 -0,9508 -1,5236 -2,0735 -2,5568 -2,9554 -3,2629 -3,4699 -3,5648 -3,5492 -3,4496 -3,3149 -3,1995 -3,1380 -3,1300 -3,1618 -3,2466 -3,4173 -3,6722 -3,9564 -4,2060 -4,3874 -4,4886 -4,4942 -4,3854 -4,1583 -3,8378 -3,4664 -3,0794 -2,6951 -2,3287 -2,0005 -1,7233 -1,4931 -1,2964 -1,1223 -0,9720 -0,8638 -0,8244 -0,8692 -0,9846 -1,1217 -1,2219 -1,2577 -1,2502 -1,2467 -1,2898 -1,4054 -1,5988 -1,8417 -2,0605 -2,1606 -2,0793 -1,8207 -1,4551 -1,0845 -0,7925 -0,6144 -0,5398 -0,5276 -0,5295 -0,5184 -0,4921 -0,4553 -0,4146 -0,3902 -0,4189 -0,5371 -0,7545 -1,0446 -1,3622 -1,6733 -1,9665 -2,2380 -2,4693 -2,6348 -2,7284 -2,7590 -2,7220 -2,5976 -2,3808 -2,1054 -1,8334 -1,6270 -1,5377 -1,5938 -1,7684 -1,9718 -2,0973 -2,0758 -1,8953 -1,5992 -1,2855 -1,0750 -1,0381 -1,1502 -1,3244 -1,4781 -1,5661 -1,5731 -1,5065 -1,3893 -1,2439 -1,0862 -0,9368 -0,8241 -0,7661 -0,7474 -0,7226 -0,6541 -0,5388 -0,3959 -0,2488 -0,1247 -0,0552 -0,0616 -0,1342 -0,2361 -0,3303 -0,3999 -0,4537 -0,5186 -0,6109 -0,7049 -0,7463 -0,7085 -0,6264 -0,5693 -0,5856 -0,6684 -0,7605 -0,7925 -0,7358 -0,6288 -0,5521 -0,5801 -0,7379 -0,9925 -1,2801 -1,5419 -1,7473 -1,9025 -2,0291 -2,1209 -2,1400 -2,0564 -1,8719 -1,6148 -1,3316 -1,0684 -0,8489 -0,6785 -0,5613 -0,4950 -0,4528 -0,3972 -0,3251 -0,2814 -0,3133 -0,4120 -0,5080 -0,5194 -0,4087 -0,2140 -0,0398 -0,0019 -0,1501 -0,4346 -0,7419 -0,9507 -0,9673 -0,7511 -0,3313 0,2055 0,7578 1,2475 1,6337 1,9108 2,1100 2,2868 2,4827 2,6976 2,9027 3,0710 3,1993 3,3045 3,4011 3,4897 3,5648 3,6264 3,6911 3,7864 3,9271 4,0887 4,2093 4,2333 4,1658 4,0764 4,0443 4,0949 4,1877 4,2573 4,2602 4,1827 4,0148 3,7374 3,3411 2,8490 2,3052 1,7542 1,2375 0,7972 0,4623 0,2332 0,0930 0,0341 0,0604 0,1666 0,3238 0,4836 0,5900 0,5986 0,5030 0,3526 0,2299 0,1943 0,2342 0,2623 0,1699 -0,0965 -0,5097 -0,9948 -1,4624 -1,8304 -2,0443 -2,0856 -1,9738 -1,7665 -1,5342 -1,3194 -1,1236 -0,9374 -0,7739 -0,6649 -0,6310
