Fp1   -2,0010 -1,5592 -1,0754 -0,5907 -0,1337 0,2866 0,6734 1,0387 1,3865 1,6923 1,9083 1,9980 1,9657 1,8550 1,7282 1,6513 1,6751 1,8059 1,9973 2,1817 2,3130 2,3802 2,3924 2,3573 2,2679 2,1031 1,8385 1,4588 0,9727 0,4275 -0,0960 -0,5157 -0,7903 -0,9413 -1,0358 -1,1407 -1,2858 -1,4645 -1,6553 -1,8364 -1,9943 -2,1363 -2,2868 -2,4599 -2,6447 -2,8138 -2,9361 -2,9925 -2,9931 -2,9758 -2,9891 -3,0663 -3,1974 -3,3323 -3,4170 -3,4104 -3,2788 -3,0165 -2,6688 -2,3073 -1,9807 -1,7100 -1,5096 -1,3856 -1,3288 -1,3267 -1,3676 -1,4370 -1,5239 -1,6212 -1,7110 -1,7607 -1,7377 -1,6259 -1,4336 -1,1851 -0,9011 -0,5896 -0,2500 0,1211 0,5222 0,9428 1,3599 1,7354 2,0337 2,2476 2,3952 2,4985 2,5736 2,6260 2,6532 2,6522 2,6333 2,6314 2,6927 2,8311 3,0022 3,1287 3,1487 3,0388 2,8041 2,4592 2,0248 1,5382 1,0565 0,6340 0,2979 0,0449 -0,1440 -0,2830 -0,3754 -0,4220 -0,4234 -0,3828 -0,3033 -0,1731 0,0299 0,3088 0,6425 1,0050 1,3774 1,7580 2,1612 2,5900 3,0136 3,3755 3,6240 3,7468 3,7808 3,7825 3,7915 3,8193 3,8627 3,9201 3,9932 4,0781 4,1595 4,2196 4,2506 4,2557 4,2455 4,2450 4,2905 4,3961 4,5271 4,6278 4,6735 4,6769 4,6475 4,5742 4,4581 4,3308 4,2252 4,1510 4,0965 4,0375 3,9558 3,8647 3,8096 3,8373 3,9686 4,1916 4,4591 4,7044 4,8748 4,9484 4,9299 4,8395 4,7027 4,5416 4,3639 4,1664 3,9553 3,7518 3,5793 3,4514 3,3749 3,3604 3,4175 3,5318 3,6592 3,7466 3,7558 3,6708 3,4993 3,2725 3,0393 2,8545 2,7595 2,7549 2,7886 2,7788 2,6549 2,3944 2,0328 1,6407 1,2840 0,9961 0,7748 0,5980 0,4428 0,2922 0,1313 -0,0482 -0,2339 -0,4022 -0,5402 -0,6414 -0,6933 -0,6861 -0,6312 -0,5633 -0,5128 -0,4830 -0,4658 -0,4651 -0,4911 -0,5513 -0,6497 -0,7819 -0,9220 -1,0235 -1,0488 -0,9902 -0,8612 -0,6926 -0,5400 -0,4606 -0,4808 -0,5971 -0,7833 -0,9882 -1,1450 -1,2007 -1,1489 -1,0322 -0,8958 -0,7547 -0,6105 -0,4798 -0,3913 -0,3546 -0,3384 -0,2830 -0,1449 0,0744 0,3468 0,6439 0,9341 1,1768 1,3433 1,4377 1,4853 1,5142 1,5533 1,6222 1,7092 1,7847 1,8400 1,8940 1,9644 2,0517 2,1357 2,1805 2,1526 2,0472 1,8957 1,7344 1,5645 1,3509 1,0494 0,6307 0,0908 -0,5486 -1,2374 -1,9130 -2,5334 -3,0831 -3,5513 -3,9206 -4,1717 -4,2957 -4,3007 -4,2055 -4,0402 -3,8545 -3,7032 -3,6204 -3,6111 -3,6536 -3,7063 -3,7269 -3,6884 -3,5779 -3,3978 -3,1712 -2,9159 -2,6126 -2,2308 -1,7688 -1,2456 -0,6799 -0,0957 0,4675 0,9636 1,3580 1,6424 1,8350 1,9603 2,0303 2,0478 2,0265 2,0060 2,0400 2,1662 2,3845 2,6600 2,9273 3,1030 3,1243 2,9857 2,7317 2,4177 2,0799 1,7350 1,3995 1,0924 0,8254 0,6088 0,4667 0,4268 0,4893 0,6145 0,7418 0,8161 0,8072 0,7102 0,5285 0,2664 -0,0578 -0,4008 -0,7072 -0,9326 -1,0618 -1,1116 -1,1125 -1,0869 -1,0503 -1,0217 -1,0221 -1,0708 -1,1805 -1,3423 -1,5148 -1,6426 -1,6867 -1,6410 -1,5232 -1,3441 -1,0922 -0,7540 -0,3376 0,1229 0,5757 0,9643 1,2531 1,4532 1,6252 1,8511 2,1957 2,6759 3,2486 3,8286 4,3170 4,6322 4,7478 4,7022 4,5551 4,3531 4,1400 3,9656 3,8690 3,8668 3,9614 4,1396 4,3516 4,5097 4,5200 4,3251 3,9244 3,3678 2,7297 2,0759 1,4412 0,8283 0,2260 -0,3706 -0,9516 -1,4984 -2,0076 -2,5010 -2,9961 -3,4768 -3,9085 -4,2665 -4,5383 -4,7155 -4,8017 -4,8160 -4,7744 -4,6820 -4,5515 -4,4159 -4,3088 -4,2423 -4,2071 -4,1867 -4,1636 -4,1148 -4,0112 -3,8275 -3,5477 -3,1648 -2,6941 -2,1797 -1,6573 -1,1097 -0,4820 0,2561 1,0865 1,9640 2,8356 3,6587 4,4192 5,1189 5,7472 6,2762 6,6807 6,9614 7,1572 7,3272 7,5087 7,6903 7,8260 7,8687 7,7948 7,6108 7,3422 7,0075 6,6016 6,1108 5,5434 4,9413 4,3654 3,8582 3,4050 2,9348 2,3731 1,7010 0,9660 0,2414 -0,4220 -1,0137 -1,5507 -2,0451 -2,4906 -2,8778 -3,2063 -3,4798 -3,6958 -3,8378 -3,8795 -3,8025 -3,6170 -3,3671 -3,1115 -2,8892 -2,7030 -2,5340 -2,3620 -2,1668 -1,9232 -1,6028 -1,1794 -0,6469 -0,0410 0,5801 1,1863 1,7918 2,4232 3,0815 3,7327 4,3330 4,8595 5,3053 5,6529 5,8741 5,9564 5,9102 5,7542 5,5148 5,2299 4,9343 4,6476 4,3819 4,1474 3,9457 3,7638 3,5790 3,3707 3,1199 2,8056 2,4197 1,9828 1,5331 1,1038 0,7112 0,3482 -0,0117 -0,3906 -0,7876 -1,1861 -1,5690 -1,9177 -2,2025 -2,3935 -2,4846 -2,4982 -2,4699 -2,4323 -2,3961 -2,3406 -2,2327 -2,0550 -1,8230 -1,5789 -1,3607 -1,1815 -1,0321 -0,8793 -0,6700 -0,3629 0,0435 0,5137 0,9923 1,4206 1,7561 1,9860 2,1246 2,2098 2,3027 2,4663 2,7391 3,1200 3,5635 3,9979 4,3691 4,6696 4,9248 5,1531 5,3495 5,4961 5,5716 5,5582 5,4454 5,2252 4,8908 4,4425 3,8915 3,2614 2,5885 1,9151 1,2719 0,6539 0,0257 -0,6337 -1,3054 -1,9564 -2,5681 -3,1334 -3,6439 -4,0918 -4,4773 -4,8050 -5,0707 -5,2711 -5,4271 -5,5795 -5,7576 -5,9517 -6,1119 -6,1747 -6,0917 -5,8458 -5,4542 -4,9565 -4,3966 -3,8128 -3,2383 -2,7013
Fz    -2,9547 -2,4236 -1,8549 -1,2901 -0,7396 -0,1929 0,3586 0,9144 1,4585 1,9502 2,3342 2,5723 2,6658 2,6494 2,5755 2,5077 2,4999 2,5642 2,6674 2,7652 2,8364 2,8757 2,8705 2,7992 2,6420 2,3850 2,0237 1,5693 1,0516 0,5163 0,0171 -0,3983 -0,7048 -0,9147 -1,0750 -1,2418 -1,4509 -1,7082 -1,9902 -2,2541 -2,4621 -2,6089 -2,7238 -2,8434 -2,9866 -3,1499 -3,3145 -3,4637 -3,5964 -3,7268 -3,8698 -4,0238 -4,1626 -4,2476 -4,2489 -4,1505 -3,9446 -3,6418 -3,2802 -2,9097 -2,5661 -2,2642 -2,0093 -1,8042 -1,6533 -1,5621 -1,5246 -1,5182 -1,5191 -1,5131 -1,4908 -1,4426 -1,3638 -1,2558 -1,1199 -0,9474 -0,7188 -0,4161 -0,0340 0,4199 0,9287 1,4681 2,0002 2,4716 2,8357 3,0842 3,2442 3,3496 3,4270 3,4972 3,5759 3,6673 3,7644 3,8646 3,9744 4,0926 4,1930 4,2330 4,1801 4,0265 3,7791 3,4439 3,0240 2,5353 2,0110 1,4788 0,9512 0,4443 -0,0141 -0,4014 -0,7164 -0,9752 -1,2002 -1,4094 -1,5932 -1,6974 -1,6534 -1,4262 -1,0245 -0,4825 0,1506 0,8241 1,4978 2,1375 2,7054 3,1648 3,4941 3,7028 3,8298 3,9198 4,0022 4,0863 4,1623 4,2072 4,2019 4,1453 4,0504 3,9305 3,7916 3,6430 3,5106 3,4326 3,4342 3,5043 3,5960 3,6613 3,6826 3,6612 3,5948 3,4824 3,3474 3,2275 3,1408 3,0790 3,0260 2,9682 2,9034 2,8524 2,8562 2,9557 3,1688 3,4743 3,8107 4,1036 4,3049 4,4053 4,4181 4,3573 4,2260 4,0202 3,7399 3,3973 3,0153 2,6238 2,2603 1,9612 1,7541 1,6631 1,7083 1,8890 2,1686 2,4816 2,7505 2,9057 2,9106 2,7759 2,5509 2,3043 2,0993 1,9647 1,8827 1,8017 1,6670 1,4487 1,1516 0,8075 0,4540 0,1189 -0,1798 -0,4256 -0,6102 -0,7447 -0,8578 -0,9798 -1,1229 -1,2716 -1,3866 -1,4195 -1,3336 -1,1244 -0,8299 -0,5176 -0,2470 -0,0444 0,0832 0,1274 0,0815 -0,0474 -0,2328 -0,4369 -0,6205 -0,7495 -0,8111 -0,8215 -0,8075 -0,7936 -0,8060 -0,8646 -0,9696 -1,1066 -1,2545 -1,3858 -1,4712 -1,4902 -1,4392 -1,3293 -1,1750 -0,9892 -0,7854 -0,5781 -0,3823 -0,2080 -0,0521 0,1040 0,2841 0,4995 0,7386 0,9678 1,1390 1,2172 1,2138 1,1812 1,1720 1,2134 1,3094 1,4449 1,5914 1,7217 1,8236 1,8971 1,9470 1,9819 2,0071 2,0138 1,9821 1,8947 1,7449 1,5307 1,2423 0,8614 0,3741 -0,2179 -0,8986 -1,6409 -2,4019 -3,1316 -3,7966 -4,3911 -4,9263 -5,4039 -5,7929 -6,0389 -6,1059 -6,0034 -5,7766 -5,4826 -5,1742 -4,8910 -4,6514 -4,4466 -4,2479 -4,0254 -3,7640 -3,4645 -3,1367 -2,7886 -2,4089 -1,9610 -1,4119 -0,7589 -0,0268 0,7414 1,4835 2,1284 2,6243 2,9573 3,1460 3,2220 3,2109 3,1266 2,9861 2,8277 2,7096 2,6877 2,7939 3,0286 3,3590 3,7149 4,0022 4,1460 4,1262 3,9751 3,7451 3,4710 3,1600 2,8146 2,4494 2,0814 1,7271 1,4109 1,1590 0,9776 0,8475 0,7455 0,6596 0,5891 0,5381 0,5042 0,4741 0,4337 0,3863 0,3510 0,3414 0,3480 0,3436 0,3037 0,2178 0,0880 -0,0781 -0,2744 -0,4974 -0,7379 -0,9744 -1,1766 -1,3167 -1,3766 -1,3521 -1,2502 -1,0730 -0,8053 -0,4372 0,0121 0,5031 0,9904 1,4270 1,7842 2,0837 2,4004 2,8206 3,3924 4,1000 4,8726 5,6156 6,2430 6,6990 6,9720 7,0873 7,0833 7,0009 6,8903 6,8035 6,7674 6,7739 6,7935 6,7934 6,7432 6,6078 6,3454 5,9265 5,3592 4,6841 3,9452 3,1741 2,3936 1,6183 0,8536 0,1038 -0,6202 -1,3044 -1,9367 -2,5050 -2,9948 -3,3953 -3,7113 -3,9641 -4,1713 -4,3285 -4,4228 -4,4551 -4,4365 -4,3794 -4,3054 -4,2466 -4,2271 -4,2507 -4,3038 -4,3573 -4,3671 -4,2867 -4,0884 -3,7701 -3,3457 -2,8341 -2,2665 -1,6853 -1,1153 -0,5377 0,0905 0,7943 1,5675 2,3849 3,2127 4,0221 4,8045 5,5647 6,3009 6,9982 7,6381 8,2138 8,7393 9,2412 9,7334 10,1932 10,5611 10,7663 10,7654 10,5706 10,2330 9,7926 9,2540 8,6141 7,8997 7,1670 6,4671 5,8113 5,1610 4,4504 3,6332 2,7206 1,7774 0,8758 0,0530 -0,6929 -1,3793 -2,0162 -2,6002 -3,1216 -3,5712 -3,9374 -4,2026 -4,3499 -4,3787 -4,3108 -4,1785 -4,0116 -3,8321 -3,6513 -3,4762 -3,3128 -3,1540 -2,9695 -2,7189 -2,3698 -1,9041 -1,3252 -0,6627 0,0511 0,8117 1,6356 2,5284 3,4661 4,4007 5,2831 6,0812 6,7725 7,3264 7,7109 7,9166 7,9611 7,8745 7,6888 7,4342 7,1310 6,7901 6,4246 6,0481 5,6653 5,2788 4,8963 4,5276 4,1701 3,8018 3,3951 2,9365 2,4296 1,8859 1,3188 0,7386 0,1506 -0,4367 -1,0040 -1,5275 -1,9914 -2,3877 -2,7089 -2,9495 -3,1110 -3,2032 -3,2400 -3,2298 -3,1649 -3,0286 -2,8173 -2,5515 -2,2636 -1,9773 -1,6942 -1,4033 -1,0944 -0,7541 -0,3604 0,1045 0,6357 1,2012 1,7456 2,2053 2,5364 2,7340 2,8291 2,8801 2,9661 3,1659 3,5194 4,0046 4,5495 5,0720 5,5239 5,9062 6,2473 6,5704 6,8800 7,1632 7,3905 7,5231 7,5285 7,3898 7,1047 6,6821 6,1374 5,4909 4,7742 4,0325 3,3066 2,6068 1,9136 1,2073 0,4905 -0,2170 -0,8909 -1,5109 -2,0744 -2,6033 -3,1222 -3,6282 -4,0892 -4,4720 -4,7649 -4,9801 -5,1391 -5,2513 -5,3008 -5,2508 -5,0577 -4,6906 -4,1523 -3,4850 -2,7521 -2,0183 -1,3358 -0,7377
F3    -2,2158 -1,7542 -1,2382 -0,6874 -0,1155 0,4643 1,0321 1,5624 2,0241 2,3739 2,5669 2,5949 2,5057 2,3719 2,2543 2,1986 2,2368 2,3665 2,5425 2,7035 2,8070 2,8371 2,7943 2,6838 2,5074 2,2590 1,9291 1,5125 1,0180 0,4746 -0,0682 -0,5508 -0,9285 -1,1970 -1,3937 -1,5700 -1,7629 -1,9844 -2,2220 -2,4470 -2,6361 -2,7921 -2,9376 -3,0888 -3,2422 -3,3823 -3,4940 -3,5730 -3,6335 -3,7060 -3,8217 -3,9892 -4,1789 -4,3324 -4,3933 -4,3243 -4,1076 -3,7598 -3,3425 -2,9340 -2,5870 -2,3167 -2,1174 -1,9791 -1,8973 -1,8719 -1,8941 -1,9415 -1,9922 -2,0365 -2,0669 -2,0681 -2,0206 -1,9121 -1,7417 -1,5132 -1,2276 -0,8829 -0,4753 -0,0002 0,5374 1,1133 1,6817 2,1827 2,5705 2,8462 3,0496 3,2252 3,4021 3,5929 3,7949 3,9964 4,1940 4,4036 4,6444 4,9111 5,1612 5,3308 5,3700 5,2643 5,0266 4,6784 4,2403 3,7350 3,1893 2,6224 2,0476 1,4905 0,9860 0,5575 0,2059 -0,0818 -0,3198 -0,5196 -0,6773 -0,7585 -0,7154 -0,5255 -0,2000 0,2342 0,7466 1,3062 1,8887 2,4746 3,0339 3,5155 3,8636 4,0524 4,0993 4,0445 3,9269 3,7766 3,6181 3,4721 3,3535 3,2695 3,2196 3,1999 3,2079 3,2450 3,3167 3,4351 3,6147 3,8511 4,1048 4,3197 4,4598 4,5155 4,4859 4,3796 4,2321 4,0935 3,9904 3,9176 3,8561 3,7831 3,6839 3,5716 3,4908 3,4961 3,6230 3,8665 4,1764 4,4795 4,7176 4,8635 4,9133 4,8713 4,7385 4,5091 4,1788 3,7579 3,2815 2,8064 2,3919 2,0757 1,8672 1,7682 1,7846 1,9059 2,0912 2,2867 2,4492 2,5522 2,5828 2,5426 2,4475 2,3240 2,1975 2,0728 1,9278 1,7285 1,4494 1,0906 0,6844 0,2832 -0,0673 -0,3476 -0,5626 -0,7261 -0,8533 -0,9601 -1,0579 -1,1475 -1,2202 -1,2661 -1,2796 -1,2516 -1,1646 -1,0091 -0,8086 -0,6173 -0,4842 -0,4276 -0,4500 -0,5604 -0,7660 -1,0528 -1,3817 -1,7068 -1,9896 -2,1973 -2,3113 -2,3363 -2,2857 -2,1738 -2,0332 -1,9062 -1,8187 -1,7779 -1,7800 -1,8087 -1,8393 -1,8491 -1,8284 -1,7848 -1,7301 -1,6702 -1,6104 -1,5636 -1,5422 -1,5408 -1,5307 -1,4729 -1,3396 -1,1309 -0,8744 -0,6138 -0,3967 -0,2549 -0,1823 -0,1402 -0,0848 0,0174 0,1850 0,4119 0,6626 0,8955 1,0906 1,2490 1,3755 1,4725 1,5396 1,5695 1,5473 1,4579 1,2935 1,0508 0,7211 0,2853 -0,2725 -0,9492 -1,7219 -2,5592 -3,4210 -4,2582 -5,0255 -5,6930 -6,2430 -6,6643 -6,9472 -7,0867 -7,0905 -6,9818 -6,7944 -6,5679 -6,3406 -6,1396 -5,9750 -5,8381 -5,7020 -5,5325 -5,3029 -5,0018 -4,6318 -4,2081 -3,7420 -3,2224 -2,6322 -1,9722 -1,2588 -0,5145 0,2258 0,9158 1,5137 1,9903 2,3269 2,5256 2,6144 2,6292 2,5958 2,5427 2,5199 2,5900 2,7963 3,1357 3,5542 3,9579 4,2417 4,3313 4,2120 3,9254 3,5378 3,0985 2,6270 2,1364 1,6495 1,1894 0,7791 0,4534 0,2499 0,1803 0,2180 0,3118 0,4048 0,4503 0,4201 0,2998 0,0832 -0,2188 -0,5639 -0,8865 -1,1302 -1,2737 -1,3346 -1,3519 -1,3615 -1,3827 -1,4193 -1,4761 -1,5698 -1,7165 -1,9094 -2,1164 -2,2984 -2,4293 -2,5037 -2,5294 -2,4980 -2,3712 -2,1139 -1,7305 -1,2610 -0,7633 -0,3008 0,0798 0,3790 0,6551 0,9974 1,4760 2,1009 2,8205 3,5505 4,2052 4,7198 5,0694 5,2687 5,3468 5,3322 5,2613 5,1808 5,1330 5,1421 5,2106 5,3164 5,4106 5,4279 5,3066 5,0087 4,5315 3,9008 3,1532 2,3286 1,4725 0,6266 -0,1824 -0,9367 -1,6211 -2,2293 -2,7687 -3,2535 -3,6934 -4,0870 -4,4250 -4,6953 -4,8826 -4,9751 -4,9818 -4,9344 -4,8704 -4,8239 -4,8298 -4,9153 -5,0778 -5,2803 -5,4758 -5,6318 -5,7300 -5,7516 -5,6736 -5,4759 -5,1477 -4,6906 -4,1240 -3,4844 -2,8049 -2,0913 -1,3282 -0,5082 0,3531 1,2309 2,1060 2,9691 3,8207 4,6612 5,4769 6,2354 6,8930 7,4194 7,8244 8,1549 8,4572 8,7405 8,9715 9,0961 9,0747 8,9104 8,6394 8,2883 7,8531 7,3253 6,7245 6,0956 5,4786 4,8779 4,2502 3,5258 2,6591 1,6737 0,6554 -0,3060 -1,1643 -1,9169 -2,5782 -3,1573 -3,6550 -4,0725 -4,4164 -4,6900 -4,8873 -4,9976 -5,0126 -4,9283 -4,7466 -4,4843 -4,1725 -3,8394 -3,4991 -3,1564 -2,8079 -2,4387 -2,0276 -1,5535 -0,9996 -0,3693 0,3030 0,9729 1,6197 2,2526 2,8908 3,5393 4,1787 4,7830 5,3400 5,8423 6,2621 6,5530 6,6810 6,6473 6,4810 6,2241 5,9230 5,6175 5,3302 5,0670 4,8200 4,5733 4,3158 4,0521 3,7993 3,5615 3,3093 2,9969 2,6019 2,1399 1,6479 1,1576 0,6784 0,1972 -0,3020 -0,8184 -1,3366 -1,8369 -2,2951 -2,6852 -2,9898 -3,2088 -3,3591 -3,4679 -3,5549 -3,6144 -3,6146 -3,5248 -3,3443 -3,1049 -2,8460 -2,5885 -2,3351 -2,0822 -1,8165 -1,5113 -1,1405 -0,6937 -0,1792 0,3704 0,8996 1,3550 1,7091 1,9648 2,1543 2,3388 2,5895 2,9537 3,4268 3,9515 4,4497 4,8707 5,2182 5,5295 5,8362 6,1429 6,4263 6,6435 6,7505 6,7193 6,5372 6,1998 5,7123 5,0949 4,3819 3,6183 2,8563 2,1360 1,4617 0,8051 0,1398 -0,5343 -1,1998 -1,8404 -2,4461 -3,0176 -3,5674 -4,1067 -4,6258 -5,0925 -5,4787 -5,7900 -6,0564 -6,2992 -6,5086 -6,6517 -6,6948 -6,6094 -6,3617 -5,9227 -5,2993 -4,5464 -3,7440 -2,9658 -2,2623
F7    -1,1226 -1,0185 -0,8602 -0,5607 -0,1116 0,4209 0,9525 1,4265 1,8169 2,0983 2,2318 2,2008 2,0485 1,8548 1,6887 1,5953 1,6022 1,7134 1,9009 2,1194 2,3303 2,5126 2,6482 2,7020 2,6254 2,3893 2,0076 1,5254 0,9904 0,4430 -0,0727 -0,5020 -0,7966 -0,9536 -1,0335 -1,1255 -1,2982 -1,5753 -1,9272 -2,2829 -2,5760 -2,7900 -2,9484 -3,0626 -3,1239 -3,1463 -3,1688 -3,2140 -3,2684 -3,3056 -3,3261 -3,3674 -3,4640 -3,6024 -3,7139 -3,7037 -3,5080 -3,1491 -2,7262 -2,3435 -2,0537 -1,8587 -1,7312 -1,6282 -1,5112 -1,3771 -1,2608 -1,2008 -1,2211 -1,3406 -1,5533 -1,8029 -2,0134 -2,1211 -2,0806 -1,8822 -1,5569 -1,1482 -0,6801 -0,1474 0,4514 1,0667 1,6026 1,9733 2,1618 2,2259 2,2441 2,2613 2,2849 2,3170 2,3748 2,4842 2,6773 2,9828 3,3963 3,8623 4,2800 4,5357 4,5698 4,4231 4,1963 3,9626 3,7252 3,4423 3,0778 2,6262 2,1182 1,6217 1,2166 0,9481 0,8032 0,7351 0,7044 0,7010 0,7459 0,8758 1,1100 1,4221 1,7543 2,0717 2,3891 2,7290 3,0857 3,4442 3,7960 4,1132 4,3469 4,4707 4,4978 4,4538 4,3649 4,2607 4,1536 4,0371 3,9295 3,8860 3,9512 4,1251 4,3751 4,6659 4,9811 5,3214 5,6830 6,0446 6,3621 6,5727 6,6217 6,4924 6,2158 5,8576 5,4934 5,1778 4,9233 4,7193 4,5750 4,5120 4,5209 4,5615 4,6094 4,6788 4,7949 4,9565 5,1279 5,2667 5,3551 5,4016 5,4187 5,3964 5,3022 5,1096 4,8064 4,3765 3,8215 3,2023 2,6170 2,1292 1,7506 1,4965 1,4073 1,4830 1,6543 1,8482 2,0329 2,1930 2,3058 2,3507 2,3242 2,2376 2,0938 1,8765 1,5738 1,2004 0,7820 0,3321 -0,1312 -0,5603 -0,9025 -1,1377 -1,2708 -1,3171 -1,3214 -1,3532 -1,4551 -1,6127 -1,7717 -1,8847 -1,9490 -1,9923 -2,0184 -1,9902 -1,8793 -1,7321 -1,6654 -1,7825 -2,0998 -2,5571 -3,0757 -3,5851 -4,0183 -4,3223 -4,4739 -4,4824 -4,4032 -4,3215 -4,2896 -4,3013 -4,3297 -4,3474 -4,3241 -4,2430 -4,1149 -3,9649 -3,8158 -3,6762 -3,5428 -3,4199 -3,3195 -3,2385 -3,1499 -3,0273 -2,8819 -2,7622 -2,7044 -2,6982 -2,7029 -2,6693 -2,5591 -2,3721 -2,1345 -1,8586 -1,5523 -1,2565 -1,0319 -0,9008 -0,8243 -0,7469 -0,6499 -0,5506 -0,4725 -0,4342 -0,4447 -0,4947 -0,5623 -0,6329 -0,7058 -0,7780 -0,8335 -0,8706 -0,9339 -1,0985 -1,4083 -1,8431 -2,3455 -2,8566 -3,3313 -3,7554 -4,1494 -4,5338 -4,9047 -5,2421 -5,5211 -5,7148 -5,8041 -5,7898 -5,6980 -5,5706 -5,4601 -5,4244 -5,5013 -5,6829 -5,9130 -6,1031 -6,1719 -6,0861 -5,8652 -5,5642 -5,2465 -4,9455 -4,6569 -4,3640 -4,0493 -3,6904 -3,2815 -2,8486 -2,4274 -2,0450 -1,7207 -1,4487 -1,1874 -0,9035 -0,6159 -0,3703 -0,1847 -0,0351 0,1158 0,2873 0,4630 0,5773 0,5404 0,3115 -0,0697 -0,5245 -0,9774 -1,3795 -1,7252 -2,0371 -2,3174 -2,5321 -2,6492 -2,6571 -2,5539 -2,3622 -2,1395 -1,9459 -1,8072 -1,7070 -1,6254 -1,5838 -1,6316 -1,7970 -2,0817 -2,4807 -2,9611 -3,4451 -3,8588 -4,1665 -4,3371 -4,3241 -4,1127 -3,7656 -3,4027 -3,1447 -3,0680 -3,1845 -3,4449 -3,7632 -4,0585 -4,2862 -4,4270 -4,4688 -4,4160 -4,2826 -4,0735 -3,7971 -3,4806 -3,1514 -2,8175 -2,4732 -2,1122 -1,7269 -1,3011 -0,8169 -0,2763 0,2834 0,8009 1,2284 1,5567 1,8039 1,9834 2,0835 2,0808 1,9694 1,7774 1,5525 1,3357 1,1502 1,0002 0,8594 0,6637 0,3352 -0,1734 -0,8477 -1,6107 -2,3418 -2,9212 -3,2837 -3,4366 -3,4441 -3,4052 -3,4194 -3,5508 -3,8185 -4,1977 -4,6235 -5,0113 -5,2795 -5,3765 -5,3165 -5,1689 -5,0071 -4,8819 -4,8310 -4,8800 -5,0083 -5,1363 -5,1858 -5,1419 -5,0462 -4,9593 -4,9160 -4,8980 -4,8519 -4,7199 -4,4516 -4,0322 -3,5032 -2,9253 -2,3288 -1,7234 -1,1343 -0,5896 -0,0866 0,4036 0,9091 1,4426 1,9960 2,5426 3,0550 3,5265 3,9718 4,4081 4,8353 5,2274 5,5325 5,6915 5,6897 5,5818 5,4366 5,2697 5,0521 4,7568 4,3805 3,9356 3,4310 2,8559 2,1843 1,3971 0,5072 -0,4153 -1,2588 -1,9490 -2,5078 -3,0198 -3,5497 -4,0938 -4,6010 -5,0266 -5,3593 -5,6072 -5,7780 -5,8677 -5,8514 -5,6848 -5,3446 -4,8765 -4,3744 -3,9052 -3,4822 -3,0948 -2,7324 -2,3875 -2,0487 -1,6957 -1,3060 -0,8710 -0,4053 0,0620 0,5043 0,9146 1,3059 1,6795 2,0093 2,2785 2,5057 2,7151 2,9008 3,0350 3,0981 3,0840 2,9708 2,7236 2,3583 1,9636 1,6283 1,3822 1,2097 1,0856 0,9908 0,9097 0,8252 0,7113 0,5258 0,2310 -0,1652 -0,5913 -0,9454 -1,1507 -1,1963 -1,1476 -1,1117 -1,1752 -1,3660 -1,6596 -2,0102 -2,3794 -2,7328 -3,0141 -3,1598 -3,1494 -3,0141 -2,8017 -2,5460 -2,2773 -2,0537 -1,9533 -2,0122 -2,1858 -2,3882 -2,5578 -2,6750 -2,7342 -2,7140 -2,5861 -2,3608 -2,1086 -1,9002 -1,7424 -1,5939 -1,4169 -1,1991 -0,9439 -0,6483 -0,2958 0,1178 0,5657 1,0121 1,4403 1,8396 2,1786 2,4184 2,5469 2,5755 2,5264 2,4399 2,3526 2,2436 2,0327 1,6507 1,0981 0,4316 -0,2867 -1,0120 -1,7239 -2,4430 -3,2126 -4,0421 -4,8862 -5,6744 -6,3407 -6,8405 -7,1704 -7,3734 -7,5143 -7,6379 -7,7343 -7,7575 -7,6886 -7,5679 -7,4702 -7,4625 -7,5798 -7,8247 -8,1416 -8,3844 -8,3871 -8,0925 -7,5794 -6,9706 -6,3436 -5,7214
