Fp1   1,0878 1,3744 1,5245 1,5073 1,3370 1,0725 0,7915 0,5551 0,3853 0,2658 0,1636 0,0576 -0,0427 -0,1003 -0,0710 0,0742 0,3301 0,6446 0,9211 1,0513 0,9711 0,6984 0,3209 -0,0523 -0,3393 -0,5098 -0,5751 -0,5518 -0,4488 -0,2921 -0,1432 -0,0726 -0,1093 -0,2153 -0,3110 -0,3298 -0,2593 -0,1454 -0,0599 -0,0627 -0,1849 -0,4258 -0,7516 -1,0989 -1,3928 -1,5706 -1,5969 -1,4628 -1,1799 -0,7782 -0,3102 0,1592 0,5828 0,9541 1,2931 1,6148 1,9177 2,1925 2,4270 2,6060 2,7167 2,7503 2,6936 2,5307 2,2624 1,9197 1,5571 1,2338 0,9932 0,8459 0,7660 0,7077 0,6355 0,5404 0,4286 0,3144 0,2335 0,2472 0,4152 0,7560 1,2223 1,7146 2,1315 2,4107 2,5354 2,5243 2,4170 2,2597 2,0960 1,9566 1,8541 1,7980 1,8083 1,9053 2,0912 2,3466 2,6406 2,9354 3,1869 3,3526 3,3981 3,2945 3,0238 2,6026 2,0972 1,6044 1,2070 0,9365 0,7738 0,6761 0,5932 0,4735 0,2739 -0,0249 -0,4046 -0,8108 -1,1782 -1,4646 -1,6640 -1,7970 -1,9042 -2,0400 -2,2536 -2,5676 -2,9716 -3,4265 -3,8710 -4,2323 -4,4428 -4,4606 -4,2825 -3,9339 -3,4489 -2,8616 -2,2093 -1,5370 -0,8968 -0,3352 0,1262 0,4971 0,8021 1,0624 1,3006 1,5523 1,8577 2,2411 2,7073 3,2545 3,8761 4,5437 5,1901 5,7170 6,0249 6,0515 5,7958 5,3154 4,7004 4,0463 3,4382 2,9403 2,5939 2,4214 2,4257 2,5801 2,8307 3,1197 3,4113 3,6926 3,9529 4,1736 4,3403 4,4513 4,5107 4,5195 4,4806 4,4096 4,3408 4,3136 4,3420 4,4014 4,4536 4,4814 4,4968 4,5186 4,5479 4,5639 4,5317 4,4183 4,2185 3,9721 3,7413 3,5620 3,4161 3,2501 3,0220 2,7379 2,4506 2,2198 2,0673 1,9688 1,8807 1,7702 1,6271 1,4542 1,2511 1,0104 0,7314 0,4309 0,1384 -0,1185 -0,3254 -0,4835 -0,6067 -0,7188 -0,8481 -1,0159 -1,2250 -1,4590 -1,6911 -1,8947 -2,0475 -2,1378 -2,1696 -2,1634 -2,1485 -2,1479 -2,1672 -2,1918 -2,1966 -2,1628 -2,0905 -1,9977 -1,9094 -1,8400 -1,7809 -1,7060 -1,5903 -1,4200 -1,1934 -0,9211 -0,6230 -0,3182 -0,0205 0,2609 0,5196 0,7445 0,9056 0,9550 0,8515 0,5985 0,2597 -0,0743 -0,3453 -0,5569 -0,7517 -0,9577 -1,1510 -1,2668 -1,2452 -1,0648 -0,7480 -0,3557 0,0287 0,3326 0,5264 0,6242 0,6554 0,6400 0,5893 0,5210 0,4611 0,4225 0,3911 0,3334 0,2113 -0,0090 -0,3434 -0,7649 -1,1917 -1,5115 -1,6290 -1,5009 -1,1434 -0,6192 -0,0174 0,5692 1,0618 1,4096 1,5967 1,6394 1,5717 1,4274 1,2302 1,0024 0,7868 0,6448 0,6200 0,7145 0,9054 1,1666 1,4730 1,8011 2,1344 2,4664 2,7910 3,0870 3,3172 3,4469 3,4565 3,3428 3,1233 2,8458 2,5822 2,3947 2,2981 2,2579 2,2233 2,1611 2,0795 2,0384 2,1193 2,3546 2,6881 3,0154 3,2560 3,3925 3,4607 3,5142 3,5958 3,7218 3,8785 4,0320 4,1388 4,1515 4,0399 3,8237 3,5776 3,3997 3,3685 3,5093 3,7813 4,0943 4,3501 4,4910 4,5189 4,4692 4,3598 4,1674 3,8622 3,4701 3,0805 2,7902 2,6497 2,6472 2,7290 2,8443 2,9809 3,1608 3,4171 3,7720 4,2192 4,7197 5,2179 5,6543 5,9606 6,0672 5,9391 5,6063 5,1454 4,6327 4,1161 3,6161 3,1400 2,6971 2,3086 2,0072 1,8242 1,7842 1,9124 2,2269 2,7151 3,3250 3,9750 4,5644 4,9874 5,1640 5,0668 4,7241 4,2078 3,6171 3,0543 2,5951 2,2767 2,1044 2,0602 2,1022 2,1678 2,1895 2,1218 1,9583 1,7268 1,4726 1,2518 1,1230 1,1265 1,2689 1,5250 1,8485 2,1830 2,4768 2,6947 2,8218 2,8645 2,8386 2,7491 2,5868 2,3495 2,0550 1,7400 1,4486 1,2214 1,0904 1,0763 1,1874 1,4185 1,7495 2,1411 2,5339 2,8609 3,0722 3,1491 3,0931 2,9132 2,6334 2,3065 2,0063 1,7871 1,6482 1,5444 1,4283 1,2810 1,1241 1,0202 1,0450 1,2380 1,5713 1,9620 2,3167 2,5783 2,7471 2,8680 3,0034 3,2138 3,5429 4,0055 4,5821 5,2080 5,7708 6,1419 6,2355 6,0488 5,6595 5,1858 4,7380 4,3905 4,1754 4,0849 4,0803 4,1124 4,1463 4,1700 4,1868 4,1992 4,1936 4,1361 3,9868 3,7155 3,3116 2,7908 2,1914 1,5598 0,9436 0,3965 -0,0231 -0,2709 -0,3356 -0,2435 -0,0376 0,2513 0,6087 1,0034 1,3633 1,5994 1,6496 1,4937 1,1470 0,6544 0,0834 -0,4906 -0,9980 -1,3843 -1,6245 -1,7350 -1,7617 -1,7323 -1,6143 -1,3267 -0,7989 -0,0178 0,9628 2,0377 3,0732 3,9390 4,5474 4,8857 5,0142 5,0209 4,9779 4,9319 4,9109 4,9279 4,9873 5,0943 5,2514 5,4476 5,6624 5,8814 6,0985 6,3064 6,4909 6,6348 6,7204 6,7334 6,6651 6,5057 6,2384 5,8590 5,4109 4,9895 4,7052 4,6379 4,8080 5,1761 5,6660 6,1929 6,6800 7,0611 7,2760 7,2727 7,0247 6,5524 5,9159 5,1744 4,3612 3,4978 2,6229 1,8005 1,1010 0,5659 0,1911 -0,0599 -0,2345 -0,3824 -0,5566 -0,8072 -1,1639 -1,6195 -2,1265 -2,6117 -3,0039 -3,2579 -3,3593 -3,3172 -3,1607 -2,9356 -2,6957 -2,4943 -2,3761 -2,3628 -2,4434 -2,5787 -2,7159 -2,8071 -2,8269 -2,7749 -2,6654 -2,5292 -2,4196 -2,3957 -2,4927 -2,7084 -3,0093 -3,3406 -3,6402 -3,8585 -3,9734 -3,9935 -3,9437 -3,8436 -3,6942
Fz    -0,2939 -0,0982 0,0857 0,2424 0,3686 0,4759 0,5761 0,6681 0,7371 0,7663 0,7536 0,7200 0,6999 0,7239 0,8048 0,9325 1,0770 1,1935 1,2340 1,1663 0,9936 0,7560 0,5102 0,3003 0,1394 0,0115 -0,1042 -0,2077 -0,2807 -0,3129 -0,3181 -0,3206 -0,3321 -0,3456 -0,3485 -0,3378 -0,3287 -0,3510 -0,4296 -0,5702 -0,7610 -0,9794 -1,1937 -1,3649 -1,4559 -1,4434 -1,3241 -1,1125 -0,8295 -0,4928 -0,1181 0,2751 0,6656 1,0346 1,3634 1,6287 1,8102 1,9006 1,9060 1,8384 1,7133 1,5511 1,3747 1,2056 1,0625 0,9593 0,9022 0,8910 0,9193 0,9685 1,0032 0,9840 0,8920 0,7433 0,5772 0,4344 0,3478 0,3438 0,4413 0,6466 0,9482 1,3194 1,7286 2,1456 2,5352 2,8530 3,0549 3,1122 3,0240 2,8175 2,5397 2,2485 2,0042 1,8526 1,8127 1,8778 2,0276 2,2334 2,4590 2,6682 2,8331 2,9342 2,9615 2,9199 2,8299 2,7150 2,5819 2,4125 2,1792 1,8645 1,4601 0,9603 0,3670 -0,2953 -0,9749 -1,6066 -2,1397 -2,5580 -2,8755 -3,1184 -3,3154 -3,4961 -3,6837 -3,8866 -4,0980 -4,3002 -4,4656 -4,5573 -4,5367 -4,3782 -4,0803 -3,6617 -3,1446 -2,5439 -1,8714 -1,1500 -0,4235 0,2534 0,8406 1,3280 1,7267 2,0565 2,3436 2,6200 2,9148 3,2429 3,6087 4,0165 4,4724 4,9719 5,4865 5,9642 6,3446 6,5804 6,6543 6,5816 6,3997 6,1544 5,8883 5,6297 5,3903 5,1749 4,9911 4,8463 4,7417 4,6746 4,6465 4,6626 4,7238 4,8231 4,9499 5,0933 5,2438 5,3937 5,5376 5,6736 5,8054 5,9390 6,0724 6,1898 6,2724 6,3126 6,3187 6,3062 6,2840 6,2463 6,1770 6,0607 5,8939 5,6892 5,4694 5,2522 5,0345 4,7944 4,5097 4,1751 3,8068 3,4311 3,0678 2,7238 2,4029 2,1143 1,8698 1,6699 1,4920 1,2928 1,0291 0,6831 0,2700 -0,1763 -0,6198 -1,0261 -1,3635 -1,6143 -1,7858 -1,9054 -2,0068 -2,1188 -2,2604 -2,4406 -2,6596 -2,9046 -3,1516 -3,3740 -3,5539 -3,6835 -3,7630 -3,7999 -3,8038 -3,7824 -3,7397 -3,6786 -3,6009 -3,5056 -3,3869 -3,2374 -3,0538 -2,8400 -2,6025 -2,3447 -2,0659 -1,7636 -1,4376 -1,0961 -0,7595 -0,4606 -0,2399 -0,1400 -0,1936 -0,4055 -0,7433 -1,1476 -1,5586 -1,9380 -2,2717 -2,5570 -2,7859 -2,9406 -3,0035 -2,9688 -2,8471 -2,6643 -2,4580 -2,2624 -2,0924 -1,9431 -1,8066 -1,6863 -1,5948 -1,5400 -1,5194 -1,5266 -1,5551 -1,5998 -1,6596 -1,7435 -1,8660 -2,0282 -2,1996 -2,3202 -2,3240 -2,1695 -1,8561 -1,4217 -0,9308 -0,4594 -0,0793 0,1577 0,2386 0,1957 0,0902 -0,0128 -0,0659 -0,0450 0,0595 0,2516 0,5237 0,8501 1,1949 1,5248 1,8187 2,0729 2,3014 2,5293 2,7756 3,0356 3,2792 3,4649 3,5561 3,5340 3,4063 3,2068 2,9839 2,7802 2,6163 2,4927 2,4068 2,3616 2,3659 2,4311 2,5630 2,7480 2,9510 3,1331 3,2674 3,3439 3,3699 3,3686 3,3709 3,4015 3,4701 3,5721 3,6933 3,8172 3,9299 4,0237 4,0950 4,1423 4,1704 4,1964 4,2427 4,3227 4,4322 4,5510 4,6508 4,7060 4,6983 4,6162 4,4603 4,2493 4,0137 3,7816 3,5764 3,4167 3,3112 3,2559 3,2394 3,2534 3,3041 3,4107 3,5882 3,8318 4,1161 4,3999 4,6309 4,7603 4,7663 4,6660 4,5037 4,3261 4,1624 4,0186 3,8855 3,7533 3,6203 3,4911 3,3701 3,2631 3,1832 3,1483 3,1705 3,2515 3,3867 3,5609 3,7433 3,8931 3,9719 3,9516 3,8210 3,5957 3,3183 3,0436 2,8191 2,6729 2,6081 2,6039 2,6240 2,6303 2,5959 2,5124 2,3884 2,2446 2,1092 2,0091 1,9575 1,9499 1,9733 2,0137 2,0602 2,1078 2,1581 2,2138 2,2744 2,3347 2,3811 2,3984 2,3823 2,3424 2,2948 2,2571 2,2454 2,2713 2,3381 2,4399 2,5647 2,6943 2,7997 2,8422 2,7873 2,6241 2,3717 2,0691 1,7588 1,4772 1,2543 1,1122 1,0563 1,0687 1,1186 1,1833 1,2635 1,3843 1,5842 1,8925 2,3067 2,7868 3,2682 3,6872 4,0107 4,2479 4,4357 4,6114 4,7965 4,9972 5,2118 5,4375 5,6664 5,8758 6,0313 6,1033 6,0861 6,0019 5,8887 5,7810 5,7022 5,6642 5,6643 5,6833 5,6938 5,6709 5,5949 5,4476 5,2150 4,8957 4,5056 4,0727 3,6276 3,1961 2,7996 2,4535 2,1617 1,9158 1,7066 1,5318 1,3923 1,2801 1,1760 1,0627 0,9398 0,8243 0,7336 0,6724 0,6326 0,5974 0,5470 0,4680 0,3609 0,2356 0,1020 -0,0315 -0,1545 -0,2559 -0,3316 -0,3856 -0,4177 -0,4080 -0,3171 -0,1045 0,2574 0,7839 1,4775 2,3192 3,2606 4,2317 5,1595 5,9879 6,6845 7,2368 7,6495 7,9404 8,1324 8,2473 8,3031 8,3121 8,2820 8,2229 8,1480 8,0683 7,9896 7,9159 7,8516 7,8034 7,7803 7,7903 7,8294 7,8779 7,9113 7,9162 7,8945 7,8598 7,8324 7,8336 7,8776 7,9664 8,0888 8,2186 8,3155 8,3299 8,2114 7,9258 7,4702 6,8721 6,1739 5,4201 4,6514 3,9024 3,1989 2,5551 1,9709 1,4341 0,9256 0,4273 -0,0705 -0,5652 -1,0447 -1,4961 -1,9144 -2,3011 -2,6548 -2,9647 -3,2156 -3,3911 -3,4744 -3,4523 -3,3251 -3,1149 -2,8691 -2,6488 -2,5076 -2,4752 -2,5564 -2,7378 -2,9927 -3,2864 -3,5802 -3,8435 -4,0663 -4,2585 -4,4330 -4,5919 -4,7265 -4,8218 -4,8615 -4,8360 -4,7486 -4,6157 -4,4622 -4,3164 -4,1996 -4,1150
F3    -0,3739 -0,0790 0,1849 0,3709 0,4596 0,4762 0,4687 0,4751 0,5057 0,5461 0,5739 0,5799 0,5749 0,5769 0,5962 0,6316 0,6708 0,6881 0,6476 0,5239 0,3259 0,0994 -0,0960 -0,2177 -0,2582 -0,2423 -0,2030 -0,1548 -0,0918 -0,0162 0,0448 0,0573 0,0153 -0,0503 -0,0970 -0,1053 -0,0939 -0,1055 -0,1753 -0,3113 -0,4974 -0,7039 -0,8961 -1,0411 -1,1111 -1,0841 -0,9489 -0,7125 -0,3976 -0,0297 0,3714 0,7913 1,2170 1,6327 2,0112 2,3126 2,5024 2,5715 2,5327 2,4055 2,2092 1,9645 1,6933 1,4222 1,1864 1,0221 0,9468 0,9494 0,9993 1,0636 1,1153 1,1331 1,1044 1,0344 0,9438 0,8560 0,7931 0,7800 0,8435 1,0026 1,2593 1,5982 1,9914 2,4004 2,7736 3,0533 3,1881 3,1490 2,9463 2,6330 2,2868 1,9839 1,7793 1,6956 1,7226 1,8313 1,9957 2,2034 2,4465 2,7097 2,9634 3,1647 3,2699 3,2519 3,1075 2,8533 2,5205 2,1456 1,7605 1,3778 0,9813 0,5377 0,0273 -0,5359 -1,1063 -1,6251 -2,0440 -2,3429 -2,5295 -2,6268 -2,6684 -2,6951 -2,7390 -2,8136 -2,9197 -3,0467 -3,1680 -3,2439 -3,2368 -3,1266 -2,9181 -2,6342 -2,2974 -1,9141 -1,4763 -0,9810 -0,4451 0,1014 0,6338 1,1416 1,6259 2,0947 2,5571 3,0138 3,4550 3,8734 4,2796 4,7011 5,1634 5,6662 6,1698 6,6026 6,8885 6,9848 6,9084 6,7234 6,4997 6,2832 6,0895 5,9082 5,7133 5,4866 5,2330 4,9744 4,7296 4,5072 4,3141 4,1622 4,0618 4,0132 4,0111 4,0517 4,1329 4,2480 4,3819 4,5194 4,6583 4,8053 4,9575 5,0964 5,2051 5,2829 5,3396 5,3821 5,4048 5,3919 5,3268 5,2030 5,0330 4,8480 4,6856 4,5692 4,4886 4,4047 4,2765 4,0878 3,8492 3,5797 3,2842 2,9520 2,5774 2,1735 1,7661 1,3775 1,0154 0,6695 0,3217 -0,0371 -0,3986 -0,7452 -1,0578 -1,3129 -1,4851 -1,5635 -1,5663 -1,5348 -1,5185 -1,5647 -1,7047 -1,9385 -2,2323 -2,5352 -2,8044 -3,0202 -3,1832 -3,2973 -3,3632 -3,3887 -3,3928 -3,3966 -3,4103 -3,4317 -3,4531 -3,4612 -3,4327 -3,3433 -3,1803 -2,9450 -2,6461 -2,2983 -1,9227 -1,5435 -1,1840 -0,8682 -0,6197 -0,4547 -0,3805 -0,4048 -0,5395 -0,7900 -1,1398 -1,5473 -1,9626 -2,3488 -2,6876 -2,9642 -3,1499 -3,2033 -3,0966 -2,8380 -2,4717 -2,0609 -1,6736 -1,3658 -1,1569 -1,0255 -0,9331 -0,8557 -0,7955 -0,7728 -0,8088 -0,9077 -1,0488 -1,1938 -1,3072 -1,3779 -1,4239 -1,4714 -1,5248 -1,5530 -1,5036 -1,3365 -1,0479 -0,6752 -0,2856 0,0485 0,2725 0,3610 0,3247 0,2097 0,0794 -0,0099 -0,0238 0,0526 0,2266 0,5027 0,8713 1,2960 1,7205 2,0883 2,3642 2,5437 2,6490 2,7163 2,7837 2,8811 3,0206 3,1883 3,3421 3,4259 3,4005 3,2683 3,0709 2,8626 2,6823 2,5461 2,4608 2,4363 2,4833 2,6057 2,7911 3,0066 3,2061 3,3448 3,3914 3,3360 3,1953 3,0129 2,8471 2,7495 2,7487 2,8499 3,0424 3,3049 3,6034 3,8925 4,1269 4,2801 4,3589 4,3991 4,4428 4,5159 4,6183 4,7301 4,8227 4,8669 4,8359 4,7094 4,4915 4,2199 3,9456 3,7081 3,5330 3,4371 3,4201 3,4610 3,5271 3,5913 3,6495 3,7260 3,8574 4,0706 4,3682 4,7209 5,0699 5,3462 5,4989 5,5099 5,3927 5,1877 4,9492 4,7199 4,5135 4,3228 4,1409 3,9754 3,8409 3,7461 3,6909 3,6709 3,6830 3,7350 3,8477 4,0338 4,2714 4,5010 4,6514 4,6694 4,5351 4,2724 3,9489 3,6546 3,4636 3,4041 3,4532 3,5546 3,6452 3,6810 3,6500 3,5667 3,4552 3,3382 3,2366 3,1678 3,1361 3,1319 3,1440 3,1678 3,1952 3,2077 3,1890 3,1406 3,0845 3,0473 3,0427 3,0708 3,1293 3,2164 3,3241 3,4399 3,5541 3,6595 3,7458 3,8023 3,8269 3,8261 3,8015 3,7379 3,6076 3,3886 3,0837 2,7215 2,3395 1,9732 1,6558 1,4198 1,2877 1,2597 1,3120 1,4140 1,5520 1,7388 2,0041 2,3685 2,8190 3,3088 3,7761 4,1701 4,4668 4,6687 4,7976 4,8851 4,9622 5,0534 5,1737 5,3318 5,5278 5,7439 5,9405 6,0722 6,1135 6,0715 5,9774 5,8694 5,7819 5,7400 5,7512 5,8037 5,8691 5,9061 5,8671 5,7134 5,4333 5,0467 4,5953 4,1277 3,6859 3,2989 2,9826 2,7440 2,5791 2,4733 2,4093 2,3756 2,3612 2,3439 2,2918 2,1799 2,0056 1,7878 1,5584 1,3573 1,2234 1,1738 1,1913 1,2402 1,2921 1,3330 1,3554 1,3525 1,3214 1,2583 1,1483 0,9670 0,7081 0,4156 0,1812 0,1047 0,2587 0,6764 1,3498 2,2303 3,2375 4,2760 5,2576 6,1187 6,8253 7,3675 7,7546 8,0063 8,1438 8,1873 8,1540 8,0533 7,8911 7,6829 7,4523 7,2185 6,9933 6,7883 6,6200 6,5090 6,4740 6,5201 6,6299 6,7707 6,9112 7,0319 7,1232 7,1825 7,2206 7,2646 7,3444 7,4703 7,6193 7,7420 7,7835 7,6996 7,4571 7,0334 6,4264 5,6655 4,8093 3,9327 3,1110 2,4015 1,8306 1,3866 1,0238 0,6805 0,3088 -0,1088 -0,5628 -1,0283 -1,4767 -1,8851 -2,2435 -2,5574 -2,8401 -3,0973 -3,3169 -3,4696 -3,5217 -3,4542 -3,2728 -3,0057 -2,7013 -2,4260 -2,2503 -2,2258 -2,3660 -2,6401 -2,9851 -3,3294 -3,6137 -3,8047 -3,9029 -3,9348 -3,9333 -3,9243 -3,9232 -3,9328 -3,9480 -3,9652 -3,9893 -4,0276 -4,0836 -4,1555 -4,2319 -4,2898
F7    0,0702 0,2096 0,3670 0,5363 0,7041 0,8452 0,9251 0,9169 0,8192 0,6558 0,4663 0,2965 0,1866 0,1608 0,2201 0,3451 0,5096 0,6949 0,8939 1,1008 1,2950 1,4356 1,4780 1,3978 1,2019 0,9213 0,5952 0,2540 -0,0926 -0,4496 -0,8166 -1,1707 -1,4705 -1,6827 -1,8037 -1,8517 -1,8427 -1,7777 -1,6472 -1,4453 -1,1828 -0,8910 -0,6073 -0,3622 -0,1775 -0,0670 -0,0300 -0,0416 -0,0574 -0,0350 0,0540 0,2241 0,4667 0,7358 0,9611 1,0866 1,1035 1,0535 0,9997 0,9871 1,0219 1,0821 1,1396 1,1735 1,1758 1,1506 1,1081 1,0596 1,0130 0,9691 0,9244 0,8804 0,8477 0,8386 0,8560 0,8892 0,9200 0,9375 0,9448 0,9511 0,9607 0,9719 0,9848 1,0024 1,0251 1,0490 1,0706 1,0850 1,0842 1,0626 1,0233 0,9746 0,9267 0,8890 0,8688 0,8740 0,9110 0,9741 1,0411 1,0878 1,1032 1,0875 1,0427 0,9685 0,8680 0,7558 0,6542 0,5792 0,5294 0,4832 0,4050 0,2628 0,0494 -0,2076 -0,4599 -0,6681 -0,8205 -0,9281 -1,0109 -1,0878 -1,1727 -1,2749 -1,3991 -1,5401 -1,6800 -1,7945 -1,8587 -1,8510 -1,7581 -1,5791 -1,3283 -1,0323 -0,7175 -0,3958 -0,0643 0,2873 0,6700 1,0846 1,5092 1,9021 2,2169 2,4247 2,5350 2,6009 2,6939 2,8646 3,1247 3,4596 3,8453 4,2575 4,6739 5,0764 5,4470 5,7620 5,9955 6,1314 6,1655 6,0961 5,9159 5,6135 5,1866 4,6597 4,0911 3,5571 3,1240 2,8266 2,6630 2,6013 2,5971 2,6162 2,6509 2,7154 2,8242 2,9732 3,1403 3,3001 3,4352 3,5376 3,5996 3,6050 3,5408 3,4190 3,2821 3,1853 3,1641 3,2100 3,2770 3,3104 3,2736 3,1609 2,9926 2,7935 2,5760 2,3394 2,0757 1,7799 1,4643 1,1616 0,9040 0,6980 0,5218 0,3465 0,1590 -0,0301 -0,1972 -0,3266 -0,4250 -0,5199 -0,6473 -0,8383 -1,1045 -1,4276 -1,7645 -2,0709 -2,3212 -2,5093 -2,6409 -2,7279 -2,7889 -2,8458 -2,9182 -3,0162 -3,1397 -3,2840 -3,4437 -3,6073 -3,7539 -3,8627 -3,9261 -3,9525 -3,9549 -3,9326 -3,8694 -3,7560 -3,6098 -3,4656 -3,3533 -3,2841 -3,2493 -3,2287 -3,2028 -3,1587 -3,0900 -2,9999 -2,9024 -2,8130 -2,7393 -2,6830 -2,6465 -2,6342 -2,6470 -2,6762 -2,7062 -2,7236 -2,7240 -2,7085 -2,6758 -2,6199 -2,5386 -2,4415 -2,3458 -2,2703 -2,2324 -2,2410 -2,2932 -2,3866 -2,5311 -2,7365 -2,9881 -3,2431 -3,4514 -3,5755 -3,5978 -3,5207 -3,3589 -3,1312 -2,8560 -2,5546 -2,2538 -1,9770 -1,7362 -1,5331 -1,3643 -1,2267 -1,1183 -1,0350 -0,9723 -0,9324 -0,9238 -0,9519 -1,0124 -1,0847 -1,1337 -1,1294 -1,0660 -0,9575 -0,8177 -0,6471 -0,4417 -0,2155 -0,0018 0,1722 0,3068 0,4216 0,5300 0,6207 0,6601 0,6127 0,4634 0,2287 -0,0502 -0,3231 -0,5457 -0,6871 -0,7333 -0,6847 -0,5531 -0,3634 -0,1537 0,0360 0,1767 0,2559 0,2807 0,2770 0,2770 0,3000 0,3464 0,4070 0,4708 0,5232 0,5456 0,5290 0,4890 0,4654 0,5025 0,6232 0,8138 1,0347 1,2447 1,4175 1,5469 1,6451 1,7319 1,8199 1,9068 1,9850 2,0511 2,1039 2,1390 2,1508 2,1358 2,0944 2,0333 1,9655 1,9040 1,8551 1,8162 1,7816 1,7513 1,7350 1,7519 1,8241 1,9567 2,1214 2,2717 2,3782 2,4386 2,4572 2,4299 2,3470 2,2081 2,0353 1,8722 1,7630 1,7291 1,7625 1,8339 1,9058 1,9485 1,9505 1,9148 1,8507 1,7690 1,6839 1,6143 1,5824 1,6049 1,6800 1,7817 1,8665 1,8927 1,8423 1,7280 1,5824 1,4433 1,3422 1,2994 1,3214 1,4016 1,5241 1,6708 1,8276 1,9853 2,1344 2,2564 2,3264 2,3344 2,2996 2,2559 2,2241 2,2027 2,1779 2,1414 2,1038 2,0933 2,1375 2,2411 2,3820 2,5249 2,6379 2,7007 2,7036 2,6420 2,5145 2,3245 2,0774 1,7769 1,4288 1,0520 0,6815 0,3632 0,1438 0,0558 0,1011 0,2492 0,4570 0,6888 0,9180 1,1202 1,2793 1,3998 1,5038 1,6162 1,7519 1,9144 2,1013 2,3012 2,4838 2,6074 2,6418 2,5869 2,4698 2,3268 2,1859 2,0608 1,9611 1,9073 1,9321 2,0663 2,3226 2,6897 3,1337 3,5996 4,0172 4,3227 4,4799 4,4876 4,3729 4,1775 3,9379 3,6681 3,3608 3,0085 2,6287 2,2692 1,9842 1,7970 1,6849 1,5961 1,4799 1,3127 1,1056 0,8923 0,7079 0,5687 0,4676 0,3874 0,3167 0,2545 0,2073 0,1866 0,2063 0,2701 0,3603 0,4453 0,5011 0,5178 0,4908 0,4157 0,2938 0,1355 -0,0416 -0,2106 -0,3330 -0,3698 -0,3019 -0,1382 0,0903 0,3431 0,5850 0,8043 1,0202 1,2738 1,6095 2,0567 2,6125 3,2325 3,8371 4,3452 4,7149 4,9579 5,1145 5,2137 5,2552 5,2211 5,0928 4,8612 4,5368 4,1581 3,7843 3,4695 3,2406 3,1000 3,0398 3,0498 3,1194 3,2366 3,3789 3,5056 3,5683 3,5375 3,4204 3,2538 3,0835 2,9407 2,8319 2,7416 2,6387 2,4852 2,2525 1,9375 1,5635 1,1617 0,7482 0,3181 -0,1429 -0,6401 -1,1551 -1,6468 -2,0787 -2,4521 -2,8066 -3,1859 -3,6070 -4,0573 -4,5088 -4,9325 -5,3038 -5,6017 -5,8115 -5,9273 -5,9547 -5,9126 -5,8244 -5,6977 -5,5191 -5,2754 -4,9793 -4,6797 -4,4512 -4,3674 -4,4655 -4,7259 -5,0821 -5,4569 -5,8020 -6,1086 -6,3798 -6,5936 -6,7036 -6,6719 -6,5004 -6,2363 -5,9527 -5,7168 -5,5642 -5,4925 -5,4726 -5,4659 -5,4388
