Fp1   0,4909 0,3104 -0,0609 -0,5820 -1,1365 -1,5894 -1,8245 -1,7721 -1,4347 -0,8762 -0,1812 0,5772 1,3326 2,0092 2,5438 2,9317 3,2219 3,4399 3,5447 3,4839 3,2592 2,9211 2,5238 2,1095 1,7180 1,3861 1,1264 0,9079 0,6653 0,3507 -0,0196 -0,3768 -0,6497 -0,8014 -0,8467 -0,8449 -0,8726 -1,0004 -1,2693 -1,6628 -2,1106 -2,5177 -2,7952 -2,8937 -2,8234 -2,6264 -2,3366 -1,9852 -1,6296 -1,3343 -1,1152 -0,9209 -0,6813 -0,3719 -0,0170 0,3573 0,7331 1,0663 1,2832 1,3194 1,1597 0,8567 0,5162 0,2566 0,1673 0,2744 0,5408 0,9107 1,3306 1,7256 1,9878 2,0016 1,7020 1,1313 0,4217 -0,2805 -0,8706 -1,2979 -1,5558 -1,6633 -1,6626 -1,6208 -1,6048 -1,6374 -1,6811 -1,6634 -1,5297 -1,2896 -1,0146 -0,8024 -0,7512 -0,9326 -1,3592 -1,9869 -2,7393 -3,5213 -4,2373 -4,8113 -5,1945 -5,3708 -5,3556 -5,1769 -4,8698 -4,4931 -4,1275 -3,8511 -3,7315 -3,8315 -4,1839 -4,7671 -5,5362 -6,4535 -7,4677 -8,4967 -9,4530 -10,2701 -10,9122 -11,3825 -11,7151 -11,9383 -12,0450 -12,0106 -11,8252 -11,4983 -11,0469 -10,4808 -9,7855 -8,9384 -7,9638 -6,9584 -6,0439 -5,3003 -4,7432 -4,3341 -4,0072 -3,7095 -3,4289 -3,1829 -2,9797 -2,7974 -2,6037 -2,3922 -2,1951 -2,0599 -2,0096 -2,0240 -2,0439 -1,9864 -1,7622 -1,2982 -0,5645 0,3988 1,4772 2,5293 3,4641 4,2652 4,9417 5,4941 5,9353 6,3001 6,6168 6,8897 7,1098 7,2727 7,3956 7,5205 7,6779 7,8547 8,0100 8,1055 8,1131 8,0175 7,8227 7,5487 7,2111 6,8121 6,3506 5,8251 5,2358 4,5816 3,8505 3,0479 2,2394 1,5303 1,0133 0,7355 0,6852 0,8021 1,0036 1,2007 1,3142 1,3090 1,2243 1,1425 1,1140 1,1369 1,2092 1,3671 1,6523 2,0500 2,4894 2,9041 3,2545 3,5007 3,6123 3,6184 3,6023 3,6411 3,7628 3,9296 4,0432 4,0012 3,7694 3,3940 2,9645 2,5839 2,3435 2,2910 2,4252 2,7177 3,1256 3,5773 3,9684 4,2111 4,3031 4,3235 4,3503 4,3966 4,4325 4,4442 4,4481 4,4594 4,4718 4,4736 4,4692 4,4795 4,5302 4,6356 4,7926 5,0024 5,2747 5,6022 5,9710 6,3857 6,8469 7,3129 7,6992 7,9168 7,9159 7,6963 7,2966 6,7884 6,2637 5,8115 5,4964 5,3408 5,3278 5,4254 5,6098 5,8609 6,1372 6,3796 6,5401 6,5865 6,4978 6,2868 6,0075 5,7211 5,4623 5,2262 4,9703 4,6466 4,2524 3,8404 3,4747 3,2026 3,0728 3,1301 3,3556 3,6484 3,8907 4,0113 3,9844 3,7962 3,4471 2,9904 2,5333 2,1901 2,0466 2,1425 2,4562 2,9071 3,3672 3,6973 3,8102 3,7012 3,4311 3,0972 2,7923 2,5640 2,4087 2,2890 2,1545 1,9681 1,7242 1,4455 1,1697 0,9286 0,7296 0,5641 0,4301 0,3420 0,3266 0,4153 0,6316 0,9567 1,3200 1,6513 1,9263 2,1528 2,3572 2,5848 2,8691 3,1973 3,5136 3,7483 3,8417 3,7651 3,5511 3,2961 3,1009 3,0016 2,9445 2,8304 2,6079 2,3260 2,0801 1,9310 1,8803 1,8928 1,9371 2,0246 2,1996 2,4749 2,7871 3,0338 3,1525 3,1571 3,1051 3,0444 2,9921 2,9556 2,9501 2,9749 2,9972 2,9773 2,8998 2,7834 2,6741 2,6248 2,6733 2,8236 3,0371 3,2407 3,3465 3,2872 3,0487 2,6761 2,2569 1,8708 1,5438 1,2726 1,0752 0,9885 1,0415 1,2362 1,5400 1,9109 2,3350 2,8260 3,3903 4,0049 4,6247 5,1997 5,6845 6,0457 6,2697 6,3721 6,3983 6,3934 6,3617 6,2665 6,0734 5,7881 5,4623 5,1701 4,9725 4,8974 4,9391 5,0583 5,1783 5,2019 5,0575 4,7351 4,2759 3,7452 3,2134 2,7460 2,3995 2,2110 2,1778 2,2470 2,3271 2,3316 2,2411 2,1147 2,0222 1,9708 1,9041 1,7641 1,5611 1,3794 1,3088 1,3847 1,5894 1,8841 2,2325 2,5959 2,9077 3,0907 3,1190 3,0432 2,9542 2,9248 2,9693 3,0688 3,2300 3,4732 3,7778 4,0848 4,3400 4,5039 4,5446 4,4517 4,2490 3,9870 3,7304 3,5384 3,4395 3,4348 3,5184 3,6781 3,8858 4,1024 4,2960 4,4509 4,5516 4,5721 4,4939 4,3301 4,1338 3,9698 3,8574 3,7514 3,5864 3,3299 3,0017 2,6594 2,3726 2,1930 2,1329 2,1713 2,2767 2,4127 2,5371 2,6092 2,6022 2,5063 2,3253 2,0728 1,7631 1,4083 1,0357 0,6943 0,4229 0,2157 0,0137 -0,2736 -0,7112 -1,2821 -1,8893 -2,4184 -2,8029 -3,0310 -3,1114 -3,0557 -2,8939 -2,6899 -2,5261 -2,4675 -2,5296 -2,6646 -2,8025 -2,9046 -2,9474 -2,9013 -2,7847 -2,6890 -2,6793 -2,7005 -2,6184 -2,3249 -1,7861 -1,0345 -0,1585 0,7119 1,4456 1,9473 2,1738 2,1376 1,8923 1,5025 1,0335 0,5593 0,1485 -0,1742 -0,4427 -0,7092 -0,9975 -1,3083 -1,6404 -1,9835 -2,3121 -2,6062 -2,8685 -3,1007 -3,2575 -3,2452 -2,9820 -2,4670 -1,7981 -1,1123 -0,4881 0,0828 0,6314 1,1503 1,5939 1,9115 2,0725 2,0742 1,9322 1,6711 1,3260 0,9338 0,5066 0,0365 -0,4576 -0,9080 -1,2461 -1,4604 -1,5821 -1,6150 -1,5232 -1,2919 -0,9494 -0,5321 -0,0690 0,4008 0,8065 1,0537 1,0695 0,8441 0,4241 -0,1206 -0,7093 -1,2483 -1,6450 -1,8247 -1,7436 -1,4042 -0,8649 -0,2429 0,3190 0,7179 0,9358 1,0441 1,1625 1,3838 1,7367 2,2029 2,7430 3,3139 3,8720 4,3546 4,6793 4,7839 4,6552 4,3064 3,7552 3,0528
Fz    2,2521 2,0787 1,7917 1,4133 1,0086 0,6534 0,4057 0,2901 0,2930 0,3793 0,5207 0,7051 0,9179 1,1255 1,2880 1,3872 1,4285 1,4146 1,3316 1,1659 0,9202 0,6050 0,2297 -0,1916 -0,6287 -1,0378 -1,3758 -1,6169 -1,7618 -1,8300 -1,8365 -1,7797 -1,6509 -1,4445 -1,1686 -0,8537 -0,5497 -0,3090 -0,1686 -0,1398 -0,2090 -0,3446 -0,5033 -0,6447 -0,7429 -0,7805 -0,7418 -0,6236 -0,4434 -0,2286 0,0031 0,2555 0,5457 0,8820 1,2507 1,6281 1,9964 2,3419 2,6434 2,8689 2,9917 3,0104 2,9529 2,8644 2,7928 2,7699 2,7977 2,8585 2,9289 2,9778 2,9607 2,8270 2,5428 2,1202 1,6215 1,1265 0,6951 0,3534 0,0988 -0,0867 -0,2226 -0,3205 -0,3837 -0,4130 -0,4105 -0,3783 -0,3203 -0,2442 -0,1570 -0,0674 0,0000 0,0117 -0,0507 -0,1864 -0,3906 -0,6561 -0,9663 -1,2926 -1,6018 -1,8694 -2,0883 -2,2606 -2,3919 -2,5019 -2,6286 -2,8070 -3,0548 -3,3799 -3,7847 -4,2639 -4,8104 -5,4129 -6,0447 -6,6680 -7,2563 -7,8069 -8,3292 -8,8268 -9,2893 -9,6948 -10,0186 -10,2418 -10,3509 -10,3290 -10,1588 -9,8316 -9,3504 -8,7349 -8,0310 -7,3095 -6,6419 -6,0753 -5,6240 -5,2677 -4,9576 -4,6423 -4,2913 -3,8948 -3,4453 -2,9296 -2,3397 -1,6886 -1,0103 -0,3469 0,2690 0,8241 1,3246 1,7933 2,2660 2,7826 3,3728 4,0375 4,7369 5,4066 5,9979 6,5042 6,9503 7,3696 7,7944 8,2462 8,7222 9,1925 9,6175 9,9731 10,2644 10,5115 10,7262 10,9087 11,0638 11,2068 11,3540 11,5126 11,6779 11,8358 11,9608 12,0150 11,9554 11,7438 11,3632 10,8277 10,1685 9,4235 8,6425 7,8835 7,1978 6,6197 6,1560 5,7890 5,4926 5,2402 5,0010 4,7516 4,5000 4,2791 4,1098 3,9824 3,8794 3,7977 3,7415 3,6991 3,6441 3,5584 3,4415 3,2934 3,1063 2,8873 2,6700 2,4945 2,3818 2,3170 2,2530 2,1420 1,9683 1,7530 1,5366 1,3659 1,2803 1,2971 1,4137 1,6280 1,9439 2,3509 2,8095 3,2706 3,7100 4,1339 4,5507 4,9447 5,2828 5,5437 5,7327 5,8680 5,9689 6,0581 6,1650 6,3217 6,5528 6,8658 7,2502 7,6895 8,1655 8,6481 9,1007 9,4984 9,8264 10,0688 10,2117 10,2465 10,1623 9,9424 9,5825 9,1056 8,5563 7,9928 7,4803 7,0710 6,7888 6,6319 6,5850 6,6251 6,7149 6,8043 6,8489 6,8209 6,7035 6,4877 6,1784 5,7968 5,3748 4,9354 4,4717 3,9586 3,3953 2,8227 2,2984 1,8721 1,5856 1,4687 1,5173 1,6878 1,9171 2,1441 2,3220 2,4262 2,4607 2,4591 2,4655 2,5083 2,5937 2,7156 2,8666 3,0403 3,2205 3,3752 3,4711 3,4884 3,4255 3,3084 3,1900 3,1228 3,1276 3,1829 3,2362 3,2356 3,1605 3,0281 2,8731 2,7254 2,6040 2,5239 2,4992 2,5435 2,6742 2,9121 3,2744 3,7547 4,3076 4,8664 5,3742 5,7956 6,1241 6,3876 6,6281 6,8699 7,1108 7,3340 7,5198 7,6533 7,7354 7,7880 7,8403 7,9100 7,9939 8,0715 8,1278 8,1709 8,2154 8,2554 8,2615 8,1964 8,0388 7,8069 7,5530 7,3238 7,1283 6,9422 6,7372 6,5048 6,2599 6,0280 5,8286 5,6694 5,5508 5,4652 5,3941 5,3177 5,2276 5,1342 5,0597 5,0231 5,0378 5,1136 5,2473 5,4137 5,5707 5,6769 5,7086 5,6654 5,5650 5,4288 5,2716 5,1134 4,9893 4,9328 4,9576 5,0568 5,2113 5,3965 5,5922 5,7925 6,0068 6,2442 6,4975 6,7440 6,9651 7,1609 7,3427 7,5204 7,7051 7,9071 8,1184 8,3038 8,4214 8,4513 8,4089 8,3315 8,2501 8,1767 8,1126 8,0612 8,0274 8,0109 8,0029 7,9927 7,9755 7,9579 7,9558 7,9845 8,0590 8,1927 8,3769 8,5666 8,6998 8,7353 8,6772 8,5677 8,4560 8,3671 8,2929 8,2117 8,1194 8,0354 7,9755 7,9356 7,8996 7,8526 7,7872 7,7024 7,5979 7,4799 7,3708 7,3004 7,2823 7,3009 7,3192 7,3101 7,2783 7,2449 7,2191 7,1959 7,1706 7,1414 7,0977 7,0174 6,8768 6,6664 6,4040 6,1313 5,8940 5,7267 5,6475 5,6551 5,7301 5,8409 5,9568 6,0568 6,1304 6,1741 6,1886 6,1774 6,1506 6,1276 6,1223 6,1323 6,1445 6,1510 6,1574 6,1724 6,1922 6,2058 6,2107 6,2088 6,1904 6,1320 6,0082 5,8052 5,5273 5,1879 4,8004 4,3772 3,9280 3,4594 2,9806 2,5051 2,0421 1,5913 1,1460 0,6948 0,2329 -0,2189 -0,6165 -0,9192 -1,1142 -1,2137 -1,2343 -1,1904 -1,1051 -1,0197 -0,9853 -1,0398 -1,1831 -1,3690 -1,5328 -1,6317 -1,6508 -1,5947 -1,4998 -1,4337 -1,4419 -1,4927 -1,4947 -1,3614 -1,0542 -0,5854 -0,0080 0,5971 1,1403 1,5454 1,7674 1,8044 1,6971 1,5062 1,2886 1,0918 0,9491 0,8690 0,8326 0,8135 0,7981 0,7799 0,7490 0,6992 0,6362 0,5702 0,5091 0,4664 0,4691 0,5478 0,7185 0,9774 1,3026 1,6621 2,0336 2,4193 2,8315 3,2635 3,6784 4,0219 4,2471 4,3295 4,2731 4,1112 3,8934 3,6589 3,4219 3,1838 2,9553 2,7604 2,6179 2,5255 2,4707 2,4561 2,5017 2,6184 2,7935 2,9920 3,1631 3,2566 3,2391 3,0941 2,8264 2,4673 2,0604 1,6377 1,2169 0,8117 0,4351 0,1023 -0,1659 -0,3549 -0,4730 -0,5520 -0,6267 -0,7111 -0,7964 -0,8571 -0,8585 -0,7693 -0,5729 -0,2708 0,1178 0,5573 0,9983 1,3859 1,6699 1,8184 1,8243 1,6945 1,4406 1,0904
F3    0,0560 -0,1365 -0,4695 -0,9027 -1,3459 -1,7019 -1,9022 -1,9217 -1,7760 -1,4983 -1,1134 -0,6359 -0,0936 0,4581 0,9577 1,3738 1,7097 1,9675 2,1288 2,1734 2,0989 1,9166 1,6439 1,3076 0,9462 0,6017 0,3067 0,0760 -0,0949 -0,2191 -0,2978 -0,3167 -0,2637 -0,1404 0,0350 0,2238 0,3744 0,4413 0,4010 0,2562 0,0274 -0,2513 -0,5331 -0,7736 -0,9459 -1,0331 -1,0188 -0,9007 -0,7076 -0,4875 -0,2767 -0,0755 0,1448 0,4082 0,7102 1,0286 1,3408 1,6210 1,8322 1,9329 1,8998 1,7481 1,5256 1,2953 1,1226 1,0530 1,0890 1,1980 1,3359 1,4517 1,4850 1,3730 1,0772 0,6182 0,0747 -0,4618 -0,9273 -1,2923 -1,5531 -1,7227 -1,8239 -1,8810 -1,9106 -1,9196 -1,9064 -1,8645 -1,7906 -1,6950 -1,5946 -1,5066 -1,4528 -1,4546 -1,5168 -1,6311 -1,7905 -1,9837 -2,1846 -2,3574 -2,4725 -2,5206 -2,5132 -2,4663 -2,3917 -2,3089 -2,2513 -2,2520 -2,3331 -2,5104 -2,7919 -3,1753 -3,6572 -4,2321 -4,8770 -5,5513 -6,2173 -6,8562 -7,4617 -8,0265 -8,5369 -8,9728 -9,3115 -9,5374 -9,6464 -9,6341 -9,4874 -9,1897 -8,7297 -8,1144 -7,3847 -6,6164 -5,8926 -5,2730 -4,7804 -4,3993 -4,0877 -3,8034 -3,5234 -3,2414 -2,9487 -2,6240 -2,2440 -1,8021 -1,3193 -0,8379 -0,3991 -0,0193 0,3187 0,6563 1,0422 1,5162 2,0950 2,7585 3,4497 4,1011 4,6707 5,1570 5,5818 5,9734 6,3622 6,7693 7,1865 7,5772 7,8999 8,1369 8,3062 8,4428 8,5693 8,6896 8,8044 8,9163 9,0233 9,1141 9,1736 9,1895 9,1493 9,0338 8,8178 8,4754 7,9973 7,4043 6,7377 6,0496 5,4015 4,8510 4,4355 4,1689 4,0373 4,0013 4,0135 4,0330 4,0261 3,9735 3,8852 3,7940 3,7221 3,6677 3,6296 3,6293 3,6937 3,8217 3,9801 4,1321 4,2538 4,3230 4,3213 4,2604 4,1844 4,1359 4,1294 4,1460 4,1412 4,0728 3,9300 3,7368 3,5378 3,3857 3,3253 3,3729 3,5198 3,7553 4,0767 4,4709 4,8977 5,3075 5,6779 6,0209 6,3489 6,6429 6,8610 6,9755 6,9905 6,9272 6,8106 6,6698 6,5407 6,4624 6,4688 6,5750 6,7734 7,0473 7,3759 7,7222 8,0414 8,3022 8,4835 8,5646 8,5286 8,3686 8,0853 7,6837 7,1808 6,6098 6,0148 5,4477 4,9638 4,6036 4,3814 4,2910 4,3159 4,4316 4,5977 4,7612 4,8751 4,9070 4,8374 4,6653 4,4105 4,1050 3,7850 3,4764 3,1793 2,8769 2,5705 2,2877 2,0566 1,8912 1,8075 1,8263 1,9477 2,1377 2,3466 2,5298 2,6537 2,6938 2,6426 2,5254 2,3927 2,2928 2,2576 2,3064 2,4517 2,6946 3,0073 3,3289 3,5942 3,7633 3,8302 3,8235 3,7941 3,7858 3,8144 3,8632 3,8896 3,8491 3,7251 3,5366 3,3189 3,0966 2,8786 2,6727 2,4960 2,3741 2,3349 2,4006 2,5827 2,8697 3,2179 3,5688 3,8760 4,1138 4,2865 4,4317 4,5920 4,7816 4,9829 5,1644 5,2953 5,3531 5,3360 5,2692 5,1874 5,1095 5,0263 4,9123 4,7623 4,6115 4,5061 4,4644 4,4709 4,4880 4,4785 4,4373 4,3955 4,3855 4,4075 4,4298 4,4183 4,3625 4,2749 4,1750 4,0758 3,9812 3,8883 3,7910 3,6822 3,5571 3,4177 3,2778 3,1576 3,0723 3,0334 3,0545 3,1399 3,2719 3,4143 3,5322 3,6079 3,6453 3,6622 3,6715 3,6715 3,6636 3,6676 3,7087 3,7985 3,9350 4,1101 4,3125 4,5316 4,7651 5,0203 5,3021 5,5989 5,8820 6,1232 6,3099 6,4453 6,5441 6,6302 6,7231 6,8166 6,8796 6,8810 6,8142 6,7016 6,5763 6,4587 6,3513 6,2502 6,1527 6,0510 5,9316 5,7878 5,6285 5,4718 5,3373 5,2428 5,2023 5,2347 5,3619 5,5790 5,8338 6,0487 6,1643 6,1688 6,0967 5,9956 5,8904 5,7750 5,6371 5,4868 5,3589 5,2860 5,2752 5,3116 5,3739 5,4473 5,5190 5,5644 5,5600 5,5127 5,4630 5,4540 5,4972 5,5670 5,6346 5,6993 5,7745 5,8578 5,9319 5,9817 5,9955 5,9581 5,8532 5,6725 5,4243 5,1386 4,8612 4,6347 4,4862 4,4261 4,4488 4,5328 4,6448 4,7528 4,8381 4,8926 4,9130 4,8985 4,8504 4,7794 4,7039 4,6346 4,5668 4,4921 4,4160 4,3606 4,3441 4,3592 4,3815 4,3923 4,3862 4,3588 4,2989 4,1927 4,0371 3,8426 3,6205 3,3734 3,1004 2,8051 2,4954 2,1830 1,8808 1,5939 1,3190 1,0474 0,7580 0,4214 0,0287 -0,3899 -0,7829 -1,1093 -1,3525 -1,5128 -1,5992 -1,6316 -1,6456 -1,6839 -1,7773 -1,9188 -2,0569 -2,1308 -2,1129 -2,0045 -1,8166 -1,5887 -1,3966 -1,2968 -1,2635 -1,2021 -1,0167 -0,6602 -0,1408 0,4904 1,1542 1,7593 2,2203 2,4717 2,4856 2,2794 1,9039 1,4281 0,9284 0,4691 0,0767 -0,2629 -0,5754 -0,8715 -1,1510 -1,4139 -1,6533 -1,8515 -1,9942 -2,0825 -2,1211 -2,0999 -1,9987 -1,8045 -1,5190 -1,1620 -0,7709 -0,3757 0,0217 0,4339 0,8574 1,2587 1,5847 1,7887 1,8462 1,7588 1,5575 1,2974 1,0328 0,7922 0,5824 0,4142 0,3110 0,2845 0,3128 0,3578 0,4059 0,4777 0,5972 0,7686 0,9717 1,1648 1,3044 1,3616 1,3211 1,1830 0,9696 0,7115 0,4281 0,1318 -0,1599 -0,4256 -0,6410 -0,7784 -0,8210 -0,7794 -0,6921 -0,6043 -0,5435 -0,5125 -0,4907 -0,4391 -0,3171 -0,0976 0,2254 0,6309 1,0727 1,4937 1,8400 2,0682 2,1563 2,1054 1,9196 1,5991 1,1666
F7    -1,6138 -1,4788 -1,4526 -1,5350 -1,6860 -1,8368 -1,9146 -1,8681 -1,6841 -1,3859 -1,0125 -0,5978 -0,1643 0,2680 0,6808 1,0674 1,4274 1,7456 1,9900 2,1318 2,1597 2,0796 1,9122 1,6925 1,4616 1,2516 1,0773 0,9359 0,8088 0,6743 0,5308 0,4044 0,3302 0,3273 0,3908 0,4978 0,6097 0,6762 0,6514 0,5125 0,2623 -0,0749 -0,4582 -0,8408 -1,1809 -1,4444 -1,6056 -1,6532 -1,5989 -1,4706 -1,2924 -1,0756 -0,8278 -0,5646 -0,3078 -0,0725 0,1384 0,3230 0,4718 0,5709 0,6143 0,6095 0,5719 0,5243 0,5034 0,5482 0,6706 0,8474 1,0398 1,2085 1,3057 1,2694 1,0517 0,6618 0,1682 -0,3416 -0,7974 -1,1592 -1,4172 -1,5813 -1,6662 -1,6817 -1,6368 -1,5513 -1,4550 -1,3678 -1,2822 -1,1746 -1,0306 -0,8601 -0,6944 -0,5695 -0,4992 -0,4717 -0,4796 -0,5346 -0,6413 -0,7735 -0,8875 -0,9556 -0,9812 -0,9829 -0,9738 -0,9640 -0,9725 -1,0238 -1,1360 -1,3176 -1,5683 -1,8802 -2,2436 -2,6497 -3,0879 -3,5476 -4,0266 -4,5282 -5,0493 -5,5712 -6,0629 -6,4931 -6,8361 -7,0660 -7,1555 -7,0871 -6,8636 -6,5042 -6,0356 -5,4924 -4,9217 -4,3811 -3,9204 -3,5637 -3,3090 -3,1340 -3,0007 -2,8715 -2,7276 -2,5703 -2,4063 -2,2348 -2,0444 -1,8163 -1,5352 -1,2018 -0,8348 -0,4619 -0,1099 0,2032 0,4768 0,7296 0,9920 1,2891 1,6298 2,0161 2,4565 2,9573 3,5076 4,0807 4,6495 5,1927 5,6920 6,1295 6,4894 6,7585 6,9322 7,0215 7,0476 7,0323 6,9973 6,9614 6,9300 6,8848 6,7960 6,6497 6,4579 6,2405 6,0055 5,7399 5,4186 5,0299 4,5984 4,1813 3,8387 3,6027 3,4738 3,4381 3,4789 3,5781 3,7185 3,8852 4,0634 4,2378 4,3979 4,5365 4,6409 4,6934 4,6909 4,6649 4,6688 4,7393 4,8740 5,0440 5,2130 5,3438 5,4082 5,4128 5,4044 5,4371 5,5312 5,6578 5,7568 5,7771 5,7098 5,5829 5,4272 5,2594 5,0865 4,9159 4,7663 4,6722 4,6681 4,7653 4,9461 5,1815 5,4493 5,7383 6,0358 6,3118 6,5239 6,6456 6,6841 6,6759 6,6699 6,7017 6,7706 6,8439 6,8872 6,8860 6,8459 6,7805 6,7006 6,6066 6,4939 6,3624 6,2156 6,0525 5,8686 5,6626 5,4312 5,1667 4,8797 4,6089 4,3918 4,2344 4,1157 4,0174 3,9422 3,9040 3,9059 3,9306 3,9451 3,9237 3,8709 3,8100 3,7538 3,6907 3,5924 3,4386 3,2384 3,0224 2,8157 2,6257 2,4553 2,3145 2,2143 2,1622 2,1711 2,2574 2,4215 2,6383 2,8670 3,0635 3,1893 3,2276 3,1959 3,1386 3,1018 3,1098 3,1636 3,2579 3,3901 3,5506 3,7136 3,8480 3,9366 3,9807 3,9941 4,0001 4,0231 4,0673 4,1066 4,1003 4,0154 3,8384 3,5792 3,2694 2,9475 2,6434 2,3848 2,2022 2,1106 2,0991 2,1444 2,2308 2,3553 2,5134 2,6790 2,8062 2,8528 2,7993 2,6604 2,4844 2,3230 2,1971 2,1050 2,0450 2,0134 1,9949 1,9720 1,9340 1,8754 1,7908 1,6695 1,4949 1,2685 1,0314 0,8460 0,7576 0,7720 0,8563 0,9658 1,0735 1,1709 1,2514 1,3089 1,3477 1,3896 1,4651 1,5910 1,7551 1,9224 2,0540 2,1235 2,1204 2,0426 1,8892 1,6653 1,3985 1,1400 0,9381 0,8142 0,7600 0,7512 0,7669 0,8003 0,8524 0,9250 1,0210 1,1433 1,2851 1,4259 1,5557 1,6960 1,8838 2,1395 2,4542 2,7984 3,1348 3,4276 3,6522 3,8111 3,9361 4,0646 4,2105 4,3609 4,4968 4,6079 4,6903 4,7458 4,7874 4,8325 4,8867 4,9391 4,9756 4,9937 4,9969 4,9810 4,9337 4,8472 4,7209 4,5560 4,3612 4,1580 3,9690 3,8083 3,6834 3,5978 3,5542 3,5578 3,6093 3,6932 3,7800 3,8445 3,8823 3,9078 3,9401 3,9904 4,0509 4,0939 4,0935 4,0579 4,0284 4,0434 4,1151 4,2341 4,3777 4,5114 4,5951 4,6011 4,5385 4,4541 4,4016 4,4070 4,4573 4,5147 4,5510 4,5709 4,5945 4,6329 4,6949 4,7943 4,9331 5,0836 5,1974 5,2308 5,1663 5,0147 4,8053 4,5736 4,3598 4,2071 4,1471 4,1781 4,2639 4,3555 4,4140 4,4222 4,3876 4,3363 4,2959 4,2784 4,2715 4,2485 4,1905 4,1007 4,0051 3,9407 3,9289 3,9542 3,9780 3,9731 3,9386 3,8850 3,8147 3,7268 3,6319 3,5482 3,4840 3,4348 3,3944 3,3594 3,3198 3,2546 3,1408 2,9669 2,7391 2,4722 2,1734 1,8467 1,5078 1,1784 0,8705 0,5821 0,3009 0,0136 -0,2813 -0,5693 -0,8346 -1,0789 -1,3191 -1,5543 -1,7432 -1,8331 -1,8014 -1,6605 -1,4359 -1,1577 -0,8639 -0,5882 -0,3388 -0,0993 0,1510 0,4230 0,7206 1,0446 1,3862 1,7210 2,0093 2,2005 2,2471 2,1265 1,8542 1,4774 1,0561 0,6426 0,2643 -0,0792 -0,3985 -0,6948 -0,9592 -1,1862 -1,3776 -1,5337 -1,6471 -1,7049 -1,6991 -1,6304 -1,4982 -1,2929 -1,0020 -0,6242 -0,1810 0,2952 0,7824 1,2728 1,7603 2,2280 2,6437 2,9696 3,1771 3,2520 3,1958 3,0268 2,7767 2,4822 2,1843 1,9269 1,7375 1,6103 1,5175 1,4306 1,3337 1,2332 1,1604 1,1568 1,2433 1,3988 1,5702 1,7044 1,7698 1,7659 1,7177 1,6510 1,5709 1,4699 1,3527 1,2400 1,1559 1,1134 1,1046 1,1019 1,0783 1,0336 0,9979 1,0034 1,0533 1,1261 1,2107 1,3193 1,4626 1,6291 1,7935 1,9301 2,0149 2,0294 1,9671 1,8317 1,6280 1,3619 1,0491
