Fp1   -0,7615 -0,7228 -0,6389 -0,4879 -0,2691 0,0013 0,2976 0,5872 0,8389 1,0340 1,1703 1,2561 1,2989 1,2987 1,2546 1,1709 1,0556 0,9201 0,7820 0,6583 0,5518 0,4498 0,3382 0,2152 0,0895 -0,0294 -0,1342 -0,2182 -0,2758 -0,3077 -0,3236 -0,3396 -0,3743 -0,4430 -0,5479 -0,6730 -0,7949 -0,8928 -0,9507 -0,9612 -0,9306 -0,8708 -0,7873 -0,6791 -0,5506 -0,4170 -0,3011 -0,2214 -0,1833 -0,1814 -0,2105 -0,2704 -0,3613 -0,4773 -0,6005 -0,7051 -0,7714 -0,7957 -0,7900 -0,7754 -0,7717 -0,7891 -0,8285 -0,8850 -0,9521 -1,0244 -1,0966 -1,1661 -1,2352 -1,3076 -1,3857 -1,4730 -1,5762 -1,7022 -1,8578 -2,0486 -2,2710 -2,5031 -2,7083 -2,8455 -2,8791 -2,7907 -2,5858 -2,2926 -1,9488 -1,5883 -1,2328 -0,8908 -0,5630 -0,2543 0,0200 0,2373 0,3793 0,4387 0,4209 0,3386 0,2055 0,0331 -0,1665 -0,3769 -0,5783 -0,7506 -0,8777 -0,9520 -0,9800 -0,9859 -1,0016 -1,0505 -1,1411 -1,2712 -1,4328 -1,6129 -1,7958 -1,9680 -2,1235 -2,2624 -2,3859 -2,4900 -2,5613 -2,5790 -2,5254 -2,3973 -2,2148 -2,0144 -1,8299 -1,6794 -1,5656 -1,4800 -1,4094 -1,3426 -1,2718 -1,1927 -1,1064 -1,0200 -0,9430 -0,8803 -0,8311 -0,7920 -0,7576 -0,7202 -0,6760 -0,6287 -0,5811 -0,5267 -0,4493 -0,3307 -0,1628 0,0452 0,2694 0,4865 0,6843 0,8561 0,9901 1,0720 1,1019 1,1047 1,1167 1,1609 1,2356 1,3242 1,4138 1,5061 1,6120 1,7350 1,8628 1,9769 2,0653 2,1268 2,1635 2,1724 2,1465 2,0842 1,9941 1,8876 1,7718 1,6547 1,5482 1,4592 1,3817 1,3044 1,2209 1,1307 1,0338 0,9239 0,7914 0,6318 0,4532 0,2787 0,1408 0,0721 0,0930 0,2023 0,3787 0,5912 0,8100 1,0125 1,1866 1,3270 1,4293 1,4867 1,4891 1,4278 1,3113 1,1732 1,0553 0,9851 0,9709 1,0090 1,0903 1,2022 1,3279 1,4486 1,5509 1,6296 1,6880 1,7389 1,8018 1,8923 2,0101 2,1400 2,2598 2,3512 2,4098 2,4475 2,4826 2,5270 2,5832 2,6490 2,7193 2,7834 2,8282 2,8482 2,8496 2,8431 2,8390 2,8448 2,8609 2,8789 2,8908 2,8982 2,9102 2,9291 2,9406 2,9196 2,8459 2,7182 2,5588 2,4040 2,2857 2,2185 2,2014 2,2241 2,2712 2,3253 2,3712 2,4036 2,4289 2,4589 2,5065 2,5821 2,6853 2,8002 2,9080 2,9996 3,0766 3,1414 3,1932 3,2303 3,2490 3,2437 3,2134 3,1652 3,1077 3,0416 2,9585 2,8483 2,7112 2,5637 2,4351 2,3514 2,3185 2,3223 2,3428 2,3631 2,3707 2,3633 2,3555 2,3731 2,4393 2,5654 2,7476 2,9646 3,1857 3,3866 3,5578 3,7039 3,8332 3,9443 4,0221 4,0462 4,0000 3,8769 3,6834 3,4346 3,1469 2,8389 2,5341 2,2551 2,0143 1,8097 1,6311 1,4717 1,3354 1,2349 1,1855 1,1973 1,2701 1,3914 1,5416 1,7040 1,8696 2,0350 2,1928 2,3287 2,4285 2,4881 2,5168 2,5332 2,5612 2,6222 2,7251 2,8639 3,0267 3,2013 3,3751 3,5337 3,6608 3,7426 3,7760 3,7718 3,7454 3,7059 3,6513 3,5737 3,4718 3,3587 3,2548 3,1725 3,1081 3,0438 2,9560 2,8286 2,6630 2,4770 2,2913 2,1173 1,9518 1,7789 1,5846 1,3760 1,1840 1,0490 1,0004 1,0423 1,1512 1,2882 1,4175 1,5184 1,5851 1,6215 1,6400 1,6555 1,6747 1,6954 1,7178 1,7461 1,7790 1,8033 1,8022 1,7674 1,7044 1,6272 1,5461 1,4631 1,3779 1,2974 1,2375 1,2135 1,2294 1,2795 1,3540 1,4422 1,5330 1,6160 1,6790 1,7086 1,6961 1,6449 1,5728 1,5073 1,4737 1,4798 1,5117 1,5519 1,5995 1,6702 1,7735 1,8948 2,0007 2,0599 2,0617 2,0205 1,9665 1,9276 1,9202 1,9510 2,0190 2,1103 2,1957 2,2376 2,2032 2,0778 1,8748 1,6357 1,4132 1,2471 1,1525 1,1226 1,1366 1,1676 1,1937 1,2062 1,2099 1,2171 1,2414 1,2894 1,3584 1,4400 1,5242 1,6062 1,6885 1,7683 1,8303 1,8576 1,8468 1,8054 1,7401 1,6542 1,5526 1,4467 1,3522 1,2828 1,2385 1,2020 1,1503 1,0694 0,9570 0,8161 0,6550 0,4912 0,3464 0,2338 0,1503 0,0833 0,0251 -0,0251 -0,0695 -0,1127 -0,1596 -0,2173 -0,2952 -0,4020 -0,5418 -0,7090 -0,8898 -1,0682 -1,2294 -1,3635 -1,4690 -1,5537 -1,6321 -1,7214 -1,8354 -1,9804 -2,1553 -2,3528 -2,5614 -2,7687 -2,9621 -3,1275 -3,2504 -3,3159 -3,3124 -3,2363 -3,0896 -2,8735 -2,5933 -2,2676 -1,9273 -1,6044 -1,3218 -1,0905 -0,9119 -0,7795 -0,6790 -0,5887 -0,4868 -0,3554 -0,1770 0,0689 0,3953 0,7869 1,1953 1,5600 1,8388 2,0202 2,1157 2,1449 2,1257 2,0687 1,9722 1,8262 1,6250 1,3734 1,0823 0,7698 0,4642 0,1981 -0,0039 -0,1371 -0,2210 -0,2912 -0,3790 -0,4953 -0,6316 -0,7720 -0,9023 -1,0154 -1,1128 -1,2040 -1,3003 -1,4098 -1,5388 -1,6931 -1,8708 -2,0600 -2,2490 -2,4332 -2,6134 -2,7929 -2,9747 -3,1544 -3,3178 -3,4511 -3,5511 -3,6225 -3,6711 -3,7029 -3,7257 -3,7483 -3,7802 -3,8312 -3,9061 -4,0014 -4,1069 -4,2095 -4,2958 -4,3525 -4,3664 -4,3272 -4,2331 -4,0942 -3,9312 -3,7667 -3,6165 -3,4844 -3,3657 -3,2609 -3,1868 -3,1632 -3,1900 -3,2470 -3,3094 -3,3566 -3,3748 -3,3641 -3,3396 -3,3205 -3,3186 -3,3349 -3,3653 -3,4057 -3,4545 -3,5115 -3,5764 -3,6431 -3,6955 -3,7092 -3,6591 -3,5322
Fz    -1,1088 -1,1138 -1,1011 -1,0394 -0,9112 -0,7152 -0,4651 -0,1892 0,0768 0,3069 0,4945 0,6469 0,7725 0,8726 0,9453 0,9909 1,0146 1,0267 1,0366 1,0446 1,0391 1,0068 0,9459 0,8668 0,7803 0,6884 0,5890 0,4837 0,3768 0,2697 0,1603 0,0483 -0,0663 -0,1860 -0,3099 -0,4285 -0,5303 -0,6104 -0,6688 -0,7071 -0,7269 -0,7277 -0,7049 -0,6580 -0,5992 -0,5518 -0,5378 -0,5622 -0,6089 -0,6557 -0,6920 -0,7213 -0,7519 -0,7855 -0,8127 -0,8193 -0,8003 -0,7641 -0,7247 -0,6967 -0,6937 -0,7222 -0,7779 -0,8474 -0,9124 -0,9545 -0,9632 -0,9420 -0,9038 -0,8634 -0,8369 -0,8465 -0,9194 -1,0783 -1,3349 -1,6826 -2,0918 -2,5160 -2,9082 -3,2263 -3,4332 -3,5034 -3,4341 -3,2454 -2,9682 -2,6332 -2,2675 -1,8938 -1,5280 -1,1835 -0,8753 -0,6180 -0,4179 -0,2709 -0,1696 -0,1085 -0,0821 -0,0829 -0,1027 -0,1338 -0,1713 -0,2142 -0,2626 -0,3158 -0,3736 -0,4436 -0,5393 -0,6679 -0,8242 -0,9934 -1,1567 -1,2971 -1,4016 -1,4654 -1,4964 -1,5155 -1,5491 -1,6156 -1,7139 -1,8227 -1,9135 -1,9658 -1,9789 -1,9706 -1,9631 -1,9730 -2,0101 -2,0776 -2,1691 -2,2679 -2,3521 -2,4027 -2,4093 -2,3721 -2,2980 -2,1961 -2,0769 -1,9529 -1,8329 -1,7183 -1,6081 -1,5021 -1,3976 -1,2847 -1,1464 -0,9655 -0,7335 -0,4576 -0,1578 0,1446 0,4403 0,7309 1,0177 1,2976 1,5679 1,8337 2,1044 2,3817 2,6549 2,9047 3,1113 3,2609 3,3482 3,3766 3,3584 3,3134 3,2654 3,2343 3,2263 3,2313 3,2332 3,2252 3,2105 3,1914 3,1645 3,1299 3,0963 3,0707 3,0470 3,0072 2,9319 2,8089 2,6367 2,4255 2,1953 1,9703 1,7746 1,6273 1,5372 1,5007 1,5061 1,5402 1,5930 1,6623 1,7525 1,8696 2,0145 2,1781 2,3407 2,4735 2,5459 2,5372 2,4497 2,3107 2,1622 2,0455 1,9907 2,0102 2,0974 2,2306 2,3817 2,5266 2,6496 2,7450 2,8197 2,8930 2,9830 3,0912 3,2012 3,2903 3,3405 3,3407 3,2900 3,2027 3,1042 3,0209 2,9714 2,9649 3,0006 3,0678 3,1529 3,2481 3,3508 3,4585 3,5686 3,6815 3,7976 3,9092 4,0025 4,0683 4,1073 4,1208 4,1011 4,0377 3,9284 3,7839 3,6254 3,4778 3,3611 3,2852 3,2505 3,2497 3,2698 3,2966 3,3230 3,3533 3,3966 3,4555 3,5214 3,5823 3,6284 3,6522 3,6528 3,6430 3,6404 3,6507 3,6652 3,6710 3,6588 3,6246 3,5704 3,5035 3,4325 3,3644 3,3048 3,2579 3,2273 3,2136 3,2149 3,2253 3,2352 3,2377 3,2346 3,2304 3,2275 3,2355 3,2787 3,3813 3,5482 3,7642 4,0031 4,2316 4,4189 4,5522 4,6418 4,7114 4,7841 4,8677 4,9512 5,0111 5,0203 4,9581 4,8230 4,6345 4,4197 4,1971 3,9712 3,7409 3,5083 3,2795 3,0593 2,8501 2,6551 2,4820 2,3444 2,2600 2,2427 2,2956 2,4086 2,5639 2,7427 2,9295 3,1107 3,2742 3,4165 3,5449 3,6656 3,7734 3,8581 3,9198 3,9713 4,0309 4,1140 4,2274 4,3666 4,5187 4,6681 4,8026 4,9185 5,0203 5,1140 5,2012 5,2788 5,3388 5,3711 5,3712 5,3451 5,3065 5,2664 5,2238 5,1660 5,0785 4,9582 4,8190 4,6817 4,5597 4,4532 4,3517 4,2413 4,1150 3,9790 3,8532 3,7588 3,7031 3,6752 3,6568 3,6365 3,6138 3,5939 3,5814 3,5822 3,6034 3,6445 3,6960 3,7504 3,8090 3,8702 3,9181 3,9302 3,8957 3,8210 3,7215 3,6101 3,4930 3,3724 3,2544 3,1549 3,0953 3,0885 3,1313 3,2102 3,3141 3,4415 3,5951 3,7731 3,9646 4,1520 4,3158 4,4383 4,5092 4,5286 4,5031 4,4413 4,3546 4,2599 4,1757 4,1147 4,0781 4,0566 4,0342 3,9967 3,9402 3,8715 3,8028 3,7474 3,7185 3,7213 3,7398 3,7378 3,6769 3,5334 3,3056 3,0170 2,7163 2,4606 2,2910 2,2210 2,2399 2,3197 2,4219 2,5090 2,5564 2,5578 2,5249 2,4794 2,4401 2,4164 2,4121 2,4318 2,4842 2,5759 2,6971 2,8182 2,9032 2,9256 2,8745 2,7554 2,5883 2,4000 2,2153 2,0518 1,9172 1,8078 1,7116 1,6161 1,5155 1,4089 1,2933 1,1632 1,0188 0,8711 0,7315 0,5994 0,4665 0,3303 0,1946 0,0632 -0,0605 -0,1741 -0,2828 -0,4029 -0,5546 -0,7511 -0,9903 -1,2550 -1,5220 -1,7697 -1,9846 -2,1637 -2,3104 -2,4295 -2,5289 -2,6197 -2,7112 -2,8067 -2,9011 -2,9828 -3,0419 -3,0737 -3,0759 -3,0465 -2,9842 -2,8907 -2,7726 -2,6373 -2,4863 -2,3138 -2,1124 -1,8778 -1,6095 -1,3144 -1,0116 -0,7250 -0,4707 -0,2501 -0,0518 0,1392 0,3335 0,5387 0,7641 1,0162 1,2851 1,5425 1,7564 1,9095 2,0040 2,0535 2,0717 2,0682 2,0487 2,0116 1,9457 1,8327 1,6563 1,4156 1,1345 0,8553 0,6189 0,4478 0,3391 0,2702 0,2105 0,1347 0,0329 -0,0883 -0,2163 -0,3446 -0,4773 -0,6255 -0,7990 -0,9959 -1,2014 -1,3997 -1,5863 -1,7639 -1,9330 -2,0935 -2,2470 -2,3932 -2,5277 -2,6450 -2,7398 -2,8095 -2,8564 -2,8876 -2,9074 -2,9161 -2,9166 -2,9178 -2,9303 -2,9633 -3,0220 -3,1052 -3,2045 -3,3065 -3,3956 -3,4573 -3,4820 -3,4660 -3,4122 -3,3314 -3,2402 -3,1565 -3,0913 -3,0459 -3,0130 -2,9841 -2,9614 -2,9604 -2,9951 -3,0610 -3,1398 -3,2140 -3,2708 -3,2996 -3,2945 -3,2595 -3,2066 -3,1496 -3,0991 -3,0641 -3,0557 -3,0827 -3,1442 -3,2236 -3,2928 -3,3215 -3,2862 -3,1785 -3,0122
F3    -0,0588 -0,0435 -0,0531 -0,0573 -0,0282 0,0529 0,1911 0,3702 0,5557 0,7145 0,8358 0,9307 1,0156 1,0945 1,1557 1,1811 1,1610 1,1015 1,0195 0,9301 0,8406 0,7515 0,6631 0,5760 0,4871 0,3895 0,2793 0,1598 0,0368 -0,0879 -0,2172 -0,3555 -0,5070 -0,6711 -0,8356 -0,9772 -1,0747 -1,1213 -1,1235 -1,0941 -1,0440 -0,9777 -0,8968 -0,8101 -0,7359 -0,6928 -0,6892 -0,7212 -0,7763 -0,8438 -0,9224 -1,0168 -1,1284 -1,2464 -1,3457 -1,3977 -1,3923 -1,3443 -1,2800 -1,2226 -1,1886 -1,1898 -1,2286 -1,2927 -1,3581 -1,3985 -1,3958 -1,3464 -1,2615 -1,1613 -1,0726 -1,0276 -1,0578 -1,1830 -1,4038 -1,7010 -2,0390 -2,3740 -2,6630 -2,8685 -2,9620 -2,9295 -2,7773 -2,5308 -2,2239 -1,8899 -1,5566 -1,2414 -0,9512 -0,6897 -0,4654 -0,2889 -0,1651 -0,0906 -0,0595 -0,0651 -0,0975 -0,1428 -0,1880 -0,2250 -0,2499 -0,2631 -0,2707 -0,2853 -0,3230 -0,3982 -0,5182 -0,6791 -0,8689 -1,0710 -1,2641 -1,4250 -1,5357 -1,5882 -1,5880 -1,5558 -1,5220 -1,5130 -1,5341 -1,5683 -1,5915 -1,5904 -1,5705 -1,5490 -1,5420 -1,5579 -1,5995 -1,6659 -1,7511 -1,8428 -1,9227 -1,9719 -1,9784 -1,9427 -1,8753 -1,7898 -1,6967 -1,6034 -1,5135 -1,4273 -1,3461 -1,2728 -1,2061 -1,1334 -1,0337 -0,8894 -0,6948 -0,4567 -0,1921 0,0791 0,3483 0,6210 0,9065 1,2054 1,5101 1,8126 2,1072 2,3851 2,6323 2,8365 2,9915 3,0983 3,1619 3,1891 3,1895 3,1744 3,1555 3,1433 3,1436 3,1540 3,1671 3,1757 3,1764 3,1697 3,1581 3,1446 3,1298 3,1072 3,0628 2,9835 2,8630 2,7021 2,5060 2,2847 2,0530 1,8273 1,6218 1,4481 1,3131 1,2179 1,1591 1,1338 1,1436 1,1939 1,2865 1,4152 1,5673 1,7235 1,8600 1,9529 1,9828 1,9407 1,8350 1,6934 1,5525 1,4443 1,3868 1,3803 1,4088 1,4480 1,4793 1,5004 1,5212 1,5543 1,6117 1,7039 1,8306 1,9721 2,0938 2,1639 2,1649 2,0952 1,9676 1,8081 1,6498 1,5208 1,4381 1,4096 1,4356 1,5075 1,6113 1,7365 1,8803 2,0417 2,2151 2,3890 2,5453 2,6622 2,7250 2,7369 2,7158 2,6802 2,6404 2,5993 2,5560 2,5073 2,4520 2,3939 2,3404 2,2983 2,2716 2,2605 2,2627 2,2753 2,2966 2,3285 2,3746 2,4364 2,5113 2,5935 2,6736 2,7364 2,7666 2,7590 2,7217 2,6648 2,5939 2,5134 2,4305 2,3525 2,2846 2,2291 2,1859 2,1524 2,1250 2,1004 2,0766 2,0555 2,0418 2,0376 2,0366 2,0292 2,0101 1,9786 1,9391 1,9076 1,9120 1,9766 2,1059 2,2838 2,4832 2,6756 2,8415 2,9785 3,0971 3,2104 3,3275 3,4497 3,5677 3,6612 3,7033 3,6736 3,5717 3,4173 3,2348 3,0395 2,8380 2,6375 2,4502 2,2887 2,1576 2,0527 1,9656 1,8912 1,8326 1,8026 1,8190 1,8910 2,0107 2,1583 2,3132 2,4584 2,5792 2,6655 2,7209 2,7645 2,8191 2,8943 2,9835 3,0754 3,1630 3,2442 3,3192 3,3906 3,4638 3,5442 3,6366 3,7428 3,8617 3,9882 4,1106 4,2114 4,2728 4,2813 4,2338 4,1410 4,0265 3,9169 3,8297 3,7630 3,7004 3,6253 3,5346 3,4383 3,3476 3,2659 3,1877 3,1012 2,9950 2,8669 2,7270 2,5944 2,4864 2,4102 2,3627 2,3368 2,3273 2,3321 2,3509 2,3821 2,4247 2,4775 2,5325 2,5756 2,5983 2,6053 2,6041 2,5942 2,5701 2,5309 2,4797 2,4155 2,3320 2,2222 2,0834 1,9237 1,7672 1,6465 1,5897 1,6099 1,7048 1,8649 2,0816 2,3428 2,6270 2,9043 3,1452 3,3279 3,4419 3,4891 3,4809 3,4324 3,3563 3,2620 3,1593 3,0606 2,9787 2,9214 2,8861 2,8620 2,8380 2,8090 2,7743 2,7345 2,6922 2,6537 2,6245 2,5982 2,5511 2,4525 2,2810 2,0346 1,7367 1,4349 1,1821 1,0123 0,9307 0,9189 0,9448 0,9725 0,9738 0,9390 0,8789 0,8165 0,7723 0,7551 0,7649 0,7988 0,8531 0,9226 1,0011 1,0799 1,1467 1,1902 1,2065 1,2022 1,1901 1,1817 1,1802 1,1811 1,1772 1,1625 1,1322 1,0823 1,0104 0,9176 0,8061 0,6762 0,5295 0,3777 0,2391 0,1261 0,0359 -0,0423 -0,1152 -0,1853 -0,2581 -0,3436 -0,4535 -0,5985 -0,7865 -1,0208 -1,2966 -1,5965 -1,8915 -2,1522 -2,3599 -2,5109 -2,6140 -2,6845 -2,7358 -2,7767 -2,8135 -2,8545 -2,9098 -2,9863 -3,0815 -3,1846 -3,2787 -3,3432 -3,3613 -3,3265 -3,2439 -3,1258 -2,9871 -2,8418 -2,6969 -2,5477 -2,3791 -2,1773 -1,9424 -1,6900 -1,4420 -1,2156 -1,0189 -0,8522 -0,7122 -0,5952 -0,4956 -0,4008 -0,2950 -0,1726 -0,0441 0,0742 0,1747 0,2612 0,3424 0,4230 0,5000 0,5628 0,5954 0,5805 0,5068 0,3728 0,1886 -0,0206 -0,2182 -0,3735 -0,4770 -0,5413 -0,5913 -0,6512 -0,7337 -0,8369 -0,9510 -1,0678 -1,1856 -1,3085 -1,4449 -1,6048 -1,7901 -1,9882 -2,1793 -2,3486 -2,4901 -2,6041 -2,6963 -2,7794 -2,8692 -2,9774 -3,1050 -3,2380 -3,3520 -3,4253 -3,4523 -3,4459 -3,4296 -3,4261 -3,4463 -3,4844 -3,5272 -3,5644 -3,5914 -3,6068 -3,6091 -3,5972 -3,5732 -3,5450 -3,5216 -3,5082 -3,5067 -3,5179 -3,5404 -3,5678 -3,5888 -3,5917 -3,5716 -3,5373 -3,5113 -3,5124 -3,5417 -3,5878 -3,6402 -3,6894 -3,7217 -3,7226 -3,6837 -3,6061 -3,5018 -3,3914 -3,2975 -3,2384 -3,2230 -3,2474 -3,2943 -3,3341 -3,3321 -3,2597 -3,1098 -2,9062
F7    0,3662 0,3807 0,3969 0,4384 0,5141 0,6165 0,7296 0,8345 0,9136 0,9585 0,9726 0,9673 0,9539 0,9360 0,9074 0,8569 0,7782 0,6749 0,5555 0,4260 0,2860 0,1343 -0,0218 -0,1666 -0,2875 -0,3856 -0,4713 -0,5533 -0,6331 -0,7060 -0,7647 -0,8042 -0,8264 -0,8399 -0,8510 -0,8571 -0,8517 -0,8318 -0,7968 -0,7451 -0,6760 -0,5917 -0,4977 -0,4036 -0,3194 -0,2478 -0,1852 -0,1299 -0,0866 -0,0660 -0,0780 -0,1237 -0,1958 -0,2829 -0,3712 -0,4460 -0,4978 -0,5246 -0,5290 -0,5184 -0,5044 -0,5007 -0,5152 -0,5442 -0,5726 -0,5831 -0,5646 -0,5182 -0,4564 -0,3987 -0,3663 -0,3790 -0,4482 -0,5733 -0,7451 -0,9507 -1,1736 -1,3917 -1,5758 -1,6948 -1,7235 -1,6505 -1,4833 -1,2467 -0,9728 -0,6916 -0,4278 -0,1960 0,0004 0,1622 0,2848 0,3598 0,3839 0,3627 0,3060 0,2210 0,1128 -0,0121 -0,1426 -0,2641 -0,3636 -0,4342 -0,4769 -0,4990 -0,5130 -0,5344 -0,5766 -0,6458 -0,7432 -0,8677 -1,0143 -1,1684 -1,3060 -1,4020 -1,4448 -1,4446 -1,4259 -1,4085 -1,3956 -1,3755 -1,3323 -1,2568 -1,1542 -1,0431 -0,9426 -0,8646 -0,8151 -0,7975 -0,8103 -0,8451 -0,8899 -0,9343 -0,9740 -1,0147 -1,0656 -1,1270 -1,1860 -1,2262 -1,2375 -1,2204 -1,1888 -1,1630 -1,1570 -1,1665 -1,1694 -1,1383 -1,0537 -0,9104 -0,7169 -0,4891 -0,2414 0,0147 0,2667 0,5026 0,7182 0,9217 1,1246 1,3280 1,5202 1,6870 1,8223 1,9303 2,0196 2,0957 2,1599 2,2108 2,2464 2,2664 2,2703 2,2533 2,2088 2,1323 2,0243 1,8924 1,7518 1,6226 1,5204 1,4484 1,3948 1,3377 1,2566 1,1403 0,9871 0,8010 0,5928 0,3798 0,1811 0,0127 -0,1162 -0,2035 -0,2501 -0,2572 -0,2252 -0,1543 -0,0450 0,0995 0,2705 0,4547 0,6356 0,7936 0,9093 0,9719 0,9883 0,9810 0,9729 0,9772 0,9978 1,0332 1,0766 1,1153 1,1372 1,1391 1,1256 1,1053 1,0904 1,0954 1,1280 1,1829 1,2440 1,2929 1,3162 1,3092 1,2751 1,2205 1,1491 1,0623 0,9680 0,8846 0,8311 0,8137 0,8274 0,8650 0,9242 1,0058 1,1098 1,2308 1,3567 1,4729 1,5705 1,6492 1,7108 1,7512 1,7605 1,7304 1,6597 1,5535 1,4246 1,2964 1,1959 1,1414 1,1359 1,1711 1,2347 1,3126 1,3924 1,4682 1,5406 1,6121 1,6827 1,7487 1,8004 1,8225 1,8047 1,7553 1,6957 1,6432 1,6034 1,5765 1,5607 1,5515 1,5424 1,5267 1,4996 1,4589 1,4041 1,3336 1,2445 1,1382 1,0243 0,9167 0,8236 0,7474 0,6919 0,6624 0,6621 0,6947 0,7665 0,8828 1,0408 1,2278 1,4245 1,6110 1,7753 1,9184 2,0490 2,1734 2,2907 2,3922 2,4637 2,4907 2,4621 2,3754 2,2421 2,0857 1,9316 1,7958 1,6823 1,5880 1,5096 1,4436 1,3852 1,3271 1,2630 1,1901 1,1129 1,0454 1,0061 1,0063 1,0445 1,1129 1,2049 1,3128 1,4221 1,5150 1,5819 1,6263 1,6600 1,6949 1,7405 1,8042 1,8891 1,9901 2,0961 2,1956 2,2811 2,3500 2,4023 2,4406 2,4684 2,4869 2,4943 2,4882 2,4683 2,4378 2,4024 2,3675 2,3367 2,3135 2,2992 2,2877 2,2664 2,2255 2,1651 2,0914 2,0062 1,9039 1,7778 1,6252 1,4519 1,2775 1,1333 1,0491 1,0356 1,0796 1,1553 1,2399 1,3200 1,3920 1,4554 1,5052 1,5320 1,5265 1,4845 1,4112 1,3238 1,2432 1,1808 1,1332 1,0908 1,0484 1,0085 0,9747 0,9442 0,9073 0,8540 0,7811 0,6974 0,6209 0,5716 0,5631 0,5981 0,6699 0,7666 0,8757 0,9832 1,0731 1,1298 1,1460 1,1265 1,0880 1,0529 1,0382 1,0475 1,0742 1,1081 1,1436 1,1802 1,2178 1,2499 1,2635 1,2461 1,1948 1,1182 1,0346 0,9693 0,9461 0,9742 1,0407 1,1139 1,1568 1,1391 1,0443 0,8768 0,6662 0,4579 0,2926 0,1912 0,1511 0,1536 0,1759 0,2011 0,2206 0,2321 0,2398 0,2514 0,2725 0,3039 0,3425 0,3830 0,4223 0,4606 0,4976 0,5265 0,5378 0,5275 0,5010 0,4681 0,4389 0,4221 0,4250 0,4503 0,4922 0,5398 0,5820 0,6124 0,6313 0,6379 0,6241 0,5812 0,5117 0,4298 0,3481 0,2665 0,1789 0,0842 -0,0130 -0,1110 -0,2154 -0,3362 -0,4838 -0,6642 -0,8730 -1,0922 -1,2934 -1,4469 -1,5336 -1,5525 -1,5218 -1,4746 -1,4476 -1,4678 -1,5447 -1,6712 -1,8302 -2,0020 -2,1687 -2,3157 -2,4327 -2,5120 -2,5469 -2,5342 -2,4760 -2,3795 -2,2563 -2,1179 -1,9726 -1,8244 -1,6745 -1,5230 -1,3710 -1,2229 -1,0854 -0,9641 -0,8609 -0,7737 -0,6975 -0,6276 -0,5627 -0,5022 -0,4404 -0,3658 -0,2710 -0,1629 -0,0591 0,0252 0,0853 0,1235 0,1418 0,1386 0,1096 0,0495 -0,0443 -0,1659 -0,3036 -0,4442 -0,5744 -0,6810 -0,7563 -0,8037 -0,8378 -0,8789 -0,9437 -1,0372 -1,1504 -1,2629 -1,3528 -1,4075 -1,4289 -1,4307 -1,4302 -1,4398 -1,4615 -1,4886 -1,5122 -1,5260 -1,5295 -1,5293 -1,5374 -1,5668 -1,6281 -1,7252 -1,8479 -1,9699 -2,0602 -2,1013 -2,0957 -2,0609 -2,0192 -1,9889 -1,9805 -1,9992 -2,0473 -2,1222 -2,2147 -2,3108 -2,3978 -2,4713 -2,5336 -2,5855 -2,6231 -2,6439 -2,6510 -2,6482 -2,6352 -2,6086 -2,5646 -2,5021 -2,4260 -2,3503 -2,2925 -2,2627 -2,2579 -2,2682 -2,2823 -2,2904 -2,2888 -2,2812 -2,2733 -2,2684 -2,2676 -2,2717 -2,2825 -2,3019 -2,3305 -2,3657 -2,3976 -2,4058 -2,3638 -2,2544 -2,0850
