Fp1   -2,6663 -3,1432 -3,2441 -2,8571 -1,9684 -0,6529 0,9559 2,6705 4,2200 5,3028 5,7671 5,7177 5,3901 4,9431 4,3923 3,6939 2,8548 1,9566 1,0598 0,1310 -0,8499 -1,7305 -2,2361 -2,2129 -1,7844 -1,2594 -0,9116 -0,8216 -0,8753 -0,8977 -0,8008 -0,6009 -0,3295 0,0276 0,5134 1,1377 1,7986 2,2705 2,3287 1,8729 0,9150 -0,4566 -2,0391 -3,5187 -4,5919 -5,0873 -4,9821 -4,3418 -3,2570 -1,8031 -0,0254 2,0157 4,1458 6,0503 7,3947 7,9848 7,8345 7,1283 6,1173 5,0117 3,9477 3,0198 2,2853 1,7340 1,3079 0,9586 0,6812 0,5271 0,5842 0,8764 1,2686 1,5276 1,5056 1,2568 0,9842 0,9071 1,1857 1,8923 2,9679 4,2184 5,3899 6,2454 6,5804 6,2292 5,1217 3,3740 1,3287 -0,5505 -1,9083 -2,6608 -2,9436 -2,9185 -2,6159 -1,9272 -0,7541 0,8323 2,5795 4,1732 5,3459 5,9180 5,8172 5,0975 3,9183 2,4883 1,0199 -0,3064 -1,3878 -2,2396 -2,9708 -3,6919 -4,4594 -5,3027 -6,2329 -7,1934 -8,0719 -8,8149 -9,5128 -10,3451 -11,4291 -12,7042 -13,9448 -14,8806 -15,3067 -15,1469 -14,5264 -13,7936 -13,3769 -13,5162 -14,0779 -14,6184 -14,6447 -13,8800 -12,3792 -10,4552 -8,4802 -6,7003 -5,2035 -4,0145 -3,1719 -2,7417 -2,7861 -3,2848 -4,0648 -4,8242 -5,2550 -5,1925 -4,6847 -3,9515 -3,2926 -2,9702 -3,0951 -3,5855 -4,2292 -4,8386 -5,3955 -6,0068 -6,6948 -7,2818 -7,4993 -7,1817 -6,3498 -5,1638 -3,8578 -2,6882 -1,8678 -1,5221 -1,7017 -2,3849 -3,4319 -4,5815 -5,5789 -6,3438 -6,9815 -7,6400 -8,3981 -9,2471 -10,0942 -10,7841 -11,1635 -11,1479 -10,7551 -10,1054 -9,3661 -8,6475 -7,9542 -7,2720 -6,6852 -6,3696 -6,4765 -7,0331 -7,9316 -8,9864 -10,0137 -10,8825 -11,5061 -11,8222 -11,8360 -11,6731 -11,5175 -11,4518 -11,3603 -10,9956 -10,1549 -8,8279 -7,2331 -5,7479 -4,7448 -4,3993 -4,6171 -5,1409 -5,7317 -6,2678 -6,7189 -7,0835 -7,3542 -7,5224 -7,6148 -7,7098 -7,8993 -8,2324 -8,6843 -9,1615 -9,5671 -9,8949 -10,2140 -10,5283 -10,7256 -10,6974 -10,4470 -10,0468 -9,5547 -9,0291 -8,6034 -8,4889 -8,8654 -9,7266 -10,8208 -11,7723 -12,2721 -12,1545 -11,4035 -10,1751 -8,7528 -7,4288 -6,4355 -5,9148 -5,8788 -6,2140 -6,7149 -7,1027 -7,1098 -6,6594 -5,9685 -5,4094 -5,2314 -5,4122 -5,7590 -6,1101 -6,4369 -6,7908 -7,2010 -7,6339 -7,9926 -8,1078 -7,7716 -6,8654 -5,5213 -4,1760 -3,4109 -3,6387 -4,8628 -6,7049 -8,6465 -10,2714 -11,3431 -11,7336 -11,3569 -10,2274 -8,5865 -6,9065 -5,7023 -5,2842 -5,6173 -6,3827 -7,2030 -7,8414 -8,2312 -8,4072 -8,4613 -8,5314 -8,7707 -9,2905 -10,1055 -11,1034 -12,0621 -12,7301 -12,9193 -12,5744 -11,8204 -10,9483 -10,2744 -9,9445 -9,8525 -9,7212 -9,2534 -8,2813 -6,8743 -5,3316 -4,0546 -3,4135 -3,6747 -4,9248 -6,9895 -9,4431 -11,7379 -13,3753 -14,0735 -13,9036 -13,2706 -12,6627 -12,3476 -12,2784 -12,2198 -11,9223 -11,2474 -10,2375 -9,0775 -7,9568 -6,9904 -6,2791 -5,9787 -6,2446 -7,1106 -8,4331 -9,9372 -11,3277 -12,4089 -13,1415 -13,5800 -13,7413 -13,5567 -12,9732 -12,0854 -11,1237 -10,2962 -9,6821 -9,2674 -9,0085 -8,8343 -8,6595 -8,4407 -8,1895 -7,8913 -7,4525 -6,7976 -6,0153 -5,3603 -5,1021 -5,3687 -6,0988 -7,1121 -8,2006 -9,1426 -9,6892 -9,6426 -9,0037 -8,0128 -6,9993 -6,1762 -5,5789 -5,1728 -4,9577 -4,9329 -5,0092 -5,0322 -4,9226 -4,7558 -4,6918 -4,8689 -5,3736 -6,2305 -7,3542 -8,5321 -9,4784 -9,9372 -9,7936 -9,1094 -8,0377 -6,7068 -5,2017 -3,6597 -2,3398 -1,5256 -1,3373 -1,6705 -2,3171 -3,1024 -3,9207 -4,7140 -5,4548 -6,1243 -6,6888 -7,1119 -7,3942 -7,5885 -7,7665 -7,9547 -8,0831 -7,9946 -7,5184 -6,5507 -5,0966 -3,2865 -1,3644 0,3509 1,5293 1,9632 1,6985 1,0048 0,2299 -0,3111 -0,4357 -0,2148 0,0304 -0,0668 -0,6528 -1,5280 -2,2694 -2,5147 -2,1339 -1,1564 0,3577 2,2970 4,3899 6,2013 7,2899 7,4112 6,6343 5,3171 3,9411 2,8765 2,2238 1,8688 1,7062 1,7711 2,1234 2,6897 3,2839 3,7333 3,9492 3,9179 3,6707 3,2543 2,7011 2,0453 1,4068 1,0328 1,1777 1,9037 3,0037 4,1140 4,9098 5,2296 5,0746 4,5567 3,8652 3,2388 2,8869 2,8877 3,1650 3,5532 3,8594 3,8724 3,3941 2,3569 0,9416 -0,4285 -1,2522 -1,1737 -0,1224 1,6530 3,6293 5,1757 5,8112 5,3932 4,1327 2,4464 0,7395 -0,7232 -1,7973 -2,4337 -2,7254 -2,9098 -3,2643 -3,9766 -5,0709 -6,3997 -7,6835 -8,6062 -8,9446 -8,6692 -7,9672 -7,1491 -6,4741 -6,0235 -5,7270 -5,4622 -5,0992 -4,5063 -3,5945 -2,3750 -0,9735 0,4157 1,6176 2,5285 3,1119 3,4004 3,4998 3,5318 3,5642 3,6245 3,7431 3,9387 4,1819 4,4111 4,5659 4,5595 4,2398 3,4633 2,2704 0,9692 -0,0233 -0,4535 -0,3426 0,1412 0,8819 1,8836 3,1626 4,6134 5,9962 7,0277 7,4915 7,3216 6,6098 5,5209 4,1958 2,7363 1,2635 -0,0508 -1,0264 -1,5350 -1,5187 -0,9590 0,1302 1,6352 3,3178 4,9181 6,2692 7,2932 7,9321 8,1462 7,9969 7,6815 7,4314 7,3569 7,3467 7,0763 6,1835 4,5435 2,3912 0,1817 -1,6470 -2,8413 -3,3627 -3,3013 -2,7755 -1,8897 -0,7545 0,4873 1,6695 2,6135 3,1502 3,1834 2,7464 1,9804 1,0139 -0,1453 -1,5530 -3,1673 -4,7724 -6,0352 -6,6555 -6,5687 -6,0316 -5,4503 -5,1127 -5,0803 -5,2450 -5,4157 -5,3919
Fz    -2,4576 -2,5130 -2,4922 -2,3706 -2,1467 -1,8381 -1,4687 -1,0613 -0,6412 -0,2350 0,1441 0,4981 0,8182 1,0604 1,1563 1,0479 0,7251 0,2424 -0,3073 -0,8340 -1,2654 -1,5371 -1,5983 -1,4436 -1,1352 -0,7800 -0,4799 -0,2916 -0,2183 -0,2291 -0,2955 -0,4079 -0,5537 -0,6903 -0,7469 -0,6513 -0,3670 0,0831 0,6289 1,1826 1,6581 1,9920 2,1716 2,2417 2,2737 2,3277 2,4350 2,5988 2,7952 2,9760 3,0911 3,1140 3,0398 2,8714 2,6205 2,3161 1,9969 1,6898 1,3909 1,0705 0,7027 0,2938 -0,1220 -0,5120 -0,8633 -1,1715 -1,4181 -1,5592 -1,5432 -1,3506 -1,0201 -0,6354 -0,2912 -0,0567 0,0423 0,0182 -0,0889 -0,2183 -0,3138 -0,3606 -0,3956 -0,4893 -0,7173 -1,1309 -1,7440 -2,5302 -3,4166 -4,2927 -5,0511 -5,6266 -6,0070 -6,2164 -6,2871 -6,2379 -6,0821 -5,8490 -5,5818 -5,3152 -5,0682 -4,8557 -4,6890 -4,5677 -4,4805 -4,4109 -4,3314 -4,2030 -3,9958 -3,7146 -3,3986 -3,0962 -2,8412 -2,6461 -2,5062 -2,4125 -2,3732 -2,4232 -2,6140 -2,9953 -3,5919 -4,3752 -5,2516 -6,0853 -6,7410 -7,1274 -7,2344 -7,1434 -6,9876 -6,8752 -6,8274 -6,7800 -6,6368 -6,3375 -5,8933 -5,3719 -4,8499 -4,3725 -3,9487 -3,5700 -3,2269 -2,9211 -2,6747 -2,5146 -2,4426 -2,4155 -2,3488 -2,1561 -1,7980 -1,3003 -0,7465 -0,2603 0,0307 0,0480 -0,1976 -0,6179 -1,1054 -1,5783 -1,9839 -2,2808 -2,4330 -2,4197 -2,2390 -1,9022 -1,4393 -0,9071 -0,3779 0,0841 0,4353 0,6511 0,7219 0,6525 0,4548 0,1368 -0,2924 -0,8034 -1,3442 -1,8577 -2,2949 -2,6108 -2,7633 -2,7320 -2,5331 -2,2100 -1,8167 -1,4115 -1,0409 -0,7160 -0,4163 -0,1237 0,1421 0,3180 0,3274 0,1200 -0,3115 -0,9342 -1,6798 -2,4563 -3,1748 -3,7791 -4,2569 -4,6318 -4,9418 -5,2206 -5,4950 -5,7890 -6,1217 -6,4998 -6,9096 -7,3171 -7,6795 -7,9605 -8,1447 -8,2481 -8,3067 -8,3459 -8,3549 -8,2904 -8,1103 -7,8082 -7,4237 -7,0342 -6,7290 -6,5769 -6,6084 -6,8165 -7,1542 -7,5349 -7,8669 -8,1030 -8,2504 -8,3288 -8,3310 -8,2294 -8,0207 -7,7563 -7,5183 -7,3550 -7,2404 -7,1054 -6,8964 -6,5917 -6,1840 -5,6721 -5,0610 -4,3661 -3,6234 -2,8890 -2,2109 -1,6042 -1,0565 -0,5490 -0,0763 0,3319 0,6032 0,6629 0,4956 0,1581 -0,2609 -0,6844 -1,0680 -1,3947 -1,6483 -1,8004 -1,8207 -1,6890 -1,4036 -0,9909 -0,5108 -0,0533 0,2811 0,4185 0,3391 0,0766 -0,3006 -0,7121 -1,0845 -1,3629 -1,5119 -1,5179 -1,3994 -1,2130 -1,0389 -0,9430 -0,9392 -0,9882 -1,0346 -1,0473 -1,0328 -1,0227 -1,0498 -1,1287 -1,2497 -1,3886 -1,5212 -1,6254 -1,6724 -1,6227 -1,4348 -1,0877 -0,6079 -0,0741 0,4155 0,7951 1,0661 1,2883 1,5265 1,7913 2,0249 2,1445 2,0953 1,8606 1,4381 0,8386 0,1210 -0,5865 -1,1218 -1,3639 -1,2889 -0,9708 -0,5360 -0,1000 0,2759 0,5880 0,8673 1,1557 1,4845 1,8554 2,2415 2,6089 2,9333 3,1934 3,3561 3,3876 3,2796 3,0588 2,7751 2,4771 2,1964 1,9515 1,7659 1,6757 1,7148 1,8890 2,1618 2,4749 2,7789 3,0397 3,2347 3,3671 3,4750 3,6076 3,7870 4,0004 4,2290 4,4693 4,7177 4,9451 5,0919 5,0927 4,9175 4,5993 4,2184 3,8517 3,5363 3,2763 3,0639 2,8850 2,7193 2,5533 2,3921 2,2552 2,1608 2,1154 2,1195 2,1779 2,2933 2,4465 2,5949 2,6913 2,6909 2,5468 2,2288 1,7620 1,2392 0,7844 0,4953 0,4038 0,4816 0,6834 0,9835 1,3665 1,7941 2,1998 2,5243 2,7551 2,9230 3,0652 3,1939 3,2898 3,3101 3,2047 2,9415 2,5242 1,9834 1,3527 0,6598 -0,0603 -0,7516 -1,3444 -1,7728 -1,9862 -1,9567 -1,6893 -1,2319 -0,6656 -0,0756 0,4692 0,9258 1,2844 1,5652 1,8016 2,0299 2,2767 2,5412 2,7934 2,9943 3,1221 3,1936 3,2565 3,3555 3,5177 3,7724 4,1524 4,6624 5,2585 5,8572 6,3631 6,7065 6,8774 6,9252 6,9208 6,9135 6,9069 6,8645 6,7480 6,5548 6,3188 6,0895 5,9095 5,7913 5,7123 5,6381 5,5480 5,4385 5,3174 5,2036 5,1358 5,1761 5,3875 5,7886 6,3280 6,9030 7,4064 7,7631 7,9359 7,9203 7,7444 7,4661 7,1507 6,8386 6,5386 6,2461 5,9560 5,6542 5,3159 4,9322 4,5422 4,2309 4,0863 4,1473 4,3850 4,7143 5,0144 5,1663 5,0982 4,8063 4,3495 3,8234 3,3188 2,8915 2,5718 2,3865 2,3501 2,4428 2,6091 2,7812 2,8988 2,9125 2,7897 2,5349 2,2056 1,8959 1,6952 1,6597 1,8015 2,0923 2,4749 2,8865 3,2919 3,7036 4,1629 4,7028 5,3289 6,0197 6,7338 7,4145 7,9923 8,3993 8,5935 8,5693 8,3527 8,0030 7,6059 7,2427 6,9531 6,7300 6,5502 6,4064 6,3040 6,2467 6,2454 6,3305 6,5352 6,8700 7,3103 7,8032 8,2945 8,7566 9,1858 9,5772 9,9063 10,1275 10,1915 10,0716 9,7757 9,3281 8,7515 8,0735 7,3434 6,6349 6,0322 5,6097 5,4149 5,4632 5,7393 6,1926 6,7447 7,3201 7,8671 8,3426 8,6889 8,8437 8,7852 8,5592 8,2490 7,9149 7,5559 7,1153 6,5262 5,7743 4,9271 4,1002 3,3880 2,8115 2,3250 1,8809 1,4825 1,1761 1,0038 0,9698 1,0402 1,1567 1,2522 1,2700 1,1812 0,9836 0,6809 0,2671 -0,2578 -0,8624 -1,4827 -2,0469 -2,5036 -2,8426 -3,0924 -3,2834 -3,4144 -3,4567 -3,3785 -3,1580 -2,7948
F3    -1,9758 -1,8978 -1,8604 -1,8321 -1,7810 -1,6876 -1,5462 -1,3553 -1,1099 -0,8003 -0,4122 0,0549 0,5568 0,9971 1,2611 1,2654 0,9953 0,5129 -0,0752 -0,6625 -1,1588 -1,4846 -1,5719 -1,3902 -0,9832 -0,4693 0,0065 0,3336 0,4743 0,4609 0,3506 0,1804 -0,0319 -0,2525 -0,4134 -0,4358 -0,2729 0,0623 0,5052 0,9667 1,3582 1,6121 1,7065 1,6754 1,5899 1,5239 1,5323 1,6376 1,8201 2,0211 2,1657 2,1936 2,0750 1,8174 1,4724 1,1326 0,8998 0,8301 0,8897 0,9627 0,9177 0,6905 0,3157 -0,1119 -0,4953 -0,7659 -0,8893 -0,8608 -0,6962 -0,4258 -0,0959 0,2301 0,4836 0,6167 0,6185 0,5091 0,3330 0,1546 0,0347 0,0002 0,0303 0,0617 0,0158 -0,1634 -0,4941 -0,9686 -1,5526 -2,1772 -2,7553 -3,2178 -3,5385 -3,7328 -3,8340 -3,8680 -3,8486 -3,7889 -3,7055 -3,6124 -3,5171 -3,4219 -3,3250 -3,2208 -3,1063 -2,9854 -2,8624 -2,7289 -2,5670 -2,3685 -2,1445 -1,9137 -1,6912 -1,4909 -1,3280 -1,2173 -1,1748 -1,2221 -1,3906 -1,7225 -2,2583 -3,0070 -3,9183 -4,8824 -5,7511 -6,3774 -6,6780 -6,6849 -6,5315 -6,3674 -6,2665 -6,1949 -6,0522 -5,7487 -5,2641 -4,6532 -4,0086 -3,4117 -2,9040 -2,4857 -2,1340 -1,8308 -1,5807 -1,4044 -1,3219 -1,3308 -1,3863 -1,4102 -1,3335 -1,1376 -0,8697 -0,6322 -0,5454 -0,6889 -1,0549 -1,5575 -2,0944 -2,6024 -3,0615 -3,4578 -3,7511 -3,8793 -3,7879 -3,4476 -2,8630 -2,0816 -1,1887 -0,2855 0,5267 1,1486 1,4979 1,5377 1,2885 0,8084 0,1703 -0,5403 -1,2269 -1,8003 -2,1999 -2,3965 -2,3836 -2,1833 -1,8550 -1,4754 -1,1103 -0,8140 -0,6298 -0,5663 -0,5848 -0,6289 -0,6705 -0,7280 -0,8457 -1,0628 -1,3977 -1,8401 -2,3414 -2,8205 -3,1957 -3,4190 -3,4930 -3,4696 -3,4306 -3,4528 -3,5823 -3,8268 -4,1584 -4,5303 -4,9041 -5,2664 -5,6214 -5,9681 -6,2907 -6,5739 -6,8148 -7,0083 -7,1260 -7,1184 -6,9484 -6,6180 -6,1673 -5,6666 -5,2072 -4,8798 -4,7519 -4,8512 -5,1491 -5,5642 -6,0064 -6,4268 -6,8190 -7,1782 -7,4665 -7,6242 -7,6194 -7,4840 -7,2989 -7,1353 -7,0081 -6,8905 -6,7605 -6,6108 -6,4273 -6,1802 -5,8354 -5,3726 -4,8082 -4,1989 -3,6063 -3,0586 -2,5499 -2,0712 -1,6376 -1,2933 -1,0957 -1,0808 -1,2248 -1,4497 -1,6751 -1,8602 -2,0044 -2,1205 -2,2105 -2,2517 -2,1965 -1,9955 -1,6364 -1,1669 -0,6835 -0,2953 -0,0859 -0,0898 -0,2919 -0,6417 -1,0635 -1,4671 -1,7739 -1,9478 -1,9993 -1,9631 -1,8796 -1,7920 -1,7415 -1,7437 -1,7681 -1,7575 -1,6727 -1,5203 -1,3475 -1,2172 -1,1765 -1,2362 -1,3713 -1,5360 -1,6824 -1,7694 -1,7632 -1,6341 -1,3607 -0,9482 -0,4457 0,0610 0,4782 0,7433 0,8640 0,9168 0,9768 1,0460 1,0552 0,9275 0,6354 0,2029 -0,3346 -0,9505 -1,5987 -2,1829 -2,5756 -2,6806 -2,4863 -2,0648 -1,5341 -1,0203 -0,6223 -0,3738 -0,2304 -0,0987 0,1078 0,4207 0,8106 1,2207 1,5997 1,9043 2,0889 2,1198 2,0035 1,7913 1,5507 1,3270 1,1305 0,9603 0,8312 0,7693 0,7897 0,8869 1,0434 1,2503 1,5121 1,8257 2,1677 2,5119 2,8471 3,1703 3,4670 3,7107 3,8830 3,9835 4,0251 4,0244 3,9853 3,8856 3,6898 3,3860 3,0072 2,6133 2,2541 1,9608 1,7575 1,6574 1,6476 1,6910 1,7486 1,7944 1,8107 1,7885 1,7482 1,7494 1,8579 2,0962 2,4286 2,7820 3,0657 3,1830 3,0640 2,7127 2,2202 1,7177 1,3091 1,0372 0,9028 0,9021 1,0333 1,2753 1,5745 1,8615 2,0873 2,2511 2,3895 2,5414 2,7161 2,8850 2,9934 2,9830 2,8142 2,4806 2,0092 1,4454 0,8372 0,2352 -0,3014 -0,7164 -0,9708 -1,0403 -0,9089 -0,5830 -0,1131 0,4177 0,9381 1,4144 1,8367 2,2016 2,5051 2,7373 2,8833 2,9313 2,8819 2,7529 2,5787 2,4019 2,2587 2,1648 2,1114 2,0834 2,0857 2,1465 2,2962 2,5451 2,8731 3,2317 3,5672 3,8563 4,1184 4,3929 4,7037 5,0297 5,3005 5,4352 5,3938 5,1927 4,8917 4,5752 4,3195 4,1671 4,1284 4,1913 4,3187 4,4529 4,5427 4,5721 4,5681 4,5764 4,6237 4,7004 4,7738 4,8107 4,7874 4,6888 4,5107 4,2702 4,0075 3,7646 3,5623 3,4006 3,2776 3,2004 3,1773 3,2093 3,3033 3,4817 3,7651 4,1443 4,5694 4,9668 5,2564 5,3541 5,1846 4,7201 4,0053 3,1423 2,2478 1,4107 0,6793 0,0877 -0,3211 -0,5174 -0,5207 -0,3969 -0,2212 -0,0562 0,0403 0,0146 -0,1512 -0,4069 -0,6505 -0,7820 -0,7479 -0,5535 -0,2517 0,0818 0,3818 0,6252 0,8440 1,1025 1,4556 1,9214 2,4835 3,1011 3,7098 4,2257 4,5688 4,6892 4,5762 4,2627 3,8322 3,4011 3,0663 2,8578 2,7380 2,6486 2,5642 2,4931 2,4428 2,4131 2,4077 2,4242 2,4454 2,4485 2,4194 2,3695 2,3461 2,4175 2,6344 2,9920 3,4209 3,8189 4,1042 4,2452 4,2465 4,1188 3,8724 3,5301 3,1312 2,7280 2,3770 2,1260 2,0041 2,0158 2,1310 2,2990 2,4843 2,6821 2,8920 3,0827 3,1952 3,1853 3,0552 2,8369 2,5554 2,2119 1,7857 1,2514 0,6151 -0,0622 -0,6940 -1,2251 -1,6663 -2,0781 -2,5115 -2,9559 -3,3440 -3,6038 -3,7072 -3,6813 -3,5940 -3,5326 -3,5783 -3,7767 -4,1258 -4,5956 -5,1512 -5,7490 -6,3241 -6,8064 -7,1544 -7,3706 -7,4905 -7,5589 -7,6034 -7,6281 -7,6277 -7,5875 -7,4665 -7,2099
F7    -1,5628 -1,6677 -1,7428 -1,7267 -1,5572 -1,2005 -0,6739 -0,0462 0,5825 1,1134 1,4872 1,6938 1,7454 1,6530 1,4316 1,1094 0,7314 0,3549 0,0281 -0,2352 -0,4466 -0,6046 -0,6758 -0,6227 -0,4476 -0,2052 0,0309 0,2173 0,3604 0,4885 0,6047 0,6746 0,6615 0,5660 0,4335 0,3346 0,3221 0,3963 0,5112 0,6013 0,5976 0,4499 0,1565 -0,2324 -0,6407 -0,9917 -1,2121 -1,2343 -1,0210 -0,5898 -0,0045 0,6533 1,2966 1,8429 2,2353 2,4572 2,5224 2,4552 2,2687 1,9578 1,5184 0,9756 0,3848 -0,1935 -0,7087 -1,1105 -1,3402 -1,3355 -1,0576 -0,5324 0,1287 0,7612 1,2102 1,3869 1,2984 1,0400 0,7569 0,5906 0,6226 0,8392 1,1460 1,4159 1,5395 1,4570 1,1640 0,6981 0,1315 -0,4416 -0,9388 -1,3173 -1,5736 -1,7209 -1,7640 -1,6839 -1,4552 -1,0892 -0,6560 -0,2558 0,0302 0,1710 0,1787 0,0779 -0,1176 -0,3942 -0,7074 -0,9779 -1,1288 -1,1301 -1,0127 -0,8445 -0,6958 -0,6212 -0,6525 -0,7933 -1,0261 -1,3320 -1,7094 -2,1817 -2,7852 -3,5261 -4,3414 -5,1057 -5,6725 -5,9236 -5,8244 -5,4569 -4,9902 -4,5927 -4,3375 -4,1664 -3,9432 -3,5573 -2,9967 -2,3453 -1,7204 -1,2079 -0,8373 -0,5953 -0,4464 -0,3532 -0,2988 -0,2895 -0,3364 -0,4290 -0,5235 -0,5632 -0,5171 -0,4038 -0,2944 -0,2943 -0,4976 -0,9361 -1,5544 -2,2346 -2,8522 -3,3227 -3,6111 -3,7146 -3,6449 -3,4233 -3,0711 -2,6029 -2,0371 -1,4122 -0,7847 -0,2145 0,2455 0,5554 0,6923 0,6550 0,4643 0,1525 -0,2421 -0,6694 -1,0713 -1,3978 -1,6180 -1,7214 -1,7205 -1,6538 -1,5698 -1,4970 -1,4363 -1,3761 -1,3032 -1,2049 -1,0762 -0,9324 -0,8139 -0,7696 -0,8266 -0,9748 -1,1773 -1,3868 -1,5561 -1,6499 -1,6568 -1,5950 -1,5036 -1,4289 -1,4044 -1,4327 -1,4893 -1,5482 -1,6004 -1,6556 -1,7299 -1,8303 -1,9499 -2,0755 -2,2038 -2,3515 -2,5408 -2,7686 -2,9917 -3,1448 -3,1733 -3,0597 -2,8361 -2,5833 -2,4057 -2,3897 -2,5745 -2,9468 -3,4390 -3,9376 -4,3296 -4,5610 -4,6499 -4,6440 -4,5763 -4,4691 -4,3689 -4,3513 -4,4768 -4,7363 -5,0433 -5,2927 -5,4277 -5,4443 -5,3548 -5,1726 -4,9154 -4,6110 -4,3072 -4,0631 -3,9121 -3,8383 -3,7880 -3,6990 -3,5311 -3,2911 -3,0389 -2,8522 -2,7716 -2,7794 -2,8228 -2,8516 -2,8420 -2,7968 -2,7245 -2,6197 -2,4598 -2,2126 -1,8535 -1,3900 -0,8848 -0,4610 -0,2647 -0,3928 -0,8387 -1,4978 -2,2126 -2,8289 -3,2454 -3,4294 -3,3889 -3,1450 -2,7410 -2,2590 -1,8012 -1,4437 -1,2048 -1,0530 -0,9411 -0,8366 -0,7302 -0,6356 -0,5855 -0,6237 -0,7885 -1,0966 -1,5346 -2,0502 -2,5487 -2,9145 -3,0572 -2,9519 -2,6505 -2,2591 -1,8887 -1,6019 -1,3896 -1,1939 -0,9672 -0,7273 -0,5566 -0,5452 -0,7345 -1,1158 -1,6690 -2,3790 -3,2024 -4,0317 -4,7073 -5,0815 -5,0904 -4,7870 -4,3138 -3,8330 -3,4567 -3,2172 -3,0803 -2,9763 -2,8344 -2,6144 -2,3190 -1,9795 -1,6415 -1,3675 -1,2374 -1,3198 -1,6251 -2,0844 -2,5754 -2,9814 -3,2411 -3,3550 -3,3523 -3,2486 -3,0305 -2,6802 -2,2117 -1,6687 -1,0927 -0,5144 0,0273 0,4862 0,8301 1,0497 1,1498 1,1460 1,0730 0,9818 0,9123 0,8673 0,8090 0,6824 0,4503 0,1174 -0,2780 -0,6929 -1,0924 -1,4346 -1,6679 -1,7586 -1,7187 -1,5956 -1,4339 -1,2545 -1,0658 -0,8732 -0,6635 -0,3934 -0,0153 0,4783 1,0409 1,5936 2,0433 2,2871 2,2393 1,8859 1,3167 0,6928 0,1680 -0,1746 -0,3257 -0,3093 -0,1507 0,1173 0,4355 0,7233 0,9217 1,0310 1,0995 1,1774 1,2780 1,3700 1,3953 1,3018 1,0713 0,7214 0,2831 -0,2216 -0,7788 -1,3615 -1,9106 -2,3416 -2,5702 -2,5395 -2,2368 -1,6960 -0,9911 -0,2165 0,5412 1,2133 1,7424 2,0883 2,2403 2,2245 2,1026 1,9512 1,8197 1,7060 1,5703 1,3755 1,1275 0,8764 0,6719 0,5328 0,4693 0,5083 0,6814 0,9932 1,4028 1,8306 2,1965 2,4659 2,6635 2,8428 3,0372 3,2264 3,3472 3,3474 3,2296 3,0429 2,8483 2,6919 2,5888 2,5260 2,4823 2,4366 2,3635 2,2429 2,0812 1,9192 1,8177 1,8327 1,9855 2,2436 2,5303 2,7607 2,8759 2,8547 2,7135 2,5065 2,3183 2,2305 2,2819 2,4551 2,6978 2,9535 3,1757 3,3225 3,3670 3,3289 3,2871 3,3419 3,5544 3,9174 4,3564 4,7430 4,9294 4,8068 4,3526 3,6375 2,7884 1,9346 1,1807 0,6144 0,3012 0,2461 0,3735 0,5630 0,7105 0,7660 0,7297 0,6256 0,4784 0,3059 0,1191 -0,0757 -0,2652 -0,4232 -0,5227 -0,5560 -0,5430 -0,5079 -0,4440 -0,3050 -0,0333 0,4015 0,9862 1,6756 2,4080 3,1090 3,7017 4,1318 4,3855 4,4899 4,5028 4,4888 4,4802 4,4559 4,3641 4,1671 3,8576 3,4380 2,9088 2,2990 1,6890 1,1738 0,8098 0,6045 0,5455 0,6358 0,9014 1,3571 1,9629 2,6233 3,2242 3,6736 3,9206 3,9536 3,7834 3,4278 2,9111 2,2764 1,5926 0,9468 0,4263 0,0979 0,0014 0,1482 0,5094 1,0109 1,5615 2,0883 2,5415 2,8764 3,0590 3,0997 3,0610 3,0080 2,9502 2,8316 2,5664 2,0903 1,4096 0,6182 -0,1427 -0,7605 -1,2118 -1,5544 -1,8508 -2,1048 -2,2691 -2,3012 -2,2054 -2,0317 -1,8518 -1,7373 -1,7345 -1,8476 -2,0567 -2,3632 -2,8086 -3,4296 -4,1995 -5,0191 -5,7555 -6,2933 -6,5807 -6,6450 -6,5587 -6,3844 -6,1484 -5,8410 -5,4343 -4,9178
