Fp1   -2,3942 -1,4322 -0,6203 -0,1036 0,1280 0,1127 -0,2217 -0,9981 -2,1477 -3,2869 -3,8750 -3,5075 -2,1372 -0,0968 2,0968 4,0168 5,4646 6,4157 6,9063 6,9674 6,5984 5,7930 4,6250 3,2855 2,0125 0,9837 0,2311 -0,3701 -0,9905 -1,6944 -2,3858 -2,8697 -2,9834 -2,7270 -2,2788 -1,8742 -1,6754 -1,7302 -1,9836 -2,2743 -2,3633 -2,0619 -1,3746 -0,5070 0,2602 0,6891 0,6128 -0,0609 -1,2953 -2,8779 -4,4765 -5,7698 -6,5569 -6,8231 -6,7526 -6,6414 -6,7342 -7,1112 -7,6851 -8,2770 -8,7137 -8,8952 -8,7943 -8,4029 -7,6958 -6,6625 -5,3525 -3,8514 -2,2266 -0,5621 0,9375 1,9497 2,1937 1,5914 0,3202 -1,2125 -2,4592 -2,9296 -2,4451 -1,2548 0,1062 1,1075 1,4575 1,1571 0,4140 -0,4861 -1,3163 -1,9857 -2,4856 -2,7931 -2,8494 -2,6098 -2,1220 -1,5671 -1,1955 -1,1942 -1,5937 -2,2589 -2,9713 -3,5714 -4,0310 -4,3695 -4,5506 -4,5125 -4,2918 -4,1031 -4,2684 -4,9935 -6,1549 -7,2888 -7,8047 -7,2957 -5,7689 -3,6554 -1,5994 -0,1785 0,2821 -0,2373 -1,4819 -3,0258 -4,4427 -5,5030 -6,3063 -7,2177 -8,5860 -10,4856 -12,7105 -14,8974 -16,5919 -17,3419 -16,8797 -15,2250 -12,6198 -9,4169 -6,0099 -2,7747 -0,0077 2,0811 3,3175 3,5376 2,6454 0,7415 -1,7728 -4,2833 -6,2481 -7,4319 -7,9040 -7,9008 -7,6956 -7,4597 -7,1420 -6,5301 -5,4918 -4,1449 -2,8058 -1,8131 -1,3791 -1,5490 -2,2606 -3,4120 -4,8571 -6,3736 -7,6610 -8,3858 -8,3017 -7,3817 -5,8129 -3,8714 -1,8433 -0,0247 1,2990 1,9411 1,8826 1,2201 0,0849 -1,3503 -2,8410 -4,0955 -4,8506 -4,9778 -4,5693 -3,9269 -3,4401 -3,4022 -3,8638 -4,6430 -5,4874 -6,2302 -6,8310 -7,3138 -7,6498 -7,6882 -7,2469 -6,2926 -5,0303 -3,8112 -2,9126 -2,3853 -2,1240 -2,0286 -2,0359 -2,0932 -2,2167 -2,5347 -3,2002 -4,2675 -5,6540 -7,1746 -8,6029 -9,7520 -10,5029 -10,7496 -10,3954 -9,4465 -8,0176 -6,2054 -4,0497 -1,6629 0,6781 2,6163 3,8782 4,3662 4,1279 3,2399 1,7176 -0,4372 -3,0795 -5,8332 -8,1825 -9,6760 -10,0856 -9,4328 -7,9297 -5,9252 -3,8450 -2,0976 -1,0067 -0,7842 -1,4627 -2,7991 -4,3150 -5,5306 -6,1850 -6,2650 -5,9217 -5,3798 -4,8486 -4,4790 -4,3807 -4,6084 -5,0949 -5,6298 -5,9468 -5,8681 -5,3957 -4,6517 -3,7267 -2,6064 -1,2248 0,4145 2,1271 3,5688 4,4120 4,5296 4,0363 3,1820 2,2347 1,4365 0,9606 0,8556 1,0770 1,5938 2,3986 3,3901 4,3396 5,0201 5,3148 5,2360 4,9230 4,6053 4,5136 4,7699 5,2859 5,7513 5,7737 5,0774 3,6303 1,6597 -0,4358 -2,2539 -3,5542 -4,3247 -4,7280 -4,9923 -5,2884 -5,6155 -5,8059 -5,6802 -5,1889 -4,4172 -3,4893 -2,4687 -1,3702 -0,2780 0,5905 0,9488 0,5882 -0,4891 -2,0560 -3,7595 -5,2469 -6,2596 -6,6491 -6,3605 -5,4720 -4,2030 -2,7785 -1,3047 0,1717 1,5423 2,6417 3,3452 3,6591 3,7495 3,8547 4,1320 4,5933 5,1570 5,7130 6,1725 6,5118 6,7521 6,8823 6,8262 6,4865 5,8143 4,8354 3,6016 2,1524 0,5911 -0,8127 -1,6849 -1,7842 -1,1970 -0,2946 0,5051 0,9610 1,0743 1,0213 1,0492 1,3880 2,1783 3,3995 4,8269 6,0719 6,7249 6,5601 5,6885 4,5156 3,5034 2,9308 2,8298 3,0829 3,5487 4,1164 4,7093 5,2857 5,8301 6,3293 6,7747 7,1921 7,6576 8,2661 9,0375 9,8205 10,3401 10,3719 9,8353 8,7542 7,2195 5,4110 3,6226 2,2034 1,4076 1,3008 1,8186 2,8323 4,1229 5,4017 6,4436 7,1793 7,6551 7,9561 8,1641 8,3353 8,4812 8,5615 8,4889 8,1483 7,4580 6,4563 5,3289 4,3217 3,6153 3,2671 3,2400 3,4732 3,9446 4,6597 5,5602 6,4702 7,1548 7,4374 7,2900 6,8406 6,2823 5,7435 5,2380 4,7156 4,1079 3,3427 2,4109 1,4660 0,7891 0,6294 1,1354 2,3946 4,3975 6,9205 9,5163 11,6790 13,0542 13,5467 13,2742 12,4313 11,1876 9,6881 8,1106 6,6855 5,6295 5,0589 4,9725 5,2903 5,8830 6,5836 7,2148 7,6203 7,6836 7,3821 6,8406 6,2737 5,8688 5,7116 5,7391 5,7637 5,6244 5,3158 4,9482 4,6227 4,3650 4,1213 3,7706 3,1706 2,2660 1,1875 0,2086 -0,4072 -0,4811 0,0808 1,2254 2,7262 4,2954 5,7134 6,8569 7,6672 8,1276 8,2666 8,1707 7,9556 7,6835 7,3007 6,6527 5,5522 3,8593 1,5382 -1,3251 -4,5172 -7,7163 -10,5742 -12,8223 -14,3180 -15,0399 -15,0861 -14,6573 -13,9795 -13,2241 -12,4612 -11,6119 -10,4650 -8,8492 -6,8309 -4,7209 -2,8924 -1,5964 -0,8899 -0,6925 -0,9177 -1,5445 -2,5430 -3,7293 -4,7302 -5,1463 -4,7833 -3,7171 -2,1578 -0,3102 1,6556 3,5829 5,3168 6,7120 7,6503 8,0647 7,9764 7,5131 6,8643 6,1832 5,5343 4,9730 4,6498 4,7648 5,3873 6,3380 7,2690 7,8668 8,0038 7,7539 7,2862 6,7137 6,0060 5,0202 3,6295 1,8836 0,0783 -1,3406 -1,9846 -1,7259 -0,7790 0,3952 1,2924 1,5483 1,0486 -0,0475 -1,3937 -2,6268 -3,4966 -3,8689 -3,6692 -2,8870 -1,6407 -0,2097 1,0370 1,7818 1,8403 1,1418 -0,2823 -2,2601 -4,4802 -6,5643 -8,1607 -9,0214 -9,0350 -8,2132 -6,6800 -4,6679 -2,5002 -0,5532 0,8345 1,4707 1,3637 0,7078 -0,2252 -1,2526 -2,3497 -3,5574 -4,8632 -6,1943 -7,4904 -8,7265 -9,8567 -10,7652 -11,2742 -11,1824 -10,3430 -8,7995 -6,8509 -4,9217 -3,3425 -2,2483 -1,6426 -1,4864
Fz    0,8729 1,1676 1,2916 1,2204 0,9987 0,7039 0,3912 0,0815 -0,2060 -0,4269 -0,5210 -0,4456 -0,2084 0,1246 0,4602 0,7281 0,9079 1,0186 1,0915 1,1439 1,1693 1,1640 1,1628 1,2275 1,3984 1,6630 1,9483 2,1320 2,0956 1,7940 1,2743 0,6354 -0,0258 -0,6460 -1,1963 -1,6686 -2,0705 -2,4144 -2,6901 -2,8458 -2,8093 -2,5428 -2,0892 -1,5634 -1,0941 -0,7725 -0,6430 -0,7128 -0,9565 -1,3181 -1,7236 -2,1044 -2,4175 -2,6526 -2,8289 -2,9776 -3,1150 -3,2328 -3,3108 -3,3312 -3,2834 -3,1668 -2,9860 -2,7338 -2,3892 -1,9354 -1,3757 -0,7326 -0,0508 0,5813 1,0259 1,1469 0,8823 0,2790 -0,5226 -1,3311 -1,9536 -2,2484 -2,1767 -1,8255 -1,3657 -0,9659 -0,7183 -0,6181 -0,5931 -0,5592 -0,4728 -0,3438 -0,2060 -0,0873 0,0004 0,0607 0,0983 0,1007 0,0398 -0,1101 -0,3637 -0,7194 -1,1469 -1,5815 -1,9397 -2,1482 -2,1702 -2,0188 -1,7471 -1,4238 -1,1098 -0,8324 -0,5633 -0,2268 0,2522 0,8864 1,5875 2,1930 2,5504 2,5935 2,3609 1,9692 1,5663 1,2765 1,1599 1,1945 1,2769 1,2662 1,0675 0,6908 0,2270 -0,2114 -0,5237 -0,6405 -0,5483 -0,2926 0,0497 0,4042 0,7164 0,9528 1,0974 1,1510 1,1242 1,0219 0,8337 0,5453 0,1665 -0,2524 -0,6343 -0,9019 -1,0041 -0,9422 -0,7743 -0,5686 -0,3536 -0,1268 0,0997 0,2870 0,3915 0,3806 0,2410 -0,0077 -0,3138 -0,6176 -0,8771 -1,0725 -1,1828 -1,1606 -0,9416 -0,4872 0,1884 1,0250 1,9348 2,8112 3,5399 4,0311 4,2588 4,2642 4,1260 3,9315 3,7526 3,6256 3,5510 3,5136 3,4948 3,4681 3,4004 3,2708 3,0939 2,9155 2,7773 2,6875 2,6245 2,5647 2,5088 2,4842 2,5183 2,6096 2,7204 2,7913 2,7754 2,6649 2,4762 2,2110 1,8481 1,3657 0,7584 0,0361 -0,7783 -1,6473 -2,5153 -3,3098 -3,9682 -4,4766 -4,8664 -5,1572 -5,3229 -5,3225 -5,1331 -4,7508 -4,2059 -3,5893 -3,0376 -2,6734 -2,5515 -2,6405 -2,8518 -3,1038 -3,3679 -3,6574 -3,9881 -4,3563 -4,7369 -5,0902 -5,3721 -5,5430 -5,5800 -5,4958 -5,3440 -5,2073 -5,1919 -5,4076 -5,9057 -6,6192 -7,3850 -8,0403 -8,4949 -8,7278 -8,7532 -8,5952 -8,2729 -7,8016 -7,2090 -6,5372 -5,8233 -5,0842 -4,3286 -3,5839 -2,9025 -2,3281 -1,8582 -1,4526 -1,0699 -0,6964 -0,3650 -0,1424 -0,0831 -0,1887 -0,4093 -0,6723 -0,9078 -1,0547 -1,0684 -0,9342 -0,6674 -0,2999 0,1242 0,5453 0,9065 1,1874 1,4052 1,5882 1,7562 1,9079 2,0198 2,0646 2,0202 1,8581 1,5440 1,0608 0,4307 -0,2774 -0,9586 -1,4965 -1,8023 -1,8503 -1,6879 -1,4104 -1,1165 -0,8584 -0,6214 -0,3627 -0,0713 0,2166 0,4559 0,6346 0,7751 0,9013 1,0195 1,1196 1,1843 1,1979 1,1470 1,0212 0,8175 0,5407 0,2065 -0,1487 -0,4693 -0,6951 -0,7707 -0,6538 -0,3299 0,1695 0,7608 1,3252 1,7514 1,9827 2,0254 1,9166 1,6975 1,4111 1,1020 0,8052 0,5404 0,3165 0,1384 0,0165 -0,0326 -0,0003 0,1000 0,2314 0,3546 0,4634 0,5994 0,8230 1,1655 1,6044 2,0779 2,5173 2,8755 3,1381 3,3172 3,4370 3,5233 3,5949 3,6515 3,6713 3,6334 3,5360 3,3995 3,2705 3,2144 3,2799 3,4646 3,7205 3,9919 4,2481 4,4833 4,6848 4,8164 4,8481 4,7949 4,7179 4,6820 4,7171 4,8175 4,9653 5,1352 5,2939 5,4166 5,4959 5,5322 5,5261 5,4854 5,4340 5,3964 5,3594 5,2614 5,0394 4,6699 4,1625 3,5463 2,8782 2,2453 1,7359 1,3981 1,2222 1,1561 1,1410 1,1406 1,1467 1,1595 1,1690 1,1631 1,1457 1,1321 1,1362 1,1718 1,2584 1,4191 1,6744 2,0298 2,4576 2,8936 3,2609 3,5090 3,6444 3,7296 3,8378 3,9977 4,1865 4,3645 4,4949 4,5369 4,4534 4,2372 3,9184 3,5617 3,2748 3,1922 3,3993 3,8605 4,4259 4,9069 5,1639 5,1544 4,9273 4,5750 4,1825 3,8023 3,4624 3,1808 2,9652 2,8082 2,6928 2,6079 2,5652 2,6004 2,7454 2,9963 3,3123 3,6523 4,0033 4,3642 4,7169 5,0270 5,2569 5,3737 5,3621 5,2341 5,0187 4,7396 4,4112 4,0511 3,6892 3,3702 3,1563 3,1207 3,3170 3,7407 4,3296 5,0004 5,6754 6,2967 6,8351 7,2846 7,6482 7,9330 8,1505 8,3087 8,4023 8,4091 8,2868 7,9780 7,4344 6,6411 5,6176 4,4093 3,0853 1,7410 0,4833 -0,5993 -1,4502 -2,0312 -2,3180 -2,3293 -2,1456 -1,8737 -1,5894 -1,3109 -1,0066 -0,6203 -0,1131 0,5017 1,1634 1,8059 2,3909 2,9084 3,3531 3,7065 3,9386 4,0272 3,9760 3,8221 3,6344 3,4936 3,4678 3,6031 3,9190 4,3920 4,9420 5,4496 5,8040 5,9469 5,8850 5,6725 5,3871 5,1134 4,9236 4,8554 4,9123 5,0805 5,3357 5,6396 5,9478 6,2372 6,5303 6,8762 7,2962 7,7477 8,1402 8,3819 8,4157 8,2343 7,8832 7,4475 7,0224 6,6857 6,4744 6,3713 6,3184 6,2509 6,1266 5,9390 5,7170 5,5054 5,3344 5,2043 5,1039 5,0365 5,0150 5,0349 5,0602 5,0398 4,9383 4,7381 4,4163 3,9477 3,3395 2,6476 1,9602 1,3706 0,9502 0,7275 0,6835 0,7603 0,8826 0,9793 0,9921 0,8773 0,6135 0,2125 -0,2760 -0,7880 -1,2872 -1,7768 -2,2709 -2,7641 -3,2297 -3,6388 -3,9723 -4,2166 -4,3590 -4,3909 -4,3096 -4,1173 -3,8375 -3,5353 -3,3002 -3,1966 -3,2365 -3,3938 -3,6252
F3    -0,2287 0,0144 0,1452 0,1409 0,0423 -0,0837 -0,2009 -0,3173 -0,4432 -0,5479 -0,5634 -0,4286 -0,1386 0,2397 0,6008 0,8565 0,9688 0,9481 0,8416 0,7103 0,6009 0,5490 0,6045 0,8260 1,2396 1,8049 2,4110 2,9041 3,1496 3,0924 2,7554 2,1943 1,4741 0,6677 -0,1480 -0,9051 -1,5584 -2,0798 -2,4368 -2,5878 -2,5061 -2,2153 -1,8109 -1,4362 -1,2146 -1,1923 -1,3364 -1,5715 -1,8183 -2,0124 -2,1126 -2,1059 -2,0102 -1,8745 -1,7724 -1,7792 -1,9317 -2,2028 -2,5198 -2,8038 -2,9977 -3,0803 -3,0623 -2,9657 -2,8097 -2,6052 -2,3428 -1,9930 -1,5429 -1,0529 -0,6690 -0,5585 -0,8129 -1,3892 -2,1268 -2,8135 -3,2532 -3,3205 -3,0095 -2,4434 -1,8152 -1,2938 -0,9633 -0,8192 -0,8007 -0,8394 -0,9019 -0,9907 -1,1128 -1,2615 -1,4162 -1,5527 -1,6633 -1,7648 -1,8758 -1,9986 -2,1347 -2,2965 -2,4879 -2,6830 -2,8344 -2,8991 -2,8603 -2,7338 -2,5577 -2,3676 -2,1741 -1,9542 -1,6607 -1,2501 -0,7159 -0,1087 0,4625 0,8647 1,0026 0,8622 0,5093 0,0640 -0,3366 -0,5864 -0,6468 -0,5606 -0,4400 -0,4232 -0,6014 -0,9620 -1,4049 -1,8140 -2,1113 -2,2656 -2,2812 -2,1916 -2,0536 -1,9286 -1,8651 -1,8972 -2,0390 -2,2630 -2,4966 -2,6547 -2,6814 -2,5706 -2,3584 -2,1001 -1,8484 -1,6353 -1,4678 -1,3446 -1,2724 -1,2529 -1,2620 -1,2678 -1,2664 -1,2764 -1,3087 -1,3623 -1,4329 -1,5118 -1,5851 -1,6396 -1,6722 -1,6934 -1,7143 -1,7233 -1,6774 -1,5154 -1,1883 -0,6945 -0,0977 0,4938 0,9753 1,2900 1,4444 1,4828 1,4490 1,3764 1,2918 1,2040 1,0995 0,9666 0,8187 0,6906 0,6182 0,6259 0,7232 0,8928 1,0788 1,2014 1,1975 1,0512 0,8026 0,5301 0,3101 0,1828 0,1403 0,1357 0,1127 0,0370 -0,1030 -0,3212 -0,6456 -1,1032 -1,7009 -2,4193 -3,2210 -4,0538 -4,8479 -5,5266 -6,0473 -6,4313 -6,7320 -6,9674 -7,0950 -7,0525 -6,8030 -6,3498 -5,7426 -5,0847 -4,5136 -4,1439 -4,0096 -4,0484 -4,1429 -4,1950 -4,1780 -4,1284 -4,1094 -4,1844 -4,3973 -4,7485 -5,1824 -5,6016 -5,9082 -6,0424 -5,9984 -5,8266 -5,6361 -5,5671 -5,7201 -6,0933 -6,5915 -7,1004 -7,5539 -7,9349 -8,2304 -8,3958 -8,3648 -8,0909 -7,5811 -6,8930 -6,1074 -5,2979 -4,5129 -3,7815 -3,1315 -2,5839 -2,1347 -1,7621 -1,4487 -1,1932 -1,0187 -0,9643 -1,0485 -1,2437 -1,4900 -1,7254 -1,8992 -1,9731 -1,9298 -1,7752 -1,5254 -1,1978 -0,8232 -0,4575 -0,1621 0,0359 0,1610 0,2603 0,3575 0,4318 0,4435 0,3756 0,2386 0,0385 -0,2447 -0,6445 -1,1735 -1,7931 -2,4090 -2,8968 -3,1488 -3,1226 -2,8587 -2,4529 -2,0049 -1,5785 -1,1912 -0,8424 -0,5553 -0,3814 -0,3581 -0,4701 -0,6593 -0,8614 -1,0288 -1,1326 -1,1655 -1,1446 -1,1026 -1,0751 -1,0978 -1,2099 -1,4459 -1,8071 -2,2422 -2,6493 -2,8968 -2,8655 -2,4946 -1,8121 -0,9420 -0,0729 0,6136 1,0089 1,0905 0,9026 0,5379 0,1152 -0,2605 -0,5344 -0,7024 -0,7825 -0,7935 -0,7522 -0,6740 -0,5694 -0,4467 -0,3214 -0,2092 -0,1072 0,0081 0,1605 0,3506 0,5530 0,7351 0,8727 0,9543 0,9841 0,9758 0,9313 0,8388 0,6977 0,5314 0,3774 0,2783 0,2759 0,3999 0,6602 1,0397 1,4837 1,9076 2,2279 2,3959 2,4166 2,3359 2,2026 2,0438 1,8754 1,7295 1,6554 1,6854 1,8039 1,9699 2,1658 2,4039 2,6954 3,0318 3,3878 3,7317 4,0319 4,2593 4,3942 4,4296 4,3553 4,1391 3,7446 3,1649 2,4306 1,6048 0,7801 0,0666 -0,4426 -0,7145 -0,7925 -0,7675 -0,7232 -0,6996 -0,6882 -0,6538 -0,5647 -0,4125 -0,2155 -0,0143 0,1530 0,2849 0,4154 0,5780 0,7851 1,0353 1,3124 1,5791 1,7940 1,9411 2,0407 2,1311 2,2336 2,3287 2,3744 2,3472 2,2473 2,0723 1,8095 1,4541 1,0231 0,5694 0,1996 0,0545 0,2324 0,7128 1,3460 1,9198 2,2670 2,3404 2,2085 1,9913 1,7961 1,6819 1,6550 1,6835 1,7164 1,6987 1,5914 1,3917 1,1411 0,9120 0,7757 0,7755 0,9266 1,2309 1,6745 2,2072 2,7410 3,1840 3,4755 3,5930 3,5416 3,3467 3,0459 2,6702 2,2382 1,7736 1,3231 0,9603 0,7710 0,8177 1,1007 1,5530 2,0778 2,5929 3,0527 3,4525 3,8147 4,1639 4,5143 4,8694 5,2176 5,5263 5,7450 5,8099 5,6534 5,2324 4,5556 3,6712 2,6323 1,4872 0,3025 -0,8297 -1,8172 -2,6006 -3,1619 -3,5070 -3,6541 -3,6467 -3,5561 -3,4490 -3,3536 -3,2582 -3,1293 -2,9333 -2,6568 -2,3151 -1,9462 -1,5933 -1,2791 -0,9934 -0,7095 -0,4118 -0,1114 0,1546 0,3376 0,3993 0,3395 0,2171 0,1427 0,2346 0,5607 1,1069 1,7849 2,4698 3,0468 3,4465 3,6510 3,6808 3,5798 3,4106 3,2456 3,1452 3,1388 3,2239 3,3729 3,5437 3,6914 3,7947 3,8850 4,0331 4,2849 4,6147 4,9447 5,1939 5,3092 5,2717 5,0958 4,8255 4,5200 4,2333 3,9949 3,8041 3,6425 3,4964 3,3660 3,2575 3,1760 3,1157 3,0418 2,8934 2,6225 2,2281 1,7534 1,2567 0,7835 0,3559 -0,0179 -0,3433 -0,6530 -0,9921 -1,3747 -1,7692 -2,1255 -2,3992 -2,5585 -2,5942 -2,5331 -2,4357 -2,3677 -2,3738 -2,4764 -2,6942 -3,0481 -3,5369 -4,1167 -4,7213 -5,3055 -5,8518 -6,3403 -6,7372 -7,0142 -7,1654 -7,2031 -7,1495 -7,0267 -6,8441 -6,5923 -6,2531 -5,8287 -5,3752 -4,9967 -4,7987 -4,8432 -5,1289 -5,5873
F7    -2,0405 -1,4790 -0,9996 -0,6688 -0,4761 -0,3822 -0,3734 -0,4578 -0,6152 -0,7700 -0,8194 -0,6923 -0,3914 0,0144 0,4359 0,8047 1,0852 1,2751 1,4069 1,5260 1,6550 1,7908 1,9286 2,0703 2,2117 2,3342 2,3954 2,3280 2,0754 1,6334 1,0505 0,4013 -0,2324 -0,7806 -1,2040 -1,4978 -1,6860 -1,8123 -1,9092 -1,9621 -1,9100 -1,6979 -1,3353 -0,8984 -0,4811 -0,1582 0,0156 0,0042 -0,1913 -0,5205 -0,9026 -1,2645 -1,5682 -1,8183 -2,0545 -2,3208 -2,6254 -2,9335 -3,2004 -3,4016 -3,5312 -3,5880 -3,5592 -3,4117 -3,1065 -2,6296 -2,0066 -1,2893 -0,5462 0,1220 0,5750 0,6701 0,3271 -0,4301 -1,4667 -2,5546 -3,4169 -3,8054 -3,6041 -2,8962 -1,9294 -0,9966 -0,3163 0,0226 0,0467 -0,1529 -0,4750 -0,8369 -1,1753 -1,4475 -1,6366 -1,7519 -1,8275 -1,9170 -2,0694 -2,2997 -2,5876 -2,8986 -3,1973 -3,4501 -3,6263 -3,7038 -3,6822 -3,5898 -3,4723 -3,3774 -3,3450 -3,3886 -3,4680 -3,4891 -3,3472 -2,9901 -2,4669 -1,9140 -1,4789 -1,2429 -1,1940 -1,2459 -1,2877 -1,2413 -1,1007 -0,9387 -0,8908 -1,1041 -1,6570 -2,5062 -3,5080 -4,4777 -5,2349 -5,6413 -5,6407 -5,2708 -4,6374 -3,8696 -3,0824 -2,3599 -1,7497 -1,2621 -0,8845 -0,6116 -0,4668 -0,4909 -0,7035 -1,0723 -1,5210 -1,9585 -2,3055 -2,5190 -2,6082 -2,6148 -2,5694 -2,4774 -2,3410 -2,1703 -1,9786 -1,7822 -1,6003 -1,4425 -1,2974 -1,1379 -0,9412 -0,7032 -0,4255 -0,0941 0,3077 0,7660 1,2323 1,6540 1,9994 2,2492 2,3742 2,3408 2,1452 1,8304 1,4672 1,1270 0,8625 0,6991 0,6352 0,6484 0,7033 0,7563 0,7654 0,7045 0,5754 0,3989 0,1924 -0,0392 -0,2978 -0,5857 -0,8897 -1,1680 -1,3654 -1,4501 -1,4337 -1,3615 -1,2728 -1,1697 -1,0366 -0,8877 -0,7847 -0,8123 -1,0444 -1,5188 -2,2222 -3,0856 -3,9916 -4,8069 -5,4432 -5,9047 -6,2647 -6,5759 -6,8093 -6,8787 -6,6942 -6,1949 -5,3837 -4,3622 -3,3115 -2,4168 -1,7938 -1,4636 -1,3833 -1,5046 -1,8126 -2,3084 -2,9618 -3,6886 -4,3703 -4,8984 -5,2064 -5,2715 -5,1024 -4,7328 -4,2184 -3,6394 -3,1173 -2,8036 -2,8075 -3,1183 -3,6058 -4,1067 -4,5078 -4,7626 -4,8673 -4,8365 -4,6916 -4,4701 -4,2401 -4,0791 -4,0241 -4,0466 -4,0813 -4,0756 -4,0121 -3,8849 -3,6697 -3,3318 -2,8567 -2,2716 -1,6563 -1,1273 -0,7882 -0,6890 -0,8213 -1,1320 -1,5358 -1,9247 -2,1937 -2,2816 -2,1888 -1,9561 -1,6404 -1,3095 -1,0282 -0,8317 -0,7186 -0,6600 -0,6068 -0,5076 -0,3349 -0,0979 0,1499 0,3097 0,2673 -0,0539 -0,6532 -1,4397 -2,2554 -2,9326 -3,3587 -3,5128 -3,4611 -3,3172 -3,1854 -3,1050 -3,0337 -2,8971 -2,6665 -2,3868 -2,1301 -1,9281 -1,7568 -1,5831 -1,4135 -1,3051 -1,3331 -1,5395 -1,9015 -2,3388 -2,7517 -3,0705 -3,2759 -3,3777 -3,3897 -3,3190 -3,1526 -2,8574 -2,4059 -1,8105 -1,1350 -0,4764 0,0799 0,5039 0,8179 1,0530 1,2220 1,3251 1,3563 1,3057 1,1686 0,9532 0,6760 0,3607 0,0457 -0,2170 -0,3843 -0,4532 -0,4620 -0,4462 -0,3975 -0,2754 -0,0528 0,2559 0,6054 0,9466 1,2488 1,5037 1,7124 1,8707 1,9689 2,0048 1,9904 1,9445 1,8822 1,8030 1,6957 1,5624 1,4276 1,3184 1,2440 1,2002 1,1912 1,2395 1,3683 1,5707 1,8020 2,0097 2,1734 2,3167 2,4829 2,6991 2,9669 3,2694 3,5672 3,8019 3,9261 3,9226 3,7996 3,5850 3,3260 3,0831 2,9063 2,8013 2,7265 2,6396 2,5367 2,4360 2,3419 2,2397 2,1137 1,9618 1,7927 1,6159 1,4396 1,2838 1,1894 1,2010 1,3264 1,5103 1,6612 1,7159 1,6731 1,5763 1,4832 1,4428 1,4760 1,5726 1,7052 1,8345 1,9092 1,8864 1,7680 1,6163 1,5235 1,5451 1,6561 1,7792 1,8540 1,8605 1,7812 1,5760 1,2113 0,7025 0,1389 -0,3141 -0,4634 -0,1891 0,4784 1,3692 2,2524 2,9328 3,3160 3,4124 3,2911 3,0252 2,6667 2,2557 1,8380 1,4620 1,1602 0,9408 0,7970 0,7229 0,7213 0,8002 0,9620 1,1992 1,5046 1,8755 2,2853 2,6652 2,9259 2,9944 2,8401 2,4895 2,0198 1,5244 1,0745 0,7079 0,4407 0,2742 0,2021 0,2225 0,3488 0,5947 0,9433 1,3497 1,7699 2,1722 2,5339 2,8447 3,1032 3,3114 3,4796 3,6312 3,7919 3,9689 4,1372 4,2392 4,2042 3,9806 3,5511 2,9176 2,0866 1,0848 -0,0120 -1,0874 -2,0327 -2,7857 -3,3243 -3,6446 -3,7647 -3,7387 -3,6407 -3,5299 -3,4319 -3,3330 -3,1853 -2,9374 -2,5813 -2,1680 -1,7693 -1,4214 -1,1069 -0,7921 -0,4810 -0,2301 -0,1133 -0,1675 -0,3584 -0,5865 -0,7304 -0,6869 -0,3864 0,1942 1,0080 1,9329 2,8020 3,4629 3,8293 3,8922 3,6989 3,3349 2,9105 2,5297 2,2569 2,1190 2,1278 2,2826 2,5567 2,8923 3,2264 3,5274 3,7992 4,0456 4,2438 4,3495 4,3200 4,1286 3,7763 3,3019 2,7782 2,2898 1,9098 1,6790 1,5854 1,5569 1,4884 1,2924 0,9453 0,4991 0,0483 -0,3247 -0,5790 -0,6984 -0,6683 -0,4872 -0,2025 0,0811 0,2434 0,2072 -0,0500 -0,5305 -1,2298 -2,1108 -3,0912 -4,0586 -4,8912 -5,4820 -5,7639 -5,7226 -5,3952 -4,8515 -4,1739 -3,4569 -2,8120 -2,3500 -2,1443 -2,2027 -2,4864 -2,9582 -3,5973 -4,3730 -5,2233 -6,0651 -6,8192 -7,4258 -7,8459 -8,0554 -8,0393 -7,7889 -7,3077 -6,6344 -5,8643 -5,1254 -4,5227 -4,1117 -3,9100 -3,9077
