Fp1   -0,1793 -0,5333 -0,8419 -1,1063 -1,3198 -1,4741 -1,5709 -1,6183 -1,6195 -1,5688 -1,4598 -1,3057 -1,1471 -1,0320 -0,9846 -0,9977 -1,0451 -1,0932 -1,1106 -1,0737 -0,9622 -0,7545 -0,4320 0,0075 0,5351 1,0958 1,6326 2,1053 2,4873 2,7564 2,8953 2,9028 2,8037 2,6445 2,4685 2,2898 2,0868 1,8249 1,4902 1,1064 0,7193 0,3640 0,0455 -0,2531 -0,5523 -0,8699 -1,2228 -1,6190 -2,0447 -2,4695 -2,8625 -3,1963 -3,4414 -3,5743 -3,5921 -3,5139 -3,3721 -3,2017 -3,0338 -2,8931 -2,7956 -2,7408 -2,7057 -2,6551 -2,5643 -2,4296 -2,2571 -2,0506 -1,8142 -1,5548 -1,2818 -1,0076 -0,7487 -0,5197 -0,3314 -0,1893 -0,0841 0,0153 0,1507 0,3551 0,6378 0,9828 1,3604 1,7376 2,0778 2,3483 2,5420 2,6894 2,8359 3,0083 3,2060 3,4131 3,6029 3,7398 3,7889 3,7278 3,5584 3,3100 3,0259 2,7464 2,4995 2,2969 2,1362 2,0037 1,8711 1,6950 1,4311 1,0619 0,6136 0,1394 -0,3114 -0,7099 -1,0444 -1,3173 -1,5432 -1,7394 -1,9158 -2,0723 -2,2021 -2,2962 -2,3437 -2,3295 -2,2321 -2,0310 -1,7208 -1,3148 -0,8351 -0,3073 0,2387 0,7735 1,2774 1,7475 2,2014 2,6733 3,1977 3,7909 4,4424 5,1204 5,7923 6,4438 7,0798 7,7075 8,3228 8,9103 9,4457 9,8881 10,1813 10,2740 10,1425 9,7950 9,2685 8,6270 7,9534 7,3304 6,8092 6,3917 6,0423 5,7128 5,3598 4,9621 4,5347 4,1135 3,7230 3,3639 3,0254 2,7016 2,3980 2,1205 1,8624 1,6061 1,3361 1,0402 0,7022 0,3005 -0,1812 -0,7421 -1,3614 -2,0047 -2,6313 -3,2024 -3,6925 -4,1008 -4,4517 -4,7747 -5,0812 -5,3606 -5,5983 -5,7987 -5,9892 -6,2019 -6,4513 -6,7232 -6,9801 -7,1823 -7,3052 -7,3400 -7,2842 -7,1413 -6,9335 -6,7089 -6,5218 -6,3923 -6,2900 -6,1651 -5,9943 -5,7966 -5,6163 -5,4968 -5,4533 -5,4558 -5,4425 -5,3592 -5,1868 -4,9342 -4,6161 -4,2395 -3,8111 -3,3520 -2,9000 -2,4943 -2,1593 -1,9008 -1,7124 -1,5787 -1,4762 -1,3783 -1,2666 -1,1367 -0,9889 -0,8203 -0,6373 -0,4622 -0,3181 -0,2127 -0,1374 -0,0711 0,0043 0,0868 0,1628 0,2290 0,2916 0,3454 0,3644 0,3148 0,1737 -0,0641 -0,3883 -0,7805 -1,2187 -1,6765 -2,1346 -2,5956 -3,0712 -3,5538 -4,0070 -4,3881 -4,6754 -4,8754 -5,0087 -5,0924 -5,1323 -5,1248 -5,0661 -4,9638 -4,8353 -4,6936 -4,5347 -4,3361 -4,0660 -3,6982 -3,2276 -2,6707 -2,0497 -1,3877 -0,7217 -0,1041 0,4195 0,8317 1,1407 1,3630 1,5136 1,6009 1,6223 1,5703 1,4466 1,2697 1,0676 0,8585 0,6397 0,3995 0,1363 -0,1349 -0,3955 -0,6346 -0,8512 -1,0462 -1,2155 -1,3489 -1,4422 -1,5074 -1,5661 -1,6374 -1,7313 -1,8455 -1,9644 -2,0747 -2,1851 -2,3187 -2,4902 -2,6978 -2,9291 -3,1654 -3,3856 -3,5669 -3,6794 -3,6918 -3,5885 -3,3836 -3,1177 -2,8408 -2,5938 -2,3992 -2,2593 -2,1619 -2,0871 -2,0130 -1,9195 -1,7965 -1,6528 -1,5129 -1,3983 -1,3126 -1,2442 -1,1767 -1,0976 -1,0028 -0,8949 -0,7799 -0,6654 -0,5566 -0,4547 -0,3613 -0,2783 -0,2002 -0,1112 0,0008 0,1239 0,2178 0,2371 0,1695 0,0512 -0,0526 -0,0820 -0,0099 0,1481 0,3540 0,5783 0,8069 1,0255 1,2189 1,3890 1,5589 1,7560 2,0000 2,3032 2,6707 3,0914 3,5309 3,9409 4,2807 4,5312 4,6930 4,7798 4,8118 4,7975 4,7150 4,5172 4,1562 3,6165 2,9358 2,1966 1,4939 0,9032 0,4582 0,1385 -0,1128 -0,3463 -0,5821 -0,8248 -1,0797 -1,3425 -1,5830 -1,7538 -1,8176 -1,7713 -1,6533 -1,5319 -1,4759 -1,5206 -1,6542 -1,8358 -2,0253 -2,1960 -2,3297 -2,4066 -2,4026 -2,2988 -2,0964 -1,8164 -1,4810 -1,1023 -0,6849 -0,2260 0,2864 0,8582 1,4773 2,1198 2,7551 3,3477 3,8640 4,2827 4,5963 4,8091 4,9330 4,9802 4,9611 4,8907 4,7891 4,6710 4,5392 4,3932 4,2465 4,1300 4,0660 4,0360 3,9803 3,8367 3,5792 3,2260 2,8262 2,4420 2,1232 1,8878 1,7245 1,6076 1,5042 1,3805 1,2141 1,0090 0,8025 0,6504 0,5939 0,6360 0,7454 0,8782 0,9963 1,0784 1,1240 1,1550 1,2089 1,3210 1,5130 1,7941 2,1576 2,5699 2,9742 3,3103 3,5305 3,6077 3,5445 3,3812 3,1830 3,0073 2,8735 2,7597 2,6218 2,4195 2,1336 1,7699 1,3506 0,8978 0,4211 -0,0863 -0,6368 -1,2283 -1,8368 -2,4284 -2,9751 -3,4650 -3,9024 -4,3006 -4,6685 -4,9994 -5,2687 -5,4478 -5,5232 -5,5023 -5,4031 -5,2385 -5,0076 -4,6903 -4,2493 -3,6511 -2,8936 -2,0090 -1,0403 -0,0180 1,0397 2,1105 3,1585 4,1451 5,0449 5,8435 6,5271 7,0853 7,5136 7,8074 7,9622 7,9821 7,8802 7,6695 7,3581 6,9561 6,4833 5,9591 5,3835 4,7287 3,9564 3,0533 2,0530 1,0185 0,0088 -0,9335 -1,7783 -2,5133 -3,1507 -3,7178 -4,2454 -4,7670 -5,3094 -5,8771 -6,4553 -7,0291 -7,5913 -8,1322 -8,6315 -9,0639 -9,4089 -9,6573 -9,8117 -9,8779 -9,8676 -9,8125 -9,7612 -9,7494 -9,7808 -9,8418 -9,9235 -10,0247 -10,1387 -10,2449 -10,3155 -10,3326 -10,3022 -10,2625 -10,2703 -10,3643 -10,5380 -10,7501 -10,9496 -11,0886 -11,1289 -11,0452 -10,8254 -10,4742 -10,0244 -9,5391 -9,0923 -8,7418 -8,5168 -8,4174 -8,4143 -8,4517 -8,4682 -8,4293 -8,3365 -8,2093 -8,0628 -7,9057 -7,7490 -7,6028 -7,4615 -7,3071 -7,1310 -6,9400 -6,7365 -6,5024 -6,2085 -5,8320 -5,3697
Fz    2,0030 1,6868 1,3502 0,9899 0,6119 0,2290 -0,1461 -0,5036 -0,8369 -1,1417 -1,4140 -1,6524 -1,8616 -2,0485 -2,2107 -2,3356 -2,4074 -2,4150 -2,3542 -2,2219 -2,0091 -1,7046 -1,3056 -0,8299 -0,3198 0,1714 0,6015 0,9473 1,1987 1,3536 1,4198 1,4162 1,3726 1,3264 1,3100 1,3344 1,3852 1,4333 1,4526 1,4304 1,3662 1,2656 1,1328 0,9690 0,7725 0,5369 0,2500 -0,1002 -0,5156 -0,9824 -1,4714 -1,9425 -2,3539 -2,6752 -2,8958 -3,0265 -3,0928 -3,1296 -3,1741 -3,2588 -3,4000 -3,5865 -3,7813 -3,9415 -4,0437 -4,0909 -4,0961 -4,0658 -3,9950 -3,8727 -3,6918 -3,4555 -3,1748 -2,8626 -2,5344 -2,2065 -1,8837 -1,5519 -1,1907 -0,7878 -0,3466 0,1155 0,5757 1,0103 1,3973 1,7244 1,9988 2,2418 2,4708 2,6883 2,8845 3,0403 3,1279 3,1175 2,9899 2,7426 2,3909 1,9640 1,4971 1,0239 0,5732 0,1639 -0,1982 -0,5198 -0,8201 -1,1299 -1,4841 -1,9046 -2,3854 -2,8991 -3,4166 -3,9159 -4,3796 -4,7931 -5,1519 -5,4612 -5,7277 -5,9501 -6,1221 -6,2405 -6,3066 -6,3156 -6,2479 -6,0733 -5,7615 -5,2914 -4,6574 -3,8773 -2,9941 -2,0611 -1,1237 -0,2121 0,6590 1,4949 2,3190 3,1564 4,0136 4,8731 5,7069 6,4952 7,2328 7,9215 8,5610 9,1451 9,6571 10,0639 10,3202 10,3887 10,2568 9,9394 9,4738 8,9150 8,3280 7,7716 7,2794 6,8522 6,4663 6,0905 5,7023 5,2998 4,9050 4,5509 4,2618 4,0433 3,8857 3,7724 3,6898 3,6303 3,5835 3,5294 3,4401 3,2861 3,0450 2,7062 2,2727 1,7649 1,2195 0,6752 0,1587 -0,3199 -0,7664 -1,1992 -1,6400 -2,0958 -2,5501 -2,9715 -3,3373 -3,6537 -3,9536 -4,2710 -4,6180 -4,9851 -5,3546 -5,7099 -6,0394 -6,3347 -6,5863 -6,7877 -6,9495 -7,1065 -7,2992 -7,5426 -7,8109 -8,0532 -8,2262 -8,3192 -8,3538 -8,3647 -8,3755 -8,3814 -8,3515 -8,2508 -8,0593 -7,7741 -7,4015 -6,9512 -6,4365 -5,8753 -5,2911 -4,7102 -4,1528 -3,6267 -3,1324 -2,6687 -2,2341 -1,8270 -1,4482 -1,0977 -0,7719 -0,4637 -0,1637 0,1407 0,4625 0,8067 1,1649 1,5217 1,8590 2,1584 2,4078 2,6064 2,7569 2,8555 2,8909 2,8524 2,7347 2,5377 2,2639 1,9131 1,4803 0,9631 0,3660 -0,3059 -1,0487 -1,8488 -2,6768 -3,4949 -4,2702 -4,9804 -5,6152 -6,1730 -6,6519 -7,0433 -7,3346 -7,5171 -7,5901 -7,5587 -7,4282 -7,2027 -6,8893 -6,5003 -6,0507 -5,5531 -5,0144 -4,4423 -3,8570 -3,2923 -2,7836 -2,3565 -2,0225 -1,7807 -1,6194 -1,5193 -1,4573 -1,4059 -1,3347 -1,2171 -1,0376 -0,8012 -0,5397 -0,3000 -0,1224 -0,0224 0,0112 0,0078 0,0009 0,0173 0,0734 0,1718 0,2964 0,4149 0,4922 0,5067 0,4568 0,3591 0,2382 0,1121 -0,0167 -0,1564 -0,3157 -0,4983 -0,7002 -0,9112 -1,1193 -1,3113 -1,4677 -1,5682 -1,6088 -1,6103 -1,6065 -1,6257 -1,6853 -1,7978 -1,9701 -2,1933 -2,4422 -2,6854 -2,8963 -3,0630 -3,1952 -3,3175 -3,4478 -3,5794 -3,6853 -3,7345 -3,7097 -3,6156 -3,4748 -3,3211 -3,1917 -3,1143 -3,0989 -3,1379 -3,2100 -3,2825 -3,3186 -3,2880 -3,1794 -3,0102 -2,8174 -2,6302 -2,4489 -2,2482 -1,9978 -1,6844 -1,3220 -0,9392 -0,5581 -0,1863 0,1744 0,5253 0,8769 1,2434 1,6303 2,0344 2,4555 2,9007 3,3716 3,8506 4,3037 4,6976 5,0132 5,2457 5,3959 5,4655 5,4503 5,3360 5,1051 4,7521 4,2977 3,7935 3,3080 2,9032 2,6145 2,4397 2,3352 2,2328 2,0763 1,8443 1,5412 1,1796 0,7776 0,3627 -0,0328 -0,3857 -0,6974 -0,9991 -1,3413 -1,7685 -2,2928 -2,8904 -3,5210 -4,1500 -4,7537 -5,3115 -5,7975 -6,1798 -6,4290 -6,5276 -6,4781 -6,2988 -6,0143 -5,6487 -5,2214 -4,7431 -4,2196 -3,6606 -3,0873 -2,5291 -2,0112 -1,5414 -1,1099 -0,7034 -0,3173 0,0421 0,3650 0,6463 0,8921 1,1183 1,3429 1,5785 1,8335 2,1162 2,4329 2,7765 3,1210 3,4311 3,6767 3,8412 3,9249 3,9468 3,9373 3,9211 3,9087 3,9047 3,9180 3,9586 4,0255 4,1011 4,1588 4,1784 4,1567 4,1059 4,0467 4,0012 3,9835 3,9925 4,0111 4,0140 3,9817 3,9121 3,8213 3,7359 3,6864 3,6933 3,7528 3,8345 3,8914 3,8733 3,7438 3,4939 3,1457 2,7424 2,3292 1,9332 1,5534 1,1635 0,7259 0,2073 -0,4083 -1,1122 -1,8761 -2,6667 -3,4596 -4,2428 -5,0098 -5,7507 -6,4499 -7,0909 -7,6613 -8,1565 -8,5784 -8,9329 -9,2204 -9,4294 -9,5410 -9,5401 -9,4215 -9,1875 -8,8378 -8,3645 -7,7556 -6,9991 -6,0857 -5,0144 -3,7968 -2,4512 -0,9948 0,5497 2,1391 3,7045 5,1675 6,4616 7,5448 8,4009 9,0371 9,4764 9,7458 9,8697 9,8694 9,7613 9,5561 9,2596 8,8769 8,4156 7,8827 7,2791 6,5998 5,8417 5,0171 4,1611 3,3209 2,5380 1,8404 1,2433 0,7421 0,3074 -0,1093 -0,5606 -1,0909 -1,7223 -2,4461 -3,2275 -4,0214 -4,7873 -5,4963 -6,1316 -6,6883 -7,1686 -7,5750 -7,9058 -8,1571 -8,3314 -8,4448 -8,5226 -8,5854 -8,6453 -8,7183 -8,8313 -9,0088 -9,2538 -9,5459 -9,8581 -10,1730 -10,4862 -10,8037 -11,1353 -11,4847 -11,8436 -12,1939 -12,5121 -12,7712 -12,9432 -13,0099 -12,9746 -12,8632 -12,7147 -12,5711 -12,4659 -12,4155 -12,4212 -12,4758 -12,5643 -12,6618 -12,7400 -12,7762 -12,7543 -12,6644 -12,5065 -12,2931 -12,0436 -11,7732 -11,4847 -11,1731 -10,8384 -10,4881 -10,1283 -9,7582 -9,3743 -8,9752 -8,5635
F3    0,3636 -0,0552 -0,4559 -0,8213 -1,1308 -1,3676 -1,5273 -1,6197 -1,6603 -1,6616 -1,6341 -1,5942 -1,5660 -1,5682 -1,5991 -1,6362 -1,6513 -1,6234 -1,5450 -1,4140 -1,2234 -0,9628 -0,6294 -0,2338 0,1994 0,6369 1,0515 1,4325 1,7781 2,0816 2,3290 2,5070 2,6139 2,6608 2,6585 2,6025 2,4730 2,2540 1,9545 1,6080 1,2514 0,9053 0,5736 0,2558 -0,0472 -0,3414 -0,6438 -0,9708 -1,3226 -1,6845 -2,0380 -2,3641 -2,6390 -2,8393 -2,9531 -2,9833 -2,9463 -2,8696 -2,7894 -2,7419 -2,7501 -2,8111 -2,8929 -2,9495 -2,9480 -2,8822 -2,7619 -2,5962 -2,3897 -2,1468 -1,8765 -1,5940 -1,3160 -1,0561 -0,8253 -0,6287 -0,4537 -0,2701 -0,0482 0,2233 0,5336 0,8619 1,1927 1,5171 1,8237 2,1012 2,3551 2,6131 2,9063 3,2424 3,6008 3,9437 4,2258 4,4015 4,4349 4,3098 4,0378 3,6585 3,2243 2,7851 2,3775 2,0207 1,7197 1,4679 1,2419 0,9978 0,6866 0,2845 -0,1909 -0,6966 -1,1917 -1,6480 -2,0488 -2,3929 -2,6973 -2,9844 -3,2612 -3,5116 -3,7102 -3,8433 -3,9167 -3,9409 -3,9111 -3,8015 -3,5797 -3,2243 -2,7359 -2,1388 -1,4739 -0,7805 -0,0829 0,6094 1,2999 2,0024 2,7300 3,4828 4,2453 4,9937 5,7087 6,3864 7,0359 7,6666 8,2800 8,8696 9,4185 9,8904 10,2320 10,3961 10,3641 10,1503 9,7946 9,3530 8,8858 8,4456 8,0627 7,7364 7,4407 7,1410 6,8073 6,4295 6,0273 5,6390 5,2993 5,0253 4,8177 4,6659 4,5522 4,4504 4,3264 4,1452 3,8835 3,5354 3,1085 2,6154 2,0691 1,4846 0,8772 0,2618 -0,3448 -0,9232 -1,4571 -1,9413 -2,3812 -2,7821 -3,1391 -3,4367 -3,6628 -3,8312 -3,9866 -4,1785 -4,4299 -4,7292 -5,0470 -5,3555 -5,6340 -5,8613 -6,0142 -6,0812 -6,0831 -6,0771 -6,1245 -6,2455 -6,4027 -6,5330 -6,5961 -6,5944 -6,5566 -6,5127 -6,4741 -6,4228 -6,3212 -6,1406 -5,8775 -5,5469 -5,1646 -4,7386 -4,2758 -3,7914 -3,3092 -2,8512 -2,4312 -2,0555 -1,7236 -1,4237 -1,1332 -0,8338 -0,5293 -0,2424 0,0035 0,1993 0,3495 0,4682 0,5739 0,6787 0,7818 0,8769 0,9592 1,0261 1,0822 1,1399 1,2054 1,2678 1,3047 1,2946 1,2230 1,0817 0,8683 0,5821 0,2232 -0,2042 -0,6941 -1,2435 -1,8435 -2,4659 -3,0659 -3,6006 -4,0445 -4,3943 -4,6630 -4,8681 -5,0179 -5,1072 -5,1244 -5,0632 -4,9273 -4,7219 -4,4462 -4,0910 -3,6449 -3,1058 -2,4936 -1,8443 -1,1894 -0,5468 0,0700 0,6405 1,1384 1,5403 1,8307 2,0046 2,0688 2,0376 1,9269 1,7559 1,5524 1,3520 1,1879 1,0760 1,0080 0,9634 0,9274 0,8973 0,8738 0,8533 0,8266 0,7867 0,7360 0,6833 0,6294 0,5623 0,4683 0,3444 0,2007 0,0529 -0,0854 -0,2120 -0,3402 -0,4890 -0,6708 -0,8907 -1,1474 -1,4262 -1,6978 -1,9260 -2,0743 -2,1143 -2,0390 -1,8738 -1,6715 -1,4930 -1,3843 -1,3615 -1,4105 -1,5013 -1,6047 -1,6962 -1,7531 -1,7606 -1,7237 -1,6695 -1,6271 -1,6084 -1,6088 -1,6152 -1,6147 -1,6021 -1,5817 -1,5619 -1,5469 -1,5321 -1,5097 -1,4781 -1,4398 -1,3889 -1,3063 -1,1744 -0,9992 -0,8160 -0,6683 -0,5763 -0,5239 -0,4710 -0,3768 -0,2216 -0,0158 0,2156 0,4596 0,7196 0,9961 1,2753 1,5411 1,7881 2,0226 2,2601 2,5208 2,8231 3,1741 3,5594 3,9442 4,2894 4,5666 4,7608 4,8682 4,8941 4,8399 4,6901 4,4158 3,9957 3,4385 2,7936 2,1400 1,5578 1,1022 0,7882 0,5849 0,4328 0,2806 0,1073 -0,0905 -0,3134 -0,5520 -0,7765 -0,9471 -1,0362 -1,0473 -1,0190 -1,0131 -1,0876 -1,2692 -1,5457 -1,8847 -2,2572 -2,6424 -3,0166 -3,3433 -3,5775 -3,6826 -3,6475 -3,4894 -3,2378 -2,9169 -2,5413 -2,1158 -1,6360 -1,0989 -0,5111 0,1111 0,7413 1,3440 1,8855 2,3443 2,7099 2,9797 3,1567 3,2498 3,2745 3,2547 3,2163 3,1747 3,1308 3,0834 3,0437 3,0343 3,0696 3,1368 3,1961 3,2017 3,1253 2,9653 2,7433 2,4941 2,2501 2,0314 1,8464 1,6985 1,5851 1,4950 1,4106 1,3182 1,2221 1,1478 1,1280 1,1833 1,3131 1,4966 1,7000 1,8868 2,0310 2,1288 2,2019 2,2838 2,4056 2,5894 2,8395 3,1309 3,4110 3,6205 3,7143 3,6731 3,5075 3,2579 2,9817 2,7275 2,5149 2,3325 2,1455 1,9108 1,5962 1,1934 0,7145 0,1772 -0,4075 -1,0362 -1,7053 -2,4015 -3,1033 -3,7890 -4,4441 -5,0616 -5,6377 -6,1666 -6,6360 -7,0255 -7,3096 -7,4649 -7,4798 -7,3615 -7,1323 -6,8158 -6,4224 -5,9433 -5,3517 -4,6190 -3,7400 -2,7428 -1,6702 -0,5524 0,5984 1,7686 2,9258 4,0238 5,0200 5,8840 6,5984 7,1586 7,5699 7,8395 7,9743 7,9834 7,8775 7,6679 7,3640 6,9724 6,4986 5,9466 5,3173 4,6066 3,8085 2,9308 2,0078 1,0922 0,2329 -0,5356 -1,1936 -1,7427 -2,2093 -2,6334 -3,0551 -3,5121 -4,0335 -4,6236 -5,2553 -5,8833 -6,4630 -6,9607 -7,3559 -7,6465 -7,8493 -7,9906 -8,0928 -8,1634 -8,2027 -8,2192 -8,2299 -8,2462 -8,2725 -8,3196 -8,4136 -8,5819 -8,8319 -9,1453 -9,4923 -9,8475 -10,1961 -10,5367 -10,8779 -11,2262 -11,5774 -11,9197 -12,2352 -12,4967 -12,6703 -12,7278 -12,6564 -12,4646 -12,1878 -11,8841 -11,6169 -11,4313 -11,3456 -11,3570 -11,4477 -11,5841 -11,7232 -11,8312 -11,8961 -11,9175 -11,8902 -11,8010 -11,6439 -11,4266 -11,1621 -10,8612 -10,5363 -10,2012 -9,8624 -9,5110 -9,1254 -8,6816 -8,1664
F7    0,5669 0,2560 -0,0511 -0,3358 -0,5748 -0,7520 -0,8736 -0,9667 -1,0561 -1,1432 -1,2074 -1,2272 -1,1966 -1,1232 -1,0111 -0,8546 -0,6460 -0,3884 -0,0987 0,2027 0,5047 0,8070 1,1136 1,4208 1,7026 1,9202 2,0546 2,1267 2,1773 2,2306 2,2791 2,2986 2,2720 2,1969 2,0674 1,8577 1,5304 1,0649 0,4817 -0,1501 -0,7360 -1,2016 -1,5281 -1,7479 -1,9144 -2,0759 -2,2600 -2,4676 -2,6783 -2,8658 -3,0125 -3,1153 -3,1832 -3,2294 -3,2624 -3,2841 -3,2963 -3,3063 -3,3184 -3,3266 -3,3159 -3,2681 -3,1641 -2,9920 -2,7605 -2,4980 -2,2336 -1,9798 -1,7267 -1,4458 -1,1088 -0,7132 -0,2889 0,1176 0,4625 0,7233 0,9052 1,0293 1,1180 1,1880 1,2485 1,3024 1,3523 1,3989 1,4360 1,4613 1,4934 1,5714 1,7340 1,9956 2,3431 2,7436 3,1482 3,4987 3,7426 3,8503 3,8229 3,6850 3,4691 3,2130 2,9614 2,7537 2,6033 2,4915 2,3761 2,2030 1,9288 1,5538 1,1274 0,7146 0,3596 0,0763 -0,1428 -0,3173 -0,4771 -0,6521 -0,8537 -1,0658 -1,2561 -1,3978 -1,4836 -1,5162 -1,4882 -1,3787 -1,1694 -0,8562 -0,4468 0,0448 0,5940 1,1665 1,7253 2,2429 2,7149 3,1632 3,6215 4,1182 4,6675 5,2637 5,8791 6,4777 7,0386 7,5638 8,0625 8,5316 8,9527 9,2975 9,5331 9,6313 9,5824 9,3982 9,1038 8,7271 8,2923 7,8216 7,3351 6,8499 6,3819 5,9475 5,5571 5,2146 4,9242 4,6903 4,5128 4,3860 4,2948 4,2114 4,0994 3,9196 3,6345 3,2228 2,6966 2,1016 1,4959 0,9209 0,3882 -0,1090 -0,5823 -1,0476 -1,5238 -2,0204 -2,5280 -3,0193 -3,4575 -3,8093 -4,0593 -4,2170 -4,3155 -4,4059 -4,5473 -4,7843 -5,1238 -5,5325 -5,9603 -6,3693 -6,7391 -7,0502 -7,2729 -7,3813 -7,3802 -7,3072 -7,2025 -7,0760 -6,9072 -6,6763 -6,3916 -6,0895 -5,8123 -5,5875 -5,4133 -5,2555 -5,0728 -4,8497 -4,6028 -4,3596 -4,1366 -3,9368 -3,7603 -3,6120 -3,4983 -3,4200 -3,3692 -3,3279 -3,2650 -3,1407 -2,9246 -2,6179 -2,2605 -1,9141 -1,6254 -1,4026 -1,2287 -1,0886 -0,9796 -0,9047 -0,8619 -0,8391 -0,8245 -0,8170 -0,8185 -0,8269 -0,8444 -0,8849 -0,9684 -1,1088 -1,3063 -1,5502 -1,8272 -2,1278 -2,4468 -2,7805 -3,1317 -3,5147 -3,9459 -4,4200 -4,8955 -5,3074 -5,5953 -5,7263 -5,7023 -5,5500 -5,3078 -5,0152 -4,7067 -4,4124 -4,1572 -3,9514 -3,7796 -3,6042 -3,3833 -3,0937 -2,7398 -2,3399 -1,9058 -1,4375 -0,9374 -0,4252 0,0675 0,5144 0,8998 1,2113 1,4397 1,5846 1,6503 1,6405 1,5564 1,3974 1,1607 0,8400 0,4276 -0,0705 -0,6224 -1,1754 -1,6762 -2,0908 -2,4121 -2,6535 -2,8338 -2,9693 -3,0807 -3,1954 -3,3304 -3,4786 -3,6189 -3,7367 -3,8315 -3,9129 -3,9932 -4,0800 -4,1727 -4,2703 -4,3741 -4,4812 -4,5817 -4,6571 -4,6760 -4,5998 -4,4051 -4,1045 -3,7440 -3,3792 -3,0505 -2,7697 -2,5263 -2,3098 -2,1241 -1,9763 -1,8532 -1,7161 -1,5235 -1,2594 -0,9424 -0,6126 -0,3178 -0,0987 0,0251 0,0572 0,0140 -0,0849 -0,2175 -0,3579 -0,4792 -0,5621 -0,5984 -0,5854 -0,5246 -0,4316 -0,3432 -0,3065 -0,3511 -0,4660 -0,6011 -0,6959 -0,7129 -0,6539 -0,5511 -0,4428 -0,3518 -0,2833 -0,2386 -0,2218 -0,2321 -0,2552 -0,2615 -0,2134 -0,0784 0,1607 0,4952 0,8858 1,2728 1,6004 1,8352 1,9704 2,0246 2,0319 2,0197 1,9837 1,8851 1,6710 1,3117 0,8316 0,3033 -0,1993 -0,6430 -1,0469 -1,4597 -1,9152 -2,3951 -2,8403 -3,1982 -3,4516 -3,6027 -3,6485 -3,5798 -3,3986 -3,1311 -2,8300 -2,5667 -2,4083 -2,3844 -2,4716 -2,6133 -2,7540 -2,8596 -2,9115 -2,8888 -2,7680 -2,5406 -2,2275 -1,8748 -1,5303 -1,2225 -0,9534 -0,6955 -0,3961 -0,0034 0,5030 1,1042 1,7513 2,3841 2,9518 3,4248 3,7881 4,0296 4,1371 4,1103 3,9779 3,7947 3,6106 3,4437 3,2800 3,0963 2,8866 2,6738 2,4942 2,3712 2,2963 2,2273 2,1094 1,9096 1,6402 1,3447 1,0610 0,7970 0,5380 0,2659 -0,0337 -0,3673 -0,7254 -1,0739 -1,3537 -1,4961 -1,4580 -1,2479 -0,9197 -0,5461 -0,1938 0,0856 0,2586 0,3186 0,2951 0,2461 0,2371 0,3212 0,5225 0,8269 1,1837 1,5185 1,7537 1,8376 1,7695 1,6054 1,4323 1,3220 1,2954 1,3183 1,3252 1,2549 1,0775 0,7981 0,4424 0,0385 -0,3989 -0,8715 -1,3840 -1,9300 -2,4880 -3,0281 -3,5276 -3,9836 -4,4052 -4,7919 -5,1247 -5,3786 -5,5361 -5,5917 -5,5547 -5,4497 -5,3072 -5,1448 -4,9528 -4,6914 -4,3042 -3,7476 -3,0219 -2,1773 -1,2851 -0,4005 0,4510 1,2597 2,0173 2,7172 3,3547 3,9212 4,4008 4,7762 5,0336 5,1607 5,1516 5,0147 4,7696 4,4376 4,0377 3,5906 3,1210 2,6509 2,1887 1,7196 1,2113 0,6347 -0,0161 -0,7265 -1,4732 -2,2308 -2,9783 -3,7096 -4,4283 -5,1266 -5,7825 -6,3845 -6,9407 -7,4595 -7,9368 -8,3654 -8,7470 -9,0867 -9,3796 -9,6126 -9,7744 -9,8629 -9,8889 -9,8774 -9,8637 -9,8807 -9,9419 -10,0348 -10,1322 -10,2176 -10,2995 -10,4016 -10,5413 -10,7200 -10,9280 -11,1450 -11,3419 -11,4975 -11,6132 -11,7053 -11,7926 -11,8927 -12,0153 -12,1533 -12,2837 -12,3720 -12,3738 -12,2437 -11,9620 -11,5568 -11,0904 -10,6304 -10,2387 -9,9666 -9,8375 -9,8306 -9,8930 -9,9710 -10,0297 -10,0501 -10,0166 -9,9165 -9,7496 -9,5293 -9,2721 -8,9931 -8,7114 -8,4491 -8,2170 -8,0013 -7,7675 -7,4757 -7,0995
