Fp1   -0,3184 0,0350 0,5803 1,1981 1,7850 2,2904 2,7245 3,1130 3,4408 3,6616 3,7542 3,7458 3,6716 3,5266 3,2660 2,8507 2,2906 1,6498 1,0189 0,4813 0,0923 -0,1257 -0,1818 -0,1095 0,0430 0,2063 0,2869 0,2072 -0,0484 -0,4474 -0,9589 -1,5662 -2,2340 -2,8838 -3,4178 -3,7726 -3,9456 -3,9689 -3,8738 -3,6826 -3,4084 -3,0486 -2,5935 -2,0516 -1,4682 -0,9213 -0,4880 -0,2084 -0,0859 -0,1107 -0,2631 -0,5006 -0,7654 -1,0095 -1,2074 -1,3511 -1,4379 -1,4586 -1,4053 -1,2994 -1,2017 -1,1837 -1,2856 -1,4958 -1,7622 -2,0227 -2,2390 -2,4134 -2,5701 -2,7248 -2,8732 -2,9945 -3,0658 -3,0896 -3,1055 -3,1602 -3,2631 -3,3800 -3,4671 -3,4994 -3,4705 -3,3883 -3,2773 -3,1724 -3,0926 -3,0207 -2,9175 -2,7518 -2,5169 -2,2312 -1,9282 -1,6454 -1,4225 -1,3063 -1,3544 -1,6257 -2,1537 -2,9249 -3,8700 -4,8750 -5,8180 -6,6181 -7,2603 -7,7832 -8,2449 -8,6809 -9,0849 -9,4306 -9,7047 -9,9159 -10,0957 -10,2981 -10,5764 -10,9499 -11,3904 -11,8369 -12,2196 -12,4806 -12,5865 -12,5252 -12,2952 -11,9160 -11,4416 -10,9305 -10,4040 -9,8495 -9,2604 -8,6633 -8,1028 -7,5995 -7,1311 -6,6485 -6,1005 -5,4562 -4,7218 -3,9400 -3,1785 -2,5155 -2,0237 -1,7564 -1,7272 -1,8859 -2,1342 -2,3758 -2,5424 -2,5904 -2,4885 -2,2146 -1,7694 -1,1897 -0,5450 0,0811 0,6155 1,0128 1,2653 1,4047 1,4899 1,5809 1,7008 1,8067 1,8015 1,5924 1,1492 0,5170 -0,2050 -0,8982 -1,4666 -1,8580 -2,0453 -2,0031 -1,7299 -1,2966 -0,8502 -0,5447 -0,4621 -0,5969 -0,8844 -1,2092 -1,4105 -1,3391 -0,9433 -0,2971 0,4512 1,1504 1,6923 2,0323 2,1907 2,2314 2,2235 2,2082 2,1996 2,2072 2,2444 2,3271 2,4706 2,6680 2,8747 3,0367 3,1399 3,2147 3,2891 3,3542 3,3828 3,3588 3,2804 3,1448 2,9364 2,6318 2,2273 1,7624 1,3115 0,9532 0,7469 0,7217 0,8733 1,1737 1,5790 2,0264 2,4443 2,7784 3,0168 3,1949 3,3647 3,5509 3,7501 3,9635 4,2053 4,4794 4,7635 5,0162 5,1990 5,3001 5,3465 5,3965 5,5073 5,6911 5,8994 6,0597 6,1236 6,0814 5,9509 5,7563 5,5088 5,2144 4,8927 4,5643 4,2283 3,8824 3,5578 3,3036 3,1438 3,0637 3,0211 2,9665 2,8727 2,7530 2,6402 2,5489 2,4733 2,4155 2,3974 2,4402 2,5436 2,6838 2,8195 2,9062 2,9057 2,7839 2,5152 2,0954 1,5539 0,9553 0,3808 -0,1085 -0,4902 -0,7577 -0,8914 -0,8666 -0,6797 -0,3615 0,0248 0,4050 0,7393 1,0395 1,3334 1,6304 1,9218 2,1929 2,4379 2,6703 2,9064 3,1347 3,3224 3,4530 3,5476 3,6485 3,7856 3,9658 4,1890 4,4681 4,8335 5,3101 5,8755 6,4398 6,8830 7,1348 7,2206 7,2242 7,2112 7,1972 7,1767 7,1501 7,1174 7,0799 7,0581 7,0762 7,1335 7,2113 7,2991 7,4025 7,5295 7,6726 7,8041 7,8833 7,8705 7,7459 7,5259 7,2568 6,9865 6,7390 6,5218 6,3534 6,2589 6,2395 6,2637 6,2864 6,2777 6,2410 6,2170 6,2667 6,4283 6,6824 6,9731 7,2487 7,4626 7,5656 7,5201 7,3069 6,9299 6,4273 5,8505 5,2401 4,6534 4,1809 3,9027 3,8446 3,9789 4,2510 4,6129 5,0388 5,5127 6,0189 6,5473 7,0843 7,5867 7,9964 8,2876 8,4732 8,5752 8,6162 8,6198 8,5962 8,5313 8,3854 8,1148 7,7224 7,2745 6,8644 6,5844 6,5096 6,6766 7,0878 7,7147 8,4704 9,2145 9,8294 10,2766 10,5730 10,7409 10,7990 10,7856 10,7537 10,7291 10,6857 10,5735 10,3646 10,0649 9,6993 9,3070 8,9386 8,6473 8,4752 8,4250 8,4380 8,4241 8,3288 8,1687 8,0034 7,8819 7,8124 7,7718 7,7347 7,6888 7,6515 7,6738 7,7916 7,9642 8,0881 8,0730 7,8860 7,5302 7,0247 6,4188 5,7895 5,2076 4,7200 4,3601 4,1508 4,0843 4,1187 4,2115 4,3550 4,5691 4,8556 5,1641 5,4105 5,5200 5,4434 5,1520 4,6522 4,0069 3,3256 2,7185 2,2580 1,9691 1,8349 1,8119 1,8528 1,9272 2,0382 2,2161 2,4822 2,8183 3,1711 3,4847 3,7256 3,8859 3,9764 4,0167 4,0224 4,0021 3,9631 3,9135 3,8665 3,8428 3,8524 3,8731 3,8668 3,8231 3,7760 3,7656 3,7864 3,7839 3,6941 3,4819 3,1491 2,7201 2,2334 1,7484 1,3299 0,9924 0,6705 0,2654 -0,2795 -0,9446 -1,6530 -2,3138 -2,8569 -3,2469 -3,4775 -3,5613 -3,5250 -3,3992 -3,2071 -2,9760 -2,7490 -2,5604 -2,3983 -2,2053 -1,9259 -1,5650 -1,1997 -0,9379 -0,8631 -0,9936 -1,2768 -1,6377 -2,0307 -2,4326 -2,8050 -3,0995 -3,2953 -3,4060 -3,4578 -3,4824 -3,5146 -3,5753 -3,6627 -3,7740 -3,9219 -4,1105 -4,2960 -4,3895 -4,3102 -4,0445 -3,6578 -3,2487 -2,8919 -2,6240 -2,4785 -2,5088 -2,7540 -3,1866 -3,7106 -4,2145 -4,6230 -4,9074 -5,0675 -5,1146 -5,0690 -4,9703 -4,8814 -4,8707 -4,9855 -5,2415 -5,6334 -6,1389 -6,7092 -7,2691 -7,7372 -8,0436 -8,1463 -8,0435 -7,7711 -7,3902 -6,9715 -6,5822 -6,2799 -6,1027 -6,0570 -6,1226 -6,2655 -6,4314 -6,5359 -6,4950 -6,2742 -5,8974 -5,4216 -4,9223 -4,4955 -4,2396 -4,2078 -4,3664 -4,6100 -4,8353 -5,0045 -5,1411 -5,2907 -5,4924 -5,7575 -6,0580 -6,3525 -6,6213 -6,8681 -7,0914 -7,2720 -7,3937 -7,4578 -7,4654 -7,4008 -7,2555 -7,0600 -6,8739 -6,7500 -6,7165 -6,7833 -6,9589 -7,2543 -7,6593 -8,1230
Fz    -0,5043 -0,4639 -0,2283 0,1337 0,5358 0,9198 1,2775 1,6154 1,9074 2,1111 2,2202 2,2730 2,3078 2,3258 2,2995 2,2045 2,0358 1,8045 1,5371 1,2745 1,0618 0,9307 0,8875 0,9159 0,9876 1,0604 1,0708 0,9574 0,6933 0,2854 -0,2420 -0,8490 -1,4734 -2,0345 -2,4550 -2,6941 -2,7675 -2,7302 -2,6426 -2,5450 -2,4462 -2,3297 -2,1763 -1,9798 -1,7461 -1,4931 -1,2471 -1,0273 -0,8444 -0,7147 -0,6560 -0,6668 -0,7201 -0,7838 -0,8436 -0,9040 -0,9741 -1,0499 -1,1126 -1,1520 -1,1867 -1,2541 -1,3768 -1,5365 -1,6813 -1,7572 -1,7398 -1,6414 -1,4963 -1,3463 -1,2298 -1,1676 -1,1560 -1,1849 -1,2574 -1,3852 -1,5632 -1,7629 -1,9544 -2,1193 -2,2424 -2,3067 -2,3032 -2,2405 -2,1362 -2,0013 -1,8388 -1,6552 -1,4687 -1,3047 -1,1858 -1,1264 -1,1361 -1,2226 -1,3939 -1,6643 -2,0510 -2,5531 -3,1347 -3,7322 -4,2800 -4,7376 -5,1068 -5,4220 -5,7165 -5,9962 -6,2416 -6,4332 -6,5680 -6,6613 -6,7477 -6,8792 -7,1026 -7,4245 -7,7991 -8,1506 -8,4092 -8,5346 -8,5228 -8,3930 -8,1639 -7,8465 -7,4587 -7,0290 -6,5789 -6,1110 -5,6245 -5,1392 -4,6915 -4,3029 -3,9603 -3,6266 -3,2646 -2,8485 -2,3689 -1,8430 -1,3217 -0,8749 -0,5640 -0,4286 -0,4788 -0,6816 -0,9675 -1,2590 -1,4910 -1,6162 -1,6063 -1,4513 -1,1640 -0,7838 -0,3707 0,0131 0,3255 0,5531 0,7060 0,8074 0,8883 0,9753 1,0676 1,1215 1,0672 0,8538 0,4833 0,0081 -0,4928 -0,9407 -1,2833 -1,5003 -1,5801 -1,5013 -1,2526 -0,8728 -0,4586 -0,1222 0,0669 0,0977 -0,0035 -0,1805 -0,3451 -0,4084 -0,3263 -0,1108 0,1894 0,5070 0,7745 0,9484 1,0280 1,0464 1,0408 1,0305 1,0178 0,9963 0,9562 0,8944 0,8230 0,7611 0,7173 0,6888 0,6767 0,6917 0,7438 0,8316 0,9429 1,0579 1,1553 1,2141 1,2078 1,1098 0,9180 0,6676 0,4143 0,2105 0,0929 0,0761 0,1550 0,3118 0,5185 0,7380 0,9318 1,0726 1,1572 1,2158 1,2954 1,4228 1,5955 1,8024 2,0366 2,2869 2,5295 2,7369 2,8949 3,0076 3,0928 3,1789 3,3015 3,4819 3,7069 3,9360 4,1281 4,2555 4,3092 4,2957 4,2215 4,0889 3,9085 3,7004 3,4854 3,2871 3,1363 3,0529 3,0249 3,0172 2,9943 2,9343 2,8342 2,7074 2,5715 2,4341 2,2927 2,1505 2,0273 1,9475 1,9196 1,9329 1,9655 1,9931 1,9953 1,9550 1,8531 1,6723 1,4111 1,0904 0,7407 0,3825 0,0256 -0,3105 -0,5871 -0,7627 -0,8167 -0,7603 -0,6317 -0,4769 -0,3181 -0,1421 0,0695 0,3140 0,5797 0,8592 1,1405 1,4010 1,6120 1,7409 1,7634 1,6887 1,5660 1,4559 1,3974 1,4044 1,4862 1,6564 1,9249 2,2845 2,6949 3,0839 3,3826 3,5739 3,7012 3,8208 3,9473 4,0514 4,1061 4,1201 4,1191 4,1152 4,1061 4,0874 4,0541 4,0066 3,9649 3,9644 4,0298 4,1503 4,2858 4,3920 4,4394 4,4248 4,3679 4,2877 4,1790 4,0209 3,8143 3,6026 3,4329 3,3070 3,1940 3,0800 2,9878 2,9514 2,9887 3,1051 3,2968 3,5385 3,7877 4,0038 4,1541 4,2136 4,1666 3,9987 3,6973 3,2705 2,7491 2,1717 1,5934 1,0947 0,7492 0,5867 0,5912 0,7238 0,9493 1,2547 1,6408 2,1005 2,6101 3,1254 3,5772 3,8960 4,0606 4,1031 4,0706 4,0074 3,9555 3,9398 3,9521 3,9531 3,9023 3,7946 3,6626 3,5535 3,5213 3,6121 3,8373 4,1796 4,6089 5,0714 5,4920 5,8192 6,0478 6,1921 6,2603 6,2643 6,2278 6,1692 6,0824 5,9414 5,7257 5,4419 5,1187 4,7881 4,4771 4,2080 3,9985 3,8600 3,7895 3,7580 3,7209 3,6535 3,5742 3,5281 3,5489 3,6319 3,7380 3,8218 3,8508 3,8129 3,7172 3,5785 3,3952 3,1501 2,8316 2,4479 2,0238 1,5922 1,1948 0,8721 0,6445 0,5067 0,4443 0,4499 0,5192 0,6379 0,7876 0,9595 1,1512 1,3468 1,5113 1,6069 1,6090 1,5073 1,3001 1,0017 0,6543 0,3152 0,0211 -0,2198 -0,4057 -0,5364 -0,6220 -0,6826 -0,7393 -0,7928 -0,8110 -0,7569 -0,6239 -0,4351 -0,2223 -0,0137 0,1670 0,3017 0,3794 0,3966 0,3619 0,2956 0,2217 0,1656 0,1575 0,2191 0,3386 0,4705 0,5682 0,6147 0,6128 0,5592 0,4480 0,2873 0,0961 -0,1123 -0,3395 -0,5903 -0,8527 -1,0991 -1,3189 -1,5424 -1,8226 -2,1940 -2,6531 -3,1681 -3,6945 -4,1816 -4,5769 -4,8344 -4,9308 -4,8830 -4,7402 -4,5487 -4,3331 -4,1120 -3,9115 -3,7492 -3,6152 -3,4868 -3,3640 -3,2848 -3,3075 -3,4776 -3,7952 -4,2072 -4,6417 -5,0475 -5,3966 -5,6642 -5,8275 -5,8837 -5,8505 -5,7477 -5,5916 -5,4037 -5,2084 -5,0293 -4,9020 -4,8704 -4,9483 -5,0874 -5,1949 -5,1905 -5,0543 -4,8224 -4,5433 -4,2525 -3,9897 -3,8260 -3,8493 -4,1075 -4,5665 -5,1268 -5,6776 -6,1417 -6,4866 -6,7068 -6,8094 -6,8198 -6,7914 -6,7895 -6,8599 -7,0194 -7,2654 -7,5834 -7,9514 -8,3403 -8,7107 -9,0152 -9,2079 -9,2604 -9,1753 -8,9845 -8,7345 -8,4665 -8,2093 -7,9905 -7,8436 -7,7963 -7,8521 -7,9784 -8,1050 -8,1472 -8,0455 -7,7940 -7,4308 -7,0091 -6,5873 -6,2350 -6,0190 -5,9712 -6,0704 -6,2574 -6,4752 -6,7019 -6,9455 -7,2209 -7,5350 -7,8755 -8,2064 -8,4914 -8,7224 -8,9166 -9,0894 -9,2373 -9,3467 -9,4033 -9,3863 -9,2707 -9,0535 -8,7748 -8,5042 -8,3060 -8,2176 -8,2520 -8,4119 -8,6955 -9,0785 -9,4980
F3    -0,6352 -0,4666 -0,0716 0,4474 0,9723 1,4198 1,7750 2,0593 2,2700 2,3821 2,3968 2,3545 2,2933 2,2115 2,0738 1,8493 1,5343 1,1515 0,7473 0,3884 0,1453 0,0694 0,1691 0,4044 0,7056 0,9922 1,1782 1,1961 1,0308 0,7022 0,2212 -0,4054 -1,1271 -1,8300 -2,3778 -2,6869 -2,7643 -2,6800 -2,5200 -2,3556 -2,2213 -2,1060 -1,9771 -1,8133 -1,6174 -1,4122 -1,2231 -1,0610 -0,9318 -0,8575 -0,8611 -0,9271 -1,0019 -1,0392 -1,0330 -1,0057 -0,9790 -0,9600 -0,9540 -0,9854 -1,0940 -1,3027 -1,5938 -1,9105 -2,1770 -2,3306 -2,3512 -2,2656 -2,1203 -1,9577 -1,8068 -1,6751 -1,5540 -1,4441 -1,3704 -1,3666 -1,4419 -1,5722 -1,7303 -1,9037 -2,0770 -2,2262 -2,3390 -2,4193 -2,4658 -2,4587 -2,3746 -2,2098 -1,9871 -1,7475 -1,5350 -1,3836 -1,3102 -1,3189 -1,4164 -1,6202 -1,9468 -2,3908 -2,9141 -3,4545 -3,9513 -4,3720 -4,7249 -5,0457 -5,3680 -5,7025 -6,0344 -6,3392 -6,6011 -6,8163 -6,9964 -7,1752 -7,3918 -7,6590 -7,9475 -8,1985 -8,3518 -8,3760 -8,2783 -8,0870 -7,8218 -7,4874 -7,0908 -6,6458 -6,1631 -5,6458 -5,1060 -4,5825 -4,1263 -3,7614 -3,4640 -3,1801 -2,8561 -2,4593 -1,9865 -1,4672 -0,9577 -0,5235 -0,2186 -0,0779 -0,1079 -0,2724 -0,5056 -0,7472 -0,9547 -1,0955 -1,1404 -1,0658 -0,8640 -0,5504 -0,1634 0,2438 0,6199 0,9312 1,1686 1,3481 1,5033 1,6634 1,8242 1,9391 1,9404 1,7733 1,4224 0,9244 0,3619 -0,1670 -0,5890 -0,8697 -0,9900 -0,9275 -0,6767 -0,2909 0,1133 0,4128 0,5470 0,5278 0,4024 0,2351 0,1102 0,1105 0,2761 0,5874 0,9809 1,3749 1,6952 1,8992 1,9886 1,9991 1,9693 1,9185 1,8505 1,7698 1,6856 1,6076 1,5472 1,5143 1,5059 1,5074 1,5099 1,5150 1,5210 1,5162 1,4891 1,4368 1,3634 1,2712 1,1532 0,9995 0,8157 0,6280 0,4707 0,3732 0,3603 0,4489 0,6381 0,9079 1,2263 1,5549 1,8542 2,0959 2,2815 2,4482 2,6376 2,8554 3,0815 3,3069 3,5403 3,7828 4,0132 4,1995 4,3210 4,3785 4,3947 4,4139 4,4882 4,6411 4,8454 5,0473 5,2045 5,3016 5,3455 5,3480 5,3041 5,1989 5,0301 4,8077 4,5404 4,2442 3,9561 3,7167 3,5458 3,4377 3,3666 3,2952 3,1944 3,0561 2,8849 2,6893 2,4850 2,2985 2,1629 2,1044 2,1303 2,2269 2,3620 2,4932 2,5846 2,6162 2,5764 2,4506 2,2264 1,9136 1,5466 1,1649 0,7999 0,4838 0,2556 0,1488 0,1713 0,2968 0,4739 0,6497 0,8058 0,9665 1,1618 1,3938 1,6461 1,9036 2,1583 2,4077 2,6461 2,8483 2,9754 3,0001 2,9246 2,7790 2,6096 2,4678 2,4002 2,4417 2,6115 2,9088 3,3043 3,7384 4,1416 4,4741 4,7428 4,9666 5,1251 5,1720 5,1075 5,0001 4,9193 4,8831 4,8723 4,8590 4,8233 4,7674 4,7205 4,7187 4,7827 4,9100 5,0779 5,2464 5,3669 5,3998 5,3296 5,1667 4,9383 4,6716 4,3922 4,1335 3,9221 3,7562 3,6188 3,5036 3,4255 3,4099 3,4786 3,6442 3,9016 4,2213 4,5694 4,9251 5,2654 5,5464 5,7050 5,6674 5,3798 4,8516 4,1469 3,3447 2,5427 1,8610 1,3931 1,1647 1,1477 1,2996 1,5918 2,0098 2,5381 3,1483 3,8009 4,4385 4,9763 5,3331 5,4863 5,4745 5,3561 5,1954 5,0589 4,9889 4,9798 4,9782 4,9171 4,7771 4,5992 4,4441 4,3756 4,4565 4,7151 5,1262 5,6241 6,1190 6,5334 6,8400 7,0495 7,1669 7,1835 7,1083 6,9862 6,8668 6,7568 6,6155 6,4009 6,1131 5,7888 5,4634 5,1559 4,8807 4,6604 4,5229 4,4812 4,5129 4,5683 4,6108 4,6446 4,7010 4,8019 4,9333 5,0483 5,0931 5,0374 4,9017 4,7500 4,6316 4,5341 4,4013 4,1890 3,9005 3,5706 3,2328 2,9144 2,6395 2,4217 2,2589 2,1433 2,0794 2,0805 2,1493 2,2760 2,4550 2,6816 2,9287 3,1416 3,2610 3,2553 3,1276 2,9007 2,6081 2,2996 2,0269 1,8162 1,6666 1,5688 1,5095 1,4652 1,4017 1,2912 1,1485 1,0370 1,0202 1,1141 1,2886 1,4964 1,6951 1,8542 1,9568 1,9977 1,9806 1,9200 1,8421 1,7729 1,7298 1,7253 1,7606 1,8130 1,8463 1,8425 1,8154 1,7865 1,7569 1,7152 1,6557 1,5758 1,4668 1,3181 1,1291 0,9196 0,7202 0,5362 0,3274 0,0403 -0,3439 -0,7991 -1,2812 -1,7541 -2,1983 -2,5998 -2,9301 -3,1527 -3,2575 -3,2654 -3,1988 -3,0669 -2,8783 -2,6491 -2,3943 -2,1159 -1,8127 -1,5054 -1,2497 -1,1214 -1,1834 -1,4405 -1,8231 -2,2395 -2,6348 -2,9878 -3,2792 -3,4872 -3,6045 -3,6385 -3,5984 -3,4990 -3,3700 -3,2446 -3,1414 -3,0741 -3,0687 -3,1421 -3,2659 -3,3686 -3,3808 -3,2795 -3,0905 -2,8543 -2,5961 -2,3339 -2,1115 -2,0088 -2,1011 -2,4016 -2,8409 -3,3080 -3,7168 -4,0373 -4,2724 -4,4287 -4,5210 -4,5896 -4,6929 -4,8741 -5,1455 -5,4990 -5,9169 -6,3734 -6,8340 -7,2555 -7,5885 -7,7826 -7,8083 -7,6767 -7,4326 -7,1296 -6,8106 -6,5065 -6,2501 -6,0787 -6,0142 -6,0478 -6,1506 -6,2757 -6,3506 -6,3008 -6,0903 -5,7322 -5,2719 -4,7825 -4,3674 -4,1310 -4,1182 -4,2808 -4,5139 -4,7348 -4,9293 -5,1281 -5,3585 -5,6248 -5,9086 -6,1745 -6,3933 -6,5652 -6,7117 -6,8451 -6,9542 -7,0155 -7,0035 -6,8931 -6,6737 -6,3716 -6,0523 -5,7931 -5,6507 -5,6470 -5,7718 -6,0017 -6,3271 -6,7429 -7,2158
F7    1,2973 1,2588 1,2332 1,1960 1,1587 1,1812 1,3155 1,5588 1,8651 2,1673 2,3891 2,4763 2,4242 2,2600 2,0111 1,6967 1,3393 0,9695 0,6163 0,2987 0,0225 -0,2183 -0,4219 -0,5688 -0,6464 -0,6783 -0,7037 -0,7423 -0,8055 -0,9093 -1,0485 -1,1921 -1,3191 -1,4417 -1,5853 -1,7622 -1,9657 -2,1633 -2,2924 -2,2924 -2,1415 -1,8539 -1,4587 -1,0075 -0,5871 -0,2861 -0,1408 -0,1197 -0,1618 -0,2212 -0,2870 -0,3844 -0,5510 -0,7958 -1,0833 -1,3572 -1,5663 -1,6722 -1,6497 -1,4941 -1,2311 -0,9162 -0,6102 -0,3542 -0,1711 -0,0801 -0,0978 -0,2295 -0,4556 -0,7264 -0,9887 -1,2179 -1,4184 -1,6118 -1,8261 -2,0714 -2,3172 -2,4994 -2,5553 -2,4626 -2,2585 -2,0092 -1,7611 -1,5327 -1,3367 -1,1811 -1,0503 -0,9039 -0,7108 -0,4799 -0,2510 -0,0661 0,0439 0,0581 -0,0403 -0,2723 -0,6631 -1,2207 -1,9138 -2,6755 -3,4314 -4,1299 -4,7473 -5,2658 -5,6590 -5,9028 -5,9972 -5,9716 -5,8706 -5,7430 -5,6389 -5,6004 -5,6568 -5,8183 -6,0668 -6,3563 -6,6308 -6,8408 -6,9478 -6,9251 -6,7567 -6,4477 -6,0432 -5,6112 -5,2028 -4,8386 -4,5198 -4,2419 -4,0002 -3,7810 -3,5621 -3,3290 -3,0749 -2,7862 -2,4450 -2,0559 -1,6693 -1,3647 -1,2082 -1,2291 -1,4180 -1,7212 -2,0510 -2,3258 -2,5043 -2,5830 -2,5685 -2,4520 -2,2168 -1,8642 -1,4272 -0,9680 -0,5627 -0,2704 -0,1067 -0,0463 -0,0557 -0,1151 -0,2173 -0,3628 -0,5514 -0,7669 -0,9810 -1,1746 -1,3435 -1,4875 -1,6084 -1,7090 -1,7769 -1,7716 -1,6434 -1,3734 -1,0025 -0,6230 -0,3312 -0,1812 -0,1721 -0,2485 -0,3134 -0,2764 -0,1052 0,1710 0,4921 0,7907 1,0142 1,1489 1,2181 1,2573 1,2933 1,3375 1,3904 1,4431 1,4844 1,5176 1,5652 1,6416 1,7271 1,7822 1,7843 1,7446 1,6944 1,6603 1,6526 1,6674 1,6850 1,6648 1,5531 1,3060 0,9157 0,4327 -0,0437 -0,4153 -0,6286 -0,6790 -0,5889 -0,3826 -0,0801 0,2881 0,6755 1,0413 1,3785 1,7126 2,0650 2,4215 2,7432 3,0053 3,2151 3,3913 3,5299 3,6015 3,5863 3,4987 3,3737 3,2465 3,1540 3,1319 3,1987 3,3528 3,5783 3,8370 4,0638 4,1835 4,1412 3,9296 3,5953 3,2093 2,8180 2,4332 2,0652 1,7459 1,5136 1,3865 1,3478 1,3618 1,4140 1,5283 1,7271 1,9778 2,1980 2,3190 2,3309 2,2705 2,1858 2,1164 2,0864 2,0993 2,1308 2,1294 2,0426 1,8509 1,5744 1,2576 0,9502 0,6836 0,4539 0,2479 0,0776 -0,0264 -0,0423 0,0366 0,2050 0,4424 0,7153 0,9834 1,2080 1,3627 1,4358 1,4275 1,3568 1,2625 1,1809 1,1237 1,0869 1,0779 1,1216 1,2214 1,3242 1,3629 1,3243 1,2591 1,2430 1,3303 1,5177 1,7375 1,8936 1,9290 1,8704 1,8165 1,8811 2,1195 2,4871 2,8687 3,1499 3,2774 3,2827 3,2394 3,1845 3,1033 2,9817 2,8397 2,7167 2,6462 2,6340 2,6463 2,6306 2,5610 2,4592 2,3619 2,2770 2,1828 2,0578 1,9099 1,7806 1,7100 1,6999 1,7124 1,6977 1,6362 1,5653 1,5678 1,7093 1,9705 2,2459 2,4005 2,3292 2,0059 1,5097 0,9963 0,6135 0,4244 0,4049 0,4914 0,6231 0,7757 0,9698 1,2342 1,5584 1,8792 2,1122 2,2041 2,1606 2,0400 1,9272 1,9023 2,0176 2,2795 2,6352 2,9924 3,2734 3,4354 3,4513 3,3092 3,0297 2,6650 2,2813 1,9402 1,6887 1,5542 1,5348 1,6025 1,7362 1,9530 2,2938 2,7684 3,3133 3,8244 4,2343 4,5372 4,7550 4,9058 4,9966 5,0361 5,0476 5,0487 5,0189 4,9113 4,7033 4,4311 4,1733 3,9973 3,9200 3,9123 3,9178 3,8637 3,6803 3,3365 2,8582 2,3146 1,7859 1,3359 1,0123 0,8606 0,9050 1,1116 1,4032 1,7169 2,0364 2,3754 2,7281 3,0406 3,2331 3,2413 3,0440 2,6657 2,1554 1,5763 1,0114 0,5430 0,2122 0,0209 -0,0290 0,0743 0,3287 0,6979 1,1131 1,5010 1,8070 1,9956 2,0485 1,9607 1,7243 1,3292 0,7907 0,1674 -0,4517 -0,9775 -1,3333 -1,4517 -1,2918 -0,8858 -0,3476 0,1927 0,6528 1,0027 1,2435 1,3897 1,4601 1,4701 1,4248 1,3212 1,1647 0,9760 0,7791 0,5920 0,4247 0,2798 0,1595 0,0659 -0,0022 -0,0345 0,0008 0,1264 0,3152 0,4891 0,5553 0,4514 0,1749 -0,2091 -0,5915 -0,8676 -0,9926 -1,0147 -1,0474 -1,1902 -1,4703 -1,8439 -2,2240 -2,5108 -2,6427 -2,6465 -2,6072 -2,5836 -2,5759 -2,5625 -2,5465 -2,5570 -2,6040 -2,6607 -2,6862 -2,6467 -2,5326 -2,3704 -2,2086 -2,0903 -2,0464 -2,0929 -2,2217 -2,4101 -2,6310 -2,8430 -2,9999 -3,0871 -3,1299 -3,1714 -3,2534 -3,4028 -3,6149 -3,8465 -4,0343 -4,1217 -4,0701 -3,8550 -3,4748 -2,9804 -2,4772 -2,0837 -1,8851 -1,9029 -2,0939 -2,3810 -2,6914 -2,9696 -3,1718 -3,2697 -3,2525 -3,1151 -2,8653 -2,5437 -2,2141 -1,9274 -1,7075 -1,5773 -1,5744 -1,7235 -2,0105 -2,3980 -2,8451 -3,3008 -3,7035 -4,0001 -4,1643 -4,2006 -4,1422 -4,0435 -3,9661 -3,9563 -4,0234 -4,1353 -4,2398 -4,2949 -4,2798 -4,1924 -4,0489 -3,8735 -3,6829 -3,4951 -3,3375 -3,2266 -3,1446 -3,0516 -2,9176 -2,7352 -2,5119 -2,2590 -1,9890 -1,7272 -1,5176 -1,4026 -1,3991 -1,4953 -1,6663 -1,8884 -2,1465 -2,4304 -2,7229 -2,9935 -3,2128 -3,3653 -3,4418 -3,4340 -3,3500 -3,2257 -3,1076 -3,0282 -2,9962 -3,0044 -3,0404 -3,0954 -3,1731 -3,2902
